0.00315024-0.00887174j 0.0514434+0.00815053j -0.0124032+0.00975123j -0.0260662+0.0380466j 0.00486304+0.00747566j -0.0340737+0.0215332j 0.0568658-0.0124734j 0.0226025-0.0132029j 0.0204425+0.00332904j -0.0156559-0.00801919j 0.00511656-0.00273271j -0.0217193-0.00838083j -0.0260887+0.0103949j -0.0156722-0.00471731j 0.0080086+0.0158348j 0.0455152+0.00571981j 0.00575888+0.0190031j 0.0069191-0.0260581j 0.00208964-0.00734541j 0.0300281-0.0043147j 0.0064672-0.00139128j 0.00401219+0.0109029j 0.00763417-0.00813431j 0.00832987-0.00339699j 0.000542263-0.0131128j 0.00420133+0.00763612j -0.0215871-9.25342e-05j -0.00617996+0.0210346j -0.0264004-0.00950814j -0.0129822-0.00685533j -0.00576658+0.0113003j -0.0132003-0.00463346j 0.00710931+0.00876351j -0.0111885+0.0192876j 0.0205644-0.0087028j 0.0103773+0.00663715j -0.00556856+0.0100819j 0.0265398+0.0203337j -0.00861795+0.00429511j 0.010416+0.0014971j -0.0193163+0.0129359j 0.0359683+0.0162612j 0.00779529+0.00140875j -0.0073506-0.001185j 0.0102523+0.00565471j -0.0123328-0.0249885j 0.00933919+0.0172245j 0.00561194+0.00144565j -0.0500861-0.00405403j -0.0100591+0.00357093j 0.0195547+0.0294197j 0.0194532+0.0132888j 0.00443139+0.0149398j 0.00585399-0.0190848j -0.00859665-0.0129318j -0.048129-0.00412951j -0.0643062-0.0130861j -0.00284169+0.0385405j -0.0102132-0.00574661j -0.0355988+0.0140425j 0.0174226-0.00942528j -0.0347144-0.0340638j 0.0301726+0.0428669j 0.00128071+0.0158385j -0.0210344-0.00366927j -0.052025-0.0354857j -0.0173017-0.00324922j 0.00135115+0.0634911j 0.0735956+0.0568483j 0.00392688+0.0352779j -0.141446-0.0875426j 0.00617683-0.0494943j 
-0.0214637+0.0383591j -0.0460122-0.00332259j 0.00541106-0.0348825j 0.04798+0.0172176j 0.00930025+0.0605776j -0.0214167-0.00630367j 0.0209914-0.00881964j -0.0201707+0.0223649j -0.015076+0.0252327j 0.00223817-0.0137125j 0.0234532-0.00555099j 0.00223262-0.0197553j -0.019135-0.0617445j -0.047102-0.0178627j 0.0321937+0.0787419j -0.025471+0.108333j 0.0115981+0.0431023j -0.0377467+0.0632j -0.0181105+0.00392919j 0.0884042+0.00500866j 0.0104441+0.00380605j 0.069554-0.0236351j -0.0184174-0.047826j -0.0531698-0.0233305j -0.0675717-0.00422044j 0.0248349-0.0019794j 0.033633-0.0549211j 0.0232452+0.0306698j 0.0304247-0.0152458j -0.00142574-0.00225336j 0.0292793-0.0604864j -0.0152152+0.00654532j 0.0800031+0.0501101j -0.0313488-0.0577388j 0.0128961+0.00757001j 0.0196672-0.0263464j 0.00546147+0.0423649j -0.00438446+0.0407687j 0.0486132-0.0413724j 0.0333445+0.0248696j 0.0154264+0.000261527j 0.0399835+0.010956j 0.0600226+0.0374547j 0.0412323-0.0439411j -0.0263383+0.00943575j 0.000310331+0.067054j -0.0183758+0.0318772j -0.0462726-0.0299157j 0.022885+0.00314003j 0.0151464-0.111277j 0.0183982-0.0229831j -0.029802+0.00674088j 0.0039631-0.0119228j -0.0418215+0.00121831j -0.0595727-0.0317508j -0.0176726+0.030869j -0.0152494-0.0522374j 0.0466209-0.0487677j -0.0280096+0.00515841j -0.0628271+0.0110484j -0.0180741-0.00522434j -0.00996543-0.0350359j 0.0311678-0.0113218j 0.0111681+0.0979965j 0.00910803-0.0123139j 0.0456797-0.0189593j -0.0337245+0.0108275j -0.000697245+0.0327711j 0.00717397-0.0180326j -0.0138665+0.000147264j -0.01617-0.0125154j -0.00227765-0.0186849j 
-0.0181557+0.0155212j -0.00615033-0.00793232j 0.00919571-0.0312878j 0.00618113+0.0110851j -0.00795375+0.00757782j 0.02653-0.0215612j -0.0254774-0.0251813j 0.0162216+0.0484812j -0.00835765+0.0222813j 0.0133141-0.0181189j 0.015185+0.00759967j -0.0141538-0.0079461j 0.00496604-0.0185555j -0.0384029-0.00532218j -0.0141885-0.00530891j -0.0174031+0.0525987j -0.0350426+0.0279025j -0.039965+0.0174651j 0.00409579-0.0132092j 0.0158795-0.00636967j -0.00973144+0.00196816j 0.0101791-0.0010635j 0.0202557-0.0128779j 0.00118697+0.0317209j -0.00626775+0.0269753j -0.012586+0.0143731j -0.0220484-0.0347985j -0.0235649-0.0376545j -0.0165666-0.0136107j -0.00146479+0.0351877j -0.0017162-0.00631723j 0.0126772+0.00269146j 0.022102-0.0031777j 0.0102279-0.0166214j 0.0127754+0.0366357j 0.021489-0.0317136j 0.00745661+0.0143027j -0.00222862-0.00663417j 0.00138867+0.0247146j -0.0283071-0.0251984j -0.0168076-0.0159775j 0.0171454+0.0288437j -0.02052-0.00169636j -0.0202689+0.00460015j -0.00298236-0.0140206j -0.00945467+0.0177767j 0.00882798+0.0145024j -0.0147111-0.0195294j 0.0223485+0.0107719j 0.0263641-0.00845798j 0.0413065+0.00294212j 0.00723273-0.00411086j 0.0281994-0.0302924j -0.00505304+0.0233081j 0.00505694+0.00305266j -0.00862058+0.0234248j 0.00547173+0.0533094j 0.00433279+0.00720104j 0.0416231-0.0163126j -0.0267299-0.0301838j 0.00113948-0.0276267j 0.0439144+0.0270945j -0.0288489-0.006414j -0.0146266-0.0392706j -0.00658444+0.0234481j 0.00908807-0.0120492j -0.00113321+0.00347846j -0.00916968-0.00769817j 0.0133892+0.0145237j -0.00652237+0.0118196j -0.00424641-0.0192251j 0.00297462-0.00541202j 
-0.0156353+0.0189845j -0.00392022+0.00207128j 0.00664784-0.00859939j 0.026612+0.027924j -0.00273047+0.0538447j -0.0314635+0.0274411j 0.0795132-0.00171252j -0.0583859+0.00349288j -0.0150337+0.0104191j -0.0190683+0.0344985j -0.0128451+0.0135126j -0.0188076-0.00143823j 0.0202154+0.00897194j -0.0448934-0.115153j -0.00223073-0.0372137j 0.000187154-0.00799013j 0.00682521+0.0661916j 0.00857037+0.0501518j -0.05221+0.00314501j 0.0463426-0.0234188j 0.0147692-0.00031197j 0.0181208-0.0259945j -0.0397817-0.0442543j 0.0583311+0.0015043j 0.0143655+0.0258552j -0.0223229+0.0170835j 0.0251373+0.0227853j -0.0304762-0.00824652j 0.0244951-0.0258687j 0.00387323-0.000564075j 0.0154752+0.044148j 0.0107822+0.064602j -0.00852302-0.0104036j -0.0113585+0.0301232j -0.0200695-0.00547747j -0.0884962+0.00970788j 0.0277888-0.0304483j -0.00383702-0.00854117j 0.0448942-0.0488527j 0.0274148-0.0106063j -0.0213229+0.00137978j -0.00235354+0.013657j -0.0153518-0.0143021j 0.0210675-0.0489656j 0.0368833+0.00141288j 0.035765+0.0372145j -0.0397275-0.00140229j -0.010898+0.000504296j -0.00599279+0.019321j 0.0125891-0.0250811j -0.00375124-0.0588621j -0.0252807-0.0209987j 0.00219841+0.0355589j -0.0092377-0.0169835j -0.0278492+0.000941899j -0.0383557-0.0085913j 0.00255432-0.0212374j 0.01995-0.0171778j 0.03987-0.00331032j -0.00546589-0.0087962j 0.018224-0.0144432j -0.00971919-0.00328209j 0.00816612-0.0210446j 0.0234219+0.0109941j -0.00110428+0.00588171j 0.015084-0.0279085j -0.0045682-0.0040326j -0.000144049+0.0223361j 0.00449688+0.00970603j -0.0151519-0.000787529j -0.0105046-0.0209764j 0.00572008+0.0052857j 
0.0114396-0.0211748j 0.00591353-0.0130218j 0.0109441+0.020479j -0.0214824+0.00405502j 0.00866076-0.0187892j 0.0470826-0.00414256j -0.0318712-0.0433307j 0.00512415+0.0388039j 0.00259053+0.00715914j 0.0458213-0.0127696j 0.0108478-0.0188863j -0.012407+0.00864761j 0.0317174-0.0161816j -0.0120348-0.0272883j -0.00191833+0.0159815j -0.0444279+0.0420493j -0.0297827+0.0146188j -0.0838152+0.0065853j -0.0244478-0.0272071j 0.0239832-0.024602j 0.00917652+0.0460184j 0.0276245-0.00435547j 0.00408811-0.036393j 0.0193056+0.0119603j 0.0153529+0.00413724j -0.00101017+0.0127753j -0.00672152+0.0229459j -0.0337926-0.029847j -0.0361492-0.0158157j 0.00897108-0.0349441j -0.0284724+0.0252229j -0.00976074-0.00137996j -0.00335936-0.00592371j 0.0300026-0.0201561j 0.024137-0.0320106j 0.0368367+0.016044j 0.00899282+0.0470953j 0.0151869+0.00134354j -0.0597158+0.0185759j 0.00147225+0.0244716j 0.00985045+0.00285457j -0.00958803-0.0235246j -0.0442114+0.0547974j -0.0270446+0.0304023j -0.053817-0.00675725j 0.0425598-0.000310393j 0.0268165+0.00580418j -0.00951427+0.00503663j 0.0349582-0.0422275j 0.00854879-0.0271116j 0.0370848-0.0532231j 0.024565-0.0067908j 0.037923-0.0116894j -0.0164331+0.0209427j 0.00848576-0.000961974j -0.040883+0.0230513j -0.00890066+0.0168393j -0.0109068-0.021345j 0.000971729+0.00192806j -0.00976926-0.00954067j -0.00216004-0.0114995j 0.0202931+0.0423124j -0.0145285-0.00904962j 0.0107485-0.00303674j -0.0168258+0.00378871j -0.00208739-0.0212315j -0.00878425+0.000344532j 0.0069446-0.025659j -0.0062663+0.00974182j 0.00316426-0.0235345j 0.0201134-0.00382989j 0.0171189+0.0131515j 
0.0193671+0.00561606j -0.0175446+0.0101068j 0.00266837-0.0213506j 0.016255-0.0315803j 0.0133422+0.00448499j 0.0262415-0.0029016j -0.0499777+0.00543366j 0.0353172+0.0360719j 0.0283601-0.0237141j -0.0237739-0.0211642j 0.0484608-0.0227096j 0.0101698-0.00657348j -0.0311408-0.0373392j -0.00504724+0.0484619j 0.00892738+0.025732j -0.0743636-0.0348142j -0.039512-0.0213112j -0.108206-0.0696151j 0.0132319+0.00619536j 0.0136207-0.0165783j 0.0277111+0.00281995j 0.0310564+0.0360655j 0.00940734-0.00158093j -0.0172114+0.0193074j 0.00815473+0.00830285j -0.0228257+0.04672j -0.0323467-0.0317142j -0.022961-0.00314054j -0.010956-0.0290354j 0.00966085-0.0196319j 0.0272977+0.0390795j -0.0389765+0.00106861j 0.0204615-0.0265719j 0.017132+0.0077707j -0.016585+0.0155051j 0.0344143-0.0298091j 0.00375115+0.0354368j -0.024054-0.00556664j 0.0279423-0.0117221j -0.0497415-0.0503123j 0.0508557+0.00997184j 0.012497+0.00684746j -0.0258371-0.00298001j -0.0472351-0.00173294j 0.00409253+0.0349515j -0.0182114-0.0134585j 0.0218392+0.0155918j 0.0224906+0.033377j 0.0579405+0.00734865j -0.000374009-0.0119318j 0.0373773-0.00380527j 0.0138613-0.0105762j -0.00286291-0.00505606j 0.05021+0.0190336j -0.0238726+0.0205654j -0.00664544+0.0385198j -0.00294632+0.047351j -0.010117+0.00970564j -0.0187805+0.0129633j 0.00590014-0.0204662j -0.0183623-0.0169559j 0.0164326+0.0215893j -0.0206633-0.00608148j -0.00135665+0.00966198j -0.0016089-0.00813293j -0.000361771-0.0136185j -0.030437-0.00144689j 0.0166614-0.02649j -0.00635305+0.00109143j -8.93911e-05-0.0116338j 0.0120353-0.002614j 0.0145986-0.00425133j 
-0.0162919+0.0393327j -0.0172019+0.00127966j 0.00257924-0.0155894j 0.0335244+0.0341537j -0.0233375+0.0514638j -0.0731886+0.00561017j 0.0449285+0.0469292j 0.0134268-0.0224109j 0.0277171+0.0432001j 0.0264719-0.0155729j 0.0146534+0.0611125j 0.00834616-0.0150138j -0.00422473-0.0398437j -0.0452342-0.00316227j -0.00974695-0.0139729j -0.00604271+0.0149983j 0.0166127+0.0386855j -0.0349409+0.0472587j 0.00302733+0.00249511j 0.00572261-0.0233238j -0.0209159+0.0051412j -0.0481881-0.0122492j 0.00694343+0.0147054j 0.0388801-0.0339776j -0.0183819+0.0168881j -0.0315995-0.0094149j 0.0251959-0.0142367j 0.0169474+0.0125771j -0.0209316+0.0175026j 0.022696+0.0146288j 0.0134887-0.0105271j -0.0273168+0.0102002j 0.00546148+0.0372175j -0.0294022+0.0392216j 0.0158246+0.0389966j 0.0074472-0.0248181j -0.00278912+0.00316575j 0.00604973-0.000858288j 0.0192325-0.0232j 0.00523229-0.0152448j -0.0108861+0.00166903j 0.00492955-0.00199208j 0.00606953-0.0416974j -0.0313942-0.0142789j 0.0393694+0.0148644j -0.013426+0.0142984j -0.0188018+0.0136606j 0.00981505-0.0219747j -0.017596+0.023465j 0.00791558+0.0220376j 0.00257347-0.0446401j -0.0166395-0.0279047j 0.0175489-0.0227576j 0.000225726+0.0301062j -0.0432475-0.0167472j -0.0292212+0.0218535j -0.001785-0.0107131j 0.0145348-0.0245541j 0.00327903-0.0326135j -0.0206673+0.0169124j -0.00266233+0.0012846j -0.0100257-0.0382134j 0.0115038+0.0106161j -0.0398149+0.0202472j 0.0236774+0.0202763j 0.0133848-0.031387j -0.0262147+0.0140148j 0.0060544+0.0269276j 0.00724004-0.00360499j -0.00705271+0.0107231j -0.023262-0.00233418j 0.00330815-0.00583062j 
0.0267294-0.0434458j 0.0208301-0.00911163j -0.0170223+0.044516j -0.067338-0.0208379j 0.00518358-0.0689201j 0.031737-0.0173255j -0.0509201-0.0183636j 0.013076-0.000551929j -0.00835733-0.0220879j -0.00512772+0.0102094j -0.0205092-0.0374079j 0.0147482+0.00220102j 0.0297899-0.00592909j 0.0123737+0.0383836j -0.0291571+0.0965134j 0.0392791-0.00496853j -0.000503727-0.0549335j 0.0975311-0.0175303j 0.0494604+0.0412004j 0.00150109+0.0450822j -0.00264586-0.0105807j 0.0300024-0.0242761j 0.0239362-0.0159838j -0.0621777-0.0262378j -0.0179351-0.0798444j 0.0474391-0.0217074j 0.00859872+0.0359295j 0.0258572+0.0411118j 0.0240236+0.0420938j -0.0335722-0.0412346j -0.0129618-0.0155021j 0.0450884-0.0584143j 0.0217394+0.0145164j -0.0134078-0.0596542j 0.0185569+0.0367679j 0.0121222-0.0133977j -0.0190494+0.0225828j -0.0354072+0.0234714j 0.0277854+0.0141371j 0.00540003+0.0561289j 0.00205547+0.0136326j 0.0300553-0.0532811j 0.00900751+0.0326857j 0.00474651+0.0114243j -0.0152453+0.000215198j -0.0234475-0.0251001j 0.0519936-0.0457231j 0.0299881-0.0135018j -0.0204363+0.0297156j -0.0306482-0.0196577j -0.0419496+0.00950099j 0.00494905+0.00516897j -0.0103506+0.00398648j -0.0185345+0.0171495j 0.0527648-0.00662029j 0.0151767-0.00777399j -0.0058433-0.0189546j -0.00149455-0.0354333j -0.0507352-0.0063963j -0.00167244+0.0178403j 0.00637603+0.0198335j -0.0238447-0.0046695j 0.0241407-0.0129226j 0.00619799+0.0141938j -0.00981633-0.0177506j -0.00439215+0.0180631j 0.00408089-0.0214204j -0.013877-0.00139726j -0.011453-0.00432085j 0.0010748-0.0201253j 0.00680614+0.0137012j 0.0035759+0.007346j 
-0.0108804-0.00114042j 0.000999881+0.00209493j 0.00849242-0.00724628j 0.00763617+0.00211536j 0.0170345+0.00312173j 0.0424452+0.0111094j 0.0035523-0.040083j -0.0329319+0.00939701j -0.0142659-0.0134177j 0.00455593-0.0130589j -0.0182894-0.013739j -0.00129404+0.0347437j 0.0204946+0.0611273j 0.028743-0.018733j 0.0398691-0.0359202j -0.00251321+0.0348433j 0.0292455+0.00551912j -0.0105328-0.0274033j -0.0580694-0.0384903j -0.00377412-0.0388326j -0.0189359-0.0105031j -0.00351965-0.0174935j 0.0267919-0.00557154j 0.024174+0.00906298j 0.0156095+0.0363109j -0.00196102-0.0140333j -0.0200852+0.0421353j 0.0164359-0.00123805j 0.0367845-0.0120479j -0.0245409-0.0131012j -0.00821937+0.0726006j -0.0248355-0.00485888j -0.0297431+0.00515624j -0.0196359+0.0167889j 0.0440336+0.006199j -0.0411349+0.0370218j 0.00172733+0.0500009j -0.0408133+0.00867764j -0.0249497+0.00619619j 0.00582544+0.00833247j -0.0555907+0.00270029j -0.0211563-0.00128652j 0.0355552+0.0146607j 0.00399797+0.0110798j -0.00402375+0.00815918j 0.0291078-0.0300581j -0.0285791+0.0322779j -0.0160616+0.0119122j -0.0176985-0.0329377j 0.00905719+0.0494897j -0.0227902+0.0111872j -0.0140902+0.0308745j 0.0570988-0.0153977j -0.0180977-0.0173721j 0.0334954+0.0224925j 0.0634409-0.035479j 0.0213457+0.000404413j -0.0397013-0.0324376j -0.0170742+0.0111237j 0.0225655+0.00479561j 0.0236215-0.00473977j 0.0126107+0.0210942j -0.024339-0.000765668j 0.0292149-0.00848631j 0.00956737-0.0267906j -0.0367427+0.0228137j 0.0382097+0.0325812j 0.000956213-0.0345538j -0.0105655+0.0128062j 0.00307794+0.0110575j 0.0186133-0.00204015j -0.00673758+0.0102191j 
0.0234999-0.0143426j -0.0219677-0.00102782j -0.0145307+0.0119026j -0.0225041-0.0296725j 0.0353309-0.012388j 0.0488556+5.07258e-05j -0.0456706-0.0385422j 0.0383469+0.0398383j 0.03126+0.000897018j 0.0293686-0.0323633j 0.0352436-0.0111767j -0.00162864+0.00104654j -0.00717053-0.058455j -0.0194641+0.0533278j -0.00271184+0.0499028j -0.0346584-0.00867803j -0.060821-0.00688572j -0.0750822-0.00943907j 0.00225993-0.0260435j 0.0435756+0.0329642j -0.0157583+0.0257174j 0.00556809+0.00480021j 0.0317988-0.0260266j -0.021099+0.0387287j 0.00344511-0.0326436j -0.0254135-0.00797331j -0.0118197+0.0127156j 0.0234053-0.00533857j -0.00323102+0.0219312j -0.0239385-0.0312236j 0.0147432+0.0477975j 0.0137877-0.0145663j 0.00373454+0.00880979j 0.026886-0.0376892j -0.0170786+0.0328664j 0.055838-0.0136398j 0.0250484-0.000430882j 0.0179636-0.0125341j 0.00839588-0.010812j -0.00425837-0.0163212j -0.00250123-0.00531629j 0.0308106-0.014141j -0.0207676+0.033107j -0.0520975+0.0449948j -0.00420576-0.0205919j -0.0376288-0.0140152j 0.0278268-0.012278j 0.0216393+0.00217896j 0.022665-0.0104594j -0.0169178-0.0448658j 0.0533147-0.000841665j 0.0478596+0.017878j 0.0107447-0.0378554j -0.00218195+0.0205458j -0.00240969+0.00534388j -0.0318077+0.042801j -0.0243084+0.0159623j -0.0217791+0.0175239j -0.0308058-0.0141058j -0.0285626-0.000832997j -0.0141204-0.0264384j 0.0265245+0.0167093j -0.0176917+0.000716535j -0.0231046+0.016679j 0.0193206+0.0068778j 0.012302-0.0287878j -0.0356688-0.00941697j -0.00583011-0.013615j 0.00292145+0.00576803j -0.00492215-0.0245177j 0.00654766-0.00525998j 0.0122842-0.00519182j 
-0.0506117+0.0390506j 0.013496-0.00395126j 0.0331699-0.0224139j 0.0588277+0.0547056j -0.0309094+0.0482328j -0.0677996+0.0142379j 0.08168+0.0579904j -0.0169684-0.0655427j 0.0243528-0.0123915j -0.0499929+0.0176435j 0.0339506+0.0197217j 0.0267057+0.00509678j -0.0391707+0.0538609j 0.016857-0.0405144j 0.00829972-0.068271j -0.0513143-0.0297936j 0.0620263+0.00753868j -0.00669741-0.0233538j -0.0182197+0.0546401j -0.0470809-0.0946027j 0.0106937-0.0411278j -0.026561-0.00891032j -0.0421504+0.0134336j 0.0602837-0.0466314j 0.0336022+0.0800575j 0.011775+0.0607311j 0.0352094+0.0144985j -0.0404649-0.00302874j 0.0149961-0.0392927j 0.0157333-0.0160148j -0.00054032+0.0111502j -0.052726+0.0146068j -0.00521027-0.0135027j -0.0257564+0.0322929j 0.00145215+0.0101696j -0.0143533-0.0231707j 0.00324112+0.0110664j -0.0332244-0.0108885j 0.0032758-0.0262087j -0.00575006+0.0076837j 0.0211482+0.0135363j -0.0193218+0.0107451j -0.0136087-0.0357152j -0.00997608-0.011212j 0.0219606+0.0581265j 0.018003+0.00982221j -0.030904+0.0046712j -0.00896656+0.000769274j 0.0114969+0.0445043j 0.0552659+0.0588512j 0.0116545+0.0108694j -0.0625941-0.0141289j 0.0280835+0.0237476j 0.0540684-0.00766117j -0.0398472-0.00735665j 0.004752+0.0121633j 0.0395579-0.0189402j 0.000238821-0.0304069j 0.0216246-0.0088879j 0.00973135+0.0190417j 0.0283508+0.0225993j 0.00301365-0.0187742j 0.0240226-0.0160514j 0.00508532-0.0136641j -0.00360911-0.00412208j 0.0108271+0.0147923j 0.0273121+0.0105486j 0.012656+0.0220275j -0.0104084+0.00911274j -0.000153048+0.0277854j -0.0065217+0.00436953j -0.0185442+0.0170057j 
-0.0309705+0.0171387j -0.0192533-0.00270868j 0.0182477-0.0149438j 0.0382525+0.0232262j 0.000653841+0.0260355j -0.018726-0.00912877j 0.0221146+0.00406722j 0.00946994-0.026988j 0.0283287-0.0133772j -0.000735533+0.00244616j 0.0339294-0.0230592j 0.0373479-0.00227854j -0.0471952+0.0308203j 0.0225695-0.0101862j 0.0348483+0.0125796j -0.0656761-0.0116743j -0.000990829-0.0241864j -0.0192531-0.0297427j -0.00173223+0.000931217j -0.0041898+0.00985049j 0.00458447+0.00764861j 0.00103912+0.00554064j -0.0668238+0.0287634j -0.00160123-0.0299182j 0.0438491-0.0322552j 0.0175024+0.0268722j 0.0492039+0.00732089j -0.00431308+0.00746394j 0.0286281-0.00731141j 0.0186187-0.0379543j 0.0139623+0.0178615j -0.0364939+0.0224717j 0.00341655-0.042151j -0.0359232-0.0255566j -0.0235569-0.0387402j 0.0158451+0.0229803j 0.023887-0.025301j -0.0132084-0.0300983j 0.00295226+0.00349667j 0.00530051+0.0345547j 0.0411124+0.0131073j -0.0045778+0.0142046j 0.0384082+0.0254296j 0.0237037-0.00296162j -0.0338067+0.0195211j -0.00627368-0.04938j -0.021672-0.0153002j 0.0165268+0.00301941j 0.0350725+0.0152427j 0.0200195-0.00207533j -0.0184092+0.0104244j -0.0282836+0.0162681j 0.0327881+0.0263926j 0.020794+0.00843933j 0.00413105+0.00226622j 0.0447726+0.0240111j 0.0467172-0.0296103j -0.0061036-0.00924673j 0.00864086-0.00193008j 0.00925899+0.00109726j -0.0134661-0.00183783j -0.00232373-0.013844j 0.0216519-0.00554403j 0.0176327+0.0259681j -0.00500231-0.00474658j 0.0301735+0.0179112j -0.003434-0.0165011j 0.0105956+0.0137228j -0.0226659-0.00659071j -0.00492327+0.00383512j 0.01253-0.00860912j -0.00475162+0.0143171j 
-0.038322+0.0313195j 0.00436025+0.00471442j 0.0131475-0.0322083j 0.0446901+0.0428132j -0.00704225+0.0406579j -0.0305118+0.0267312j 0.0745899-0.015489j -0.0301419-0.0480111j 0.00741104-0.00626127j -0.0212452-0.00872646j 0.00120088+6.64784e-05j -0.0256867+0.0130773j -0.0345659+0.0279554j 0.0295242-0.0464739j 0.0167428-0.0579375j -0.00610738-0.0068377j 0.00187188+0.0453478j -0.0075341+0.020279j -0.0174071+0.0206648j -0.00139379-0.0289241j 0.0240819-0.0355687j -0.00169115-0.00937581j -0.0114449+0.0109613j 0.00873221+0.016396j -0.00214301+0.0591072j 0.0182225-0.00934037j 0.0142945-0.0208411j -0.0418882-0.0207388j 0.00577796-0.0317419j 0.026046+0.0236113j 0.0259732-0.0231871j -0.0172182+0.00111571j -0.00356105+0.0108669j -0.0245277+0.0708871j 0.0160474-0.0342861j -0.061813+0.0116566j -0.0351736-0.0187781j -0.0216106+0.0317073j -0.00319375+0.000161813j 0.0213915-0.00321242j 0.000104723-0.00607952j 0.00640966+0.0315143j 0.00638165-0.0206301j -0.0202266-0.0276646j 0.0209623+0.00109908j -0.00330144+0.012425j -0.0445853+0.00832555j -0.0222271+0.0182527j -0.0303106-0.0262726j 0.0236151+0.0259919j -0.000519209-0.00155436j -0.00549974+0.00150321j 0.00117295+0.0322658j 0.0186578+0.0124734j -0.0232994+0.00577525j 0.00107009-0.0141133j 0.000199659-0.0228573j 0.00385886+0.00539925j 0.0462437+0.00439345j -0.00957033+0.00491167j 0.0121985-0.0151767j 0.00964082-0.0202083j -0.00397724+0.00748344j -0.00586154+0.0129268j 0.0101611-0.00442337j -0.00319401+0.00223607j 0.0202113+0.0271791j 0.00764254+0.0198429j 0.0224491+0.0131074j -0.00481577+0.047785j -0.0173343-0.00648084j -0.0270316-0.00677566j 
-0.010127-0.0218315j 0.0401555-0.0188586j 0.00992783-0.00205072j -0.042424+0.0250288j -0.00687075-0.0420905j 0.0533063-0.0148596j -0.0136349-0.0578999j -0.0172687-0.000671389j 0.000941105-0.0508428j -0.0610944+0.00806144j 0.0192373-0.0340003j 0.000845991-0.022589j 0.0123338-0.00427935j -0.00300065-0.0172152j -0.0358966+0.0635356j 0.0253915+0.00123884j -0.0433637-0.0271019j 0.0876633-0.0182683j 0.0445901+0.0325057j 0.010039+0.0205189j 0.040253-0.031226j 0.00792083-0.00283865j -0.00385717-0.0377538j -0.0121188+0.0370166j -0.0123836-0.0566844j 0.0381269-0.00338274j -0.0137379+0.012708j -0.0182706+0.0275921j 0.0286885-0.00239692j -0.0128518+0.012254j 0.0317322-0.0102755j 0.0608674+0.0436879j 0.0166801+0.0243276j -0.0509043-0.0653814j -0.0107851+0.0159661j 0.00621852-0.0269206j -0.0159042+0.00228139j -0.0340836+0.0190143j 0.0368489-0.00957607j -0.026758-0.0479768j -0.0181986+0.00682747j 0.0383703+0.00772167j -0.0306399-0.000713202j 0.00349943-0.0131525j -0.00175613+0.00996772j 0.00609732-0.0248271j 0.016896-0.00513357j 0.0220589-0.0103843j -0.0143281-0.00487166j -0.00029865+0.00609042j -0.0100616+0.057352j -0.00222108-0.019799j -0.0141135+0.0183487j 0.039715+0.00255686j 0.0568224-0.000185896j -0.000181183-0.0319917j 0.00292093+0.0162422j -0.0363214+0.0272569j 0.000376424+0.00799685j -0.00155431-0.00381531j 0.0388935-0.0201856j 0.0208972-0.0101988j -0.0227897-0.00445362j 0.00594306-0.00835189j -0.00948833-0.00191444j -0.024786-0.0124336j 0.00700974+0.017884j 0.00813679+0.00209245j 0.0304634+0.00995599j 0.00159778+0.0387184j -0.00881552+0.000536117j -0.0216569-0.0106347j 
-0.00264724-0.00289999j 0.0302122+0.00122207j -0.0121097+0.0345038j -0.00700716+0.0269792j 0.0286888+0.0218201j -0.0145954+0.0928243j 0.0855909-0.014743j -0.0310394-0.0626097j -0.0222481-0.0129219j -0.0189106+0.024369j -0.000144163-0.00137575j -0.0277127-0.0156198j -0.0255135+0.0292431j 0.0508329-0.0147121j -0.00719779-0.0114791j -0.00011991-0.0410956j -0.0235156+0.0291911j 0.00903498-0.0157226j 0.00326092-0.0071156j -0.0200496-0.036883j -0.0341881-0.032459j -0.0220172+0.0124076j 0.00634333+0.00189851j 0.0380814+0.00358888j 0.0368551+0.000421293j -0.00117165-0.0171205j 0.012668-0.0176536j -0.0349405-0.00279586j -0.0183275+0.0306656j 0.0252785+0.0126664j -0.012506+0.00016623j -0.00941801-0.0129965j -0.00137333-0.0323624j -0.0248346+0.0206484j 0.0327601-0.014341j 0.0167766-0.0249501j 0.000998874-0.0396363j 0.0220667+0.0255716j -0.0358612+0.0182894j -0.00942533+0.0278688j 0.00184312+0.0104525j 0.0426807-0.0170861j -0.0314176-0.0227899j -0.0277894-0.00194475j 0.00611844+0.0112754j -0.0143134+0.0376269j 0.00120124-0.0102186j -0.0218666-0.0231829j 0.000487116+0.029061j 0.0190749+0.0250985j 0.00330644-0.0107217j -0.00855403-0.00862662j -0.0382205-0.0201505j 0.0279762-0.022439j -0.0124898-0.0105062j -0.0387475+0.011826j 0.0259382+0.00545919j -0.000540398+0.0126115j 0.0219232+0.016947j -0.00342702+0.0170467j 0.0209406-0.00518485j -0.0334377+0.0324408j -0.00340435-0.0441131j 0.055852+0.0127709j -0.0216709-0.00281349j -0.000427788-0.0131233j 0.0220071+0.000358655j -0.012097+0.0146629j 0.00192354+0.0277697j -0.0154046-0.00182126j -0.015022+0.00867174j -0.0122222+0.0235084j 
