0.00315024-0.00887174j 0.0514434+0.00815053j -0.0124032+0.00975123j -0.0260662+0.0380466j 0.00486304+0.00747566j -0.0340737+0.0215332j 0.0568658-0.0124734j 0.0226025-0.0132029j 0.0204425+0.00332904j -0.0156559-0.00801919j 0.00511656-0.00273271j -0.0217193-0.00838083j -0.0260887+0.0103949j -0.0156722-0.00471731j 0.0080086+0.0158348j 0.0455152+0.00571981j 0.00575888+0.0190031j 0.0069191-0.0260581j 0.00208964-0.00734541j 0.0300281-0.0043147j 0.0064672-0.00139128j 0.00401219+0.0109029j 0.00763417-0.00813431j 0.00832987-0.00339699j 0.000542263-0.0131128j 0.00420133+0.00763612j -0.0215871-9.25342e-05j -0.00617996+0.0210346j -0.0264004-0.00950814j -0.0129822-0.00685533j -0.00576658+0.0113003j -0.0132003-0.00463346j 0.00710931+0.00876351j -0.0111885+0.0192876j 0.0205644-0.0087028j 0.0103773+0.00663715j -0.00556856+0.0100819j 0.0265398+0.0203337j -0.00861795+0.00429511j 0.010416+0.0014971j -0.0193163+0.0129359j 0.0359683+0.0162612j 0.00779529+0.00140875j -0.0073506-0.001185j 0.0102523+0.00565471j -0.0123328-0.0249885j 0.00933919+0.0172245j 0.00561194+0.00144565j -0.0500861-0.00405403j -0.0100591+0.00357093j 0.0195547+0.0294197j 0.0194532+0.0132888j 0.00443139+0.0149398j 0.00585399-0.0190848j -0.00859665-0.0129318j -0.048129-0.00412951j -0.0643062-0.0130861j -0.00284169+0.0385405j -0.0102132-0.00574661j -0.0355988+0.0140425j 0.0174226-0.00942528j -0.0347144-0.0340638j 0.0301726+0.0428669j 0.00128071+0.0158385j -0.0210344-0.00366927j -0.052025-0.0354857j -0.0173017-0.00324922j 0.00135115+0.0634911j 0.0735956+0.0568483j 0.00392688+0.0352779j -0.141446-0.0875426j 0.00617683-0.0494943j 
0.0487941-0.0118926j -0.0432974+0.0344684j -0.035159-0.00343686j -0.0118923-0.0937037j 0.0117494-0.00624642j 0.0120838+0.00351391j -0.059931+0.0421342j -0.0146256+0.0232381j -0.037605-0.0441911j -0.0174553+0.00527978j -0.0332292-0.015908j -0.00370458+0.00752303j 0.0326866-0.012827j 0.0641584+0.057722j 0.00151522-0.0161745j 0.0210553-0.0636966j -0.0059492-0.0352988j 0.0452809-0.0239135j 0.014003+0.0340413j -0.0138206-0.0145205j 0.00142411+0.0159521j -0.00582556-0.00967162j 0.019737+0.00353579j -0.0292424+0.0344815j -0.0215297+0.016714j 0.0152968-0.0171123j -0.00391737-0.00629362j 0.0495924-0.00388195j -0.0147691+0.00549066j -0.0247282+0.0380827j 0.0230255-0.0199079j 0.0191527-0.00429244j 0.0138927+0.00939574j -0.022603+0.0257984j -0.00253166+0.00725177j 0.0298525-0.00617998j -0.0100031+0.0225574j -0.0177461-0.0202763j 0.00304183+0.0264461j -0.0317615-0.0276288j 0.0141914+0.0197699j -0.00825227-0.0262881j -0.00671841-0.0337016j 0.00838248-0.0106095j 0.0319566-0.00306263j -0.0113167+0.00701239j 0.0234649+0.00832851j 0.0152437+0.00145527j -0.00035573+0.0148545j -0.0281393-0.00631958j -0.0100534-0.0161705j 0.0124134-0.0227717j -0.0362942-0.00922638j 0.0223269+0.0146006j 0.00210371+0.00738147j 0.00933272-0.00535114j 0.0293657+0.0335932j 0.014257+0.00104238j -0.0520084+0.00966798j -0.000975173-0.044412j -0.00484569+0.0179694j -0.0250669+0.0202287j -0.0258203-0.0206401j 0.00892162-0.0168958j 0.0219305+0.0168007j 0.00374798-0.0154806j -0.046823-0.023017j 0.00730147-0.0324539j -0.0216999-0.0367681j 0.00410769-0.0429301j 0.036913+0.0158741j 0.011709-0.000317049j 
0.0328739-0.0148448j -0.0151332+0.0382236j -0.0353231+0.00246171j 0.00732453-0.0542958j 0.0420846+0.0114771j -0.00350119+0.0501658j 0.0209277+0.0102366j -0.00703094-0.0328777j 0.00545641-0.0483914j -0.0403639+0.00210339j 0.0021689-0.0294496j -0.00709277+0.0343253j -0.0591595+0.0200594j 0.0858804+0.0480371j 0.0275636-0.00277129j -0.0398193-0.0832715j -0.0080514-0.00554662j -0.0289358-0.0926825j -0.00837248+0.00735452j 0.00599087-0.00369487j -0.0483429-0.0156292j 0.0063391+0.0410723j -0.00328076-0.00997963j 0.00283963+0.0265199j 0.00360794-0.0236873j -0.0049653-0.00401192j 0.0128555+0.00169345j 0.0183869-0.0098041j 0.0169363-0.0142425j -0.0067628-0.00723884j 0.000426919+0.0239376j 0.0225742+3.23911e-05j 0.000868788-0.0196405j -0.00810481+0.0466911j -0.00826607-0.00674327j 0.0197758+0.0139597j -0.0023146-0.00820672j -0.0116866+0.0167035j -0.0323064+0.0364212j 0.00675972+0.0109784j -0.01502+0.0204664j 0.0209311-0.0135719j 0.0369302-0.010786j 0.0261763+0.0333803j 0.0353192-0.00144333j -0.0265749-0.0115371j -0.00736177-0.00299705j -0.00498023+0.0248639j -0.0284215+0.00201136j -0.0123534+0.00966428j 0.00443756+0.0374199j 0.0253876+0.049951j -0.0334053+0.012707j 0.022247-0.0218731j -0.0101309+0.0339653j 0.0211+0.00836761j -0.00656974-0.0126384j -0.00858817+0.0298567j -0.0406066+0.0222579j -0.0133403+0.0161418j 0.0054781-0.0210339j -0.0192621-0.00462606j -0.0191388-0.0101263j 0.0166111+0.0223228j 0.0109683-0.0237768j -0.00610345+0.000157505j -0.0185151-0.0107512j -0.00685143+0.00946554j 0.0138902+0.0040255j -0.0104623+0.0100719j -0.00803218-0.00621271j -0.00490498-0.0160003j 
-0.0293736+0.0146948j -0.0006872-0.0108115j 0.017568-0.0205878j 0.00801967+0.0406176j -0.0205544+0.0123714j -0.00041419-0.0164899j 0.0129382-0.0298221j -0.030676+0.00645454j -0.00319331-0.00367473j 0.00876591-0.0202392j -0.00289885-0.00214906j -0.0197524-0.0168704j 0.0202957+0.0193949j -0.0137976-0.0402683j 0.00193214-0.00979482j 0.0176519+0.0466449j -0.0124835-0.00270384j 0.0743631+0.0543214j 0.0154948+0.00017001j 0.00061234+0.0141083j -0.0048334-0.0104302j -0.0395092-0.0573047j 0.00409448-0.00900892j -0.00985674+0.00366269j 0.000469831-0.00255523j -0.0129408-0.0168399j 0.0257749+0.00684107j -0.00223055-0.0231359j 0.0171424+0.00610678j -0.0115263+0.0342907j -0.000704691-0.0341763j 0.00722289+0.0143951j -0.00291155+0.0445713j -0.051141-0.0152496j 0.00782022+0.0356127j -0.0173043-0.0074144j 0.00838405-0.00443077j 0.00267404+0.00397923j 0.0167332-0.00959606j 0.0193516+0.0109885j -0.0233672-0.0132806j -0.00293445+0.0117412j 0.000915423-0.00283517j 0.00914473-0.0222312j -0.00299356-0.0115709j 0.00424636+0.0232268j -0.0170974+0.00380638j -0.0211311-0.0239434j 0.00165047-0.0145293j 0.0262148-0.004295j -0.0133492-0.00371926j -0.0200456-0.0301343j 0.00811277-0.00632325j -0.00495143+0.0213024j 0.00557309-0.00796588j -0.000864641-0.0122596j 0.00259173+0.0140028j -0.0134732-0.00604606j 0.0150254-0.02585j -0.0116209-0.00174715j 0.0177896-0.0114045j 0.0213338-0.0146661j -0.00312364+0.00542998j -0.0194801-0.0112496j 0.0278202+0.00615975j -0.0175017-0.00325589j 0.0153646+0.0369219j 0.00444371-0.00433527j 0.00515866-0.00561815j 0.00499879+0.0235534j 0.00316565-2.94681e-05j -0.0167972+0.00059132j 
-0.0292611+0.010901j 0.0159013-0.0111905j 0.0206034-0.0110184j 0.000928384+0.0164762j -0.0256654-0.0242406j -0.00523628-0.0293185j 0.0103166+0.0116729j 0.00942476-0.00628874j -0.00709274+0.0188369j -0.0125973+0.0112112j 0.0260828+0.0239625j 0.013355-0.0104069j -0.0149126+0.0179087j -0.0097581+0.0217685j -0.00392172-0.0080156j -0.00732677+0.0254488j 0.0292375-0.0205246j 0.00740639+0.0202572j 0.0296542+0.000862796j -0.0190056+0.0274806j -0.0113688-0.0180245j -0.0340714+0.0121668j 0.00991197+0.0352386j -0.00124933-0.0290483j -0.0208271+0.00851897j 0.000310655-0.00974091j -0.0129184+0.00265219j 0.0257353+0.00303404j 0.00258891-0.0248451j 0.00283528-0.014035j 0.00161584-0.00389011j -0.0171644+0.0224614j -0.0209539-0.0083514j 0.0105866-0.0149913j -0.0262981+0.000693032j -0.00696303-0.00508226j -0.00925302+0.0152008j -0.0393032-0.0109579j 0.0272457-0.0192147j -0.0223154-0.0100572j 0.0146275-0.0161685j -0.00230614-0.00762788j 0.000255153-0.0191428j 0.0106541-0.0117288j 0.0175447-0.0146627j -0.0356503+0.00273542j -0.00626652-0.0117054j -0.0116697-0.00672682j 0.0180211+0.0330677j 0.00289754+0.014709j -0.00530193+0.00319904j -0.027864+0.00771859j -0.0229016+0.0076874j -0.00673659-0.0189946j -0.0205315+0.00333604j -0.000873311+0.021196j -0.0147103-0.0173559j 0.00790133+0.00193046j 0.0195993+0.00584451j 0.0111913+0.00801038j -0.0054362+0.0117586j 0.0211794-0.0106361j 0.010929+0.0246133j -0.0309561-0.024815j -0.0104908-0.0126491j 0.00757012+0.0487895j 0.0441844-0.0054156j -0.00857908+0.00831576j -0.0104006+0.000183858j 0.00625279+0.0157859j -0.00676938+0.00740472j -0.0118304+0.00231595j 
-0.0120239+0.0041072j 0.0153114-0.0188302j 0.0158111+0.00391131j -0.0025611+0.0273776j -0.0142006-0.0137194j -0.00956263-0.0148008j -0.00887229-0.0083662j 0.0431023-0.0232232j 0.0606376+0.00129738j 0.00965753-0.0269127j 0.0280543-0.0145902j 0.000758958+0.00498882j -0.0304747-0.00240386j 0.0108475+0.0213429j -0.0113+0.00207941j -0.0299102-0.0138434j 0.0130291-0.00038896j -0.0105044+0.00754206j -0.0124046+0.000895504j 0.00349668+0.00721832j -0.0381159+0.000335733j -0.034381+0.0190014j -0.0271909+0.0229872j 0.0378474-0.00627453j 0.0104261-0.0138257j 0.00313799+0.0068841j 0.0416053-0.000889868j 0.0138128+0.00287317j -0.0145092-0.00914332j 0.015657-0.0641185j 0.00542604+0.0304676j -0.00288273+0.000958677j -0.00601667+0.00791794j -0.00230071-0.00378036j -0.0168753+0.000928783j 0.0268362+0.0188097j 0.0137512-0.0144272j 0.0369528-0.00859636j -0.0180248-0.0121852j 0.011932-0.00315636j 0.0013918-0.00100257j -0.0201584-0.00645767j -0.0178235+0.00257912j -0.017937-0.0273089j 0.00390196-0.00105228j 0.0152745-0.00838615j -0.00279857-0.0197135j 0.0308698-0.00355846j -0.00142413-0.0153093j -0.00116348+0.0213189j -0.0112539+0.00675378j 0.0104442+0.0286381j 0.0163072+0.0311316j 0.00947729+0.0361014j 0.0187896-0.00921087j 0.0256051+0.00604993j 0.0145766-0.0203152j 0.00640206-0.00517751j 0.00807533-0.00967281j 0.017662+0.0036634j -0.00959716-0.000630441j -0.00464559-0.0176404j 0.0258273+0.00774786j 0.000905826+0.015744j -0.0104965-0.00729098j 0.00108706+0.00433074j -0.00296695-0.00527546j 0.0101781+0.00488216j -0.00438141+0.00929439j -0.00140264+0.00381689j -0.0052731-0.000947248j -0.000598225+0.00527325j 
-0.000594026-0.00802219j 0.0282931-0.0285559j 0.0226336-0.00477839j -0.0220899-0.0105495j -0.0420091-0.0648087j 0.00651814-0.0558288j -0.0637827+0.0100484j 0.0222473+0.0120427j 0.0268158-0.0139769j -0.0205762-0.0348513j 0.00380316-0.00790897j -0.00311325+0.00321815j 0.0207379-0.0112989j 0.0370648+0.0299009j -0.022231-0.0349773j -0.0168279+0.0123646j 0.0142246-0.0649049j 0.0131347-0.00397449j 0.0128155+0.0041529j -0.0409062+0.00842682j -0.00345195+0.0122099j -0.0259788+0.00387831j 0.0463656+0.0335051j -0.00837914-0.000842362j -0.00565454-0.0263167j -0.00137171+0.00962535j -0.0132718-0.0333785j 0.0490242-0.0048563j -0.00305916-0.0138878j -0.0163242-0.0347124j -0.0137045-0.0247824j -0.0193722+0.00349123j -0.0326375+0.0310421j 0.00692328+0.0628754j 0.0179374+0.0109412j 0.0252297+0.0304572j -0.0378586+0.0614422j 0.0166988-0.00363909j 0.00747835-0.0266097j -0.00925858-0.0227479j 0.00859584-0.0180312j -0.01406-0.0119029j -0.043672-0.0213944j 0.020367-0.0291677j 0.0155188+0.0184767j -0.00950599+0.00930592j 0.0253708-0.00191434j 0.00808996+0.0342244j 0.00387377-0.0451227j -0.023255-0.0198581j -0.00941106-0.00457825j 0.000788484-0.00540764j -0.0204756+0.0324222j 0.0141164-0.00103859j -0.000384913-0.010148j 0.00541172-0.0186881j -0.015918-0.00673535j 0.011139+0.00261884j -0.00301685-0.00624885j 0.0132601-0.0133867j 0.00705776+0.0111712j 0.0165503-0.00620934j -0.00114467+0.0242899j -0.0304278-0.0287404j -0.00182271-0.0212828j -0.0315736+0.0102942j 0.00276124+0.0150439j 0.0240574-0.019798j -0.00405368-0.0127859j 0.0185388+0.00340582j 0.00888806+0.0204042j -0.00988083-0.0104448j 
0.0200316-0.0297948j 0.0209529-0.00861138j -0.0128803+0.0322401j -0.0401584-0.00657571j 0.0160169-0.0180818j 0.0161916+0.0208435j 0.0104249-0.0278064j -0.0014949-0.000635234j -0.00663669+0.00493041j -0.00222278+0.00125139j -0.0265762-0.0163047j -0.0306412-0.00352694j 0.0148633-0.000945367j 0.0183931-0.00644094j -0.00775447+0.0314846j 0.0158051-0.0244324j -0.0196003+0.00246783j 0.012856+0.00267283j 0.0142423-0.00140355j 0.0180487+0.0168022j -0.00104812+0.0286181j -0.00470155-0.00518364j 0.0165568-0.0254899j -0.0177476+0.0138272j 0.00952959-0.0367421j -0.00495648-0.03994j -0.00237153+0.00286145j 0.00644006+0.0152581j -0.0295574-0.000617398j -0.0147012+6.50486e-05j 0.0357532+0.00669551j 0.00958124+0.0068946j 0.00020896+0.015247j 0.00669626+0.013565j 0.0124546-0.0184208j -0.0217757+0.013733j -0.0112408-0.00116623j 0.0182275+0.00050527j 0.0175853+0.00882834j 0.00523721+0.017572j -0.012311+0.0230137j 0.0103469-0.0330597j -0.016785+0.0159239j -0.0190453+0.0102488j 0.0113735-0.00572864j 0.0125009+0.000124955j 0.0192336-0.0344045j 0.00622052+0.00941804j -0.0118177+0.00120618j -0.00290099-0.0184545j -0.00355403-0.0231023j 0.024801+0.0005259j -0.0275832+0.0260915j 0.00318919+0.00121246j 0.00650741+0.00918006j -0.0423662+0.0107732j -0.0249248-0.00836656j -0.00456642+0.00992964j 0.00182463-0.00668095j -0.0223452+0.00372779j 0.0166987-0.0163675j -0.000705055+0.00805118j 0.00403306-0.0137173j 0.0133526+0.0227635j -0.00159236+0.00304986j 0.00443751-0.0283535j -0.0199262-0.0220953j -0.0152022+0.0123893j 0.0157817+0.0107293j -0.011204-0.0127315j -0.0103276-0.0045418j 0.00635781-0.000469122j 
-0.00459695-0.00623181j 0.00434834+0.00307483j -0.00484729+0.0124794j 0.00604573-0.000212261j 0.00145673+0.0164676j -0.0211144+0.0378013j 0.0570795+0.0156043j -0.0350293-0.0310116j -0.0340537-0.00406394j 0.0127071+0.0451274j -0.00928143+0.00819063j -0.00223821-0.0148404j -0.0234436+0.0514262j 0.0332332-0.0109932j 0.0185661-0.027662j 0.0295083-0.00901663j 0.04411-0.00633097j 0.0209353-0.0212077j -0.00692317-0.040257j -0.0266828-0.012308j 0.0155407-0.0155587j -0.0368994+0.0309874j -0.0163102-0.00222881j 0.065519-0.00799713j 0.015992-0.000769245j 0.00223928-0.0182321j 0.00282405+0.0412716j -0.0102511+0.0165558j 0.0264839-0.00637859j -0.0143823+0.0179766j -0.0316183-0.00449192j 0.00115227-0.0179027j -0.0339967+0.00795378j -0.0179824+0.0144342j -0.004306+0.00778121j -0.0136301+0.0194624j -0.00291892+0.00711135j -0.0385405-0.0113569j -0.0199809+0.0267412j 0.0171712-0.0201026j -0.0164724-0.00741576j -0.0401853+0.0304956j 0.0206195+0.0250116j 0.0350914+0.00388774j 0.000775357-0.0273481j 0.00603597-0.0148809j -0.019433+0.00366888j -0.0183921+0.00782511j 0.0100402-0.0218004j 0.00478597+0.0202956j -0.0127761+0.00889417j -0.00691201-0.000957578j -0.0148445-0.00748873j 0.00341343-0.0428351j -0.0017035-0.0174544j 0.0284151-0.00882446j 0.00608485-0.00928758j -0.0176752+0.0257475j -0.011551+0.00728019j 0.0381642+0.00451706j 0.0102698-0.00597035j -0.00763453-0.0121945j -0.0101029+0.00450801j 0.0150802+0.000678729j 0.00417226+0.000763152j -0.000320391-0.0129148j -0.00511126+0.00396286j 0.0158441+0.0134175j -0.00437969-0.00821676j -0.00339131+0.00360114j -0.000940843+0.00347806j -0.0123177-0.00526591j 
0.00546487-0.00676237j 0.0076707-0.018557j 0.0031489+0.0326331j -0.025002+0.0140342j -0.0112208-0.0215132j -0.0109729+0.0109848j 0.00844554-0.0109788j -0.00442922-0.0248259j -0.0329068+0.00668818j 0.0129362+0.013078j -0.0250765-0.0270857j 0.00477303-0.0262844j 0.00539568+0.013743j 0.00478084+0.00920932j -0.00404579+0.0259744j 0.0440079+0.0210295j 0.0138667-0.0121637j 0.058509+0.0266342j 0.0460189-0.00834434j 0.008884+0.00501334j -0.00791537-0.0124323j -0.0274791-0.0151709j 0.0194171+0.0186074j -0.0142208+6.48433e-06j -0.00125416-0.0286362j 0.00577893-0.0113597j 0.0091642+0.000697529j 0.0222752+0.0316057j 0.0103517+0.0125858j -0.0260955-0.0133389j -0.0106264-0.0189453j 0.00592396-0.0201587j 0.00699524+0.0184185j 0.00870356-0.0317169j 0.00235437+0.0291366j -0.00340799-0.0203533j -0.0190927-0.00735066j -0.0120172+0.0113922j 0.0285282-0.00718491j 0.00416315+0.00399085j -0.00423519-2.30976e-05j -0.0299741-0.00364687j -0.00409452+0.00952216j 0.0190012-0.00831777j -0.00419993-0.0111062j -0.0465918+0.00843805j 0.00453648-0.0306587j -0.013646-0.0252145j -0.00742606+0.0145819j 0.0114036-0.0484043j -0.0232025-0.0318375j -0.00616295+0.00511003j -0.033924-0.00133089j 0.000859821-0.0249858j -0.00670371-0.0267455j -0.0181501+0.0189743j 0.00104601+0.0179743j 0.0071593+0.0236141j -0.00710265-0.00219421j 0.00377935+0.0103046j 0.00993319-0.0128415j -0.0199691-0.010009j -0.000670291-0.00870283j -0.0122864+0.0130015j 0.0134525+0.012063j -0.0031902-0.0311141j -0.0140493-0.0117165j -0.00672053+0.012623j 0.00126769+0.0114839j -0.0120473-0.0166303j -0.0013006-0.00274673j 0.0101132+0.0158367j 
-0.0194678-0.00325396j 0.0169464-0.00189055j 0.00743107+0.00523417j 0.00206723+0.0353118j 0.0101464+0.0252207j 0.00759323+0.0518172j 0.0777169-0.0495839j -0.0340576-0.0273603j -0.00697442-0.000329782j 0.0334435+0.00740843j 0.000837866-0.00811863j -0.0425917-0.0142622j -0.0203207+0.0404054j 0.0283964-0.0472263j 0.0246538-0.0192718j 0.00185176+0.034341j -0.0296892+0.0363412j -0.0429069+0.0398434j -9.15037e-05-0.0421897j 0.00648526-0.0179748j 0.0220234+0.0089204j -0.002809+0.0102969j 0.0171623-0.0156539j 0.00243434+0.013076j 0.000713768+0.0136745j -0.0204997-2.61683e-05j -0.0211402+0.00851713j -0.0303195+0.00857896j -0.0283967+0.00282439j -0.000625313+0.00152038j -0.0198356-0.00633653j -0.0103593-0.0152418j -0.0184265-0.0148276j -0.00323259+0.0306019j 0.013014-0.037889j -0.0259934+0.0132929j -0.00484092-0.0230415j 0.018396+0.00983118j -0.0361417-0.000640151j 0.0256508+0.0322468j -0.00486658+0.00284039j -0.0161122+0.00671909j -0.00312136+0.0227703j -0.0153221-0.00527012j -0.0142551+0.0256358j 0.0136837-0.00732013j -0.0131557-0.000285034j -0.0133468+0.00997888j -0.0107014-0.018921j 0.0428112+0.0221341j -0.00508215-0.00249296j -0.0118617+0.0132684j 0.0119957-0.001612j 0.00524289-0.00549813j 0.00683003+0.00224089j -0.0241148-0.0217566j 0.00734969-0.000726081j -0.0312632-0.00452977j 0.0260693+0.00903394j -0.00604488+0.0031554j 0.0151548-0.0254023j 0.00737069+0.0261286j -0.00787837-0.00407725j 0.00235152+0.013253j 0.0117424+0.00539351j -0.0156995-0.0196403j 0.00440374+0.0315626j 0.0144182+0.000461609j 0.0151845+0.0086051j -0.00365755+0.0197365j -0.013005-0.00223611j -0.0255234-0.000575686j 
0.019795+0.0037507j -0.0613833+0.0484947j -0.0395106-0.0345799j 0.0256183-0.102789j 0.0164803+0.0176915j -0.00370278-0.0117352j -0.0252809+0.0595096j -0.0410482+0.0395636j -0.0450014-0.0190212j -0.0351005+0.0366773j -0.00638665+0.012243j 0.011867+0.0483554j -0.00727786-0.00918455j 0.0193496+0.00683277j 0.00309012-0.0163125j -0.0393003-0.0655473j 0.00404612+0.0227455j -0.0444837-0.051481j 0.0125844+0.0274992j -0.00530134-0.0117825j -0.011936+0.000199407j 0.0449523+0.0166997j 0.0200842-0.0376362j -0.033276+0.0272761j -0.0122719+0.0325885j 0.0205409+0.0290349j -0.00797787+0.0208629j 0.00775365+0.00364791j 0.00925999-0.000669504j -0.0470884+0.0219389j 0.0470346+0.00924316j 0.0328242+0.0125516j -0.0171703-0.035675j 0.0336984+0.025505j -0.0401045-0.00418963j -0.0125788-0.0223508j 0.0148103+0.000171296j -0.0280634+0.000775164j 0.0120994+0.0361251j 0.00563872-0.0182659j -0.0003495+0.0224379j -0.0276848-0.00911154j 0.00351574-0.0178264j 0.0614165+0.036443j 0.0441522-0.00540012j 0.00346659+0.0155492j -0.0213035+0.0186857j -0.0250473+0.04312j 0.00821553+0.00949994j -0.0249988+0.00937577j -0.00212043+0.0367699j 0.0135944-0.0326254j -0.0282322+0.0227639j 0.016611-0.0251172j -0.0271424+0.0454663j -0.00210115+0.0273092j -0.0348259+0.000494826j -0.00366479+0.00269215j -0.00532743-0.00538595j -0.0288943-0.03604j -0.0145597+0.0242575j 0.0261816+0.0131825j -0.0325158+0.0193541j -0.0296769-0.0350267j 0.0213538+0.0108798j 0.0205433+0.0358658j -0.00087719-0.0349665j -0.000705539-0.0196157j -0.0217714-0.0378935j 0.0190041-0.00885992j 0.0404348+0.00906301j 0.000178176-0.0121759j 
0.00453015+0.00996763j -0.018019+0.00407703j 0.00358218-0.00180613j 0.00240979+0.0142565j 0.00611459+0.0106985j 0.0163692+0.00705471j -0.000920424-0.0313353j -0.0185131+0.00698773j -0.0305327+0.0011158j 0.032322-0.0129124j -0.0196718-0.0215238j -0.0132465-0.0342934j 0.0067824+0.027642j -0.00604996-0.0125659j 0.0233303+0.000615404j 0.00504261+0.0545682j -0.0260507+0.00296084j -0.00227277+0.0347358j 0.009379-0.0278428j 0.018106-0.0146281j -0.0235652-0.0095387j -0.0182114-0.0274212j 0.00047983+0.00701889j 0.00664153+0.0035196j -0.00801983-0.011157j -0.0308002-0.00061441j 0.0194202+0.0207293j 0.00242276+0.00189928j 0.00204131-0.0173293j -0.00492303-0.03042j -0.0216061+0.0380861j -0.00133001+0.0118339j 0.0106541+0.00181415j -0.0167754-0.0436068j 0.00434449+0.0281474j 0.022567+0.00852987j 0.0205077+0.0150078j 0.00521239+0.00703046j 0.00137054-0.0017923j 0.00221598-0.0152245j -0.00561348-0.0191894j 0.0044024+0.0219567j 0.0304893-0.00714045j -0.0136757-0.0141864j -0.0288743+0.00329201j -0.0204332-0.0219988j -0.012314+0.0112779j 0.00129237-0.0158564j 0.00511495-0.00842737j -0.00717166-0.00768261j -0.0235836-0.00956018j -0.00318651+0.000308078j 0.0111721-0.030755j -0.013592+0.0165951j 0.0125489-0.0106252j 0.00467434-0.0117883j 0.0442143+0.0233165j 0.004203+0.00501687j -0.0131975+0.00678455j 0.0101115-0.0018951j -0.00583454-0.0136892j -0.0143693+0.00162419j -0.0219884-0.0183214j 0.0293167+0.0159837j -0.00140835+0.00125788j -0.010621-0.025701j -0.0166631+0.0132149j 0.00527689-0.00476968j -0.00139564+0.0101222j -0.0127739-0.00202555j 0.0068056-0.0137633j 0.00988429+0.00758804j 
0.0126566-0.0164899j 0.0207898-0.0129534j 0.00521067+0.0202553j -0.0298938+0.00193789j 0.0079173-0.0339523j 0.0265301+0.00958092j -0.0159608-0.0224071j 0.00491527+0.0041829j -0.0208648-0.0142669j -0.0221389-0.0104133j -0.024901-0.0274524j -0.0166832-0.0304855j 0.0170414+0.0145625j 0.00263872-0.000793507j 0.0112425+0.0298351j 0.0135503+0.0193955j 0.00178603+0.00106949j 0.0550043-0.0102826j 0.0267756-0.0139725j 0.00878991+0.00735056j -0.0193598-0.00187223j -0.00540545-0.0124225j -0.00708042-0.0131665j -0.0199014-0.00992529j 0.0182863-0.0383976j -0.011058-0.0294339j 0.00108592-0.0112112j -0.00520657-0.0302717j -0.00452678-0.017988j -0.00802112+0.0263444j 0.00767817-0.0305161j -0.00267008+0.0237173j 0.00271935-0.000431413j -0.00222562-0.0183737j 0.0065239-0.0302564j 0.0128496+0.0185492j -0.0102507+0.0161145j 0.0198017+0.00534501j -0.00597444+0.0190936j -0.0181609+0.00369539j 0.0132823+0.000936984j 0.0111044-0.00396005j -0.0153766+0.00307435j 0.013369-0.0241961j -0.011872-0.00675732j -0.0122075+0.00988797j 0.0230305-0.0174195j -0.0063239-0.0260817j 0.0276667-0.00243596j -0.00460024-0.041348j -0.00245644-0.0127516j -0.00054308-0.0015336j -0.0245526+0.00386857j -0.0067054-0.017379j 0.00299053-0.00427035j -0.0131466+0.025447j 0.00619712+0.00156818j 0.0214591+0.0219083j 0.00492452+0.0144733j -0.00726956-0.00445324j 0.00575517-0.00901724j -0.0196585+0.0113218j 0.0114146-0.0218188j 0.0327819+0.0127106j -0.0140701-0.00988616j -0.00277983-0.0172546j -0.00550437-0.0134696j -0.00880293+0.00454306j 0.00445047+0.0147815j -0.0156517-0.0119874j -0.00206578-0.00336637j 0.010185+0.00801596j 
-0.0145695+0.0150434j -0.0282221+0.0240483j -0.0167985-0.0245728j 0.0352858-0.00608868j 0.0487841+0.0512203j 0.0178363+0.0600376j 0.0644148-0.0366114j -0.0332309+0.00115482j 0.0292959-0.0338693j -0.00582138-0.0183666j 0.0504195+0.018757j -0.0215037+0.0179152j -0.0774314-0.0220691j 0.0232021+0.0139728j 0.0354467-0.00656388j -0.0315401-0.0245056j -0.0118765+0.0348516j -0.0725068-0.0244689j -0.0322796-0.0281029j 0.0145374-0.0128301j 0.0157133+0.00448523j 0.00410675+0.0117479j -0.00731083-0.0404574j 0.00932911+0.0111991j -0.00287264+0.0540149j -0.0271979-0.00592153j 0.00016396+0.013598j -0.0275785-0.00674764j 0.00152391+0.0239107j -0.00328716+0.00328737j 0.0335636+0.0160226j -0.0131708-0.00620495j -0.0102487-0.00398958j -0.0172423+0.0410653j -0.0135382-0.0194929j 0.00696281+0.0136333j 0.0119918-0.00982949j -0.00284555-0.0184877j -0.0374046+0.0168661j 0.00999557+0.0165865j 0.00230086+0.00505998j -0.00275365-0.0222144j 0.0234889+0.0181103j -0.0168051+0.00674085j 0.0189538+0.00326006j 0.00149792-0.0204117j -0.0286602+0.0162197j -0.00483354+0.00620397j 0.00314543-0.0148033j 0.0214031+0.0396579j 0.0222388+0.00814072j 0.00282243+0.0272162j 0.0291495-0.00724764j 0.00764837-0.00462916j -0.00374359+0.0188292j 0.00753031+0.00405752j 0.0087131-0.0189705j -0.0405107-0.0106446j -0.00284616-0.00386458j -0.0235848+0.00588613j -0.0034546-0.0262868j 0.0263153+0.00496823j -0.00878255+0.0157415j -0.00991253+0.0214098j 0.0346512+0.000344408j 0.00261834-2.50804e-05j -0.00675681+0.0221714j 0.012347-0.0122453j -0.00257722-0.00803006j -0.00257312+0.0137487j 3.79719e-05-0.00657301j -0.0184652-0.00231717j 
