0.0385903+0.00952745j 0.0490274+0.0213948j 0.00593251+0.0351203j -0.0307243+0.0454143j -0.00728206+0.0195264j 0.00100832-0.000575513j -0.0909845+0.0343195j -0.0028503-0.000853168j -0.026793+0.0136647j -0.0173072-0.00215987j -0.06608-0.0035696j 0.0141425-0.00502697j 0.000866252+0.0149688j 0.0373005-0.0182785j -0.0543484-0.0174453j -0.0327965+0.00675589j -0.0312565-0.0208843j 0.00831153-0.0175275j 0.00228855-0.0277695j 0.0273503-0.0197782j 0.032617-0.0222037j -0.0110118+0.0180014j 0.0244127+0.00232736j -0.028434-0.0256467j -0.00805682-0.00100933j 0.00547263+0.0103179j 0.0106347+0.0354669j 0.0312312+6.70096e-05j 0.00126537-0.00278483j -0.0160205-0.0261282j 0.0264498-0.0204921j 0.0225821+0.0177777j 0.010595+0.0131098j 0.0190588-0.00129206j -0.00417215+0.0119371j 0.00024866+0.00579365j -0.0174673-0.00514645j -0.0135362+0.00957797j 0.000152556-0.0209085j 0.0184381-0.00113316j 0.00131589-0.00503085j 0.00582667+0.0126856j 0.00437002+0.0164848j -0.0180811+0.00765549j 0.000459578-0.0398086j -0.00606455+0.00101773j -0.0104371+0.00827279j 0.0218617+0.0155182j 0.0203016-0.00559875j -0.00737009-0.00660663j 0.0205675-0.00255788j 0.0149541-0.0322183j -0.00499192+0.0119379j -0.00459542-0.0134337j 0.0312052+0.00396689j -0.0121621-0.00464821j 0.0163825+0.0154533j 0.00285752-0.0313546j 0.0110089+0.029218j 0.0179617+0.0231047j 0.0507008+0.0298886j 0.0206906-0.0435392j 0.00814864-0.0245138j 0.0121036+0.0334812j 0.0147401+0.012371j -0.0105397+0.0352339j -0.00311262-0.00727574j 0.0148693+0.0127456j 0.0105537-0.0035214j -0.00653848-0.00759005j 0.042685+0.000485906j 0.0591675+0.0146945j 0.0263935+0.0133011j -0.00731041+0.0397011j 0.000886362-0.0670928j 0.0312154-0.00557921j 0.0315542-0.0475314j -0.0222751-0.0850442j -0.0507228-0.0349508j 0.00500998-0.0772382j 0.0992288+0.0174204j -0.0177278+0.0559836j -0.0739292-0.0615377j 0.0892339-0.0131011j 0.0202482+0.0187553j 0.0904222-0.0019214j 0.00918197-0.0198757j -0.0683324-0.0345889j 0.0330952+0.0773363j -0.0320902-0.0585977j -0.0709739+0.0248983j -0.070698-0.0454053j 0.00397906-0.0250648j -0.0226307-0.116955j 0.0976098+0.0571227j -0.0401934-0.0847725j -0.254649-0.142727j -0.0731619-0.163843j 
0.0639296-0.0275597j 0.0283758-0.0297022j -0.0186351-0.00700701j 0.0154701+0.0752937j -0.0187623+0.0328445j -0.00942345-0.0180917j -0.0844969+0.054616j -0.0346535-0.0290662j 0.00315482+0.0213181j 0.027946+0.00863595j 0.00774367+0.018146j -0.0192057+0.023696j 0.0144481+0.0350001j 0.0455834-0.0861331j -0.0456555+0.000999168j 0.0130555-0.0576745j -0.0504328-0.0334779j 0.00241462+0.0206216j 0.00460693+0.00140009j -0.0127379-0.0791463j 0.0683481+0.0281905j -0.0330552-0.0354949j -0.0141812+0.0428587j 0.0649059-0.00900898j 0.0361385+0.0033335j -0.0186384+0.0120012j -0.0569733+0.0472971j -0.0494772+0.00115644j -0.0211419+0.0403361j -0.0257039+0.0099538j 0.00879069-0.0148449j -0.0121166+0.0140332j 0.0525873-0.015388j -0.0217711+0.0406345j 0.00236657+0.0266809j 0.0321666-0.0328581j -0.0197073+0.00345708j -0.00893704+0.00356314j 0.02334+0.0115778j -0.0176762-0.00287999j 0.00808393-0.0259239j -0.0228208-0.0150808j -0.0225526+0.00156289j -0.0066913+0.00488643j -0.00320075-0.00399829j -0.0219471+0.0284369j 0.0155684-0.0266579j -0.00111482+0.00677724j 0.00824158-0.0273128j 0.00894784-0.0328059j -0.0060093-0.011476j 0.0221805+0.0225566j -0.0152379+0.00292649j 0.0739+0.0113843j 0.0237728-0.000789375j 0.0341055-0.0115596j -0.00157392+0.0240638j -0.0174855-0.00577894j -0.00838171+0.0111864j 0.0169502+0.0160194j -0.00921691-0.0210905j -0.0241287+0.0557398j 0.0271042+0.0156712j -0.0326986-0.0238968j -0.0144143+0.0253198j -0.032949-0.013272j 0.0327447-0.00541878j 0.0253204+0.00258823j 0.0147626-0.0392352j -0.0106055-0.0242679j -0.01896+0.00664706j -0.00445156+0.00851807j 0.00549867+0.0180331j 0.0161457-0.0348682j -0.00378806+0.0295656j 0.00257223+0.0202992j -0.0264622+0.0292137j 0.00634684-0.0205423j 0.0144554+0.0241443j 0.0230207+0.0037794j 0.0123757+0.00763052j 0.00488175+0.0310302j 0.0143805-0.0258469j -0.00876873-0.00150421j -0.0156451+0.0073998j -0.0175878-0.0499764j 0.0323205+0.0151358j -0.0317036-0.00503451j 0.00193751-0.00272897j -0.00315738+0.040697j -0.0046717-0.0198338j -0.0153236-0.0280963j -0.0211096-0.034671j -0.0022599-0.0157524j 0.0114161+0.0408339j -0.00133819-0.0120448j -0.0251513-0.00918234j -0.0174181+0.0144679j 
0.109164-0.0484183j 0.0690103-0.10412j -0.0490702+0.0228908j -0.0331775+0.126145j -0.076886-0.0220003j -0.0575157+0.0619364j -0.0216222+0.0718203j -0.0214414-0.0244701j -0.0175698+0.0157511j 0.0103448-0.0152512j -0.0229325+0.0270276j -0.00607145+0.0417386j 0.0553766+0.0216016j -0.000232688-0.0602649j 0.027241-0.0519472j -0.026299-0.0192918j 0.0425803-0.0144083j 0.0610975+0.0922973j 0.0496889+0.0158395j -0.0367492+0.023869j 0.0797505+0.0176171j -0.100583+0.00338738j -0.0543771-0.0342778j 0.0626698+0.0238017j 0.062021-0.00765618j 0.047659-0.0389619j -0.0662143-0.0156469j -0.025765+0.0204302j -0.0136601+0.0222689j -0.0363042-0.0355739j 0.0184039+0.0767293j -0.0383425-0.0297934j 0.00804646-0.00101073j -0.016299+0.0266304j 0.0266205+0.00474622j 0.0307748+0.000737654j 0.000433604-0.0196302j 0.01813-0.0113114j -0.00541759-0.0152889j 0.0180149-0.00849182j 0.0125433+0.0077961j -0.0538406+0.0129862j -0.0267943-0.00693936j -0.0283462-0.011837j -0.00549559+0.0256305j 0.0237868-0.0319564j 0.0374009-0.0085915j -0.0300719+0.0300523j 0.0342442+0.042834j -0.00214104+0.0264246j 0.0108073+0.0270454j -0.0294401+0.0318585j -0.0481068-0.00128371j -0.0129454-0.0284015j -0.00709743+0.012891j 0.0257883+0.0164385j -0.0430379-0.01457j -0.00234422+0.0221359j 0.0125473+0.025852j -0.0346387+0.0165115j -0.0302536+0.00514425j -0.0470471-0.000161822j 0.00287987-0.0112561j -0.000506687-0.0433165j -0.0204413-0.0146743j 0.0133456+0.0208458j 0.0272294+0.023677j 0.0139633+0.0235863j -0.0207444-0.0226128j 0.0285392-0.00246399j -0.0251551+0.0397309j -0.00754763-0.035513j -0.0444014-0.00490481j 0.0432867-0.0147844j 0.0465436+0.00110534j -0.00852853-0.06207j 0.0271027+0.0294395j 0.055003-0.00669566j 0.0135527-0.0376992j 0.00869787+0.0124025j -0.042522+0.0040099j -0.0147177-0.00586915j 0.0180497+0.020905j 0.0314849-0.0425061j -0.00722154-0.0118355j -0.0257253-0.0459688j 0.0483188-0.0020723j -0.00114421-0.0160606j 0.0206563-0.0202742j 0.0191229+0.0124515j -0.0327792+0.0136179j -0.0217302-0.0524539j -0.00213275-0.0366832j -0.0235108-0.00366147j 0.00181538+0.0481587j 0.011548-0.0273745j -0.0151733-0.00249776j -0.026289+0.0237253j 
0.0625395-0.0386819j 0.0220858-0.0333732j -0.0213724-0.024482j 0.020383+0.0694011j -0.0410896+0.0200774j 0.0117153-0.00124335j -0.0544362-0.00458339j -0.0274347-0.0375654j 0.0213299+0.0196738j -0.0283892+0.0262558j 0.0260529+0.0512112j -0.0790522+0.000928884j -0.00403655+0.057698j 0.0335231-0.0773728j -0.0414779-0.0551638j 0.0595434-0.0432757j -0.0130987-0.0175429j -0.0207799+0.00641859j -0.00928714+0.00724487j -0.0319071-0.096829j 0.0713934-0.0249215j -0.00544744-0.00828692j -0.0178063+0.0997935j 0.0554707+0.00807816j 0.0283679+0.000100298j -0.00810705-0.0286128j -0.0602764+0.0179458j -0.0728225-0.00989056j 0.00170314+0.00110112j 0.0726269-0.0508415j 0.00284467-0.0418158j 0.0212305+0.00340751j -0.0373235+0.0586247j -0.0277386-0.00564855j -0.0119625+0.00269007j 0.0471712-0.0063748j -0.00885233-0.00711527j -0.0287414+0.00711699j 0.0293138+0.0101295j 0.00418647-0.0233049j 0.0477177-0.00749921j -0.000718208-0.00106772j 0.00342663+0.0141318j -0.0162364-0.0242469j -0.0127548-0.0156064j -0.0254479+0.0282357j -0.0125536+0.000925929j 0.0148211+0.0192404j -0.0131609+0.0167079j -0.00402352-0.0285193j 0.0242369+0.0157374j -0.00225885+0.0103448j -0.0436374+0.0223441j 0.0425911+0.0316789j 0.00464986-0.0208546j 0.0495876-0.0419517j -0.0203643-0.00457901j -0.0329147-0.0185119j 0.0330526-0.00310317j -0.00366275+0.0276468j -0.0141053-0.0214247j -0.0311874+0.0261373j 0.0560835-0.00335426j -0.0254592+0.0197907j -0.0140963+0.0214528j 0.0248578-0.0178298j 0.0339689-0.0418792j 0.0165382+0.00394917j 0.0398365+0.0023613j 0.00669006+0.00815769j -0.0512542+0.0253538j -0.0341974+0.000450353j -0.020479+0.0341865j 0.032079-0.0243434j 8.91398e-05-0.000187j -0.0138508-0.000746189j -0.0303784+0.00550621j 0.0221396-0.0215262j -0.0385154-0.0384015j -0.00770361+0.00279875j -0.0182607-0.0147625j -0.0166318+0.00198941j 0.0389604+0.0147146j -0.0145859-0.0113351j -0.00840225-0.0187683j 0.00331534-0.016697j 0.0459445+0.0194436j -0.00463208-0.0142378j 0.0171384-0.00764288j 0.0133857+0.0199322j 0.0140569-0.0177018j -0.0179624-0.0201035j -0.0169188-0.0257535j -0.00176572+0.00168072j 0.00208463+0.0401496j -0.00830401-0.00790067j -0.00397966+0.000763659j -0.00604326+0.0211575j 
-0.0319585+0.0692599j 0.0858285-0.0640295j -0.0149018-0.0269596j -0.0896592+0.0308134j -0.00583958-0.0985273j -0.0766063+0.0164314j 0.0128828+0.0864988j 0.0387158+0.0520875j 0.0222663+0.036015j 0.0100853+0.00864444j -0.0345636+0.052089j 0.00579268+0.00526209j 0.047661+0.0606372j 0.0368211+0.0329326j -0.0163179-0.0204976j -0.0930383+0.0139349j -0.0434168+0.0177387j 0.107974+0.0879709j 0.0562234-0.0260214j 0.0202199+0.049992j 0.0159431-0.0583636j 0.0263388+0.0664212j 0.0810413-0.025648j -0.0103963-0.0260371j -0.00419316-0.019236j -0.0333044-0.00392941j -0.0263155+0.0370301j 0.031924-0.00970991j -0.0624454+0.0108823j -0.0146493+0.00548521j -0.00922021-0.0186926j -0.0104993-0.00701223j -0.00425711+0.00855153j -0.00281926+0.0119895j -0.0299521-0.00770028j 0.000744152+0.0196957j -0.0450846-0.0271053j -0.0260704-0.0509981j 0.036476-0.0219927j 0.0346678+0.0244782j -0.0168435-0.0105775j 0.0246279-0.0216853j -0.021207-0.0050838j -0.0275129+0.0453853j 0.00841295+0.026203j 0.0105244+0.000742957j -0.00305254-0.0024064j 0.0302951+0.00839372j 0.00756915-0.0117311j -0.0236143+0.0459173j -0.0371209+0.0225922j -0.021056+0.0124419j 0.00728336-0.034084j -0.028453+0.0277553j 0.0229129-0.0059483j -0.00925838+0.0074363j 0.0269134+0.0333727j 0.0431813+0.073179j -0.0205478+0.00266507j -0.0122825+0.0237639j 0.000908213+0.0258621j 0.0191665-0.0193628j 0.00202375-0.00193298j -0.0141436-0.0494269j 0.0170934-0.0150898j 0.0311091-0.00213196j -0.00453675-0.0135307j 0.0189935-0.0140568j -0.0255826-0.0550648j -0.00546848-0.0186054j -0.00260058+0.0209553j 0.0251307+0.00335485j -0.00139693+0.00757033j 0.0132301+0.0180775j 0.00258794-0.0222687j 0.0196984-0.00629068j 0.0210313+0.043658j -0.0235242-0.0207807j -0.0219409-0.00581747j 0.0409327+0.0212591j 0.00524979+0.0225608j -0.0139549+0.0128876j -0.00216457-0.0418524j 0.0470851-0.00907095j -0.0544162+0.00246403j 0.035728-0.0205419j -0.0150226-0.0005927j -0.0354927-0.0239382j -0.00604672+0.0068619j -0.0127172+0.0318231j 0.00762196+0.00240036j -0.0441957-0.0416763j 0.0209112-0.0228399j -0.0139476+0.00568826j 0.023232+0.019967j -0.00873737+0.00510383j -0.0265782+0.00825262j -0.0159613-0.0170542j 
-0.00504588+0.0241116j 0.0746255-0.0622479j -0.0336234-0.0724683j -0.0348527+0.0292382j -0.0401441-0.0785982j 0.0450732+0.0121363j 0.00504485-0.0169264j 0.0805328-0.0387121j -0.016976-0.0277499j -0.0346643-0.0222022j 0.00758952+0.0159106j -0.0362314-0.0276214j -0.0363779+0.0534874j 0.0359705+0.0411898j 0.00833052+0.0152992j -0.0292022+0.0407982j -0.00434945+0.0275605j -0.0271815-0.00438688j 0.0405262-0.0509923j -0.0741531+0.0233295j 0.0182119-0.0838629j -0.0854995+0.13414j -0.0356334+0.0560287j 0.0302488-0.00192106j -0.00626868-0.0347399j 0.0185679-0.0428417j 0.023847+0.00264056j -0.0287021+0.00108383j 0.0380883+0.0506571j -0.0234799-0.0207101j -0.0150261-0.0142866j 0.0109597+0.0211878j 0.0416156+0.018698j 0.00788616+0.0241048j -0.000894808+0.00522379j -0.00111201-0.0017092j 0.0171068-0.0251785j 0.020845-0.00826528j 0.0329953-0.00782258j 0.0270633-0.0146817j -0.0048095+0.0236942j -0.0492852-0.0281952j 0.00452674+0.00163256j -0.00299044-0.00854186j -0.0140361-0.00242643j -0.0121848+0.0138585j 0.0479416+0.0192749j -0.0224564+0.0130042j 0.00067202-0.00502024j 0.0128353-0.00201044j -0.0204766+0.0299912j 0.00708515+0.0441895j 0.000131201-0.0222001j 0.00808885+0.00109968j 0.000168001-0.0261118j 0.000102577+0.00551124j 0.0207517+0.0308174j 0.00696638-0.0171649j -0.0241064+0.00814384j 0.0388091+0.00350937j -0.0146994-0.02316j -0.0117393-0.0174108j 0.0334896+0.0338225j -0.0180265-0.00333943j 0.012655+0.0118756j 0.0394759-0.0219991j -0.025461-0.0235834j 0.0179045-0.00815295j -0.0249008-0.0309786j -0.0114051-0.0260435j 0.0105869+0.00647062j -0.031626+0.00416717j -0.0251658-0.00487674j 0.0368188-0.0168175j 0.0213296+0.00397605j 0.0423089+0.0208857j 0.00387302+0.00755864j 0.00836214-0.0279138j 0.0110809+0.00444346j 0.013937-0.00868375j -0.041979-0.0235613j -0.0281112-0.0145244j -0.00295927-0.00255446j 0.00102253-0.0247141j -0.0468112-0.04235j -0.0139863-0.00250681j -0.00572472-0.0133542j 0.000693762-0.0100437j 0.00892267+0.0167069j 0.00817839-0.0139618j -0.000973962-0.0375677j -0.025589-0.00249408j 0.00532653+0.0345732j 0.00282015+0.0118109j -0.0222836+0.0300087j -0.000364091+0.0285363j 0.00905227+0.0169127j 0.0377598+0.0252824j 
-0.0373123+0.0687498j 0.106677-0.0352049j 0.0148221-0.0605967j -0.0590226+0.0214941j 0.0156889-0.0707508j 0.0300828-0.0285191j -0.0470823+0.0245377j 0.0196628-0.0440403j 0.032933+0.0384281j -0.0581742+0.0491911j -0.0263626+0.0257909j 0.0183213+0.00756009j 0.0395065+0.0555237j 0.0503854+0.00842755j -0.0162744-0.00116148j -0.0861219+0.0681907j -0.009136+0.0295075j 0.12286+0.0179267j 0.0861898+0.0172438j 0.018353+0.063737j -0.0217038-0.0455441j -0.0324671+0.0102474j 0.061429-0.0325234j -0.0176713+0.0219036j -0.0170329-0.0468873j 0.00445048+0.00684597j 0.0436853-0.0446534j 0.0129312+0.0309739j 0.0403109-0.00687243j -0.0281357+0.0167809j 0.0130155+0.00175391j -0.0256429+0.0290882j -0.0077804+0.00560046j 0.0314589+0.00304784j -0.0244929+0.0117019j 0.0119472-0.0327797j 0.0302614+0.0262997j -0.0187948-0.0075457j 0.00913572+0.00338898j 0.0243838+0.00380798j 0.00419826-0.0184854j 0.0150086-0.0147955j -0.0101647+0.0053463j -0.0106545+0.0160448j -0.0345165-0.0435551j -0.0306661-0.0140836j -0.00692375+0.0192971j -0.00627306-0.0108507j 0.0147076-0.0333068j 0.016773-0.00413605j 0.00191797+0.00507095j -0.0364111+9.03051e-05j -0.0137489-0.0166396j -0.0100864+0.0339947j -0.00546936+0.0271845j -0.015255+0.0244838j -0.0424486-0.0346522j 0.0290205-0.0150692j -0.00227037+0.0250413j 0.00883126+0.0272828j -0.00911451+0.0205464j 0.0188106-0.0056149j 0.000281254-0.00661105j -0.00858555-0.0296862j 0.00943797-0.0303061j 0.0341148-0.011222j -0.0065181+0.00462388j 0.029052-0.0215992j -0.0322342-0.0503126j -0.0155975+0.0057716j 0.00376799-0.0321904j 0.0168756-0.00663186j 0.033375-0.0255634j 0.000225792+0.00125389j 0.0124742+0.0054034j 0.00810757-0.045399j 0.00671285+0.0171863j -0.0425494-0.0226632j -0.0039664+0.00707845j 0.0262575+0.0136434j 0.0215407+0.0288775j -0.0328282-0.00405936j -0.0363809-0.0411626j 0.0300221+0.00231475j 0.0250477-0.0168732j 0.0111989+0.0193062j -0.0120367+0.0161057j -0.0627651-0.009247j 0.0438846-0.00770604j 0.0118275+0.0154773j 0.0137249-0.0246165j -0.0634441-0.0236938j -0.00848343+0.00663679j 0.0105023+0.00633518j 0.00201158+0.0479186j 0.01416+0.00601509j -0.0428092+0.0115021j 0.0143244+0.00429007j 
0.020096+0.0171473j 0.0198283-0.0316958j 0.0183805-0.0147094j -0.0336184+0.0237736j 0.000980251-0.0191491j -0.0280052-0.00681839j -0.00467785+0.00962737j -0.0385665-0.00333128j 0.0657239-0.055813j 0.055319+0.0325906j 0.0177367-0.00558258j 0.00263985+0.0644017j 0.0185184+0.00875949j -0.0406982-0.032085j -0.0496265-0.0618933j -0.0326678+0.0135369j 0.0215539-0.0419827j 0.0788937+0.0669282j 0.0475289-0.0150171j 0.0364067+0.023168j 0.0219138+0.04902j -0.0319404-0.0238669j 0.00739235-0.0577816j 0.0291129+0.00808733j -0.0118691-0.0238152j -0.00722581-0.0246579j -0.00938856-0.055188j 0.0219249-0.0436311j -0.00699185-0.0250988j 0.0431811+0.00748046j 0.0107263-0.0479874j -0.00133441-0.0218439j 0.0133677-0.0575531j -0.0120256+0.00241501j 0.0260402-0.0196403j 0.0321736+0.0223049j 0.00896757+0.00852488j 0.00300269-0.0547371j 0.0211644-0.0348478j -0.00584726+0.00511566j -0.0285163-0.0070235j -0.0287879-0.0171477j 0.00259006-0.0185768j 0.00662167+0.019661j 0.0153992+0.0316238j 0.0430632-0.00126772j 0.00901203-0.0581255j -0.00702702+0.0302357j -0.002263-0.0180538j -0.0100317+0.0219782j 0.0121261-0.0101605j 0.000399378-0.0255636j -0.00131305-0.00246079j 0.0247666+0.00928276j 0.00669503-0.012085j 0.0301103-0.00953752j 0.025284+0.00389278j 0.0310033+0.04486j 0.000807649+0.0144467j -0.0536396-0.0188853j -0.00770156+0.0141092j -0.00320343+0.00406773j -0.0259299+0.0135408j 0.0135164-0.00187933j 0.0200516+0.00284623j 0.0191075+0.0389468j -0.00392509+0.00344928j -0.0188404-0.0189095j 0.0275739-0.0256098j -0.00874114-0.021633j -0.0459114+0.0263909j 0.000614901-0.0239363j 0.00804714+0.0312511j 0.0149334-0.0172579j -0.00572189-0.0124037j -0.00369999-0.0121397j 0.0313388-0.0035327j 0.0372236+0.0192925j 0.00410634-0.0102473j -0.0135545-0.0128478j -0.0227581+0.00371464j -0.001891+0.00862726j 0.0132567+0.0348929j 0.00727014+0.00878058j -0.00889399-0.0129682j 0.00539183-0.00906402j 0.0295847+0.00818071j -0.00200725-0.0023387j 0.00921679-0.0202632j 0.0305789-0.0164549j -0.0118416+0.0265525j 0.00951427-0.0143084j 0.00130853+0.00288552j -0.00356364-0.00846258j -0.00698765-0.0110973j 0.0101469-0.00413912j 0.00903965+0.00424947j -0.00549565+0.00708564j 
0.00401328-0.0141265j -0.0933489+0.0771737j 0.0362284+0.0824933j 0.0316188-0.0629059j 0.0158664+0.0464405j -0.0255751+0.00481318j 0.0304015+0.032619j -0.0516243+0.0723397j -0.0231162+0.119075j -0.0570783-0.0158042j -0.0781894+0.0402732j -0.021045-0.0888228j -0.0191363-0.000318552j 0.0845832+0.0235575j 0.0497151+0.0112j 0.0905956+0.0271642j -0.028982+0.006016j -0.0148888-0.0378755j -0.031172+0.00704742j 0.105172-0.0259065j -0.0503441+0.0566386j 0.0171672-0.0451417j 0.00244722-0.00247915j 0.0126674-0.014621j -0.029336+0.0239764j -0.0317516+0.00943753j 0.0166255-0.0283708j 0.00447938-0.0174531j 0.00878196+0.0275401j -0.0149509-0.0330266j -0.0404098-0.00258042j -0.0337148-0.0493554j 0.0295475+0.0199052j 0.0335362+0.0152782j -0.0034339+0.00725195j 0.0158886+0.00295372j -0.0128359+0.0145596j -0.0375293-0.00737502j -0.021191+0.0247033j -0.0279667+0.00631611j 0.00231315-0.00410064j 0.0174997-0.00740027j -0.0164431-0.00484461j -0.000604565+0.00893424j 0.0350233+0.0133665j 0.0198489+0.0145547j -0.00182123+0.0232711j 0.00887034+0.00433294j 0.00226413+0.000700945j -0.00364604-0.0173151j 0.0281045-0.0495213j 0.0196758-0.00654359j 0.019289+0.0311237j 0.0141231-0.00186327j -0.0160249+0.0136463j -0.014983+0.00177952j 0.0139617+0.0224049j 0.0116622-0.00683391j 0.0279227-0.00959461j -0.0109965-0.000955j 0.0271801+0.00374633j 0.0369737+0.0134817j -0.0260786-0.0285987j -0.0449-0.0121263j 0.0277999-0.00958328j 0.00109077-0.0190526j -0.012353+0.0138068j 0.0318705+0.0404723j -0.00896561+0.013269j 0.0156146-0.00830261j 0.00299563+0.0202599j 0.00574979+0.00719941j -0.0387485-0.00128324j -0.0406374+0.0212845j 0.00844858+0.0108919j -0.00543833-0.0333273j 0.00758756+0.00246995j 0.0166382-0.0121049j -0.0389111-0.0421893j -0.0415488+0.00319115j 0.013683-0.0247226j -0.0169306-0.0285729j 0.0384431-0.0179414j -0.00209791+0.0277097j 0.0291623+0.0329225j 0.0162644+0.00324338j -0.00489482-0.0211934j 0.0405442+0.0130689j -0.0092226+0.0287276j -0.0361929+0.0118504j 0.0223508+0.00854863j 0.0172312+0.0325469j 0.0167601-0.0465839j -0.0291927+0.00917687j 0.0131065-0.0308515j -0.0184503-0.0441728j -0.00635981-0.0174521j -0.0523326-0.0365358j 
-0.115229+0.120335j -0.00387943+0.0378455j 0.0717623-0.0800497j -0.046213-0.0899881j 0.0780551-0.00421529j -0.0246449-0.109718j 0.00033711+0.00907725j 0.0113969+0.0607762j 0.0655967-0.0137485j 0.0227828+0.0563543j -0.0170475+0.0567607j -0.00741884-0.0146099j 0.000427336-0.0327577j 0.0118336+0.0737354j -0.0269023+0.0494476j -0.0228702+0.156649j -0.0419303+0.00895172j 0.0178547-0.171461j 0.00332937-0.0655915j 0.0122366+0.00756253j 0.0614388-0.0480328j 0.00147984+0.0523009j 0.0353706-0.00636352j -0.0199013-0.0504882j 0.0206636+0.0200746j 0.0211195+0.0154258j 0.00831597-0.00388524j 0.0158036-0.0704929j 0.0326015-0.0134804j 0.0248413+0.0261336j 0.0318287-0.0632978j -0.0227523-0.0502302j 0.0144515+0.0103178j 0.0342913-0.0367759j -0.0176941+0.0354846j 0.00965264+0.0378886j -0.0312496+0.0476873j -0.00480667-0.0338916j 0.0245364+0.0162744j 0.00278804+0.000773685j 0.0192587+0.00788671j -0.0316053+0.00727941j 0.00941418+0.000179419j -0.0239433+0.00858495j 0.00321864-0.0114381j 0.0152511+0.0245814j 0.0370582+0.0163057j -0.0203859+0.0118398j -0.0095556-0.0252109j -0.0199005-0.0272135j 0.0101749-0.0204401j -0.0169264+0.0161565j 0.0381303+0.00252443j -0.00332427+0.0480818j -0.0229415-0.0412906j -0.0296694+0.0152388j 0.0135838+0.0138151j 0.0462266-0.00180301j -0.0341259+0.0030326j 0.00318649+0.00246763j -0.0151703+0.0243051j 0.046408-0.00190946j 0.0167374+0.00118631j 0.014645+0.00563994j 0.0519479+0.0192179j 0.0148252-0.0364936j -0.00421837-0.0272275j 0.0439238-0.0455496j 0.0245115-0.0311243j 0.0179739-0.00326769j -0.00959693-0.0208631j 0.00118769+0.018149j 0.00392349-0.00333934j -0.0170665+0.00200616j 0.0238647-0.000129137j 0.019729+0.0247972j 0.0558794-0.0133062j 0.0362438+0.00716038j 0.00136268+0.0283973j 0.0461548-0.00917723j -0.0121654-0.021591j -0.0303445+0.0247106j 0.0433932+0.0113603j -0.0394679+0.00405832j -0.0364195-0.00726482j 0.0260291+0.00781519j -0.0270099-0.0147187j -0.0341448+0.0186652j -0.00855136+0.0169112j 0.0362505+0.0332536j 0.0327346+0.0324215j 0.0307155+0.00592374j 0.0335884+0.0488589j 0.0178459+0.00918423j -0.00212808-0.0394698j 0.00697755+0.0576387j 0.0391329+0.0219122j -0.00244859-0.00684171j 
-0.00373772-0.0383392j -0.0636644+0.0749472j 0.0249234+0.0163586j 0.0763554-0.0274908j 0.018561+0.0609913j 0.0937872-0.0368243j -0.0232431-0.107106j -0.0189379-0.0636038j 0.00750373-0.0199459j -0.0656381+0.0397695j 0.00672855-0.0545285j -0.0270693-0.0548622j -0.0328115-0.0570425j -0.0310745+0.00466485j -0.0483179+0.0494396j -0.0248323+0.0359701j -0.00352621+0.0540651j 0.0233791-0.0653881j -0.000762485+0.0146231j -0.0625337-0.019544j 0.00246268+0.0434433j -0.0192064-0.0776105j -0.0292096+0.00746285j -0.0196925+0.0589499j 0.00397753+0.0371322j 0.00663347+0.0175687j 0.0012691-0.0387694j -0.00298442-0.0308123j 0.0090694-0.0423357j 0.0213251-0.0508535j 0.00859094-0.019585j -0.00258064+0.0236148j 0.0106019-0.00114838j -0.00663014-0.0173419j 0.0325211+0.00624474j -0.0156824-0.00621851j 0.0462816+0.0116953j -0.0236347+0.0304216j -0.0209491+0.0433659j -0.0210397-0.0361023j 0.00140462+0.0346696j -0.0561996+0.0434768j 0.0290181-0.0458329j 0.0398167-0.00674714j -0.0144992+0.00077607j 0.0191548-0.0267711j 0.0166167-0.0205259j 0.0417251+0.0113313j -0.0222661+0.0164037j -0.00410114+0.00280952j 0.0295868-0.0469139j 0.0211875-0.0010735j -0.0152029+0.0212733j -0.0108877-0.0257883j -0.0310679+0.0222729j -0.00671293+0.0142776j -0.00166788+0.021579j 0.038373-0.0693837j 0.00576329-0.00404636j -0.0177729-0.0344171j 0.0245962-0.0232573j -0.0233783-0.0153638j -0.0165981+0.00369163j -0.00445375+0.03016j 0.0255956-0.00219577j 0.0154244+0.0286299j -0.0147884+0.000281049j -0.0100151-0.00430997j 0.00634561+0.0309487j -0.00187547+0.021148j 0.0121775-0.0210218j -0.00997029-0.00219041j 0.0107467-0.00280722j 0.00132177+0.0100988j -0.0182265-0.00707237j 0.0238782-0.0114489j 0.0236813-0.0272954j 0.029646+0.0130724j -0.00940334+0.0104256j -0.0523207-0.0160787j 0.0290179-0.0077307j -0.0191233-0.010482j -0.032833+0.010826j -0.0288879+0.00565886j 0.0251504-0.00731838j -0.0108835+0.0225242j 0.00558389+0.00325088j 0.0115569-0.00503136j 0.0302167-0.00631543j -0.00268482-0.0534526j -0.00378712-0.00200253j 0.0387802+0.0306461j -0.0105466+0.0176685j -0.00137718-0.0146057j -0.0259532-0.0201644j 0.0105677-0.0166385j -0.00524299-0.00298019j 0.00795875-0.00487021j 
