-0.1113+0.226511j -0.218534-0.108639j -0.109334+0.0448498j -0.0276634-0.143787j 0.0394065+0.0518314j -0.00254358+0.0147441j 0.0565866+0.0445207j 0.0333333-0.0362575j 0.0237846-0.0212241j 0.00433065+0.0426245j -0.0456149-0.00996335j -0.0966698-0.0543111j 0.0421498+0.040548j 0.0327942+0.0669114j -0.00119096-0.0151277j -0.0864853+0.05237j 0.000960942+0.0630566j -0.0334387-0.0405233j 0.00895221+0.0371551j -0.0123304-0.0264966j 0.17005-0.0732989j 0.0366306-0.0159463j -0.113392-0.152505j -0.0210257+0.00703314j 0.0260556-0.0723039j 0.0519092+0.165616j 0.16388-0.172775j 0.0639909-0.0527731j -0.166838-0.273189j 0.0751429-0.157903j 0.152876-0.0359167j 0.171201+0.0607988j 0.0495428-0.196672j -0.283505-0.050386j 0.0247892-0.194841j 0.136046-0.18442j 0.03563+0.0200797j 0.0447242-0.0461421j -0.145232-0.063327j 0.0415971-0.016569j -0.0728351+0.0372109j -0.0316576+0.0445047j 0.0145631+0.0172346j -0.0169904+0.00251663j 0.0511555-0.00164647j -0.0968901+0.0123053j -0.0451835+0.0185826j 0.070638-0.0139726j -0.0867101+0.049346j 0.0643772+0.00899868j -0.0735433-0.0263896j 0.0287178+0.0106108j 0.0106055-0.00138302j -0.00781607-0.0108119j -0.037704-0.0215458j 0.015177-0.0516655j 0.0215442-0.015115j -0.0329765+0.0219667j -0.0375252-0.0412908j -0.0220951-0.00939827j -0.0442534-0.0396591j -0.0239635-0.0112822j -0.0251771-0.00367147j 0.00656903-0.00460301j 0.0435533+0.00650028j -0.00677263-0.0234937j -0.000290884+0.00849641j -0.00416939+0.0208627j 0.00601454+0.0129281j -0.00709165+0.021307j 0.00849066+0.0056843j -0.00517692+0.00951569j 0.0212638+0.0433712j -0.00709366-0.0234419j 0.0122172+0.0477538j 0.00329988-0.0242092j -0.00413136-0.01897j 0.00265819-0.0103525j -0.0308398+0.0133024j 0.0023998+0.00156818j 0.0162103+0.0258644j -0.00151979-0.00310155j -0.0171425+0.0345116j 0.0197417+0.00177471j 0.00263116+0.000768667j 0.0110452-0.0191327j -0.00590483-0.0160872j 0.0576169-0.0210129j -0.00410721+0.0171611j 0.0116373-0.0114836j 0.0122881-0.0293643j 0.0109351+0.0121916j -0.0190786+0.0334291j 0.0603219+0.0516669j 0.0607632-0.0480889j 
0.00128305-0.00500707j 0.00661169-0.00307954j -0.000179023-0.0023296j -0.0014355+0.00394603j 0.00117833+0.00129007j 0.00241798-0.00160243j 0.00160245-0.00350748j 0.00159494-0.000634749j -0.00179072-0.0044655j -0.00115489+0.000622624j -0.00248042+0.00211597j -0.00113939+7.80786e-05j -0.00256346+0.00443316j 0.00183393-0.00212575j 0.00151894-0.000203918j -0.00263451+0.00189244j 0.00161431+0.00165242j 0.00119371-0.00140429j 0.000583499-0.00255081j 0.00074835+0.00125972j -0.00237824+0.00428826j -0.000503231-0.00143039j -0.00197841-0.00366537j -0.00259121-0.00142217j -0.0045158-0.000776148j -0.00540575+4.41222e-05j 0.000871576+0.00299632j -0.00201697+0.000462945j -0.00274922+0.00532689j 0.00385139-0.00149111j -0.00264427-0.00072873j 0.00117082-0.00136986j -0.00541352+0.00012645j -0.00288119+0.00379148j -0.00198058+0.00046088j 0.00145489+0.00117539j -0.00239053+0.00166655j 0.000735924+0.00148065j 0.00139818-0.00296533j 0.00349919+0.00221089j -0.00136782-0.000524936j 0.0025106-0.00246185j -0.000669548-0.00101431j -6.98157e-05+0.00199642j 0.00114676+0.00022616j 0.00214561-0.00235117j 0.00443576+0.00103165j -0.00118465-0.000853034j -0.00133728-0.00177759j 0.00111809+0.00110761j 0.00117531-0.000367533j -0.0013189+0.000445604j 0.00499765-0.00158059j -0.00347826+0.0015257j -0.000756332-0.000511605j -0.000674298-0.00358255j 0.00118078+0.00144371j 0.00272804+0.0014999j -0.00207308+0.00201278j -0.00210729-0.000989234j 0.00145977+0.00143588j -0.000856558-0.00592684j 0.000869823+0.00221001j -0.00155649-0.003238j -0.000503221+0.0013396j -0.000982765+0.00265471j -8.27199e-05-2.75826e-05j -0.00130538-0.00269017j -0.00214909-0.00110408j 0.00107201-0.000211652j 0.00380993-0.00295879j -0.000876571+0.00221273j 0.000926621+0.000750408j 0.00158051-0.00245391j 0.00189835-0.00123412j 0.00336223+0.000103191j -0.00167429-0.00118026j 0.000357242-0.00166982j 0.00168184-0.000706363j -0.00338598+0.000304134j -0.000606547+0.000656337j 0.00034962-0.00171023j 0.00115231-0.0015249j -0.00151115-0.000320076j -0.00116785-0.00482507j -0.000343677+0.00285361j 0.00179909+0.00211588j 0.000600627+9.64002e-05j 0.00263692+0.000913011j -0.00143464-0.00246961j -0.00305612+0.00123543j -0.00187599+0.00116592j 0.000840966+0.000303209j -0.00417709-0.00318365j -0.00180514+0.00470228j 
-0.00154181+0.000391879j -0.00674794+0.00178239j -0.000352073+0.00260016j 0.00113988-0.00166542j -0.00297708-0.00343414j -0.00258002+0.000770763j -0.000264094+0.00306121j -0.00123999+0.000568263j -0.00122708+0.0039597j -0.000722265-0.000714107j -0.000791764-0.00311093j 0.00192404+0.00253173j 0.00262972-0.00128636j 0.000979187+0.00062791j -0.00214875+0.00219909j 0.00106835-0.00244419j -0.000675377-0.00169105j 0.000101911-0.000575596j -0.0011219+0.00254303j -0.00434315-0.00120832j 0.000396164-0.00118842j 0.000274573+0.000535871j -0.00165959+0.00257217j 0.000652297+0.00183022j 0.0005964+0.00319587j 0.00597467-0.00090309j -0.00208798+5.52125e-05j 0.00189804+0.0011998j 0.000699072-0.00677504j -0.00469525-0.00283258j 0.00398978-7.5618e-05j -0.000595976+0.00342699j 0.00284249+0.000264596j 0.00397221-0.00225843j 0.00206184-1.20078e-05j -0.00244555-0.00124405j -0.00111579+0.000121261j 0.000303095+0.000255488j -0.00441181-0.00078754j -0.00284405+0.00261331j -0.000330578-0.000158922j -0.00242491+0.00176514j 0.000198513-0.00135376j 0.00137391+0.0019005j 0.00045103-0.00112363j -0.00141182-0.000339809j -0.00307785-0.00182825j 0.00167904+0.00112387j 0.000647526-0.002384j -0.00132254+0.000318554j 0.000967673+0.0041221j 0.00048868-0.00206492j -0.00172177+0.00297404j 0.000883918-0.00015166j 0.00358015-0.00440434j 0.00363376+0.00149629j -0.000613092-0.00134835j 8.44139e-05+0.00472808j 0.00111967+0.000532836j 0.000627144+0.0026083j -0.00306827+0.00369593j -0.00272884+0.00386122j 0.000476359-0.000250193j 0.00106148+0.00118143j -0.0036026-0.00161973j 0.000960346-0.00316814j 0.000491561+0.00148375j -0.000584675+0.00187498j 0.000319778+0.00183479j 0.00114256+0.00217513j -0.000772342+0.00127915j 0.000419274-0.000593028j 0.000593405-0.000520186j -0.000983557+0.00294169j -0.000456128+0.00065635j -0.000174506+0.00112959j 0.000173548-9.42868e-05j -0.000407136-0.00315017j -0.000452832+0.00297248j 0.000862165+0.00113229j -0.0010832-0.001573j -0.000733134-0.000232984j -0.00290605-0.00165699j 0.002108-0.000362501j 0.000500564+0.000941685j -0.000121966-0.000853143j 0.000167808-0.00251858j 0.00063195-9.27649e-05j -0.000709254+0.000228374j 0.00197302+0.00375671j 0.00258127+0.00288171j 0.00111764+0.00233279j -0.00125719+0.00147243j 0.00202956+0.00282123j 0.000691481-0.00124322j 
-0.0022432+0.00337464j 0.00313332+0.00339025j -0.000198507-0.00431842j -0.00081034-0.000972257j -0.00127539+0.000362611j -0.00136366-3.88969e-05j 0.000365036-0.000759999j -0.00259366+0.000490016j -0.000485229-0.00275127j 0.00351947-0.00411883j -0.00599624-0.000881714j -0.00158004-0.0031424j -0.00327519+0.00387732j -0.00134891-0.0020283j 0.000574864+0.00170047j 0.00200604-0.00198942j -0.00114053-0.0011673j 0.00144328-0.000689551j -0.00135111+0.000880475j 0.00104331-0.000174676j -0.00133168-0.00107394j 0.000759086-1.1506e-05j -0.000335117-0.00032764j -0.00182616+0.000491082j -0.000465426-0.00120422j 0.00102465+0.00118191j 0.000867815-0.000358001j -0.00046185-0.00163288j 0.00147482+0.001134j 0.00136955+0.000947629j -0.00136428-6.35123e-05j -8.47255e-05-0.00171299j 0.000912094-0.000252604j -0.000475448+0.00109158j 0.000351516-0.0010311j 0.000687265-0.0011181j 0.000687136+0.00237995j -0.00525165+0.00102769j -0.00156444+0.00013509j 0.0015247-0.000684789j 0.000234572+0.000168777j 0.00215591+0.00121403j 0.00240266+0.00376691j -0.00715683+0.00366713j 0.000842737+0.00232581j 0.000434846-0.000441581j -0.00270803+0.000967706j -0.00430414+0.0015014j -0.00121536+0.00119274j -0.00164453-0.000933456j -0.000636117-0.00354364j 0.00600423-0.00385902j 0.000396569-0.00217943j 0.00618041-0.000447301j -0.000803339+0.000982447j -0.00127993+0.00167822j -0.00157219+0.00138952j 0.000249212+0.00354784j 0.000350038+0.000847576j -0.00158609-0.00411493j 0.000937813-8.60477e-05j -0.00116537+0.00101632j 0.00112635-0.00161963j 0.00138866+0.000525477j -0.000393996+0.000343125j 0.00125335-0.00109069j -0.00513754-0.000249021j -0.00263303-0.00506758j 0.000135233+5.89122e-05j 0.00289118+0.00259189j 0.00146555+0.00301428j 0.00202784+0.00346215j -0.00621186-0.00460508j -0.00434253-0.00370506j 0.00421275+0.00149485j 0.00314925-0.000488758j -0.000750408-0.000426226j -0.00325845-0.00399311j -0.000799638+0.00164692j -0.00117031+0.00100577j -0.00143547-0.00103967j -0.00209478+0.00141382j -0.0039244-0.00356765j -0.00129843-0.000318634j 0.00106477-0.00216634j -0.000998785+9.62751e-06j -0.00054789-0.000730379j -0.00175341-0.000865354j -0.00117717-0.00247918j -0.0035844-0.0111742j 0.00322757+0.0063042j 0.000212305+0.000945398j 3.87509e-05+0.000520991j -0.000410392-0.000611627j 8.20496e-05+0.000304416j 
-0.000795709-0.00373033j -0.00652837-0.00415166j 0.00346341+0.00917063j 0.000393653+0.00168508j 3.83323e-05+0.000711068j 0.00201164+0.00167505j 0.000835239-0.00130318j 0.00103956-0.00031495j -0.00403177+0.00365357j -0.00614777+0.00246704j 0.0046651-0.00377557j 0.00265709+0.00237663j 0.00257647+0.00204503j 0.00136503+0.00419454j 0.00175089+0.000782315j -0.00140417-0.00297141j 0.0022132+0.000490001j -0.00153174-0.000728664j 0.00486002-0.00104228j -0.00185899-0.00117236j 0.00118193+4.52653e-05j 0.000709409+0.000494271j 0.00133883+0.000326292j 0.00169791-0.00103863j 0.00193436+0.0013556j -0.00132027+0.000262808j -0.00212015+0.000553592j 0.00314185+0.0036745j -0.000504349-0.00154053j -0.000499281-0.000226589j 0.00122546-0.00202391j -0.00144963+5.01312e-05j -0.000303865+0.000334927j 0.00159011+0.000557894j 0.000735113+0.000423635j -0.000499705-0.000897701j 0.000693693-0.000310579j -0.00937751-0.00119658j -0.0028397-0.00249542j -0.00161671+0.00167315j -0.0014631-0.00123192j -0.00318176+0.00450869j 0.00318021+0.00564831j -0.0154342-0.000783627j 0.00116261+0.00210035j 0.000134237+0.00146453j -0.00386252+0.000868109j -0.00465491-0.00241473j -0.00227225+0.002741j -0.00245134-0.00272397j 0.00211564-0.000399844j 0.00919643-0.000608244j 0.00205003-0.000163173j 0.0062892+0.00655653j -0.000847355-0.00420389j -0.000461007+0.00044227j -0.00379563+3.39655e-05j -0.00206512+0.00351202j 0.00138278+0.0037625j 0.00221685-0.00406693j -0.00104617+0.00244822j 0.00251251+0.000685924j -0.000405661-0.00214217j -0.000304612+0.00248975j 0.000476983+0.00594352j -0.00219609-0.00283886j -0.00556451-0.00570404j 0.00140682-0.00600828j -0.00125571+0.0013247j 0.00231447+0.00224002j 0.000729331+0.00826329j 0.000621613+0.00553951j -0.00240912-0.0115188j -0.00403974-0.00422847j 0.00293732+0.00495007j 0.00258374+0.00506267j -0.00302289-0.00208467j -0.00113843-0.00662664j -0.000979042+0.00162697j -0.00062886-0.0010921j -0.00132958-0.00205394j 0.00063448-0.000945618j -0.00062491-0.00260482j -0.000909518+0.000165956j -0.000518703+0.000816074j -0.00101216-0.00157967j 0.000580892-0.00136169j -0.000232547-0.00098027j 0.000368839-0.00330229j 0.00233508-0.0111955j 0.000616507+0.0115906j 0.000389133+0.00656612j 0.0010996-9.47469e-05j -0.000263304+0.000564641j 0.000238297+0.00125119j 
0.00206672+0.00286436j 0.000516458+0.00113189j 0.0027226-0.00430296j -0.00211813-0.00298343j -0.00634404-0.00273331j -0.0018857-0.0011983j 0.00280454+0.00570532j -0.00101736-0.00343132j -0.00097875+0.00125265j 0.00142787+0.000776441j -0.00807415-0.000438698j 0.00171285-0.000484791j 0.000153906-0.00394638j 0.0023485-0.00205554j -0.00331541+0.00276575j 0.00309166-0.00206949j -0.00259911-0.0003389j 0.00132057-0.00135105j -0.00315073+0.000707979j -0.00127678-0.00135332j -0.00122872-0.0050667j 0.00341025+0.000371356j 0.00753797+0.00413721j 0.00259509-0.00294267j 0.00167197-0.0036709j -0.00221818-0.00034311j 0.00173095-0.00419016j 8.01959e-05+0.00115605j 0.00352408-0.00018302j -0.00315753+0.000338577j -0.00152003-0.0027374j -0.000201671-0.00202341j 0.00343871+0.00055213j -0.00203205+0.000110147j -0.00168626-0.000867892j 0.00330207-0.000164128j 0.00167475+0.00131819j -0.00522745-0.00267752j -0.00216529+0.00132614j -0.000763749+0.000557358j -0.00121409-0.00211862j -0.00399559-5.52492e-05j -3.17495e-05+0.00588931j -0.00749766-0.00386415j -0.000532225+0.00325091j 0.000404414+0.00194539j -0.00126063-0.00097556j -0.00630998-0.000330579j -0.0013399-0.00117409j -9.18452e-05-0.00454361j 0.00229858-0.00189126j 0.00612522+0.00263566j 0.000132549+0.00141712j 0.00507516+0.00237159j -0.000837847-0.0044131j -0.0028014-0.000196086j -0.00165705-4.30394e-05j -0.000320824-0.00154771j 0.00123991+0.00150305j 0.00313432-0.00533665j -0.000280287-0.000657236j 0.00286214+7.0173e-05j -0.000592811-0.00205392j -0.000666733-0.00179195j 0.000832835+0.00537834j -0.000942909-0.00208432j -0.000598672-0.00432532j 0.00258906-0.00122633j -0.00116948+0.000192279j -0.000243513+0.00182782j 8.16549e-08+0.00388294j -0.000838888+0.00176807j 5.95652e-05-0.00670527j -0.00210525-0.00517051j 0.00240548+0.00418813j 0.000491222+0.00200434j -0.000389707-0.000169348j 0.000374108-0.000455237j 0.000267391-0.00065786j -0.00138184-0.00173798j 0.00138977-0.000955587j 0.00126087+0.000278643j 0.000536495-0.000770787j 0.000945511-0.00156137j -0.00144087+0.000983367j 0.000728556-0.000906577j 4.90252e-05+0.000439052j 0.000610184-0.000246454j 0.00100601-0.00175869j 0.00251073-0.0079564j -0.00193337+0.00553828j -0.000106819+0.00358449j -0.00023828-0.00122852j 0.0011777-0.0003487j -9.40313e-05+0.000114296j 
-0.00177328-0.00230422j -0.00509402+0.00395458j 0.00015547-0.00337882j 0.00167272+0.00320858j 0.00169301-0.00329364j 0.00162969-0.00363323j -0.00172945+0.000623049j -0.00412477-0.00203953j -0.00227648+0.000483958j -0.000933392+0.000211171j -0.00747483-0.00770173j 0.00032108-0.00427879j -0.00122008+0.00180467j 0.00318515-0.00110719j -0.00188357+0.00245859j 0.000802882-0.00463345j -0.00240544-0.00056574j 0.00260491-0.000284396j -0.00169515-5.42683e-05j -0.00123644+0.000577042j 0.00512158+0.0041012j -0.00109154+0.00297854j -0.00354406-0.000513022j 0.00259742+0.00301838j -0.0015258+0.00385247j 0.00161436-0.00372676j -0.00326147+0.0032048j 0.000709425+0.000717208j -0.00424237-0.0012769j 0.0014422-0.00365244j 0.00226424-0.000843398j -0.000535223+0.00257069j -0.00197811+0.00113977j 0.00500101-3.34426e-05j 0.00220737+0.00338905j -0.00349079-0.00174313j 0.000804904-0.00277202j 0.00434365+0.000609327j -0.00169286-0.00343143j -0.00302862+0.0027433j 0.000112064-0.000231604j -0.00272177+0.00395191j 0.000753743-0.00397168j 0.00905099-0.000281443j -0.000455002-0.00331457j -0.00220374-0.000108959j -2.34448e-05+0.00408747j 0.00255781-0.00195309j 0.00233509+0.0018845j 0.000395034+0.00355263j 0.00202322-0.00106913j -0.00455066-0.00233377j -0.000491697+0.00584307j -0.00174176-0.00178342j -0.000270581+0.00127761j 0.00341956+0.00278976j 0.000833113+0.00191175j -0.00117237+0.000247704j 0.00130795+0.00320186j 1.16041e-06+0.00702661j -0.00234337+0.0021038j 0.00265012+0.00306881j -0.00128523+0.00286659j -0.00154073+0.00519406j -0.000674405+0.000574077j -0.0042412+0.000162478j -0.000597094+0.001992j -0.000556847+0.00379525j 0.00240129+0.00199647j 0.0023245-0.0028174j -0.0035869-0.00020425j 0.000804085-0.00361632j 0.00316555+0.00328051j 0.00104081+0.00917566j -0.00132947-0.00137783j -0.00115855-0.00146147j 0.00270268+0.00100967j -0.00013126+0.00121459j -0.000151907+0.000848983j 0.00133527+0.000157046j -0.00338661-0.00121438j -0.000141374+0.00233572j 0.0014901+0.00268124j -0.00139125+0.00215467j -0.00132352+0.00235103j 0.000563322+0.000184856j 5.19831e-05-0.0023766j -0.00102459-0.000442153j 0.0013399+0.00313267j 0.000141735+0.0118473j 0.0025551+0.00221614j 0.000980344+0.00462138j 0.000642213+0.000413398j 0.000527442+0.00273392j 0.00106319+0.000888357j 
0.00128817+0.000828491j -0.00181704-0.00277194j 0.00357324+0.0038407j 0.000511612+0.00109075j 0.00137724+0.000430525j 0.00544287-2.26981e-06j -0.000741909-0.00371917j 0.002628-0.00715808j -0.00316056-0.000842908j -0.0082152-0.00129954j 0.00358564-0.00391045j -0.000116562+0.00368926j -0.00226201-0.00224617j -0.000179309+0.00161759j 0.00134528-0.000806822j 0.00298651-0.00325441j 0.00204604-0.0012044j 0.0065143+0.00236353j 0.00453334-0.000589044j -0.00055025-0.000188621j -0.00284824-0.00486225j 0.000688212-0.000410955j 0.00280292+0.00141084j -0.00174967-0.00228958j -3.28083e-05-0.00337002j -0.00439677+0.000214359j 0.00513106+0.00127644j 0.00114751+0.00193688j -0.000100268+0.00280935j -0.000286379+0.000214557j 0.000841045-0.00240585j 0.00149011-0.0017849j 0.00218954-0.00110436j -0.00515475-0.000943786j -0.000549959-0.00343964j 0.00384875+0.00492332j 0.00213722+0.000312262j -7.03743e-05+0.000574597j 0.000386126+0.00300861j 0.00592133+0.00124858j -0.00218373+0.00139432j 0.00617377+0.000209096j -0.00064941+0.000276192j -0.000102171+0.00136744j -0.00297788-0.000706905j 0.003159+0.000701672j 0.00320955-0.00119017j -0.00374793+0.00146741j 0.00132481-0.00170327j 0.000869897-4.41755e-05j -0.00387705+0.00119431j -0.000874843+0.00148296j 0.00279737-0.00156167j -0.00219267-0.00163878j -0.00191215+0.00163246j 0.000830018-0.00491321j -0.000216147+0.00276247j 0.00382928-0.00334294j 0.00087689-0.00640485j -0.000479413-0.00266664j 0.00584115+0.000710513j -0.000573451-0.000851909j -0.000181947+0.00506679j 0.00407642-0.00416233j 0.00178012-0.000211068j -0.000674991+0.00422257j 0.00011685-0.0022969j -0.000467102-0.0025447j 0.00223348-0.0023121j -0.000621161-0.00097239j 0.00343699+0.000147906j -0.00669584+0.000974227j -0.00212205-1.66174e-05j 0.00425768+0.000915071j 0.00130962-0.000281179j 0.00193875+1.65866e-05j 0.000287417+0.00227539j -0.00203931+0.00226632j 0.00282871+3.63783e-05j -0.00134207+0.000138291j -0.000726405+0.00253792j 0.00159319-0.0017924j 0.00138058-0.000522024j -0.000129405-0.00190073j 0.00357893-0.00309203j 0.000409959-0.000288721j -0.00155487+0.00354309j -0.00130817+0.000417797j -0.000530771-0.000148622j 0.00302242-0.00618031j 0.00322809-0.00763437j 0.005023-0.00924826j -0.000166205-0.00187142j 0.000826338-0.00161792j 0.000387483+0.000384773j 
0.00186707+0.000795179j -0.00168782+0.00180062j 0.00191464-0.000846269j -0.000164617+6.04087e-05j -0.00276869+0.00116129j 0.00127702+0.000705518j -0.000694702+0.00512704j -0.00345165-0.00284319j -0.00101284+0.00595305j -0.00270787+0.00161848j -2.88835e-05-0.00242512j 0.00537419-0.000903234j -0.00157878-0.00426893j -0.000504997-4.83117e-05j -0.000708152+0.00385741j 0.00290512-0.00094467j -0.000733605+0.00189387j 0.00363763+0.000482884j 0.00171678+0.000738785j -0.00178592-0.00305898j -0.00238841-0.00350148j 0.000991614-0.00141165j 0.00462133+0.00172009j 0.00136305+0.000802971j 0.00155482-0.00228478j 0.00291358-0.000439776j -0.00335707-0.00356271j 0.00123292+1.59368e-05j 0.00380437-0.0044937j -0.00160772+0.00216825j 0.00210755-0.000656557j -2.59434e-05-0.00124573j 0.00175681-0.000782901j -0.00345128-0.00215448j -0.000914+0.0011834j 0.00177122+0.00106898j -0.000706048+0.000715116j -0.00140547-0.000594835j 0.000856026-0.000106765j 0.00326877+0.00219205j -0.00130429-0.0032603j -0.00024691-0.00119953j -0.000219597-0.0013069j 0.00129241+0.000568878j 0.000303061-0.00212983j -0.000757834+0.00276542j 0.00206582+0.000539512j -0.00127772+0.00130326j -0.00174994+0.000850047j 0.000513883-0.000512006j 0.0012297-0.0014195j -0.00123697+0.000405213j 0.00239715+8.69469e-05j 0.000108509-0.000684514j -0.00121808-0.000283186j -0.00141459-0.00252228j 0.000509485+0.000745375j 0.000570844+0.00259505j 0.000514883+0.00361089j -0.000590111+0.000227335j 0.000142635+0.00170658j -0.00202113-0.00106425j 0.00393675-0.000173375j 0.000238219+0.00170946j -0.00183561-0.0059461j -8.81282e-05+0.000508393j -0.00319469-0.000914784j -0.00477023-0.00242167j -0.00250772-0.00109848j 0.00236376+0.000785604j -5.97032e-05-0.00199157j 0.00217805+0.00357997j 0.00230967+0.00217376j 0.00119207-0.00243866j 0.000663398+0.00202788j 0.00107114-0.000503301j -0.000375812-0.00142837j -0.000152803-0.00142892j -0.00150623+0.00145475j -0.000666112-0.000733325j 0.000355629+9.74965e-05j 4.64479e-05+0.000215529j -0.00268077-0.00316064j -0.000668188+0.000867655j -0.000978909-0.00182494j -0.000819501-0.00148769j 0.0010786-0.00445922j -0.00105252-0.00225818j 0.00272616+0.00307384j -0.000139437+0.0045145j -0.000981821+0.00512575j 0.0017661+0.00573459j 0.00249454+0.00417618j 0.00111624-0.00203121j -0.000126825-0.000145561j 
-0.00313685-0.00021869j -0.00997793-0.00115787j -0.00212336+0.00155011j 0.00092957-0.000743728j -0.00139951-0.00299713j 0.000459885-0.00481499j 0.0075698+0.00373894j 0.00259784-0.0051589j -0.00711343-0.00300745j -0.00359949+0.00543987j -0.00634078+0.000964011j -0.00119695+0.00266162j 0.00490952-0.00308347j 0.00525897+0.00397607j -0.00540209-0.00309059j -0.00239489-0.00889527j -0.0055702+0.00173854j 0.0005066-0.0031449j -0.0058608+0.00305847j -0.00732157+0.00308744j 0.00478236+0.00456626j -0.00142517+0.00133942j -0.00655431+0.00164745j -0.00467725+0.00376307j -0.00554242+0.00173025j 0.00239649-0.00385957j 0.0023899+0.000677072j 0.00286483+0.00426935j -0.00560261-0.00246859j 0.0029702-0.00782129j 0.00623534+0.00569072j 0.00343748+0.00445974j 0.00074454-0.00413241j -0.00256323-0.00256638j 0.00149417-0.000217292j -0.00288212-0.00150364j -0.000111599+0.000414622j -0.00254884-0.00103657j -0.0012487+0.00341613j -0.00414594-0.0037951j -0.000381415+0.00397469j 0.00054772+0.0011036j -0.000316855+0.000653278j -0.00437118-0.00185057j -0.000855214+0.000577521j -0.000521318-0.0029434j -0.00732778-5.65097e-05j 0.00165995+0.00436986j 0.00331309-0.00128067j -0.000747526-0.00404652j -0.00212194+0.00289339j 0.00445332+0.000214028j -0.00611192+0.00102554j -0.000205282+0.00147591j 0.00275143-0.000859748j 0.00141045+0.000815239j -0.000623992-0.00104706j -0.00120596-0.00132055j -0.00174813-0.00426006j -0.000791747-0.00221674j -0.00306813-0.00158692j -6.43458e-05-0.000270495j -0.00183255-0.0037592j 0.00384264-0.000809582j 0.00151158+0.00088393j 0.000771009-0.00208182j -0.000811159-0.000852233j -0.00110943-0.000336849j -0.000848333+0.002411j -0.000218836+0.00188206j 0.000423642+0.00328192j -0.00116051-9.50653e-05j -0.00189632-0.00236233j 0.000981346+0.00272025j -0.00156585+0.00199976j 0.00464347+0.00207159j 0.00147465-0.00156083j -0.000173027-0.00155874j -0.00133422+0.000942728j 0.00154064-0.000535609j 0.000906514-0.000486246j 0.00172083-0.000264822j -0.00271057-0.00250253j 0.00157305-0.000467318j 0.000451953+0.000343749j -0.000240699+0.000574068j -0.00109325-0.00198442j 1.22382e-05+0.00181069j 0.00284025-0.00106257j 0.000579243-0.00625433j 0.000143338-0.0069666j 0.00085543-0.00654346j -0.00343124-0.00178907j 0.00537693+0.00378184j 0.00218122-0.0036387j 
0.000283614+0.000111761j 0.00499867-0.000703884j -0.00200984-0.00115921j -0.00141066-0.00500827j 0.00107523-0.00245188j -0.000917489-0.00350676j 0.00511697-0.00126406j 0.00497253+0.000954783j 0.00182339-0.00250488j 0.00105352-0.000164107j -0.00427598+0.000904011j -0.00556158+0.00361318j -0.00179782+0.00238984j 0.00203786-0.00197248j 0.000417615-0.00381228j -0.00520903+0.00202718j 0.0010245-0.000129517j 0.000931438-0.000156062j -0.00196029-0.00105499j -0.00287715-0.000590354j -0.00347754+0.00127121j 0.000155147-0.000299374j -0.00111677-0.00199174j -0.00228986-0.00357073j -0.00508321-0.00228894j 0.000216053+0.000284562j -0.00194893+0.00496605j -0.00109616-0.00139999j -0.000534939-0.00181846j 0.00196495-0.00583974j -0.001159+0.00237584j -0.00152857+0.00174588j -0.000802235+0.000845767j -0.000735605-0.00127726j -0.00055571+0.00146352j -0.00301266-0.00159832j -0.000422887+0.00175239j -0.00257251-0.00056882j 0.00103855-0.000333046j -0.0014259-0.00449445j -0.00097897-0.00199662j 0.00227956+0.000792399j -0.00110495+0.000845141j -0.000230822+0.000230262j 0.000123182-0.000390548j 5.83457e-06+0.0022602j -0.000468184-0.00177361j -0.00471503+0.00371636j 0.0044032-0.00379903j 0.00273965-0.00202159j -0.00486632+0.00389677j -0.00284921+0.00187047j -0.0026123-0.00397442j 0.00303475-0.000619955j 0.00341859-0.00073897j 0.0027718-0.00127655j -0.000811313-0.00113322j -0.00072554-0.00152114j -7.95643e-05+0.00094703j 0.000787471-0.00092427j -0.00272614-0.00436476j 0.000783336+0.00330094j -0.001026-0.00129229j 0.00384911+0.00247422j -0.00363626+0.00228181j 0.00127105+0.00312777j -0.000781023-3.35624e-05j -0.00273954-0.00089013j -0.000153913-0.000201444j 0.00219212+5.2754e-05j -0.00233102+0.00219574j 0.000878509+0.000137481j 0.00109166-0.00136387j -0.000562853+0.00353902j -0.00104132+0.00163197j -1.59599e-05+0.00020078j -0.00023682-0.000708132j -0.00123508-0.000962847j 0.000988397+0.00266866j 0.00184436+0.000977186j 0.000519819+0.000216095j 0.000928438+0.00236318j -0.00104915-0.00047075j -0.000422495+0.00377463j 0.000293835-0.000873348j -0.000805689-0.00050909j 0.000969325-0.00102186j -0.00122882-0.000576649j 0.00299006+0.000587171j 0.00206506-0.00153446j 0.00311395-0.000961305j 0.001716-0.00111559j -0.000911039+0.00203433j -8.29504e-05-0.000226524j -0.00165695+0.00251944j 
