0.70996-0j 0.717317-0j 0.0831455-0j 0.102887-0j 0.0600176-0j 0.0505971-0j 0.00730306-0j 0.0590299-0j 0.0361483-0j 0.00852024-0j 0.0516512-0j 0.00521756-0j 0.00745521-0j 0.021305-0j 0.00307512-0j 0.0367194-0j 0.00649114-0j 0.000540929-0j 0.041479-0j 0.0338675-0j 0.00733253-0j 0.0342185-0j 0.000611044-0j 0.0296341-0j 0.00598698-0j 0.0244468-0j 0.00604903-0j 0.000498915-0j 0.00523861-0j 0.00781088-0j 0.000504085-0j 0.000436551-0j 0.00432163-0j 0.00138078-0j 0.000360136-0j 0.000115065-0j 0.0288474-0j 0.00480791-0j 0.00294423-0j 0.0319283-0j 0.000600989-0j 3.54136e-05-0j 0.0252415-0j 0.00532138-0j 0.0168277-0j 0.0255031-0j 0.00325867-0j 0.000665172-0j 0.00420692-0j 0.0294484-0j 3.91957e-05-0j 0.00280461-0j 0.0104116-0j 0.0025762-0j 0.00425052-0j 0.0171783-0j 0.00171747-0j 0.0026029-0j 0.000525865-0j 0.0182203-0j 0.000350577-0j 0.00490807-0j 0.000531314-0j 3.09869e-05-0j 0.0106285-0j 0.00300557-0j 0.00173527-0j 2.06579e-05-0j 0.00286304-0j 3.1308e-05-0j 0.00277271-0j 0.00106263-0j 0.00175325-0j 0.00303672-0j 0.000613509-0j 0.0018596-0j 0.000216908-0j 0.00177142-0j 3.61514e-05-0j 0.00035788-0j 0.000379589-0j 0.00108477-0j 1.27814e-05-0j 0.000462118-0j 2.10883e-05-0j 0.000221427-0j 0.000282988-0j 2.23675e-05-0j 5.77647e-05-0j 1.30477e-05-0j 3.40382e-06-0j 
-0.00293883-0j 0.00301769-0j 0.0330038-0j 0.0201459-0j -0.0119434-0j 0.000212858-0j -0.00293731-0j -0.000495351-0j -0.00045134-0j 0.00683555-0j -0.000213807-0j 0.00622823-0j 0.00295041-0j 8.96286e-05-0j -0.00123682-0j 0.000154476-0j -0.00129172-0j -0.000327482-0j 0.000174499-0j 0.000279641-0j -0.00145916-0j -0.000287145-0j -0.000369931-0j -0.000370005-0j -0.00233835-0j -0.000101196-0j 0.0024011-0j -0.000592827-0j 0.00309397-0j 3.28598e-05-0j 0.000608736-0j 0.000784395-0j 0.000846201-0j -0.000274773-0j 0.000214532-0j -6.96614e-05-0j -0.0237726-0j -0.000956764-0j 1.23861e-05-0j -0.0263114-0j -0.000241719-0j -2.86359e-05-0j 0.0204673-0j -0.00105894-0j 0.0691896-0j -0.0210166-0j 1.37089e-05-0j -0.000267534-0j 0.000823739-0j -0.0476305-0j -3.16941e-05-0j 0.00278464-0j 0.042487-0j -1.0664e-05-0j -0.000845844-0j 0.0282374-0j -3.60496e-05-0j 1.09502e-05-0j 0.000208112-0j 0.0445632-0j 0.000703519-0j -0.00191696-0j -0.000213696-0j 2.46545e-05-0j 0.00861823-0j 2.48167e-05-0j 0.00170995-0j 8.33441e-05-0j 0.00113646-0j -2.53161e-05-0j -0.00228493-0j -2.21368e-05-0j -1.47124e-05-0j 0.00179351-0j -0.000484306-0j -2.32186e-05-0j 0.000432007-0j 0.000346854-0j -5.73745e-05-0j 0.000287117-0j 0.000453118-0j -4.49032e-06-0j 5.11788e-05-0j -9.19605e-05-0j 3.40141e-05-0j 8.763e-05-0j 1.19051e-06-0j 5.36797e-05-0j -2.32331e-05-0j 1.03813e-05-0j -2.75237e-06-0j 
0.00426855-0j 0.0456165-0j 0.000499903-0j -0.00243037-0j -0.00467538-0j 0.000304209-0j 4.39088e-05-0j -0.00139439-0j 0.000217338-0j -0.000201262-0j 0.00328467-0j 3.137e-05-0j 0.000474101-0j -0.0023943-0j -0.000345587-0j 0.000220772-0j 3.90273e-05-0j 3.25227e-06-0j -0.000979804-0j 0.000203625-0j -0.000173206-0j 0.00217606-0j -1.44339e-05-0j -0.000700005-0j 3.59961e-05-0j -0.00190441-0j 0.000384677-0j 2.99967e-06-0j -0.000123745-0j 0.00238674-0j 3.20564e-05-0j -1.03121e-05-0j -0.000336656-0j 0.00042192-0j -2.80546e-05-0j 3.516e-05-0j 0.000173442-0j 2.8907e-05-0j 1.77019e-05-0j -0.000754199-0j 3.61338e-06-0j 2.1292e-07-0j 0.000151762-0j -0.0001257-0j 0.000101175-0j 0.00162183-0j -7.69751e-05-0j -1.57125e-05-0j 2.52936e-05-0j -0.000695621-0j -9.25867e-07-0j 1.68624e-05-0j 6.25986e-05-0j 1.54891e-05-0j 0.000270304-0j -0.00133819-0j 1.03261e-05-0j 0.000165527-0j 3.1617e-06-0j 0.00115869-0j 2.1078e-06-0j -0.000115937-0j 3.3788e-05-0j 1.86305e-07-0j -0.00119445-0j -7.09965e-05-0j 1.04331e-05-0j 1.24203e-07-0j -0.000223031-0j 1.99098e-06-0j 0.00238308-0j 6.38894e-06-0j -0.000136578-0j 0.000193115-0j -1.44921e-05-0j 0.000118258-0j 1.30414e-06-0j -0.000199075-0j -8.53955e-07-0j -2.78789e-05-0j 2.41393e-05-0j -0.000121908-0j 7.6847e-08-0j 0.000397179-0j -1.64278e-06-0j -2.48844e-05-0j 0.000243222-0j 1.42242e-06-0j 4.96474e-05-0j -1.46633e-06-0j 2.9255e-06-0j 
1.77782e-06-0j 1.79625e-06-0j -5.00762e-05-0j -6.19662e-05-0j -3.61469e-05-0j 1.26701e-07-0j 0.00084454-0j 1.47818e-07-0j 9.05197e-08-0j 0.000985297-0j 1.29341e-07-0j 0.000603369-0j 0.000862135-0j 5.33503e-08-0j 0.000355612-0j -3.7279e-07-0j 1.58499e-05-0j 0.036369-0j 1.03868e-07-0j 8.48082e-08-0j -4.41618e-06-0j 8.56871e-08-0j -0.0101333-0j 7.42072e-08-0j -3.60579e-06-0j 6.12178e-08-0j -3.64316e-06-0j -0.0082738-0j -3.15507e-06-0j 1.95594e-08-0j -0.00835954-0j -0.00723957-0j -2.6028e-06-0j -8.31607e-07-0j -0.00597234-0j -0.00190819-0j 7.22374e-08-0j -2.89567e-06-0j 7.3727e-09-0j -3.24148e-07-0j 6.94995e-05-0j 0.0555539-0j 6.32078e-08-0j 1.29936e-05-0j 4.21385e-08-0j 6.38628e-08-0j -3.30832e-08-0j -0.000311862-0j -2.53371e-06-0j 7.37424e-08-0j -0.249285-0j -1.68914e-06-0j 2.60719e-08-0j 6.45112e-09-0j -2.55997e-06-0j 4.30164e-08-0j 4.30074e-09-0j 6.51797e-09-0j 6.0812e-05-0j 4.56258e-08-0j 4.05414e-05-0j -2.956e-06-0j 6.14422e-05-0j 0.0486096-0j 2.6615e-08-0j 7.5263e-09-0j -1.0451e-06-0j 0.0324064-0j -1.72433e-06-0j 0.0491134-0j 6.94319e-09-0j 2.66095e-09-0j 4.39034e-09-0j -1.82893e-06-0j 7.09474e-05-0j 4.65666e-09-0j 2.50837e-05-0j -1.06688e-06-0j 0.0567113-0j 4.1386e-05-0j 4.38965e-05-0j 2.71639e-09-0j 0.0200505-0j -2.78321e-07-0j 0.0330816-0j 2.56063e-05-0j 7.08636e-10-0j 0.0350883-0j 6.68002e-06-0j 0.0204682-0j 0.00533963-0j 
-0.000431099-0j 0.000423167-0j 0.00482684-0j 8.50174e-05-0j -0.00681962-0j 9.27261e-05-0j 0.0598802-0j -5.10197e-07-0j -2.19499e-05-0j -0.000329472-0j 3.04706e-05-0j -0.0141747-0j 0.0196772-0j 3.80737e-05-0j 0.0245871-0j 0.00324952-0j 0.00037683-0j -0.0045032-0j -0.000157691-0j 0.00299713-0j -1.82866e-05-0j -0.00294198-0j 0.000218528-0j 3.73281e-05-0j 0.000347562-0j -0.0042345-0j -0.000341167-0j -0.00415344-0j 4.32875e-06-0j -0.00271573-0j 0.00407702-0j -5.17294e-05-0j -0.000491054-0j -0.000314929-0j 0.0058682-0j 0.00376347-0j -1.75166e-05-0j -0.040678-0j -1.78779e-06-0j -2.75957e-07-0j -0.00163272-0j -0.000593765-0j 4.62585e-05-0j -0.00064084-0j -1.0218e-05-0j -4.54074e-05-0j -2.81647e-08-0j -2.57218e-05-0j 0.107424-0j -2.54523e-07-0j -9.35415e-06-0j -0.0237288-0j -6.32209e-06-0j 4.72124e-06-0j -0.105447-0j 2.04164e-05-0j -1.04287e-06-0j -4.63437e-06-0j 0.00431174-0j 1.07487e-05-0j -0.00095242-0j -0.000591067-0j -0.00423241-0j 0.00156803-0j 1.8994e-05-0j -2.59772e-08-0j -0.0146815-0j -0.000346363-0j 0.047412-0j -0.00153918-0j 8.27438e-06-0j -6.45246e-07-0j 2.08374e-06-0j 0.0249612-0j -2.3724e-05-0j 1.09704e-06-0j -0.00058928-0j 0.0441087-0j -8.62762e-06-0j 0.00190301-0j 0.00100188-0j 1.93856e-06-0j -0.000214301-0j 0.0192152-0j 0.000692059-0j 0.00177042-0j 8.445e-07-0j 0.000364351-0j 0.000771252-0j 0.000643842-0j 0.000280478-0j 
-0.00301769-0j 0.00304773-0j -0.0333458-0j -0.0200976-0j 0.0110512-0j -0.000215064-0j 0.00296775-0j -0.000486237-0j -0.000153649-0j 0.00670978-0j 0.000219455-0j 0.00212026-0j -0.00302835-0j -0.000432383-0j 0.00596663-0j -0.000156077-0j 0.00130511-0j 0.000330876-0j 0.000171288-0j 0.000287145-0j -0.00143231-0j -0.000290003-0j -0.000363124-0j 0.000122374-0j -0.0024011-0j -9.51636e-05-0j 0.002425-0j -0.000608736-0j -0.00102329-0j -0.000351161-0j 0.000614795-0j -0.000259428-0j 0.000795757-0j 0.0029364-0j 0.000201743-0j 0.000744446-0j 0.0240189-0j 0.000966679-0j -1.25145e-05-0j -0.0258273-0j 0.000244224-0j 2.89326e-05-0j 0.0210166-0j -0.00103946-0j -0.0699066-0j -0.0212258-0j 1.34567e-05-0j -0.000262612-0j 0.000845844-0j 0.0475163-0j -3.11109e-05-0j -0.0028135-0j 0.00866889-0j -1.09502e-05-0j -0.000854263-0j -0.0261282-0j 3.64232e-05-0j 1.10592e-05-0j 0.000213696-0j -0.0151644-0j -0.000710809-0j 0.00191237-0j -0.000215823-0j 2.53161e-05-0j 0.0422536-0j -2.47572e-05-0j 0.000348893-0j -8.42078e-05-0j -0.00105157-0j -2.5568e-05-0j 0.0423003-0j -4.51672e-06-0j 1.36135e-05-0j -0.000610315-0j 0.000483145-0j 7.90106e-06-0j 8.81452e-05-0j 0.00170056-0j 5.7237e-05-0j -0.000265671-0j -0.000154192-0j -2.20152e-05-0j 1.04423e-05-0j 0.00170244-0j -3.14733e-05-0j 0.000429634-0j -2.20396e-05-0j -1.82667e-05-0j 0.000430109-0j 5.08977e-05-0j 5.09539e-05-0j 
-0.00239955-0j 0.00246394-0j -0.000569684-0j -0.000347742-0j 0.000206157-0j -0.0167218-0j 2.50855e-05-0j 0.038914-0j 0.0354566-0j -5.83777e-05-0j 0.0167963-0j -5.3191e-05-0j -2.51974e-05-0j -0.00704108-0j 1.05628e-05-0j -0.018382-0j -0.00214525-0j 1.85805e-06-0j -0.0207647-0j -0.0332762-0j -0.00242332-0j 0.0341692-0j 2.0989e-06-0j 0.0440292-0j -0.00388346-0j 0.012042-0j 0.00398767-0j 3.36356e-06-0j 0.00513836-0j -0.00391019-0j -3.45382e-06-0j -4.45046e-06-0j 0.00140534-0j -0.000456333-0j -1.2172e-06-0j 3.95242e-07-0j 9.90891e-05-0j -0.00240688-0j -0.00195618-0j 0.000109672-0j -0.00019862-0j 1.21643e-07-0j -8.53122e-05-0j -0.00266392-0j -0.000288397-0j 8.76015e-05-0j -0.0021651-0j -0.000219832-0j 0.00207223-0j 0.000198534-0j 1.34635e-07-0j 0.00700516-0j -0.000177095-0j 0.0016842-0j -0.00212784-0j -0.000117699-0j 0.00569343-0j -0.0017294-0j 0.000171005-0j -0.000185749-0j 0.000578079-0j -0.00482239-0j -0.000175594-0j -1.04731e-07-0j -3.59226e-05-0j -0.00391939-0j 0.00430163-0j -3.5404e-07-0j 0.00285892-0j 1.07541e-07-0j 9.52407e-06-0j 0.00349614-0j 0.00232358-0j 0.00451184-0j -0.000397953-0j 0.00366699-0j 0.000354979-0j 0.00087256-0j 2.43723e-07-0j 0.000235924-0j 0.000372325-0j 0.000709172-0j -2.17404e-07-0j -0.00023134-0j -1.4449e-07-0j 7.20053e-05-0j -0.000188021-0j -2.28028e-07-0j -1.90906e-05-0j -4.40991e-08-0j 1.16919e-08-0j 
-0.000373343-0j 0.000366474-0j 0.00206822-0j 3.64286e-05-0j -0.00292209-0j -0.0155329-0j -0.00110814-0j 8.54649e-05-0j 0.0036769-0j 6.09718e-06-0j -0.00510424-0j 0.000262315-0j -0.000364143-0j -0.00637787-0j -0.000455005-0j -1.93095e-05-0j -0.031232-0j 4.09353e-05-0j 9.37038e-07-0j -1.78097e-05-0j 0.00151561-0j 1.7482e-05-0j -1.98648e-06-0j -2.21813e-07-0j -0.0288062-0j 2.51625e-05-0j 0.0282762-0j 3.77559e-05-0j -0.00035877-0j 1.61376e-05-0j -3.70612e-05-0j 4.70235e-07-0j 0.0406989-0j 0.0261016-0j -5.33435e-05-0j -3.4211e-05-0j -1.51699e-05-0j 0.000119596-0j -0.0286635-0j -2.38985e-07-0j -0.00584441-0j 3.57948e-06-0j 4.00611e-05-0j 1.8841e-06-0j -8.84909e-06-0j -3.9324e-05-0j -0.000451563-0j -9.20726e-05-0j -0.000315832-0j -2.20424e-07-0j 5.63911e-08-0j 6.9764e-05-0j -5.47509e-06-0j 0.0756955-0j 0.000310021-0j 1.76811e-05-0j -0.0167204-0j -0.0743027-0j 0.0154341-0j 9.30865e-06-0j -0.00340924-0j 1.73777e-06-0j -0.0151501-0j -9.45282e-06-0j 1.64493e-05-0j -0.000416491-0j 4.31643e-05-0j 2.08803e-06-0j -0.000139394-0j 9.27889e-06-0j 7.16582e-06-0j -0.0103452-0j 0.0334086-0j -7.33872e-05-0j -8.49214e-05-0j 0.0175887-0j -0.00210936-0j -0.000129682-0j 5.20112e-08-0j 0.00681192-0j 0.00358629-0j 0.0310809-0j 1.2919e-06-0j -5.64936e-05-0j -4.17205e-06-0j 0.00633731-0j 0.0135398-0j -2.19647e-06-0j 0.00276074-0j -3.88137e-06-0j -1.69085e-06-0j 
0.00775636-0j 0.00256531-0j 0.0144776-0j -0.000756819-0j -0.0204547-0j -0.000186251-0j 0.00257015-0j -3.0929e-06-0j -0.000124594-0j 4.26802e-05-0j -0.000548229-0j 0.00171933-0j 0.00756523-0j 0.00023081-0j -0.00318504-0j -0.000135166-0j 0.00113026-0j 0.000286547-0j -2.17331e-06-0j 0.000370005-0j 1.81732e-05-0j 0.000122374-0j 4.60734e-06-0j -1.45386e-06-0j -0.00309397-0j -0.000522762-0j -0.00102329-0j -0.000784395-0j 1.21572e-05-0j 0.000112963-0j -0.000259428-0j 3.08213e-06-0j 0.00437133-0j -0.000944594-0j 0.00110823-0j -0.000239477-0j 0.020801-0j 0.000837169-0j -1.08379e-05-0j 0.000327698-0j 0.000211504-0j 2.50564e-05-0j -0.0540187-0j 1.31887e-05-0j 0.0121339-0j -0.017866-0j -1.70739e-07-0j 3.33203e-06-0j -0.00217407-0j -0.000897042-0j 3.94737e-07-0j 0.000488348-0j 0.0954412-0j 2.81452e-05-0j -0.000719044-0j -0.0242445-0j -6.32209e-06-0j 9.30865e-06-0j -0.000549262-0j -0.0119517-0j 0.000123378-0j -3.61028e-05-0j -0.000181661-0j -6.50697e-05-0j 0.0669423-0j 4.67383e-07-0j 0.00384118-0j 1.46162e-05-0j -0.000975757-0j -2.15209e-05-0j -0.00982582-0j -4.97273e-05-0j 1.2632e-05-0j -0.000481012-0j -9.12111e-06-0j 6.22712e-06-0j 0.000970444-0j 0.0026942-0j -1.08056e-06-0j -0.000246518-0j -0.000121524-0j -3.48787e-05-0j 0.000114966-0j -0.000395455-0j -2.92043e-05-0j 0.000680669-0j 5.11951e-06-0j -1.43967e-05-0j -9.99088e-05-0j 8.06371e-05-0j -1.18359e-05-0j 
-0.00246394-0j 0.00248846-0j 0.000575587-0j 0.000346909-0j -0.000190757-0j 0.0168951-0j -2.53455e-05-0j 0.038198-0j 0.0120704-0j -5.73036e-05-0j -0.0172401-0j -1.81077e-05-0j 2.58631e-05-0j 0.0339673-0j -5.09569e-05-0j 0.0185725-0j 0.00216748-0j -1.87731e-06-0j -0.0203827-0j -0.0341692-0j -0.00237873-0j 0.0345093-0j 2.06028e-06-0j -0.0145621-0j -0.00398767-0j 0.0113241-0j 0.00402736-0j 3.45382e-06-0j -0.00169945-0j 0.0417868-0j -3.48819e-06-0j 1.47193e-06-0j 0.00132157-0j 0.00487667-0j -1.14464e-06-0j -4.22381e-06-0j -0.000100116-0j 0.00243182-0j 0.00197646-0j 0.000107654-0j 0.000200678-0j -1.22904e-07-0j -8.76015e-05-0j -0.00261491-0j 0.000291385-0j 8.84734e-05-0j -0.00212526-0j -0.000215787-0j 0.00212784-0j -0.000198058-0j 1.32157e-07-0j -0.00707775-0j -3.61338e-05-0j 0.0017294-0j -0.00214902-0j 0.000108908-0j -0.00575243-0j -0.00174661-0j 0.000175594-0j 6.32085e-05-0j -0.00058407-0j 0.00481083-0j -0.000177341-0j -1.07541e-07-0j -0.000176122-0j 0.00390999-0j 0.00087769-0j 3.57709e-07-0j -0.00264537-0j 1.08611e-07-0j -0.000176317-0j 0.000713341-0j -0.00215002-0j -0.00153533-0j 0.000396999-0j -0.00124784-0j 7.24286e-05-0j 0.004278-0j -2.43139e-07-0j -0.000218301-0j -0.000126699-0j 0.00347694-0j -4.43584e-08-0j 0.00428273-0j 1.33697e-07-0j 0.000353029-0j 0.00348078-0j 7.75957e-08-0j 0.000353419-0j -2.1621e-07-0j -2.16449e-07-0j 
0.000346345-0j -0.000355639-0j -0.0078613-0j -0.00479863-0j 0.00284484-0j -2.50855e-05-0j -0.0161996-0j 5.83777e-05-0j 5.3191e-05-0j 0.0376989-0j 2.51974e-05-0j 0.0343494-0j 0.0162718-0j -1.05628e-05-0j -0.00682121-0j 0.00265322-0j 0.000307681-0j -0.00367684-0j 0.00299713-0j 0.00480301-0j 0.000347562-0j -0.0049319-0j -0.00415344-0j -0.00635506-0j 0.000556981-0j -0.00173811-0j -0.000571927-0j -0.00665604-0j -0.000736965-0j 0.000564387-0j 0.00683465-0j 0.00880688-0j -0.00020156-0j 6.54492e-05-0j 0.00240868-0j -0.000782131-0j -1.43023e-05-0j -0.0332135-0j -1.45972e-06-0j -1.58297e-05-0j -0.00133311-0j -0.000484807-0j 1.23138e-05-0j -0.0367606-0j 4.16265e-05-0j -1.26442e-05-0j -1.61561e-06-0j -0.00147548-0j 0.0285956-0j -2.86559e-05-0j -0.000536583-0j 0.0966671-0j 2.55614e-05-0j 1.25677e-06-0j -0.0293629-0j 1.69884e-05-0j 4.24849e-06-0j -1.29049e-06-0j 0.00114776-0j 2.68105e-05-0j 0.00387999-0j -0.0665461-0j -0.00117856-0j 0.000417402-0j 5.18498e-06-0j -2.92468e-06-0j 0.05936-0j 0.00141102-0j 0.0394514-0j -0.000428602-0j -1.37468e-06-0j 2.60885e-06-0j 1.73388e-06-0j 0.0622607-0j -0.002671-0j 2.73634e-06-0j 0.00238257-0j 0.0120408-0j -0.000971354-0j 0.00158349-0j 0.002499-0j 5.2919e-07-0j 0.00086646-0j -0.00319235-0j 0.00057586-0j 0.00048329-0j -1.40303e-07-0j 0.000908801-0j -0.000128133-0j 0.000175756-0j -4.65978e-05-0j 
-0.00212136-0j 0.0019949-0j -0.0119434-0j -0.0284632-0j -0.0333805-0j 0.000153649-0j -0.00212026-0j -0.00035086-0j -0.000325795-0j 0.00484166-0j -0.000141341-0j 0.00449577-0j 0.00195042-0j 7.52806e-05-0j -0.00103883-0j 0.000111507-0j -0.000932416-0j -0.000236389-0j -0.000246541-0j -0.000101196-0j 0.00206158-0j 9.51636e-05-0j 0.000522658-0j 0.000522762-0j 0.000846201-0j -0.000282833-0j -0.000795757-0j 0.000214532-0j -0.00437133-0j -0.000307323-0j -0.000201743-0j -0.00110823-0j 0.00236504-0j 0.00256983-0j 0.000599594-0j 0.000651513-0j -0.01716-0j -0.000690629-0j 8.94079e-06-0j 0.0371742-0j -0.000174482-0j -2.06705e-05-0j 0.0147741-0j 0.00149613-0j -0.01001-0j -0.0138934-0j -1.93687e-05-0j 0.000377987-0j 0.000594607-0j -0.0337369-0j 4.47791e-05-0j -0.000402867-0j 0.0306687-0j -7.6977e-06-0j -0.000559161-0j -0.0395652-0j 5.21546e-06-0j 7.23882e-06-0j 0.000150223-0j 0.0294593-0j -0.000101781-0j -0.00135779-0j -0.000141268-0j 1.77965e-05-0j 0.0072386-0j 1.75778e-05-0j 0.00123431-0j -1.20578e-05-0j -0.00159236-0j -1.67356e-05-0j 0.0729607-0j -1.59792e-05-0j 2.06145e-05-0j 0.00118564-0j -0.000343036-0j -1.53491e-05-0j 0.000311839-0j 0.000291329-0j -4.06386e-05-0j -0.000402299-0j 0.000299542-0j -3.7715e-06-0j 3.69428e-05-0j 0.00293642-0j -4.76593e-05-0j 7.3602e-05-0j -3.80145e-05-0j 3.5486e-05-0j 0.000741864-0j 8.71944e-06-0j 8.78867e-05-0j 
4.39989e-05-0j -4.31893e-05-0j -0.000741533-0j -1.3061e-05-0j 0.00104768-0j 0.000910552-0j -0.0187276-0j -5.01003e-06-0j -0.000215543-0j 0.000103043-0j 0.000299215-0j 0.00443315-0j -0.00615407-0j 0.000373877-0j -0.00768965-0j 2.27564e-06-0j 0.00556995-0j -0.0212745-0j -1.10431e-07-0j 2.0989e-06-0j -0.000270295-0j -2.06028e-06-0j 0.00103239-0j 2.61409e-08-0j 0.00513734-0j -2.96543e-06-0j -0.00504281-0j -0.0196221-0j 6.39835e-05-0j -1.90183e-06-0j 0.0192611-0j -0.000244385-0j -0.0072583-0j -0.00465499-0j 0.0277231-0j 0.0177798-0j 1.78779e-06-0j -4.28793e-05-0j -3.52939e-05-0j 2.81647e-08-0j -0.0491303-0j -0.005753-0j -4.72124e-06-0j -6.75519e-07-0j 1.04287e-06-0j 4.63437e-06-0j -5.56018e-07-0j -0.000773998-0j 0.000113237-0j 2.59772e-08-0j -9.06326e-05-0j -2.50129e-05-0j 6.45246e-07-0j 9.32052e-05-0j -0.000111154-0j -2.08374e-06-0j -2.05881e-05-0j -9.14902e-05-0j 0.129745-0j -1.09704e-06-0j -0.0286594-0j -6.23052e-07-0j -0.127358-0j 0.0151927-0j -1.93856e-06-0j -5.12833e-07-0j -1.5476e-05-0j -0.00335592-0j 4.99777e-05-0j -0.0149132-0j -8.445e-07-0j -1.27382e-05-0j 4.11365e-05-0j 2.6312e-05-0j -0.000713882-0j 2.16573e-05-0j -0.0177321-0j 4.64957e-05-0j -8.35932e-05-0j 0.0572636-0j 0.0301478-0j 3.82704e-05-0j -0.00207637-0j 2.0255e-05-0j 0.00670538-0j 0.0532739-0j 1.66718e-05-0j 0.0035302-0j 0.0232078-0j 0.0062382-0j 0.00271756-0j 
0.000299943-0j -0.000307992-0j -0.00336844-0j -0.00205614-0j 0.00121897-0j 0.00420217-0j 0.000299788-0j -0.00977905-0j -0.00891021-0j -0.000697651-0j -0.0042209-0j -0.000635666-0j -0.000301125-0j 0.00176942-0j 0.000126232-0j -1.57661e-05-0j -0.0255008-0j 3.34235e-05-0j -1.78097e-05-0j -2.85407e-05-0j -0.0288062-0j 2.93066e-05-0j 3.77559e-05-0j 3.77634e-05-0j -0.046163-0j 1.03283e-05-0j 0.0474017-0j 6.05052e-05-0j 0.0610802-0j -3.35374e-06-0j -6.21288e-05-0j -8.0057e-05-0j 0.0167054-0j -0.00542447-0j -2.18956e-05-0j 7.10978e-06-0j -1.23861e-05-0j 9.76493e-05-0j -0.0234036-0j -1.37089e-05-0j -0.00477194-0j 2.92264e-06-0j 1.0664e-05-0j 0.000108078-0j 3.60496e-05-0j -1.09502e-05-0j -0.0259031-0j -0.00528157-0j -8.40726e-05-0j -2.48167e-05-0j 3.23477e-06-0j -0.000284206-0j 2.21368e-05-0j 0.0201497-0j 8.63286e-05-0j 1.47124e-05-0j 0.0681158-0j -0.0206904-0j 0.00410847-0j 2.32186e-05-0j 0.0138886-0j 0.000195649-0j -0.00421872-0j -2.51629e-06-0j 4.49032e-06-0j -0.0468912-0j -0.000174521-0j -8.50627e-06-0j -0.000115989-0j 2.58381e-06-0j -1.19051e-06-0j 0.0418276-0j 0.0277992-0j -0.00018305-0j -0.009561-0j 0.0438716-0j 0.00852854-0j -3.54006e-05-0j 5.85576e-06-0j 0.00566818-0j 0.0089453-0j 0.00848447-0j -5.22342e-06-0j 9.38568e-06-0j -3.47155e-06-0j 0.00172996-0j -0.00224947-0j -5.47866e-06-0j -0.000458661-0j -1.05954e-06-0j 2.80913e-07-0j 
0.00633304-0j 0.00209457-0j -0.000249899-0j 1.30636e-05-0j 0.000353071-0j 0.0146316-0j -2.19499e-05-0j 0.000242974-0j 0.00978793-0j -3.64502e-07-0j 0.043068-0j -1.46836e-05-0j -6.46094e-05-0j -0.018132-0j 2.72012e-05-0j 0.0160843-0j 0.00187709-0j -1.6258e-06-0j 0.000258616-0j -0.0440292-0j 3.01815e-05-0j -0.0145621-0j -2.61409e-08-0j 0.000173004-0j -0.00513836-0j 0.0622067-0j -0.00169945-0j 4.45046e-06-0j 2.01902e-05-0j -0.0134422-0j 1.47193e-06-0j -1.74872e-08-0j 0.00725975-0j -0.00156875-0j -6.28785e-06-0j 1.35873e-06-0j -8.6703e-05-0j 0.00210602-0j 0.00171166-0j -1.36592e-06-0j 0.000173792-0j -1.06438e-07-0j 0.000225161-0j 3.31781e-05-0j -5.05767e-05-0j 7.44692e-05-0j 2.69654e-05-0j 2.73792e-06-0j -0.00546917-0j 3.73906e-06-0j -1.67682e-09-0j 0.00122851-0j -0.000397819-0j -0.00444506-0j -0.00180886-0j 0.000101056-0j 0.000998469-0j -0.00147015-0j -0.000451327-0j 4.9817e-05-0j 0.000101379-0j -9.08218e-05-0j -0.00014927-0j 2.76412e-07-0j -0.00027903-0j -7.38153e-05-0j 0.00966302-0j -6.20888e-08-0j -0.00245466-0j 9.14196e-08-0j 4.09561e-05-0j 0.0078536-0j -0.00199502-0j -0.00121006-0j -7.49479e-06-0j -0.00098347-0j 0.000797411-0j 0.00677763-0j 4.59013e-09-0j -0.000202563-0j -9.98561e-05-0j 0.00550851-0j -4.88369e-07-0j -0.000994824-0j 1.24058e-07-0j 0.000559303-0j -0.000808541-0j 6.11561e-08-0j -8.20948e-05-0j -3.42541e-07-0j 5.02783e-08-0j 
