0.00897562-0.00356879j -0.00470019+0.00986011j 0.00962596-0.00637424j 0.0111824-0.00387173j 0.00238549-0.000474383j 0.000972554-0.00116874j -0.00237712+0.00271721j -0.00982724+0.00200398j 0.0030968-0.00190877j 0.000304846-0.00170029j 0.0116504-0.00340447j -0.0104163+0.00581304j 0.00973287-0.00598559j -0.0138077+0.00466097j -0.0127964+0.00147277j -0.00140543+0.00548722j -0.00029629-0.000528062j 0.00440403-0.00172147j 0.0120015-0.00366903j -0.00648629+0.00279043j -0.010073+0.00298854j 0.00487197-0.0039553j -0.00129325-0.00354323j -0.00336428+0.00246942j -0.00467896-0.0029703j -0.0179448+0.00281754j -0.00525612-0.000744677j 0.00322481+0.00253747j -0.00818243-0.00253683j -0.00476227+0.000368344j 0.0132263-0.000225409j -0.00989108-0.00187807j -0.00302543-0.00478698j 0.002533+0.000244442j -0.00792595+0.00261155j 0.00268319+0.000999462j 0.00667835-0.00495063j -0.00952015-0.00705672j 0.0139481+0.0219831j 0.0187641-0.00018357j 0.012071+0.00168787j 0.00819954+0.00608975j -0.00174775-0.00879717j 0.0033706+0.00595175j 0.00123359-0.0028164j -0.00403853-0.00748418j 0.00334416-0.00011995j -0.000833785-0.00663447j 0.00318589+0.00524859j -0.00167271+0.00123257j -0.00198954-0.00473194j 0.00490076+0.00902536j 0.0020762+0.00313189j 0.00422435+0.00425898j 0.00276595+0.00489559j -0.00432184-0.00950741j 0.000828081+1.30941e-05j 0.00256745-7.51798e-05j 0.000710774-0.00199191j 0.00566319+0.00478391j -0.00353843-0.00431265j -0.0040667-0.0154039j 0.000672842-0.00746782j -0.0048167-0.00694058j 0.00158446+0.00692431j 0.00196479-0.00469148j 0.00297674-0.00131113j -0.000480768+0.00237585j -0.00194712-0.00604885j 0.00196415+0.00838044j 0.00449114+0.00851629j -0.00134192-0.00396458j -0.00205383+0.0103875j -0.00157666+0.00295309j 0.00405547+0.00894525j 0.00155606-4.68793e-05j -0.00258866+0.00877698j 0.00210015-0.00811835j -0.00146946+0.00660215j 0.000534641+0.00617124j -0.00210128-0.00480869j -0.000752905-0.00290143j -0.0031245+0.0124474j -0.00318422+0.00471671j 0.00307534-0.00575744j 0.000715476-0.0058402j 0.00142806+0.00394518j 0.00257434-0.00584885j 0.000528252-0.00731351j -0.00555353+0.00794715j -0.00499024+0.00931915j 0.00232836-0.0157947j 
-0.00113056-0.00088289j -0.00214282-0.00126446j -0.000774068+0.000237998j -0.00207643-0.00045899j -0.00411833-0.0035945j -0.0169384-0.0104233j 0.0121701+0.00562806j 0.00980476+0.00254773j -0.0120363-0.0109529j -0.0209563-0.000900019j 0.0141751+0.0192728j 0.0254034-0.0066974j 0.0390336-0.00110258j 0.00553499+0.00340321j -0.0201857-0.0159497j -0.00781703-0.0204592j -0.0107949+0.00797543j 0.0231104-0.00847772j -0.0143747+0.00601843j 0.00119401-0.00144917j -0.00216346-0.011416j -0.0126561+0.0104229j 0.0013845-0.000183146j -0.00161427+0.0020996j -0.000845627-0.00351777j -0.00115376+0.00228231j 0.00237228-0.00299176j -0.00482525-0.00250667j -0.00205558-0.00331123j 0.00507085+0.00376029j 0.0015668+0.00257574j -0.00322579-0.00348519j 0.00372028-0.00184013j -0.00155188-0.000136313j -0.00155454-0.00198736j 0.00179273-0.00207772j -0.00148584-0.00371907j -0.000365576-0.000642977j 0.00140329-0.001473j -0.00302744-0.00504046j 0.000570633+0.00118034j -0.000301882-0.000219924j -4.34868e-05-0.000671509j -0.00246799-0.000839712j -0.00551859-0.00153902j 0.00279215+0.00256787j -0.0072037-0.00344331j 0.00645281-0.00521185j -0.000655423-0.00319667j -0.00179215+0.00380612j -0.00339507-0.00343779j 0.00462356+0.0080009j 0.00576351-0.00296396j -0.0033283+0.0016436j -0.0121948-0.00927769j 0.00712455+0.00312118j 0.00545803+0.0104937j 0.00666823+0.00536723j -0.00138409-0.00629289j 0.00421526+0.00622181j -0.00846253-0.00314406j -0.00266021+0.00102531j -0.0119723-0.0014034j 0.00572369+0.00291042j -0.00377335-0.0125914j 0.00636999-0.000376352j 0.0045041+0.00628049j 0.00805362+0.00608422j -0.00148565+0.00461512j 0.00261909+0.00161292j -0.000619692+0.000245717j -0.00203705-0.00764747j -8.83646e-05-0.00243942j -0.00328474+0.002956j 0.00301799+0.000619274j -0.000382969+0.000216386j 0.00626397-1.08314e-05j -0.00195833+0.000510986j -0.000106009-1.15017e-05j 0.00108825+0.000681901j -0.000871341+0.00118893j 0.00252018-0.00182345j -0.00210035-0.000387438j -0.00192283-0.0017597j 0.000538829+0.000282545j -0.00127421+0.000293964j -0.00244867-0.00118001j 0.0019899+0.000214573j -0.00069538-0.000627307j -4.5122e-05-5.863e-05j 0.000749558-0.00115407j -0.00126321-0.00140594j 
0.000748798-0.00325313j -0.000279678+0.00229603j 0.00549174+0.00552011j -0.00120926+0.000655998j 0.00943375+0.00219401j -0.00506359+0.00371585j -0.00168184-0.00572822j -0.00658577-0.00701079j 0.00628676+0.0124128j -0.00634167-0.0143326j -0.0347742-0.00254618j -0.00120981-0.000339116j 0.00227+0.00512145j -0.00402776-0.00016558j 0.0156923+0.00804612j 0.00963227+0.00125015j 0.00149197+0.00870258j 0.00155065+0.00779283j -0.000781904-0.000879881j -0.00931934-0.0020471j -0.0137321+0.00416227j -0.00273949-0.00487366j 0.0167222+0.00551358j 0.0011357-0.00567346j 0.00519685-0.00982569j -0.0163594+0.00940127j -0.00537359-0.00518752j 0.00573913-0.00886172j -0.00708608+0.00196922j -0.00226547+0.00416829j -0.000155332+0.0050004j -0.0132286-0.00129743j 0.00602522-0.00511384j 0.00167697+0.00255882j -0.00221732+0.000736471j 0.00047746-0.00121206j 0.00101847-0.00136137j -0.00388376-0.0039495j 0.00285947-0.00305329j 0.00214133-0.00351454j -0.00217562+0.000107303j -0.00282523+0.00242864j -0.0018806-0.00278057j 0.00261521+0.0028116j 0.00691747+0.00213353j -0.00155365-0.00785355j -0.00185867+0.00542188j -0.0057098-0.00463226j 0.00182781-0.00267946j -0.000259031-0.00359397j -0.00730327+0.0148684j 0.00185398-0.00515678j -0.00415161-0.00738718j -4.10039e-05+0.00392479j -0.011095-0.00578316j -0.00675096+0.00423048j -0.00190689+0.0220358j 0.00378315-5.96991e-05j -0.00787775-0.0075696j 0.00202672-0.00179776j -0.00435762+0.00409783j -0.000452976+0.00407384j -0.0044279-0.00175056j -0.00179329+0.00371391j -0.00440951-0.00242094j 0.00524974-0.0118089j -0.00534404+0.00346184j 0.00219153+0.0167063j -0.000619437+3.25958e-08j 0.00547845+0.00164499j -0.0116102+0.00530363j 0.00155623-0.00172182j 0.0064684+0.00159931j 0.00115228+0.00265781j -0.0017539+0.000739919j -0.00076548+0.00200295j 0.00241367-0.00269141j 0.00719174+0.0003549j -0.0026679+0.00169644j -0.00383796+0.00564831j -0.00201396-0.00153129j 0.000809273-6.78569e-05j -0.00323446-0.000717396j -0.00993567-0.00208693j -0.00451176-0.000413223j 0.000151663+0.00275468j -0.00419152+0.000632617j 0.00347453+0.00253638j 0.00246835+0.00122929j 0.000424404-0.00198713j -0.00122126+0.000907072j -0.00135006-0.00159288j 
-0.000459112-0.00011108j 0.00172117-0.00315452j -0.00468461-0.00620385j 0.00303279-0.000285632j -0.00413893+0.00112924j 0.00834637+0.00155879j -0.016865-0.00309889j 0.00478876-9.90756e-05j -0.00216002+0.0129513j 0.0141171-0.00129956j -0.0169152-0.0256603j 0.0133184-0.0168863j 0.00951899-0.0270307j 0.00254636-0.00289935j 0.00957747+0.00182134j 0.0139905+0.011644j -0.019431+0.0194627j 0.0100765-0.0139201j -0.00410514+0.00375401j 0.0122415-0.00474235j -0.00125662-0.00470993j 0.0022727-0.00362995j -0.00507548+0.0138134j -0.00146599+0.00475418j 0.00754399+0.00422831j -0.00173681-0.00956245j 0.00262961-0.00303417j 0.00860913+0.00196435j -0.00155007-0.000748453j -0.00363141-0.0045388j -0.00684748-0.000377423j -0.00175974-0.00259179j -0.00125755+0.00283895j -0.00634486+0.000525438j 0.00116842+0.000931125j 0.0010509+0.00207656j 0.00266463+0.00223124j 0.0044114-0.000282278j -0.000336333+0.00493284j 0.00166442+0.00323705j -0.0005241+0.000507615j 0.0037726-0.00415801j 0.0022023+0.00113053j 0.0011701-0.000968293j -0.00148995-0.00137368j -0.000256075-0.00353846j 0.00660334+0.000499245j -0.00356707+0.00332066j 0.00522758+0.000827758j -0.00702903-0.000357254j 0.00320094-0.00937166j 0.00861806-0.0137197j 0.00306459-0.00184605j 0.000740795+0.00840148j -0.0138797+0.00575994j 0.00300139-0.00982507j 0.00244352+0.00327675j -0.0054669-0.00155784j -0.00367907-0.00169677j 0.000672914-0.00312793j -0.0010434-0.00457893j -0.0105462+0.00248592j -0.0060558-0.00457183j 0.00667742+0.000891027j -0.0106654-0.00498343j 0.00538081-0.000723224j 0.0128075-0.00876344j 0.000434139+0.0125958j 0.00341654+0.00583033j -0.0111095-0.00325575j 0.00442564-0.00552772j -0.0029623-0.000685338j -0.0109364+0.00422571j -0.00676751+0.00459278j -0.00551653-0.00310899j -0.00770922+0.000938233j -0.00851612-0.000481j -0.00322917+0.00139774j 0.000107453-0.00109454j -0.00240166-0.00372682j -0.000920718-0.0019182j 0.00102458+0.0014204j 0.00837818-0.00042957j 0.00208337-0.0033309j 8.4142e-05+0.000398582j -0.000280746-0.000953536j 0.00283345-0.000129988j -0.002871+0.000275082j -0.00111401+0.00200215j 0.00169579+0.0009989j -0.00264495-0.000167254j 0.00228541+0.000120257j 
-0.00182625+0.00722755j 0.00104812-0.000546951j -0.0111222-0.000248248j -0.00173165-0.00384177j -0.00635854-0.00505181j -0.00470711+0.00673666j -0.018365-0.0113163j 0.0148142+0.0125927j 0.00293179+0.00421492j -0.00406159+0.0218685j -0.00398416-0.00997085j -0.00168734+0.00727827j 0.0109162+0.00491356j 0.00827943-0.00340106j 0.000996298-0.00370955j -0.00486483+0.0125582j -0.00651886-0.00387185j 0.00531132+0.00402454j 0.00269612-0.00500109j 0.00364625+0.0165627j -0.00208491-0.00028359j 0.002799-0.00175203j 0.00331068+0.000537312j -0.00618322-0.00101726j -0.000900247+0.00807501j -0.00399145+0.000825473j -7.79625e-05+0.00629845j -0.00548933-0.000656502j 0.00137826+0.0042128j -0.000850043-0.00456489j 0.00256003-0.00551976j -0.0018271+0.000679326j 0.00331321-0.00275904j 0.00415326+0.000640185j 0.000368871-0.00055037j 0.000949712+0.00479388j -0.000317888+0.0020715j -0.00522441-0.000207567j -0.00516566+0.00134203j 0.000792232+0.00887243j 0.000968572-0.00146553j 0.00477739-0.00186715j 0.00438738+0.00169507j -0.00137436+0.000970039j -0.0118109-0.000104535j 0.0025608-0.00195716j -0.000789907+0.0052868j -0.00336149+0.00778706j 0.011108-0.00518557j -0.00119321-0.0122019j 0.00092992+0.000302121j -0.00172724+0.000367562j 0.005898-0.000491334j -0.00113702-0.00609423j -0.00335293-0.00745095j -0.0026269-0.00696866j -0.00873292+0.00757509j -0.00579851+0.00133386j 0.00710917-0.0107962j 0.00626024-0.000642426j -0.00252543-0.00334936j 0.000264535-0.0107887j 0.00543536-0.0104792j -0.00436407+0.00932935j 0.0107933-0.00587826j 0.00725161+0.000693025j -0.0103802+0.00522216j -0.00482099+0.0114955j -0.00634966+0.00206186j 0.00672834-0.00688263j -0.000920075+0.00299964j 0.00315387-0.0027921j 0.00512085-0.00480663j 0.00235457-0.00193035j -0.0019121+0.000301946j 0.00205308-0.00346179j 0.006489-0.00167882j 0.00228788-0.00221685j -0.000659013+0.000282455j -0.000303278-0.00148813j 0.00559808-0.0018038j 0.00147887-0.00130855j -0.00353447+0.00401508j 0.0012149-0.000794682j -0.00528348+0.00104453j -0.000512048+0.000524699j -0.000247161+0.000696321j 0.000424984-0.0024723j 0.00481877+0.000647927j -0.00318012+0.00147464j 0.00068148-0.000269737j 0.00046321+0.000655129j 
-0.000509487-0.00152842j 0.000338554-0.00331833j 0.00851094+0.00626775j 0.000828256-0.0136633j 0.00804246-8.96082e-05j 0.00718965+0.0089919j 0.0125517+0.00895366j 0.0103767-0.00346134j 0.000912101-0.00817601j 0.0219263-0.00115745j 0.0120921-0.0143227j 0.00101311+0.000467403j 0.000624099+0.0165437j -0.0115327-0.0125819j -0.00466335+0.0206471j 0.00757595+0.0101302j -0.00376508-0.0147554j -0.00219165+0.00712988j -0.00250539-0.0160668j 0.00630859-0.00506399j 0.00339917-0.00477746j 0.00250635-0.00208188j -0.010363-0.00370804j 0.00342705+0.00152754j 0.00492178+0.00276998j 0.00848808+0.00125483j 0.00379536-0.000185473j 0.00255311+0.0084659j 0.00334721-0.00578505j 0.00146732+0.00393661j -0.00221217-0.000930568j 0.00916287-0.00303644j -0.00217793-0.00106298j -0.00311747-0.00604682j -0.000148442+0.000615106j 0.000838992-0.0041148j -0.000926965+0.000702103j 0.0035305+0.00370385j 0.000101638+0.00103872j 0.000990905-0.00365774j -0.000760899-0.000412537j 0.00339412+0.000713666j -0.00219854-0.0098138j 0.0077852-0.00369215j -0.000238376-0.00362645j -0.00174162-0.00939776j 0.00247495-0.00691859j 0.000111901-0.00421882j -0.00431524+0.00412968j -0.000220016-0.00294449j 0.0112094-0.000269168j 0.00248778+0.00892303j -0.00121782-0.0070432j 0.00949916+0.00343837j -8.08772e-07-0.0178293j 0.00545101+0.00412354j -0.000233649+0.0129017j -0.00432104+0.00864259j 0.00686852-0.0122313j -0.00261957+0.002744j 0.00682415-0.0046711j -0.000909559-0.00207706j 0.00649117-0.00888963j -0.0042386+0.00222111j 0.00810307-0.0127162j -0.00559695-0.00828398j 0.00253541+0.0123871j -0.0129804+0.0108472j -2.10266e-05+0.0070242j 0.000228998-0.0035975j 0.00332462-0.00320812j 0.0038195-0.00805942j -0.0029046-0.00947412j -0.00292821+0.000193739j 0.00283001-0.00341436j -0.000799679-0.00509394j -0.00475225-0.00804261j -0.00117367+0.000448759j 0.000655465+0.000489188j 0.000992891-0.00135188j -0.00147814-0.00195176j 0.000291182-0.00407502j 0.00170886+0.00448948j 0.00614019-0.000151399j 0.000814573+0.00142068j -0.00277578+0.000477548j 0.00288601-0.00168119j -0.00105086+0.000297946j -0.00357373-0.000590287j 0.000581608+0.000253027j 0.00115949-0.00113064j 0.00207144-0.000705681j 
-0.00458668+0.00336039j -0.00394078+0.000812574j -0.00126+0.0234087j -0.00501024-0.00903464j -0.0115676-0.0145906j -0.00728351+0.0187568j -0.00238633-0.0160048j 0.0297175-0.00141068j 0.0188946+0.000165014j 0.0167128+0.00313927j -0.0159167-0.0107874j -0.00922413-0.00850302j -0.0146814+0.00220808j -0.00627424+0.00207478j -0.00418789+0.0023214j 0.00398837-0.00914063j 0.0105673+0.00129259j -0.00984401-0.00292799j 0.00075826+0.000556916j 0.00599844-0.00437897j -0.00399109+0.00178139j 0.00200635+0.00305697j 0.00194702-0.000822075j 0.000422403-0.00213579j 0.00450338-0.00340466j 0.00188896+0.00602462j 0.00155477-0.00360757j 0.00205824-0.00192992j 0.000645968-0.00175058j -0.000598205+0.0040016j 0.000977971-0.000159126j 0.00232785-0.00309892j 0.000213554-0.00554613j 0.000795689+0.000725406j 0.000675719+3.85681e-05j -0.000651463-0.00176611j 0.00171369-0.00502782j -0.00577357+0.00140437j -0.00117974-0.00337913j -0.00848549+0.00233631j 0.00634684-0.002306j 0.00673333-0.000830821j 0.00622622-0.0151043j 0.00235691+0.00251816j -0.0111834-0.0044638j -0.00872074-0.0078465j -0.0115742+0.00468439j -0.00273381+0.00259343j 0.00922089-0.00549939j -0.0017172-6.68381e-05j 0.000680701+0.000160001j 0.0050647-0.00719237j -0.00467766-0.00621748j 0.0116381+0.00850123j -0.0069119+0.0153189j 0.00315373-0.00329271j 0.0089815-0.00358542j 0.000990763-0.00365086j -0.000956091+0.00518066j 0.00101931-0.00458697j 0.0045434+0.00368792j 0.00314283+0.00327036j -0.00128546+0.00920977j -0.00189678-0.00882453j -0.00260748+0.00879388j 0.00166451-0.0119863j 0.000814843-0.00250038j 0.00364321-0.0082259j -2.19435e-05-0.000510506j 0.000545954+0.00362035j -0.00133489-0.00257715j -0.00388197+0.00133519j 0.0009621-0.000764359j 0.00108941+0.00204049j -0.00107728+0.00101726j -0.00288658+0.00217747j -0.000137004-0.000210978j 0.00234935+7.901e-05j 0.00195734+0.000270417j -0.00247046-0.000174463j -0.00117509+0.000292704j -0.00282372-0.00338096j -0.000917489+0.000843551j -0.000575199+0.00176259j 0.0023263+0.000635477j -0.00126523+0.000996087j 0.000331564-0.00258325j 8.71932e-05-0.000434698j 0.00333597-0.00197886j 0.001633-0.000490927j 0.000108696-0.00138844j -0.00126688-0.00233315j 
0.00466678-0.00521703j -0.00513805-0.000889641j 0.00463065+0.00428819j 0.00322382+0.0287184j -0.0158423-0.00884565j 0.00820241-0.00153563j -0.0013232-0.0156038j -0.00631488-0.0193148j -0.00571761-0.00857786j 0.0074011-0.0127631j -0.00650135-0.00648569j 0.0115808+0.0121368j -0.000762909+0.00836222j -0.00464842+0.0080507j 0.000870623-0.00105369j 0.0070682-0.00497475j -0.00329365-0.0119502j -0.000107734+0.00389972j -0.00265337-0.00366054j 0.0035507-0.00558754j 0.00268771+0.000457807j -0.00364607-0.00371309j -0.00268643-0.00158448j 0.00316291+0.00377845j 0.000541834-0.00487147j 0.000178785-0.00210487j 0.000542314-0.000483107j 0.00376988+0.000315576j -0.000978777-0.00405407j -0.00135241+0.00099414j -0.00360194+9.15338e-05j -0.00134313-0.00412066j -0.00448689+0.000239934j -0.00389074-0.0010082j -0.000204953+0.001003j -0.000887009-0.0022835j 0.0012674-0.0024973j 0.00437362-0.00271211j 0.00771646-0.00512416j -0.00493286-0.00746575j 0.00471374+0.000863795j -0.0072612+0.00570104j -0.00240058+0.00434803j -0.00371955+0.00594313j 0.0104301-0.00340118j -0.00962045+0.000614586j 0.000168915+0.00658422j -0.000437823-0.00629196j -0.00985679-0.00169722j -0.00335217-0.00122916j 0.0038803-0.00400558j 0.00915585+0.00414151j -0.00754305+0.00134094j -0.00347015-0.00752559j 0.000460192-0.00571397j -0.000315204+0.00689473j 0.00380441+0.0035311j 0.00435138+0.00975712j -0.00377972-0.00160577j -0.00404321+0.00307669j 0.00591946-0.0059733j 0.00437543+0.00403393j -0.00138797-0.00810533j -0.00283733+0.000988346j 0.00115017-0.0101292j -0.00479788+0.00345976j 6.9286e-05+0.0035486j -0.00555268+0.00626593j 0.000196526+0.000983367j -0.000357728+0.00172483j 0.000127581-0.00122818j 0.0021165-0.00233293j -0.000304998+0.00144541j -0.00272616-0.00122997j 0.00177611+0.00010211j -0.000210079-0.0016994j -0.00210463-8.69863e-05j 0.000948957+0.000263782j 0.000938407+6.87321e-05j -0.00175211+0.00238991j -0.00138405-0.00027895j -0.00201433+0.000469248j 0.00136495-0.00207128j -6.69409e-05+0.000531626j 0.00530979-0.00188453j 0.00152365-0.000875233j -0.000819352-0.00220382j -0.000746964+0.00140917j -0.00535636-0.000464517j 0.00274397-0.00113638j -0.000298616-0.00183242j 0.000516279-0.00136707j 
-7.26618e-06-0.000172962j -0.00216749-0.00172346j 0.00225122+0.00644247j 0.00352834-0.00685668j 0.00841926-0.00305497j 0.0106123+0.0147008j 0.0157813+0.000404976j 0.00544957+0.00410201j -0.00457059+0.0179945j -0.0223684+0.00745009j 0.0196804-0.00882674j -0.00401188-0.0142782j 0.0115273-0.0106282j 0.00213124-0.0163418j 0.00208685+0.00385142j -0.0021662+0.00706785j -0.000601539+0.00537844j 0.0101198+0.00303587j -0.00173754+0.00031276j -0.00934638-0.00908335j -0.00108779+0.00593329j 0.00222727+0.00338306j 0.000597348-0.000134693j -0.000959382+0.00018647j -0.000560211+0.00713712j 0.00400541+0.00158389j -0.000911419-0.00217295j -0.000290064+0.00354896j -0.000408548+0.00248611j 0.0083744+0.00882954j 0.00252114-0.0026472j 0.00478014+0.00633021j 0.0041345+0.00465361j -0.000467441-0.0018014j 0.00251556+0.00596273j 3.01772e-05+0.00121004j 0.00142295+0.00162049j -0.000363633-1.57416e-05j -9.93539e-05+0.00132133j 0.00385393+0.00194773j -0.00293323-0.00371737j 0.000305839-0.000219612j -0.00472647-0.00872557j 0.00116863-0.0103754j 0.00435851+0.000891853j -0.00151189-0.00429761j 0.00310451-0.00729792j 0.00141999-0.000117929j 0.00786946-0.00368448j -0.00393062+0.00362439j 0.00180403+0.00616336j -0.00515797-0.00109597j 0.0116087+5.37325e-05j 0.00320007+0.00263317j 0.00775228-0.00242458j -0.00112038+0.00967458j 0.0019219+0.00333002j -0.00633522+0.00545867j 0.0056782+0.00837157j -0.00294269+0.00184091j -0.00138059+0.0013951j 0.00102764+0.00311163j -0.00830174-0.00181848j 0.00250499+0.00291591j -0.000432949+0.00609449j 0.00232772+0.0013528j -0.000598521+0.00605166j 0.00588875-0.00387444j 0.00323054-0.00292618j -0.00336365+0.00325339j 0.00171588+0.00290463j 0.00514065-0.000433017j 0.00017269+0.00366434j 0.00077829-0.000880055j -0.00409643+0.00614528j -0.000979402+0.00122791j 0.00235875-0.000450186j 0.000386429-0.00376007j -0.000924543+0.000238024j -0.00127159+0.00788832j -0.00309791-0.00193289j 0.00383868+0.00144771j 0.000210502-0.000894882j -0.0030581+0.00425171j 0.00220184-0.00783976j -0.00256874-0.00396089j 0.00104165-0.000824652j -0.00232921+8.11564e-05j 0.00192382+0.00137472j 0.00207684-0.00317317j -0.000386538-0.000862343j 0.00175072-0.00207643j 
0.000608494+0.00145209j -0.00460369+0.0121969j -0.00222368+0.0124724j -0.00997577+0.0117125j -0.0153969-0.00468186j -0.00256327+0.00757032j -0.00426327-0.0159873j 0.0086641+0.00676307j -0.009924+0.00851576j 0.000833545-0.000261854j -0.00439283-0.00948301j -0.000600656+0.00128594j 0.00464171+0.00415774j 0.00116857+0.000393617j 0.00623314-0.00785402j 0.00529026+0.000998253j -0.00688114-0.00127722j 1.66029e-05+0.00314846j -0.00684917-0.0018069j 0.00211196-0.000579741j -0.00114149+0.000418199j -0.000190719-0.00302216j -0.00364011+0.00231226j 0.000722818+0.0027256j -0.00121107+0.00446312j 0.00312927-0.00370944j 0.000305886+0.0027011j 0.00374152-0.001021j -0.00304432+0.00118954j 0.00107295-0.000501754j -0.00153369-0.000784324j -0.00157149+0.00176328j 5.24227e-05+0.00476761j -0.0013885+0.00378509j 0.00350054+0.000864958j -0.00232602+0.00143015j 0.0022742-0.00197223j -0.00292359-0.00405024j -0.000805321-0.00543297j -0.0091763+0.0099209j 0.00595585-0.00624311j -3.66932e-05+0.0034107j 0.00544633+0.00661335j -0.0130113+0.0132911j 0.00245377+0.00702027j -0.0155883-0.00249326j -0.00851173+0.002219j 0.00422589+0.00118958j -0.00380717+0.0114525j -0.0151093-0.00418854j -0.000632445-0.00639603j 0.00117959+0.00524069j -0.00144069+0.00411426j -0.00391196-0.00709285j 0.00242783-0.00623655j -0.0100585-0.000273295j -0.00176502+0.00184202j -0.00116693+0.00190895j -0.00172755-0.00258797j -0.00501697+0.00165473j -0.000576704-0.000885883j 0.000569941+0.00284135j 0.00111976-0.00711784j 6.4438e-06+0.00459785j 0.00260501-0.00273923j -0.00255043+0.00914878j 0.00043281-0.00054552j -0.000303532+0.00514115j -0.00135481-0.00262969j -0.000717283-0.00163321j 0.00115062+0.00243103j -0.000747816+0.00247793j 0.000261615+0.0039984j -0.000978179-0.00127008j -0.000734098-0.000430163j -0.00059473-6.65732e-05j -0.00149083+0.00215467j 0.00047994-0.000531472j 0.000819771+0.000407785j -0.00157635+0.000490537j 0.000640441+0.000341774j -0.00298891+0.0026993j 0.00292247-0.00123515j -6.60112e-05-0.00112273j 0.00153205+0.000470019j 0.000995524-8.40599e-05j -0.000962686+0.00116946j -0.00210863-0.000632234j 0.000247181+0.000146084j 0.00226772+0.00147129j -0.0025205-1.07418e-05j -0.00213826+0.0018417j 
-0.00304509-0.000505566j 0.000194577-0.0111703j -0.00967423-0.0109704j 0.0136949-0.0161625j -0.00114822-0.00431939j 0.00160924-0.014176j -0.0113047+0.0111933j -0.00225598+0.00849596j 0.00985767-0.00798647j 0.00993019-0.0139414j -0.0199734+0.012543j -0.000363284+0.00792044j -0.00578988+0.0147735j -0.00199503+0.0118709j 0.00618517-0.00742548j 0.00880706-0.0104803j -0.00330762-0.00179426j -0.00490492+0.00442498j -0.00102351-0.000739109j 0.00494121+0.00399909j -0.00174411-0.001288j -0.00359537-0.00192633j 0.00196866+0.00173675j -0.00101417-0.00321668j 0.00164153-0.00444372j -0.00462327+0.00212957j 0.00170208+0.000909485j -0.000677827-0.00489756j 0.00134926+0.000485857j -0.00829669-0.00135477j 0.00133724+0.00204052j -0.00306768-0.00101283j -0.00443068-0.00277689j 0.00244141+0.000261398j -0.00507851-0.00094882j -0.000786273+0.00196376j -0.000443808+0.00239523j 0.000970393+0.00221032j -0.00278008+0.00757076j 0.0043107-0.00252057j -0.00267286+0.00497458j 0.0028588-0.00749776j 0.00464528-0.000607781j 0.0052033-0.0129342j -0.00739979+0.00139002j 0.0133588+0.00768669j 0.00146913-0.0109804j -0.00691307+0.00175458j 0.00283776+0.00870281j 0.0106729-0.00108195j -0.0116433+0.00353362j 0.00247012+0.0016349j -0.00792506+0.00207097j -0.00462739-0.00395323j 0.00382451-0.00311797j 0.00736001+0.00353728j -0.00360429-0.00166219j 0.0103097-0.00155718j -0.00400491-0.00564498j 0.000292368+0.00464846j 0.00103933-0.00593539j -0.00269235-0.00142173j 0.00365762-0.00334322j -0.00553792+0.00285135j -0.00454829-0.00748317j -0.00362609+0.00481037j -0.00512673-0.00202928j 0.00101521-0.000369466j 0.00104024-0.00113129j -0.00234269+0.00212451j -0.00289571+0.00107256j -0.00364169-0.002212j -0.00147661-0.00123559j 0.00151246+0.00168764j -5.45855e-05+0.000984399j -0.00147844+0.00161926j -0.00305381+0.00388866j 0.00327138-0.000777909j 0.00158497-0.000311287j -0.00249788+0.000244591j -0.00244161-0.000753639j -0.00362769-0.000624128j 0.000513342-0.000148891j -0.000693018-0.00229948j -0.000777337+0.000373846j 0.00229376-0.000175608j 0.000570336+0.000941759j 0.00264309-0.000988594j 0.00225593+0.000849453j -0.00147792+0.000501387j 0.00099028+0.000910273j 0.000717696-0.00150352j 
