0.0140237-0.00733598j 0.00492926+0.00370984j 0.0112147-0.00681166j -0.0106055+0.00036601j -0.00105047+0.00374224j -0.00139484+0.00292491j 0.0103846-0.00165509j 0.00119938-0.00487636j -0.0032775-0.00179834j 0.00251087-0.00264274j -0.00209925+0.000267274j -0.00139803+0.00164811j -0.00571656+0.000678472j 0.000435535+0.000106478j 0.00267764-0.00229997j 0.00380281+0.00118629j 0.000665611-0.00215302j 0.00234471+0.000776439j 0.00229695-0.00315385j -0.00956794+0.00175222j 0.00823078-0.00378592j -0.00289142-0.00227319j -0.000805694+0.00115158j -0.00320369+0.000989987j 0.000496354+0.00283249j 0.00248241-0.000299505j -0.00392536+0.00505901j -0.00904944+0.00540044j 0.00194777-0.00295256j 0.00286828+0.00126215j 0.00313909-0.00276201j 0.00459715-0.000348893j -0.00272859+0.0016175j 0.00157882+0.00159232j -0.00493409-5.4736e-05j 0.0015106+0.00848186j 0.00307675-0.00213431j -0.0016598+0.000407958j -0.0128818+0.00552794j -0.010161+0.00262809j 0.00659616-0.00392361j -0.00481849+0.000659619j 0.0054813-0.00164167j 0.00505201-0.00341668j -0.00879198+0.00175931j 0.00761539+0.00214608j -0.00404222-0.00522176j -0.00301554-0.0023342j 0.00263478+0.00365803j -0.0108176+0.00327961j -0.00651587+0.00162992j -0.00118401+0.00464213j -0.00815992-0.00122299j -0.00217699-0.00106732j 0.00499255-0.00557518j 0.0077161+0.00709548j -0.000393095-0.00711293j -0.00186682+0.00235839j -0.00616207-0.00320787j -0.00435621+0.00278735j -0.00643801-0.0106739j 0.00109709-0.0062303j 0.00753208-0.000528465j 0.00177647-0.00959102j -0.000245998-0.00345611j 0.000488819+0.00496754j -0.00952081-0.0125465j 0.00917842-0.00315583j 0.00863429+0.0190863j 0.015648+0.00343697j 
0.00213+0.00177892j 0.00529814-0.000236911j 0.00215875+0.000541608j -0.00218594+0.000913138j -0.00397368+0.00092504j 0.00428909+0.00158827j 0.00401133-0.000279873j 0.00558077+0.00248448j 0.00262033+0.00135536j -0.00450091+0.00285138j 0.00334483-0.00134947j 0.00128291+0.000782888j 0.00573839+0.000936837j -0.00506184-0.00185373j -0.0025733-0.00168881j 0.00205411+0.000638811j -0.00296342+0.0012379j 0.00122821+0.00042296j -0.00224259+0.00223811j 0.000213642-0.00111532j 0.000507295+0.00155821j -0.00230625+0.00216025j -0.000444746-0.00224541j -0.0045221-0.00190916j 0.00128532-0.00131062j 0.000815936+0.000244877j 0.00245234-0.000754247j 0.004328+0.000530242j -0.000211516-0.000415897j 0.00089422-0.000520701j -0.00287102+0.000697243j 0.00332688+0.00125267j -0.000148041+0.00173195j 0.00152641-0.00084554j 0.00262123+0.00141875j -0.000718021+0.00268958j 0.00296194+0.00107837j -0.00167623-7.39377e-05j 0.000254774-0.000734858j 0.0018168-0.000956546j -0.00032241+0.0019147j 7.43784e-05+0.000582567j 0.00159643+0.00216944j -0.00021908+0.00323268j -0.000135396+0.00316413j 0.00399744+0.00155325j -0.00523322+0.000611824j -0.00150648-0.00187945j 0.00346578-0.00164821j 0.00566163+0.00789224j -0.00285027-0.00388552j 0.00858738-0.00320792j 0.00700519-0.00237424j -0.00240338-0.0118354j 0.000319146-0.00105001j -0.0163712+0.00105378j 0.00215141+0.00786332j -0.00670609+0.00197458j -0.00088657-0.00594228j -0.0034848-0.00378502j -0.00140327-0.00234324j 0.0014498-0.00742611j 0.00160024+0.00182873j -0.000813528+0.00894648j 0.00156222+0.00317572j 0.00433327+0.00300419j 0.00606198-0.00757095j 0.00560135-0.00628777j 0.0065576-0.0031188j 0.00199953-0.00154272j 
-0.00108568+0.00305613j -0.00253673+0.00236076j -0.00554161+0.00438041j -0.000510145-0.000139488j 0.00537508-0.00259185j -0.0063065+0.000512067j -0.000806756+0.0034586j -0.00746515+0.00584782j -0.00106757+0.00108707j -0.00710155+0.00128995j 0.00733706+0.000489628j 0.000568552+0.00129483j -0.00208646+0.0036121j 0.00467615-0.00464724j 0.000575581-0.00238427j -5.95469e-05+0.00281822j -0.000611164+0.000671873j 0.00170254+0.00183026j -0.00665859+0.00299166j 0.000337941-0.000306126j -0.000516007+0.00141585j -0.00378071-0.000249953j 0.00263514-0.000629519j 0.00173865-0.00181987j 0.00162251-0.000167465j 0.0020073+0.000201796j -0.00549547-0.000655782j 0.000508569+0.00307816j 0.00164029+0.000647096j -0.00274244+0.000118174j -0.00160582-0.0037251j -0.00134528+0.00176773j -0.00107966-0.000200236j 0.00173221+0.00083801j -0.00203127-2.10492e-05j -0.00337849+0.000442327j -0.0010299+0.00322942j 0.0030125-0.00105388j -0.000824662+0.00169699j -0.00329434+0.000102922j -0.00253163-0.000661173j 0.00196888-0.000160307j -0.00377649+0.00225963j -0.00697332-0.0017317j -0.00324357-7.32391e-05j -0.000286641+0.00168081j -0.00518898+0.00222177j 0.0020254-0.00646967j 0.000485978+0.00420688j -0.00417517+0.00903981j -0.000539129-0.00569397j -9.32806e-05+0.00252322j -0.00392301+0.00958279j 0.00681699-0.0118285j -0.00117338-0.00531327j -0.00288903-0.00634842j 0.0022848+0.010271j -0.00187235-0.00470135j 0.00585014-0.00397397j 0.00733841+0.006721j -0.0025004-0.00321937j 0.0214599+0.00119536j -0.00537901+0.00462724j -0.000520577-8.67476e-05j -0.0019662+0.0146552j -0.00553928-0.00955217j 0.00562964+0.0018316j 0.0109394+0.0142296j 0.00740137-0.00426112j -0.00227854-0.00292752j 
-0.000157354+0.00202916j -0.00145844-0.00470003j 0.00378908+0.00178484j 0.000204738+0.00371609j -0.00282705-0.0023593j 0.000366039-0.00214413j 8.02289e-05+0.000282689j -0.00018933+0.00433386j -0.0035527+0.00185202j 0.000691422-0.00342782j -0.00208502+0.00187747j -0.00168388+0.000330839j -0.00232163+0.00420935j 0.000521261-0.00549892j 0.00018426-0.000503739j 0.0011587+0.00247374j 0.000578722-7.45278e-05j -0.000851416-0.00143339j 0.00161962+0.000919567j -0.00176534+0.00204854j -0.000397014-0.00103023j -0.000193703+0.00373944j -0.000426663-0.0032308j 0.0031255-0.00179826j 0.000880538-0.00171919j -0.00153519+0.00131778j 0.00241736+0.00220352j -0.00241468-0.000342087j -0.000959659-0.00380788j 0.00144397-0.000556883j 0.00199263+0.000847935j -4.81025e-05+0.00201304j -0.000460637-0.00109495j -0.000183502+0.00165455j 0.000425272+0.00144279j 0.000549903+0.000292791j -0.000833971-0.000471777j -0.00121818-0.000575728j -0.000126094+0.000811579j -0.000314559+0.00237666j -0.00040134+0.00290845j -0.000728548-8.80094e-05j 0.00154872+0.000307236j 0.00269749+0.00508008j 1.51063e-06+0.0015289j -0.00102969+0.00519779j 0.00418066-0.00741026j -0.00239732+0.00075037j 0.00201378+0.000902819j -0.00131803+0.00120845j 0.00247253+0.00110558j -0.00310832+0.00483198j 0.00322138-0.00319652j -0.00037298+0.0036892j -0.00402127+0.00600246j 0.00299664-0.00296598j -0.00451-0.00875297j 0.000419053+0.00361152j -0.011451-0.00860325j 0.0108002+0.00391108j 0.0142048+0.00122143j 0.00137803+0.00764495j 0.00148308-0.00201985j -0.00263195-0.0143302j 0.00250955+0.0181268j -0.0185837-0.0150904j 0.000587469+0.014192j -0.00292082-0.000859542j 0.00799573-0.00522339j 0.00585721-0.0149724j 
0.00290113+0.00358824j 0.00047625+0.00198317j 0.00295105+0.00350312j -0.00190448-0.00305508j -0.00115488+0.000479561j 0.000625523+0.000446823j 0.000926444+0.00374681j 0.00150304-0.00195818j 0.00168567-0.000779853j 0.00115294+0.00149542j -0.000990764+0.00042464j -0.000938427+0.00446823j 0.000706792-0.00165946j -0.000913221+0.00230069j -0.000630546-0.000992078j 0.00140436+0.000288488j 0.00142105-0.000867976j -0.00058645-0.000912754j 0.00246068+0.000874089j 8.45541e-05+9.695e-05j 0.00171604+0.00183124j 0.000669677+0.000527377j -0.00133876+0.000871396j -0.00292593+0.00387146j 0.000338987-0.0014718j -0.000706519-0.00254441j 0.00233798+0.000945649j 0.000169719-0.000355731j -0.00102045-0.000236138j 0.00125842-0.000610361j -0.00188515+0.00186452j 0.000307346-0.00240396j 0.000992441-0.00116424j -0.00145834+0.00147285j -0.00105156+0.000823341j -0.000800605-0.000613858j 0.00135182+0.000698006j -0.00216265-0.000240484j 0.00125029+0.00121093j 0.000465919+0.0010166j 0.000421104+0.000753963j -0.00246143+0.000467464j 0.00460659-8.02041e-05j 0.00255877+0.00316995j 0.000127793+0.00309332j 0.0013142-0.00213026j -0.000798746+0.000693408j 0.000751563+0.00179129j -0.0014423-0.00134712j 0.00352362+0.000660895j 0.00236145+0.000876244j 0.00739545-0.00554765j -0.00164959-0.0010358j 0.0010198-0.000696484j 0.0042393+0.00250276j -0.00225206+0.00397149j -0.00179614-0.0103467j -0.00303899-0.00119256j 0.00139745+0.0028578j 0.0031329+0.000194593j -0.00934527-0.0126962j 0.00953452+0.00886266j -0.00385215-0.00596531j 0.017574+0.0194625j -0.0106789-0.0105819j 0.00770477-0.0269683j -3.28356e-05-0.00538265j -0.00162241+0.00893799j 0.00362869-0.0161559j -0.00731238+0.00571125j 
-0.00199382+0.00274483j -0.000148479+0.00355017j -0.000635736+0.00169981j -0.00100168+0.00102928j -0.000199363-0.00177298j 5.41991e-05+0.00390577j -0.002611+0.00079054j -0.00539045+0.00516301j -0.00290615+0.00154576j -0.00360981+0.00254612j 0.00176052-0.000537575j -0.00446283-0.00234265j -0.00415428+0.00300947j 0.00452337-0.00519089j 0.00143024-0.00298126j -0.000442462+0.000610396j 0.00186447-0.00149678j 0.000910549-0.00427654j -0.00180809+0.00156827j -0.00151748+0.000355793j -0.00288428+0.000180669j -0.0037007-0.000676486j 0.00157581-0.00121427j 0.00330547-0.00344824j 0.00392649-0.00114862j -0.000857563+0.00210147j 0.00183012+0.00539495j -0.00243022+0.00191403j 0.000723797-0.00458338j 0.00109219+3.50987e-05j -0.000888593+0.00155562j -0.000842156-0.000432754j -0.000855448-0.00292651j -0.00188866-0.00081231j -0.00121916+0.00129425j -0.000899687-0.000779091j -0.00318498-0.000389815j -0.000513569-0.00572919j -0.000702152+0.00234194j -0.00336745+0.00706354j -0.0036169+0.0019196j -0.00400062-0.00324279j 0.00517666+0.00979096j -0.0018252+0.00664145j -0.00257732+0.00110431j -0.00294535+0.00308733j 0.00596297-0.00446682j 0.00113461+0.0044143j -0.000105429-0.00369804j -0.00136146+0.00912725j 0.00838012+0.00109615j 0.00190199+0.000840818j 0.0048202+0.000851407j 0.00328196-0.00143385j -0.00216875+0.00980142j -0.00145297-0.0127399j -0.00181166-0.0100717j -0.0043226+0.00543037j 0.0086365-0.00667487j 0.0133482-0.0115033j 0.00485058-0.0013988j 0.00820766-0.0116408j 0.00551471+0.00456397j -0.0141062+0.00597046j 0.00614601-0.0169923j -0.000260002+0.00633632j 0.011228-0.00466615j 0.0128088-0.00107093j 0.0027545+0.00688738j 0.00129579+0.00497077j 
0.000464103+0.00354818j 0.0041206-0.00123089j 0.000755839-0.00181606j -0.00184982-0.000335141j 0.000312514+0.00288311j 0.00268269-0.000988138j 0.0010248+2.47917e-05j -0.00170405+0.000175633j -0.00383378+0.00206176j 0.000589785-0.000414312j -0.00296962-0.00128021j 0.00144622+6.39964e-05j -0.00291294-0.000149847j 0.00409694-0.00171398j 0.000392815+0.0013594j -0.00187312+0.00165509j -0.00289475+0.000121646j -2.5333e-05+0.000685512j -0.00282111-0.000945345j -0.000247275-0.000612022j -0.000818505+0.00398154j -0.000433899-0.000630646j 0.00263774-0.0001988j 0.0063842-0.00549743j 0.000172909+0.000348266j -0.00284499+0.00127121j -0.000274079-0.00133145j -0.00199775+0.000576008j 0.00195153+0.000482159j 0.000919847-4.7112e-05j 0.00269695-0.00077027j -0.00213886-7.27775e-05j -0.000852349+0.000336529j 0.00217218+0.0020604j 0.000410677-0.00128838j -0.000960844-0.000259552j -0.00134519+0.00179499j 0.00189609-0.00137286j -0.00041348+0.000116893j 0.000695779-0.00364339j -0.000685766+0.000510401j 0.00610697-0.00141454j -0.00460055-0.00609805j -0.00269329-0.00156567j 0.00206132-0.00176799j -0.00567461+0.00415684j 0.00630125-0.00884633j -0.00407508-0.00217179j 0.00267035+0.00317258j -0.00586878+0.000502131j -0.0025181+0.0016133j -0.0195375+0.013537j 0.00651262-0.000356562j -0.00105759+0.00900557j -0.00773611+0.00902541j 0.00451625-0.0036548j -0.00759522+0.0121901j -0.00166792-0.00240132j -0.0151285+7.35184e-05j 0.0127452-0.0037231j 0.0018822-0.0060997j -0.0157967-0.0101304j 0.0176517+0.000908486j -0.019461+0.00451835j -0.0132649-0.00978865j -0.00563851-0.0127761j 0.0110609-0.000487022j -0.00856297+0.00561443j -0.000328656-0.0035502j 0.00259256+0.0098957j 
-0.00103571-0.00173361j -0.00197016-0.00120071j -0.00111662+0.000409587j 0.00212614+0.000822092j 0.00204987-0.000607324j 0.000908271+0.0016374j 0.00164701+5.25628e-05j -0.000267795-0.000197839j -0.00229001+0.000416361j 0.00413936-0.00258129j -0.00160848-0.0020686j -0.00284072-0.00163421j -0.00402839-0.00197781j -0.000894395+0.0025674j 0.00181556+0.000622681j -0.000883313-0.00362929j 0.0025318+0.00304074j 0.00637131+0.00197436j 0.00273262+0.00197249j -0.00482646-0.0018594j 0.00308101-0.00198986j -0.0027967-0.00243304j 0.000299559+0.00166684j -0.00230841+0.00259231j -0.00052628+0.0021394j 0.00118793+0.000110233j -0.00610364+0.00154407j 0.000305472-0.00180304j 0.00543721+0.00130825j -0.0019618-0.000144146j -0.000864876+0.00127295j 0.00261851-0.00205442j 0.00192062-0.00419876j 0.00275693-0.00151582j 0.00338972+0.000426527j -0.00223355+0.0037239j 0.00414078-0.00344327j 0.00112495-0.000380419j -0.0033363-0.000688902j -0.0108539-0.00404161j 0.000145751+0.000641355j 0.0019194-0.0106681j -0.00169929+0.00641704j -0.00673796+0.00560415j 0.00286772-0.00423539j -0.00221023-0.0040372j 0.00343771+0.00710831j -0.00939165-0.00422011j 0.00439032+0.00224348j 0.00806597+0.00827838j 0.00263372+0.0100243j -0.000733834+0.00299738j -0.000798511-0.0164725j -0.011594+0.00417276j -0.00587967-0.00707004j 0.000549205-0.0029144j 0.0134459-0.000810192j 0.000980621+0.00419636j -0.00344871+0.00835461j 0.00284959+0.00689047j 0.0018822+0.000895082j -0.00862965+0.00876417j 0.00274836+0.00491175j -0.000575776+0.00753468j 0.00848603+0.00881393j 0.00499199-0.0119151j -0.00474466-0.000193671j -0.000599611-0.00150941j -0.00373022+1.57037e-05j -0.000340007+0.0003692j 
0.00363049-0.000505402j -0.00117144-0.00240178j -0.0022161+0.000521356j 0.000792155-0.00122592j 0.00313633+0.000869376j -0.000667695-0.00434466j 6.62042e-05-0.000482794j -0.00146149-0.00178779j -0.000520582-0.00017627j -0.00431685-1.74724e-05j 0.00343814+0.00454385j 0.000432515-0.00031661j 0.000873465+0.000444114j 4.67572e-05-0.000414787j -0.00177823-0.0021886j 0.00132337+0.00125917j -0.00107707+0.000304052j 0.000400485-0.00103765j -0.00607968-0.00241977j 0.00070013+0.00123052j -0.00204081-0.00104902j 0.000563191+0.000188085j -0.00112483-0.000666154j -0.000248496-0.00035774j 0.000826837+0.000426085j 4.10868e-05+0.00244223j 0.00206364-0.00303116j -0.00182783+0.00358708j -0.00226474-0.00191168j -0.00089701-0.00267471j 0.000942415-0.0025998j -0.00193884-0.00204641j -0.000414391+0.00224211j -0.00222336-0.00584069j -0.000160931-0.00329573j 0.00466247-0.00255419j -0.00568391-0.0042402j 0.00155526+0.00306525j -0.00201879+0.00172787j -0.00622952+0.00264185j 0.000557819-0.00270341j -0.00274462-0.00093669j 0.00504189+0.00613436j 0.00494503-0.00369802j 0.00207173-0.00428385j 0.00330183+0.00174062j 0.0016593+0.00409949j 0.00659663+0.00662317j -0.00101412-0.00481543j 0.00370001-0.00343557j -0.0024689+0.00318974j -0.0157335-0.0005702j 0.000389393-0.00122111j -0.0156374-0.0072305j -0.00128986+0.0123047j 0.00898182-0.00133863j 0.0037919+0.00349585j -0.00189586+0.0158742j -0.0106496-0.00541313j 0.0059092-0.00281856j -0.000750636-0.011517j -0.0146425+0.00367509j 0.0109788+0.0115468j 0.00433102-0.00264216j -0.0021897+0.00107843j -0.00536203-0.00187871j -0.00367255+0.00338217j -0.00933783+0.00433997j -0.00234024-0.00277717j 0.00216256-0.000627726j 
0.000730686+8.57644e-05j 0.00104308+0.00297822j -0.00193309+0.00637017j -0.00224264+0.00141811j 0.000105627-0.0043908j -0.0039551+0.00482522j 0.00274036+4.20912e-05j -0.00123401+0.00601967j 0.00174582-0.00186858j 0.000687557+0.0072178j 0.00649161-0.00587101j 0.00225309-0.0014613j 0.00299281+0.00273418j 0.000520748-0.00243804j -0.00317176-0.00299198j 0.00344188-0.00197488j 0.00208611-0.000791517j 0.00385197-0.00232515j -0.00149618+0.0085773j 0.00139978+0.000346336j -0.00132458+0.00230317j 0.000240776+0.00254489j -0.00125558-0.00143844j -0.000885477-0.00168396j -0.000473574-0.00280275j 0.00183113-0.00324126j -0.00402363+0.00484628j 0.00407488-0.0011638j -0.000564508+7.63168e-05j -0.00271662+0.00192417j -0.00540459-0.00101427j 0.00190856+0.00160552j 0.00358962+0.000466258j -0.002767-0.000273964j -0.00406349+0.00338267j -0.00328737+0.000736063j 0.00012052+0.00828089j 0.00159234-0.00338718j 0.00322158+0.00113753j 0.00247796+0.00844252j -0.000253265+0.00287591j 0.00123399-0.00135981j 0.00176636-0.00249347j -0.00538502+0.00906199j -0.00402283+0.00255867j -0.00298409-0.00868599j 0.00712572+0.00149874j -0.00148319-0.00601563j -0.00266296-0.00135974j 0.00428291-0.00500373j -0.00849077+0.0065393j -0.0041978+0.003416j 0.01263+0.0109263j -0.024301+0.0060419j -0.00713268+0.00297026j 0.000154098+0.00364662j 0.020517-0.0086483j 0.00207295-0.00469146j -0.0055787-0.00598881j 0.00622077-0.00721366j -0.00892169+0.00206834j -0.00479971-0.00406304j 0.0186229+0.00774579j 0.00221941-0.00597902j 0.0155531+0.00240523j 0.00723005-0.00194079j -0.00184239-0.00555232j 0.015037-0.00540989j 0.00134847-0.00454772j -0.00303252+0.000270315j 
-0.000439488+0.00154808j -0.00296845+0.00205414j -0.00357473+0.00247405j 0.00265948-0.00109697j 0.00234998-0.00168842j 0.00328973-0.00307285j -0.00429716+0.000730404j -0.00110376+0.00277278j 0.00321739+0.00124166j 8.42926e-05+0.00248831j -0.00105991+0.000446039j -0.00184456+0.00186503j -0.00725302+0.00482731j 0.00166555-0.0020778j 0.00303286-0.000955343j 0.00107381+0.00276572j 0.000708744-0.00114166j 0.000489336-0.00608507j 0.00089793+0.000747414j -0.00665041+0.00336892j 0.000699781-0.00145369j -0.00480098+0.000947041j -0.000959107-0.00107883j 0.00284356-0.000811288j 0.00192763+0.000615946j 0.000232863+0.000259251j 0.00283562+0.00281967j -0.00163885+0.00254135j -0.000222095-0.0040986j 0.00196593+0.000360484j 0.00750178+0.000584564j 0.00290359-0.00129339j -0.000210469+0.00188203j 0.00219703-0.002995j 0.00254732-0.00232515j 0.00360273+0.00484209j -0.00339431-0.000425667j -0.000379556-0.00804354j -0.00538294+0.0063864j -0.00189408+0.00809538j 0.000263439-0.00223641j 0.000392685+0.00792835j -0.00187481-0.00370043j 0.0100513+0.00133186j 0.00583562+0.00486752j 0.00673217+0.00809063j -0.00267365-0.00660788j -0.00466318+0.00541592j -0.00493794-0.00783535j 0.0176888-0.00790396j -0.00534-0.0113783j 0.0073379-0.002514j -0.0148085+0.00112477j -0.00873685-0.00982883j -2.75244e-05+0.00231879j -0.008012+0.00974966j 0.00338481+0.00246244j 0.00144729-0.005907j 0.00096187-0.000256564j -0.000179429-0.00338176j -0.000368186+0.0020606j -0.00393233-0.0109812j 0.00508295+0.00481468j 0.0139893+0.00806182j 0.00271753-0.00439905j -0.00799254+0.000424459j -0.00336583-0.00279204j 0.00121456-0.00242683j 0.00215369-0.000293225j -0.00120176-0.00105447j 
-0.000877886+0.00169439j -0.000269042+0.00163627j -0.00139423-1.86911e-05j 0.0017371-0.00225626j 0.00023077+0.000310835j 0.00338691-0.00447483j 0.000815042-0.000171144j -0.000541053+0.000590469j 0.0015122+0.000567873j -0.0040979-0.000267152j 0.00360568+0.00280304j -0.00350183+0.00229634j 0.000426625+0.00397392j 2.55001e-05-0.00129901j -0.00275724-0.00339307j -0.00212431+0.00126184j 0.00332826-0.00222979j 0.00148756-0.00117668j 0.000733356-0.000807027j -0.00325848+0.00399789j -0.00210817+0.000927315j -0.00376198+0.00266644j -0.000192891+0.000574094j 0.000848805-0.000127717j 0.00186493-0.00294406j 0.002378+0.000475016j 0.00244169-0.000818051j -0.00242779+0.000523023j -0.00243331-0.00273244j -0.000946446-0.000703606j -1.35385e-05-0.00618363j 0.00119051+0.000408607j -0.00731745-0.00553295j -0.00043735+0.0019549j -0.000162349-0.00114407j -0.00529584+0.00325213j -0.00176765-0.000221312j 0.00175131+0.0122139j 0.00084994-0.000809208j -0.000365489+0.00720556j 0.00460615+0.000770397j -0.00865526-0.00340641j 0.0123259-0.00782199j 0.00788905+0.00473043j -0.0023309-0.0104466j -0.00203626-0.00639914j 2.5255e-05-0.00452326j 0.00350669-0.00190564j -0.00424811+0.00427335j 0.0110088-0.00196797j 0.0115914-0.00089319j -0.00557442+0.00580436j -0.0215106+0.00526544j 0.0055127+0.0177941j -0.00138338-0.00850185j -0.00629949+0.00203924j -0.0185684+0.0104248j 0.0144982-0.00279681j 0.00274429+0.00228445j -0.00277031-0.00565592j 0.00117869-0.0048697j 0.00640229+0.0109311j 0.00550756+0.000759565j 0.00829834+0.00126819j -0.00400315-0.00343542j -0.00968326+0.00290201j 0.00147177+0.000345367j -0.00336525+0.00167681j 0.00365292+0.00145822j -0.000535369-0.000716015j 
-0.000735082+0.000818853j 0.00180363-0.00328837j -0.000640958+0.000631701j -0.00124236-0.00105273j 0.00162666-0.00219113j -0.00039157-0.000356681j 0.000558821-0.00498974j 0.0006357-0.00437234j 0.000118414+9.62588e-05j -0.00258384-0.0017614j -0.00350242+0.00360939j 0.000200853-0.00136908j 0.000151448-0.00165811j 0.00153372-0.000298427j 0.0021532-0.000537475j -0.00233353+0.000364743j 0.000836376-0.000499819j 0.00518633-0.00612801j 0.00176833-0.00390536j -0.00177846+0.00136316j 0.00227262-0.00225481j -0.00186078+0.00228622j 0.0037989-0.00224008j -0.000311226+0.000678141j 0.000565178+0.00105872j -0.000259125-0.000616653j -0.0035708+0.004742j -0.00111875-0.00277065j 0.00588522-0.00569935j 0.000299076+0.00145397j -0.00288705+0.00209264j -0.000759404-0.00225115j -0.00682411+0.000299882j 0.00348566-0.00756773j -0.00159751-0.00140626j 0.00573245+0.0070503j -3.02374e-05-0.00798362j 0.00423736+0.00186234j -0.000863448+0.00106835j -0.00762306+0.00536695j -0.00155972-0.00380075j -0.00978214-0.00457398j -0.0108866+0.0080295j -0.00389585+0.0100105j -0.0112386-0.000366238j -0.00351766+0.00713773j 0.0039708+0.00150955j -0.0121266+0.0114043j 0.0149528-0.00886032j 0.00127398-0.00620652j 0.00400986+0.00534573j 0.0108675+0.00887379j -0.00513849+0.0130995j 0.01549+0.00422344j -0.0228993+0.0118135j 0.00503791+0.0017865j 0.0256495-0.00127505j -0.0113631-0.00326448j 0.0182063+0.00673984j 0.0145435+0.000366342j 0.00729688-0.00349728j 0.00583777+0.00947576j -0.00302474-0.00600264j -0.00145654+0.00581036j 0.0169698-0.0030081j -0.00568968-0.00157271j 0.000416042+0.00250634j -0.00294592+0.00491201j -1.15424e-05+0.00272003j 0.00403571+0.000661436j 
0.00212152+0.00330599j 0.00127431-0.0018702j 0.0013516-0.00182914j -0.000520397+0.00133126j -0.000459714+0.000422736j 0.000847232-0.00139937j -0.000310352+0.00163336j 0.00426644+0.00164555j 0.00291411+0.00195117j 0.00172522+0.000237332j -0.00298446+0.00247061j 0.000749997+0.000487007j 0.00106421+0.00338125j -0.00198184-0.00521941j 0.000930446-0.00209364j 7.17825e-06+0.00399771j -0.00234154-0.000858446j -0.00256766+0.000223032j 0.00227872-0.00231027j 0.000332756+0.000649673j 0.00272816+0.00308943j 0.00111238+0.0038669j 0.00121344-0.00224273j 0.000712614-0.00430835j -0.00324742-0.00349919j -0.000233903+0.00127561j 0.0018851+0.000982485j 0.00029377+0.00176512j -0.000426-0.0036838j 0.000963519+0.000567227j 0.000590338-0.000765399j -0.00027963+0.00125865j -0.00683806-0.00232299j 0.00541963+0.00375998j 0.003311+0.00199093j 0.000848066+0.000786113j -0.00177671-0.00510105j 0.00195871+0.00930648j 0.00113229-0.00133781j -0.000481324-0.00462761j 0.00343994+0.00490393j -0.00202154-0.00813959j -0.00130812+0.00638875j -0.00143601+0.00536958j 0.00213705-0.00185376j 0.00723987+0.00438829j -0.00492227+0.00509613j 0.000798446+0.0036219j 0.00763172+0.00614696j 0.00585045+0.0110416j -0.00563264+0.000291391j 0.000580708+0.00331403j 0.000583167+0.00251194j 0.00129728-0.00834776j -0.00344572+0.00240126j -0.00151282+8.83102e-05j 0.00379552+0.0161984j -0.0074605+0.00438499j -0.00432442-0.00562541j 0.00572024-0.00363837j 0.00664363-0.00935175j -0.0108123-0.0165421j -0.00880909+0.00444964j 0.00072958+0.0106243j -0.00394643+0.00460997j -0.00606707+0.00498922j -0.000639494-0.00916477j 0.00146127-0.00598607j 0.00162031-0.00709229j 0.000925351-0.00192556j 
0.000167338+0.000961644j 0.0028936+0.00227672j 0.0018548+0.00159942j -3.47676e-05-0.00173572j -0.000851238-0.000509946j 0.003021+0.00318205j 0.00163164-0.000264984j 0.000350568-0.00167915j -0.00246773-0.00266947j -0.00157809+0.00142824j -0.00134405-0.00207994j 0.00067666+0.00256376j 0.000276915-0.00341087j 0.00112568+0.00248695j -0.00099858+0.000492316j -0.00285486-0.000537502j -0.000759016-0.00427486j 0.003405-0.00227172j 0.000638673-0.00369726j 0.000193032-0.00109584j -0.00235258-0.00115692j 0.000206188+0.000758607j 0.00233011+0.00163881j 0.00284666+0.0081588j 0.000252168+0.000202032j -0.00279375-0.00429063j 0.000261008+0.00300317j -0.00248355-0.00200301j 0.00348281-0.000684038j 0.000781443+0.00287887j -0.0026968+0.00640419j -0.00145038-0.00187287j -0.00433037-0.00132188j -0.000739107+0.000359635j 0.00084943+0.00222007j -0.000128996+0.0012945j -0.000107947-0.00727264j 0.00642162+0.00260724j -0.00181253-0.00230463j -0.00154381+0.000811628j -0.00107834-0.0020596j -0.00471671+0.00363037j 0.00219701-0.00242621j -0.000990053+0.00390294j -0.00306485+0.00165607j -0.0109417+0.00041837j 0.0118542+0.00892556j -0.00465756+0.000139438j 0.00399096+0.00304763j -0.000866225-0.00296823j 0.00577606-0.00388107j -0.010351-0.0136346j 0.00160264+0.00846757j 0.00559213-0.00280069j -0.0166461-0.00450438j 0.00403588+0.00344062j -0.00779659-0.00499861j -0.00514336-0.00297092j 0.00478858-0.0153861j 0.00932765+0.0111873j 0.00207876+0.00394544j 0.0142823-0.0171711j -0.00119166+0.0155669j 0.00277592-0.0157745j 0.00334883-0.00875485j 0.0032064-0.0149846j -0.00334165+0.00670591j -0.00267029-0.00753588j -5.79835e-05-0.000725555j -0.000381048+0.00694055j 
