0.0140237-0.00733598j 0.00492926+0.00370984j 0.0112147-0.00681166j -0.0106055+0.00036601j -0.00105047+0.00374224j -0.00139484+0.00292491j 0.0103846-0.00165509j 0.00119938-0.00487636j -0.0032775-0.00179834j 0.00251087-0.00264274j -0.00209925+0.000267274j -0.00139803+0.00164811j -0.00571656+0.000678472j 0.000435535+0.000106478j 0.00267764-0.00229997j 0.00380281+0.00118629j 0.000665611-0.00215302j 0.00234471+0.000776439j 0.00229695-0.00315385j -0.00956794+0.00175222j 0.00823078-0.00378592j -0.00289142-0.00227319j -0.000805694+0.00115158j -0.00320369+0.000989987j 0.000496354+0.00283249j 0.00248241-0.000299505j -0.00392536+0.00505901j -0.00904944+0.00540044j 0.00194777-0.00295256j 0.00286828+0.00126215j 0.00313909-0.00276201j 0.00459715-0.000348893j -0.00272859+0.0016175j 0.00157882+0.00159232j -0.00493409-5.4736e-05j 0.0015106+0.00848186j 0.00307675-0.00213431j -0.0016598+0.000407958j -0.0128818+0.00552794j -0.010161+0.00262809j 0.00659616-0.00392361j -0.00481849+0.000659619j 0.0054813-0.00164167j 0.00505201-0.00341668j -0.00879198+0.00175931j 0.00761539+0.00214608j -0.00404222-0.00522176j -0.00301554-0.0023342j 0.00263478+0.00365803j -0.0108176+0.00327961j -0.00651587+0.00162992j -0.00118401+0.00464213j -0.00815992-0.00122299j -0.00217699-0.00106732j 0.00499255-0.00557518j 0.0077161+0.00709548j -0.000393095-0.00711293j -0.00186682+0.00235839j -0.00616207-0.00320787j -0.00435621+0.00278735j -0.00643801-0.0106739j 0.00109709-0.0062303j 0.00753208-0.000528465j 0.00177647-0.00959102j -0.000245998-0.00345611j 0.000488819+0.00496754j -0.00952081-0.0125465j 0.00917842-0.00315583j 0.00863429+0.0190863j 0.015648+0.00343697j 
0.000675657-0.000447086j 0.000475312+0.00238213j 0.00143914-0.00609003j -0.00258236-9.12014e-05j 0.00213697+0.00927656j -0.00430242-0.00895166j 0.0063818+0.0100389j 0.0022963-0.000653376j 0.00601777+0.00359325j -0.00841759+0.00327692j 0.00402635-0.00610114j -0.00285309+0.00194088j 0.00759572-0.00997176j 0.0175183-0.0230786j 0.00100674-0.00486565j 0.00971509-0.00413803j -0.0141195-0.011084j 0.00156134-0.01683j 0.0116444+0.00257876j -0.00188951-0.0113284j -0.00448283-0.0147453j 0.00117507-0.0031547j -0.0054713+0.00464833j -0.00172657+0.00331746j -0.000338368+0.00123104j -0.00572752+0.0027294j -0.00253382-0.0139288j -0.00652815+0.00903417j -0.000358776+0.00953698j 0.00538989-0.00624189j 0.00316276-0.000554699j -0.0043092-0.0038708j -0.0203981-0.00896008j 0.00324091+0.00156602j 0.00262212-0.00419371j 0.00377465-0.00476666j -0.00247586-0.00411572j 0.00593667+0.0101379j 0.00161184+0.0033498j 0.00643021-0.00227885j -0.00259223+5.27614e-05j -0.00133628-0.000856237j -0.00202779-0.00582336j 0.0019092-0.00386219j -0.000994055-0.000928651j -0.000550336-0.00107435j 4.20075e-05-0.00448811j 0.00156589+0.00123722j -0.00202064-0.00361418j -0.00193742-0.000825511j -0.000675247+0.0044011j -0.00165902+0.00540598j 0.00126633+0.00107764j -0.000930551-0.00453811j -0.00105091+0.0060923j -0.00123984+0.00100509j -0.000672926-0.000422663j -0.00245975+0.00371807j 0.000921256+0.00239282j 0.00152372-6.72945e-05j -0.00305595-0.00172018j 0.00193656+0.0036201j 0.00102163-4.47877e-05j 0.000413936-0.000286732j -0.00130997+0.00739991j 0.000189971-0.000949086j 0.000939677-0.00194306j 0.000624028+0.00022382j -0.000541602-0.00103441j -0.0011551+0.000963249j 
0.000409601+0.00177932j 0.000758659-0.000488448j 0.00154821+0.000438469j -0.000405078+0.000905296j -0.00326597+4.30973e-06j -8.07847e-06+0.00186084j -0.00120495+0.00305622j 0.00244841+0.000791294j -0.00156617+0.000302672j 0.00347614-0.00293705j -0.00722236-0.00324831j 0.00432202-0.00909255j -0.00544514-0.00285817j 0.0110769-0.00765491j 0.0104255-0.00143737j 0.00156733-0.00423582j 0.00659718+0.0098587j 0.00414659-0.00086592j -0.00449324-0.0010759j 0.0147158+0.000351487j 0.00514864+0.00145788j -0.0053144+0.000514622j 0.00970143-0.000815832j -0.00157979+0.00908827j -0.0110324+0.0046298j 0.00579202-0.00460204j 0.000182579-0.00234401j 0.00489009-0.00394406j -0.021025+0.00522322j 0.00422729-0.00173259j -0.00538569-0.00240223j 0.00931348-0.0010897j -0.00450025+0.0160348j -0.00535421+0.00262888j 0.00533088+0.00336441j 0.00440465+0.00415146j 0.000900049-0.00369672j -0.00601416-0.0053977j -0.0040506+0.00535693j 0.000707882-0.00350735j 0.0033025+0.000790288j -0.00171436+0.000245068j 0.0078715+0.00542882j 0.00910681+0.000297039j -0.000582492+0.00230342j -0.000779968+0.00357005j 0.000303246-0.00211109j -0.000907515-0.0029926j 0.00251062-0.000353438j -0.00876263+0.00223382j 0.00342908+0.0024438j -0.000670647-0.000617162j -0.00174115+0.00207061j 0.000204366+0.00193695j 0.00425182-0.00178952j -0.00419347-0.000727082j -0.000746673+0.000855498j 0.00180549+0.00133903j 0.00395778-0.00110741j 0.000713688+0.00261832j 0.00288457+0.00194165j -0.00336623-0.00158001j -0.00309839-0.00186581j -0.00325793+0.000700168j 0.000321727-0.00150905j 0.000193504-0.00173451j 0.000184579+0.000460372j -8.29611e-05-0.00170854j 0.000250319+3.25855e-05j 0.00176787+0.00105739j 
-0.000464089+0.000466292j 0.000294153-0.00326639j -0.00373863-0.0071375j -0.00431311+0.00421632j -0.00552213-0.0010787j -0.00102747-0.00430876j 0.0012145+0.00418091j -0.00937755-0.0112177j -0.00154988-0.00117457j -0.00354315+0.00303228j 0.0172808-0.00795614j 0.000435504-0.00238686j -0.0161257+4.72852e-05j 0.0110184+0.00222468j -0.00659713-0.000332894j 0.00159334-0.0109725j 0.016153+0.00206824j -0.00914522-0.0102503j -0.0065298+0.00508419j 0.00579214+0.00724455j 0.000972188+0.000815285j 0.00720891+0.00491878j 0.00728513+0.00325036j -0.0161808-0.00195595j -0.0156685-0.00776273j 0.000380484+0.000117401j 0.0207857+0.00436115j 0.00627312+0.00607776j -0.00602743+0.00159236j 0.00578416+0.00463139j 0.0120956+0.000917138j 0.00202181+0.00247791j -0.00432732+0.00367297j 0.00841829+0.000583287j 0.00380379-0.00278345j -0.00608704+0.0144189j 0.00353692+0.00490728j -0.00409107-0.000284022j -0.00488559-0.00584583j 0.000137219-0.00110836j -0.000535095-0.000867095j -0.00443237-0.00164421j 0.00232288+0.00525398j 0.00208245-0.000597569j -0.000350058-0.000997299j -0.00452005+0.000945465j -0.00187481+0.00381552j 0.00492821+0.00274036j -0.00180448+0.00164569j 0.00195993-0.0018113j -0.00170872-0.00262509j -0.0048938+0.00447453j 0.000548115-0.00329961j -0.000103819+0.00254387j 0.000953286+0.00168555j 0.00673541+0.000729695j 0.00120796-0.00487364j 0.00217698-0.00384416j -0.000671235-0.000378978j -0.00413433-0.00617243j -0.00266825+0.00275698j 0.00178922+0.0015058j 0.00169821+0.00763017j 0.000280538-0.00145454j 0.000705402+0.000587552j 0.00228614+0.00122598j 0.00300835-0.0017707j 0.00242277+0.00634056j 0.000130976+0.00185132j 0.00189953-0.000572901j 
-0.00110136-0.000698767j -0.00268169+0.00114152j -0.00382242-0.000567343j 0.0012249-0.00249829j -0.000881948-0.00191705j -0.00132185-0.00703679j -0.00573989-0.00884467j -0.00905429-0.0101991j 0.000637642+0.0102438j -0.00138848+0.00462689j -0.00424583+0.00724202j -0.000968851-0.00935653j -0.00795899+0.000844547j -0.00260577-0.0113901j -0.00440724-0.00550364j 0.00608993-0.00169659j -0.013132-0.0191698j 0.00464139-0.000264384j -0.00191503+0.00612702j -0.00454264-0.00763375j -0.00445577+0.00579015j 0.0047146+0.0185594j 0.00165384+0.0110979j -0.00199025-0.00609084j -0.000487491+0.00656028j -0.00409254-0.010282j -0.00717817+0.00981337j 0.00121956+0.00384977j 0.000294778+0.0128551j -0.00332944-0.00541999j 0.00105643-0.00111502j -0.000405737+0.00531435j -0.00176193+0.00258117j -0.000614197+0.00360105j 0.00546466-0.00512449j -0.00538408-0.00609913j -0.00299138-0.00719345j 0.00185627+0.00668124j -0.00180252-0.00369795j 0.00151193-0.00240203j 0.000880486-0.00160463j -0.000477741+0.00347808j -8.66232e-05+0.00488415j 0.00311245-0.00427332j 0.00154216-0.000799064j 0.00266252+0.00457517j 0.00109957-0.000826169j -0.000640862+0.00207878j 0.00261997+0.0024073j -0.00288989-0.000173104j 0.00147102-0.00490791j -0.0033718+0.00180004j 0.00165906-0.00663878j 0.00154142+0.00456779j 0.00235167-0.000873771j -0.00283252+0.000888972j -0.00134401-0.000735953j -0.00210672-0.004441j -0.000528151-0.00017485j 0.00195018-0.00196202j 8.66505e-05+0.00221275j -0.00147755-0.00306798j 0.000624606+0.0035651j 0.00337828+0.00154227j 0.00105257-0.00241279j -0.000875995+0.00219838j 0.000513177-1.60079e-05j -0.000534519+0.00445769j 0.00103806+0.00352568j -0.000259455-0.00156555j 
-0.00198021+0.00452857j 0.00159454+0.000908853j 3.96341e-05-0.00120382j -0.000583303+0.00359174j 0.00121157-0.00265013j -0.00339637+0.00120553j 0.00649436+0.0110376j -0.00345802-0.0120287j -0.00629837+0.0041794j 0.00418432-0.00904359j 0.002466+0.000283545j -0.0195395-0.00269914j 0.0134692+0.00855082j -0.00604965+0.000689605j 0.000463593-0.00159332j 0.00374684-0.00824048j -0.00766682+0.0022222j -0.0073406-0.00804483j 0.00667818+0.0140906j 0.00381341+0.00274935j -8.10304e-05-0.00586988j -0.00177003-0.00337834j 0.00440025-0.00272941j 0.00489451+0.00223194j -0.00546437-0.00839986j -7.17191e-05+0.00688373j -0.00898251+0.00408752j -0.00481447-0.00914671j 0.00188826-0.00256344j -0.00366977+0.00247792j -0.00374858-0.00112457j 0.000536514-0.00820793j 0.00821834-0.00773786j 0.0081092+0.00600757j 0.000122692-0.00548657j 0.00271985-0.0064146j -0.00800163-0.00256595j 0.00394109+0.00389659j 0.000477651+0.00532194j -0.00851285-0.00340522j -0.00472528-0.00207612j 0.00399271-0.00114327j 0.00414622-0.00489227j -0.00255916-0.00439866j 0.000794729-0.00208401j 0.00475381+3.83757e-05j -0.00721755-0.00500479j -0.000536002+0.00200914j -0.000633078-0.00222346j 0.00154202-0.000718677j 0.0023222+0.000827883j -0.00365796+0.00493714j -0.0047264-0.00284588j 0.00498033-0.00141402j -0.00170956-3.8386e-05j 0.00161266+0.00640629j 0.00424202+0.000569917j 0.00353815+0.00407731j -0.00300437-0.00353042j 0.00194943-0.00410367j 0.00343884+0.00119623j -0.000412049+0.00662478j -0.00326835-0.000552522j -0.0010327-0.00374016j -0.00016417+0.00299503j -0.000623962-0.000850332j 0.00205472+5.58589e-05j -0.00190081-0.00164376j 0.00257229-0.00114981j 0.00010832+0.00145544j 
0.000238157+0.00220315j -0.000981309-0.00118396j -0.00207285-0.000351473j 0.00128519+0.00579977j -0.00359036-0.00707328j -0.00252502+0.00048836j -0.00026319+0.00868762j -0.00385893-0.00777527j -0.00135977+0.00367646j 0.00995819-0.00336528j 0.00184835-0.0139516j 0.00640659-0.00647883j 0.0201301-0.0109201j -0.00651119+0.0100954j 0.0187249-0.00679561j 0.0083083+0.00185728j -0.00178489-6.61839e-05j 0.0152038-0.00456308j -0.00836225+0.00870574j 0.000993195+0.00901645j 0.0147346-0.00248959j -0.00440839+0.00130934j -0.00410601+0.00339328j 0.0047276+0.00226051j 0.00761774-0.010001j 0.0108956-0.00130042j 0.00238239-0.00293879j -0.013329-0.000153883j -0.0109581-0.00845737j -0.000948426+0.00170944j -0.00120408-0.00360034j -0.0019553+0.0069318j -0.00283291+0.00648472j -0.0131952-0.00585483j -0.0023287+0.00148726j -0.00186709+0.00380993j 0.00158856-0.000160195j -0.00768029-0.0044063j 0.00490776-0.00298968j 0.0037624-0.00326375j -0.00195379-0.00184509j -0.0036166-0.000474462j -0.00825768+0.00353736j -0.00300068+0.00373866j -0.00506394-0.000874517j -0.00466496+0.00157177j 0.00171674+0.00505621j -0.00215385-0.00181416j 0.000743104+0.00327123j 0.00103085-0.00391155j -0.0012523+0.00072514j 0.00196166+0.00117713j 0.00263569-0.00103893j -0.00401062+0.000185521j -0.000182061+0.0010903j 0.0014651-6.56775e-06j 0.00223841-0.00175331j 0.000633658+4.45432e-05j -0.000474562+0.000751529j -0.00238499-0.00232327j -0.00184507+0.00252132j -0.000608253+0.000397514j -0.00185357+0.000272439j -0.000155566-0.00237008j 0.0015466+0.000295309j 0.000770971+0.000857832j -0.000207409-0.000925815j -0.000205147-0.000729981j -0.00117496-0.00172534j -3.83723e-05+7.69407e-05j 
-0.000164671+0.00467419j 0.000776581+0.00255142j -0.0014591+0.011274j 0.00398181+0.00287282j 0.00063358-0.01105j 0.00372013+0.00841476j 0.00252071+0.0114717j 0.00296274-0.0103536j 0.0151461+0.0187912j 0.00337025-0.00306348j 0.00581587-0.00851629j 0.000469757-0.0186213j -0.00304774+0.00225153j -0.00807142+0.000481107j -0.00253707-0.00430537j 0.0119142-0.00346325j 0.00394433-0.0110528j -0.00425125-0.00324831j -0.0134926+0.0137763j -0.00305843-0.00916084j -0.001991-0.00409241j 0.00201727-0.00747035j -0.00679927-0.00184078j -0.00896112+0.00787271j 0.0106321+0.00562045j -0.00315278-0.00294792j 0.0022965-0.00486816j 0.00806283+0.00292892j 0.00305668+0.0067169j 0.00354686-0.00364541j 0.00370469+0.000533722j 0.000958136-0.000531241j 0.00252738+0.0010428j -0.00227435-0.00418761j 0.000317129+0.00365505j 0.00505602-0.000116256j 0.00350185-0.000825852j 0.00162415+0.000364656j -0.00344268+0.00206226j 0.00169102+0.00588632j 0.00130273+0.00255436j -0.00207254+0.000524587j -8.15661e-05+9.85432e-05j 0.000494313+0.0026447j -0.000255775+0.0038106j -0.00131264+0.000755681j 0.00188476+0.00361586j 0.00273653-0.00134954j -0.00133844-0.00148391j 0.00160877+0.000190132j 8.90953e-05+0.000105758j 0.00122784+0.000707929j 0.00344042+0.00229479j 0.00125086-0.00282071j 0.00296701-0.000605573j -0.00168167-0.00178452j -0.00116181+0.00104193j -0.00232132-0.00165174j 0.00177222+0.00281464j -0.00170065+0.00533486j -0.00169397-0.00217469j -0.00428512+0.000718451j 0.00187672-0.00125166j 0.00236045+0.000790919j 0.00128349-0.00406286j -0.000394019-0.00135004j -0.0022791-0.000274437j 0.00162301-0.00351199j 0.00214086-0.00164136j -0.000600593+0.0019021j 
0.0021254+0.00380677j -0.00203582-0.00549551j -0.00256363-0.00531838j 0.000486101+0.00945153j -0.00814223-0.00953954j 0.0048057+0.00672732j -0.00288597+0.0093396j 0.00733943+0.00466798j 0.018457-0.00967259j -0.0139353-0.00395493j -0.00353363+0.000844911j -0.00502423+0.00866056j -0.00582895-0.00566631j -0.0032982+0.011039j 0.00097551+0.00439076j -0.00142908+0.00181754j -0.00774735+0.00897738j 0.0046881+0.00356774j 0.000742845-0.00526075j -0.00996194-0.00403445j 0.00137333-0.00291675j -0.0012235+0.00753154j 0.0023688+0.00159047j -0.00978583-0.000769843j 0.0105279+0.00380023j -0.00814324-0.00248959j -0.0032402+0.00319123j 0.00318587+0.00471286j 0.00737216+0.0108261j 0.00174154-0.00715874j -0.00309655+0.00525704j -0.00331386+0.00109969j -0.00928964-0.00650178j 0.00494084-0.000760774j 0.000742525-0.00107383j -0.00524978-0.00384263j 0.00263581-0.000992235j 0.00323261+0.000771668j 0.000575312+0.00157707j 0.00211129+0.0065788j 0.00149216+0.0028539j -0.000220432+0.00284245j -0.000752161+0.00165717j 0.00243892-0.00236885j -0.00110868+0.00297225j -0.000744343+0.00118138j -0.0041431+0.00876814j 0.000117414-0.00311301j 0.00121455+0.0033077j 0.00103416-0.00087929j -0.000403109-0.00351471j -0.0024457-0.00111046j 0.00226063+0.00342245j -0.000821666-0.00121915j 0.00150112-0.00427064j -0.00323548-0.00316079j 0.00131995-0.00553754j -0.000166982-0.0060942j -0.00173547+0.00208584j 0.00547136+0.00185677j -0.00307165-0.00176547j -0.000787491+0.00108551j -0.00447158+0.00469877j 0.00100777+0.0031296j -0.000412723-0.00327645j -0.00146943+0.00115195j 0.00112028-0.0013358j -0.000977268-0.00106717j 0.000386929-0.00288491j 0.000739336-0.00350125j 
-0.00140195-0.000437092j 0.00090287-0.00469249j -0.00122449-0.00273291j -0.000919507+0.00107833j 0.00364953+0.00449359j 0.00278475+0.00086677j 0.00171597+0.000636546j 0.00426623+0.00496141j -0.000893599-0.0147893j 0.00569147-0.0110029j -0.00914878-0.00144921j -0.00883134-0.00467613j -0.00831969+0.00146234j -0.00284844+0.00438524j -0.00359509-0.00841042j 0.00273382-0.00594297j 0.00321836-0.00524572j -0.0122553-0.0023573j -0.00340897+0.0131973j 0.000334073-0.00110461j 0.00324246-0.0145622j -0.0059782+0.00224936j -0.00281621+0.00163336j 0.00400547-0.00683964j -0.000666278-0.00617684j 0.00122459-0.00192337j -0.000453286-0.0102514j 0.00115069+0.00101329j -0.00721365+0.00571794j 0.00180032-0.00210153j 0.00224775+0.000861471j 0.00434016-0.00464267j 0.0156896-0.00558952j -0.00955708+0.0110321j 0.00590898-0.00301902j 0.00709117+0.00120061j 0.00537635-0.00746243j -0.00898646+0.00612791j -0.00267192+0.000356055j 1.05963e-05-0.00679829j 5.75783e-05-0.00314373j -0.000720308+0.00178095j 0.00347974+0.00104784j 0.00402419-0.000407729j 0.00359703-0.00115824j -0.00249141+0.00579466j 0.0071882-0.00652242j -0.00273767+0.000789781j -0.0019559+0.000624269j 0.00167896-0.00169414j 0.00199895+0.00196511j -0.00267338-0.00127495j 0.00272227-0.00273592j -4.59655e-05+0.0033942j -0.000133509-0.00126694j -0.000884458+0.00111923j 0.000407043-0.000197068j -0.000691508+0.00199649j 0.00229243-0.00238374j 0.000696246+0.000610727j -0.000201715+0.0026299j -0.00258089+0.00169366j 0.000371829-0.000117769j 0.000526961+0.000629672j -0.000312146+0.0008999j 7.44871e-05-0.00130755j -0.00190003+0.000276791j -0.00248177-0.00184584j -1.87879e-06+0.000797013j 0.00208909-0.000345064j 
-0.00463354-9.77808e-05j -0.00143762-0.00133945j -0.00183338-0.00178385j 0.00111904+0.00123081j 0.00589681-0.003213j 0.0193404+0.00506568j -0.00213093-0.00725481j -0.00487762+0.00323509j 0.00640339-0.0036943j 0.0102218+0.00341454j 0.0141225-0.000712861j -0.0182546+0.000513258j 0.0109946-0.000978637j 0.0283329+0.000573057j 0.00471596-0.00190646j 0.02563+0.0122579j -0.0129647-0.00173091j -0.00442476-0.014163j 0.00860631-0.00469807j -0.00357166+0.00449021j 0.000727812-0.0074798j 0.0170189+0.00754193j -0.0149508-0.00891361j -0.00472833+0.00337605j 0.00412492+0.0069747j -0.0110916-0.00223261j 0.00650693+0.0076492j -0.00976486-0.00533051j 0.0078271-0.00322578j 0.00279505-0.00258377j 0.00940133+0.00425387j -0.000177282-6.89614e-05j -0.00121369+0.00436952j -0.00188725-0.0078575j 0.00231351+0.000220412j 0.00701344-0.00640699j -0.00234088-0.00695391j 0.00485928+3.89241e-05j -0.00219094+0.00129384j 0.00393222+0.00261447j 0.0017571+0.00125458j -0.00588424-0.00392413j -0.000413233+0.0029667j 0.00408667+0.00416649j 0.00128094+0.000861136j -0.000592264+0.000798509j 0.00267912+0.00169045j 0.00515782+0.00179301j -0.00195625-0.00115553j -0.00279694-0.00295027j 0.000214418+0.000894032j 0.00206513+0.00235227j 0.0054082+0.00459376j -0.000621973+0.000106774j 0.00377301-0.000924338j 0.0020453+0.000390315j 5.88241e-05+0.00139458j -0.00261375-0.0026943j -0.000573619+0.00115895j -0.00407581-0.00209121j -0.00221651+0.000252703j 0.00023228-0.00173553j 0.00213126+0.00349192j 0.0029755+0.00364685j -0.000280747-0.00304527j -0.00216647-0.00232502j 0.00050828-0.000342298j 0.000296021-0.000757077j 0.00225456+0.00390794j 0.000434581-0.000830734j 
0.000713878+0.000966881j -0.00415555+0.0009448j 0.00465964+0.00121153j 0.000144763-0.00112944j -0.00920053-0.00300624j 0.00162575-0.00442186j -0.0104657-0.000208838j -0.00481035+0.000684385j -0.0107732+0.0122404j -0.0070806-0.00503416j -0.000983078+0.000129769j -0.00103508-0.00192295j 0.0133454+0.0039773j 0.0182929+0.0105669j 0.00590564+0.0047645j -0.00678468+0.00980101j 0.00496374-0.0158157j 0.0206194+0.00647062j 0.00677665+0.00759187j 0.0113546-0.002923j 0.0111754+0.00103773j 0.00163647+0.00729526j 0.00183905-0.00173272j -0.00138523+0.00132396j -0.00601445+0.00845479j 0.000730827-0.0106436j 0.00608114-0.00313874j -0.00974446-0.00543489j -0.00829323+0.00689114j 0.0027327+0.000764401j -0.00406841-0.00461824j 0.0022814-0.00186923j 0.00114099-0.0143312j 0.00133768+0.00301799j -0.000245096-0.000945955j 0.00526048+0.00278688j 0.00144017-0.00190607j -0.0056163+0.00765696j -0.00112311+0.00129202j -0.00118274+0.00483038j -0.00142684+0.000715443j -0.000139512+0.00271922j 0.00264534-0.000123635j 0.00222351+0.000968861j -0.00312434+7.50635e-05j 0.00284553+0.000958638j -0.000789385-0.00121456j -0.000444251+0.00107799j 0.00470135+0.0010553j -0.0012123-0.000884368j -0.00354512-0.0025023j -0.00204135-0.00129732j -0.00302929-0.00200848j 0.00305052+0.000592286j -0.00392074-0.000445271j 0.000665097-0.00270299j 0.00160253-0.000889774j -0.000812976-0.00278122j -0.0039936-0.00144624j -0.000590366+0.00248335j 0.00262073-0.000475016j 0.000905676+6.53423e-05j -0.000964316-0.00120175j -0.00203774-0.000124997j -0.00358264-0.00290596j 0.000451468+0.000529541j 0.0025114+0.00223122j 0.000689305+0.00159842j 0.00067543+0.000110455j -0.000879139-0.00197931j 
0.00166425+0.000469695j 0.00224268+0.00160753j 0.00347735+0.0028818j 0.00295564-0.00169845j 0.00722525-0.000634932j 0.00427281+0.00492134j 0.0141929-0.00209139j 0.0100813-0.00674592j -0.00913286+0.011042j -0.00640601-0.00410333j 6.27034e-05+0.00516222j 0.00477527+0.00128343j 0.00077705-0.0136841j 0.00830243-0.000856372j -0.00230261-0.00870764j 0.0040809+0.00378716j 0.011346-0.00336073j -0.00984555-0.00637389j 0.00314781-0.00438359j 0.00628849-0.00650984j -0.0151016-0.00846241j -0.00534141+0.00738289j -0.00306835-0.00124274j 0.000840755-0.0105271j -0.00475794+0.00406185j 0.00633701-0.00486581j -0.00596962+0.00363772j -0.0012351+0.00917137j -0.00508371+0.0063946j -0.00129209-0.00123855j -0.000432585+0.00755681j -0.00407661-0.00283481j -0.00410099-0.00595349j 0.00268443+0.00231953j -0.00407814+0.000432122j 1.50218e-05-0.00472634j -0.00128097+0.00112955j -0.000474551+0.00159611j 0.00537273-0.000493021j -0.00343073+0.00209957j -0.000411148+0.00291859j -0.000213166-0.00315595j -0.00250721-0.000389209j 0.000313973+0.00350682j -0.000237473+0.000729127j -7.32514e-05-0.000758502j -0.00500746-0.00113087j -0.000223546+0.00121889j -0.00261413+6.93867e-06j 6.94241e-05-0.000930023j 0.00394302+0.00167417j 0.00287243-0.00142214j 0.00219857+0.0065275j -0.00282054-0.00243151j 0.000567305+0.00233067j 0.000959685-6.55045e-05j 0.00043501+0.00209148j 0.00533353+0.00274729j -0.00150787+9.26197e-05j 0.000411641+0.000800898j 0.00154528-0.00382385j 0.00424768+0.000229368j -0.00278975-0.00270804j -0.00224958+0.00110327j 0.00280136+0.00101226j -0.00231856-0.00208229j -5.77203e-05+0.000764286j -0.00361586-0.00236864j -0.00191446-0.00152616j 0.00115262+0.00250894j 
-8.79039e-05+0.00168983j -0.000664752-0.00449646j -0.0117919-0.00469985j 0.00139787+0.00367067j 0.00401686+0.00830334j -0.0140436+0.00584125j 0.00746582-0.010645j -0.0281746+0.0064876j 0.0104539+0.00592421j 0.00417073-0.00111893j -0.0136837-0.00761208j -0.0118643+0.00377918j 0.00351298-0.00337407j -0.0196422-0.00849114j -0.00126284-0.00512539j -0.00672088-0.00276907j -0.0211263-0.00867596j -0.0148376+0.00753106j 0.0123522+0.00253661j -0.00278931-0.00850742j 0.000819928-5.46976e-05j 0.00123252+0.00348995j 0.00266766-0.00563136j 0.00568357-0.00150599j -0.00453047+0.00888234j 0.00355314-0.00329054j -0.00692835-0.00543087j -0.00257078+0.00371767j -0.00191294+0.00542535j -0.00187586-0.00238079j -0.00217713-0.0057194j -0.00151891+0.00248216j 0.00233195+0.00525505j -0.00114386-0.00812963j -0.0051516-0.00180895j 0.00454818-0.000789173j -0.00191498+0.000331507j 0.00296863+0.00246165j -0.000110865-0.000278048j -0.00628861+0.00225967j -0.00342737+0.000919898j 0.000103201-0.000309405j -0.0038108-0.000481347j -0.00530595-0.0013648j -0.00355159-0.00188855j -0.000534449+0.00211067j -0.00180605+0.00314952j 0.00283027-0.000233214j -0.000498391+0.00338206j -0.00226676-0.00271459j 0.000878706-0.00134024j 0.00499699+0.00655536j -0.00616658-0.00148223j 0.00053397+0.00033168j 0.00492231+0.00332178j 0.00488175-0.00304184j -0.00131487-0.003907j 0.0012346-0.00532691j -0.000622305+0.000903981j -0.00680615-0.00337757j 0.00192326+0.00246067j 0.00313867-0.0012342j 0.00186287+0.00644828j -0.00227198+0.00103517j 0.00638173+0.00352957j 0.00209815+0.00123407j 0.000227294-0.00532694j 0.00319252+0.00485671j 0.00133807+0.00223226j 0.00240261-0.00196653j 
-0.000168952+0.0123653j -0.00326119+0.0065113j -0.0137075-0.0116898j -0.00605446-0.002941j 0.000453994-0.0172237j -0.0161593+0.0150902j -0.00475508-0.0186703j 0.0137103-0.00179242j -0.0207663+0.00115256j -0.00252046+0.0121051j 0.0100879+0.00396431j 0.0119044+0.00479399j 0.00346392+0.00511742j -0.00466491-0.00854966j 0.00509054+0.00268657j 0.00444283+0.00858476j 0.00378577-0.00210846j 0.000729949+0.00309975j -0.0142421-0.00566126j 0.00129502+0.00224991j 0.000417409+0.000963135j 0.00192177+0.00108012j -0.002305-0.00203311j -0.00615615-0.00335842j 0.000987838+0.00156879j 0.0043566+0.00319713j -0.000912967-0.0020504j -0.00048835-0.000556105j -0.00291473-0.00312064j -0.000296106-0.00153957j 0.00350765-0.00348522j -0.000936345-0.000621981j -0.000636127+0.000145145j 0.00142733-0.00125287j -0.000880538-0.00285458j 0.000870719+0.00178171j -0.000100538-0.00121489j -0.00096749+0.000592244j -0.00160936+0.0021562j -0.00226836-0.00132104j -0.00176539-0.00131682j -0.0013601+0.00077963j -0.00152423-0.00116386j -0.00225939-0.00231119j -0.00284431-0.000872085j -0.00129203+0.00143723j -0.00210603-0.000729842j 0.00150477-0.000740799j -0.000611743+0.00200662j -0.000129524+0.00166624j 0.000935503-0.000700865j -0.00250173+0.00231421j 0.000832185-0.0014361j 0.00185353+0.00112199j 0.00087834+0.0010288j 0.000377439-0.000680457j 0.00117108-0.00254377j 0.00175216-0.00290166j -0.000377488+0.00156094j -0.00348609-0.00208384j 0.00079225+0.00071938j -0.00185882-0.00103393j -0.000245997+0.00412837j 0.00164373-0.00161353j 0.00364401+0.00233912j -0.000497158+0.00227009j 0.00188367-0.00438427j 0.000968652+0.000558867j 0.00289723+0.000659348j -0.00134962+0.00210673j 
