0.0270513-0.00334997j -0.0163143+0.0169523j -0.00674286+0.0178274j 0.047281-0.00508952j -0.00494649-0.00108219j 0.0153016+0.0080055j -0.0209196+0.0205004j 0.0120892+0.0179274j -0.066104+0.00730087j 0.0264404-0.00648477j 0.011187+0.0073991j -0.000651391-0.000552453j 0.0176727+0.000211038j 0.0124337-0.000906025j 0.0013374-0.00224492j -0.00151199+0.00916741j -0.0273369+0.0124536j -0.0212247+0.0174694j 0.0366008-0.00982148j 0.0247626-0.0130882j 0.0127633-0.01884j -0.0192847+0.0270973j -0.00416679-0.00157679j -0.00353461+0.0129527j 0.00483084+0.00700093j 0.00912781+0.0188547j -0.00548848-0.0024407j -0.00916792-0.00658955j 0.022971-0.0036771j -0.052714+0.000954849j -0.0169049+0.0145231j -0.032335-0.00786168j 0.0263824-0.0252058j 0.00603207+0.00775898j 0.0341013-0.00788289j 0.0130483-0.0150524j 0.0047787-0.00161328j 0.0305652-0.0190685j 0.0256882-0.0126703j -0.0331813+0.00891537j -0.0140279-0.0226594j -0.0298102+0.0148815j 0.000984879-0.0157079j -0.000681541-0.00232177j -0.00384488-0.0227782j 0.0149664-0.0219241j 0.000237964-0.0126192j 0.0363263+0.0230809j 0.0193282-0.0389059j 0.0760157+0.00971211j -0.0182894-0.0126488j 0.056036-0.00699488j -0.000538827-0.00540861j 0.0241755+0.00278328j 0.04643+0.00351755j -0.0261488+0.044766j 0.106396-0.0148831j -0.0582619-0.00251481j 0.000914937+0.00204375j 0.0325177-0.0248931j -0.00560229+0.0393835j -0.000662272-0.0242972j 0.0608452-0.0144848j -0.0347165+0.0406724j 0.0059705+0.0497201j -0.058843-0.0233018j 0.0395281-0.0364747j 0.00646222+0.0251944j 0.0608688+0.0232735j -0.0839962-0.0323813j 0.0647979+0.00481167j -0.0329314+0.087152j -0.134807-2.24913e-05j -0.0350826+0.00157675j -0.047511-0.0341714j 0.0863004-0.0200579j 0.00324592+0.00226601j 0.063526-0.0327408j 0.0502074-0.0220803j -0.0460688+0.0238385j -0.0143949+0.0133624j -0.00718225+0.00810406j -0.0428488-0.0543101j 0.0716481-0.0045785j 0.0312749-0.0106079j -0.000278903+0.02312j -0.00552654-0.0130803j -0.00652404+0.00469665j -0.021632-0.0257734j 0.0208108-0.0287153j 0.0221802-0.00769425j -0.0252805-0.000334262j 0.0483745-0.021349j 0.00840286+0.0396191j 0.0652863+0.0222559j -0.14746-0.0257658j -0.317942+0.0262003j 
-0.00236584-0.000325705j 0.011101-0.00966552j 0.00756893-0.0258176j 0.026445-0.0358321j -0.00100094+0.0225721j 0.0129556+0.0274275j 0.0322907-0.0118594j -0.0150358+0.053716j 0.00205584-0.0130218j 0.0269429-0.00776328j -0.0368412-0.0417415j 0.00264665+0.0823578j -0.048603-0.0567769j -0.0586164+0.040159j 0.0472678-0.0669774j -0.0686103-0.0134205j 0.0321197+0.00766671j -0.00381666-0.0170852j 0.0380337+0.0650991j -0.0232374-0.0245139j -0.00243281-0.0165025j 0.0332544+0.0178053j 0.0276114+0.0368799j -0.0200249-0.11044j 0.0885367+0.100449j 0.0376739+0.0757395j -0.0834261-0.0603997j -0.0195447-0.0205855j -0.0646879+0.0372392j 0.0230328-0.00552817j -0.0590828+0.00956874j -0.0188418+0.00954293j -0.0247373+0.0294578j -0.126216-0.0522169j -0.07026-0.0530184j -0.0747222-0.119763j -0.0172233-0.026728j 0.00319339-0.0016689j 0.0240969-0.0076342j -0.0195319-0.0880133j 0.0686805+0.0334531j 0.0281383+0.0457925j -0.0413125-0.0311912j 0.0216127+0.0511391j -0.0150968-0.0208893j 0.00146739+0.0128198j 0.0203775+0.0322953j -0.00396008+0.0446734j 0.0075285-0.0679549j 0.0183456+0.0351207j 0.00628892+0.0485265j 0.0138388+0.0351146j -0.0137841+0.0239263j 0.031416-0.0637912j -0.00546099-0.0638119j -0.00323006+0.00749405j 0.00702424+0.0154671j 0.00807479+0.00114739j -0.0109043-0.0309072j -0.00792686-0.0358692j -0.0208436+0.00768686j 0.0161976+0.0281297j -0.0384996-0.00304865j -0.00721081-0.0227777j 0.0309188-0.0204849j 0.0285131-0.00482117j -0.0218774+0.0115298j -0.0164158-0.0158457j 0.0255771+0.0300231j 0.0194715-0.0120411j 0.00339996+0.0126488j 0.000939142+0.00462486j -0.0183819-0.0132936j 0.0246169-0.0216245j 0.00124866-0.0041183j 0.00160743-0.0122811j -0.026628-0.0133017j -0.0167106-0.0310474j 0.00160889-0.000871852j -0.00111725+0.0108492j 0.0337825-0.000534425j -0.0250909-0.0171242j -0.0210121-0.000832207j -0.00481338-0.00318129j -0.00733063-0.00131257j -0.0188677-0.00302577j 0.0281502+0.00787381j 0.0163507+0.00194021j -0.018355-0.00735783j 0.0384729+0.0239736j 0.0326245+0.00087721j -0.000350078+0.00143146j 0.0045761-0.00488904j -0.00979919+0.00729508j 0.000222683+0.0029415j 0.00618479+0.00307732j -0.00358524+0.00247304j 
0.0331699-0.0158312j -0.015612+0.0179958j 0.0249302-0.0287019j -0.00570915-0.0144702j 0.0773009+0.0174033j -0.0322868+0.0245939j 0.0349465+0.0253225j -0.0333066-0.0384107j 0.000798548-0.0523073j 0.0397539-0.0265981j 0.0520414-0.0241786j 0.0154118-0.0162239j 0.0105167-0.0674925j 0.0917326+0.0790419j -0.0783059+0.0456973j -0.0440033-0.0806924j 0.0384973-0.0290403j -0.164828-0.029351j -0.00658223+0.0129418j -0.0222078-0.00576489j 0.022139+0.0372861j 0.0368788+0.0368877j -0.0157456+0.0383172j -0.0355244+0.0378851j -0.00543092-0.000569831j -0.0015637-0.0346935j -0.0351177-0.00708095j 0.01627-0.025892j -0.0419128-0.0389233j 0.0580104-0.0293059j 0.00932894-0.0283733j -0.01711+0.0442531j 0.147739+0.0556645j -0.13715-0.0687357j -0.025823-0.0198464j -0.0460232-0.0421151j 0.0167229+0.068747j -0.0797337-0.082464j 0.0158124+0.0287659j -0.00427289-0.0220634j -0.0265637-0.061575j -0.0151795+0.000505287j 0.00544395-0.0162452j 0.0368623-0.00558739j -0.00998858-0.0131681j -0.0289323-0.0317109j -0.0171115-0.0485567j 0.0442571+0.0325885j 0.0123213+0.0452073j 0.00800363+0.0256412j 0.0205865-0.0164817j -0.000576377-0.0315995j 0.00924335-0.0318809j -0.0199056+0.00234185j -0.015075+0.0337509j 0.0130386+0.00322974j -0.0084532-0.0110571j 0.00166172-0.0290465j 0.0329288+0.00530394j 0.0201222-0.0114051j -0.0236277-0.00688405j -0.00555123+0.017356j 0.00364913-0.00986143j 0.0184816-0.00557777j 0.0134914-0.0251578j 0.0130356+0.00450899j 0.00155459+0.0191462j -0.0220728+0.00199251j -0.00958696-0.0176979j 0.022343-0.000184785j 0.0410559-0.0111113j 0.00661173+0.000169155j 0.0275143+0.0123158j 0.0234462-2.49242e-05j -0.0157981-0.00669557j 0.0163823-0.00393451j -1.43427e-05+0.0141712j 0.0177348+0.00847672j 0.0299253+0.00128137j 0.00799937-0.00144269j 0.0457682+0.00556462j 0.00616704+0.00872238j -0.0393459-0.00416899j -0.0149861+0.00584879j -0.0183354-0.00908955j -0.0193496-0.002274j 0.00240022+0.000934369j -0.00255243+0.00300661j -0.0441773+0.00366048j 0.0134552+0.00664631j 0.0152498+0.00606619j 0.00328167+0.00162797j -0.00814946+0.00013177j 0.0221059-0.0040011j -0.00603575+0.00113016j 0.00506124+0.0058865j -0.022997+0.000840963j 
0.00209181+0.00114826j 0.0181905-0.0118163j -0.00689906-0.00186102j -0.0155604+0.0403345j -0.0241249+0.00485425j -0.0559143+0.012547j -0.0098953+0.0332671j 0.00419096-0.0193148j -0.0145023-0.0181706j 0.102378-0.0332669j 0.045805+0.0371382j 0.0298179+0.0882708j 0.00432155-0.0139264j -0.0651441+0.109075j -0.0367251+0.0497517j 0.0349764-0.0491531j -0.0210844-0.0323723j 0.0372292+0.0711188j -0.0532057-0.00915389j -0.0420364-0.0666863j -0.0328811-0.0153409j -0.0669336-0.0376535j 0.00399065+0.0154682j 0.00909236+0.0577711j -0.0164068-0.0832999j 0.0253737-0.0475383j 0.0756915-0.0238041j 0.00278239+0.0592222j -0.0308649+0.0733459j -0.0298217+0.0125859j 0.0230645-0.0447679j -0.0187477+0.0194508j -0.0575481-0.0563982j 0.0522316+0.116428j 0.0539157+0.0195424j 0.0977531-0.0282065j 0.0125179+0.0464137j -0.0557011+0.0232944j 0.024477+0.0210123j -0.0415686-0.11577j -0.00706709-0.0253469j -0.000540411+0.0491558j 0.00398335+0.118812j 5.89179e-05-0.0784858j 0.0256955-0.0506164j 0.0311595-0.0134889j 0.0119387-0.0205315j -0.016927-0.0351039j -0.0240323+0.016941j -0.0190858-0.030059j -0.0207512-0.0268913j 0.0236907-0.0317712j 0.00284044-0.00501885j 0.00557683+0.0156076j -0.0289881-0.0261449j 0.00215939+0.00982084j -0.00656156-0.00324404j -0.00486626+0.00508153j -0.0125194-0.0196391j 0.00569345-0.00313911j 0.00680614-0.0241395j -0.00283305-0.0206756j 0.00478897+0.0191743j 0.0142647+0.0411951j 0.00176125-0.0105348j -0.0209344-0.0104773j -0.0138132+0.0237502j -0.00776144+0.0125411j 0.00703366+0.000437513j 0.015061-0.0105666j -0.0301709-0.00884274j -0.0194262-0.021939j -0.0243337-0.0118472j -0.00632548-0.0096355j -0.00566717+0.00122438j 0.00433631+0.00377367j -0.00677968+0.00309738j -0.00577038+0.0032187j -0.0110088+0.000240159j 0.0349525-0.00529861j -0.0139664+0.0192783j 0.0148532-0.0065014j 0.0160818-0.00159089j -0.002446+0.008615j 0.00880812-0.0177153j 0.00771895+0.00118187j -0.0175368+0.00550383j 0.00148124+0.00443665j 0.0107279+0.00514765j -0.00622692+0.00191368j -0.0227689-0.0050726j 0.00682711+0.00292585j -0.0058255+0.00053694j 0.00430569+0.01039j 0.00531142-0.00500622j -0.00119821+0.00524066j 0.00368451-0.00994859j 
0.00394315+0.00924485j -0.0104957+0.00466805j -0.0127269-0.0152188j -0.000807926-0.0254027j 0.0188804-0.0187222j -0.0342417+0.0266828j 0.0506732-0.0477537j -0.0896223-0.0327105j -0.0563368-0.000211357j -0.0219616-0.0338953j 0.00977686-0.0521795j -0.0365716-0.0726944j 0.0655848-0.121793j 0.0372706-0.0735675j 0.00327878+0.0522633j -0.0385929+0.0109693j -0.0491746-0.0411703j -0.00110775+0.0551534j 0.00790476+0.0155532j -0.0540663-0.0117797j 0.0183457-0.034379j -0.00992897+0.0496858j 0.0502219+0.0500275j 0.00805862-0.0253266j -0.0992217+0.0122339j -0.132377-0.0286818j 0.0336486-0.0274597j -0.0615044-0.0448295j 0.139988+0.0471751j 0.0448294-0.0357416j -0.0724949-0.0280382j -0.0910278-0.0204168j -0.0883786-0.0509394j 0.0689367+0.0699847j 0.0305582+0.00379503j -0.0444453-0.055606j 0.0238769-0.0500593j -0.0437428+0.0474795j 0.0102887+0.0561788j 0.100073+0.0292553j -0.11701-0.0123595j 0.0563415+0.0270823j 0.0177202+0.00291571j 0.00762141+0.0181783j -0.0317707+0.04132j -0.0391551+0.0264907j -0.0459449-0.0773801j 0.00334456-0.0193804j 0.0519583-0.00710652j 0.0120814+0.0201956j -0.0152578-0.00180204j -0.0394431+0.0401665j 0.0284877-0.0130624j 0.000846137-0.0251908j -0.00869739+0.0452477j 0.00121756+0.00654249j -0.0164866-0.0452458j 0.027457+0.0353267j 0.014175-0.0730755j 0.0054413+0.0521577j -0.0452554+0.0339996j 0.0180575+0.036091j 0.0137113-0.00143303j -0.0341882-0.0693823j 0.0223847+0.0194387j 0.00476697+0.00875224j 0.0259642-0.0168646j 0.0341912-0.0119535j 0.0138848-0.00510053j -0.0226657+0.00313496j 0.000634644-0.0014527j 0.0146216+0.0238383j -0.0199808-0.00424346j -0.0133904-0.0142813j 0.0173088+0.00483188j 0.0131526+0.00971093j 0.0145057-0.0117887j -0.0299526-0.021736j -0.0124548+0.00403858j -0.0109821+0.00431328j -0.00907416-0.0247238j -0.0223212+0.00919039j -0.0015037-0.00182963j 0.00694044-0.016103j 0.00796544+0.021692j 0.00262792-0.00313883j 0.00910664-0.00326405j 0.00227391+0.000869278j 0.0135356-0.00351397j -0.0161051-0.00807569j 0.00477187+0.0121969j -0.00306728-0.00462475j 0.00273288-0.0036579j -0.00710001-0.0118866j 0.0140021+0.00627956j -0.0113633-0.0034703j 0.00116736+0.00915101j 
0.0244702-0.0589435j -0.036293+0.0786166j 0.0158604-0.0942332j -0.0144152-0.0560661j -0.0610191+0.0674053j -0.00328749+0.0358405j -0.0504304-0.0617596j 0.0280341-0.0257229j -0.125476+0.00686751j -0.00401195+0.0459127j -0.00190229-0.0293748j -0.0354207-0.0162876j 0.0129943+0.0844366j -0.0413656+0.0804147j -0.0583801-6.84768e-05j -0.0496731+0.0421452j 0.0134802-0.0354763j -0.0132557+0.00473287j -0.0454167+0.0562166j 0.00941936+0.0433472j 0.0333653+0.0497422j -0.0101212-0.0203017j 0.0147197+0.0145243j -0.0504145-0.0506806j -0.03659-0.0607645j -0.0571991-0.0486344j -0.0105933+0.0494481j -0.0346518-0.084853j 0.0063999-0.0975208j -0.0658659-0.157341j -0.00741347+0.0304082j 0.0343797-0.0385151j 0.0365653-0.0288827j 0.0377695-0.065546j -0.029785+0.123107j -0.0297109+0.00543249j 0.0291402-0.0229051j -0.0670592+0.0489581j -0.00278435-0.0503067j 0.00613829-0.00702099j -0.0231664-0.0254182j 0.0116389+0.0477467j -0.0172794-0.027184j 0.0246989-0.0596192j 0.00919094-0.0455524j -0.000270141+0.00520039j -0.0263993+0.00990148j -0.0163459-0.000617145j 0.0295177-0.0380232j -0.0226269-0.0250818j 0.0172804-0.0204424j -0.000155305-0.00666736j 0.0334051-0.0136499j -0.0119342-0.0156699j 0.00200254-0.0116477j -0.00651036+0.0152964j -0.0206209-0.0466008j -0.0065489-0.0319817j -0.00640119+0.00320774j -0.00253769-0.0118352j -0.014057+0.00550637j 0.0139708-0.00549632j -0.0181492+0.0279591j 0.0205572+0.00490514j -0.0071166+0.00505903j 0.00941145-0.0250094j 0.00175839+0.00678652j -0.00508523-0.00234832j 0.00570181-0.00899287j -0.0134148+0.00465783j -0.00687583+0.00687193j 0.00983329-0.037691j 0.00755389-0.0214118j -0.0137066+0.0161789j -0.00532046+0.00547439j 0.00308761+0.0176503j 0.0113866+0.00360986j 0.0304792+0.00873576j -0.0135655+0.0116118j -0.000742969-0.00597837j 0.0108236-0.00548567j 0.00883426-0.00227971j -0.0236983+0.0279517j 0.00702956+0.00113872j -0.0124001+0.00743677j 0.0152697+0.00902788j -0.00327112-0.000682577j 0.0130516-0.0058181j -0.00542395+0.0242801j -0.0130371-0.00203591j 0.00429862-0.0034615j 0.00790572+0.00994764j 0.000932609+0.00603587j 0.0109949-0.0143272j 0.005513+0.0164321j 0.00208542+0.00923766j -0.0192663-0.00148145j 
0.0307881-0.0605762j 0.0445072-0.0702676j 0.0237587-0.00214743j 0.0107797+0.121189j 0.0270821+0.0540839j 0.0297895-0.0289955j 0.0165135+0.023667j 0.0211962-0.0546112j -0.057198-0.0524879j 0.0215715-0.0318287j 0.025238+0.0323083j -0.0148404+0.0445217j 0.0630549+0.080838j 0.00642157+0.0234736j 0.0211345-0.0460595j -0.0907054+0.018561j 0.0370211-0.0345817j 0.0607212-0.0376651j -0.0301215+0.0530249j -0.00975369+0.00888452j 0.0448405-0.022059j -0.0423132-0.0459016j 0.0151102-0.0782287j 0.0308365+0.0413429j -0.0505911+0.00036619j -0.0377521+0.0727937j 0.0654585-0.173901j -0.0279495+0.103604j 0.056898-0.01379j -0.020144-0.0850551j 0.0230352-0.0373522j 0.0287962+0.00308201j 0.00903739-0.0267128j -0.0389806+0.0186883j 0.00474502-0.0502071j -0.0220743+0.0365324j 0.0765058+0.00886368j -0.0635639+0.0185j -0.00064874-0.0786461j 0.00993153+0.0840223j 0.0245876-0.0339231j -0.0204803+0.0261048j 0.0636264-0.0297344j -0.0320607+0.0615061j 0.00199395-0.0238018j -0.0453578-0.0355219j 0.0131122+0.0124292j -0.00344754+0.0251713j 0.0560404+0.00054454j -0.0445997-0.0663982j -0.0203914-0.00235768j -0.01324-0.0104115j 0.0221358+0.0259411j -0.0253869-0.0344988j 0.0140677-0.0476991j 0.00730983+0.00610276j 0.00866936-0.0154263j -0.0095864+0.000677126j -0.00230215-0.00881785j 0.0163504-0.0139855j -0.0238663+0.0147223j 0.012587-0.00943808j 0.0122988+0.0262903j 0.0225916+0.0139993j 0.0105535+0.0130515j -0.00866715-0.0161587j 0.00283202+0.0211728j -0.000600683-0.00139239j 0.0151067-0.00506019j -0.00376602-0.0378571j -0.00187619+0.0124357j 0.00481757-0.00468794j 0.0181149-0.0155963j 0.010129-0.0052326j 0.0133647-0.00274381j 0.00443682+0.00988308j 0.0202813+0.0147167j 0.00508305+0.0182556j -0.00952564+0.0253961j 0.0104335-0.0430941j 0.00724252+0.00968707j 0.00971178-0.00659093j -0.0116375+0.00429993j -0.0228409+0.0132353j -0.00300241-0.00327589j 0.0129593-0.00737709j -0.0112004+0.0184148j -0.00339504-0.00259007j -0.00894619+0.000885493j -0.027239+0.00204855j -0.0191596+0.0111158j 0.00539599-0.000871161j -0.0077388+0.00769591j 0.0198357+0.00224984j 0.00533719-0.00703213j -0.00842075+0.0131277j -0.00824772-0.0176095j 
0.0225435-0.0435962j -0.0204268+0.0439795j 0.00219082-0.0184338j 0.0271053+0.0459672j -0.0362414+0.0321043j 0.0252469+0.0301675j 0.0325046-0.0590753j -0.0434138-0.0072859j 0.028822-0.0229418j -0.0597327-0.0743729j 0.112697+0.0119872j -0.038537+0.0687406j 0.000426535-0.0397966j -0.0325132-0.0319107j 0.0102561+0.0629579j 0.0753593-0.0418735j 0.00239735-0.02771j -0.0229877-0.081385j -0.00562253+0.0151745j 0.0124284-0.008434j -0.0107296+0.0449331j -0.0434648-0.0687148j -0.0400655+0.0200289j 0.0258524+0.0496218j 0.0126458-0.013012j 0.0415568-0.00914582j -0.0204122+0.0267664j 0.0207126-0.0783342j -0.0152703-0.0440455j 0.0442929-0.0421392j -0.00661103+0.0725222j -0.0545685+0.0156752j -0.01363-0.060738j -0.00524283-0.0382272j -0.0523377-0.0230495j 0.0311336+0.0574214j -0.0438085+0.0146161j 0.0210842+0.0782484j -0.0410059+0.022187j 0.0465829-0.0172856j 0.0452908-0.00823491j -0.0163439-0.0182553j 0.0260794+0.0363607j 0.0294154-0.0154151j 0.0102928-0.0405866j -0.0405599-0.010383j 0.0368531+0.0151301j -0.0141683+0.00999262j 0.0231715-0.028994j -0.0334839+0.0158444j -0.00272017+0.00958108j 0.0149795-0.00295539j 0.00858289+0.0180282j -0.00449208+0.0188385j 0.0269094-0.0213409j 0.00985838+0.00284638j 0.0248125+0.00442867j -0.00451113+0.0113012j -0.00959576+0.0126784j -0.0138515-0.00389077j 0.0170278+0.023249j -0.0174101+0.0200474j 0.00458938+0.00192107j -0.000172771-0.0132785j 0.0178277-0.021976j 0.00261173-0.0100628j 0.0184741-0.0219016j -0.00809936+0.0137038j 0.0161343+0.00676416j -0.0157056+0.00876552j -0.00678971+0.00306772j 0.011198-0.00182888j -0.00176548-0.0127388j -0.0032081+0.000212338j 0.0050715+0.0195437j -0.0100413-0.0143122j -0.00124531+0.00242978j -0.00883404-0.0154939j 5.33781e-05-0.016764j -0.0180005-0.000468585j 0.00455333-0.00999095j -0.00598963+0.00217721j -0.00585028+0.000266655j 0.00893296-0.00966614j -0.0159409+0.00829243j -0.00196875+0.00752558j 0.00775982+0.000309601j 0.00115335-0.0026594j 0.0154953+0.0046707j -0.00494827+0.0131383j 0.00846992-0.00298188j -0.0125159-0.00514261j 0.00207036+0.00892706j -0.0130576-0.00707055j 0.0101541-0.0019115j -0.0104855+0.00276102j 0.00321023+0.00965254j 
0.0380081-0.0875285j -0.00151605-0.0410005j -0.0315619-0.108553j -0.037598+0.0506389j -0.0287363+0.0320106j 0.0586063-0.022358j 0.0684619+0.0269544j -0.00981757-0.00393946j 0.0855971-0.0272154j 0.0247723-0.0499789j -0.00917732-0.0187378j -0.0282994+0.00891913j -0.0379011-0.000176562j -0.0286408+0.0137205j -0.00495141-0.0434103j 0.0565193-0.00131562j -0.0466419+0.0904287j 0.00672476+0.00925509j 0.0235773-0.0103937j 0.0563755-0.0478215j -0.024305+0.00451159j -0.058299+0.0472758j -0.0513561+0.0155093j -0.00882592+0.142274j 0.0392439-0.0278058j 0.0102309+0.0245712j -0.0722965-0.0346377j 0.0253532+0.0389415j -0.0130908-0.120112j 0.0729646-0.133571j -0.0122051-0.0984647j -0.0534385+0.0798753j 0.0212256-0.0358868j 0.0255002+0.0899811j 0.0310372+0.0222787j -0.0394305-0.00324516j -0.0401169-0.038181j 0.0241048+0.0249644j -0.0130576-0.0553997j -0.0301976+0.0193572j -0.0465004-0.0117879j 0.0154876+0.0325321j -0.0589141-0.0126685j 0.0482748-0.0344499j -0.0171167+0.0094677j 0.0855429-0.00744021j -0.0479012-0.0300951j 0.00145941+0.00371526j -0.0393581+0.00843039j 0.0354564+0.0295783j 0.0156788-0.0141692j -0.0208333+0.023662j -0.0362354-0.024091j 0.0178343+0.007426j -0.0164911+0.00738175j -0.0269202-0.0319025j -0.0181206+0.00244593j 0.00279823-0.00386261j -0.00309968+0.014257j -0.00498098+0.0029793j 0.0148605-0.0211126j 0.000772883+0.0016481j -0.0140973-0.0202707j -0.0211339-0.0266971j -0.0293971-0.029839j 0.0139713+0.00217947j 0.00131745-0.00749445j 0.011401-0.00264833j -0.0208302+0.00173158j -0.00197344+0.00530931j 0.00294681+0.00251867j -0.0039979+0.0116915j -0.0167722+0.0201147j 0.000916238-0.0176749j -0.0199187-0.00332561j 0.00664993-0.0264162j -0.0109403-0.0277726j 0.00180191-0.00543596j 0.00552532-0.01099j 0.00890229-0.00773593j -0.00879019-0.0127237j 0.00417544-0.00493317j 0.0187647-0.00403483j 0.0056281+0.0268913j 0.0202973-0.0231054j -0.00513188-0.00588621j 0.0016739-0.00476929j -0.00660753+0.0158443j -0.00503785+0.0132716j 0.0162711+0.0110734j 0.00079224+0.0183585j -0.000822207-0.00451026j 0.00314534-0.00365694j -8.57789e-05-0.0128223j -0.00436831-0.0181836j 0.0050507+0.00756447j 0.00312406+0.012736j 
0.0140149-0.0318058j -0.0182809+0.0456848j 0.0197653-0.0071185j 0.0394515-0.0464162j -0.00836276+0.00820852j 0.0392367+0.0393827j -0.0400322+0.0304847j 0.0581788+0.0198343j 0.0385175+0.0297417j 0.0136272-0.00702061j 0.000821866-9.49099e-05j 0.0699388+0.0119852j -0.126669-0.0361464j 0.0153258+0.0776092j 0.0661768-0.0325443j -0.115724-0.0934571j 0.0222107+0.00232552j 0.0458888-0.0426475j -0.0817863+0.0331601j -0.125274-0.0129606j -0.0256056+0.0715243j 0.065452-0.00487576j 0.0708383+0.0696834j 0.122165+0.0326073j -0.0949552+0.0100783j -0.11174-0.0748166j 0.0459435+0.003525j -0.0221134-0.0352361j 0.0803555+0.0022151j 0.0907694+0.007257j -0.0266677-0.0120239j 0.0773471+0.00830947j -0.0489231+0.0378301j 0.133605-0.00248325j 0.0285596-0.00142536j -0.051948+0.00923847j 0.0468115+0.0468395j 0.0316861+0.0262927j 0.0389336+0.0671887j -0.0515605-0.0218464j 0.0713291-0.0422495j -0.0235379-0.0116069j 0.0879079+0.0192245j -0.0803581-0.0604158j -0.0032953-0.0332775j -0.043985-0.0432734j 0.000909197-0.0244232j 0.0134605+0.0116986j -0.0534757-0.00539316j 0.0623128+0.0409797j -0.0275352+0.00564957j 0.000622605+0.00860949j -0.0126809-0.0130609j 0.034114+0.0348403j 0.00674946+0.01856j 0.0103362+0.019933j 0.0131275+0.0239148j 0.0229989-0.0346729j -0.0214945+0.00334136j -0.00443976-0.0280747j 0.0015627-0.00259815j 0.0102077+0.0230149j -0.0092617-0.00858397j 0.00175438-0.0275026j -0.0044687-0.00730617j -0.00203271+0.00770602j -0.0230823+0.00778026j -0.006086-0.00105795j -0.00807408+0.0203165j 0.00682346+0.00147004j -0.014201-0.00316268j -0.00708478+0.00108578j 0.012585-0.000877368j -0.00887263-0.011398j 0.00919043+0.00436975j 0.00676731-0.00596633j 0.00061578+0.0152455j 0.00833847-0.012811j 0.0136574+0.00194582j -0.00259307-0.000143399j 0.0251601+0.00125116j 0.00168668-0.0112333j -0.0159759+0.00494525j -0.00832092+0.00761389j 0.00412511+0.0026402j -0.0136634+0.0132349j 0.0164836+0.00126714j 0.0102483-0.00777377j -0.0227772+0.0172564j 0.0443956+0.00859851j 0.0187481-0.00301942j -0.00202147-0.00076808j -0.00152638-0.000533015j -0.00663431-0.00834862j -0.0185805+0.0139594j 0.0166831-0.00142745j 0.00666084+0.00854646j 
0.00688069-0.0281102j -0.00153423+0.0376354j 0.0129241+0.027991j 0.0156248-0.047017j -0.0125249-0.00458642j -0.0227509+0.0164628j -0.0715775-0.00862814j 0.0535774-0.0512843j -0.0304259-0.000552983j 0.0990081+0.0742537j 0.01257+0.0649943j 0.0508841-0.045279j 0.00139106-0.0865422j -0.0988126+0.00792966j -0.0514051+0.00239699j 0.0878223+0.0207383j 0.0312374-0.0327399j 0.0222673-0.0108059j -0.0201202+0.0375311j -0.0192183+0.0179401j -0.051058+0.00731282j 0.00714464+0.00354477j -0.0199608+0.0241872j -0.0945558+0.0107314j 0.0745587+0.0601361j 0.109074-0.0311454j 0.0299395-0.073962j -0.022987-0.068757j -0.0373978-0.0755911j -0.0804754-0.0697195j 0.0397739-0.0246091j 0.043394+0.0154122j -0.0294632-0.0499372j -0.0115282-0.057736j 0.0121913-0.0131878j 0.013565+0.0763063j -0.016256-0.0152708j -0.00521853+0.0435133j 0.00862768+0.0206919j 0.0100913-0.00320632j 0.0524351-0.0204041j -0.000282957+0.0276482j 0.00527081-0.066839j 0.0148457+0.0326021j 0.0577068+0.0343633j 0.0215455+0.00855867j 0.0330685+0.0293352j -0.0035698+0.00876862j -0.0534002-0.000130429j -0.0140718+0.0509482j 0.0168776+0.00811916j 0.0407706+0.0250671j 0.0152649-0.029173j -0.0156458+0.0166022j 0.00405121+0.0100653j 0.00865946-0.00230641j 0.0105292-0.0243437j 0.00768164+0.00264921j 0.0198982-0.0360038j 0.00965994-0.00139862j 0.0218347+0.0083485j -0.0379832+0.0582166j 0.000878313+0.00682301j 0.00204657-0.0506916j 0.0119036+0.0161682j -0.0035836+0.013195j 0.00260393-0.0138457j -0.012019-0.000671143j 0.00691459+0.0191445j 0.0145219+0.0156922j 0.00276044-0.0132365j -0.00207629+0.00613435j -0.0101657-0.00546407j 0.00935006+0.0027968j 0.00939152+0.0210112j -0.0147321+0.0141539j -0.0158318-0.000340214j -0.0220765-0.0142404j -0.0120093+0.00458404j -0.00572401+0.00551492j -0.0223441-0.00738698j -0.0150741+0.00222747j 0.011833+0.0102168j -0.00641993-0.0103212j 0.0125568+0.0228684j 0.0130719+0.00956094j -0.00465742+0.0020799j 0.00590093-0.0044773j 0.0130096+0.00317321j -0.000503816+0.00529944j -0.00342162+0.00364275j 0.000413325-0.00128415j -0.00247308-0.0045218j -0.0199076-0.00955984j 0.017802+0.0139915j -0.0080736+0.00336947j 0.0161458+0.00944885j 
