0.002708-0.00461196j 0.00139395-0.00230737j 0.00263248-0.00649391j 0.000887035-0.00283519j 0.00185115-0.0043361j -0.00118298-0.00637254j 0.00185092-0.00346977j -0.00199886+0.00456797j -5.57962e-05+0.0036552j 0.00259063+5.96539e-05j 0.000169188-0.00663331j -0.00279883+0.00249376j 0.00135748-0.000137077j 0.00267488-0.00386378j 0.000137708-0.00206306j 0.000252657+0.00137606j -3.14331e-06+0.0019726j -0.00107042-0.000143366j -0.000364349+0.00286173j -0.00188585-0.00117402j 0.000454219+0.00306156j 0.00287731-0.00335386j -0.000853317-0.00243064j 0.00103818-0.000237556j -2.00235e-05-0.00252136j 0.00182663+0.000283585j -0.000587356-0.00262589j 0.000699884-0.00602932j 0.000681131+0.000339875j 0.000828075-0.00451353j 0.00168845-0.00121303j -0.00107836-0.000191304j 0.00114987-0.00287259j -0.00258728+0.000701381j -0.00073135-0.00308372j -0.000169672-0.000431382j 0.000334357-0.000410287j 0.00376224-0.00206661j 0.000987226-0.0016347j 0.000312134+0.00132271j -0.00088999-0.000855314j 0.00223657-0.00142284j -0.000671787+0.00621266j -0.00331997-0.000375742j 0.00615238-0.011359j 0.00604352-0.00193284j -0.000350688-0.00651411j 0.00584269-0.00545616j 0.00848024+0.000161412j 0.00489512+0.0209613j -0.00405721+0.0211409j -0.00728354-0.0231117j -0.0178944+0.00411057j 0.0841112-0.0108782j -0.129968-0.0574643j -0.185321+0.0698247j 
0.00337364-0.00403092j -0.00282098-0.00309111j 0.00492849-0.00478823j 0.00580149+0.00122257j -0.00336313-0.00173568j 0.00218497-0.00122844j -0.00152714+0.00275761j -0.00962232+0.00258551j -0.00364097-0.00304698j -0.00763664+0.000201401j 0.000840022+0.00188768j -0.0121331-0.000624226j -0.0101511-0.0107564j 0.00395858+0.00480003j -0.0112146+0.00569943j -0.00592214+0.000555206j 0.013165-0.00731875j -0.0198017+0.00360115j -0.0144764+0.00156523j 0.00541096-0.000278442j 0.0192391-0.0116318j 0.0137612+0.0018432j -0.0118442+0.0102642j 0.0125071-0.000738913j 0.00967686-0.00980085j 0.000588213+0.00343534j -0.00401686+0.0287348j 0.0171673+0.0152754j -0.00562287-0.000809061j 0.00741731-5.15746e-05j 0.0155172-0.00140436j 0.0128549+0.00837206j 0.00269077+0.0143759j 0.0306237+0.0139444j 0.0100537+0.0285097j 0.0250823+0.00506738j 0.0269945+0.00167281j -0.0173602-0.00276951j -0.00753584+0.0141578j -0.0273744-0.0128847j 0.0261472+0.0165724j -0.00738899-0.0234761j -0.00771637-3.829e-05j 0.00597526-0.0150316j 0.037206+0.000373369j -0.0120529-0.0118278j 0.00557218+0.0139803j -0.0128239+0.0255275j -3.46732e-07-0.0318629j 0.00967332-0.0577222j 0.00787007-0.0104023j -0.0438814-0.0372502j -0.0361444-0.00940341j -0.0165808+0.0411831j 0.00889732+0.0257594j -0.0313211+0.0104284j 
-0.00205107-0.00256653j -0.000583191+0.00313446j -0.00288581+0.0052674j 0.00479498+0.00351243j 0.0146388-0.00567296j -0.0050718+0.00684346j 0.0020775-0.00192802j 0.00419986-0.00243829j -0.000334852+0.00734578j -0.0102028-0.00874783j -0.0034369+0.00543169j -0.0130612+0.00715341j -0.0158672-0.00309547j -0.00389035-0.00263316j 0.0228441+0.00349599j 0.0113588+0.00393871j -0.0174373-0.0035694j -0.02537+0.0117461j -0.00671951+0.0116j 0.00205485-0.0105357j 0.0119333-0.00290289j 0.0260004-0.0085749j 0.0163344-0.0131676j 0.0249761-0.00184537j -0.017908+0.0101521j 0.0240614-0.00271277j 0.0126506-0.00457203j -0.0336993+0.00424408j 0.0116268+0.00295562j -0.026862+0.0104184j 0.0208483-0.00261647j 0.0311099+0.0119219j 0.0291991-0.0186437j -0.00678612-0.00668633j -0.01117+0.00777128j 0.0189208+0.0192818j 0.00427458+0.0108867j 0.0219728+0.00124918j -0.00134815+0.0136245j 0.0189061+0.0123863j 0.0097509-0.0337082j -0.00421979-0.00250103j 0.023134-0.00352523j -0.00262974+0.0319493j 0.0250991-0.0217692j 0.0293461+0.000958987j -0.0212757-0.00667287j -0.00223798+0.00860548j -0.0258134-0.0138263j -0.0124046+0.0264184j 0.0153301+0.0251962j 0.0130468+0.0244917j 0.0191643-0.0299961j -0.0178767-0.00892928j -0.00795112-0.0061087j -0.000415574-0.0207806j 
0.00324855+0.0168104j 0.011478-0.00299464j -0.00755756-0.0127751j 0.0107773+0.0025j 0.0133905+0.000485632j 0.000274257+0.00367574j -0.0183712-0.00404565j 0.00448289+0.00549512j 0.00348825+0.0142614j -0.00618239+0.0016881j -0.00133264-0.00636834j 0.0112668+0.00189808j 0.0141474+0.00258906j -0.0214101-0.000517963j -0.0179097+0.00451669j -0.000781162+0.0140512j -0.00530786-0.00683539j 0.0085011+0.00321083j 0.0222412+0.00483738j 0.00495892-0.0212334j -0.0212953+0.0107991j 0.0214188+0.00594679j 0.00673949-0.0167713j -0.00808779-0.00702266j -0.00377386+0.00179682j 0.0232453+0.0117966j -0.00788936+0.00294251j -0.0193592-0.00150301j -0.0104297-0.000924108j 0.00794146-0.00770856j 0.00482216+0.00954218j -0.0174548-0.00699457j -0.00085351+0.00512393j 0.00185704+0.00985035j -0.0059804+0.0107468j 0.0377249+0.0329176j 0.00876057-0.00763493j -0.00389744+0.0152064j -0.00421792-0.000890495j -0.0135493-0.000584868j 0.00951491-0.0164227j 0.0103545+0.00636481j -0.00508599-0.00662369j -0.0132708-0.0251214j -0.0103884-0.0317085j 0.00184686+0.00910362j 0.0059347+0.0309647j 0.0159911+0.0264349j -0.000102532+0.0051675j -0.000730273+0.0246259j 0.000868921+0.00603379j -0.00528831-0.0678678j -0.00159174+0.0466668j 0.0407958-0.0550313j -0.00893538+0.00727806j 0.00364432-0.00337381j 
0.00574838-0.00101796j -0.00135163-0.00832738j -0.00254853-0.0139234j 0.00787288-0.00425073j -0.0106598-0.000259794j -0.00102599-0.00397935j 0.00732113+0.00331726j -0.00426497+0.00926892j -0.0132807-0.00629714j -0.000402274+0.0072354j 0.000961035-0.00127406j -0.0157635-0.00642022j 0.00858622-0.000440378j 0.0185301+0.00476654j 0.016358+0.00263153j 0.0459174-0.00410853j 0.0278976-0.0101294j 0.0108001-0.000761748j 0.0302246-0.00877417j 0.0390635-0.00644572j 0.00791263-0.00831575j 0.0124452-0.00626236j 0.00433791+0.00402016j 0.00669911-0.0037873j 0.0331178-0.00741167j -0.00530643+0.00258849j 0.0157649+0.0207291j -0.0290552+0.00181613j 0.00589645-0.00310381j 0.0382817+0.00120891j 0.00636013+0.0146388j -0.000793586-0.00985363j -0.0102695-0.0116999j 0.00210041-0.0120188j 0.0257367+0.0159665j 0.0268552-0.00378953j -0.00740658-0.00842608j 0.00153927+0.00164108j 0.0191201+0.0140858j -0.00571718-0.0159108j -0.00700246-0.0211227j 0.042363+0.017066j -0.0140516-0.00240081j -0.00912168-0.00936556j 0.0275167+0.00339557j -0.0333912-0.0133335j 0.0303686-0.0051897j 0.00909374-0.00207791j 0.00374653+0.0374805j -0.00236649-0.0176336j 0.0202326+0.0244547j 0.0117103-0.00392455j 0.000392719+0.00266202j -0.0030815-0.00985197j -0.00475405+0.0284662j -0.0252507+0.00838917j 
0.00037097+0.00256168j 0.00319798-0.000323475j -0.00371618-0.00408547j 0.002694-0.00377683j 0.00147038+0.00354942j -0.00679383+0.00211187j 0.0117655+0.00344247j 0.000694292+0.00540282j -0.00385428+0.000557278j -0.00485881-0.000595473j -0.00133808+0.0021469j 0.00399125-0.0048018j 0.0311173+0.00600549j 0.0250121-0.00402206j 0.0271982-0.00925433j -0.00877801-0.00130776j -0.00920552-0.00453585j 0.0125117-0.00820306j -0.00461049-0.00133971j 0.00241863-0.00301698j 0.00136018+0.00447455j -0.0133707+0.00262069j -0.018415+0.00502667j -0.0142174-0.00266243j -0.0250192+0.0166041j 0.00729034-0.00412937j 0.00557092-0.00499361j 0.0210741+0.00770087j 0.0350433+0.0150579j -0.00791905-0.00123874j 0.013415+0.00488763j -0.0130398-0.00917902j -0.020101-0.00842207j 0.0111176+0.00661568j -0.00534966-0.0120179j 0.00726435+0.00697621j -0.0115057-0.0111381j 0.0202405+0.00517576j 0.010546-0.0162679j -0.000239755+0.0161956j 0.00981097+0.00451044j -0.00508132-0.0131959j -0.00236406-0.000481046j -0.00349838-0.0137812j 0.00783966-0.00193768j 0.00188473-0.0047597j -0.0198182-0.000642872j 0.00836896+0.018692j -0.000698953-0.000898958j -0.00462467-0.0222645j 0.0496787+0.0269668j 0.00876674-0.0737628j 0.000946916-0.0335064j -0.0116662-0.0330601j -0.0158323+0.0102132j -0.0180155-0.010644j 
0.00286174+0.00225679j -0.00025359-0.0019238j -0.00805595-0.0126716j 0.0111714-0.000841853j -0.0043828-0.00486473j 0.00547421-0.00393868j -0.00388668-0.00444078j 0.0044349+0.00451347j -0.00619232-0.00515812j -0.0157375+0.00420176j 0.00191006-0.00864594j 0.0135958-0.00034302j 0.00682845+0.000640599j 0.00987901-0.00862723j 0.0254977-0.00422817j -0.0193182+0.000736746j -0.00407527-0.00719156j -0.00295715-0.00182249j -0.0305352+0.00887218j 0.0107969-0.0135134j 0.0190729-0.00156499j -0.0105973-0.000475036j -0.00423363+0.0072728j 0.00412194-0.0027908j -0.026926+0.0105296j -0.0100943+0.000857258j 0.0139189+0.00933413j 0.0353855-0.00613066j 0.0240828+0.00264885j -0.033309-0.0189473j -0.00600761-0.00610589j 0.0101475+0.00623836j 0.000882437-0.0104298j -0.000691005+0.00502472j 0.00857508+0.00322197j 0.00813368+0.0075996j 0.0111644+0.00399519j 0.00482973+0.0175922j -0.0147877+0.012877j -0.00935213-0.00300843j 0.00149514-0.0140453j 0.0128777+0.0305205j -0.00769214-0.0156409j 0.00791717-0.0158986j 0.00578431-0.0145363j -0.0138392-0.0112299j 0.037781+0.0265126j 0.0119162-0.0129281j 0.0031967+0.0255559j 0.00530369+0.0135713j -0.0354457+0.0170841j -0.00642331+0.0288545j -0.0146499+0.0583672j 0.0260174+0.0243046j 0.0254102+0.0104463j 0.000517982+0.0228762j 
-0.000678896-0.00669812j -0.00549322+0.000390781j -0.00783947+0.000483357j 0.0047191-0.00515379j 0.00235042-0.00804471j -0.00195908+0.0134613j 0.028561-0.00263511j 0.00474984+0.0101914j -0.0162358-0.0006207j -0.00148343-0.0038437j -0.000853235+0.0109445j 0.00322347+0.00757777j -0.00758274+0.00288856j 0.0167423-0.0134598j 0.0127826+0.00314085j 0.0224148-0.0177776j -0.0115018+0.00602375j 0.00159399+0.00416099j 0.0125311+0.00621544j 0.00363948+0.00934333j -0.0201246-0.00410918j -0.0261764-0.0209001j 0.00355685+0.0110763j -0.00998437+0.0148954j 0.0281505+0.00024438j -1.05458e-05-0.0289133j 0.0270412-0.0156658j -0.0186995-0.000369j -0.000177605-0.00421617j -0.000839027+0.00778152j 0.036513+0.00115621j -0.0108109-0.0139946j 0.0123666-3.38762e-05j 0.00472764-0.000648311j -0.00180187-0.0027334j 0.0128306-0.0074142j 0.026609+0.0109615j -0.0136729-0.0174091j -0.0307672-0.012556j 0.0259113-0.00463554j -0.0222225-0.0195329j 0.0102451-0.0204626j -0.00859909-0.0131037j -0.0130494-0.0122265j -0.00496502-0.0194986j -0.0211794+0.00294291j -0.00961495+0.0183979j -0.00286319-0.0135325j 0.00941708-0.0482353j -0.0142835-0.000506152j -0.0238509+0.0356677j -0.0248074+0.00325315j -0.0111592+0.0249687j 0.026915+0.0226631j 0.0281232-0.00559938j -0.00267049+0.0248806j 
-0.000690696+0.00636475j 0.00426105+0.00205068j -0.0056146-0.00326221j -0.000633433-0.00281093j -0.00594916+0.00481198j -0.00153037-0.00755867j -0.0133612-0.00188417j -0.00136171-0.00361629j -0.00100854-0.00147856j 0.0168695-0.00114446j 0.0231839-0.00724903j 0.0369495-4.11497e-05j -0.0106618+0.00355104j 0.000350165-0.00120885j 0.0403187-0.0126547j 0.0132631-0.00131902j -0.00202262+0.000385263j 0.00771422+0.00254875j -0.0316289+0.00861864j -0.0105709-0.0152437j 0.00348635-0.000220055j 0.0100582-0.00105112j 0.0178469+0.00330814j 0.0483195+0.0057557j -0.0113851+0.0132098j -0.0155887-0.00389851j 0.00261847-0.00446379j -0.0356221-0.0122855j 0.00110958-0.0194399j -0.00682065-0.017597j 0.00469274+0.0161406j 0.00592795-0.00367422j -0.0161573+0.00517986j -0.00282205+0.00745451j 0.00634831-0.0105646j -0.0196776-0.00273029j -0.0284556-0.0160212j -0.0117347+0.0142825j -0.00267524-0.00960797j -0.00322706-0.000366539j -0.00419027+0.0143203j -0.00842409+0.0132493j 0.00591509+0.00502255j 0.00477201-0.0178233j -0.0109845-0.00355218j 0.00964035+0.00211786j -0.0167578+0.00501888j 0.0101867+0.0101788j 0.00241192+0.019186j 0.0226879-0.0118955j -0.000825665+0.00204459j 0.00348615-0.0478659j -0.00625716+0.00191203j 0.00303272-0.0179519j 0.0086652-0.00389763j 0.00461717+0.00732784j 
-0.0023754+0.00792229j 0.00643052+0.0032437j 0.00432924+0.0127026j -0.0138169+0.000974652j -0.00336141+0.00390734j -0.0104651+0.00681483j -0.00220426+0.00950135j -0.0110088+0.000566453j -0.0106671-0.00704377j 0.0134292+0.0194768j -0.0102157+0.00281643j 0.0219465-0.00609387j -0.00650152+0.0114655j 0.00635785+0.00422197j -0.00655505-0.000262262j -0.00448999-0.00238587j 0.00406479-0.00440655j 0.0144832+0.000149893j -0.0280571-8.85937e-05j -0.0222339+0.00671633j 0.0218641-0.0133657j -0.0437342+0.00620255j -0.0174531-0.0118833j 0.0140624+0.010232j 0.00999676+0.00814314j 0.000256821-0.00300532j -0.00274413-0.00391377j 0.00539553+0.00646806j -0.00117973-0.00405968j -0.0173547+0.00687857j 0.00423331+0.0223397j 0.00417247-0.008202j 0.00243847-0.0202223j -0.0103926-0.0267596j -0.0380587-0.00344195j 0.0510571+0.0034382j -0.0184645-0.00126768j 0.00088564-0.00740571j -0.00134983+0.0137544j -0.00141768-0.0131252j 0.0370815-0.0307547j -0.0200627+0.000517482j 0.0167442-0.00858603j -0.00893542+0.00902347j -0.00666336-0.00962632j -0.000575077+0.0130663j 0.011425-0.0102392j -0.00523752+0.00309278j 0.0155064+0.00507098j -0.0159215+0.0251192j 0.00337988-0.00382984j -0.0102082-0.00545602j 0.00501362+0.0280361j 0.00597861-0.00756064j -0.0275985-0.0088822j 0.0166411-0.0307308j 
0.00303113+0.00613774j 0.00665117-0.00186141j 0.00744647-0.000535838j 0.00230314+0.00949169j -0.00144792+0.00126479j -0.0107849-0.000520428j -0.0133498+0.00313526j -0.00529674-0.00323235j 0.0121851-0.00434649j -0.0125596-0.00470161j 0.0116323-0.0122429j 0.00745881+0.00149233j 0.00258396-0.00903083j 0.00205746+0.00657853j -0.00188664+0.00708504j -0.00395696+0.00235779j -0.0162282+0.0014401j 0.00154363+0.0013281j -0.000516643+0.0151934j -0.00144987-0.0195587j 0.00168251+0.00327162j 0.00731258-0.00797458j 0.00105261+0.00527281j 0.0249912+0.0136346j -0.0186581-0.00223206j 0.0104748+0.0017464j -0.018385+0.011654j 0.00341075+0.0105069j 0.0106994-0.0144643j -0.016449-0.00099151j 0.0211582+0.0273659j -0.0165233-0.0368767j 0.00289358+0.0135044j -0.00567141-0.0209087j 0.0247554+0.00562656j 0.00138086-0.0189805j 0.0472156-0.0361378j -0.0181908+0.00364606j -0.0500307-0.000327728j 0.0433695-0.0601525j -0.0110482-0.0089535j 0.0363487-0.0304436j -0.0172197+0.0203823j -0.019456+0.018662j 0.00833334+0.00148937j 0.00615813-0.00462814j 0.00105941-0.0194779j 0.0204777+0.0239606j 0.0195986+0.0144343j -0.00805593+0.0143973j 0.0057973+0.0265877j 0.0130699-0.0458286j 0.00101328+0.0182229j 0.00330337+0.017615j -0.0103109+0.00113945j 0.00336531-0.0140937j 
-0.00192687-0.0104163j -0.00937171-0.00340266j 0.000584705-0.0113136j 0.00643489-0.00235659j 0.000142464+7.91722e-06j -0.0108495-0.00728566j 0.00667407+0.00547638j -0.0230518-0.00697643j 0.0246541-0.00513127j -0.0205965-0.00169439j -0.0144143+0.00064542j 0.0339936-0.00725774j 0.0174435-0.00445758j 0.0114115+0.00245796j -0.0110901-0.00550721j -0.0118369-0.0039135j 0.00519687+0.00879315j 0.00450332-7.84733e-06j -0.0140593+7.39734e-05j 0.00677154-0.0045015j -0.00164669-0.00623354j -0.00766664-0.00560947j -0.00755832+0.0103519j 0.00966476+0.0193681j -0.00783587-0.0181279j -0.00491515+0.00301033j 0.0114499-0.00707098j 0.00541382-0.0134975j -0.000607844+0.000543424j 0.0297572+0.00244816j 0.00568169+0.00469649j 0.0158332+0.016393j -0.0033119+0.00979037j -0.00994706+0.015493j -0.00787943+0.0141873j -0.0149238-0.0137832j 0.00944594-0.0067353j 0.00187578-0.0153915j 0.0105869+0.00230087j 0.0138325-0.0150974j -0.0193467+0.0143687j 0.0170373-0.0188561j -0.0167221+0.014675j -0.00258809-0.0244359j 0.0349515+0.0114372j -0.0197312-0.0116953j -0.00612181-0.00950549j -0.0133764-0.006958j -0.0100937-0.0382724j -0.0429814-0.0315099j -0.0205912-0.00591978j 0.0247629+0.0280712j 0.0134271-0.0150261j 0.00117946-0.0405645j -0.0159182-0.0144371j 0.0167466-0.00195283j 
-0.0101745-0.00606644j -0.00405793+0.00890502j -0.0115767+0.00761022j -0.0168472-0.0118698j -0.0197906-0.00519696j 0.0184779-0.0204807j -0.0180298-0.015064j 0.0194343-0.00118434j -0.017273-0.00249103j 0.0108455+0.00478599j -0.0036436-0.0126612j -0.0190038+0.00575915j -0.00938454+0.0164066j -0.010529+7.41392e-05j 0.0189836-0.00341038j 0.00958565-0.000463999j 0.00847373+0.00272059j -0.00916421-0.00159444j 0.025409+0.00742912j 0.0216306+0.00125674j 0.0159435-0.00617751j -0.0029309-0.00264363j 0.00227403-0.0130842j -0.00521925+0.00132267j -0.0071326-0.0026812j -0.0138853+0.0149066j 0.000888897+0.00415821j -0.0161187-0.00986223j -0.00457807+0.00371843j -0.0111115-0.0108219j -0.0203297-0.0119907j 0.0188724+0.0140496j 0.00852688+0.000279745j 0.0108559+0.005701j -0.00886182-0.00135971j -0.00206497-0.0107775j -0.00580825-0.00811055j -0.00587073+0.011354j -0.0069601+0.0114369j 0.0053118-0.0110273j 0.013987-0.00783753j -0.0212775-0.0157084j 0.00466517+0.00671965j 0.0141287-0.0300868j -0.0069219-0.021818j 0.000264807-0.00607299j 0.00888449-0.0180796j -0.0234833+0.00879366j 0.0170098-0.0259662j -0.0223988+0.00640146j -0.0112141+0.0056082j 0.0166723-0.0801652j 0.00446337+0.0115932j 0.010188-0.0171174j 0.0103782-0.0517965j 0.04756+0.00887677j 
0.000699112-0.00729283j -0.00381406-0.000351699j 0.00374072-0.000889014j 0.00644757+0.00225027j 0.00149972+0.00363362j -0.0254023-0.00256333j -8.96441e-05+0.00837493j -0.000488247+0.00638416j -0.0031114+0.0159409j -0.00844544-0.00101441j 0.00888394-0.00388254j 0.0110938+8.77854e-05j -0.00312751-0.000866346j -0.00382674+0.00768292j 0.0115645+0.000323944j 0.0116593+0.0116556j -0.00299091-0.00732366j -0.00528173+0.00187626j -0.00631949+0.0111717j -0.00854418-0.0113735j -0.017161+0.0149837j 0.00524945+0.00806421j 0.00684678-0.00494208j 0.0174679-0.00593563j -0.012943-0.00316523j 0.0154906-0.00239078j 0.00318066+0.0108713j 0.00999431+0.0319374j -0.00217608+0.0343132j -0.0274008+0.00369543j -0.0170111-0.0463748j -0.0271957+0.00787412j 0.0156513-0.0353154j 0.00840809+0.0192408j -0.0129556-0.0167067j -0.0102298+0.042865j 0.0209385+0.0157542j 0.0206211+0.0111794j 0.00991201-0.0146831j -0.0697303+0.0434727j 0.00293498+0.00546043j 0.0267075-0.0135275j 0.0150696-0.00564214j 0.0168751-0.016493j 0.00390372+0.0154531j -0.00280764-0.019129j -0.0131511+0.00430804j 0.00525603+0.0114305j 0.0128047+0.0142027j -0.021323-0.0353132j 0.0166754+0.0183097j 0.000274356-0.0240912j 0.00975189+0.0119892j 0.00754668+0.000474622j -0.00781635-0.00409771j 0.00297008-0.00836654j 
0.0161967+0.00489331j 0.0027354-0.0197796j 0.00213685+0.00543827j -0.0102746-0.00698756j -0.0230145+0.00275333j -0.000345549+0.00486394j 0.0175236+0.00221086j -0.017496+0.00455886j 0.0187713-0.00393182j 0.00773594+0.00223344j -0.0209089+0.000699159j -0.0118051+0.000860618j -0.00317106-1.12638e-05j 0.0060539+0.0233305j -0.0311093-0.0105706j -0.0165993+0.00248377j 0.00257518+0.0072552j 0.0165718-0.00911035j -0.015586-0.00891914j -0.0194726-9.30911e-05j 0.00839995-0.0111435j 0.016218-0.00690458j -0.0145534+0.00697795j 0.00499675+0.0027063j 0.00610075+0.003756j -0.00363774-0.00847845j -0.00384915+0.0313543j 0.00882542+0.00608161j 0.0193258+0.0195776j -0.00237421+0.0015749j 0.00772199-0.00021364j -0.0074068+0.000635051j -0.00765866-0.00430769j 0.00525001-0.013268j 0.027118+0.003891j 0.00929918-0.00113752j -0.00651377+0.00752964j -0.00866038+0.0227217j -0.0120756+0.0354884j 0.00254428+0.000345922j 0.0218019-0.0228577j -2.27997e-06+0.00286558j 0.0214893-0.0208663j 0.00509381-0.0370991j 0.0182571-0.00900907j 0.0122022-0.0169163j -0.00228021+0.0179082j 0.0262544+0.00948621j 0.00881848+0.0252474j 0.0198877+0.00249171j -0.0024701-0.00746255j -0.00767588-0.0223604j 0.0305411-0.0201066j 0.00810127-0.0258548j 0.0122923+0.0155126j -0.0174879+0.00997025j 
0.00911615-0.0146314j -0.0122155-0.0117548j 0.00509265-0.00490976j 0.00957487-0.000385475j 0.00757313+0.0027867j -0.0231708+0.00100167j -0.00111921-0.00560384j 0.00403516-0.00535444j 0.00306037+0.0150569j -0.00782393+0.0138963j 0.00429943+0.0194566j -0.00804467-0.000817168j -0.012969-0.00641789j -0.00075355+0.00157833j -0.002353-0.00542236j 0.00637452-0.000583161j -0.0042244+0.000999553j -0.0059036+0.0172469j -0.0164942+0.00397055j -0.00455622-0.00790896j 0.0106474+0.0167486j -0.00727751+0.000646057j 0.0187909-0.0104286j -0.0147882+0.00383989j -0.00698821+0.0210108j 0.00162226-0.0242442j 0.000382335+0.00814286j -0.0107214-0.00375165j -0.0138789-0.0290293j -0.00858856+0.00602361j -0.0177976+0.00830736j -0.00748199-0.00643276j 0.00341412+0.0109184j -0.0136569+0.00848912j -0.00229551+0.0106368j 0.00467862+0.0188282j 0.0109696-0.0287756j -0.0215471-0.0194378j -0.0105956-0.00855693j 0.0227201-0.0305857j -0.00327019+0.000149898j -0.0314404+0.0388413j 0.00485155+0.00731945j -0.0180234+0.00523896j 0.00808755+0.00131108j -0.00697699+0.000855989j -0.00744364+0.0185443j -0.00758541+0.00656322j 0.0294598+0.01069j 0.00192384-0.0570216j -0.0055607-0.0363324j 0.0143132-0.0474673j 0.0181894-0.0287014j -0.0121279-0.0360446j 0.0113181-0.00141962j -0.00460099+0.016571j 
0.00704835+0.00116799j -0.00502826-0.0110019j 0.0102704+0.00255788j -0.00388601+0.0102303j 0.00952456+0.0120752j -0.0151126+0.0186911j -0.00498149-0.00508566j 0.0248888+0.00110839j 0.0173352+0.00647051j -0.00178614-0.00908053j 0.0381109-0.00428953j 0.00968213-0.00156005j 0.00695966-0.0162395j -0.00835138+0.0102421j 0.007801+0.012232j 0.0162811-0.00495617j -0.00909311-0.0211132j 0.0188152+0.00248457j 0.00656544+0.0176529j 0.000368736+0.00915047j -0.00778869-0.000602982j -0.0153738-0.00585588j -0.0264588-0.00153476j -0.00426772-0.00323835j 0.00185879-0.017395j 0.0175782+0.0150414j -0.0295251+0.010175j 0.000853812-2.92187e-05j 0.00529284+0.0063948j 0.0126235+7.29113e-05j 0.0166504-0.00288789j 0.00997063+0.00634576j -0.0222636-0.0024032j 0.00980745-0.016256j 0.00890225+0.0253972j 0.00345984-0.0159113j 0.00409561+0.00540388j -0.00982574-0.00954154j 0.00182587+0.0347466j 0.0197267+0.0143567j 0.0170414-0.000449013j 0.0117876-0.0276429j 0.0180931+0.00684261j -0.0270008+0.0163202j 0.0342655+0.00683593j 0.0118591-0.0196977j 0.0107673-0.0123963j -0.0108908-0.035132j 0.0159265-0.01331j 0.0280777-0.0547817j -0.0336927+0.00887972j 0.00291232+0.00906247j -0.00250489-0.0129122j -0.00801412-0.0165056j 0.0157592+0.000977661j 0.00698882+0.0185145j 
-0.00950874+3.79394e-05j -0.000180479+0.0129878j -0.0102275-0.00985011j 0.0173739+0.00106222j 0.0275666-0.0181777j 0.0409603+0.0218903j 0.0130304-0.0120152j -0.0101683-0.00159269j -0.00646796-0.0131219j -0.0148293-0.0002626j -0.02257+0.00447527j 0.0255767+0.0116769j -0.00787564+0.0100923j -0.00703568-0.0150267j -0.0312568+0.0065538j -0.0167175-0.00211636j 0.010691-0.00539418j 0.00547537-0.00168623j -0.00310851+0.00227974j -0.011273-0.00513616j 0.0153844-0.0104715j -0.00204896+3.48162e-05j -0.00330863-0.00233351j -0.0149508-0.00785284j 0.0064959+0.00492987j 0.00354+0.00540383j -0.00969356+0.0150164j -0.00249482-0.00150998j -0.00811207-0.00381159j -0.00533585-0.010342j -0.00197386-0.00674221j 0.00979636-0.0053211j 0.00816416-0.0133401j 0.0249086+0.00613303j 0.00930105-0.00951726j 0.0119596+0.00190261j -0.0115161-0.000969529j -0.0147172+0.000878865j -0.0190632-0.00664795j 0.0052063+0.00280431j 0.0218013-0.00443792j -0.0044403-0.00829059j 0.0172836-0.00327882j 0.00755672+0.0140952j -0.0196662-0.0181279j 0.0039853-0.0170137j 0.0257428-0.0144081j -0.00074767+0.00730371j 0.0263695+0.0150152j 0.00677203-0.0511706j -0.0152916+0.0806463j 0.0238422-0.0351879j -0.0129704-0.0162638j -0.021769+0.0231434j 0.0175954-0.00112852j 3.64071e-05+0.0158917j 
-0.00280662-0.0100653j -0.00878737+0.00410752j -0.0132829-0.00592208j 0.00878531-0.00420249j -0.00164038-0.0094747j 0.00545303-0.00311082j 0.00574836-0.00681402j -0.000137323-0.00260971j 0.00200268-0.00500193j -0.0174943-0.000876238j -0.0166809-0.00862658j 0.00396918+0.00327681j 0.00175988+0.0133382j -0.00901111-0.00015518j -0.00486459-0.00320976j -0.00731541+0.0118283j 0.00514477-0.00638095j -0.000467481+0.0196975j -0.00286368-0.00533291j 0.0121653-0.00785916j 0.000577174+0.000948311j 0.00113413-0.0188731j 0.00168706-0.0154265j -0.00386701+0.0183555j -0.00551501-0.00630138j -0.0033591-0.0167303j 0.0149261-0.00324868j -0.0152536+0.00641057j 0.00790861+0.00181597j -0.0191857+0.013607j -0.00634617+0.000435187j 0.00607506-0.0108098j -0.00376826+0.0180041j -0.0244093-0.0260644j -0.0217014-0.000977799j -0.000213177+0.0365394j -0.00592437+0.0253784j 0.0288158-0.0278414j 0.0254053-0.0191348j -0.0178008+0.0227465j -0.0234411+0.0186357j -0.0087774+0.0132917j 0.031492-0.0308694j -0.0078594+0.0245195j 0.0250057-0.0107398j -0.0156151-0.0344808j -0.00571709-0.0378368j 0.00663883+0.0321687j -0.0118721+0.0416429j 0.0388832+0.0163314j 0.00767115-0.00471235j -0.0115022-0.0437083j -0.00162392+0.016705j 0.00171219+0.0141782j 0.0190555-0.0191856j 0.0141705+0.0152383j 
