0.002708-0.00461196j 0.00139395-0.00230737j 0.00263248-0.00649391j 0.000887035-0.00283519j 0.00185115-0.0043361j -0.00118298-0.00637254j 0.00185092-0.00346977j -0.00199886+0.00456797j -5.57962e-05+0.0036552j 0.00259063+5.96539e-05j 0.000169188-0.00663331j -0.00279883+0.00249376j 0.00135748-0.000137077j 0.00267488-0.00386378j 0.000137708-0.00206306j 0.000252657+0.00137606j -3.14331e-06+0.0019726j -0.00107042-0.000143366j -0.000364349+0.00286173j -0.00188585-0.00117402j 0.000454219+0.00306156j 0.00287731-0.00335386j -0.000853317-0.00243064j 0.00103818-0.000237556j -2.00235e-05-0.00252136j 0.00182663+0.000283585j -0.000587356-0.00262589j 0.000699884-0.00602932j 0.000681131+0.000339875j 0.000828075-0.00451353j 0.00168845-0.00121303j -0.00107836-0.000191304j 0.00114987-0.00287259j -0.00258728+0.000701381j -0.00073135-0.00308372j -0.000169672-0.000431382j 0.000334357-0.000410287j 0.00376224-0.00206661j 0.000987226-0.0016347j 0.000312134+0.00132271j -0.00088999-0.000855314j 0.00223657-0.00142284j -0.000671787+0.00621266j -0.00331997-0.000375742j 0.00615238-0.011359j 0.00604352-0.00193284j -0.000350688-0.00651411j 0.00584269-0.00545616j 0.00848024+0.000161412j 0.00489512+0.0209613j -0.00405721+0.0211409j -0.00728354-0.0231117j -0.0178944+0.00411057j 0.0841112-0.0108782j -0.129968-0.0574643j -0.185321+0.0698247j 
0.00400271+0.000187191j 0.00502676+0.00218292j 0.00788685+0.00865895j 0.00251582+0.0376803j 0.0319099-0.202901j 0.0509578+0.0189827j -0.00374911+0.0186763j -0.0248898-0.021107j -0.00575822+0.0828563j -0.00299581-0.0211945j 0.0350056-0.0263148j 0.02211-0.039541j 0.011323-0.010744j -0.00285994-0.0335812j 0.0114735-0.00273946j -0.00763123+0.00189154j -0.0130264+0.00772957j 0.0129462+0.00214598j 0.0227872+0.00751206j 0.00653496-0.00488131j -0.00726583+0.00802572j -0.015763-0.00600563j -0.00298137-0.00274858j 0.00144211+0.00707136j 0.00993449-0.00481395j -0.00907121-0.00589555j -0.00703528-0.000894669j 0.00436541-0.00893051j 0.00210847+0.00983716j 0.00210684-0.00860666j 0.00303558+0.00209005j 0.0020093+0.00281165j 3.12603e-05-0.00445843j 0.00263607+0.00396843j -0.00718805+0.00231905j 0.00740711+0.00221472j -0.00137555-0.00712985j -0.00102267-0.00237018j -0.000504294+0.000666438j -0.00587029+0.00202345j -0.00687249-0.00188331j 5.39629e-05+0.00280155j -0.00205979+0.00502866j 0.000958968-0.000228121j -0.00102869-0.0047293j -0.00415235-0.00933766j 0.00190261+0.00458696j 0.00662813-0.000195739j 0.00038254+0.00591629j -0.00200654+0.000754915j 0.00396723+0.0083929j 0.00421785-0.00183277j -0.00155966-0.00198388j -0.00114761+0.00393855j 0.000818894+0.0021736j -0.00124832-0.000982381j 
0.00904584-0.00210806j 0.00303277+0.00133881j 0.000399453+0.0118309j -0.00373929+0.00156818j 0.0109401+0.0274514j -0.0228376+0.039064j -0.00416111+0.00507144j -0.00137778-0.0553714j -0.0320493-0.0315105j 0.0017657+0.0157743j 0.0878384+0.0354521j 0.0330658-0.0340342j -0.0344528-0.0154096j -0.0467411+0.00405454j 0.0271543+0.00574994j -0.048486-0.0374428j -0.0103589-0.00243658j 0.0321372+0.00506105j -0.0220114-0.000171888j 0.0627923+0.0108439j -0.000687499-0.0302389j -0.0194655-0.0147356j 0.00333392+0.0145373j -0.00602994-0.00569022j 0.00492189+0.00523084j -0.0183723-0.0170526j -0.0287234+0.013521j -0.00779238+0.0108253j -0.000123294-1.87397e-05j 0.00221336+0.0138503j -0.0262126+3.67218e-05j 0.0070221+0.00901451j -0.00626494+0.00937627j -0.00727499-0.0119813j -0.00757959+0.00355806j -0.0200011-0.011433j 0.00399053-0.000185598j -0.0144568-0.00381154j 0.00126935+0.0145729j -0.00457544-0.00700551j -0.00055777-0.00820827j 7.44638e-05-0.00163156j -0.00846545-0.00780887j 0.00934957+0.0133131j 0.00424789+0.00984331j 0.000111353+0.00191224j 0.00123787+0.0115017j -0.0103608-0.00221701j -0.00955375-0.00665912j -0.00534163-0.0105358j -0.00102476-0.00759091j 0.00412799+0.0174383j 0.00212863-0.0103736j -0.0034445-0.00657731j 0.0016335+0.00316882j -0.00484652-0.00360452j 
0.00298837-0.00382111j 0.00991188+0.000432224j -0.00103698+0.00979821j 0.00274896-0.00322233j -0.0198178-0.0260336j 0.002737-0.0427349j -0.0300956+0.011321j -0.0201036+0.00532867j 0.0188278+0.0057262j 0.0443+0.00673985j 0.0275944-0.0388321j -0.114894-0.0535404j -0.0465911-0.00525972j 0.0029343+0.023197j -0.0349813-0.00934356j -0.0515512-0.00583062j 0.0426801+0.00148718j -0.0130571+0.00319624j -0.0516109-0.0437552j -0.0141222+7.72775e-05j 0.0146132+0.00405075j -0.00810741+0.00119725j 0.0375272+0.0056425j -0.00755018-0.00726141j 0.00315164-0.0132838j -0.0460008-0.00641874j 0.0185006+0.0177908j -0.0153008-0.0123212j 0.0142905+0.00816187j -0.00568715+0.00652682j -0.00873502+0.000603722j -0.00055533+0.00105104j 0.0025453+0.00253512j -0.0112291-0.0191641j 0.00548738+0.00479505j -0.0106104-0.00719534j -0.0120899-0.00404028j -0.00658715-0.0053859j 0.0121368+0.00725428j 0.0041001+0.00810087j 0.00480242+0.0038995j -0.00101561+0.00162143j 0.000568236-0.00584829j -0.00293132-0.00569226j 0.0100828+0.0130615j -0.00451867+0.006392j -0.00182597-0.00447222j -0.0039502-0.0048675j 0.00383985-0.00448972j -0.00859141-0.00280422j -0.000115712-0.00896033j -0.0029584-0.0013654j 0.00697151+0.0084332j 0.0016115-0.00447541j -0.00270167-0.000531792j -0.003757-0.00480742j 
-0.00346267-0.00190538j 0.00982454-0.00272081j -0.00100444+0.0200403j -0.00374646+0.0124485j 0.0146218-0.0101615j 0.00972175+0.0481104j 0.00758467-0.0290603j -0.00220688+0.00488689j -0.0313975-0.0222621j 0.132173+0.0367418j 0.00228535-0.0160813j 0.0392031+0.030874j 0.0271788+0.0192599j 0.0637599+0.00643801j -0.0181875+0.000621536j -0.0592365-0.00863781j -0.0255854+0.00688237j 0.0329248+0.0151579j 0.0167647+0.0176551j -0.00193036-0.0193077j 0.0045315-0.00168567j 0.0400302+0.00839535j -0.0319861-0.0194787j 0.00829984+0.00578997j 0.0322719+0.00218199j 0.00269124+0.00253211j 0.00414695-0.00242776j 0.0115573-0.00417764j 0.00877452+0.00335908j 0.0131703+0.00481938j 0.0113177+0.0154561j 0.00554326+0.00100716j -0.00109111-0.00380546j 0.00883165+0.00465059j 0.00771653+0.00154032j 0.00486203+0.0113559j -0.00246604-0.00263974j 0.0100602+0.0033838j -0.00423368-0.00703084j -0.00232415-0.00246895j -0.0111828-0.00782292j 0.00874619+0.00487561j -0.00752683+0.00278198j 0.00237034+0.00184104j 0.0087887-0.00646131j 0.00518984+0.00809824j 0.000260647-2.98114e-05j 0.00884341+0.00949428j -0.00123265+0.00202937j -0.00434831+0.00361314j 0.000640064+0.0035735j 0.00112994-0.00426015j 0.00128202+0.000961099j -0.000154346+0.00181285j -0.00167005-0.00429213j 0.00121108+0.00107436j 
0.00496688-0.00121541j -0.00128953+0.00465796j 0.00218475+0.0123133j -0.00901107+0.0393206j -0.0031214+0.0169821j -0.00664008-0.0286123j 0.0272948-0.0299355j -0.00565394+0.0559567j 0.105806+0.0170252j -0.0130872+0.0425278j 0.0932364+0.0169966j 0.0348501+0.0133094j 0.0225365-0.000346414j 0.0492374+0.026283j -0.00530952-0.03918j 0.00727282+0.00257982j 0.027712+0.0109037j 0.0223466+0.00668562j 0.0319664+0.00526315j 0.0394455-0.00326911j -0.00116519+0.0227962j -0.0113358+0.0120633j -0.0242163-0.0190558j 0.0113659-0.00917515j 0.017266+0.0130549j -0.0105546-0.0132278j 0.00719248+0.00125434j 0.0291043+0.00262849j -0.00174675+0.00490009j 0.0209996+0.00532228j 0.0107055-0.000461743j 0.0131418+0.0115801j -0.00332564+0.000584738j 0.0104002+0.0100287j 0.00654285+0.00594638j 0.001909+0.00836813j -0.0111131-0.0176693j 0.00354257-0.00221665j -0.00762895-0.00692032j 0.00724704+0.0128684j -0.00885621-0.00530449j -0.0028197-0.00206761j -0.00864093-0.00359606j 0.0165452+0.00273468j 0.00189349+0.00168216j -0.000280556-0.000634274j 0.012113+0.00719513j 0.00828125+0.00816037j -0.00617084-0.00491086j 0.004528+0.0110765j 0.000987358-0.00289949j 0.000103818+0.00122195j 9.39485e-05-2.30538e-05j -0.00661684-0.00441535j 0.000888152-0.00157729j 0.00123225+0.000379462j 
-0.0116374+0.00229505j -0.00527522+0.013866j 0.042189+0.135466j -0.060554+0.155452j 0.0257611-0.0362047j -0.00793655-0.0210442j -0.03316+0.0445169j -0.00811037+0.0607201j -0.0159429-0.0451331j -0.0160433-0.00181706j -0.0123478-0.00750832j -0.0130691-0.00711417j 0.00509335-0.00746257j 0.00857381-0.00288564j -0.00558532-0.00367832j 0.0149021-0.0138224j -0.0016521-0.00151265j -0.00724978+0.00157864j -0.00948297-0.00962514j -0.0195632+0.00562168j -0.000280012-0.00755378j -0.00431644+0.00392777j 0.00830724+0.0109229j -0.00166716+0.00702528j -0.00230066-0.00344523j 0.00114228+0.000435961j 0.00385177-0.00262258j -0.00241071+0.000189666j -0.000867491+0.00519755j -0.00720492-0.00400517j 0.00032869-0.00184375j -0.0071164-0.0051144j 0.00694738-0.00144761j -0.00359156-0.00115171j -0.00142526+0.00405868j 0.00773212-0.000259998j -0.00143553+0.00467489j 0.00514315-0.00125954j 0.00377004+0.00445685j -0.00193925-0.00657808j 0.000389204+0.00615231j -0.000743851+0.00473984j 0.000424575+0.00128665j -0.00585648-0.0068941j -0.000336585+0.00458999j -0.000279368-0.00866256j 0.000918381+0.00254763j 0.0043558+0.000557187j 0.00425203+0.00678101j 0.00252983-0.00810713j -0.00464426+0.00258008j 0.00115373+0.00152307j -0.00108148+0.00199513j 0.00453203+0.0023275j -0.00248597-0.00153795j -0.000172736-0.00416561j 
-0.00657719+0.011893j 0.00913865-0.00457101j 0.0722703-0.166333j 0.043653+0.133054j -0.0125103+0.0708783j 0.00286453-0.0213402j 0.0169518-0.0459815j -0.0202759+0.0702018j -0.0408156+0.00485872j -0.0157169+0.0140602j -0.0041548+0.00514811j -0.0333582+0.00750302j -0.0115947-0.0108013j -0.0154239+0.00634939j 0.00892249-0.00403694j -0.012485-0.0098355j -0.0010425+0.00867889j -0.00815806+0.00109759j -0.014812-0.00374008j 0.0130726+0.0132046j -0.010993-0.000445385j -0.000367336-0.01044j 0.0171694+0.00146277j -0.00016843-0.00120828j -0.00857864+0.000353353j -0.00126123-0.00987455j -0.00267237+0.00683956j -0.00561977+0.00119879j 0.00232553+0.000407738j -0.00386492+0.00745796j -0.00563434-0.00267096j -0.00409135+0.00553462j -0.000982351-0.00601972j -0.00745444-0.00231196j -0.00256468-0.00034553j -0.00399815-0.0113445j 0.00528615+0.00284935j -0.00514667-0.00619272j 0.00649892+0.00116549j -0.00598406-8.33603e-05j 0.00591267-0.000576938j 0.00105606-0.0024568j 0.00121984-0.00219756j -0.0066753+0.00644853j 0.00309698-0.00243113j -0.00492316-0.00443231j -0.00259872+0.000101578j -0.0043621-0.00761609j 0.00354704-0.00102034j -0.00694315-0.00279822j -0.0007669+0.00440634j 0.00315857-7.53818e-05j 0.00180729+0.000333289j 0.00159698-0.0003739j -0.000675283+0.00352895j -0.00260495-0.00314709j 
0.00470453-0.00286556j 0.00488089+0.000309158j 0.00308369-0.0429249j 0.0258821+0.0118039j 0.0192054-0.0462674j -0.0308719-0.00177175j -0.00270454+0.0485776j 0.141473+0.0326412j 0.0257059+0.0104172j 0.0508957+0.0259933j -0.00208998-0.0166594j 0.0742787+0.026397j -0.0660145-0.00142731j 0.0264102-0.0369294j -0.0354613+0.000963426j 0.0030883-0.00518298j 0.0138767-0.00290532j 0.0180909+0.00429515j 0.0221554-0.00382453j -0.0241268-0.00416124j 0.0390944+0.00998014j -0.0102769+0.00997516j -0.00658597-0.00218515j -0.00348691-0.00662363j -0.0127468+0.000794954j -0.0115276-0.00145199j -0.00120445-0.00584962j -0.0133335-0.00813575j 0.00178684+0.00204598j -0.00744333-0.00886209j -0.00816802-0.00829171j 0.00163021-0.00605312j -0.00192258-0.00664253j 0.00649629-0.0027822j 0.00876303-0.00331792j 0.00384054-0.00236451j -0.0104441+0.00208168j -0.000970376-0.00264975j 0.00555381+6.54257e-05j 0.00508768-0.0014788j -0.000756261-0.00303849j -0.0109293+0.00304789j 0.004902-0.00324786j -0.00179993-0.00619757j -0.00287106+0.00505285j -0.00635988-0.00449233j -0.00911168-0.00617736j -0.00158097-0.00593651j -0.00151291-0.00700625j -0.00373889-0.00399073j 0.0040448+0.00943722j -0.00173405-0.00046569j 0.00506508+0.00298103j -0.000110123+0.00182723j 0.00251057+0.00601096j -0.00267938-0.000209079j 
-0.000153359+0.015932j -0.00149594+0.00601124j -0.00819994-0.0377316j 0.0220984-0.0244439j -0.00730237+0.00392248j -0.0569183+0.0345355j -0.157945-0.0499699j -0.0119559+0.0332675j 0.00812623+0.021997j 0.00253332+0.0146884j 0.0230365-0.0134463j 0.0307729+0.0145649j 0.0933924+0.0205436j 0.0454054+0.0149833j -0.0274393-0.0143853j 0.0155902-0.00675363j 0.0204849-0.00263036j 0.00498558+0.0180796j 0.0111215+0.0216866j 0.0100307-0.0151482j -0.00730981+0.00483454j 0.00611095-0.00887528j -0.0231557-0.0152564j 0.015933+0.00819018j 0.0165871+0.00470678j 0.00350087-0.00163072j -0.0041374-0.0095701j 0.0133113-0.00293928j 0.00143667+0.0021682j 0.0139207+0.00206602j 0.013899+0.00441913j 0.0104388+0.00582718j -0.00373695-0.00268436j 0.00817576+0.00991608j -0.00313114+0.00092666j 0.000860957+0.00583817j -0.00419922-0.00249065j 0.00626052+0.00239622j -0.0118678-0.00528049j 0.00223946-0.000302693j -0.0058309-0.00855068j 0.00484549-0.00273467j 0.00177322+0.00317681j 0.00983247+0.00784703j -0.00191317-0.00909569j 0.00745628-4.37353e-05j 0.00205446-0.00255878j 0.0083512+0.00923619j -0.0034207-0.000842188j 0.00431494+0.00561325j 0.00470564+0.012375j -0.00105863-0.00213205j -0.0032266-0.00399024j -0.00276498+0.00531025j 0.00260669-0.00127677j 0.00491082+0.00684022j 
-0.00198237-0.0135955j -0.00293289+0.0297701j 0.00157483+0.00884105j -0.00121198+0.0124985j -0.00844426+0.0371301j 0.169883+0.038963j -0.0589442+0.0261654j 0.0352635+0.0283005j 0.00552018+0.00210107j 0.0343696+0.00310771j 0.0206304+0.00181952j 0.0703175+0.0394792j 0.0295116-0.00198125j -0.0282855+0.0138129j 0.00127888+0.0139153j -0.0196066+0.008127j 0.00351097-0.0218064j 0.0155748+0.0103499j 0.0276309+0.00794446j -0.00603361+0.000590183j 0.00470686+0.00600902j 0.000857366+0.0061241j -0.00958467+0.000830933j 0.00286507+0.00523288j 0.00935161-0.000964713j -0.00348141-0.00375219j -0.0103621+0.00976981j -0.00156777+0.0104903j -0.0024754-0.00641625j -0.00177196+0.00355426j -0.00310237-0.00867826j 0.00645259-0.00528844j 0.00284161+0.00164287j 0.0107964+0.00418158j -0.00304474+0.0059461j 0.00210829+0.00347499j 0.00371036+0.00229778j 0.00216025+0.00551937j -0.000534497+0.00430636j -0.00567679-0.00539456j -0.00726596-0.00652508j -0.0022089-0.0123304j 0.0013094-0.00953227j 0.00540844+0.00193856j -0.00286287-0.00296274j -0.00194633-0.00566695j -0.00211791-0.00286944j 0.00198949+0.00848337j -0.00282653+0.000782629j -0.00252186-0.00424804j 0.00228244-0.00227232j 0.00419287+0.0112824j -0.00212152-0.00763747j -0.00362047-0.00291389j 0.00318198+0.00306613j -0.00120337+0.0005407j 
0.0108018-0.0526144j -0.0140099-0.0324114j -0.00473035+0.00906807j 0.0225866-0.0511474j 0.19468+0.0467544j 0.0120887-0.0323398j -0.0177469-0.0101543j 0.00687849+0.0106758j -0.0891278+0.0106398j 0.0180584-0.00911595j 0.0516469+0.00634926j 0.025911-0.00192713j 0.0161378+0.00574789j 0.0220587+0.0260201j 0.00718721-0.0150572j -0.0149736+0.0102643j -0.00592968+0.00901096j -0.00274056-0.00643794j -0.000704614-0.00606213j 0.012844+0.0141485j -0.0202908+0.00609534j -0.000344588+0.0015863j 0.00244737-0.0023884j -0.00344236-0.00458051j 0.0128326-0.00259832j 0.000646534+0.000404232j -0.000161795+0.00544837j 0.0126914+0.00469764j -0.00532899-0.00441289j 0.0103634+0.00766988j 0.00131715-0.000151777j 0.00371704+0.00482661j 0.00482474+0.00127277j -0.00125695-0.00131495j -0.00339878+0.000226148j -0.00430525-0.00262942j 0.00720006-0.00441262j -0.00120083-0.000967666j -0.00158542-0.00346683j -0.0027322+0.00877301j -0.000416357+0.00280647j 0.00111613-0.00436858j -0.00423046-0.00266843j 0.00493115+0.00312872j 0.0038998-0.00125608j 0.00444526+0.00710147j 0.00283194+0.000895077j 0.00155916-0.0019668j -0.002832-0.00536103j 6.50566e-05+0.0100114j -0.0041671-0.0111577j 0.00238743+0.000446176j 7.54106e-06+6.2851e-05j -0.00466198-0.00452569j -0.000497587-0.00272743j 0.000613717+0.00154348j 
-0.0646676-0.158799j -0.0788491+0.181606j -0.0160724+0.0438317j -0.0104921+0.0460274j -0.0180362+0.0229237j -0.0465338-0.019531j -0.0162483+0.00291671j -0.00616203-0.00554957j 0.00622887-0.00766088j -0.00213424+0.0150967j -0.0139326-0.00503497j -0.0136651-0.0098717j 0.00259248+0.00104477j 0.00696978+0.00761568j -0.00779608-0.000260799j 0.00772717-0.00675527j 1.37087e-05+0.00413876j -0.00703587-0.0038736j -0.00447568+0.00106656j -0.00105246+0.000792746j -0.00359093+0.00135817j 0.000356118+0.00679842j 0.000997802-0.00157512j -0.00171696+0.00298137j -0.00243003-0.000661428j 0.00568611+0.000468171j 0.00611109+0.00138178j -0.00362214+0.000435987j 0.000720327+0.00217382j -0.00465354+0.00222977j 0.00586898+0.0027235j -0.00191106+7.22784e-05j 0.00231306+0.00229667j -0.00270377-0.0057131j -0.00434775-0.0011744j 0.00231353-0.00334419j -0.000793156+0.000998335j 0.00208078+0.00364625j -0.00281148+0.00239188j 0.00407887+0.000383047j 1.68136e-05+0.00434386j 0.0036695+0.00369196j 0.00372448+0.00290734j -0.00415337-0.00536481j -0.0046306+0.00466752j 0.00393608+0.00542463j 0.00134547-0.00316999j 0.00412644-0.0022427j 0.00335628+0.0060233j 0.00772245-0.000648394j 0.0026146-0.00393794j -0.00327847-0.00633255j -0.00489547+0.00272072j 0.00285149+0.00554362j -0.000595215-0.00404906j 0.00368421+0.00268058j 
-0.0794048+0.176018j 0.0634049+0.156736j 0.0147515-0.0454837j -0.00891259+0.0383916j 0.0712226+0.0208353j -0.0208221+0.0113445j 0.0238015+0.0129918j -0.0119035+0.00238661j -0.0212585+0.00965515j 0.00626172+0.00460896j 0.0158785+0.0174972j -0.00443244-0.00655709j -0.00876819-0.00378307j 0.0121794+0.0040797j 0.0034893-0.000447016j -0.00939159-0.00100786j -0.000770331+0.00453118j -0.00581499+0.00241017j -0.00275672-0.00607006j 0.0091998+0.00191184j -0.00316735+0.00486561j 0.0061239+0.00159488j 0.00571904-0.000759355j -0.000174658-0.00138993j -0.000930151+0.00349969j -0.00209465-0.00612948j 0.00515126-5.69674e-07j 0.00433623+0.00558015j 0.00047189+0.00113008j 0.00310457+0.00832461j -0.00137043-0.00220634j -0.00126665+0.00353341j 0.00418591-0.00123144j -0.00820993-1.97072e-05j 0.000669168+0.00569934j -0.00544901-0.00191764j 0.000742384-0.00405676j 0.00237331-0.000732687j 0.00615748+0.00114674j 0.000369826+0.000880266j 0.00535725-0.000455064j 0.00144135-0.000999973j -0.00146582-0.00648367j -0.00424227+0.00449668j 0.00773805+0.00818109j 0.0022854+0.000784315j 0.00146211+0.0020365j -0.00252275-0.00157822j 0.00462168-0.00446701j -0.000340927-0.00416736j -0.00729702-0.00644232j -0.0023419+0.00180173j 0.00220138+0.00619503j 0.00411259-0.00276805j -0.00413438-0.00358996j -0.000372121-0.0040691j 
-0.00213076+0.0268036j 0.0176041+0.00131995j -0.0794712+0.0570315j 0.184278+0.0562914j 0.00464398-0.00503043j -0.0157649+0.0202528j 0.00581069-0.00798423j 0.118102+0.0154959j 0.00915099-0.026443j 0.0176934-0.00360749j -0.0195243+0.00253809j 0.00866437-0.00989151j -0.0199211-0.00902218j -0.0100156+0.00513544j -0.00505832-0.000217307j -0.0053904-0.0103993j 0.00419174-0.00234393j 0.00414521-0.00102415j -0.00320832-0.00235662j -0.000965003+0.00205945j 0.0104161-0.00826271j -0.00285815+0.000112805j 0.00217082+0.00858624j -0.000950039+0.00327687j -0.00503648+0.000406256j -0.00748338-0.00140961j 0.00382051+0.00142399j -0.0050589+0.00202604j 0.00291186+0.00158056j -0.00308907-0.00100643j -0.00469958-0.000599245j -0.00237247-0.00191895j -0.00557033+0.0028684j -0.00157617-0.000410655j 0.00187913+0.00240558j -0.00230311-0.00167046j -0.000273173+0.00498419j -0.00442098+0.00128417j 0.00329077+0.00511994j -0.00145779-0.00598956j 0.00265586+0.00227356j -0.00192447+0.00136287j 0.000913942+0.000147359j -0.00311027-0.0019949j -0.00117637+0.00360145j -0.00823744-0.00445308j -0.00134719+0.00159202j -0.00652949+0.00107736j 0.00375773+0.00532537j -0.00494551-0.00897113j 0.00342962-0.000911197j -0.00185201+0.00255585j 0.00241671+0.00112466j 0.00256672-0.00249118j 0.000210175+0.00280494j -0.00429194-0.00601147j 
0.0130059+0.00592152j 0.00694442-0.0241008j -0.196718-0.0680056j -0.0751201+0.0519751j 0.103175+0.0104302j 0.0177506-0.0190675j -0.0973116-0.0363309j -0.00916523+0.0177739j 0.0310796-0.00422287j 0.0153447+0.0142634j 0.0158295+0.00838587j 0.0181218+0.0102025j 0.0170761-0.00147556j 0.0182342-0.00215136j -0.00534149-0.00329631j 0.000815828-0.0118425j 0.00468329+0.00941371j 0.00358523+0.00238052j 0.00796627+0.00108844j 0.00472076+0.00987319j 0.00231177-0.000169247j -0.00424186-0.00410825j -0.0100875-0.00285974j -0.00177312+4.19017e-05j 0.00561102+0.00326195j -0.00378525-0.00691474j 0.000402859-0.0026975j 0.00345684-0.000773665j -0.00380152+0.00147135j 0.00937683+0.00564045j 0.000146252-0.0015406j 0.0066391+0.00730648j -0.00190917-0.00502305j 0.000917875-0.000235676j -0.00282795-0.00281813j -0.0048952-0.00916202j 0.00051461+0.00185146j -0.00071895-0.00426372j -0.00390147-0.00185706j 0.00220956-0.000817041j -0.00526747-0.00237792j -0.00367368+0.00193973j -0.00332509-0.00160296j 0.00743603+0.00870859j -0.00169985+0.00119491j 0.00576929+0.000964921j -0.00511469-0.000119652j -0.00274285-0.00607812j -0.00747719-0.0091151j 0.000593519-0.000450537j 0.000536216+0.00583104j -0.000930128+0.00419911j 0.00138601-0.00456912j -0.00348759-0.000382657j 0.00388696+0.00473428j 0.00100898+0.00313962j 
0.124797-0.054305j 0.192835+0.0617837j -0.0202029+0.00130575j 0.0916085+0.00962222j -0.00132863+0.0206584j 0.00802859-0.0255487j 0.0133116+0.00999128j 0.0105186-0.00399493j 0.000698675-0.000428954j 0.00754925+0.00758392j 0.00331641-0.00149968j -0.00579891-0.00621069j -0.00618187-0.000730885j -0.000277645+0.00800752j 0.000602346-0.0013687j -0.00349486-0.000211745j 0.000541971+0.00272872j 0.00204107-0.00345906j -0.00251831-0.00330263j -0.00262278+0.00230081j 0.00307161+0.00177189j 0.00241212+0.00451864j 0.00135975+9.11888e-07j 0.00093965+5.84352e-05j 0.000745003-0.00137763j -0.00342345+0.000372282j 0.000361277+0.0038388j 0.00140192+0.00147018j 0.00248506+0.00104967j 0.00160037+0.00294225j -0.00103078+0.00151736j -0.000602003+5.14589e-05j 0.000205372+0.000403369j -0.000984025-0.00419837j 0.00349034+0.00102655j 0.000698014-0.00321625j -0.00193315-0.000829588j 0.00109257+0.00156989j 0.00297442+0.000954848j -0.00130872+0.00264801j 0.000379987+0.00375624j 0.000414692+0.00118418j -0.0019414+0.000442548j -0.00168731-0.00210446j 0.00526547+0.00324755j -0.00173629+0.00398119j 0.000258025-0.00137549j 0.000755245-0.00306605j 0.00213385+0.00308573j -0.00426795-0.000377435j -0.00200808-0.00479906j -0.000218779-0.00698799j 0.00391615+0.00783861j 0.00151878+0.00192608j -0.00356725-0.00476979j -0.00236263-0.00256118j 
-0.193178-0.0623293j 0.124555-0.0542545j 0.0942564+0.0133104j 0.0220614-0.00387929j 0.00623791-0.0216021j -0.00817052-0.0209528j 0.0112132-0.0150075j -0.00818205-0.00170303j -0.0084483-0.0020329j 0.00358847-0.00294255j -0.007459-0.0118274j -0.00483139-0.000508427j 0.00218999+0.00438228j 0.00350861-0.00175171j 0.00157362-0.00307777j 2.00027e-05+0.0031013j -0.00124223+0.00171848j -0.00327491-0.00294867j 0.000444782+0.00131697j -0.00141628-0.00109407j -0.000446358-0.000672442j 0.00473462-0.000274869j -0.000357311-0.000834381j 0.00118383+0.00149667j -0.00100156-0.00298396j 0.00308823+0.00412894j 0.001977-0.00115969j 0.000211439-0.00430213j -0.000181391+0.00105174j -0.00081858-0.00461573j 0.00202963+0.00285154j -0.00188499-0.00113271j 0.00285541-0.000719863j -0.00314803+0.000227663j -0.00179027-0.00344777j 0.00052182+0.00194555j 0.0010695+9.71183e-05j 0.00322-1.48927e-05j 0.00087467-0.00212196j 0.000344235+0.00132036j 0.00147155+0.00148335j 0.00169651+0.00198091j 0.001548+0.00585393j -0.00426323-0.00454849j 0.000750925-0.00536546j 0.00383019-0.000690309j -0.00154382-0.00146929j 0.000788762+0.000841582j 0.00339523+0.00598939j 0.00229968+0.00367144j -0.0026821+0.00528863j -0.00180692-0.00527772j -0.00136011-0.00205001j 0.00379777+0.00690717j -0.00233796-0.00248865j 0.00345993+0.00474333j 
