9.52968e-05+0.00469359j -0.00785915-0.00432099j 0.0048229+0.00338723j 0.00014539-0.0010496j -0.000219408-0.00245522j 0.000354655+0.00395482j 0.00724582+0.0272091j -0.00084597-0.00403289j -0.00138693-0.0142682j 0.00607304+0.02016j -0.00119279-0.00496886j 0.00138351-0.00360876j 0.00221547+0.0062853j 0.000289267-0.00262356j 0.00232625-0.00312409j -0.0109225+0.0323093j -0.0010829+0.0179018j -0.00404413-0.00454719j 0.00260809-0.0128407j -0.00505839+0.00409244j 0.00307605+0.00328091j 0.000604565+0.00630339j -8.22863e-05+0.00123471j -0.000129878-0.00133237j -0.00124716-0.00364019j 0.00121507+0.00235413j 8.04995e-05-0.00621713j 0.00556151+0.000929486j -0.00202378-0.00345333j -0.00029952-0.000688675j 0.000868382+0.00248437j -0.000973168-0.00400118j 0.000738405-0.00373366j -0.00259019+0.00193218j 0.000108296+0.00584473j -0.00199374-0.00822829j -0.0126995+0.00132557j -0.002789+0.00347852j -0.000509635-0.000221612j 0.00142744+0.00398709j 0.000838836-0.00383173j -0.00594296-0.00496309j -0.00787336+0.00241601j -0.00355019-0.00106178j -0.00825655+0.00334379j -0.00324041-0.00490873j -0.00304193-0.00670065j -0.0052584+0.00346622j -0.00792881+0.00494346j -0.00146552+0.00073664j -0.00131761-0.0018013j -0.00996644-0.00294659j -0.00675446+0.00353667j -0.00096216+0.00376498j -0.00214657+0.00403531j 0.000684194-0.0102161j 0.0169816+0.000940046j -0.00455636-0.0043531j 0.00182782-0.0112413j 0.00215789-0.00779918j -0.00169393-0.000873305j -0.00218742-0.00346392j -0.00151329+0.000808962j 0.000334844-0.000882082j -0.00181962-0.00137463j -5.91109e-05-0.00145133j -0.000111385-0.00111504j 0.000124781-0.0016279j -0.000829195+7.10149e-05j 2.0426e-05+0.00374071j -4.92295e-05+0.00117153j 0.000870149+0.00158234j 0.000451837+0.00485029j 0.0011341+0.000876159j -0.00043747+0.00295639j 0.00432788+0.00316299j -0.000836141-0.00257123j 0.00066943-0.000570004j -0.00291824-0.000312986j 0.00109968-0.000328552j 0.0020672-0.00130684j 0.00132054+0.00122498j -0.00534947+0.00582055j -0.00111897+0.00210299j 0.000612139-0.000536148j -0.000652901-0.00193482j -0.00327788+0.00157622j 0.00496187+0.00419004j -0.00286162-0.00200392j 0.00143408-0.000156816j 0.00104985-0.00181663j -0.00118928+0.00285186j -0.00413806+0.00433275j 0.00239913+0.00598088j 0.00531544-0.00246739j 
0.00397638+0.00587167j 0.00325495-0.00870029j -0.00155346+0.00469553j -0.00221325-0.000895557j 0.00636257-0.00208703j 0.0042269+0.00779022j 0.00233407+0.0087002j 0.0156809-0.00179798j 0.00763062+0.0066578j 0.00187728-0.00728425j 0.00362533+0.00672124j 0.0104535-0.0106663j 0.0093633+0.00485276j 0.0123879+0.00072152j -0.00473178+0.010236j 0.0020949+0.0031412j 0.00576653-0.00473004j -0.00397449+0.00756361j 0.00140661-0.000582729j 0.00777224-0.0114321j -0.0019003-0.0098019j -0.00183524-0.00677123j 0.00345461+0.00539467j -0.000304981+0.00642765j 0.00504826+0.00823988j 0.00576084+0.00409171j 0.000455926-0.0102901j -0.000128245+0.00107533j 0.00380458-0.0177704j 0.000259489+0.00538779j -0.00553176-0.00396879j -0.00123293+0.00686319j -0.00439002+0.00661628j 0.00143555-0.00208666j -0.00436877+0.0010857j -0.00344921-0.00486955j 0.00222679+0.000892336j -0.00337302-0.00191511j -0.00379965+0.000170076j 0.00307533-0.00303763j 0.00311646-0.00370472j -0.00102379-0.000706353j -0.00496945+0.000754694j 0.00681576-0.00121145j 0.00631577+0.00217429j -0.0131432+0.0047352j 0.00191708+0.00408056j 0.00388981+0.00628038j -0.00677759-0.00329644j 0.011861+0.0119794j -0.00585071-0.00422455j 0.0126122+0.00165587j -0.00943153-0.000997087j 0.00346041+0.00195282j -0.00177219+0.00278517j 0.000469345-0.00182736j -2.1322e-05+0.000202227j -0.00408521-0.00227693j 5.97663e-05+0.00325299j -0.00441302-0.00260362j -1.12803e-05+0.000518917j 0.000420094-0.00154054j 0.00412295+0.00159732j 0.000705688-0.000117036j 0.00479486-0.000388745j -0.00188723-0.0028627j 0.00187404+0.00144237j -0.000209601+0.00280226j -0.00270187+0.00262266j -0.000956306-0.00567884j 0.00184984+0.00977316j -0.00224731+0.00530451j 0.0011001+0.00464361j 0.000923034-0.000189881j 0.00148007+0.000808771j 0.00575556+0.00685055j -0.00678562-0.00908343j 0.00304077+0.0053197j 0.0120955+0.00754727j 0.00299247+0.000500116j 0.00919944+0.00792853j 0.00290382+0.000768061j -0.00392029-0.00199505j -0.00472792-0.00216767j 0.00178365+0.00249805j 0.00246459-0.00248604j 0.0018168-0.00057174j -0.00153631-0.000445141j 0.000101523+0.00173289j 0.000654701-0.000719756j 9.89146e-05-0.0013218j 0.000528351-0.0016138j -0.000109392+0.00102288j -0.00204023+0.00130264j 0.00164096-0.0016281j 
0.0103378+0.00323142j -0.00339214-0.00357706j 0.00374619+0.00174869j 0.00739759-0.00404297j -0.00465097-0.00412047j -0.00414568-0.00259603j -0.00502965-0.00670625j -0.00936211-0.0102754j 0.0017209-0.00640685j 0.00806592+0.00904949j 0.00625322+0.0100506j -0.00911613-0.00834717j -0.00605085-0.000471994j 0.00898058+0.0110171j 0.00220019-0.00659447j -0.00344485+0.000194827j -0.000917416-0.000239917j -0.0118809+0.00450724j -0.0143178+0.00658575j 0.00708637-0.0171938j -0.00490308+0.00989578j 0.00244324+0.00445713j -0.00375528+0.000251789j -0.00323992+0.00479176j 0.00864783-0.00537369j 0.00638564-0.00188799j 0.0048742-0.00564642j 0.000695877-8.78449e-05j 1.59673e-05+0.00273248j -0.00449441+0.00321233j -0.00842642+0.00899606j 0.00217509-0.00102863j -0.00308671+0.00490311j 0.00343011-0.00469986j 0.000354079-0.00752975j -0.00539811+0.000924996j -0.00849554-0.00280093j 0.000302635+0.000627438j -0.00386349+0.000402321j -0.00153256+0.00202817j -0.0046728-0.00219601j 0.000367615-0.00868555j 0.00163499+0.002078j 0.00031357+0.00855896j 0.00549691+0.0123644j 0.00265159-0.0077731j -0.000321832+0.00356352j -0.0051255-0.00261041j 0.001746-0.0162514j -0.00358869+0.00106102j -0.000934349-0.00811105j 0.00198649+0.00842825j 0.0018744-0.00618899j -0.0027757+0.000593619j -0.00671909+0.00309683j 0.00121901-0.00256555j 0.00211738-0.00168826j 0.00334982+0.00302795j 0.00123222+0.00547911j 0.00203742-0.00201556j -0.00642009-0.00403204j 0.000629109-0.000417332j 0.00694792+0.00565144j 0.000566081+0.000248692j -0.00548445+0.000860466j -0.000721255+0.00276575j -0.0062459-0.00269432j -0.00638629+0.00392526j 0.00265862+0.00127061j 0.00399781-0.00497167j -0.00423816+0.00435846j -0.00945384+0.00304189j 0.00348879+0.0024428j -0.00127387+0.00105152j 0.00652603+0.00533417j -0.0057232-0.00115804j 0.0110968+0.00445373j -0.00730381-0.00173906j 0.00627183-0.00333432j -0.00725809+0.00189212j 0.00366433+0.000101257j 0.0014142+0.00348137j 0.00250935+0.00131353j -0.00392361-0.00227344j 0.00494364+0.0002974j 0.00648069+0.000252508j -0.0038601-0.000243473j 0.00101337-0.004472j -0.00160598+0.00577884j -0.000657607-0.00157778j -0.002089-0.00300791j 0.00245099+0.00192246j 0.00248649+0.00362763j 0.00108205+0.00519988j 0.000558782-0.00241412j 
0.00186996-0.00789642j -0.00209046+0.0028012j 0.000797656+0.000792147j 0.000976782-0.00847956j -0.00526915-0.00587947j -0.0042507-0.0026473j 0.00740527+0.00215673j -0.00391275-0.0165438j -0.0058703-0.0115372j -0.014789-0.0129936j 0.0074547+0.0131882j -0.00496862-0.0124059j 0.00916602+0.00663281j -0.00918469-0.0115086j -0.00413963-0.00399407j -0.00110517-0.00115666j -0.00348004-0.00412511j -0.00756565-0.00417771j 0.00195951+0.00269474j -0.00119492+0.000389202j 0.00206079+0.000764803j 0.0025033+0.00143965j -0.00154596-0.000481591j 0.00108377-0.00322143j 0.00837292-0.0115301j -0.00455585+0.00416698j -0.00391317+0.00353576j 0.00103119+0.000255734j -9.2681e-05+0.00383892j 0.00795424-0.00840514j -0.000562181+0.00257411j -0.0050249+0.00133251j -0.00162796+0.00293419j 0.00117969+0.000166387j -0.00109664+0.000323404j -0.000450005-3.35627e-05j -0.000161138-0.00159117j 0.00320202+0.000948072j 0.00130385-0.00158846j 0.00246615-0.00043792j -0.00161484-0.000898999j -0.00153282+0.00275068j 0.00405213+0.000229424j 0.00634384+0.00332461j 0.000909073-0.00227376j -0.00225056+0.00255998j -0.000403443-0.00125148j 0.00327421-0.00640081j -0.0129416+0.00544794j 0.00284816-0.0131114j -0.0122517+0.0107822j 0.00356989-0.0050388j -0.000575151-0.00103921j 0.000127899-0.000504391j -0.00396296-0.000514567j 0.00380453-0.00178087j -0.00195297-0.00120933j -0.000847872-0.00134707j 9.245e-05-0.00412257j 0.00192712+9.58012e-05j -0.00220617-0.000525412j -0.000479637-0.00213016j 0.000765995+0.00127894j 0.0026217+0.00471383j -0.00324621+0.00425823j -0.00693434-0.00553276j 0.0064281+0.0101451j -0.00919549-0.011309j 0.00151583-0.00244184j -0.00100693+0.0015165j 0.00177759-0.00593104j -0.00985363-0.0173551j 0.00355608+0.000385835j -0.00336471-0.00711256j 0.00171008-0.000354362j -0.0011544+0.00244398j -0.00407197-0.00959485j -0.000951604+0.00411558j -2.84142e-05+0.0067011j -0.00151764-0.00445842j -0.00141408+0.00528394j -0.00345702-0.00569182j 0.000740168-0.00463618j 0.000554422+0.00192271j 0.00095767+0.00266813j 0.000590508+2.77113e-06j 2.74538e-05+0.00442159j 0.000418522-0.00191746j -0.00112394-0.000390349j -0.000559522+0.00048803j -0.000200228+0.00011768j 0.000423499+0.000934594j 0.000697089+0.00099743j 0.00055585-5.89932e-05j -0.000373336+0.000510529j 
-0.00858366-0.0024521j -0.00348605-0.000397019j 0.00943388-0.00334181j -0.00201803-0.00102806j 0.00467398+0.0116935j 0.0100905+0.0100329j -0.00492234+0.00165763j 0.0133447+0.0121482j -0.002312-0.00294468j 0.00330351+0.00549406j 0.00318375-0.00377679j 0.0163909+0.00742601j 0.00788865+0.00805396j 0.00574319+0.00782168j -0.00837667-0.00198668j -8.31995e-05-0.00259708j 0.00599692-0.00507488j 0.000950248+0.0136963j 0.00103336+0.000715982j 0.0031259-0.00471701j 0.00718359+0.00041262j 0.00707449-0.00932064j 0.00445106-0.00296189j -0.000230657-0.00265626j -0.00147618-0.0144623j 0.00365473-0.0052191j 0.000569102+0.00907195j 0.000890816-0.00203219j 0.0106881-0.00453941j 0.00263911-0.00705372j 0.00254713-0.00446194j -0.000823393-0.000728921j -0.00644815+0.00294537j 0.000977743-0.00587036j -0.00791168+0.0100434j -0.00414678+0.00462717j -0.00493777-0.00331204j 0.0015626-7.60508e-05j 0.00347923+0.00224842j 0.0051785-0.00169274j 0.00642774+0.000155727j 0.000130972+0.0055227j 0.00616778+0.000560095j 0.00201418-0.00829726j 0.00211327+0.000204798j -6.99835e-05+0.00126166j -0.00353644-0.000787464j 0.0013189-0.00360115j -0.00553651+0.00619552j -0.00548656-0.008749j -0.0109813+0.00502664j 0.00487709-0.00775527j -0.00354995+0.00176013j 0.00105283-0.00160627j -0.00557374+0.00407213j 0.00316912-0.000488593j 7.3731e-05+0.000845622j 0.00222963+0.00341525j 0.000472182+0.00212661j 0.00215404-0.00464942j 0.00218223-0.00270473j 0.000727311+0.00500028j -0.000800479+0.00437614j -0.0120793-0.00783476j -0.00296473+0.00236105j 0.000606794-0.00265418j -0.00438352-0.000356988j -0.00284164-0.00569505j -0.0048083-0.00260379j 0.00629295+0.00551848j -0.00444706-0.00552392j -0.00294032-0.0116204j -0.0036685-0.000304701j 0.0017345+0.00158158j 0.000770768+0.000861626j -0.00796498-0.00129117j 0.0104166+0.00675564j -0.00323355-0.00716854j -0.00321785-0.0102969j -0.00304489-0.0046792j -0.00653779-0.0078218j -0.00200437+0.000261911j 0.000579288+0.00364992j -0.00246769-0.000778377j 0.000229228-0.00439357j -0.00606321+0.00732181j -0.00173027-0.011187j 0.000718232-0.00189515j -0.000520263+0.00420807j -0.000194296+7.09419e-05j 0.0013756-0.0024377j -0.00141039+0.00212534j 0.000530944-0.000223255j 0.00476749+0.00161679j -0.00033332-0.00686568j 
0.00959536-0.00329624j -0.00143554-0.00717371j -0.00572538+0.00582613j 0.018754-0.000257024j -0.000197248+0.00194702j 0.0024335-0.00129j 0.00232348+0.00471433j -0.00174693-0.00258295j -0.010196-0.00327192j -0.00340813+0.000375855j 0.0030998+0.00306997j -0.00335769+0.00369084j 0.00352974-0.00533347j -0.00493332-0.00423504j -0.00186072+0.00349853j -0.00316085-0.000981728j 0.000686307-0.0116969j 0.00633844+0.00766737j 0.00127961-0.000677003j -0.00463898-0.00154849j 0.00747037+0.00548981j -0.00566984+0.00195727j 0.00643061+0.00408227j -0.00492708-0.00882257j -0.00894435+0.0199652j -0.00972577+0.0021589j -0.0107189-0.00314361j 0.000427853+0.00278816j 0.0018805+0.00507655j 0.000603105+0.0061741j 0.0101389-0.00156656j 0.00553494-0.00729337j 0.00196771-0.00269317j -0.00974784+0.00872383j -0.00474323+0.00596063j 0.000241204+0.00664352j -0.00227057+0.00313485j -0.00118669+0.000588739j 0.00475686+0.00433154j 0.000617196+0.00316893j 0.00140316-0.00189664j -0.00331181-0.00247959j 0.00192312-0.00299246j -0.00316141+0.0029318j 0.00205887+0.000558654j 0.00360491-0.00364381j -0.00347703-0.000562628j -0.00308188+0.00317594j 0.00424426-0.00444684j -0.000178934+0.00120177j -0.00446328-0.00118669j -0.00249982+0.000812744j -0.00075075+0.00150758j -0.000121852-0.00157557j 0.00388514-0.00380682j 0.0016005+0.00276877j 0.00137491+0.000857497j 0.000530238-0.00231458j -0.00540552-0.000848279j -0.00613342-0.00307915j 0.00165669+0.00333876j 0.00404086+0.00649977j -0.00523538-0.000170037j 0.0144613-0.00171134j 0.00351467+0.000687545j -0.00326148+0.00208282j -0.000309246-0.00222742j -0.00250206-0.000208483j 0.00470875-0.00367088j -0.00188686+0.00581916j 0.000726332-0.00567148j -0.00523261+0.00197209j 0.00171103+0.00119407j -0.00193726+0.00211226j 0.00106361+0.00163459j -0.0019126+0.00316486j 0.0072398+0.00334302j 0.00144919-0.00236338j -0.000682659+0.00744895j 0.00177975-0.000701306j -0.000348722+0.0112509j -0.00335225+0.00558376j -0.010163-0.00460839j 0.00668479+0.00272495j -0.00841373-0.00203671j -0.00474437+0.0114575j 0.00878083-0.00816323j -0.00486698+0.000268986j 0.00497316+0.00124269j -0.000199387-0.000969814j 0.00157335-0.00117909j -0.00237886+0.00106165j -0.00262733-0.00469513j 0.00127319-0.00306287j -0.00314673-0.00542309j 
0.0136567-0.00425338j 0.000725295+0.00279897j -0.00890895+0.000722389j 0.0154501-0.00741092j -0.00643682-0.000301573j -0.000993089+0.000772563j 0.00100679+0.00747234j -0.00481365+0.000731271j 0.000556155-0.00584984j 0.00209553-0.00972599j -0.000316705-0.000678499j -0.0124152-0.00611281j -0.00839122+0.00110985j 0.00342292-0.0118329j 0.00930268-0.00381532j -0.00216929-0.00352803j -0.00112498-0.00309152j -0.00147161-0.00356083j -0.00870392+0.000887037j 0.00244842+0.00127342j -0.00435521-0.00225754j -0.00401212-0.00309322j 0.00189431-0.0071591j 0.00492689-0.00346126j 0.00161674-0.00951223j -0.00256338-0.00826152j -0.00978999+0.00669858j -2.51685e-05-0.00125071j -0.0131375-0.00200872j 0.00506688-0.00699642j -0.00235199-0.000865105j 0.00663913-0.000674167j 0.00764975-0.00134239j 0.00203537-0.00607624j 0.00312383+0.00633835j -0.00118231+0.00268668j -0.00443338-0.00408744j -0.00473547+0.00681259j 0.0021295-0.00258403j 0.00390256-0.00490368j 0.00113852-0.00150055j -0.00458407+0.00215425j 0.00132426-0.000496747j -0.0225645-0.0061683j 0.00618755+0.00126156j 0.00339302+0.00555075j 0.0040717-0.00258783j 0.00855224-0.00269418j 0.00322044+0.00326064j 0.00958126+0.00411531j 0.00658341+0.00545082j 0.000142364-0.00551232j 0.0019469+0.0011298j -0.0128503-0.00384408j 0.00307061+0.00375406j 0.00578456+0.00121975j 0.00190104-0.00339533j 0.00188143+0.00141731j -0.0027114-0.00400466j -0.000337469+0.00242487j -0.000196848-0.00303211j 0.000941-0.00130134j -0.00118683+0.00135711j -0.00323333-0.00217058j 0.00342351-0.000648757j 0.00248753+0.000439307j 0.00322379+0.00498799j 0.00265793+0.00235157j -0.00168861+0.00532185j 0.00286914-0.00333345j -0.002053+9.96226e-05j 0.00409884+0.00107623j -0.00273975+0.00317892j 0.00150674+0.00207568j -0.00153773-0.00263313j -0.00245878+0.00446499j 0.00332209-0.0074761j -0.00145686-0.00195477j 0.00274599+0.000285574j 0.000168545-0.00112547j 0.00369872+0.000214812j 0.000542908-0.00777523j 0.000215935-0.00248382j -0.00034683+0.0002422j -0.0015726-0.00037828j 2.78298e-05-0.000798664j 0.00117106+0.00272938j 0.00143038-0.000549089j -0.000648935-0.000457911j -0.000228304-3.74276e-05j -0.00134145+0.00122562j -0.000398567+0.000900916j 0.000447209+0.00045388j 0.000750214-8.92451e-05j -0.000439014+0.000767841j 
-0.0114409+0.00464509j -0.00444132+0.00191999j 0.0120493-0.00241582j 0.00447696-0.0031291j 0.00192573+0.00299671j 0.0103022-0.0107402j -0.00892096+0.0037965j -0.0082084-0.00217992j 0.0132489-0.00521949j 0.00956188-0.00936709j 0.0151099+0.000227557j 0.0067831-0.00396365j -0.00769869+0.0013442j 0.016268-0.00948184j 0.0107096-0.00468711j 0.00552619-0.00171995j 0.00895264-0.00214165j 0.00698414-0.00893349j -0.00652827+0.00621215j 0.000580677+0.00374996j 0.000456308-0.000246915j -0.0102768+0.00366637j 0.00808415-0.00759424j 0.00183537-0.00247561j 0.00123243-0.000550122j 0.00699642+0.00113281j -0.00101594+0.00527949j -0.0011558+0.000358392j -0.00972896+0.00579539j -0.000800855-0.00443756j 0.000917463-0.000556679j 0.00436128-0.00506955j 0.00057336+0.00216869j 0.00254082+0.00465321j 0.000505062-0.000691554j 0.00699816-0.00106683j 0.00133701+0.00145943j 0.0053919-0.0076949j 0.00275489-0.00256786j -0.00419972+0.00285253j 0.0048162-0.00292241j 0.00777822-0.0028307j -0.000679685-0.00507776j -0.0033609+0.00120626j -0.00125639+0.00259923j -0.00832422+0.000923262j -0.0137043+0.0103246j -0.00541694+0.00760358j 0.00288052-0.00378262j -0.00480566+0.00797104j -0.000855236-0.00544664j 0.00423777-0.00379747j -0.00343996-0.000810144j -0.00104591+0.00127851j -0.000384739+0.00131214j -0.00134124+0.00427397j -0.00242743-0.000759712j -0.00114877+0.00127106j -0.001837-0.000520321j 0.00472335+0.00123256j 0.000296547+0.0006567j -0.000765+0.00107303j 0.000112727-0.00103141j -0.000204329-0.00234498j -0.00732583-0.00133074j -0.00482545-0.00320018j -0.000990623-0.00262059j 0.00139391-0.0029345j 0.00519836-0.000452157j -0.0102955+0.00271546j 0.0092318-0.00109414j -0.00185533-0.00639813j 0.00375+0.00199746j -0.00161445-0.00101286j 0.00406327+0.00324223j 0.00349296-0.00295633j -0.00941859+0.00410203j -0.000449038-0.00323428j 0.00231434+0.00236058j 0.00316115-0.00105675j -0.00280599-0.0024933j 0.00357841+0.000766189j -0.00430129+0.00198358j 0.000487785+0.000296922j 0.000691848+0.00131558j -0.00019516-0.000707546j -0.000239554+0.00142593j 0.00190018+0.00158024j -0.00417983-0.00264869j 0.00048777+0.00185406j -0.000193375+0.00152286j -0.000626786+0.000657458j -0.00161126-0.00016225j 0.000584996-0.00143021j 0.0020808+0.00275056j 
0.00567032-0.0114029j 0.00265755+0.00900924j -0.00512657+6.75349e-05j 0.00409154-0.019678j -0.00200719-0.00546344j -0.00489292-0.00174921j 0.00123331+0.00872394j 0.0224906-0.000580853j 0.00481292-0.00839011j 0.0073957-0.0169508j 0.000381565-0.00463975j 0.0172647-0.00274459j 0.00417817+0.00350162j 0.0154191-0.0207179j -0.00676451-0.00599798j 0.00512366+0.00168132j 0.00139001-0.0116648j -0.00378032-0.00536049j 0.00518361+0.00313977j -0.00140044+0.00301076j 0.000463253+0.0053655j 0.000714738+0.00240428j 0.00564702-0.00548519j -0.00172143-0.000752163j -0.000709192-0.00399735j 0.00375428-0.00170976j -0.00661491+0.0106004j 0.00137373-0.000861962j -0.00155081+0.0062052j 0.0013256-0.0029873j 0.00396766-0.00276007j 0.00301914-0.00728753j 0.00676188-0.00635352j 0.00495043-0.00222999j -0.00053179+0.00345959j -0.00392675+0.00268322j 0.00434932-0.0011612j -0.000883346+0.00807944j 0.000648662-0.000212392j -0.00418643+0.00500623j -0.00325131-0.00190727j -0.00522494+0.0103404j 0.00550355+0.00120441j 0.0142332+0.0052353j -0.0104889-0.000231533j -0.00523942+0.00685049j 0.0108409-0.00499547j -0.00157649-0.00514419j -0.00324804+0.000877275j -0.00927948+0.00319982j -0.00403898-0.000313405j 0.00252943-0.000360386j 0.00200895-0.0038709j -0.00329004+0.00871885j -0.00491067-0.00141701j -0.0010261+0.00396434j 0.00300092-0.00106587j -0.00241668-0.00892456j -0.0005422-0.00218841j -0.00316674+0.00138048j 0.00628002+0.00281351j 0.000345718-0.0027611j -0.00331837-0.000488786j -0.00283481+0.0029495j 0.0042594+0.00083747j 0.00692697+0.000767762j -0.00100462-0.00508698j -0.00384763+0.00264311j -0.00118007-0.00049758j 0.00704365-0.00142976j -0.00500628+0.0054186j -0.005393+0.00519152j -0.00373933-0.000376314j 6.18513e-07+0.000675599j 0.000451657-0.000380767j -0.0054899-0.00411803j 0.00854769+0.000204239j -0.00242661+0.00103575j -0.000888548+0.00172507j 0.000399992+0.00498343j 0.00168838+5.78974e-05j -0.000434876+0.00676738j 0.00103071+0.0015176j 0.000711588-0.000783585j 0.000187866-0.000665417j -0.00284233-0.00293332j 0.00165728-0.00123003j -0.000536023+0.00227885j 0.000116303-0.000154785j -0.00103247+0.00221447j 0.00112146+0.00215635j -0.00054302+0.000219191j -0.000105231-0.000781614j 0.000126319-0.00118294j -0.000549706+0.00107156j 
-0.0127347-0.00119922j -0.000289532-0.0133806j -0.00196706+0.00575538j 0.0064659-0.000101205j 0.00690639-0.00726287j 0.00856849+0.00591185j -0.00768198+0.00298149j -0.0129162+0.0131903j 0.00318477+0.010833j -0.00578588+0.00425247j 0.00760037-0.00278749j -0.0018052+0.00780543j 0.00395427-0.00771523j -0.0032448+0.00666603j -0.00810458+0.0205401j 0.0038523+0.00293076j 0.0117395-0.0110463j 0.00420164-0.00786359j 0.000715276+0.00228117j 0.00711226+0.0109907j 0.00979305-0.00743237j -0.00156311-0.00589519j -0.00396692-0.00180482j -0.00254644+0.00303405j 0.00452245+0.00680404j 0.00213312+0.00559251j 0.00387963+0.00991154j 0.00111854-0.00122022j 0.0035299-0.0101343j -0.00173114-0.00393045j -0.00367113-0.0126113j -0.00684129-0.00681404j 0.00351718-0.00128847j 0.00891633+0.000349958j 0.00476461+0.0103663j 0.00275925+0.00582748j 0.000144405-0.000174739j 0.00619515+0.00637676j 0.00409144-0.00272391j -0.000959615-0.00530406j 0.0017135-0.000597763j -0.00574482-0.00235877j -7.6103e-05+0.00419149j -0.00238405-0.00114734j -9.81542e-05+0.0124667j 0.00130993-0.0116183j 0.00272437-0.00203177j -0.000994707+0.00100326j -0.00176222-0.0128759j 0.000418205+0.00576939j 0.00259166-0.011512j -0.00105515+0.00356494j 0.00591621-0.0031364j 0.000889163+0.000370395j -0.00580153-0.00448703j 0.00150465+0.00395219j -0.00179036+0.000250745j -0.000263519-0.000860685j -0.000355203-0.00583897j 0.00432311+0.00525504j 0.000192535-0.00323637j -0.00379114+0.000284158j -0.00454506+0.000216648j 0.00131387-0.000727944j -0.00485725+0.00286622j -0.00171967+0.00143607j -0.00176475-0.00105808j -0.00303442-0.00147245j 0.00647561-0.000728863j -0.00548769-0.000979624j 0.00942138+0.000942624j -0.0015338+0.000289611j 0.00618744-0.000282765j -0.00151485+0.0044384j 0.0024652+0.00287516j -0.00135749-0.002005j -0.00567657+0.00269541j -0.000998565-0.00369931j 0.00334452-0.000664017j -0.000346959-0.00406571j 0.00261909+0.00105416j -0.00235449-0.000265015j 0.000430433+0.0017249j -0.00494879+0.000471276j 0.00110253-0.0012524j -0.00373097+0.0029747j -0.00258082+0.00156458j 0.000804855+0.00153992j -0.00484217-0.00521305j 2.13921e-05+0.000178781j 0.000223721-0.000121623j -0.00201712+0.000609453j -0.00248436+0.000538753j 0.00108643-0.00227412j 0.00215155+0.00191435j 
-0.0158229-0.00424936j -0.0176053+0.0106921j 0.0144704-0.0226995j -0.00942661+0.00377035j 0.0017264-0.00302069j 0.0147035+0.00805705j -0.00556299+0.00290856j -0.0132325-0.00534451j -0.00357948+0.00386208j 6.24512e-06-0.00710214j 0.00471002-0.00306616j -0.00657027+0.0126697j -0.00536776+0.0113044j -0.00579986-0.00909457j 0.0155636-0.0072006j -0.005371-0.00136612j -0.0050674+0.00371216j 0.0116285+0.00134673j 0.00125238+0.000170335j -0.00342389+0.00585473j -0.000635559+0.00800872j 0.00621268-0.00276094j 0.00133372-0.000841496j 0.00435191+0.000733748j 0.00528142-0.00249641j -1.68762e-06-0.00567666j -0.00428926+0.00642371j 0.000855169-0.000932159j -0.00238812+0.00523644j -0.00172898+0.00117915j -0.00355595-0.00169256j 0.00563174-0.00950729j -0.00081631-0.0068788j -0.00700956-0.00374888j 0.00112554+0.00184822j -0.00538695+0.00234467j -0.00217963+0.00184286j 0.00584185+0.0048607j -0.000982817+0.00329659j -0.00315688-0.000575673j 0.00254224-0.00108961j -0.00464758-1.03243e-05j 0.00266239+0.000887873j 0.000968507-0.00338431j 0.00300498+0.00178564j -0.00322946+0.00139315j -0.000761704-0.00810226j 0.00125314-4.26216e-05j -0.00212785-0.00556501j -0.00171034+0.00919338j -0.0025338-0.00891235j -0.00207632+0.00291199j -0.00335387+0.000348316j 0.000270584+0.000963987j 0.000718615-0.00445328j 0.000750016+0.00168352j -5.46857e-05-0.00202826j 0.000496093-0.00270505j -0.0010508+0.00238521j -0.00282341-0.00038259j -0.00280964-0.00152566j -0.000933849+0.00183539j 0.00385004+0.00318769j 0.00492809+0.00149039j 0.00562788-0.00298572j 0.000934729-0.00281673j -8.36921e-05-0.000567155j -0.00337041+0.00332031j 0.00129926+0.0043917j -9.57485e-05-0.00685519j -0.000687777+0.0090895j -0.00464406+0.00213993j 0.00125803+0.0057019j 0.00201942+0.000142672j 0.00507629-0.000641534j 0.000888648+0.00510286j 0.00711445-0.00870183j 0.000246985+0.00119447j 0.00978411-0.0042507j -0.000625303+0.00293758j 0.0123775-0.00014622j 0.000660367+0.00187507j -0.00357853-0.00403627j -0.00361538+0.0029281j 0.00050911-0.00225426j 0.00132035+0.0030907j 0.00164234-0.00244767j -0.00369205-0.00237154j 0.00310017+2.441e-05j -0.000635075+0.000562314j -0.00128327-0.000300365j -0.000129397+0.00138904j 0.000811915-0.000169413j -0.000737877+0.00138115j -0.00175631-0.00300104j 
