0.00988927+0.0327983j -0.0183543-0.0067808j -0.0146964+0.00848259j 0.0113395+0.0502719j -0.00143411+0.00612325j 0.00482139-0.0118319j 0.0148518-0.00284265j 0.0158467-0.00960421j 0.022404+0.0753088j -0.00062898+0.00757731j 0.000835643-0.00615432j 0.00334644+0.0139458j 0.00489316+0.0293392j -0.0108634-0.019842j 0.0254634+0.0270544j 0.00666457-0.012557j -0.0160414-0.026837j -0.010529-0.0237355j -0.0205306-0.0125786j 0.026602+0.0302806j 0.0079137+0.0135727j -0.00775229-0.0183117j 0.0150182-0.00532259j 0.00332967-0.0045444j 0.00735572+0.00413374j -0.00858973+0.00335346j 0.00876484-0.0157244j 0.00310477+0.034781j 0.00208889-0.000248196j -0.0192772+0.0102459j -0.000852587-0.0160162j -0.0132298-0.0165157j 0.00268539+0.00340671j 0.00121711-0.0239288j -0.00731397+0.00614214j 0.00202158+0.0134315j -0.0024245-0.0188172j -0.0148733-0.00588876j -0.0177831+0.00210241j 0.00464375+0.0201722j 0.000646813-0.00900236j 0.00016585+0.0131943j -0.00747562+0.000894344j -0.0146454+0.000135688j 0.00630718-0.0208034j -0.00121726-0.00829883j -0.00767445-0.0151667j 0.00375762-0.00633527j -0.0097736+0.0376117j 0.0151817+0.0327704j 0.0104497+0.00668604j 0.00205492+0.0467073j 0.0146884+0.0321431j 0.00557792+0.0188813j -0.0213557-0.034371j 0.00898872+0.0139976j 0.00968546-0.0141167j 0.0152068+0.00260021j 0.00743016+0.0676858j -0.0196518-0.0243656j -0.0107863-0.0223805j -0.0322206-0.022391j -0.0119436+0.0151851j -0.0250487-0.0266329j -0.00181503-0.00118614j -0.0470592-0.023012j -0.025835+0.00254162j 0.0195294-0.0407578j -0.00952825+0.0133593j 0.0118707-0.00267961j 0.013099-0.0477496j -0.0112867-0.00328787j -0.0275112-0.0219231j 0.0269585+0.0702764j -0.0632252-0.0413914j -0.0308935+0.0432735j -0.0718372+0.0961361j -0.0339583+0.0354958j 0.0339861+0.113175j 0.015722+0.100135j 0.0436475+0.107068j -0.0079441+0.0453682j -0.00996198-0.098022j 0.0906095+0.0205336j 0.00836805-0.0990661j -0.0238064-0.0224985j 0.0120753-0.00378238j -0.0250608+0.0108095j 0.0346449-0.0102768j -0.0258294-0.0331682j 0.000621861-0.0269656j -0.0085353+0.0404345j -0.0396146-0.0579262j 0.0346936-0.0106574j -0.0165971+0.0539382j -0.0452739+0.119175j 0.0423503+0.337668j 
0.0195077-0.0020315j 0.0154084+0.0203953j 0.0191141+0.0188185j 0.0217686+0.0164122j 0.00107688-0.029607j -0.00504854+0.00319882j 0.00848503+0.0131984j 0.00327776-0.00567724j 0.0103575+0.00436926j -0.00890595-0.00601177j 0.0131186+0.0232713j -0.0476795+0.00180885j -0.0015366+0.0019499j -0.0219602-0.00513596j -0.0117263-0.0109891j -0.0228181-0.0144801j -0.0550981-0.000607878j -0.0506217-0.0132799j -0.01115+0.0112735j -0.0453462+0.00790923j 0.00923351-0.0476003j 0.0107521+0.0228364j 0.0394055+0.00576748j 0.0516742-0.0446762j 0.00505981+0.00318536j 0.0077827+0.0144056j 0.0352524+0.00481284j 0.025838-0.0013722j -0.0110455+0.0193513j 0.00351146+0.004842j 0.0450834+0.0355373j 0.0485504-0.0418482j 0.0439901+0.0313934j -0.0151059-0.0457568j -4.659e-05+0.0222833j -0.0095433+0.00866113j 0.038168+0.000428921j -0.022004-0.0878567j 0.0440944-0.0497863j -0.036697-0.0299532j 0.0676282-0.0354377j -0.00875201-0.0297163j 0.0563733-0.0228708j 0.0555843-0.0244024j -0.00427783-0.0195141j -0.0442447-0.040106j -0.0111658-0.0167674j 0.00603185+0.00205699j 0.0446728+0.00948486j -0.0200131-0.0399081j -0.0301429-0.00282503j 0.058256-0.00853484j 0.0536747+0.0256963j 0.0235682+0.0584549j 0.0912708-0.0119803j -0.0464526+0.00224904j -0.0365599-0.0305107j 0.0306883-0.0129882j 0.120856+0.0154315j -0.0151979+0.0174569j 0.0363566+0.057578j -0.0159707+0.0124486j -0.0340357-0.00638494j -0.0211808+0.00180755j -0.00151429-0.0226014j 0.0127767+0.0258087j -0.027723+0.0936675j -0.0251994+0.00274235j -0.0264639-0.0110978j 0.0179769+0.0102458j -0.0866976+0.0393999j -0.0321771-0.000785183j -0.0227406-0.00422388j 0.07046-0.00508025j -0.0417674+0.0130196j -0.0438116-0.0236796j -0.00200267-0.0118539j -0.00823819-0.0383085j 0.0445399-0.0171881j 0.0221021-0.0314922j 0.0462602+0.0452509j 0.0351687-0.0238054j -0.0561573-0.000743594j -0.0031065-0.0481998j -0.018038-0.0020061j 0.00666939-0.00660182j -0.0397401-0.00629661j 0.0363788+0.0145325j 0.0312713-0.0218483j -0.0209864+0.0252415j -0.0305598+0.0378659j -0.00294584+0.00588296j -0.0480792+0.0444798j -0.00409036-0.00869108j -0.0457865+0.0522498j 0.0157654+0.0184409j 0.0497435-0.0177705j 
0.0111087+0.000235502j 0.00280891+0.0204498j -0.00773529+0.0265258j -0.0023679+0.0276677j -0.000295593-0.0120781j -0.0151254-0.0146627j 0.0289616+0.00493513j 0.0177688-0.00283297j -0.0133193+0.021436j -0.0126609+0.00455106j 0.022038-0.0272371j 0.00590346+0.0135611j -0.0265372+0.00604169j 0.0108269-0.0391645j -0.00558023-4.75585e-05j -0.0101095+0.0157082j -0.0271453+0.0321529j 0.0146875-0.0145213j 0.00661409-0.0299828j 0.00397686-0.0253155j 0.00632691-0.0347745j 0.0464451+0.0145762j 0.0401536+0.0106585j 0.0521855-0.0371858j 0.00686806+0.0525367j 0.00377216+0.0255151j 0.0339278+0.0162401j 0.00728305-0.0364102j -0.0252336+0.00768536j 0.0262259+0.0495928j 0.0238157+0.0218254j 0.0513404-0.0239596j -0.0145004-0.00899575j -0.0141038-0.010245j 0.0203231-0.0139861j 0.0207259-0.0346763j 0.0306712+0.0303007j -0.038708-0.00697157j -0.0256896-0.0251361j -0.0128778+0.0242856j 0.0718783+0.0341708j 0.0410151-0.0293986j -0.0325954-0.0354743j 0.0844184-0.0719074j -0.0513895+0.00422993j -0.0108066+0.0485787j 0.0372191+0.0314431j -0.013076-0.0405294j -0.000858443+0.0107765j 0.00746071+0.0267896j 0.038939-0.0678131j 0.00702658-0.0205285j 0.0790555+0.0399431j 0.0614966+0.0406298j -0.0148966-0.128109j -0.0314279-0.00490361j -0.054611-0.0180739j -0.0275256+0.0228587j 0.0327771+0.0707221j 0.0840027-0.0964596j -0.0106178+0.0329535j 0.0146127+0.0099043j -0.0303902+0.00766291j 0.0230013-0.00129841j 0.0139571-0.018908j -0.0135963+0.0283721j 0.0471883+0.0086716j 0.015528-0.0129195j -0.0669642+0.0299381j -0.0580039-0.0226573j 0.0265571-0.0227674j 0.0101585+0.00217175j 0.00336986-0.0210367j -0.0246916-0.0150666j -0.00411017+0.034568j -0.0166583+0.0191263j -0.0134679-0.0239701j -0.0327297-0.0030588j -0.00638979-0.0239119j -0.108814+0.0781712j 0.0178232+0.037173j -0.0309646-0.0716027j 0.0268967-0.0562768j 0.0206155-0.00646029j 0.0367092-0.0433836j -0.035814-0.0269426j -0.0153587-0.00687819j -0.012299-0.0131783j 0.00806023-0.0386787j -0.00231637-0.0275347j 0.0313616-0.0233547j -0.0163554+0.0245813j 0.0173354-0.043387j 0.0204987+0.00915578j 0.0277449-0.026342j -0.0200464+0.0301483j -0.00213846+0.0301912j 
0.0202434+0.00924292j 0.00976994-0.00299325j -0.00236348-0.0271957j 0.0156779-0.00981396j 0.00807732-0.0202949j 0.00168668+0.00311894j 0.00969997+0.00413269j 0.0308049+0.00677422j -0.00486432+0.00875689j -0.0297405-0.00425732j -0.0442809+0.016231j 0.0287092+0.0132322j -0.034991+0.00574243j 0.0100179+0.0237116j -0.027037+0.0297033j -0.0131687+0.000366197j -0.0212565-0.0377505j 0.034665-0.0104417j -0.00406686+0.0124849j 0.0216613+0.0346068j -0.0411271-0.0177913j 0.00464942-0.0276435j -0.00696837-0.0142616j -0.0202523-0.0151064j -0.00915351+0.0292337j 0.0138548-0.0110689j -0.0142068+0.0198259j 0.000825347+0.0181766j 0.00557242+0.0049174j 0.0154694-0.0347281j 0.0309562+0.0482111j 0.0180411-0.0344424j -0.00963871+0.0309772j -0.0140908-0.0112894j -0.0119512+0.0317721j 0.0513737-0.0710848j -0.0157902-0.0802766j -0.089936-0.0102219j -0.0657219-0.023146j 0.0878378-0.0636703j 0.0325931-0.0296984j -0.023937-0.00320255j 0.0103483-0.0160012j -0.00100424-0.00322964j -0.0380509-0.0421812j 0.0816653-0.0458269j -0.0018909+0.0226803j -0.0251194+0.0151629j 0.0353101+0.0172961j -0.0194176-0.124538j -0.070708-0.00128429j 0.098515-0.0217556j -0.0524737+0.0155755j 0.0322-0.0136601j -0.026999-0.0306222j -0.0982902+0.0072244j -0.005137-0.0585162j 0.0306321-0.0400635j 0.0121852+0.0514089j 0.0577488+0.0118828j -0.0135023+0.0864985j 0.0829455-0.0123959j -0.0383946-0.0454943j 0.0329605-0.0623319j 0.00345419+0.0653313j 0.0666715+0.0263858j -0.0542393+0.0131418j 0.013891+0.017623j -0.0241569+0.0115317j -0.0199145+0.0335631j -0.0146263+0.0110992j 0.048577+0.0134015j 0.0173014-0.0181801j -0.0390082-0.0298176j 0.0434896+0.0109834j 0.0646173-0.00722764j 0.0311523+0.0096573j 0.0605408+0.00420472j 0.00327888+0.000495618j -0.00785511+0.0197957j 0.0137518-0.0146957j -0.0668214-0.0492716j -0.000355972+0.0107502j -0.0611696-0.0117487j 0.0112801-0.0356278j -0.0016003-0.0247125j -0.00909452+0.000668917j -0.0154744+0.00658305j -0.0314695+0.0196962j 0.0215992+0.0225127j -0.0129472+0.00142285j 0.0128854-0.0454594j 0.00302051+0.0549047j -0.0310925-0.0210505j 0.0190406+0.0185774j 0.0387503-0.0228484j -0.0295294-0.000993494j 
0.00799543-0.00013922j 0.000469638+0.00125581j 0.00267107+0.000346739j -0.010207+0.00078793j 0.00457707-0.0033158j 0.000396815-0.000801046j -0.00858992+0.0064605j 0.0257807+0.0227432j -0.00667802-0.0063224j -0.0124844-0.00998717j 0.00407767+0.0154323j 0.0223569-0.0223429j -0.00554486-0.0185131j 0.012575+0.00123113j -0.00126911+0.0158407j -0.0310065-0.00326323j 0.0104376-0.00654944j 0.0294048-0.0212017j 0.0211332-0.000325927j 0.00315442+0.00157047j 0.00722707+0.00380418j 0.016694+0.0401613j -0.0602349+0.0503467j -0.0214246+0.0125601j -0.0290007-0.0050461j -0.0303262-0.00588421j -0.00888429+0.0236022j -0.011706+0.00869117j -0.00706449+0.017781j 0.0275841-0.00852063j -0.0315271+0.00155865j -0.0349343+0.0226838j -0.0158966-0.00130664j -0.0333301-0.0064336j 0.0355145+0.0206386j 0.0275591-0.00890586j 0.0108198-0.0376769j 0.0370405-0.0532493j -0.068169-0.0414051j -0.0225808-0.0222216j 0.00207535+0.0292579j -0.0263554-0.0215492j -0.0271273-0.0317491j -0.00744441-0.0463699j -0.0393479-0.0206148j -0.0135366-0.0235971j -0.0806001-0.0117407j -0.00451131-0.00340553j 0.0474118+0.0210048j 0.0408175-0.0446955j 0.0838574-0.0289289j -0.045743+0.0424952j -0.0283478+0.0132383j 0.026894+0.0547562j -0.0473883+0.0069474j -0.0246016+0.0033791j 0.0282868-0.0118196j -0.000379672-0.0107715j -0.0397932-0.0231306j 0.051528+0.0398397j -0.0409983-0.125904j -0.0185387+0.022056j 0.0332581-0.128914j 0.0429568+0.0389671j -0.0291362-0.0832898j -0.0263226+0.00227609j 0.0291254+0.0484892j -0.0236774-0.014092j -0.0268741-0.0176062j 0.0261917+0.0109543j -0.0126051+0.017481j 0.0202343-0.0146944j 0.0746318-0.0180535j -0.0367624-0.00853097j -0.00211746+0.0245858j 0.00122953+0.0141985j 0.0529074-0.0357622j -0.0204278-0.0307177j 0.0180248-0.0358127j 0.0443749-0.00636208j 0.0627915+0.0377788j 0.00806038-0.000430789j 0.0223921-0.0246303j -0.0121642+0.00200764j -0.0291874+0.0743955j 0.0125559+0.0414113j -0.00533014-0.0194839j 0.0234949+0.00545018j -8.30474e-05-0.0207819j 0.0196284-0.0197556j 0.00437038+0.00569844j 0.00716562-0.0297144j 0.00914028+0.0138976j -0.0197858-0.0408151j -0.032032+0.0213136j 0.0173438+0.00423491j -0.000692671-0.0290317j 
0.00961675+0.0115685j 0.0052014-0.0106182j -0.019899-0.0122252j -0.0142326+0.0133828j 0.00864785+0.0118129j -0.0183202-0.0144123j -0.0123293+0.0172443j 0.0117006+0.0161495j 0.00455009-0.0142351j -0.000807096+0.0252679j 0.0176611-0.0133178j 0.0107827-0.0267971j -0.00197317-0.0188363j -0.00859305-0.00136031j 0.0185285-0.0225561j -0.00772453+0.00866551j -0.00921031+0.022885j 0.00979648+0.0151938j 0.0155105-0.00318897j 0.0113706+0.00110087j 0.0340438+0.0111087j -0.0235872+0.00401556j 0.00642665+0.0441184j 0.0089338+0.00963063j 0.0232117+0.0301433j -0.00386446+0.0247721j -0.000937845+0.0016333j 0.0489908-0.0169585j -0.022691-0.0569855j -0.0193937+0.00347977j 0.00549281+0.000240094j -0.0241709+0.0461196j 0.0488055+0.0130637j -0.0214177+0.0363127j 0.00360425-0.0348935j 0.050041-0.007732j -0.00245854-0.0386038j 0.0510569-0.0167834j -0.0274295+0.0972567j 0.030396+0.00779047j -0.0244337+0.0258656j 0.0490406-0.0650678j -0.00575827-0.117275j 0.0559375+0.0154604j 0.0263761-0.0342091j 0.0422283+0.026274j -0.0311247-0.00336151j -0.083868+0.0595717j -0.00677272-0.00446755j 0.0428264+0.0705802j -0.0504118+0.00925092j -0.0178443-0.0196174j -0.0756684-0.0192552j 0.00722583+0.07311j 0.0232555-0.0326579j 0.0486529-0.0182066j -0.0103964-0.00947256j 0.00246642-0.00930045j -0.0534846-0.0128109j 0.0380141-0.0426058j -0.00284119+0.0983431j -0.0955526+0.0298833j 0.0418401+0.0899236j -0.027273+0.00991154j 0.0529285-0.0100693j -0.048414+0.00223396j 0.0512906-0.0359232j -0.0188028-0.00236295j 0.0320922-0.00372144j -0.00342515+0.000159748j 0.00731741+0.0234241j -0.0088171-0.00287036j 0.021963-0.00525405j -0.0519692-0.018274j -0.020413-0.0174021j -0.00894433-0.00675994j -0.0100136-0.0253516j 0.0291468-0.00668911j 0.0378963+0.051761j -0.0562957+0.00358078j 0.0254221+0.0574104j 0.0338626-0.0396189j 0.0201791+0.0214692j 0.0249109-0.0527901j -0.00347637-0.0411472j -0.00202469-0.0347284j 0.0114694+0.0190864j -0.0239282+0.0103929j -0.00644406-0.00293111j 4.8614e-05-0.0461695j 0.0225369+0.00338517j -0.00563233+0.0329167j 0.013431-0.0366984j 0.0106949-0.00631507j 0.000286265+0.00077798j -0.0106311+0.00311401j 0.0199285-0.000374271j 
0.00496932+0.00575162j -0.0103998-0.00221516j 0.00775921+0.00299457j 0.0113792+0.00873112j -0.00129831+0.00222054j 0.00193799+0.000685929j -0.00391438-0.00808323j 0.0504279+0.0136271j 0.00585667+0.00122502j -0.0055271-0.0196463j -0.0360997-0.0214354j 0.0121841+0.0133372j -0.0225517-0.00509643j -0.0428787+9.09811e-05j 0.0246117-0.0186288j -0.00816429+0.0168631j 0.0052098+0.00694112j 0.0447797+0.0122914j -0.0238548+0.00549587j 0.0165683-0.00341675j -0.0233988-0.044441j 0.0899569+0.0231346j 0.0145436+0.00700831j -0.00671958+0.00512905j -0.00838049+0.00372923j -0.0111801-0.00161176j -0.00915774+0.0010148j 0.00387449-0.038034j -0.00683834-0.0150066j 0.0313604+0.0466235j -0.0468963-0.0221714j 0.0116629+0.0142411j -0.0479968+0.0148185j 0.0149634-0.0288859j 0.0631728+0.0437898j -0.00333452-0.0416954j 0.0073723-0.0629323j 0.032232+0.0468076j -0.0210854-0.0202303j 0.0285018-0.00274187j 0.00760342-0.00793131j 0.00317104-0.0165141j -0.0121561-0.029447j -0.0432372+0.0198394j 0.00269547-0.0179122j -0.000579244-0.0162624j -0.068822-0.054114j -0.00334997+0.0399463j 0.0347366-0.0469395j 0.0896662+0.0256098j 0.0857646+0.105832j -0.0840071-0.0476945j -0.0403677-0.0294897j 0.00826269+0.0041065j -0.0682792+0.0204287j -0.0605926-0.0561375j -0.0256471-0.0140705j -0.0165403+0.0147463j 0.0711591+0.0235324j -0.0316306+0.000967098j 0.0198132-0.0624433j -0.00712875+0.0258617j 0.0155603-0.0316181j -0.0353401+0.0277158j 0.0239331-0.0399937j -0.0633775+0.0322763j -0.0682333-0.0520732j 0.00598269-0.0308674j -0.0551875-0.0257867j 0.0244633-0.0252263j -0.00752312+0.00147497j 0.0390481+0.0309822j 0.0216023+0.00168056j -0.00202218-0.0590931j -0.0352023+0.0435149j 0.0102846+0.0454879j -0.046721-0.0324888j 0.0103657+0.000660981j 0.0575286+0.0144769j 0.0529612+0.0470031j 0.0500418-0.01418j -0.0606638-0.0092109j -0.0305494+0.0137647j 0.0283168+0.0257998j -0.00915465-0.00791734j -0.00612439+0.00996963j 0.0129997-0.0335025j 0.0147254+0.0200626j 0.0442936+0.00921984j 0.00647061+0.00213644j -0.0365466+0.0337221j 0.0154027+0.020291j -0.0384155-0.0153112j 0.0240705+0.00975116j -0.0315763-0.0120674j -0.0313328+0.0279792j 0.0399844+0.0038737j 
0.00121723+0.0153312j 0.00339537-0.00587545j -0.00241414-0.019677j 0.0120495-0.00873261j 0.00237136+0.00477389j -0.00452252-0.00336934j 0.00300102-0.00763302j -0.013697-0.00600178j 0.00951621-0.00624427j 0.0147048-0.00762073j -0.0104356-0.00883734j -0.00120795+0.0153618j -0.00823775-0.00124463j 0.00409679+0.00100503j -0.0233335-0.00139312j -0.00128695+0.0309716j 0.0105832-0.0208385j 0.00127073+0.024197j -0.0114139-0.0026259j -0.016642-0.00370982j 0.00142731-0.0205482j -0.0276327+0.0734835j 0.0316508+0.0125491j 0.0324616-0.0112946j -0.0389248-0.00841236j 0.0260136-0.0338897j -0.0296175+0.00166382j -0.0132245-0.0236915j 0.0629951-0.0289451j 0.0278505+0.0477507j 0.0116375-0.0735309j -0.0503823+0.0081575j -0.066463+0.0235577j -0.00720892-0.0767319j -0.0482546+0.064181j 0.0484673-0.0240988j 0.0622846+0.0116746j -0.0169222+0.00549932j -0.0565889-0.043372j 0.0443543-0.0222407j 0.0322773-0.00563822j 0.0148704+0.00434346j 0.0100257+0.00491766j 0.0137043-0.0321737j -0.0368513-0.00895356j 0.038397-0.0516176j 0.0642805-0.0263384j -0.00238456-0.0357419j 0.0741145-0.0317225j -0.0345236-0.0252371j 0.0401667+0.0532889j -0.045756-0.0629186j -0.0562793-0.0242136j -0.022123-0.00507917j -0.0121601-0.0402624j -0.0485017-0.0565873j 0.0341152-0.0333354j -0.000853878-0.0389389j -0.0565261+0.0483912j 0.0154994+0.0440258j 0.0552882-0.0221252j 0.0487712-0.0315807j 0.0075598-0.0209773j -0.0147887+0.00109944j -0.000172449-0.000933227j -0.00634846-0.00993466j -0.0119555+0.0549601j 0.0364005-0.0282922j -0.0182878-0.0633772j 0.0539079+0.0326854j 0.019421+0.0139038j 0.0609958+0.012345j -0.00920478+0.0259745j -0.0180564-0.0472906j 0.0140128+0.0397292j 0.0264488+0.0146631j -0.0124462-0.0277691j 0.0592464-0.0212696j -0.0528917+0.00307255j -0.0262453-0.0126113j 0.0144042-0.0137117j 0.034433-0.0236056j 0.0388558-0.0146791j -0.0467379+0.0199643j -0.00470133-0.00782661j 0.0404535+0.0184346j 0.00085264-0.0204112j 0.000827976+0.0143187j 0.0181744-0.00898598j -0.00870295+0.0134916j 0.0174518-0.0138532j -0.00173563-0.0269368j 0.0250008+0.0236807j -0.0149037-0.0189914j 0.0299632-0.0237701j 0.00802573-0.0104682j -0.0299018+0.00557087j 
0.00730118+0.00249603j -0.00991848+0.00398308j -0.023506+0.0116986j 0.00195386-0.000230173j 0.0094102+0.00704357j -0.00172551-0.00497173j -0.000885919+0.00148552j -0.0151818-0.00349715j -0.00718327-0.0277094j 0.0150818+0.022445j 0.00185376-0.0104988j -0.0199016+0.00160114j 0.0195538-0.00489284j -0.00118729+0.0263237j 0.00582099-0.0308381j 0.0166138-0.0248491j 0.0023006+0.0166054j 0.00800803+0.0116953j 0.0146459-0.00411121j -0.00295241-0.0370982j 0.0383125+0.0246009j -0.00632259-0.0307302j 0.0150663-0.0547283j 0.00333022-0.0265751j 0.0459407-0.0167547j 0.0143972-0.0150259j -0.0118795-0.00678132j -0.020448-0.0180505j 0.00314873-0.0170329j -0.0152894+0.00266208j 0.0661586-0.00744798j 0.00626293-0.0311698j -0.0437283-0.0457294j 0.00724086+0.0204376j -0.0265342-0.0289318j 0.0336652+0.00369363j 0.0152289+0.008288j -0.0252097+0.00142221j 0.0221182-0.0354983j 0.0749984+0.0250397j -0.0351436-0.00858396j 0.0163598+0.0524611j -0.0170684-0.0332729j -0.0155645-0.0369516j 0.040967-0.0343352j -0.0126204-0.0510632j 0.0704143+0.000852597j 0.0262549+0.0666757j -0.0454708-0.0363066j 0.00141003-0.0312409j -0.0534156+0.040648j 0.0262303+0.0196661j 0.0601576+0.010614j 0.0178573-0.0367144j -0.0522186-0.00882086j 0.00760347+0.00334982j 0.0172528+0.0374341j -0.0133331+0.0236177j 0.0260247+0.0176118j -0.0422124-0.0676948j 0.00822907-0.00748784j -0.0034682+0.0324881j -0.00265603-0.0162288j -0.0147133+0.0491663j 0.00957933-0.0567481j -0.0112706+0.0438282j -0.015799-0.0113261j -0.00681159-0.0126585j -0.0213433+0.0326149j 0.0618777+0.0599339j -0.00859208+0.0307142j 0.00647422+0.0273675j -0.0418754-0.0395423j 0.0466462+0.0234146j -0.00763232+0.0693106j -0.00493862-0.000534299j 0.00251136+0.0169405j 0.0404689-0.0128709j -0.0467218-0.0183655j 0.00608737+0.0403036j 0.011715-0.0109733j -0.0244606-0.020464j -0.0516124-0.0332675j 0.0493412+0.0244626j 0.0154257-0.020052j 0.0309359-0.0126571j 0.0367184-0.0047513j -0.0164461-0.00394148j 0.0157007-0.0375009j -0.00396504-0.0226242j 0.00596431-0.00404364j -0.00271886+0.0281692j -0.00381995-0.0199888j -0.0322254-0.0309322j -0.00726098-0.00761373j -0.0177858+0.0410929j 0.0268146-0.00263717j 
0.000945437+0.00767597j -0.00284206-0.000386612j 0.000581696-0.0127586j 0.00322305-0.0212585j -0.00770264+0.0161203j -0.00882025+0.0010753j 0.00655583-0.0338741j 0.0228698-0.0233445j -0.010203+0.0202002j 0.0159251-0.00811931j -0.0100655+0.00422151j -0.00517194-0.0227118j -0.0192047+0.0296905j 0.000916364-0.0202848j -0.022305+0.0312595j 0.0189146+0.0170427j 0.0337045-0.0329221j 0.000726819+0.00970635j 0.00889993-0.0263726j -0.00796166-0.0173042j 0.022751+0.0156024j -0.0169731+0.0141842j -0.00384712+0.00988337j 0.0141066+0.0230914j 0.000458141-0.00326909j 0.0164358-0.0334256j -0.00967966-0.00804977j 0.0308322+0.00396199j -0.00525601-0.0156512j -0.0128709-0.0617862j -0.00121986-0.0209831j -0.0159341+0.0212852j -0.0163841+0.0673919j 0.0260346+0.00691282j -0.0193684-0.0235463j 0.0479051-0.0311974j 0.0116826-0.00293454j 0.0982675-0.0501128j 0.0553716+0.0143863j 0.00917628-0.0167071j 0.00289713+0.0471413j 0.062717+0.0665342j 0.00340646+0.0239237j -0.000535925+0.00115893j -0.0277392-0.0244042j -0.0103172-0.0165677j -0.0300701-0.0126014j 0.0741247-0.0261978j -0.0327782+0.0287462j 0.0431505-0.0644753j 0.0116549-0.0264698j 0.0326922-0.00591186j -0.0958323+0.0175018j -0.0326505-0.00551433j 0.0890204+0.0712812j 0.00438809-0.0209976j 0.0124717-0.0169495j 0.0262359+0.0343028j -0.0191193+0.0307007j -0.0738712-0.0220642j -0.0287761+0.116105j 0.00894011+0.00596762j 0.00726323-4.00493e-05j 0.0132733-0.0314846j -0.00506087+0.0142672j 0.00683748+0.0283472j -0.0735956+0.0638975j 0.00548478+0.00550754j 0.0417503+0.0347608j 0.0309901+0.0350038j -0.042994+0.0123283j 0.00967699-0.0296165j -0.0278769-0.0144677j 0.0275565-0.000352444j -0.0559902+0.0195829j -0.0166925-0.0232048j 0.0123016+0.00340537j 0.0377116-0.0123123j -0.0137784-0.0446552j 0.00675918-0.0547823j 0.0423857+0.00581168j -0.000992393-0.0450118j 0.00259369+0.00211706j 0.0456866-0.0180974j -0.0321285-0.00494417j 0.0360728+0.0103794j -0.0328387+0.0231694j 0.0423103-0.00842049j 0.0341993-0.000183644j 0.0137854+0.0323939j -0.00949501+0.0212295j 0.0332916-0.0114471j -0.0044836+0.000850257j 0.0140182-0.0242746j -0.0197838-0.0239408j -0.00624453+0.017748j 0.00492879-0.0221008j 
0.0180141+0.0067032j 0.0157529+0.0176327j -0.00806664+0.0157388j -0.00357407+0.0072478j 0.0131068-0.00925737j -0.00621623+0.00511897j -0.00682315-0.00634397j 0.00579997-0.0119762j 0.00373357-0.0124951j -0.0258322-0.00238569j 0.00514404+0.00123194j -0.000455534-0.0188239j 0.00146534+0.00267604j -0.00827846+0.0102472j 0.00333264-0.0147225j -0.0110857-0.00150022j -0.043022+0.0099888j 0.0406284-0.0110596j 0.0281083+0.0219072j 0.00803398-0.0274929j -0.0371673-0.0200015j 0.0447073-0.0329697j 0.0111874+0.020383j -0.000277051-0.0239459j 0.036564+0.00793408j 0.021057+0.0384312j -0.00910916+0.0269333j 0.00152987-0.0251182j -0.04124-0.0236327j 0.0593886+0.00284183j -0.0177874-0.00771j 0.0761911+0.0192579j 0.0326557-0.0231388j -0.0307204+0.00354226j 0.0471591-0.0073502j 0.0414217+0.036754j -0.0122887+0.00859785j -0.0433902+0.0721735j -0.0349558-0.0242818j 0.0149735-0.033115j -0.0544331-0.0148566j -0.0237736+0.0750914j 0.0447426+0.0434405j 0.0319045+0.0241238j 0.0176789+0.0466508j -0.02193-0.0373187j -0.0439943-0.0438347j -0.0206058+0.0403275j -0.00291575-0.020019j 0.111508-0.00644645j -0.0399964+0.0021887j -0.0274677-0.00709257j -0.0156841+0.0445652j 0.0136125+0.0337615j 0.0381502-0.0226166j 0.00253218+0.0221482j 0.0205792-0.00324188j 0.0119636+0.0389475j 0.0272778+0.0113483j -0.0543831-0.0783014j -0.0330673+0.0608147j 0.025583-0.0128332j 0.00904948+0.00770815j 0.0429191-0.0287944j -0.0416572-0.0325647j 0.0319439-0.0125956j 0.0353968-0.000259879j -0.0215894-0.0074209j -0.0105444-0.01928j -0.00232042-0.00212494j 0.0220139+0.00997071j 0.0134869-0.00260534j -0.0164034+0.0187294j -0.00502683+0.0214859j 0.045828-0.0107154j 0.0440707-0.0186962j -0.011824-0.0205714j -0.0133694+0.0246936j 0.0396068-0.0355189j 0.00573603-0.0294714j 0.0101306-0.0333616j 0.0238299+0.0312511j -0.0216634-0.0138132j -0.0618638+0.00159285j -0.0274052-0.0285499j -0.0175154-0.0353229j -0.0125206+0.0235945j 0.0359996-0.00700234j -0.0524713-0.019992j -0.0262391-0.0125132j 0.000526977-0.0250678j 0.0263014+0.00793951j 0.0115+0.00867707j -0.0227506-1.48384e-05j -0.013645+0.0111347j 0.0339471+0.0197403j 0.0133917-0.0101639j 
