-0.0197075-0.0487804j 0.000970524+0.00209467j -0.00444805-0.0264875j 0.00161284+0.0480371j -0.00502164-0.0238518j 7.15082e-05-0.0201753j 0.00897328-0.0540976j 0.00118527-0.0372491j -0.000164218-0.0144491j 0.0265076-0.0255168j 0.0272462+0.022276j 0.00903119+0.0353209j -0.0137268-0.0365689j 0.00890368-0.0166188j 0.000413118-0.0198713j -0.0382611+0.0187196j 0.00113699+0.00936445j -0.0254726+0.0133891j 0.00843314+0.0397503j -0.00520173-0.00103803j 0.00617118+0.0130526j 0.00215492-0.0248j -0.00958496-0.0254615j -0.0121722+0.00238463j -0.007722+0.0358828j 0.0200179-0.00817191j 0.0102091+0.0233172j -0.0111003+0.019418j -0.0375066+0.0140355j 0.0153053-0.00711796j 0.0138846+0.00175889j 0.0055532+0.0140733j -0.020674+0.0308682j 0.0142703+0.0220347j -0.0153595+0.00509689j -0.0195893-0.00822764j 0.0223997+0.0233401j -0.0254795+0.0250137j -0.00647541-0.0194242j 0.01073+0.0384889j 0.0217719+0.0174031j 0.0172292-0.00192782j -0.00808425-0.00170433j -0.0083366-0.00498686j 0.0115706-0.0215858j 0.0242472-0.0321706j -0.0241424+0.0149221j 0.0166273+0.0359142j 0.00262098+0.0191416j -0.000573619-0.0592013j -0.018241+0.025214j 0.0244505-0.0180856j 0.0175132+0.00783137j 0.0278735-0.036949j 0.0446274-0.0542917j 0.0286136-0.0279083j -0.0204154+0.0397309j 0.0519932-0.0905157j 0.146764-0.113148j 0.0544537-0.164287j -0.1204+0.0541755j -0.135956+0.129914j -0.105359+0.124757j 0.0228873+0.0115672j 0.0302394-0.0105375j -0.0335127+0.0480118j 0.0382289-0.0691401j 0.00686043+0.00359418j 0.0461655-0.0813958j 0.0378905-0.0275946j -0.122137+0.217802j 0.142197-0.0696243j 
0.0059043+0.0214464j -0.0145743-0.00251626j 0.00214413-0.0151053j -0.0022717+0.00460584j 0.0118206+0.0870394j -0.00211342-0.0506753j 0.0438449-0.00156403j -0.0393849+0.0430515j 0.0179413+0.0463682j -0.0770734-0.053571j 0.00908499+0.0620229j -0.0369005-0.0625807j -0.0812479+0.048435j 0.0313554+0.0761516j 0.0207087+0.0446296j -0.0448145+0.0493281j 0.0631355+0.126289j 0.0280741+0.0826018j -0.0324972+0.0648363j -0.0281808-0.0406421j -0.0917893+0.0837257j -0.00930067-0.0129617j -0.0602538+0.0107038j -0.0680209-0.157332j 0.0122632-0.079294j -0.0168739+0.0978622j -0.00199918+0.0235323j -0.11868-0.0206115j -0.0184699+0.125786j 0.0600501+0.0180524j 0.00181788+0.132013j 0.0371716-0.0467167j -0.098366+0.0742973j -0.0656606-0.0783369j -0.137666-0.0530861j -0.127825-0.00993683j 0.0272344-0.041439j 0.11335-0.0254528j 0.0364426+0.0515112j 0.00549352+0.0498268j 0.10192-0.146355j 0.0664457+0.0233013j 0.0347411+0.0423168j -0.0508962+0.145196j -0.0321192-0.0627619j 0.0554123+0.149318j 0.0205695+0.0251943j -0.0425824+0.103646j 0.0219084+0.0275854j 0.00160337-0.0501737j -0.0338406-0.0593138j 0.0317668-0.0197438j 0.0290578-0.0393917j 0.00960005+0.0385711j -0.00322942-0.108373j -0.0499625+0.0246823j -0.00167103-0.037392j -0.0441478+0.0600328j -0.0110583+0.00484046j -0.0522083-0.0280563j -0.025331+0.0327334j -0.0235342-0.0346007j -0.0650237+0.0577157j 0.0200791-0.0560171j -0.0315338-0.0393629j 0.0379931+0.00180564j -0.000562618+0.03819j -0.00851417+0.0734327j -0.0042405-0.00960402j 0.000208714+0.0188064j 0.0139254-0.00348902j 0.0120532-0.0203915j 
0.013514-0.00414029j 0.0109511-0.0107417j -0.00738511+0.00240124j -0.0153292+0.0389859j -0.00123528+0.00909236j 0.0267216-0.04332j 0.0552534-0.02295j 0.00491072-0.0039313j -0.0258361+0.046056j 0.010597-0.0281661j -0.00888374+0.0272696j -0.0167528+0.0281042j -0.00658102-0.00404047j 0.0304988-0.00763388j 0.00360272-0.0523672j -0.0175319+0.00421302j -0.0126733+0.0243687j -0.0161193+0.0313041j -0.0341527+0.0543142j 0.12458-0.0534742j -0.00728114+0.0690587j -0.0100114+0.0412398j 0.0276237-0.00359781j 0.0361077-0.0860943j -0.0234691+0.0424735j 0.0453356-0.0541151j -0.127463-0.0137997j 0.0442346-0.0459473j 0.0449412+0.0156091j -0.111275-0.081334j -0.177423-0.0764639j 0.0404556+0.0496639j 0.0451135+0.159276j -0.0503662-0.0128503j 0.182274-0.00305383j 0.0317136-0.0324574j -0.101119+0.0780506j 0.0265838-0.0145079j 0.0249068+0.0155944j -0.0235184+0.070457j 0.0615916-0.0195068j 0.0035896+0.100274j -0.115777+0.00550575j -0.0432808-0.04643j -0.0195808+0.0534891j 0.0721377+0.108465j -0.0276192-0.0481679j -0.0729282+0.045799j 0.0664827-0.000202148j 0.0253685-0.0289897j 0.0230906+0.00910081j -0.0205856-0.0619417j -0.0203047+0.0715862j 0.0399338+0.00917208j -0.00629419+0.0446234j -0.0510971+0.0158929j 0.0185891-0.0165334j -0.0301581-0.00168817j -0.0949977+0.0223783j 0.0350187+0.0250086j 0.0487793+0.0664699j 0.0151858-0.0129229j -0.00266943-0.0475963j -0.0422301-0.00175062j -0.00212442+0.0142881j 0.0472366+0.00859814j -0.0175627+0.0398057j -0.0285462+0.00640638j -0.00659526+0.0253513j 0.0195165-0.0456254j -0.011963-0.00989977j -0.0337918-0.00422652j 
0.0158193-0.010828j -0.0179876-0.0187956j 0.0104373-0.0311532j 0.00649296+0.010958j 0.00360082+0.00867489j -0.0050446+0.0158286j 0.029151-0.00384598j -0.0105333+0.0496532j 0.0426034+0.0180227j -0.0166767+0.0118639j -0.0151125+0.0179466j 0.000779281-0.00648193j -0.0453154-0.0459389j -0.00884011+0.0110943j -0.0213008+0.0333781j -0.018412-0.0187603j 0.0486487+0.0180112j -0.0269679-0.0315996j 0.061495+0.113087j 0.02606+0.0472582j -0.026711+0.0223667j -0.0449127+0.145216j 0.104929+0.0405746j 0.021979+0.0641655j -0.0625896-0.133244j -0.0117714+0.0189508j -0.00590963+0.0548112j 0.0693164+0.0528454j -0.0266968+0.0642807j -0.0598238+0.0482187j -0.097765-0.00651435j -0.0251292+0.0500929j 0.05198+0.113498j 0.00083259+0.00587082j -0.0142739+0.156883j -0.0763854+0.0882131j 0.0315129+0.0518167j 0.0589183+0.0301925j 0.00469095+0.107515j 0.0540535+0.0949331j -0.0304474+0.0519642j 0.105521+0.0567814j -0.0285894+0.0827038j -0.011974-0.0632948j -0.0483511-0.0452385j 0.0401467+0.048865j 0.0131953+0.0189002j -0.0584658-0.0648259j 0.0756898-0.0102396j 0.00495918-0.0359113j -0.0189878-0.023789j -0.00592338-0.00803655j 0.00463191-0.0110981j 0.0254001+0.078278j -0.00521537+0.027421j -0.0314746+0.039493j -0.0112185+0.0507387j 0.0305529-0.0498842j -0.00600092+0.0231231j 0.00280836-0.0854474j 0.0128608-0.029666j -0.042728-0.0144253j -0.0431025+0.00294608j 0.00459211-0.00375921j -0.0261587-0.00945155j 0.0244577+0.0157035j -0.0116274+0.0411109j 0.00261159-0.0125501j 0.0198254-0.0130776j 0.00364054-0.00807695j -0.00978418+0.0264811j -0.00405253+0.029068j 
-0.000406386+0.0231039j -0.00362384+0.00943274j 0.0262886+0.0277587j 0.0128883-0.0201774j 0.0547905-0.000721825j -0.0379522-0.0336364j 0.0188647-0.0142308j -0.0425359+0.0111861j -0.0051596-0.0449571j 0.00254253-0.0348025j -0.0519221-0.0617061j 0.0121193-0.0789983j 0.0481873+0.0344805j 0.0935615-0.0530957j 0.0358087-0.00527705j 0.0418728+0.0108087j 0.120014-0.0100711j 0.0169461+0.0100878j -0.00579754-0.0192419j -0.0268572-0.0645125j -0.0203457-0.087677j -0.0922688+0.0195036j 0.157697-0.0038201j -0.00111983+0.0309061j -0.00786835-0.0852599j -0.018791+0.164801j 0.068184+0.033609j 0.110689+0.0333011j 0.0743336-0.0249014j 0.0858466+0.0620973j 0.00560507+0.087508j -0.133694-0.0273529j 0.0877529-0.0791093j -0.00516517-0.0115192j -0.0455814+0.0877593j -0.0507083+0.0151937j 0.0526072-0.0756754j -0.079485+0.0165983j -0.116317+0.060513j 0.04638+0.0195519j -0.0171569+0.0762408j -0.0132157-0.0610947j -0.00222088+0.0908956j 0.0572068+0.0409426j -0.120326-0.0862347j 0.00139326+0.0151395j -0.0100255+0.0229076j -0.0287711+0.0211354j 0.0348651+0.043362j -0.0888911-0.0065929j 0.0174606-0.0439984j -0.00799306-0.12507j -0.0336793+0.0466017j -0.0199016+0.00313789j -0.0226153-0.0663154j -0.0191434-0.0201354j -0.00802284-0.0152012j -0.064497+0.000723327j -0.0161624+0.00356505j -0.0118232-0.00379485j -0.0251657+0.0436556j 0.0107987+0.0321907j 0.0140635-0.00958318j -0.0315378-0.0199837j -0.0207898-0.00910885j 0.0208753+0.029477j -0.0255748+0.0280593j -0.0052751+0.0400572j -0.00576906+0.00820519j -0.0111976-0.0353237j 0.0156837-0.00612264j 0.00506173-0.0251351j 
0.017441-0.00899213j 0.0160363+0.00450728j 0.00357871-0.0278983j -0.00678292-0.0035756j 0.00794274-0.0197243j 0.00684146-0.0346256j 0.0488438+0.023124j -0.00527999-0.000700714j -0.0497261-0.0176795j -0.0160004-0.0604142j -0.00621008+0.0680242j -0.0129999-0.00227206j 0.0416532-0.0154764j 0.0061226-0.0127715j -0.0314218+0.0169312j -0.00537666-0.0529817j -0.0103511+0.0193109j -0.0643937-0.00822435j -0.0741864-0.0148055j 0.107005-0.0440035j -0.0572185+0.0138795j -0.00957995+0.0344152j 0.015589-0.0516683j -0.0747484-0.0398607j -0.0839307-0.0416551j 0.159968+0.0741092j -0.0648804+0.00739065j -0.0999598-0.112334j 0.0670927-0.104389j -0.00212306+0.0716032j -0.149582+0.0404122j 0.0224569+0.0042389j 0.00236105+0.0175148j -0.0656044+0.000554567j 0.148015-0.0857334j 0.0049034-0.162006j -0.0441985-0.0871476j 0.103179+0.0479861j 0.01789+0.0307593j 0.0687849+0.00875088j 0.0415936+0.0520058j -0.0467982+0.0171993j 0.100238+0.00562422j 0.0866085+0.0425308j 0.0327649-0.0276446j 0.0614353+0.0320138j 0.0413988+0.047066j 0.0231407-0.0587658j -0.0960493-0.0321091j 0.0699468+0.0105664j -0.0409616-0.0465406j -0.03313+0.0638722j 0.0788937-0.0349654j -0.0308707+0.0166362j 0.0767188+0.0204254j 0.014729-0.0384784j -0.0152522+0.0247201j -0.00553335+0.010614j 0.00308418+6.50146e-05j -0.053793-0.00108435j 0.011171-0.0218493j 0.00711686-0.0321416j -0.0197183-0.0346694j 0.00370691-0.00452925j 0.00690889-0.0305325j -0.0245768-0.0197568j 0.0594391-0.00506867j -0.00994163-0.00401531j 0.0282908-0.00263527j -0.0211678+0.0185333j -0.00548285-0.00622912j -0.00792211+0.00269384j 
0.00554552-0.012177j 0.0243505+0.00998415j -0.0232352-0.00166142j -0.0146683-0.00595364j -0.0163924-0.0291846j 0.00774613-0.000233567j -0.0438461-0.019593j -0.00412474-0.000131207j -0.0502357-0.0971044j -0.00691581+0.0579012j 0.0209894+0.0107813j 0.00959643-0.0470029j 0.0945721+0.00462051j -0.031541-0.0523091j 0.109063-0.0279706j 0.0160424-0.0093625j -0.0328222-0.0398494j 0.0180102-0.020249j 0.0901869+0.052882j -0.00233745-0.0450542j -0.103583-0.0535957j 0.0374085+0.0409277j 0.0839213-0.0442073j 0.0436738+0.127771j -0.0295247-0.0394127j -0.0135022+0.218519j 0.0904523-0.049973j 0.0478653+0.0732432j -0.162641-0.00130884j 0.19215-0.0641815j -0.109639+0.0322248j -0.189601-0.00598673j 0.167639-0.0807165j 0.0245465-0.03836j 0.00381975+0.158121j 0.0351757-0.0130204j 0.0444524-0.00199201j -0.078073-0.0175422j -0.0737188-0.0696464j 0.0411394-0.0447595j 0.0636861+0.0815019j -0.00829104-0.0242424j 0.0574234+0.0177996j 0.0347224+0.00732014j -0.0479484+0.0427925j 0.0112999-0.0734217j 0.0559652+0.0243874j -0.0379198+0.0325422j -0.0178281-0.0310689j -0.0129501+0.0477108j -0.0499492-0.00598241j 0.0409529+0.0578133j 0.0286514-0.0514029j -0.0288083+0.0106765j 0.0302082+0.00545724j -0.00815374+0.0221706j -0.00326843+0.00265636j -0.0189566+0.0156629j 0.0258795+0.0283826j 0.0308327+0.0422739j -0.00965001-0.0284821j -0.0280764-0.00433689j -0.0230592+0.00839475j -0.0150363+0.012184j -0.0306903-0.00384411j -0.0278384-0.0210808j -0.00321713-0.0200906j -0.00248423-0.00602815j 0.00969623-0.0022112j 0.00501738+0.0306675j -0.0136689-0.0158536j 0.00578718+0.0059471j 
0.0546515+0.00344194j -0.030958-0.019644j -0.0272725+0.0339471j 0.0229078+0.0129128j -0.0318935-0.0167027j 0.0244894+0.0607954j -0.0153126-0.00753284j 0.0842092-0.0333792j 0.0907848+0.050483j -0.0384558+0.0107971j -0.064706-0.0516729j -0.0832811+0.0115106j -0.0369619-0.0473953j -0.0821434-0.0648444j 0.0221463-0.0361347j -0.075525+0.0249174j -0.0195942-0.0494504j -0.0517288-0.0318648j 0.113399-0.0423129j -0.0388459+0.0161055j -0.0410858-0.0845812j 0.177421-0.137464j -0.00258495+0.0174123j 0.0929226+2.79693e-05j -0.0447202+0.0140228j -0.0708409-0.0517285j 0.0180854+0.0568145j -0.0560024+0.00416734j 0.0134233-0.0924179j 0.113295-0.060351j 0.112851+0.0605087j -0.0655357-0.0402581j 0.0736278-0.111517j -0.0269144+0.112041j -0.000145575-0.00900863j 0.0181041-0.122915j 0.100561-0.0645811j 0.069882+0.0102719j 0.00244511-0.0732463j 0.0124026+0.0237408j -0.00463796+0.0204895j 0.0158578-0.00597533j 0.0414573+0.0193205j -0.0364178+0.0547197j 0.0261468-0.0481096j -0.00274957-0.0842159j 0.00908176-0.0254766j 0.0262963-0.0397369j -0.0380855-0.0104371j -0.0269185-0.0226614j 0.0192397+0.0296566j -0.0339536-0.0115877j 0.0130963-0.00311897j 0.00413254-0.0153014j 0.00490705+0.0305224j 0.0081008+0.00395247j -0.00312934-0.00133066j -0.0404325-0.0149405j -0.001697+0.0168893j -0.0555187+0.0081082j 0.00853131+0.00525018j 0.0158419-0.00143621j 0.0211096-0.0315558j 0.0157357-0.0349835j 0.0209691+0.00421771j -0.010583-0.0246553j 0.00119495-0.0339174j 0.000645882-0.0126224j 0.0101571+7.77893e-05j -0.0346484-0.0194684j 0.0290044-0.0090145j -0.00855653+0.00259682j 
-0.00861677+0.0056208j 0.00345279+0.000885067j 0.00794361-0.0434724j -0.0249723-0.00245376j 0.014322-0.000374082j 0.0216541-0.0030347j -0.0313102+0.0522354j 0.0265458+0.0575759j -0.0335479-0.0407016j 0.0414516+0.00587377j -0.0491746-0.0215532j 0.0228607+0.0257764j -0.00609828+0.0412363j 0.0936783-0.0109444j -0.0369267+0.0304308j 0.0606737-0.0793996j 0.0201374+0.0117161j 0.0112022-0.0861858j 0.0407949-0.02273j 0.0553648+0.0787799j 0.0649309-0.00831019j 0.123405+0.078839j -0.0396661+0.136398j 0.147038+0.0566589j 0.0315029-0.0529822j 0.0478942-0.0596698j -0.0780505+0.0238129j 0.130644+0.0447762j 0.179382-0.0758034j -0.152656+0.0887525j 0.0898099+0.0447007j 0.165304-0.173094j -0.0669224+0.0869406j -0.0250056+0.0137625j 0.135086-0.0178395j -0.0506243-0.137588j -0.000304994-0.0736006j -0.0687118+0.00337757j -0.0779452-0.0331838j 0.00300195+0.0286935j -0.0131462+0.0498096j 0.0865786-0.072193j 0.00428191-0.0159074j -0.00306747+0.0616646j -0.0376831-0.0602979j -0.0747389+0.019986j 0.0740039-0.0140449j 0.00526981-0.0785149j -0.0194301-0.0166462j -0.0274413-0.0586125j -0.00722776-0.0124309j 0.0449019-0.0236762j -0.0697826+0.0327824j -0.00497255-0.0431828j -0.0375711+0.0122425j -0.0232562-0.0433217j -0.0304507-0.0108094j 0.0203737-0.0273265j 0.00160886+0.0238917j 0.030562-0.042703j 0.00746285-0.0363874j 0.000441494-0.0169224j 0.0062307-0.0260591j -0.00243004-0.00954071j -0.0383646+0.00662236j -0.0203302+0.0263108j -0.0447273-0.0154753j 0.0132659-0.0170715j -0.0041696+0.0163584j 0.0245849-0.023438j -0.00913603+0.00972599j 5.79836e-05+0.0103418j 
0.00994136-0.0274011j -0.0312907+0.0255548j -0.0266072+0.0261417j 0.0475492+0.0009145j 0.0100153+0.0341447j -0.0355067-0.022935j 0.0616223-0.0132321j 0.00107071-0.0108124j 0.0727764-0.011275j -0.0306831+0.0331182j 0.000338168+0.0444491j 0.00291409+0.0296977j 0.0168158+0.0836877j -0.00635791+0.0762553j -0.0646064-0.04037j -0.0987908-0.00884768j 0.100131-0.0428026j -0.0147127+0.00475822j 0.0129556-0.0197377j 0.00856697-0.0679038j 0.105801+0.0611806j 0.0984003-0.0196804j 0.0505559-0.0787858j 0.00274634-0.110604j 0.0391639+0.0301041j -0.0621924-0.0394013j 0.0439015-0.0918636j 0.0127628+0.0414227j 0.154539+0.0672358j -0.0603974-0.0963378j 0.0450667-0.127722j 0.00359631-0.063891j 0.0614183-0.00578715j -0.077055-0.0159441j -0.0469081-0.0347378j -0.0987674+0.111149j 0.115694+0.00880486j -0.0307527+0.0123908j -0.00962533-0.0661602j 0.0320392+0.0171868j 0.0752987+0.0754496j 0.0291583+0.00436692j 0.0365649+0.0779962j -0.0413073+0.00945273j 0.0233373+0.00442634j -0.0294966+0.0680749j 0.0134396-0.00158406j -0.0169435-0.056363j -0.0421191-0.0696386j -0.00285258+0.0305506j -0.00558497-0.0159418j 0.0579474-0.0183815j 0.0140768+0.0212104j -0.0444062+0.0464675j 0.0140247+0.0817507j -0.0248552+0.0132815j 0.0288911-0.0150509j -0.00808301-0.00950003j -0.042131+0.0396553j -0.0226802+0.0577744j -0.00016115+0.0113865j 0.0167949+0.0128095j -0.00431735-0.0506352j 0.0147302-0.0424623j -0.014827-0.00718358j -0.00896282-0.00943486j -0.0273215+0.0435367j -0.0215751-0.0210378j 0.0144021+0.0125038j 0.00754128-0.0219589j 0.0326639-0.0436619j -0.01188+0.0160691j 
-0.0230403+0.0153479j 0.0255718+0.0131406j 0.00432346-0.0329816j -0.0106511+0.0224034j 0.014745+0.0364481j -0.0266415-0.0526893j 0.0558361+0.022907j -0.00780581-0.0144969j -0.0526158-0.0145786j 0.00185003-0.0463205j 0.0496627-0.0456234j 0.0487737+0.0240154j 0.0522356+0.0309262j -0.0295185+0.016032j 0.0451985+0.070504j -0.0100808-0.0719033j 0.0423468+0.0824363j 0.0458622-0.00322041j 0.0350451+0.0450342j -0.000394046+0.0692143j -0.054821-0.0154231j -0.0280594-0.179859j 0.192229+0.0219192j 0.0731582+0.172004j -0.178854+0.103131j -0.0210227-0.0446544j 0.054361+0.0250266j 0.204908+0.0403154j -0.101644+0.0639947j 0.0683617-0.140671j -0.16708+0.109103j -0.12354+0.0371616j 0.0978087+0.0238079j -0.0694299+0.0549204j -0.0726265+0.165413j -0.0256085-0.226436j 0.0561996+0.0724001j 0.041731-0.020485j 0.0377799-0.00252827j 0.0356292-0.0106019j 0.0168004-0.0978583j 0.0432239+0.0466664j -0.00877004+0.0931961j 0.0444336-0.0429129j -0.0138563+0.0284661j 0.0452742+0.103006j -0.0123236-0.0305017j -0.0200319-0.0460948j 0.014396+0.124202j 0.0211443-0.0196211j -0.0323026-0.031836j 0.0535289-0.0359073j -0.0547676+0.0439401j -0.00276688+0.067719j -0.0202426+0.0214703j -0.0185729-0.0193081j -0.0011302+0.0117002j 0.0137969+0.0377585j -0.020256-0.0242457j 0.0100403+0.00697552j 0.0213691+0.0465543j -0.00684558+0.00172033j -0.0262517+0.0138576j -0.005133-0.0113414j -0.0058346-0.0222548j 0.0240088+0.0484261j -0.0173452+0.062643j -0.00273258-0.0124678j -0.0123368+0.0190523j 0.0363995-0.000382809j -0.0143778+0.00690478j -0.0144357-0.00922233j 
-0.0282851-0.014333j -0.0385236+0.0139657j 0.0313671+0.0290345j 0.0246532-0.0483625j 0.0196677-0.00263494j -0.0224962-0.0249044j 0.051692-0.0109204j -0.037857-0.00676889j 0.0358579-0.0585478j 0.114474-0.0151184j 0.0217138-0.0120634j 0.012644-0.0184195j -0.0130056-0.00941951j -0.0678295+0.00567312j -0.113455+0.0308599j -0.00190241-0.0133796j 0.00698268+0.0295153j -0.0525996+0.0807376j -0.0958574-0.0852973j 0.0290915-0.128763j -0.00628195-0.115411j -0.118816+0.0685095j 0.0928129-0.0436008j -0.0770578+0.121677j -0.071494-0.0713873j 0.0244082+0.0813826j -0.0042508+0.0523255j 0.129736-0.0744518j -0.0537351-0.0285052j 0.0027154+0.206226j -0.114784+0.314335j -0.0784783+0.100008j -0.194927-0.00607883j -0.00211493-0.0487917j -0.0753873+0.0519273j 0.0525931-0.0678707j -0.0771315+0.034245j 0.021115+0.0103425j 0.00369786+0.046359j 0.0315871-0.0147633j -0.0175308+0.0122419j -0.095932-0.0304235j -0.00650112-0.00357347j 0.0151316-0.00125536j -0.00653749-0.034803j -0.0122067-0.0760087j 0.00591696-0.0412122j -0.0337442+0.0494263j 0.0113344-0.0787644j 0.0171747-0.00605313j 0.0104277+0.0136151j -0.0252755+0.0102137j -0.0037345-0.0626519j -0.0390593+0.00615395j 0.00715967+0.0112904j -0.0138622+0.0331011j 0.000846811+0.00103637j -0.0118683-0.0202853j 0.012959+0.0346211j -0.0407464+0.020335j -0.0181289-0.00623342j 0.0164598+0.0081007j 0.0306122-0.0558835j 0.0281335-0.00935797j 0.00698737+0.0387011j 0.0154562-0.0148418j 0.00409276-0.0219977j -0.00638814+0.0171801j 0.00684691-0.0329781j -0.015221-0.0168538j 0.0246986-0.0226889j 0.00904131+0.0103908j 
-0.00567783-0.00031412j 0.00687112-0.0286977j 0.0027574+0.00959129j -0.0395187-0.0363435j 0.000854602+0.00231099j 0.0165715+0.0282451j -0.0570651+0.0615599j -0.00973012+0.0221226j -0.0160077+0.00640417j 0.0277757+0.0769523j 0.0165859+0.000486609j 0.0427419-0.034121j -0.0221904-0.0443276j 0.0481003+0.0189311j 0.0392105-0.0319984j 0.0657306-0.02813j -0.0491858+0.0846331j 0.0181399-0.00489644j -0.0674076+0.0521676j 0.0585332+0.0721271j 0.0645038-0.0506166j -0.00102584+0.140744j -0.0152652+0.0475028j -0.0494771+0.078276j 0.116222-0.129496j 0.0325021+0.017291j -0.0038123-0.0211719j -0.0103436+0.0743934j -0.0406871+0.0417868j -0.0446156+0.0172612j 0.0014124-0.0519057j 0.0249868+0.037121j -0.0404392-0.003919j -0.0331864-0.12416j 0.0137544-0.00965092j -0.0592215+0.0317763j -0.0753595+0.00137142j -0.127475+0.0442138j -0.00267294+0.0357492j 0.0374178+0.0157979j -0.0822282-0.0148901j -0.0308244+0.0150041j -0.0518891-0.0716945j 0.108395+0.00856363j 0.0425947-0.0148993j 0.0750434+0.0169064j 0.0509107+0.0232665j 0.0436474-0.010332j -0.00727261-0.0177712j -0.0569759+0.0104659j -0.0192104-0.000261918j -0.0277548+0.0232743j -0.0446436-0.0942803j 0.0308657-0.0129721j -0.0198702-0.0446765j 0.0506372+0.00160179j -0.00934518-0.0167887j -0.0346652+0.00434336j -0.00022981-0.00728757j -0.00479111-0.00566458j -0.0257097+0.00734671j -0.0890128-0.00065318j 0.0246733+0.00925235j -0.0128168-0.0110935j 0.0130151+0.0102765j -0.0210633-0.0102506j 0.0249539-0.0286966j 0.0319884+0.00659318j -0.0269618-0.0164328j 0.00382738+0.021189j -0.00620506-0.00663883j 0.0196989-0.0114001j 
-0.00304244-0.0130058j -0.00114236-0.00874287j 0.0217053+0.0203687j -0.000664108+0.00193373j 0.02768-0.00956172j 0.0179938-0.00712122j 0.0178072-0.0092105j -0.0372971+0.0017164j 0.0092929+0.0164368j 0.0360217+0.00243876j -0.0102078-0.0126902j -0.00800153-0.0430768j -0.00775811-0.0333005j 0.0663374+0.00424565j -0.0297398-0.0131128j -0.0406041-0.0363367j 0.0158153-0.000335426j 0.0959979-0.0919374j -0.075145+0.0758294j -0.0333971-0.108563j -0.0435155-0.0671572j -0.0640531+0.000600962j -0.127012-0.0109188j -0.00796541+0.0517823j 0.0870252-0.124924j -0.0777321+0.0791167j -0.117742-0.0190733j -0.0240437-0.00578653j 0.0128587-0.0207603j -0.0511405-0.0305225j -0.00577403+0.0620926j -0.013371-0.103973j -0.0668283+0.0405509j -0.16169+0.0638911j -0.058562-0.0228622j -0.0661828-0.0602334j -0.0541385-0.032915j 0.0024748+0.107607j -0.117173-0.0603663j -0.0513521-0.101143j 0.0402335+0.0301227j -0.0462626+0.059205j -0.0880696-0.0408257j 0.0336052+0.0193279j 0.050766+0.00978207j 0.10062-0.0257426j -0.0240255+0.0149774j 0.0316748+0.0136983j -0.0211427+0.0286708j 0.0066926-0.0352106j -0.0040378+0.0425247j -0.0087431+0.0343095j -0.00207525-0.0578847j -0.019487+0.0176015j -0.00600748+0.0110612j -0.0436665-0.039974j -0.0298339-0.00341416j -0.0226989+0.0151299j -0.0175553+0.0329326j 0.0294672+0.00320916j -0.0267912-0.0532396j -0.00209605-0.0249273j 0.0120443-0.000262058j -0.0123182+0.021545j 0.0150551-0.00745137j 0.00873845+0.00692152j 0.00949619-0.0240008j -0.00271591+0.00357865j -0.00667357-0.015596j -0.00518986+0.0111542j -0.00819013+0.000110016j 0.000891247+0.0314758j 
-0.0200642+0.0213757j -0.000320788+0.00696868j 0.0540207+0.0132244j 0.0332271-0.0738693j 0.0320702+0.0411553j 0.0267501+0.0338936j -0.0356487-0.0212977j -0.0976075+0.00122821j 0.0220791-0.0348936j -0.00375864+0.04368j -0.0106309-0.0810474j 0.0563945+0.00468991j -0.0817688+0.0372513j -0.00191766+0.11469j -0.0447235+0.0830512j 0.107348+0.128552j 0.0171069-0.0192501j 0.154767+0.0231145j -0.0721631-0.0483232j 0.0117357+0.0633198j -0.108894+0.00590875j -0.170812+0.0158312j -0.0809612+0.0879941j -0.0425162+0.0867307j -0.0117791+0.0968419j -0.0914221-0.0906076j 0.00122063-0.0170213j 0.0801224+0.079484j -0.133871+0.0629412j -0.0324551-0.113786j -0.00633936+0.0108124j 0.114236-0.121812j -0.00285559+0.0107267j 0.0354986-0.00200144j 0.0288184+0.00452494j -0.0382934-0.0866245j -0.00795187+0.0230501j 0.0550436-0.0416863j 0.0194936-0.0270361j 0.101243-0.0461861j 0.0601678+0.0424998j 0.0625813+0.0700709j -0.0470445-0.0390811j -0.0290449-0.0180365j -0.0558453+0.0845551j -0.027006-0.0516363j -0.0455405+0.0351647j -0.031947+0.0200864j 0.00546589-0.035926j -0.00902553-0.0220178j 0.0174422+0.0553306j 0.00513829-0.00958533j -0.00668359+0.00301573j 0.00660364-0.0423001j 0.0458123-0.0244928j 0.00136198-0.0245135j 0.00452567-0.0119373j -0.00481854-0.0344824j 0.0136293-0.0142279j -0.0181067+0.00678298j 0.00321103+0.0106252j 0.0183807+0.0236549j -0.0246547+0.00148877j -0.00418264+0.0472014j 0.00841474+0.0113987j 0.00904551-0.00361998j -0.0142116-0.0183931j -0.0147707+8.30169e-05j -0.00828518+0.00579219j -0.0086672-0.011395j 0.00689998+0.00156803j 0.0210748-0.00906549j 
