-0.205129-0j -0.227036-0j 0.532706-0j -0.119659-0j 0.538226-0j -0.209403-0j -0.074035-0j -0.122152-0j -0.129561-0j -0.0755774-0j -0.0197162-0j -0.0273256-0j -0.0298208-0j -0.0230991-0j -0.0233385-0j 0.062583-0j 0.0774426-0j -0.0173955-0j 0.0451748-0j -0.0150649-0j -0.0215258-0j -0.0107629-0j -0.00887895-0j -0.0108744-0j -0.0049136-0j -0.00108335-0j -0.0180175-0j -0.0026006-0j -0.0194611-0j -0.00280897-0j -0.0148636-0j -0.00214538-0j -0.0150177-0j -0.00216762-0j -0.0132945-0j 0.0631306-0j -0.00191889-0j 0.00911211-0j -0.016451-0j -0.0023745-0j -0.00959644-0j 0.0445712-0j -0.00138513-0j 0.0272942-0j 0.0064333-0j -0.00867046-0j 0.00393958-0j 0.0389998-0j -0.00125147-0j -0.00876031-0j 0.00562914-0j 0.0160866-0j -0.0107291-0j -0.00126444-0j 0.0023219-0j -0.00268229-0j -0.00154862-0j -0.0088511-0j -0.00542017-0j -0.000387155-0j -0.00127755-0j -0.00282797-0j -0.000782334-0j -0.00387235-0j -0.000408182-0j -0.000558926-0j -0.00142864-0j -0.000206206-0j -0.000272785-0j -3.93731e-05-0j 
0.010933-0j 0.0464389-0j 0.00956634-0j 0.00637756-0j -0.00965967-0j -0.010774-0j 0.00394591-0j 0.00584536-0j -0.0069012-0j 0.0190385-0j 0.0191014-0j 0.0014564-0j -0.00153431-0j -0.00489438-0j 0.00494214-0j 0.00112387-0j -0.00134252-0j -0.000895017-0j 0.000728378-0j 0.00080293-0j -0.00114659-0j -0.000553763-0j 0.00223667-0j 0.000520379-0j 0.00274618-0j 0.00160516-0j 0.000960294-0j 0.000138606-0j -0.00100129-0j -0.000144524-0j 0.000792202-0j 0.000114344-0j -0.000799931-0j -0.00011546-0j -0.00281691-0j 0.000485123-0j -0.000406586-0j 7.00214e-05-0j 0.00336496-0j 0.00048569-0j -0.00182564-0j -0.000772676-0j -0.000263508-0j 0.00049015-0j -0.000111526-0j 0.000462118-0j 7.0747e-05-0j -0.00069994-0j 6.6701e-05-0j -0.000466626-0j -0.000101028-0j 0.00136538-0j -0.000552026-0j -6.73517e-05-0j 0.000197075-0j 0.00014296-0j -7.96781e-05-0j 0.000423555-0j -0.00028871-0j 2.06346e-05-0j 6.11348e-05-0j 0.00158054-0j -4.16717e-05-0j 0.000975472-0j 0.000228131-0j 0.000140797-0j 0.00138409-0j 0.000199776-0j 0.000572156-0j 8.25836e-05-0j 
-0.00987802-0j -0.010933-0j 0.0256525-0j 0.028426-0j 0.0259183-0j 0.0198309-0j -0.00356516-0j 0.011568-0j -0.00623904-0j -0.00363944-0j -0.000949437-0j -0.00131587-0j -0.00143603-0j -0.00111234-0j -0.00112387-0j -0.00592674-0j 0.00372926-0j 0.00413246-0j 0.0021754-0j 0.00142668-0j 0.00203854-0j -0.000518289-0j 0.000840854-0j -0.00052366-0j -0.000236615-0j -5.21687e-05-0j -0.000867633-0j -0.000125232-0j -0.000937151-0j -0.000135266-0j -0.000715761-0j -0.000103311-0j -0.000723178-0j -0.000104382-0j 0.00125901-0j 0.00304006-0j 0.000181723-0j 0.000438795-0j -0.000792202-0j -0.000114344-0j -0.000462118-0j -0.00422099-0j -6.6701e-05-0j 0.00131436-0j -0.000609247-0j 0.00205975-0j 0.000189711-0j 0.00187804-0j 0.000297299-0j 0.00208109-0j 0.000271072-0j 0.000774653-0j 0.00101607-0j 0.00030038-0j 0.000111811-0j -0.000129166-0j 0.000146657-0j 0.000838217-0j -0.000261009-0j -1.86435e-05-0j 0.000120986-0j 0.000267814-0j -3.76734e-05-0j -0.000186474-0j 3.86557e-05-0j -2.69152e-05-0j -6.87962e-05-0j -9.92987e-06-0j -1.3136e-05-0j -1.89602e-06-0j 
0.00191287-0j -0.00841677-0j -0.00162611-0j 0.00111584-0j 0.00169111-0j -0.00189713-0j -0.00339299-0j 0.00113909-0j -0.00355577-0j -0.000684711-0j 0.000183858-0j -0.0120148-0j -0.013112-0j -0.0392278-0j 0.0407957-0j -0.00927159-0j 0.0111464-0j -0.00764867-0j -0.00669258-0j 0.0194947-0j 0.00919531-0j 0.0232577-0j -0.00390401-0j 0.014072-0j 0.00209897-0j -0.000476339-0j -0.0160632-0j -0.00231118-0j -0.0173503-0j -0.00249636-0j 0.0128742-0j 0.00185235-0j -0.0133888-0j -0.00192638-0j 0.0471196-0j -0.00811484-0j 0.00677957-0j -0.00116756-0j -0.0566476-0j -0.00815047-0j 0.0340127-0j -0.0133888-0j 0.00489375-0j 0.02413-0j -0.00192638-0j 0.00750998-0j 0.00347183-0j 0.0113817-0j 0.00108054-0j -0.00781014-0j 0.0016376-0j -0.00483228-0j 0.0281517-0j -0.00112372-0j -0.000695268-0j 0.0164672-0j 0.00405046-0j 0.00766643-0j 0.0237487-0j 0.0023693-0j 0.00110305-0j -0.00252124-0j 0.00341696-0j 0.0101605-0j -0.000362756-0j 0.00146189-0j 0.00123742-0j 0.000178041-0j -0.000243198-0j -3.49913e-05-0j 
-0.000159406-0j 0.000701398-0j 0.000135509-0j -9.29867e-05-0j -0.000140926-0j 0.000158094-0j 0.00028275-0j -9.49239e-05-0j 0.000296314-0j 5.70593e-05-0j -1.53215e-05-0j 0.00304618-0j 0.00332435-0j 0.00994561-0j -0.0103431-0j 0.00235067-0j -0.002826-0j 0.0019392-0j 0.0016968-0j -0.00494258-0j -0.00233133-0j -0.00589664-0j 0.000989802-0j -0.00356774-0j -0.000532162-0j 0.000120769-0j -1.40014e-05-0j -0.0275315-0j -1.51232e-05-0j -0.0297374-0j 1.12217e-05-0j 0.0220658-0j -1.16702e-05-0j -0.0229477-0j 4.10714e-05-0j -7.07323e-06-0j 0.0807604-0j -0.0139084-0j -4.93764e-05-0j -0.097091-0j 2.96469e-05-0j -1.16702e-05-0j 0.058296-0j 2.10327e-05-0j -0.0229477-0j 6.546e-06-0j 0.0413575-0j 9.92076e-06-0j 0.0128717-0j -6.80764e-06-0j 0.0195076-0j -4.21201e-06-0j 2.45382e-05-0j -0.0133862-0j -0.00828226-0j 1.43535e-05-0j 0.0482504-0j 6.68238e-06-0j 2.07003e-05-0j 0.0282239-0j 0.0131399-0j -2.19761e-06-0j 0.040704-0j 8.85629e-06-0j -0.00432126-0j 0.0174145-0j 1.07859e-06-0j 0.00212088-0j -2.11981e-07-0j -0.000416828-0j 
-0.00193269-0j -0.00820932-0j -0.00169111-0j -0.0011274-0j 0.00170761-0j 0.00190459-0j -0.000697546-0j -0.00103332-0j 0.00121997-0j -0.00336556-0j -0.00337668-0j 0.0121394-0j -0.0127888-0j -0.0407957-0j 0.0411937-0j 0.00936767-0j -0.0111902-0j -0.00746015-0j 0.00607118-0j 0.00669258-0j -0.00955709-0j -0.00461573-0j 0.0186431-0j 0.00433746-0j 0.02289-0j 0.0133794-0j 0.0162297-0j 0.00233513-0j -0.0169226-0j -0.00243483-0j 0.0133888-0j 0.00192638-0j -0.0135194-0j -0.00194518-0j -0.0476079-0j 0.00819894-0j -0.00684983-0j 0.00117966-0j 0.0568704-0j 0.00818251-0j -0.0308547-0j -0.0130588-0j -0.00443937-0j 0.0082839-0j -0.0018789-0j 0.00781014-0j 0.00119189-0j -0.0118295-0j 0.00112372-0j -0.00788634-0j -0.00170203-0j 0.0230759-0j -0.00932966-0j -0.00113469-0j 0.00332016-0j 0.00241614-0j -0.00134235-0j 0.00715839-0j -0.00487942-0j 0.000347634-0j 0.00102995-0j 0.0267122-0j -0.000702052-0j 0.0164862-0j 0.00384336-0j 0.00237204-0j 0.0233921-0j 0.00336566-0j 0.00966987-0j 0.0013913-0j 
0.0122234-0j 0.000234399-0j 0.0308397-0j 0.00713033-0j 0.0309609-0j -0.000210039-0j -0.0216816-0j -0.0141794-0j 0.0219343-0j 0.0128229-0j -0.00575221-0j 0.0016283-0j 3.07879e-05-0j -0.00133727-0j -0.00134252-0j -0.00372926-0j 7.76778e-05-0j 1.79596e-05-0j 0.00524392-0j -0.002642-0j 0.001203-0j -5.46107e-05-0j -0.00155059-0j 0.00371506-0j 0.0011132-0j -0.000379503-0j 0.00107364-0j 0.000154967-0j 2.00922e-05-0j 2.90006e-06-0j -0.000860495-0j -0.000124202-0j -0.000863878-0j -0.00012469-0j 0.000792202-0j -0.00376188-0j 0.000114344-0j -0.000542981-0j -1.6501e-05-0j -2.38172e-06-0j -0.00111396-0j -4.60166e-05-0j -0.000160786-0j 0.00478669-0j -6.64192e-06-0j -0.000501955-0j 0.0006909-0j -0.00217956-0j -7.2451e-05-0j -0.000503929-0j -0.000314593-0j 0.00280932-0j -3.26006e-05-0j -7.27358e-05-0j 0.00040549-0j -0.00110064-0j -4.70548e-06-0j 0.000998191-0j 0.00153232-0j -0.000158864-0j 0.000144076-0j -0.000659464-0j 0.000221172-0j 0.00199027-0j -9.51854e-05-0j 0.00028727-0j 0.000404939-0j 5.8448e-05-0j -0.000111532-0j -1.60982e-05-0j 
0.0017462-0j 0.00193269-0j -0.00453476-0j -0.00502506-0j -0.00458176-0j -0.00350563-0j 0.000630238-0j -0.00204495-0j 0.00110292-0j 0.000643368-0j 0.000167838-0j -0.010968-0j -0.0119696-0j -0.00927159-0j -0.00936767-0j -0.0494006-0j 0.0310841-0j 0.0344449-0j 0.0181324-0j 0.0118917-0j 0.0169916-0j -0.00432004-0j 0.00700869-0j -0.00436481-0j -0.00197223-0j -0.000434836-0j -0.0146636-0j -0.00210981-0j -0.0158385-0j -0.00227885-0j -0.0120969-0j -0.0017405-0j -0.0122223-0j -0.00175854-0j 0.0212782-0j 0.0513793-0j 0.00306151-0j 0.00739246-0j -0.0133888-0j -0.00192638-0j -0.00781014-0j -0.0713378-0j -0.00112372-0j 0.0222136-0j -0.0102641-0j 0.0348113-0j 0.00319609-0j 0.0317403-0j 0.00500865-0j 0.035172-0j 0.0045668-0j 0.0130922-0j 0.0171724-0j 0.00506055-0j 0.00188371-0j -0.002183-0j 0.00247076-0j 0.0141665-0j -0.00441124-0j -0.00031409-0j 0.00203828-0j 0.00452626-0j -0.00063469-0j -0.00315154-0j 0.000651239-0j -0.000453445-0j -0.00116271-0j -0.00016729-0j -0.000222008-0j -3.19425e-05-0j 
0.000161058-0j 0.00068411-0j 0.000140926-0j 9.39503e-05-0j -0.0001423-0j -0.000158716-0j 5.81288e-05-0j 8.61103e-05-0j -0.000101664-0j 0.000280463-0j 0.00028139-0j -0.00307775-0j 0.00324241-0j 0.0103431-0j -0.010444-0j -0.00237503-0j 0.00283711-0j 0.00189141-0j -0.00153926-0j -0.0016968-0j 0.00242305-0j 0.00117025-0j -0.00472667-0j -0.0010997-0j -0.00580341-0j -0.00339213-0j 1.41465e-05-0j 0.0278168-0j -1.47504e-05-0j -0.0290044-0j 1.16702e-05-0j 0.0229477-0j -1.17841e-05-0j -0.0231716-0j -4.1497e-05-0j 7.14653e-06-0j -0.0815974-0j 0.0140525-0j 4.95706e-05-0j 0.0974727-0j -2.68942e-05-0j -1.13826e-05-0j -0.0528832-0j 7.22059e-06-0j -0.0223821-0j 6.80764e-06-0j 0.0141982-0j -1.03111e-05-0j 0.0133862-0j -6.87406e-06-0j -0.0202751-0j 2.01139e-05-0j -8.13211e-06-0j -0.0135168-0j 0.0395508-0j 2.10601e-06-0j -0.0159905-0j 6.23955e-06-0j -4.2531e-06-0j 0.00414113-0j 0.0122691-0j 2.32835e-05-0j -0.00836306-0j 1.43701e-05-0j 0.0457833-0j 0.0282565-0j 2.03895e-05-0j 0.0400928-0j 8.42865e-06-0j 0.0165736-0j 
0.00814895-0j 0.000156266-0j 0.00713033-0j 0.0320155-0j -0.00695458-0j -0.000711017-0j 0.00294111-0j 0.0466333-0j -0.00496859-0j -0.00879908-0j -0.00383481-0j 0.00108553-0j 2.05252e-05-0j 0.000917634-0j -0.000895017-0j -0.00413246-0j 1.79596e-05-0j 8.06393e-05-0j -0.00117791-0j -0.00295237-0j 0.00407237-0j 7.40795e-06-0j 0.0050996-0j -0.000841541-0j -0.000763879-0j -0.000253002-0j 0.000715761-0j 0.000103311-0j 1.33948e-05-0j 1.93337e-06-0j 0.000590472-0j 8.52274e-05-0j -0.000575919-0j -8.31267e-05-0j -0.0026054-0j 0.000361589-0j -0.000376057-0j 5.21909e-05-0j 1.1323e-05-0j 1.63434e-06-0j -0.00074264-0j -5.09919e-05-0j -0.000107191-0j 0.000365336-0j -7.36004e-06-0j 0.00231984-0j 5.27317e-05-0j -0.000503929-0j 0.00033484-0j -0.00226266-0j -7.27358e-05-0j -0.000631041-0j -3.64303e-05-0j -0.000326587-0j -9.1083e-05-0j 0.000106556-0j -5.25827e-06-0j 0.00337905-0j -0.00020786-0j 1.53801e-05-0j 0.000487724-0j 0.00216885-0j -3.0002e-05-0j -0.000450838-0j 0.000313046-0j -6.50728e-05-0j -0.00027787-0j -4.01071e-05-0j -7.43544e-05-0j -1.07321e-05-0j 
-0.000145517-0j -0.000161058-0j 0.000377897-0j 0.000418755-0j 0.000381813-0j 0.000292136-0j -5.25198e-05-0j 0.000170413-0j -9.19097e-05-0j -5.3614e-05-0j -1.39865e-05-0j 0.00278077-0j 0.0030347-0j 0.00235067-0j 0.00237503-0j 0.0125248-0j -0.0078809-0j -0.00873297-0j -0.00459719-0j -0.00301495-0j -0.00430797-0j 0.00109528-0j -0.00177695-0j 0.00110663-0j 0.000500029-0j 0.000110246-0j -1.27814e-05-0j -0.0251327-0j -1.38055e-05-0j -0.0271464-0j -1.05442e-05-0j -0.0207334-0j -1.06534e-05-0j -0.0209483-0j 1.8547e-05-0j 4.47843e-05-0j 0.0364697-0j 0.0880613-0j -1.16702e-05-0j -0.0229477-0j -6.80764e-06-0j -6.2181e-05-0j -0.0133862-0j 1.93623e-05-0j -0.122269-0j 3.03429e-05-0j 0.0380729-0j 2.76662e-05-0j 0.0596646-0j 3.06574e-05-0j 0.0544012-0j 1.14117e-05-0j 1.49682e-05-0j 0.060283-0j 0.0224393-0j -1.90279e-06-0j 0.0294325-0j 1.23481e-05-0j -3.84502e-06-0j -0.00374154-0j 0.0242806-0j 3.94528e-06-0j -0.00756063-0j -2.74702e-06-0j 0.00775777-0j -0.00540158-0j -1.01346e-06-0j -0.00199282-0j -1.93511e-07-0j -0.00038051-0j 
-0.00713033-0j 0.0153735-0j 0.018517-0j -0.00415936-0j 0.0167977-0j 0.0141794-0j -0.00257347-0j -0.0163221-0j -0.00404352-0j -0.00314522-0j 0.029915-0j -0.000949842-0j 0.00201928-0j -0.00080293-0j -0.000728378-0j 0.0021754-0j -0.00524392-0j 0.00117791-0j 0.00603633-0j -0.00052366-0j -0.000671806-0j 0.000728796-0j -0.000369505-0j -0.00145306-0j 0.00217532-0j 0.00366169-0j -0.000626291-0j -9.03973e-05-0j 0.00131778-0j 0.000190205-0j -0.000516663-0j -7.45739e-05-0j -0.000468691-0j -6.76498e-05-0j -0.000462118-0j 0.00219443-0j -6.6701e-05-0j 0.000316739-0j 0.00111396-0j 0.000160786-0j -0.00128229-0j -0.00301808-0j -0.000185083-0j 0.000948752-0j -0.000435622-0j -0.000301387-0j 0.000136941-0j 0.00121716-0j -4.35015e-05-0j -0.000273403-0j 0.000175682-0j 0.000669459-0j 0.00072651-0j -3.94624e-05-0j 9.6628e-05-0j -9.32368e-05-0j 0.000104863-0j -0.0011827-0j -0.00016916-0j -1.34576e-05-0j -0.000170708-0j 0.00125198-0j -2.44161e-05-0j -0.000161151-0j 0.000180708-0j -2.32602e-05-0j 0.00216764-0j 0.000312872-0j 0.00169911-0j 0.000245245-0j 
0.0070572-0j 0.00781088-0j -0.0181736-0j -0.0203085-0j 0.00623904-0j 0.0416969-0j 0.0318192-0j -0.00826458-0j 0.00395704-0j -0.00765238-0j 0.000678311-0j 0.000940099-0j 0.00102595-0j -0.00233884-0j 0.00080293-0j -0.00142668-0j -0.002642-0j -0.00295237-0j 0.00052366-0j -0.000904856-0j 0.00428629-0j 0.00462575-0j -0.000600735-0j 0.000332126-0j -0.000497513-0j 3.72711e-05-0j 0.000619867-0j 8.94701e-05-0j 0.000669533-0j 9.66387e-05-0j -0.00150498-0j -0.000217225-0j 0.000516663-0j 7.45739e-05-0j -0.000899481-0j 0.000313145-0j -0.000129829-0j 4.51986e-05-0j -0.0016657-0j -0.000240424-0j 0.000330153-0j -0.00101607-0j 4.76535e-05-0j 0.000280876-0j -0.000146657-0j 0.00433088-0j 4.05409e-05-0j -0.0013305-0j 0.000625109-0j -0.0014868-0j -0.000192041-0j 0.000186474-0j -0.000644433-0j -0.000214602-0j 2.69152e-05-0j 0.00294107-0j -9.30159e-05-0j 0.00176246-0j 0.00232951-0j 0.000424508-0j 0.000254389-0j -0.000191336-0j 0.000336236-0j 0.000118269-0j -2.76169e-05-0j 1.70707e-05-0j -0.000144653-0j -2.08788e-05-0j 9.3848e-06-0j 1.35458e-06-0j 
-0.00216082-0j -4.14362e-05-0j -0.00545174-0j -0.00126048-0j -0.00547317-0j 3.713e-05-0j 0.00383279-0j 0.00250659-0j -0.00387748-0j -0.00226679-0j 0.00101686-0j 0.0135722-0j 0.000256623-0j -0.0111464-0j -0.0111902-0j -0.0310841-0j 0.00064746-0j 0.000149697-0j 0.0437091-0j -0.0220216-0j 0.0100273-0j -0.000455191-0j -0.0129245-0j 0.0309658-0j 0.00927875-0j -0.00316324-0j 0.0181453-0j 0.00261075-0j 0.000339573-0j 4.88578e-05-0j -0.014543-0j -0.00209245-0j -0.0146002-0j -0.00210068-0j 0.0133888-0j -0.0635786-0j 0.00192638-0j -0.0091477-0j -0.00027888-0j -4.01252e-05-0j -0.0188268-0j -0.000777715-0j -0.0027088-0j 0.0808987-0j -0.000111898-0j -0.00848342-0j 0.0116397-0j -0.0368363-0j -0.0012206-0j -0.00851677-0j -0.0053-0j 0.0474796-0j -0.000550974-0j -0.00122539-0j 0.00683137-0j -0.0186017-0j -7.92742e-05-0j 0.0168702-0j 0.0258974-0j -0.00267641-0j 0.00242728-0j -0.0111454-0j 0.00372612-0j 0.033637-0j -0.00160361-0j 0.00483969-0j 0.00684378-0j 0.000984684-0j -0.00188497-0j -0.000271209-0j 
-0.00144054-0j -2.76242e-05-0j -0.00126048-0j -0.00565959-0j 0.00122941-0j 0.000125691-0j -0.00051992-0j -0.00824369-0j 0.000878332-0j 0.00155547-0j 0.000677904-0j 0.00904814-0j 0.000171082-0j 0.00764867-0j -0.00746015-0j -0.0344449-0j 0.000149697-0j 0.000672145-0j -0.00981814-0j -0.0246086-0j 0.033944-0j 6.17468e-05-0j 0.0425062-0j -0.00701441-0j -0.00636709-0j -0.00210882-0j 0.0120969-0j 0.0017405-0j 0.000226382-0j 3.25718e-05-0j 0.00997943-0j 0.00143584-0j -0.00973346-0j -0.00140045-0j -0.0440332-0j 0.00611113-0j -0.0063355-0j 0.000879269-0j 0.000191367-0j 2.7534e-05-0j -0.0125512-0j -0.000861801-0j -0.00180586-0j 0.00617446-0j -0.000123996-0j 0.039207-0j 0.000888381-0j -0.00851677-0j 0.00564111-0j -0.0382407-0j -0.00122539-0j -0.0106651-0j -0.0006157-0j -0.00550207-0j -0.00153449-0j 0.00180088-0j -8.8587e-05-0j 0.0571085-0j -0.00351299-0j 0.000259111-0j 0.00821677-0j 0.0366552-0j -0.000505449-0j -0.00761949-0j 0.00527395-0j -0.00109629-0j -0.00469621-0j -0.000675691-0j -0.00125665-0j -0.000180806-0j 
-0.0100838-0j 0.010774-0j 0.00857215-0j 0.0290182-0j 0.00890942-0j 0.0189862-0j 0.0178864-0j 0.0106027-0j -0.0187332-0j 0.0170599-0j -0.0176178-0j -0.00134328-0j 0.00141515-0j 0.00110319-0j 0.00114659-0j 0.00203854-0j -0.001203-0j -0.00407237-0j -0.000671806-0j -0.00428629-0j 0.00202055-0j -0.00251015-0j 0.004057-0j 0.00141256-0j 0.00246078-0j -0.00148049-0j -0.000885709-0j -0.000127841-0j 0.000923524-0j 0.000133299-0j 0.000709872-0j 0.000102461-0j 0.000737801-0j 0.000106492-0j 0.00128524-0j -0.000447444-0j 0.000185509-0j -6.45829e-05-0j -0.000758459-0j -0.000109474-0j -0.000423555-0j -0.00140153-0j -6.11348e-05-0j 0.0013305-0j -0.000202293-0j -0.0020428-0j 0.000192041-0j -0.000627198-0j -0.000294853-0j -0.00212317-0j -9.05282e-05-0j -0.00125933-0j 0.00294689-0j -0.000306454-0j -0.000181769-0j 0.000907983-0j 0.000425346-0j -0.000746398-0j -0.00130869-0j 0.000131056-0j -0.000107733-0j 0.00286687-0j -0.000188893-0j 0.0026479-0j 0.000413797-0j 0.000382191-0j 0.00124024-0j 0.000179014-0j -0.000527717-0j -7.61694e-05-0j 
0.00126048-0j -0.00271767-0j -0.00327337-0j 0.000735278-0j -0.00296943-0j -0.00250659-0j 0.00045493-0j 0.00288537-0j 0.0007148-0j 0.000556002-0j -0.00528828-0j -0.00791712-0j 0.0168311-0j -0.00669258-0j -0.00607118-0j 0.0181324-0j -0.0437091-0j 0.00981814-0j 0.0503141-0j -0.00436481-0j -0.00559964-0j 0.00607466-0j -0.0030799-0j -0.0121116-0j 0.0181318-0j 0.030521-0j -0.0105848-0j -0.00152294-0j 0.0222715-0j 0.00320442-0j -0.008732-0j -0.00125636-0j -0.00792124-0j -0.00113971-0j -0.00781014-0j 0.0370875-0j -0.00112372-0j 0.00533616-0j 0.0188268-0j 0.0027088-0j -0.0216717-0j -0.0510078-0j -0.00311813-0j 0.0160346-0j -0.00733901-0j -0.00509367-0j 0.00230706-0j 0.0205709-0j -0.000732877-0j -0.00462072-0j 0.00295974-0j 0.0113144-0j 0.0122786-0j -0.00066483-0j 0.00162791-0j -0.00157577-0j 0.00176664-0j -0.0199885-0j -0.00285893-0j -0.000226722-0j -0.00287594-0j 0.0211595-0j -0.000411342-0j -0.00272358-0j 0.00304443-0j -0.000391869-0j 0.0366348-0j 0.00527101-0j 0.0287162-0j 0.00413168-0j 
0.000180068-0j 3.45302e-06-0j 0.000454312-0j 0.00010504-0j 0.000456098-0j -3.09416e-06-0j -0.0003194-0j -0.000208883-0j 0.000323123-0j 0.000188899-0j -8.4738e-05-0j -0.00344103-0j -6.50629e-05-0j 0.002826-0j 0.00283711-0j 0.0078809-0j -0.000164154-0j -3.79534e-05-0j -0.0110818-0j 0.00558324-0j -0.00254226-0j 0.000115407-0j 0.00327681-0j -0.00785091-0j -0.00235249-0j 0.00080199-0j 1.58162e-05-0j 0.0311001-0j 2.95986e-07-0j 0.000582009-0j -1.26763e-05-0j -0.0249259-0j -1.27261e-05-0j -0.0250239-0j 1.16702e-05-0j -5.54178e-05-0j 0.0229477-0j -0.10897-0j -2.43083e-07-0j -0.000477984-0j -1.64102e-05-0j -6.77889e-07-0j -0.0322681-0j 7.05146e-05-0j -0.00133296-0j -7.3945e-06-0j 0.138656-0j -3.2108e-05-0j -0.0145401-0j -7.42357e-06-0j -0.0631354-0j 4.13852e-05-0j -4.80251e-07-0j -0.0145973-0j 0.0813774-0j -1.6214e-05-0j -0.000944339-0j 1.47047e-05-0j 2.25732e-05-0j -0.0318823-0j 0.0289146-0j -9.71482e-06-0j 0.0443867-0j 2.93194e-05-0j -0.0191027-0j 0.057652-0j 5.96532e-06-0j 0.0117299-0j -1.64302e-06-0j -0.00323073-0j 
-0.00124755-0j -0.00138078-0j 0.00321266-0j 0.00359007-0j -0.00110292-0j -0.00737104-0j -0.0056249-0j 0.00146098-0j -0.000699513-0j 0.00135276-0j -0.00011991-0j 0.00783592-0j 0.00855147-0j -0.0194947-0j 0.00669258-0j -0.0118917-0j -0.0220216-0j -0.0246086-0j 0.00436481-0j -0.00754216-0j 0.0357271-0j 0.0385565-0j -0.00500725-0j 0.00276834-0j -0.00414687-0j 0.000310662-0j 0.0104762-0j 0.00150732-0j 0.0113156-0j 0.00162809-0j -0.0254353-0j -0.00365963-0j 0.008732-0j 0.00125636-0j -0.0152019-0j 0.00529239-0j -0.00218725-0j 0.00076147-0j -0.0281517-0j -0.00405046-0j 0.00557983-0j -0.0171724-0j 0.000802827-0j 0.00474701-0j -0.00247076-0j 0.0731951-0j 0.000683-0j -0.0224865-0j 0.0105313-0j -0.0251281-0j -0.00323536-0j 0.00315154-0j -0.0108914-0j -0.00361543-0j 0.000453445-0j 0.0497064-0j -0.00156706-0j 0.0297868-0j 0.0393705-0j 0.00715176-0j 0.00428573-0j -0.00323372-0j 0.00566463-0j 0.00199883-0j -0.000465268-0j 0.000287592-0j -0.00244474-0j -0.000351749-0j 0.00015861-0j 2.28209e-05-0j 
-0.0050419-0j -9.66846e-05-0j 0.0216816-0j -0.00294111-0j 0.00430293-0j 0.00043826-0j -0.013178-0j 0.00584871-0j 0.0384038-0j -0.0267558-0j 0.00237267-0j -0.000671639-0j -1.26993e-05-0j 0.0027903-0j 0.000553763-0j -0.000518289-0j 5.46107e-05-0j -7.40795e-06-0j 0.000728796-0j -0.00462575-0j -0.00251015-0j -3.31922e-05-0j 0.000639587-0j 0.00650453-0j -0.00232277-0j 0.000156537-0j -0.000442854-0j -6.39205e-05-0j -8.2876e-06-0j -1.19621e-06-0j 0.00179548-0j 0.000259155-0j 0.000356331-0j 5.1432e-05-0j -0.000326767-0j -0.000223722-0j -4.71647e-05-0j -3.22915e-05-0j 3.44305e-05-0j 4.96961e-06-0j 0.000459485-0j -6.39535e-06-0j 6.6321e-05-0j -0.00282379-0j -9.2309e-07-0j 0.00104736-0j -0.00040758-0j -0.00153232-0j 0.000151174-0j 0.00020786-0j -0.000221172-0j 0.000390437-0j -5.70787e-05-0j 3.0002e-05-0j 5.63547e-05-0j 0.00439386-0j -8.23861e-06-0j -0.00208279-0j 0.00093134-0j 0.0006342-0j -0.000300625-0j 0.000272015-0j 0.000134427-0j 0.00348466-0j 3.9262e-05-0j 0.000502968-0j -0.000844933-0j -0.000121956-0j 4.60045e-05-0j 6.64017e-06-0j 
0.000120045-0j 2.30201e-06-0j 0.00010504-0j 0.000471632-0j -0.000102451-0j -1.04743e-05-0j 4.33267e-05-0j 0.000686974-0j -7.31943e-05-0j -0.000129623-0j -5.6492e-05-0j -0.00229402-0j -4.33753e-05-0j -0.0019392-0j 0.00189141-0j 0.00873297-0j -3.79534e-05-0j -0.000170412-0j 0.00248924-0j 0.00623914-0j -0.00860599-0j -1.5655e-05-0j -0.0107768-0j 0.0017784-0j 0.00161428-0j 0.00053466-0j 1.05442e-05-0j 0.0207334-0j 1.97324e-07-0j 0.000388006-0j 8.69848e-06-0j 0.0171042-0j -8.48408e-06-0j -0.0166826-0j -3.83811e-05-0j 5.32671e-06-0j -0.0754705-0j 0.0104741-0j 1.66804e-07-0j 0.000327993-0j -1.09401e-05-0j -7.51181e-07-0j -0.021512-0j 5.38191e-06-0j -0.00147708-0j 3.41745e-05-0j 0.0105827-0j -7.42357e-06-0j 0.0671987-0j -3.33321e-05-0j -0.0145973-0j -9.29612e-06-0j -5.3667e-07-0j -0.0655424-0j -0.0182794-0j 1.56972e-06-0j -0.00105528-0j 4.97781e-05-0j -3.06207e-06-0j 0.00308662-0j 0.0978808-0j 3.19501e-05-0j -0.00602107-0j -6.64147e-06-0j 0.0628249-0j -0.0130594-0j -4.09341e-06-0j -0.00804905-0j -1.09534e-06-0j -0.00215382-0j 
