0.0117096-0.0078739j 0.0206033+0.0060526j 0.032716-0.0108528j -0.0165832+0.0191695j -0.0168565-0.00306715j 0.0164106+0.00405783j 0.0282541+0.00679986j -0.0076084-0.00594228j 0.0172973+0.00533036j 0.00219768+0.00805409j 0.0180265+0.00536217j 0.011127-0.00871834j 0.00135844+0.0156842j -0.00189537-0.0198144j -0.00575081+0.00752811j -0.0129319-0.00903491j -0.000383086-0.000240253j -0.0191136-0.00339866j 0.00484651-0.0034981j -0.000363177-0.0109827j 0.0175772+0.0043091j -0.0104016+0.0265238j -0.00162375+0.0144866j -0.00125961-0.0154257j 0.00637859-0.00643641j -0.015618-0.00849743j 0.000281466+0.00610076j -0.00853232+0.0077464j -0.00909264-0.015708j 0.00792651-0.00376309j 0.00276971+0.00958012j -0.00596329+0.00998314j 0.0124095+0.000987084j -0.00500871+0.0116578j -0.00459055+0.0024333j 0.0381014+0.00023084j -0.00723522-0.0127384j -0.0149119+0.00471827j -0.0022544-0.0187386j 0.00315961+0.0245701j 0.00446822-0.00309384j -0.00936395+0.0128275j -0.0345134-0.00714659j 0.0118962-0.00400827j 0.0430022-0.0159529j 0.00456773-0.0101788j 0.00443847+0.0351347j -0.0128569+0.0202446j 0.0207733-0.0208367j -0.0117357-0.0100413j 0.00754502+0.00837499j 0.0125594+0.00871633j -0.00795214+0.00170713j -0.0148249-0.0116988j -0.0151829-0.00495837j 0.0112158-0.00551511j 0.00706796-0.00867311j 0.0185384+0.0066588j -0.00648003+0.0284783j 0.0160339+0.00176241j 0.00630635-0.0195409j -0.037102-0.0227464j -0.0167268+0.00173864j -0.00214153-0.0174706j -0.0197741+0.00394887j 0.00912075+0.0115936j -0.0386196-0.0895463j -0.0737292+0.0196831j -0.0372597-0.0283329j -0.0464259-0.0198072j 
-0.00546478+0.00675516j -0.026092+0.00860022j -0.0235721+0.0370219j -0.0576152-0.00786115j -0.025153-0.0157307j -0.0217333-0.0608962j 0.0268784-0.0406127j 0.0235989+0.0444353j 0.0566406+0.0122167j -0.00675764+0.0650654j -0.00917984-0.0161911j -0.00275638-0.013746j -0.0166509-0.00941217j 0.0458593-0.0371194j 0.0277538-0.0467716j 0.00925701+0.0264882j -0.00820501-0.0288701j 0.0416604+0.0334828j -0.0135009-0.0295748j 0.0161838-0.0149087j -0.0196448-0.0313323j -0.0310851+0.0183182j 0.0860425+0.0181965j -0.0230561-0.00283024j -0.0258546+0.00314173j -0.0409128+0.0412807j -0.0357105+0.0134804j 0.0247376+0.0360991j -0.0697756+0.0433521j -0.0301653+0.0111597j 0.0619703-0.0181939j 0.0690354+0.0439825j -0.0176567+0.000633631j -0.0458221-0.00408684j -0.0554597-0.0194748j 0.10272+0.0038933j 0.0559341+0.0631395j -0.0265528+0.017304j -0.032081-0.00580372j -0.0262479+0.0189888j 0.0104404+0.00934894j -0.00513021+0.0234478j -0.00905644-0.00957682j -0.00932078+0.0258243j -0.0181152-0.0191123j 0.00368828-0.00801818j 0.000669745-0.0335003j 0.0164663-0.014448j -0.0212945-0.00870209j -0.0203776+0.00896675j 0.0226019+0.0259586j 0.0155679-0.0219564j 0.00952062+0.00971946j 0.0162543-0.00124217j 0.0261978-0.00217216j -0.0334172+0.0104427j -0.0121218+0.020842j 0.00290871+0.0531726j -0.0264344-0.0159877j -0.00691452-0.00742913j -0.0113309+0.00321028j -0.0203672+0.000886613j -0.0181785-0.0176033j -0.0192232-0.00961873j 0.0181927-0.0287523j 0.00832997-0.00803151j 0.0209887-0.00233955j -0.0206606-0.0286328j -0.000202894-0.00229802j 0.00523276+0.000771924j 
-0.0122715-0.0231239j 0.0299474-0.0136955j 0.0490926-0.0339361j 0.0227025+0.0613521j -0.058262+0.000414334j 0.0168336-0.045338j -0.00652046-0.0190163j 0.0318102-0.0273762j -0.00669529-0.0431565j 0.0136848+0.00694306j 0.0478842+0.00802496j -0.022048-0.0194908j -0.0215762+0.0419573j 0.0270121-0.0239318j 0.0221037-0.00405412j -0.0314324-0.0309576j -0.0342164-0.0831302j 0.0317826-0.0106451j -0.0647307+0.0168459j 0.00231013-0.0437543j 0.0684305-0.0203854j 0.0320427+0.0398638j 0.0364988+0.028138j 0.0580622-0.00186535j -0.011217-0.056108j 0.0087249-0.0734018j 0.00787867+0.000734954j -0.02476-0.0224201j 0.0132714+0.0421443j -0.0206735-0.0167879j -0.019764+0.0064339j 0.0050011-0.00496494j 0.027389+0.00744887j -0.0634639+0.0474714j 0.0178482-0.080481j 0.05121+0.025135j 0.0020977+0.0203614j -0.0194422+0.0407658j 0.016516+0.012617j 0.0122784-0.00102599j 0.00375526-0.0222568j -0.0365458+0.00945737j -0.012347+0.00579592j -0.0115878+0.00338184j -0.00801221+0.0194518j 0.0157655+0.013646j -0.0387301+0.0294255j 0.0133025+0.0224071j -0.0064369-0.00744692j -0.00282505-0.0269015j 0.0241255-0.0374389j -0.00478002+0.00773348j -0.051013-0.00572812j 0.0257564-0.016385j -0.0264735-0.00202722j 0.0049303+0.0427276j 0.0199472-0.000483008j -0.00144459+0.0182102j -0.0380955+0.0248991j 0.0190451+0.0148383j -0.0245577+0.000285202j -0.00963264-0.00275669j 0.0220449-0.0230794j 0.000932475+0.0153781j -0.0532654+0.00205362j 0.00539296-0.0123194j -0.0135126-0.0318145j -0.0244398-0.0171441j -0.0280969-0.0125807j 0.00140339+0.0153659j 
-0.011578+0.0010927j -0.00377619-0.0232308j 0.00297314+0.0239856j 0.00597019-0.0133611j 0.0306952-0.0296934j 0.0518717+0.035117j -0.0214154+0.0525016j -0.0411564+0.00560345j 0.00158157-0.0244194j -0.00110992-0.0218783j -0.00487478+0.0146639j 0.019706+0.021564j 0.0236889-0.0423435j 0.0301349+0.0198144j 0.0279998+0.0255701j 0.000266076+0.0356894j -0.0370483+0.00466994j -0.041699+0.0257248j -0.00920665-0.0225744j -0.00610255-0.0136766j -0.0293536-0.0172457j 0.00447464-0.0285231j -0.0175387+0.0512206j -0.0198482-0.00266187j -0.000538992+0.04147j 0.019555-0.0088896j 0.0517072-0.00634233j -0.0396513-0.0196325j -0.0102451+0.0377757j 0.0177345+0.0221258j -0.0344402-0.0119025j 0.0202212-0.0302931j -0.000229779+0.056457j -0.0552378+0.00222363j 0.00215341-0.015715j -0.0192484+0.0103125j 0.0113456-0.0117016j -0.00951571+0.0200506j 0.0300262-0.00595346j 0.00415872+0.00670998j 0.0064328-0.0106697j 0.00911052-0.00366902j 0.00148205+0.0508311j -0.0185693-0.034757j -0.0139213-0.00701422j 0.00423026+0.00632609j 0.0172606+0.00537621j -0.0115047+0.00811971j 0.0229174-0.00977691j -0.0207387+0.0326639j 0.0201647-0.00409195j 0.00420672+0.018371j 0.00534752+0.00435445j 0.00939439-0.0207519j -0.00652743+0.032357j -0.00513748-0.00719817j -0.0208563+0.0208468j 0.0221342+0.0120569j 0.00763465+0.0170534j 0.00257323-0.00472803j 0.0222178-0.00566837j 0.0105263-0.00763349j -0.0170975-0.0071428j -0.021205-0.0219538j 0.020435-0.00967994j 0.0226472+0.002713j 0.0238375+0.00978377j -0.00427929-0.0204185j 0.00372396+0.0135752j 0.0143909+0.00265808j 
0.0206302-0.00707776j 0.0135407-0.00961232j 0.00529392-0.0453282j 0.0314003+0.0220105j -0.022767+0.00841359j 0.00744082+0.00307178j -0.00978063-0.0134459j -0.00561103-0.00466001j 0.0194067+0.00359791j 0.023409+0.0259136j 0.0430408-0.016791j 0.00967606-0.000984293j -0.0235628-0.0120002j 0.032603-0.00592495j -0.0298697+0.010825j -0.0011469-0.0128622j 0.0240845-0.0699282j 0.042922-0.00587016j 0.0187224-0.0407192j -0.00691868+0.0147764j -0.00555516+0.00261572j 0.015138+0.000952012j 0.00924402+0.0289527j 0.0124702+0.00168086j 0.0492726+0.0150195j 0.0138777+0.00106034j 0.00995894+0.0156066j -0.0100106+0.00393711j -0.00423899+0.0103227j -0.00137796+0.0250173j 0.0166817-0.0117499j -0.00363377+0.0135653j -0.0351581-0.0223691j 0.0172304-0.0253467j -0.0233921-0.00359557j 0.0186966+0.00273025j 0.0328999+0.0264243j 0.0121387+0.0111539j 0.00304499+0.0193635j 0.00925168+0.0143624j -0.0204476+0.0200051j 0.0364126+0.0145567j -0.0202003-0.0184792j -0.0179549-0.0149528j 0.00921065-0.008355j -0.00381316-0.00871669j -0.00362439-0.0146988j -0.00897932+0.00410837j -0.0104056-0.00142259j 0.0139399+0.00066863j 0.0103301+0.0176437j 0.0402458-0.0143482j -0.0100737-0.00820676j 0.00988298-0.00568146j 0.00753965+0.00327285j -0.0255442+0.0316627j -0.0166292+0.0107486j -0.0165444-0.00198798j -0.0196901+0.0133804j 0.00643325+0.00160667j 0.0120451+0.0190923j -0.00475229-0.0111129j 0.0109213-0.0106753j 0.0260196+0.0056921j 0.00506884+0.0127507j -0.00135155+0.00358681j 0.00116325-0.00856702j 0.0182321+0.00239916j -0.00878509-0.0111646j -0.00636666+0.00734434j 
-0.0212603+0.0143167j -0.00321666-0.01917j 0.0300067+0.0346353j 0.00597856-0.0177262j 0.0597123-0.00886214j 0.0365521+0.0684097j -0.0342514+0.0398925j -0.0265066-0.0248419j 0.00577187-0.0510008j 0.00950385-0.0422708j -0.0416822+0.00309086j 0.0124253+0.0136137j 0.023331-0.00112196j -0.0110633+0.00598296j 0.0211987+0.0115354j 0.0133531+0.0519488j -0.0251948+0.0300691j -0.0644525+0.00883572j 0.000265003-0.00562873j 0.036955-0.0481755j -0.0358033+0.0147849j 0.0264818-0.0243699j -0.0304224+0.0360875j -0.0359985+0.0101448j -0.00424388-0.00438451j 0.00661148-0.0130423j 0.0760012-0.0220869j -0.0151121-0.00783777j 0.0227831-0.00442068j 0.0295041+0.0109922j -0.0270522+0.0484605j -0.00019671-0.043726j 0.0470559+0.0717296j -0.0160407+0.00472626j 0.0241103-0.0386417j -0.00462477+0.0271995j -0.0165101-0.0245632j 0.000586963-0.00568576j 0.0223348-0.0478784j -0.010527-0.0129144j 0.00938502-0.0272865j -0.0223243-0.0294236j -0.0103778+0.0310099j 0.0012588-0.0234182j 0.02126+0.00680448j -0.0101063+0.0239366j -0.002036+0.0384452j -0.00529214-0.00728047j 0.00522963-0.0251987j -0.0273083-0.000591297j -0.00567139-0.00537531j -0.0174698+0.0196355j 0.00986752-0.0133694j -0.00735488-0.0123362j -0.00202134+0.0110325j 0.00408289-0.0376757j -0.0100581+0.015852j 0.0274451-0.0155123j 0.0283821+0.00529397j -0.00775149+0.00280765j 0.00705281-0.0275619j 0.00951541-0.0063315j -0.00925804+0.031512j -0.039934-0.0137088j 0.0184922-0.0155607j 0.0264197-0.0125617j -0.018662+0.0101953j 0.00222532+0.0044341j 0.0150353+0.0197985j 0.00796472-0.0111178j 
0.0148081-0.0129151j -0.00371006+0.0187814j -0.0240945-0.0177041j 0.0238514-0.0383711j -0.0155449+0.0275692j -0.04435-0.0348j 0.027206-0.0276044j 0.0166821-0.0235757j -0.00781876+0.0177719j 0.0148344+0.0123865j 0.011218+0.00662469j 0.0262284+0.0286038j 0.0189559-0.0171954j -0.0135289-0.0120782j -0.0313393-0.00569323j -0.00308504-0.0203629j 0.00949132+0.0167173j 0.00115451-0.0184259j 0.0263171-0.00919318j -0.00162542+0.0244576j -0.023041+0.0240391j -0.0221087+0.0216274j 0.025237+0.0187529j 0.00205852+0.0298281j -0.0289117-0.0135312j 0.00405196+0.0325321j -0.0218151-0.0291281j 0.0386812+0.00356165j 0.0229264-0.00639184j 0.00296736-0.00823558j 0.0115904+0.0112298j -0.00404323-0.0181018j 0.00123514+0.0158159j -0.00444919+0.00574452j 0.0221984+0.0051267j -0.0156904+0.0295223j -0.0187936-0.00186302j 0.0326323-0.00609051j 0.00127249+0.0380475j 0.0188793-0.0303588j 0.0170508-0.0240637j -0.0165933-0.0150941j -0.00648931-0.000487679j 0.00582597+0.0298631j -0.00218786-0.0177834j 0.00296733+0.0128597j -0.00277738+0.0132153j 0.0131061-0.0306906j -0.000333434+0.0399671j 0.00158262-0.00950987j -0.0160087+0.00340687j -0.0111087+0.0162762j -0.00761764+0.0139014j 0.0219371+0.00138122j -0.0053975-0.0271551j -0.008054+0.00242653j 0.0124288-0.0128749j 0.014055-0.00719877j -0.00560397-0.00603357j -0.0111196-0.0175546j -0.0313589+0.0146177j 0.0182107-0.00107598j 0.00819637+0.0138921j 0.0196429+0.0112076j -0.0110169+0.00943261j -0.0263273-0.0116207j -0.0104434+0.0015317j 0.0132944+0.00660579j 0.00189497-0.0133487j -0.0105041-0.00873682j 
-0.0223729+0.010224j 0.0259313-0.030364j 0.0636802+0.0195202j -0.00450909+0.0457076j 0.0108319-0.0293068j 0.0397622-0.0134593j 0.00371521+0.0258867j -0.00162083-0.000386141j 0.0222802-0.0316565j -0.0140156+0.00988204j 0.0149395-0.0100322j -0.00162026+0.00680253j 0.0207962+0.0112032j 0.0205835+0.0331998j 0.0237594-0.0126579j -0.0193901+0.0207335j 0.0137203+0.0854876j -0.0107888+0.0293238j -0.00951287+0.053822j 0.0159113+0.0601311j 0.0388185-0.0391807j -0.0450917+0.067437j 0.0332411+0.00108618j 0.0211103-0.0156606j -0.0631437-0.0123395j -0.0442707-0.0182924j -0.0618498-0.00730733j -0.0301212-0.0301666j 0.0178266-0.0094202j -0.0299954-0.0716187j -0.0300553+0.000189689j 0.00104859+0.0324313j 0.0220099+0.0329556j -0.0469412-0.00889457j 0.0211255+0.0420704j 0.0141347+0.0110908j -0.0197592-0.0608718j -0.0223299+0.00242588j 0.0263354+0.0447906j 0.00258629-0.0146028j 0.0249338-0.0521646j -0.030623+0.0232555j 0.0831917+0.0084395j 0.0303347+0.0197047j -0.000874172+0.00323799j 0.0327508-0.00391545j 0.00559553+0.0218556j 0.0125258-0.0238127j 0.0165162+0.00693749j -0.0261718+0.00966035j -0.00803632+0.0132111j -0.017886+0.0291191j -0.00208735+0.0102123j 0.00887021+0.000731973j -0.00731283+0.0307377j 0.00778234-0.0304405j -0.0250958+0.0134988j -0.00961822+0.0421596j -0.0067552-0.00455742j -0.00379221-0.0402111j -0.0187414-0.00571728j 0.00627201+0.0234853j 0.0203417-0.0142614j -0.0171599-0.00836238j -0.00364598-0.0101701j 0.0212044-0.00759163j -0.0337964+0.00930887j -0.0125898-0.0146998j -0.00670511+0.0107345j 0.00616383+0.00920381j 
0.0285538-0.0232911j 0.0112744-0.0132084j 0.00439417-0.0528571j 0.0525291+0.0213084j -0.0343897-0.0313419j 0.0303749-0.0539457j 0.0572138-0.00132117j 0.00909805+0.011778j -0.00257491-0.00341642j 0.0354061+0.00995035j 0.00698043-0.0171352j 0.00494673-0.0373175j -0.0266562+0.0109435j -0.0280152-0.0478111j 0.0437421+0.0318299j 0.0242908-0.0266873j 0.0259745+0.044408j -0.00710058+0.0437574j -0.0220714+0.00772956j 0.060524+0.0341299j 0.0306896+0.0123591j -0.0378943+0.0539316j 0.0112062-0.0279833j 0.000477881+0.00705012j -0.018792-0.0204257j 0.0182235-0.0135694j -0.012107-0.0137113j 0.0162387-0.0175376j 0.0647527-0.015606j 0.0315729+0.0384029j -0.00940939-0.000351326j 0.00410363+0.038491j -0.0218693-0.0458125j -0.00581812-0.0264222j -0.00145076-0.0458107j -0.0108111-0.00303942j 0.00670801-0.0211963j 0.0160345-0.0201323j -0.00804856+0.0134931j -0.000425345-0.0151647j -0.0220675-0.000601427j -0.00734608+0.00565578j -0.00223139-0.0286909j -0.00921987+0.0221757j -0.0132967+0.0132181j -0.0390871-0.00157514j -0.0144947+0.000189182j 0.0268178+0.00419264j 0.00923504+0.0153813j 0.0139538-0.0214887j -0.0289782+0.0040774j 0.00225463-0.0357272j 0.0183691+0.017253j -0.00651873-0.035156j -0.0140801+0.00754701j 0.0133514+0.0158057j 0.01118-0.0158462j -0.00997884+0.00183478j -0.0251064+2.99322e-05j 0.0164391-0.00510182j -0.0239573+0.00417867j -0.000909245-0.00670327j 0.0122531+9.69977e-05j 0.0271154-0.00705291j -0.0116747+0.000999583j 0.0122688+0.00436772j -0.0124121+0.000675899j 0.00961428+0.00363627j -0.00693427-0.0153827j -0.0106067+0.00252927j 
-0.0595956+0.0409116j -0.0266278+0.0173946j 0.0159992+0.119585j -0.107618+0.0205554j 0.0247796+0.00972147j -0.025148-0.000775801j -0.0251387-0.0273396j 0.0323393+0.015787j 0.0346426-0.0192982j -0.0433981+0.0310478j -0.0199129-0.00521436j -0.0181912-0.00287001j 0.0148487-0.00553809j -0.00708226+0.0311186j -0.0023893-0.0391345j -0.0233901+0.0296659j 0.00798776+0.017483j 0.00250652+0.000471716j -0.0170426+0.0338579j -0.00697511-0.0451096j -0.0125601-0.0213364j 0.0128768-0.012611j 0.0202122-0.0368374j -0.0240836-0.0241204j -0.0253401-0.0095074j -0.0721004+0.0438236j -0.0135197-0.0126491j 0.00252553+0.0359385j -0.021124-0.00349743j 0.0031865-0.0245337j 0.0483957+0.0528074j 0.00858706-0.000136285j 0.0469305+0.0273799j 0.000497029+0.05048j 0.0124864-0.000214149j 0.0386537-0.0334085j -0.0203253+0.015371j -0.0227269-0.0158635j -0.0264078-0.042741j 0.0131858-0.00273725j 0.012757+0.0186795j -0.0265168+0.0154061j -0.0109736+0.00219006j -2.32162e-05+0.000596745j -0.00126878-0.0293668j -0.00505255-0.00643503j 0.000148595+0.0137594j 0.0169217+0.0421597j -0.010629-0.0463835j -0.0361232+0.0272526j 0.00298175-0.0167385j -0.0450899-0.0115584j -0.021335-0.000730959j 0.00186535+0.0195598j 0.0054433-0.0228523j 0.0243684-0.0115689j -0.00366186+0.0212365j 0.0210081+0.0155604j 0.0322837-0.0127725j -0.0179548+0.0106582j 0.0153155-0.0169428j -0.00429118+0.00611504j -0.0115363+0.00693861j -0.0555959+0.0114715j 0.00759354-0.013655j 0.00244111-0.00245909j 0.00356924-0.00386572j -0.0433205-0.0160929j 0.00433543+0.0202802j 0.0183785-0.00512874j 
0.0231257-0.0175056j -0.0437617+0.0248752j -0.0916031+0.00152226j -0.013261-0.0766441j 0.00925652-0.03181j -0.00614565-0.00212673j 0.0190838+0.0241995j -0.00886779+0.0354513j -0.0465045+0.0581679j -0.0248226-0.0311184j -0.0370668+0.0431036j -0.00628017+0.00234586j -0.0113214+0.000172112j -0.0211761-0.0123327j 0.0544241-0.00372681j 0.026333-0.00347297j -0.0262981+0.0365924j 0.00771728+0.0396552j -0.0281661+0.0154808j 0.0368565-0.00613163j 0.0257983+0.00606437j 0.00337077-0.0646203j -0.0173233-0.0935139j -7.13172e-06+0.0168169j -0.0642104+0.0283993j 0.0242949+0.0354931j 0.00114377+0.025864j 0.0879309+0.0177803j -0.0200427+0.0530727j -0.032001-0.0169906j 0.0329613-0.0286701j 0.0325893-0.0143585j -0.00365422-0.00791988j -0.00180377+0.0155493j 0.0182548-0.0191213j -0.0357141-0.0474071j -0.0089127+0.0254426j -0.0355077+0.00849231j -0.0346593-0.0122383j 0.00513242+0.00103133j 0.0287868+0.00993662j -0.0124697-0.0196545j -0.00798679+0.00763789j -0.0121625-0.00337485j -0.0326241-0.00263743j 0.0212603-0.00208413j 0.012958-0.0487599j 0.0137354+0.0181274j 0.0290037+0.00889265j 0.0120635-0.0109003j -0.0170759-0.0227624j 0.00352073-0.00354685j 0.0185779+0.00050812j -0.00704677+0.00340702j 0.0142224-0.00821151j 0.0311836-0.0230313j 0.00695798-0.0370002j -0.00591084-0.00266602j -0.00698928-0.0345519j -0.0102664-0.00275618j 0.00259231+0.0194307j 0.0115722-0.00661853j -0.0241137-0.0155081j 0.0156501-0.0127981j 0.0159328-0.00380063j -0.0198693+0.0175607j 0.0492225+0.017542j 0.0022972-0.0170914j 0.00752052+0.00178464j 0.00425583-0.00565928j 
0.00304401+0.00741451j -0.0364744+0.0364824j -0.0509803+0.0428684j 0.00776054-0.082219j 0.0196044+0.0159253j -0.0538894+0.0102611j 0.00921424-0.0064479j -0.00276422-0.00210926j 0.00798327+0.0124301j 0.024823-0.00369979j -0.0269035-0.0113127j 0.0429052+0.0347769j 0.0228283-0.0572115j -0.00319349-0.0112294j 0.00193179-0.0282704j 0.0153739+0.0128893j 0.0268754+0.03401j 0.00339318+0.0151053j -0.00675949-0.0267129j -0.0256368-0.0517786j -0.0769771-0.0150012j -0.0258471+0.00314248j 0.0328058+0.0443499j -0.0262573+0.0456852j 0.035856+0.0200441j 0.00573262+0.0386327j 0.00314897-0.0287835j -0.00968416+0.00942595j 0.015087+0.0193571j 0.0359379+0.0269578j -0.000437475-0.0121601j 0.00144919-0.0212346j -0.0199906+0.0282999j 0.0106309-0.022427j -0.00680952-0.012411j -0.00392739+0.0274139j 0.0497958+0.0528999j 0.0390632+0.00657238j 0.0152047+0.00734513j -0.0285768+0.00777733j 0.0072704+0.0248119j 0.00707324-0.0116552j 0.0211246+0.0173119j -0.0162564+0.0200851j -0.0101209+0.0133474j -0.0192014+0.0466748j -0.00926297+0.0109207j 0.0283456-0.0338901j -0.00753875+0.0524791j 0.012606+0.0265524j -0.000360948+0.00464148j -0.0350955-0.00821592j 0.00548607+0.0164013j -0.00135721+0.006463j 0.0441008-0.0131984j -0.0201181-0.00769193j 0.0072976-0.0165372j 0.0167143-0.0392238j 0.0217906-0.014j -0.0351484-0.00280168j -0.0209615+0.00961224j 0.0262265+0.01656j 0.00492629+0.0385992j -0.01168+0.0213376j 0.0144402+0.013092j -0.0288993-0.0174473j -0.00511147+0.0319491j 0.0383905+0.0122222j 0.0312195+0.0084585j -0.00372894-0.0200972j 
0.011875-0.025093j -0.00937696+0.0208944j -0.0386175-0.0201218j 0.00334061-0.0549772j -0.0311531+0.00701j -0.0141058-0.01652j 0.000904322+0.0176077j -0.0391363+0.00378816j 0.0114724+0.0594387j -0.0129443+0.032053j 0.0252565+0.00146173j 0.021222+0.0383901j 0.0143445+0.0291799j 0.0395496+0.00201536j -0.0355481+0.0341982j -0.0448257-0.0509995j -0.0529684-0.00284682j 0.033567-0.0412716j 0.0439097-0.0208713j -0.0217655+0.100959j 0.0050506+0.0163496j -0.0781735+0.00212845j 0.0563761-0.00766742j 0.0405828+0.0202711j 0.0262565-0.0276801j 0.0107191+0.0431355j -0.0254686+0.0195859j 0.0345763-0.0119181j 0.0101028-0.0102712j -0.0233854-0.0334672j 0.0200782+0.00788265j 0.000298138-0.0125077j -0.0162431+0.0244421j 0.000709714+0.0255414j 0.00819532+0.0195032j 0.0137691+0.00386528j -0.000803685+0.0228435j 0.0103941+0.00944201j 0.00970501+0.0407684j 0.0436582-0.042448j 0.0091681+0.00402979j 0.0317065+0.00914536j 0.00952145+0.0179169j 0.0299736-0.00515508j 0.000190794-0.0414324j 0.0123892+0.000780654j 0.0123925-0.0106388j -0.00430784+0.0144956j 0.0241843+0.00342636j 0.0196499-0.0276314j -9.39944e-05-0.033632j 0.0294513+0.0256779j 0.00362826+0.00329775j -0.000125631-0.0232583j -0.0174912-0.0123766j 0.00803691-0.0121062j 0.00149844-0.00791494j 0.0218203-0.014746j -0.00710561+0.00813707j -0.00234605+0.0133495j 0.00319705+0.0022126j -0.00831928-0.0285759j -0.0164628+0.00194898j 0.0243923-0.00800565j 0.00361125-0.00780246j -0.00147496+0.000890352j 0.00633074-0.0278154j -0.0160233+0.0038547j -0.00950526-0.00815087j -0.00982146+0.00272556j 
0.016112-0.0284282j 0.0137424-0.0293913j 0.015542-0.0561979j 0.0569184+0.00031811j -0.00458486-0.0212994j 0.00115985-0.00464307j -0.0317144+0.00574085j -0.0187503-0.0609966j -0.021491+0.00907039j -0.00858679-0.0371135j 0.0422604+0.0565567j -0.0264512+0.0318903j 0.0632978+0.0293761j 0.019298+0.0496899j 0.0256453+0.0301063j 0.0306747-0.042323j 0.0391525+0.00580546j 0.0667457+0.0412149j -0.0178412+0.0134904j -0.0202225+0.0177442j 0.0231838-0.0214127j -0.027731+0.0406149j -0.034112-0.0359709j 0.0177553+0.059084j -0.025681+0.0211287j 0.0109251+0.0091248j 0.00425447+0.0104818j 0.00643498-0.0272089j 0.0297007+0.00774106j -0.0130721-0.0320481j -0.0264962+0.00869462j 0.0199381-0.00525637j -0.0036065+0.023929j -0.000491673-0.0369029j -0.0218741-0.0116467j 0.00229131-0.0291506j -0.00800161+0.00540507j -0.00156687-0.0304408j 0.0186328-0.0191853j -0.00460673-0.0431543j 0.0214819+0.00534685j -0.0217193-0.00928772j 0.0307127-0.014904j 0.00309915+0.000225652j -0.0100813-0.00560158j 0.0296343-0.0166682j 0.0335327+0.0222649j -0.018556-0.0100841j 0.00660335-0.0170025j -0.0401172-0.00225902j 0.0105487-0.0260798j 0.0320178+0.00974227j 0.0138451-0.0461846j -0.00594104+0.0108096j 0.0109445-0.00226254j -0.0268874+0.0163694j -0.0105423+0.00816896j -0.00876614+0.0216458j -0.0301838+0.0200425j -0.00351006-0.00234624j 0.00645647-0.000649848j -0.00176732-0.00959289j 0.00863703-0.0106916j 0.0063213-0.0121058j -0.0114588-0.0282477j 0.00151846-0.0148956j 0.0132439-0.00681555j -0.00268444-0.0290689j -0.00628852-0.0023163j 0.00471346+0.00514382j 
-0.0118458+0.018897j 0.0189379-0.0213303j 0.0415341-0.00599832j 0.000703523+0.0441688j 0.00305328-0.00793284j -0.00786437-0.0157932j -0.0236287-0.0327158j 0.0319311-0.0292118j 0.0265447-0.0222687j -0.00304121+0.00703243j 0.0129972+0.00559732j -0.0460134+0.00165725j 0.00391285+0.0502321j 0.00319573+0.0474692j -0.0060274+0.0127429j 0.0183804+0.00207806j 0.00500473-0.0222947j 0.0340861+0.00419532j -0.0124356+0.00035551j -0.001365-0.00757953j 0.0337105+0.0095607j 0.0450658-0.011049j -0.0376284-0.0032081j 0.0069245+0.0226773j 0.00612935+3.67382e-05j -0.00900003-0.0107858j 0.00641055+0.00330229j -0.0344914+0.00740173j -0.0151797-0.0137002j -0.00985939-0.0136113j 0.000626367+0.0374198j -0.00263196+0.00236708j 0.0434562-0.00876245j 0.00400835-0.00483849j -0.0111958-0.0092875j -0.0179047-0.00658114j -0.0233777-0.00272562j -0.00196352-0.0378147j 0.00570025-0.0303325j -0.0122336-0.0158461j 0.00470009+0.000484033j -0.0225922-0.00661262j 0.00331589-0.0141525j -0.0116555+0.00953961j -0.00964335+0.0168835j 0.00284305-0.00381328j 0.00378752+0.0154196j 0.00290076-0.00235306j -0.0130466-0.00927408j -0.031088+0.0113274j 0.00368323-0.000883947j 0.00499884-0.00640208j 0.00557711-0.0238254j 0.00915641+0.0138352j 0.00455133-0.00235442j -0.0124583+0.0163115j -0.010681+0.0118772j -0.00966143+0.0266254j -0.0106614+0.0140811j -0.00379697-0.00765331j -0.000300481+0.00967197j 0.0106324+0.0140945j 0.0121325-0.0097781j -0.00661001+0.00107112j -0.00702774-0.0076261j -0.00369873-0.00191837j 0.00181968+0.0178474j 0.00825721-0.0125611j -0.0027759+0.00135519j 0.0118424+0.00400029j 
