0.00361179+0.00891926j -0.00958587-0.00461124j -0.00625721-0.0095932j -0.00389589-0.0112475j 0.000472112+0.00235339j -0.00117257-0.00109935j -0.00264164-0.00206868j -0.00205497-0.0100398j -0.00186771-0.00290366j -0.00165725-0.000239938j 0.00341493+0.0115393j 0.00576697+0.0102455j -0.00595628-0.00958408j -0.00455454-0.0135179j 0.00181828+0.0131939j 0.00540541+0.000799714j 0.000531898-0.000603699j 0.00168429+0.00436999j 0.00365828+0.0120392j 0.00276327+0.0067249j -0.00293109-0.0101505j -0.00401098-0.00520975j -0.00362552+0.000853067j -0.00247876-0.00345119j 0.002937-0.00479423j 0.0028844+0.0177779j 0.00071832-0.00555299j -0.0024909+0.00296226j 0.00257253-0.00855002j 0.000349523+0.00459136j -0.000246792-0.0134807j -0.00190634+0.00985456j 0.00484014-0.00321459j 0.000312508-0.00262854j -0.00255389-0.00783206j 0.000896608-0.00230432j 0.0052829+0.00658795j 0.00734706-0.00996419j -0.021716+0.0153129j -0.00176188-0.0178518j -0.00197105+0.0116504j -0.00553549+0.00754632j -0.00887287+0.00161909j 0.00595311-0.00351437j -0.00305797-0.00116281j -0.00739266+0.00407144j 0.000253732+0.00319332j -0.00675356+0.000818868j 0.00538964-0.00312788j 0.00134006+0.0016509j -0.00480707+0.00211057j 0.00875474-0.00476048j -0.00312867+0.0020857j 0.00433809-0.00427432j -0.00441873+0.00248192j 0.00967475-0.00441655j -2.90507e-05+0.000779494j 0.000267793+0.0025563j 0.00201485+0.000709137j -0.00478037+0.00557028j 0.00461274-0.00366168j -0.0154528+0.00400001j 0.00740915+0.000739041j 0.00714489-0.00480126j 0.00738592-0.00167754j -0.00427325-0.00203178j 0.00143209+0.00297808j -0.00248527-0.000576331j 0.00612312-0.0019828j -0.00841567+0.00200702j -0.00851852+0.00448952j -0.00397475+0.0012676j 0.010508+0.00200713j -0.00310349-0.00166888j 0.00902286-0.00405949j -0.000361072-0.00157239j 0.0086817+0.00253296j -0.00829462-0.00215659j 0.00679641+0.00146821j 0.00596893-0.000590396j -0.00465315+0.00204546j 0.00313375-0.000819332j 0.0124609+0.00318955j 0.00488766+0.00317873j -0.00584398-0.00313489j 0.00579425+0.000657429j 0.00384898-0.00139993j -0.00586191-0.00261946j -0.00755526-0.000665162j -0.00774783-0.00555207j 0.00905635+0.00498339j -0.0156617-0.00234502j 
0.000865093+0.000517576j -0.00348231-0.00391359j 0.002201+0.0040773j -0.00109329-0.00226577j -0.00616205-0.00598967j -0.0101167+0.00165277j 0.00489404-0.00189319j 0.00133811-0.00277328j 0.00462217-0.00189331j 0.00010381+0.00722973j 0.00898711-0.00477433j 0.0024104+0.000729917j 0.00101739-0.000875789j -0.00220124-0.000864181j 0.00197576+0.0153604j -0.000430832+0.00389227j -0.00383828-0.0032073j -0.00622417+0.007205j -0.000991299-0.00328936j 0.00229086-0.00147936j -0.00129257-0.00839897j -0.0121056+0.00850866j 0.0170146+0.00117396j -0.00390391-0.00113879j 0.00748813-0.00598425j -0.00998456+0.028841j 0.0132808+0.0173943j -0.00332711-0.00994897j -0.0225826-0.00932805j 0.00142126-0.014198j 0.00446411+0.00983273j -0.0179655-0.0179486j -0.00638713-0.0127672j -0.00846544+0.0111708j -0.00236805-0.00407603j -0.000834793+0.0084731j 0.00627256+0.00253323j 0.00647294-0.00382435j 0.000874894+0.000929875j 0.00247913+0.00537291j 0.00487767+0.00230226j -0.00182868+0.0016361j -0.00102654-0.0045543j 0.000117699-0.00239762j 0.00407828+0.00541052j 0.00208427+0.00299076j -0.000786776+0.00206461j -0.00174974+0.00196824j 0.00164787+0.00297051j -0.000427243+0.000534152j -0.00117472-0.00023106j -0.000314546-0.00339935j 7.12898e-05+0.00045269j 0.00245428-0.000936824j -0.000958993-0.000325447j -0.00245662-0.00387864j -0.000814853+0.00226756j 0.00450882-0.00635641j -0.00320836+0.00941532j 0.00219333-8.41444e-05j 0.000548162-0.00152407j -0.00573937+0.00855163j -0.0014698+0.00258328j -0.00359062+0.00885455j -0.00943837-0.00446615j -0.00619649+0.0135321j -0.0010199+0.002514j 0.00584514-0.0105463j 0.00127668+0.00745204j 0.00415391-0.00885595j -0.00881473+0.0126726j 0.0047246+0.00577703j -0.00102987+0.00185808j 0.00389396+0.000829017j -0.00878764+0.00972636j 0.00534989-0.0041365j 0.00032683-0.00146972j 0.000420883-0.0043334j -0.000753221-0.00360809j -0.0129743+0.0103578j -0.00607957-0.00482263j 0.000341209-0.00324766j -0.0025421-0.00378671j -0.000561168+0.0055046j 0.000250667-0.00792679j 0.00159756-0.0029771j 0.000564165+0.00324572j 0.00149288-0.00259257j 0.00201429-0.00159811j -0.000586747+0.000850159j -0.000583932+0.00267102j -0.000273946+0.000563099j 
0.000456406+0.00154007j 0.000633899-0.00113343j 0.0016931-0.0014489j 0.00231771+0.000888096j -0.000836764-0.00431258j -0.00579868-0.00782302j 0.00563025+0.00823759j 0.00645094+0.000573367j 0.00383407+0.00787882j -0.00446741-0.0108461j 0.00832283+0.00906613j 0.00312357+0.00237329j -0.00272238-0.000896486j -0.00286963-0.0134015j -0.00465068-0.00657809j -0.000414619-0.00602242j 0.00104143-0.0122774j -0.00667025-0.00636482j 5.8587e-05+0.00222048j -0.00500771+0.0084373j -0.00566317+0.00737059j -0.0069103-0.0218075j 0.014356+0.00390166j -0.00674039+0.0070978j 0.00340441+0.00442197j 0.00610671-0.00934629j 0.0189512+0.0241609j -0.0171648+0.00577787j -0.0222494-0.0142494j -0.00511771+0.0028131j 0.00867483+0.00147483j -0.0289474-0.0117079j -0.0118893-0.00350127j 0.000456026-0.0130491j -0.000878592-0.0132297j 0.0135323-0.00304519j -0.00179944+0.00229169j -0.00562747-0.00289782j 0.00256681+0.00284385j -0.00150091+0.000501968j -0.00207624+0.00501226j -0.00175628-0.00409054j 2.64305e-05+0.00455705j 8.67862e-05+0.00040751j 0.00142971+0.00751921j 0.00312086+0.000267189j -0.00182831-0.0103681j -0.00460957-0.00491124j -0.00159588-0.00348258j -0.000772316-0.00602216j 0.00214486+0.00638759j -0.00032279+0.00203718j -0.000208239+0.00460009j 0.00120372+0.00118254j 0.00560961+0.00138628j 0.00344765+0.0051569j -0.000429926-0.00317116j 0.0032943-0.00351988j 0.00177268-0.00553907j -0.00539114+0.00781746j 0.00122192-0.00588267j -0.00151687-0.00224484j -0.00284932+0.005138j 0.00243514-0.00961327j -0.000279221-0.0023745j -0.0012678-0.00555138j 0.0127671-0.00633043j -0.00971476+0.00459234j 0.0100231+0.000684645j -0.00906173+0.00247484j 0.00452549-0.00359918j 0.00152981-0.00540812j -0.00540901-0.00036016j -0.00350883+0.000666361j -0.0013691+0.00788629j -0.00576088-0.00799196j 0.00193259-0.0136772j -0.00694861-0.00699408j -0.00768312+0.00590552j 0.00199061+0.000618943j 0.00838512-0.00158925j 0.00572174+0.00457505j -0.00162471+0.00326409j -0.00285291-0.00671226j -0.00129703+0.00574722j -0.000930906+0.000430679j -0.0047066+0.00504227j -0.00180644+0.00314812j -0.000961486+0.000393925j 0.000431006-0.000629016j 8.16196e-05-0.00184463j 0.000959725-0.00079295j 
0.000976965-0.00156128j 0.00299139-0.000151927j -0.00044336-0.000273053j 0.00172981-0.00154802j 0.000353884+0.00329971j -0.00213611+0.00407744j 0.000624842-0.00298013j 0.00131342+3.42784e-05j -0.00041245-0.00286121j -0.00516-0.000594211j -0.00097129-0.0023908j 0.00114994-0.000545027j -0.00144488-0.000663469j -0.00463227+0.00317717j -0.00650207-0.00259142j 0.0054191+0.00218435j -0.00142364-0.00192281j -0.00935488-0.00367367j -0.0039763-0.00438199j 0.0031435-0.00486906j -0.00240462+0.00235315j -0.0104658+0.00373062j 0.00158245-0.00236054j 0.0114354+0.000405583j 0.00390227+0.00302823j -0.0101389-0.00785642j -5.96203e-05-0.00844133j 0.0252935-0.00181517j 0.0012372+0.0135308j 0.00559546+0.020045j -0.00253403-0.0135223j -0.010897+0.0147652j -0.0181149+0.00654939j 0.00218463-0.0212653j 0.0083037+0.0121162j 0.0184817-0.00487272j -0.00273191-0.00111445j -0.0111394+0.00157385j 0.00550914-0.00107695j -0.00387665-0.00105049j -0.00738107+0.000489841j -0.000458586-0.00264602j -0.000328407-0.001398j -0.00079821-0.00100003j -0.000234965-0.00377361j -0.000461832-0.00289899j -0.000349256+0.00187075j -0.00314111+0.000502307j -0.000783892+0.00155265j 0.000259977+0.00304003j -0.00193456-0.00101445j -0.000339749-0.00057406j 0.000127547-0.000992028j -0.00124178-0.000831306j -7.28444e-05-0.0017041j 0.00154009-0.00475594j -0.00118806-0.000864384j 0.00163719+0.00493168j -0.00302306+0.00731254j 0.00106244-0.00291319j -0.00139592+5.646e-05j -0.001448-0.00153843j 0.00128558-0.0027388j -0.00374987+0.0059443j -0.00171797+0.00266616j -0.00282522+0.00269603j -0.00440661+0.00714126j 0.00326091-0.00978439j -0.000318063+0.0033894j -0.00174622-0.00232906j -0.00161419+0.00600692j -0.000955595-0.00255266j 0.00263022-0.00420885j 0.000713331-0.00525486j -0.00112469-0.000617339j -0.000961105-0.00725278j -0.00414305-0.00849832j -0.000146682-0.0163845j 0.00405389-0.00196163j -0.00188905+0.0116352j -0.00133426+0.011458j 0.00220845+0.00964113j -0.00194026+0.00285599j 0.00102394-0.012581j -0.00157781+0.00836143j -0.00402236-0.000622805j -0.00037038+0.000111437j 0.000725735+0.00606514j 0.00207988+0.00112348j -0.000433555+0.000703132j 0.000975866-0.00458718j -0.00246669-9.99174e-05j 
0.00207271+0.0025112j -0.00347969+6.83179e-05j 0.00422041-0.00247933j 0.00246294-0.000633218j -0.00307747-0.000672147j -0.00163808-0.000722941j 0.00185074+0.0052311j 0.00410023+0.000787971j 0.000956213-0.00266811j 0.00428028-0.000926543j -0.00279281+0.00330431j 0.00624391-0.00234147j 0.000211069-0.00172746j 0.0010644-0.00575136j -0.00894636-0.00266164j 0.00296396+0.00595364j -0.00695367+0.00495865j -0.00125979-0.00503067j -0.000975441+3.51047e-05j 0.00902242+0.00318033j -0.0107488+0.00861015j -0.00977227-0.00736337j 0.000303562-0.00146884j 0.00319241+0.00187264j 0.00142666+0.00227011j -0.00709076-0.0188181j 0.0106854-0.00228073j 0.0131179+0.00406626j 0.00215885+0.00146701j 0.0148024-0.00259537j -0.0235384-0.00835451j 0.00911238-0.0046528j 0.0133136+0.00257656j -0.0245727+0.000939323j 0.00165943-0.00542084j -0.0129941+0.00942447j 0.0100929-0.00116115j 0.00374361-0.00663948j 0.000216968+0.00167903j -0.00276819+0.000481825j 0.0044208-0.00386895j -0.00439812-0.00144929j -0.00153283+0.00225803j 0.00276572-0.00122821j 0.00117077+0.00083254j 3.04421e-05+0.00273332j 0.00060129-0.00291754j -0.00424095-0.000754087j 0.000159692-0.000711823j -0.000574917-0.000946134j -0.0029093+0.00512088j -0.000937098-0.00279444j -0.00192055-0.000387092j -0.00117812-0.000595092j 0.00273783-0.00332917j 0.00375451+0.000833945j 0.00341043-0.00799368j -0.00153597+0.00532038j 0.00144413-0.00553545j 0.000117806+0.00462363j -0.00116609+0.00138036j -0.0027963+0.0014244j -0.000506484-0.00133344j 0.00285555-0.00517088j -0.00278895+0.00314187j 0.00652724-0.00816251j 0.00369204-0.00297578j -0.00185765+0.00748471j 0.00346991-0.000532136j -0.00243273+0.00115416j 0.00400804-0.0119857j 0.00504965+0.00223487j 0.00510244+0.00579676j 0.00301756+0.0104105j -0.00100444-0.0044473j -0.00578836+0.0115139j -0.00125143+0.00551134j 0.00501211+0.00986285j -0.00406272-0.001715j 0.0026768-0.00850433j -0.00383913-0.0104035j -0.00122256-0.00693239j -0.00160917-0.00129903j -0.00231484+0.00984251j -0.00400602-0.00939211j 0.00142453-0.00485911j -0.0018016+0.0040127j 0.00439471-0.0077287j 0.0014953-0.000124825j 0.00395185+0.000185412j 0.000330565+0.00227188j -0.000225899+0.00162464j 
0.00183522-0.000786229j -0.000521768+0.00198909j 0.00135073-0.00212414j -0.000833851+0.000180968j 0.000100729+0.00328223j -0.00228144+0.00400665j 0.00198044+0.000930786j 0.000951799+0.00118702j -0.00198172-0.00412612j -0.00237364-0.00295452j 0.00384044+0.000870792j 0.00202857-0.00272544j 0.000130579-0.00520231j -0.00456186+0.00236099j -0.00234237-0.000530651j 0.00187515+0.0092434j -0.00583733-0.000434876j -0.00792714+0.000940187j 0.000731658-0.0111539j -0.000712582-0.00146651j -0.00482037+0.00503633j -0.007958+0.0104185j 0.0166267+0.0132186j -0.00056711-0.0138955j 0.0117325+0.00717358j 0.0106554-0.00046724j 0.00100443-0.000387111j -0.000195595-0.0116281j -0.0196844-0.0195374j 0.0107044+0.00844753j -0.00149975-0.000626409j -0.0219752-0.00989183j -0.00130174+0.00495355j -0.00422617-0.00251704j 0.0089726-0.00349419j 0.00456931+0.00494899j -0.00123055-0.000489571j 0.00199747+0.00173191j -0.000455673-0.00128382j -0.000159924-0.00200527j -0.000990266-0.00148659j -0.00117712-0.000540096j 0.00104518+0.000223877j 0.000255969+7.36975e-05j 0.00051139-0.00446822j 3.90129e-05-0.00118456j -5.31562e-05+0.000404052j 0.00115774-0.000827413j -0.0043138+0.000119802j -0.000108493+0.00053723j 0.000441364+0.00214161j -0.00105616-0.000672258j 0.00440361-0.00339868j -0.000749129-0.00251138j 0.00292475-0.00210318j 0.00155015-0.00453686j -0.000571686-0.000649079j -0.00499838+0.00386364j -0.00407228+0.00326171j 0.00158197+0.00266699j -0.00346889+0.00285558j -0.000687917-0.00481731j 0.00616623-0.00609445j -0.0034046+0.00734065j -0.00137257+0.00469998j -0.00140224-0.000266936j 0.00013391-0.00079562j 0.000486983+0.000565553j 0.000830471+0.0064121j -0.00661841+0.000725997j 0.00596414-0.00740008j -0.000132151+0.00393331j 0.00769515-0.00658152j 0.000576149+0.00533589j 0.0164232-0.0105054j -0.00494377+0.00016847j -0.0127485+0.00420091j -0.00133136-0.00114463j 0.00415812-0.00477522j 0.00071275-0.00237171j -0.00164756-0.00149478j -0.000155225+0.00348262j 0.00473663-0.000813889j -0.00119128+0.000739308j 0.00161438+0.00197851j -0.00545706+0.000261107j 0.000567032-0.00211667j 0.00291516-0.000540705j -0.00231349-0.000964204j 7.97211e-05-0.00134102j 0.00220188-0.000590709j 0.000504845+5.80492e-06j 
0.00110317-4.63756e-05j -0.00339687-0.00222085j -0.0036457+0.000415149j -0.00101635-0.00181566j -0.00396091-0.00579748j -0.00881029-0.00244732j 0.00314224-0.00390927j -0.00428783-0.0100843j 0.00363802+0.00222801j 0.00927989+0.00604702j 0.000804312+0.00372424j -0.0074466+0.00283535j 0.00403386+0.00400469j 0.00168312-0.00565854j 0.00772871+0.0143719j -0.00161698-0.0113585j 0.00769873+0.00556118j 0.0192684-0.000484219j -0.00792392+0.00770142j 0.00549473+0.0116716j -0.0138618+0.0103572j 0.00602146+8.783e-05j 0.00635224-0.0007698j -0.0114341-0.0032241j 0.00727943-0.00122951j -0.000317298-0.000687141j 0.00808036-0.0135049j 0.0102444-0.00372673j -0.00418987-0.01334j -0.00572695-0.00266926j -0.00575765+0.00457861j 0.00320774+0.00788868j -0.0127977-0.00793717j -0.00261053-0.00939465j 0.00243837+0.00351788j 0.0101011-0.000989993j -0.00181267+0.00238533j -0.00084828-0.00118709j 0.00481963+0.001961j 0.00241645+0.00297394j 0.00111439+0.00273558j -0.00200725-0.000280898j 0.00319249-0.000985579j -0.00198455-0.00424666j 0.00336969+0.00448312j 0.00511552+0.00277876j -0.00141387+0.00109261j 0.00322592+0.0050532j 0.00507722-0.00192893j -0.00242562-0.00128277j -0.000354384+0.000844537j 0.00149975-0.00231911j 0.000250981+0.00172326j 0.00390058+0.0019744j -0.00245412-0.000684126j -0.00278222+0.00336288j 0.00132071-0.00493994j 0.00125103-0.000740015j 0.00709746-0.00949427j 0.00546666-0.00261888j 0.00214469-0.000540879j 0.00279362+0.00615305j -0.000239309+0.000576904j 0.00541163-0.00477782j -0.00175168+0.00984568j 0.000708223-0.00972495j -0.0056028+0.00677814j -0.00386596+0.00352875j -0.00111606-0.00321605j 0.00151149+0.000791901j 0.00421065-0.00250213j -0.000946699-0.00226942j -0.00724311+0.0023621j -0.00394099+0.00642483j -0.00333251+0.00345219j -0.00464528+0.00868502j 0.0113926-0.00607517j -0.00346899-0.00330079j 0.00113272-0.00545758j 0.00334901+0.00491529j -0.00133083+0.00317731j -0.00525649-0.000823429j -0.00195114+0.00132558j 0.00163328-0.00303029j 0.00428856+0.000672445j -0.000223492+0.00242554j 0.00204457+0.000242903j -0.00122189+0.00275894j 0.00152694-0.00214165j -0.00148075-0.000826707j 0.00181957+0.000705814j 2.45779e-05-0.000481182j 
0.00276591-0.00205529j -0.00169391+0.000970115j 0.00703278-0.00025037j -0.00435292-0.00133673j -0.00346435+0.000521362j -0.00108947+0.00480529j -0.00165644-0.00139638j 0.00200423-0.00250345j 0.00296244-0.00274076j 0.00383025-0.000767222j -0.00702025-0.00353804j -0.00305391-0.000692319j 0.00199833-0.00352599j 0.00905888+0.00199365j 0.00257619+0.00292519j -0.000869363+0.00593265j -0.00813618-0.00187543j 0.0164662+0.0163614j -0.00261448-0.00742327j -0.0036228+0.00187029j -0.0014323-0.000764218j 0.0140704+0.0160889j 0.0107491+0.00918772j -0.0161111-0.0225849j 0.00759695+0.0105428j 0.0282425+0.0257517j -0.000846478-0.00167113j -0.0121147-0.00682313j -0.011875-0.017981j -0.00468839+0.00411438j 0.0126761+0.0154526j -0.000888016+0.00226384j 0.00117109-0.00586496j 0.00967452-0.00111664j -0.00433751+0.00715599j 0.00228122-0.0045482j -0.00582267+0.00474333j -2.82314e-05+0.00151914j 0.0029008+0.000879605j 0.00258876+1.87045e-05j 0.000831832+0.00218545j -0.00366293+0.00269977j -0.00476685-0.00183693j -0.000263916-0.00370432j 0.000770627-0.00251884j -0.000826616-0.00218866j 0.0016187+0.000977072j 0.00180469+0.000816488j 0.00204418-0.00272982j -0.000974634+0.00193866j -0.00555454+0.00380641j 0.00307468-0.000988537j 0.000333274-0.000402547j 0.00119942-0.0015045j 0.00223685+0.000574411j 0.00143826-0.00356237j 0.00851867+5.21873e-05j -0.00720447-0.00140742j 0.00588425-0.00150642j 0.00369636-0.00105273j -0.00244204-0.000612332j 8.4217e-06-0.00192242j 0.00296818-0.00289252j 0.00702415+0.000350958j -0.00866141+0.0126105j 0.00242258+0.00194508j -0.0031431-0.000356697j -0.0111634+0.000537267j 0.0112675-0.00139761j -0.00867087+0.00311667j 0.0146841-0.00361332j 0.00734602-0.00130952j -0.00421557-0.000426617j -0.00541389-0.000804574j 0.00674914-0.00245191j -0.0118736+0.00288378j -0.00296775+0.00531092j -0.00710377+0.00431802j 0.00189893+0.0040426j -0.00343116+0.00371796j -0.00204332+0.00272574j -0.00092322+0.00109274j -0.00368946-0.0020799j -0.00658765-0.00283534j -0.00291523+0.0002662j 0.000619682+0.00387845j -0.00139801-0.00453976j -0.000710487+0.00360571j 0.00019145-0.00149924j 0.000614043+0.00298271j 0.000988818+0.000891976j -0.000821058-0.00264249j 
-0.00124069+0.00029901j 0.00106598-0.00033924j -0.00573864-0.00237192j 0.00334436+0.00374433j 0.00378964+0.00288063j 0.0071379-0.00217896j -0.00126762+0.00310534j -0.00324023+0.00631263j -0.000942013+0.00344651j -0.00382418-0.000805437j -0.0102466-0.00171454j -0.00308902-0.00225267j 0.000986109+0.00205791j 0.00741493+0.00716341j -0.000560709-0.0150973j 0.000588849+0.000533214j -0.00124874-0.0102874j 0.00348706+0.0176792j -0.00516577-0.0022199j 0.00647118-0.00779629j -0.00198511-0.0178573j 0.0128866-0.00171938j 0.0111376+0.0200948j -0.013784-0.0204998j 0.00196877+0.00446631j 0.00622587+0.00804873j -0.00550357+0.000504278j 0.00411064-0.012437j -0.0214605-0.0143483j 0.0132571-0.0119422j 0.00391992+0.000385688j 0.00788383+0.00333627j -0.00275614+0.0115617j -0.0131685-0.00036015j 0.00225831-0.00477973j -0.00644128+0.00174566j 0.00588884-0.00593883j -0.00176681-0.00224565j 0.00111831-0.000699688j -0.00325535-0.000627719j -0.00124726-0.00483196j 0.00264507-0.00359597j 0.0024824+0.00500117j 0.00139075+0.00520378j -0.00273287-0.00179711j -0.000132728-0.0014062j -0.00101646+0.00117945j -0.00311258-0.00232201j 0.00273757-0.000504458j 0.00172545-0.00229734j 0.00190045-0.00563092j -0.00142864+0.0064495j -0.00379824-0.00160251j -0.00185459-0.0020304j -0.000911099+0.00282555j -0.00436392+0.00570278j 0.000746371+0.00961142j 0.00255043+0.00336266j 0.007419+0.00833995j -0.00539179+0.000541579j 0.00254374-0.000614481j 0.00870123-0.00568962j -0.00790197-0.00067252j 0.00880404+0.00327962j -0.0125136-0.00286909j 0.0109985+0.00435814j -0.00492307-0.00121413j -0.00584938-0.000891153j 0.00401926-0.0018403j -0.00829768+0.00318181j 7.0571e-06+0.0114178j 0.00259763-0.000758413j -0.00274469-0.00223835j -0.0135092+0.00113492j -0.000120047-0.00447634j -0.00405678-0.0133692j 0.00688024+0.00429532j -0.00665661+0.000419359j 0.00107603-0.00442969j 0.00888185+0.000453461j 0.00540203-0.00216089j -0.00410579-0.00164883j -0.00530984+6.50409e-05j 0.00335103-0.00244776j -0.000910255-0.000421244j 0.00337664-0.00297664j 0.00223834+0.00563788j -0.000393735-0.00248227j 0.00150878+0.00418138j 0.00122447-0.0015j -0.000143517-0.00126686j -0.000882982+0.00245472j 
0.000609529+5.52779e-05j -0.000646145+0.0004368j 0.0054756+0.00114817j -0.00185389-0.00146075j -0.00440533-0.000391325j -0.00131946-0.000310293j 0.00137391+0.00144768j 0.00345473+0.000757041j 0.00628568+0.00150022j -0.00609672-0.00459927j -0.00265893+0.00345154j 0.00355035+0.000674051j 0.000176711-0.00877713j -0.00333755+0.000315524j -0.00925863-0.0014033j -0.005631+0.0106627j -0.0151163-0.00880321j -0.00328316+0.00964356j 0.0107121-0.0118439j 0.00185759+0.00158103j 0.00580792+0.00262891j -0.0154573+0.00854852j -0.00505825+0.00452221j 0.0101517-0.00671221j 0.00329801+0.00247229j 0.0115157+0.00559097j 0.00433026+0.00592614j 0.00817365+0.0127214j 0.00119045+0.00259102j 0.00144016+0.0121098j 0.0057985+0.00199971j 0.00157218+0.00562059j -0.00114595-0.0128437j 0.00371259-0.00636271j -0.00974248+0.00546963j 0.00608515-0.00104506j -0.00956287+0.00388924j 0.000544368+0.00216143j 0.00156608-0.00119393j 0.004588+2.93393e-05j 0.00175031+0.00197457j -0.00643946+0.00314408j -0.00419959-0.00179553j 0.000343888-0.00375266j 0.00203781+9.1471e-05j -0.000650796-0.00353122j -0.00244904-4.42269e-05j -0.00516156+0.0021591j 0.00281394-0.00319702j 0.00276835+0.000883839j 0.000563828+0.00366961j 0.00159261-0.000612966j -0.00435719+0.0018652j -8.39841e-05-0.00151683j 0.000392389+0.00328348j -0.000273227-0.00532315j 0.00652203-0.000501867j 0.00469471-0.00411309j 0.000952685+0.00196403j -0.00598831+0.00488588j 0.00245399-0.00570527j -0.00118946-0.00724482j -0.00276672-0.00156821j 0.0028039-0.00147635j 0.00257561+0.00486137j 0.00618784-0.0036929j 0.000365389-0.000489566j 0.00447731-0.00577675j -0.0106096+0.00804592j 0.00728942+0.00455805j -0.00684651-0.00505627j 0.0032314+0.00216205j 0.00227161-0.00529202j -0.00972535-0.000480688j -0.0145703-0.00502318j 0.00032661-0.00160868j 0.00933664+1.62104e-05j 0.00709946-0.00056018j 0.000917874+0.0047971j 0.00163165+0.00144837j -0.004676+0.00267587j 0.000674228+0.000915106j -0.00126114+0.000625618j 0.00475255+0.00240275j -0.00121311-0.000712948j 0.00385305+0.00505099j 0.000665926-0.00353831j -0.00271335+0.00477584j 0.00412706+0.00116164j -0.000408411+0.00333274j -0.00126034-0.000766103j -0.000430868-0.00356051j 
-0.00138818-0.000977031j -0.000770709+0.000563536j 0.00477618-0.000461104j -6.18783e-05+0.00158443j 0.00144798+0.0031641j 0.00885414+0.000646587j -0.00414945-0.00246179j 0.00388373+0.00308144j -0.0109776-0.00365464j 0.00802508+0.00586077j -0.0118965-0.00921155j 0.00522802-5.32943e-05j -0.00161728+0.00689794j 0.00714514+0.00140703j 0.00991195-0.00979665j 0.0126888-0.00479302j -0.00154115+0.0168155j -0.00314767-0.00874392j -0.0108165+0.0174755j -0.00881975-0.010174j -0.0162977-0.0199707j 0.0150317-0.0085631j 0.00670622-0.0166772j 0.00212844-0.00166893j -0.00909815-0.000330836j 0.0172612+0.0195174j 0.0116981+0.00692161j -0.0155372-0.00880841j 0.00503816-0.00125717j -0.0041968+0.00856979j -0.00650008-0.00595414j -0.0137635-0.00765066j -0.000850519-0.00805783j 0.00468133-0.00673854j 0.00269268+0.00455683j 0.00695935+0.00228922j -0.00493675+0.00281102j 0.00101284-0.00258012j 0.000603792-0.0028145j 0.00469562+0.00131429j -0.000231207+0.00177625j -0.00104604+0.0012338j -0.00356581+0.00126902j 0.000512443+0.00257407j -0.00239839-0.00144642j -0.0053188+0.00141736j 0.00302274-0.000281565j 0.000923949-0.00206581j 0.00124918+0.00656699j 0.000470371+0.00263277j -0.00541132-0.00424757j -0.00156929-0.000284741j -0.000976416-0.000758731j -0.00238041+0.00564137j -0.00188866+0.00122265j -0.000144086+0.00713405j 0.00121199+0.00128794j -0.00477748+0.00357478j 0.0028321-0.000146105j 0.00219296-0.00998133j -0.00038796+0.00101732j -0.00227611+0.00673551j -0.00227888-0.000274571j 0.00345805-0.00113648j 0.00867088-0.00914606j 0.00346254+0.00563006j 0.00405192+0.00667276j -0.00319998-0.00313628j 0.0060912-0.00319933j 0.00512746-0.00199876j 0.00218223+0.00109198j -0.00272631+0.00233151j -0.00444448+0.00435083j 0.0105545-0.0155373j -0.00245646-0.00396224j 0.00237777-0.00256307j 0.00333063+0.00573662j 0.00188989+5.73797e-05j -0.00352534+0.000803109j 0.00125649+0.0020427j -0.000825889+0.00371509j 0.0036753+0.00257553j 0.00285449-0.00373147j 0.00229418-0.00205288j -0.0022068+0.000856928j -0.00301229+0.00272614j -0.00474359-0.00429868j 0.00141801+0.00326747j 0.000162831-0.00108493j 0.00134754+0.00239161j 5.61409e-05-0.000432677j 0.000490239-0.000415791j 
