0.00337094+0.0108285j 0.00301271+0.000806837j 0.00340285+0.00332732j -0.00390581-0.0156454j -0.00367938-0.00532453j -0.00366487-0.00897284j 0.000787192-0.0107881j 0.00365228+0.00388022j -0.00101039-0.0077817j 0.00128137+0.00563295j 0.00124897+0.00963605j 0.00461802-0.000512511j -0.00073883+0.00739756j -0.00293367-0.00449879j -0.000197532+0.00252716j 0.0032189+0.0045644j -0.000943197+0.000905449j -0.000644078-0.00323964j 3.68858e-05-0.00591663j -0.00334657-0.00332963j -0.00155081-0.000696043j -0.00118825+0.00708439j 0.00656986+0.00928523j -0.00311064-0.0106793j 0.00468499+0.00844058j 0.0129974-0.00877579j -0.000957089+0.00268977j 0.00142995+0.00752187j 0.000563844-0.00157183j 0.00345047+0.0168547j 0.00302633+0.00632498j 0.00337971-0.00479685j -0.00509855-0.0109047j 0.000267365-0.00205111j -0.000949847+0.00467511j -0.00405138-0.00531046j -0.00255367-0.00104445j -0.000375952-0.00564646j -0.00423638+0.00665691j -0.00199785-0.00792456j -0.00605178+0.00897333j -0.00104201-0.0039219j -0.00511488+0.0130033j -0.00131081-0.00214071j 0.00678474-0.00433397j 0.00279386-0.00403696j 0.00494776+0.000234031j 0.00477838+0.00595573j 0.00810249-0.00170267j -0.010007+0.0167905j -0.00932863+0.00614035j 0.00613203-0.0118072j 
-0.000669502+0.00517143j -0.00137595+4.29301e-05j -0.00235318+0.000766031j 0.00123214-0.00423224j 0.000701189+0.00123522j 0.00085026-0.0016102j 0.00134449-0.00385831j -0.00235439-9.25278e-05j -0.00196406-0.00204334j -0.000400961+0.00553883j -0.00151964+0.0037862j 0.0024888-0.000524927j 0.000461926-0.00211213j -0.000505225-0.00229597j -0.000334311+0.0014396j -0.000685589+0.000166805j -0.000387383+0.00499553j 0.000529399-0.00241913j -0.00185316-0.00162762j 0.00190285+0.00418492j 0.00105128+0.000684303j 0.000945639+0.00123959j 0.00198193+0.000886168j -0.000142939+0.00149195j 0.000419511-0.000440172j -0.000863635+0.00195854j 0.00139009+0.00195817j -0.00131957+9.20502e-06j 0.000409536+0.00044596j 0.000314188-0.00330931j -0.000568052+0.00217372j -0.00271705-0.00123297j 0.00135121+0.0063308j 0.00207858+0.00732857j -0.0018492-0.00111148j -0.00221756+9.65546e-05j -0.0012922+0.000671181j 0.00209311-0.00425464j -0.00175776+0.00147289j -0.000916222+0.00201067j -0.00606082+0.00907872j -0.00683882-0.0134464j 0.00645048-0.0178766j -0.0108838+0.000316801j 0.00120151+0.00356303j -0.00748814-0.00852113j -0.013354+0.00146415j -0.00572082-0.00438872j -0.00493794-0.00216544j 0.00475241+0.00116814j 0.00408324+0.00571903j -0.00797201-0.00757713j 
-0.000163266+0.000479625j 0.00420628+0.00341736j 0.00191048+0.00277556j 0.000747916+0.00102176j -0.000868857-0.00201538j -0.00168228-0.00356434j -0.000394339-0.000349171j -0.00152689+0.00524528j -0.00244343+0.00273851j 0.00331984+0.00447621j 0.00210463+0.00804354j 0.000303976-0.00264748j 0.00213399-0.00568336j 0.000214855-0.00310143j -0.0020298+0.00263681j 0.000170231-0.00142696j -0.000539884+0.0043963j 0.000375845-0.00383297j -0.00100786-0.00215858j 0.00052642+0.00353114j 0.00331256+0.00389114j 0.00116846+0.000273535j -0.00169649-0.00216907j -0.0023319+0.00142373j -0.00389089+0.00149189j -0.000358403-0.00175972j -0.00176013+0.0013233j -0.00147711+0.000824512j -0.0019235+0.00365384j 0.00224737-0.00293693j 0.000964821+0.00242732j -0.00285129-0.00363713j 0.00147311+0.00475461j -0.00575301+0.00536308j 0.00381819-0.000656628j 0.0019344-0.00353136j 0.00208051-0.000703136j -0.00651162+0.00590531j 0.0016159-0.00423709j 0.0044285-0.000118443j 0.00673736+0.00881357j -0.00715629-0.00386617j -0.0160592-0.0105536j -0.0107935+0.00733097j 0.00221184+0.00257009j 0.0102717+0.0221095j 0.00654775+0.0176833j 0.0143608-0.00759127j -5.00196e-05+0.00730782j -0.000463259-0.0125175j 0.00382602+0.00724089j -0.0100395+0.0135332j 
0.00592906+0.00468589j -0.0014143-0.000556218j 0.000899508+0.00311246j -0.00520637-0.00646277j -6.44533e-05-0.00273923j -0.00154074+0.000669899j -0.00347259-0.00452731j 0.00196129+0.00638114j 0.00174446+0.0015614j 0.00159248-0.00180312j 0.00205628-0.00120343j -0.00256881-0.00657121j -0.00178625-0.00144892j -0.000552466+0.00088485j 0.000673506+0.00088935j -0.000608975-0.000375352j 0.00266323+0.000865995j -0.000768198-0.00330154j 0.000333539+0.00183382j 0.00123161-0.00407491j -0.00115958-0.00469176j -0.000967706-0.0011483j 3.35067e-08-0.000303623j 0.00196682+0.000778686j 0.000403792+9.90523e-05j 0.000505073+0.00209955j 0.0021458-0.0019322j 0.0010666+0.00105947j 0.000593939-0.000960748j -0.00363087-0.00196488j -0.00140447+0.00366444j -9.77786e-06+0.00639681j 0.00240366+0.00136575j 0.0039002+0.000228041j 0.000836156+0.00284395j 0.000556407+0.00327826j -0.000276999-0.00270279j 0.0016177-0.00136387j -0.000163945+0.00284937j 0.00141201-0.00124938j 0.0153705+0.00457962j 0.00329971+0.00962704j -0.00957923+0.00712841j 0.0169577+0.0205479j -2.7511e-05-0.00516021j -0.012919-0.00717533j -0.00281009+0.0177828j 0.00100882+0.0244049j -0.000889342+0.0136613j -0.00226005+0.00300992j 0.0106681-0.0202915j 0.00249387+0.00679272j 
0.00156747-0.00364124j 0.00480104+0.00312968j 0.00490212+0.00327766j 9.72776e-05+0.00171197j -0.00155957-0.00296654j -0.00233378-0.00114187j 0.000471484+0.00191827j 0.00551358+0.00327296j 0.000424623+3.70947e-05j 0.000297066-0.000207029j 0.00118555+0.000195959j -0.00100499-0.00102351j -0.0048241-0.00117416j -0.00428024-0.000495983j 0.00171847-0.000280651j -0.00152338+0.000175815j 0.00308811+0.000479259j -0.0047481-0.00126426j -3.90843e-05+0.00340636j -0.00220371-0.00377271j 0.000744658-4.3371e-05j -0.00128304+0.000323969j 0.000899301-0.00213139j 0.000350184-0.00130609j 0.0039128-0.00142553j 0.0032143+0.00165741j 0.00145719-0.00289782j 0.000411579+6.8392e-05j 0.00368281+0.00089259j -0.00286049-0.000862937j 0.00347355+0.00321278j -0.00270948+0.00351047j 0.00636619-0.00418007j 0.0121414-0.00173235j -0.00305997+4.20693e-05j -0.00111787+0.00676423j -0.00320372+0.00553806j 0.00682093-0.00782563j -0.00400075+0.00626067j -0.00134127-0.000166723j -0.0074186+0.00399779j -0.0185057-0.000817806j -0.0039446-0.0129786j 0.0011872+0.00140977j -0.00777192-0.00261065j -0.0118528+0.0125424j 0.0114457+0.0164409j -0.00272311-0.0158579j -0.0028219-0.00477195j 0.00805479-0.0118788j 0.000609545+0.00175824j -0.00256581+0.0170574j 
-0.00178128+0.000305511j 0.000643953-0.00515201j -7.39158e-05+0.00108058j 0.000443064-0.00316991j -0.00061218-0.00521589j -0.00280456+0.00382397j 0.000455188+0.000137782j -0.00101161+0.00968403j 0.00165818-0.00099467j 0.000178346-0.00167128j 0.00348989-0.000553505j 0.000497298-6.10445e-06j 0.0003627-0.00631855j -0.000481996-0.0035348j -0.000480636+0.00449268j -0.000579383-0.00168672j -0.000463417+0.00170456j 0.0030281-0.0026268j 0.000740213+7.04138e-05j 0.00213043+0.000820682j 0.00205086-0.000597586j -0.000219763+0.00156359j -0.000651734+0.000596734j 0.00183353+0.00253304j 0.00247163+0.00436375j -0.00503976+0.00145424j 0.00340377+0.000126149j 0.00220446-0.00108881j 0.00113268+0.00649538j 0.000690799-0.00547062j -0.00593585+0.00180089j -0.0075471+0.00206905j -0.000179504-0.00182485j 0.00398642+0.00800467j 0.00222194+0.00220923j -0.00441553+0.0069585j -0.000553144-0.00782431j 0.0125464+0.00968022j 0.00108164-0.0052952j -0.00412665-0.00313295j -0.00985792-0.00136926j -0.00198288-0.00604746j 0.00020984+0.00345409j 0.0102858-0.0117084j -0.00389914+0.000936933j 0.0094717-0.00416448j 0.00263481-0.00404543j 0.00164499-0.0168129j 0.0165777-0.0034057j 0.00399186+0.0013818j 0.00248608+0.00690103j -0.000498537-0.000660306j 
-0.00350234-0.000899605j 0.00432648+0.00236963j -0.0033835-0.00447881j 0.00345457+0.0033211j 0.00186161+0.00362847j -0.00175617-0.00577737j 0.00150088-0.00208621j -0.00986761-0.00744827j 0.00213456+0.00504649j 0.00286587-0.000210087j 0.00143985+0.0081222j 0.00139325-0.00176903j 0.00494505+0.00585911j 0.00243463+0.0019953j -0.0053654-0.0014038j -0.000799158+0.00164698j -0.00356234+0.000209253j 0.00409929+0.00224494j -0.00154211-0.00266261j 0.000675995+0.00218322j 0.00327829+0.00172266j 0.000204642-0.00146452j -0.00123223-0.00102832j -0.00431865+0.00171128j -0.00445997+0.0024085j 0.00593269-0.00389017j -0.00267848+0.00377995j 0.0003718+0.00618149j -0.00435974-0.00178222j 0.00437068-0.00256745j -0.00251539-0.002955j -0.0109154-0.00377118j 0.00198814-0.00219939j -0.0042977+0.00285488j -0.00587275-0.00144278j -0.0139104+0.0024015j 0.00966775+0.00102263j 0.0057163+0.00732801j 0.0106278-0.00398476j -0.00618029-0.000839353j -0.00478275-0.00606495j -0.00847944+0.00541857j -0.00171902-0.0013564j 0.00515044+0.0232796j -0.00740835-0.0023182j 0.0004166-0.000801021j -0.012086+0.0019902j -0.00494742-0.000812763j -0.00495175+0.01913j -0.010093+0.00679692j 0.00525606+0.00834081j -0.00147453+0.00361261j 
0.00254137+0.00143618j 0.00438526-7.9883e-05j 0.00455301-0.00121889j 0.00126443+0.00136828j -0.00290789+0.00190525j -0.00209698-0.001001j 0.00127314-0.000564009j 0.00736+0.00185615j 0.00174148+0.00329944j 0.00177175-0.00110044j 0.00305765+0.000451439j -0.00212941-0.00209798j -0.00748276-0.00437417j -0.00534195-0.0012162j 0.00252439+0.000675418j -0.00427019-0.000664237j 0.00381281+0.00137262j -0.00557493-0.00442589j -0.00189234-0.00118739j -0.000708442+0.00157911j 0.00265394+0.000904039j -0.000870257-0.00272132j -0.00119278+0.00147653j -0.00101171+0.00300283j 0.00164371+0.00303971j 0.00241968+0.00648613j 0.000216079+0.00180149j -0.000559962+0.000143312j 0.00418623+0.00237318j -0.00507333-0.00201808j 0.00583843+0.00175159j -0.0016984-0.0034781j 0.00803544+0.0022888j 0.00769359+0.00986532j -0.0041514-0.00888239j -0.00500112-0.00526036j -0.0040399-0.00425254j 0.0076674+0.00701247j -0.00087004-0.00413859j -0.000200467-0.00585697j 0.00764177-0.0154688j -0.00785241-0.00654476j -0.00146348+0.0201469j -0.00128088+0.00295547j -0.00216554-0.00384011j 0.0138753-0.0193008j 0.0130725-0.00758499j 0.0054346-0.0254623j 0.00553409-0.00487172j -0.00991037+0.00367654j -0.000436558-0.00618336j 0.0118041+0.00782572j 
-0.00471848+0.00227748j 0.00143108+0.000328368j -0.00160673+0.00102538j 0.0048071-0.00314583j 0.00102901-0.00132218j 0.000645233+6.3665e-05j 0.00362544+0.000503964j -0.00198016-0.000775157j 0.00108724+0.000280581j 0.00172387-0.000313187j 0.000345669-0.00136683j 0.00459252+0.0011393j 0.000772071+0.000758221j -0.00107771+0.000171017j -0.00136693+5.70815e-05j 0.00395052-0.00106832j -0.000115935+0.00156971j -0.000140819+0.000658163j -0.000220997+0.00164957j 0.00241514-0.000738097j 0.0026459-0.000847911j 0.00115525+0.00160643j 0.00198652+0.000381263j 0.000884579-0.001218j 0.00436775-0.00232784j -0.00726443-0.00437822j 0.00404359+0.00111066j 0.00265608-0.00533504j -0.000768064+0.00335884j 0.00266281+0.00138828j -0.00369728+6.17587e-05j -0.00195656+0.000470546j 0.000821838+0.00366813j 0.00410299+0.00194758j 0.00482125-0.00314011j 0.00519668-0.00404296j 0.00262006-0.000939266j -0.000402461+0.0055684j -0.0133633+0.00526813j 0.00410866-0.003332j -0.00830694+0.001562j 0.00231701+0.00522604j -0.0125059-0.000196749j -0.0117573+0.0140016j 0.00544162+0.000506766j 0.0141992-0.0176207j 0.00214796-0.00795122j -0.0242082+0.00255739j -0.00675283+0.000573719j -0.00702334+0.000135801j 0.014954+0.00546137j 0.000531468+0.00370127j 
-0.00267606-0.00140731j 0.00421178-0.00232305j 0.000545289-0.00255534j 0.000955538+0.000459118j -0.000332352+0.000164483j -0.00282553+0.00178356j -0.000679429+0.00128891j -0.00348141-0.00521442j 0.00104022-0.000202302j 0.00279727+0.000957234j 0.00268713+0.00110691j -0.00269967+0.00263767j 0.00429792+0.00436852j 0.00236049+0.00265095j -0.00354187-0.00151606j 0.00324508+0.00169758j -0.000501523-0.00165073j -0.000481356+0.00546205j 0.0024143+0.000983396j -0.000954566+0.00284177j 0.000236879+0.00200079j 0.00150954+0.00218031j -0.000998457-0.00183854j -0.000509841-0.000891411j -0.00197007-0.00461517j -0.00398172-0.00954497j -0.000914992+0.000316417j 0.00244771-0.0032188j -0.00543696+0.00093862j 0.0026687+0.00418575j -0.00109033-0.00456886j 0.00110259+5.90242e-05j 0.000258319-0.00603295j -0.00372878-0.00847527j 0.00708382+0.00337549j 0.00644165+0.00199453j 0.0115468-0.0019354j -0.00802843-0.00151853j 0.0017084+0.00482667j 0.00100213+0.00214488j -0.00174312+0.00195237j 0.0119991+0.0115484j -0.0150037-0.00261092j 0.0190663-0.00349461j -0.00483132+0.00989774j 0.0122709+0.021262j 0.0255846-0.00481805j 0.00342269+0.00215032j 0.00807823+0.0130757j -0.00772697-0.00308583j -0.00533651+0.000717429j 0.0125147-0.00141347j 
-0.0021572+0.000626908j -0.00169007-0.00340588j 0.00240874-0.000282345j -0.000203966-0.00155809j -0.00255644+0.000944701j 0.000118895+0.00335424j 0.0021121-0.00151755j 0.00345179+0.0014042j -0.00265795-0.00421611j -0.00214527+1.00089e-05j 0.00143853-0.00535466j -2.51331e-05+0.00162209j -0.002827+0.000919692j -0.000595631+0.00133841j 0.00354784-0.000958436j -0.00282347+0.0016578j -0.000185198-0.00246112j 0.00126378-0.000626222j 0.000893042-0.000311579j -0.00164021-0.00054309j 0.00249428-0.00406759j -0.00164935+0.000733151j -0.00532822+0.00322958j 0.000660134+0.00111915j -0.00401567+0.00185549j 0.00593428+0.00141683j -0.00487372-0.00215509j -0.0066792+0.00354766j 0.00718967-0.00684451j -0.000461289-0.00306754j 0.00180211-0.000675548j -6.90628e-06+0.00497929j -0.00946317-0.00189428j -0.00782012-0.00918179j -0.00517374+0.00629041j 0.00229648+0.00423522j -0.0051029+0.00559657j -0.00181621-0.007397j 0.0109509-0.00147492j 0.0012577+0.00360738j 0.0123982+0.0132842j -0.00910804+0.00670161j -0.000877791+0.000492588j -0.0063967-0.012293j 0.00432327+0.0039752j 0.0155704+0.00840006j -0.00109206-0.0124551j -0.0189672+0.00545224j -0.00543188-0.00627417j -0.00746124-0.00895358j 0.00712884-0.00203396j 0.00815057-0.000618732j 
-0.000902599+0.00272142j -0.00190937-0.00251178j 0.00189054-0.00136642j -0.000377817-0.0022887j -0.00273466-0.000226477j 0.00485665-0.00215071j 0.00183786-0.00167459j 0.00282301+0.000270914j -0.000236781+0.000225228j 0.00116353-0.000281626j -0.00321021+0.00285154j 0.00295214-0.0058528j -0.00123429-0.00304987j -0.000850572+0.00363137j 0.000857594-0.000144793j 0.0012799-0.00770516j -0.00172618-0.00167024j 0.0051442+0.00208475j 0.00420577-0.00352204j -0.00183483+0.00345482j -0.00128915+0.0048527j 0.00320203-0.00277648j 0.000174561-0.00614753j -0.00503842-0.000319501j -0.00285396-0.00880677j -0.00151629+0.0133804j 0.000133514-0.0040061j -0.000569281-0.00459496j 0.00482922+0.00151522j 0.00360502+0.00100958j 0.00331469+0.00217034j 0.00844728-0.00799694j 0.00567739-0.0105036j -0.00192573-0.00990321j -0.00293119-0.00246786j 0.000608271-0.0052379j 0.0137586-0.00397755j 0.00715259-0.0107395j 0.00873298+0.00684092j -0.00529096+0.000331553j -0.00549836+0.0138725j 0.00203117-0.000405518j -0.0088863+0.00573349j -0.0012305-0.00815621j 0.0035924+0.00341667j -0.0115354+0.00221541j -0.000343129-0.0139662j 0.0025261+0.00664512j -0.00757844-0.00561371j -0.00222768-0.00634546j 0.00397463-0.000213538j -0.000108313-0.00220982j 
0.00112081+0.0023273j -0.000980864+0.000811232j -0.00162286-0.00177595j 0.00253039+0.00330188j 0.000327475+0.00347069j 0.00105426+0.000531176j -0.000669453-0.00303613j 0.00149786+9.53315e-05j -0.0002531+0.000531859j -0.000160698+2.54219e-05j -0.000977515+0.00411756j -0.00025805-0.000169262j -0.00130486+0.0021055j -0.00103778-0.00289674j -0.00164461+0.00241298j -0.00347283+0.0058153j 6.90577e-05+0.00268698j -0.0033504-0.00531677j -0.0018558-0.0036315j -0.000484207+0.00150603j -0.00261271+0.00146511j 0.00208421+0.000297089j 0.00304789+0.00187869j -0.00133163-0.00111338j 0.00459705+0.000935744j 0.00521946-0.00348201j -0.00303945+0.00565679j 0.00512211-0.000835037j -0.00845492+0.000872516j -0.012824+0.00162186j 0.00193014+0.00484901j -0.00067966+0.0118193j -0.00319697-0.000470796j 0.00507565-0.00120138j 0.00752549-0.00105273j 0.00158809+0.0142164j 0.00228643-0.00718237j 0.000322308-0.0195295j -0.00739767-0.010597j -0.00648796+0.0142032j 0.000409781+0.00415788j 0.00249291+0.0140704j -0.00638678-0.000185239j -0.0121294-0.0148489j -0.0091014+0.014074j -0.00153542-0.00220515j -0.00569009+0.00912365j -0.00891881-0.000584127j -0.00230249-0.00604451j -0.000358903+0.00282912j 0.00240704-0.00328927j 0.000618487-0.000373717j 
0.000797569+0.000749966j 0.00215984-0.00322894j -0.0053156-0.00131411j 0.00281865-0.00225687j 0.00414008+0.00111309j -0.00900472-0.00589147j -0.00312895-0.00393185j -0.00515474+0.00231123j 0.00589311-0.00247732j -0.000874588-0.0038933j 0.0106828+0.00251591j -0.00420283-0.00528205j 0.00272061-0.00337702j 0.000161794+0.00315777j -0.000579557+0.00261513j -0.00280541+0.000797869j 0.00240981+0.0016922j 0.0020236-0.00507182j -0.00592645+0.00225871j 0.00381322+0.00258478j 0.00764808+0.00120831j -0.00471767-0.00732294j -0.00700268-0.00214243j 0.00190351+0.010864j -0.0023545+0.00559336j 0.00364478-0.00903379j 0.00749133+0.00361612j 0.00457877-0.00181185j 0.00236792+0.000972718j -0.000519059+0.00156099j 0.00301769-0.0123546j -0.00421728-0.00510659j -0.00198313-0.0129486j 0.0043218-0.000936762j -0.00977483+0.0122089j 0.00313512+0.0133192j -0.00196519-0.0145961j -0.00486809-0.0128979j -0.00933023-0.0136657j 0.0091496+0.010113j -0.00789214+0.00212814j 0.00445563+0.00890373j 0.0046417+0.00376825j 0.00611927+0.003807j 0.00368134+0.00733779j -0.00703285+0.013357j -0.00160649+0.0111994j -0.00745164-0.0124437j 0.00880148+0.00917021j 0.00258935+0.00983125j 0.00477912-0.000273369j 0.0021647+0.00218474j 
0.00128048-0.000982031j -0.00515763-0.00229943j 0.0029254+0.000625013j -0.00514213-0.00415194j -0.000832424-0.000367556j -0.003048-0.00211286j -0.00118651-0.00338822j 0.00707861+0.00169962j -0.0039828-0.00337768j -0.00387608+0.00315563j -0.00198209+0.00209487j -0.00284062-0.000408344j -0.00731688-0.00374455j 0.00262967+0.00201028j 0.00164441-0.00239462j -0.00822182+0.0020438j -5.85763e-05-0.0036858j 0.000774575+0.000350488j 0.00265354+0.000969567j 0.00110288+0.00471421j 0.000261127+0.000563083j -0.00166265-0.00467049j -0.00184589+0.00364473j 0.00417501+0.00449175j 0.0032628-0.000449766j 0.00664413+0.00312163j -0.00890031+0.00886804j -0.00552176+0.000995882j -0.0080949-0.00279706j -0.00700527+0.00422102j -0.00175118-0.014631j -0.0114796-0.0129237j -0.00644747-0.0016525j -0.000913511-0.00770469j 0.00180353+0.0144885j -0.00138831-0.010316j -0.00450949+0.00616129j -0.0137896+0.00641219j -0.000976142+0.00359224j -0.00974552-0.000201821j 0.00367238-0.00399674j 0.000256431-0.00280661j -0.001626-0.00602032j -0.0145818+0.00938288j 0.00463238-0.0162194j 0.00305436+0.0126063j -0.00564338-0.00263994j 0.00166987-0.00408273j -0.00593012-0.00105526j -0.00168313-0.0061812j -0.00314418-0.00248959j -0.000482603-0.00320355j 
-0.00156269-0.000487011j -0.00362611-0.000946784j -5.29018e-06-0.00119135j 0.000382883-0.00013326j 0.00233476+0.00129406j 0.00284855-0.000598313j -0.00203405+0.000174362j 0.00412125+0.00110397j -0.00161233+0.00129423j 0.000147405+0.00215897j -0.00456792-0.00309273j 0.0015463+0.000732076j 0.000604893-0.00108134j 0.000728872+0.000141805j 7.72469e-05-0.00371726j 0.00528693-4.90849e-06j -0.00205182-0.00131039j -0.000302831-0.000253864j 0.00254516+0.000994223j -0.000982031+0.00311984j -0.00792325-0.00216283j 0.00199398+0.00232897j 0.00525507+0.00477399j 0.00165967+9.63609e-05j 0.00713153+0.00810668j -9.34094e-05-0.00856677j 0.00335537+0.00521798j 0.0160435+0.0138632j -0.00510122-0.00992103j -0.00228799+0.0003686j -0.000544699-0.00437236j 0.0114448-0.00195736j 0.00317357+0.00895953j -0.00211107+0.0137253j 0.0068711+0.019781j 0.0075441+0.00543155j 0.0200417+0.0124283j 0.000623363-0.00195643j -0.00676326-0.0261309j 0.00256305-0.00154407j 0.00271399-0.022037j 0.00182714+0.0189307j -0.00495414-0.0190343j -0.00552633-0.000597869j 0.00304206-0.00478082j 0.00837484-0.00288756j 0.00124886+0.0126954j 0.00583526+0.00396373j -0.00291555-0.00100839j -0.00262959-0.000786982j -0.000987921+0.000400951j -0.00175973-0.0038063j 
-0.0012799-0.000451385j 0.000886251-0.00285714j 0.00247077-0.000246749j -0.000132453-0.0018357j -0.000762416-0.00040991j -0.00166521+0.00310079j 0.00168625-0.000423465j 0.0041014-0.00142405j 0.00134351-0.00217546j -2.09712e-05+0.00323374j -0.00156218-0.00246717j 0.000635495+0.000408745j -0.00537269+0.00217846j -0.0015088+0.00279684j 0.000808203-0.00413642j 0.000706599+0.0016535j 0.00159223-0.00464348j -0.00333152+0.00332649j 0.00411096+0.00276983j -6.30318e-05+0.0030967j -0.00226869-0.0017878j -0.00196081+0.00381032j 0.00476199+0.00263138j 0.00422877-0.000475989j 0.00818608-0.0038287j 0.00534904-0.00150789j 0.00137127-0.0013642j 0.00293944+0.00329151j -0.000230801-0.0065406j -0.00374761+0.00328785j -0.00258842-0.00668437j -0.00473464+0.000225156j 0.00700184-0.00476111j 0.0124119-0.00745569j -0.0047887+0.01446j -0.00517758+0.00252134j 0.00645509+0.0142109j 0.0130009-0.00264107j -0.00247272+0.00240732j -0.0107828-0.00455218j -0.0180447-0.00284562j -0.0126926+0.0146669j 0.00425919-0.0136917j 0.01573+0.00556517j -0.0107926-0.00476867j -0.0172528-0.00109547j 0.00461309-0.00154656j -0.0191846-0.00291635j -0.00305892-0.0039789j 0.00435126-0.00268141j -0.000241281-0.00050142j 0.00756439-0.00186517j 
-0.00217066+0.000175311j 0.00142688-0.00172966j -0.000620995+0.000351999j 0.00205837-0.000585339j 0.00150398-0.000486357j 0.00153892+0.000909098j -0.00105398+0.000108729j -0.00208821+0.00306462j 0.00191816+0.00209415j 0.00248376-0.00145965j 0.00322799+0.000236958j 0.0042538-0.00075312j 0.00568748-0.00239573j -0.00133773-0.00120313j -0.00125257+0.00400084j 0.00920956+0.00109041j 0.00226112-0.00148441j 0.00346263+0.00150184j 0.00276319+0.00173873j 0.00116493-0.00173685j 0.00489699-0.00351679j 0.000706532-0.00177008j 0.00360483-0.0030364j 0.000285706+0.00079997j 0.0145012-0.0118201j -0.00717852-0.00368761j 0.00437029+0.00905958j -0.00990841+0.0132048j -0.00626682+0.0133777j -0.00852567+0.0102731j 0.000373821-0.000172125j 0.000220515+0.00891838j 0.00208459+0.00405998j -0.0138505+0.00358267j -0.0150001+0.00116554j 0.0118207-0.00278594j -0.0004226+0.0105047j -0.00878224+0.00728902j 0.0127733+0.000823882j 0.00106111+0.00714087j 0.00310856-0.00307525j 0.00170149+0.00260795j -0.008105-0.00167742j 0.00410648+0.0060413j 0.00186904+0.00545653j 0.00151102-0.00461303j 0.00452851+0.00412572j 0.00223634+0.00492943j 0.00549387+0.000812763j 0.000702399+0.00172808j 0.00351531+0.00260674j -4.54525e-05+0.000538213j 
-0.000604527+0.0020644j -0.00180138+0.000634849j 0.000571046-0.000146554j -0.00432188-0.000395663j -0.00247528+1.91626e-05j -0.000854879-0.0011144j 0.00409078+0.0022504j -0.00331105+0.000886174j -0.00196186+0.000573091j -0.000314197-0.00356734j -0.00467536-0.00541627j -0.00204046-0.00189471j -0.000184025-0.00147778j 0.00473368+5.52571e-05j -0.00230018-0.00315944j -0.00623268-0.0104917j -0.00237334-0.0016292j 0.00443432-0.00302863j 0.0024264-0.00408955j 0.00224955-0.00311316j 0.0018393-0.00535445j 0.000162852+0.00124179j -0.00301762-0.00307296j 0.00204657-0.00134227j 7.06126e-05-0.0038279j 0.00206519+0.00403983j -0.0104566-0.011067j -0.0024452+0.00388549j -0.00480743-0.00792463j -0.000588281-0.0160416j -0.00784654+0.0114055j -0.0147913-0.00453376j -0.00964607-0.00476931j -0.0054368+0.0138797j 0.00802426+0.0039928j -0.00576038-0.00496352j 0.00277202-0.0159189j -0.000459869-0.00441251j 0.00640463-0.010889j -0.008622-0.00710081j 0.00609457+0.00961607j -0.00287401+0.00112154j -0.00567076+0.00156597j 0.0116106-0.0208511j -0.00604815-0.0101591j 0.0085659+0.00109907j -0.009882-0.00831896j 0.00489204-0.000742772j 0.0056525+0.00043982j -0.00303116+0.00142956j 0.00453568-0.00183058j -0.00237926+0.00024814j 
0.00399584-0.000758839j 0.00153237+0.00121614j -0.000353182-0.00196487j 0.000457735+9.68336e-05j -0.00117208+0.000365576j -0.00291923-0.0011274j -0.0005171+0.00214615j 0.00260923-0.0063982j 0.000586318+0.00317687j 0.00153853-0.00262608j 0.00397572-0.00199949j -0.00433575-0.00458991j -0.00461332+0.00396559j -0.00188905+0.00284664j 0.0025272-0.00314459j -0.00165895-0.00516831j 0.00454953-0.00161534j -0.00964547+0.000232434j -0.00535496-0.00119557j 0.00721528-0.00170957j 0.00497605-0.0038644j -0.00232648+0.00250752j 0.00045791-0.00570332j 0.00518954-0.000555289j 0.000426227-0.012646j 0.00464955-0.00444499j -0.000106442-0.0111215j -0.00493074+0.00604353j 0.00253739+0.00203176j -0.000889372+0.00748116j 0.00038461-0.000553571j -0.00357159-0.00429157j -0.00553137-0.00652157j -0.00476013+0.0104678j -0.000391409+0.00618637j 0.00711822-0.0078011j -0.0093012-0.0108673j -0.0221953-0.00161912j -0.00767761-0.00556621j 0.0117825-0.00520811j 0.0101629-0.00100468j 0.000160447+0.00215713j 0.00608787+0.00825364j -0.00725654+0.00167232j 0.00634328+0.000666518j -0.00271987+0.00601037j 0.00368671-0.000259535j -0.00579799-0.00819363j -0.00813721+0.00180376j 0.000299048+4.46801e-05j -0.00518962-0.00228707j 0.0022488+0.00128449j 
