-0.0487919+0.080201j -0.0431538+0.0521028j -0.103551+0.0241406j -0.083209+0.00201138j 0.035097-0.0295712j 0.0481163-0.0450106j -0.0673308+0.00379325j -0.0827894-0.0317256j -0.00699665-0.0189755j -0.0198842+0.0294019j 0.0423591-0.0321256j -0.0259974+0.0378122j -0.0694691-0.0566584j 0.0323492+0.00774634j -0.00704361+0.0102208j -0.00988847-0.00206224j 0.0112555+0.0268584j -0.0257156+0.0330058j 0.0266515-0.00329533j 0.0263373+0.0386496j 0.00855258+0.0196419j 0.041741-0.00896305j -0.0235108-0.00313705j -0.0372417+0.0118713j -0.00305721-0.045847j 0.0101466+0.0138836j -0.0373302-0.00263772j -0.00925734-0.0170237j -0.00243517+0.0163063j 0.00992254+0.0212862j 0.0104385-0.0433906j 0.000162517-0.0277094j 0.0465728+0.0152214j -0.022122+0.00285695j 0.0402267-0.0707512j -0.031433+0.00142739j 0.0298165+0.0130317j -0.0540294+0.0070752j 0.0328845+0.0252245j -0.035596+0.166008j 0.153559+0.155574j 0.201495-0.208492j 0.0180981+0.203574j 0.273138-0.127921j 0.0492562+0.0113001j -0.0301285-0.141035j 0.0338753-0.0140209j -0.0683083+0.0693062j 0.0420191+0.0150891j 0.065544+0.0792268j 0.0237991+0.00760903j 0.0021397-0.0158594j 0.0402942-0.0416828j -0.00740848-0.00338158j -0.0254559-0.0265259j 0.0245335+0.050054j -0.00062229+0.0131593j 0.00997719+0.0236082j 0.00428763-0.00279728j -0.0214846+0.00814573j -0.0186015-0.0147049j -0.00269921-0.00583521j -0.0159815+0.000818816j -0.00750992+0.000350087j -0.00896576-0.0132485j 0.0180765+0.00225831j -0.00916627-0.0112726j -0.00937878-1.2753e-05j 0.00757335+0.013529j 0.014592-0.0129568j 0.000364521-0.0122418j 0.000219287+0.0173572j 0.0173606-0.000764717j 0.00414538+0.0173489j -0.011839-0.00659037j 0.00218719-0.012496j -0.0141368-0.0080776j 4.649e-05+0.00727178j 0.0118218-0.0157073j -0.009482-0.0153979j -0.0126748-0.00370936j -0.00609638+0.00299326j -0.0119782+0.00736719j 0.00421168+0.0146151j -0.000287507+0.00607797j -0.0169611+0.0239529j 0.0233315-0.0119063j 0.00293912+0.0162361j 0.0032728+8.21628e-05j -0.00318498-0.0274584j -0.0467841+0.0479397j -0.0477333-0.0424772j 0.0604821+0.034991j -0.0101325+0.0172552j 0.0767817-0.119743j 0.0479846+0.0556806j 0.0113334+0.00572995j -0.0847725-0.0529507j 
-0.0168243+0.0081367j 0.0083205+0.0129014j 0.0433841+0.0574057j -0.0114672-0.0198728j 0.0377829-0.0317044j -0.0909249+0.00161085j -0.0986135+0.0391215j 0.0380761+0.107987j -0.094142-0.0130604j 0.172224-0.0656393j 0.0271094-0.0584317j 0.00644239-0.0376152j -0.0662653+0.0161303j -0.0584977-0.0691918j -0.082576-0.139273j -0.0294915+0.157521j -0.138696+0.0228636j -0.0126517+0.133269j 0.132098-0.0305603j 0.196681-0.118537j -0.109262-0.229313j 0.0299393-0.0459415j -0.0412283+0.139026j 0.0042875+0.00627824j -0.0925674+0.039088j 0.063006+0.138447j -0.0533594-0.0313139j -0.101759-0.0776183j -0.0976349-0.0916913j 0.138138+0.0112807j 0.0334098-0.0549677j 0.00737568+0.00374596j -0.00377085-0.0485176j 0.0657037-0.0846076j 0.0652368-0.00277586j 0.0570764-0.0661208j -0.040222-0.0175704j 0.0496797-0.0422937j -0.0825275-0.0181472j -0.00883309+0.000889004j 0.0571386+0.0537735j 0.0499856+0.0184559j 0.00817879-0.0340335j 0.0334038-0.0458053j 0.0405265-0.00198312j 0.00444793-0.045822j -0.0166082-0.00141759j 0.0143921-0.00347819j 0.0313841-0.00265809j -0.013099-0.0376995j 0.0184358+0.0134068j -0.0465738+0.0173234j 0.00593872-0.00354031j -0.0240059+0.0120069j 0.00101762-0.0207954j 0.000491011+0.000687322j 0.0043823-0.0215466j -0.00107311-0.0276262j -0.00929511+0.01536j -0.0255571+0.0258162j 0.0187208+0.0246725j -0.0317536-0.00022437j -0.0022605-0.00751203j -0.0173285+0.00106704j 0.0230614+0.0208663j -0.00289728-0.0250855j -0.0411673+0.0292754j -0.025438+0.00965406j 0.0111491-0.00621253j -0.00394142+0.00251936j 0.000114198-0.00479934j 0.020062-0.0130656j 0.00328438+0.00165776j -0.0176038-0.00904373j -0.00489396-0.00471681j -0.0210645-0.00606967j -0.00663064-0.0105355j 0.000497377-0.000209546j 0.011861+0.0150457j -0.000157732-0.00193464j -0.000694206-0.0131517j -0.000284856-0.00163137j -0.00459686+0.00503479j 0.00263285-0.00439421j -0.0029685-0.00591967j 0.00237021-0.00543709j 0.00446282-0.0083863j 0.00634948+0.00350535j -0.000216592-0.00890964j -0.0117573-0.000699003j -0.00373166-0.0046547j -0.00210428+0.00236928j 0.00479644+0.00574403j -0.00415868-0.00418567j 0.00810448+0.00698937j 0.0160285-0.00548275j 0.0061909+0.00773619j -0.0110863+0.00274699j 
-0.0115782+0.0293887j 0.0162088-0.0167625j 0.0309261-0.0207465j -0.0106382-0.0359717j -0.0385365-0.0394193j 0.0274919+0.0306485j 0.0928827+0.0610067j 0.0320075+0.00345926j 0.0167754+0.180808j -0.0937065+0.176775j 0.124202+0.122695j 0.020506+0.0880338j 0.000913713-0.0781606j 0.196128+0.0881551j 0.0549451-0.0513516j 0.109126+0.0161039j -0.0565971-0.00294821j -0.148687-0.0200167j 0.0841452-0.0860972j 0.0172909-0.0127919j 0.114782+0.00396163j -0.0183176+0.0678363j 0.157663+0.0926237j -0.0634749-0.0546601j 0.153393-0.0879664j 0.0404399-0.0294253j 0.103509-0.0604672j 0.0315209-0.0520755j 0.137603+0.153298j -0.00469378-0.0679889j -0.0309238+0.0238816j 0.0546646-0.0171753j 0.100714+0.00847292j 0.0103094-0.0360771j -0.0369513+0.104102j 0.0142709-0.0176943j 0.0152726-0.067109j 0.0234228+0.0907614j 0.036826+0.0283556j 0.031022+0.0140082j 0.0314882-0.0150232j 0.0288551-0.026935j 0.0122616+0.0213198j -0.0168484+0.0218442j -0.0149082+0.00629287j -0.00571685-0.00469964j 0.0241909+0.00968984j -0.0326953-0.0287119j -0.0457654-0.00254969j 0.0106818+0.0150079j -0.0153025-0.0651894j 0.040101-0.0334262j 0.00817488-0.0219561j -0.00544025-0.0297215j -0.0154958-0.00698163j 0.00482838-0.000912014j -0.019405-0.0142548j -0.0050907-0.00174724j -0.0135904+0.00412821j -0.011954+0.0278801j 0.00642375+0.00753229j -0.00722318-0.0122854j -0.00732627-0.0095781j -0.0382397-0.0176949j -0.0262862+0.00119069j -0.00442056-0.0416593j 0.00272538+0.0207369j -0.0087975+0.0115298j 0.00827858+0.00113276j -0.00337418-0.00384007j 0.0227496-0.0227208j 0.0154483+0.0151392j -0.00658512-0.00897455j -0.00859881+0.0091309j -0.0135425+0.00179547j -0.000683062-0.0116469j -0.00569085+0.000873925j 0.000497586+0.00403349j 0.00742184+0.00389442j -0.0112605+0.00176291j 0.000711139+0.00386007j -0.00500122-0.00291515j 0.0106789-0.00408245j -0.00142358-0.000812995j 0.00217143+0.00116302j 0.00992233+0.00809834j 0.000631653+0.00783044j -0.00599263+0.00271306j 0.00233584+0.00745488j -0.00124043-0.000348277j -0.00404493+0.00579069j 0.00788654+0.00374263j -0.00448038-0.011922j -0.00223879+0.00377589j 0.00174438-0.000222306j 0.00572047-0.0020371j -0.010643+0.00275127j -0.00648082-0.00670172j 
0.029033-0.035111j -0.0339171+0.00610032j -0.0551843+0.0222481j -0.0104365-0.0216224j -0.0117894-0.00611129j 0.0475118+0.00668525j 0.16096+0.020126j 0.0387969-0.10532j -0.00934178+0.00772949j -0.044384+0.00693871j -0.0369893+0.0574747j -0.0140238+0.199754j -0.0442319-0.0672532j -0.166441-0.0631872j -0.00690062-0.0719438j -0.0140395+0.0811949j -0.110443-0.0632163j 0.0541328-0.0485569j -0.0329469+0.136558j 0.117791+0.0805966j -0.0277219+0.224462j 0.0507308+0.0217539j 0.0820553+0.0409105j 0.0566297-0.187152j -0.121619+0.227177j -0.0667233-0.0804796j -0.0991459-0.0856411j 0.0435702+0.0649522j -0.0258554+0.0159159j 0.110648-0.040034j -0.0579376-0.0693816j 0.00254484+0.0980145j -0.0159465+0.0452531j -0.0362818+0.0617253j 0.0962756-0.0340566j 0.00395119+0.077664j -0.0067669+0.0395169j -0.0784693+0.0555111j 0.072859+0.0255417j -0.0327088-0.077405j -0.0420787-0.0116637j -0.0190944-0.0277073j -0.0353541-0.0176752j 0.0574089-0.0346844j -0.0670686-0.00907401j -0.0207834+0.0331319j 0.0192038+0.0141335j -0.00738965-0.0103814j -0.0385893-0.0289028j -0.00772322+0.0223151j -0.00595703-0.0015289j 0.00119905-0.0124651j -0.0131765-0.0147035j 0.0220541-0.0134281j 0.0186902+0.0256802j 0.0204885+0.0040137j -0.00140226-0.0261851j -0.00928142-0.0286157j -0.00878834-0.022665j -0.0278457-0.00532097j 0.0103502-0.00337789j -0.00651399-0.00641967j 0.0335451+0.015244j -0.010361+0.0111548j 0.00724005-0.0313997j -0.0303229+0.00977624j -0.0158257-0.00639001j 0.00562641+0.00832507j -0.0126979+0.00905649j 0.00653978-0.000281686j 0.022488-0.00252963j 0.00868501-0.0115998j 0.00644422+0.0093996j -0.0290864+0.00987691j -0.00172654+0.0102717j -0.000138132-0.00345947j -0.000999724-0.0139272j -0.00421482+0.0177186j 0.00269946-0.00231284j -0.000700728-0.0079179j -0.00107833-0.0162261j -0.00260629-0.00420288j 0.000433209-0.00378292j -0.00579085+0.00723101j 0.00664095-0.00194095j -0.00693393-0.0115286j 0.00201722-0.00638886j 0.0013787+0.00199987j 0.00103716+0.0059241j 0.0030675-0.000517476j -0.00335913-0.00129048j -0.0100529+0.0098942j 0.00943756-0.00370481j -0.00236133-0.00490159j 0.00442308-0.00732183j -0.00956482-0.0079974j 0.016472-0.00893564j 0.0120347+0.0118561j 
0.00124414+0.00623633j 0.0306741+0.00688915j 0.0307925-0.103116j 0.046973+0.0565026j -0.0328511-0.100258j -0.113395+0.024972j -0.0788602-0.0122466j 0.03572+0.0917864j -0.0263952-0.000304213j -0.0916884-0.0927284j -0.0231291+0.0561388j 0.00273831-0.0515566j -0.0199822-0.0416448j -0.127958-0.0674409j -0.00432137+0.123874j 0.00858851+0.0506979j 0.0263198-0.0402364j -0.082097-0.0135805j 0.207642+0.111427j 0.0547619-0.129434j 0.0881838+0.0564339j 0.174665-0.20032j 0.19966-0.0423373j -0.00825276+0.0459604j 0.0118004+0.0274593j -0.144923-0.0195772j -0.0632445+0.0222508j 0.0100566-0.0361851j 0.0188957+0.0389789j 0.126082-0.0129647j -0.00467873-0.0521221j 0.0435323+0.0795131j -0.0217384-0.0229012j -0.0865418+0.00192696j -0.00414142-0.0165302j 0.0220891+0.0381182j -0.0638501-0.0382375j 0.0223244-0.0151054j -0.0417236-0.0116801j 0.112142+0.0424866j -0.00805152+0.0192482j -0.00296852+0.0303969j 0.0693253+0.0519342j -0.0426527+0.05372j 0.0285962+0.0192493j -0.000213984-0.0319304j -0.00476369+0.0492334j 0.0637996-0.0404645j -0.0144452+0.0105377j -0.0330103-0.025257j 0.0161104+0.0103003j 0.0303493+0.0365941j -0.0118697+0.0218037j 0.0143312-0.00654012j 0.0070354-0.00270887j 0.00585727+0.00526554j 0.0095318+0.0147556j -0.0293696-0.0363241j -0.00599855+0.00816653j -0.0189593-0.00895562j -0.0104261+0.00535612j 0.0155732+0.0250635j -0.0227247-0.00225543j -0.0153416+0.0268344j 0.00151449-0.00788092j 0.0344+0.00384733j -0.0107959-0.00318288j 0.0138981+0.010501j -0.0066502+0.0149493j -0.000710937-0.0152512j 8.26824e-05-0.0157481j 0.00123669+0.00383584j 0.0120607-0.0149345j 0.000746244+0.00857189j -9.77055e-05-0.00943278j -0.00139707+0.0163398j 0.00718793+0.000733027j -0.00667441+0.00044247j -0.00592877+0.00889818j -0.0213477+0.00143517j -0.0118172+0.00582916j -0.00420747+0.00632257j -0.00231336+0.00178507j -0.00707682-0.00868829j -0.00179816+0.00794123j 0.00431194+0.00997582j 0.00193703+0.00505897j 0.00389583+0.00649967j 0.00253301+0.00111866j 0.00669892-0.00741486j 0.0044437+0.00715038j 0.00862392-0.00201964j 0.00772855+0.00109225j 0.00919179-0.0109782j -0.0224985+0.0141844j 0.00972476+0.0170805j -0.000448873+0.000569241j 0.00190518-0.00250826j 
-0.0279468+0.00856199j 0.0141454-0.0119383j -0.023743-0.0688701j 0.041553-0.0274251j 0.0380938+0.0121718j -0.122933+0.00290986j 0.0347309+0.0325182j -0.194228-0.0728586j -0.0193907-0.007181j -0.055526-0.199136j -0.0786012-0.144332j -0.123936-0.059782j 0.192321+0.00260591j 0.0723986+0.0607667j -0.124512-0.00642558j 0.0961205-0.0293473j -0.161203+0.0665316j -0.162862-0.000140479j 0.0401697+0.0355705j -0.1071+0.00970466j 0.0454894+0.0400578j -0.0117072-0.0175166j 0.0505833+0.127768j 0.0159929+0.0474097j 0.0685393+0.0329555j -0.0429585-0.00164576j -0.0207201+0.0529214j -0.00910262-0.0258112j 0.0490527+0.0169854j -0.100869+0.015889j -0.00656049-0.110956j -0.023987-0.0108662j -0.0670174+0.0555539j -0.0411409-0.0639327j 0.0626298-0.00387189j 0.0472647-0.0231809j -0.00341517+0.0037788j -0.00153187-0.0227348j 0.0291531-0.0290299j -0.032782+0.014161j -0.0289107-0.0530501j -0.0862561-0.0034149j 0.0147714-0.0147434j -0.0593735+0.0635555j 0.0633726-0.00690563j 0.010157+0.0118593j -0.0154834+0.00860255j 0.0684613+0.0342948j -0.0193694-0.00676729j 0.0432462+0.02399j 0.00285814+0.00372001j 0.00337732+0.0465454j 0.0285264-8.93925e-05j 0.0567713+0.0226283j -0.0217657+0.00225493j -0.0340004+0.0341722j -0.00772804+0.0144355j -0.00754012+0.0293885j -0.0226299-0.00505119j -0.0187658+0.00877645j -0.00299869-0.0295023j 0.0192838-0.00477152j 0.0469849-0.0341498j 0.0249681+0.00311536j 0.0290808-0.00592806j -0.0169648-0.0108403j 0.0126535-0.00218663j -0.00347749+0.0257744j -0.0101085-0.0110922j 0.00229153-0.00251217j 0.021862-0.00520662j 0.00292934-0.00252748j -0.0132427-0.0205409j -0.00490367-0.00616402j 0.00111513-0.00167224j 0.00628891-0.0128056j 0.000421153-0.000362344j -0.00219093-0.00166492j -0.00698264-0.00355005j -0.00242898+0.000399607j -0.0101107-0.00220609j -0.00543636+0.0074912j 0.00956892+0.00312929j 0.00827819-0.00300061j -0.000770071-0.00890748j 0.00222325+0.00788997j -0.00930579+0.0107128j -0.0106485-0.0106866j -0.000752786-0.00272916j -0.00100668+0.00768557j 0.00779623-0.00342846j -0.00187768-0.0070069j -0.00960082+0.00342918j 0.00460308+0.00665491j -0.0136688-0.00549336j -0.0172726+0.00925434j -0.0220848-0.0077765j 0.00899862-0.00595811j 
0.00657556-0.0134447j 0.0239522-0.0379235j -0.0753006-0.0732472j 0.0788318-0.119309j 0.039185+0.086273j 0.126057-0.169976j -0.112316+0.032824j -0.0615718+0.0665306j 0.166209-0.0326227j 0.0215583+0.0916796j 0.0678515+0.0908554j 0.0574041-0.00751779j -0.104217+0.0364003j 0.0417675+0.0157617j -0.133853-0.0695717j 0.110243+0.0568313j 0.0891016+0.018778j -0.235988+0.039467j -0.095873+0.101506j -0.0242756+0.0894374j 0.0349094+0.163546j -0.0307468-0.0193524j 0.0700837-0.0133816j 0.0196746-0.0986013j -0.0247693+0.0599545j -0.144536-0.0527376j -0.0251984+0.0607403j 0.0666627+0.024981j -0.0082405-0.141154j -0.00251708-0.0711253j 0.0368552-0.0329773j 0.0380975+0.0231988j -0.0306139+0.0485892j -0.00481017+0.0867736j 0.0777977-0.0771398j -0.00632358-0.0977345j 0.0354902-0.104299j -0.080905+0.0747567j 0.0336583+0.0280964j -0.0230646+0.0816218j -0.0563619+0.0284259j -0.0611592-0.0314359j 0.0424568-0.0238151j -0.0046908+0.0848521j 0.0288073+0.0339577j 0.0329441-0.0227871j -0.0184355-0.0280583j -0.0485834+0.0810887j 0.0531745-0.0272198j 0.0427344-0.0201171j -0.0435309-0.023479j 0.0208454-0.0093449j 0.00629709-0.00838961j -0.0260206-0.0191575j 0.00601796+0.00787278j -0.000540059-0.00920205j -0.0344073+0.00263064j 0.00623937+0.00774662j 0.00181408-0.00694032j -0.0092436-0.00402435j -0.0116937+0.0176574j -0.00987649+0.0190321j -0.00662696-0.00179752j 0.00479188+0.025397j -0.00308671+0.00133029j 0.00418157+0.00963803j -0.0191861-1.26528e-05j 0.00517913-0.00771625j 0.00622305-0.0095487j 0.000177062-0.000187453j -0.013445-0.00675287j 0.0042576-0.0135685j 0.00760046-0.0061843j -0.0156965+0.00944454j 0.00636804+0.00259022j -0.00052725-0.00850638j 0.00862678-0.00100436j 0.00104188-0.00735301j 0.00122467+0.00495679j -0.000577628-0.00372867j -0.00228265-0.000866659j 0.00101704-0.00294525j 0.00492018+0.000142686j 0.0108314-0.00236748j -0.00328511-0.00826972j -0.000320657+0.00242222j 0.00782891+0.00873691j -0.0101926+0.0171858j 0.0175101+0.00312612j -0.00713338-0.00285783j -0.00319661-0.00335285j -0.00176233+0.000172909j -0.00519856-0.00419149j 0.00325952+0.0153856j -0.00181915-0.0127477j -0.0154768+0.00423798j -0.00427484+0.00221454j -0.0106147+0.00436147j 
-0.0165738+0.00543211j 0.0191551+0.0196138j -0.0144686-0.0557865j 0.0176283-0.011786j 0.0570485-0.0188461j -0.00874338-0.0448356j -0.0122573+0.068597j 0.00321949+0.00919167j -0.036689+0.0777397j 0.0449478+0.0119771j 0.0411372-0.0957973j -0.06245-0.0735942j 0.0801173-0.195221j 0.0134942-0.0833351j 0.0410689-0.195143j 0.000480379-0.078992j -0.130072-0.194026j -0.00591279-0.0050333j -0.0198501-0.0164255j 0.153277-0.0647581j -0.087542+0.0544851j 0.0370336+0.138745j -0.0507849-0.0260949j -0.161118+0.108948j -0.0903697+0.0354535j 0.165527-0.014372j 0.0948123+0.159211j 0.000293643+0.057421j 0.0724516+0.130099j -0.0160808+0.0763795j 0.0605463-0.0249575j 0.0433245-0.0452678j -0.0263767-0.00928658j 0.0360392-0.0545712j -0.0290014+0.0569273j 0.0345979-0.0113381j -0.0396717-0.0348011j 0.0131247-0.0196736j -0.0171741+0.0223398j 0.0234757-0.00572754j 0.0212082-0.0236573j -0.0454488+0.0122793j 0.0275213-0.00385182j -0.00642249+0.0508444j 0.0346578+0.0230713j 0.0135191-0.0194086j -0.0264267-0.00987264j -0.00866472+0.0135988j -0.00992676-0.00706753j 0.0186415+0.00101081j -0.0158977-0.0236078j -0.0111601+0.00132702j 0.0264849-0.0181279j 0.019359+0.0290164j -0.0153976-0.00284396j 0.00582227+0.0425196j -0.00728323-0.0142887j -0.00708334-0.00912128j -0.0169402+0.0124148j -0.0196654-0.0619627j 0.0163813+0.0395422j 0.0029718+0.00721572j -0.00544267+0.018292j 0.00509794+0.00505399j -0.0314068+0.00843468j -0.00370594+0.0148063j 0.021939-0.0047946j 0.0111666-0.00369414j -0.00867749-0.0135489j 0.00931906-0.00344518j 0.00517712+0.00405894j 0.0124976+0.00269974j -0.00386352+0.00721514j 0.0048629-0.00707197j 0.0154622-0.00159062j 0.0100825-0.00542163j 0.0176989+0.00421478j 0.00761474-0.00409629j -0.00675094-0.00952149j -0.0034625+0.00725194j -0.0120541+0.00161734j 0.00283378-0.000440189j 0.00129601+0.00370355j -0.00102707-0.00314073j 0.00260108-7.25508e-05j 0.00585595+0.0101638j -0.00434591+0.00833622j -0.00119691-0.00253623j 0.00332941-0.00590095j -0.00465769+0.00139583j 0.00778588-0.000581122j 0.00501752-0.0151918j -0.00967489-0.000669246j -0.000883882+0.00819874j -0.00813552+0.00644791j 0.00571313+0.00311897j -0.0190729-0.00302643j -0.00141622-0.0115527j 
0.0651322-0.0422392j 0.0105707-0.0264128j -0.0742061+0.0288133j 0.00229322-0.031612j -0.0441937+0.0641937j -0.0350242+0.146174j 0.0802396+0.0751225j 0.0719305+0.140342j -0.16476-0.0471174j 0.00966555+0.0323783j -0.0180779+0.0321435j 0.197506+0.0649719j -0.202996+0.0321622j 0.0252383+0.0957405j 0.0436803-0.102298j 0.050212+0.151783j -0.118408+0.106386j -0.0908242-0.0180656j -0.119963+0.0635624j 0.167028-0.155874j -0.0284698-0.0338866j 0.0261062-0.0193405j 0.0320557+0.128405j -0.0800486-0.0176312j -0.124628+0.00233065j 0.046414+0.0739366j 0.0698943-0.0663041j 0.0289751-0.0644449j 0.134684-0.0088868j 0.0202644+0.0490007j -0.0186459+0.00942464j 0.0665163+0.000779606j -0.0711073-0.0222795j -0.051596-0.0268946j 0.0562969-0.0119579j 0.00594651-0.000172386j -0.0429055-0.103261j 0.0036143-0.0574774j 0.0192616+0.026614j -0.0295864+0.0923768j -0.0931823+0.0682424j -0.036383+0.0188959j -0.00951851-0.00798448j 0.0253314+0.0222497j -0.00868669-0.0356425j -0.0485283-0.00841235j 0.00280195-0.0330162j 0.014609-0.0567273j -0.0253208-0.0356231j -0.0212579+0.0115641j 0.0210821+0.00443702j 0.00364288-0.00414897j -0.0243578+0.00711476j -0.0192597-0.0158391j -0.0099248-0.0245557j -0.00670139-0.0441145j -0.0412906-0.0113794j -0.0107009+0.00301762j 0.00720258+0.0084114j 0.00425519-0.0100809j 0.00681511-0.0525434j 0.0135031-0.00935861j 0.00397326-0.0241771j 0.00594902-0.0110371j -0.000525302-0.00544233j -0.000354272+0.0130071j -0.000608093-0.0231767j 0.00111613-0.0282646j 0.00624943-0.0140923j 0.0061717-0.00471359j 0.0132347+0.0036977j -0.00109715-0.0126005j 0.00720866+0.00663338j 0.00755951-0.00723519j -0.00254101-0.0028925j 0.00294243-0.00571552j 0.00599862+0.000226099j -0.00216959-0.00222003j -0.00764222+0.00541054j -0.00823957+0.0136027j -0.00110548-0.00260896j -0.00407843-0.00224681j -0.00357143+0.00180299j -0.00935404-0.00100914j 0.0058285+0.0030267j -0.00224969+0.000511419j 0.0011963-0.00171047j 0.000130574+0.0042112j -0.00514818-0.00206423j 9.20331e-06+0.000925457j -0.00123127-0.00729401j -0.00978105-0.003665j -0.000545375+0.0138437j 0.0121487+0.00492402j -0.00704971-0.000784848j -0.00724135+0.00948329j 0.0166756-0.00875115j 0.00239439+0.00760507j 
-0.00517939+0.0123784j 0.0313795-0.0243366j 0.0168242+0.0217203j 0.0313403-0.0265186j 0.0957337-0.00349369j -0.190529-0.0181085j -0.00166489+0.277408j 0.0529473-0.175367j 0.0479695+0.0477463j 0.124598+0.139751j 0.232189+0.0195794j -0.0891058+0.09331j 0.069505+0.0230897j -0.0431831-0.122203j -0.0313963-0.0984124j 0.0567921-0.0541108j -0.00135828-0.126828j -0.103352+0.0510855j 0.181861+0.0192547j -0.0513502+0.0262521j -0.000573504+0.0409903j 0.0372815+0.0186689j 0.0804842-0.0529258j 0.0652687+0.0442522j -0.0516584+0.0497746j -0.0742131+0.0328028j -0.0361168-0.0045939j 0.0217651+0.0342984j 0.0707504-0.0168307j 0.00095176-0.00505013j 0.0184819-0.040925j 0.0636443+0.00693763j 0.0355212+0.0908585j 0.0452002-0.0165165j -0.00535566+0.0301859j 0.0123106-0.0492087j 0.0400817+0.0749698j 0.0232218-0.0284168j 0.0202491-0.0160873j -0.00808468-0.0214457j 0.0170806-0.00663669j 0.0184222-0.00248451j 0.00646986-0.0479642j -0.00641112+0.00961258j 0.0481406-0.0404617j -0.0341125-0.0392158j -0.0595392+0.0468638j 0.0741562+0.0177959j -0.0113657-0.0770381j -0.0194812+0.0826282j -0.045547-0.0271727j -0.0106565-0.0620652j 0.00724026-0.0216985j -0.00778682+0.0164008j 0.0303713-0.00592204j -0.0240173+0.000416283j -0.00260175+0.0192882j -0.00570299+0.00345888j 0.0118634+0.0219461j 0.0049632-0.00621376j -0.0127539-0.00884717j -0.00590163-0.0145973j 0.0146295+0.00847861j 0.000152128+0.0150791j 0.00725269+0.00841633j 0.0105557-0.00553699j -0.00120869+0.00381362j -0.00943265-0.0196357j -0.0116828-0.00613692j -0.00684222+0.0224225j -0.00241381+0.00542559j -0.0156327+0.00983634j 0.0122467-0.00690485j 0.00823009-0.0048243j -0.00230956+0.00760592j 0.00450575+0.00328857j -0.000211852+0.00390579j -0.00179217+0.000570099j -0.00377728-0.00831692j -0.00476586+0.000424857j -0.00210397-0.00570209j -0.00115214-0.000407654j -0.00222471+0.00606276j -0.00706373+0.00621516j -0.0103585+0.00866808j -0.00166539-0.00420524j -0.00343975-0.00163551j 0.0051152-0.00990444j -0.0118661+0.00316009j 0.00960321+0.00683848j 0.00664364+0.00680333j -0.00397029-0.00696933j -0.00643349+0.0103426j 0.00858393-9.8505e-05j -0.00613737-0.00770371j -0.0109181+0.00847959j -0.000615358-0.00267646j -0.00307152+0.00141026j 
-0.0139108-0.0292243j -0.00983577+0.0348602j -0.0230236+0.00761819j -0.120784-0.0384452j 0.237845-0.0646164j -0.00675624-0.10356j -0.0803031+0.153734j 0.0925151+0.0347582j -0.150718-0.00453799j -0.0841628-0.0870251j -0.122711+0.224959j -0.0760945+0.0409557j -0.00245981-0.085743j 0.0440422+0.153878j 0.0248061+0.168078j 0.0270916-0.0305473j 0.154575-0.0240171j 0.0959611-0.0676118j -0.0119462-0.0104273j -0.101175-0.0389086j -0.0373691-0.0764795j 0.0364407-0.0358683j -0.0211614-0.00767857j -0.0150797+0.0840697j -0.101376-0.0668309j -0.0111072+0.0216355j -0.0335531+0.0220492j -0.042287-0.0500659j 0.00368325-0.0282323j 0.0173344-0.0371308j -0.0545063+0.04473j -0.0316686+0.047119j -0.0626594-0.103645j 0.0123478-0.00126159j -0.0423723+0.000572252j -0.00805516-0.103588j -0.00313014-0.0174582j 0.00766405-0.0338151j -0.015549+0.0619052j -0.0243685+0.00418596j 0.0506756+0.00496743j -0.115135+0.0385115j -0.0988985-0.0629111j 0.0136981+0.0143703j -0.00247829+0.00951343j -0.0172492-0.0356854j -0.10805+0.00755921j 0.0170255+0.0218648j 0.0403278-0.0726625j -0.0139412+0.00877904j 0.0195626-0.0169028j 0.0362039+0.0244296j 0.0154886-0.00956682j -0.00310638-0.0182037j 0.00277916+0.00897499j -0.00378313+0.00748022j -0.0241075-0.0334089j 0.0127352+0.00197918j 0.00549241-0.00465278j -0.0139953-0.00819792j -0.0236675+0.012705j 0.0173587+0.00654106j 0.00622637-0.00235872j -0.004674-0.0181475j 0.00843758-0.0130985j -0.0110981-0.00874642j -0.00100479+0.0169697j 0.00341583+0.00934748j -0.00710665-0.00640317j 0.000825081+0.0102995j 0.0109882+0.00896427j -0.00815165+0.000242352j 0.00923314-0.000150388j 0.00197685-0.00848589j -0.007304+0.00661729j 0.0027141-0.00113939j -0.00233956-0.00369144j -0.000854806-0.00196774j -0.00548078-0.00279341j 0.00291187+0.00116739j -0.00229768-0.00693626j -0.00692614+0.00537346j -0.00278012+0.0102077j 0.00998373+0.004686j -0.00667914-0.000352504j 0.003125+0.00348246j -0.00660389-0.00572109j 0.00680775+0.000932185j 0.0013531-0.0115949j -0.0111432+0.0044819j 0.00212448-0.00463096j -0.00331862-0.00803648j -0.00447031+0.00680072j 0.00363633+0.00765005j -0.00667065-0.000112279j -0.0136996-6.50028e-05j -0.00188955-0.000795419j -0.00749424-0.00171861j 
