0.00545232+0.00457005j -0.00207504+0.0111177j 0.000226247+0.00965765j -0.00399858+0.00509724j 0.000754497+0.00677003j 0.00331945-0.00608743j -0.00322294+0.00238748j -2.84622e-05+0.00759714j -0.00122715+0.00369387j -0.000209858+0.00348635j 0.00293963-0.00225095j 0.00249545-0.00135574j 0.00110131-0.00799112j -0.000608655-0.00497339j 0.00138288-0.00316575j -0.000366823+0.00170269j -0.000827953+0.00337831j -0.00183413+0.00365133j -0.00149+0.00319597j -0.000157899-0.0013066j -0.00116001+0.00385451j -0.00118077-0.00185039j 0.00198351-0.00638312j 0.000206843-0.00181891j -0.00060303-6.3469e-05j -0.000430065+0.00198604j 0.00236468-0.000642695j 0.000925329-0.00406556j 0.000442258-0.00142846j 0.00178513+0.00122036j -0.000650892-0.000424854j -0.000413511+0.00357591j 1.58973e-05+0.000510509j -2.02085e-05+2.00455e-05j 0.00277342-0.00592223j -0.000750427+0.00014816j 0.000574355-0.00532609j -0.000523024+0.00322922j -0.000214576-0.00162479j -0.000588826+0.00131225j -0.000570488-0.00168618j 0.00178767-0.00470099j 0.00254797-0.00474618j 3.35472e-05-0.00212709j 0.00366965-0.00143364j -0.00107593-0.00315103j 0.00333092-0.00829058j 0.00151415+0.000935991j 0.000538892+0.00416944j -0.0076753+0.00669076j 0.00282646+0.002239j 0.00808428-0.0108815j -0.00557966-0.0141859j -0.000208509+0.0361009j -0.0188504-0.303325j 0.00991061-0.814331j 
-0.00801724+0.00604885j -0.00148359-0.0046583j -0.00963844+0.0258545j -0.00175822-0.0385035j -0.00293178+0.0235455j -0.00771271+0.00966805j 0.000123457-0.00982425j -7.00104e-05+0.0299815j -0.00108231-0.00304733j 0.00167886+0.0122446j -0.000894711+0.0118272j -0.00130533+0.0124737j -9.01868e-05-0.00987935j 0.00274357-0.0234039j -0.000833015+0.0141092j -0.00286799+0.00223749j 0.00199679+0.00133538j 0.000968033+0.0092907j -0.00078818-0.00316603j 0.00207036+0.0035334j -0.000480726+0.0075267j 0.00117601-0.0178328j -0.00143686-0.00097723j 0.000691369-0.00189539j -0.0010456+0.00260359j -0.00024607-0.00233702j -0.00232782+0.0250902j -0.00149314+0.0065875j 0.00186982-0.0101066j -0.00168073+0.0300193j -0.00115063-0.00214109j 0.00106192+0.00627847j -0.00117133+0.0129124j 0.00159533+0.0274184j -0.00302559+0.00479864j 0.0028551+0.0187914j -0.00141189+0.00222224j -0.000743658+0.00846202j 0.00288779-0.027155j 0.000736841+0.0260017j 0.00156231-0.0164947j 0.00283025+0.00644881j -0.0020049+0.0313657j 0.000925179+0.00406956j 0.00349299+0.0375457j -0.000894713-0.139185j -0.00131895-0.0122416j -0.00720549-0.101612j 0.00245833-0.235122j 0.00564317+0.0127805j -0.00378331-0.673956j -0.00507318-0.152773j 0.00171117-0.039272j 0.00230952+0.0136347j -2.54317e-05-0.0362123j -0.00455861-0.00778815j 
0.00625701+0.00563428j -0.0130906+0.0124263j 0.00381829+0.035603j -0.00439116+0.0487547j -0.00506967+0.00647531j 0.00554012-0.0285574j 0.00384092+0.0184337j -0.000883202+0.0184858j -0.00109705-0.00206854j -0.000748493-0.0132153j 0.00275228-0.0232798j -0.0019773-0.0138928j 0.00101517-0.0128524j 0.00315668-0.012608j -9.25577e-05-0.0177398j -0.0010951+0.0132153j -0.000690361+0.00510431j -0.00141479+0.021109j 0.00185472-0.00482387j -0.00186675+0.0204728j -0.000149219-0.01434j 0.00231211+0.0052566j 0.00044822-0.0112822j 0.0011259+0.0043203j -0.000862892+0.00280384j -0.000948167+0.0266289j -0.00132562-0.0129191j -0.00105408+0.00994785j 0.000375826-0.0100835j -0.000811697-0.0199638j 0.000951355-0.0276165j 0.000966556+0.000348358j 7.096e-06+0.00661393j -0.00232218+0.0022473j 0.000526447-0.0416651j -0.00116031+0.00116539j -0.00269074+0.0132233j -0.00119306+0.0317554j 0.000961798+0.0385257j -0.00298345+0.0366671j 0.000759299+0.0301999j -0.00213042+0.0148288j -0.00231556-0.0444763j 0.00101428-0.00955555j -0.00300486-0.183526j 0.000679065-0.0461056j 0.00288947+0.0451349j 0.00138325+0.131295j 0.00634811+0.165428j -0.00550582-0.660393j -0.00469078-0.0913283j -0.0011429+0.0696693j -0.00555953+0.0743323j 0.00432467+0.0381433j -0.00429849-0.00634012j -0.00143128+0.0416806j 
0.0114411-0.00998161j 0.00516666+0.00391392j -0.00199-0.0418107j 0.00460634+0.0234023j 0.00533885-0.0123811j 0.00249882+0.0122538j -0.0025675+0.0299681j 0.000159566-0.00151632j 0.00167282+0.0162639j 0.00171959-0.0137591j 0.00343628+0.0189331j 0.00179729-0.0167464j 0.00158553-0.00785017j -0.0027118+0.00850065j 0.000351092-0.00926558j -0.00185019+0.00532947j 0.00246771-0.00149756j -0.000522194-0.018072j -0.000150425+0.00851064j 0.000978474+0.00215047j 0.00154319-0.0100156j 0.00142946+0.022333j 0.000928984-0.00889592j -0.000568952+0.0124654j 0.00101629-0.0219985j -0.0026303-0.00177266j 0.00213868+0.000424111j 0.00205128-0.0260049j 0.000369991-0.00978436j 0.00434953+0.00530045j -0.000285302+0.012433j 0.00256025+0.0150006j -0.00038243-0.0218157j 0.00063754-0.0312138j 0.00239495-0.00110643j 0.00195692+0.0132932j -0.00173677+0.00574467j -0.000985745-0.00604684j -0.000615346+0.0459603j -0.000246532-0.0281042j -0.000214059+0.0372628j -0.00267678-0.025142j 0.00221913+0.0604162j -0.00417286-0.178654j -0.00294934+0.00675559j -0.00443011-0.020462j 0.00388631-0.0220591j -0.00430946-0.0724604j -0.000123492-0.697267j -0.00526285-0.182755j 0.00500479+0.153715j 0.00161514-0.121532j 0.00275717+0.0252002j 0.00707598-0.0421095j -0.0011554+0.030381j 0.00248441+0.00133433j 
-0.00180066+0.000901124j 0.00244089-0.00340166j -0.00203546-0.00553712j -0.00117629-0.00725663j 0.00242361+0.00967895j -0.00325769+0.00249404j 0.00114611+0.00115333j 0.0031371-0.0148998j -5.67291e-05+0.00497761j -0.00139011+0.00911486j 0.00162147-0.0018004j 0.00222375+0.00564779j 0.00108947+0.0117644j -0.00189897+0.00672462j -0.0014322+0.0134472j -0.00227613-0.00801889j 0.000529707+0.00551025j 0.00145857+0.00176698j -6.01454e-05-0.0106284j 0.00151571+0.0136188j -0.00135834+0.000404637j 0.000978799+0.00854531j 0.000733591+0.00943891j -0.000927702-0.000389623j 0.000320005+0.00284912j 0.000488323-0.0136099j -0.000163193+0.00516734j -0.000869089+0.00928944j 0.00166719+0.00448831j 0.000354999+0.00976734j -0.000508322+0.0073522j 0.00158551+0.00879935j 0.00162908-0.00783952j 0.000756678+0.0169772j 0.000930766+0.00137606j 0.00246624+0.0440492j 0.0011619+0.00384337j -0.00144974-0.043913j 0.000684458+0.00608452j 0.00213184+0.0160856j -0.00177178-0.0637717j 0.00084848+0.0475922j -0.00404591-0.0607035j -0.00253325+0.0285362j 0.00168401+0.0517579j -0.00121376+0.108291j 0.00308485-0.0423553j -0.000754437+0.868888j -0.000207142-0.0812324j 0.000700872+0.0622674j 0.00248219-0.0210947j -0.00382141+0.0079142j 0.00130137-0.0100389j 1.75458e-05+0.0104907j 0.0011418-0.00167205j 0.000788766-0.0093002j 
0.000759798-0.000899277j 0.000232558+0.000333448j 0.000670972-0.00575207j 0.00179856-0.00277423j -0.000677548-0.00864144j 0.000316216+0.0012982j 0.000410043-0.0120253j -0.00173752+0.00195079j 0.00113329-0.00779732j 0.00219626-0.0154226j -0.000497947+0.00888398j 0.00064135+0.008114j 0.000755471-0.00175833j 0.00151843-0.00266468j 0.000331472-0.00650594j -7.91136e-05-0.000919283j -0.00106065+0.00558878j -0.000912695-0.00358663j 0.000583441+0.0016j -0.00165218+0.00100456j 0.00115198-0.00655767j -0.000712188+0.00429857j -0.00138582+0.00663098j 0.00125779-0.0023353j 0.00126914-0.0127406j 0.000914827-0.0022576j -0.00290455+0.0109353j -0.00107377-0.0102468j 0.000345428+0.0139035j -0.000127292-0.00344109j 0.00135444-0.012148j 0.000279387+0.0098826j 9.29001e-06+0.0135737j 3.52264e-05-0.0179006j 0.00115375+0.0274631j -0.000794968-0.0229166j -0.000723471-0.0459678j -0.00147255+0.0213994j 0.0014321-0.00857209j 0.00198669+0.00988807j -0.000470671+0.069474j -0.00135022+0.00656958j -0.00253905+0.0764132j -0.000449614-0.0666746j 0.00370037+0.0027081j -0.000860577-0.0211439j -0.00553183-0.884186j 0.00158142-0.0207263j 0.00248686+0.0254259j 0.00173679-0.0145462j -0.00284148+0.0108538j 0.000283582+0.0076787j -9.69408e-05+0.0111032j 0.000880936-0.0146425j 0.0011204-0.00428686j -0.00138447-0.00123129j 
-0.0016415+0.00423028j -0.00151828+0.000151096j -0.0048818+0.0148566j -0.000971577-0.00846006j -0.00118884+0.0139427j -0.00223489-0.0019594j 0.000833071+0.00114067j -0.000741025+0.020276j -0.000384344+0.00299177j 0.000408979+0.0119714j -0.00144335+0.00928492j -0.000126915+0.00230345j 0.000886338-0.0232219j -0.000344597-0.0120765j -0.000221394+0.00556048j -0.00102996-0.00712677j 0.00154558+0.000280711j 1.59938e-06+0.0116693j 0.00015709-0.00293108j 0.00156158+0.00274252j 0.000403651-0.011569j 0.00192755-0.0117036j -0.000107359-0.0111231j -0.000729967-0.00115521j 0.00108346-0.0138849j -0.00042224+0.000917332j -0.00031759+0.0154023j -2.9499e-05+0.022102j 0.000453747-0.00400295j 0.00136429+0.0358032j -0.000504783-0.0275158j 0.00183023+0.0229571j -0.00143038+0.0158583j 0.000395546+0.0272163j -0.00130714-0.010074j 0.000925048+0.0479642j -0.000763328+0.0683803j -0.000821505+0.0234845j -0.000236727+0.000167395j 6.33768e-05+0.0107586j 0.00114209-0.00945377j 0.00239963+0.0656837j -0.00103204-0.0130452j -0.00127941+0.0386311j -0.000973114-0.195862j 0.00370751+0.858342j -0.00267875-0.0244382j -0.00347609-0.0763496j 0.00291448-0.0212827j -0.000919548-0.00728937j 0.000710199-0.0243944j -0.00250118-0.00316845j -0.000217041-0.0067191j 0.00202786+0.00595824j -0.00131222-0.0105094j -0.00203983+0.00511237j 
-0.00342267+0.000974419j 0.0046593-0.00731298j -0.00231641-0.00972733j 0.00129399-0.024699j 0.00184171-8.06134e-05j -0.00322277+0.0102414j -0.000740871-0.0128444j 7.45622e-05-0.00845244j 0.000603511+0.000589592j 0.00109556+0.0111279j -0.00129032+0.0112149j 0.00142201+0.00957859j -0.000109614+0.00708437j -0.00176633+0.00165973j -0.000879608+0.0135832j 0.000389837-0.0144707j 0.000620568-0.00101473j 0.000460162-0.00649746j -0.000951472+0.00237813j 0.000856986-0.00592618j 0.000239639+0.0113856j -0.000393343-0.0138962j -6.63419e-05+0.00391748j -0.000360623-0.00219532j 0.00197709-0.00954067j 0.000392941-0.0256463j 0.000107536+0.0089361j 0.00152252+0.00288908j -0.000165982+0.0148777j 0.00211861+0.00605283j -0.00107464+0.0274828j 0.000456893+0.00311345j -0.000908081+0.0193858j 0.00060484+0.0308551j 0.00180589+0.0258165j 0.00127338+0.0421632j -0.00108626+0.00572243j -0.00019571-0.0626483j 0.000614979-0.077448j 0.00227658-0.011201j -0.000825898-0.00886522j -0.00126935+0.0349138j -0.000120986+0.109208j 0.000929627+0.252189j -0.00593997-0.818935j -0.00453048-0.175808j 0.00150637-0.0223936j -0.000208616+0.0354437j -0.00224414-0.00779248j -0.00278964+0.0480794j 0.00376262-0.000241341j -0.000355234-0.019496j 0.000394973-0.0228988j -0.00136514+0.000980613j 0.0013268-0.00247987j -0.000251115-0.0139708j 
0.00429531-0.00413657j 0.000339104+0.00238294j -0.000739069-0.0106619j -5.76752e-05+0.013986j 0.00143553+0.000426507j 0.00193109-0.00255624j 0.000631941+0.0154775j 0.000211504+0.00307098j -0.000287268+0.00856932j 0.000270428-0.00602939j 0.00202418+0.010526j 0.000636669-0.0104458j 0.000286344-0.0090013j 8.01347e-05-0.00497197j 0.000777936-0.016787j -0.00194111-0.00594218j -0.000982122+0.0164295j 0.000217712+0.00444333j 0.000157668+0.0238027j 0.00139001-0.00612183j -0.000561017+0.00355536j -0.000573655+0.0301783j -9.73303e-05-0.00431679j 0.000344519-0.0180007j -0.00161493+0.00576065j -0.000334938+0.00219856j 0.000644073-0.00513366j -0.00137116-0.0252428j 0.00138078+0.00254376j 0.00042801+0.0169201j 0.00203067+0.0183914j 0.00153106+0.0471641j -2.76232e-05-0.0014365j -0.00118231-0.0675762j 0.000241162+0.027388j 0.000976538+0.0302565j 0.00177661+0.0179947j -0.000456617+0.0388863j -0.000945993+0.022162j 0.000959656-0.0135294j 0.000513417+0.021147j 0.000851874-0.124146j 9.35217e-05+0.483307j -0.000854253+0.740516j 0.00246117+0.20965j 0.000673957+0.0217095j 0.00107747-0.00794825j -0.00140939-0.00379619j 0.00185604-0.00900386j -0.00128446-0.0178569j -0.00083044+0.0205039j -4.11849e-05+5.75459e-07j 0.000994441+0.00720004j 0.00086109-0.00758256j -0.00115349+0.00956649j 0.00083985+0.00498089j 
-0.00291871+0.00424578j -0.00363547+0.00324782j 0.003109+0.0155352j -0.00171634+0.00256558j -0.00204275-0.000321704j 0.00014679-0.0145328j 0.000621059-0.00792364j 0.00075492+0.00391115j -0.000596234-0.0134187j -0.00327006-0.00288456j -0.000486437-0.0175619j 0.00032079+0.0059821j 3.53757e-05+0.0050003j 0.000447013-0.00296193j 0.000666368-0.0133066j 0.00129601-0.000583812j -0.00132162-0.00242959j 0.00105844+0.00978308j 0.000575795-0.0105161j 0.000211138-0.0102329j -0.00213922+0.00734076j 0.000839934-0.0158431j 0.000448675+0.0158907j -0.000594677+0.00627448j 0.000225815+0.037834j 0.00218207+0.0493579j -3.77125e-05-0.0507638j -0.000938486-0.0358427j 0.000830243+0.00350787j -0.00131607-0.0580213j -0.00106825-0.0142277j -0.00129861-0.0361154j 0.00075729+0.0354862j -0.000395771+0.0259653j 1.20839e-05-0.0292011j -0.000305731-0.0707705j 0.000856096-0.0198892j -2.78596e-05-0.00762026j -0.00173367-0.0239188j -0.000692766-0.00661867j 0.00192967+0.0102821j 0.0013637+0.0332959j 0.000796169+0.781607j -3.87888e-05-0.440716j -0.0023417-0.034381j 0.00192059+0.0362018j 0.00282257+0.052842j 0.00087627+0.0441082j -0.00347534+0.0392438j 0.00198712+0.00233573j 0.000426577-0.000731604j 0.000246438+0.00615613j -0.000143146+0.00552664j -0.00188117+0.0228977j -0.000952775-0.00410899j -0.00010031+0.00691214j 
0.00144768-0.00220516j -0.000105359+0.00126721j 0.000373404+0.000518697j 9.751e-05+0.00499329j -0.000475059-0.00505003j 0.00133718-0.00270444j -0.000482825+0.00774106j -0.00062965-0.00149601j 1.00251e-05+0.00887333j 0.00107184+0.00485805j -0.000657807-0.000212324j -0.000462189-0.00825102j 0.000339004-0.00142984j -0.000130385+0.0170571j -0.000151338+0.00915021j 0.000269892-0.00774731j 0.000245224-0.0108392j -0.000983157+0.00782188j 0.000609191+0.00681941j -0.00122177-0.00579648j 0.00154285-0.0214021j 0.000713396+0.00573401j -0.000811936-0.00784274j 3.3143e-05+0.00305272j 0.000731909-0.0243734j -0.000590867-0.00612111j -0.000931176+0.0152745j 0.000606752+0.0390296j 0.000133008+0.00243206j 0.000152352+0.0458176j -0.000328846-0.0499572j -6.13319e-05+0.0615946j 0.000619253+0.0091855j -0.000562006-0.0367189j -9.84298e-05-0.0344896j -0.000854741-0.0324298j -0.00158465+0.0170525j -0.000556011+0.0187532j 0.000670682+0.140375j -0.00111904-0.196158j -0.00317582-0.892843j -0.00027051+0.155754j 0.000228415+0.0521737j -0.000311965+0.0158583j 0.000525299+0.0148577j -0.00169504-0.0195693j -0.00194865-0.0209428j 0.000723762-0.0339765j 0.00116606-0.0128738j -0.000134776-0.00299297j -0.000414672-0.000905787j 0.000872035-0.0022016j -0.00113+0.00671413j 0.00106197-0.009301j 0.000139376+0.00227594j 0.000606229+0.00143818j 
0.0018974-0.00310434j 0.00104956-0.00035129j 0.000278515-0.00420669j 0.000133269+0.00524288j 0.000262332-0.000569159j 0.00124808+0.0071211j -0.00139263+0.0125255j 0.000109191-0.00349255j -0.000970834+0.0125519j 0.00129295-0.000723096j 0.00102074-0.00376876j -0.000930007-0.0140705j -0.00147375+0.00834615j 0.00115554+0.000525959j 0.000219506+0.00641049j 2.12927e-05+0.011234j -0.000477522+0.000326801j -0.000689177+0.00809721j -0.000867737+0.0165071j -0.000176153-0.00101173j -0.000439412+0.016735j -0.00171625+0.0176208j -0.000919739-0.00980312j 0.000327142+0.00618197j -0.00257253-0.00648642j -0.000897834-0.0209844j 0.000681268+0.0261033j 0.000415651+0.0405052j 0.000134973-0.01454j -8.26501e-05+0.00338995j 0.000800866+0.0243107j -0.00104146-0.00179684j 0.000631768-0.0185538j -0.000740719-0.00165529j -0.00104258+0.0104571j -0.000581973+0.0466853j 0.000605089-0.0564135j 0.000397327-0.129592j -0.000262312+0.0705738j -0.000182794+0.163425j 0.00159036+0.132456j 0.00344775+0.8875j 0.00315721+0.0282987j 1.48428e-05+0.0676165j 0.00183249+0.0449762j 0.00144004-0.0252027j 0.000347203-0.013511j -6.78673e-05-0.0182248j 0.000908836-0.00851926j 0.00129301-0.00348227j -0.000230458-0.00429729j 0.000823095-0.00630062j 0.000387246-0.00109888j -0.00110559-0.00697939j -0.000449809+0.00807251j 0.00155618-0.00106279j 
-0.000514432+0.001375j -0.000537812+0.0010387j -0.000111163+0.00317698j -0.00124598+0.00208959j -0.000385441+0.00715688j -0.000570898-0.0042018j 0.000942037-0.000487206j 0.0014201-0.00266789j -0.00123399+0.00791818j 2.46326e-05-0.00522907j 0.000988351-0.00398453j 0.000636834+0.00703247j -0.000250067+0.0135006j 0.000637452-0.0118557j -6.97292e-05-0.0134736j -0.000960132+0.00215983j 6.74945e-05-0.00163716j 0.000360664-0.000787034j -0.000298213-0.0184449j 0.000724055+0.005903j -0.00100994-0.00637959j -6.70135e-06-0.0133908j 0.000950028-0.00733559j -6.99406e-05+0.0151966j -0.000501513+0.0100423j -0.000372273+0.0262026j -0.000846726-0.0291284j -0.000536753+0.00258134j -0.000132227+0.0279794j 9.86272e-05+0.001112j -0.000858451+0.0160894j -3.3549e-05+0.00910448j 0.000149185-0.0340343j -0.000122713+0.022853j 0.000361848-0.0491791j 0.00120418+0.00860083j 0.000102906-0.119281j -0.000709407+0.102839j -0.00120387+0.0984982j -0.00169163-0.892244j 0.000901943+0.213875j 0.0019079+0.119516j 0.000434538-0.0124479j -5.85816e-05+0.0169402j 0.000588568-0.0157961j 0.00084636+0.00277472j 0.00163262+0.00892206j -0.00102951-0.00101783j 4.68642e-05+0.00723256j -2.03939e-05-0.0070161j -0.00160516-0.00437422j 0.000318444+0.00795292j -5.95857e-05-0.00253496j -0.00108442+0.00523742j -0.000216657-0.00186976j -1.39455e-05+0.00175805j 
0.000695001-0.00200097j 0.00113538-0.00199933j 0.000581767-0.00984324j 0.000815946+0.00133811j 0.00133324-0.00427769j -0.000236199+0.00803147j 6.12746e-06-0.000462341j 0.000474839-0.00863428j 0.000901703-0.00632424j -0.000140205-0.00351375j 0.000638664+0.00892408j 0.00043769+0.00060307j -3.17122e-05+0.00791794j -0.000848832+0.00597576j -0.000525993-0.00590482j -0.000171951+0.00226406j 0.000331879-0.00504846j -0.000409887-0.00516025j 0.000591748-0.0111371j -0.000228418+0.00149703j 0.000113204-0.0122598j 0.000347585+0.0322373j 7.79536e-05-0.0173441j 0.000406304+0.00543613j -0.000999862+0.0192004j 0.000488117-0.0119492j -4.58067e-05-0.0419671j 0.000786231-0.0300952j -0.000727801-0.00171871j 0.000127662+0.0230606j -0.000685999+0.0702392j 0.000270722-0.00501649j 0.00218171-0.00634259j -0.000226929+0.0603238j 0.00010861+0.105967j 0.000332933+0.0339876j -0.00118444-0.0450473j 0.00229045+0.853795j -0.0012284-0.369731j 2.76876e-05+0.0633041j -0.000521414-0.0396223j 0.00195744+0.114657j 0.000435661-0.0109542j -0.000276997+0.00685437j -0.000296861-0.00519424j -2.14074e-05-0.00192662j 0.00131973+0.0055254j -0.000444675+0.0153894j 1.93771e-06-0.00409538j -8.75427e-05-0.000605173j 0.000987822+0.00350062j -0.000398694-0.000438998j 0.000270466-0.000620083j 0.00010828-0.00228043j 0.00111158+0.00393621j 0.000648089-0.00558288j 
-0.00282379+0.00363787j 0.000531133-0.0015896j -0.000668902+0.00541734j -0.000211258-0.012979j -0.000203212+0.00185892j -0.00206878+0.00358281j -0.000282749-0.00666372j -4.91717e-05+0.000507042j 5.82608e-05-0.00703286j -5.28623e-05+0.0019685j -0.000846468-0.00120243j 0.000432349+0.00674205j -0.000663706+0.020697j 0.000275519-0.00644491j -0.000608455+0.0173567j 0.000552208-0.0101925j 3.32124e-06-0.0164258j 0.000200483+0.0143184j -0.00105741-0.00315665j 0.00100216+0.0116705j 3.16254e-05-0.0115515j -0.00102645-0.0110773j -0.000636013+0.0297327j 0.000131846+0.0285012j 0.00065081+0.0119247j 0.000705692+0.00920277j -0.000473655-0.00190356j -0.000298513+0.0698826j 0.000549553+0.0217491j -7.5418e-05-0.00137157j 0.000829157-0.00747597j 0.000729907-0.0690392j -0.00110193+0.0295268j -0.000552408+0.118575j 0.00019516+0.011298j 0.000260318-0.0260387j 0.000270555+0.00154286j 0.00132046+0.370161j 0.00341385+0.829876j 0.00253958+0.118491j 0.000130637+0.0716615j -0.00118566-0.0523899j -0.00103502+0.00142826j 0.00108039-0.00825476j -0.000878845-0.0259828j -0.00097002-0.0075367j -0.000840462-0.00474098j 0.000717312-0.00275447j -0.00144775+0.010447j 0.00104705+0.0149871j 0.00120371-0.0135589j -0.00114752-0.00481668j -2.96131e-05-0.00405199j -0.000416435+0.00702796j 0.000471082-0.00430522j -7.49662e-06-0.0050292j 
3.68421e-05+0.000113464j -0.000811052+0.000250127j -0.000842075-0.000484674j 0.000241672+0.0033419j 0.000950687+0.000344982j -0.00067343+0.00503488j 0.00107955+0.00589338j -0.000131218+0.0026985j 0.0015575-0.0141993j -0.00126118-0.00156387j -0.000286963+0.000720588j -0.000569515-0.000295335j 0.000218252+2.60854e-05j -0.00126389-0.0117566j -0.0015415+0.00982957j 0.000532368+0.00474649j 0.000871829-0.00856605j 0.00117887-0.000941854j 0.000595142-0.016696j 0.000465416+0.0232988j 0.00188642-0.0372359j 0.000621276-0.0076915j 0.000651164-0.00142574j -4.62149e-05-0.00425557j 0.00123494-0.0318695j 0.00022344+0.0557604j 0.00120101+0.0551405j -3.663e-05-0.0379024j -0.000254735-0.00874538j 0.000209995-0.00523372j -6.13487e-06+0.0107305j 0.000556799-0.0541003j 0.000496258-0.0128543j -0.0013183-0.000339584j -7.55208e-05-0.0256061j -0.00087919-0.0170195j -0.00212827-0.914285j 0.000539344-0.036964j -0.000134148+0.00700873j 0.000442953+0.0834269j -0.0032498-0.0255848j -0.00043564-0.0325134j -0.00188111+0.00417961j 6.10285e-05+0.0288222j -0.00169575-0.0158627j 0.00105437+0.0163196j -0.0012604+0.0182695j -0.00159309-0.000249952j 0.000477936+0.00426002j -0.00154385+0.0016416j 0.00044315-0.00489547j -0.00236527+0.00053752j -0.000323842+0.00456851j 0.00253374-0.00118167j 0.000886644-0.00167949j -0.000426706-0.000499246j 
1.05859e-05-0.000474623j -0.00096431+0.000430749j 0.00213459+0.00576098j 0.00117388-0.0013288j -0.00179042-0.00543795j 0.00154966+0.00137566j -0.0020033-0.00837503j -0.00135989+0.00560039j -0.000282815-0.000640614j -4.45885e-05-0.00432623j -0.000816268-0.00901181j -0.00131007+0.00357617j 0.000353592-0.0046569j 0.00185202+0.0124038j 0.00143317+0.0107799j 0.00149389+0.0202167j -0.000652718+0.0140268j -0.000177282-0.00418146j 1.17775e-05+0.0267591j -0.00215509-0.032209j 0.000233461+0.0317234j 0.00051102+0.00419606j -0.00064933-0.0409455j 0.000906667-0.00445871j -0.000158059-0.00972339j 0.00138002+0.0220222j -0.000321766+0.00338381j 0.000345435+0.0108345j -0.000341536+0.0472401j -0.00133682-0.0180416j -0.000552361-0.00783276j -0.00126038-0.00828855j 0.000560054+0.019639j 0.000642513-0.0433364j -1.27833e-05-0.0242327j 0.000346581+0.937208j 0.000618352-0.0320912j 0.00110467-0.00655528j 6.10477e-05+0.0482032j -0.00119844-0.00816984j 0.00132622-0.0211348j -0.0017068-0.0389919j 0.00149222+0.0204942j 0.000104801-0.0342183j -0.000442798+0.0109859j 0.000182996-0.013385j 0.000438786+0.00145513j 0.00174332-0.00321765j -0.000369716-0.000115236j 0.000982112-0.00280981j -0.000893329+0.0033609j 0.00112778-0.00874979j 0.000308265+0.00335543j -0.00104165-0.00296192j -0.000510243-0.00169771j -0.000792475+0.00306782j 
0.000515865-0.00121661j -0.00201666+0.00383677j 0.000837406+0.00810958j -0.00104049+0.0101611j -0.00125692-0.00132192j 0.000371486-0.00552447j -0.000132335+0.00610508j -0.000175843+0.00797534j 7.15395e-05-0.00897401j -0.000663452-0.000127694j -0.000576199-0.00508806j 0.000247613-0.0160975j 0.000222469-0.0247307j 0.00036222-0.00213534j -0.00051138-0.0080073j 0.000936011+0.00544463j -0.000611934+0.0115348j -0.000952699+0.0289442j -1.94507e-05-0.0156443j -0.000507212+0.00523294j -0.000708446-0.00870706j 0.000235498+0.0532236j -0.00111027+0.0207214j -0.00105319+0.00370818j 0.000392713-0.0283177j 0.000516211-0.00278602j 0.000195237-0.0213067j 0.000305173-0.0236385j 0.000111021-0.00934846j -0.000404634-0.0462535j 0.00019204+0.0197149j -0.000273084-0.00317858j 0.00094618+0.139406j 0.000275103-0.00703962j 0.00175105+0.920465j 0.000124639+0.00527932j 0.000558398-0.04518j -0.000645263-0.0834599j 0.00153759+0.0293249j -0.00109296-0.0543046j -0.00039574-0.0232668j -0.000226511-0.0138926j -0.000261147-0.0128904j -0.000134439-0.01229j -0.000758142+0.0147835j -0.00121113+0.00918163j -6.99774e-05+0.0050093j 0.000358438+0.00196629j -0.000186973+0.000160236j 9.23779e-05-0.0106375j 0.000626862-0.0041558j 0.000751163+0.00421136j -0.000137645+0.00612265j 6.01796e-05+0.00355553j -0.00115895+0.00430861j 0.00105913+0.00589553j 
0.00230879-0.00350472j 0.000398514-0.000692188j 0.000439336-0.0069255j 0.000908561+0.00448597j 0.000394013-0.00621092j 0.00190627+0.00274973j -0.000527016+0.0114554j -0.000823638+0.002949j -4.44455e-05+0.0109673j 9.90911e-05-0.00733647j 0.000352392+0.00701458j -0.000441656-0.00640221j 0.000208807-0.00860875j 0.000427622-0.00526258j 0.00128011-0.00879594j 7.53153e-05+0.0125503j -0.00110885-0.00467112j 0.00035918+0.0233582j 0.000475898+0.0220917j -5.45158e-05-0.0111131j -0.000399721+0.0490071j -0.000862533-0.00688393j 0.000161932-0.0480253j 8.73985e-05+0.0196685j 0.000303562-0.0602698j -0.000423415-0.033992j 0.000417013-0.00760558j -0.000436313-0.0600773j 0.000365174-0.0339207j -0.000396057+0.0317782j 0.00110905+0.0646573j -0.00107471+0.014232j -0.000299695-0.109874j 0.00101371+0.934579j 0.000376026+0.0182724j 0.000347789+0.0374776j 0.0010235+0.00522173j -0.000775118-0.0616402j -0.000669021-0.0400803j -0.000838997-0.00676405j 0.000803961-0.0410498j -0.0015052-0.00703186j 0.000371337+0.00372445j -0.000642642+0.0167332j 0.000505326+0.0152226j 0.000110324-0.00903231j -9.14318e-05-6.50772e-05j 0.000476557-0.00490103j 0.000606667-0.00600382j 0.000124856-0.00164018j -0.000743391+0.0116961j 0.00080423-0.00501207j 0.000944397+0.00237983j -8.65479e-05-0.00990269j -0.000342057+0.0040458j -8.22191e-05+0.00179023j 
