-0.010949+0.00361773j -0.00466087-0.00984477j 0.00789001+0.0108211j -0.012023+0.00885072j -0.00163186+0.0075979j 0.00449269+0.00743276j -0.0129601+0.00777365j 0.00126759-0.00222314j 0.00689677-0.00341008j -0.00334327-0.00865173j -0.00538257+0.00562916j 0.000899586+0.00569336j -0.00912478+0.00601866j -0.00189142-0.00118963j -0.000567267-0.00180385j -6.8196e-05+0.00943757j -0.00421512+0.00894165j -0.00308589+0.00453527j 0.00459315+0.000529096j 0.00191556-0.0103588j -0.000874244-0.00586914j -0.00280617-0.00150797j 0.00466342-0.00373293j 0.00675448+0.00374505j -0.00339224+0.00530235j -0.00425465+0.00547871j 0.0091538+0.00655595j -0.00114747-0.00224043j -0.00441364-0.00766488j -0.00903104+0.0226472j -0.00763208-0.0117175j 0.00312445-0.00962246j -0.00358421+0.00852735j 0.0105566-0.0105034j -0.0151598-0.00754608j 0.0105241+0.0172178j -0.0168593+0.0151207j -0.0205133-0.00110075j 0.0162725-0.00287966j -0.00378757+0.00455448j -0.00699758+0.0142813j -0.0137419+0.00338556j 0.00607195-0.00773193j -0.0215494-0.0173638j 0.00433557+0.00874907j -0.0398918+0.00613194j -0.00565154-0.0291401j 0.00544861-0.0110427j 0.006035-0.0282143j -0.00397814-0.0029642j 0.0146492+0.00361551j -0.00634029-0.000575714j 0.00293889-0.0154718j -0.00029456-0.000376514j -0.0021942+0.00893161j -0.00346395-0.00444002j 0.00457282-0.0037696j 0.0113004-0.00202364j 0.00271068+0.00155036j 0.0116747-0.00186152j 0.00573799+0.00202444j 0.00361038-0.00933952j 0.00121106+0.0132224j 0.00131104-0.00853124j 0.00213152-0.0244473j 0.00255907+0.0215487j -0.000336344+0.00889695j 0.0449678+0.0517824j 0.0514977-0.0471178j 
0.0126637+0.00423474j 0.00123376-0.00929637j -0.00342721+0.00778335j 0.00903132-0.001463j 0.0134505+0.000415979j 0.000626053+0.00525403j -0.00171216-0.00784932j -0.0148735-0.0123986j 0.0012424+0.0115116j -0.00523355+0.0041434j 0.00582341-0.0125837j -0.00212782-0.00795248j -0.00187842-0.00693684j 0.00579642-0.000204635j -0.00792665-0.00465035j 0.0130589-0.0147482j 0.000970778-0.0133912j -0.00971376-0.00882323j 0.00402647+0.00790305j -0.00811718+0.0180496j -0.000669001+0.00246726j -0.00453446-0.00757953j 0.0108877-0.00564222j 0.0144496+0.00233805j -0.0055078+0.00562837j -0.000223668+0.00926142j -0.0075299-0.00899512j -0.00219223+0.00169506j 0.00263478+0.022064j 0.000199376+0.0145302j -0.00770542+0.0192098j -0.0126757+0.00942131j 0.00305671+0.0089482j -0.0187617-0.00956317j -0.0129008+0.00428089j 0.0107358+0.0106878j 0.00015361+0.00773834j 0.00586841+0.000917746j -0.00110219+0.00308662j 0.00463671+0.00572179j -0.00185232+0.00203262j 0.00462156+0.00124945j 0.00420546-0.0044754j 0.000590667-0.00366406j 0.00121617+0.00224592j 0.00407761-0.00200418j -0.00263738-0.00496685j 0.0059337+0.0160912j -0.00688488-0.00107725j 0.0112863+0.00600037j -0.00759614-0.00833831j -0.00259764-0.0126654j -0.00462023-0.0165299j -0.00550369+0.00308475j 0.0155874-0.00433275j -0.00890396-0.00406793j 0.00446772+0.0208525j 4.21577e-05-0.00692377j -0.00134225+0.00157196j 0.000826853+0.0062483j 0.00774295+0.00601941j 0.00722557-0.00868697j 0.00892765+0.00407537j 0.00859136+2.8198e-05j -0.000106842+0.000906617j 0.00285564-0.00731495j 0.00944581-0.00241096j -0.00369522+0.00354485j -0.0041694-0.00278208j 
-0.00729923+0.00810054j 0.000380575+0.00363414j -0.000802065+0.00110997j -0.0024967-0.000867556j -0.00118943-0.000358372j 0.000661649+0.00198829j -0.00203372+0.00568552j -0.00562332+0.00289771j -0.00037203+0.00650729j 0.00771925-0.00659559j -0.0079825-0.00850143j -0.00218825-0.0106621j 0.0109285-0.00822939j 0.0072718-0.00410445j 0.00997375-0.0100818j -0.00597436-0.00548863j -0.00438811-0.02556j -0.0125213+0.0113129j -0.00642281+0.00616979j 0.00870324-0.0192701j 0.00677586-0.0104359j -0.0121747+0.0103166j -0.0221281+0.00542887j 0.00439381-0.0146392j 0.0120627+0.00653186j -0.0182022+0.00128168j 0.0257095+0.00764366j -0.00910955+0.0171074j 0.00394313-0.0168048j -0.0124631-0.00896596j -0.00124763-0.0298144j 0.0175924-0.00909903j -0.021622+0.00327942j 0.0186725+0.0113522j -0.00212335+0.0196988j -0.0351662-0.0129426j 0.00468249-0.00104044j 0.0122738+0.00909777j 0.00763064+0.00177698j 0.00930531-0.00220322j -0.0122704-0.00755802j 0.00531133+0.0108918j -0.00277231+0.0063223j 0.00288373+0.00255025j 0.000840064-0.00168651j -0.00700137+0.00400295j 0.00713773+0.00143842j 0.0180085+0.00319024j 0.00197385+0.0041254j 0.00712865+0.0104418j 0.00371051-0.00794609j 0.00271715-0.000558783j 0.00430547-0.00632385j -0.00483407-0.00294261j -0.00929605-0.000877553j 0.0100291-0.00450061j -0.011942+0.00418603j -0.0102156+0.0098811j -0.0164223+0.00680959j 0.00450221-0.00215234j 0.00279935-0.00130732j -0.0155085+0.020773j -0.0208854+0.0130762j -0.00544656-0.0180183j -0.0110263+0.00225867j -0.00489711-0.00114341j -0.0144466+0.000728994j 0.00844931-0.00462252j 0.00935819-0.0032658j 
-0.00221652+0.00457068j -0.00451432+0.00167838j -0.00704477+0.0038102j -0.0037795+0.004734j -0.00181294+0.00328057j -0.00232034+0.00164894j 0.00826347-5.98934e-06j -0.00264306+0.00628697j -0.00733908+0.00471459j -0.00182268-0.00428512j -0.0121715+0.0111703j -0.00546451+0.00458262j -0.020417+0.00178429j 0.000206258+0.00228605j 0.0234176-0.00467115j -0.0280189+0.00951096j 0.00585834+0.00444074j -0.000648843+0.0130504j -0.0344993+0.0101201j 0.0176563-0.0210233j -0.0140341-0.00551378j -0.0114455+0.0094854j -0.0265192+0.0129727j 0.00650005+0.00406424j 0.00774127+0.00248543j 0.00372472+0.0012073j -0.00418154+0.00334304j 0.02255-0.000290179j -0.0114022+0.000259569j 0.00580056-0.00760025j 0.00629282-0.0130739j -0.00706115-0.00910116j 0.0126722+0.00985869j -0.0246204-0.00223889j 0.0119149-0.0060865j 0.0169734+0.00662494j -0.00214694-0.0116381j -0.00424867-0.0109354j -0.000532761+0.00490161j 0.00932467-0.00257177j 0.0149614+0.00762545j -0.0241775-0.00450743j -0.00621428+0.00180459j -0.0100589+0.000220603j -0.0271418-0.00248205j -0.000576951+0.00546334j 0.00637455-0.00449838j -0.0223429-0.00201641j -0.00623885-0.000670685j -0.00671138+0.00113416j 0.00820992-0.00348128j 0.0179005+0.00339596j 0.0142131-0.00298776j 0.00340366-0.00407163j -0.00308707-0.00171473j -0.0119974-0.00456908j 0.0107955+0.00966891j 0.00199755-0.00217992j -0.00221989-0.00898811j -0.000498646+0.00426907j -0.00698152-0.00105931j 0.000588762+0.00221149j 0.00710742+0.000349949j 0.0064261-0.00107887j 0.00420867+1.85658e-06j 0.000463582-0.000317506j -0.00336394+0.00284704j -3.12415e-05+0.00256142j -0.00345578-0.00351417j 
-0.00107406-0.00642415j 0.000179332+0.000308078j 0.00050314-0.00153735j 0.00336914+0.00458332j -0.00381545+0.00438853j 1.5523e-05-0.00339849j -0.00854945+0.00781891j 0.0104477-0.00427959j 0.00101605-0.00824283j 0.00790341-0.000220353j -0.00324761+0.00822613j 0.00579863-0.00220036j 2.36063e-05+0.00379968j -0.00831187-0.00103605j -0.0010822+0.0035428j -0.000101969+0.00849334j -0.000303264+0.0123876j -0.00377328+0.00195688j 0.000686324+0.00957501j 0.00522899+0.00100457j 0.00290227+0.00961968j 0.00402327-0.00451956j 0.0046494+0.00165437j -0.00105623+0.00249034j 6.55911e-05-0.0164826j -0.00273473-0.00795242j -0.00319388+0.00564192j -0.0112287-0.0108776j 0.00571919-0.00960571j 0.00577921-0.0139016j -0.0113487+0.0128217j 0.0115112+0.0160302j -0.0162185-0.0227024j 0.0168038+0.00866107j -0.00242152-0.00431928j -0.00414632-0.00349234j 0.0015339+0.00308725j 0.00525877+0.011017j 0.000673373-0.0125924j -0.00178167+0.00211567j 0.00107935-0.00412752j 0.00634403+0.00367855j 0.00508703+0.00983465j -0.000867447+9.667e-05j 0.0037712+0.0126492j -0.00332444-0.00645461j -0.00219657-0.00396635j 0.00161484+0.00328872j 0.00394399+0.00965966j -0.00096239-0.0064779j -0.00572429-0.0172788j -0.00245253-0.00860497j 0.00225302-0.0140725j 0.00528829+0.000435472j -0.0114248-0.00787509j -0.00108357+0.00248738j -0.00566613+0.0133532j 0.00202143-0.00560873j -0.00870237+0.00473758j -0.00361779-0.0109115j 0.00266594-0.013142j -0.00378447+0.00481514j -0.00331434-0.00329254j -0.00818882+0.00526314j -0.00551278-0.00389737j 0.000787148+0.00683681j -0.00476235+0.000841733j 0.00153377-0.00251881j 0.00418099+0.00336589j 
-0.00225539+0.00139761j 0.00770976-0.0010274j -0.00402809-0.00656495j -0.00302826-0.00110779j -0.00461047+0.000735306j -0.00915488+0.0174327j 0.00359723+0.00401687j -0.0026665-0.00192823j -0.00668903-0.00349771j 0.00967739-0.010785j -0.00254872-0.00450906j -0.00454631-0.0018183j 0.0126562-0.00169761j -0.0016593+0.00189193j 0.0138284-0.0106884j 0.000614245+0.00688007j 0.00644597+0.00204689j -0.016012+0.0171459j -0.00388831+0.016902j 0.00584021-0.0117362j -0.00526118-0.0298855j -0.00705642-0.00598895j 0.00947398-0.00179517j -0.00210735-0.00477755j 0.0239992-0.00122147j 0.0104554+0.00673906j 0.00235487+0.00165563j -0.00777588+0.0118925j 0.00755242-0.0103061j 0.0121631-0.0231241j 0.0246606-0.014448j -0.0225573-0.0184029j 0.0260413+0.0282277j -0.00865263-0.00955067j -0.00184976+0.00613973j 0.0028157+0.0105697j 0.0166182-0.003436j -0.0183682-0.00762909j 0.00949621+0.0121337j -0.0223524+0.00145464j 0.00155841-0.00160716j 0.00329937+0.00587933j -0.00225623+0.0113128j 0.0183665+0.0106914j 0.0276804+0.0194632j 0.00336035-0.00437079j -0.0135193-0.00996686j -0.000433114-0.000701224j 0.0133196+0.00882993j 0.0016361+0.00723464j -0.0153877-0.00710666j -0.0213974-0.0127755j 0.00238164-0.0117139j 0.0020589-0.00126943j 0.0227104-0.00353271j 0.0132095-0.00370189j 0.0101983-0.00990458j -0.00468983-0.00170237j 0.0223863-0.00621641j 0.00631296-0.00691279j -0.00424278-0.00547457j 0.0131335-0.00944063j 0.00480867-0.000935618j 0.0125094-0.00134637j 0.0127732+0.00265928j 0.000363372-0.00489872j 0.00691449-0.00550729j -0.00643722+0.00455001j -0.00206988-0.00194666j 
0.000270702-0.000323354j -0.000237542-9.33346e-06j -0.00745269+0.00549688j 0.0034312+0.000177854j 0.00290289-0.0113162j 0.000463492-0.00296407j -0.00990212-0.00155023j -0.00112707+0.0134171j 0.00169435-0.00161799j 0.00746792+0.00833966j 0.000950927-0.00427923j 0.0110386+0.00651346j -0.00270351-0.00114555j -0.00148694+0.000860105j -0.00238905+0.00175365j -0.000125232-0.0167573j -0.00281884-0.00617569j -0.00469427-0.0203679j 0.00789884-0.0163535j -0.00167716-0.000250937j -0.0068173+0.0177121j -0.0105171+0.00706322j 0.00225519+0.0201614j 0.0052029+0.00790116j -0.00880048+0.00844418j 0.018025-0.0182801j 0.00304724+0.0132231j -0.00136312-0.0129461j -0.0125759+0.0113256j -0.024106-0.0128179j 0.00793587+0.0215295j -0.00689451+0.00297016j 0.0220062+0.019594j 0.0077094+0.00669324j -0.00316918+0.00177522j -0.0372982-0.0283072j -0.00664889+0.000648273j 0.0060876+0.010975j 0.00869071-0.00120655j 0.0151865+0.00810783j 0.000535628-0.000483966j 0.00277658-0.000827357j 0.00191115-0.00185584j -0.00632114-0.0135245j -0.00700741-0.00282776j 0.000317035+0.00457056j 0.0113025+2.13994e-05j -0.00433548+0.00176906j 0.00719053+0.00121364j 0.00323867+0.00143221j 0.00334138-0.00401381j 0.00292394+0.0122837j -0.0170577+0.00284879j -0.0103064+0.00526367j 0.0114312-0.0208884j 0.0227578-0.0193915j 0.0110889-0.00285558j -0.0173917+0.00398409j 0.00516838-0.00529112j 0.0161197+2.00569e-05j -0.0138105-0.00330892j -0.00398805+0.00395326j -0.0188363-0.00257898j 0.0139227-0.00781979j -0.00109512+0.00218214j -0.00865109-0.000281399j -0.00213898-0.00393071j 0.00400895-0.00393633j 0.00811087+0.00215427j 
-0.00124315+0.00130763j -0.00193083+0.00384815j 0.0150581-0.00891421j -0.0141601+0.00196054j -0.0164446+0.00370894j 0.0103755-0.00264848j -0.00334513+0.0114098j 0.00879895-0.00869209j 0.0107311-0.00394871j -0.00293915+0.00500365j 0.000423103+0.0132387j -0.000520661-0.00315762j -0.000335093+0.0129319j 0.00648857-0.00422957j -0.0201934-0.000862383j -0.0120932+0.00624082j -0.00367811+0.0182729j 0.00484579+0.00936039j 0.00191412+0.00847513j -0.00744234-0.0161651j 0.0119892+0.00127872j 0.013836-0.018882j 0.0128463-0.0298716j -0.0130083-0.00914865j -0.000974276+0.0143985j -0.00686262+0.0246022j -0.00490715+0.00834899j -0.00430282+3.24883e-05j 0.0156033-0.0312626j -0.0052695-0.00643792j 0.0116572-0.00666219j 0.00862282-0.0332674j 0.028697-0.000302569j 0.00696399+0.0148841j 0.00130021-0.00395465j -0.00791332-0.00446392j -0.00241795-0.00301003j -0.00539893-0.0128782j -0.00315238-0.00372013j 0.0149314-0.00869686j -0.00797533-0.0116408j -0.0129962+0.00425438j 0.00784318+0.000214416j -0.00784002+0.00120887j -0.00752653-0.0101949j 0.00737852+0.00322326j 0.0185226+0.00307063j -0.00423394-0.00587282j -0.016506-0.00583971j -0.00789451+0.00225136j 0.0132639+0.00876364j -0.0053485+0.00104621j -0.00999506-0.00174913j -0.0109374+0.0133673j 0.00112725-0.00223623j 0.00697201+0.000946508j 0.00868825-0.00539147j -0.0129892-0.00481284j 0.0214641-0.00335813j 0.00797006+0.00331559j 0.00215759-0.00423502j -0.000230404-0.00043336j 0.00165149-0.00134869j 0.00488557-0.0114408j 0.00784189+0.0016571j -0.00462842-0.00134934j -0.00198763+0.00468531j 0.00119626-0.00305621j 0.00136257-0.00366239j 
-0.00562733-0.00697657j 0.00172635-0.000816943j -0.00242471-0.0123604j 0.00104286-0.000883037j -0.00553199+0.00859751j 0.0164814-0.00360789j 0.00122424+0.00232955j 0.00941297-0.0138403j 0.00249145-0.000664096j -0.0145054+0.00607643j 0.00657666-0.00078114j -0.00047764-0.018248j -0.0102296+0.0242638j -0.00467338+0.0170766j -0.0096607+0.000106872j -0.00191155+0.0239168j 0.00770756-0.00678574j 0.00464515+0.00353924j -0.000744337+0.0300167j -0.00615408+0.020738j 0.0111558-0.0445487j 0.0104163-0.0132485j -0.00108965-0.011248j 0.00106814-0.00246849j -0.00846286-0.0110092j 0.00152203+0.000861051j -0.0158212+0.0185257j -0.00384521-0.00884604j -0.00588129+0.0139148j -0.00896748-0.00869895j 0.00198536+0.0119306j -0.00622303+0.00986126j -0.0122446-0.00496232j -0.00515133+0.00708319j -0.00203481+0.00932529j -0.0024307+0.00187674j -0.00258969+0.014699j 0.0134847-0.00280643j -0.00612001-0.000646079j 0.0174146+0.0059716j -0.00740004-0.00660915j 0.000637515+0.00184879j 0.015152+0.000275758j -0.0151884+0.0143563j -0.00878347+0.0237595j -0.000332142-0.00838629j 0.0230016-0.000321024j -0.00297272+0.0104547j -0.0123381+0.00754355j -0.000854209+0.00287985j 0.00516075-0.002029j 0.0064921-0.0110354j 0.000836137-0.0174506j 0.000486476-0.00748942j -0.00203918-0.00932509j 0.00263821+0.0117215j -0.00723933-8.86009e-05j 0.000981545+0.000955446j -0.00335945+0.00935122j 0.00665931-0.00540729j 0.00168592-0.00141761j -0.000662673-0.00961164j -0.00527147-0.00379611j 0.000248462+0.0038258j -0.00303047-0.00146794j 0.00163769+0.00164023j 0.00450832-0.00692982j -0.000535647+0.000241891j 0.00154129+0.00528677j 
-0.00346454-0.00102549j -0.00312552+0.00193316j -0.0106325-0.00565671j 0.000327155+0.0107746j 0.0014163+0.0112154j -0.00244054-0.00524919j -0.00152988+0.0135258j 0.00643038-0.0111624j -0.00417696-0.000100632j 0.0089779-0.00305822j -0.00815304+0.0126339j -0.00729344-0.00197907j -0.00832577+0.0136435j -0.0113763+0.00772302j 0.013535-0.00405674j 0.00312549+0.00999218j -0.00482409+0.0275653j -0.0063417+0.00757627j -0.0106768+0.0145388j 0.0241826-0.0124309j -0.0104685+0.010132j -0.00478192-0.0156552j 0.00354004-0.0206861j -0.00799932+0.0180073j 0.00534311-0.0107253j 0.00663256-0.00907158j -0.00840325+0.0108279j -0.012027-0.0128362j -0.0053967-0.000565429j -0.0071383-0.0178424j -0.00644702+0.0187261j -0.00815895+0.00585433j -0.00114016-0.0265827j 0.0155079+0.010426j 0.00290053-0.00583407j -0.0105394-0.015891j 0.00486241+0.00456282j 0.00875774+0.00324022j 0.0031226-0.0102928j -0.00529116-0.000994225j 0.0181566-0.00631069j 0.000874348+0.0022827j 0.00300573+0.00219144j 0.0059377+0.00974334j 0.00656575+0.0100816j -0.00860582-0.00271881j -0.011137+0.000605386j 0.00183094+0.0141779j 0.0149739-0.000400628j 0.000892397+0.00702918j -0.0124655-0.00449514j 0.00247491-0.00562701j 0.00560351-0.00224654j -0.00993075-0.0158575j 0.00458473-0.00117645j 0.0045869+0.0153156j 0.00900683-3.81116e-05j -0.00473356-0.000220203j -0.0019381+0.00578708j -0.00251221+0.00735312j -0.0065047-0.00190995j -0.00659243+0.00399624j -0.00897126-0.000315865j -0.0011902-0.00272968j -0.00991496-0.00479911j -0.000432178+0.00634855j -0.00382331+0.00340174j 0.00222121-0.00461421j 0.00601022+0.000245411j 
-0.0141915-0.000560924j -0.0055922+0.00904654j -0.010734-0.000947651j 0.00347731-0.00775313j 0.00539126-0.00620525j -0.00967698-0.0132023j 0.0139437-0.00370531j -0.00379192-0.00510267j -0.00268382+0.00573316j -0.00703686+0.00758048j 0.00751892-0.0119597j -0.0199748-0.015763j -0.0195527+0.0229287j -0.00336716+0.00400772j 0.00234767-0.0131683j -0.00764137-0.0123736j -0.00230473-0.00310174j 0.00507868-0.00538647j -0.0111621+0.000543429j 0.00718718+0.0119875j -0.00573223+0.0193635j 0.00350706-0.0079829j 0.0123146-0.0302481j 0.0064866-0.0394388j 0.00102447+0.0241069j 0.014536+0.0145914j 0.00476127-0.0173094j -0.0125286+0.00308162j -0.0042589-0.00169246j -0.0108212+0.0322115j 0.0126866+0.00706591j -0.00990267-0.0125958j -0.0010311+0.00126456j 0.00805874+0.0094275j -0.00493328+0.016194j -0.0010625+0.000778523j 0.00287624+0.0230052j 0.0175736-0.0048872j -0.00953596+0.00427065j -0.00579801-0.00657973j 0.00804974-0.00965892j -0.00779292-0.00645878j -0.00565475-0.00660995j -0.000355311+0.00885999j 0.00393077-0.00469612j -0.00735864-0.00165079j 0.000794609+0.00107069j 0.00908178-0.00602355j 0.00806726-0.00372214j 0.00400231-0.0058148j -0.00395739+0.000323583j 0.00620257+0.00456652j 0.00148313+0.00677351j -0.0132698-0.00640377j -0.00507671-0.00716643j 0.00886856+0.0050456j 0.00623521-0.00656105j 0.0137697-0.0112023j -0.000676714-0.000226687j 0.0089756-0.00710466j -0.00995941+0.00360745j -0.00192812-0.00528295j -0.00693445+0.00125479j -0.000962494-0.00351858j -0.00856176-0.00290694j 0.0063207-0.000125645j 0.00106157+0.00159653j 0.00184483-0.0051164j 0.00211895+0.0023672j 
0.00163458+0.0048765j 0.0021257-0.00610819j -0.00606438+0.0100471j 0.00671103-0.00777053j 0.0100457-0.0173754j -0.00476439-0.00675852j -0.00656658+0.00404914j -0.0162308-0.000339431j -0.00283648-0.00539143j 0.00470316+0.00938894j -0.00347711+9.75962e-05j -0.00964757-0.00248543j 0.00497386+0.0160484j 0.00685907+0.00294103j 0.00136186-0.00824374j 0.00955744-0.0164108j -0.0134136+0.0126327j -0.0119516+0.00945622j -0.00674232+0.0106071j 0.00648987-0.0178776j -0.0163749-0.0262594j -0.00130268-0.00871662j -0.00321367-0.0205103j 0.00978428+0.00843531j -0.00911436+0.00283749j 0.00459009-0.0163523j -0.00335001+0.0419672j 0.00952632+0.0249173j 0.00288608-0.000706883j 0.0119135+0.00179917j -0.0167795-0.0291033j 0.00688263+0.0285475j 0.00788811+0.00737332j -0.00275302+0.000846118j -0.00710401+0.00877662j 0.00972007+0.0114188j -0.00233345-0.0084503j -0.00231635-0.0139455j 0.0045489+0.0132696j 0.0114914+0.00346j 0.00740285-0.0107426j -0.0139244-0.0115303j -0.0133994-0.0104246j 0.00364332-0.00234313j -0.000288265-0.00849241j 0.00376531-0.000514017j 0.000525093-0.00333669j 0.0132303-0.0142091j 0.00132013+3.97768e-05j 0.0122614-0.00296095j 0.0080325+0.0104491j 0.00227568+0.00645303j 0.00707948-0.00218061j 0.00212197+0.0119117j 0.010134-0.00850519j 0.00355628-0.00836494j -0.00859918+0.004452j 0.0124777-0.00105277j 0.00404232-0.0062307j 0.000144068-0.00768087j 0.0149168-0.00463265j 7.378e-05-0.00185293j 0.0054129+0.00215444j 0.000718256+0.00694325j 0.00951794+0.00727117j 0.00234727-0.0103036j -0.000582902-0.00735546j 0.00105698+0.00760809j -0.00114545-0.00122932j 
0.00241103-0.00361963j 0.000570446+0.00132575j 0.00315247-0.00061528j 0.00364369-5.20279e-05j 0.0033821-0.00108104j -0.00334887-0.00150592j -0.00180288+0.00367476j 0.00219979-0.00255875j 0.00469123-0.000648161j 0.000495593+4.23683e-05j -0.00210382+0.0113407j -0.00281054-0.00409064j -0.00624876+0.0149149j 0.000384486+0.00544392j 0.00189981-0.0125598j -0.00177463+0.00308382j -0.00532116+0.00745102j -0.00542154+0.0186587j -0.00268255+0.0195813j 0.0106229-0.000879426j -0.00210074-0.00184348j 0.00181762-0.000808051j 0.0100307-3.27113e-05j 0.00643859-0.0117386j 0.020675+0.00454755j -0.00489193-0.0101766j -0.000362005+0.0035107j -0.0234802-0.0298692j 0.0293167+0.0175338j 0.00723358+0.00348139j -0.00243048+0.0088278j -0.00912441-0.000468642j -0.0100168-0.0135296j 0.0100653+0.0133241j 0.000915927-0.00536901j 0.0083942+0.000327627j 0.00525168+0.00664969j -0.000191053-0.00610447j -0.00476259-0.00799698j -0.00317292-0.003777j 0.00971459-0.00367698j -0.00478001-0.00562245j 0.000814526-0.00368737j -0.00223294-0.00228176j -0.00623598-0.0233565j 0.00209278+0.00309775j -0.00100279-0.0013283j 0.00204891-0.0117284j -0.00279613-0.0030491j -0.00108573-0.00685407j -0.01276+0.0161119j -0.0125873+0.0186666j -0.01411+0.0246224j 0.000249533+0.0137297j -0.0102332+0.00540895j -0.00698685+0.000787286j 0.0371963-0.0105803j -0.0140864+3.24651e-06j -0.00242246-0.000598536j 0.0125624+0.00520539j 0.0037711+0.00737446j -0.00555295+0.000588189j -0.000279626-0.000994091j -0.00537377+0.00127035j -0.00403028+0.0008308j 0.0049727+0.00107119j -0.00132035+0.00233251j -0.00101755-0.00211768j 0.00221199+0.000830009j 
-0.00113096+0.00484949j 0.00154646-0.00299949j -0.00412873+0.00480077j 0.00185153-0.00185631j 0.00391081-0.000162482j 0.00281847-0.00022862j 0.00230465-0.00652462j -0.00615833-0.00121969j -0.00223038+0.00316896j -0.00250883+0.00171604j 0.00350953-0.00959334j -0.00487762-0.00124646j 0.0061622-0.00777684j 0.00306585-0.00745892j 0.000142127+0.00739491j 0.00269718+0.000322567j 0.00168542-0.0124125j 0.0065429-0.00698627j 0.0024344-0.00767657j -0.00526759+0.00688055j -0.00233502-0.00478593j -0.00208495-0.00593691j -0.00410337+0.000375813j 0.00185646+0.00800562j 0.0215695+0.0212496j -0.0182551-0.00556332j 0.0109895+0.00356636j -0.0131771+0.0072689j 0.018698+0.0185571j 0.00459952+0.00734494j -0.0168559-0.0238436j -0.0175049-0.0116431j -0.00498503+0.00114449j -0.00228407-0.00574423j -0.00322882+0.00464886j 0.0172132+0.0176013j -0.000771016-0.0028717j 0.00341313+0.00464093j -0.00230235+0.00558186j -0.000230719+0.000735881j -0.00239656+0.0058091j 0.00249728+0.00300317j 0.00259006+0.0058336j 0.000800008+0.00326693j -0.00758482+0.0213179j -0.000955013-0.00603897j -0.00187533+0.00252692j 0.00978016+0.00475847j 0.0018899-0.0019391j 0.00516448+0.000771393j -0.00387182-0.00378209j -0.0119391+0.00402902j -0.0158581-0.0130218j 0.0072548-0.0151192j -0.0154205+0.00147881j 0.00175453-0.000379328j 0.0317093+0.000304134j -0.0164149+0.00470633j -0.0111364+0.000723059j 0.01807-0.0173497j 0.00650096+0.00139633j -0.00442645-0.00228343j 0.000924928+0.00545997j -0.00948972+0.00386416j 0.00417205-0.00261017j 0.00315217-0.00161485j 0.000399049-0.00170301j -0.00149606+0.00438364j -0.00413443-0.00127764j 
-0.00189946+0.00564241j 0.00694958+0.00173443j -0.00163677+0.011821j 0.0051324-0.00131047j 0.0204553-0.0141307j -0.0163799-0.00551032j -0.00962264+0.000147079j -0.0176812+0.00323161j 0.0112084-0.00750966j 0.00639674+0.00698036j -0.000644209+0.00472309j -0.00890055+0.0198188j 0.00468667+0.0196048j 0.0283291-0.018782j 0.00431491-0.00175085j -0.00886127+0.0172297j -0.0118923+0.0152674j -0.0139781-0.00927785j -0.0168482+0.0220691j -0.0157861+0.00196048j -0.000452296+0.0145759j 0.0129947-0.010642j -0.0105798+0.0142747j 0.0145489-0.00389057j -0.000223829-0.000302534j 0.0306798-0.0103547j 0.00793355-0.00476351j 0.00679378-0.00588573j -0.00121663+0.00381215j 0.00325068+0.00571345j 0.00571905+0.0044929j 0.00414541+0.00335665j 0.00548534-0.000859171j 0.0178194+0.00375511j 0.00443868+0.00502059j 0.00400475-0.0122247j 0.00878182-0.00733034j 0.00316017-0.011142j 0.01154+0.00535766j -0.0125539-0.00811323j 0.0075209+0.00524886j -0.00779843+0.00372814j -0.00771956-0.00338593j 0.0133314+0.00551115j -0.000100225+0.0118286j 0.00471619+0.00260534j -0.00106793-0.011019j 0.0292452+0.0150369j -0.0101456-5.53341e-05j 0.00763551+0.00620869j 0.011965-0.0120287j 0.00146068-0.0125459j 0.00240739+0.00335584j 0.00226804+0.0029497j 0.00103289+0.00858005j 0.00411652+0.00319559j -0.00335634+0.00292073j 0.00108559-0.00113509j 0.00310595+0.00638518j -0.00541539-0.00209357j 0.000130471+0.00216585j -0.000364012+0.00635026j 0.000217413+0.00218984j 0.000376426+0.00191255j -0.00158943+0.00374576j 0.000297738-0.00249166j 0.00152703+0.00195403j -0.000535093-0.00137784j 0.00143705-0.00114291j 
