-0.010949+0.00361773j -0.00466087-0.00984477j 0.00789001+0.0108211j -0.012023+0.00885072j -0.00163186+0.0075979j 0.00449269+0.00743276j -0.0129601+0.00777365j 0.00126759-0.00222314j 0.00689677-0.00341008j -0.00334327-0.00865173j -0.00538257+0.00562916j 0.000899586+0.00569336j -0.00912478+0.00601866j -0.00189142-0.00118963j -0.000567267-0.00180385j -6.8196e-05+0.00943757j -0.00421512+0.00894165j -0.00308589+0.00453527j 0.00459315+0.000529096j 0.00191556-0.0103588j -0.000874244-0.00586914j -0.00280617-0.00150797j 0.00466342-0.00373293j 0.00675448+0.00374505j -0.00339224+0.00530235j -0.00425465+0.00547871j 0.0091538+0.00655595j -0.00114747-0.00224043j -0.00441364-0.00766488j -0.00903104+0.0226472j -0.00763208-0.0117175j 0.00312445-0.00962246j -0.00358421+0.00852735j 0.0105566-0.0105034j -0.0151598-0.00754608j 0.0105241+0.0172178j -0.0168593+0.0151207j -0.0205133-0.00110075j 0.0162725-0.00287966j -0.00378757+0.00455448j -0.00699758+0.0142813j -0.0137419+0.00338556j 0.00607195-0.00773193j -0.0215494-0.0173638j 0.00433557+0.00874907j -0.0398918+0.00613194j -0.00565154-0.0291401j 0.00544861-0.0110427j 0.006035-0.0282143j -0.00397814-0.0029642j 0.0146492+0.00361551j -0.00634029-0.000575714j 0.00293889-0.0154718j -0.00029456-0.000376514j -0.0021942+0.00893161j -0.00346395-0.00444002j 0.00457282-0.0037696j 0.0113004-0.00202364j 0.00271068+0.00155036j 0.0116747-0.00186152j 0.00573799+0.00202444j 0.00361038-0.00933952j 0.00121106+0.0132224j 0.00131104-0.00853124j 0.00213152-0.0244473j 0.00255907+0.0215487j -0.000336344+0.00889695j 0.0449678+0.0517824j 0.0514977-0.0471178j 
0.00160358-0.00401686j 0.000350342+0.00373999j 0.00243579-0.00126759j -0.00303123+0.00253176j -0.018638+0.00209805j -0.0118848+0.01345j -0.00354025-0.00418931j 0.00562702+0.00505414j -0.00332187-0.00216414j 0.0071508-0.00362279j 0.00254407-0.0090573j -0.000937608-0.00271676j 0.00177921-0.000503102j -0.00499415-0.00443077j -0.00232313-0.00306242j -0.0175894+0.00863709j -0.00720714-0.0164967j -0.000848482+0.00334632j -0.00244402-0.000279898j -0.0102532-0.00388313j -0.00450024+0.00417386j 0.0088139+0.00354779j 0.00870898-0.0199392j 0.00880866-0.00151071j 0.00817096+0.00891303j -0.00499889-0.0105411j -0.00462752+0.00115038j 0.0035297-0.00490214j 0.0143018+0.00555204j 0.0101179-0.0109952j 0.00463514-0.0336228j -0.0125875-0.0174451j 0.0251646-0.0149274j -0.00426283+0.0198542j -0.00554727+0.00711072j -0.0106077-0.00125465j 0.00789151-0.00364288j -0.00782835+0.00779915j -0.00808698+0.00894826j -0.00359289+0.00112975j 0.00825798+0.00814402j -0.00470001+0.0085144j -0.0108031+0.00306083j -0.00259174+0.00649195j -0.00889816-0.00766171j 0.00368091-0.00511186j 0.00853515+0.000561468j 0.00639114+0.00865564j -0.0120591-0.00106443j -0.00246219+0.00324971j 0.00282199+0.00625064j 0.00281747-0.00696183j 0.0180288+0.0112224j 0.00705937+0.00266979j -0.0058718+0.00114835j -0.00931221+0.00869173j -0.0249034-0.0025533j -0.00111705-0.0061336j -0.00398265-0.00623497j 0.00104007+0.00853487j 0.00210526+0.0174652j -0.00648743-0.0107906j -0.00237629-0.00472317j -0.0114761-0.00983727j 0.00120302+0.00129139j -0.00487498+0.00255141j -0.000764102-0.00304792j -0.00422631+0.000767812j -0.00419739+0.00135863j 
-0.00772007-0.00252667j -0.00656814-0.000956005j -0.00376484+0.0148823j 0.0144965-0.00599769j -0.00461897-0.0106617j -0.00556477+0.00405202j -0.00352043+0.00549618j -0.011318-0.000809236j -0.00380894-0.0111177j 0.000767665+0.014227j 0.00663491-0.00338946j 0.00752964-0.00195728j -0.00554272+0.0163451j 0.00307862-0.00473288j -0.00576179+0.00782051j -0.00614046+0.000347157j 0.00487286-0.00638875j 0.00673536-0.0120795j 0.00548903-0.00368692j 0.00596731-0.0130362j -0.00424198+0.0168442j -0.00594306+0.00703009j -0.00318885-0.0120398j -0.00384007+0.000878027j -0.0203574+0.0044659j 0.0244098-0.00526449j -0.0246951+0.0175499j -0.00850744+0.0130637j -0.00529556-0.0154734j -0.00528523-0.0027388j 0.0097838-0.00194975j 0.0151344-0.00126838j 0.00150458+0.00786631j 0.00154382+0.00481359j -0.00919303-0.00951472j -0.000265109-0.0144819j 0.00301971-0.00734549j -0.00438705-0.0142678j 0.00526746+0.013177j 0.0108368+0.00328976j -0.00207046+0.00214955j 0.00841397-0.00590718j -0.00196814-0.00663683j -0.00918795-0.000439381j -0.00155663+0.00303626j -0.00041398-0.000628384j -0.00764029+0.00170142j -0.000999533+0.0025506j 0.00288296-0.00598295j -0.00677389+0.00576588j -0.016694+0.0143317j -0.0252539-0.00315663j -0.00653565+0.0104271j 0.0136092+5.28955e-06j 0.00355438+0.0186283j -0.00224578+0.00763356j 0.0238518-0.00263665j -0.0152154+0.00192949j -0.00815469+0.0137502j -0.00335667+0.0044357j -0.00233712+0.00487568j 0.00022575+0.00705981j -0.00531658-0.000586316j 0.0118028+0.00448761j -0.00518672+0.0112142j 0.00705952-0.00164322j -0.00652408-0.00561444j 0.000585978+0.00272729j 0.00399458+0.00141294j 
-0.00632667-0.00264766j -0.00781351+0.00277535j 0.00854418-0.00111798j 0.00256306-0.00550926j 0.0063339+0.00446285j 0.0144921-0.00994455j 0.00507612+0.00254019j 0.00558496+0.00153609j 0.0047553-0.0122837j -0.00309595+0.00351772j -0.00782654+0.00720606j -0.00368556-0.00286943j -0.0160565+0.00590935j -0.00140148-0.00685957j -0.00901984+0.0116983j -0.0037819+0.00289963j -0.0181091+0.00465355j 0.0040968-0.0017776j 0.00434654+0.000365771j 0.0104179-0.00674245j 0.0184523-0.00299393j 0.00534381+0.00225463j 0.00878861+0.0164595j -0.020006+0.00358715j 0.00651593-0.00889076j 0.0187673+0.00722088j -0.00612277+0.0124094j -0.0130038+0.0216958j -0.00349315-0.0149293j 0.00173799+0.00418143j 0.0124638+0.0124747j 0.00497145+0.0184558j -0.0140981-0.000949789j 0.00703975-0.00678645j -0.00371803-0.00694468j 0.0191718-0.000576984j -0.00689296-0.00513226j 0.00629451-0.01459j 0.0124128-0.00666853j 0.00847258-0.00752852j 0.0078621-0.00780508j 0.00704731-0.0138811j 0.0144812-0.0119836j -0.0122321+0.0027881j 0.00559461-0.000679421j -0.00804515+0.00626184j -0.0056422+0.00568522j 0.0124947+0.00109766j 0.00116303+0.00177982j -0.00368804+0.000584424j -0.0119836+0.00297058j 0.000412297-0.0037468j -0.0102158+0.00477881j 0.0011821+0.0134465j -0.000676103-0.00668194j -0.0128803-0.0104059j 0.0120133-0.00740028j 8.20249e-05+0.00756478j 0.0109965-0.0109054j -0.00408253-0.00524478j -0.000198548+0.00331827j -0.0130971-0.00180398j 0.00130181-0.0107405j 0.00329903-0.0130935j -0.00414092+0.00285859j 0.00281516-0.00208495j 0.00338888+0.000646583j 0.00707446-0.00249963j -0.0010379+0.00174862j 
0.0098616+0.000918718j 0.00944172-0.0064746j -0.00800588-0.0124755j 0.00305858+0.00743539j 0.0170506-0.000252981j -0.0009351+0.011197j -0.00491007-0.000295502j -0.0112034+0.00521453j 0.0109658+0.00426537j -0.0138191+0.00924193j -0.00292064+0.0053247j 0.00769309+0.0123391j -0.0125966-0.000374789j 0.0171703+0.00301247j -0.0040192-0.0114245j -0.000504747-0.00441142j 0.00790332+0.0164701j 0.00974324+0.000631008j 0.00288376+0.00303008j 5.4172e-05-0.0147663j -0.00315051-0.00550166j -0.0109986-0.00591403j -0.00891021-0.00799003j 0.00525243-0.00818748j -0.0113736+0.0100934j -0.00518368+0.018446j -0.0194194+0.00596551j 0.00186522-0.00829732j 0.00540717-0.0202532j -0.0146712-0.01386j 0.0165853-0.0203043j -0.0107316-0.0139961j -0.00719402-0.0066274j -0.0173416+0.0222848j 0.0164439+0.0040211j -0.0084203-0.0246564j 0.0122209-0.00702518j 0.0199613-0.000862672j -0.0131505+0.00533197j -0.00397675-0.00206957j -0.00134608-0.00524625j 0.00684555+0.0109235j 0.0173676-0.000110756j 0.000614742-0.00722432j -0.0026359-0.000917373j 0.00508998-0.00426071j -0.00103008-0.00177866j 0.00180263-0.00435668j 0.00149429-0.000394975j 0.00627431+0.00561741j -0.00737107+0.00617346j 0.00949622-0.00166656j -0.00909613-0.00650834j -0.00137708-0.0105531j -0.00480763-0.0113976j -0.000262276+0.0029638j -0.00403518+0.00162309j 0.00326946-0.00618254j -0.0165457-0.000498383j -0.0102797+0.00904934j 0.0073951-0.0097986j 0.00644114-0.0102209j -0.00414227+0.0011091j -0.00302478-0.011292j -0.0117076+0.00800983j 0.00808432+0.00274273j -9.82097e-06-0.0136562j -0.0115754-0.00035487j 0.00560105-0.000982017j 
0.00608743-0.00513619j -0.0034547-0.00527846j 0.0044551+0.00362777j 0.0181575-0.00433328j 0.0176829+0.00249292j -0.0151137-0.00734058j 0.00804829+0.000670941j -0.0106035-0.00820109j -0.00833369-0.00393739j -0.0111722+0.000153104j 0.00390909-0.00307088j 0.00782288+0.00856474j 0.00444734-0.00568543j 0.00961736+0.00724323j 0.00869057+0.00356728j 0.0198338-0.0120469j 0.0131579+0.0033005j -0.00394036-0.00861729j 0.00789312+0.00114587j -0.00382091+0.00883763j 0.00649137-0.0107968j -0.0142813-0.0137056j -0.011977+0.0125817j 0.0197032+0.00804889j -0.00818784+0.0027192j -0.0114275+0.00760399j 0.00604901+0.0150065j -0.00532023-0.00423653j -0.000415667+0.00464193j -0.00802759-0.0187089j -0.0133598+0.0301995j 0.0158438+0.0138945j -0.0380576+0.0250911j 0.0234732-0.00826932j 0.00751304-0.00616079j 0.0193048-0.0143652j -0.00598885+0.000879725j -0.00368961-0.00616319j -0.00751398+0.0120426j -0.0130728+0.01427j 0.00230398-0.00212581j 0.00675588-0.00110149j -0.0142145+0.000645904j 0.0062364-0.00618632j -0.0198435+0.00424443j 0.00266641-0.00450745j -0.0106611+0.000945107j -0.010864+0.000325671j -0.00625283+0.00708157j -0.00675458+0.00264205j 0.0240115+0.0077812j -0.000438579-0.00335588j 0.023087+0.00463381j -0.00323969+0.00150472j 0.0118663+0.00188925j 0.0204198+0.00330683j -0.0104372-0.00327475j -0.0106118+0.00272927j -0.00915425+0.00199733j 0.0127044+0.00679402j -0.00270935-0.000306887j -0.00779439+0.00047185j 0.00333879-0.00292601j 0.00828704+0.00917327j -0.0109448+0.00817922j 0.00530327-0.00142135j 0.00197249-0.00837555j -0.000341389+0.00432822j -0.00607274+0.004457j 
-0.00580129+0.00113057j -0.00147143-0.00122389j -0.00507881+0.000778082j 0.00156038+0.00429792j 0.00453934+0.0028485j 0.00130449-0.00643003j 0.0015229+0.004588j -0.00871323-0.00663681j -0.000310372-0.00887174j 0.00254438+0.00387702j 0.0125954+0.0100109j -0.00102156+0.0110373j 0.00964269+0.00418006j 0.0109809+0.00463208j -0.000416876+0.00865139j 0.0135457-0.00814935j 0.0116142-0.00541217j 0.00871179+0.00342768j 0.0183771-0.0175588j 0.00893779-0.00926015j -0.0099301+0.0149199j -0.0103612+0.0118401j -0.0174263-0.0166889j 0.00545568+0.00958458j -0.0117099+0.0119814j 0.0105686-0.016591j -0.00658533+0.0124643j -0.0151069+0.00914245j 0.0127343+0.0140609j -0.00833168+0.029969j 0.0304564-0.0203199j -0.00684425+0.00155459j -0.000936233-0.0351231j 0.0100934-0.00368607j 0.00095081-0.00457588j -0.00113905+0.0124431j 0.0135533+0.00320002j -0.00877296-0.00350468j -0.00485629-0.0152487j -0.0047884-0.0117055j -0.00908107-0.0068487j -0.000802889+0.00383946j 0.00574285-0.00844698j 0.00535437-0.000257278j -0.00356764-0.00735564j -0.00535278+0.00437019j -0.00118516+0.00298732j -0.0097589-9.51628e-05j -0.00306369-0.00564827j -0.00749265+0.00374697j 0.00301768+0.00257104j 0.000140777-0.0019438j 0.00495697+0.00201191j 0.00917313+0.00397243j -0.000727867-0.00461973j 0.00200345-0.00202517j -0.0101282-0.00798281j 0.00220663-0.000641683j -0.00440598-0.00925351j -0.00649968+0.00894671j 0.00145789+0.00527336j 0.00526335-0.00529069j -0.0120026+0.00904103j 0.0119751-0.0109046j 0.00109024-0.00742292j 0.0057721+4.4396e-05j 0.00548001+0.00441524j 0.00137332-0.00100394j 0.00571798-0.00494941j 
0.0049816-0.00920116j -0.00209681-0.00147576j 0.0100953-0.00741841j 0.0021864-0.00142003j -0.0035062+0.00500354j 0.00371446+0.00704803j -0.00564872-0.00615857j 0.00353526+0.00309826j 0.00230422-0.00907621j -0.000842514-0.00229105j 0.000910035-0.00385883j 0.00989408-0.00376288j -0.00985302-0.00785972j 0.00039345-0.00194995j -0.00372981+0.000334721j -0.00793468+0.00254436j -0.00498271+0.00206929j -0.00406772+0.00256261j -0.00581713-0.00138567j -0.002075+0.00821845j 0.00765745-0.00113566j 0.00379575+0.0023894j 0.0040611-0.00422554j 0.00948189-0.0046768j 0.0038406-0.0122264j 0.00193829+0.00511374j 0.00575748+0.00315793j 0.000311294-0.00314506j 0.00806973-0.0130666j 0.000106639-0.0126748j 0.00261536-0.00274823j -0.00388679+0.00965577j 0.00462279-0.00479795j -0.0100331+0.0104902j -0.0135918-0.0130272j 0.00430321+0.00133639j -0.00964989-0.0128135j -0.0095491-0.0048304j 0.0104171+0.0164071j 0.00491262+0.0111617j 0.0095643+0.00592477j 0.00309645-0.00271763j 0.00372549+0.00412778j -0.00544552+0.0034588j 0.00113651+0.000689507j -0.00228954-0.00954474j 0.00145674+0.00438035j 0.00244232+0.00550017j -0.00474227+0.00387305j 0.00602877+0.0109543j -0.00610424+0.000802815j -0.00128255-0.00169413j -0.00298027-7.9687e-05j -0.00770063-0.0114748j 0.0108285+0.00140324j -0.011792-0.00216762j 0.0079269+0.0136808j -8.67654e-05+0.00988674j 0.012424+0.016168j 0.0097209+0.008875j -0.00951886-0.0167327j -0.0142449-0.00630959j 0.00229612+0.00229999j 0.000264825-0.00664311j 0.00978625-0.00281866j -0.00177516+0.0016613j 0.000625024-0.00886049j 0.00344739+0.00499531j -0.00517256+0.00545287j 
0.000270991-0.000910369j 0.00855657-0.00614545j -0.0121296-0.00161076j 0.00137242-0.00278652j 0.00777245-0.00160475j -0.00419792+0.0120455j 0.000269408-0.00930757j -0.0117402+0.000676544j -0.00383443+0.00356495j -0.00342552-0.00220304j 0.000736855-0.0144125j -0.00919801+0.00732498j 0.0179055-0.00458881j 0.0137843+0.00127785j -0.0081934-0.000347802j 0.00784617-0.000443222j 0.0135964-0.00710951j 0.000496042+0.00245973j 0.00571406+0.00170847j 0.00441548+0.00181959j -0.0199984+0.00217808j -0.0132482-0.00628211j -0.0191176-0.0171835j -0.00625866-0.00429336j 0.00393528+0.0101749j 0.0183373+0.00476461j 0.0130718+0.00711107j -0.00975298-0.0156992j -0.00954879-0.0073221j 0.0066537-0.0122694j -0.00831324-0.028278j 6.9235e-05+0.00615192j 0.0045003-0.00982123j 0.00449819+0.0220922j -0.0109046-0.00926564j 0.0276942+0.0227982j -0.000973902-0.0286873j -0.00662357-0.00337765j 0.0147042+0.0360056j 0.00772989+0.0193571j -0.0129641-0.00322206j -0.00483328+0.014178j -7.63007e-05-0.00236555j 0.0100898+0.00461583j 0.00384728-0.00174029j -0.0105637-0.0157683j -0.00341402-0.00631758j -0.0115236-0.00324087j 0.00553444+0.00598596j -0.00193701-0.00892472j 0.00893977+0.0107518j 0.00108925-0.00820334j -0.00131538+0.00252678j -0.00751165+0.00406103j -0.0170064-0.00863686j 0.00188345-0.00167343j -0.00563542+0.00692896j -0.0111292-0.00149368j 0.0125386-0.0129469j 0.00288839-0.00802925j -0.0218527+0.000545777j -0.0267191-0.00690246j 0.0111292-0.0124417j 0.00306845-0.00284252j 0.0171408-0.00312789j -0.00546315-0.00286024j 0.0037359-0.0113652j 0.00346171+0.00886018j -0.00760453+0.00790716j 
-0.0077302-0.00135369j -0.00887957+0.00831321j 0.00419021-0.000283943j -0.00430554+0.000154778j -0.0118167-0.00102935j -0.0090455-0.000790996j 0.0100476+0.0091766j -0.00478662+0.00707984j -0.000179776-0.00802292j 0.0087817-0.00684461j 0.000793446+0.00559045j -0.00876349+0.00353424j 0.0109269-0.00386369j 0.000599697-0.0029345j 5.28706e-05-0.00359907j -0.0107726-0.00369334j -0.0118725+0.00334845j 0.0105921+0.00909245j 0.0143733-0.000442643j 0.00981167-0.0126272j -0.0240699+0.0125882j 0.00562296+0.00872138j -0.0156836+0.0147034j -0.00538929-0.00490089j -0.0040028+0.0171571j 0.00711965-0.00814521j 0.0151915+0.00107104j 0.00879961-0.0147326j 0.00951483+0.00450183j 0.0158251-0.00215383j -0.00175141+0.0093093j 0.031931-0.0312709j -0.0140489+0.0105963j 0.0105572+0.00277303j 0.001535-0.00281461j 0.0101593-0.0018907j 0.0166195+0.00374788j -0.00350586+0.000856262j -0.000877389-0.0133414j -0.00355315-0.0123889j -0.0090273-0.00225187j -0.00425654-0.00421493j -0.00463885+0.00519993j 0.00956348+0.00264904j 0.010592+0.000904866j -0.00989254+0.00425281j 0.00651427+0.000920607j -0.00152235-0.000771318j -0.0072652+0.000455499j -0.00921537-0.00443648j 0.00420564-0.00534606j -0.0146959-0.01405j -0.00811715-0.00739117j 1.94576e-05-0.00675841j -0.00763184+8.79357e-05j 0.0063797+0.0120063j -3.75429e-05+0.0141853j 0.000676879-0.0224064j 0.00998056+0.00224132j -0.00632698+0.0176995j -0.00270845-0.00336456j -0.00120133-0.00578656j -0.000514074-0.00713987j 0.00644507-0.00115455j -0.00294407+0.00279803j 0.000930701+0.00216736j -0.00470784+0.00552821j 0.00393606-0.00572041j 0.00215101+9.72542e-05j 
-0.00480938+0.000706538j -0.00182491+0.00385346j 0.00924806-0.00785938j -0.00970508+0.00417066j -0.012345+0.00131789j 0.00786553+0.00676577j -0.00240622+0.00760355j 0.0096497+0.00174242j -0.00550817+0.00406792j 0.00155163-0.00884175j 0.00372499+0.000226384j 0.0214843-0.00641756j -0.00209989-0.00425955j -0.00223045+0.00368195j 0.0137158-0.0117269j 0.00285084-0.0063466j 0.0117792-0.000746844j -0.00808902+0.00292235j -0.0187853-0.00730484j -0.00155144-0.0075787j 0.0218227-0.00529151j 0.0028872+0.0112949j 0.00473393+0.00279045j 0.0109063-0.0164382j 0.000516383+0.00900597j -0.0177386+0.00757694j 0.00528898-0.00621746j -0.00727359-0.0100427j 0.00459593-0.0134275j -0.0164176+0.00385122j 0.000793904-0.0226191j 0.00764499-0.0129919j 0.00690837+0.00149553j 0.0039001+0.0142678j -0.00704438-0.00109779j -0.0141468+0.0152475j -0.0161128-0.0017775j -0.00956681+1.61597e-05j 0.011995+0.000334754j 0.0061823-0.00452351j 0.00778985-0.000376863j 0.00167665+0.00247036j -0.00887995+0.00522651j -0.00339465+0.00694615j -0.00847009-0.0123988j 0.0004946+0.000629751j 0.000513059-0.00318595j -0.0027286-0.00183898j 0.00446912-0.00192477j -0.00474795+0.000196567j 0.0151258+0.00945761j 0.000435123-0.00288458j 0.016911+0.0036127j 0.00824109-0.00243588j 0.00899044+0.00478857j 0.0104625+0.0109824j -0.000421213-0.00302799j 0.000346658-0.00840584j 0.00835077-0.0099944j 0.0176259+0.00490638j 0.00210521+0.00612547j 0.00534351-0.00654417j 0.000523294-0.0130161j 0.00341326+0.0035099j 0.0111177-0.00121324j -0.00327748+0.00253552j -0.00385163+0.00422231j 0.00447697-0.00171134j 0.00185655+0.000316546j 
-0.00281333-0.000534717j -0.00586684-0.00472066j 0.00157526+0.0035576j -0.000706124+0.000542675j -0.00308209+0.00395211j 0.0130057+0.00869493j 0.000548472-0.00102973j 0.00629981-0.00412309j -0.00101725+0.00490036j -0.00166138+0.00102878j -0.00264415+0.00165955j 0.0160379-0.00849138j -0.0156501-0.0121264j 0.00389246+0.00123454j 0.0145324-0.0120294j 7.92562e-05-0.0135177j -0.00386019-0.00206024j -0.00133554+0.00306882j -0.0187082-0.00362152j 0.00988251+0.00437584j -0.0130714+0.0123537j 0.0204115+0.00430051j 0.0126213-0.000988706j 0.00716418-0.00708909j -0.0157354+0.0338185j -0.00866458-0.00891056j 0.00154284+0.000604172j 0.00335035-0.0255396j -0.003914+0.0257297j -0.00586819+0.00569721j -0.00255139-0.016808j 0.0119215-0.0170696j 0.00193944-0.00844065j -0.0260467+0.0081236j -0.0113494-0.0121562j 0.00729051+0.0214199j -0.0160581+0.000431391j -0.00324611+0.0025206j 0.0146953+0.004699j 0.00929602+0.00372125j 0.0205025+0.00391152j 0.00622289+0.0030519j 0.0112188+0.0171556j 4.48497e-05-0.00252802j 0.010709+0.00454537j -0.00678101-0.00641897j -0.00228623+0.00326115j 0.0184758+0.00603239j -0.00622601-0.00260181j 0.00668854+0.00505451j -0.00781513-0.010504j -0.0036728-0.000345609j 0.0044704-0.0109264j -0.0116427-0.00968381j 0.00643723-0.00289558j -0.00948394-0.00503713j 0.00193066+0.0169106j 0.0151804+0.00944669j 0.0121365+0.00550776j 0.00442521+0.00141263j 0.00268536+0.00844641j 0.00052399-0.0026458j 0.00385772+0.000778594j 0.00637588-0.0112395j 0.00985355-0.00812224j -0.00072091+0.00207211j -0.00240138+0.00451627j 0.006104+0.00326091j -0.00238792-0.000794485j 
-0.003742+0.00334146j -0.00600387-0.00163683j -0.00457475+0.006488j 0.000264335-0.000868586j 0.00603925-0.0087169j 0.0120215-0.0105498j 0.00547166-0.00252756j -0.00331692+0.0137621j 0.00071392+0.0045893j -0.022597+0.0103889j 0.000791187+0.0128324j -0.00458095+0.017111j 0.00113167+0.00954045j 0.00310313+0.00485537j 0.0119914+0.00162592j 0.0221787+0.00816668j -0.00937112+0.00396585j 0.0214397-0.000365417j 0.0235349-0.0100453j 0.00641043-0.00295643j -0.0290573-0.011371j -0.000723536+0.0188065j 0.0016516+0.00945595j -0.00089833+0.000977121j -0.0111373-0.0179777j -0.00824613+0.00249533j 0.00208704+0.0163236j 0.00653675+0.00570728j 0.00313386-0.00836258j -0.0334536+0.0062332j 0.000967665-0.00888117j -0.0109509+0.0222638j 0.014919+0.00534125j -0.00679828+0.000246647j 0.0227751-0.0126981j 0.0132158-0.00938144j -0.009802-0.0129144j 0.00144097-0.0115223j 0.00955796+0.0123648j -0.000572694+0.00255939j 0.00463913+0.00077674j 0.0137423-0.000673754j 0.0126305-0.00579463j 0.00420249-0.00480675j 0.0109713+0.00580301j -0.00752081+0.00557701j 0.00102666-6.10206e-05j 0.0105225-0.00500091j 0.00233807+0.00170854j 0.00728261+0.000390346j -0.00189786-0.00144804j -0.00191033+0.000830338j -0.0132542+0.000106748j -0.0260273-0.00665338j -0.000617572+0.000188841j 0.0101557+0.00144898j 0.000979119-0.00100875j 0.00283449+0.0129924j -0.00126178-0.00368602j 0.00647988+0.00130706j -0.00363259+0.00386358j -0.013838+0.00747271j 0.00158435-0.00308825j 0.00354029+0.00760647j -0.000570203+0.00316299j -0.00233116+6.07935e-05j -0.00518975-0.00269263j 0.00460623+0.00303862j -0.000959361+0.00146493j 
-0.01642+0.000984693j 0.00869454-0.00593759j -0.023558+0.00667829j 0.00227787-0.00998469j 0.000810659-0.00855215j 0.00241335+0.00726191j 0.00952639-0.00389033j 0.0119332+0.000533432j -0.00233194-0.00104692j 0.0147524+0.0112908j 0.00222088-0.00629443j -0.00232796+0.000944162j -0.00533062+0.00498326j 0.00678378+0.00383879j 0.0158051-0.00541827j -0.00710932-0.00351174j 0.00438528+0.00113872j 0.0135042-0.0172091j -0.0325574-0.00472787j 0.0248987-0.000238018j -0.0528761+0.0207397j 0.0218457-0.00714572j -0.00338938+0.00219244j -0.00438926-0.00612126j -0.0046907-0.00305908j -9.9789e-06-0.00309155j 0.0157651-0.0119934j -0.0173657+0.01769j 0.00893472-0.00103764j 0.0235692-0.00272779j -0.00236042+0.00813663j 0.00135998+0.0108418j -0.00877118+0.00927087j -0.0153647-0.011293j -0.00748972+0.00740145j -0.000332035-0.00644321j 1.1553e-05+0.00581916j -0.00101558-0.00762237j -0.00518433+0.014203j 0.00613373+0.00954353j 0.0188334+0.011629j -0.0142893-0.00825813j 0.00610555-0.00765605j 0.00353385+0.000843101j 0.00449208+0.00368761j 0.000533964-0.00730006j 0.00495466+0.00297999j -0.00674519-0.00602944j 0.00116828-0.00410006j -0.0120138-0.00642231j 0.0127128+0.00549954j 0.00395992+0.00128872j 0.00762206+0.00638906j 0.00807967-0.00484141j -0.0103883-0.00352223j 0.00957822-0.00173057j -0.000863733-0.00238057j 0.00743878-0.000617274j 0.00865128+0.0117712j 0.00100711-0.00357957j 0.00601785+0.00573895j 0.00175912+0.00158917j -0.0136818-0.000677219j 0.00421219+0.00498885j 0.00109074+0.00650257j 0.00640749-0.00517997j 0.00353729-0.00405603j -0.0030706+0.00262352j 0.00565146+0.00181081j 
-0.011868+0.000771792j 0.0111124+0.00122447j -0.00583806-0.00353109j -0.00133467-0.0108651j 0.00751678-0.00682172j 0.0046675-0.00242883j 0.00685423-0.00765174j 0.0128812+0.00571975j -0.00316624+0.000811331j -0.00862797+0.00190668j -0.00167923-0.00579255j 0.000372909+0.00115178j -0.00127643+0.00655026j 0.00214331+0.00868473j 0.00151785+0.00750258j 0.00735699-0.00269345j 0.0113899+0.00408851j 0.00478443-0.0116827j -0.00194399-0.0108388j -0.00680249+0.00498339j 0.0191721-0.021869j 0.011192-0.0012126j 0.00408629-0.0110352j -0.022905+0.00716076j -0.00256551+0.0193511j 0.00691624-0.0205969j -0.00619614+0.00811328j -0.00568308+0.00440833j -0.0302319+0.0242663j -0.013307-0.000584223j 0.0168474-0.0286419j -0.00952222-0.00035817j -0.00725942-4.67051e-05j 0.0114894-0.00135306j 0.0113781+0.0123896j -0.0210846-0.0123935j -0.00545801+0.00767188j -0.00112766-0.00727269j -0.00482392+0.0128335j -0.0106044+0.000201141j 0.00571754+0.00564167j 0.0103631+0.00579306j 0.00808247-0.00443583j -0.00434304+0.000863401j -0.000581232-0.00656501j 0.0056123+0.00422488j -0.00148707+0.00553037j 0.0075857-0.0129043j 0.015897+0.0101966j -0.004758-0.000998538j -0.00742889-0.0025864j -0.00454778-0.00432494j -0.000527162+0.00157938j 0.0103449+0.0136734j -0.00437348+0.00649638j 0.0141085+0.000556046j 0.00232541+0.0191409j -0.00282544-0.00800149j -0.00325856+0.00285154j 0.00317333+0.0123789j -0.00586182+0.00593812j 0.00115834+0.0100584j -0.014857+0.00405252j -0.0119829+0.00213299j -0.00522217+0.00278212j 0.000967461-0.00144161j 0.00289452-0.00224906j -0.00223231-6.63131e-05j 0.00307603+0.00160284j 
