0.0171553-0.00133435j -0.00739997-0.0205013j 0.0151807+0.0317838j 0.037061+0.00492054j 0.00109551-0.0222668j -0.039219-0.00280118j 0.00996172+0.0378967j -0.0141927-0.0224991j 0.0590228-0.0108784j 0.0390822+0.0084341j -0.0466496-0.00835943j -0.0223134+0.00114433j 0.0642085-0.00539724j 0.00226363-0.0249454j -0.0378287+0.00361805j -0.0563547+0.0472748j -0.0192622+0.0418719j 0.0361316+0.0254924j 0.0279423+0.0392872j 0.00026484+0.137266j 0.0823158+0.0131307j 0.0953719-0.0102457j 0.040501+0.0369375j -0.00643859+0.0554978j 0.0574478-0.0314679j 0.0158466+0.000496307j 0.027144-0.013052j 0.00970136+0.016333j -0.0234807-0.0184805j -0.00283413-0.00657142j -0.00426782+0.0187096j -0.00807773+0.00156641j 0.000604602-0.0117172j 0.0119287+0.0124708j 0.0263039+0.0122486j 0.000975159+0.011935j 0.0117575-0.00164472j 0.00545086-0.00819251j -0.026156-0.00512433j -0.0128194-0.0044911j -0.00659427-0.00795411j -0.0143617+0.0108271j 0.0262135-0.0074676j -0.0195966-0.00653724j -0.00431487+0.0222795j 0.00852226-0.0212793j -0.00662681+0.00578231j 0.00141589+0.0279867j -0.00554586-0.00251834j 0.00103628-0.0242677j -0.0152435+0.00170498j 0.0330513+0.0182218j 0.00357108+0.0283918j 0.0184212+0.0122895j -9.0348e-05-0.0219733j -0.0058924-0.0202257j -0.0156013+0.00811461j -0.00983555+0.00628121j -0.0110935-0.0155098j 0.00460759-0.018629j 0.025815-0.0258349j -0.00404289+0.0053834j 0.0241215-0.00184532j 0.0143598-0.00758473j -0.00757298-0.0170746j 0.0328145+0.0106631j -0.0137609-0.0115662j 0.0325094+0.0214879j -0.0150961+0.00143128j 0.00868045-0.00395696j 0.00376781-0.0220074j 0.00861857-0.00241628j -0.0108255-0.00013804j 0.00175355+0.00149808j -0.00814665-0.00121722j 0.0181896-0.00460473j -0.010235-0.00387783j 0.00602512-0.00755565j 0.0019676-0.00157415j -0.00262877+0.0167715j 0.00958714-0.00740342j 0.00959913-0.00183409j 0.00212878+0.01011j -0.015423+0.00364379j -0.00513878+0.00480398j 0.00121164+0.00503445j -0.0106531-0.0104433j -0.0018414+0.00563516j -0.0286746-0.00904958j 0.0378914+0.00833473j 0.00941898-0.0261299j 0.00467525-0.00689223j 0.0166004+0.0164747j -0.0474789+0.062297j -0.067682-0.050622j 
-0.00123977-0.000426574j -0.0100341+0.00303848j 0.000618851+0.0128829j -0.01322-0.00503377j 0.00824306-0.0135865j 0.0009015+0.0417407j 0.0247466-0.011743j 0.0689311+0.132611j 0.088934+0.0280015j 0.0685212+0.0263148j -0.0140771+0.0239042j -0.0551297+0.00452806j -0.127961+0.0598976j -0.0630825-0.129142j 0.0151922-0.112914j 0.0421184+0.0477647j 0.00395662+0.0494143j -0.0621172-0.032644j 0.0358042+0.0956606j 0.00497979-0.0272745j 0.00841559+0.0281872j 0.0355071-0.00584984j -0.00649408-0.00994177j -0.00205678+0.00266646j 0.000883804+0.000386523j 0.0266227-0.0134106j -0.0194507-0.016079j -0.00348118-0.00997076j -0.0222757+0.0015346j 0.00520686-0.00289002j 0.0140904-0.0142908j -0.00919926-0.0100834j -0.00395815+0.002621j 0.0382281+0.0166928j -0.00405586-0.00183316j 0.0184534+0.0162886j -0.00321411+0.0197499j -0.0192722+0.00503312j -0.00889273-0.00733012j -0.00714703-0.0058119j -0.005193-0.00849271j 0.00062692-0.00451062j -0.00850622+0.00994121j -0.00485413-0.00678112j 0.0148929-0.00775171j -0.00873542+0.00601221j 0.00655052+0.00505331j -0.0162741+9.97432e-05j -0.0151901-0.0140765j 0.000115745-0.00432854j 0.00551437+0.00445596j 0.0129108+0.00945908j -0.0124828+0.00387579j 0.00672431-0.00364694j 0.00580554-0.0149515j -0.000556495+0.0161743j 0.0129475-0.00832096j 0.000390929-0.00995469j -0.00632527+3.4161e-06j -0.00145257-0.014558j 0.00702381+0.00317529j -0.00595093+0.000412365j 0.000805192+0.00183564j -0.00462048+0.0129121j 0.0012403-0.00551489j -0.00777373+0.00952056j -0.00219038-0.0138738j 0.0031039-0.0101463j -0.0073799-0.00117493j -0.0010853-0.00096555j -0.0172345-0.000154149j -0.00658451+0.00291873j -0.00985702-0.00671401j 0.00599537+0.0037586j -0.00956914-0.0101739j 0.00166163+0.00295619j -0.00076672-0.0112345j 0.00678887+0.00203837j -4.7429e-05+0.00491171j -0.014498-0.00839243j -0.00201838-0.00994519j 0.00692391+6.36682e-06j 0.00605359-0.00192143j -0.00210456-0.0128628j -0.00288202-0.00578393j -0.000423164+0.00936654j 0.00248871+0.000391068j -0.00834116-0.000101654j 0.00305794-0.00185157j 0.00403813+0.00925417j -0.00749784+0.00314864j 0.00191692+0.00225161j 0.0101694-0.00121756j 0.00924379-0.00292282j -0.00295174-0.00155484j 
-0.012619+0.00669389j 0.014986-0.0245527j -0.00949934+0.0074355j 0.00245346-0.00713753j -0.0302305+2.72747e-05j -0.0151071-0.0735705j -0.0464984-0.0229179j -0.0465169+0.0330141j -0.0120383-0.0990619j -0.00120053-0.115846j 0.0283989-0.0962205j -0.0106947+0.0178493j -0.0392637-0.0752248j -0.0156165-0.0238033j 0.145645-0.0167735j -0.0170966-0.0420141j -0.00250443-0.0382156j 0.00848368+0.0494137j -0.00692911-0.0460118j 0.0263582-0.0128417j 0.0114939+0.0893699j -0.0292555-0.0635562j -0.0378966+0.0273296j 0.0120826+0.0324925j -0.00488456-0.0362878j 0.0177928+0.00807333j 0.00321036-0.0161396j 0.0217765+0.017501j -0.00670019-0.00534597j 0.0115174-0.00806004j 0.0134358+0.00344579j -0.000655642-0.000859924j 0.00728808-0.00996871j -0.00751218+0.00502671j 0.00267636+0.00564044j 0.00344445+0.0171984j -0.0139885-0.0229166j -0.00991755+0.00115776j 0.0180844-0.0185369j 0.00160484-0.0128797j -0.00834296+0.00505601j -0.00127922-0.00732511j 0.00855583+0.00850979j -0.0014544-0.0100019j -0.0184643-0.012281j -0.00150767-0.0119998j -0.00339481+0.00288502j 0.0181208-0.0183735j 0.0195742-0.0103514j 0.0030299-0.00471479j 0.00476585-0.00735405j -0.00837285-0.00496642j -0.00448622+0.00932698j 0.0046485-0.0183474j -0.00622262-0.0108191j -0.00510111-0.00214384j -0.00393509+0.0051718j -0.0149588-0.000488294j -0.0045375-0.0202377j 0.014347-0.0183065j 0.00453081-0.015383j 0.00987028-0.0217341j -0.00477978+0.00455005j -0.00156418+0.0283165j 0.000675391-0.00666906j -0.00716093-0.0028414j -0.00314224-0.00659073j -0.00889946-0.00961572j -0.00638699+0.000177523j -0.00159859-0.0118249j 0.00355669+0.00318062j -0.0114472-0.013977j -0.00179135+0.00193819j -0.00125429-0.00615896j -0.00324818-0.000974506j -0.00891684-0.0147394j 0.00166048-0.000110947j -0.00150407-0.000200109j 0.00336028+0.00385415j 0.00148983+0.00650881j -0.00221093-0.00757479j 0.0033897-0.00839135j 0.00640255+0.0045306j 0.00237805-0.00360795j 0.00593726+0.0020633j -0.00359621-0.00683869j -0.00303256-0.00573434j 0.00753461+0.00402788j -0.00679733+0.00169067j -0.00906672-0.00180246j -0.00399285-0.00926627j 0.011953-0.00280857j -0.00525122+0.00363073j -0.000437321+0.00656572j 0.00866426+0.00333461j 
-0.00188505-0.000332273j -0.00472027+0.00824843j -0.00533782+0.025491j 0.00261374-0.0180903j 0.00347221-0.0130334j -0.0113295+0.0345648j -0.000647859+0.00176526j -0.00754731+0.0699593j -0.0584783-0.00958635j -0.0617116+0.0377757j 0.114422+0.00509949j -0.0358529-0.0325558j 0.21443+0.0666268j 0.0765708-0.0433909j -0.0831097-0.019923j 0.0130863-0.019434j -0.0292029+0.0110205j 0.00853091-0.0577305j 0.0257564+0.03963j -0.0155059-0.0113111j -0.0175137+0.00152975j -0.0300503-0.01734j -0.00315193-0.0167743j -0.00434407-0.00202609j 0.0109653+0.0025171j 0.0133048+0.0121637j 0.0187309+0.00888441j -0.00668385+0.00653767j 0.00682772+0.017704j 0.0112821+0.00752054j 0.0169302+0.00431491j -0.0206726+0.0135084j 0.0151776+0.0203742j 0.0154335-0.00354714j -0.00324564+0.00622898j -0.00208034+0.0223747j 0.0212262+0.000744634j 0.00530482+0.000452385j -0.00326981+0.00844333j 0.00351586+0.00501583j -0.00659082+0.005866j 0.0112147+0.00383143j -0.00344382-0.0127111j 0.0150991-0.00182389j -0.00438313-0.00235765j 0.000149005-0.00119349j -0.0123325+0.0107794j -0.00327912+0.0189272j -0.00132924-0.0252339j 0.00547933+0.0195457j -0.00435752-0.00764602j -0.0122039+0.0179944j 0.0133567-0.00469204j -0.00266238-0.0373723j -0.0161438-0.00360718j -0.0137646+0.0274851j -0.0102381-0.00973437j -0.016653-0.00535503j 0.00642717-0.0123318j 0.00533515+0.00879465j 0.00367067-0.0210948j -0.00136036+0.00615477j 0.00220081+0.0111236j 0.00351597+0.00297895j -0.00291018+0.000577606j -0.00577915+0.0109072j -0.00421407-0.0127933j -0.00124151-0.00128956j 0.00773875-0.0174783j 0.00697529+0.00101201j -0.00837752+0.0069452j 0.00286339+0.0057615j 0.00244043-0.00284706j 0.000437146-0.00365783j -0.0105983-0.00477419j 0.00543936-0.0127031j -0.000207703-0.00120481j 0.000349893-0.00604929j -0.000805911+0.00102956j -0.0118951-0.00196632j -0.00156577+0.00853044j 0.00381939-0.00243984j -0.00072481+0.0037571j 0.00304125-0.00658284j -0.00348024+0.00102973j 0.00354287+0.00124312j 0.00451238+0.00561336j -0.00519129-0.00760489j 0.00151322-0.000588622j 0.00462599-0.00226006j 0.00627722-0.00131126j 0.000627689-0.000992363j 0.00399216-0.00248563j -0.0029229+0.00042325j -6.02856e-07+0.00202519j 
-0.00500699-0.00533867j 0.00172148+0.00912668j -0.0225353-8.03924e-05j -0.00434837-0.0236756j -0.0253348-0.00561016j -0.0126477+0.0193719j -0.0513071-0.00682893j 0.0208235+0.0838868j -0.00402889+0.0310398j 0.00457368+0.0542454j 0.131368+0.0103057j 0.0613452-0.0709597j 0.169234-0.149171j -0.187104+0.0165635j -0.0538197+0.0273782j -0.0294319+0.015731j 0.0309415+0.0210612j 0.0138191-0.027947j 0.0760719+0.069842j -0.0354424+0.00597699j 0.0139027+0.0479877j -0.023629-0.0345677j -0.0218908-0.0338278j 0.026472-0.0100319j 0.033869-0.0169399j 0.000517619-0.0123591j -0.00200027-0.0240086j 0.000412282+0.0064948j 0.0253655+0.0107386j -0.00563615-0.00481536j -0.0114881-0.00916694j 0.0163086+0.0106842j 0.0138537+0.00146766j -0.0194278-0.0313422j -0.00255257+0.00119615j -0.000798169+0.00127717j 0.00709877+0.0111176j -0.00926321+0.0146106j 0.0154014+0.0165004j 0.00164683+0.000132532j -0.00124364+0.00633731j 0.00307959+0.00761475j 0.00564819+0.0113013j 0.00476617+0.0244495j -0.00265579-0.00613421j -0.0140873-0.0148427j -0.00680549-0.00602279j -0.00994595-5.87915e-05j 0.00848716+0.0178134j 0.019505-0.00270054j -0.00689846-0.00341514j 7.63625e-05-0.0149479j 0.0107918+0.0126261j 0.00212141+0.00682915j 0.0125015-0.00898403j 0.00492147+0.0012249j -0.0196267-0.0160754j -0.00319847-0.00245932j -0.00874119+0.0188648j 0.0022084+0.00320196j -0.0173519+0.00605404j 0.0117694+0.00771149j -0.0155834-0.0132889j 0.0200753-0.0199357j -0.00170733-0.00314515j -0.00455859+0.00704254j -0.0044306+0.00907052j 0.00849678-0.000148439j -0.0115736+0.00978916j 0.00536781-0.0119626j -0.00769099+0.00605139j -0.0108026-0.00801614j -0.00889097+0.0129659j -0.00232396-0.00984036j -0.00330484+0.00368144j 0.00488336-0.00205026j -0.0160025+0.00975415j 0.0129793-0.0030139j 0.0145409-0.00280895j -0.0171757+0.01509j 0.012357-0.00507757j -0.00756905+0.00213581j 0.00255775-0.00303746j -0.00574224+0.00801225j -0.00240076+0.01465j -0.00133372+0.00228817j -0.0032895+6.34091e-05j 0.000490749+0.00851153j -0.00600215-0.00642531j 0.000156534-0.0100737j 0.00562251-0.00416953j 0.00428151+0.00403138j -0.00079158-0.0109712j -0.00732645-0.003356j 0.00195481+0.0147673j 
0.0164414+0.00527941j 0.000779319+0.0104816j -0.0409999-0.0374112j -0.00333518-0.0250042j -0.00715825-0.0371056j -0.000226254+0.0381044j -0.0574288-0.0819586j 0.026254-0.0049861j 0.0755185+0.0181154j 0.147574+0.131696j -0.0357746+0.0406314j 0.0973643+0.109637j 0.0436129+0.0939365j 0.089924-0.034189j 0.0348819+0.0606048j 0.0573709+0.00650145j -0.00411812+0.027781j 0.0305493+0.00289253j 0.0561146+0.0562356j -0.0786338-0.0190482j -0.0439386-0.0286472j 0.0342982+0.00445519j 0.0295469-0.0221485j -0.0493153-0.0284964j 0.0160603+0.00687049j -0.00673807-0.0172186j 0.00211768+0.023996j -0.00694003-0.0196369j 0.0309777+0.0459213j 0.0369009+0.0364838j 0.0135244+0.00338145j 0.0132545+0.0235119j 0.0111687+0.0116219j -0.000351916-0.00827433j -0.00283983-0.00850135j -0.00337808+0.00138197j -0.00855267+0.0169194j -0.0309903-0.0139606j 0.0162272-0.00646223j 0.00383213+0.00171726j -0.016849-0.00903389j 0.00218263+0.0180644j 0.0101272-0.012312j -0.0282501+0.0115891j -0.0249384-0.00997056j -0.00699132-0.0115253j -0.0152648-0.0127044j -0.00219314+0.00975417j 0.00129228-0.0020904j -0.00163218+0.00490137j 0.0257497+0.0143646j -0.00533301-0.006525j -0.00880578-0.00311061j -0.00434794-0.00316592j 0.00560097+0.0135577j 0.0037033-0.000297052j -0.00362036-0.00902188j 0.00454957+0.00854722j 0.00470529-0.00822513j 0.000667352-0.00266476j 0.0224762+0.00547474j 0.00229727+0.00608806j 0.0117269+0.000429116j 0.00179584+0.00406009j -0.00934658+0.000867737j 0.00715032-0.000548207j -0.0079348-0.00255005j 0.00421735+0.00274729j 0.00186336-0.00245374j 0.00804855+0.0134687j 0.0017651-0.00317875j 0.00656552+0.00243554j -0.00758933-0.012875j 0.0055655+0.00160265j -0.00464697-0.00442686j 0.00283599-0.00220779j -0.00381319-0.00991315j -0.00724197-0.00290073j -0.0163941-0.00161029j 0.00104653-0.00383511j -0.00342757+0.0013769j -0.00201162+0.000306363j -0.00255585+0.00439288j -0.0120233-0.0056791j -0.0106281+0.00766524j 0.00405495+0.00242427j -0.00398574-0.001208j 0.00492806-0.000893009j 0.00276361-0.00157102j 0.00870591-0.00777939j 0.0173395+0.00380185j -0.0124149-0.00169185j 0.00328497-0.00995331j -0.0159043-0.00620216j -0.00857323+0.00428649j 
-0.00657965+0.00638591j 0.0172957-0.00808794j 0.0253031-0.00253256j 0.0271842+0.029434j -0.0221961+0.0270449j 0.0154738-0.0337179j 0.0223421-0.0202041j 0.0384043-0.0101299j -0.0117413-0.01502j -0.110188-0.0714226j 0.0330388-0.0871248j -0.0771458+0.0588447j 0.161946+0.0224998j 0.139214-0.0475074j -0.030211+0.0387392j 0.0189231-0.0191243j -0.0350863+0.00280989j -0.0264953-0.0278968j 0.0111242-0.0114143j -0.00387874-0.0497763j -0.0413062+0.00581689j -0.0303635-0.0305638j -0.00983222+0.0180645j -0.0121884-0.00458373j -0.00530922+0.00905076j 0.012718+0.0242791j 0.0440333+0.0157281j -0.00666869+0.0231468j -0.00609941-0.013915j 0.00828001-0.00959013j -0.00570088+0.0145762j -0.0166315-0.0197928j 0.0183815+0.0285316j 0.0136091+0.00511467j 0.00925816+0.00789107j 0.00178981+0.00545047j 0.0012661-0.00337801j 0.0110184-0.0136284j 0.00176892-0.00360406j 0.00897957-0.00820856j -0.00789736-0.000213036j 0.00913399+0.00212665j -0.0107432+0.0125703j 0.00259598+0.0108298j -0.0116766-0.00590641j 0.018954-0.00715491j 0.00800922+0.00375091j 0.0150546-0.00548252j -0.00439714+0.0250078j -0.00161795-0.0214515j -0.0122551-0.00867914j 0.0116589-0.0195366j 0.000656184+0.00115098j -0.00879543+0.0385328j -0.0183363-0.0156342j 0.0115775-0.0083809j -0.00869334-0.00932709j -0.00202757+0.0184234j -0.00086396+0.0146939j -0.00511297+0.000564291j -0.000874982+0.0220965j 0.00808852+0.016003j 0.00881186+0.00139585j 0.00130889-0.0011446j 0.00833921-0.00439555j 0.00349543-0.00268447j -0.0040304-0.00505805j -0.0112036-0.00302809j -0.00265133-0.00528345j 0.0115594-0.00234365j 0.00853764-0.00881966j 0.0145102-0.0109596j 0.00587875-0.0069031j 0.000263487-0.00663771j -0.0100685+0.00154151j 0.000472826-0.0118096j -7.22861e-05-0.00640602j -0.0171345+0.00113541j -0.00587004+0.00110016j 0.000287408+0.000753939j -0.00184817+0.00190763j 0.0118773-0.0156838j -0.0094608+0.0040897j 0.0019416-0.00205323j -0.00453298-0.00183762j 0.00469741+0.000697957j 0.0105317-0.00193616j -0.0084323+0.00412311j -0.00822953-0.00146019j 0.0038821+0.00578251j 0.00232391+0.00144625j 0.00505838-0.000620155j -0.00290308+0.00222844j -0.00553948+0.0038976j -0.00201154-0.00199245j 
-0.0154353-0.0109745j 0.0191728-0.0214512j 0.0181184-0.0395513j 0.0283239+0.011814j -0.0705786-0.0788774j 0.0503013-0.0749154j -0.0268895-0.0447526j 0.128316+0.0572711j 0.157122+0.0492581j 0.0328836-0.0839903j -0.0947184+0.0776729j 0.0265815+0.027913j -0.0474999-0.0659735j -0.0139576+0.0127166j 0.0474789+0.0235461j 0.0353126+0.0366337j 0.0252044-0.00464611j -0.0608001+0.0500348j 0.141921+0.0439607j -0.0749335-0.00392225j -0.000603272+0.055823j 0.00276876-0.0180786j -0.0316816-0.0250447j -0.0285805+0.0363247j -0.0250937-0.0100457j 0.000810985+0.0184936j 0.0378359-0.00142046j -0.0107257-0.0217344j -0.0203581-0.0175541j 0.00729911-0.00460784j -0.0437583-0.0279673j 0.000244747-0.0109798j 0.0202095-0.00265345j -0.00694847-0.00114784j 0.00324842-0.00774133j 0.00380683-0.00372467j 0.0041281-0.0110162j 0.0170254+0.00631398j -0.00428094+0.00271116j 0.00460606+0.00211295j 0.0044421-0.0176728j 0.00559209+0.00583028j -0.0039714+0.0166058j 0.0278176+0.0130148j 0.000885138-0.0151981j 0.00671061-0.0215836j 0.0222318+0.00601416j 0.00713447+0.0344666j -0.0252723-0.00479781j 0.0110363+0.0240065j -0.0138839+0.0018171j 0.0173631-0.00767816j 0.00377369+0.00167147j 0.00384299-0.023642j 0.01183+0.0166774j 0.00561776+0.0138926j 0.0115458+0.00989564j 0.0120168-0.000821713j -0.00294349-0.0138865j -0.0095741+0.0188718j 0.0115609-0.0217604j 0.0174675-0.00677995j -0.0101532-0.00104332j -0.00114742-0.00364838j -0.0190424+0.00344842j -0.00254639-0.00816808j 0.00472936+0.00146697j -0.00104512+0.000434949j 0.00866776+0.00493186j 0.0034086+0.00122096j -0.000111805+0.00413343j -0.00476995-0.00584412j -0.000502474-0.00185537j -0.0144646-0.00667982j -0.013716-0.00144098j 0.00588198-0.00778352j -0.0188224+0.0191561j -0.0112025-0.00155911j 0.00550546-0.00377734j 0.00794732+0.00759733j -0.00169405+0.00517571j -0.00507578-0.00384933j -0.00872048+0.0205104j -0.00667825-0.000220613j -0.00340747+0.00444899j 0.0112311-0.0115506j 0.00575344-0.0102715j -0.00115764+0.00204636j -0.0240103-0.00538018j 0.00897536-0.0121787j 0.0104682-0.00530423j 0.0179283+0.00483777j -0.00651948-0.00190355j -0.0113268+0.00192102j 0.000556106+0.0130625j 
0.0128239-0.00924139j -0.00804198+0.0281292j -0.00627865-0.0580823j 0.0873279+0.00662921j 0.02838-0.039284j -0.0228617+0.088912j 0.0357509-0.0561164j -0.052513-0.0500336j 0.0557302+0.0736893j -0.162388+0.0879519j 0.0318681-0.00784886j -0.132003+0.141462j -0.0818467-0.00187825j -0.0398275+0.014085j 0.0212885+0.0578583j 0.00865971+0.080217j 0.00270335+0.0470234j 0.0173925+0.0371808j -0.0371447+0.0118412j 0.0253524+0.0235505j -0.0115629-0.044597j -0.0295809+0.0236202j -0.0208423-0.0421459j 0.0145947-0.0418735j 0.0134639+0.0103353j 0.0116577-0.0234746j -6.14579e-06-0.00193215j 0.0112046-0.00672891j -0.0328512+0.00504543j -0.0359591-0.00939683j 0.014283-0.0116633j 0.00312261-0.0090259j -0.0157337-0.0233471j 0.00371789+0.00403888j 0.0355747-0.0125288j -0.023971-0.0274973j 0.00158845+0.00477963j -0.0326291-0.00516196j 0.0148787-0.0118471j -0.00513493-0.00510579j -0.0122744-0.00491759j 0.0144659-0.000595602j 0.0178911+0.00954204j -0.00744502-0.00384868j -0.0158729-0.00280685j 0.00645576-0.00550411j 0.016049+0.00381993j -0.0150963-0.000945636j 0.0161922+0.00566606j 0.0209643+0.0196274j -0.0097413-0.00611208j -0.00128614-0.00763677j 0.0326872-0.00533507j 0.00467944-0.00175389j -0.00342291-0.010461j -0.00484226+0.00433429j 0.00472322-0.0121813j -0.0222677+0.00618681j -0.00304233+0.00980546j 0.0087129-0.000731551j -0.000612584+0.0098567j -0.00596892+0.00775518j -0.00210241+0.00984284j 0.00456517+0.00231629j -0.00772607+0.00331969j 0.0119714+0.0112113j 0.000323409-0.00748588j 0.0189702-0.00405327j -0.00703667-0.00600134j -0.00718417-0.00504662j -0.0195247+0.00536107j -0.00335857+0.00474101j 0.00473923-0.000550734j 0.00370245+0.00922269j 0.000576372+0.00584961j -0.001324+0.0119591j 0.0127564+0.00300896j -0.000303811+0.00996392j -0.00070729+0.00181855j 0.00366691-0.00231961j 0.00141712+0.0143226j -0.010794-8.90371e-05j 0.00676603-0.00196128j -0.000772262-0.00914493j -0.00446068-0.00302387j -0.00266017+0.00309967j -0.00875558-0.00422826j 0.00175773+0.00893183j -0.00550682+0.0069982j 0.00490985-0.00202398j -0.00307159+0.0201294j 0.00625276-0.00801869j 0.0112034-0.0087513j 0.0114454-0.0161198j -0.0109679-0.0027206j 
-0.0220402+0.0179298j -0.00903687-0.03341j -0.0064813-0.00401505j -0.0858344-0.0819468j -0.0287612+0.0321323j -0.0410501-0.096909j -0.0684102+0.00455418j -0.117479+0.0343328j -0.0714276-0.0441958j 0.13587+0.0379338j 0.0647015+0.0877311j 0.11255+0.102552j 0.0443921+0.0263675j 0.0547288+0.0433491j 0.0479886-0.0313423j -0.0106787-0.0500545j -0.0217249-0.040124j 0.0849171-0.0527655j -0.0488838-0.0154213j -0.00776992-0.0118443j 0.0132779+0.0328023j 0.021559-0.034595j 0.0113463+0.064242j 0.0276698+0.0282763j -0.0123416+0.00338415j 0.0119232+0.010104j -0.0496803-0.0209459j -0.0044787-0.0185058j -0.00255762+0.0226912j 0.0228003+0.0106312j 0.00369638+0.00369331j -0.00727673-0.00599946j -0.0179819-0.00031236j 0.00551456+0.0047385j -0.0325683-0.0419124j -0.00617555-0.0200709j 0.0123267-0.00226535j 0.00120658-0.00901955j -0.00770475-0.0152576j -0.00282097-0.00424288j 0.019524+0.0174956j -0.000451293-0.0298123j -0.017167-0.00737363j 0.00907494-0.0107795j 0.019199+0.00296132j 0.00368494-0.00378049j -0.00823859+0.00568426j -0.00697585+0.00705127j -0.0119423+0.0213127j -0.00650202-0.00935866j 0.00741421+0.00292899j -0.00977212-0.0124669j -0.00507722+0.0161544j 0.00772717+0.00556481j -0.00815568-0.0173642j -0.00878617+0.00409761j -0.00194494-0.0218667j -0.0161124+0.0179428j 0.00660736+0.00470778j -0.00503711-0.00278439j 0.00536063+0.00730369j -0.00168505-0.000975373j -0.000414265+0.00228583j 0.00930023-0.00862442j 0.00976986+0.00330489j 0.00120225-0.00484375j -0.00274477+0.00900046j 0.00253599-0.00239358j -0.00401657+0.0048465j 0.00487917-0.00455944j 0.00884567+0.00104153j 0.00632566-0.00168313j -0.00382293-0.0133908j 0.00649642+0.00273738j 0.00987755+0.000891697j -0.00580989+0.00815147j 0.00705461+0.000357484j 0.000450198-0.00082807j -0.00401296-0.00463984j -0.00610716-0.014629j 0.0158044+0.0111906j -0.000158793-0.00444229j 0.00111002-0.00160291j -0.00262943+0.00153108j -0.00296952+0.0055069j -0.00114699+0.0135532j 0.00740919-0.000488815j 0.00567419-0.0157588j 0.0167678+0.0135369j -0.011768-0.00671673j 0.00489036-2.27448e-05j -0.00220892-0.0174372j 0.00875603-0.00180754j 0.00237828+0.00526054j 0.00837436+0.0041207j 
-0.000270025-0.0239075j 0.0184154-0.0292064j -0.0558821-0.0337446j 0.0146744+0.00634467j -0.0189458-0.115726j 0.03301-0.0382043j 0.0513235+0.0636535j -0.072187-0.00388951j 0.0292651+0.170778j -0.0770166-0.00447421j -0.0444981-0.054754j 0.0670126+0.0797219j 0.0450459-0.0671365j 0.0343206-0.0234125j 0.0146609+0.0513758j -0.04146-0.0478234j 0.00633509-0.0118382j -0.0014612-0.0164938j -0.0261841+0.0123307j 0.0044617-0.0251714j -0.0383418-0.0218807j 0.029374+0.0691382j -0.0225655-0.0146494j -0.00442736+0.0553411j 0.00858866-0.0118391j 0.0226725+0.0165689j 0.0563815+0.0453539j -0.00394735-0.00829998j -0.000550963-0.0018274j 0.00623668+0.0109746j 0.0167453+0.0099655j 0.00939343+0.0141804j 0.00953628+0.0118561j -0.0106724-0.00537937j -0.0189346+0.0136274j -0.00325887-0.00356496j -0.0219715-0.0144487j -0.0191151-0.00837453j 0.0135208+0.0119544j -0.00338759+0.0094332j -0.00352547-0.00956311j 0.00106364+0.00294251j 0.00883895-0.00637017j -0.0114669+0.00372579j -0.00399425-0.0148065j -0.0202832+0.000632388j -0.0233526+0.023003j -0.0223464+0.00297806j -0.00642883-0.00230783j -0.0119167+0.0103417j 0.00968847+0.0040103j -0.00401124+0.00678049j -0.0111559+0.00624321j -0.00327864+0.00961616j -8.44332e-05+0.00344626j -0.00493012-0.00558611j -0.0189301+0.00296288j 0.0165919-0.00202397j 0.0137286-0.00873555j 0.0105172+0.00194178j 0.00255587+0.00856287j -0.00937521+0.00492352j 0.00593958-0.00877743j -0.00304551-0.00241156j 0.00219192-0.00297348j 0.00569939-0.00332549j -0.00112216+0.000893469j -0.0014022+0.00294898j -0.0103925-0.00280055j -0.00473993+0.0033304j 0.00484821+0.00332812j -0.00761424-0.00248674j 3.02926e-05-0.0136509j 0.00871769+0.000523238j 0.00890801-0.000874261j -0.000704285-0.00757339j 0.00313054+0.000626025j 0.0104918-0.00230479j 0.00256924-0.00170603j -0.0084297-0.0011006j -0.000797966+0.00812109j 0.00707932+0.0101297j -0.00382845+0.00279814j 0.00207775+0.000482612j 0.00388179-0.00166483j -0.00521378-0.00386655j 0.000317521+0.00694703j -0.000594465-0.00615258j 0.00767632+0.000133967j 0.00372122-0.000789714j 0.00460134+0.00011669j -0.00927639+0.0123521j -0.000793539+0.00799403j -0.00913811+0.00607054j -0.00169301+0.00213854j 
