0.00511911+0.00770637j -0.00766409+0.00768536j 0.00712649+0.00171079j 0.00215914-0.00769348j -0.00433317+0.0056579j -0.00523588+0.00110697j 0.00433618+0.00512323j 0.0059769-0.00559969j -0.00169076+0.00508281j 0.000889139-0.000678027j -0.00160963+0.00340971j 0.00523385+0.0013254j -0.00376691+0.0032142j 0.00308499-0.00226481j -0.0010018-0.00169805j 0.00430996+0.00213583j -0.000370727+0.000656142j 0.000350296-0.0027184j -0.00257306+0.00280864j -0.00106593+0.000495829j -0.00374725-0.00527784j -0.00656551+0.00240303j 0.00367723-0.00171358j -0.00133961+0.00311031j 0.00368729-0.00261555j 0.00104971+0.00256353j -0.00250214+0.00117092j -0.000781658+0.00208569j -0.0011302-0.000234535j -0.00154301-0.00107453j -0.000324176+0.00245828j 0.0021968-0.005454j -0.000709454+0.00150449j -0.00318702-0.00167552j 0.000761071+0.00295985j 0.00133451-0.00118219j -0.00227795-0.00297018j 0.00171334+0.000811845j 0.00081594-0.00389994j 0.000813873+0.00469795j 0.00410959-0.00229268j -0.00177862+0.00291685j -0.00193173-0.00350022j 0.00490372+0.00139565j 0.00353132+0.00134163j 0.00292722+0.00156185j 0.00102335+0.00489276j 0.00470429+9.01761e-05j 0.00445414+0.00185697j -0.00327193-0.00586247j 0.0028924-0.00261619j -0.00125614+0.00572327j -0.00232765-0.00140913j -0.00568341-0.000601798j 0.00192609+0.00629411j 0.00225847+0.00721006j -0.00130189-0.000606249j -7.61654e-05+0.00352236j -0.00982712-0.00611974j 0.011156-0.00160973j 0.00765558-0.0124309j -0.02131-0.00637139j -0.00344346+0.0066121j -0.00334012+0.0134556j 0.0253242-0.00468506j -0.020422+0.00714388j 0.0194475+0.00353908j 0.00218708+0.0155891j -0.0191678-0.024266j -0.0278457+0.0190082j 
-0.00421814+0.000420967j -0.00133586+0.00161937j -0.00203162+0.00226982j 0.00112465-0.00158277j -0.0011415+0.00216223j 0.000604355-5.75145e-05j -0.00172469+0.00284943j 0.00290005-0.00449082j 0.000270879+0.00220212j -0.00141965-0.00558309j 0.00281354+0.000938351j -0.00826317-0.00302129j -0.00528579+0.00142558j 0.00350089-0.00368688j -0.00126883+2.36408e-05j -0.00161203-0.00732745j 0.00318245-0.00530132j -0.00205821-0.00168507j -0.00100416-0.00636513j -0.000252004-0.00340133j 0.000895259+0.00418399j 0.00230926+0.00499627j 0.00100103-0.0062464j 0.0118096-0.0045984j -0.00126598+0.00365465j -0.00316876-0.00653664j 0.00499586+0.00886446j 0.00391242+0.00171002j 0.00226834-0.00100159j 0.000230062-0.00126711j 0.00392491-0.0151741j 0.000886561+0.00239066j 0.0137068+0.011485j 0.000513034-0.0167634j 0.00480796-0.00837146j -0.00619963-0.011987j -0.0146275+0.00419177j -0.00616491-0.0242408j -0.00217372+0.00434487j 0.00396261+0.00159194j 0.000723672-0.00205586j -0.00939247-0.00318363j -0.00152382-0.00133372j -0.00723103+0.0141525j 0.00240545-0.00132294j -0.00414276-0.020645j 0.000574925+0.0113693j -0.00452891+0.0071802j 0.00233831-0.00409052j 0.000872867+0.00362688j 0.00434139+0.00930493j -0.0149601+0.00866329j -0.00200674-0.00648241j -0.0176704+0.013504j -0.00416595+0.0132465j 0.0134406+0.00438455j -0.00304434-0.00785362j -0.00174119-0.00207795j -0.00822191-0.00636936j -0.00341193+0.0138668j -0.0105587+0.00787566j 0.00972734-0.0232471j 0.00549189-0.00248488j -0.00581967+0.00541969j 0.00627615-0.00196287j 0.0046746+0.0111832j -0.00144782-0.000200898j -0.00314187-0.00285718j -0.00133649+0.00752773j -0.00439635-0.00165137j 
-0.000446097-0.00208033j -0.0013417-0.000387623j 0.00047008+0.000247904j -0.000869094+0.0070244j 0.00441191+0.00268172j 0.001995-0.000758476j 0.00453727+0.00624313j -0.00448521+0.000717098j -0.00348055+0.00205418j 0.00478906-0.000891819j 0.00196711+0.00607856j -0.00261498+0.00750483j -0.00254028-0.00571124j -0.00952985-0.00277422j -0.00277286+0.00571598j 0.00135271-0.00418646j 0.00387621+0.000297264j 0.00411588+0.00759156j 0.00759381+0.00265164j -0.00223356-0.00418157j -0.00648699-0.00773962j -0.000842583-0.00552473j 0.00412765-0.00145268j 0.00600492+0.00282637j 0.00268135-0.00214786j -0.00228486+0.00882425j -0.00772555+0.00507996j 0.00812195-0.00226217j -0.00608381-0.00670925j -0.00345361-0.00286524j 0.00484474+0.00197814j -0.0049656-0.00489927j 0.00388042+0.00198029j 0.00421292-0.0125726j -0.00792934+0.000412405j -0.00515781+0.00177452j -0.0035472+0.00545066j -0.0137979-0.00182098j -0.00518998+0.0153717j -0.00770783+0.00399977j 0.00128319+0.00360949j 0.00232394-0.0110944j 0.00280292-0.00350983j 0.00648051+0.00493886j -0.00240321-0.00575442j 0.00330699-0.00730758j 0.00931767-0.0121819j -0.00783939+0.0014279j -0.000868003+0.00968391j 0.00774398+0.00176174j 0.00243489+0.0016882j 0.011155+0.013922j -0.00440684+0.00607554j 1.26585e-05-0.015245j -0.00235641-0.00536183j -0.00412227+0.00310312j 5.2422e-05-0.00674242j 0.0125115-0.00126092j 0.00685289-0.00692099j -0.0156294-0.00991636j 0.0103707-0.0376479j 0.00558883-0.0103459j 0.0035159-0.0160408j 0.00115671+0.0121991j -0.00470075+0.0019783j 0.00824412-0.00219962j -0.00769449-0.00302633j 0.00389454+0.00105934j 5.97761e-05+0.000340499j 0.0040086+0.00360213j 
0.00194267+0.00321042j 5.10645e-05+0.00195723j 0.000510968-0.000648358j 0.00447938+0.00863719j -0.000666584+0.0006934j -0.00425894+0.00251517j 0.00206481-0.00318988j -0.00549818+3.92566e-05j -0.000964243+0.0014791j -0.00379909-0.00161573j -0.00431905+0.00115089j 0.000491845-0.00530535j -0.000726747-0.00605612j -0.00177082+0.00291321j -0.00224206+0.000144019j 0.00466424+0.00161406j -0.0016104+0.00376457j -0.00677031+0.00151433j -0.00337329-0.00192402j 0.00171023-0.00135896j -0.00278324-0.0112438j -0.00144128+0.00265454j 0.00451422-0.00950182j -0.00188344+0.0106081j 0.00171293-0.00733818j -0.00069849+3.417e-05j -0.000562339+0.0110457j -0.00201704-0.00594613j -0.000512445-0.0126617j -0.00159064-0.00320376j -0.00207665-0.00963713j 0.00514955-0.00248083j 0.00159707+0.00331266j -0.0030618-0.019359j 0.00925723+0.00756288j 0.0014578-0.00269672j -0.00169818+0.0120779j -0.00933853-0.00250944j 0.00149217+0.00802044j -0.00752071-0.00629078j 0.00343653+0.0024448j 0.00341557-0.0161011j -0.000699157+0.0101084j 0.00565587-0.00300064j -0.00166609-0.000861068j -0.0103563-0.0157821j 0.00247387-0.0255293j -0.000503061+0.020312j -0.00414268+0.0030345j -0.00544311+0.0130278j -0.0025902+0.0150373j -0.0112108+0.016178j 0.0067991+0.0029464j -0.00446404-0.0037601j -0.00627281+0.0185707j 0.000260377+0.00227927j -0.00512322+0.0190746j -0.00757458-0.00346651j 0.000896066+0.00224178j 0.00202725+0.00352854j -0.00350934+0.0140385j -0.00407347+0.0108006j 0.00558498+0.00442044j 0.00287051-0.013273j 0.00650687-0.000891958j -0.00276983-0.00721155j 0.00290704-0.00237442j 0.0104943-0.00725556j -0.000607914-0.00676592j -0.00123023-0.00223451j 
0.00249024-0.00296609j 0.00194351-0.00297896j 0.00160209+8.54949e-05j -0.00430395-0.00198499j 0.00450233+0.0023106j 0.00341596+0.00149585j 0.003067+0.00450529j -0.000637224+0.00208428j 0.003983-0.0017087j -0.000849116+0.00266609j 0.000574135+0.00248771j 0.0037268+0.00304987j 8.68703e-05-0.000812444j -0.00345926+0.00302249j 0.00324701-0.00245679j -0.00300222-0.0020566j -0.000471385-0.00866862j 0.00266121+0.00350892j 0.0033094-0.00488564j -0.00305044-0.00926829j 0.00732936+0.00647335j 0.00204909-0.006888j -0.00229902+0.00717403j -0.00741627-0.00167824j -0.00232377+0.0062725j -0.00248339-0.0034148j -0.00432647+0.00362077j 0.000952533+0.00699784j 0.000924072-0.00860437j -0.00312545-0.00867613j 0.000100801+0.0113708j -0.00526117+0.000113186j 0.00531477+0.0235081j 0.00320772-0.00434585j -0.000879367-0.00317788j -0.0033655+0.00111469j 0.0064542+0.0137315j -0.0115394-0.00126113j -0.00571098+0.0322001j 0.00460233+0.00752529j -0.00469887-0.0104909j -0.00770292-0.0111268j 0.00501317+0.000137171j -0.00249375+0.0123374j -0.000646386+0.00657287j 0.0074258-0.0083972j -0.00188461-0.00941842j 0.00526003+0.00678068j -0.000416349+0.00783216j 0.00211814+0.000434803j 0.00934865-0.0266335j -0.0142267+0.00791912j -0.00135081+0.0105712j -0.0141871+0.027042j -0.00574403+0.00121817j -0.00209182+0.00766157j -0.00189274+0.00852012j 0.00637881-0.00711046j 0.00447621-0.0109036j 0.00430396+0.00462827j -0.00332179+0.00816718j -0.000378129+0.022177j -0.0052918+0.0128298j -0.00477667-0.00262709j -0.00339372+0.000601572j 0.000797349-0.0156439j 0.000308867+0.00229156j -0.00213333+0.002157j 0.000855876-0.00506155j 0.00252827+0.00334368j 
-0.000387694+0.00200068j 0.00141471+0.000450578j -0.00244854+0.000146103j 0.00120862+0.00190922j 0.00232557+0.00292745j 0.00186548-0.000998766j -0.000302873+0.00301441j -0.000496437+0.00243437j 0.0032195+0.00230544j -0.000491476+0.00220232j 0.00232202+0.0104752j -0.00347609+0.000224623j -0.00149206-0.00238022j -0.00222688-0.00293055j -0.00202672+0.00463185j 0.00124505-0.00204132j 0.00529131+0.00582843j 0.00220736+0.00770322j 0.00587314+0.0100433j 0.000597191+0.00841568j 0.000520925-0.00586132j -0.00281746+0.00133235j 0.00313863+0.00333965j 0.00301016+0.00533158j 0.0035922-0.00317893j 0.00322299+0.00691231j -0.00331426-2.24648e-06j 0.00658119+0.00427083j -0.0036435+0.000187521j 0.00197978+0.00695875j 0.00557292+0.000981159j -0.00244796-0.000573104j 0.00128574-0.00813856j 0.0028385+0.00669949j -0.00978355-0.00558052j -0.00194324+0.00517774j -8.76338e-06+0.00662471j 0.000904145-0.00348054j -0.00194132-0.00795596j -0.00138287+9.77274e-05j 0.00282143+0.0155386j -0.00393829-0.00480225j 0.0054832-0.00582436j -0.00218153-0.00276569j 0.000180109-0.00512381j 0.00486948+0.00596359j 3.80304e-05-0.0112701j 0.00298687+0.00329188j 0.0021029-0.0082696j -0.00540782-0.00631806j 0.0110566-0.00938047j -0.00455147+0.00838276j 0.00876009-0.00395399j -0.000137835-0.00946316j -0.00436147+0.0179198j 0.0074629-0.00108749j 0.00466115+0.00306135j -0.00143113-0.000960296j -0.00658838-0.0400059j -0.00369231+0.0216397j -0.00192949+0.00298374j 0.0168322-0.0123287j 0.00780335+0.00878536j -0.0109358+0.00495265j -0.00376314+0.00235749j 0.00183091+0.00696974j 0.00208946-0.00152181j -0.00156448-0.00681907j 0.00403038+0.00413321j -0.00176738+0.000426225j 
-0.000295363+0.00402679j 0.00405675-0.00148011j -0.00205901+0.00263888j -0.0024049+4.71744e-05j 0.00134568-0.00319627j -0.000689977-0.00431935j -0.0010728-0.00351393j -0.00447623+0.00120395j 0.00173744+0.00174988j -0.00485664-0.00943993j -0.00131102+0.00198012j -0.00108644-0.00518519j 0.0032182-0.0138715j -0.00384509-0.00476977j -0.00688559-0.0158969j -0.00173779-0.00336603j -0.00202431+0.000311916j -0.00112276+0.00162763j -0.000945105+0.00816222j 0.00657896+0.000954987j -0.00318981-0.00178959j 0.00314892+0.00281924j 0.0037779+0.00228368j -0.00413906-0.00425368j -0.00083579+0.00266459j 0.00385651+0.0103162j -0.00044938+0.0028227j -0.00182758-0.00295088j -0.00605181-0.00252223j -0.00598459+0.00191631j -0.00113148-0.0186646j 0.00563309+0.0276086j 1.44962e-05+0.00798565j 0.00112636+0.00838131j -0.00162366-0.00614493j -0.000953514+0.000350375j -0.00845943+0.00527951j 0.00663318-0.00759703j -0.00215487-0.0335999j -0.000545961+0.0210755j 0.00253629+0.00630157j -0.00587669+0.0049341j 0.00461788-0.0157547j 0.000357155+0.00476988j 0.00894234-0.0108601j -0.00756463+0.0128622j -0.00343235+0.00858774j 0.000505806-0.00384403j 0.00103905-0.00737893j -0.00285419+0.0109256j 0.00103123-0.00415223j -0.00284554-0.00495408j 0.000150356-0.00301201j 0.00573642+0.000861349j -0.00825296+0.00193202j 0.011014-0.0225495j -0.00093205-0.00174922j 0.00429716-0.0127143j -0.00163328+0.00828493j -0.00112421-0.00266022j -0.00339209+0.000995578j -0.00716236+0.013148j -0.00115386+0.0039512j 0.00754466-0.00870012j -0.0027978-0.0025275j -0.00328979-0.00958331j -0.00203488+0.00106617j 0.00206941+0.00084535j 0.00224646-0.00337175j -0.00039273+0.0070743j 
0.000316027+0.00235078j 0.00395699-0.000307857j -0.00242836+0.000772036j -0.00177792-0.00153092j 0.00275446+0.00187327j 0.00226059+0.00248503j -0.000171346+0.00425002j -0.00183913+0.00309924j 0.00141642-0.00437137j 0.00178372-0.0012737j -0.00101207-0.00402078j 0.000418665+0.00459446j 0.00153404-0.0035876j -0.00180054+0.00223119j -0.00188693-0.00779543j 0.00585357+0.006511j 0.000622424+0.00840563j -0.00220298-0.0111423j -0.0018103-0.00173342j -0.00627028-0.0165786j -0.00173588-0.0110921j 0.00106716-0.00935682j -0.00168059-0.011911j -0.00186615-0.00799134j -0.000673315+0.00753298j -0.00816129-0.0143003j 0.00637802+0.00541562j -0.00619309-0.00502322j -0.00136926+0.0104433j -0.00473189+0.000315778j -0.0018662-0.0140235j 0.000427267+0.0173458j 0.00176329-0.00496405j 0.00303173+0.0140333j 0.00978166-0.00074789j -0.000205799-0.000968043j 0.00345613-0.0181545j 0.00322711+0.0147852j -8.03488e-07-0.0165972j -0.00186837+0.015722j -0.0017404-0.0072001j 0.000846527+0.00701497j 0.00242436+0.00307472j -0.00258061-0.00864398j -0.00403947+0.0174716j 0.00209551+0.0112005j -0.000564907+0.00715588j 0.00504504-0.00302309j -0.000286084+0.0130544j -0.00340877+0.00969993j -0.0115184+0.0176904j -0.00556053+5.50896e-06j 0.000878795-0.000238304j -0.0089225+0.0125159j 0.00650392-0.00162233j 0.00258767+0.00554606j -0.005447+0.0103752j 0.00201534+0.00747167j -0.00823063-0.0149252j -0.000194713-0.00138588j 0.00159927-0.0158086j 0.00570677+0.00915358j -0.000331658+0.00762209j -0.00367827+0.00717703j -0.00607316+0.00142167j 0.00250051-0.00221261j -0.00168603-0.00265521j -0.00133553-0.00318011j 0.00325408+0.00136796j 0.0010794+0.00814725j 
-0.00197783-0.00542191j -0.00410794-0.00046746j 0.0011284-0.0033572j -0.00105311-0.000821869j 0.000185538+0.00657871j -0.0013196+0.000601761j 0.0012169-0.000932765j 0.00317259-0.00074429j 0.00182812-0.00307167j -0.00437816-0.00381494j 0.00297964+0.00956783j -0.00256568-0.00604334j -0.00464217+0.000212257j -0.00621078-0.00462999j -0.00288055-0.00628655j -0.00380646-0.00585115j 0.00213423+0.000305731j 0.00325474+0.00805627j -0.00220517-0.00423524j -0.00416479-0.00582426j -0.00254395-0.017207j -0.00180466-0.00176928j -0.00315193-0.0052557j -0.00120399-0.00988131j -0.00404877-0.00676884j -0.00298001-0.0108934j -0.00229649+0.00544211j -0.00440055-0.00344812j 5.23183e-05-0.0140987j -0.00852192-0.00674603j 0.00172845-0.0114373j -0.00375178+0.00989045j 0.0017276+0.00586234j -0.00112303+0.00882272j -0.00731772-0.000398539j 0.000666795+0.00347073j -0.00688296+0.000426214j -0.00417798+0.0120011j -0.003258-0.00180201j -0.00678058+0.0207027j 0.00460999-0.00399491j 0.00375285+0.00320363j -0.000617535+0.00101482j -0.00127701-0.0133498j -0.00458469+0.0149084j -0.00537008+0.00278545j 0.0081799-3.40296e-05j 0.00159027-0.0125618j 0.00449289+0.0040778j 0.00749733-0.00359517j -0.00189502-0.000766745j 0.00126322-0.00097377j -0.00665349+0.0231111j 0.01071-0.00084225j 0.000794824+0.00270392j 0.00776502-0.0268572j -0.00276477+0.00383651j -0.00014143-0.0192338j 0.00430892+0.00399799j -0.00361089+0.013663j -0.00953102+0.0218193j -0.00246717-0.0217731j -0.00123568-0.00380469j -0.00717966+1.90729e-05j 0.00423967+0.0027862j 6.55535e-05+0.00392211j 0.00252444+0.00548368j -0.00174417+0.00471106j -0.00331643+0.0038479j -0.000359197-0.00822547j 
-0.000146979+0.00383913j 0.00100675+0.00132675j 0.000332652+0.00155946j 0.00111973+0.00411357j -0.00175325-0.00439216j -0.00196236-0.00692622j -0.000946719+0.00305264j -0.00357225+0.00487513j -0.000749872+0.00690998j -0.00153828-0.00664166j 0.00176086+0.00366j 6.35682e-06-0.00796754j 0.00542274+0.00835237j -0.00125831-0.00763862j -0.000917313+0.00611665j 0.0034073-0.00112743j 0.00491894+0.00672772j 0.000905991-0.00342356j 0.00159807+0.0101j -0.00136433-0.0043892j 0.000280873+0.00598036j -0.00316626-0.00302904j 0.00608336+0.00703307j -0.00106137-0.00047052j 0.00073329-0.00782207j -0.00290286-0.0224058j 0.00521744+0.0156053j 0.00465303+0.0168473j 0.00453348+0.00760817j 0.00394278+0.0147654j -0.000853055+0.00162907j -0.00176857-0.00490233j 0.00464671-0.0237592j -0.000482511+0.0148902j -0.0170701-0.00260919j 0.00597438+0.00118925j -0.00291167-0.00652957j 0.00193057-0.00880194j 0.00037951+0.00173059j -0.0056525+0.00556239j 0.00273868+0.0164635j -0.00265252-0.00677492j 0.00398311-0.005956j -0.0049999-0.00102846j 0.00150211+0.0194569j 0.0062756-0.00344975j -0.00154343+0.00619077j 0.00623658-0.0170149j -0.000565154-0.00196837j 0.00120103+0.00326592j 0.00398923-0.00290799j -0.00745983+0.0134979j -0.00170431+0.0023254j 0.00109685-0.0144684j 0.00385319-0.00505638j -0.00224888-0.00277246j -0.000484854-0.0107697j -0.0057179+0.0062731j -3.7032e-05+0.0089518j 0.00096348-0.000696145j 0.00101158-0.000472272j 0.00196514+0.00488288j -0.00220556+0.000683398j 0.00438721-0.00664224j -0.0049376+0.000160005j 0.000471538-0.00342835j -4.82666e-05+0.000841598j 0.00474425-0.00043989j 0.00120627-0.00299623j -0.00170939+0.00186771j 
-0.00695432-0.00109946j 0.000589625+0.00285202j -0.000833014+0.000277728j -0.00581426+0.000340417j -0.00142549-0.00289511j -0.00318618-0.00167137j 0.00153017+0.00192239j -0.00918502-0.00656322j 0.000948308+0.00706868j -0.00163915-0.00089998j -0.0048967-0.00851124j 0.000247282+0.00481284j 0.00214399+0.00374073j -0.00787876-0.00755553j -0.000693955+0.00528765j 0.000867046-0.00113727j 0.00254874+0.00598753j -0.00452183-0.00953953j 0.00774929+0.00725596j 0.000218125+0.00642821j 0.000619547+0.00582995j 0.0027378+0.00157165j -0.000257305-0.00156756j -0.000645142+0.00499282j -0.00105354-0.00677272j 0.0010843+0.000275033j 0.00161112-0.00211435j 0.00270939-0.00260787j 0.00145265+0.00379555j 0.00291729+0.00483422j 0.0024199-0.000557575j 0.000390629-0.0122767j 0.00245732-0.00837318j 0.000984668-0.00667795j 0.00529726-0.00319144j 0.00234734-0.00298578j 0.00524595+0.00484294j 0.00675882-0.00540662j 0.00239787+0.00139414j 0.0027061-0.000577838j -0.003136+0.000258134j 0.000351487-0.0104936j -0.00410032+0.000921387j 0.00241217-0.00830654j 0.00306683-0.00705798j 0.00272344-0.00620985j -0.00630114-0.0072292j -0.00121191+0.00408808j -6.03145e-05+0.00294775j 0.00849242+0.0157611j -0.00202919-0.00458802j -0.00401789+0.00151053j -0.00371576-0.000248983j -0.00213463+0.00911864j -0.00282861-0.00322177j 0.00811836-0.00028849j 0.00249541+0.00246241j -0.00233513-0.00235884j 0.00826495+0.00068413j 0.00103732+0.0171977j 0.00574839-0.0067583j -0.0040668-0.0200245j -0.00167984+0.00984834j 0.00714032-0.0212183j 0.00252678+0.00284611j 0.00785215-0.00502913j -0.00598524+0.0183445j -0.00391344+0.0116192j -0.00222465+0.00908931j -0.00349311+0.00546683j 
-0.00472779+0.00330681j 0.00356788+0.00577287j -0.00137813+0.00546801j -0.00140589-0.00161741j 0.000433474+0.00235682j 0.000643178+0.00633721j 0.00150282+0.00879141j -0.00482704+0.00300721j 0.0070609+0.00615403j -0.00227261+0.0010535j -0.0020101+0.00962349j -0.000678919-0.000269573j -0.00216343+0.00143461j -0.000360832+0.00841749j -0.00194424+0.00713775j 0.000860777+0.000925496j 0.00548856+0.00751682j 0.00115277+0.00196983j -0.00197893-0.00360777j 0.00218062+0.0135121j 0.00343755-0.000428135j -0.00104539+0.00259709j -0.00352654-0.00388099j 0.00110122-0.00641186j -0.00018218-0.00899496j 0.00161678+0.00109952j 0.00328672-0.00316997j 0.00181396-0.00486186j 0.000676265-0.00890211j 0.0060592+0.00259223j 0.00745183-0.00141605j -0.000964174-0.0119085j 0.00056643+0.00946398j -0.00367557-0.00687812j 0.00265955+0.00234338j -0.000977269+0.00476465j -0.00615409-0.000213164j -0.00183213-0.000423577j -0.0024458+0.0086187j 5.52298e-05-0.00693539j 0.00282214+0.00151408j 0.0014564+0.0038725j 0.00185044+0.00722001j 0.00280582+0.00552161j 0.000281183+0.00816707j -0.00491711+0.00724062j -0.00335789+0.00547745j 0.00414411+0.00519299j 0.0065959+0.00869145j 0.00731943-0.0185136j -0.00182815+0.0113156j -0.00534085-0.0157249j 0.00666844+0.0073922j 0.00808714-0.0184447j -0.00510558-0.00558485j 0.000320167-0.00709827j -0.0129811-0.0108939j -0.00519957-0.00765407j 0.00819895-0.0222076j -0.000700005+0.00490151j -0.00461474-0.00726026j -0.00911237+0.00803187j -0.00969182+0.0159571j -0.00289897-0.00354015j -0.000183478-0.00492451j 0.00589765-0.00485704j -0.00545831+0.00691562j 0.0065781-0.00710494j 0.0027558+0.00561014j -0.00591108+0.00689096j 
4.42091e-05+0.00118154j 0.000872195+0.00469424j 0.00202843-0.00429936j 0.00210455-0.00562481j -0.00465435-0.00228569j 0.000113201-0.000200409j 2.22121e-05-0.00235227j 0.00209924+0.00140516j -0.0013436-0.0118099j -0.00218959-0.00553864j -0.000414182-0.0073674j 0.00290341+0.00425363j 0.000275402-0.00371145j -0.00181281-0.00914998j -0.00693437-0.0178872j -0.000314725-0.00921606j -0.00677086-0.0170311j 0.00133632-0.00846239j 0.00303641-0.00797478j -0.00132076-0.0031433j -0.00262324-0.00429266j -0.000203055+0.00304999j 0.00373052+0.00758106j -0.00484835+0.0131596j -0.00683425-0.00818475j 0.00440806-0.00263167j -0.00366451+0.00218732j -0.00353633+0.00805164j 0.000460452-0.016751j -0.00810342-0.018464j -0.00620823+0.000932769j -0.0024283-0.00916669j 0.000365069+0.00196632j -0.0013971-0.0173663j 0.00035241-0.000758687j 0.00272901-0.00123587j 0.00197249+0.0196286j -9.11937e-05+0.0122999j 0.00162541+0.0117968j -0.00408392+0.00361958j -0.00201247+0.00166099j 0.00471114-0.0183719j 0.00877216-0.0141439j -0.000345366-0.0137104j 0.00134149+0.00342032j 0.000836687-0.0161694j 0.00397653-0.00906633j -0.00626953+0.00618057j -0.00204879-0.00630585j -0.00460943+0.00916221j 0.000838415-0.00773889j -0.00648494-0.0127649j 0.00477877-0.00596303j -0.00591134+0.00339746j 0.00662302+0.00382316j 0.0030996-0.00927381j -0.0100846-0.00231348j 0.00204631+0.0114944j -0.00807442-0.00886536j 0.000238974-0.00488713j -0.00150506-0.00175618j -0.00268359+0.00392382j -0.00407239+0.004461j 0.00203133-0.00466808j -0.00773238-0.00276449j 0.00451837+0.000976313j 0.000673958-0.000621112j -0.00222408-0.0060202j -0.000274243+0.00194982j -0.00125154+0.000585171j 
-0.000989587-0.00418711j -0.000978367+0.00344646j 0.00188093+0.00210032j 0.00033681+0.00119256j -0.00129716-0.00376719j 0.000250331+0.00868862j 0.00284285-0.00302318j -8.40941e-05-0.00471095j 0.00119695+0.0052315j 0.00247839+0.00904327j -0.000448413+0.00128641j -0.000676031-0.00578047j -0.00283059+0.00534763j 0.000212812-0.00341109j 0.000948299+0.0111266j -0.000141805+0.00293375j -0.00262523-0.00626624j -0.00268853+0.00956712j 0.00216743+0.010427j -0.00253517-0.0159143j -0.00369138-0.00138631j 0.00241264+4.08911e-05j -0.00134809-0.0114539j -0.00358996-0.00821944j -0.000987167+0.0195646j -0.000560339+0.00966608j -0.0014626+0.006223j 0.00379066+0.00958795j -0.000658835+0.0221813j -0.00452498-0.00425413j -0.0014548-0.00119466j -0.000551852+0.0276269j -0.00348437-0.0106974j 0.00581163+0.016544j -0.0101026+0.000802746j -0.0021856+0.00335517j 0.00269566-0.0176988j -0.00565705+0.0180987j 0.000373673-0.007401j -0.00493007-0.00227531j -0.00315035-0.0122068j -0.000735967+0.0137984j 0.00589108-0.0155002j 0.00557458+0.00154753j 0.000635854-0.00674457j -3.15962e-06-0.00991125j -0.00418884-0.00683022j 0.00504096-0.00432795j -0.00552519+0.00216853j -0.00074629+0.00506762j -0.00076615+0.00316481j -0.00143995-0.0184777j 0.000833119+0.012503j -0.00298093+0.00193712j -0.00232629-0.0122927j -0.00157587+0.0103387j 0.0029881-0.0120303j -0.00430429-4.1437e-05j 0.00709542-0.010603j 0.0011725+0.0102377j 0.000828787-0.00151541j -0.0103784-0.000880594j -0.000508542+0.00191953j 0.00485995-0.0102901j 0.00980564-0.00693222j 0.00541896-0.00203234j -0.00558744+0.0025601j 0.00223941-0.00492013j -0.00219009+0.000174498j -0.00344065-0.00375487j 
-0.00154742+4.83388e-06j 0.000986437-0.000376219j 0.000803162+0.000198647j 0.000578766-0.00254731j 0.000324377-0.00205358j 0.00413409+0.00671216j -0.00179106+0.00404733j -8.45873e-05+0.00265619j 0.00210426+0.00540266j 0.00366738+0.0131099j -6.01594e-05-0.00183839j 0.00193613+0.00622341j -0.00367261-0.00565967j -0.000740594+0.000255017j 0.0022991-0.00888096j 0.000678178+0.00535882j -0.00111609-0.00808249j 1.60044e-05-0.015435j 0.00397477+0.00583711j -0.000233447+0.00819248j 0.00279951+0.00355975j 0.0010423-0.00832343j -0.00336617-0.00408904j 0.00296181+0.017612j 0.000897283+0.0126048j 0.00144016+0.000259035j 0.0012832+0.0114329j -0.00224966+0.00177295j -0.00211755+0.00822542j 0.00132859+9.74505e-05j -0.000803747-0.00224013j 0.00347379+0.00518843j -0.0048101-0.0244587j -0.00481838-0.0085689j 0.000622816+0.00508232j -0.00216468-0.00495835j 0.00274958-0.0119108j -0.00412261-0.000823577j 0.00252301-0.00452606j 0.00300938+0.00150115j -0.0053718+0.00567628j 0.00134811-0.0113258j -0.00452243+0.000633921j 0.00400333+0.00690023j 0.0027625-0.00375264j 0.0047945+0.00406936j 0.00367866+0.0167382j 0.00154783-0.00364815j 0.00115719+0.00968565j 0.00186666+0.00433116j -0.000190582-0.000906574j 0.0058173+0.000628738j 0.00977656-0.00635428j 0.0120592-0.000332235j 0.00479601-0.0054791j 0.00106947-0.013586j -0.00789741+0.00227213j -0.00540396-0.0161903j 0.00279233-0.00243503j 0.00544693-0.0102652j -0.00603486+0.00328937j 0.0047766-0.00238527j -0.00798728+0.000754352j -0.00848283+0.00707545j -0.00282192-0.00220711j -0.00484319+6.11791e-05j 0.00424888+0.00323043j 0.000484339-0.00113809j 0.002017+0.00386538j 0.000886914-4.0472e-05j 
