-0.166155+0.0220275j 0.0170169+0.17035j -0.0566808-0.0883171j 0.107795-0.0256194j -0.0828683-0.0595767j 0.0525927+0.00448885j 0.0406029-0.066413j -0.00607058+0.00519298j -0.0593992-0.0556134j -0.0941869+0.096452j -0.0236445+0.0754303j -0.0453215+0.0546187j -0.0173906-0.16137j 0.0566491+0.0475883j 0.182609-0.0859761j 0.0929396+0.163141j 0.0765737+0.0253916j -0.0359016+0.0571098j -0.120376-0.0542464j -0.0706632+0.096546j 1.76716e-05+0.0149517j -0.0280868-0.0865465j 0.0397714+0.0680639j 0.0235654+0.0443615j -0.0163508+0.00669819j 0.0611736+0.0964106j 0.0422449-0.00961742j 0.154327-0.00216588j -0.0314318-0.0116289j 0.0136943+0.0205083j 0.0121638-0.0588266j -0.000353703+0.0913406j 0.0225424-0.0703526j 0.075095-0.0177681j 0.0338147+0.0177937j -0.0226465-0.0238541j -0.0452734+0.0344636j -0.00817848+0.025043j 0.0280313-0.0416087j 0.0592993-0.015343j -0.0516185+0.091007j -0.0157603-0.0576419j 0.0502586-0.00591234j -0.0386974+0.132636j -0.036188-0.0498823j -0.125684-0.0838906j -0.130218-0.0174246j 0.156677-0.235664j -0.0663519-0.0156424j -0.0722671-0.0447434j -0.0333723-0.0245232j -0.0234763+0.00059953j 0.00938996-0.0180137j 8.60687e-05-0.00335908j -0.0365919+0.00438375j 0.0112858-0.104489j -0.0707827-0.0314635j 0.0263688+0.0302742j -0.152543-0.170753j -0.00637825+0.0499408j 0.00104635-0.249735j 0.0267196-0.0650568j -0.168275-0.0445579j -0.13982+0.119664j -0.0100704-0.0786797j 0.0998456-0.0402255j 0.178811+0.0463626j 0.0715145-0.0885574j -0.0838591-0.0769687j 
0.000436804-0.00096752j 0.00390682-0.00107897j -0.00299942-0.0040644j 0.00830139-0.00531163j 0.0076583-0.00418851j -0.0153132+0.00682628j -0.00231762+0.000810483j -0.00363256+0.00101521j -0.00550558+0.00193906j -0.00952291-0.00398355j 0.00308272+0.000470521j -0.00252645-0.00160172j -0.00406891-0.00313644j 0.0092399+0.00757795j 0.0127889-0.00843677j 0.00252041+0.00109117j 0.00537832+0.0154205j 0.00956186+0.007108j -0.0149282+0.00374171j 0.000731355+0.00941972j 0.0100717-0.00667187j 0.00930837-0.00186163j -0.00449814-0.0110768j 0.0102974+0.00807258j 0.00623083+0.00866023j 0.00491364+0.00392255j -0.00223108+0.0172166j 0.00612441+0.00773336j -0.00628673+0.0115184j 0.0012787-0.00276999j 0.00429131-0.0183499j 0.00951038-0.00318365j 0.00963562-0.0131594j -0.00853268-0.0028373j 0.0186478-0.000424487j 0.000874803-0.00118173j -0.00639573+0.000944393j -0.0084286+0.0171833j -0.0109881+0.00259734j -0.0147872-0.00436636j -0.00489617+0.0159067j 0.00308942-0.00717617j -0.00907719-0.00443501j 0.00786305-0.0119627j -0.00463074-0.0285399j -0.000713032+0.00664736j -0.0216228+0.00219514j 0.0178226-0.00142308j 0.000847167+0.00592175j -0.00755753-0.00491338j -0.0117004-0.00530488j -0.0107326+0.0158596j 0.0160717-0.0130173j 0.0194536+0.000584912j 0.00120037-0.011846j 0.00711058-3.38839e-05j 0.0206685+0.0178426j 0.0158547+0.0123681j 0.0128649+0.00136325j -0.0186621+0.00194833j -0.011821+0.00103012j -0.00903721+0.001138j 0.0104392-0.00787611j 0.00480706-0.00491426j 0.00187468-0.00416003j -0.0125091+0.0120396j -0.0218567+0.00395258j -0.000962678-0.011478j -0.0175101+0.00921875j 
0.00113918+0.00527174j -0.00241486-0.00462805j -0.0126966-0.00198386j 0.00155182-0.00525584j -0.00480464-0.00767595j 0.0172688-0.00550759j 0.0101155-0.000104169j 0.0010371-0.00119133j 0.0072118+0.00262742j 0.00127232+0.00897213j -0.00706816-0.00379832j 0.01302+0.000754112j 0.00455496-0.0125939j 0.00360243-0.00264484j 0.0215402-0.000157835j 0.000410602+0.0225368j 0.00686206-0.0181701j -0.00243106-0.0033041j 0.0186738+0.0210851j 0.0103372-0.0179011j -0.000338167-0.00761511j -0.0128405+0.0242619j -0.000787908+0.00992152j -0.0157767+0.0176778j 0.00489543-0.0110761j 0.000452251-0.00900785j -0.0075309+0.00517811j 0.0132831-0.0106931j 0.00560126-0.00010677j 0.0026598-0.00727277j -0.00197952-0.0152773j 0.0143351+0.00575804j -0.00215736+0.0191166j -0.00271415-0.00972163j 0.015669+0.0199304j -0.00193947-0.00214754j -0.011244-0.00860738j -0.000163477+0.0106045j -0.0308456-0.00221695j -0.0131011-0.0118566j -0.00791605+0.0119167j 0.0141542+0.000749549j -0.000721058-0.0191367j 0.00240311-0.0141554j 0.000543597+0.012454j -0.0173314-0.00795281j 0.00446563+0.0172931j -0.0171943+0.0088314j 0.010822+0.0221979j 0.032194+0.00238853j 0.019089+0.0167954j -0.00118943-0.0017334j 0.0052118+0.00995769j 0.00663838+0.0167707j 0.00750471-0.00865185j -0.0108458-0.0128537j 0.0127047-0.0150277j -0.00145112-0.0095979j -0.00499339-0.00431078j -0.00115586-0.0103877j -0.00124798-0.00516366j 0.0314967-0.00458552j 0.0181451-0.0115735j -0.0324578-0.0291003j 0.0030355-0.00576801j 0.00172274-0.034551j -0.0166684+0.0179363j -0.00903839-0.0170762j -0.0198511+0.0150898j 
0.00551323+0.00155695j 0.00233438+0.00160658j 0.00876116+0.000403719j 0.00117371-0.00026316j 0.00346395+0.0097409j -0.0149695+0.00463112j -0.0116273-0.00691749j -0.00238787-0.0029426j -0.00187962+0.00196765j 0.00359945-0.00322539j 0.00316815-0.00635836j -0.0052994-0.00328479j -0.00675779+0.00300216j -0.00276161+0.0104066j 0.00614203-0.00435633j 0.0106808-0.00142176j -0.00183844+0.00443668j 0.00504683+0.0129155j -0.00931472+0.0128946j 0.00999761+0.00562775j 0.00995591+0.00509341j 0.0127131+0.00967383j 0.0112275+0.00114684j 0.002716-0.00746984j 0.00570425+0.00633607j 0.00501398-0.00313465j -0.00867707+0.00434808j -0.00171987-0.00303071j 0.00377846+0.0112029j -0.00208697+0.00070905j 0.00540531-0.0128707j 0.00814273-0.00825708j -0.00849436+0.00904282j 0.00558459+0.000135209j -0.0054259-0.00291095j -0.00778296+0.00589882j -0.00586906-0.00382228j -0.0011291+0.00943144j 0.00351889-0.00523537j -0.010917-0.00304664j 0.00191707+0.0131913j 0.0130595-0.000503847j -0.00567966+0.000473022j -0.00510766+0.00238789j -0.00757799-0.00645676j -0.0133364+0.016023j 0.00739161+0.000465392j 0.00408129+0.0191596j 0.00374237+0.0002135j -0.00796826+0.0196253j -0.012084+0.00306205j 0.00364986-0.00810111j -0.00709427+0.00782752j 0.0246448+0.000713819j 0.0024442+0.000993731j -0.0039068+0.00838092j -0.0118364-0.000592864j -0.0162845-0.00518701j 0.0144779-0.00749939j -0.00518705+0.004267j 0.00702193-0.0148284j -0.009465+0.00432235j 0.00679529+0.00575501j -0.00769429+0.00247639j 0.00425113+0.00790875j 0.00978183+0.00662168j -0.00679107+0.00656532j 0.00631642-0.000996873j -0.0036755-0.0061204j 
0.00170454-0.00369022j 0.00594432-0.00373481j 0.00438702-0.0125501j -0.00242643-0.00622878j -0.000305602+0.0125919j -0.0052636+0.0231429j -0.00587246-0.00306898j -0.01038+0.0160958j 0.00825075+0.00213933j 0.0110119-0.00907263j -0.000211184-0.00475691j -0.00301679-0.000615853j -0.00676785+0.0131385j -0.00491722-0.00676613j -0.00143528-0.0126327j 0.00558379-0.0250427j -0.0253731+0.0103928j 0.0175678-0.000774824j 0.00145169-0.00460625j -0.011426+0.00870829j 0.00988087-0.00392731j 0.00338674-0.00626818j -0.00229175+0.0107979j -0.00321278-0.0253277j -0.0129882+0.00316686j 0.00863867-0.00622443j 0.00111379-0.00649008j 6.6252e-05-0.00563208j -9.4329e-05+0.00250275j -3.77718e-05+0.00213161j 0.0017926+0.00512351j -0.00997072-0.00445746j 0.00760517-0.00158673j 0.00689607+0.000440999j -0.0149209-0.00163913j 0.00773747-0.00403749j 0.0264261-0.00215885j -0.00191387-0.00738553j 0.013139+0.00732324j 0.0143681+0.00660439j 0.0101101-0.00604403j -0.0195764-0.00121889j 0.00469951+0.0134392j -0.000127359+0.0048841j 0.0157663-0.00322636j 0.00456297+0.00595965j 0.00264237-0.00461746j 0.00668721-0.00558941j -0.00611082-0.00104553j -0.0241082-0.00635508j -0.026123-0.0354705j -0.00156254+0.00811815j 0.00119624-0.00182849j 0.0208944+0.0158566j -0.00321807+0.0134133j -0.00577079+0.0190939j -0.0275277+0.0205727j 0.0298231+0.0316428j 0.0268318-0.0205179j -0.00876277+0.0184367j 0.00690178-0.00105255j -0.00413763-0.0118266j -0.00944451-0.016923j 0.0147444+0.000334114j -0.00144591+0.00849373j 0.0170735+0.0191013j -0.0014097-0.00730362j -0.00804202+0.00290856j -0.00162377+0.0122273j 
0.000735136+0.00315445j 0.00351579+0.00119171j -0.015438+0.00373555j 0.0041166-0.010428j 0.00595453-0.00238322j 0.00141563+0.00076399j -0.0167531-0.0068474j 0.0147271-0.000671335j -0.00154605-0.00114232j -0.015125-0.00180718j 0.011162-0.00208987j -0.00685098+0.00170657j -0.00355886-0.00697708j -0.00393186+0.0196642j 0.0056796+0.010048j -0.0128552+0.0094938j -0.013921-0.00719975j -0.0209563+0.000847206j 0.00142925-0.00389189j 0.0109047+0.00872352j -0.00781145-0.00782196j -0.00131249+0.0136145j -0.00312644+0.00153077j -0.0087771-0.00212352j -0.00104659-0.00112121j -0.00627426-0.00618538j 0.00081636+0.00787532j 0.00628813-0.0028114j 0.00453046+0.000749667j 0.00659722+0.00764278j 0.00126681+0.0046747j -0.00289094-0.00949944j -0.0194142+0.0097633j 0.000198059+0.00374153j 0.0164001-0.0068157j -0.0140153+0.0135694j -0.00384988-0.00203433j -0.011176-0.0114508j -0.00695847-0.0136851j 0.000845074-0.0138007j 0.0134835-0.0015403j -0.0198735-0.00323686j -0.0106901-0.0035272j 0.00103133-0.00192858j -0.00604868+0.00634708j 0.00202425-0.00130166j 0.00372593+0.00547606j -0.0120179-0.00751517j 0.00296902+0.00399067j 0.029085+0.00616015j 0.012427+0.00266943j -0.00975511+0.00897827j 0.0115517+0.000503753j -0.0162875+0.00564859j -0.00206003-0.0403802j 0.00603884+0.000984976j 0.00502711-0.0261249j -0.000988742+0.00217114j -0.00400117-0.0065257j 0.0194659-0.00735672j 0.00337871+0.00625355j 0.019077-0.00450555j -0.00889612+0.0023746j -0.0146508-0.00086687j -0.000831927-0.00583953j 0.00616917-0.0218068j 0.00554566+0.00355418j -0.00143963+0.00314145j 0.000623041-0.00137739j 
0.00123148+0.000673378j -0.000594783-0.000198939j 0.00694886+0.00220206j -0.00341528-0.0017648j -0.00422153+0.0104644j 0.00136979-0.00233443j -0.013266-0.0174529j 0.00815764+0.00254669j 0.00972657+0.0102214j 0.0148462-0.00385599j -0.00953437-0.0159814j -0.00109406-0.00734485j -0.000680421+0.0031096j -0.0175904+0.0106048j 0.00516985+0.00179016j 0.00104429+0.0123358j 0.00594606+0.00445878j -0.000653841-0.00633694j -0.000396551-0.0169653j 0.00165639+0.00154485j -0.0101039-0.00412805j 0.0267755-0.00208285j 0.00282016+0.0114714j -0.0151641-0.0224068j 0.00537317-0.0171924j 0.0075276+0.0057749j 0.00918094+0.00318095j 0.0151142-0.00428285j 0.0128922+0.0161424j -0.000686483+0.0106404j 0.00705249+0.00261855j -0.00565182-0.00481915j -0.0159052+0.0102676j 0.0201543-0.00367981j -0.0116372+0.00930009j -0.0139567-0.00311962j 0.000795299-0.00604325j 0.00532028+0.0195254j -0.00549067-0.00278887j -0.00218188+0.00754702j -0.00627285+0.00579411j 0.00437172+0.003934j 0.00255328-0.00758566j -0.00485288+0.00509501j 0.00871952-0.00226421j 0.0141548-0.00349322j -0.00597686-0.00829369j 0.00176156-0.00720087j -0.00574753+0.00121161j -0.00200468+0.000171769j 0.0110851+0.00306364j 0.000486357+0.000374932j -0.00521566-0.00890144j 0.0064448-0.0126375j 0.00237399+0.00543743j -0.00644147-0.00406066j 0.00669802+0.00621205j 0.00851944+0.00219613j -0.00814688+0.0137902j 0.00390841+0.00148962j -0.00704631+0.00424862j -0.00459167+0.00547075j 0.00105292+0.00275454j 0.0107641+3.52996e-05j -0.00061499+0.000226357j -0.011352+0.00780678j 0.0015222-0.00335055j 0.000730635+0.000168267j 0.00287105-0.00105867j 
0.00125585-0.00521756j -0.00236051-0.0047216j -0.00110963-0.0129209j -0.0101896-0.000106462j -0.00467566+0.00172366j 0.00511146-0.000983704j -0.00409941-0.0238994j 0.0194602-0.0144155j 0.00328668+0.0124052j 0.0182455-0.00965109j -0.0068933-0.00238635j 0.00200328-0.00178879j 0.00851448+0.00477615j -0.00268035-0.00319958j -0.0104206-0.0133756j 0.00093089-0.00947051j -0.0073733-0.00255979j -0.00254109-0.00232235j 1.31749e-05-0.000617958j 0.00389219-0.0107578j 0.0247068+0.00594319j 0.0121453-0.0118055j 0.00516146+0.0014535j 0.0125775+0.0146784j -0.00892269+0.00742961j 0.00569144+0.00227643j 0.00624974+0.0095405j 0.00973576+0.00776133j 0.00373679+0.0202107j -0.00185285+0.0136519j -0.00486967+0.00370578j 0.00828539-0.000455895j -0.00639905+0.00196082j 0.0221937+0.000709356j 0.00095978+0.0007481j 0.0141635-0.00190563j 0.00500178+0.0113996j 0.00134747-0.0108997j -0.0179061+0.0011171j -0.00365691-0.00493455j 0.00752573-0.00894325j 0.0011268-0.00253948j 0.00372523+0.00214135j 0.00617017-0.00707269j 0.00533047+0.00155334j -0.00536231-0.00110623j -0.00790455+0.00618855j -0.00762649+0.000625974j 0.00480031-0.00151177j -0.00327786-0.00591911j -0.0248922+0.00484934j -0.00893229-0.00267183j 0.0110624+0.00444683j -0.0222669+0.0158733j -0.00362641+0.0098375j 0.0191603+0.00382141j 0.00843443+0.00875836j -0.00268245-0.0103076j 0.00489621-0.00919469j -0.0146946-0.00151444j 0.00963261+0.00526414j 0.00154717-0.00576045j 0.000422178-0.00761421j -0.00688832+0.00121321j -0.000178932+0.00251543j 0.00670096-0.0104091j -0.00201123+0.00442547j -0.000334153+0.000181334j -0.00129585+0.00247497j 
0.0108039+0.0096796j 0.00833368-0.0092526j 0.00547618+0.00419661j 0.00644224+0.0108808j 0.0109232-0.00332216j -0.0167061-0.0261688j 0.00954637+0.000206892j 0.0109258-0.0219588j -0.00112633+0.00503459j 0.0101169+0.0056761j -0.000555539+0.000545345j 0.00126-0.000380851j 0.00720596+0.00193216j 0.00364841+0.0016538j -0.0131416+0.00654329j -0.000271761-0.00421219j 0.00350236+0.0322052j 0.0069238+0.00632793j -0.0119479+0.00367239j -0.00847259+0.00897041j -0.0394921+0.00359661j -0.00305444+0.00819998j -0.0052383+0.00370933j -0.0108669-0.0104428j -0.0118399-0.0034298j -0.0260748-0.00824849j 0.00882768-0.0188216j 0.000736106+0.00311378j -0.000263511+0.0058285j 0.0053602+0.00690851j -0.000655575+0.0107327j 0.0133349+0.0232739j -0.0263961-0.0120835j 0.0165044-0.00713992j 0.00398269-0.0156556j 0.0049509-0.0142411j -0.0164982-0.00816349j -0.00697827-0.0156421j -0.00589191+0.00117642j 0.0103644+0.0086696j 0.00853315-0.0173673j 0.0133842-6.71928e-05j 0.00132063+0.0133583j 0.007641+0.00661452j -0.0104919-0.0194875j -0.000172898-0.00486772j -0.000982536+0.0126781j 0.0406855+0.0069109j -0.000351116+0.0129047j 0.00301738+0.00680202j 0.0136291+0.00406791j 0.00447672-0.000611954j -0.00816882+0.00528748j 0.0402452-0.0324691j 0.00361812-0.0185031j 0.000876491-0.0257977j -0.0032637-0.021654j -0.0334283+0.00471743j -0.000965077+0.000695345j 0.0255589-0.018732j -0.0157406-0.017315j -0.0198676-0.00696481j -0.00351303+0.00637749j 0.0159256+0.00167408j -0.00307042-0.00447539j 0.00182564+0.0349309j -0.00407148-0.0100355j -0.00867184-0.00126796j -0.00167362+0.00556733j 
0.00955962+0.0105021j 0.0138224-0.00643723j 0.00487647+0.0212154j -0.00798525+0.00570518j -0.00147781+0.0123388j 0.00653705-0.0135929j 0.00250761+0.00723869j -0.0203632+0.00845994j 0.00279189-0.00110627j -0.00225019+0.00822348j -0.000837542-0.00973182j 0.00754864-0.00953396j -0.00285159-7.63627e-05j -0.00547582+0.0034667j -0.0107615+0.00708526j 0.00351569-0.00568192j -0.00237336+0.00770814j 0.00332087+0.0205211j -0.0136376-0.0115932j -0.0107931+0.0019022j -0.0216649+0.0118495j -0.00342703-0.012994j -0.00526713+0.0153046j -0.0213913-0.0175508j 0.0168014+0.013012j -0.00854157+0.00535964j -0.00477155-0.0139791j 0.00756327-0.00695667j 0.00136809+0.00165028j 0.00405871-0.00314926j 0.00407309-0.000571503j 0.00507024-0.0172415j -0.00598087+0.00261768j -0.0213716+0.0241405j -0.00504928+0.00654567j -0.0222263-0.00743635j -0.0102416-0.00656625j -0.00500282-0.00697625j -0.00184185+0.00384726j 0.0101736+0.00804725j 0.00595218-0.013818j 0.0293039-0.00198279j -0.00418828+0.00619159j 0.00827786+0.00350587j 0.00298715-0.0123426j -0.000276645-0.0145091j -0.0123519+0.0110983j 0.0273007-0.00529302j 0.00914919+0.0100875j 0.00777418+0.0109611j -0.00561366+0.014845j 0.00135472+0.000298518j 0.00196994+0.00376059j 0.00670342-0.0201361j -0.00415381-0.0173502j 0.0188801-0.0248803j 0.00231104-0.0135231j -0.0408315-0.0097832j -0.0012129-0.00422345j 0.00777255-0.0251043j -0.0145974-0.00935863j -0.0148318-0.0123963j -0.0025189+0.00238692j 0.00717126+0.00236952j -0.00287301-0.00758079j 0.00524965+0.0192269j -0.00531408-0.00654513j -0.00876054+0.00108716j -0.00159938+0.00659055j 
-0.00406026+0.0083475j 0.00709247+0.00708583j 0.0111361+0.0142278j 0.00299238+0.00774962j -0.00397965-0.00320678j -0.00253812-0.019993j 0.00304133+0.00851156j -0.006148-0.00451018j 0.00154172-0.00486811j 0.00222019+0.0111844j -0.0025713-0.00449701j 0.000647876+0.000137502j -0.00271438+0.00332916j 0.000855371+0.0050426j -0.00957576+0.00201787j 0.0100617+0.0168306j 0.0116779+0.0104473j -0.0133889-0.00437199j 0.00755309-0.00230154j 0.0117199-2.40124e-05j -0.00296594-0.00155598j -0.0145491+0.0135161j 0.00353129+0.00162372j -0.00639783-0.00373791j 0.020186+0.00196041j -0.00130284-0.00633922j -0.00682754-0.000876697j -0.00552383+0.00507378j 0.00691347-0.000399145j 0.00180772-0.00400525j -0.00251526-0.00515248j 0.00285083-0.00106017j -0.00657212+0.0111477j -0.00352709-0.00194547j -0.00654678+0.0115379j 0.00239427-0.0113367j -0.00144564-0.0201694j 0.0133193-0.00488573j -0.00756452-0.0038821j -0.00709915-0.00215575j 0.00203297-0.0092588j -0.00290326+0.0128945j -0.0032974+0.00428305j -0.00375741+0.00241184j -0.00500971-0.0184942j -0.011013+0.00159634j -0.0137108+0.0173915j 0.0172876-0.00597485j -0.00677663+0.0123518j 0.00492309-0.0224249j 0.00849382+0.000934898j -0.019727-0.0206763j 0.0279684+0.0160042j 0.00973053-0.0140765j 0.00283853+0.00443669j 0.00347075-0.0124891j 0.0211536-0.0234707j 0.00156179+0.00618601j -0.00397237+0.00438524j 0.0075013-0.00978547j 0.00665085+0.00344935j -0.00122565+0.00614899j -0.00587169-0.00339315j -0.00160128+0.0110865j -0.00509647-0.00303041j 0.0110123+0.000400528j -0.00191476+0.000111363j 0.00548597-0.00235099j 0.00252925-0.00313566j 
0.00387585+0.00961735j 0.00816561-0.000490821j -0.00464046+0.00574702j 0.00286599-0.0119943j 0.0024795-0.00186296j -0.014253-0.000775366j -0.00688955+0.00642464j -9.60915e-05-0.000267454j -0.00400606+0.00388502j -0.00153322-0.000248949j 0.00437622-0.000746345j 0.00353239+0.00530995j -0.00246807-0.000850891j 0.00908607+0.0084817j 0.0166706-0.00880864j 0.0061481+0.0073787j 0.00167439+0.0254114j 0.023333+0.00595114j -0.016991-0.00456847j -0.00279632+0.00775597j 0.00803063+0.0185073j 0.00749599-0.00846008j -0.00091838+0.00111537j 0.00436299-0.00940723j 0.000499339+0.0197159j 0.0019389+0.00462768j -0.00597861+0.0204425j 0.00330541+0.0108496j -0.00191104+0.000909849j -0.000219601+0.0023318j 0.00530628-0.00855579j 0.00527526+0.000590433j 0.00705559-0.00979647j 0.00822848+0.00181333j -0.00364359+0.00124126j -7.8809e-05-0.00811646j 0.00520789-0.00159394j 0.00216527-0.000153683j 0.0123432+0.00447276j -0.0150031+0.0127019j -0.00776853+0.00356823j 0.0168304-0.0169697j -0.0125527-0.0150648j -0.00101525-0.0168975j -0.00557831-0.0299059j -0.00216708+0.00660361j 0.00269345+0.0132237j 0.0124455-0.00391723j -0.00177657-0.00679341j -0.0205662-0.00546123j -0.0165445-0.0117731j -0.00498942+0.00424782j 0.00443823-0.00379779j 0.0144624+0.00298725j 0.0151548-0.00143633j 0.0025224+0.00168886j -0.00437486+0.0139499j 0.0070862+0.00848859j 0.00249172-0.00141513j 0.00750764+0.00802468j 0.0174056+0.00652701j -0.0322098-0.00915424j 0.00669936-0.00166021j -0.0153667-0.0083789j -0.0073256+0.000394571j 0.00392044+0.0233984j -0.00604747+0.0144569j -0.00429268-0.0361229j -0.0323033+0.00747691j 
-0.00491694+0.000177881j 0.00126936+0.00624585j 0.00577404+9.01477e-05j -0.00251396+0.00705048j 0.0030974+0.000510735j -3.5673e-05+0.00268194j -0.00551508-0.00498194j 0.00389226-0.000907057j -0.00663638-0.00728652j -0.00692139-0.00148743j 0.00322345-0.00151831j -0.00659357-0.00614024j -0.00254234+0.00130593j -0.00524156+0.00600354j -0.0200698+0.0102994j 0.00678849-0.00972568j 0.00676169-0.00141884j -0.0193036-0.00456054j 0.00909037-0.00709531j 0.00233854+0.00443786j -0.00955236-0.0033262j 0.00134641+0.00146846j 0.0091359-0.00862488j 0.00707125-0.000997667j -0.00736519-0.0050871j 0.00482434+0.00231624j -0.00840215-0.0231964j -0.00186333-0.0107747j 0.00222367+0.00656086j -0.00163376-0.000998704j 0.00318426+0.0071222j -0.00667494-0.00170971j -0.000468842-0.00307634j -0.000670783+0.00578946j -0.0133966-0.00918177j 0.00354956+0.00998615j -0.0215668+0.00225388j -0.0025399-0.000845459j 0.00410184-0.00958838j 0.0101251+0.00205644j 0.00923441-0.00251069j -0.0119117+0.022661j -0.00404967+0.00940093j -0.00954175+0.0184325j 0.00450042+0.0193867j 0.00509351-0.00789395j -0.00735584+0.0109007j 0.00210618-0.00203068j -0.0202031-0.00612987j 0.00107595-0.0050933j -0.00592073+0.000706088j 0.00472988-0.00296779j -0.00317135+0.000871898j -0.00243289-0.00217467j -0.00186288-0.00582935j -0.00217896+0.00719944j -0.00847061-0.000924563j -0.00808048+0.0050176j -0.00104607-0.00469487j -0.0148757+0.0215806j 0.000254554+0.00213443j -0.00232745+0.00954462j 0.00478707+0.0151624j 0.00792904+0.0158404j 0.000681896-0.00106043j 0.00322404+0.00849993j 0.0149593+0.0177462j -0.00237428+0.00933554j 0.0162812+0.00612495j 
-0.00342519+0.000433525j -0.00085339+0.00249792j -0.000523481-0.00281622j 0.00385568-0.00344131j -0.00382073-0.000382075j -0.00648234+0.000161858j -0.00251213-0.000191779j 0.00420272-0.00148426j 0.00202452-0.00111283j -0.00200918+0.00130061j -0.0011912-0.00213751j 0.000227276+0.00441596j -0.00583997-0.000527169j 0.00331269-0.0018817j 0.0117811+0.00580881j 0.00499153+0.00713578j -0.00276707+0.00108391j 0.000627246+0.0133563j -0.000614894+0.00108672j 0.00448752+4.30478e-05j 0.0126317-0.00252636j 0.000144428+0.00186773j 0.00847111+0.000799279j 0.00059233-0.00118516j 0.00543543+0.00100984j -0.000632582-0.00368865j -0.00381784+0.00631597j -0.00628521-0.000340873j 0.00421789-8.60545e-05j 0.00159176-0.00141489j 8.77349e-05-0.00692652j 0.00617459-0.000579389j -0.00194037-0.00430864j 0.00403695+0.000564268j 0.000152509+0.000759679j 0.00242229+0.00355257j 0.00588141+0.00101982j 0.00406297+0.00616553j 0.00460611+0.00810044j -0.00349322-0.00237783j -0.00875385+0.00417405j 0.00138838+0.00196012j -0.00279732-0.00577078j 0.00162069-0.00910626j -0.00424599+0.000429948j -0.0123079+0.00596635j -0.000479708+0.0135342j 0.00804883+0.00371356j -0.00133059-0.000122169j 0.00533325+0.00192184j -0.0024956-0.0040854j 0.00306814-0.0107907j -0.000357224+0.0144271j 0.00657091-0.00628558j 0.000679032+0.000975567j -0.000945087+0.00358842j -0.00455071+0.00376896j 0.00645207-0.0137097j -0.00450182-0.00771077j 0.0013096-0.00246386j -0.00698033+0.000771329j -0.00445788+0.00201781j -0.00514894-0.00504221j -0.0217314-0.000438874j 0.00468171-0.010402j 0.00943896-0.00570548j 0.00623289+0.0133907j 0.00140293-0.0131435j -0.00499055-0.000970356j 
0.00636703-0.00167072j -0.00245736-0.00409761j -0.00295682+0.00408607j -0.00413708-0.00454722j 0.00310296+0.00239752j 0.005358-0.000662333j -0.000761175+0.00498841j 0.000411699+2.45127e-05j -0.00929891+0.00224889j 0.0033776-0.00122116j 0.0069134+0.000987058j 0.00282859-0.00116145j 0.00558847-0.00534002j -0.00259698+0.00898802j 0.00358942-0.001284j -0.00306343-0.0012743j 0.00622545-0.000137971j 0.00080745-0.00692913j 0.00613889+0.00308928j 0.00226264-0.00437461j -0.000940747+0.00188743j 0.00225723+0.0117204j -0.000430897-0.000809042j -0.0079098+0.0115995j -0.00389834+0.0126404j -0.00486344-0.000850146j -0.00674612+0.00573645j 0.00725058-0.00345296j -0.00698966-0.000135419j -0.00290511+0.00126767j -0.00104047+0.00290991j -0.00072872+0.00774315j 0.00403851+0.0110951j -0.00513169-0.00252946j -0.00357535-0.00395091j 0.00299753-0.00196908j -0.0078709+0.000925509j -0.00434351+0.00186742j -0.0104412-0.00316113j -0.00606781-0.000694199j 0.00576319+0.00694482j 0.0128414+0.000799316j -0.000482576-0.0067395j -0.000179434-0.00162213j 0.00224507-0.0103302j 0.00500339-0.000639122j 0.00586008-0.00120128j -0.00863261+6.99906e-05j 0.00526891+0.00109229j 0.00238224-0.00237263j 0.0013688+0.00946957j -0.0013896+0.00757205j -0.00174164-0.00881216j 0.00297537+0.00621094j 0.00187696-0.00833708j 0.00120038+0.000756064j 0.00836122+0.00251935j 0.00588586+0.010808j -0.00558063+0.000979972j -0.00323926-0.00111553j 0.00557148-0.00365463j -0.00741119-0.00539348j 0.0167113+0.00347541j -0.00852311-0.00641226j -0.00319403-0.000363608j -0.0046626-0.00317994j -0.00739191+0.00713689j -0.00757841-0.00409691j -0.0074769+0.0116148j 
