-0.166155+0.0220275j 0.0170169+0.17035j -0.0566808-0.0883171j 0.107795-0.0256194j -0.0828683-0.0595767j 0.0525927+0.00448885j 0.0406029-0.066413j -0.00607058+0.00519298j -0.0593992-0.0556134j -0.0941869+0.096452j -0.0236445+0.0754303j -0.0453215+0.0546187j -0.0173906-0.16137j 0.0566491+0.0475883j 0.182609-0.0859761j 0.0929396+0.163141j 0.0765737+0.0253916j -0.0359016+0.0571098j -0.120376-0.0542464j -0.0706632+0.096546j 1.76716e-05+0.0149517j -0.0280868-0.0865465j 0.0397714+0.0680639j 0.0235654+0.0443615j -0.0163508+0.00669819j 0.0611736+0.0964106j 0.0422449-0.00961742j 0.154327-0.00216588j -0.0314318-0.0116289j 0.0136943+0.0205083j 0.0121638-0.0588266j -0.000353703+0.0913406j 0.0225424-0.0703526j 0.075095-0.0177681j 0.0338147+0.0177937j -0.0226465-0.0238541j -0.0452734+0.0344636j -0.00817848+0.025043j 0.0280313-0.0416087j 0.0592993-0.015343j -0.0516185+0.091007j -0.0157603-0.0576419j 0.0502586-0.00591234j -0.0386974+0.132636j -0.036188-0.0498823j -0.125684-0.0838906j -0.130218-0.0174246j 0.156677-0.235664j -0.0663519-0.0156424j -0.0722671-0.0447434j -0.0333723-0.0245232j -0.0234763+0.00059953j 0.00938996-0.0180137j 8.60687e-05-0.00335908j -0.0365919+0.00438375j 0.0112858-0.104489j -0.0707827-0.0314635j 0.0263688+0.0302742j -0.152543-0.170753j -0.00637825+0.0499408j 0.00104635-0.249735j 0.0267196-0.0650568j -0.168275-0.0445579j -0.13982+0.119664j -0.0100704-0.0786797j 0.0998456-0.0402255j 0.178811+0.0463626j 0.0715145-0.0885574j -0.0838591-0.0769687j 
-0.00083529+0.00132704j 0.00166993-0.000947157j 0.00366073-0.0016065j 0.000213555-0.00353738j 0.00234624-0.000423089j 0.000260322+0.0017254j -0.00153313+0.000584753j -0.00119572+0.000272195j -0.000473353+0.000497111j -0.000620868+4.52435e-05j -3.02982e-05-0.000409688j -0.00023098+0.000678069j 0.00120352-0.000707092j -5.92398e-05-0.000666668j -0.00532509-0.00316889j -0.00317629+0.00236745j -0.000290928-0.00166353j 0.0014107-0.000468737j -0.00104786-0.000491855j 0.00258534-0.00174385j 0.000221643+0.000425859j -0.000670936-0.000179148j 0.000512423+0.000142035j 0.000990651-6.92808e-05j 0.00159638-0.00010542j 0.00251426-0.000365517j -0.00103709+3.14274e-05j -0.000889986-0.00223084j -0.000246406+0.000842943j 0.00215316-0.000358808j 0.00170731+0.000123648j -0.00127544-5.11551e-05j -0.000387076-0.000216116j 0.000586245+0.00118284j -0.00192834+0.00131831j 0.000994367-0.0021924j 0.00127073-0.00149821j -0.00077634-0.00365179j 0.00133654+0.000582268j -0.00132643+0.00305816j 0.000432634+0.000992408j -0.00143986+0.00123797j 0.00153355-0.00239297j -0.001398+0.001078j 0.00252303+0.000162897j 0.000569958-0.000825887j 0.000158869+0.000621449j -0.000377451+0.00561976j 0.00180819+0.00163964j -0.00183547-0.0030153j -0.00329613-0.00143874j -0.000752002+0.00188252j -0.000466225-0.00100681j 0.000419812-0.000146772j 0.00152549-0.000289274j 0.00287196+0.00287188j 0.00154489+0.000177546j -0.00195625+0.00190755j -0.00020733+2.85681e-05j 0.00166867+0.00127433j -0.00015861+0.00339887j -0.00125652+0.00255747j 0.000241992+9.29439e-05j 0.00110348+1.16854e-05j -0.00255538+0.00109024j -0.00262005-0.0034368j 0.000266349+8.76901e-05j 0.000353726-0.000207744j -0.000489644-0.0011303j 
0.00438986-0.000739682j -0.00549741+0.0010288j -0.0051716+0.00517498j -4.06245e-05+0.00863595j -0.00413809-0.001536j -0.00111711-0.00135918j 0.00481611-0.00323602j -0.00025315-0.000413723j 0.00391749-0.00182144j 0.000403986-0.00174271j 0.00234934-0.00131387j 0.00156626-0.00380839j -0.000646074+0.00210366j -0.00107703-0.00197903j 0.00734099-0.00111615j 0.00137889-0.00455214j 0.000368733-0.00209286j 0.00128712-0.0110327j -0.000709808-0.00201442j 0.00372396-0.00462375j 0.00246232+8.37984e-05j -0.00624809+0.000223967j 0.00108668-0.00172941j -0.0111107+0.000349602j -0.00421564-0.00203363j 0.000538513+0.000129777j -0.00141944-0.00156467j 0.00201753-0.000838748j -0.00149692-0.00245678j 0.000746234-0.000513472j 0.00136905+0.000222873j 0.00647601+0.000266739j -0.00797117+0.000995934j -0.00304079-0.00312332j 0.00246936+0.000339891j -0.00320222+0.0023447j -0.00298217+0.00567912j 0.0039252+0.00117337j -0.00228308-0.00261334j 0.000396204+0.00192205j 0.00451121-0.00171065j -0.00185097+0.0065201j -0.000649642+0.00467474j -0.00147012+0.007501j -0.00198714+0.00558379j 0.00461961-0.0092132j 0.00366116-0.00105593j 0.00776609-0.00243103j -0.00411447-0.0063702j 0.00164834+0.0050976j 0.00246697+0.000466141j -0.00200961-0.00222202j 0.00283346+0.000492767j -0.00375039+0.000643292j -0.000240738-0.00343988j -0.00212107-0.000326401j -0.0068926-0.00183396j -0.00150021+0.00079647j -0.000560657+0.00396918j -0.000126397+0.00112364j -0.00110946-0.00162415j -0.00398421-0.0048263j -0.00104014+0.00158951j 0.0011134-0.00663602j -0.000213538-0.00743445j -0.000996568-0.0068412j -0.00366465-0.00100633j -0.000423559+0.00214598j 0.00040511+0.00087334j 
-0.0026836+0.00120849j 0.00310434-0.00349968j 0.00405498-0.00136423j 0.00127237-0.0022685j 0.00372907-0.00204204j 0.000388699+0.00252551j -0.00328123+0.00124523j -0.00411128-0.000429292j 0.000521305+0.00211929j 0.00107037-0.00348225j 0.000714523+0.000873731j -0.00420111+0.00281596j 0.00138212+0.000449767j -0.00314189-0.00165948j -0.00467431-0.00521138j -0.00446271+0.000722491j 0.00325544-0.000804834j 0.00316886-0.00228066j -0.00620628-0.00171386j 0.00612066-0.00318567j -0.000382778+0.00176356j 0.000120926+0.000187361j -0.000151548+0.000174273j -0.000965669-0.000619191j -0.000166635+0.00240324j 0.00179613-0.00167349j -0.00531345-0.000343226j -0.00087165-0.00611553j 0.00137069-0.000633972j 0.000139687-0.000388215j 0.000671846+0.00295926j -0.00246953-0.000343465j 0.000262612+3.30068e-05j 0.000962102+0.0021233j -0.00276925-0.00335753j 0.000376921+0.000420594j 0.00118833+0.00283254j -0.00241241-0.00549317j 0.00461973+0.00111969j -0.000917842+0.00701453j 0.00136913+0.00521732j -0.00117099+0.00148994j -0.000261602-0.00422547j -0.00400797+0.000321487j 0.00409381+0.00307751j 0.00187471-0.000426932j 0.000539909+0.00116917j 0.00129151+0.0109607j 0.000563672+0.00256623j -0.00169158-0.0045977j -0.00522752-0.00109266j -0.000742475+0.00232718j 0.000163261-0.00285425j 0.00479095-0.00150068j 0.00225684+0.00640015j -0.000243757-0.000258461j 0.00591629+0.00184125j -0.00352302+0.00204069j 0.00457768+0.00124696j -0.00127174-0.00135688j -0.000503657+0.00270015j -0.00118311-0.000936289j 0.00138709-0.0008704j 0.00401605-0.00245592j -0.00341245+0.00187298j -0.00627027-0.00886728j -0.000421642-0.00217273j -0.000341296+0.000385792j 0.000303104-0.000832984j 
0.0020731-0.0013371j -0.000330067-0.000832707j 0.0034748+0.00106285j -0.00325219+0.00170054j 0.0022991+0.000821616j -0.00238847-0.00089876j -0.0006612-0.000532757j -0.00223595-0.000773988j 0.00212626+0.000223572j 0.00133729-0.00128805j -4.27686e-05+0.000182421j 0.000376898-0.00155947j -0.00274184+0.000869306j 0.000805499-0.000677771j -0.00165007+0.00263783j 0.000883285-0.000810788j -0.0039069+0.000367169j 0.00286841-0.0002451j -9.46849e-05-0.000495083j -0.000166728+0.00277665j 0.00119976-0.00298004j 0.00183198+0.00232259j -0.000125589-0.00187581j 0.000767856-0.00432522j 0.00164992-0.000190123j -0.0021357-0.00178479j 0.00159543-0.00359122j -0.000883731+0.00188775j 0.000281413-0.000880482j -0.00148396-0.000684638j -0.00281671+0.000140607j -0.00156164+0.000332835j 0.000257701+0.000255466j -0.00197554-0.00387757j 0.00365416+0.00204234j 0.000548222-0.00116757j 0.000783916+1.02298e-05j -0.000206691-0.00172684j -0.000975105-0.00400813j -0.00320462+0.00106818j 0.00138613+0.000985409j -0.00159845+0.00294752j -0.00153276+0.00046079j -0.00218511+0.00126957j 8.77376e-05+0.00204297j 0.00404576-0.00325969j 0.000757562+0.00336477j -0.00142037+0.0025591j 0.00330605+0.00165108j -0.00328627+0.00183515j -0.00022493+0.000385018j 0.000997502-0.000793075j -0.00184448+0.00160382j -0.00265864+0.000192834j 8.474e-06+0.000255667j 0.00341993+0.000788076j -0.00234017+0.0043621j -0.00106608+0.000604103j -0.00343247-0.000807261j 0.00220465-0.0021359j -0.000382342+0.00288487j -0.00330841+0.00121454j -0.000275916-0.00058587j -0.000650992+0.000183132j 0.000548349-0.00100788j 0.00160843+0.00427633j -0.00235646-0.0013901j 0.001516+0.00281717j -0.00130387-0.00188804j 
-0.000580315-0.00264328j -0.000102748+0.00146634j -0.00104242+0.00289638j 0.00322787+0.00211359j -0.00303601+0.00135474j 0.000239752-0.000802448j 0.00201745+0.00172425j 0.000150006-2.13983e-05j -0.000209255+0.000110166j -0.000715029+0.00185381j -0.0015035+0.000740591j -0.00250099-0.000332517j 0.000403949+0.000927662j -0.000734858-0.000107137j 0.00348537-0.00509731j -0.000897976-0.00199264j 0.00307333+0.00149099j -0.00276478-0.0029283j -3.94634e-05-0.00195768j -0.00121964+0.000487853j 1.97986e-05+0.00397408j 0.000145161+0.002681j -0.0013622+0.00317532j -0.000203809+0.00256986j 0.00231502-0.00185006j 0.000181328+0.00194587j 0.000353055-0.00180861j -0.00131524-0.000745924j 0.00029567-0.00154511j 0.00049052+8.54608e-05j 0.000391177-0.00116571j -0.000176434-0.000403104j -0.00096379+0.000904903j 0.000645719-0.00384621j 0.00143593+0.00149986j -0.00169156-0.000296358j -0.0030409+0.00157026j -0.0014587-0.00292596j -0.00148723-2.27894e-05j 0.00258025+0.0013491j -0.000819887+0.00127591j 0.00107914+0.00048021j 0.00103875+0.00212436j -0.000194858+0.00185979j 0.000857029+0.00136761j -0.0017693+0.00168849j -0.0019599-0.00044182j -0.000189698-0.00449022j -0.00972808-0.00332651j 0.0046136+0.00330521j 0.00114772+0.00152854j 0.00141578+0.000585009j -0.000593168-0.000168044j -0.00212673+0.000530499j 0.00135961-0.00180245j -0.00445488-0.00225881j -0.00191802-0.00322397j 0.00049513-0.00278777j -0.00175377-0.00261163j -0.00139098+0.00198687j -4.35787e-05-0.00373953j -0.000731567-0.00613836j 0.000847795-0.00182323j -0.00163836-0.00107625j 0.000745077-0.0034818j 0.00155595+0.00400951j 0.00168854-0.00183868j -0.000326119+0.00143081j 0.00015249-0.00108028j 
-0.000645442-0.00106541j -0.000347299+0.00125476j 0.00135772+0.000297923j -4.6262e-05+0.000235877j -0.00055333-3.03416e-05j -0.00151151+0.000840131j 1.02116e-05-4.10494e-06j -0.000989957+0.000598448j 0.000271159+0.000667404j 0.00153679-0.000524467j -0.000291122+1.55775e-05j -0.00149413+0.000516184j -0.0013609+0.00145816j -0.000629639-0.000325677j -4.45892e-05-0.00171928j 0.000523648-0.000172934j 0.000263666-0.00120971j 0.00155219-0.000557399j -0.00177825+0.000306947j 0.00151314-7.4189e-05j 0.00124758-0.00104563j -0.00125668+0.000722235j 0.000167365-0.0010442j -0.00065862-0.000977183j -3.9147e-05-0.000559953j 0.000489281-0.000599464j -0.000859076-0.000561182j -0.000102999+0.000179483j 0.000124441-0.000976772j -0.00105028-4.24509e-06j 0.00101235+7.91851e-05j -0.000948273+0.000651784j -0.000453192+0.000715864j 0.000379153-0.00256076j -0.00156432+0.000721338j -0.000245504+0.000193499j 0.000515631+0.00139094j -0.00252401-0.00196279j 0.000203739-0.000465208j -0.000504708+0.00186938j -0.000133861+0.00235613j -0.00139503+0.00137587j 0.000588916-0.000490358j -0.000777591+0.00190911j -0.00117702+0.000441432j 0.000147329-0.0026866j 0.000696728-0.000258085j 0.00136318+0.00098439j -0.0017137+0.000959755j -0.00132883+0.00026924j -0.000502546+3.28728e-06j 0.000787149+3.04089e-05j -0.000842282-0.000843482j -6.68653e-05-0.000972042j 0.00145607+0.000331833j 0.0025543+0.000693832j 0.00010261+0.00201568j -0.000346755+0.00103582j -0.00104898-0.00282757j -0.00070006-5.1384e-05j -0.000172544-0.000971862j -0.00163419-0.00306995j -0.000988601+0.00058527j -0.0012072+0.000189673j -0.000540694-0.000384345j -0.000279639+0.00015269j 0.00228291+0.000336396j 0.000741838+0.000493529j -8.23211e-05-0.00204861j 
-0.000815816+0.00403147j 0.00107756-0.00328554j 0.00124531-0.0016785j 2.68004e-05-0.0045069j 0.00253351-0.00222892j -0.00117826+0.00242327j -0.00276456-0.00041842j 0.00101781+0.000498124j -0.000447117+0.003247j 0.00314137-0.00345535j 0.000257137-0.000383762j 0.0014972+0.00394855j 0.00186573-0.00206927j -0.000424-0.00168966j -0.00437004-0.00185265j -0.00211996+0.00405376j -0.000210973+0.000150553j 0.00126153+0.00220059j -0.000274558+0.00205543j 0.00321105-0.00401408j 4.48742e-05-0.00274953j -0.00121981-0.000792133j -0.00067895-0.00145605j 0.00123299-0.000245101j 0.00102959+0.00142504j 0.0016264-0.00231608j -0.00322896+0.00443608j 0.0010867-0.000416013j 0.00225238-0.000174747j -0.000713818-0.000451852j 0.00197128+0.00106168j 0.000885879+0.0028199j -0.00142755+0.000545339j 0.000424537+0.00283052j -0.00510762-0.000143427j 0.000105962+0.00242435j 0.00330573-0.000250979j -0.0039406+0.00100733j 0.000930053-0.000770145j -0.00387104+0.00165038j -0.00171153+0.00222788j 6.94389e-05-0.000167835j -0.00149363-0.000118137j 0.00261932-0.000391443j -0.00189636-0.00141732j 0.000614348-0.00275649j 0.00186024+0.00131448j 0.000994647+0.00581156j 0.00682005+0.00310144j -0.00207567-0.00326484j -0.00159331+1.29832e-05j -0.000216+0.000585257j -0.00117578-0.00108472j 0.00234924+0.000297268j 0.000892795+0.000453657j 0.00432971+0.00196663j 0.00526896+0.00210947j 0.000760916+0.0011007j 0.00180819+0.00108894j 0.000520235-0.00237193j 0.000272062+0.00209858j 0.00203065+0.00149158j 0.000789701+0.000973819j -0.00126979-0.000450357j -0.00214614+0.00228802j -0.00392674-0.00162858j 0.000364169+0.000271578j -0.000255159-0.00377939j -0.00213001+0.00249629j 
0.00133496+0.00303876j -0.000530608+0.000576226j 0.000819727-0.00242004j -0.00163997-0.00182691j 0.00292407-0.000859113j 0.000690501+0.00115685j -0.00147092-0.00188154j 0.00129023-0.000492179j -0.00112545-5.07536e-05j 0.000942355-0.000805866j 0.000829876-0.0010039j 0.00173125-0.000353858j 0.0011189-0.00234996j 0.000370478-0.00192295j -0.00280759+0.000266288j -0.000508527+0.00130543j -0.00134276-0.000991072j 0.0010239+0.00199982j -0.000305391+0.00364402j 0.00126078+0.00131231j -0.000726418-0.00225411j 0.000681563-0.00149948j 0.000598242-0.00118763j -0.000249469-0.000544051j -0.00193348-0.000877467j 0.000577612+0.000128035j 0.000470137+0.00105785j 0.000438025+0.000716983j -0.000574244+0.000564472j -0.000331551-0.000628169j 0.0011512+0.000668571j 0.00132639+0.00163779j 0.000515667-0.000913663j -0.000359706+0.00314302j -0.00173629-0.000950294j 0.00058778-0.000477955j 0.000586544-0.00225907j -0.000647447+0.00186538j 0.000723756-0.000226073j -0.000515692+0.000378197j -0.00114663-5.16096e-05j -0.000514316-0.00160462j 0.000969759-0.00129013j 0.00338781-0.00163211j 0.000330999+0.0011941j 0.00164546-0.00268691j 0.0013466+4.13676e-05j 0.000423513+0.00389826j 0.00614114+0.00172664j -0.00151386-0.000322064j -0.000716284-0.000102169j -0.000189327+0.00140806j -0.00163951-0.00143912j 0.000401493-0.000703566j -0.000600347-0.00256096j 0.00215476+0.00158465j -0.000632526+0.000318199j -0.00125594+0.0014368j 0.000507653+0.00079595j 0.00220326+0.000829457j 0.000742626+0.00259856j 0.00112813+0.00234236j 0.0010288+0.000812451j 0.00224172+0.000625192j -0.000534658+0.000778468j -0.00171923-0.00257182j 0.000984926+0.000994536j 0.000713205-0.0014383j 0.00101781+0.000626267j 
0.00421199+0.001376j -0.000977996+0.00207817j -0.00345338-0.00539445j -0.0027943+0.000535992j 0.000947397+0.00184287j 0.00284413-0.00263034j 0.00164115-0.000336711j 0.00226565-0.00100417j -0.000649468-0.00182081j -0.00198353+0.000364096j 0.00326413-0.00057509j 0.00334031+0.00259371j -0.000989298-0.000929814j -0.000601397+0.00180849j 0.00526275+0.00821958j -0.00125141-0.00269231j -0.00143394-0.00438382j 0.00430442+0.00574867j -0.00306289+0.000818794j 0.000205899-0.000625542j 0.0013979-0.00379705j 0.00214881+0.00022217j 0.000183674+0.000746999j -0.000351595+0.00304966j -0.00341025+0.00342726j -6.99203e-05-0.00360951j 0.00240002-0.00217473j -0.00285254-0.00286651j -0.00296206+0.00325759j 0.00107486+0.00134765j -0.000528621+0.000726848j 0.00160754+0.000172411j 0.00120023-0.00324914j -0.00230663+0.00377333j 0.0038049+0.000164808j -0.00109478-0.00109163j 0.000126709+0.000276083j 0.00266276+0.00262069j 0.00274463-0.000908867j 0.000309385-0.00618834j 0.00443289-0.00331115j -0.0021869+0.00117799j 0.00199652+0.0012342j -0.00178244-0.00199883j 0.00196451-0.00564807j 0.00189678+0.000115502j 0.00280489-0.00493422j -0.000988249-0.00114613j -0.00117332+0.00312991j 0.000759972-0.00282184j 0.000553321+0.000259045j -0.000409926+0.000902829j 0.000350925-0.00101518j -0.00131868-0.00230146j -0.00016472-0.00071583j -0.0007636+0.00181766j -0.00159674-0.00027776j -0.000228861+0.00186881j 0.000246467+0.00154571j -0.00348212-0.00137194j -0.000410031+0.00308191j -0.00610961+0.00247906j 0.00248688-0.00150731j -0.00302102-0.00191823j 0.00073189+0.00342516j -0.000627556-0.00312556j -0.00444404+0.00325576j -0.00491374-0.000320201j -0.00320118+0.00162704j 
-0.000153447+0.000871259j -0.00126498-0.00117591j 0.00497664+0.0037989j 0.00145927-0.00340528j 0.000959006-0.00274198j -0.00300477+0.00255576j 0.00058911-0.00353129j -0.00236367+0.000150723j 0.00143179+0.00245844j 0.00307032-0.00431039j -0.00180706-0.00195123j -0.00344527+0.000251666j -0.00171361-0.00200643j -0.00164839-0.00444038j -0.0067097-0.00532825j 0.00293363+0.00129517j -0.00325586+0.00591516j -0.00324888-0.00525625j 0.00103302+0.00481902j 1.08099e-05-0.000594676j -0.00350217+0.00446753j 4.78629e-05-0.000556019j -0.00108498+0.000221375j 0.00298837-0.00235249j 0.00163612-0.00669204j -0.000802852+0.00511747j 0.00152386+0.00377079j -0.00363379+0.00248411j 0.000956074-0.00429791j -0.000345353-0.00250012j 0.00275892+0.00131548j -0.00120672-0.000929992j -0.00253662+0.00382198j 0.00118943-0.0016832j -0.00328065+0.000528377j 0.00328232-0.000854473j 0.000116198-0.0010239j -0.0030909-0.000815286j -0.00158943-0.000293128j -0.0021337+0.00836068j -0.00259459+0.00343377j 0.000310005+0.00213685j -0.0045081+0.00330387j 0.00194455+0.000369926j 0.00426673+0.00417829j 0.00330421+0.000688292j -0.00133374+0.00732106j -0.000722227+0.00462334j -0.00148088-0.00188467j -0.00109359+0.00404691j -0.00310057+0.00018401j 0.00141018+0.00226004j -0.000589482-0.00137388j 0.000682022+2.06215e-05j -0.000555889+0.000928688j 0.00197923-0.000883784j 0.00125353+0.00011887j -0.00111211-0.00129501j -0.000966403-0.00216852j 0.00480773+0.0015337j -0.000923782+0.00240209j 0.0016318+0.00330453j 0.00206525+2.8949e-05j 0.0032311+0.00181475j 0.000206551-0.00176109j -0.000504252-0.000532611j -0.000107132-0.00477618j 0.00500468+0.000387945j 0.00302448-0.00332964j 
-0.00143375+0.00234017j 0.00171026-0.000205424j -0.00271928-0.0013866j 5.81773e-05-0.000250997j 0.00286548+0.00105566j 0.00128487-0.000404069j -0.00129567-0.000814979j 0.00112266-0.00123041j -0.000657776+0.000960618j -0.00107421+0.00100536j -0.00141437+0.00204272j 0.0027729-0.000892429j 0.00237631-0.00215041j 0.00219275-0.000434422j 0.000703484+0.000194349j -0.00100795+0.0013585j 0.00241442+0.000278027j 0.00130984+0.00428029j 0.000274919-0.0041505j 0.0011901+0.00247322j 0.000459469-0.000953784j 9.62424e-05+0.00046199j 0.000967413-8.36855e-05j -0.00244056-0.000783955j 3.30979e-05+0.00468789j 3.59423e-05-0.00291376j -0.00209605+0.000639845j 0.00537767+0.00128271j 0.00126139+0.00231575j -0.000318218+0.000994397j -0.00120856-0.000363812j -0.000500075+0.00119828j 0.00161183-0.00232748j 0.000768113+0.00202804j -0.00224406-0.00161852j -0.00120775+0.00066926j 0.00114074+0.000652336j 0.000436836+0.00189244j 0.000965289+0.000118139j 0.000737021-0.00415383j -0.00297184-0.00122311j 0.00145496-0.00388499j 0.000860614-0.00121433j 0.0029917-0.0010221j -0.00636423-0.00010706j -0.00207927-0.000691346j -0.0015323-0.00157392j 0.00142026-0.00294399j 0.00424896+0.00130464j 7.94986e-05-0.00238055j 0.00162165-0.000310005j -0.000870565-0.00192181j 0.000580123+0.00138466j 0.00252719+0.000753106j -0.00307701-0.000671248j 0.000650274-0.000736264j -0.000436617-0.000921912j 0.000569708-0.000132998j 0.00103643+0.00159628j -0.000449557-0.000787025j 0.000947519-0.00392526j 0.000594946-0.00387166j -0.000936575+0.000612411j -0.00239163+0.000551817j 0.000585627+0.00048271j 0.000744243+0.00567434j 0.00172095+0.00207615j -0.00125305-0.00297375j -0.002679+0.00385912j 
-0.000184671-0.000818857j -0.00106189-0.00167269j 0.00214085+0.00145534j -0.000358487-0.000744209j 6.23801e-05-0.00118254j -0.000870371+0.00222935j -0.00107499+0.000716493j -0.00318387-0.000142089j 0.000184576+0.000307905j -0.000490828-9.03963e-05j -0.000373804-0.000256568j -0.00235279-0.00177738j -0.000330214+0.00146078j -4.95572e-05-0.00012219j -0.00127245-0.00226832j -0.00052495+0.00149454j -0.00323408+0.000199844j -0.00170017-0.00376587j -0.000330612+0.000595763j -0.00349646+0.000861167j 0.000560602+0.002809j -0.0014985+0.000887045j 0.00221532-0.000826922j 5.2708e-05-0.00134768j -0.000969131-0.00178674j -0.00107242+0.00169739j 0.00210532-0.00101715j -0.00199002+0.00127905j -0.000282834-0.000308782j -0.000109632-0.000418506j 4.35874e-06-0.00140095j -0.000706-0.00170855j -0.0020376+0.00219037j 0.000138861-0.00128812j 0.00239619-0.00147057j 0.000660249-0.000967523j -0.000329671-0.00391938j 0.0010404-0.00139838j -0.0005707+0.00181148j 0.00121977+0.00269499j -0.00114695+0.00246942j 0.000128826+0.00146156j -0.000823381+0.000828843j -0.000397068+0.000628815j 0.00432208-0.000142926j 0.00151064+0.00363192j 0.000444245+0.00108499j -0.00121502+0.00103149j -0.00458074-0.00127299j 0.00179147+0.00167249j -0.000670264+0.000861025j 0.00252143+0.00152051j 0.000229045-0.000945508j -0.00291311-0.000696918j -8.54561e-05+0.000600867j 0.000756762-0.000372999j -0.000457378-0.00150276j 0.000150335-0.00175866j -0.00154455-0.000538455j 0.00171639-0.000746621j -0.00102392+0.0025277j -0.00132223+0.000973858j 0.00229822-0.0025781j 0.00222468-0.00222693j -0.000919704-0.00117701j 4.18105e-05-0.00314348j 0.00127647-0.00356461j 0.000348784+0.00264215j 0.00124623-0.00135692j 
-4.36085e-05-0.000516017j 0.000304302+0.000587713j -0.0021189+0.00332317j 0.00189725+0.00231343j -0.000786345+0.000670453j -0.0006048-0.000382269j 0.000272593-0.000780173j -0.00097902-0.000911872j 0.000428825-0.00068636j 1.23387e-05+0.00204767j -0.00206047+0.000659612j -6.12838e-05-0.00383754j 0.00224858+0.00198912j 0.000926281-0.000863341j 0.00453917-0.00492649j -0.00205434-0.0001861j 0.0015798+4.91565e-05j -0.00237948-0.00194523j -0.0019124-0.000676878j -0.000353848+0.00172285j 0.0019812+0.00228478j -0.00223809+0.00151473j -0.000132939-0.000469017j -0.00414525-0.000723735j -0.0023777-0.000259144j -6.30118e-05-5.12854e-05j -0.00139103-0.0031624j 0.00280129-0.000829556j -0.000307059+7.64153e-05j -0.00166679+0.000123971j 0.000304818-0.000711691j 0.00140873-0.000136422j -0.000566199+0.000483723j 8.10549e-05-0.00343092j 0.00128699-0.000810735j -0.000302573+0.000109393j 0.00017006+0.000434969j 0.00230238+0.00114271j -0.00103008-0.000310161j -0.000782984+0.000178591j -0.00303343+0.000864841j 0.00508118+8.04144e-05j 0.00148866-0.000143176j 0.00254599+0.00325784j -0.00186132+0.00416487j 0.00140776-0.00187987j -0.000824569+0.000607888j 0.00231783-0.00182119j -0.000407663-0.000983789j 0.000851883-0.000117885j 0.000371507+0.000879229j 0.00138842-0.000847461j 0.000131584+0.000328594j 0.00126711+0.000727606j -0.00182619-0.0012299j -0.000646804-0.0016816j -0.00220024+0.00064912j -0.000649334-0.000227552j -0.000369532+0.000232346j -0.00106764+0.000849581j 0.000730773-0.00259407j -0.00139262-0.00116273j -0.000351095-0.00115488j -0.00148815-0.00068492j -7.32983e-05-0.00327042j 0.000324149+0.000865211j -0.000989265+0.0023047j -0.000999749-0.000954216j -0.00272103+0.00333316j 
0.000912126-0.00610333j 0.0026275-0.00516124j 0.00227163+0.00239032j -0.000362544+0.00398986j -0.00303782+0.00196468j -0.000413278+0.003851j 0.00120595+0.00539304j -0.00350452+0.000367463j -0.00244944-0.00401464j -0.00396012+0.004509j 0.00164591+0.00124463j -9.7291e-06-0.00447944j -0.00123495+0.0130064j -0.00185585+0.00586822j -0.00210395-0.00148432j -0.00321105+0.00274929j -0.00220169-0.00595307j -0.000290472-0.00549158j -0.00342839-0.00262832j 0.00417868-0.00139386j 0.00410456-0.00670803j -0.00375438+0.00429572j -0.00828414-0.00254882j -0.00635759-0.00365015j -0.00145018+0.00345079j 0.0013298+0.00206667j -0.00562467-0.00994755j -0.00706617-0.00258069j -0.00240445-0.000203497j 0.00635909+0.0044948j -0.00515461-0.00458789j 0.000578427-0.000495547j 0.00508288-0.00204147j 0.00657892-0.0105097j 0.00770959+0.00435965j -0.00355838+0.00332187j -0.00296414-0.000682854j 0.0019243-0.00732679j 0.00428876+0.00476255j -0.00376688+0.00399917j 0.00552698-0.00151236j 0.00459895-0.00179872j 0.0103928-0.00960512j -0.0114449+0.00199334j 0.00296564-0.00105576j -0.00621039+0.00481547j -0.000250793+0.000548549j 9.64514e-05+0.00199339j 0.00575109-0.00477976j -0.00258438+0.00130555j 0.00214993-0.00314962j 0.00578252+0.000406576j 0.00276958-0.000182593j -0.00251904+0.00290671j 0.00508447+0.00191183j 0.000578874+0.00285837j -0.00122966+0.00298074j -0.00148159-0.000329265j 0.000859178+0.00112966j 0.0043362-0.00100715j -0.00159955+0.00227899j -0.00250091+0.00214598j -0.00597624-0.00246304j 0.00430014-0.0010899j -0.000339066-0.00201893j -0.00340942+0.000562098j -0.00241252+0.001665j -0.000123876+0.00748259j -0.0014022-0.00124076j 
