0.00528069-1.96893e-15j 0.00642088-4.28373e-16j 0.00283912-3.22041e-17j -0.00547813+3.58451e-17j -0.00200862-5.71676e-18j 0.00665583-3.47958e-17j 0.00333437-3.15001e-18j -0.00271666-5.39848e-18j -0.00493816+2.69556e-18j 0.000638312-2.50401e-18j -0.00257598+1.45923e-17j 0.00704374-2.67782e-17j 0.000491212+2.27839e-17j -0.00430305+6.06533e-18j -0.0060864+4.00165e-17j -0.00359991-1.73651e-17j 0.00288983+1.69406e-16j -0.00363781-5.38388e-17j -0.0018029+1.42997e-17j -0.00455908-1.1604e-17j 0.0016031-1.16611e-17j -0.00103342+1.07815e-18j 0.00422756+7.34601e-18j -0.00278654-6.72498e-19j 0.00669876+5.3678e-18j 0.000351449+8.61771e-18j -0.00746084-2.55031e-17j -0.00209666+8.16294e-17j -0.00220762+5.60753e-17j -0.0071273-1.08158e-17j -0.00109934+4.97038e-17j 0.00476902+1.46293e-18j 0.00541187+1.49771e-17j -0.00148662+1.49278e-17j -0.000893653+2.20206e-20j -0.00253236-9.32582e-18j 0.00626695-8.33953e-17j -0.000678514+2.9648e-17j 0.00259164+8.42191e-17j -0.0037266-5.91995e-17j -0.00166094-2.19921e-17j 0.00520532+4.68407e-18j -0.0049636-3.60953e-17j -0.00224424+1.27453e-17j -0.00674662-1.68408e-17j -0.00379795-4.85415e-17j 0.000662469+6.75109e-18j -0.0025107-8.74442e-18j -0.00368887-8.821e-18j 0.00511962+7.84027e-18j 0.0057557+1.45651e-17j -0.000691912-6.67039e-18j -0.00452154+2.76504e-17j -0.00429111+2.60369e-17j 0.00593801-6.07079e-16j -0.00570066+2.78607e-15j 
0.00979288-3.36902e-15j 0.00734674-7.20677e-16j 0.0108969-8.7752e-17j -0.00375029+4.13067e-17j 0.00296806-3.6734e-17j 0.00583299-2.05181e-17j 0.0131231-3.86442e-17j -0.00865231+1.08984e-17j 0.00367139-4.98193e-17j 0.00107453-9.52104e-18j -0.0101694+4.99745e-17j 0.00868492-4.40862e-17j -0.0115352+1.14979e-16j -0.00994454+3.83973e-17j -0.00528916+9.50861e-17j 0.00429686-1.32764e-16j 0.0080071+4.14497e-16j -0.000995742-6.49974e-17j 0.00167666+3.82894e-17j -0.0144665+1.34525e-17j 0.00728016+3.66752e-18j 0.00738718+3.85838e-17j -0.00628141+2.38773e-17j -0.0161434+8.28862e-17j 0.00124201+7.04719e-17j 0.00361955+4.48472e-17j -0.0093473-4.89343e-17j -0.00306958+1.08075e-16j -0.00328467+9.13874e-17j -0.0122255+1.86273e-17j 0.00135201+1.61805e-16j 0.0157853+4.43267e-17j -0.00403611+2.92956e-17j -0.0146689+6.98681e-17j 0.00745379-6.28022e-17j 0.000914396+2.17068e-17j 0.00145917+6.08575e-17j -0.00503752+1.14933e-16j 0.00837872+1.0511e-16j -0.00206523-9.81442e-17j -0.012165+3.10313e-17j 0.011086+2.02255e-17j -0.00389795-2.13713e-17j 0.00878784-3.25357e-17j -0.0115352+3.89608e-18j 0.000802746-8.83523e-17j 0.000823637+7.42096e-18j -0.014659+2.01458e-17j -0.000845119-3.68887e-17j -0.000523738+5.47912e-17j 0.0124936-1.14571e-18j -0.00694503+1.90714e-17j -0.0110084+5.61659e-17j 0.000324427+1.38194e-18j 0.0109163-7.76118e-16j -0.00644655+3.50605e-15j 
-0.00475112+1.67491e-15j -0.00392364+3.35851e-16j -0.00484307+1.01596e-16j 0.00232438+1.77099e-17j -0.000912711+7.00231e-17j -0.00334281-2.31879e-17j -0.00582011+9.10488e-17j 0.00391303-4.60117e-17j -0.000770534+1.20116e-16j -0.000529924+5.43173e-18j 0.00450898-8.05767e-17j -0.00455845+6.04118e-18j 0.00461591-1.62108e-16j 0.00466993-4.92397e-17j 0.00303861-1.06005e-17j -0.00122023+1.44391e-16j -0.00367612-1.59058e-16j 0.000936122+7.43241e-17j -0.000417964+2.20295e-17j 0.00654497-7.43879e-17j -0.00319272+4.50884e-17j -0.00285103+6.56338e-17j 0.00193501-1.25293e-16j 0.00696746-1.43472e-16j -0.00148339-1.08568e-16j -0.00152226+8.8465e-18j 0.00488856+3.89799e-17j 0.00155373-5.55729e-17j 0.00165735-4.55248e-17j 0.00600946-2.14305e-17j -0.000388821-4.58089e-17j -0.00711158+6.16054e-17j 0.000849543-1.2409e-16j 0.00617834-1.44547e-16j -0.00289852+1.0571e-16j -1.62445e-06+3.51084e-17j -0.00150856-8.38752e-17j 0.00214628-8.79088e-17j -0.00378358-1.34585e-17j 0.00138371+8.00031e-17j 0.00518626-9.81326e-17j -0.00526563+2.2089e-17j 0.00230921+4.53909e-17j -0.00324333+1.21989e-16j 0.00567336-1.33987e-17j 0.000228646+1.01641e-16j -0.000431494-5.42454e-18j 0.00632393-1.06957e-16j 0.000882371+5.83906e-17j -0.000535121-9.73608e-17j -0.00591803+3.47583e-17j 0.00292341-6.08978e-17j 0.00513417-6.63846e-17j 0.000495074+5.65696e-17j -0.00530369+4.23635e-16j 0.0034526-1.81373e-15j 
-0.00135293+4.47701e-16j -0.000863135+1.06117e-16j -0.00169297-1.50797e-17j 0.000304737-2.31268e-17j -0.000632899-1.89883e-17j -0.000589097+1.81921e-17j -0.00204407-2.79797e-17j 0.0013157+1.72686e-17j -0.00093437-3.7365e-17j -0.000144815+9.27846e-19j 0.00158448+1.90475e-17j -0.00105411+1.31594e-17j 0.00200804+3.31844e-17j 0.0014393+8.84036e-18j 0.000531017-2.94033e-17j -0.000958976-1.87019e-17j -0.00119438-7.62914e-17j -5.38998e-05-1.05818e-17j -0.000398784-2.39149e-17j 0.00219878+2.94266e-17j -0.0011492-2.19698e-17j -0.00133034-4.3986e-17j 0.00133798+4.89822e-17j 0.00259573+3.62427e-17j 0.000200678+2.4618e-17j -0.000598872-2.01754e-17j 0.00114192-2.4684e-19j 0.00039682-1.36142e-17j 0.000426845-1.21167e-17j 0.00165598+3.2339e-18j -0.000299682-3.71748e-17j -0.00241193-4.4194e-17j 0.00102615+4.64474e-17j 0.00242319+4.13155e-17j -0.00133313-2.60807e-17j -0.000313136-2.38578e-17j 0.000136783+1.7193e-17j 0.000821787-9.31916e-19j -0.00127651-3.19185e-17j 0.000123982-1.28972e-18j 0.00198313+3.40971e-17j -0.0015793-1.74201e-17j 0.000361821-1.30085e-17j -0.00164525-4.44708e-17j 0.00156114+4.85215e-18j -0.000372138-1.47973e-17j -0.000100308-2.01811e-19j 0.00235826+4.19799e-17j -8.28767e-05-1.35709e-17j 0.00040591+2.50712e-17j -0.00178663-1.56402e-17j 0.001148+2.11884e-17j 0.0016082+1.02379e-17j -0.000320581-2.66301e-17j -0.00150495+8.66005e-17j 0.00075327-4.37401e-16j 
-0.00515259+2.04605e-15j -0.00820816+4.44413e-16j -0.000370833+3.50369e-17j 0.00807566-3.56033e-17j 0.00481142+8.22984e-18j -0.00926796+4.34008e-17j -0.000296893+8.12351e-18j 0.00111088+3.41101e-18j 0.0102841-5.11981e-19j -0.000669352+6.69307e-19j 0.000216129-1.92463e-17j -0.00873789+2.44923e-17j -0.00578192-1.97147e-17j 0.00336164-2.67179e-18j 0.00849413-2.1542e-17j 0.0081875-3.56734e-18j -0.00169157-1.13875e-16j 0.00599954+7.75523e-17j 0.00389795+1.14308e-18j 0.00188718+8.28119e-18j 0.000270871+3.35551e-17j 0.00497212+3.52334e-17j -0.0101413-3.18933e-17j -0.00195726+8.58269e-18j -0.0112997+4.37646e-19j 0.000921495+1.10873e-17j 0.00919221+2.80903e-17j 0.00239457-9.80299e-17j 0.00249887-6.01337e-17j 0.007377+2.31119e-17j 0.00251727-1.19198e-17j -0.00169602+3.65844e-17j -0.011276-4.19117e-17j -0.00362449-2.55492e-17j 0.0047537-6.42186e-18j 0.0048613+3.65306e-17j -0.0104447+1.55069e-16j -0.000948073-1.27541e-17j -0.00100668-9.33764e-17j 0.00570068+7.07179e-17j -0.00224989+2.95109e-17j -0.00446856+8.21975e-18j 0.00710419+6.26189e-17j 0.00770698-8.26118e-18j 0.00699886+2.7771e-17j 0.00704855+6.29733e-17j -0.000818903-9.12102e-18j -0.00181193-1.3942e-18j 0.00615387+1.0559e-17j -0.00926352-9.28878e-18j -0.00484076-1.69546e-17j -0.0017371+6.15369e-18j 0.00329421-3.49373e-17j 0.00771559-2.99068e-17j -0.00583468+7.46302e-16j 0.00731988-3.4214e-15j 
-0.0032795+1.32158e-15j -0.00564223+2.96692e-16j 0.000280066-2.37339e-18j 0.00572725-3.93111e-17j 0.00367569-1.67452e-17j -0.00649541+4.48731e-17j 0.000446971-2.48699e-17j 0.000375836+1.93839e-17j 0.00772125-4.1546e-17j -0.000436034-4.53003e-19j -0.000356581+1.0838e-17j -0.00596261+2.17987e-17j -0.0048206+3.45698e-17j 0.00195957+1.26105e-17j 0.00595595-2.40315e-17j 0.00621668-4.32192e-17j -0.000833985-7.56072e-17j 0.00434553+3.80966e-17j 0.00294098-1.25184e-17j 0.00065023+3.39691e-17j 0.000567113+7.47426e-18j 0.00401721-3.63447e-18j -0.00774878+2.19825e-17j -0.00225156+5.28433e-17j -0.0082166+3.4397e-17j 0.000858474-5.25713e-19j 0.00626195+1.21805e-17j 0.0015991-6.64604e-17j 0.00166464-3.93584e-17j 0.00478618+2.38296e-17j 0.0019129-1.1028e-17j -0.000443387-1.72219e-18j -0.00846649+1.31739e-17j -0.0033985+2.87502e-17j 0.00386054-3.87965e-17j 0.00360824+1.14575e-17j -0.00757911+1.44197e-16j -0.000949749+1.06871e-17j -0.000313339-7.91159e-17j 0.00407239+3.47156e-17j -0.00226452+5.73986e-17j -0.00271282-4.89967e-18j 0.00500796+3.26834e-17j 0.006092-5.03441e-17j 0.00454406+2.60483e-17j 0.00520522+1.90624e-17j -0.000558316-5.75901e-18j -0.00206991+3.85635e-17j 0.00446624-1.03635e-17j -0.00681404+2.44733e-17j -0.00291426-2.65197e-17j -0.00162447+2.63368e-17j 0.00185629-7.52131e-18j 0.00566976-4.53315e-17j -0.00372239+4.99994e-16j 0.00503695-2.33635e-15j 
-0.00311607+9.31563e-16j -0.000344351+2.15507e-16j -0.00592893-1.73501e-17j -0.00160781-3.94718e-17j -0.00386982-2.78652e-17j 0.000989386+2.16869e-17j -0.00720892-4.37183e-17j 0.00433291+2.72e-17j -0.00677558-5.43831e-17j -0.000294184+4.03709e-18j 0.00559274+2.87007e-17j -0.000850193+2.64235e-17j 0.00911044+3.68983e-17j 0.00402304+6.68317e-18j -0.000938574-7.12169e-17j -0.00616326+3.61767e-18j -0.00370523-2.07818e-16j -0.00219659-3.21693e-17j -0.00272769-5.46058e-17j 0.00723086+4.67764e-17j -0.00419915-5.43811e-17j -0.00641703-1.04808e-16j 0.0081709+9.55059e-17j 0.00993412+4.0089e-17j 0.00449166+2.54806e-17j -0.0024489-5.3503e-17j 0.0010124+1.84943e-18j 0.00061893-1.57171e-17j 0.00069144-2.33883e-17j 0.00345657-8.32921e-18j -0.00191222-1.07481e-16j -0.00805677-1.07294e-16j 0.00743502+9.33526e-17j 0.00987411+6.64048e-17j -0.00635405-2.78871e-17j -0.00274324-6.39446e-17j 0.00397763-4.65503e-17j 0.00325476-2.81361e-17j -0.00422761-5.01677e-17j -0.0014608-3.42395e-18j 0.00784165+4.21015e-17j -0.00415385-4.0596e-17j -0.00107924-4.26462e-17j -0.00845636-6.90289e-17j 0.00324382-3.18127e-18j -0.00368475-2.77098e-17j -8.51073e-05+1.20364e-18j 0.00903658+7.16892e-17j -0.00235174-1.8851e-17j 0.00454531+3.4446e-17j -0.00477083-2.15451e-17j 0.00468461+3.10355e-17j 0.00464944+1.71196e-17j -0.00372321-3.71865e-17j -0.00343177+7.57544e-17j 0.000248246-4.06784e-16j 
0.000455626-2.25219e-16j -0.000850486+1.39346e-16j 0.00197935-4.91213e-16j 0.00150098-3.16008e-16j 0.00188788-4.33725e-16j -0.00143057+2.97426e-16j 0.00242483-5.97172e-16j -0.00134748+3.37999e-16j 0.00352478-8.02322e-16j 2.14454e-05-1.10958e-17j -0.00188288+4.63874e-16j -0.000740353+1.23112e-16j -0.00379054+9.02425e-16j -0.000976311+2.65513e-16j 0.00132197-2.55658e-16j 0.00306859-7.21263e-16j 0.00106482-2.21971e-16j 0.00145705-3.07708e-16j 0.00139043-3.06066e-16j -0.00224477+5.63123e-16j 0.00146479-3.44861e-16j 0.00277599-6.27052e-16j -0.00398405+9.0115e-16j -0.00362056+8.86933e-16j -0.00286523+6.39291e-16j 0.000944291-2.12367e-16j 0.000738583-1.23131e-16j 7.11985e-05-8.42661e-18j 5.87572e-05+2.47997e-18j -0.00030949+1.31976e-16j 0.000949354-1.87465e-16j 0.00254913-6.12631e-16j -0.00386677+8.637e-16j -0.0037967+9.07378e-16j 0.00272874-6.47737e-16j 0.00150935-3.22352e-16j -0.002589+6.18102e-16j -0.0012224+3.09942e-16j 0.00132383-3.3413e-16j 0.00117073-2.48127e-16j -0.00294107+7.15552e-16j 0.000890409-2.38902e-16j 0.00120606-2.3539e-16j 0.00379438-8.83094e-16j -0.000281489+1.21231e-16j 0.00208855-4.63214e-16j -6.75326e-05+1.0159e-17j -0.00329716+7.94425e-16j 0.00152819-3.37068e-16j -0.0026434+5.92544e-16j 0.00105704-2.92808e-16j -0.00180335+4.33211e-16j -0.001198+3.13575e-16j 0.00218034-4.89689e-16j 0.000482912-9.78302e-17j 0.000778524-4.12847e-16j 
-0.00221813+8.61901e-16j -0.0032042+1.84389e-16j -0.000566301+2.21107e-17j 0.00301371-1.02626e-17j 0.00158797+9.86394e-18j -0.00351967+1.25139e-17j -0.000628903+1.19852e-17j 0.000739205-3.50405e-18j 0.00350084+1.19315e-17j -0.000280263+7.38115e-19j 0.000482407-1.46907e-17j -0.00344547+8.8511e-18j -0.00159034-2.28955e-17j 0.00158901-5.78688e-18j 0.00322353-8.01178e-18j 0.0027323+1.29088e-17j -0.000919405-5.34775e-17j 0.0021675+3.41417e-17j 0.00131553+2.88466e-18j 0.00124651-4.73106e-18j -0.000194411+1.62859e-17j 0.00146864+1.91837e-17j -0.00334606-2.38284e-17j -5.00376e-05-1.13603e-17j -0.00405707-1.06492e-17j 0.000182394+5.00377e-18j 0.00363302+1.34668e-17j 0.000971723-3.90515e-17j 0.0010173-2.49927e-17j 0.00310409+5.89423e-18j 0.00083882-7.93584e-18j -0.00123133+1.92682e-17j -0.00383807-2.71412e-17j -0.000700162-2.33586e-17j 0.00138852+8.32649e-18j 0.0016876+1.63884e-17j -0.0037625+4.53646e-17j -0.000135244-1.28325e-17j -0.000691333-3.31133e-17j 0.00210418+3.21745e-17j -0.000312559+2.67029e-19j -0.00202713+5.23801e-18j 0.00267507+2.62351e-17j 0.00238269+9.54028e-18j 0.00294244+8.25203e-18j 0.00246778+3.17813e-17j -0.000323291-3.67457e-18j -5.77223e-05-1.14017e-17j 0.00221622+9.46927e-18j -0.00326446-1.29483e-17j -0.00221529-2.28934e-18j -0.000338968-4.04409e-18j 0.00160754-1.86227e-17j 0.00272343-4.50814e-18j -0.00250486+2.97621e-16j 0.00285325-1.35148e-15j 
0.0057908-2.19377e-15j 0.00745891-4.67025e-16j 0.00259748-6.23686e-17j -0.00659438+2.23915e-17j -0.00281576-3.01245e-17j 0.00789513-2.44778e-17j 0.00302077-3.66764e-17j -0.002648+1.26627e-17j -0.00659038-4.05272e-17j 0.000709976-2.87805e-18j -0.00233086+4.20275e-17j 0.00812516-2.22383e-17j 0.00167878+7.25311e-17j -0.00453875+2.00076e-17j -0.00722377+2.55761e-17j -0.00495281-5.23547e-17j 0.00292642+1.60065e-16j -0.00451599-8.16041e-17j -0.00243692-4.59269e-18j -0.00444878+1.82336e-17j 0.0013634-3.68138e-17j -0.0019855-4.15823e-17j 0.00592952+6.25161e-17j -0.00205028+4.47158e-17j 0.00837006+3.86311e-17j 0.000113536-6.89959e-18j -0.00859272-3.52511e-17j -0.00237419+9.33499e-17j -0.00249501+6.27406e-17j -0.00790665-7.93438e-18j -0.00151614+3.49646e-17j 0.00459385-4.08285e-17j 0.00722374+6.94977e-17j -0.00053904+6.76423e-17j -0.00181459-3.30136e-17j -0.00329094-3.43921e-17j 0.00780328-7.66868e-17j -0.000397864+4.48571e-17j 0.00251472+7.69274e-17j -0.00453047-8.12088e-17j -0.000989175+1.22324e-17j 0.00557689-1.09138e-17j -0.00592922-5.89623e-17j -0.00364728-3.4397e-17j -0.00748776-1.47792e-17j -0.00488355-8.17536e-17j 0.000763554+8.55847e-18j -0.00183691+3.54803e-17j -0.00459445-2.81645e-17j 0.00653185+4.0685e-17j 0.00614499+9.3209e-19j -0.000240096+1.59878e-17j -0.00471801+4.89923e-17j -0.0054643+3.36992e-18j 0.00652037-7.0721e-16j -0.00662922+3.19857e-15j 
-0.00721201+2.63926e-15j -0.00810411+5.83571e-16j -0.00469881+1.9082e-17j 0.00654703-6.40954e-17j 0.00176715-1.40696e-17j -0.00814068+5.84356e-17j -0.00556591-2.63666e-17j 0.00423734+2.43834e-17j 0.00487325-4.31547e-17j -0.000855839+3.56455e-18j 0.0043045+4.2526e-18j -0.00898147+4.3233e-17j 0.00114424+1.13267e-17j 0.00616334+3.26168e-18j 0.00743768-7.37395e-17j 0.00331627-3.23321e-18j -0.00433292-2.62157e-16j 0.00412965+4.94894e-17j 0.00173016-4.00313e-17j 0.00710324+4.41797e-17j -0.00281757-9.00791e-18j 5.45591e-05-4.53786e-17j -0.00371431+4.26874e-17j 0.00540635+4.06725e-17j -0.00751817+2.13133e-17j -0.000912801-2.93918e-17j 0.0095349+2.77938e-17j 0.00274409-1.05297e-16j 0.002897-7.46539e-17j 0.00958933+1.64399e-17j 0.00100692-9.09177e-17j -0.00752551-4.58619e-17j -0.00533891+3.13991e-17j 0.00376754+2.74187e-17j -0.000108237-2.88303e-17j 0.00264029-1.31038e-17j -0.00707688+1.16235e-16j 0.00147782-3.17788e-17j -0.0040605-1.27248e-16j 0.00438287+6.42542e-17j 0.0035933+6.15719e-17j -0.00731805-2.27528e-17j 0.00600501+2.77701e-17j 0.00117648-6.15898e-17j 0.00907172+2.46358e-17j 0.00404275+3.82878e-17j -0.000845708-7.80315e-18j 0.00488775+5.40053e-17j 0.0041636-4.89538e-18j -0.00553104+1.84319e-17j -0.00812614-3.30284e-17j 0.00177068+3.01476e-17j 0.0065578-1.97659e-17j 0.00465266-5.75678e-17j -0.0080958+7.68857e-16j 0.00718397-3.57142e-15j 
-0.00201003+7.19633e-16j -0.00159554+1.24825e-16j -0.00212847+9.40436e-17j 0.000892851+4.07259e-17j -0.000480662+7.4892e-17j -0.00132228-4.07251e-17j -0.00256029+1.00948e-16j 0.00170651-5.48226e-17j -0.000507173+1.34557e-16j -0.00022265+3.35713e-18j 0.00198374-8.25189e-17j -0.00186669-1.05861e-17j 0.00212861-1.62331e-16j 0.00200343-4.83146e-17j 0.00120082+2.3261e-17j -0.000671205+1.35242e-16j -0.00159264-4.04624e-17j 0.000314825+6.40878e-17j -0.000247725+4.19868e-17j 0.00285385-9.03981e-17j -0.00141156+5.58511e-17j -0.00133757+9.46659e-17j 0.00101807-1.47911e-16j 0.0031027-1.52815e-16j -0.000469664-1.12277e-16j -0.000685929+2.67778e-17j 0.00200478+2.92309e-17j 0.000645768-2.2674e-17j 0.000689736-1.92427e-17j 0.00252838-2.23898e-17j -0.000212384+2.1498e-18j -0.00310669+9.15348e-17j 0.000558157-1.43539e-16j 0.00278207-1.56058e-16j -0.00135494+1.11966e-16j -7.99267e-05+4.95255e-17j -0.000494688-9.75502e-17j 0.000961389-6.85473e-17j -0.00165115+2.94175e-17j 0.000516964+5.97231e-17j 0.00232243-1.15957e-16j -0.00224794+3.48277e-17j 0.000901995+4.45695e-17j -0.00155503+1.43945e-16j 0.00238641-1.79775e-17j -1.40778e-05+9.15035e-17j -0.000176832-3.4e-18j 0.00281671-1.28551e-16j 0.00028862+5.98388e-17j -8.49053e-05-1.0295e-16j -0.00252941+4.52398e-17j 0.00131676-7.09924e-17j 0.00220913-6.08561e-17j 9.24777e-05+7.50173e-17j -0.00224246+1.90457e-16j 0.00140241-7.28894e-16j 
0.00179478-7.08953e-16j 0.00277396-1.51772e-16j 0.000234327-1.78891e-17j -0.0026933+8.58228e-18j -0.00155097-7.92853e-18j 0.00310671-1.12098e-17j 0.000232991-9.75461e-18j -0.000454435+2.77406e-18j -0.00334269-9.29711e-18j 0.000231114-4.25089e-19j -0.000175967+1.20325e-17j 0.0029619-7.09645e-18j 0.0017816+1.76709e-17j -0.00120763+4.19827e-18j -0.00284673+5.03688e-18j -0.00264703-8.0448e-18j 0.00063866+3.86616e-17j -0.00198242-2.97385e-17j -0.00126402-3.52316e-18j -0.000769604+3.72116e-18j -1.3927e-05-1.49987e-17j -0.0015582-1.84573e-17j 0.00326882+2.09541e-17j 0.000476826+7.84446e-18j 0.00372723+7.64925e-18j -0.000265566-5.71118e-18j -0.00311807-1.11107e-17j -0.000818805+3.33148e-17j -0.00085531+2.07272e-17j -0.00255108-6.02655e-18j -0.00081352+3.15862e-18j 0.000720375-1.86959e-17j 0.00366498+2.38997e-17j 0.00104009+1.92946e-17j -0.00148572-5.69638e-18j -0.00158855-1.55846e-17j 0.00344841-4.39777e-17j 0.000259673+8.67006e-18j 0.000417359+2.80684e-17j -0.00189521-2.70684e-17j 0.000614066-1.45841e-18j 0.00158327-5.26027e-18j -0.00237548-2.36106e-17j -0.00244274-7.49688e-18j -0.00241965-7.81408e-18j -0.00230869-2.68476e-17j 0.000277685+3.20179e-18j 0.000444369+9.59828e-18j -0.0020316-7.61111e-18j 0.00303967+1.02208e-17j 0.00172014+2.30985e-18j 0.000499359+3.00589e-18j -0.00119644+1.55923e-17j -0.0025329+4.40492e-18j 0.00203059-2.55074e-16j -0.00247268+1.15923e-15j 
0.00664972-2.33069e-15j 0.00464682-4.1456e-16j 0.00782157-2.78093e-16j -0.00206617-1.14266e-16j 0.00251715-2.18673e-16j 0.0034728+1.18756e-16j 0.00943128-2.93364e-16j -0.00614618+1.58722e-16j 0.00345472-3.92301e-16j 0.00072146-1.10604e-17j -0.0073096+2.41123e-16j 0.00556922+2.62769e-17j -0.00876581+4.79559e-16j -0.00689998+1.43856e-16j -0.00314191-5.36346e-17j 0.00374028-4.08358e-16j 0.00563561+1.68335e-16j -0.00024507-1.83054e-16j 0.00151483-1.13354e-16j -0.010274+2.61336e-16j 0.00526638-1.54216e-16j 0.0057136-2.59001e-16j -0.00532388+4.21718e-16j -0.0117847+4.50963e-16j 5.22978e-06+3.32114e-16j 0.00268028-6.75119e-17j -0.00601067-8.76665e-17j -0.00202299+6.9178e-17j -0.00216974+6.17974e-17j -0.00822718+7.01213e-17j 0.00117224+1.89329e-17j 0.0112392-2.48933e-16j -0.00379557+4.08767e-16j -0.0108537+4.5342e-16j 0.00574439-3.30777e-16j 0.0010415-1.32782e-16j 0.000229+3.09573e-16j -0.00370396+2.1285e-16j 0.00595727-7.93414e-17j -0.00103912-1.76997e-16j -0.00894147+3.40071e-16j 0.00763524-9.49382e-17j -0.00224902-1.22189e-16j 0.00693802-4.17299e-16j -0.00775968+5.57337e-17j 0.00113325-2.67136e-16j 0.000528927+9.68441e-18j -0.0107038+3.70005e-16j -0.000124402-1.75421e-16j -0.00110661+3.01582e-16j 0.00862001-1.3161e-16j -0.00514036+2.06591e-16j -0.00767174+1.78182e-16j 0.000841156-2.17941e-16j 0.0074054-5.6987e-16j -0.00406821+2.19228e-15j 
-0.000510587+2.48906e-16j -0.00140362+4.31956e-17j 0.000692144+3.22838e-17j 0.00162968+1.42653e-17j 0.00134301+2.61803e-17j -0.00176095-9.39916e-18j 0.000868729+3.62333e-17j -0.000357701-1.94042e-17j 0.00267947+4.59742e-17j -8.04613e-05+6.91036e-20j -0.000676472-2.97422e-17j -0.00143242-5.21551e-18j -0.00218377-5.19072e-17j 7.8844e-05-1.41018e-17j 0.00161798+1.85206e-17j 0.00223146+3.32014e-17j 0.000175089+1.9787e-17j 0.00133876+3.34104e-17j 0.00103598+2.26585e-17j -0.000591064-3.20658e-17j 0.000584301+3.03734e-17j 0.00169681+5.13896e-17j -0.00283257-6.25041e-17j -0.00161448-4.64789e-17j -0.00256677-3.40557e-17j 0.000475417+1.98441e-17j 0.00149182+1.07134e-17j 0.000343234-1.51745e-17j 0.000352365-7.69287e-18j 0.000859385-8.83631e-19j 0.000688282+2.22451e-17j 0.000730304+5.13064e-17j -0.00293866-6.22325e-17j -0.00190085-5.74549e-17j 0.00165024+3.37158e-17j 0.00120786+3.12197e-17j -0.00235029+5.46915e-18j -0.00058307-1.30388e-17j 0.000362624+6.15566e-18j 0.00119204+2.51871e-17j -0.00139874-3.4793e-17j -0.000257351+1.87278e-17j 0.00139082+2.87555e-17j 0.00243971+5.05226e-17j 0.000819878-2.6515e-19j 0.00171391+3.75256e-17j -0.000133551-2.31737e-18j -0.00147417-4.84375e-17j 0.0013858+2.06996e-17j -0.00221451-3.48893e-17j -0.000244161+1.39715e-17j -0.000904918-2.39948e-17j -1.30835e-05-2.37671e-17j 0.00183647+2.32496e-17j -0.000590546+1.29566e-16j 0.00125924-5.44375e-16j 
0.00346532-1.35662e-15j 0.00620547-3.76724e-16j -0.000596702+1.89191e-16j -0.00639401+1.63053e-16j -0.00424139+1.83196e-16j 0.0072111-1.6049e-16j -0.000842905+2.54514e-16j -0.000204106-1.49749e-16j -0.00884386+3.50069e-16j 0.000466571+4.35862e-18j 0.000664759-1.88505e-16j 0.00653423-7.10777e-17j 0.00575841-3.79313e-16j -0.00196567-1.13825e-16j -0.00661373+1.26767e-16j -0.00715491+3.1689e-16j 0.000739823+1.77774e-16j -0.00489885+7.89971e-17j -0.00337571+1.32605e-16j -0.000366011-2.51337e-16j -0.000829274+1.26474e-16j -0.00474168+2.48291e-16j 0.00894196-3.70124e-16j 0.0029653-3.92678e-16j 0.00927925-2.7895e-16j -0.00106561+8.46981e-17j -0.00685646+3.36969e-17j -0.00173343+7.33622e-17j -0.00180217+4.16737e-17j -0.00511033-7.39459e-17j -0.00220237+9.02209e-17j 9.78097e-05+2.41047e-16j 0.00969772-3.4668e-16j 0.00422722-3.77337e-16j -0.00456585+2.86886e-16j -0.00411232+1.14552e-16j 0.00855128-3.79603e-16j 0.00120539-1.26008e-16j 0.000140298+2.12022e-16j -0.00456191+5.78763e-17j 0.002878-3.3286e-16j 0.00279001+9.82964e-17j -0.00557513+5.80976e-17j -0.00712875+3.90787e-16j -0.00485366-7.25765e-17j -0.00591916+1.57135e-16j 0.000611573+2.05536e-18j 0.0027214-3.4528e-16j -0.00503949+1.3941e-16j 0.00773513-2.51665e-16j 0.0029822+1.39678e-16j 0.00201889-1.93197e-16j -0.00182137-1.11841e-16j -0.00643331+2.347e-16j 0.00393841-4.87891e-16j -0.00554264+2.61215e-15j 
