-0.00800953-8.72987e-15j -0.0169359-1.93656e-15j -0.00186465+2.49772e-17j -0.00813576-2.77373e-17j -0.0086174+5.45609e-19j 0.012524+5.82063e-18j 0.00157311-1.14793e-17j -0.00953739+4.79782e-18j -0.00986214+4.41024e-17j -0.00310401-9.18774e-19j -0.00792116+1.46451e-17j -0.00533943+5.63014e-18j 0.00665589+3.20919e-18j -0.00532477+1.32675e-17j -0.00356968-2.05219e-17j 0.00836918+4.61866e-16j 0.0131998-5.60683e-17j -0.00170285+2.13228e-16j -0.0024455-2.80357e-17j -0.00848731+6.38783e-18j -0.0011898+5.3708e-17j -0.00930195+6.06384e-18j 0.00719986-2.06264e-17j 0.0106883-4.84395e-16j 0.00777526+1.94386e-16j 0.00272503-6.43514e-17j 0.00538863-2.48994e-17j 0.000318852+7.76394e-17j -0.005184-7.80756e-18j -0.0026054+9.49365e-18j -0.00590649+1.14665e-16j 0.0089004+2.36682e-15j 0.00587097-1.59663e-16j -0.00398964+1.98842e-16j -0.017209-2.42933e-17j 0.00545635+1.90734e-17j 0.00878476+9.00177e-17j 0.00620924+8.16289e-16j 0.00964316-2.05668e-15j 0.00639923+5.78377e-15j 0.00564161+6.38747e-17j -0.00919139-3.72989e-16j -0.00941525-6.46022e-17j 0.00362998-1.01001e-18j -0.00141724+2.94686e-17j 0.0072304+1.59474e-16j -0.0062315-7.62524e-17j -0.00477449+5.66474e-17j 0.00892221-2.05167e-17j 0.0039838-3.66001e-17j 0.000462545+3.47468e-18j -0.00476638-3.12587e-16j 0.00477992-5.17663e-18j 0.0166227-1.42826e-15j 0.00655051-8.34629e-17j 0.00596556-1.04679e-17j -0.0109233-3.83301e-17j -0.000860762-8.96158e-18j -0.00334885-3.51475e-17j -0.00496474-1.30463e-16j 0.00432255+1.23653e-17j 0.00937465+3.24925e-16j -0.00323676-4.13473e-17j -0.00782259+6.78335e-17j 0.0056062+9.15825e-18j -0.00326914+2.25547e-18j -0.0103747+1.09436e-17j -0.00131511-4.93266e-18j -0.00164767+1.77613e-17j -0.011618+1.24346e-17j 0.0118293-1.59294e-17j 0.00745003-6.49397e-17j -0.00274806+1.09022e-17j -0.00280973+4.58686e-18j -0.00994152+9.23069e-18j 0.0131012+7.99701e-15j -0.0126362-3.59723e-14j 
-0.0075342-6.12644e-15j -0.00250386-1.25379e-15j 0.0117796+3.64499e-16j 0.000424794+3.35736e-17j 0.00193087+1.23946e-16j 0.0024894-5.69687e-17j 0.0129002+3.0715e-16j -0.00139152+3.36665e-17j 0.00547748+2.03329e-16j 0.00485032+1.5143e-16j -0.00184991+1.66984e-17j -0.000979405+6.86216e-18j -0.00538388-1.94043e-16j 0.00163717+6.90196e-17j 0.00492089+1.20609e-16j 0.0079074+4.88181e-16j -0.00325981-1.43756e-16j 0.00149138-2.01948e-16j 0.0105026+9.73739e-17j 0.00688458+2.88553e-16j 0.00880552+2.54159e-16j 0.00544708+2.4592e-16j 0.00530926+2.46501e-17j 0.0145605-3.2219e-16j 0.00862237+3.39772e-16j -0.00564906-1.22967e-16j -0.00839944-1.03072e-16j 0.0059088-4.96953e-18j 0.00968384+3.48595e-16j 0.00665086+2.6095e-16j -0.00451226-2.82498e-17j 0.00632051+1.83874e-15j 0.000346648-1.5201e-16j -0.0103635+6.79655e-16j 0.00828935+2.0055e-16j -0.0130712-6.46078e-16j 0.00493227+1.93676e-16j 0.00606739+3.10575e-15j -0.00210467-3.12963e-15j 0.00101791+3.90548e-15j 0.00986165+3.33889e-16j 0.00937811+5.95764e-16j -0.00389611+4.17788e-17j 0.0111821+1.60413e-16j -0.00669558-1.90507e-16j 0.00895246+3.48818e-16j -0.00363571-4.47296e-17j 0.00458941+1.59397e-17j -0.0126254-3.8721e-16j 0.000410497-2.2322e-17j -0.000894705-1.80053e-17j 0.00561438+5.06083e-16j 0.0134858+2.34293e-16j 0.00514906-5.06004e-16j 0.00547698+2.35567e-17j -0.000380611-4.12261e-17j 0.00972253+3.29906e-16j -0.00518868-1.33042e-16j -0.00166374+1.31289e-17j 0.0083158+3.19575e-16j 0.0104766+2.42994e-16j 0.00599797+2.03788e-16j 0.0042245+1.04924e-16j 0.00543839+1.28959e-16j -0.00392594-1.23552e-16j -0.00434975-7.76604e-17j 0.00194326+1.31952e-16j 0.00206453+4.81991e-17j -0.00716028-1.4107e-16j 0.00192499+1.40827e-16j -0.00287121-2.08753e-16j 0.0102569+1.61603e-16j -0.00707062-1.35452e-16j -0.00779464-1.69666e-16j 0.0064322+2.57429e-16j 0.00837853+1.25248e-15j -0.000367432-5.06406e-15j 
-0.0106998-9.87323e-15j -0.0117006-2.17979e-15j 0.00867524+8.17968e-17j -0.00463591-4.59254e-17j -0.00346235+1.43755e-17j 0.00970078-1.58151e-17j 0.0118071+1.05101e-17j -0.00578258-4.34977e-18j -0.000970834+2.83984e-17j 0.00296456+1.29687e-17j -0.00537178+4.86332e-18j -0.00406477-7.52883e-18j -0.00188387-1.26421e-17j -0.000585171-6.38926e-18j 0.00303571-3.10992e-17j 0.0118857+5.88787e-16j 0.00498595-7.89979e-18j -0.000573552+5.15548e-18j 0.00820777-1.6634e-16j 0.00119386+6.92707e-17j 0.00599183+6.78141e-17j 0.000174103+4.90849e-17j 0.00894415-5.33193e-17j 0.0188191-7.84007e-16j 0.0131204+3.08505e-16j -0.00294386-2.30107e-17j -0.00456218+1.14746e-16j 0.00547094-8.82322e-17j 0.00443687+7.52693e-17j 0.00400554+8.23835e-17j -0.00739775+8.91639e-17j 0.0110818+3.00648e-15j 0.00409388-2.05093e-16j -0.0124571+9.94127e-16j -0.00178077-1.30021e-16j -0.00765167-2.49752e-16j 0.00991018+1.78228e-16j 0.00922164+3.42763e-15j 0.00274077-4.03796e-15j 0.00422615+6.82985e-15j 0.0120921+1.73169e-16j 0.00209694+4.00321e-17j -0.00717262+1.28809e-17j 0.0129004-7.62125e-17j -0.00665928-2.45998e-17j 0.0122592+2.68761e-16j -0.00686373-5.44301e-17j 0.000854763-7.4269e-17j -0.00551947-3.85014e-17j 0.003074-1.99517e-17j 0.000428761+1.00935e-17j 0.00186946+1.05219e-16j 0.0153237-4.47088e-17j 0.014588-1.30635e-15j 0.00869927-1.00952e-16j 0.00202436+7.07262e-18j 0.00204409-2.34619e-18j -0.00419345-2.60969e-17j -0.00436766+1.05905e-18j 0.00464624+3.04737e-19j 0.0110095+3.0711e-17j 0.0109311+3.08014e-16j 0.00268005-4.40998e-17j 0.0010672-1.8728e-17j -0.00127922+1.75027e-17j -0.00558752+3.24065e-19j -0.0037189+1.27753e-17j 0.00173535-1.11968e-17j -0.00648318+1.64422e-17j -0.00429841+1.34408e-17j 0.00493311-5.81741e-17j 0.0130685-5.61804e-17j -0.00737461+1.26079e-17j -0.00822661-5.65542e-18j -0.000718012+3.68158e-17j 0.014252+5.52493e-15j -0.00755759-2.48057e-14j 
-0.00952534-9.35576e-15j -0.0135253-2.00837e-15j 0.0050717+2.11172e-16j -0.0070487+2.32657e-17j -0.00576635+8.33011e-17j 0.0124275-7.21314e-17j 0.00915037+1.24219e-16j -0.0044504-3.32822e-17j -0.00366048+1.32785e-16j 0.00328663+3.17283e-17j -0.0040556-3.15379e-17j -0.00524047+1.51348e-17j -0.00301355-1.41637e-17j 0.00141418-4.83609e-17j 0.00409809-2.90371e-17j 0.012671+6.35922e-16j 0.00839777-1.30968e-16j -0.00375293+4.5107e-16j 0.00762234-9.85898e-17j -0.00103021+1.77261e-16j 0.00150787+2.12888e-16j 0.000121678+8.85735e-17j 0.00990152-5.87487e-17j 0.0184192-7.09778e-16j 0.0165484+3.49006e-16j -0.000418118-1.54284e-16j -0.00343211+6.03439e-17j 0.00506445-4.97503e-17j -0.000920173+2.43457e-16j 0.00171007+1.58109e-16j -0.00793196+8.39804e-17j 0.0130083+3.46473e-15j 0.00627421-3.00777e-16j -0.0149789+1.21036e-15j -0.00324151-5.69515e-17j -0.00300178-3.63067e-16j 0.0123355+1.3745e-16j 0.0104573+4.11617e-15j 0.00177638-4.63926e-15j 0.00413527+7.45993e-15j 0.0123434+2.24836e-16j -0.00319986+5.35582e-17j -0.0032906-1.07048e-16j 0.0150518-9.60448e-17j -0.00593622-6.51773e-17j 0.0130493+3.08509e-16j -0.00771069-7.35222e-17j -0.00182112+4.73884e-17j -0.00109657-2.11585e-16j 0.00495593-5.84325e-17j 0.00345581-4.95148e-17j -0.0006075+5.30456e-17j 0.016594-1.5331e-17j 0.018247-1.68563e-15j 0.00946974-1.18793e-16j -0.000125551+4.60472e-17j -0.00167385+1.2648e-16j -0.00111087-1.26411e-16j -0.00765088+4.81557e-17j 0.00334047+3.21212e-17j 0.00837739+1.16973e-16j 0.01256+3.40166e-16j 0.00408011-6.76394e-17j 0.00141465+3.25463e-18j -0.00298739+3.80897e-17j -0.00524711-2.42644e-17j -0.00409956+3.83368e-17j 0.00327812-3.03993e-17j -0.00359754-9.08516e-17j -0.00443341+3.49937e-17j 0.00924197-1.7664e-16j 0.0123468-8.19142e-18j -0.00569417-5.60946e-17j -0.00700418-6.41534e-17j -0.00515677+1.75007e-16j 0.0134769+6.50195e-15j -0.00954548-2.89511e-14j 
-0.0107026-8.42842e-15j -0.00362128-1.98627e-15j 0.0158916-2.11276e-16j 0.00225742-1.94694e-16j 0.00327443-1.40719e-16j 0.000939924+1.18229e-16j 0.0162034-2.31283e-16j -0.00596207+6.90646e-17j 0.00671167-2.08644e-16j 0.00291328-1.65606e-17j -0.00591285+8.91729e-17j -0.000306602-6.33225e-17j -0.00109868-2.8028e-17j -0.0032999+9.78056e-17j 0.00161687-1.33193e-17j 0.00785448+3.71089e-16j -0.00508571+2.7528e-16j 0.00617118-9.61074e-16j 0.0095765-2.84335e-16j 0.00753527-1.6305e-16j 0.0149216-2.73688e-16j 0.00243023-2.51768e-17j 0.00497223-2.55972e-17j 0.0162996-7.83204e-16j 0.00391556+2.05438e-16j -0.00847003+2.7368e-16j -0.00785897+2.26228e-16j 0.00596315-1.78849e-16j 0.0160994-3.0433e-16j 0.00899888-9.07782e-17j -0.00463628+6.32586e-17j 0.00469253+1.43162e-15j -0.00178727+5.03444e-17j -0.00596323+4.43432e-16j 0.00519888-2.64169e-16j -0.0178285+1.62755e-17j 0.00260762+2.53795e-16j 0.00491384+1.73033e-15j 0.00229885-2.20133e-15j 0.0027341+3.92806e-15j 0.009747+5.46973e-17j 0.0146737+5.67216e-17j -0.0123907+3.06002e-16j 0.00720724-5.66223e-18j -0.00747356+5.34143e-17j 0.00846592+1.5148e-16j -0.00342838-4.2962e-18j 0.00724789-3.46986e-16j -0.0161439+3.42643e-16j -0.0017303+8.29414e-17j -0.00571861+1.56468e-16j 0.00782008+2.58731e-16j 0.0110086-8.00902e-17j 0.0028047-1.30675e-16j 0.0052607-3.32584e-17j 0.00482604-9.27425e-17j 0.0118848-2.74125e-16j -0.00993937+2.03858e-16j 0.00313378-1.16532e-16j 0.00819037-3.72795e-17j 0.0147538-1.65735e-16j 0.00503055+1.70837e-16j 0.000528018+3.26946e-17j 0.00214494-6.62746e-17j 0.000873556-4.8746e-17j -0.0052582+5.05357e-17j -0.000388417-3.85358e-17j -0.00110486+4.6e-17j -0.0115533+2.49219e-16j -0.00114226-2.72561e-17j -0.00660229+2.18567e-16j 0.0121958-1.37486e-16j -0.00975253+1.59067e-16j -0.00964147+1.17767e-16j 0.0104508-2.76313e-16j 0.0121209+1.47227e-15j -0.000335203-7.12414e-15j 
-0.0014886-1.75146e-15j -0.00397177-3.8833e-16j -0.00109854-1.17944e-17j -0.00217945+4.84538e-18j -0.00227641+1.61329e-18j 0.00316561-1.56789e-17j -0.000199146-2.74501e-17j -0.00183758-2.2139e-17j -0.00263736-7.56739e-20j -0.000654554-2.85611e-17j -0.00148576-1.61017e-17j -0.00135243+8.0363e-18j 0.00129366+4.59892e-17j -0.000830628-3.42531e-17j -0.000631011-4.12484e-17j 0.00189568+7.6456e-17j 0.00346921-1.5577e-17j -0.000918594+1.33352e-16j -0.000705088-4.58688e-17j -0.00226977-1.55873e-17j -0.00107972+1.88016e-17j -0.0020692-3.52363e-17j 0.0016891-2.47025e-17j 0.00215199-1.39141e-16j 0.00220866-2.91408e-18j 0.00105967-1.97431e-17j 0.00142196+2.81935e-17j -4.1409e-05-1.64307e-18j -0.00210176+3.21254e-18j -0.00100182-8.59038e-18j -0.00134207+3.90909e-17j 0.0022155+5.51688e-16j 0.00164242-5.52803e-17j -0.00122021+1.33589e-16j -0.00404614-5.393e-17j 0.00206535+3.17311e-17j 0.0022846-1.26394e-17j 0.00151551+2.45669e-16j 0.0019476-4.93946e-16j 0.0013682+1.34254e-15j 0.00119866-1.87641e-17j -0.00296036-1.09825e-16j -0.00136185-5.66784e-17j 0.00107356-6.54947e-17j -0.000138167+2.58304e-17j 0.0016416+3.51854e-18j -0.00147184-7.39155e-18j -0.00152298+1.97161e-17j 0.00277705+1.63926e-17j 0.00118132-2.1404e-17j 0.000619021-2.33272e-17j -0.00149484-9.95568e-17j 0.00115807-6.20456e-17j 0.00419528-3.90427e-16j 0.00151516-4.11731e-17j 0.000935507+3.02094e-17j -0.00307209-3.02931e-17j 0.000371287-1.42265e-17j -0.00127151+2.3271e-17j -0.00135897-6.50834e-17j 0.000419781-1.03704e-17j 0.0022705+5.16503e-17j -0.00049658-4.8246e-17j -0.00167996-2.39158e-17j 0.000957303+4.54465e-17j -0.000622046+9.9024e-18j -0.00233302-1.87592e-17j -3.94566e-05-2.65249e-17j 0.000180934-2.31383e-19j -0.00256155-2.27633e-17j 0.00332035-1.54847e-17j 0.00142427-3.87998e-17j -0.000262766+1.0102e-17j -0.000348522+1.6949e-17j -0.00295731+4.07484e-18j 0.0026568+1.88173e-15j -0.00308005-8.49075e-15j 
-0.0149152-1.4052e-14j -0.0184021-3.15835e-15j 0.00960914-3.51335e-17j -0.00690255-1.1432e-16j -0.00610984-4.75644e-17j 0.0136936+3.24946e-17j 0.0136804-1.09485e-16j -0.0111504+1.44541e-17j -0.00413454-4.73738e-17j 0.0010178-1.68255e-17j -0.0099355+3.57669e-17j -0.00576238-2.25911e-17j 0.00232674+1.06646e-17j -0.0045548+2.12898e-17j 0.000363854-5.70401e-17j 0.0149301+7.43872e-16j 0.00913617+7.04691e-17j 0.000684618-1.8984e-16j 0.006894-2.48671e-16j -0.00170256-3.24421e-17j 0.00799558-3.60906e-17j -0.00450157-5.51869e-19j 0.0114503-6.4756e-17j 0.0234224-1.06606e-15j 0.0140608+3.4934e-16j -0.00305853+5.37665e-17j -0.00232394+1.61765e-16j 0.00559069-8.6473e-17j 0.00508285-8.25092e-17j 0.00396976+8.51786e-18j -0.00961514+1.52471e-16j 0.0136908+3.72469e-15j 0.00539919-2.04406e-16j -0.0121168+9.19696e-16j -0.00941762-2.23967e-16j -0.00751495-1.03394e-16j 0.0121995+2.37218e-16j 0.011029+3.18497e-15j 0.00809194-4.44178e-15j 0.00728132+8.95699e-15j 0.0140969+1.38854e-16j 0.000810221-2.01431e-16j -0.0140736+6.58916e-17j 0.0125965-8.55311e-17j -0.00747487+3.71685e-17j 0.0147038+2.89906e-16j -0.00907019-7.35836e-17j 0.000150003-1.42134e-16j -0.00360258+1.16709e-16j 0.00367898-7.296e-18j -0.00134802+5.72188e-17j 0.000981117-4.79417e-17j 0.0160424-9.68995e-17j 0.0197648-1.70085e-15j 0.0110137-1.34612e-16j 0.00633552-2.04875e-17j -0.00115084-1.48515e-16j -0.00641504+5.47038e-17j -0.00365941-5.00536e-17j 0.00273276-1.16479e-16j 0.0143009-5.09155e-17j 0.0139836+4.26996e-16j -2.51239e-05-6.03066e-17j -0.00317365-1.99899e-17j 0.00274654+2.17523e-17j -0.00714813+2.75707e-17j -0.00850202-1.45324e-17j -3.92734e-05-5.6024e-18j -0.00884422+1.17635e-16j -0.00983835-1.12691e-17j 0.00780516+3.90847e-17j 0.0165707-1.41007e-16j -0.00945061+8.24553e-17j -0.00998524+5.67747e-17j -0.00278829-8.42639e-17j 0.020578+8.60024e-15j -0.0122126-3.88781e-14j 
-0.00495053-4.65245e-15j -0.00589448-1.04072e-15j 0.00299448+3.99967e-17j -0.00126903-5.30302e-17j -0.00156235-1.37882e-17j 0.00300319+5.22961e-17j 0.00363108+4.40013e-17j -0.00566519+6.64817e-17j -0.0016649+2.54787e-17j -0.00161838+6.94234e-17j -0.00492869+6.37839e-17j -0.00126548-1.66065e-17j 0.00401516-1.16402e-16j -0.00435913+1.11428e-16j -0.00256338+8.48721e-17j 0.00317269+2.49683e-16j 0.0025033+9.46745e-18j 0.00242367-3.44526e-16j -0.000296384+7.74121e-17j -0.00147602+2.32583e-17j 0.00411061-1.62317e-17j -0.00403443+8.90987e-17j 0.00241693+4.40133e-17j 0.0055428-1.48021e-16j 0.000292072+1.63539e-16j -0.00140161+2.40207e-17j 0.00113051-9.52265e-17j 0.000675881+7.55659e-17j 0.00319239-3.983e-17j 0.00124836+2.45438e-17j -0.00223587+1.70287e-17j 0.00224372+7.14219e-16j 0.000493194+1.20582e-17j 0.000480221-2.5513e-16j -0.00614655+1.08566e-16j -0.00243937-6.99853e-17j 0.00166557+1.30282e-16j 0.00170886-1.83847e-16j 0.0052718-4.81286e-16j 0.00300461+2.05542e-15j 0.00251301+9.86424e-17j 0.00131467-3.07058e-17j -0.00819926+1.07755e-16j -0.000256799+1.78048e-16j -0.00150407-3.29649e-17j 0.00267566+1.37479e-16j -0.00205289-4.40963e-17j 0.000601697-2.65331e-17j -0.000637592-3.45626e-17j -6.16826e-05+2.13403e-17j -0.00281991+6.68336e-17j 0.000429717+5.78599e-18j 0.00118865+1.49671e-16j 0.00398619-2.59866e-16j 0.00231288+3.20544e-17j 0.00482558-9.29736e-17j -0.00103044+2.42506e-17j -0.00356597+4.53878e-17j 0.00171482-9.29807e-17j -0.000766038+4.77292e-17j 0.00479691+3.37306e-17j 0.00274706+1.70806e-16j -0.00276367+9.15581e-17j -0.00376357+1.27575e-16j 0.00414739-1.12728e-16j -0.00190996-1.96155e-17j -0.00426862+5.61341e-17j -0.0020837+6.39796e-17j -0.0037684+3.88158e-17j -0.00507521+6.83247e-17j 0.0010004+3.98544e-17j 0.00430633+3.05668e-17j -0.00306553-4.49629e-18j -0.00265367-3.13409e-17j 5.88971e-05-2.1139e-17j 0.00687296+2.72066e-15j -0.00374265-1.22055e-14j 
0.00119368-6.15126e-17j -0.00456968+2.17001e-16j -0.00586382+4.94687e-16j -0.00525265+2.93365e-16j -0.004771+2.8354e-16j 0.0064708-2.98846e-16j -0.00358479+3.85721e-16j 0.00254342-1.9194e-16j -0.00502897+3.64022e-16j 0.00147177-1.90729e-17j 0.00245102-1.97353e-16j -0.00277365+1.21909e-16j -0.00326963+1.32952e-16j 0.00454414-2.72053e-16j 0.00308245-1.19557e-16j 0.00311974+9.72907e-17j 0.00700325-4.53473e-16j -0.00666082+1.15307e-15j 0.000456694+9.68271e-17j -0.00376903+3.44097e-16j -0.00826056+6.0828e-16j 0.000687606+3.37627e-17j 0.00304527-9.41928e-17j 0.00168964+4.8579e-17j 0.00895948-1.54374e-16j 0.00456194-4.30444e-16j 0.00110911-1.15708e-16j 0.000109573+6.05963e-17j -0.0100525+7.11444e-16j -0.00389422+3.063e-16j -0.00198008+3.86631e-17j 0.00533436+1.16712e-15j 0.00485132-3.73586e-16j -0.00724209+8.52066e-16j -0.00198187+1.39373e-16j 0.00795754-5.55645e-16j 0.00618204-2.40876e-16j 0.00376346+1.90096e-15j -0.002329-1.7094e-15j 4.76314e-05+2.11412e-15j 0.00225716+8.53145e-17j -0.0100197+3.91759e-16j 0.00765235-5.57339e-16j 0.00657182-2.65268e-16j 0.000432294-1.18553e-16j 0.00329169+3.87128e-17j -0.00251524+1.739e-17j -0.00508815+4.02741e-16j 0.00758047-6.12247e-16j 0.00419331-2.13911e-16j 0.00641589-3.5031e-16j -0.00448579+7.90122e-17j 0.0050607-9.55611e-17j 0.00898311-1.16547e-15j 0.00266069-1.12659e-16j -0.00465309+2.73051e-16j -0.00656084+4.69996e-16j 0.00580374-4.28531e-16j -0.00743193+3.50979e-16j -0.0014989+1.17267e-16j -0.00390409+3.50187e-16j 0.00464093-2.52326e-17j 0.0037018-1.95274e-16j 0.00156997-4.58083e-17j -0.00429205+2.17621e-16j -2.67899e-05-6.7525e-17j -0.000621351+3.68254e-17j 0.00367278-1.76028e-16j 0.00503854-4.15284e-16j -0.000106516+5.08421e-18j 0.00899613-5.32105e-16j 0.000235594+1.25884e-16j 0.00242888-2.45978e-16j 0.0013147-1.88575e-16j -0.00866096+5.68812e-16j -0.000127789+2.46488e-15j -0.00451661-1.01573e-14j 
-0.00181976-1.49967e-15j -0.000995732-2.20766e-16j 0.00149412-1.34236e-17j 0.00195316+2.88777e-16j 0.000888475+1.53211e-16j -0.00238229-4.3215e-16j 0.000236557-1.98441e-16j -0.00542262-4.49972e-16j -0.000336871-1.90947e-17j -0.00390882-4.71456e-16j -0.00462444-3.65144e-16j 0.00100613+1.97548e-16j 0.00703966+7.70208e-16j -0.0066904-6.59062e-16j -0.00562449-6.41125e-16j -0.00225348-5.36984e-16j -0.000984323-1.9379e-16j 0.00528197-3.52012e-18j -0.00434352-5.4923e-16j -0.00144774-2.3523e-16j 0.00486985+3.9419e-16j -0.00555353-6.10449e-16j -0.00185005-3.45082e-16j -0.00198968-4.84558e-16j -0.00821519-1.30078e-15j -0.00172264-6.74199e-17j 0.00330203+3.29719e-16j -0.00169775-1.94327e-16j 0.00488839+3.94012e-16j 0.000842121-2.23848e-18j 0.00107122+2.80057e-16j -0.00370681-1.55129e-15j -0.00260515-2.65612e-16j 0.00844221+3.66481e-16j -0.00666903-5.8428e-16j -0.00182357-2.59402e-17j -0.0041515-6.52571e-16j -0.00310508-2.98996e-15j 0.00626741+2.47822e-15j 0.00194909-9.25117e-16j -0.00297503-6.15632e-16j 0.0035125+3.87922e-16j -0.0095041-8.60141e-16j -0.00817125-1.02228e-15j 0.00101805+2.49991e-16j -0.00312598-6.35457e-16j 0.00120958+2.88188e-16j 0.00179542+1.76051e-16j -0.000355047+8.15263e-17j -0.00267396-3.61341e-16j -0.0056655-6.29101e-16j 0.000930357+8.81564e-17j -0.00699159-9.99326e-16j -0.00406973-3.44033e-16j -0.00176572-3.11869e-16j 0.00665979+6.52288e-16j -0.000489334-8.83858e-17j -0.00431668-3.52127e-16j 0.00633711+7.66324e-16j -0.0027563-3.74378e-16j 0.00222333+5.28294e-17j -0.00278584-5.47004e-16j -0.005892-6.41399e-16j -0.00585945-5.76177e-16j 0.00721329+7.63857e-16j 0.000113496+1.17446e-16j -0.00368212-3.098e-16j -0.00455295-5.15087e-16j -0.00330198-2.02095e-16j -0.00461012-3.96119e-16j -0.00347825-4.4624e-16j -0.000523822-2.94533e-16j -0.00124451+9.04662e-18j 2.01606e-07+1.54281e-16j 0.00280604+2.99498e-16j 0.00238496+3.16124e-16j -0.000125909-1.39152e-15j 
-0.000508158-7.67966e-16j -0.00266433-1.03746e-15j -0.000631092-2.58511e-16j -0.0038476-2.02972e-15j -0.00254856-1.17212e-15j 0.00560005+2.91651e-15j 0.00164741+9.8828e-16j 0.0040379+2.98755e-15j -0.000971864-1.08896e-16j 0.00441018+2.94197e-15j 0.00340541+2.50315e-15j -0.00236655-1.24859e-15j -0.00730928-4.92759e-15j 0.00672325+4.45449e-15j 0.00627652+4.11639e-15j 0.00526636+3.14982e-15j 0.00343765+1.50209e-15j -0.00618104-3.13992e-15j 0.00573866+3.65378e-15j 0.000749993+9.76966e-16j -0.00470305-2.85973e-15j 0.00507978+3.69236e-15j 0.00424532+2.30152e-15j 0.00626515+3.1908e-15j 0.0120206+7.48184e-15j 0.00182544+9.27665e-16j -0.00368678-2.46957e-15j 0.00272837+1.61255e-15j -0.00543857-3.09788e-15j -0.000674496-2.53342e-16j -0.00299365-1.60994e-15j 0.00683472+5.6695e-15j 0.00421866+2.22442e-15j -0.0117142-6.18457e-15j 0.00507194+3.92887e-15j 0.00158669+6.47072e-16j 0.00714585+4.14813e-15j 0.0055639+6.58573e-15j -0.00540969-6.80087e-15j -0.000775354+2.07642e-15j 0.00576733+3.49116e-15j -0.00473522-2.61662e-15j 0.00840125+5.72288e-15j 0.0114326+6.93814e-15j -0.00227783-1.39759e-15j 0.00615426+3.68194e-15j -0.00310994-1.71374e-15j -0.00246134-1.31415e-15j 0.000683581-5.49272e-17j 0.00391611+2.28802e-15j 0.0064359+4.0539e-15j -0.00134812-6.55917e-16j 0.0106107+6.43608e-15j 0.00869421+3.90729e-15j 0.00403623+2.16529e-15j -0.00640125-4.30624e-15j -0.000492765+2.34508e-16j 0.00409729+2.57771e-15j -0.00811111-4.96661e-15j 0.00314239+2.21614e-15j -0.000347653-4.29934e-16j 0.00584393+3.37141e-15j 0.00656374+4.25137e-15j 0.00573181+3.93545e-15j -0.00754324-5.00081e-15j -0.00133974-6.93077e-16j 0.00229528+1.94687e-15j 0.00516822+3.32091e-15j 0.00253636+1.63917e-15j 0.00309356+2.50924e-15j 0.00604303+3.19606e-15j 0.00339759+1.7733e-15j -2.20227e-05+1.06718e-16j -0.00154141-8.49055e-16j -0.00444905-2.28526e-15j 0.00101778+1.43163e-15j -0.00250519-7.27764e-15j 
0.00300058+3.3739e-15j 0.00654727+5.19701e-16j 0.000679591-2.18437e-16j 0.00365622-4.4118e-16j 0.00354637-3.00843e-16j -0.00559098+6.17767e-16j -0.00101094+6.01584e-17j 0.00255252+5.96564e-16j 0.00363035-1.45872e-16j 0.000148012+5.32321e-16j 0.00211571+5.0814e-16j 0.00237859-2.60492e-16j -0.000803177-9.25615e-16j 0.000487633+8.85391e-16j -7.05184e-05+7.87319e-16j -0.00410556+3.26655e-16j -0.00533396+4.2293e-16j 0.00185349-1.01387e-15j -0.00040834+6.68143e-16j 0.00277945+5.13301e-17j 0.00130264-7.24485e-16j 0.00219335+6.41488e-16j -0.00345983+4.58218e-16j -0.00518975+8.08725e-16j -0.00528588+1.27995e-15j -0.00128411+3.21619e-16j -0.00107017-4.32443e-16j -0.000725529+2.77853e-16j 0.00285525-7.89755e-16j 0.000996963-1.57316e-16j 0.00273958-3.39429e-16j -0.00459979-4.61098e-16j -0.00293979+5.92484e-16j 0.0039027-1.65703e-15j 0.0049602+6.98989e-16j -0.00213141+3.28487e-16j -0.00460997+7.66375e-16j -0.00338715-3.9489e-16j -0.00227685+6.1903e-16j -0.00210953-2.81689e-15j -0.0032632+5.5088e-16j 0.00412865-5.12366e-16j 0.00163863+1.21158e-15j -0.00372556+1.34949e-15j 0.0010282-2.1551e-16j -0.00389499+5.61935e-16j 0.0028701-2.84798e-16j 0.00214756-3.58475e-16j -0.00317401+1.90236e-16j -0.00221221+4.86461e-16j -0.00147331+8.31515e-16j 0.00190729-9.13086e-17j -0.00398426+1.19779e-15j -0.007696+1.62909e-15j -0.00318931+4.63018e-16j -0.000791306-8.57712e-16j 0.00386792-9.31036e-17j -0.000487826+6.03239e-16j 0.00285878-9.91694e-16j 0.0010328+3.90807e-16j -0.00155069-1.90276e-16j -0.00456131+4.85555e-16j -0.000240496+8.43393e-16j 0.00153764+7.15487e-16j -0.00039806-9.72476e-16j 0.00146831-1.04519e-16j 0.00317449+3.34675e-16j -0.000613239+6.53765e-16j 0.000127742+4.17151e-16j 0.00345006+4.45092e-16j -0.00538736+7.52599e-16j -0.00341984+3.04923e-16j 0.00103939+8.99807e-17j 0.001379-9.50222e-17j 0.00436183-5.94528e-16j -0.00491014-3.16602e-15j 0.00497724+1.37967e-14j 
