-0.00405637+6.72547e-16j -0.00854676+3.02918e-16j -0.00373353-2.00897e-17j 0.0113342+2.86279e-17j -0.000448338-5.1727e-20j 0.00779828-2.66329e-17j 0.00793434-1.34941e-18j 0.0053737+7.68879e-18j 0.00455262+1.07408e-17j -0.00231142+6.65005e-19j -0.0023624-7.23175e-18j 0.0070271+3.19415e-17j -0.00210915-7.32077e-18j 0.00545352-3.70331e-18j -0.0028545+3.64015e-17j 0.00144544-4.15671e-17j 0.00129208-1.0555e-17j -0.00835442+1.42927e-16j -1.56731e-05+3.2797e-17j 0.00397675+6.93102e-17j 0.010266-3.32314e-17j -0.00551117-1.05548e-16j 0.000500583+4.79042e-17j 0.0038894-8.54558e-17j 0.00510009+1.56773e-17j -0.000802376-4.69476e-17j 0.000829365+2.53029e-17j 0.000396265+4.57235e-18j 0.000987372+5.70444e-17j 0.00136157+6.87414e-18j 0.00641265+2.3363e-16j 0.00392712+9.3397e-18j -0.00519188+7.42671e-17j 0.00242805-6.57973e-17j 3.3662e-05-5.25617e-17j 0.00399077+8.84635e-17j -0.00418112-7.06334e-17j -0.00872295-1.22824e-16j -0.00399561+1.06937e-16j 0.00209407+6.83317e-17j -0.000523509+1.25719e-16j 0.00325336+3.74772e-19j -0.00125984+1.06225e-17j -0.00163605-1.31933e-16j 0.00556897-7.80298e-16j -0.00250479-6.49967e-17j -0.00545624-1.46599e-16j -0.00217117-9.29877e-18j 0.0131959-1.29432e-15j -0.00886718-6.34331e-17j -0.00106288-1.24735e-17j -0.00278786-1.06081e-17j 0.00439023+5.87199e-18j -0.00581892-6.77565e-16j -0.000960353-1.06822e-17j 0.00175027+1.24635e-15j -0.00354596-1.73395e-17j 0.0104023-3.21519e-17j -0.0052782+3.21743e-17j -0.00448822+2.53304e-17j 0.00402693+1.04557e-17j -0.00671145+1.40926e-17j 0.00544625-3.83742e-18j 0.00630848-1.61248e-17j -0.00456662-7.22947e-18j -0.00841397+4.12603e-18j 0.00881142-2.89344e-18j -1.3859e-05-2.55582e-18j 0.0114533+3.05705e-17j 0.00411241+2.11321e-17j -0.00858817+2.19015e-16j 0.00421881-5.05609e-16j 
-5.63728e-15-3.35302e-17j -1.1735e-14-7.11739e-17j -5.34703e-15-3.02777e-17j 1.63325e-14+9.1548e-17j -5.66358e-16-3.915e-18j 1.12911e-14+6.27895e-17j 1.17153e-14+6.30474e-17j 9.91175e-15+3.54126e-17j 8.26145e-15+3.05022e-17j -2.40863e-15-2.20682e-17j -2.61442e-15-2.19923e-17j 9.67812e-15+5.84096e-17j -3.27478e-15-1.61679e-17j 6.66639e-15+4.84425e-17j -6.09606e-15-1.57485e-17j -2.09483e-15+2.70725e-17j -1.11117e-15+2.13939e-17j -8.81429e-15-7.93636e-17j 3.68718e-15-1.37995e-17j 2.81374e-16+5.22041e-17j 1.55607e-14+8.00906e-17j -1.04384e-14-3.5312e-17j -1.37759e-16+7.2096e-18j 7.94255e-15+2.27984e-17j 3.30554e-15+5.60975e-17j -2.89082e-15-8.7772e-20j 2.20434e-15+2.97922e-18j -1.82869e-16+5.97923e-18j 2.98441e-15+2.21958e-18j 4.36149e-15+2.15396e-18j 8.45356e-15+5.46965e-17j 4.36772e-15+3.6479e-17j -9.12676e-15-3.58715e-17j -1.62513e-16+3.3106e-17j -1.01299e-15+4.1842e-18j 9.60062e-15+1.80443e-17j -6.12493e-16-5.37198e-17j -1.16428e-14-7.38725e-17j -6.59731e-15-2.91784e-17j 1.47573e-15+2.25967e-17j 8.50193e-16-1.01423e-17j 4.25125e-15+2.78878e-17j -3.691e-15-3.26315e-18j 3.72872e-15-3.56463e-17j 5.26705e-15+5.51456e-17j -4.46875e-15-1.70642e-17j -5.9966e-15-5.09475e-17j -5.88981e-15-7.36013e-18j 1.99443e-14+1.03161e-16j -8.62994e-15-8.6908e-17j -2.58051e-15-4.71913e-18j -1.5978e-15-3.14352e-17j 5.57345e-15+3.82352e-17j -6.23624e-15-5.49199e-17j -3.34522e-16-1.16244e-17j 2.20704e-15+1.52984e-17j -4.504e-15-3.08736e-17j 1.48194e-14+8.46483e-17j -6.02551e-15-4.84572e-17j -5.08003e-15-4.13657e-17j 5.47065e-15+3.37501e-17j -9.40333e-15-5.51963e-17j 6.88572e-15+4.75367e-17j 9.40855e-15+4.97821e-17j -7.77504e-15-3.24825e-17j -1.1972e-14-6.85227e-17j 1.23481e-14+7.24577e-17j -9.21865e-17+1.54221e-19j 1.6184e-14+9.36892e-17j 5.78429e-15+3.37386e-17j -1.17214e-14-7.17786e-17j 5.81967e-15+3.50327e-17j 
-0.000783279+1.5449e-16j -0.00179087+1.01692e-16j -0.000564976+1.42526e-17j 0.00161667-4.80968e-17j -0.00014241+2.15668e-18j 0.00105933-3.97554e-17j 0.000854064-3.64828e-17j -0.00136833-2.18418e-17j -0.00102554-1.41857e-17j -0.00123755+1.41506e-17j -0.00111454+1.49304e-17j 0.00144326-2.81418e-17j -6.89601e-05+6.12367e-18j 0.00195153-2.44466e-17j 0.00154497+3.95248e-17j 0.00431933-4.48924e-17j 0.00311142-2.31297e-17j -0.00436617+1.18572e-16j -0.0036547+2.55361e-17j 0.00593214+6.07364e-17j 0.000708579-3.87493e-17j 0.00167219+9.29586e-17j 0.000917225-1.90052e-17j -0.00174707+2.87631e-17j 0.00470862-5.97293e-17j 0.00159336+2.38758e-17j -0.000875348-3.01624e-17j 0.000798758-1.80067e-17j -0.00139666-1.72254e-17j -0.00216821-7.10021e-18j 0.00168952-1.34149e-18j 0.00183143-3.2637e-17j 0.00087936+3.36027e-17j 0.00395108-7.24836e-18j 0.0010499+7.70559e-16j -0.00322128-1.43815e-17j -0.00592522-7.56126e-17j -0.00215672+5.17084e-18j 0.000256794+5.71317e-17j 0.00181668-9.72594e-17j -0.00165445-8.65177e-17j 0.000894106+2.10237e-17j 0.00166692+1.64792e-17j -0.00622559-4.44745e-17j 0.00350951-3.77421e-16j 0.000488829-1.52052e-17j -0.00261523-9.54014e-18j 0.00240884+2.54828e-17j 0.000967459-1.33663e-16j -0.00534829+4.51004e-17j 0.000881104-4.19007e-18j -0.00277975+1.445e-17j 0.0013674-1.66606e-17j -0.00294556-3e-16j -0.00117011-2.70521e-17j 0.000559864+3.95533e-16j -0.00110211+1.02104e-17j 0.00165134-6.20541e-17j -0.00230876+3.28152e-17j -0.0020062+2.87392e-17j 0.000901363-1.91927e-17j -0.00122095+3.40406e-17j 0.00172423-2.80415e-17j 0.000586625-2.93328e-17j 0.000524771+1.89452e-17j -0.00135023+3.99613e-17j 0.00160053-4.28059e-17j 6.91236e-05-1.47105e-19j 0.00194874-4.84421e-17j 0.000726037-1.55371e-17j -0.00186896+8.7137e-17j 0.000857331-1.26215e-16j 
0.00297474-5.05471e-16j 0.00608984-2.59647e-16j 0.00293549-1.53127e-18j -0.00903625+2.97003e-17j 0.000258079-2.29026e-18j -0.00628432+5.70446e-17j -0.00667731+3.67987e-17j -0.00698767+1.06995e-17j -0.00575064+1.1049e-17j 0.00069311-1.13204e-17j 0.000898739-2.51249e-18j -0.005044+8.79835e-18j 0.00197517-6.03226e-18j -0.00286155+3.54216e-17j 0.00474787-5.94623e-18j 0.00405639+1.88707e-17j 0.00267669+8.74728e-18j 0.00264048-9.24283e-17j -0.00461287-1.76112e-17j 0.00362346+7.67693e-17j -0.00914159+8.71853e-17j 0.00750689+1.75186e-16j 0.000672031-6.15721e-17j -0.00601582+1.49527e-16j 0.000975552-1.82939e-17j 0.00280241+7.60311e-17j -0.00191954-5.90804e-17j 0.000624021-1.95281e-17j -0.00273422-7.47209e-17j -0.0040772-1.29231e-17j -0.00413128-1.59301e-16j -0.00152101-3.20403e-18j 0.00619065-7.65438e-17j 0.00262917+9.80528e-17j 0.00129665+1.03263e-15j -0.00798183-8.13422e-17j -0.00341486-9.62776e-17j 0.00579883+3.09518e-17j 0.00423244-7.00235e-17j 0.00025282-1.60712e-16j -0.00158321-2.45641e-16j -0.00204914+6.23867e-17j 0.00334291+6.2536e-18j -0.00628402+2.65137e-17j -0.00100148+3.56529e-16j 0.00306843+2.21967e-17j 0.00202374+6.52716e-17j 0.00517363+3.18285e-17j -0.0116789+1.23008e-15j 0.00189818+6.55199e-18j 0.00215518+7.77708e-19j -0.000793981-1.20526e-17j -0.0025615+2.26942e-17j 0.00196007+2.1152e-16j -0.000542673-3.88717e-17j -0.00100256-6.98075e-16j 0.00207186-1.01115e-17j -0.00808103+6.25218e-17j 0.00223772-5.26843e-17j 0.00184837-4.19663e-17j -0.00279641+9.19479e-18j 0.00501685-4.21815e-17j -0.00314229+2.98269e-17j -0.00542608+4.31163e-17j 0.00513018-1.10208e-17j 0.006518-4.22023e-17j -0.00658969+4.24926e-17j 0.000101088+2.5128e-18j -0.00873214+3.01371e-17j -0.00310203+3.36893e-18j 0.00603145-1.96815e-16j -0.00303981+3.79979e-16j 
-2.07323e-16-7.49153e-17j -4.34418e-16-1.59021e-16j -1.935e-16-6.76484e-17j 5.89115e-16+2.04542e-16j -2.19563e-17-8.74715e-18j 4.06239e-16+1.40288e-16j 4.17167e-16+1.40865e-16j 3.15951e-16+7.9121e-17j 2.6538e-16+6.81499e-17j -1.04557e-16-4.93062e-17j -1.09443e-16-4.91366e-17j 3.57677e-16+1.30502e-16j -1.13607e-16-3.61233e-17j 2.6331e-16+1.08233e-16j -1.81876e-16-3.51863e-17j 4.52693e-18+6.04871e-17j 1.69142e-17+4.77997e-17j -3.79745e-16-1.77319e-16j 6.18798e-17-3.08317e-17j 1.1461e-16+1.16638e-16j 5.46563e-16+1.78944e-16j -3.28649e-16-7.88963e-17j 1.15001e-17+1.61081e-17j 2.4167e-16+5.09377e-17j 1.96749e-16+1.25337e-16j -7.10194e-17-1.96106e-19j 6.01636e-17+6.65637e-18j 7.85606e-18+1.33592e-17j 7.77115e-17+4.95912e-18j 1.11321e-16+4.81251e-18j 3.20009e-16+1.22206e-16j 1.82298e-16+8.15036e-17j -2.97662e-16-8.01463e-17j 6.43267e-17+7.39675e-17j -1.61895e-17+9.34862e-18j 2.72491e-16+4.03158e-17j -1.25851e-16-1.20024e-16j -4.37727e-16-1.65051e-16j -2.21869e-16-6.51922e-17j 8.27869e-17+5.04869e-17j -9.34403e-20-2.26606e-17j 1.61717e-16+6.23087e-17j -9.71794e-17-7.29073e-18j 1.78201e-17-7.96432e-17j 2.42851e-16+1.2321e-16j -1.44714e-16-3.81259e-17j -2.52066e-16-1.1383e-16j -1.59514e-16-1.64445e-17j 7.01582e-16+2.30489e-16j -3.90794e-16-1.94175e-16j -7.29715e-17-1.05438e-17j -1.04015e-16-7.02346e-17j 2.15467e-16+8.54275e-17j -2.66135e-16-1.22705e-16j -3.21824e-17-2.5972e-17j 8.56484e-17+3.41807e-17j -1.74071e-16-6.89797e-17j 5.37801e-16+1.89127e-16j -2.47636e-16-1.08266e-16j -2.09836e-16-9.24219e-17j 2.03694e-16+7.54067e-17j -3.44313e-16-1.23323e-16j 2.66816e-16+1.06209e-16j 3.3327e-16+1.11226e-16j -2.57547e-16-7.25744e-17j -4.34754e-16-1.53098e-16j 4.52089e-16+1.6189e-16j -1.94078e-18+3.4457e-19j 5.89894e-16+2.09326e-16j 2.11356e-16+7.53809e-17j -4.35331e-16-1.60372e-16j 2.14893e-16+7.82722e-17j 
0.00205059-2.82107e-16j 0.00446015-2.12644e-17j 0.00173247+6.64967e-17j -0.00516157-1.86016e-16j 0.000282109+7.48785e-18j -0.00349869-1.06344e-16j -0.00333748-1.1816e-16j -0.000326622-6.76772e-17j -0.000409538-6.41815e-17j 0.0019544+3.99271e-17j 0.00184821+4.14435e-17j -0.00363812-1.25501e-16j 0.000730171+3.59166e-17j -0.00364934-9.35129e-17j -0.000639147-1.20075e-17j -0.00474393-8.84803e-18j -0.00349597-2.62497e-17j 0.0069579+3.22711e-17j 0.0036352-1.76764e-18j -0.00714006-2.1027e-16j -0.00392443-1.47759e-16j 6.79139e-05+2.74887e-17j -0.00106814-1.38544e-17j 0.000515237-5.77472e-17j -0.00627714-8.33442e-17j -0.001331-8.77252e-18j 0.000609315+1.47071e-17j -0.000917735+1.76908e-18j 0.00107758-6.23588e-18j 0.00172658-3.93123e-19j -0.00368997-2.06276e-16j -0.00305119-6.00908e-17j 0.000755285+3.14111e-17j -0.00468639-5.34553e-17j -0.00105345-7.59195e-16j 0.00194779-5.77776e-17j 0.00719731+2.29183e-16j 0.00487883+2.14801e-16j 0.000998405-1.86457e-17j -0.00246148+1.96832e-17j 0.00180763+7.14058e-17j -0.00190876-8.94836e-17j -0.00126055-1.16884e-17j 0.00669724+1.73102e-16j -0.00523313+4.84272e-16j 0.000300227+7.73978e-17j 0.00430946+1.80576e-16j -0.00171162-4.32147e-18j -0.00510075+2.85491e-16j 0.00809432+1.88517e-16j -0.000541775+1.96638e-17j 0.00363576+6.61685e-17j -0.00273555-7.91852e-17j 0.00475136+6.45422e-16j 0.00146357+5.8768e-17j -0.00110521-8.21456e-16j 0.00220717+7.11123e-17j -0.00490367-1.36141e-16j 0.00394919+7.63047e-17j 0.00340082+6.50862e-17j -0.00215865-6.70943e-17j 0.00331827+9.73089e-17j -0.00342128-8.76757e-17j -0.00256177-8.80522e-17j 0.000911353+6.32151e-17j 0.0039808+1.27279e-16j -0.00435411-1.34504e-16j -6.43139e-05+5.69207e-19j -0.00552878-1.9154e-16j -0.00201131-7.40465e-17j 0.00455071+2.10006e-17j -0.00217511+1.97961e-16j 
-0.0115203+1.91122e-15j -0.024114+8.73011e-16j -0.0107803-5.13719e-17j 0.0328382+6.27595e-17j -0.00121+7.89656e-19j 0.0226538-9.08149e-17j 0.0233027-1.7407e-17j 0.0179893+1.75917e-17j 0.015089+2.25035e-17j -0.00566755+5.11693e-18j -0.00596296-1.99888e-17j 0.0198595+7.89923e-17j -0.00637365-1.53246e-17j 0.0144697-2.55956e-17j -0.0104834+8.01901e-17j -0.000475312-9.972e-17j 0.000424995-2.4606e-17j -0.020606+3.71565e-16j 0.00409543+8.33339e-17j 0.00543945+9.79178e-17j 0.0306-1.27134e-16j -0.0187543-3.97655e-16j 0.000491404+1.61836e-16j 0.0138783-3.13774e-16j 0.0102628+6.70554e-17j -0.00426086-1.70604e-16j 0.0035294+1.09015e-16j 0.000306602+2.92192e-17j 0.00460376+1.92102e-16j 0.00662312+2.72107e-17j 0.0177007+6.68786e-16j 0.00993666+3.39563e-17j -0.0168788+2.20173e-16j 0.00294796-2.21746e-16j -0.00108732-1.038e-15j 0.0158596+2.71274e-16j -0.00607244-8.37866e-17j -0.0242382-3.17556e-16j -0.0125136+2.87634e-16j 0.00434613+2.99705e-16j 0.000274267+4.91447e-16j 0.00893829-4.68573e-17j -0.00574362+1.66394e-17j 0.00205339-3.22267e-16j 0.0130566-2.00682e-15j -0.00821628-1.66796e-16j -0.0137256-3.93473e-16j -0.00937248-5.09562e-17j 0.0392691-3.89717e-15j -0.0210611-1.69852e-16j -0.00425024-2.9316e-17j -0.00537655-2.15888e-17j 0.0118794+3.71404e-18j -0.0144605-1.68495e-15j -0.00161113+8.06708e-18j 0.0047193+3.35087e-15j -0.00959752-3.78602e-17j 0.0299482-1.01361e-16j -0.0135284+1.03213e-16j -0.0114549+8.07528e-17j 0.0112964+2.44931e-17j -0.0191459+5.23527e-17j 0.0147052-2.11454e-17j 0.0186324-5.92143e-17j -0.0145641-1.54422e-17j -0.0242074+2.67021e-17j 0.0251394-2.31171e-17j -0.00012076-7.78506e-18j 0.0328259+6.72379e-17j 0.0117566+5.30174e-17j -0.0241521+6.33379e-16j 0.0119333-1.43392e-15j 
-0.00549277+7.59491e-16j -0.0115795+8.8803e-17j -0.00504862-1.63932e-16j 0.0153221+4.52232e-16j -0.000609601-1.77574e-17j 0.0105397+2.47615e-16j 0.0107136+2.82951e-16j 0.00716873+1.70232e-16j 0.00607936+1.52376e-16j -0.00316538-9.87188e-17j -0.00322846-1.08964e-16j 0.00951934+3.07048e-16j -0.00284085-8.30201e-17j 0.00742494+2.13978e-16j -0.00377134-2.07916e-17j 0.00213839+6.50418e-17j 0.00187791+8.19469e-17j -0.0114362-1.62903e-16j -0.000184915-1.74146e-17j 0.00561645+3.33121e-16j 0.0138441+3.17375e-16j -0.00734006-2.98253e-16j 0.000714627+9.63516e-17j 0.0051547-1.01224e-17j 0.007073+2.73247e-16j -0.00100813-6.24942e-17j 0.00107663+4.62254e-17j 0.000568961+3.25062e-17j 0.00126586+8.60611e-17j 0.00173473+1.87152e-17j 0.00870366+5.62745e-16j 0.00536586+1.76814e-16j -0.00694601-6.15221e-17j 0.00344394+6.15365e-17j 9.23544e-05-1.71704e-17j 0.00522499+2.00348e-16j -0.0058911-3.42453e-16j -0.011833-5.00598e-16j -0.0053644+1.38927e-17j 0.00289891+1.90226e-16j -0.00077852+1.19198e-16j 0.00441733+1.28131e-16j -0.00162033+2.07506e-19j -0.00248029-3.41432e-16j 0.00765011-8.16266e-16j -0.00334816-1.65648e-16j -0.00745835-4.29106e-16j -0.00281323-4.48032e-17j 0.0177979-1.27882e-15j -0.0121701-4.78117e-16j -0.00139056-3.84077e-17j -0.00387554-1.56424e-16j 0.00596815+1.80842e-16j -0.00796113-1.17456e-15j -0.00134456-6.83905e-17j 0.00238+1.76413e-15j -0.00482033-1.63119e-16j 0.0140698+3.38486e-16j -0.00720506-1.75364e-16j -0.00612863-1.5254e-16j 0.00545845+1.66522e-16j -0.00908467-2.3025e-16j 0.00740496+2.09522e-16j 0.00851406+2.03132e-16j -0.00612066-1.56434e-16j -0.0113811-3.03932e-16j 0.0119271+3.23338e-16j -1.5548e-05-2.74476e-18j 0.0154972+4.64556e-16j 0.0055656+1.80998e-16j -0.0116388-2.74847e-17j 0.00571464-5.26791e-16j 
-3.14888e-17+3.56292e-17j -6.6055e-17+7.56295e-17j -2.93067e-17+3.21731e-17j 8.91735e-17-9.72791e-17j -3.36436e-18+4.16009e-18j 6.14642e-17-6.67202e-17j 6.30014e-17-6.69943e-17j 4.67133e-17-3.76294e-17j 3.92979e-17-3.24117e-17j -1.62994e-17+2.34497e-17j -1.69712e-17+2.3369e-17j 5.43707e-17-6.20661e-17j -1.70757e-17+1.718e-17j 4.04681e-17-5.1475e-17j -2.65136e-17+1.67344e-17j 2.82733e-18-2.87673e-17j 4.08469e-18-2.27332e-17j -5.91346e-17+8.43319e-17j 7.46449e-18+1.46633e-17j 2.01423e-17-5.54722e-17j 8.23388e-17-8.51044e-17j -4.84668e-17+3.75225e-17j 2.18126e-18-7.66093e-18j 3.53824e-17-2.42256e-17j 3.1855e-17-5.96093e-17j -9.86069e-18+9.32667e-20j 8.58939e-18-3.16573e-18j 1.57571e-18-6.35353e-18j 1.09624e-17-2.35852e-18j 1.56201e-17-2.2888e-18j 4.88428e-17-5.81206e-17j 2.82562e-17-3.87626e-17j -4.42131e-17+3.81171e-17j 1.16143e-17-3.51785e-17j -1.9063e-18-4.44614e-18j 3.92725e-17-1.9174e-17j -2.18251e-17+5.70828e-17j -6.67333e-17+7.8497e-17j -3.31535e-17+3.1005e-17j 1.33219e-17-2.40113e-17j -8.36876e-19+1.07772e-17j 2.47029e-17-2.96336e-17j -1.37482e-17+3.46742e-18j -4.23286e-19+3.78778e-17j 3.81741e-17-5.85978e-17j -2.14645e-17+1.81324e-17j -3.91116e-17+5.41369e-17j -2.27296e-17+7.82089e-18j 1.05721e-16-1.09619e-16j -6.12805e-17+9.23486e-17j -1.05078e-17+5.01456e-18j -1.69852e-17+3.34031e-17j 3.3001e-17-4.06287e-17j -4.13862e-17+5.83579e-17j -5.40945e-18+1.23521e-17j 1.3126e-17-1.62561e-17j -2.66595e-17+3.28063e-17j 8.14933e-17-8.99474e-17j -3.82946e-17+5.14907e-17j -3.24739e-17+4.39552e-17j 3.10032e-17-3.58629e-17j -5.22555e-17+5.86517e-17j 4.08809e-17-5.05125e-17j 5.02835e-17-5.28985e-17j -3.83719e-17+3.45159e-17j -6.58863e-17+7.28124e-17j 6.86111e-17-7.69937e-17j -2.56745e-19-1.63875e-19j 8.94555e-17-9.95542e-17j 3.20652e-17-3.58507e-17j -6.62308e-17+7.62721e-17j 3.26611e-17-3.72258e-17j 
1.18034e-16+3.21747e-17j 2.46535e-16+6.82967e-17j 1.11041e-16+2.90537e-17j -3.38615e-16-8.78472e-17j 1.21863e-17+3.75674e-18j -2.33793e-16-6.02512e-17j -2.41317e-16-6.04987e-17j -1.93411e-16-3.3981e-17j -1.618e-16-2.92691e-17j 5.50767e-17+2.11761e-17j 5.86058e-17+2.11032e-17j -2.03149e-16-5.60484e-17j 6.6582e-17+1.55143e-17j -1.44856e-16-4.64842e-17j 1.15336e-16+1.51119e-17j 2.01459e-17-2.59781e-17j 6.46645e-18-2.05291e-17j 2.00715e-16+7.61553e-17j -5.57676e-17+1.32416e-17j -3.62054e-17-5.00938e-17j -3.18336e-16-7.68529e-17j 2.02498e-16+3.38845e-17j -1.93227e-18-6.91815e-18j -1.51639e-16-2.18768e-17j -9.10708e-17-5.38298e-17j 5.0266e-17+8.42238e-20j -4.00765e-17-2.85879e-18j -4.10597e-19-5.73751e-18j -5.31706e-17-2.12985e-18j -7.70509e-17-2.06688e-18j -1.79651e-16-5.24854e-17j -9.77511e-17-3.50043e-17j 1.80051e-16+3.44214e-17j -1.70379e-17-3.17677e-17j 1.50855e-17-4.01506e-18j -1.77587e-16-1.73149e-17j 4.28662e-17+5.15482e-17j 2.46552e-16+7.08862e-17j 1.32099e-16+2.79988e-17j -3.91894e-17-2.16832e-17j -8.68329e-18+9.7323e-18j -9.05742e-17-2.67604e-17j 6.60701e-17+3.13123e-18j -4.33829e-17+3.42053e-17j -1.24571e-16-5.29163e-17j 8.78589e-17+1.63744e-17j 1.34725e-16+4.88879e-17j 1.06721e-16+7.0626e-18j -4.08318e-16-9.89907e-17j 2.02039e-16+8.33947e-17j 4.76544e-17+4.52836e-18j 4.6612e-17+3.01644e-17j -1.19748e-16-3.66895e-17j 1.4127e-16+5.26997e-17j 1.27843e-17+1.11545e-17j -4.75138e-17-1.468e-17j 9.67556e-17+2.96255e-17j -3.08193e-16-8.12263e-17j 1.33733e-16+4.64983e-17j 1.13056e-16+3.96935e-17j -1.15272e-16-3.23858e-17j 1.96448e-16+5.2965e-17j -1.48122e-16-4.5615e-17j -1.93291e-16-4.77696e-17j 1.54539e-16+3.11693e-17j 2.4906e-16+6.57527e-17j -2.57953e-16-6.95286e-17j 1.50875e-18-1.47987e-19j -3.3732e-16-8.99018e-17j -1.20713e-16-3.23747e-17j 2.46661e-16+6.8877e-17j -1.22104e-16-3.36165e-17j 
0.00800113-1.35033e-15j 0.0166757-6.5967e-16j 0.00756703+1.28606e-17j -0.0230999+2.60202e-17j 0.000811768-3.59002e-18j -0.0159623+1.11925e-16j -0.0165316+6.03901e-17j -0.0137266+1.33844e-17j -0.0114554+8.38634e-18j 0.00353089-1.97719e-17j 0.00380412-1.07427e-18j -0.0137486-1.04997e-17j 0.00459997-2.64021e-18j -0.00958925+5.69888e-17j 0.00835485-5.57462e-17j 0.00239996+7.90796e-17j 0.00117102+2.89708e-17j 0.012901-2.95614e-16j -0.00471516-6.26728e-17j -0.00113213+1.16122e-17j -0.0219049+1.56664e-16j 0.0144272+2.96799e-16j 7.9092e-05-1.19229e-16j -0.0109186+2.65289e-16j -0.00522002-1.92346e-17j 0.00385494+1.35271e-16j -0.00298174-9.05094e-17j 0.000157069-2.36302e-17j -0.00401062-1.45534e-16j -0.0058454-2.09318e-17j -0.0120624-4.30285e-16j -0.00635147-2.54414e-18j 0.0126868-1.81087e-16j -0.000263446+1.9191e-16j 0.00128971+1.12532e-15j -0.01306-1.8539e-16j 0.00159552-3.05242e-17j 0.016592+1.57013e-16j 0.00921781-2.1202e-16j -0.00229494-2.40777e-16j -0.000986288-4.08837e-16j -0.00607163+7.28502e-17j 0.00496768-7.62519e-18j -0.00445371+1.76288e-16j -0.00782105+1.33609e-15j 0.00620461+9.63885e-17j 0.0087327+2.28865e-16j 0.00795826+4.15603e-17j -0.0280831+2.87563e-15j 0.0127646+5.51865e-17j 0.00350844+1.44436e-17j 0.00258583-9.88867e-18j -0.00798426+2.88501e-17j 0.00910976+1.02533e-15j 0.000614513-3.0732e-17j -0.00316398-2.23169e-15j 0.00645186+5.01608e-19j -0.0209828+1.31551e-16j 0.00873512-1.09441e-16j 0.0073719-8.77327e-17j -0.00778219+7.91179e-18j 0.0133357-7.88469e-17j -0.0098685+5.11091e-17j -0.0132642+8.04839e-17j 0.0108357-1.32996e-17j 0.0169532-7.11446e-17j -0.0175116+7.12483e-17j 0.000120655+5.74792e-18j -0.022933+2.48112e-17j -0.00820012-1.10946e-17j 0.0166663-4.93038e-16j -0.00826605+1.01839e-15j 
-0.00169432+2.41874e-16j -0.00372827+3.34306e-17j -0.00138369-4.82714e-17j 0.00408958+1.33891e-16j -0.000250199-5.37866e-18j 0.00275404+7.49471e-17j 0.00254991+8.42075e-17j -0.000467164+4.7466e-17j -0.000245075+4.69237e-17j -0.00185722-2.788e-17j -0.00172878-2.84298e-17j 0.00303248+9.10296e-17j -0.000499673-2.67706e-17j 0.00329053+6.82078e-17j 0.00117023+2.04572e-17j 0.00515737-4.98189e-18j 0.00376529+1.44382e-17j -0.00659235+4.13356e-18j -0.00412225+7.85248e-18j 0.00748153+1.86316e-16j 0.00285239+1.09226e-16j 0.000782139+1.33107e-17j 0.00113392+2.52552e-18j -0.00119098+6.07387e-17j 0.00632727+4.75685e-17j 0.00163532+1.73427e-17j -0.000820661-2.29984e-17j 0.000979534-7.469e-18j -0.00137661-3.58057e-18j -0.00217134-2.33636e-18j 0.0031871+1.54188e-16j 0.00284981+3.77536e-17j -4.75669e-05-1.8729e-17j 0.0049389+4.46175e-17j 0.00119005+8.66296e-16j -0.00283224+3.74348e-17j -0.00751462-2.06366e-16j -0.00417587-1.65905e-16j -0.000509924+2.7659e-17j 0.00246646-5.09335e-17j -0.00196942-9.25653e-17j 0.00165858+7.93253e-17j 0.0016267+1.41979e-17j -0.00734399-1.47531e-16j 0.00506959-4.7163e-16j 4.98456e-05-6.41339e-17j -0.00403911-1.41573e-16j 0.00228058+1.21987e-17j 0.00373033-2.0408e-16j -0.00780185-1.34988e-16j 0.000780432-1.66189e-17j -0.00369071-4.84578e-17j 0.00241946+5.8565e-17j -0.00448398-5.83079e-16j -0.00151092-5.57836e-17j 0.00098116+7.25611e-16j -0.00195155-5.3464e-17j 0.00394223+9.22555e-17j -0.00365809-5.31094e-17j -0.00315903-4.49456e-17j 0.00182152+4.76935e-17j -0.00271877-6.87706e-17j 0.00303289+6.2325e-17j 0.00192322+6.28844e-17j -0.000322128-4.48018e-17j -0.00320508-9.06389e-17j 0.00356669+9.55183e-17j 7.51347e-05-3.69885e-19j 0.00448767+1.38156e-16j 0.00164101+5.39265e-17j -0.00382458-9.64617e-19j 0.00181028-1.73616e-16j 
