0.226809+0.0483292j 0.0483153-0.22737j -0.272052-0.0834388j -0.0844777+0.282364j 0.161262+0.08844j 0.112405-0.191943j 0.0457332-0.0955408j 0.145299-0.0324903j -0.183054-0.027708j -0.0719595-0.0710226j -0.0376684-0.0904362j -0.00994005-0.0545164j -0.0480954+0.0153266j -0.0687706-0.0488721j 0.0708994+0.0506682j 0.0466836+0.0529653j -0.057145+0.0522922j -0.0307662+0.00788377j -0.00749884-0.0239567j -0.0190258-0.121558j 0.062282+0.00152831j -0.0282323+0.0191164j 0.00922328+0.0238855j 0.058583+0.0652028j 0.0271432+0.0837166j 0.0214391-0.0192426j 0.00081174-0.0124006j -0.0194478-0.0724343j -0.0387738-0.0471383j -0.0265226-0.0206739j 0.00812679+0.0249613j 0.0311977-0.0223438j 0.0184316-0.00735325j 0.038686-0.0161027j -0.0626369-0.0179116j -0.0454742-0.0412517j 0.032297+0.0269068j 0.0464546+0.0206438j 0.0190661-0.0301398j 0.0078401+0.0126753j -0.0308343+0.0615799j 0.0210269-0.130657j 0.0027704-0.0348436j 0.0320465-0.0784799j -0.016202+0.0112496j 0.0199526-0.0467394j 0.000351988-0.00305241j 0.00580954-0.0228453j -0.00614638+0.00126157j -0.0148663-0.0282413j -0.00969772+0.0089026j 0.00284057-0.0035776j -0.0184524+0.0326965j -0.0292249-0.0277686j -0.00708379+0.120013j 0.0260384-0.0259145j -0.0115626+0.0905252j 0.0833402-0.0480821j -0.0780572+0.0349157j -0.0292695-0.0135702j -0.0758586+0.031412j 0.0553367-0.0270256j -0.0537344+0.0415762j -0.111372+0.0230554j 0.0466065-0.0429981j -0.0999009+0.0264183j 0.0999514+0.0395734j 0.0740083+0.0119784j 0.117377+0.13138j 0.0212222-0.17036j -0.0539363+0.070508j 0.0993276-0.0879634j 0.152338+0.0650417j 0.0136161-0.226121j -0.215601-0.011353j -0.0228613-0.186233j 0.186024-0.022862j 
0.00124622-6.99511e-05j -3.15973e-05-0.00094626j -0.000728821-1.22909e-05j -9.58267e-05-0.000524728j 0.00103811+0.00201617j 0.00198335+0.000220501j 0.000205157+0.00238354j -0.00144056+0.00130139j 0.00152705-0.00178996j -0.00333426+0.00175174j -0.000459631-0.00045819j -0.00286412-0.00220223j -0.00155801-6.09864e-05j -0.000460767+0.00215099j -0.00324397-0.000651223j -0.000638288-9.49588e-05j 0.000703186+0.000111194j -0.000719393+0.00476104j 0.00343437+0.00118269j -0.000144882-0.000873391j -0.0012577-0.000470064j -0.00110444+0.0001634j -0.000979941-0.00213776j -0.000971327-0.000631206j 0.000649065-0.000814447j 0.000259794+0.000423421j 0.00298892+0.000910324j -0.00133933+0.00128384j -0.00010009-0.000829986j 0.000430854-0.00245254j -0.00192833-0.00179573j 0.0013026+0.00128171j -0.000415625+0.00140893j 0.000176419+0.000751586j 0.00482217-0.00116371j 0.0042254-0.00158334j 0.00154969+0.000701981j -6.31061e-05-0.00185205j 0.000293992+0.000954288j -0.000771026-0.00095448j 0.00109914-3.93706e-05j -0.00285229-0.00298939j -0.00371606+0.000188772j -0.0029065-0.00125991j -0.000910224+0.00538932j -0.0023496-0.0015236j -7.83412e-05-0.00115009j 0.00056199-0.00164495j -0.000922429-0.000505143j -0.00123265-0.000241565j 0.000182803+0.00107813j 0.000641464+0.00144859j 0.000600277+0.00272001j -0.00025275-0.00132469j 0.00114601-0.0023277j -0.000562492-0.00125031j -0.0011798+0.00046098j -0.00350713-0.00179537j -0.0027499+0.0012166j 0.000202236-0.00371393j -0.00402037+0.000108911j 0.00420353-0.00130094j -0.0043495-0.00266529j 0.000423505+0.000817897j -0.00133239+0.00164504j 0.000768231+0.00311214j -0.000631664-0.000225144j -0.00234109-0.00240856j -0.00330097-0.00116658j 0.000827753+0.000575136j -0.00196262-0.0033459j -0.000900488+0.00177965j 0.00205915+0.00175163j 0.000543914-2.86888e-06j 0.000560348+0.000324637j -0.00141097-0.000286746j 0.000428755-0.00143266j 
-5.00098e-05-0.000720825j -0.00091723+5.56725e-05j 0.000804724-0.000804148j -0.000535664-0.000211061j 0.000921663-2.64678e-05j 0.000215574-0.000866427j -0.000650793+0.000730377j -3.736e-05-0.00114557j 0.000109013+0.000651305j 0.00289578+0.000543308j -0.00156158+0.00159509j -0.000858307-0.000707763j 0.00104588+0.000518606j -3.92412e-05-0.0011569j 0.00150398+0.00109826j -0.00134107-0.00113875j -0.00140985+0.00200923j 0.000345352-0.00226414j -0.00239461-0.00181662j -0.000485021+3.12559e-05j 3.66187e-05-0.000451256j 0.000254864-0.000850779j -0.00202788+0.00242254j 0.00124722-0.000503309j -5.52022e-05-0.000917254j -0.00129879+0.00106588j -0.00196288-0.00174732j 0.00100873-0.000919946j -9.30802e-05-0.000582016j 0.000343895+0.00168725j -0.000295546+0.000678713j 0.00149737+2.95064e-05j -0.0013995-0.00158163j 0.000113919+0.000241154j -0.000975201-0.00113267j -0.00233664-0.000793797j -0.0011913+0.000139419j 0.000441587+7.02771e-05j 0.00016724-0.00155482j -0.000383384+0.00118211j -0.00177714-0.000905494j 0.000513193+0.000516491j 0.00132147-0.000936174j 0.000466409+0.00103233j 0.00124805-7.675e-05j -0.00178964+0.000744233j 0.000232261-0.000790662j 0.00101176+0.000232143j 0.000246179-0.000136957j -4.37905e-05+0.00106746j 2.84291e-05+9.3351e-06j 0.0014075-0.00175814j 0.000535554-0.000533143j -0.000154345+0.000136412j -0.0011184-0.000408555j 0.000317967-0.000114287j 0.000809079-0.000146456j 0.000204278+6.38958e-05j -0.000129417+4.85827e-05j -0.00101233+0.00262918j 0.00188724+0.00072322j -0.000758871-0.00099233j 0.00180526+9.36698e-05j -0.000307305-0.00207373j 0.00150376-0.00228127j -0.000172836-0.000899557j 8.78099e-05-0.00172965j 0.00376891+0.00190764j -0.000237885+0.00166931j 0.000113759-0.000671869j -0.0011051+0.000265243j 1.13883e-05+0.00120719j -0.000937796-0.000155303j -0.000672394+0.000574679j 0.000433753+0.000476976j 0.000178121+0.000124651j -7.69055e-05+0.000198168j 
-0.000514148+0.000913548j 0.000722787+0.000719738j -0.000494285-0.000503551j 0.00033885+0.00024399j 0.000201798-0.00114533j -0.00115979+0.000216809j 0.00183752-0.00101609j 0.00118371+0.00167589j 0.00238452+0.000619455j 0.000412921-0.00141243j -0.000870244+0.00206456j -0.00124468-0.00070601j 0.000628654+0.000757617j -0.00211707-0.00132398j 0.00176383+0.00143416j -0.00128213+0.000568201j 0.00218167+0.00112793j 0.000558474-0.000320987j 0.00192763+0.00140674j 0.00121606-0.00025865j -0.000831758-0.000366054j -0.00127592+0.00102548j 0.00176185-0.00124153j -0.0012622-0.0036851j -0.00221011-0.000944713j -5.52629e-05+0.0019175j 0.000548808-0.00039137j 0.00136065+0.000733414j 0.00235371-0.000148425j 0.00175925+0.000212187j -0.00112987-0.00101161j -0.000575538-0.0017172j -0.000535782+0.00220252j -0.000857101-0.00164827j 0.000956924-0.00161216j -0.00274447-0.000235809j 0.00288673+7.48535e-05j -0.000407513+0.00070303j 4.17035e-05-0.000490363j -0.00143657+0.000804126j 3.41115e-05+0.00299209j -0.00111128-0.000500536j -0.000730931-0.00157175j -0.00193537+0.000569306j 0.00128051-0.0004765j -0.00122325+0.00208988j -0.00195785+0.000837983j -0.000132309-0.00132252j -0.00118018+0.00237039j -0.000750012-3.62257e-06j 0.00130146-0.000553346j -0.00248219+0.000941876j 0.000952062-0.000489877j 0.000265152+0.00209346j -0.000557677-0.0016035j -0.000893476-0.000694477j 0.00120976-0.00260763j -0.00203074+0.000347864j 0.000506039+0.00214688j 0.00181621+0.000416314j -0.00188374+0.000601989j -0.000281541-0.000392947j 0.000338213-0.000441686j -0.000756044+0.000144652j 0.000238415-0.00171165j -0.00189226+0.00032908j -0.00143596-0.00039617j 0.00178196-0.000333243j -0.00157901-0.000610753j -0.000199091-2.46698e-05j -0.000260003-0.000579842j 0.000838932-0.000167403j 0.00199186+0.00243686j 0.000566019-0.000322397j -0.000143076-1.41626e-05j -0.000141838+0.00102777j -0.000896747-9.59172e-05j 
-0.000122908-0.00086758j -0.000648269+6.7211e-05j -0.000406902+0.00141858j 0.00104287+0.00104087j 0.000880394-0.000196022j 0.000769184-0.0018157j 0.0025122+0.00034966j 0.000116215+0.00099649j -0.00148402+0.000178757j 0.00268572-0.0016686j -0.000324555+0.000439915j 7.90419e-05+0.0015093j -0.00158573-0.000849988j 0.00229082+0.000694637j -0.00245475+0.00127976j 0.00105599+0.00293559j 0.00152352-8.40067e-05j -0.000166713+0.00102679j -0.00325078+0.00094682j 0.00141206+0.00127089j 0.000412361+0.000516976j -0.000624703+0.00163426j 0.00164451+0.00372775j 0.00287495+0.00275675j 0.000954256-0.00331699j -0.000708291+0.000398155j -0.00159834+0.0018985j 0.000548593+0.00299759j -0.00178144-0.000343405j -0.00174749-0.000160898j -0.00205696+0.00285151j 0.00175503-0.00178279j 0.00223505+2.2304e-05j 0.00342695+0.00170203j -0.0011364-0.000436789j 0.000241294-0.00378218j -0.00283209+0.0018973j -0.000759111-0.000487826j 0.00154606-0.000165122j 0.00219795+0.000243419j -0.00218252-0.00283257j -0.000890188+0.0018678j -0.00165897+0.000651537j 0.00109338-0.000432388j 0.00121835+0.00135891j 0.000576735+0.000588439j -0.00235316+0.000495135j -0.000205003+0.00016017j -0.00168075-0.00244867j 0.00232729+2.68051e-05j 0.000496856-0.000603652j 0.00283895-0.000955945j 0.000958213-4.62652e-05j 9.56197e-05-0.00167873j -0.00189182-0.00179049j 0.000881299-0.00174995j 0.000361904+0.00138272j -0.00186075+0.000600434j 0.000662368+0.000985918j 0.000608868+0.00277897j 0.00119036+0.000571395j -0.000556092+0.000608383j -0.000639715+0.000319027j 0.000625057+0.000379026j -0.00203265+0.00289786j 0.000890675-0.00190226j -0.000510302+0.00191114j -0.00259755-0.000497722j 0.00230839+0.000949613j -0.000307278-0.000295852j -0.00120394+0.00355768j 0.00271249+0.00146507j -0.00256009-0.000888206j -0.0011523+0.000790932j 0.000597394+0.000539883j -0.00016336-0.000220886j 9.9504e-05-0.000259332j 
-0.000618399+0.000193455j 0.000260816+0.000982033j -0.00107528-0.000422013j 8.70413e-05+0.000738848j 0.000337983-0.000701592j -5.2978e-05-0.00020548j 0.00059405+0.00183908j -0.00134866-0.00126929j 0.000966985-0.000633366j 0.00154317-0.00163119j -0.00162724+0.0033049j -0.00386232-0.00175967j -0.00251745+0.00224438j -0.0015532+0.00169512j -0.000977601+0.00331654j 0.00195354-0.000524684j -0.00313977-0.000455463j 0.00454645+0.00403632j 0.00393339-0.00159462j -0.000798115-0.00144401j -0.00322735+0.00311841j 0.000581231+0.000106745j -0.00178967-0.0013506j -0.00100125+0.00160704j -0.00111904-0.00141408j -0.00181959-0.00194275j 0.00177149-0.00170362j 2.55737e-05+0.00148278j 0.000549051+0.00113365j -2.83743e-05+0.000744286j 0.00114491+6.42275e-05j 0.000255764+0.000168516j 0.00146147-0.000407133j 0.00192806-0.00284658j -0.00171573-0.00208536j 0.000862226-0.00078586j 0.000483314-0.00027719j -8.11615e-05-0.000276092j -0.000866136-0.00026298j 0.00113875-0.000828143j -0.000342219+0.000769057j -0.00131796-0.00106798j -0.000418844-0.000270142j 0.00164124+0.00279814j 9.30597e-06+0.00233562j -0.000131208+0.000800282j -0.000911469-0.00136241j 0.000802492+0.000841375j 0.00148438-0.000633141j 0.000783751-0.000749034j -0.00200537-0.000303432j -0.000201966+0.000258873j 0.00138345-2.9289e-05j -0.00205515+0.00190898j -0.0023908-0.00206734j -0.00222337+0.000516442j -0.000137321-6.0014e-05j -0.00363565-0.000724149j -0.000669533-0.00209561j -0.00252788-0.00135672j 0.000173924-0.00117408j 3.45763e-07-0.00441793j -0.000158532+0.00152964j 0.00255364-0.00174884j 0.000851686+0.00213231j -0.00111461+0.00520258j 0.00282883+0.00076018j -0.000542229+0.00139118j -0.000979015-0.000281643j -0.000784447-0.00244382j -0.00271256-0.000690486j -0.000601731+0.000387024j 0.00227065-0.000629439j 0.00102994+0.000887334j 0.00117791-0.000933922j -0.000178725+0.000262732j -0.000189236-0.000308292j 
-2.43674e-05+0.000219207j 0.000141327+2.29794e-05j -0.00012617+0.00014592j 0.000407065+0.000299558j 0.000119948-0.000659761j -0.00053687-9.23508e-06j 0.000246596-0.000320912j 0.000657251+8.06185e-05j -0.000215349+9.72189e-05j 0.00122664-0.000819222j -0.000510664-0.000239416j 0.000618693-0.000135035j -0.000216541+0.000499424j -0.000191568-9.65852e-05j 0.000186289+0.000908178j 0.000344239-0.000110468j -0.000952152-0.000258305j 0.000571562+0.000727515j 0.00177766-4.55366e-06j -8.90085e-06-0.000321579j -0.000369801+0.000190515j 0.000303828+0.000845721j 0.000687359-0.00127722j -0.000125371-0.000231183j -5.55711e-05-0.00018088j -0.000412976-0.000229719j 0.00111641-0.000551808j 0.000337617+0.000256537j 0.000572313+0.000593462j 0.00043837-0.000343795j -0.000423517-0.000275049j -0.000659189+0.000290987j 0.00124225+0.000772288j 0.000161-0.000487995j -0.000589965-0.000675045j -9.06176e-05-0.000472756j 0.000236688-0.000296314j -0.000272252+0.000642751j 0.000249623-0.00017271j -0.000192448-0.000287916j 1.84716e-05+0.000192456j 0.000709985-0.000478157j -0.000166739+0.000133891j 0.000163715+0.000307882j 0.000288772-0.000226725j 0.000428719-7.01869e-05j -0.000372627+0.000341245j -0.000697462-3.77365e-05j 0.000298334+3.39426e-06j 3.64077e-05-0.00083608j 0.000221143-0.000223668j -0.000460947+0.000769793j -0.000341149-0.000468874j -0.000579698+0.00122772j 5.58564e-05-0.000752203j -0.0004991+6.15736e-05j 0.000270719-0.000738306j -0.000304661+0.000338575j 0.000358905-0.000257725j -0.000438217-0.000580865j -3.54692e-06-0.000525382j -0.000595021-0.000509005j 0.000213847+0.000889279j 0.000643281+0.000359272j 0.000148327+0.000469601j -0.000586755+0.000388239j 0.000465283+0.000202126j -0.000513947+0.000388632j -1.9341e-05-0.000679962j 8.28377e-05-0.000296438j 0.000384293-0.000483117j -0.000196152-0.000671317j 0.000719788+0.000487492j 3.25163e-05-0.000370055j -0.00035955+6.70599e-05j 0.000325024-3.91449e-05j 5.7973e-05+0.000357892j 
0.000397238+0.00132009j 0.00120689-0.000466345j 0.0017291-0.00110008j -0.000320478-0.00173721j 0.00121342-0.00061903j -0.00105901-0.00182959j -0.00126993+0.00174702j -0.00177919-0.000523695j 0.000922576-0.00121222j 0.00105856-0.00103825j 0.00148901+0.00126253j -0.00105202-0.00142076j -0.00249849+0.00184354j -0.00122144+0.000967598j -0.000182753+0.000255565j -0.000493508-0.00362714j -0.00191912+0.000534277j 0.00235438+0.00123066j -0.00119215-0.000997922j -0.00238689+0.00111103j 0.00249362+0.00241049j 0.000755969-0.002076j -0.00262228+0.00109515j 0.0015885+0.00110792j -0.000893101+0.000694263j -0.00336416-0.00119266j 0.00114305+0.000152346j -0.00122408+0.000748794j 0.00133884+0.00119434j -0.000214948+0.000854549j 0.00331181-0.00283662j -0.000240482+4.63695e-05j -0.00152865-0.00247139j 8.44922e-05-0.00357848j 0.000401824+0.00417179j 0.00307773+0.00118595j -9.60705e-05+0.000479366j 0.000327188-0.00119982j -0.00177171+0.00294293j 0.000726379-0.00110257j 0.000106753+0.00172782j 0.000567107-0.000941554j 0.00035683-0.0020996j 0.00490766-0.00222693j -0.00141908+0.00239204j 0.000895695-0.00229018j 0.00103645-0.00131102j 0.0025271+0.000746304j 0.000543404-0.00173957j 0.000337524-0.000288225j -0.00108618+0.00257472j -0.00117013-0.0011355j -0.000775535+0.000303716j -0.00104044+0.000231312j 0.00106714+0.000547433j 0.000958881+0.00327781j 0.00130179+0.00215897j -0.0010588+0.000120833j -0.00139089+0.000157566j -0.000763326+0.000156106j 0.000132262-0.00364365j -0.00215889+0.000257374j -0.000387622+0.000362629j -0.00101289-0.00140182j 0.00176345+0.000680227j 0.000799983+0.00383919j 0.00563734-0.00254536j 0.00174208+0.00124051j 0.000809487-0.00075023j -0.000372248+0.000307657j 0.00114241-0.000886218j -0.000920585+0.00123634j -0.00342781+0.0011765j 0.000890721+0.000570729j -0.000246542-0.000639776j -0.000708601-0.000974808j 0.000912687-0.000620239j 
0.000722381+0.000310177j 0.000583867-0.000804189j -0.000414779+0.000261838j -0.0003316-0.000175609j -0.0016954-0.000167491j -0.000255934+0.00131897j -0.000532841-0.0013015j 0.00129897-0.000123334j -0.000578494-0.0027785j -0.000995333+0.000419676j 0.00219037-0.000459054j -0.00232207+0.00130701j -0.00167757+0.00289071j 0.00187038+0.00360395j -0.00177819+8.47804e-05j 0.00274234+0.00147225j 0.00110154-0.003312j 0.000728991+0.000317647j 0.0016122+0.00200666j 0.000333931+0.000714809j 0.00234815-0.000973061j 0.000674977-0.00010617j 0.00146135-0.00101985j -0.00225213+0.00226323j 0.00114369+0.00165359j 0.00129867-0.00144109j 0.00114397+0.000461205j -0.000212447+0.00213292j 0.000368611-0.000775285j -0.000221236-0.00162023j -0.000223446-0.00135804j -0.00178887-0.00168482j 0.0015371-0.00122697j -0.0023367-0.000249627j 0.000700467-0.000134626j 0.00123166+0.00089717j 0.00120014-0.0019052j -0.000889671+0.000847148j 0.00134539+0.00273317j 0.00183076-0.00199771j 0.00415248+4.19684e-05j -0.000106106+0.000890811j -0.00155722+0.00078173j 0.000409993-0.00196933j -0.000851839+0.000271387j 0.00135546+0.00129909j 0.000470753+0.00032649j -0.000124023-0.000123519j 0.0028184+0.00142826j -2.45629e-05-0.000700678j -0.000676857-0.00043238j -0.00107302+0.00219909j 0.00324224+0.000698757j 1.88448e-05-0.00117009j -0.000207298+3.28556e-05j 0.00123982+0.000809146j 0.000406109-0.000251217j 0.000739082-0.00100318j 0.00232159-0.00184446j 0.000263611-0.00336809j -0.000759404+0.00310393j 0.00292286+0.00136469j -0.00100339+0.000188731j 0.00116986+0.00287136j -0.00168114+0.00303288j 0.00238816+0.0019831j 0.00214562+7.41045e-05j -0.0027919-0.00108554j 0.00141002+0.000588908j 0.00054899+0.000320569j 0.000321078+0.000640346j 0.000923294-0.000618118j 0.000254203-0.000132747j 0.000629687-0.000741798j -0.000563381-0.000664138j -7.21924e-06+0.000196704j -0.000281537-4.72024e-05j 
0.000695707-0.000341592j -0.000317576-0.000556428j -0.00124952+0.000504987j 0.000179589+0.00116614j -0.000687791-0.000498961j -0.000327776+0.00140774j 0.00156124+0.000558115j 8.19849e-06+0.00128496j -0.000912583+0.000619146j 0.00106044+0.00111851j -0.00171958-0.000544121j -0.00135255+0.000191739j -0.000246209+0.000698914j 0.00039089+0.00175564j -0.000786681+0.00160283j -0.00160461+0.00226197j -0.00141453+0.00207574j -8.23996e-05+0.000570495j 0.0003382+0.000260288j -0.000490487-0.000841756j 0.00136214-0.000531429j 5.94069e-05+0.00196691j 0.00197894+0.00214659j 0.000306197-0.000153041j 0.00155766-0.000232059j -0.000906005+0.00111222j 0.000652782-0.00164055j -0.000522712+9.29752e-05j -0.00041625-0.00106893j 0.000662534-0.000780863j -0.00282038-0.00143227j 0.00124008+0.00143519j 0.00184682+0.00107481j -0.000374592+0.0013566j 0.000570597-0.00268693j -0.000361016-0.00360644j -0.00209619+0.000689121j -0.00105779+0.00106754j 0.000861141+3.08694e-05j 0.000432657+0.00023212j -0.000767079-0.00117616j 0.00115557-0.000421163j -0.00205831+0.000203647j -9.18715e-05-0.000991438j 0.000554275+0.000728296j -0.00237597+0.000641308j -0.00122704+0.00091555j -0.000298776-0.000107957j 0.000441144-0.000304044j -4.78076e-05-0.00122621j 0.0012572-0.000752205j 0.00104509+0.00041438j 0.000792309+0.00119461j 2.55406e-05+0.000700925j 0.000103364-0.00161686j -5.79206e-05-0.00112894j 0.000859967-0.000140425j 0.000505316-0.000758456j 2.39402e-06+0.000228269j 0.000105109+0.000150793j -0.00162503+0.000798908j 0.000450249+0.000154308j 0.000478655-0.000143986j 0.000414214+0.000783483j -0.00073178-0.000571177j 0.000898435+0.000967294j -0.000812799-0.00087071j 0.000485597-0.000501634j -0.00102168+0.000876493j -6.92423e-05-0.00023926j -0.00127431+0.000195586j 0.000971067+0.000231736j 0.00175121+0.00069269j 0.000755829-0.000551799j -0.000147646-0.000581105j -0.000427377+0.000311452j -0.000251059-0.000471172j 
-0.000205986+0.000401075j 0.000273031+0.000230764j 0.000979878-0.000573311j -0.000217239-0.00161054j 0.000968779+2.53533e-05j -0.000300979-0.000729136j -0.0015019+0.000125876j 0.000259069-0.000823789j 0.000618025-0.00149857j -0.00175425+0.000672061j 0.000223352+0.000435003j -0.00244579-0.00113367j 0.000545529+0.00257003j -0.000145934-0.000403042j 0.000404234+0.000248492j -0.000129203-0.00233011j -0.000924521+0.000241518j 0.000684983+8.35245e-05j 0.00139802-0.00027096j -5.72239e-05-0.00060764j 0.000581598-0.00025057j 0.000940635-0.00170705j -0.00135208-0.00140777j -0.0010164-0.00241684j -0.00114775+0.000911103j 0.00106363-4.28279e-05j 0.00145192-0.000757749j 0.000978165-0.000825147j 0.00120129+0.000908333j 0.00102933-0.000746122j 0.0019493-0.00063293j -0.000808387-0.000903699j -0.00172608-0.0020794j -0.00171568-0.00146533j 0.000910908-0.000777979j -0.0012656+0.000279679j 0.00274909-0.000720831j -0.00067898+0.000870762j -0.000726792-0.00141805j -0.00131345-0.0017821j 0.000387506+0.00196308j -0.000970539-0.000826205j 0.000882594-0.000170555j -0.000882208+0.000111916j 0.00143465+0.000660039j -0.00195902+0.000805031j 0.000800572-0.000565264j 6.18891e-06-0.000614819j -0.000113299+0.00207277j -0.00165318-0.000340695j -0.000645433+0.00130275j -0.00117971-0.00112493j 0.00234241+0.000656955j -0.000736875+0.000377616j -0.000913524+0.00105632j -0.00130924+0.000923302j -2.42118e-05-0.000256391j -0.000244397+0.000572439j -0.00166883-0.000445346j -0.000613026-0.00118168j -0.000282435+0.000904478j 0.00111853-0.00156969j -0.00103779-0.000685393j -0.000577384-0.000449889j 0.00158271-0.000409333j 0.000124035+0.00178644j 0.00141591-0.00140943j 0.00110837+0.000799427j -0.00211067-0.000211536j 0.000583271+0.000459556j -0.000157769-0.0016524j -0.000305794+0.000585561j 0.0007291+0.00177473j 8.03732e-05-0.000547925j -0.000422306+0.000447096j -1.91077e-05+0.000331159j -0.000247411+6.30375e-05j 
0.00034374-0.00062286j -0.00036479-0.000149572j 0.000244313-0.000189411j -0.000479182-0.00065279j 0.00261155-0.00102431j -5.76628e-06-0.00242205j 0.00144671+0.000741889j -0.000321413+0.00174647j 0.00202653-0.00171j 0.000501401+0.00203979j 0.000414481+0.00150901j -0.00128828-0.000483046j -0.0028708-0.00294203j -0.00212096+0.00208576j -0.00134484-0.00195911j -0.00151527+0.00281795j 0.00419531+0.000843732j -0.000437293+0.00202875j -0.00374689-2.54592e-05j -0.00156501-0.000214583j 0.000802456+0.00286278j -8.71636e-05+0.00114091j -0.000886097+0.00310953j -0.00144222-0.000357723j -0.00157659+5.8302e-05j 0.00132183+0.000388137j -0.000683084+0.00145128j -0.00207227-0.000174874j -0.000874552-0.000730191j -0.000325711-0.000474077j 0.000619604+0.00132857j 0.00275728-0.00185894j 0.00122603+0.00153511j 0.00229604-0.000560723j -0.000309543+0.000197927j 0.00056717+7.20119e-05j 0.000436458+0.000971636j -0.000508682-0.00202483j -0.00264911+0.00126421j 0.0020283+0.00260415j -0.000810475+0.00199317j -0.00197761+0.00148036j -0.00154516-0.000188011j 0.00247415+0.00147079j 0.00061646+0.000708101j -0.00108301+0.00112845j -0.000139832+0.000476878j -0.000243553-8.49601e-05j -0.00132709+0.00135203j 0.00115195+0.00177757j 0.000322523-3.20283e-05j 0.000357504-0.00174916j -0.000615107+0.00254422j 0.00054419-0.00206736j -0.00025507-0.000321623j -0.000714176+0.00158326j -0.000585035+0.00252378j -0.000213961+0.00219446j 0.00124416+0.0036976j 0.00193248+0.000634859j -0.00128101+0.000425603j -0.00173879+0.000885445j -0.00251166-0.00039969j -0.00300324+0.000789899j -0.00297998-0.000854281j -0.000442794+0.00147414j -4.7787e-05+0.00302955j -0.000330332-0.00254647j -0.000297578+0.00325789j -5.00357e-06+0.000488415j -0.00187875+0.00152864j 0.00113066+0.00189124j -0.000633998-0.00162138j 6.69283e-06+0.000705592j 0.000937271-0.000321758j -0.000131366-0.000229076j 0.000217115-0.000293788j 
-0.00240906-8.21706e-05j -3.25609e-05+0.00207253j -0.000479641+0.000111754j -0.00131687+0.00101677j 0.00196787+0.00151209j 3.83434e-05-0.00124634j -0.000469588+0.000924028j -0.000768661+0.00120029j -0.00134866+0.000519309j -0.00280877+0.00658008j -0.000170977-0.00584311j 0.00185375+5.3226e-06j -0.000595197-0.00178097j 0.00229312-0.0021682j -0.00430121-0.000742335j 0.000152499-0.00013411j -0.000373767-0.00265899j -0.00103637+0.000163128j -0.00213849+0.00203906j 0.00260627+0.00167216j -0.00272551-0.00274727j -0.00307213-0.00264804j -0.000964522+0.00231312j 0.00206674+0.000178757j 0.00266739+0.000770493j 0.00218006-0.00387618j -0.00156802+0.00209971j -0.00152711+0.000306582j -0.00265032+0.00362093j -0.00262597+0.00354823j 0.00405123+0.000936005j -0.000206994-0.000453639j -0.00454049+0.000756906j 0.00101254+0.0018656j 0.00328836+0.000217774j 0.00239822+0.000387137j 0.00034188-6.02415e-05j -0.000984566-0.00182686j 0.00132106-0.000683154j -0.000892384+9.4195e-05j -0.00161358-0.00185007j -0.000504424+0.00146205j 0.0059338+0.000349638j -0.00384768+0.00107264j -0.000528323-0.000823307j -0.000714139-0.00221822j 0.000927803-0.00430776j 0.000508401+0.000248139j -0.00248274-5.93042e-05j 0.00111958+0.00186735j 0.000345731+0.00138666j -0.00115053-0.00335204j 0.000738869+0.00178143j -0.00279228-0.00283814j 0.00397518+0.00320852j 0.00104427-0.00218645j 0.000623012+0.00296666j 0.00255295-0.00236823j -0.000756033-0.00161596j -0.00191571+0.000667158j 0.000912633-0.0003079j 0.00316834-2.22336e-05j -0.00031941+0.00189213j -0.000309789+0.000677868j 0.0006289+0.000196276j -0.00162947-0.00385795j -0.00167616+0.00164447j -0.00293913+0.00124527j 0.000714437-0.00211743j 0.000694345-0.000749405j -0.000107553+0.000159157j 0.00039737+0.000768051j -0.00242528+0.000886463j -0.000855712+0.000935038j 0.00063663+0.000788941j -9.3669e-06-0.00103047j 0.000909123+5.40683e-05j 
