-0.043496+8.82053e-14j 0.337882+4.52555e-14j 0.0836882-1.4006e-16j 0.0138274+4.09281e-16j -0.0783443-1.83384e-16j 0.150259+3.2733e-15j 0.138252+7.919e-16j 0.0934535-1.9527e-14j 0.140513+2.72671e-14j -0.16766-1.61916e-14j 0.0102258+1.49746e-15j 0.0730987-1.51213e-15j -0.0274768+5.59608e-15j 0.0844489-1.14539e-14j -0.00881236-3.26075e-15j 0.0551827+2.14551e-16j -0.0815278+1.20863e-14j 0.0572761-2.91228e-15j 0.0710196-4.08895e-15j -0.0652591+5.93666e-15j -0.0901408-3.73273e-17j 0.0143362+6.61554e-16j -0.0207489+9.70368e-16j -0.112549+1.53277e-14j -0.0177461+6.62994e-15j -0.086395-2.60674e-15j 0.0125042+1.14394e-15j 0.0641515+2.14938e-15j 0.00731123-1.31291e-14j -0.0283137+1.77361e-13j 0.0760706+4.56912e-13j -0.00983269+2.28539e-14j -0.00228125-8.61426e-16j 0.0486086-5.18834e-16j -0.080731-1.63448e-16j 0.0967054-1.19283e-15j 0.113742-1.38656e-16j -0.0546393+1.35373e-15j 0.117692+1.05885e-15j -0.115569-2.61282e-15j -0.117856+2.50436e-15j 0.103413-3.67906e-15j -0.000487702-3.9055e-15j -0.0252043+1.50883e-15j 0.00475457+7.81086e-16j -0.0130789-4.21465e-16j 0.065228+7.19531e-16j 0.0720814+1.66626e-15j 0.00870016+2.45398e-15j 0.00345791+3.82797e-16j -0.00637969-7.32103e-15j 0.0608497+5.65409e-15j 0.0385831+2.28728e-15j -0.00226103+2.27185e-15j -0.0367964+1.0675e-15j 0.00540622+1.17053e-15j -0.0362666+1.31475e-15j -0.0159652+4.89122e-16j -0.0328988-1.87502e-16j -0.0128586-4.41408e-17j -0.0678751-2.10684e-15j -0.0047768-1.90257e-15j -0.0666143-1.82944e-16j -0.0312247-7.42739e-16j -0.0613199-1.1297e-15j 0.085136-1.44518e-16j 0.0157165+5.418e-16j 0.066222+2.83784e-16j -0.126502-2.02155e-15j -0.0151979-2.01063e-15j 0.098215+4.60343e-14j 0.1196-1.37002e-13j 
0.0016233-2.52492e-16j -0.00517929+1.31888e-15j -0.000265874+1.33772e-16j 0.000403615-4.15182e-16j -0.00517795+6.19438e-16j -0.00239097+6.98368e-16j 0.00384095-7.99188e-16j -0.000181133+4.97462e-16j 0.00194045-3.82265e-16j 0.00323018-7.83046e-16j -0.00236818+9.87118e-16j 0.000326787-3.23801e-16j 0.00015452-1.76024e-16j -0.00461856+1.51254e-15j -0.00217718+4.19457e-16j 0.00350498-9.05976e-16j -0.00351156+9.91519e-16j 0.000193289-9.17173e-17j -0.00161466+4.02359e-16j 0.00403211-7.01347e-16j 9.25036e-05-5.22504e-16j -0.000577356-1.77836e-16j -0.00189894+7.22963e-16j 0.0034644-1.25084e-15j -0.00138671-3.59094e-16j 0.000365671+2.39445e-16j -0.00127253+6.50943e-16j 0.000390149+2.22025e-16j -0.00532159+2.93075e-15j 0.0036392-2.44251e-14j 0.00243175+1.40889e-14j 0.000528358-1.78939e-16j 0.00343332-3.01805e-15j 0.00178332-1.15212e-15j -0.00176323-1.06928e-15j -0.00529993+2.41571e-16j 0.0065602-2.41679e-15j 0.00652814-1.75248e-15j -0.00623502+6.18289e-16j 0.00492261-1.34249e-15j -0.00462109+6.59235e-16j -0.00776587+2.64898e-15j 0.000797276+3.21509e-15j -0.000426056+5.08047e-17j 0.000154453-1.05181e-15j 0.00388032-1.64952e-15j -0.00711722+1.3184e-15j 0.0065543-1.64013e-15j -0.00280933+4.51103e-16j 0.0126354-3.71103e-15j 0.00217395-3.8206e-16j -0.00204985+2.26926e-15j 0.00528461-2.02021e-15j -0.00356532+1.8183e-15j 0.00223869-9.30757e-17j -0.000504368+3.15833e-16j 0.000473555+1.06661e-15j -0.00669208+1.21296e-15j 0.00888642-2.79741e-15j 0.00593586-2.13088e-15j 0.00515993+2.11203e-16j 0.000894099+1.80851e-15j -0.000487226+3.49928e-16j -0.00270099+1.43339e-15j 0.00478762-1.03273e-15j -0.00479872+1.73639e-15j -0.00170888+4.20972e-16j 0.00111804+1.26368e-15j 0.00478504-1.19823e-15j -0.000995859+2.30677e-16j -0.00388889-1.98375e-15j -0.00524909+8.47787e-15j 
0.00332869+6.81496e-15j 0.0124614+2.88783e-15j 0.00221044-1.63051e-16j -0.00118889+2.41283e-16j -0.00683691-1.79467e-16j 0.00755605-1.21172e-16j 0.00304383+3.82457e-16j 0.00390198-6.81312e-16j 0.00450944+6.65812e-16j -0.00405454-1.77516e-16j 0.000195093-1.84568e-16j -0.00161898-2.81493e-16j 0.000841918-1.00368e-16j 0.00423938-9.59151e-16j 0.00264642-3.21861e-16j -0.000659529+4.91448e-16j 0.0016527-7.97646e-17j 0.00143096+1.60252e-16j 0.00278626+3.07014e-16j 0.000472008+3.42799e-16j -0.00080293+7.52656e-17j -0.00071537-1.00076e-16j 0.00185204-3.08719e-17j -0.0059392+1.38398e-15j -0.00581151+2.84138e-16j 0.0016902+3.35713e-16j 0.00137613+2.12551e-16j 0.00642688+2.77004e-16j 0.00375413+9.5022e-16j 0.00357324-2.00877e-14j -0.00538773-3.31927e-14j -0.00309988-1.75015e-15j 0.0011898-5.14898e-18j 1.5265e-05-7.72693e-17j -0.0134246+4.37369e-16j 0.00657739-1.17486e-15j 0.00661043+6.83124e-16j -0.00124449+2.50731e-16j 0.00876718-1.44833e-15j -0.0033904-6.90689e-16j -0.0101855+1.99721e-16j 0.00832418-1.53019e-15j 0.00386793+1.50515e-14j 0.00989148-1.04864e-15j -0.00775579+1.04797e-15j -0.00866731+4.13242e-16j 0.000365182+4.78354e-16j 0.00145724+3.95516e-16j 0.00825451+7.87705e-16j -0.0102485+2.1281e-15j 0.00161193-9.58159e-16j 0.0116028-8.11456e-16j -0.0115474+1.14561e-15j -0.000718987+8.69797e-16j -0.00760572+7.2729e-16j 0.000651173-5.16557e-16j 2.35044e-05-5.03121e-17j -0.00302123+3.45668e-16j -0.000876218+7.86771e-16j -0.0047313+1.00015e-15j 0.0109133-6.44128e-16j 0.00298146-1.78818e-16j 0.00173174-1.75286e-16j 0.0125027-1.29525e-15j -0.00568577+4.05199e-16j 0.0223762-1.13874e-15j 0.00996721-6.47608e-16j 0.00973695-1.46744e-15j -0.00242816-4.61346e-16j -0.00801619+3.75392e-16j -0.00138399+3.40826e-15j 0.00570943-1.03482e-14j 
0.00237807+1.40213e-15j -0.00445825-1.47418e-15j -0.0016078-1.02455e-15j -0.000909629-9.76832e-18j -0.00190336-8.72468e-16j -0.00668282-2.61057e-15j 0.00233472+1.08782e-15j 0.000611373-2.84471e-17j -0.00795148-3.378e-15j -0.00178475+4.63507e-18j 0.00207329-6.2688e-18j 0.000122295-7.43538e-17j -0.00180018-5.00334e-16j -0.000155488-3.1743e-16j 0.0021927+7.56099e-17j 0.00436417+1.66268e-15j 0.00620195+1.55821e-15j 0.000877896+4.80272e-16j 0.00121048+4.61604e-16j -0.00247684-8.92127e-16j 0.000244569+3.83368e-16j -0.00139941-1.00421e-15j -4.15967e-05-2.96241e-16j 0.000528146-4.99013e-17j 0.00373101+1.17473e-15j -0.000220893-1.20479e-17j -0.000192752-2.72104e-17j -0.00322045-1.12622e-15j -0.00547126+1.53614e-16j 0.00367719-2.35494e-14j 0.00696411+4.39521e-14j -0.00160077+1.52755e-15j -0.00108727+1.42158e-15j -0.00292833-7.28301e-16j -0.000509777-1.53436e-16j -0.0136649-4.33297e-15j -0.00672499-1.5184e-15j 0.00236662+1.43997e-15j -0.0160584-5.76454e-15j -0.000374577-1.1416e-16j 0.00924377+1.7841e-15j -0.00652801-2.44134e-15j 0.000690905+3.08463e-15j -0.00877076-2.30597e-15j 0.000471258+3.91222e-16j -0.00616941-1.54045e-15j -0.00257943-9.15165e-16j 0.000616974+7.36246e-16j -0.00555337-2.31884e-15j 0.00647751+3.15184e-15j -0.00662419-2.60787e-15j -0.003484-3.51723e-16j 0.0075096+3.03891e-15j 0.00728697+1.75679e-15j 0.00239333+2.35037e-16j -0.00132972-1.17295e-15j 0.00839834+1.61998e-15j 0.00531678+6.82225e-16j 0.00309877+1.54053e-15j 7.56728e-05+3.14436e-16j -0.00129001-5.58665e-16j 0.00951853+3.13909e-15j 0.00330353+9.90623e-16j -0.00359703-2.33133e-15j 0.00364317+1.91526e-15j -0.0067603-2.02287e-15j -0.00887469-3.46571e-15j -0.00110146-9.7947e-16j 0.00283779+1.16601e-15j 0.00351737+1.99727e-15j -0.00195469-5.67717e-16j -0.000963943+4.93011e-16j 
-0.00659866-2.24572e-15j 0.00203561-2.93518e-15j 0.0057403-1.67067e-15j 0.000359092+5.03053e-16j 0.00475211-1.30338e-15j 0.00893509-2.45891e-15j -0.00311187+7.59838e-16j -0.00162127+9.4654e-16j 0.00692547-8.62169e-16j 0.000568313-3.72486e-16j 0.00330617-1.49918e-15j -0.00247794+5.30309e-16j -0.00241363+6.96123e-16j 0.00296092-1.42772e-15j 0.00408272-1.3619e-15j -0.00171072+3.04481e-16j -0.001736+4.29474e-16j 0.000806114-4.14786e-16j 0.00279102-9.72604e-16j 0.00176412-2.48513e-16j 0.00112431-1.39743e-16j 0.00234308+5.87963e-16j 0.000807204+9.92679e-17j -0.000164402+4.69178e-16j -0.00326696+1.01086e-15j 0.000484891+7.84287e-17j -0.000775822+6.37326e-17j -0.00096086+4.33822e-16j 0.000883274-5.71914e-16j -0.000613534+3.81706e-15j -0.00219876-1.34756e-14j -0.00180534-3.63992e-17j -0.00261531+2.49153e-15j 0.00177288-3.29163e-17j -0.00198583+1.16606e-15j 0.00843741-2.56249e-15j -0.00314057+1.74994e-15j -0.00130232+2.09162e-16j 0.0105442-2.64023e-15j 0.00347523-1.40851e-15j -0.00254248+1.98432e-16j 0.00578265-2.59392e-15j 0.000610758+2.22988e-15j 0.00280215-9.53731e-16j -0.00456555+2.5476e-15j -0.00240724+1.10035e-15j -0.00146163+9.61659e-16j -0.0051307+1.59457e-15j 0.00445231-3.96876e-16j -0.00698801+3.15793e-15j 0.00121275-4.05721e-16j 0.00267209-2.21226e-15j -0.00353578+1.84268e-15j -0.00565839+1.9337e-15j 0.000268562+4.80891e-16j 0.00539357-2.11701e-15j -0.0017374+6.1101e-16j -0.00261723+1.01681e-15j -0.000288799+6.46166e-16j -0.00458537+2.05792e-15j 0.00556806-2.09798e-15j 0.000380037-1.48286e-15j 7.94006e-05-3.82628e-16j 0.00888567-3.58277e-15j 0.000161685-1.42622e-17j 0.00354717-1.73773e-15j 0.00883922-2.28096e-15j 0.0112611-4.11999e-15j 0.00404843-1.72012e-15j -0.00579076+1.48037e-15j -0.00123073+5.48657e-16j -0.000466346-5.78291e-16j 
0.00689579+7.69674e-15j 0.0065137+3.23686e-15j -0.000172119-5.32002e-16j -0.013294-2.95688e-16j -0.00140561-2.19007e-16j -0.000675203-9.26405e-16j 0.00229743+7.60295e-17j -0.00189418+1.307e-16j -0.00587581-1.54062e-15j 0.00155762+5.33012e-16j 0.00214254-3.30067e-16j 0.00524641+4.37162e-16j 0.00489915+1.26922e-16j -0.00210631-2.81621e-17j -0.00200862-5.11412e-16j 0.00363057+2.99005e-16j -0.000461621+4.2191e-16j 0.00212224+1.26524e-16j -0.00149169-1.82347e-16j -0.00205855-3.53929e-17j -0.00106721-1.17078e-17j -0.00976319-3.50908e-15j -0.0051706-9.42527e-16j -0.00120341+6.89261e-17j 0.00421005+4.34269e-16j -0.00649453-4.74523e-16j 0.00404438+2.85381e-16j -0.000778068-1.53867e-16j 0.0064086+2.70889e-15j 0.00629135-3.59049e-14j -0.000663631-4.20539e-15j -0.00150696-1.15896e-16j -0.00498745+3.5426e-15j -0.00612534+1.64391e-16j -0.0131574-2.71534e-16j -0.000416129-7.86596e-16j -0.000110999+1.05781e-16j -0.00133198+1.93573e-16j -0.000593046-9.75886e-16j 0.00432506-4.63333e-17j -0.0042942+2.2324e-16j 0.00975796-4.5132e-16j 0.00168579+6.31416e-15j 0.0070589-7.88569e-16j -0.0127206-2.92791e-16j -0.000547451+6.97353e-16j -0.00803395-1.76293e-16j 0.00696966+9.33307e-17j -0.00341508-9.85926e-16j -0.00740637+9.8132e-16j 0.00431012-1.65769e-15j 0.022105+1.047e-15j -0.0123191+7.59597e-17j 0.000209405+5.78732e-17j -0.00232829-3.89025e-16j -0.00243408+3.21067e-16j -0.00214071+5.17624e-16j -0.00841591+2.17215e-17j -0.00303448+5.59879e-16j 0.000134018+2.35177e-16j 0.00946928+1.48497e-16j 0.0165049+1.43255e-15j 0.00741103+5.95413e-16j 0.00657522-5.81028e-16j -0.00971521+1.02325e-16j 0.00459058-6.82059e-16j -0.00592377-1.22628e-15j 0.0166607+1.87328e-16j 0.000947496+3.25643e-16j 0.00136686+7.58773e-16j -0.00875462+9.17274e-15j 0.0147398-2.74427e-14j 
0.00240286-5.3568e-16j -0.0137767-2.32122e-15j -0.00528304-1.6434e-15j 0.00239461-9.51014e-16j 0.00408203-8.2361e-16j -0.00769045-2.38151e-15j -0.00462095+5.37417e-16j -0.00672239+1.31018e-15j -0.00525068-2.31566e-15j 0.00444727+8.01925e-16j -0.00429974-1.95012e-15j -0.00322639-7.73573e-16j -0.00253823+3.15978e-16j -0.0012329+1.95617e-15j 0.00328843+7.32763e-16j 0.00592111+1.87325e-15j 0.0050325+1.40294e-15j -0.00108937+3.04947e-16j -0.00547689-1.21984e-15j 0.000227038-1.74654e-18j 0.00821607+2.82144e-15j 0.000863781+8.32219e-16j -0.00141916-5.8212e-16j 0.00579725-2.19491e-15j 0.00783517+2.12453e-15j -0.00104402-8.32345e-16j 6.57014e-05+5.37938e-16j -0.00541487-1.47245e-16j 0.000157669+1.76835e-15j 0.00240691-1.33223e-14j 0.00192084+1.16986e-14j -0.00082182+7.7505e-17j 0.0058798-2.51516e-15j -0.00362988-2.45315e-15j 0.00920959+7.28926e-17j -0.0022469-1.86142e-15j -0.00762297+6.17722e-16j 0.00776578+4.77234e-16j -0.00850069-3.43025e-15j 0.0011688-1.56402e-15j 0.00232669-1.91079e-15j -0.01532-3.00617e-15j 0.00376983+1.67241e-14j -0.00558119+9.15779e-16j 0.00349969+2.01934e-15j 0.00235234-1.05395e-15j -0.0036064+3.58334e-16j -0.00313241+1.5415e-15j 0.00337262+2.89409e-15j 0.00665631+2.9231e-15j -0.00441964-2.4534e-15j -0.000724613+1.06059e-15j 0.00819325+1.70065e-15j 0.00312871+1.22928e-15j -0.000630173-8.57343e-16j -0.00413373-3.5969e-15j -0.00359855+1.52353e-15j 0.000961195+1.13484e-15j 0.00641225+1.84563e-15j -0.00230699+8.7362e-16j -0.00377034-1.00826e-15j 0.00911211+1.7543e-15j 0.0111108+3.42719e-15j -0.00932533-4.15091e-15j 0.00901801-1.01894e-15j -0.0119998-4.2406e-16j -0.0067564-2.88048e-15j 0.00910749+7.30361e-16j 0.0191237+1.10466e-15j 0.0108716+2.69459e-15j -0.00592968+1.51191e-15j 0.00453213-7.65604e-15j 
-0.0071422-1.08039e-14j -0.0103996-3.5668e-15j 0.000910229+1.37274e-15j 0.00510877+6.73576e-16j 0.00786414+1.07977e-15j 0.00133695+2.16848e-15j -0.00694417-5.28921e-16j -0.00597507+1.5287e-15j -0.00068792+8.02814e-16j 0.00371382+1.54589e-16j 0.00444064+1.90255e-15j -0.000451467+5.37347e-16j -0.00359264-4.60844e-16j -0.00824972-7.95711e-16j -0.000833403-9.15877e-16j -0.00285317-2.02936e-15j -0.00249272-1.83576e-15j -0.00140122-6.84607e-17j -0.00053211+1.15211e-15j -0.00136219-3.76026e-16j -0.00327017-2.77737e-15j -0.00139282-6.97924e-16j 0.000928688+3.55831e-16j 0.00921798-8.4051e-17j -0.00208516-2.8555e-15j 0.00235977+7.63522e-16j -0.00212994-5.87884e-16j -0.00594394-4.19586e-16j -0.00211836-1.46131e-15j -0.00243686+1.3196e-14j 0.000969722+5.86194e-15j 0.000463619+5.62501e-16j 0.00136988-1.82991e-15j 0.00299397+1.31553e-15j 0.00785102-1.58446e-16j 0.00433353+1.16986e-15j -0.0109648-6.74698e-16j 0.0057411-1.18935e-16j 0.00341351+2.69052e-15j 0.00725995+1.64592e-15j 0.0100797+1.64818e-15j -0.00179005+2.99256e-15j -0.00148149-7.13733e-15j -0.00836121-3.10716e-16j -0.00507783-2.55518e-15j 0.00508517+1.11914e-15j -0.0058263-6.82375e-16j -0.00914535-1.1429e-15j -0.00510466-3.13057e-15j -0.00540437-3.09157e-15j 0.00105479+2.18481e-15j -0.000119657+3.17826e-16j 0.00235226-1.47837e-15j -0.00163235-7.86767e-16j 0.00177988+3.59864e-16j 0.0106612+3.41883e-15j -0.00770695-6.87995e-16j -0.00317223-1.30314e-15j -0.00147005-1.81675e-15j -0.00670033-4.88302e-16j 0.000829134+1.11764e-15j 0.00796087+6.56965e-16j -0.000262811-2.67937e-15j 0.00862317+4.0883e-15j 0.0125058+1.06342e-15j -0.00937302+5.87391e-16j 0.0048883+2.52979e-15j 0.00906754+2.83894e-16j 0.0177837+3.92209e-16j 0.00206675-1.51057e-15j 0.000426466-5.23783e-16j -0.00380442+4.59198e-15j 
-0.00844749-7.46203e-15j -9.39945e-05-2.50878e-15j 0.00362076+8.13569e-16j 0.000903503-1.8252e-16j -0.00112546-3.02617e-16j -0.00389196-8.65995e-16j 0.00140835+5.77747e-16j -0.00246082+3.70034e-16j 0.000951193+3.33451e-16j -0.00273942-7.66579e-16j 0.000454316+2.02686e-16j 0.00468899+8.92279e-16j 0.000614394+2.61395e-16j 0.00074257+5.6079e-16j 0.00419033+6.44236e-16j 0.00212399+3.31809e-16j 0.00067046+2.98315e-17j -0.000781395+1.50953e-16j -0.002053-3.00463e-16j 0.00114051+9.61283e-17j -0.000285483+8.72967e-17j 0.00181871+8.77583e-16j -0.000261873-7.91075e-17j -0.00196033-7.45937e-16j 0.00331286+8.34062e-16j -0.00389835-9.35982e-16j -0.00461805-1.04636e-15j 0.00100362+2.83747e-16j -0.00206394-3.77206e-15j -0.00814878+4.78281e-14j 0.000342241+3.12718e-15j 0.00354281+8.50423e-16j -0.00327771+5.83905e-16j 0.00859738+1.81689e-15j 0.000293365-1.66436e-16j 0.00389495+7.0194e-16j -0.00175323-3.18751e-16j 0.00237041+1.17685e-16j 0.0110806+2.6266e-15j 0.0062239+1.10864e-15j 0.00675189+1.46879e-15j 0.0120089+2.83881e-15j -0.00332425-1.38959e-14j -0.00612947-7.56845e-16j -0.00727438-1.8281e-15j 0.0027489+1.21145e-15j -0.00469688-4.93208e-16j -0.00891869-1.86925e-15j -0.00690332-2.82272e-15j -0.00791873-1.44739e-15j -0.0091804-3.39596e-15j -0.00099227+6.70276e-16j 0.00135303-1.97067e-16j -0.0106717-3.35245e-16j -0.00215718-1.56052e-16j 0.018089+2.56215e-15j -0.00880066-2.10302e-15j 0.00205387+3.8123e-16j 0.00544274+7.63182e-16j -0.0101832-1.92585e-15j 0.00208096+3.3266e-16j -0.0102202-3.06116e-15j -0.004102-8.34758e-16j 0.00791817+1.19585e-15j 0.0054501+5.95177e-16j 0.000530945+3.58902e-16j -0.00350322-1.01267e-15j 0.00341369+1.65185e-16j 0.000122763-1.17019e-15j -0.00641476-1.43779e-15j 0.0088666-3.73196e-15j -0.00757177+1.53449e-14j 
-0.00605471-2.22193e-15j 0.00614935-4.71794e-16j 0.00128391+4.77528e-16j 0.00141519-2.01769e-16j 0.000734953-2.87211e-16j -0.00176425-3.2977e-16j 0.00420524+4.62101e-17j -0.00157244+5.64484e-16j -0.00367929-9.6937e-17j -0.000163643+1.7772e-16j -0.000422609-1.61624e-17j 0.000100986+2.49713e-16j -0.000230957-3.0448e-16j 0.000799951-7.36937e-16j 0.00349421-4.65507e-16j 0.00450202+4.62373e-16j 0.00248182-1.21599e-16j 0.00566042-8.52704e-17j 0.00321774-1.25052e-16j -0.0021779+1.43697e-16j 0.00278644-2.4151e-16j 0.000700071+3.02823e-16j 0.000530481-9.39621e-17j -0.0034366+6.28723e-16j 0.00130809+3.82661e-16j 0.00107956-5.385e-16j -0.00109565+1.6158e-16j 0.00354936+2.86018e-16j 0.00698204-2.39299e-15j -0.00632721+4.20198e-14j -0.00590051-3.62986e-14j -0.000923523-1.93746e-15j 0.00191037-1.65113e-15j 0.00494737+4.58728e-16j -0.00535087-1.04055e-15j -0.00430294-3.76516e-16j 0.0117321+5.01913e-17j 0.00050551-6.63268e-16j 0.00228099+5.66541e-16j -0.00772246-1.64267e-16j -0.0075419-1.37101e-15j 0.0114136+1.05566e-15j -0.0043479-1.79419e-14j -0.00462779-2.14684e-16j -0.000313244-3.89187e-16j -0.0106889-7.50677e-16j 0.0038846+4.87088e-17j 0.00371926+1.16786e-16j 0.00374632+7.77178e-16j 0.00215121+1.00779e-16j 5.41945e-06+8.29975e-16j -0.00625825+2.81002e-16j 0.00649814+9.48187e-16j -0.00955724-1.76382e-16j 0.00731751+2.10027e-15j 0.00624268-7.07908e-17j 0.00593654-1.88427e-16j 0.00816037-8.95217e-16j 0.00546273-1.37783e-16j 0.00457617-6.15503e-16j -0.0164678-3.07689e-16j -0.00663943-6.0998e-16j -0.0141589-1.20525e-15j -0.00674826-6.56187e-16j -0.00620205-1.07951e-16j 0.0024094-9.24226e-16j -0.00921369-3.95193e-16j -0.00704836+1.24638e-15j -0.0100509-1.53637e-15j -0.00259456-6.93058e-16j 0.0153622-3.96882e-15j -0.00251967+1.234e-14j 
-0.00492255-8.30712e-16j 0.00548603-1.15353e-15j 0.0058977-1.04442e-15j -0.00198566+2.83237e-16j -0.00421487+8.72035e-16j -0.00422072+8.18406e-16j 0.000514984+2.76022e-16j 0.00197396-8.98627e-16j 0.00313874-4.02492e-16j -0.00190202+2.28021e-16j 0.00122632-7.01106e-17j 0.00386949-1.05364e-15j -0.00427668+8.86608e-16j -0.00616576+1.9471e-15j 0.00028343-1.27812e-16j 0.00688645-1.23418e-15j -0.00157311+4.86995e-16j -0.00303772+1.28853e-15j -0.003027+7.82715e-16j 0.00190202-4.81675e-16j -0.00430798+9.13224e-16j 0.000966368-2.23925e-16j -0.000317419+1.22314e-16j 0.00360925-1.42212e-15j 0.000528389-7.33884e-16j -0.00794674+1.6128e-15j -0.000497201+8.06507e-17j 0.00383048-3.72961e-16j 0.00537381-1.8097e-15j -0.00303965+2.14858e-14j -0.00528219-3.18301e-14j -0.000891372-1.44851e-15j -0.00287897+2.18432e-15j 0.00478805-6.99907e-16j -0.00909896+1.27674e-15j -0.00822428+1.34248e-15j 0.0072698-8.12859e-16j -0.00442008+8.0347e-16j 0.00271965-7.08705e-16j -0.00249517-5.82387e-16j -0.0105059+1.88561e-15j 0.0149742-2.02367e-15j -0.00779971-2.99899e-14j -0.00753425+1.44569e-15j -0.00566832+6.63384e-16j -0.00483539+1.65928e-16j 0.000768015+6.77381e-16j 0.001708-2.34166e-16j -0.00148754+8.01344e-16j 0.00507902-9.00496e-16j 0.00173858-6.23524e-16j 0.00257544-6.48358e-16j 0.0108218-9.58694e-16j -0.0133985+3.20317e-15j 0.0161956-2.28099e-15j 0.0128632-3.46233e-15j 0.00693019-1.79839e-15j -0.00615164+1.86708e-15j 0.00255983-8.4306e-16j 0.00328806-7.1699e-16j -0.000138285-9.68333e-16j 0.000139955-6.84359e-16j -0.0164689+1.94677e-15j -0.00269713-3.03576e-16j 0.000267012-7.6175e-16j -0.0084752+1.96908e-15j -0.00300197-1.29693e-16j 0.0102512-2.49434e-15j -0.013306+1.04574e-15j -0.00821916+1.11315e-15j 0.00537062-1.99436e-15j -0.00212861+6.71097e-15j 
-0.00810558-6.16451e-15j -0.00180533-3.09525e-15j 0.00306672-4.6162e-18j 0.00207188+2.08956e-16j 0.000722881-3.37639e-17j -0.00202724+9.68343e-17j 0.000196648+5.9219e-17j -0.00221324+6.22661e-16j 0.00149466+5.13069e-16j -0.00317358-1.91493e-16j 0.00317085-3.07378e-18j 0.00352574-6.22033e-17j -0.00212655+6.41959e-17j -0.00127874+1.5275e-16j 0.00514345-3.85971e-16j 0.00181989-5.044e-16j -0.0011191-4.44511e-16j -0.00363901+8.00233e-17j -0.00371652-2.28434e-16j 0.00296799-7.92241e-18j -0.00408458-2.60889e-16j 0.000364452+8.65235e-17j 0.000964886+1.87561e-16j 0.00080648-1.72532e-16j 0.00119662-2.9277e-16j -0.00515129-6.22122e-17j -0.00548725-2.32239e-16j -0.00075561-2.19297e-16j -0.00475737-1.18218e-15j -0.00309091+1.71643e-14j 0.00405048+2.49657e-14j 0.00175846+1.07282e-15j 0.00201459-1.24991e-15j 0.00351897-3.31315e-17j 0.00774155-4.54459e-17j 0.00612658-1.01687e-16j -0.0070736+4.01177e-17j 0.0046843+1.95893e-17j 0.00166387+9.03746e-17j 0.00503077+3.99987e-17j 0.01389-3.66476e-16j 0.000195965+2.24327e-16j -0.00218584-8.66989e-15j -0.00746882+5.97433e-16j -0.00606378-9.32545e-17j -0.00261687+5.2553e-16j -0.00525069+4.43368e-16j -0.00387078-4.94533e-17j -0.00545377-9.91731e-16j -0.00763148-1.70126e-16j 0.00656816+2.16903e-15j -0.00329593-1.15647e-15j -0.00016098-9.43413e-17j 0.00301696+1.28031e-16j -0.000416359-7.36479e-17j 0.00942193-3.86327e-16j -0.00182012+1.69978e-16j -0.0055495-2.77672e-16j -0.00732227-1.45636e-16j -0.00367503+8.41962e-16j 0.0047303+2.03261e-16j 0.0111704+2.50319e-16j -0.00856858-2.17274e-16j 0.0156093-1.95547e-16j 0.0118814+2.10392e-16j 0.00253916+3.95033e-17j 0.0103105+3.61569e-16j 0.0071082-5.73363e-16j 0.013653-1.61773e-16j -0.003772+2.19223e-16j 0.00584455-3.91147e-15j -0.0054144+1.15913e-14j 
