0.0639989-9.08726e-15j -0.247277+1.22022e-14j -0.078775+9.0352e-15j -0.0452644-1.12855e-15j 0.074009+8.06239e-15j 0.193761-1.09978e-14j -0.101207+3.82227e-15j -0.0272557+2.42552e-15j 0.0664243-8.52833e-15j -0.217108-1.83647e-15j 0.14528-1.73208e-14j -0.0517878+1.22551e-14j -0.0505173+1.78194e-15j -0.0377882+2.03662e-15j 0.023066-1.00325e-14j -0.0442073+1.31901e-14j -0.0174818+1.14583e-14j 0.0475175-3.38324e-14j -0.0378932-1.63745e-15j -0.0253556-3.78063e-16j 0.0360451-2.8456e-15j -0.084904-7.77738e-16j -0.0475318+2.55857e-15j -0.0259952-6.3543e-15j -0.0053714-1.04126e-15j -0.00670108+3.50096e-15j -0.00715091+5.04781e-15j -0.0150692+3.3817e-16j -0.00492806-1.46882e-15j -0.00456885-1.6084e-15j -0.0170547+7.06672e-15j -0.0117269+6.11787e-15j -0.0243658+2.21094e-15j 0.0381849-2.54941e-15j -0.0299384+7.34201e-15j 0.000730845+1.30317e-15j -0.0264601+6.31939e-15j 0.0147018+3.8229e-14j 0.0488819+3.51276e-14j 0.0144771+5.73284e-15j -0.00760787+3.16053e-18j 0.00652701+1.99693e-14j -0.0326635+3.41735e-15j 0.078266-6.3047e-15j -0.0287043-2.5659e-15j -0.0314939-1.4862e-15j 0.0888523-8.13615e-15j -0.00248559+8.41358e-16j -0.0620508+3.20547e-15j 0.0550135-6.17779e-17j 0.0365131-4.12597e-15j 0.0368439-2.42797e-15j -0.0531518-1.34689e-15j -0.0699788+5.9726e-15j 0.118694-7.58506e-15j 0.00733238+7.72191e-15j 
-0.028699-1.6927e-14j 0.000651504-3.8863e-15j 0.00905789+9.02546e-17j -0.00550803+3.61717e-17j 0.0263522-2.03214e-16j -0.0123999-1.36475e-16j -0.00538866+1.18951e-16j -0.00043299-9.47865e-17j -0.0216661+1.71197e-16j -0.00734737-4.84834e-16j -0.0127009+4.68044e-17j 0.0116568+1.26039e-16j 0.00342279-4.34613e-16j 0.00128326-4.7999e-17j -0.00619843+5.98243e-17j -0.00591579-1.20628e-17j 0.00207884+4.09447e-16j -0.00506863+4.31895e-15j -0.00869255+1.2355e-15j -0.00772222+4.73903e-16j 0.0111671+3.26865e-16j 0.000127285+8.28376e-16j -0.00234249-1.07225e-15j 0.00436968+1.51704e-15j 0.00156156-1.92016e-16j 0.0114235+1.79424e-15j -0.00384047+2.32766e-16j 0.00176731-2.20246e-16j -0.00723692+3.86626e-15j -0.00301363+2.64589e-16j -0.0001937-9.51164e-16j 0.0112283-9.86715e-16j -0.00589009-4.24568e-17j -0.00953597-2.68629e-16j 0.00205012-4.49749e-16j 0.004372+8.32524e-16j -1.08193e-05+1.3978e-16j 0.0085855-6.89415e-15j -0.0208964-7.03879e-15j 0.000873102+6.1126e-16j -0.00722682+3.58394e-15j -0.010245-2.59268e-14j 0.00395792+1.37417e-17j -0.00762128+1.42071e-16j -0.0121466+5.37923e-17j -0.00544428-1.8026e-16j -0.00978461+2.30331e-16j -0.0144073+3.50413e-16j -0.0174141+6.05314e-17j 0.00615093+8.97149e-17j 0.00817898-5.07801e-16j -0.0150719+5.75807e-16j -0.010094+2.75358e-16j 0.00341916+2.28027e-17j -0.010047+2.89867e-16j 0.00428078-2.43606e-16j 
-0.0105916+2.0214e-15j 0.0531433-2.11683e-15j 0.0103497-7.75788e-16j 0.00455658-5.16067e-17j -0.0124702-3.47141e-16j -0.0296591+8.2934e-16j 0.0184474-1.12974e-15j 3.01956e-07+6.67702e-17j -0.0154398+5.35117e-16j 0.0436375-4.18629e-17j -0.0251713+2.51837e-15j 0.0108699-1.78662e-15j 0.0151067-6.93258e-16j 0.0137803-7.56644e-16j -0.000833601+1.93707e-15j 0.0123055-4.09489e-15j 0.00874372-3.28302e-15j -0.0110137+6.58803e-15j 0.00747298-2.81898e-16j 0.00593878-7.85414e-16j 0.00331611+3.87815e-16j 0.0165609+7.30087e-16j 0.00835474-6.58038e-16j 0.00849517+1.56722e-15j -0.00818995+4.4007e-16j 0.000452198-2.9601e-16j -0.0098792-5.00384e-16j 0.0109602+7.00834e-16j -0.000757726+3.02116e-17j 0.0119294-3.9735e-16j 0.0144972-3.90579e-15j -0.00285249-2.18885e-15j 0.00674287-3.09461e-16j -0.00419824+6.00279e-16j 0.0146912-2.117e-15j -0.00610124-1.86782e-15j 0.0201864+3.80872e-16j -0.005015-5.87678e-15j -0.0079474-6.11114e-15j -0.0222168-1.05978e-14j 0.000757534-2.68147e-15j 0.00207559+5.94484e-15j -0.00618126+4.0619e-17j -0.0116447+7.92994e-16j 0.0174256-5.90774e-16j -0.0158556-1.6476e-16j -0.0182258+1.10222e-15j 0.00727018-6.59681e-16j 0.00548427-8.75583e-16j -0.0230029+8.4477e-16j -0.0109983+3.86228e-16j -0.0367875+8.70066e-16j -0.00426088+4.12255e-16j 0.0238279-9.47007e-16j -0.0273037+1.54454e-15j -0.0101099+1.3083e-16j 
0.0470621+2.80583e-14j 0.01053+7.15799e-15j -0.0116448+4.36601e-16j 0.00831392-2.69356e-16j -0.0402514+6.32025e-16j 0.0183254-7.10995e-16j 0.00144617+5.13049e-16j 0.000184812+3.33493e-16j 0.0291831-1.1604e-15j 0.0259675+1.31013e-15j 0.0112099-4.70436e-16j -0.0259726+3.40789e-16j 0.00158572+7.52571e-16j 0.00229583-6.7024e-16j 0.00227496+1.49176e-15j 0.0109631-9.62661e-16j -0.0057332-1.97633e-16j 0.0100355-7.58626e-15j 0.0053494-2.1577e-15j 0.0134828-1.13913e-15j -0.0104295-3.37534e-16j 0.00870959+2.40136e-17j 0.00632407+4.04149e-16j 0.00300837+2.38219e-16j -0.012481+6.14768e-16j -0.018945-2.88541e-15j -0.00907129+6.96e-17j 0.0088187+1.91244e-15j 0.0165382-8.82333e-15j 0.0128477-1.04985e-15j 0.00987714-6.57558e-16j -0.0120408+1.31564e-16j -0.00320323-2.36488e-16j 0.00732223-7.18423e-16j -0.0175624+9.48699e-16j -0.0023192+7.88134e-16j -0.0127191-2.17324e-15j -0.00874194-1.1685e-14j -0.00617403-1.02591e-14j -0.0026496-3.17055e-15j -0.0361395+2.70716e-15j -0.00956536-1.25328e-14j -0.0109918-2.76018e-16j 0.0137505-3.71753e-16j -0.00886405+1.04938e-16j -0.0126444-8.54675e-16j -0.00169639+2.42876e-16j -0.0247525+7.12474e-16j -0.022824+5.91896e-16j -0.0176056-8.62362e-17j -0.0114696+4.23021e-16j -0.0153127-7.66997e-16j 0.025095-7.3706e-16j 0.00161762+8.22159e-16j 0.0102399-1.09025e-15j -0.0265558+3.52038e-15j 
-0.00154696+2.63171e-15j 0.0234745+6.0676e-16j 0.00429908-3.17714e-16j -0.000983784+2.77388e-16j -0.00706923-1.81718e-16j -0.00134531+6.09315e-17j 0.0134524-2.61653e-16j 0.00762878-1.40817e-16j 0.00244825-5.38041e-17j 0.0167262+7.6925e-16j -0.0151973+5.79429e-16j 0.0127749-7.15477e-16j 0.00368776-1.63327e-17j 0.00234827+1.6606e-16j 0.00470851+2.13514e-18j 0.00625038-5.42181e-16j -0.00116312-3.86157e-16j -0.00913454+5.47933e-15j 0.010115+7.9135e-16j 0.00181556-2.39412e-16j -0.00880129-2.91708e-16j 0.00153991+1.29467e-16j 0.0105862+1.87225e-16j 0.0069528+5.6847e-16j -0.000769752+2.97702e-16j -0.00454774-5.14358e-16j 0.00249004+1.3459e-16j -0.00251845-2.39779e-16j 0.00208267-6.33077e-16j -0.00535333+2.29817e-16j -0.00184935+2.79919e-16j 0.00114625-9.44434e-17j 0.00243653+1.98045e-16j -0.00389252-7.43562e-18j 0.00849771-9.00804e-16j 0.00552898+2.42022e-16j 0.00159507-1.13321e-15j -0.00428944-5.28115e-15j -0.00348177-5.1357e-15j 0.0039131+2.20347e-15j -0.010929-1.17297e-15j 5.03938e-05+4.96203e-15j 0.005368-6.09218e-18j -0.0106369-3.44831e-17j -0.0238261+8.32361e-16j 0.00806214+1.09743e-15j -0.0368058+7.32205e-16j -0.00544263-2.73562e-16j 0.00434888-4.72325e-17j -0.0295059-2.8206e-16j 0.00213491+8.60016e-16j 0.0297323+4.13304e-16j 0.0370314+3.80043e-16j 0.0132978-8.6215e-16j -0.02662-1.19729e-16j 0.011013-2.74423e-15j 
0.0283846+1.79025e-14j 0.0123572+4.21667e-15j -0.007415+2.42393e-16j 0.00708932-6.15268e-17j -0.0227408+1.11418e-16j 0.00978159+1.01554e-16j -0.00356943-3.52804e-18j -0.00949857+3.27986e-16j 0.0184067-3.79919e-16j 0.0205984+4.08614e-16j -0.00584329-2.34471e-17j -0.0172029+2.92975e-16j 0.0080305+4.28207e-16j 0.00974766-2.51871e-16j 0.00421702+1.45835e-16j 0.0054809+4.58985e-16j -0.0105596+1.0285e-15j 0.00459284-3.18432e-15j 0.000845794-3.07996e-16j 0.0103772-5.91719e-16j -0.0143768+1.54404e-16j 0.00914971-2.27112e-16j 0.0100116+2.45917e-16j 0.00562543+1.09685e-15j -0.00051201+5.9207e-16j -0.00586938-1.41828e-15j -0.00532807+1.02294e-16j -0.00413772+7.52414e-16j 0.00508322-4.14072e-15j 0.0162281-8.4783e-16j 0.00555636+2.05472e-16j -0.0104276+3.42753e-16j -0.00625281+1.17282e-16j -0.0016869-5.94942e-16j -0.000231017-4.1479e-16j -0.000767672+5.24533e-16j -0.0129923-3.20584e-15j -0.0108472-1.46846e-14j -0.00842168-1.2943e-14j 0.00373834+1.78047e-15j -0.00183156-3.02449e-15j 0.00622221+1.91609e-14j -0.00571342+5.06033e-16j 0.00548928-8.17839e-16j 0.020387-5.09446e-16j 0.0400482+1.11722e-16j -0.0038641+7.85053e-17j -0.0273383+1.0342e-15j 0.00398849+2.91309e-16j 0.001942-9.92718e-16j 0.0504276-2.12511e-15j 0.00334347+5.58084e-16j 0.0198735+6.20491e-16j -0.0297682+5.98159e-16j -0.0173736-1.35496e-15j -0.034276+4.07678e-15j 
-0.0299674-1.53553e-14j 0.0197618-3.42803e-15j 0.0147995+1.33861e-16j 0.0122666-8.29809e-17j 0.00673403-4.99988e-17j -0.025294-5.967e-16j 0.00705512-2.07291e-16j -0.000983119-2.39126e-17j -0.0186296-9.87917e-17j 0.00950171-7.45539e-17j -0.0309434+5.35659e-16j 0.0184217+9.96605e-17j 0.00217975-5.0852e-16j -0.00136661+2.09882e-16j -0.00213054+4.03311e-16j 0.00346656-1.18412e-15j 0.00162447-1.12292e-16j -0.0159286+1.09077e-14j 0.00352611+2.01921e-15j -0.00869517+2.11938e-16j -0.000742722+5.81063e-16j -0.00340219-2.31897e-16j 0.0062858+4.23589e-16j -0.00435165-8.66898e-16j 0.00314559-2.34974e-16j 0.00382823+9.29204e-16j 0.0107386-7.91071e-16j 0.00223329-6.01489e-16j -0.00863695+5.29745e-15j -0.00601877+4.77981e-16j -0.0040559+4.02618e-16j -0.000304727+5.37682e-16j 0.00696137+7.50727e-16j -0.00846693+5.57159e-17j 0.0188099-1.69545e-15j 0.00939346+6.58885e-17j 0.0146754+2.4307e-15j 0.00599565+6.05293e-15j -0.000442595+5.00018e-15j 0.000804862+7.93066e-16j -0.00106659-1.91711e-15j 0.00436729+1.33865e-14j 0.00760308+4.47027e-17j -0.0163564-4.72647e-17j -0.0178718+5.47234e-16j 0.00364316+1.27424e-17j -0.0403251+7.20745e-16j 0.0189827+8.85414e-16j 0.00162966+1.04396e-16j -0.0222842+4.0158e-17j -0.0147079-1.76372e-16j 0.0336679+2.8483e-16j 0.015576+2.78276e-17j 0.017305+1.5481e-16j -0.0287088+1.10349e-15j 0.0326738-4.05554e-15j 
-0.0129639-1.12175e-14j -0.0284412-1.42014e-15j 0.0130044-5.25941e-17j -0.0066433+3.56948e-16j 0.00820187-4.10158e-16j -0.000175037-3.02143e-16j -0.0187459+4.85348e-16j -0.00228097-2.66181e-16j -0.0040643+3.39207e-16j -0.0289708-2.70801e-16j -0.00381384-4.58617e-16j 0.011297+2.92733e-16j -0.0105306+2.38062e-16j -0.00649859+4.53177e-16j 0.00152096+2.05103e-16j 0.0013795-6.46599e-16j -0.000289281+3.22555e-16j 0.0106791-7.39439e-15j -0.00751339-3.55573e-16j -0.0080099+4.71919e-16j 0.00979409-8.49824e-16j -0.0166994-9.58055e-17j -0.00761991+6.15192e-16j -0.00483314-6.36658e-16j 0.00131762-4.23401e-16j -0.00114306-3.53651e-16j 0.00255745+1.7589e-17j 0.00722225-1.55824e-16j -0.00163013+1.30216e-15j -0.00411995+4.18229e-16j -0.00176333+4.12234e-16j 0.00471506-1.61161e-16j -0.0066845+3.60839e-17j -0.000452505-5.62254e-16j -0.00468566+6.17387e-16j 0.00154123+3.92315e-16j 0.00691383+2.44914e-15j 0.0100687+1.49955e-14j 0.0112746+1.3848e-14j -0.00140001-3.43592e-16j 0.00568049+2.78947e-15j -0.00475996-1.6031e-14j -0.00567002-2.05179e-16j 0.00639632-1.31548e-16j -0.0191408+3.69775e-16j -0.0244666+5.11925e-16j 0.0169967-1.54479e-15j 0.0226292-8.89356e-16j -0.00426819+7.39242e-17j 0.0141928-3.36617e-16j -0.0304465+2.10387e-15j -0.00520523+6.15233e-16j -0.0123681+3.61835e-16j 0.0147837-3.40535e-16j 0.0310336-7.53755e-16j 0.0230927-2.07939e-15j 
0.00103355+5.65651e-16j 0.000920385-7.26222e-16j 0.00905973-2.6117e-15j -0.00390415+6.50798e-16j -0.0169082+5.51e-15j -0.00200357+5.96665e-16j 0.000167265-4.67697e-16j -0.00877695+3.24008e-15j 0.0035544-8.49732e-16j -0.00250787-8.05518e-17j -0.00934352+3.27033e-15j 0.000764185-2.88251e-16j 0.00404757-1.65497e-15j 0.00855984-3.13104e-15j 0.00206833-1.73534e-16j 0.00409048-1.58283e-15j -0.00474717+1.92307e-15j 0.00340462-3.13581e-15j -0.00485854+1.39846e-15j -0.00308902+1.41643e-15j 0.0037958-1.10208e-15j 0.0017135+1.97708e-16j -0.00534976+1.33238e-15j 0.00896044-5.91001e-16j 0.000690398+6.676e-16j -0.00733187+1.12777e-15j -0.00689414+2.28683e-15j 0.00762555-1.0911e-15j 0.00325582-3.22417e-15j 0.0056202-1.68437e-15j 0.00130375-6.15843e-16j 0.00102846-5.40755e-16j -0.00507919+1.6219e-15j 0.000394502-1.58589e-16j -0.000919054-9.74721e-16j 0.00552744-8.45778e-16j 0.000804943-7.19306e-16j -0.00202234-1.29012e-15j -0.00141845-1.36818e-15j -0.00298317-4.50256e-16j 0.00529607-1.29821e-15j -0.000645095-3.7578e-15j -0.00581423+1.82062e-15j 0.0059625-1.6858e-15j 1.31112e-05-7.38332e-16j -0.00893946+2.30732e-15j 0.008988-2.67359e-15j 0.00384291-1.54714e-15j 0.00303646-7.81408e-16j -0.00191598+1.19944e-15j 0.00190517-9.1525e-16j -0.0122395+3.70897e-15j -0.00498286+1.97318e-15j 0.00732396-2.1184e-15j 0.00692421-1.36199e-15j -9.53644e-05+2.74892e-16j 
0.000593288-3.36324e-16j 0.000700348-2.15348e-16j 0.0335141+3.84458e-15j -0.018915+2.5888e-15j -0.0273207-3.76647e-15j 0.00389877-5.30994e-16j -0.0206306-3.17622e-15j 0.00636485+2.85412e-16j 0.00683764-5.59337e-16j -0.00382464+5.32087e-16j -0.0301849-3.34158e-15j 0.0160159-3.04923e-16j 0.00512436-2.3202e-16j 0.0174697+9.02066e-16j -0.000667975-1.5267e-15j 0.00139464-6.49774e-16j -0.0107908+1.22616e-15j 0.012249-7.41873e-15j 0.000104394-1.09563e-15j -0.00948912-8.2699e-16j 0.00334425-7.31027e-17j -0.0057464-1.40174e-15j 0.00517058+5.30833e-17j 0.0161523+3.73588e-15j 0.00436616+1.89585e-15j -0.0115298-3.44389e-15j -0.00865195+1.26878e-15j 0.014635+4.20008e-15j 0.0105607-5.44981e-15j 0.0125547+1.47499e-15j 0.0113355-1.02247e-15j 0.00202957-1.77968e-15j -0.022228-3.07074e-15j -0.00544382-3.48549e-15j -0.00689542-1.33565e-15j 0.00455352+2.90246e-15j 0.00286703+1.56782e-15j -0.0016328+3.54774e-15j 0.00622958+3.84305e-15j -0.00171973-6.57825e-16j -0.00417491-7.98102e-16j 0.000586421+4.27588e-15j -0.016794-2.7879e-15j 0.00851918+1.75457e-15j -0.0173432-2.63505e-15j -0.0148743-9.19805e-16j 0.00969262-1.54639e-15j 0.00213738+1.47974e-15j 0.0115867-7.45872e-16j 0.0102482+1.40753e-15j 0.00471466-1.39948e-15j -0.0244066-2.88024e-16j 0.0211294+2.59373e-15j 0.019923+1.83367e-15j 0.0193594+1.38261e-15j 8.55986e-05+2.9638e-15j 
0.010225+6.83152e-15j 0.000126004+1.97849e-15j -0.000409995-2.88595e-15j -0.0606554-1.74466e-15j 0.00958371+2.4558e-15j 0.0047527+6.21991e-16j 0.00786062+2.68001e-15j 0.000801184-2.27535e-16j 0.0169914+1.12566e-15j -0.0297023-2.23827e-15j 0.00764489+3.31793e-15j 0.0246177+6.92533e-16j 0.00699232+1.51485e-17j 0.010581-4.13534e-16j 0.0257399-5.84092e-16j 0.0126876+1.6326e-15j -0.00416802+9.3248e-16j -0.0013327-7.28436e-16j 0.00366152+2.21085e-16j -0.000227046+2.07182e-15j -0.000492316-5.57767e-17j 0.0151665+2.58053e-15j -0.00496604-1.30464e-15j 0.0178756+4.19736e-15j -0.0070992+4.85671e-16j -0.0050762+4.55233e-16j -0.0161423+1.8243e-16j -0.00248183-9.17277e-16j 0.00730549-5.19366e-15j -0.00374617-2.22926e-15j 0.00480486-2.98523e-15j 0.00528876-2.02252e-15j 0.000546513+1.00629e-15j 0.0189162+1.58605e-15j -0.0080939+1.74492e-15j -0.0168468-3.68934e-15j -0.0111221-2.9767e-15j -0.0123684-1.13441e-14j -0.000935029-1.00994e-14j -0.00333305-2.38493e-15j 0.00417453+4.1863e-15j -0.00841655-2.66148e-14j 0.00797822+1.55645e-15j -0.00580148-8.59757e-16j 0.00549387+2.0761e-15j -0.0200043+6.91515e-18j 0.0340934-9.1921e-17j -0.0170356-2.56639e-15j 0.0287307+9.41577e-16j -0.00388854-9.18435e-16j 0.0203574+1.06565e-15j -0.0285168-1.09032e-16j -0.00815076-1.60715e-15j 0.00521304-1.30335e-15j 0.0134721-2.28728e-15j -0.0291525+1.50943e-15j 
0.000377662+3.27046e-15j 0.0224884-2.87679e-15j -0.0206868+2.60847e-15j -0.00596823-9.67217e-17j 0.016123-1.72089e-15j 0.0225916-2.32521e-15j 0.0254998-3.46141e-15j 0.0130962-2.09858e-15j 0.00514536-5.85018e-16j 0.0151427-2.40675e-15j 0.0290564-4.28798e-15j 0.0125485-1.41165e-15j 0.0125823-1.77237e-15j 0.00117932+1.08602e-16j -0.00902428+2.32206e-15j -0.0109711+2.06211e-15j 0.0136458-4.0995e-15j -0.00449764+2.14235e-15j 0.0121152-3.21389e-15j 0.0108329-2.6083e-15j 0.00530341-6.25497e-16j 0.0133723-4.37975e-16j 0.00411546-1.80766e-15j 0.0135655+1.11984e-15j 0.00496947-4.79301e-16j 0.00855423+3.07358e-16j 0.00757771-7.61974e-16j -0.0086608+4.39053e-16j 0.00691435-4.17236e-15j -0.0117785+7.2303e-16j 0.0046945-2.46948e-15j 0.00790437-2.22708e-15j 0.00306034-1.0674e-15j -0.00618976+1.14058e-15j 0.00535573-1.37485e-15j -0.00416144-2.76388e-16j -0.00522622-1.03689e-15j -0.00514179-1.06272e-14j -0.010866-9.05761e-15j -0.00294759-1.44447e-15j -0.00101949-1.0784e-15j 0.00209429+6.31267e-15j 0.00605323-5.34928e-16j -0.0102279+1.05768e-15j 0.0100285-9.96716e-16j 0.00989938-1.66576e-15j -0.0223513+4.90936e-15j -0.0174752+2.55547e-15j 0.000234199+2.48577e-16j -0.0167324+2.34472e-15j 0.0189778-3.08899e-15j 0.00440588-1.26538e-15j 0.00930657-1.91169e-15j -0.000636429-1.42791e-16j -0.0341775+5.18402e-15j -0.00843875+6.28622e-16j 
-0.0210281-1.29068e-14j -0.00553179-2.97444e-15j 0.00981571+1.41441e-16j 0.0264586+2.19762e-16j -0.0129395-4.26071e-16j -0.00636776-4.35896e-17j 0.0112498-4.09905e-16j -0.00928007-1.15803e-16j -0.0128953-4.15639e-17j 0.0019074+4.33292e-16j -0.0157904-2.00987e-18j -0.0131196-4.15532e-16j -0.00307258-2.88151e-17j -0.000760094+3.06918e-16j -0.0110978-5.3025e-16j -0.00771937+5.89986e-16j -0.00327686+1.20074e-15j -0.00813411+7.51593e-15j -0.0129271+1.89418e-15j -0.0104101+1.22721e-15j 0.00436125+1.10509e-15j -0.00161623+1.42545e-16j -0.0150486-2.01602e-16j -0.000703049+1.37829e-15j 0.00884716+5.57674e-16j -0.00208015-1.00618e-16j 0.0088793-1.11538e-15j 0.00936857+1.28111e-15j -0.00623875+3.85851e-15j 0.00113466+6.36765e-16j -0.0135061+3.33378e-15j 0.00279943+1.28346e-15j -0.00187808+1.04534e-15j -0.00177063-1.40273e-16j 0.00610531-1.66373e-15j 0.021912+3.31135e-15j 0.015828+1.24201e-15j 0.00601672+4.02515e-15j -0.00340616+2.98536e-15j -0.00360796-1.25629e-15j 0.00756283-2.72878e-15j 0.00801522+2.03939e-14j -0.00206205-3.65691e-17j 0.0091549+2.95924e-16j -0.0155132+4.41115e-17j -0.00119834+1.06873e-16j -0.0226584+4.59153e-16j 0.0190867+2.78224e-16j -0.00807054-2.83796e-16j -0.00735804+8.09096e-17j -0.011791+2.42776e-16j 0.0214393+1.29227e-17j -0.00267555+1.7359e-16j 0.012234-8.0517e-17j -0.00544266+1.10264e-15j 0.0365415-4.23539e-15j 
-0.00576678-4.19849e-15j -0.00615071-7.57696e-16j 0.00452524+2.83395e-17j -0.0112113+1.97039e-16j 0.00422525+6.4644e-18j 0.00287704+4.7714e-17j 0.0128153+6.507e-17j 0.0255888-4.77493e-17j 0.0013395+7.3415e-17j -0.00912632+1.82807e-16j 0.00531203-5.40601e-16j -0.00637164+8.61728e-17j -0.00357836-2.25402e-16j -0.010738+1.52197e-16j -0.00133423-1.77261e-15j -0.0110304+2.77264e-15j 0.00297278-7.71255e-17j -0.0104968+7.47881e-15j 0.00185146+1.73408e-15j -0.0106819+1.27219e-15j -0.00131172+1.12271e-15j 0.0115002-1.51853e-16j -0.00314897+6.31193e-19j -0.00388427-6.29556e-17j 0.00971815-1.43599e-17j 0.00874666+1.28364e-15j 0.00563144-2.06699e-16j -0.00201293-3.76392e-17j 2.33411e-05-9.57372e-17j -0.0041522-6.37734e-16j -0.00723905+1.79384e-15j 0.00318923+1.71558e-16j -0.00224948-1.41167e-16j 0.00884538+3.68734e-16j -0.013129+1.63825e-15j -0.00385203-4.91343e-17j 0.00347085+4.6894e-16j 0.00276895+2.6203e-15j 0.000721834+2.31949e-15j 0.00268719+1.19008e-15j -0.00389998-1.71837e-15j 0.0045466+1.44539e-14j 0.000340935-3.51721e-16j -0.000632623+1.42297e-16j -0.0130224-2.3118e-16j -0.0141524-1.44885e-17j 0.00538727-6.25713e-16j 0.00137288-4.02665e-16j 0.010995+3.89399e-17j 0.0102886+7.27058e-17j -0.0122729+4.40139e-16j 0.000921017+2.98324e-16j 0.00651026+2.67736e-16j 0.0116402-4.25034e-17j 0.0145879+3.23824e-17j 0.0114373-8.40243e-16j 
0.00198951+3.7258e-16j -0.00563076+2.92863e-18j 0.00968885+3.32517e-16j -0.00523671-1.97978e-16j -0.0154225-3.83289e-16j 0.00602618+1.46224e-17j -0.00212307+6.85208e-17j 0.000586307-1.00899e-16j -0.00332966-3.40241e-17j -0.00151526-2.72931e-16j -0.00476821-8.1827e-17j -0.00347355-3.02682e-16j -0.0014243+1.66854e-16j 0.00809855-4.60762e-17j -0.0060952-3.96185e-16j -0.00609203+1.22734e-15j -0.00985406+2.19358e-15j -0.00174657+1.15117e-15j -0.000536347+3.1618e-16j -0.0063616+7.0885e-17j 0.00176783+5.76505e-16j -0.0032676+6.99411e-16j -0.010498-6.82132e-16j 0.00707209+2.012e-15j -0.000289854+7.86338e-16j -0.0101603-1.56963e-15j -6.87252e-05+2.91931e-19j 0.00797378+1.6523e-15j 0.00139444-1.14599e-15j 0.010529+1.26994e-16j 0.00389661-5.54724e-16j -0.000108063-8.16815e-16j -0.00958864-4.01019e-16j 0.00686179-1.959e-16j 0.00276696-1.16963e-15j 0.00400569+4.97485e-16j 0.00078398-1.01558e-15j -0.00536012-4.75632e-15j -0.00165393-4.37421e-15j -0.00545363-3.39609e-15j -0.00279418+2.5517e-16j -0.00101109-1.32987e-15j -0.00892248-4.37535e-16j 0.00826149+2.46696e-16j -0.0138964-2.55717e-16j -0.00800235-5.55975e-16j 0.00498457+8.24453e-17j 0.0041058-2.46128e-16j 0.00109201-8.81485e-17j -0.00477709+1.79982e-17j 0.0024273+1.32308e-16j -0.00958786-5.56475e-16j 0.00232397-1.57955e-16j 0.0097233+3.32021e-16j 0.0104982+3.03028e-16j 0.00229681+5.20549e-17j 
-0.00383356-1.68536e-15j 0.00306289-4.10613e-16j -0.000175804+1.32576e-16j 0.00331658-2.44195e-16j 0.00375051-2.60735e-16j 0.0213759-9.34254e-16j 0.00646998+3.51825e-17j 0.0266074-1.32068e-15j -0.00983315+2.25377e-16j 0.0159205+1.37675e-16j 0.0118469-1.35229e-15j -0.00138324-1.26772e-16j -0.00289094+6.47188e-17j -0.000106399-3.35051e-17j -0.0193295+1.18611e-15j -0.020878+3.10184e-15j 0.00360983+8.41663e-16j -0.00279207+1.19598e-15j 0.00813762-1.10356e-15j 0.000759869-7.73871e-16j 0.00148795-4.06755e-16j -0.00350283+4.64649e-16j -0.00181205-3.74872e-16j 0.00426761+6.86289e-16j 0.00693595-2.24812e-16j 0.00429155+4.13743e-16j 0.00758924-2.78565e-16j -0.00256628-8.10589e-17j 2.58739e-05-2.55034e-16j 0.00294726-8.08135e-16j 0.00233588-8.25417e-16j 0.00676962-1.33549e-15j -0.00888523-2.91364e-17j -0.00161832-9.30691e-17j 0.00278563-5.92234e-16j 0.00024853-2.45977e-16j 0.00576283-4.84434e-16j -0.00292034-2.43689e-15j -0.00119107-2.26792e-15j -0.00556122-2.60224e-15j -0.00793285-1.82043e-15j 0.0043567+1.59993e-14j -0.00583651-1.95381e-17j 0.00248041-2.22992e-16j -0.0156586+4.4764e-16j 0.00163733-1.387e-16j -0.0168463+1.49797e-15j -0.00272553+2.25577e-16j -0.000728824+3.46221e-16j 0.000106163-2.24062e-16j 0.002137-2.87658e-16j -0.00152471+2.27876e-16j 0.0176239-8.42387e-16j 0.00958135-4.23988e-16j -0.00556883+6.52197e-16j 0.00698544-1.2698e-15j 
