-0.923154+1.2258e-15j 0.285365-3.04608e-05j 0.00305997-0.00526753j 0.0679592+0.00238465j -0.0173474-0.00334524j -0.031217+0.00642931j -0.0274487-0.00219482j -0.0442925+0.000157001j -0.0453513+0.00811668j -0.0769582-0.000826368j 0.056261+0.00173911j 0.0123367-0.000517346j 0.0015942-0.000824116j 0.00986182+0.000788304j -0.0105983+0.00136504j -0.00802873-0.0014302j -0.0149225+0.000415345j 0.0116917-9.48424e-05j -0.0121997+3.67748e-05j -0.0100837+0.000349679j 0.0109372+0.000436668j 0.0123601+0.000136626j -0.0047759+5.2838e-05j -0.00221116+0.000103994j -0.02531+0.000422842j -0.0141108-6.78568e-05j 0.0191238+0.000274861j 0.0103541+0.000201171j -0.00121642+0.00100906j 0.028912-0.00102315j 0.0187023+0.000683487j -0.000571523+0.000941083j 0.0549165-0.000113418j 0.0275636-0.000635441j 0.0199271+2.79106e-05j 0.00823737+0.000492197j 0.0013028+4.00527e-05j 0.00505229-0.00140874j -0.00122142-8.05934e-05j 0.000118529+0.000530785j -0.0105458-0.000498167j 0.00621993+0.00093414j 0.00291994-0.000291814j 0.00492623-0.000249179j 0.00176422-5.26629e-05j -0.000792489+0.000354685j 0.0103087-0.000489964j -0.00512448+0.000424281j 0.00252298+0.000459649j 0.00338812+0.000238199j 0.00262565+0.00016404j -0.00391574+0.000508677j 0.00211379+0.000218282j -0.00936688-0.000154255j -0.0121668+0.000309091j -0.00339854+0.0018975j -0.00650149-0.0015323j 0.000365235+0.000278666j -0.00165232+0.000716357j 9.37422e-05+0.000456729j -0.00442483-3.52429e-06j -0.000279946+0.000101461j -0.0040094+0.000296545j -0.00161861+0.000967689j -0.000655134-0.000793269j 0.00023207+0.000126857j -0.00539765-0.000297087j 0.00370497+0.000422629j 0.00188263+3.67332e-05j 
0.000118529-0.000530785j 0.00645295-0.0010199j 0.0164611+0.00120218j 0.00201993+0.00326436j -0.0137472-0.00330485j 0.000350733-0.00307138j -0.00580923+0.00408812j -0.00368771+0.0037898j 0.00701301+0.00231162j 0.00242256+0.00413241j 0.0147259+0.00185323j -0.0470397-0.000749718j -0.00898228-0.000392469j -0.0480331-0.000936968j -0.00865909+0.000342412j 0.0238059+0.00142012j -0.000502975+0.00107556j 0.0192973+0.00174693j 0.0929774-0.000975584j -0.0053555+0.000591861j -0.00371116+0.000256707j -0.0212869-0.000208106j 0.00914506+0.000786204j -0.0111784+0.00100988j -0.0126848+0.000605739j 0.00135362-0.002311j 0.000926057-0.00269567j -0.0917496-0.00344419j -0.0402121-0.000769358j -0.0437582-0.00244941j -0.0239651+0.000637439j 0.0140234+0.00224574j -0.0253898+0.0031865j -0.0327144-0.000392183j -0.0302588-0.000185136j 0.0519476+0.00436546j 0.00299154-0.000516708j -0.0973067-0.000746209j 0.00156328+0.00067522j -0.0245254-6.2791e-15j -0.109433-0.000949345j 0.07317+0.000203561j 0.112528+0.000320005j -0.0717934+0.000535206j -0.0286378+0.0056275j 0.0153048-6.10813e-05j 0.0895218-0.00284981j -0.0388564+0.00181271j 0.0656706+0.000703953j -0.0517498-0.000931019j -0.0922251-0.00164861j -0.0276176-0.000157752j -0.164944-0.000328295j -0.0142545+0.000733425j -0.036818+0.000807531j -0.0821698+0.000964635j 0.125099+0.00202473j -0.0323216+0.00198375j 0.00762138+0.00213087j 0.124464+8.16062e-05j 0.0211973-0.00510901j -0.0202141+0.00509573j 0.0161063+0.00390457j 0.0363527-0.00659635j -0.0291374-0.00207131j 0.0113055-0.00615571j -0.0134321-0.000311078j -0.0292175-0.00718739j -0.0128192+0.000401787j 
-0.0105458+0.000498167j -0.0218329+0.0019082j -0.0204671-0.00182992j 0.00593131-0.00282133j 0.00127355-9.74041e-05j 0.00137267+0.00239576j 0.00483468-0.00322094j -0.0223319-0.000928447j -0.0146054-0.00328853j 0.0210929-0.00456781j -0.0032585-0.00175424j 0.0135325-0.0015921j 0.0137192-0.00116654j 0.0322067+0.000301414j -0.0111462-0.000446765j 0.0295826+0.00127193j -0.0483149+0.00203285j -0.0569089+0.000582758j 0.0402808+0.00185119j -0.00212292+0.00163679j -0.0815699-0.000750942j 0.0115964+0.000890877j -0.0219404+1.84518e-05j -0.0103246+0.000957986j -0.0100947-0.00203359j 0.0438205+0.00178487j -0.00373336-0.0030411j 0.0333491-0.00238473j 0.0193034-3.78135e-05j -0.04913-0.00305071j -0.0413752-0.000748687j 0.0140375+0.000144435j -0.013487+0.000659294j -0.024948-0.000923163j -0.0234218+0.00218751j -0.000491758-1.6634e-05j -0.0189653-0.00408249j 0.160351+0.00224944j -0.0652485-0.00213289j -0.109433+0.000949345j 0.105239-3.10303e-14j -0.035269+0.000660473j 0.0585785-0.00444516j -0.0321846+0.00150474j 0.0597323-0.00491667j 0.0006385+2.09024e-05j 0.0904307-0.00408249j -0.0610094+0.00317394j -0.121152-0.00182732j 0.0727097+0.00111652j 0.261034-0.00104363j 0.0900938-0.000515228j 0.0534179+0.000546819j -0.0572766-0.00100171j -0.0324766+0.00178133j 0.146523-0.00295346j 0.0895816+0.000173338j 0.14289-0.00351674j -0.0433503-0.000414729j 0.0687525-0.00215881j 0.0251749+0.00159021j 0.013065-0.0095087j -0.00932729-0.00073234j -0.0586761+0.00936596j 0.0319369+0.000591843j -0.0234726-0.0104718j -0.0128409-0.00742631j -0.01819-0.00167637j 0.00486778+0.000851704j 
0.00621993-0.00093414j 0.0153266-0.00189501j 0.0118293+0.000369881j -0.00599445-0.000387987j -0.0034125+0.00497543j 0.0074078+0.00130118j -0.00430349-0.00104752j 0.0137821-0.00520873j 0.00795343-5.41954e-05j -0.0211519-0.00121826j 0.00837493+0.00125348j -0.00164017+0.00292917j -0.00607707+0.00139978j -0.00862987-0.0017327j 0.0029049-0.000243383j -0.024358+0.00201559j 0.0469954+0.000988205j 0.0349544+0.00237341j -0.030313-0.000289618j -0.00622341-0.00173256j 0.0614619-0.00501856j 0.0190192-0.00108681j 0.02078+0.00230195j 0.0207009+3.28002e-05j -0.0123449+0.0014725j -0.00924586+0.00114679j -0.00248773-0.00389257j -0.016024-0.00263732j -0.0240499+0.00172389j 0.0422104-0.00190786j 0.0232066+0.00233984j -0.00977243+0.00502779j 0.00774465-0.00346082j 0.0228946-6.03391e-05j 0.0331931-0.000545919j -0.000840984-0.00142589j 0.0130575+0.00239196j -0.0859192-0.000580918j 0.000302816-5.47798e-05j 0.07317-0.000203561j -0.035269-0.000660473j -0.0213454-7.06553e-15j -0.0765737+0.00316086j 0.0825612-0.00187383j 0.0972456-0.00154644j 0.110321-0.00364703j -0.0950383+0.0044377j 0.0502962-0.00291007j 0.165036-0.00415035j -0.0332958-0.00128602j -0.140563+0.00195378j -0.0936846+0.00468499j -0.0474833+0.00219535j 0.0972898+0.00168053j 0.0652794-0.00387947j -0.116609+0.00431484j -0.101179+3.392e-05j -0.0982517+0.0028058j 0.0257697+0.000967598j -0.0726797+0.00223117j -0.0235482-0.00132781j 0.00300331+0.00446347j -0.0107337-0.000432028j 0.0434782-0.0063129j -0.0155627+0.000744567j 0.0244872+0.0106084j 0.0170881+0.00633461j 0.0177801+0.00304162j 0.00179802-0.000656161j 
0.00291994+0.000291814j 0.000563818+0.00108992j -0.0176286-0.000431906j -0.00605083+0.000597049j 0.00283117-0.00415298j -0.00283818-0.000480144j -0.00238811+0.0013054j 0.00539979+0.00309594j -0.00238507-0.000563512j -0.00240829+0.00289133j -0.0264903+0.000356351j 0.0199527-0.00128887j 0.00428017+0.000498654j 0.0438484-0.00231501j -0.0214322-0.00394169j -0.00263198+0.00101648j 0.0121461+0.00103963j -0.00345722+0.00595126j -0.0553476-0.00394381j -0.0153501+0.00063986j -0.0241028+0.00174246j 0.00627361-0.000710284j -0.00678213+0.00331381j 0.0196324+0.000873372j 0.0218578+0.00150465j 0.00079231-0.00538089j -0.00311548-0.00226327j 0.0385233-0.00370012j -0.0241882-0.000426792j -0.0275033+0.00113853j 0.0479126+0.00386624j 0.010282+0.00119577j 0.0254751+0.00133595j -0.0120646+0.00065186j -0.0307035+0.00122454j -0.0481233-0.00086314j 0.0440788+0.00174935j 0.0183166-0.000594056j 0.10094+0.000584758j 0.112528-0.000320005j 0.0585785+0.00444516j -0.0765737-0.00316086j 0.171983+2.54328e-14j -0.0758777-0.000554156j -0.0249872-0.000159925j 0.170308-0.00267956j 0.00543788-0.000343048j -0.0190773-0.000240756j -0.0780747+0.00308002j 0.0620179-0.00279843j 0.0132739+0.00203022j -0.273151+0.00258029j 0.0990951+0.00261338j -0.259841+0.000603456j -0.065911+0.000315286j 0.149867-0.00214782j -0.0219584-0.000427148j 0.0390232+0.00233241j -0.0568034-0.00890657j -0.065121-0.00238608j -0.030811+0.0124238j -0.0295579+0.00261577j 0.1133-0.00514563j -0.0729269+0.00602568j 0.0298245-0.00720847j -0.0682033-0.00724202j -0.0189625-0.00438831j 0.0240278+0.00465593j 0.0032514-0.00111916j 
0.00492623+0.000249179j 0.00983051+0.00137597j 0.00754819-0.00268097j 0.00535753-0.00222161j -0.0118614-0.00114573j -0.00565521+0.000581983j 0.00611371-0.00104017j 0.00384088+9.96826e-05j -0.00138002-0.00315185j 0.00292356-0.000577764j 0.0163692+0.0004173j -0.0388158-0.000820484j 0.000515986-0.00021086j -0.0571976-0.000344504j 0.0107341+0.00136255j -0.00576491-0.000892377j -0.0249305-0.00273755j 0.0132962-0.00435971j 0.0217008-9.0887e-05j -0.0162137+0.00270328j 0.0143429-0.00203305j -0.0111807+0.000580598j 0.00934522+0.000304944j 0.00757675+0.000210226j 0.00254-0.000166521j -0.0470899+0.00108347j -0.0102606-0.00151506j -0.066763+0.00530299j 0.0318043+0.00375198j 0.0107702-0.000369615j -0.0081295-0.000768185j -0.000777984-0.0032857j -0.0199218-0.00269083j -0.00483471-0.00260522j 0.0128051-0.00231172j 0.0330879+0.00363829j -0.0727369+1.26066e-05j 0.0069744+0.000997766j -0.109287-0.00158859j -0.0717934-0.000535206j -0.0321846-0.00150474j 0.0825612+0.00187383j -0.0758777+0.000554156j 0.104208-8.71644e-15j -0.0264927-0.000325226j 0.197935-0.00436316j 0.047396+0.00135559j -0.00444709-0.000900212j 0.0268201-0.00162085j 0.0845761-0.0020561j 0.0317331-0.0011229j 0.170796+0.00143979j -0.0702815-0.00191255j 0.141392+0.000599606j -0.0221416+0.00202047j -0.069383+0.0013361j 0.0439572-0.00168343j -0.072639-0.000401916j 0.058983+0.00548263j 0.0403246+0.00152233j 0.0601332-0.00980981j 0.0223373-0.00368134j -0.0796834+0.006582j 0.044999-0.00222888j -0.0155439+0.00301092j 0.0393786+0.00251873j -0.00124696+0.00373742j -0.0165827-0.00506903j -0.0166155+0.000340731j 
0.00176422+5.26629e-05j 0.0150405+0.000832905j -0.00256399-0.000408296j 0.0104+0.000902092j 0.00792644+0.000267005j -0.00747774+0.000298867j 0.0105242-0.000414539j 0.00776564-0.000916692j -0.00967113-0.000189772j -0.00298567-2.28134e-05j -0.0131939+0.000360875j -0.0400651-0.00394561j -0.0130484+0.000643054j -0.0324174-0.00204785j -0.0171001-0.00332167j 0.011592+0.00296571j 0.0075995+0.000765509j 0.0443172+0.000393981j -0.0502552-0.00308437j 0.00334716-0.0015342j -0.008467-0.00315338j -0.0311408-0.000361001j 0.0153235+0.000365356j -0.0133914+0.000829183j 0.0496732+0.00464214j -0.0665146-0.000466323j -0.0276406-0.00194526j -0.0441024-0.00134439j -0.0128258+0.00487129j -0.0251848-0.00362858j 0.0316044+0.00220166j 0.0246955-0.00276709j 0.0172138-0.00268003j 0.00409903-0.00333763j -0.0125302-0.00201176j -0.0115105+0.00474233j -0.0518345+0.00297305j 0.031475+0.000334867j 0.0990669+0.00458972j -0.0286378-0.0056275j 0.0597323+0.00491667j 0.0972456+0.00154644j -0.0249872+0.000159925j -0.0264927+0.000325226j -0.457296+1.49689e-14j -0.16481-0.00119651j 0.00266341+0.00482245j 0.0454878-0.0036205j -0.426026+0.00301956j 0.0376383+0.000834532j 0.092568+0.00487728j 0.175515-0.00111939j 0.109008-0.00317512j 0.0256139+0.00192339j -0.0859362+0.00837364j 0.194654-0.00116473j -0.0485367-0.00301696j -0.098694+0.00284353j 0.0611424-0.00356483j -0.0310022-0.000424897j 0.0406127+0.00150407j -0.00397677-0.0024406j 0.0169353+0.00103766j -0.0468656+0.00293352j 0.0151664+0.00541697j 0.0008146-0.00211348j -0.00943077+0.00235016j 0.0123889-0.00204297j -0.0241241-0.00109975j 
-0.000792489-0.000354685j -0.0149652-0.00166362j 0.00680868-0.000198212j -0.00572166+0.000377556j -0.0109453+0.00326123j -0.000403993+3.27171e-05j -0.000577058-0.000213236j 0.00189067-0.00247633j -0.00284918+0.000899456j 0.0163408-0.00150417j 0.0142428-0.00199853j 0.0319395+0.00154586j 0.0146938+0.000774645j 0.0235069-0.000119969j 0.00457142-0.000269687j 0.00350645-0.000406524j 0.00987629-0.000939047j 0.00732681-0.000282019j -0.000518603-0.000370366j -0.0163357-0.000817492j 0.00706637-0.00137428j -0.0259709-0.00076091j -0.0116958+0.000342321j 0.0118831-0.000284885j -0.0139618+0.000758418j 0.00667751+0.000444539j -0.0259442-3.42327e-05j 0.0151215-0.000162997j -0.0216054+0.000807864j 0.000360526-0.000150948j 0.0055247+0.00120486j 0.00995428-0.000457445j -0.0196948-3.56242e-05j -0.00910241+7.01501e-05j 0.00468293+0.00184198j 0.0183687-0.00142752j 0.0332046-0.000851199j -0.00242414+0.000390703j -0.026257-0.000813502j 0.0153048+6.10813e-05j 0.0006385-2.09024e-05j 0.110321+0.00364703j 0.170308+0.00267956j 0.197935+0.00436316j -0.16481+0.00119651j 0.663762-1.98532e-13j 0.369055-0.00122751j -0.222891+0.00113024j -0.142588-0.00228713j 0.153801-0.00156012j 0.00928136-0.000223966j -0.0112318+0.00223803j -0.0151894-0.000312716j 0.129648-0.0013418j -0.0558174+0.00360269j -0.0509494-0.000180887j 0.00464899+0.00120447j 0.085955+0.000138217j -0.0558169+0.00284735j 0.0236475+0.00136296j -0.0309253-0.00107053j 0.00112621+0.00106892j -0.0228713-0.00102514j 0.0111926+0.000974469j -0.00993213+3.25113e-05j 0.00591504+0.00149291j 0.01276-0.0016354j -0.00472591+0.00278207j 0.0216363+0.000489023j 
0.0103087+0.000489964j 0.0377681+0.00171624j -0.0229527+0.00322077j 0.000457393+0.000960404j 0.0121697-0.000313467j -0.0088289+0.00101895j 0.00256907-0.000813484j 0.0120765+0.000574478j 0.00137369+0.000342751j -0.0228304+0.000188184j -0.0322182+0.00379995j -0.0667232-0.00281291j -0.0347975-0.000809259j -0.0136616-0.000104494j 0.0130437+5.2801e-05j -0.0290116+0.00142295j -0.0236427+0.00173929j -0.0407254+0.00138787j 0.0266758+0.000783661j 0.00397624+0.000707143j -0.00616886-0.000443356j 0.00443323-0.000408401j -0.0210098-0.00129563j 0.0192102+0.00162913j -0.0131498+0.000155013j 0.00929969-0.00184358j 0.00149539+0.000946156j -0.0108654-0.0013343j 0.0352305-0.000905395j -0.00320412+0.0015792j -0.00312715-0.00255464j 6.63077e-05+0.00211073j 0.040301-0.000449477j -0.000865978+0.00237277j 0.00901544-0.00357456j -0.0628234+0.000158789j -0.0668532+0.00183834j -0.0313751-0.000686017j -0.0128525-0.00110667j 0.0895218+0.00284981j 0.0904307+0.00408249j -0.0950383-0.0044377j 0.00543788+0.000343048j 0.047396-0.00135559j 0.00266341-0.00482245j 0.369055+0.00122751j -0.180456-7.67793e-14j 0.159305-0.000345437j 0.0682338+0.00578837j 0.074763-0.0021535j -0.0432804+0.00218441j -0.127326-0.000252698j 0.0241607+0.00252955j -0.0841277-0.00333047j -0.0237962-0.00349271j 0.104386+0.00165971j -0.0262607-0.00479129j -0.198005-0.00150527j 0.130225-0.00554684j -0.0935077-0.00282079j 0.0566829+0.0027026j -0.00691776+6.57543e-05j 0.0466991+0.00181346j -0.0163009-0.00265067j 0.0127593+0.000184943j -0.00829121-4.64394e-05j -0.0211789+0.00474734j 0.016939-0.00482097j -0.0466158-0.00105329j 
-0.00512448-0.000424281j -0.0278045-0.00128366j 0.00810613-0.00242751j -0.00651641-0.000862431j -0.00588306+0.00107881j 0.00905054-0.000139684j -0.00427788+0.000343355j -0.010891+5.8429e-05j -0.000915904-0.000368287j 0.0222341+0.000240241j 0.0286856-0.00321273j 0.0595959+0.00198381j 0.028452+0.000369891j 0.0140995-0.000164099j -0.0151948+0.000143731j 0.0244739-9.80739e-05j 0.0334566-0.000218087j 0.0261662+0.000357758j -0.024686-0.000396255j 0.00115357+0.00119338j -0.00675957-0.000668537j -0.00885941-0.00184371j 0.0099196-0.000557783j 0.00625878+0.00191493j 0.0196567+0.00138516j -0.0017884-0.00123357j 0.00632238+0.000897136j 0.0152156+0.000447283j -0.0364159+0.000798859j 0.00781714-0.000199718j 0.0114679+0.00359561j -0.00247653-0.00248907j -0.0285888+0.000802268j 0.000997412-0.00177619j 0.00437529+0.00276956j 0.0459301-0.000866507j 0.0649968-0.00154767j 0.0179359+0.000557625j 0.00577783+0.000129973j -0.0388564-0.00181271j -0.0610094-0.00317394j 0.0502962+0.00291007j -0.0190773+0.000240756j -0.00444709+0.000900212j 0.0454878+0.0036205j -0.222891-0.00113024j 0.159305+0.000345437j -0.084154+1.20954e-14j -0.0137996-0.00474027j -0.0503789+0.00126344j 0.011534-0.00147676j 0.0563952+0.000967511j -0.0101083-0.0015367j 0.0666695+0.00266789j 0.0303116+0.00170051j -0.0959073-0.00101568j -0.0249436+0.0035092j 0.148851+0.000993392j -0.113139+0.00380988j 0.0407082+0.00239265j -0.0545517-0.00153379j 0.00672908+0.000420657j -0.0352099-0.00221104j 0.0148987+0.00198657j -0.00874084-0.000539103j 0.0055065+0.00270415j 0.0211049-0.0025333j -0.00420564+0.00575768j 0.0405172+0.000582169j 
0.00252298-0.000459649j 0.00297932-0.00136471j 0.00999989-0.00109963j -0.00262412+0.000363759j 0.0120716+1.45759e-07j -0.00679078-0.000468156j 0.00309191+0.000510493j 0.00306946+0.00015465j 0.00232448-0.000928672j -0.00864651+0.00181869j -0.00783089+0.000919015j 8.20404e-05+0.00427219j -0.0234827+0.001035j 0.0144187-0.00447562j 0.0420306-0.0010901j -0.0159789+0.000147277j -0.0262618-0.00211823j -0.0638312+0.00162733j 0.0583534-0.000451722j 0.0571696-0.000828065j 0.0190631-0.00634467j -0.0214375-0.00225302j -0.0351243+0.00263731j -0.0279271-0.00111519j -0.0514638+0.00216985j 0.0547161-0.000534089j -0.00801567-0.000979304j 0.0648404-0.00292591j -0.0105856-4.92834e-05j -0.00100449+0.00380325j -0.0520265+0.000779181j -0.00801699+0.00677127j 0.0317455-0.00289148j -0.0122203+0.00542201j 0.0421708+0.00117129j -0.033989-0.00642484j 0.0152432-0.00141699j -0.112703+0.000758688j 0.112153+0.00511799j 0.0656706-0.000703953j -0.121152+0.00182732j 0.165036+0.00415035j -0.0780747-0.00308002j 0.0268201+0.00162085j -0.426026-0.00301956j -0.142588+0.00228713j 0.0682338-0.00578837j -0.0137996+0.00474027j -0.158592-1.99788e-13j -0.0391272+0.00273094j -0.117124+0.0049875j 0.0612543+0.000109463j 0.0415559+0.00187269j 0.0905678-0.00446577j -0.0422374+4.89373e-05j -0.108084+0.00514706j -0.027777-0.00271656j -0.0254906-0.00447283j 0.0344216+0.00249524j -0.0622804+2.03884e-05j -0.0101074-0.0019165j -0.0120054+0.00685977j -0.0218946+0.00189835j 0.0437334-0.00246336j -0.0346767-0.00128721j 0.0155921+0.00676578j 0.00728836+0.00289446j 0.00472003+0.000529375j -0.00331452+0.000365581j 
0.00338812-0.000238199j 0.00463087+0.000435364j -0.00369199+0.000286586j 0.000631767+0.000902951j -0.00813808-0.00206499j 0.0063425-0.00166342j -0.00191907+0.00223014j 0.00232542+0.00297788j -0.00453642+0.00159076j 0.00440437+0.00255169j 0.00951321-0.000349914j -0.0146952-0.00229393j 0.0104738-0.00199664j 0.00520792+0.00207758j -0.030948+0.00127441j 0.0137086+0.000794043j 0.00791855+0.00365693j 0.0127703-0.000421402j -0.0161005+0.00183454j -0.0117036+0.0004891j -0.0094324+0.00128582j -0.00660186+0.000189757j -0.000162303-0.00133519j 0.011622-0.00019793j 0.0167139+0.000806402j -0.0211572+0.00242664j -0.0143325+0.00250271j -0.0103258-0.00057714j -0.0016507-0.00225661j -0.00143809-0.00356637j 0.00892018-0.000445871j 0.0101276-0.00287578j -0.00710894+0.00222971j 0.00864874-0.00316891j -0.000416886-0.000178734j 0.0372+0.00215107j 0.0197151+0.00069761j 0.00765553-0.00205794j -0.0129661-0.000353562j -0.0517498+0.000931019j 0.0727097-0.00111652j -0.0332958+0.00128602j 0.0620179+0.00279843j 0.0845761+0.0020561j 0.0376383-0.000834532j 0.153801+0.00156012j 0.074763+0.0021535j -0.0503789-0.00126344j -0.0391272-0.00273094j 0.0291203+3.46901e-15j -0.00185338-0.00194712j 0.0451938-0.000175831j -0.0341813-0.00118733j 0.131156+0.000502699j 0.0443675+0.000997903j 0.0303641-0.00139102j -0.0539208+0.000604324j -0.00372188+0.00068348j -0.00738054+0.000507574j 0.0322943+0.000597539j -0.0173266-0.000540253j 0.006481-0.00166757j -0.00296949-0.00247598j -0.00599798-0.00297524j 0.00499238+0.00597536j 0.023886+0.00198067j 0.011693+0.00102896j 0.000307986-0.000258825j 0.00568712+6.93021e-06j 
0.00262565-0.00016404j 0.0244045-0.000834913j -0.0191176+0.00371629j 0.00338749+0.00438348j 0.00535972+0.00381966j 0.0118968-0.00155082j -0.00202147+0.00280063j -0.00332068-0.00126643j -0.00920674+0.00562859j -0.0118562+0.00137723j -0.0100612-0.000370773j -0.05844-0.00256641j -0.00287515+0.000608614j 0.0215854-0.000833907j -0.0545943-0.000483001j 0.00741507-0.00310446j -0.00373178-0.00165346j -0.0254645-0.00182914j 0.0121506-0.00239186j -6.97572e-05-0.00205636j -0.00610889+0.00242996j 0.0121333-0.00102307j -0.0204107-0.00157754j -0.00446308-0.000525011j -0.00158412+0.00118644j 0.0148947-0.00203818j -0.000646461-0.000214336j 0.00601259+0.00163j 0.00270937+0.000693157j -0.0117885+0.00170467j -0.0125724+0.0017263j 0.00404105-0.00115986j 0.0319933-0.000329456j 0.0251713+2.42134e-05j 0.0179149+0.00027369j 0.0130279-0.000130608j 0.0389684+0.00174271j 0.0235747-0.00408338j 0.0213487-0.000223302j -0.0922251+0.00164861j 0.261034+0.00104363j -0.140563-0.00195378j 0.0132739-0.00203022j 0.0317331+0.0011229j 0.092568-0.00487728j 0.00928136+0.000223966j -0.0432804-0.00218441j 0.011534+0.00147676j -0.117124-0.0049875j -0.00185338+0.00194712j -0.0174903+1.20889e-16j 0.0894856-0.00030829j 1.89486e-05+0.000100841j 0.26751-0.00239308j 0.151036-0.000419456j 0.166031+0.00152987j -0.124421-0.00220133j -0.0352134-0.0015691j 0.0579799-0.00167494j 0.0204554-0.000939381j -0.0373125+0.0037146j 0.0177074-0.00416129j 0.0278517-0.00861714j -0.0360072-0.00657924j 0.0310462+0.0154824j 0.0492387+0.00295843j 0.0207229+0.00177107j 0.00495479-0.00235067j -0.00509914+8.57742e-05j 
-0.00391574-0.000508677j -0.00528967+0.000730589j -0.0211924-0.00219897j -0.00299779+0.00201636j -0.00296992+0.000931916j 0.00633829-0.00112946j 0.000797827+0.00173383j 0.00119862+0.000182165j -0.00833956+0.000993287j -0.00782071+0.00108018j 0.00294792-0.00422867j 0.0327381-0.00512764j 0.0222138-0.00116031j -0.0186072-0.00343442j -0.0229034-0.00207411j -0.0150132+0.0017173j 0.0199247+0.000963386j -0.0359824+0.00108631j 0.00724892-0.000831748j 0.00143542+0.00190479j -0.0446072-0.00613952j 0.0107684+0.000315216j 0.0081899+0.00263228j 0.0131236+0.000355776j 0.0344876+0.00344926j 0.0249894-0.000120007j 0.00337768-0.00192172j -0.000524206-0.00164796j -0.0134527+0.00351296j -0.0176462-0.0044409j 0.00569738+0.00497846j 0.0114197-0.00104963j -0.00332051-0.000793597j -0.0146525-0.00307144j 0.0913313+0.00107902j -0.035859-0.00412635j -0.0185286-0.00121356j 0.129239+0.00332852j -0.0998243-0.00575975j -0.0276176+0.000157752j 0.0900938+0.000515228j -0.0936846-0.00468499j -0.273151-0.00258029j 0.170796-0.00143979j 0.175515+0.00111939j -0.0112318-0.00223803j -0.127326+0.000252698j 0.0563952-0.000967511j 0.0612543-0.000109463j 0.0451938+0.000175831j 0.0894856+0.00030829j 0.136384-3.59647e-14j 0.102676-0.00102264j 0.156019+0.0015752j 0.0587517+0.0010918j -0.0316964+0.000300346j -0.173398-0.00445215j 0.0252358-0.00509287j 0.00204002+0.00208098j -0.136439+0.00122111j 0.00570301-0.00337563j 0.0416398-0.00796507j -0.0926312-0.00147298j -0.00021621+0.00493817j 0.0170897+0.00504698j 0.0307602+0.0117342j 0.0230287+0.00525852j 0.0236655+0.00634376j 0.00954627-0.000545854j 
0.00211379-0.000218282j 0.0111354+0.000206094j -0.00447569+0.000293032j 8.52846e-05+0.000668379j -0.00348729-0.00147397j 0.00996684+0.000259663j -0.00846277+0.000581245j -0.00959326+0.00092593j 0.000878565+0.000188438j 0.00182353+0.00243715j -0.00176775+0.0023279j -0.0365152-0.000628732j 0.0141646+0.000940977j 0.00427211-0.00183722j -0.0485682-0.00343563j -0.0207784+0.00272932j -0.0508078+0.00350303j -0.0362665+0.00408209j -0.0309546-0.00318677j 0.00735396-0.00168318j 0.0152304-0.0033134j 0.0211287-0.000407141j -0.00465443+0.00242367j 0.016956+0.000409875j 0.000113877+0.00367622j -0.0674442-0.00220778j -0.0049129-0.00194593j 0.0305948-0.00237511j -0.00963016+0.000909613j 0.0276154+0.00187813j -0.0228781+0.00265613j 0.00863096+0.00365083j 0.000282793-0.0022785j 0.0463668+0.00279092j -0.0753443+0.001422j 0.0302257+0.00342344j -0.0352292-0.00039494j -0.0414027+8.42184e-05j -0.0723854-0.00310061j -0.164944+0.000328295j 0.0534179-0.000546819j -0.0474833-0.00219535j 0.0990951-0.00261338j -0.0702815+0.00191255j 0.109008+0.00317512j -0.0151894+0.000312716j 0.0241607-0.00252955j -0.0101083+0.0015367j 0.0415559-0.00187269j -0.0341813+0.00118733j 1.89486e-05-0.000100841j 0.102676+0.00102264j -0.146419+1.28497e-14j 0.121764+0.00045001j 0.0755258+0.000109536j 0.0579186+0.00117104j 0.213676+0.00328803j -0.0125999+0.00271333j 0.0962509+0.00424791j 0.198858-0.000576241j 0.0238311-0.00183035j 0.00528578-0.00263174j -0.000336293+0.00126085j 0.0133148-0.00787543j -0.00361418+0.00711565j 0.0361933-0.00855773j -0.00759822-0.00457935j -0.04373-0.0113863j -0.0193652+0.00172701j 
