0.0930661-3.88578e-16j -0.0642325-0.15657j 0.00420431-0.108953j -0.092366+0.07941j 0.0130126-0.0407094j -0.0875303-0.139369j 0.0207524+0.109995j -0.0145959+0.0522085j 0.0307274-0.0117822j -0.0258541+0.0704177j -0.00142019-0.0583183j 0.0183617-0.166543j 0.00741777-0.0511699j 0.0149432-0.0425274j -0.00073735-0.144218j 0.021689-0.0239776j 0.00676659-0.0945089j 0.0166558-0.200007j -0.0191148+0.123313j -0.0219106+0.0282199j 0.00658548-0.029402j -0.0820728-0.223723j 0.00166249-0.00456013j 0.00850268+0.0065756j 0.0264179+0.0341667j 0.0252677-0.00181841j -0.00633353-0.0110346j 0.003749-0.0621159j -0.00925303+0.0438842j -0.0121869+0.0104482j 0.0145998-0.0293483j -0.00698215-0.0224496j 0.00310829-0.00317327j -0.00518922+0.0190959j 0.00527159+0.0365576j -0.00301608-0.0162847j -0.00592796+0.0125231j 0.00284101+0.0319068j 0.000532667-0.0310769j -0.012113+0.0176868j 0.00416591+0.0311029j -0.00722711-0.0195617j 0.027223-0.00313904j 0.0282441+0.0122483j -0.0156132-0.00322581j 0.0353798+0.0197028j 0.03515-0.0142546j 0.00724434+0.0300115j 0.061416-0.0362444j 0.0172119+0.056282j -0.0202935+0.0218562j 0.00219684-0.0634903j 0.0287885-0.155868j 0.0191363-0.0352743j 0.00254972+0.00751473j 0.0591257+0.0280762j 0.0297096-0.0501937j 0.0241034+0.0226451j 0.0495437+0.0841293j 0.0094488+0.0693402j -0.0022978-0.0846419j -0.00247241+0.0390097j 0.00579111+0.0241679j -0.0236932-0.0131369j 0.000215293+0.00339729j -0.0101666+0.0212511j 0.0219996+0.0117096j 0.0109507+0.0207585j -0.00750244-0.0323432j -0.0151146-0.00458843j 0.0130259-0.0121558j 0.00387743+0.0303751j -0.0125621+0.0134739j -0.00421724+0.0139012j 7.80665e-05-0.0130738j 0.0263295+0.0178908j 0.0313851+0.0442199j 0.0714198-0.0167j -0.0265877+0.0315678j 0.0158069-0.0513392j -0.0333459-0.123398j -0.00842037+0.0286404j 0.00186752+0.0203095j -0.0481244-0.00551184j -0.0210713-0.0596805j -0.0363099-0.0402238j -0.00115228+0.0310075j 0.0180042-0.0631988j -0.025343-0.0151195j -0.00591659+0.0421868j 0.0115155+0.0278899j 0.00114681+0.0100378j 
0.00527159-0.0365576j 0.0233203+0.0210163j -0.0100788-0.00376045j -0.000208516+0.000595489j 0.0215338+0.000456407j -0.024958+0.0469639j 0.00881572+0.0278326j 0.00412141+0.00811556j -0.0041729+0.0264213j -0.0204569+0.0254968j 0.0440772+0.0776644j 0.0334943-0.0901946j -0.0519358-0.0961981j -0.0308452+0.0384483j -0.0428553+0.0872995j 0.0207166+0.021442j 0.0801502-0.00413588j 0.00643278+0.0397881j -0.0195643+0.0821104j 0.0125647-0.121653j 0.0399945-0.0436104j 0.0278047-0.0093806j -0.010784-0.0710151j -0.0514552+0.0503316j 0.0300093-0.0153933j 0.0633958+0.0330855j 0.0229902-0.0863048j -0.0741753-0.00615831j -0.0119186-0.0531656j 0.0916481-0.0556646j 0.0643958-0.00572107j 0.0999195-0.00235963j -0.0305458-0.0329198j 0.103585+0.0610078j -0.0893944+2.17465e-14j 0.0613944-0.00349369j 0.00212922+0.021246j -0.0176495+0.052475j -0.120759+0.0104192j 0.0984338+0.0316998j -0.0807434-0.0476325j 0.0259252-0.0530059j 0.174319-0.0279509j -0.193892+0.0767748j 0.177466-0.0901543j 0.0518484-0.0270748j -0.0529732+0.00518295j -0.24941+0.124146j 0.0763164-0.00128811j -0.0388359+0.0154719j 0.124362-0.03373j -0.156503-0.0147981j 0.0243355+0.0543805j 0.00111748+0.0034032j -0.000523726-0.038081j -0.0568584+0.046317j -0.0609305-0.0292049j 0.0572055-0.00872955j 0.0299854+0.0321357j -0.0344603-0.0059172j 0.00691789+0.0233272j -0.0302102+0.0367645j -0.0052817-0.0118563j 0.0126262+0.061565j 0.00229124+0.00775585j 0.0489205+0.00145045j 0.020839-0.0687112j -0.00524159+0.060754j 0.0393209+0.0208362j -0.00904698-0.112059j 0.0385381-0.0138736j -0.0110271-0.0492508j -0.0166397-0.0227113j -0.0224828-0.0616396j -0.0147644+0.0289808j 0.0181344-0.053282j 0.020233-0.00704967j 0.0317045-0.055562j -0.0284607-0.0560781j -0.0320257-0.0297504j 0.0131908-0.0215459j 0.0232787-0.030184j -0.00414995+0.0142271j -0.0290891-0.00420596j -0.0012889-0.000675293j 0.00116077+0.000642697j -0.100357+0.00579453j -0.0351729-0.0109728j 0.0266682-0.00435752j 0.0136708+0.0172881j 0.0137596-0.0120263j -0.0124632+0.0150851j 
-0.00301608+0.0162847j -0.00137599+0.0250573j 0.0239961+0.0257339j 0.0118995-0.00401616j -0.0125866+0.0341458j 0.0569687+0.095502j 0.0381343-0.0441158j 0.0362843+0.0773197j -0.0447885-0.0748425j 0.0130379+0.0315365j 0.00978356+0.0110998j -0.0624306-0.115402j -0.0632877-0.0689043j 0.1013+0.00643076j 0.114161-0.13576j -0.0302339-0.00372095j -0.00155788+0.0723632j 0.00125666+0.0931767j 0.0730788-0.0193583j 0.0477446-0.0694693j 0.0323351+0.00653296j 0.0768936+0.112193j -0.0438632-0.0663832j 0.0683115+0.0990347j 0.0178033+0.0776795j 0.00257981+0.0675692j -0.100748+0.141173j 0.00163367+0.0461368j 0.0886107-0.0161799j -0.0988753+0.0536109j -0.0387245-0.00975276j 0.0535712-0.0410004j 0.011987+0.0441735j -0.103425-0.0075235j 0.0613944+0.00349369j -0.116867-7.018e-14j 0.038433-0.0855507j 0.0710833-0.00281993j -0.0158473+0.0155905j 0.0232094-0.0357773j 0.000199706-0.0310742j 0.16518-0.00166373j -0.0490853+0.0414239j -0.0223648+0.0325899j 0.0762781-0.0110806j -0.0618352-0.00245692j 0.113757-0.0104041j 0.0092943+0.0139736j -0.114169+0.0400732j 0.0244655+0.0137036j -0.0332483+0.00564071j 0.107686+0.00106584j -0.0412361-0.122126j 0.000938115-0.0276353j 0.0561204-0.0191515j 0.0880535+0.0190432j 0.00514536-0.0496214j -0.044943+0.0577912j 0.0946314+0.0447416j -0.0110886+0.0273169j 0.076038-0.0372842j 0.0213987-0.0244562j -0.0340043+0.0208838j 0.0546676-0.0632749j -0.0752688-0.055666j 0.0832887+0.00953725j 0.041588+0.0641831j 0.0437267+0.0154076j 0.024322+0.0431535j 0.000447026+0.0290206j -0.0209343+0.0712945j 0.0175369+0.0921362j 0.0615019+0.0351741j -0.0643699+0.011497j 0.0214749+0.0284744j -0.0303247+0.0121811j -0.0345442-0.0192291j 0.0934577+0.0759905j 0.0381377-0.00385933j -0.0871684-0.0220664j -0.0495159-0.051566j 0.0317353+0.0405883j -0.00494107+0.0607955j 0.02374+0.0428576j 0.0294149-0.00635809j 0.0252232+0.00697072j -0.00124233+0.0215039j -0.021567+0.0026773j -0.0228659+0.0341169j 0.00791694-0.00154034j -0.011192-0.0199147j 0.0327034-0.00246728j 
-0.00592796-0.0125231j 0.0123114-0.00441845j -0.00297806-0.0216901j -0.0143618+0.00139944j 0.00121372+0.0139273j 0.00801798+0.0244211j 0.0244789+0.0805583j 0.000418666-0.0496498j -0.0262324-0.0263106j -0.10401-0.145526j -0.0268085-0.0658245j 1.9419e-05+0.0132306j 0.0474642-0.0929171j -0.0410095-0.0313298j 0.00300506+0.0362555j 0.0183392-0.090166j 0.0494899-0.00788244j -0.0420796-0.0879777j -0.00317027-0.0322927j -0.00909565-0.0570637j 0.00226121-0.059367j 0.0163872+0.043745j 0.0208786+0.0503289j 0.0291702+0.0432581j -0.0288624-0.0959694j -0.030538+0.0810843j 0.0399654+0.0656877j -0.117146-0.116695j -0.0611489-0.0197014j -0.0349825+0.0409743j 0.0436889-0.0174673j -0.0403187+0.0529781j -0.046691+0.0479322j -0.0733993-0.0195645j 0.00212922-0.021246j 0.038433+0.0855507j 0.0470688+2.49453e-15j -0.0630213-0.0329712j 0.0810644-0.0145059j 0.0563535+0.0131052j 0.134131-0.000937598j 0.0504415-0.109111j 0.158908-0.0603617j 0.191688-0.0286235j 0.0234191+0.0486005j -0.268781+0.0468033j 0.0414431+0.0281392j -0.0345613-0.0240453j -0.0165681-0.0479516j 0.00621159-0.0245074j 0.0306518+0.0686441j -0.0763019+0.0822014j -0.0439734+0.0882365j 0.0103196+0.0552923j 0.00246702-0.0722009j -0.00156998-0.0263425j 0.0165721+0.04721j -0.0444678-0.0297608j -0.0134382+0.0421181j -0.0545902-0.000665694j 0.00544357+0.0432527j 0.0473586+0.0290943j -0.0156299+0.00728908j 0.0430193-0.0547489j 0.00524071+0.00178743j -0.022231+0.0240069j -0.0450098+0.0372058j -0.0240765+0.0324159j 0.0221346-0.0387238j 0.0141544-0.0629204j 0.0210028+0.00435227j 0.0537296+0.0832714j -0.00400101+0.0165634j -0.0413214-0.0196168j -0.0358063+0.0236168j 0.0109715-0.00216326j -0.0318703+0.012371j 0.0784533+0.0131983j -0.0269731+0.00177366j -0.0213796-0.0555853j -0.0100889-0.0371073j 0.0189153-0.0303302j -0.0222441+0.040382j 0.0084189-0.0135809j 0.0144336-0.0161832j -0.0298891-0.00294951j -0.0255029-0.00671j -0.0267188-0.0125019j 0.0174071+0.00644166j -0.0114747+0.00479104j 0.0145715-0.00918982j -0.00918521-0.0108891j 
0.00284101-0.0319068j -0.0293749+0.010847j 0.014613-0.00865946j -0.0138462-0.0137102j 0.00704706+0.0232357j -0.0112252-0.00189204j 0.0123801+0.0503359j 0.00711973-0.0079837j 0.0499368-0.0840661j 0.0462654+0.0615691j -0.0161037-0.0149839j -0.0206543-0.00698851j 0.00697877+0.00696433j 0.032651+0.0210128j -0.0363498-0.0300898j 0.027183-0.0252736j 0.0191018-0.0766985j 0.0377573+0.0555281j 0.0116367-0.0316431j 0.0231815+0.0251473j -0.00244144-0.0187163j -0.0273771+0.0436429j 0.0274134+0.0390571j 0.0334473+0.0889924j -0.0612952-0.0748554j -0.0125219-0.00976725j -0.0463961+0.108428j -0.0128619-0.0445503j -0.0493471-0.0420603j -0.0274836+0.0109246j 0.0216944+0.0243418j -0.103963-0.0403261j -0.00645679+0.0405844j 0.094225+0.0354401j -0.0176495-0.052475j 0.0710833+0.00281993j -0.0630213+0.0329712j 0.069016-4.67681e-14j -0.110818+0.01856j 0.0331355-0.061337j 0.20408-0.0655804j -0.11916-0.0126187j -0.209901+0.00697133j 0.00321283-0.0545709j 0.0650638+0.0105902j 0.104897-0.0199328j -0.0486282-0.0570975j -0.0609527+0.0129153j -0.0436735-0.0121768j -0.0589294-0.0428689j -0.040877+0.0209742j 0.0788254-0.0698085j -5.9213e-05+0.0375501j -0.0237711-0.00945394j -0.0188588-0.0914919j -0.00155927+0.0355205j -0.000611865-0.0831298j 0.00354615-0.0177536j -0.0293303+0.0191136j -0.0600998-0.02818j -0.00877914+0.0039442j 0.0445034+0.00693779j -0.036925-0.0114117j 0.0412273-0.0251335j 0.0113537+0.00584944j -0.0397063+0.0145337j 0.0389418+0.0249576j -0.00677011-0.0533195j -0.0556623-0.0884069j -0.00553615-0.0952422j -0.00353107-0.0601508j 0.0141554+0.0203533j -0.0639819-0.0775813j 0.0337272-0.0142164j -0.0936947+0.08892j -0.026731+0.0338811j -0.0562988+0.0514755j 0.0663107-0.0593621j 0.0086979-0.0297727j -0.0202761-0.0105449j 0.00560863+0.0283203j -0.00954516-0.0118203j -0.0316673-0.0137834j 0.036482-0.0279352j -0.0859761-0.00269016j 0.0125487-0.00161577j -0.0777437+0.0125962j -0.0220679+0.0211545j 0.0259409+0.00339032j -0.0129658+0.0156284j -0.0109807-0.00346481j -0.0103359-0.0128829j 
0.000532667+0.0310769j 0.0213986-0.00930774j -0.00382646-0.00238959j 0.00351128-0.040637j 0.0184805-0.0192788j -0.016434+0.03061j -0.0337221-0.0746961j 0.0198702+0.0436276j -0.0240405+0.0151864j -0.0288745-0.0323381j 0.00896914+0.0880317j -0.0279765-0.0954109j -0.0276829-0.128161j -0.021272+0.0181818j 0.0230008-0.0305844j -0.0214149+0.0467869j -0.0137677+0.0618464j 0.00717839+0.0235248j -0.0147033+0.0885945j 0.0202265-0.023307j -0.00894619+0.00533919j 0.00685264-0.0463376j -0.00235001-0.0211285j -0.0149817-0.0261886j -0.0370033+0.0138361j 0.0523057+0.00352907j 0.0126553-0.111606j 0.0357943-0.0169967j 0.00843169-0.0719134j 0.0169873+0.0158801j 0.0908594-0.134912j -0.00338582-0.0204501j 0.0224698-0.0161421j -0.0105811+0.0351629j -0.120759-0.0104192j -0.0158473-0.0155905j 0.0810644+0.0145059j -0.110818-0.01856j -0.023281-4.24868e-14j 0.0726323-0.0249735j -0.0519689-0.028806j 0.0680241-0.0588728j 0.119181+0.00485739j 0.0167398-0.0159158j -0.0622707-0.0463664j -0.0580283+0.0542095j -0.0193322+0.0422346j -0.01477-0.0274463j -0.0485457+0.0858401j 0.0376322-0.0466765j -0.108177+0.00505788j -0.0475221+0.0309747j 0.0653925+0.0564043j -0.0142503-0.0333808j -0.0495513-0.0801638j 0.061248-0.0779508j 0.0638337-0.0600674j 0.0189254-0.0204887j 0.0258612-0.0334239j 0.0116196-0.0323224j 4.6266e-05+0.0148451j 0.0228898+0.00561109j 0.0662939+0.0374031j -0.00307763+0.0589157j -0.0223364+0.102797j -0.0777788+0.0159817j 0.00863222+0.00947566j 0.0319865-0.0149675j 0.00827588-0.0152374j 0.0110676+0.0154729j -0.0191414-0.0551147j -0.0247881+0.00754625j -0.069407+0.00432598j 0.0270054-0.0284086j -0.00379179+0.0140311j 0.0744237-0.119812j 0.0526305+0.0855931j -0.0435081-0.0467803j 0.00283618+0.00925307j 0.0464896+0.0148167j -0.0546094-0.038508j 0.00505203+0.0172091j -0.0242953-0.0617935j -0.00415542+0.00208466j -0.0369698+0.0018469j 0.084629-0.0131285j -0.0354799-0.0304483j -0.0266403+0.000922615j -0.0329044+0.00801604j 0.0442731+0.00649212j -0.000956265-0.000678165j 0.0300369+0.0171312j 
-0.012113-0.0176868j 0.00779906-0.00434929j -0.0178635-0.0157089j -0.000890314+0.00865845j -0.00641277+0.0332906j 0.000595157+0.0451624j 0.0151722+0.0402481j 0.00494668+0.0207581j 0.0243099-0.048834j 0.00366143+0.0274215j 0.0369519+0.080547j 0.0706522+0.0396391j -0.0063372-0.0242384j -0.0870379+0.0031622j -0.0328843+0.0103941j -0.00166469+0.134473j 0.0274063-0.0587465j 0.0267978-0.130877j 0.0636357-0.0515488j -0.0488624-0.0347389j -0.00257416+0.0227438j 0.0135793+0.0800569j 0.0116996+0.0769615j 0.053545+0.0767065j 0.0034754+0.0198603j 0.0484026+0.0823859j 0.0322724+0.131619j -0.078769-0.0185284j -0.043112+0.0119396j -0.0526736+0.0597681j 0.00800024+0.0292694j -0.0373766+0.0657119j -0.0212119-0.00206322j -0.0093289+0.0110586j 0.0984338-0.0316998j 0.0232094+0.0357773j 0.0563535-0.0131052j 0.0331355+0.061337j 0.0726323+0.0249735j 0.367498-2.14273e-14j -0.195736+0.0379414j -0.124454+0.0133334j 0.216762+0.066994j -0.0367644+0.0076479j -0.0162685+0.0301695j -0.014051-0.0424909j 0.0322619+0.0446024j 0.0141491-0.0734422j 0.0664639+0.0134895j -0.0491842-0.0525744j 0.121706-0.0329092j -0.000479192+0.0229502j -0.0451573-0.0810551j -0.00555959+0.00759842j 0.0633261-0.0123862j 0.0403704-0.0141939j 0.0380709+0.0421287j -0.0371977+0.0315429j -0.0274682+0.0414107j -0.00176984-0.0226728j 0.0311683-0.0308032j -0.00308546-0.0253532j -0.0213373-0.0197176j -0.00676283-0.0376892j -0.00691393-0.0912006j 0.0340711-0.0183024j 0.0200368-0.00443692j 0.0163749+0.00332769j 0.0138075+0.00348376j -0.0439291+0.05052j 0.0175661+0.0471597j 0.0146974-0.0253376j -0.00457857-0.00719483j -0.0415593+0.0783266j -0.00362873-0.0560258j -0.0409388-0.0242016j -0.000321782-0.0433527j 0.0140712+0.0382493j 0.0178195+0.0225458j -0.0113473+0.00616263j 0.0364133+0.0241839j 0.0158299+0.00874477j 0.00977715+0.0259499j -0.0228929-0.0115383j 0.00371496+0.00594374j -0.000259947-0.0104987j 0.0808515-0.013752j 0.0105765+0.00397853j -0.0169391-0.0138442j -0.00114792-0.00668995j 0.0137783+0.00882499j -0.00106764-0.00356476j 
0.00416591-0.0311029j 0.0211734-0.012166j -0.00907728-0.00333097j 0.00577429+0.0202246j 0.0111094-0.0188739j 0.00869495+0.0263283j -0.0266087+0.0942678j -0.0811493-0.133439j -0.0173097+0.0106464j -0.0329623+0.0316204j -0.0440833-0.0939807j -0.00914968-0.00591913j 0.00133335+0.0884848j 0.107321-0.0700484j 0.101679+0.0389551j -0.0151073-0.0804555j 0.00186165-0.0110521j -0.039742+0.0019984j -0.0288378-0.120549j 0.021759-0.118222j 0.0338162-0.0851376j -0.00463654-0.0175722j -0.0555276+0.00365366j -0.0380069+0.0648277j 0.0096462+0.0309448j 0.0902255+0.0330927j 0.00675437+0.0210042j 0.0474201+0.0129046j 0.0566471+0.00895268j 0.0203473+0.0351136j 0.0448665-0.00135105j -0.00546932+0.0708638j 0.0993404-0.0153771j -0.0562158+6.90627e-05j -0.0807434+0.0476325j 0.000199706+0.0310742j 0.134131+0.000937598j 0.20408+0.0655804j -0.0519689+0.028806j -0.195736-0.0379414j 0.134668-1.00336e-14j 0.0425962-0.0813527j 0.0224763+0.0630697j 0.159039+0.0536569j -0.104007-0.0791515j 0.0811063-0.0407451j 0.0451491+0.046482j 0.0389009-0.0297313j -0.0198174-0.00455813j -0.0484034-0.0365241j 0.0373113-0.0564851j -0.110975+0.0253145j 0.0480463+0.0060242j -0.0245515+0.0154901j 0.0283727+0.0387248j 0.0651934-0.0373002j -0.0647407+0.0312171j 0.00887661+0.00102359j 0.034824+0.0181209j 0.0609429+0.010347j 0.00422138-0.0176539j -0.0314654+0.00867326j -0.0190626+0.0219115j -0.00651416+0.0103094j -0.0167731-0.000573706j 0.0221905-0.022584j -0.0233981-0.0188019j 0.0133495-0.0122344j 0.00790636+0.0754838j -0.0523661-0.0475645j 0.0322327+0.0551798j 0.0207649-0.0316559j -0.00857638+0.0263914j 0.0248352-0.0309515j -0.0805585-0.0176752j -0.0185848-0.0553134j 0.0589693-0.0186557j 0.0282523+0.0110825j -0.0348429-0.00301635j -0.0148692-0.00800322j 0.0148207-0.00346884j 0.0294882-0.00621026j 0.0150386+0.0021611j -0.026908-0.0130693j 0.00572631+0.025987j 0.0085064+0.0158118j 0.0278056-0.0193972j 0.000345861-0.0112297j -0.0219513-0.00830997j -0.00206131+0.0114883j -0.00162797+0.00828811j -0.0100236+0.0133955j 
-0.00722711+0.0195617j 0.00186693+0.0216858j -0.00589975-0.0196493j -0.0337192+0.0175044j -0.026895+0.0218593j 0.0167054+0.00412153j 0.00464209-0.128556j 0.00843775+0.0319544j -0.0314597-0.140552j 0.0146245-0.131324j -0.0370617-0.0385413j -0.0390694+0.0428566j -0.0580218-0.0953194j 0.0333038-0.0893508j 0.0408446-0.0716186j -0.0211697+0.0661678j -0.00589161+0.0120603j 0.0404189-0.0560793j 0.010502+0.0167241j -0.0654516+0.0277708j -0.0170648-0.0371357j 0.024169+0.00481661j -0.0511772-0.0922934j -0.0104053+0.0754001j 0.0186635-0.0428238j 0.0133075-0.0622119j -0.0464377-0.0302062j 0.0113027+0.0375751j 0.00593615-0.0450842j -0.0138623-0.0393816j 0.0171376+0.00138509j 0.135931-0.00477251j -0.0271569-0.0554624j -0.0146829-0.0500014j 0.0259252+0.0530059j 0.16518+0.00166373j 0.0504415+0.109111j -0.11916+0.0126187j 0.0680241+0.0588728j -0.124454-0.0133334j 0.0425962+0.0813527j -0.11456+3.2653e-13j -0.0162255+0.0255678j 0.00427845-0.0100123j -0.00829685+0.0194585j -0.00999756+0.0360656j 0.0373988+0.0737967j 0.094395-0.0537698j -0.0109765+0.00257706j 0.0301337+0.114037j -0.0363988+0.0207315j 0.0105271-0.0980627j -0.0969093-0.0132335j -0.0133054+0.0937307j 0.0136752+0.00217128j -0.02343+0.0255733j -0.0142396-0.0168367j -0.01174+0.0215213j -0.00483817+0.0173816j -0.0120496-0.0476523j 0.0344507-0.0074099j -0.0720665+0.0271431j -0.00705474+0.000763794j -0.00987452+0.102686j -0.0299621+0.0181458j 0.0974016+0.0273681j 0.00201873-0.0664251j -0.0273252+0.0179272j 0.0486874-0.0266837j -0.0339248-0.140682j 0.03006-0.0517826j 0.00926369-0.0273367j 0.0224459-0.0906324j -0.0314364-0.00477539j 0.0261752-0.0298938j 0.0398152-0.0950243j -0.00528482+0.0233022j 0.028239-0.0942718j -0.0769047-0.0248268j -0.0154391-0.00933169j 0.00144647-0.0043988j -0.0109737-0.0157421j 0.00214174+0.00834889j -0.00913217+0.0110956j -0.039689-0.0128201j 0.0538697-9.936e-05j -0.14551-0.0084882j -0.0247445+0.0128173j 0.0370046+0.0314813j 0.0215606-0.00567196j -0.00068578-0.023885j 0.0115505-0.00130736j 
0.027223+0.00313904j 0.00190293-0.0428783j 0.00790021+0.01907j 0.024013+0.0247661j 0.0129813+0.00869658j -0.024419+0.00303104j 0.0207624-0.0234885j 0.0382043-0.0196692j 0.0659461+0.0670052j 0.0352788+0.0997693j 0.00216016+0.0816685j 0.100217+0.0281638j 0.0733895-0.04386j -0.0244392-0.00191976j 0.00916868-0.0336572j 0.0527639-0.00394972j -0.0126328-0.00195608j -0.007646-0.0165372j 0.054143-0.153724j -0.0421956+0.0121289j -0.0735892+0.0196288j -0.0331735+0.00743515j 0.0486198-0.0151924j -0.0349105-0.0467507j 0.024975+0.0731395j 0.0412288-0.0123688j -0.0572395+0.00084164j 0.184765-0.0263403j 0.098597-0.0205521j 0.114139+0.0420347j -0.115563+0.0327828j -0.0156271+0.0187404j 0.0840964-0.00790465j -0.0628563-0.0272616j 0.174319+0.0279509j -0.0490853-0.0414239j 0.158908+0.0603617j -0.209901-0.00697133j 0.119181-0.00485739j 0.216762-0.066994j 0.0224763-0.0630697j -0.0162255-0.0255678j 0.0482023-2.3731e-15j 0.00533794-0.0191148j 0.067943-0.0690713j -0.054687+0.0178686j -0.0255465-0.0625894j 0.0573773+0.0124118j -0.109197-0.0573346j -0.0448478+0.0205723j -0.0282094+0.0309404j 0.0531463-0.0533331j 0.0865553+0.0763897j -0.00787022+0.0682334j -0.0122501+0.0908139j 0.0355723-0.00650333j -0.13718+0.0231387j 0.0346139+0.0306913j -0.00706343+0.0159762j 0.0286001+0.0117031j -0.071852+0.00440059j -0.0270618+0.0208376j -0.00394058+0.0417325j -0.0313266+0.0240102j 0.0502471+0.12418j 0.00400597+0.0376549j -0.0196597+0.0279896j -0.0420224-0.0908865j -0.0547238-0.0174747j -0.0161714-0.0866133j 0.0252953-0.0640642j -0.00591776+0.0625944j 0.0144541-0.0179835j 0.0682782-0.0319773j -0.0481523+0.0411843j 0.0170217+0.051589j 0.0263748+0.0361209j 0.020004-0.0339914j -0.0543533+0.0185747j 0.021425+0.0117916j -0.0139629+0.0251332j -0.0260208-0.00730113j 0.0108365-0.0243175j 0.0441752+0.00474364j -0.0272161+0.0202546j -0.0032728+0.0240393j -0.0731212-0.000852466j -0.00204427-0.00667781j 0.0371986+0.0263006j -0.0395621+0.0199332j -0.0313556-0.0054602j -0.0207129+0.00504449j 
0.0282441-0.0122483j 0.00806848-0.015424j 0.02706+0.00572276j 0.0206797-0.0295265j 0.0065151+0.000601397j -0.033688+0.0110005j -0.0208146+0.0223201j -0.0279503-0.0208102j -0.0180557+0.109262j -0.0397375+0.0281838j -0.00886296-0.083056j 0.0615098-0.0526651j -0.0146507-0.0732786j -0.0187978+0.0897253j 0.00488371-0.109094j 0.0179958-0.101596j -0.0799916+0.0339287j -0.0460228+0.106447j -0.00625052-0.0561592j 0.00626399+0.00492706j -0.0110237+0.0546542j 0.0107329-0.00187778j 0.00580318+0.0619596j 0.0480139+0.0252454j -0.00288224-0.00458514j 0.0181519+0.0347994j 0.000953731+0.0268991j -0.0644498-0.108845j -0.0162216+0.110151j 0.00841949+0.0534121j 0.0268213-0.0726262j 0.00190244+0.049026j -0.139576+0.0385778j -0.103062-0.0394889j -0.193892-0.0767748j -0.0223648-0.0325899j 0.191688+0.0286235j 0.00321283+0.0545709j 0.0167398+0.0159158j -0.0367644-0.0076479j 0.159039-0.0536569j 0.00427845+0.0100123j 0.00533794+0.0191148j 0.00792341+9.62425e-15j -0.071225+0.0321244j -0.0149058+0.0486314j 0.0334034+0.0922153j -0.0341854-0.0237692j 0.026752-0.0157076j -0.0253131-0.0317205j 0.0939804+0.0433271j 0.100885+0.0498942j -0.0647307+0.0718188j 0.0028827+0.0897527j 0.0604144-0.0543946j -0.0423342-0.0297752j 0.0513107+0.0531759j 0.0251246-0.0433917j -0.0164625+0.034775j -0.0284061+0.0376121j 0.0199114-0.0127491j -0.00744496+0.0138853j -0.0105402-0.0594405j 0.0182768+0.0169546j 0.0282424-0.0194874j 0.0330987+0.0228528j 0.0523664-0.0658605j -0.0119223-0.0345126j 0.000841818-0.020714j -0.0270874+0.0159825j 0.0215805-0.0049128j -0.0290385-0.0245416j -0.0328589-0.0521153j 0.0128197+0.0598777j 0.017692+0.0112623j -0.0154146+0.0148156j -0.0251692-0.0555024j -0.0262694+0.0328323j 0.0043074-0.00940627j 0.0252373+0.00789655j 0.0420417+0.0146543j 0.0167832+0.00340268j 0.0257531+0.0217873j -0.011552-0.00482593j -0.0145658-0.0142126j -0.0262+0.00610133j 0.0309273+0.0135072j 0.0152955-0.0248317j -0.00349117+0.00431019j -0.00294993+0.0175754j 0.0115512+0.0143941j -0.0059604-0.00865549j 
