-0.045262+0.00115191j -0.0275697-0.000442579j 0.0231696+0.00116568j -0.0673494-0.000637645j 0.0152595-0.00698031j 0.00583431-0.00962987j 0.0368249+0.00159294j -0.0122158+0.000321703j -0.108103+0.00171765j -0.0132387-0.00900624j -0.0148547+0.00315392j 0.00135792-0.0054442j 0.027683+0.00910211j 0.0557818-0.00134035j 0.0201976+0.000358137j -0.0111007+0.00252378j -0.0766474+0.00457204j -0.0298245-0.00909779j -0.0139418+0.00786262j 0.0278939+0.00140022j -0.0292429-0.00746423j -0.0274692-0.00016898j -0.0582262-7.65026e-05j -0.00248147+0.00035264j -0.00225899+0.00363095j 0.0266187-0.00941788j -0.00481626+0.00698244j -0.00940216-0.0121862j 0.026569-0.00397327j -0.00336748-0.0170124j 0.00181146+0.00729273j 0.00999749-0.00847965j 0.0478212-0.00353087j -0.0343215-0.0140979j -0.0202432-0.00694655j -0.0052639+0.0133951j -0.0299101-0.00582799j 0.0409675-0.00640572j 0.0266518+0.00541388j -0.00596405+0.00580965j -0.0331947-0.00211853j 0.043968+0.00998289j 0.0699151+0.00556643j 0.0395565+0.00398133j -0.020027+0.0119927j -0.0130177+0.00252432j -0.0831277+0.00269158j 0.0147818+0.000605538j 0.0131904-0.00340026j -0.00392425+0.000633325j -0.034119-0.000110077j 0.0559492-0.00419412j 0.146652+0.0027976j 0.13462-0.00175317j 0.00714465-0.00553016j -0.0792423-0.00459104j -0.0553185+0.00530496j 0.00972924-0.00512175j 0.0301168+0.00548662j -0.0613366-0.00394946j 0.0281659-0.000666949j 0.0735922-0.000811757j 0.046136-0.00428854j 0.0638305+9.61484e-06j -0.0777884+0.00186053j 0.0292648-0.00720245j -0.141947+0.0155087j 0.0350033-0.0131444j 0.0976795-0.00450352j -0.226145-0.00883229j 0.000646528-0.0010135j -0.10048+0.00336748j 0.0196286+0.00844791j -0.0184819+0.00654074j 0.180876+0.00074369j -0.0115369-0.00423824j 0.0500897-0.000556466j -0.0819605-0.00338112j 0.0109857+0.0130049j 0.000255975-0.00410499j 0.0145161-0.0170454j 0.104786-0.000270736j -0.00109733-0.00759771j -0.0466501+0.0170914j -0.0165072+0.00711768j -0.008369+0.0175077j 0.0159026-0.0301394j -0.0676392+0.0132157j 0.0378718+0.0119889j -0.102241+0.0365056j 0.0784594+0.0180019j 0.00546522-0.00296944j -0.028098+0.00637924j 0.0481169+0.088988j 0.369267+0.0133504j 
-0.0206609-0.0262118j -0.0125059+0.0420524j -0.00457717+0.0237676j 0.0249476+0.0403133j -0.0295681+0.0659231j 0.0333189-0.0829051j -0.0455484+0.0240468j -0.0561362-0.0212161j 0.00431171-0.00146754j -0.016487+0.00636077j 0.00928065+0.0944689j 0.184354-0.00918615j -0.0639294+0.00624408j -0.0376269-0.0244186j 0.0511729+0.0211969j 0.0810391-0.0584035j -0.00427283+0.0306228j -0.0427579-0.0239996j -0.0946772-0.0441018j 0.0661276+0.0651623j -0.0111265-0.0241283j 0.103084+0.00778371j 0.0220796-0.134009j 0.0495633+0.0671006j -0.0507672+0.0599328j 0.116081-0.00510953j 0.131014+0.106967j 0.00952182-0.0121211j -0.148445+0.0167293j 0.0956087+0.00877715j -0.0284531+0.0945254j 0.112681+0.0114897j 0.071341+0.0385376j -0.0269819+0.0625591j 0.0783511+0.0569156j 0.0587752-0.0146379j 0.136744-0.0015165j 0.0112485-0.0106507j -0.0156829-0.0539473j -0.0200125+0.0504505j 0.148466+0.0870724j 0.196027+0.0804747j 0.0969662-0.0234173j -0.00421621+0.0173765j -0.0362686-0.00191498j -0.0655627-0.00306133j -0.101249-0.0184406j 0.0689283+0.0108851j -0.0823427-0.0192006j -0.0922859-0.000901527j 0.0314721-0.00237935j 0.0355384+0.0208041j 0.0322364+0.0297582j 0.00624019+0.000589131j -0.0899311+0.00129044j 0.00467612+0.00347891j 0.00732886+0.0083212j -0.0384474+0.0100488j -0.0179928-0.0244656j -0.0455342+0.0371291j -0.016122-0.00134969j -0.055331+0.0230297j 0.0202168-0.00777284j -0.0617107+0.0082591j 0.0147838-0.015703j 0.0177701+0.00339919j 0.0312042+0.0024632j 0.0479577+0.0157077j 0.0048941+0.000891619j 0.027557-0.00989691j -0.0361046-0.00907602j 0.0443028+0.0174194j -0.0275267-0.0199444j 0.000220311+0.000663565j -0.0148255-0.0105322j 0.0300338-0.0087504j -0.0403734-0.00591877j 0.00599925+0.000478993j -0.0422634+0.0170399j 0.024143-0.0320364j 0.0420524+0.00525168j -0.0130914+0.00373872j -0.00341948+0.0036311j -0.0521724+0.0205377j -0.00828789-0.00120043j 0.0156649+0.0160791j -0.0561438-0.017839j 0.0499886+0.00867263j -0.0119196-0.00997562j 0.0238209-0.00478744j -0.00980938+0.00316894j -0.00684744-0.0185838j -0.000979322-0.00555528j -0.00693958-0.00192745j 0.00539595+0.00992306j 
-0.0312287+0.0189025j -0.00508023+0.0426902j 0.0134781-0.00466416j -0.0178899+0.0253448j -0.0255177-0.0202905j 0.00736897-0.0960522j 0.0246937+0.0211018j -0.00192025+0.003706j -0.010927-0.00860389j 0.0676334-0.0400125j 0.013738+0.0400394j -0.0613117-0.0236605j 0.0250775+0.00937729j 0.0625735-0.0148922j 0.0233968+0.0974081j -0.172572-0.0922176j -0.0697817-0.0110795j 0.19135+0.0183125j -0.0985743-0.0135616j -0.0262425+0.110918j 0.128618+0.0562948j -0.0779897+0.084843j 0.0180046-0.0857462j -0.14498+0.075919j 0.0365725+0.0371995j -0.0413925+0.00283987j -0.101093+0.0787704j -0.0697099+0.0113604j 0.0702289-0.0344248j 0.0207229+0.0924168j 0.0809755+0.0891225j 0.00304421+0.018512j -0.0904834+0.0149585j 0.0672097-0.0184989j -0.00065222-0.00710393j 0.0505347+0.0192536j -0.0321038+0.0640606j 0.00722647-0.0209532j 0.0458802-0.0715059j -0.020314+0.137131j -0.0394469+0.114125j 0.0263864+0.140851j -0.0152851-0.0100406j 0.0620934-0.0118615j -0.134027+0.0274832j 0.12665+0.00724404j 0.0612846+0.0641614j 0.0108563-0.0293271j 0.133677+0.0316695j 0.0363753+0.045132j 0.0630919+0.0411199j -0.00223651-0.00253308j -0.0561794+0.00919005j 0.0148141+0.0103257j 0.00743995+0.0118102j 0.0611343-0.0305329j 0.0595508-0.00681335j 0.00945487+0.00626554j 0.00725636+0.0312308j -0.0052416-0.0162389j 0.0419442+0.0213266j 0.02406+0.026868j -0.0181957+0.040965j 0.0858489+0.02339j -0.0376219-0.0233134j -0.00219546-0.0182589j -0.0242669+0.023794j 0.0227914-0.00993162j 0.0166363+0.00345942j -0.0143614-0.00959872j 0.0439143-0.000497491j -0.0179734+0.00235552j -0.021407+0.00279988j 0.0114495-0.0320207j 0.0781404-0.0114826j 0.00948781-0.0107039j 0.0375456-0.0233523j 0.00151976-0.00173102j -0.00817476+0.0107444j -0.0510199-0.0015921j -0.0111544-0.00983949j 0.0153085-0.00541938j -0.0191099+0.0172692j 0.0262587+0.00619792j 0.0347792-0.0271525j -0.0350487-0.0152712j 0.00376945+0.00796649j 0.0243701-0.0169765j -0.00530714+0.0152358j 0.00558965-0.0309504j 0.00667665-0.00725977j -0.01899+0.00907176j -0.0136412+0.0302802j 0.00986437-0.0182608j 0.0169803+0.00548884j 
0.00351267+0.00223615j -0.00761859-0.00141461j -0.0417941-0.047257j -0.00984723+0.0145733j -0.0129781-0.00602573j -0.0401618+0.0134508j -0.0389814-0.0115955j -0.0175067-0.0297193j -0.0526329+0.00685075j 0.0530891-0.0734109j 0.0535684-0.0295502j -0.0111833-0.046251j -0.00700202+0.022704j -0.0269679-0.00918922j 0.10741+0.0119962j -0.0754717+0.007857j 0.0749139+0.000987625j -0.0808008-0.00889402j 0.0786873-0.0669449j 0.0698772+0.0537097j 0.00318412+0.0384132j 0.0110266-0.0522943j 0.0107498+0.00603623j 0.0321675+0.00420234j 0.0807858+0.0427855j -0.0927226+0.00502206j 0.0365445-0.0404041j -0.023387+0.0440307j 0.0544434-0.0180241j 0.135747-0.0477996j -0.0498627-0.0193624j 0.000980502+0.0143885j -0.0926178-0.0154948j 0.0241235-0.0337206j -0.138722-0.0361556j -0.0184071+0.011238j 0.0292892-0.0153105j 0.00260355-0.00523551j 0.0874241-0.0322502j -0.0971575-0.00848776j 0.110894-0.00552535j 0.124941-0.0221545j -0.0820491+0.0185069j -0.00281793-0.0181379j -0.0012946+0.0152891j 0.153105-0.0102586j 0.00681383+0.0207409j 0.0183378-0.013194j 0.100357+0.00943783j 0.0184165+0.0110552j -0.0642303+0.0163025j -0.0479686-0.014462j 0.090617+0.0175312j -0.0388067+0.0166829j 0.0083777+0.00634565j -0.0320614-0.0138934j 0.0185179+0.00264479j -0.0326247+0.0167298j -0.0178263-0.00473725j -0.00975563-0.0309424j -0.0141342+0.0048859j -0.00181123+0.00962934j -0.0549714+0.0110673j -0.0575434-0.0008015j 0.0146589+0.00508428j 0.034434+0.0042768j 0.0114374+0.0256838j -0.0194494-0.0131198j 0.00858315-0.00987595j 0.035794+0.0145831j -0.019859-0.00351386j 0.0055091+0.00387275j -0.0228528+0.00873286j -0.0286453-0.0150407j 0.0342884+0.00934817j 0.00571277-0.00490864j -0.0435623-0.0160558j -0.00570878-0.0207314j 0.0170401-0.00055425j -0.0252961+0.00532712j -0.0354777+0.00489538j 0.0350457-0.00865421j -0.0338179+0.000750379j -0.0085429+0.000393384j 0.00228216-0.00068907j -0.00382147-0.00155864j 0.0189794+0.0122874j 0.0217788+0.0102471j -0.00476248+0.0064491j -0.0120339+0.00201109j -0.0123834-0.00701275j 0.01531+0.00859431j -0.0183823+0.0118746j 0.00825995-0.0053911j -0.00562129+0.0006907j 
0.00838537+0.0297839j 0.0198469+0.00381428j -0.00908564-0.0359417j -0.0137092+0.0073713j -0.00352646-0.0500239j -0.0395383+0.000286067j -0.0177979-0.0228684j -0.0287094-0.0084477j -0.0379939-0.0124893j 0.0363456-0.0464111j 0.0645131-0.0117915j -0.0520782-0.0178159j -0.00268764+0.0236045j -0.00936459+0.0200241j 0.0368632+0.0482743j 0.000997915+0.00283875j 0.026986-0.0234436j 0.0278062+0.0245372j -0.0834535-0.016926j 0.0735053+0.0373131j -0.00418843+0.0243117j -0.0626522-0.00489782j 0.0333693+0.0123865j 0.0187131-0.00207846j -0.0411712+0.0311222j -0.0186204-0.0387921j 0.118822-0.0232317j -0.0829503+0.0235999j -0.061471-0.0292227j 0.0391343+0.00590625j 0.0488192-0.0248677j 0.0148291+0.00321671j 0.0102821-0.0145613j 0.0173353-0.0500024j -0.0230775-0.0474761j 0.0515154+0.0227606j 0.098275-0.0112541j -0.0280768-0.0178316j -0.036267-0.0271851j 0.136372+0.0320048j -0.0678334+0.0109812j -0.0026625+0.0205677j -0.167293+0.00985586j 0.0428286-0.00863724j 0.108815+0.0281653j -0.148101+0.000682889j 0.0183919+0.0381004j 0.111693-0.0456664j 0.00367718+0.015871j 0.0410547+0.024992j 0.189997+0.0351479j 0.0959095-0.0196083j -0.036192+0.00235546j 0.104056+0.00336585j -0.0315818-0.000588778j 0.00823527-0.0271191j 0.112167-0.0129207j -0.0323237+0.00293601j -0.0105937+0.0125598j 0.0313436-0.0374946j 0.0509504+0.0173441j 0.0158885-0.0266751j -0.0110684+0.00372644j -0.0180418+0.0129245j 0.0231892+0.0220513j 0.010516-0.0134104j -0.0211148+0.00264475j 0.0107662+0.00968002j 0.0166201-0.0193311j -0.0705126+0.0105028j 0.0255084-0.0138086j 0.0162444-0.00152849j 0.0343097+0.0263166j 0.0089078-0.00809476j 0.0316829+0.0045347j -0.0119711-0.015073j 0.015023+0.00342747j -0.00264508-0.0168288j -0.0183331-0.0139391j 0.0109689-0.00625358j 0.037887+0.00527571j -0.00179252-0.000278991j 0.0136591-0.0103748j 0.0403931-0.0118389j 0.0154382-0.00619361j -0.0246919-0.0185378j -0.00590223+0.0182644j 0.00445487+0.00503202j 0.018985+0.00745979j -0.0143055-0.00689848j -0.00451349-0.0221809j 0.0146701+0.0120141j 0.0192172+0.00576811j -0.0106882-0.00569639j 0.0136154-0.00810773j 
-0.0160061+0.00585736j 0.00983097+0.0121537j 0.0301612+0.0307986j 0.0538668+0.00628519j 0.00493453-0.0210253j 0.0392215-0.0256458j -0.0367084-0.00892568j -0.00850687-0.00198015j -0.0460745-0.0296714j 0.0345885+0.042621j -0.0703953+0.0279242j 0.094614+0.0264713j -0.0445971+0.00889715j -0.01427-0.0133174j 0.00575805+0.0352202j 0.0236256-0.0103998j -0.0792155+0.00283954j -0.0832615+0.0516503j 0.139577-0.0058032j -0.0988364-0.0324163j -0.121014+0.0138435j 0.0060833+0.0506109j 0.0631022-0.0204051j -0.0654761+0.000917455j -0.0512647-0.0015388j 0.0192867-0.00610927j -0.0450314+0.0541792j -0.071033-0.010115j 0.0958421-0.0114147j -0.0233729+0.00411723j -0.0444236+0.0155251j 0.00833912+0.0019248j -0.00557733+0.0132476j 0.0794909+0.00968301j -0.0303833+0.019624j 0.0864078-0.010405j 0.0320507-0.00179485j 0.0106171+0.0260985j 0.0789671-0.0263827j -0.106497+0.000840963j -0.0838485+0.0317467j -0.157406+0.0366322j 0.104052-0.0028587j -0.124363+0.00805892j 0.0902396+0.0123099j 0.000368558-0.00197729j -0.00127727+0.00627896j -0.0170353+0.00157105j 0.0395142+0.0116542j -0.0246543+0.0168793j 0.0335522+0.0219244j -0.0471287-0.00326503j 0.00194006-0.00449191j -0.0329024+0.0137294j 0.0148099+0.0119323j 0.0146434+0.00410679j 0.0557141-0.0151112j 0.0143526+0.0146123j 0.0150035+0.0011869j -0.0924066-0.00690381j 0.0358987+0.00537169j 0.0227636-0.0285627j 0.023371-0.00265902j 0.0107565-0.0195527j -0.0316346-0.0161812j -0.000104957-0.0126807j 0.00420124+0.00336949j 0.0130797+0.00258453j -0.0171209+0.00487962j -0.0138089-0.008096j -0.00555399+0.00116484j 0.0334488-0.00504681j 0.0112674+0.00722873j 0.00980199-0.017177j 0.0235807-0.000191095j 0.00601483-0.0122308j 0.0133712+0.00522807j 0.00827545-0.00355748j -0.0197871-0.00495175j -0.0241764-0.0102036j 0.035393+0.0134757j 0.00346559+0.016856j 0.0115083+0.00511584j -0.0107933+0.00391553j -0.0144602-0.000136598j -0.00103105-0.0143425j -0.028386+0.00735542j -1.90173e-05-0.000623623j -0.00240181-0.00171905j -0.00761174-0.0033289j -0.0024015+0.00144981j -0.0217973+0.000766294j -0.0197953+0.00345751j 0.00784825-0.00347554j 0.00642716+0.00624173j 
-0.006937+0.0673336j 0.0290038+0.0315053j -0.0200107-0.0233542j 0.0273126+0.0174732j 0.0251813-0.109513j 0.00323697-0.0712704j -0.0714471-0.0458727j 0.00413339+0.0109103j -0.0594873-0.0398607j 0.0287174-0.0255504j 0.0633662+0.0031759j 0.020828+0.00635669j 0.0236579+0.0665765j -0.139437+0.04553j 0.0387121+0.0847732j 0.239664-0.0134707j 0.0484647-0.0171382j -0.058533+0.0329817j -0.0407671+0.0392814j 0.0132722-0.00722913j -0.155073-0.00417439j 0.151831+0.0896816j -0.0665233-0.0444515j 0.100022-0.0262897j 0.059769+0.0425646j 0.0297073-0.0664339j -0.0066961+0.0365044j 0.0123942-0.0364109j -0.0176569-0.119688j -0.0210149+0.0498434j -0.107122-0.0252921j -0.0833969+0.0342337j 0.010755-0.0437856j 0.00157697-0.0679104j -0.138041-0.0521402j -0.118687+0.0357084j 0.00889149+0.0166838j 0.0425159-0.044177j 0.0257753-0.0873046j -0.167596+0.0790134j 0.0479769+0.00757315j 0.0671662+0.0228755j 0.0136975+0.0391017j 0.0352252-0.0352062j -0.0213748+0.0869287j -0.00637409+0.0413056j -0.0328115+0.0828288j -0.00917417-0.0430666j 0.0615013+0.0643873j -0.0358531+0.0469919j -0.123762+0.0601268j -0.116604-0.0193946j -0.0216589+0.0392093j -0.0468782+0.0103365j 0.0209245+0.0136363j -0.00599927-0.0398722j -0.0174559-0.0111131j -0.0329567-0.0021632j -0.0670967+0.0350321j 0.00767209-0.0534254j -0.0248109+0.0197798j -0.00497192-0.0173448j -0.0292801+0.0297905j -0.0313765-0.00170456j -0.0232745+9.87198e-05j 0.0356706-0.0387929j -0.00108771+0.0158641j -0.00893409-0.0250665j -0.00504379-0.00403455j -0.00663161+0.0100138j -0.00976902+0.0137465j -0.0206564-0.0300309j 0.0151349+0.00865088j 0.0259263-0.0312432j -0.0766604+0.00616j -0.00660718-0.00544357j -0.00801231+0.00943026j 0.0174461-0.01256j -0.00381649-0.00311113j 0.0248262+0.0129537j -0.0349199-0.000520999j 0.0425209+0.0412789j -0.0357956+0.013808j -0.028242+0.0225188j 0.0234439+0.00859751j -0.000729538-0.0282222j 0.0297286+0.0360501j 0.000351421+0.0177103j -0.00338109+0.000501187j 0.0118706-0.0064338j -0.00989596-0.0294474j 0.0094807+0.01414j 0.00299776+0.0337995j -0.0144648-0.0200401j -0.00481456-0.00280332j 
0.0106282+0.00148859j -0.00562117+0.0134906j -0.0265904+0.00698521j -0.0276533+0.0199794j -0.0801444+0.000984972j 0.000464227-0.0387796j 0.0315457+0.0254161j 0.0710087-0.00382998j -0.0261572+0.010289j 0.0272361-0.0050068j -0.0556775+0.0537406j 0.0990524+0.0174569j -0.0210247+0.0361641j -0.0312445-0.0225788j 0.00581547+0.031981j 0.117141-0.0142707j 0.0711432+0.00582005j 0.0962994+0.0686016j 0.0449739-0.0565209j 0.0414201+0.0640205j -0.0694224-0.0731442j 0.068663+0.030452j 0.0638655+0.00738109j -0.111749-0.0101401j -0.123534+0.0866072j -0.0360097+0.00396068j -0.0634102+0.0273974j -0.111957+0.0115916j -0.02423-0.00530812j 0.041334-0.0378089j -0.0517988+0.0498593j 0.186552+0.0038104j -0.0284528+0.0363877j 0.00131614+0.00923937j -0.0976872+0.0239785j -0.0250833+0.0075508j -0.129017-0.00181305j 0.0193867-0.0124169j 0.0273364+0.000996119j -0.112004-0.0052974j -0.0748434+0.0268826j 0.026389+0.0199891j 0.107198-0.0224291j -0.0392636+0.0101979j 0.0219847-0.026801j 0.0748461-0.00744122j 0.00368753-0.0163191j 0.0780933+0.00872134j 0.00126204-0.0203293j -0.0495016-0.0124116j -0.0270918-0.0181317j -0.0161099+0.033876j -0.0819663-0.018848j 0.0366162-0.012703j 0.0276432-0.0104027j -0.0264233+0.00377898j 0.042755+0.0115877j -0.0329417-0.0135692j -0.0268304-0.0415166j 0.0462345+0.018011j -0.00528491+0.00490548j -0.0562587-0.00182196j 0.0321526-0.0232229j -0.0247504-0.00343428j 0.0267904+0.00297511j 0.0182197+0.00689798j 0.0217846-0.0123527j 0.0246371-0.00328608j -0.00753655-0.0169701j -0.0355304-0.00410217j -0.00250298+0.00111391j 0.00446866+0.00505525j 0.0200428-0.0151357j -0.024054-0.0104228j -0.010573-0.00037567j -0.000557081+0.00264329j -0.0150702+0.00233626j -0.0249402-0.0135935j -0.0245128+0.0104882j -0.0127566-0.00273984j -0.000128272+0.012144j 0.0176749-0.0261451j 0.00562349+0.00243601j -0.00206156-0.0195441j -0.00341353+0.00440449j -0.00834648+0.00992942j -0.00639892-0.00963852j 0.0227351-0.00144363j 0.0241949-0.00262175j -0.00178581+0.0124423j 0.00311842-0.00265j 0.0250181-0.00479852j 0.0155374-0.0150157j -0.0106258+0.00649999j -0.00229265-0.0113579j 
0.00133604+0.0271149j 0.016663-0.00622918j 0.00593514-0.00939559j -0.00674683-0.0231358j 0.0351188-0.0619116j -0.00367194+0.015038j 0.00735481-0.0157762j 0.0933727+0.00371887j 0.0255838-0.0139221j -0.0904144+0.0308252j 0.0491343-0.0482117j -0.0295254+0.0105323j -0.0476436+0.0336008j 0.0699602+0.00261545j 0.0136352+0.0116659j -0.0591372+0.0601559j -0.0388732-0.0282758j -0.0592115+0.0657772j 0.040043+0.042352j 0.109383-0.0638017j 0.0181186-0.0237894j -0.00890608+0.0299644j -0.0707692+0.0291422j 0.170598-0.035992j 0.0140956-0.025877j -0.0245007+0.00846145j -0.0280143-0.0356577j 0.128031+0.0144986j 0.0183287-0.0387372j 0.0535682-0.0102724j -0.00720408-0.0264529j -0.0437207+0.00369541j 0.0785265-0.0263457j -0.0809683-0.0206647j 0.0771083-0.0398337j -0.00641092+0.0180441j -0.0175228-0.020303j -0.0216185+0.00099921j -0.0615916-0.016987j 0.0550212+0.00461276j 0.102638-0.0476933j 0.0960928-0.0187621j 0.0337776+0.0296063j -0.0422054-0.016794j 0.00856221+0.0216053j 0.00193989+0.00936395j 0.0602648+0.0268263j 0.00544728-0.010778j 0.00298972+0.0327653j -0.0067128+0.00593979j -0.0474173+0.00345926j -0.0230621-0.0068968j -0.00596159-0.0131791j -0.0250725-0.00223928j 0.0346458-0.0174921j 0.0413837-0.0212467j 0.0377395-0.0141355j 0.0369076+0.00383953j -0.0162049+0.0166452j 0.0190522-0.00999764j 0.0259347+0.0120551j -0.0210349-0.00912082j 0.0265723+0.00023397j 0.0306084-1.06158e-05j 0.00408693-0.00187541j 0.00702315+0.00141739j 0.00334846+0.00311629j -0.000312068-0.0148852j -0.0283302+0.000621374j -0.0239525+0.00992712j 0.0219199+0.00125953j -0.00620522+0.0106453j 0.0192633+0.01574j 0.0223559-0.00637556j -0.0162707+0.0103975j -0.00616867+0.010061j 0.0282697+0.0172065j -0.00790161+0.00577024j -0.0136968-0.0203776j -0.00707153-0.0127587j 0.00280458+0.00716923j -0.0107194+0.00937194j 0.0107197-0.00247038j 0.0129709+0.00540296j 0.0071368+0.0129392j -0.01086-0.0100033j -0.00163044+0.0061235j 0.00112045+0.00417808j 0.0023196+0.0152981j 0.000364098-0.00474747j 0.00239539-0.00863026j 0.00181975+0.0202044j 0.0134963+0.00591131j -0.00835798-0.000780026j -0.00135248-0.00468965j 
0.0287911-0.00668849j -9.30435e-05-0.0243454j 0.0463057+0.0115243j 0.0106661-0.00926959j 0.0134377+0.0172701j 0.0432602+0.0445746j -0.055436-0.0103364j 0.023347+0.0255642j 0.0133231-0.00380834j 0.137843+0.00311216j 0.0101192-0.02213j 0.0109385-0.00127572j -0.0330873-0.0112038j -0.00984626+0.00789961j -0.0348804-0.00117031j 0.0187555+0.013121j 0.0858054+0.00147247j -0.0527299-0.0200337j 0.0617604+0.0338285j -0.0383383-0.039017j 0.0518181+0.059016j -0.0148531-0.0276995j 0.205233+0.0275905j -0.132081+0.0319299j -0.0153618-0.0548159j 0.0309754+0.0100833j 0.0583985-0.0199959j -0.0407508-0.0076939j -0.0932594+0.00254077j 0.0157009-0.0115932j 0.0511636-0.0202598j 0.0443116-0.0364341j 0.0371322-0.00592739j 0.0781197-0.0155345j 0.0634658+0.00694075j 0.00161507+0.0171355j 0.039045+0.000224126j 0.0345119+0.000113377j 0.091794+0.0211814j -0.0624128-0.0126947j -0.0134751-0.00496743j 0.0429837+0.019447j -0.0318687+0.00831239j -0.0456558+0.0189719j 0.0149354+0.0032704j -0.113227+0.00278547j -0.0247546-0.018608j -0.0530093+0.0310155j -0.0633651-0.0158802j -0.0596145+0.0150189j -0.101318-0.00569202j -0.0450177-0.00618504j -0.0093649-0.0240374j 0.0888641-0.0291071j -0.0688587-0.0158778j -0.0798061-0.00548074j -0.0108669-0.00405618j 0.0384875+0.00516089j 0.00133514-0.00489604j 0.0351162+0.0146135j 0.0273783+0.00887054j -0.0124787+0.00680235j -0.00656618+0.016356j -0.0194629+0.0139618j -0.0533026+0.0192209j 0.0301114+0.00626403j -0.0471145+0.00335982j 0.00543584-0.0120934j -0.0121031-0.00100277j -0.00432699-0.00690818j -0.0273259-0.0109608j 0.00700492-0.00844871j 0.0130865+0.00808738j -0.0057267+0.0114764j -0.0213734+0.0153143j -0.00224328+0.011118j 0.0493306+0.0159279j 0.0334309+0.0178463j -0.0146578-0.00513409j 0.0302643+0.00684109j 0.00177877-0.0358739j 0.0245573-0.00375737j 0.0249497-0.00162795j -0.0127263+0.00656677j 0.0238572+0.0213049j 0.009318+0.01116j 0.0130168-0.0133879j 0.00918639-0.0118071j 0.000359088+0.00259718j 0.00850204-0.00119653j 0.00181146-0.000619279j 0.0268782-0.0116712j -0.00510221-0.00664618j -0.0254168+0.00294327j -0.00754596+0.00699217j 
0.00726308+0.0124426j -0.00479739-0.0186082j -0.00240983-0.00779438j 0.0129815-0.000884021j -0.037103-0.0135351j -0.0345109+0.0308909j -0.0292562-0.00451993j 0.052318+0.0207352j 0.00790374+0.00158037j 0.0357699-0.0280675j -0.00458939+0.00448531j 0.0913026-0.00809997j 0.167701+0.00460841j -0.0115315+0.0056397j 0.115355+0.0146883j 0.0567578-0.00140458j -0.0692137-0.00170334j 0.0332822+0.0200916j 0.0701262-0.0168205j 0.00965808+0.00139229j -0.0503991+0.0608366j 0.0487448-0.0201549j -0.0520064+0.0228235j 0.0293789+0.0174692j 0.0919833-0.0270653j 0.125467+0.00854388j 0.0819367-0.023928j 0.050801+0.0414549j 0.0422137-0.0155508j 0.0145957+0.0416527j -0.089564-0.0160624j 0.0904069-0.0165152j 0.0518359+0.00377734j -0.121832-0.029587j -0.0621573+0.00300211j 0.0599333-0.0106264j -0.022579+0.0187181j 0.182693-0.00668789j -0.0789009-0.0153159j 0.0434021+0.0118387j 0.00371116+0.0119123j 0.00627752+0.0420397j -0.0243285+0.00346731j 0.0650725-0.000854806j -0.026187+0.0110883j 0.0400665-0.00283544j 0.0381975+0.010336j -0.0423918-0.0132483j 0.00470344-0.0110409j -0.0217933-0.00852648j -0.0324265+0.0190421j 0.00920336-0.00674034j 0.0995321-0.00360714j -0.0990989-0.00576064j -0.0182886-0.00153061j 0.0167482-0.00323513j -0.0899022+0.0031304j 0.0241281+0.0104373j -0.00306525+0.0140207j 0.0189675+0.00844267j -0.0563446-0.00386108j -0.0187739-0.00102861j 0.0488893-0.000342511j -0.0180692+0.00761001j 0.0602865-0.00555593j -0.0299011-0.00468725j 0.0396877-0.00098608j -0.026033-0.00641358j 0.0156553+0.0109976j 0.0263271+0.0047296j -0.010881-0.0113566j -0.0339846+0.0109331j 0.0224066+0.00496802j 0.0114835-0.00314856j -0.016907+0.00871416j -0.00298833+0.000998366j -0.0209418+0.012681j -0.00884681+0.0125361j 0.00806319-0.0110179j 0.0294627-0.00250161j -0.0178843-0.00550257j -0.01242+0.00298381j -0.0173879-0.00844295j -0.00941338-0.00842068j -0.0179281-7.38497e-05j -0.0042586-0.00219216j 0.00812392+0.00382678j -0.016931-0.00967218j -0.014987+0.0129932j -0.00170597-0.0003656j 0.00126008+0.00142031j -0.0191185+0.012329j 0.00562128-0.00183199j 0.00262094+0.00626025j -0.00535-0.00259046j 
