-0.045262+0.00115191j -0.0275697-0.000442579j 0.0231696+0.00116568j -0.0673494-0.000637645j 0.0152595-0.00698031j 0.00583431-0.00962987j 0.0368249+0.00159294j -0.0122158+0.000321703j -0.108103+0.00171765j -0.0132387-0.00900624j -0.0148547+0.00315392j 0.00135792-0.0054442j 0.027683+0.00910211j 0.0557818-0.00134035j 0.0201976+0.000358137j -0.0111007+0.00252378j -0.0766474+0.00457204j -0.0298245-0.00909779j -0.0139418+0.00786262j 0.0278939+0.00140022j -0.0292429-0.00746423j -0.0274692-0.00016898j -0.0582262-7.65026e-05j -0.00248147+0.00035264j -0.00225899+0.00363095j 0.0266187-0.00941788j -0.00481626+0.00698244j -0.00940216-0.0121862j 0.026569-0.00397327j -0.00336748-0.0170124j 0.00181146+0.00729273j 0.00999749-0.00847965j 0.0478212-0.00353087j -0.0343215-0.0140979j -0.0202432-0.00694655j -0.0052639+0.0133951j -0.0299101-0.00582799j 0.0409675-0.00640572j 0.0266518+0.00541388j -0.00596405+0.00580965j -0.0331947-0.00211853j 0.043968+0.00998289j 0.0699151+0.00556643j 0.0395565+0.00398133j -0.020027+0.0119927j -0.0130177+0.00252432j -0.0831277+0.00269158j 0.0147818+0.000605538j 0.0131904-0.00340026j -0.00392425+0.000633325j -0.034119-0.000110077j 0.0559492-0.00419412j 0.146652+0.0027976j 0.13462-0.00175317j 0.00714465-0.00553016j -0.0792423-0.00459104j -0.0553185+0.00530496j 0.00972924-0.00512175j 0.0301168+0.00548662j -0.0613366-0.00394946j 0.0281659-0.000666949j 0.0735922-0.000811757j 0.046136-0.00428854j 0.0638305+9.61484e-06j -0.0777884+0.00186053j 0.0292648-0.00720245j -0.141947+0.0155087j 0.0350033-0.0131444j 0.0976795-0.00450352j -0.226145-0.00883229j 0.000646528-0.0010135j -0.10048+0.00336748j 0.0196286+0.00844791j -0.0184819+0.00654074j 0.180876+0.00074369j -0.0115369-0.00423824j 0.0500897-0.000556466j -0.0819605-0.00338112j 0.0109857+0.0130049j 0.000255975-0.00410499j 0.0145161-0.0170454j 0.104786-0.000270736j -0.00109733-0.00759771j -0.0466501+0.0170914j -0.0165072+0.00711768j -0.008369+0.0175077j 0.0159026-0.0301394j -0.0676392+0.0132157j 0.0378718+0.0119889j -0.102241+0.0365056j 0.0784594+0.0180019j 0.00546522-0.00296944j -0.028098+0.00637924j 0.0481169+0.088988j 0.369267+0.0133504j 
0.0100946+0.00179828j -0.0223867+0.00178392j -0.0261478-0.00159236j -0.00958894+0.016665j -0.0951786-0.00354531j -0.0242729-0.00576577j 0.0998185+0.00186943j -4.95213e-05-0.0134641j 0.0671978-0.0173912j -0.00893071+0.0208967j 0.0716042+0.0197115j 0.0122361+0.0167425j 0.00470458-0.0194128j -0.0569841+0.0048709j -0.0113077+0.00997759j 0.0109276-0.0384168j 0.149246+0.00486142j 0.0252741-0.0168211j 0.147963+0.0251562j -0.0580495+0.0278046j 0.0733081-0.0163186j -0.0695008+0.0321392j 0.00286031-0.0235805j -0.0516416-0.0230988j -0.0518603-0.000321024j -0.0271203-0.00619538j 0.0573573+0.00255069j -0.0512171-0.0137761j -0.07598+0.00860765j -0.00665587-0.00192709j -0.0332535-0.000936378j 0.141928-0.00536205j -0.0491898-0.00500257j -0.0955121-0.00997632j -0.00214488+0.0175659j -0.109883+0.0200863j -0.0950365+0.00368087j 0.00632263-0.0158883j -0.0213481+0.0105625j 0.117095-0.00309846j -0.0587424-0.0160693j -0.0573021+0.00609724j -0.0171383-0.00908505j 0.247711+0.0131195j -0.113699+0.0244938j 0.10745+0.00574538j -0.0193135-0.0038512j 0.0216488+0.00652414j -0.0671852-0.0031087j -0.0194762-0.00245681j -0.0125526-0.00407299j 0.101301-0.00631969j 0.0694197+0.00220648j 0.0940574+0.000928633j -0.00363996-0.00107381j -0.0856595-0.000827166j -0.212792-0.00387161j 0.0192023+0.00584188j 0.0352092-0.00214137j 0.0920362+0.00486086j -0.00255492-0.0181547j -0.0608255-0.00629926j -0.00293448+0.00109059j 0.00306103-0.00363181j 0.0374175+0.00124678j -0.0450755-0.00650743j 0.0460091+0.00496636j -0.0313064-0.00533518j 0.00300771+0.0100592j 0.0977532-0.00580614j -0.0329921+0.00492958j -0.0693054-0.00049453j 0.0123046+0.00346811j -0.0253854+0.0076061j -0.0290277-0.00777469j -0.0101973+0.0101176j -0.0561059+0.00974044j -0.0386805+0.016176j 0.0462339-0.0103956j 0.0346801+0.00645626j -0.0586886-0.00171278j -0.0361589+0.00333545j -0.0161901-0.000955247j -0.0289415+0.0100206j -0.029978+0.00420951j 0.0207188-0.00826507j 0.00756185-0.00634277j -0.0510729+0.0111565j 0.0312325-0.0127925j -0.00126759+0.0112897j -0.0039733-0.00719945j 0.0206285-0.00373895j 0.000678276+0.00144295j 0.00662046-0.00334089j -0.0182692-0.000855045j 
0.0336955+0.0129615j -0.0226793-0.0179871j -0.0703043-0.0203355j 0.168397+0.0144848j 0.00833802-0.0271934j 0.038596+0.0249814j 0.0125992+0.00847167j -0.0541403+0.0144229j 0.0194878-0.020687j -0.122488+0.0343241j 0.074227-0.00708706j -0.0196808+0.050869j -0.0324152+0.00240742j -0.00892249-0.00609546j 0.0197179-0.0350624j -0.114397+0.00634558j -0.0767619-0.0130345j 0.00413487+0.0143933j 0.109063+0.0253803j -0.0553776-0.0265531j 0.0242249-0.00751838j -0.102454-0.00417931j -0.0018283+0.0541461j -0.00602543+0.0143467j -0.0450506-0.0171166j 0.0117577-0.00401103j -0.0155407-0.0205964j -0.00841984+0.0249694j -0.0136583-0.0238911j -0.00277508+0.0002231j 0.161624-0.0162845j 0.160978-0.0078865j -0.0478469-0.0223144j 0.0375814-0.00613221j -0.0353767-0.0057057j 0.071964-0.00562997j 0.13098-0.0151779j 0.0510427+0.0168831j 0.0451502-0.0101868j -0.0378026+0.0137876j -0.029844-0.0041378j 0.0349314-0.00645191j -0.0856667+0.000795047j 0.0405187-0.00384495j 0.00858209+0.0170151j 0.0407186+0.0178085j 0.0104212+0.0335776j 0.00889759+0.00393383j 0.000194964+0.0132218j -0.0953935+0.0094107j 0.0146232+0.0101877j -0.0368138-0.0134498j 0.00823353+0.00892892j 0.0419561-0.00146232j 0.0217902-0.0139476j -0.0247194-0.0217552j -0.00776309+0.00506719j 0.00422802-0.00401204j -0.0529561-0.0140826j -0.00575808-0.010027j 0.0229892+0.00727699j -0.00638192-0.00179343j -0.0222214+0.0180862j 0.0236763+0.0187817j -0.0322242+0.0183134j -0.0520539+0.00354961j 0.0311111+0.00235659j 0.00756621-0.000749874j 0.0453052-0.00325446j -0.031757-0.00277166j -0.0150124-0.00206663j -0.0121987-0.0197924j 0.0110851+0.00931061j -0.00724942+0.0100345j 0.0573811+0.0145076j 0.00613538-0.00484341j 0.00121083-0.000826801j 0.00522941-0.00908632j -0.0121577-0.00117201j -0.00388109-0.00226015j 0.0106902-0.00615375j 0.0334371+0.0136125j -0.0258281-0.0101995j -0.0218199-0.00310544j -0.00809952+0.00222705j 0.00297285-0.00525425j 0.0269318+0.0151908j 0.0163324-0.00324603j 0.00589507+0.0104002j -0.00326902-0.00584326j -0.00270189+0.00337686j -0.000712475+0.00290777j -0.0177246+0.00487798j 0.00188183+0.000436126j -0.00424178+0.00320329j 
0.00933566+0.00445792j -0.00357084-0.0160218j -0.0638537-0.00854512j 0.0613638+0.000608155j 0.0267935-0.0147862j 0.0871295+0.0251198j 0.0265863-0.00535612j -0.0223731+0.00105711j -0.037215-0.0114692j -0.109136+0.019568j -0.0744238-0.0147969j 0.169393-0.000784035j -0.0193395+0.00141255j 0.08884+0.0113242j -0.0489201+0.00932496j -0.0158195-0.00178394j -0.123004-0.0213571j 0.0782186+0.00730801j -0.0987823-0.0346762j -0.113899-0.00921151j -0.0774448+0.0280455j 0.0171186+0.0141671j -0.00805642+0.0510333j 0.140575-0.0268567j -0.0593659-0.00306771j -0.00848585+0.0227887j -0.0623441-0.0360501j -0.0119275+0.0275619j 0.0641846-0.0136734j -0.0498392-0.00304846j 0.0474398-0.00902018j -0.0799146+0.0188067j 0.103027-0.019723j 0.0829156-0.0350723j 0.0321598-0.0277362j 0.0566087+0.00771125j 0.0376589+0.00164752j 0.00172835+0.00015641j -0.0442593-0.0162576j 0.0139538-0.0118126j -0.00923236-0.00494689j -0.0132886+0.00420262j 0.00209667+0.0045641j -0.0179676+0.00593135j 0.0171897-0.00386591j -0.0742651-0.0162583j -0.100096-0.0106263j 0.0618142-0.012326j -0.0125954-0.0204703j -0.155732-0.00626547j -0.0454858+0.00744635j -0.15163-0.00438555j -0.0362068-0.0238062j -0.100675-0.0032823j 0.15887+0.0155992j 0.0274914-0.000164218j 0.0149269+0.00122093j -0.0180035-0.0100862j -0.121462+0.0119961j -0.0759572+0.0018682j 0.0445726-0.0054238j 0.0202079-0.00144492j 0.0143696-0.00589251j 0.0455107-0.00802644j -0.047923-0.00184171j -0.0200432-0.0148141j 0.00559765+0.00533748j -0.00583943-0.00474421j -0.00749185+0.0137526j -0.028066-0.00477583j -0.00872981+0.000599359j -0.00641185+0.00604604j 0.0191659-0.0170222j 0.0496002-0.0196452j -0.061111+0.00182595j 0.0127089+0.00898126j 0.00986816-0.00398252j 0.0346122+0.0139026j -0.0519596+0.00355111j 0.0240434+0.00185287j 0.0229252-0.0122641j 0.0183885-0.00636083j -0.0215015-0.00178572j -0.00708811+0.00199501j 0.0142418+0.0015802j 0.0169316+0.00992046j 0.0149656-0.00583355j 0.00933243+0.00118736j -0.00401549+0.00836997j 0.00662532+0.0048421j 0.00992975+0.00412257j -0.00170849+0.00815143j 0.000462969-0.001533j -0.0110879+0.00472689j -0.0125708+0.00309438j 
0.0254509+0.000960727j -0.00955434-0.00973874j 0.0440793-0.00560501j 0.0132105+5.52657e-05j 0.013317-0.00406222j -0.00883867+0.0166462j -0.0208469+0.0190166j 0.114472+0.0149303j -0.0582596+0.0219334j -0.138417-0.00251176j 0.0146344+0.0207461j 0.117582+0.0138081j -0.0139685+0.00756753j -0.0257042+0.0253925j -0.00728824-0.0308284j 0.187553+0.0434287j 0.0200793+0.00902054j -0.00147362-0.0208738j -0.120461-0.0104374j 0.0934664-0.043426j 0.0105842+0.0353444j 0.035068-0.030412j -0.0286305-0.0070838j -0.0571517+0.0110927j -0.0417206-0.00590352j -0.0603522-0.0319865j -0.0922927+0.00138056j -0.0336035-0.0107709j 0.0383302-0.0075202j -0.043505-0.0116957j 0.0445672-0.0376379j 0.146381-0.0179013j 0.0148731+0.0126165j 0.05494+0.0126565j -0.00774742-0.00327j 0.0260408-0.0120467j -0.0684331-0.00953448j -0.0950678+0.0150475j -0.0676416-0.0159483j -0.0190879-0.0266326j -0.0552705-0.00488816j 0.0603003-0.000458688j 0.134783-0.0151422j 0.104951-0.00782375j -0.126035-0.00515544j 0.134731-0.00044544j 0.207616-0.00486458j 0.0597132+0.00370609j -0.0212694-0.00677589j -0.0488969+0.00560129j 0.0471772+0.0084975j 0.0238214-0.00346891j -0.137702+0.00412869j 0.0801745-0.000840075j -0.0206776-0.00533912j 0.0710666-0.0167599j -0.0703733-0.00222089j 0.00595153+0.000698257j 0.0228044-0.00922438j 0.0869786-0.00337647j -0.035392+0.00502341j 0.0209762-0.00104979j -0.0397199-0.00273574j 0.0479403-0.0022017j -0.0144954+0.0019277j -0.0248261-0.0035572j 0.0151682+0.00414637j -0.00400149-0.00211925j 0.0395514-0.0032295j -0.0526576+0.0062806j 0.00193771+0.000375735j -0.0552195+0.00103022j 0.0187503+0.00372728j 0.00403233+0.0227561j 0.0111103+0.0191601j -0.0215325+4.17607e-05j 0.00429543+0.00252206j -0.014613-0.0147333j 0.0231075-0.00261651j 0.00449638+0.00712424j 0.00483628+0.00714316j 0.0176971+0.00941345j 0.00646427-0.00622343j -0.00631348-0.00777335j -0.00963669-0.00438917j -0.00393741+0.00323477j 0.0104014+0.00285429j -0.00231717-0.00633376j -0.0151415+0.0023514j 0.00455918-0.00787593j 0.00944035+0.0017749j -0.018633-0.00433197j 0.029408-0.01004j -0.00470172+0.00387732j 0.0116328-0.00102449j 
0.0516616+0.0167221j 0.0368707+0.0127799j -0.0722079-0.00111985j -0.0328236-0.0154802j 0.0337351-0.0186708j -0.00425609-0.0153581j -0.122029-0.0148205j -0.0874769+0.00618047j 0.113739+0.00714953j 0.0427569+0.00433054j -0.0364459+0.0505542j 0.00826269+0.0241636j 0.111582+0.0142987j -0.10414+0.00485082j -0.0455938+0.0246284j 0.0350464-0.00333361j 0.0854842+0.0143419j -0.0293823+0.0316734j 0.0291931-0.0138175j 0.0900108-0.0105735j 0.0787225-0.0522792j -0.109397+0.0340768j 0.0320025+0.00811398j 0.00160573-0.0215804j 0.0543308+0.0157943j -0.0160073+0.0220921j 0.064534+0.0209286j 0.0158484-0.0106326j 0.0810794-0.0209059j 0.114203-0.011479j 0.0289161+0.0155929j -0.0625432-0.000482368j -0.10843-0.00678593j 0.0012287+0.0110002j 0.0416533-0.00520157j 0.173716+0.00837349j 0.0749913+0.00362837j 0.0953671+0.0133714j -0.0430661-0.0173358j -0.00891421+0.00943908j -0.00134142-0.00103391j 0.0552792+0.00998652j -0.0385298-0.000244155j 0.102153-0.0110448j -0.105846-0.0258315j 0.0593097-0.000968313j 0.0140108-0.00368246j 0.0455214+0.00752372j -0.0708865+0.000761933j -0.0711522+0.0122153j 0.0054484+0.000447161j 0.0553387+0.00116603j -0.0247393-0.00350647j 0.135369+0.000274362j -0.0200141+0.0109277j -0.0219196+0.00963588j -0.0519324-0.00540073j 0.0101097-0.00518459j -0.00909965+0.0117019j 0.0177459+0.00084562j 0.0221287+0.00812463j -0.0162799-0.0190427j -0.0181261-0.00544737j 0.019059-0.00468573j -0.0525666-0.0069935j -0.0395252+0.00565852j -0.0114328-0.0075363j 0.0162559+0.00324258j 0.0328665+0.00349994j 0.00941954-0.0121726j 0.0087148+0.00502755j -0.0296338+0.000415299j 0.00688002-0.00828977j -0.0281785-0.0144775j -0.00295737-0.0084226j 0.0105467-0.000318629j -0.00414437-0.00624979j 0.00876574-0.00201872j -0.0175761+0.00261248j 0.0133152-0.00479875j -0.00250198-0.00108619j 0.00484348-0.000263338j -0.0209385+0.00726437j 0.0034795+0.00857511j 0.0196482+0.00917154j 0.0146365+0.00643205j 0.0450826-0.00023167j 0.0234413+0.00144114j 0.0106749+0.00202351j -0.00435788+0.0050331j -0.00266216-0.00194105j 0.0198949+0.00134334j -0.0161653+0.0045538j -0.0111874-0.00127983j -0.0173518+0.00046781j 
0.00285164-0.000607762j 0.00814194+0.001781j -0.0185955-0.000372765j 0.0114375+0.00146201j -0.0367379-0.004711j 0.0559295-0.00328545j -0.00489159-0.00234695j -0.0429779-0.0090852j 0.10418-0.00859542j -0.0848081-0.00165471j -0.109611-0.0116183j 0.138965+0.00703565j -0.153438+0.0136269j 0.146686-0.000477903j -0.0396156+0.0133141j 0.0988685-0.0219684j -0.100716+0.00554969j -0.0524135-0.00976067j 0.0308252+0.0418275j 0.00329763+0.00716558j 0.0275614-0.0348229j 0.136833+0.00240158j -0.0186866+0.0134736j 0.0468597-0.0207312j -0.0221152-0.00240249j -0.155107+0.00869221j -0.158214-0.00079172j 0.0195376-0.0147085j 0.0159263+0.000357239j -0.00841923-0.00698576j 0.0679751-0.014757j -0.18648-0.0152683j -0.195823-0.0141712j -0.0604355-0.0013683j 0.139931-0.000193902j -0.0733071+0.0028662j -0.00104542-0.0095886j -0.0870937-0.013007j -0.0765718+0.0061063j -0.104668+0.00320901j 0.114654-0.0215768j 0.0240108+0.0019868j 0.228495+0.0113947j -0.0628694+0.00022923j -0.0127515+0.0234056j -0.0161239+0.00986626j 0.057827+0.0161378j 0.0320632+0.000162661j -0.0322612+0.00266632j 0.022094+0.00053923j 0.0766363+0.0109815j 0.0676517-0.00994303j -0.0619302+0.00525985j 0.161334-0.00438544j -0.0272794-0.00374085j -0.00929873-0.0162799j 0.152509+0.00644073j -0.0218378-0.00822363j 0.0899682-0.000565456j -0.0489169-0.00462905j 0.0479639-0.00468434j -0.0249116+0.014972j 0.0680379+0.00427357j 0.0618727+0.0109597j -0.028711+0.0158013j 0.00747056-0.00574866j -0.0227771+0.00939366j 0.0473332-0.00642537j -0.0562844+0.000932719j 0.0037704-0.000815385j 0.0320332-0.00691628j 0.0311976-0.00334562j -0.025698+0.00585263j 0.00872044+0.00538582j -0.0125995+0.00137825j 0.0226693-0.00514032j 0.0110963-0.00843855j -0.0073333+0.00330815j -0.047575+0.00299957j -0.00547179+0.00540077j 0.0289524-0.0158906j -0.0135858+0.002611j 0.0137122-0.00379047j -0.011587+0.00561716j 0.00918428+0.00189176j -0.0217038+0.00372599j -0.0359673+0.00567717j 0.00151611+0.00661533j -0.0085497+0.004479j 0.00229308+0.000110452j -0.00417875-0.00938831j -0.00738812+0.000422227j -0.018687+0.00760533j -0.00595997-0.00572054j -0.0147886+0.00213675j 
0.00472644+0.00666255j -0.00958836-0.00108786j -0.0211612-0.0109304j -0.0307994-0.00137665j -0.0546124-0.00304183j -0.0126514+0.00066959j -0.037851+0.0115701j 0.0778821-0.0180194j 0.12988-0.00369996j 0.0337972+0.0122263j -0.0926857+0.0108676j 0.117272-0.000588913j 0.195725+0.00238836j 0.187031+0.00443898j -0.0231896+0.00526054j -0.056181-0.0259044j -0.0631177+0.0164412j 0.115931-0.0264973j 0.0395346+0.0337339j -0.0151661-0.0123755j -0.0517496+0.00544129j -0.130742+0.0074867j -0.0748473-0.000485341j -0.0135408+0.00280726j 0.0435799-0.00230572j 0.0943253-0.0255376j 0.0950861+0.011897j -0.0365185-0.0258562j 0.00424623+0.00711511j 0.0616937+0.0062699j -0.0699816-0.0139152j 0.0914432-0.00174494j -0.0316143-0.00403521j -0.151435-0.00536968j -0.00131807+0.00308274j 0.144788-0.00527514j -0.0130802-0.00467297j 0.162527-0.00670573j -0.080471-0.0304898j 0.0405745-0.00506461j -0.0202306+0.00407448j -0.0186929-0.0127134j -0.000380953+0.00190248j -0.00563282-0.00514387j 0.0613424+0.0181057j -0.11538-0.00268899j 0.0440294+0.0287675j -0.0726703+0.0317383j 0.0483039+0.0216384j -0.130044+0.00400808j -0.0459479-0.0132077j -0.0992424-0.00224927j 0.000462668+0.00740499j -0.138001-0.00104922j 0.0594988-0.00915888j 0.0892904-0.0159194j 0.0601257-0.00452686j 0.0034385-0.00922486j -0.040251-0.00467072j -0.0369805-0.0201144j 0.0180822-0.00419693j 0.0219123+0.00240253j 0.041113-0.00478653j 0.00930191+0.0097017j -0.0215192+0.00644273j -0.0200756-0.0143921j 0.0117781-0.000529644j 0.00299347+0.00483017j -0.00629158-0.00459418j -0.0615124+0.000934267j 0.0360834-0.00561824j 0.0121978+0.00990656j 0.0324518+0.00836153j 0.0288733+0.0216156j -0.0152618+0.0180129j -0.0250833+0.00112986j 0.0319088-0.000531973j 0.0121227-0.0117845j -0.00435158+0.00242087j 0.0137927+0.00380266j 0.0439416+0.0014266j 0.0159663+0.0102094j 0.0132728-0.0160328j 0.00558238-0.00682596j -0.0106712-0.00387662j -0.0176333-0.00632255j -0.00272884+0.00450374j -0.00662017+0.0009382j -0.0122914+0.00674643j 0.005079-0.0101741j -0.00229743-0.00306114j -0.0223111+0.00538736j 0.00976633+0.00132463j -0.00543882-0.000640974j 0.00957811+0.0015986j 
-0.00895806-0.00608494j -0.00683316-0.00126829j 0.0375972+0.00376959j 0.0578126+0.0140169j -0.0188427+0.000799485j -0.0100141+0.00312681j 0.0378776-0.0101943j 0.0275765+0.00674833j 0.0356344-0.00427495j -0.130242-0.0242021j -0.0829661-0.0439414j 0.22258-0.0394978j 0.104414+0.0199649j -0.169808+0.00174038j -0.0613716-0.00948036j -0.0625149+0.0193072j 0.102694-0.0134965j 0.0543008-0.00422948j 0.00453332-0.00628261j -0.0631726+0.0116828j 0.0535225-0.0273434j -0.0480877-0.0336982j 0.0192553-0.00197511j -0.0271507-0.021854j -0.102575+0.00931551j -0.0388774+0.00827525j -0.00241371-0.0217028j -0.0823575+0.0081599j 0.0205819-0.0134953j 0.0111899-0.0202945j -0.0132411-0.00855218j 0.204305+0.00181031j 0.11922-0.016089j 0.0580164+0.000403414j 0.0160337-0.0331697j 0.202321+0.0199437j -0.122416-0.0111797j -0.0628299-0.00920634j -0.0651283+0.026645j 0.0664245+0.00885917j -0.0879546-0.00709476j -0.00182505-0.0199452j 0.0432643+0.029978j 0.0322107-0.00535546j -0.037853+0.0139014j 0.0521192+0.00567541j 0.00779151-0.00410741j -0.000491741-0.00585035j 0.0269698-0.00461519j -0.162768+0.00245797j 0.00779377+0.00916055j -0.0489168-0.0101951j 0.0106679+0.013449j 0.0184219+0.00601333j 0.00802349+0.0163187j -0.0691596+0.000770228j -0.126932+0.000132529j 0.0169426-0.00821983j -0.0172653+0.0179646j -0.0498868-0.00452294j 0.0889928+0.00539367j -0.00453458+0.0115258j 0.0371842+0.0049398j 0.0760426-0.000962398j -0.0787084+0.0103526j -0.0604946-0.00579938j 0.00049839+0.0072651j 0.0243476-0.00852063j -0.0188932+0.000754612j 0.0544893+0.00908363j -0.0299249-0.00550469j -0.0345446+0.000312372j -0.0111286+0.0116115j 0.0165895-0.0117322j -0.079866-0.00883377j -0.000243974-0.00397063j -0.0145117-0.0105734j 0.0088306+0.00756634j -0.00346774-0.000692545j 0.0317393-0.00315101j -0.0121269-0.0119147j -0.0271174+9.00975e-05j -0.0012357-0.000378015j -0.0396357+0.0131451j -0.0106421+0.00948789j -0.00116207+0.00761524j -0.0181438+0.00543528j -0.0487828+0.0173511j -0.00677353+0.000250659j 0.0073361+0.00365423j -0.00551784-0.0102642j -0.0203867-0.000230248j -0.0377274+0.010601j 0.010641-0.00902709j -0.0272586+0.00206097j 
-0.0620055-0.0103218j 0.121816+0.0262708j 0.0620007+0.013282j 0.0240023-0.0229223j -0.000191388-0.0390511j -0.0679652-0.0300366j 0.108883-0.0463087j 0.142827-0.00565796j 0.0455701+0.002712j -0.142299-0.0459797j 0.0333693+0.0564036j -0.0387189-0.00194507j -0.0496588-0.0136462j -0.0347839-0.0052421j 0.0531633+0.0019286j -0.0857665-0.0349861j -0.0345622+0.0108263j -0.00577724-0.0107892j -0.0935752-0.0114199j -0.0693783+0.0293667j 0.0276226+0.00324469j -0.0141493-0.00201362j 0.0314644-0.0302507j 0.0514624+0.0215651j -0.147263+0.0216816j -0.0745444-0.0145652j -0.0774271+0.0252316j 0.0105853+0.00575626j -0.0496379-0.0150045j 0.0370278+0.0119342j -0.174024+0.00728849j 0.0613107-0.00592022j 0.080718+0.0169208j -0.112696-0.0069942j -0.0124057+0.0340084j -0.0356083+0.00470952j -0.161785+0.00742794j -0.0397927-0.0187081j 0.0177392+0.013807j 0.0662424+0.00962989j -0.0771054+0.0270622j 0.0654607+0.0167818j 0.0601138-0.00734314j -0.0755506+0.00945437j -0.0512887-0.00869252j -0.0768479-0.007729j 0.0431326-0.000227426j -0.00388336+0.00452333j 0.0615586-0.0115967j 0.00880472-0.00122023j -0.0356181+0.00102257j -0.0272054+0.00361346j -0.0128873+0.00208208j -0.0421245-0.00818534j -0.0175126-0.00342256j 0.0134508-0.000193592j -0.00688304+0.00942883j -0.000770796-0.00219842j -0.0159705-0.0173642j 0.00591327+0.0142846j 0.0384685+0.00012288j -0.02713+0.0107838j 0.0106999-0.00311106j 0.0142006+0.00333089j -0.0118877+0.00255916j 0.0335015+0.00347228j -0.0132666+0.00447582j 0.0076116-0.000843029j -0.0386405-0.00387785j -0.0134027-0.000844422j 0.0260953-0.00478704j -0.00311457-0.00204645j -0.0185268-0.0109889j 0.00724102-0.00177678j -0.0570797-0.000562176j -0.0102465-0.00346637j 0.00043794-0.00477602j -0.00545007+0.00122308j 0.00890273+0.00675286j 0.0123574+0.00655275j 0.00305647+0.00288783j -0.0275953+0.00135233j 0.0298517+0.00802387j 0.0064771+0.00223899j 0.00063806-0.00168511j -0.0109226+0.00211757j -0.0262506-0.00240884j -4.49774e-05+0.000655688j -0.0147155-0.00763867j 0.00772552+0.0106413j 0.00453706-0.00619812j -0.0109954-0.00212061j 0.0221016-0.00180238j -0.0150071+0.000129244j -0.00184675-0.00533007j 
-0.128677-0.0248497j 0.00890871-0.000131685j -0.0414667+0.00381844j 0.166428-0.00155007j 0.126265-0.00502924j -0.0164877-0.0567428j -0.0732606+0.00413839j 0.0166865-0.00973809j 0.0697805+0.000718431j 0.0898477-0.0525476j 0.0131943-0.0505743j -0.135032-0.0348439j -0.117461-0.00632711j -0.0338182-0.00679395j 0.060693-0.0424241j 3.0836e-05+0.0263866j -0.116861+0.000796849j 0.07096-0.0244634j 0.0437991+0.00141883j -0.175401+0.00559457j -0.0942757-0.0171474j 0.0389053-0.0415794j -0.0136728-0.0187473j -0.0483732+0.00274578j 0.127319+0.013553j 0.0428566+0.00429653j 0.0720553-0.0176227j 0.00232581+0.0149944j -0.0485422+0.0121068j -0.0248526-0.0289728j 0.00271196-0.00172194j 0.0742174+0.00625773j -0.03-0.0120383j -0.0227698-0.00515795j -0.0699562-0.0130877j -0.0373989+0.00194518j 0.135314-0.017783j 0.0625401-0.0042842j 0.0699549+0.00198369j -0.0493377-0.00388345j -0.0150682-0.0203583j 0.0502266-0.0130153j 0.0491699-0.000193022j 0.0435732-0.00514968j 0.0783286+0.0133668j -0.0501895+0.00452966j 0.0856083-0.00701895j -0.0371793-0.00156856j 0.0117791-0.00211649j 0.0221962+0.0116953j 0.0118473-0.00609528j 0.00387654-0.0101318j -0.00928232-0.00406088j 0.0701666+9.36619e-05j -0.0757539-0.00672315j -0.0536376-0.00332104j -0.0101592-0.00346803j 0.0200338-0.000678306j -0.0104213+0.00871777j -0.0342761-0.016847j -0.0155592-0.00226415j 0.0508091+0.000832435j -0.0076287+0.00195897j 0.0174819+0.000728735j -0.0338194+0.00195634j -0.0386842-0.00470588j 0.00628187+0.00896034j 0.0126738-0.000890203j -0.0036813-0.00547916j 0.0281137-0.00408975j -0.0245538-0.00133151j 0.0365447+0.00850129j -0.00686354-0.00337228j 0.00853346+0.00235001j 0.00887809+0.0010082j 0.00453957+0.00290923j 0.0341827-0.00745994j 0.0246086-0.00159771j -0.00619249+0.0068501j 0.000316617-0.00853712j 0.0237049-0.00356369j -0.00468585-0.000515174j 0.00634982-0.00461936j -0.02134+0.00672876j 0.00492878-0.00052911j -0.00932739+0.00772223j -0.0143612-0.00896573j 0.0261987+0.00585513j -0.0414435+0.00579613j 0.00717264-0.00736883j -0.00773571-0.00869538j -0.041854-0.00394349j -0.0336071+0.00591011j -0.00738267-0.00660576j -0.00345918+0.0027472j 
