0.00788854+0.000548454j 0.0245311-0.00361647j -0.0261137+0.00248779j 0.00699777+0.00208354j 0.0141484-0.00356508j 0.02454-0.00205931j 0.00818801+0.00522746j 0.0293814-0.00369843j -0.0235349+0.00215281j -0.00951077-0.00604569j 0.0399008+0.00859208j 0.00295759-0.00351087j 0.00901919+0.00233502j 0.0343956-0.00914281j -0.0147091+0.00889659j 0.0143385+0.00424744j 0.0136131-0.00105149j 0.0181101+0.00171776j 0.0169789-3.28098e-06j -0.00521932+0.000731711j 0.0225874+0.00336941j -0.0182112+0.00407419j -0.0158907+0.00698013j 0.0359295-0.0103665j -0.0162065+0.00604772j -0.0232379+0.000575526j 0.0308828-0.00647924j -0.0042232-0.00157842j -0.0135539+0.00452269j 0.0139264-0.00217493j 0.0028761+0.00535573j 0.0185247-0.000575552j 0.00452404-0.00185779j -0.0232797+0.00037905j -0.00641237-0.00259661j 0.00245852-0.00432037j -0.0361837+0.0121443j -0.0178675+0.000893542j -0.00973794-0.00256885j 0.0144207-0.0052652j 0.0168818-0.00852588j -0.0015463+0.00606035j 0.00485729+0.000619423j -0.00195786-0.00738756j -0.00745809+0.00361262j -0.0144813+0.00836143j -0.0141295+0.0120551j -0.020341+0.00170149j -0.0091024+0.00699588j 0.00827213+0.0044555j 0.0143249-0.00931896j 0.0103643-0.00127918j -0.0291103+0.00493704j 0.0011469-0.00436943j 0.0108139-0.00154474j -0.00606233-0.00107567j -0.0114604+0.00466941j -0.0304497-0.00316559j -0.00783323+0.00231368j 0.00484652-0.00597212j 0.0391585+0.00853094j 0.0256985+0.00125618j -0.0207158+0.00050472j 0.0079186-0.00218304j -0.0109646-0.00224516j 0.0395446-0.0141252j -0.0128765-0.0126416j 0.00351879+0.0131189j 0.0457457+0.00579797j -0.0229232+0.00312054j -0.0976901-0.00165104j -0.00544919+0.0252649j -0.0354799-0.0168609j 0.123967-0.00462367j 0.0326033+0.0328017j -0.0576497+0.0284458j 0.147561-0.0119551j 0.00739176-0.11565j 0.340189-0.0121584j 0.19775-0.0502781j 0.12384+0.0167504j 0.11461-0.0491654j 0.0658701+0.04746j 0.0963151-0.0190347j 0.0227573-0.00304879j -0.0050474+0.0301291j -0.053064+0.0157449j -0.049326-0.0102607j 0.00126758-0.0158498j 0.0161125-0.00474184j -0.00157888-0.00211193j -0.433266+0.00262359j 
-0.00407809+0.00280799j -0.00538556-0.00653841j -0.000883111+0.00189482j -0.00480731-0.000632198j 0.0211331+0.000229964j 0.0135951+0.0105237j -0.0219286+0.00589905j -0.00812875-0.000358973j 0.00724931-0.00255607j -0.00272017+0.00927627j -0.0229692+0.00623211j 0.00642668+0.00911424j 0.00539873+0.000875535j 0.00458584+0.0325879j 0.0399461-0.011576j 0.00439196+0.0380202j 0.00752674+0.0137403j -0.0267591+0.00770925j -0.0363543-3.17632e-05j 0.00496689+0.00533494j 0.00793998-0.00993522j 0.0419855-0.00298123j -0.0245929+0.000981032j 0.100427-0.00025471j 0.0205194+0.0133072j 0.0547848+0.0411109j 0.0371981-0.0281556j 0.0517229+0.040432j -0.0041166+0.0128223j -0.0243083+0.013384j 0.0163751-0.0184477j -0.0144578-0.000273268j 0.0429939-0.024377j 0.0258429-0.0272361j -0.0434745+0.014219j 0.030696+0.0407832j -0.0169212+0.0350958j 0.0582342+0.0133158j 0.0439919-0.0278232j 0.0122647-0.0101169j 0.0203121-0.0273067j 0.014163-0.00108072j 0.0234878+0.110724j 0.00931177-0.0555579j 0.0824609+0.034262j 0.0224362-0.0113116j -0.0365994+0.010543j 0.0125862-0.0606832j 0.0117144+0.0574088j 0.00609363+0.0233411j -0.0181603-0.00946873j 0.0423521-0.0195296j 0.0673033-0.0480439j -0.0514637-0.0121112j 0.0126307+0.0491316j -0.0158766+0.0132075j 0.0523475+0.104565j 0.0429895-0.124324j 0.0259515-0.0156137j -0.00921116-0.00652721j -0.0327991+0.00315866j 0.0581276-0.0131908j -0.023403+0.0636438j 0.0728896+0.0690716j 0.0365874+0.0254594j 0.0241663-0.0728358j 0.0306033-0.0307601j 0.0441481-0.0453599j -0.0328103-0.0662249j -0.0102475+0.0327485j 0.0170654+0.0313806j 0.00977259-0.0403334j 0.0174973+0.00289779j -0.0128702-0.0271915j -0.0208186-0.0296731j 0.00493835+0.0532695j -0.0379742+0.006364j -0.0216765+0.0355995j 0.0313657+0.014138j -0.0136672+0.0201806j 0.0585767+0.0261283j 0.0143634-0.0412597j 0.00260949-0.00751929j -0.0146045+0.0149778j 0.0137566+0.00626087j -0.0114093-0.010911j -0.00531735+0.0131181j -0.0135723+0.0132386j -0.00448503-0.00240187j -0.00386937-0.00712795j -0.00228936+0.00246565j -0.00240736-0.00315327j 
0.00399508-0.00168469j 0.00439118+0.000403971j -0.0170067-0.00476208j 0.00237938+0.00759879j -0.00104066+0.00530105j -0.0100499+0.00270416j 0.0137859-0.00059658j 0.000136806-0.0023724j -0.000717676+0.00993027j 0.0245563+0.0071241j 0.0183663+0.00577406j -0.00349834-0.00722496j -0.0137073-0.0120545j 0.000880278-0.0241313j -0.0203448+0.0243388j -0.0138129-0.0240046j -0.0188949+0.0269406j 0.0145351+0.00450391j 0.0504704-0.00976022j -0.00505896+0.00427509j -0.00912794-0.00471687j -0.0442632-0.00962104j -0.00711109+0.027403j -0.0126482-0.00756727j -0.0223633-0.0358923j 0.00188077-0.0348829j -0.0234355-0.000800426j -0.00531532-0.0236416j -0.00209377+0.00898281j -0.009156-0.0357428j -0.000972071+0.00952541j 0.0169447-0.017566j -0.0203835-0.0338965j 0.0423544+0.0197657j -0.0113161+0.021236j -0.0486949+0.0457717j 0.0330358-0.0325775j 0.00421535+0.0169267j 0.0519664+0.0316146j -0.0600074+0.0502663j 0.0240795+0.0359335j -0.0512664-0.0187498j 0.0147255-0.0127525j -0.0110373-0.0235493j 0.0367473-0.0039371j 0.0324216-0.0235028j -0.0342432-0.0282608j 0.0161575+0.0710875j 0.0222081-0.027317j -0.0346829-0.0259108j -0.00311364-0.0360035j 0.0480761-0.0452872j -0.0140764-0.0478284j 0.00548738-0.0195674j 0.024008-0.0190222j -0.0100132+0.0266207j -0.0268505+0.00606267j 0.0066239-0.0219517j -0.0277065+0.00931733j -0.0108598+0.0361367j 0.0315067+0.000584236j 0.00325815-0.0291045j 0.0429957-0.011776j 0.00840788-0.0471953j 0.0186507+0.00583301j 0.0176609-0.0152912j 0.0137212+0.00886597j 0.012994-0.0748945j 0.00868727+0.0121248j -0.010131-0.000535122j -0.012004-0.00203985j -0.0596244-0.00740096j -0.01485-0.010088j 0.0151023+0.00569892j -0.0452657+0.00767478j 0.0161878-0.0191012j -0.0119111-0.000858136j -0.00638392-0.00868085j -0.0185639+0.00148202j -0.00971741-0.011155j -0.00521783+0.00486476j 0.0224133-0.00966848j 0.0258536+0.0163438j 0.028451+0.0209912j 0.0093654-0.0242059j 0.00511747+0.0133349j 0.01648+0.00401505j -0.0152148-0.00316267j -0.00275935+0.0118192j -0.0139651+0.000564657j -0.0161031+0.00362836j -0.00457947-0.00109952j 
-0.00827983+0.00207893j -0.0023137+0.00304223j -0.00429258-0.00470715j 0.01708+0.00572976j 0.000570649+0.00260884j -0.00061482+0.00814755j -0.00057316-0.00448591j -0.0161813-0.00414993j -0.000127226-0.00183356j 0.0148651-0.0130611j 0.00972465+0.00128435j 0.0107693-0.00563649j -0.0340165-0.00881833j -0.00392214+0.00294492j 0.00400757-0.00159773j 0.000241595-0.00355551j 0.0107424+0.00853218j -0.0161606-0.00270193j 0.0384721-0.0118902j -0.00600367+0.0140377j 0.00624588-0.00623428j -0.00719076-0.00254404j 0.0181734+0.0195507j 0.006378+0.0149597j -0.00620652+0.0179985j -0.0142545-0.00693307j -0.0198183-0.00238144j -0.0150617-0.0198585j 0.00887188+0.00799145j -0.0333408+0.00331672j 0.000368508-0.00760898j -0.0330426-0.0126594j -0.0157976+0.016874j 0.0407806-0.0266784j 0.00350246+0.0209718j -0.0195664+0.0142989j 0.0322704-0.0151839j -0.0366579+0.0175661j 0.0718259-0.0164224j -0.00555076+0.0229116j 0.0214292+0.000677687j -0.056927+0.0288801j -0.0418915+0.0132705j 0.0246317+0.0399002j 0.0431748+0.0480756j 0.0193939-0.00261686j 0.00999147+0.015863j -0.00679161-0.0128427j 0.0120967+0.00391048j -0.0575047+0.0157251j 0.0294996-0.0123467j 0.0285771+0.0148095j 0.00531832-0.00868319j 0.0345267-0.00111056j 0.0542793+0.0292293j -0.0642603+0.00394397j -0.00360663+0.0193459j 0.00784309-0.0372744j -0.034844-0.0282342j -0.019957-0.0168819j -0.0170638+0.00171474j 0.0388375+0.0183878j 0.0340174-0.0030779j -0.05641+0.0619023j 0.0171301+0.0132088j -0.0473915-0.0551839j 0.0122224+0.00509679j -0.0360101+0.0121595j 0.042925-0.031949j -0.0128726-0.00722804j 0.0225945+0.002268j -0.0229478-0.00707178j -0.0135291-0.00528721j 0.0314963+0.00819823j -0.0328983-0.0169651j 0.0539211+0.0204517j 0.000614979-0.0117863j 0.00431013+0.0268433j 0.000949467-0.00246619j 0.0121087+0.0186371j -0.00912477+0.00761565j 0.0286754-0.00120006j 0.00761494-0.0149046j -0.0296033-0.00672762j -0.0345513+0.0139254j 0.0250941-0.010936j 0.0378951+0.00344512j -0.0222482+0.00176253j 0.0314509-0.00238104j 0.00050161+0.000775602j 0.00209627-0.00516714j 0.011785-0.00175928j 
-0.00819164+0.00167776j 0.00228376-0.00162074j 0.00113842-0.00290844j 0.00234686+0.00417019j -0.00731477+0.00258632j 0.0109109+0.000237175j -0.00983792+0.00515379j 0.0202343+0.000214225j 0.0183817-0.00141655j 0.0239516-0.0130102j 0.0131589+0.0102619j -0.001048-0.0103083j -0.0124117+0.0116705j 0.00200426+0.0136224j 0.017339+0.0130896j -0.0171869+0.0210018j -0.0120612+0.000398803j -0.00796038-0.0271676j -0.0226391+0.0310197j -0.0171991+0.0163542j 0.000991721+0.0185177j 0.0155496-0.0204749j -1.35576e-06-0.011681j 0.0144531+0.0303854j -0.0344234+0.026371j 0.0123617+0.0427524j 0.0183228+0.0341775j 0.0521282+0.00760477j -0.0115457-0.00528988j -0.0588715+0.00389329j -0.00275534+0.0465102j -0.0415318-0.028503j -0.0137964-0.0262239j -0.023052-0.030532j -0.0395479-0.0309083j -0.08617+0.08154j -0.0116507+0.0390076j 0.00873091-0.0173961j 0.0167848-0.0353646j -0.0018036-0.014782j -0.0306899-0.0625886j 0.00939087-0.0336187j 0.03065-0.0375721j -0.0119539-0.0108939j 0.0115007+0.01912j 0.0219781+0.0120858j -0.0676483+0.000662919j -0.0510563-0.0515341j 0.0224631+0.0381665j 0.0102149+0.0341119j -0.0155453+0.0334379j 0.0111278+0.0345958j 0.0430598+0.000254134j -0.0358054+0.0436917j -0.0344247-0.0127894j -0.0575034+0.00760027j -0.0148484+0.0533748j 0.00833006-0.044046j -0.049292-0.00359229j -0.00125947-0.0319398j -0.0143556-0.0343344j 0.0547735-0.0292686j 0.0105896+0.0344684j 0.0371701+0.0554075j 0.0288193+0.0146901j -0.0128594+0.0153397j -0.0081241-0.0389164j -0.00208971+0.0270609j 0.00835114-0.0350009j -0.00331746+0.0162673j -0.00488043+0.0315416j -0.0242888-0.0313021j 0.0203341+0.00288986j -0.0236016-0.0343889j -0.0167687-0.0123924j 0.0120079+0.0371615j -0.0147524+0.00980095j -0.00724911+0.0221629j 0.00492909+0.0282172j -0.00647436+0.0126099j 0.017954-0.00211497j 0.0249398-0.0155987j -0.0106134-0.00994285j -0.005701-0.00313958j -0.0136961+0.0198974j -0.00756944-0.0125795j 0.0280154+0.0036813j -0.0251162+0.00588139j 0.0145166-0.00486327j -0.00399591-0.00454772j -0.0045382+0.000351618j 0.00552446-0.00218871j 
0.00924278+0.00327563j 0.0020559-0.00569933j 0.00855278-0.000894858j -0.00406869-0.00701515j -0.0244495-0.00029047j 0.0147466-0.0120579j -0.00232308+0.00129497j -0.00748808+0.0067972j 0.00491418+0.00598202j -0.010909-0.0127496j 0.00102188-0.00287878j 0.00802673+0.0111715j -0.0102811+0.0219428j 0.00651692+0.0117996j -0.0442069+0.0351854j 0.0167608+0.0176386j 0.022419-0.024831j 0.00736829-0.012087j 0.0251843-0.0470415j 0.0155112-0.0171613j -0.0289043+0.0185777j -0.0133845+0.0155776j 0.00411381-0.0455882j 0.0308907+0.0606539j 0.0337803-0.00521366j -0.0234814+0.0046706j -0.0343805+0.108955j 0.0334287-0.0353946j -0.0252144-0.0128676j -0.0158453+0.00354471j 0.00946393+0.047882j 0.0209026-0.0123005j 0.0224854+0.0419025j -0.0177753-0.00387103j -0.0070515-0.029288j 0.00467195-0.04925j 0.065658-0.00390665j -0.0122082-0.0316979j -0.00616352-0.030142j -0.0516427-0.000427261j -0.00729248-0.0721307j -0.0565099+0.0746271j 0.00617061-0.045101j 0.0042743+0.0366618j -0.00135494+0.0158669j 0.0562099-0.0360818j -0.0153021+0.0341644j 0.00248025-0.00709531j 0.0256166-0.00927008j 0.0187083+0.00670417j 0.016831+0.0187414j 0.00646386+0.0379408j 0.0516542+0.0744039j -0.00277582+0.0657433j -0.00106983-0.0344526j 0.012976-0.024568j -0.0218641-0.0867367j 0.102813-0.000586585j 0.00948247+0.0871972j -0.00514609-0.0364498j -0.054874+0.00901011j 0.0478074+0.0200565j 0.00976819+0.0482757j 0.0241233-0.0614189j 0.00277121-0.0249381j 0.0543012+0.0071019j 0.0260286-0.0119848j -0.00673585+0.0081763j 0.0130793+0.000124569j -0.0126743-0.0240324j -0.0374636+0.0268704j -0.00236361+0.0490445j 0.0326856+0.0276739j 0.00641045-0.0242615j -0.0359155-0.0192261j 0.024625+0.00557492j -0.0280173+0.0265958j -0.0266957-0.02341j 0.00802333+0.00388987j 0.00954834-0.0122221j -0.00609173-0.0415506j 0.0579357-0.0132645j 0.0362505-0.0106388j -0.0113058-0.00120706j -0.0261957-0.014631j -0.00639118+0.00676009j -0.018931-0.0156814j -0.0085957+0.00995045j -0.0402793-0.00880633j 0.00167693-0.00732969j -0.0165226+0.00512713j -0.0238759+0.00408963j 
0.0142619-0.00263637j 0.00749777+0.00108697j -0.00246707+0.0111414j 0.003041+0.00108039j 0.00420463-3.14995e-05j -0.00982235+0.0019225j 0.0139099-0.0118344j -0.0117627-0.00127185j -0.011166+0.000297464j 0.00316069-0.000503768j -0.0189313-0.0125803j -0.0120121+0.00205871j 0.0200344+0.00614657j -0.0150999-0.00687063j 0.0148773-0.0439277j 0.0122826-3.36051e-05j -0.0130422+0.0170103j 0.00360109-0.0098717j -0.0319975+0.0431297j -0.0133294+0.00434335j 0.00649354-0.0132016j -0.0173155-0.0391152j 0.0123579-0.00400123j -0.0225244-0.00205506j -0.0155487+0.0189456j -0.0141391-0.0148605j 0.0297213-0.07245j 0.00307637-0.00631211j 0.00729627-0.018278j -0.00894962+0.00439214j -0.00432024+0.0164216j -0.0178411+0.0194488j -0.0242336-0.0207789j -0.000231087-0.00525372j 0.0593049-0.0141026j 0.0320219+0.0524885j -0.0465628+0.00702748j -0.0103177+0.0292211j -0.00994491-0.012289j 0.0414563-0.0149479j 0.0156396+0.00313728j 0.0055125-0.00683692j 0.0177522-0.0123509j 0.0305835-0.0216543j -0.062665+0.0692687j -0.0480564+0.0480265j -0.0525527+0.00804477j 0.0390968+0.0262529j -0.0382495-0.008684j 0.0488935+0.0260686j -0.0165988-0.0303082j -0.0539712+0.00328644j -0.0214094-0.0619418j -0.0375486-0.0374512j -0.033504+0.043881j 0.0572364+0.0325187j 0.0317514+0.0170416j 0.0287322-0.0312041j -0.0247776-0.0595905j 0.01902+0.0112187j 0.000841451+0.0131773j 0.00847009-0.0172695j -0.0181703+0.00179382j -0.0214734+0.128259j 0.010554+0.0275893j 0.00118352-0.00651081j 0.00443059+0.0315102j 0.0880084+0.0441742j 0.0318795-0.040418j -0.0111043+0.0435181j -0.0238421-0.00245149j 0.0187778-0.0157695j -0.0197026-0.0204837j -0.00348002+0.0246101j 0.00641963-0.0163945j -0.0780484+0.0256327j -0.0246192-0.0479056j 0.0244189-0.00422214j -0.00788476-0.00301055j -0.0212295-0.0171758j 0.00999456+0.0186737j -0.0435094-0.0278573j 0.0311606+0.00276078j 0.0232726-0.0104084j 0.0258809+0.0349891j 0.0324476-0.0146317j 0.00185902+0.00979939j -0.0239533-0.00579718j -0.0191732-0.00936914j 0.0155394+0.0013208j 0.00332494+0.00276901j -0.0124307+0.006362j 
0.00589349-0.00420655j -0.00608439-0.00509765j -0.0100831+0.00450123j 0.002746-0.00121901j 0.00265915+0.00216706j 0.0211387+0.000225758j 0.0333162+0.00447237j -0.000504867-0.00362143j 0.0264128-0.00385177j 0.0290039+0.0122364j 0.00269998+0.00151235j -0.0106883+0.0168952j 0.00112142+0.00282925j -0.00229186-0.00139051j 0.0250776+0.0250878j -0.0109289+0.00540486j 0.0198705-0.010532j 0.00293732-0.0393567j -0.0364503+0.00313109j -0.00115808-0.0107712j -0.0041052+0.000653392j 0.0450481-0.00185929j -0.00145915-0.0359666j -0.0163395+0.026411j -0.0345089-0.00524483j 0.0273197+0.0246128j 0.0079332+0.0458211j 0.0156832+0.00604519j 0.00728222+0.0325901j -0.0157555-0.00097395j -0.0132995+0.0519357j 0.0140835-0.0230002j -0.00800943+0.00974063j 0.0245755+0.0166812j 0.0346022-0.0113327j -0.00785175-0.0205141j -0.0490307+0.0759331j 0.0203543-0.0433517j 0.00636025-0.000557435j 0.00430476-0.0384873j 0.0742832+0.00338561j 0.018962+0.00287749j 0.0124725+0.00886959j -0.0208965-0.0282282j -0.0654629+0.030518j -0.0119142-0.00939292j -0.0020694+0.00936377j 0.0414981-0.00507874j -0.0330325+0.0608152j -0.0478037+0.0288119j -0.0791802+0.0247931j -0.062994+0.0308277j -0.0109451+0.0542043j -0.0172301+0.0232976j -0.0350446-0.00299122j -0.000894735+0.0355912j -0.0204057-0.0567848j 0.00504579-0.0146178j 0.0230066+0.0852449j 0.0434349-0.00447695j -0.0178688+0.00306079j 0.026583-0.045285j 0.0208623+0.0770993j -0.059111+0.00946986j 0.0058764+0.0350005j -0.01643+0.0340126j 0.00491413-0.00100547j 0.015614-0.038566j 0.0229314-0.0410728j -0.0173526+7.39767e-05j 0.000193783-0.00542795j 0.0488768+0.00623065j -0.00781781-0.00423123j 0.000425736-0.0159728j 0.00701314-0.026755j -0.0213932+0.0176342j -8.57515e-05+0.00121831j 0.018405-0.0100688j -0.0189158+0.0169084j -0.0383851-0.0201951j 0.0362602-0.0256911j 0.0284859-0.0277743j 0.0411641+0.0164241j 0.0827934+0.00318178j -0.0319435-0.0135623j 0.00648488-0.0127393j 0.00138583+0.00701271j 0.00247203+0.00874712j 0.0325069-1.1175e-05j -0.0111152-0.00640423j 0.0205594+0.00702814j -0.00458695+0.00240824j 
0.00163548+0.0023843j -0.00958368-5.10917e-05j -0.000865538-0.00212857j -0.000327259+0.00136029j 0.00618383+0.00341223j -0.00664887+0.00785184j 0.00259731+0.00436851j -0.00255282+0.00691806j 0.0124054-0.00968216j -0.00425945+0.00359295j -0.00448551+0.0109697j 0.00313952+0.00833274j -0.00290617+0.00153473j 0.00112075-0.00494747j 0.0218149-0.00104548j 0.0409756-0.00726783j 0.0169878-0.00219739j -0.0377719+0.021666j -0.0180196-0.00431175j 0.0150725+0.00624705j -0.010276+0.0153086j 0.0612281-0.00788235j 0.00617953-0.00402614j 0.000887647+0.00699359j 0.0159273+0.0204744j 0.0238936-0.0104304j 0.0171257+0.00103211j 0.079045-0.0369007j -0.0356794+0.00554572j -0.0258757+0.0108809j 0.0284864-0.027284j -0.0490721+0.00185368j -0.0617856+0.018546j -0.0229762+0.0194174j -0.00211183-0.00874661j -0.0484603-0.028667j -0.0997306+0.00192284j 0.0678668-0.0275926j 0.0169744-0.0164252j 0.0955679+0.00139057j 0.0392151-0.0211548j 0.0484021+0.000236853j -0.00961132+0.0203252j -0.029657+0.029694j 0.0228076-0.0168761j -0.026957-0.0298189j -0.0832318+0.0559726j -0.0858928-0.00209884j 0.0297809-0.0237045j 0.0645678+0.023936j -0.0624143+0.0843924j 0.0661569+0.0385197j 0.0828335-0.00128176j -0.0533045+0.0359249j -0.0938272+0.00235713j -0.064112-0.00276285j -0.029323+0.0381851j -0.0363713-0.0367803j -0.0415437-0.000494215j 0.0346129-0.0186616j -0.0101-0.0323861j 0.111683-0.0327928j -0.0165876-0.0271641j 0.0404502-0.0524155j 0.0693358-0.0112931j -0.0263417+0.0139786j -0.0222743-0.024225j 0.0303423-0.0198963j 0.00617151+0.00439111j -0.00415188-0.0310026j 0.0169048+0.0246575j -0.00536459-0.013171j -0.0147743-0.012126j -0.0345725-0.0274225j 0.000791112+0.0115162j -0.006314-0.010591j -0.0864912+0.0179105j -0.00565334+0.00162901j 0.0401515-0.0203239j -0.00148372+0.00380028j 0.0250312-0.0150255j 0.0226568+0.00569525j -0.0571829-0.00250386j -0.00964723-0.0143168j -0.00470454-0.00602931j 0.0132099+0.0056241j 0.0278687+0.0048386j -0.0157815+0.000379527j 0.00679588+0.00361924j -0.0143344-0.000629168j -0.000967142-0.0012199j -0.00242792-0.000527627j 
0.00835088-0.00744568j -0.00886907+0.00480745j 0.00516444+0.00477881j 0.00453884-0.00540793j 0.00982255-0.00199287j -0.0162514+0.00674928j -0.00757054-0.0121329j -0.0129796-0.0129449j 0.00389439-0.00560922j -0.00325643+0.00147302j 0.000190789-0.00930349j 0.0108092+0.00662318j 0.0141753-0.000611425j 0.00881514-0.0271518j -0.0134425+0.00858681j -0.0137879+3.47019e-05j -0.00103738+0.00276377j -0.0128472+6.11476e-05j 0.00226111-0.0404867j -0.0244609-0.0222886j -0.0416423+0.000653507j -0.0250495-0.00825831j -0.00699958+0.00443037j -0.0112948-0.0475968j -0.0280895-0.0137024j 0.0258584+0.00564016j -0.032191-0.00237564j 0.0252604+0.00114242j 0.0220011+0.0249661j 0.0332169-0.0229645j 0.0093739+0.00576162j 0.0438048-0.00649532j 0.0244213-0.0352876j 0.0284047-0.00397934j 0.0071318+0.0196118j 0.0792321-0.0142282j 0.0201693-0.0503395j -0.00546806+0.0310506j 0.0231145+0.0237974j -0.0853002+0.0379317j 0.0672972+0.0337184j -0.101855+0.0287318j 0.0670043-0.00669438j 0.0561245-0.0344625j 0.0561417-0.0584773j 0.0450227+0.0234807j 0.0270903-0.00959931j 0.0793946+0.0136312j -0.0758185-0.0088803j 0.0900438-0.0385883j -0.0104623-0.0244719j -0.0275571-0.0511265j 0.0404869-0.0594853j -0.09764-0.00545244j 0.03738-0.036194j -0.0124009+0.0144814j -0.0033612-0.0063513j 0.00808508+0.0045735j 0.0174432-0.0141599j 0.0102572+0.0288633j -0.00591412+0.0239104j 0.102608-0.0153564j 0.0229735+0.0198399j -0.044006-0.0571448j 0.0121584-0.042059j -0.0614334+0.0170569j 0.0999029+0.00877722j -0.0555897+0.0129696j 0.00592585+0.00163776j -0.089656-0.0115682j -0.0467521-0.0174761j 0.0548919+0.0341867j 0.0400258-0.00947554j 0.0116716+0.0240794j -0.0426279+0.0089157j 0.00328305-0.0190715j -0.00524765-0.01926j -0.00647638+0.00316041j -0.0217772-0.0583703j 0.0388784-0.0226006j 0.0812257-0.0112776j -0.0559717+0.0103874j 0.0125945-0.00743108j 0.0345903-0.00647736j -0.0506106-0.00712775j 0.0397258-0.00983866j 0.0109717+0.00430829j -0.00264818+0.000199425j 0.0127284+5.34202e-05j 0.0237452-0.00120649j 0.0267513-0.00217735j 0.00343167+0.0102718j 
-0.00331675+9.97319e-05j -0.000979024+0.000225025j -0.00217976-0.00289365j -0.0181082-0.00696462j 0.0195658-0.00090667j 0.00902358-0.0097105j 0.0131661+0.00577594j -0.0160165+0.0177717j -0.0319248+0.00819594j -0.0163578-0.00272247j -0.0239973+0.0220698j 0.00695423+0.0172538j 0.0155459-0.00745972j -0.000178658+0.000101134j 0.00336035+0.00843067j 0.0137268-0.00909704j -0.0380074-0.0115776j 0.00559655-0.0199817j 0.00482058+0.0281341j 0.015161-0.0353609j -0.00771862+0.0098575j -0.00161921+0.0265741j -0.00530525-0.0369755j 0.0556745+0.0163405j 0.0418631-0.0824956j 0.0636642+0.0282868j -0.0084364+0.0148831j 0.00644346-0.0470196j -0.0178552+0.0167927j -0.00447252+0.0278996j -0.0159436+0.0606132j -0.0107353+0.0109778j 0.00137083+0.00232986j -0.0147457+0.0285702j -0.0627697+0.0431851j -0.00911032-0.0207275j -0.0215575+0.0486114j 0.0228678-0.0508731j -0.0142315+0.0401218j 0.0216658-0.0162084j -0.0485202+0.0114079j 0.024887-0.0188056j 0.0236325+0.00542856j 0.0199959+0.000185624j 0.00736106-0.0145267j 0.0503257-0.030921j 0.0215311+0.0515774j -0.0693527+0.0528903j 0.0414252-0.000928708j 0.0828849+0.0220995j 0.0349732+0.0184242j 0.0529264-0.0282194j 0.0348417-0.00182504j -0.0463473+0.0133208j 0.0246621+0.0274577j -0.0162181+0.000391699j 0.0154142-0.0682837j -0.0166115-0.0288199j 0.000592226+0.0925419j 0.00458574+0.00635637j -0.0090492+0.0141446j 0.0685916-0.0214107j -0.0377298+0.0451397j 0.0626803-0.0629122j 0.00798707+0.00160653j -0.000425128-0.0444422j 0.00143807+0.0106153j -0.0145051-0.0287319j -0.0231965+0.00414745j 0.00572138-0.00986768j -0.0107713+0.00633263j -0.0204995+0.0432203j 0.0631179+0.0173595j -0.0371693-0.000734472j 0.0141865-0.0179761j 0.0294434+0.0195628j -0.0304702+0.0368752j -0.0106144+0.00589773j 0.0172942-0.00608733j 0.0475847+0.0219638j 0.0120404-0.019116j -0.0216233-0.0202314j -0.0310311+0.000444613j -0.0467961+0.0206226j 0.00684387-0.00880489j 0.0116332+0.00183081j 0.00822491-0.0105463j 0.00514764+0.00848042j -0.0159335-0.00284176j 0.0122749-0.00553056j 0.00177131-0.00231917j 0.0101503-0.00351801j 
