0.0184417+0.0563232j -0.00980857+0.0205527j 0.0216537+0.0155327j -0.0134021+0.0479941j -0.0159816-0.0461262j -0.00374955-0.0022748j 0.061314-0.0500439j -0.00427855-0.0303503j 0.00171556+0.0249493j 0.0322097-0.0557606j 0.06045+0.0102395j 0.0290691-0.0249751j 0.0129796-0.0233417j -0.00150511-0.000164118j -0.0466935+0.0567163j 0.0142693+0.0179742j 0.0173226-0.00526728j 0.0179531+0.00448045j -0.0116863-0.00799906j 0.0323316-0.0246533j 0.0191387-0.0213635j 0.00102527-0.017499j 0.00591348+0.0056279j 0.0147018-0.0177799j -0.00307252-0.012414j -0.0264275+0.0198967j 0.0269386-0.0155522j 0.0319825+0.00814903j 0.0337672-0.0259098j 0.0035244-0.00172558j -0.00609759-0.00595362j -0.00530088+0.00112335j -0.00735805-0.0150997j 0.00296923-0.0133554j -0.00549192-0.00555487j -0.0332091-0.00573075j 0.00176259-0.00830666j -0.0042733+0.00199605j 0.0126361+0.00394554j -0.0169419+0.00361223j -0.0111733-0.0254961j 0.0334936-0.0436926j -0.0168143+0.0596278j 0.0188769+0.00581041j -0.0123922-0.0258042j -0.0386205-0.0124927j -0.0377366+0.0295578j 0.0220291-0.0161496j 0.0312326-0.0582655j 0.00689763-0.0550774j 0.0225151+0.0238403j -0.0133652-0.0403912j -0.0281946+0.0303586j 0.00112309-0.0680005j 0.0145793-0.0695172j -0.0431538+0.0683577j -0.0693141+0.0556944j -0.05243+0.0472283j -0.0409405+0.0739429j -0.107122+0.0774685j -0.00017471-0.00588904j -0.0477079+0.0622636j 0.0131511-0.0200719j 0.0555839-0.0151262j 0.0449012-0.00732433j -0.0752998+0.0734713j -0.00184685+0.105427j -0.079313+0.061428j 0.108831+0.0243456j 0.0903634-0.0956985j -0.11272+0.0986123j 0.153179-0.166271j -0.00394961-0.0835543j 0.0916756+0.00457066j 0.0334315+0.00335629j 0.116612-0.0735305j 0.068824-0.0672854j 0.0297544-0.0469385j 0.0328174-0.00430706j -0.0296671-0.00459832j 0.0526117-0.0700572j -0.0395215+0.0190081j 0.0218519-0.0308668j -0.04011+0.0203843j 0.0174478-0.00287381j 0.0307973-0.0411998j -0.0186114+0.0497833j 0.0160805-0.019238j -0.00491842+0.149109j 0.134275-0.0595645j -0.0777122+0.126709j -0.0828408+0.0538502j 
0.00868643+0.0136324j 0.000337462+0.0233378j 0.000212957+0.0198069j -0.0309385-0.0133981j -0.0571716+0.0378833j -0.0257123-0.056088j -0.0603624-0.0234309j -0.00296673-0.0298098j -0.0362257+0.045857j -0.0118523-0.0165157j 0.017954+0.0285576j -0.0528286-0.0089377j -0.0753162+0.140406j 0.0178467+0.0414036j 0.0157799-0.0759572j 0.00486319-0.0725875j -0.0909342-0.000762445j -0.020638+0.126013j -0.0331574-0.116154j 0.107213-0.0423429j 0.0892534+0.0487972j 0.016963-0.0226387j 0.0605036-0.00124116j -0.0261836+0.0189367j -0.100252-0.185809j 0.0337257+0.0679171j 0.149744-0.0526635j -0.0176404-0.212j -0.026503+0.154336j 0.0109762-0.0616481j 0.0145086+0.145824j 0.0144218-0.180789j 0.0766712-0.103221j 0.0845696+0.0404354j -0.0766264+0.0419038j -0.0483546+0.0791248j -0.107924-0.138391j 0.0574219-0.0453684j 0.063733+0.0928248j -0.00369662+0.0287499j -0.0221687-0.0528707j 0.0258841+0.011231j -0.0232071+0.0136157j -0.0206129+0.112722j -0.133308+0.0416839j 0.0506284-0.0395664j 2.63126e-05+0.0669915j -0.00763172-0.109945j -0.0146095+0.0502705j -0.0397111-0.0632565j -0.0286936-0.0250916j 0.00533013-0.0713396j -0.0112978+0.00977595j 0.0313839+0.00447006j -0.0403406+0.0117513j 0.00580079-0.0456126j -0.0125043-0.0347866j 0.0201999-0.00284707j -0.0658362-0.062667j -0.00701979-0.0555415j 0.00474018-0.0288468j -0.00252963-0.040425j -0.0289178+0.00023393j -0.0195796-0.0465791j -0.0028261+0.00953167j 0.0227741+0.0662592j 0.0391992+0.00966661j -0.0252912-0.0203432j -0.0105517-0.016288j 0.000837396-0.00586339j 0.0222633+0.0235385j -0.0132054-0.00958131j 0.0141615+0.000272804j -0.00270883-0.0227259j -0.00959568-0.012125j 0.0131238+0.0261405j 0.00746732-0.00236662j -0.0133401+0.0215214j 0.0197237-0.00183933j -0.00713205-0.00736521j 0.0114009-0.0177409j 0.0118148+0.00777681j 0.0046933-0.017246j 0.00833862+0.0137655j -0.0156412-0.00468148j 0.0216839-0.0112466j 0.0120828+0.0307942j -0.0196579-0.0194085j 0.0130233+0.00139499j 0.00281802+0.0368359j 0.000162496-0.000612711j 0.00492737+0.0186483j 
0.00728303-0.00604521j -0.00544436+0.0139159j 0.00188518+0.00300698j 0.0248466-0.0056462j -0.0772414+0.0201578j -0.00382328-0.0185705j -0.0372691-0.00817973j -0.0687127-0.0180975j -0.0702898-0.0220086j 0.0326886+0.0304526j -0.00136616+0.0293084j -0.0467961-0.0376122j 0.00332224+0.0956631j -0.0527663+0.00819725j -0.0902041-0.0175003j 0.018667-0.079468j -0.00770768+0.0474198j -0.00373368+0.0106569j -0.0695317+0.087415j 0.0493607+0.00316512j -0.17425-0.0573589j -0.0593417-0.0852849j 0.0132759-0.0715142j 0.0358716-0.0793616j 0.0550861+0.107614j 0.11206-0.105804j -0.0208554+0.0547936j -0.0191211+0.0133291j 0.0545177-0.00496597j 0.0564081+0.0384641j -0.0284041+0.0207239j 0.182753+0.283473j -0.0133267+0.133824j 0.0141693+0.00113701j 0.0481541+0.0249749j -0.179688+0.0424398j -0.0794085-0.0471438j 0.00298826-0.0231091j 0.0148057+0.0190469j -0.0359604+0.0385243j -0.116335+0.186795j -0.098032+0.0231905j 0.00154692+0.0177548j 0.017613+0.0670197j -0.0617452+0.0511237j 0.00490153-0.0465645j 0.110735+0.0127976j -0.0494421-0.0358856j 0.0308051+0.0632726j -0.0622293+0.0307212j -0.0800107-0.0165514j 0.00878973-0.0345507j 0.0197404+0.00442372j -0.0165126+0.0550991j 0.0429829-0.00361153j -0.00668959-7.34952e-05j -0.00683953-0.00807876j 0.0120137-0.0513332j 0.0179114-0.0255118j 0.028141+0.00962677j -0.00861824-0.0170732j -0.00591328+0.00578442j 0.0206432+0.0192661j 0.00694645+0.00398668j -0.00574238-0.0111425j -0.00501335+0.0181505j -0.0247905-0.00453436j -0.00431521-0.0224435j -0.00687314+0.0544831j 0.00397493-0.0115184j -0.031508+0.00270576j -0.0235192+0.0115726j 0.0101026-0.0217048j -0.038473+0.0169238j -0.00389568-0.0046482j 0.0281769+0.0185006j 0.0130598-0.0228582j 0.00448432+0.000577127j -0.00287753-0.00494933j -0.018093+0.0134395j 0.00624497+0.0161738j -0.00633002-0.018471j -0.0118887-0.0407652j 0.0311507-0.027013j -0.0213144-0.0075592j -0.00183358-0.00170772j 0.0125303-0.000639533j -0.00202374-0.0185109j -0.00433706-0.00904192j -0.00521666+0.0265436j -0.00815062+0.00997119j 0.000946988-0.00615658j 
0.0157843+0.0104088j 0.000816168-0.0114386j 0.0090512-0.00560299j 0.0354627-0.00447688j -0.0324759+0.00442999j -0.0857966-0.0135428j -0.0238869+0.0510913j -0.0399962+0.0303631j 0.00296385+0.00044514j -0.0186021+0.0770125j 0.0155568+0.0281514j 0.041077+0.0135654j 0.0816565+0.0257258j 0.0417582-0.0567212j -0.0490839-0.0510017j 0.109505+0.0155498j -0.0671458-0.0108394j -0.118774-0.0885569j 0.0896113+0.0951305j -0.12086+0.0390972j -0.0370379-0.00840893j -0.0613073+0.00491092j 0.0780019-0.0694997j -0.00528191-0.00748549j -0.0113464+0.0910114j -0.00434895-0.176823j 0.0443262+0.150143j -0.0682969-0.0356652j -0.189165-0.0863005j -0.0519909+0.0337476j 0.0602992-0.0811475j -0.00767957-0.0167288j 0.0545299-0.0531037j 0.0883386+0.039014j -0.171421-0.0477317j -0.031809-0.0346073j 0.146199+0.106261j -0.240028+0.0730277j -0.0885623+0.0507126j 0.0313969+0.126299j -0.0622686-0.142558j -0.0584731-0.0121649j -0.0326314+0.031778j -0.0800892+0.0794636j -0.0348689+0.0015493j 0.0085488+0.0205587j -0.0121807+0.0125657j -0.0166376-0.0783744j -0.0109239+5.36828e-05j 0.00963674+0.0485436j -0.0132152-0.0303918j -0.0164786+0.00783503j -0.0343811+0.0157169j 0.01725+0.0151598j -0.0168536-0.0149182j 0.019368-0.00390252j -0.00948749-0.0165629j 0.0294557-0.049158j -0.00927922+0.00412849j 0.0116884-0.00987872j 0.0359327-0.0617258j 0.0145278+0.0138356j 0.00861398+0.00965469j -0.0416667-0.0212164j -0.0210255+0.0102153j -0.0255996-0.0021127j -0.0368822+0.0100493j -0.0573044+0.0121465j -0.0412085+0.0103923j 0.0144862+0.0322946j -0.0536852-0.0499892j -0.00382144+0.0157823j -0.0282822+0.00940105j -0.0328332+0.0384087j 0.00596526+0.0340791j 0.0161583+0.0390391j 0.00999029+0.0275972j 0.000968528+0.0056044j -0.00427145+0.00152165j -0.0017564+0.00492617j 0.0170243-0.0136283j 0.0180902+0.00757192j 0.0208614-0.0309915j 0.0174776+0.0112741j -0.00456984-0.0136243j 0.0117207-0.0115915j 0.00956299-0.00031819j -0.014312+0.00535353j -0.00107673-0.00473795j -0.00503042+0.0162457j -0.00612393-0.0163792j -0.00823013-0.021673j 
0.0222836+0.00212005j -0.0232444-0.00744131j 0.000102394+0.00292924j 0.0175844-0.0299815j 0.0108013+0.0217391j 0.00947593+0.0138747j 0.0275758+0.00594911j 0.033241+0.0230681j 0.0721797+0.0261753j 0.0857323-0.0167133j 0.029966-0.0400332j -0.0132476+0.0718329j -0.0188299-0.0457332j -0.0800999+0.084099j 0.0530815-0.0580939j 0.0260273+0.0145512j 0.0550227-0.0294407j 0.0863058-0.00966386j 0.00908367+0.0766147j -0.0108974+0.0291768j -0.030447-0.0607102j 0.00290079-0.0419048j -0.0483203+0.0800195j -0.00966181-0.0835189j 0.10605+0.0950015j -0.0338033-0.0547143j -0.160458-0.147671j -0.0974803+0.014942j 0.0901692+0.0157877j -0.0216301+0.146653j 0.0219381-0.0423541j -0.180844+0.0915042j -0.0761469+0.0557685j -0.0506239+0.128071j 0.0958401-0.0800755j -0.0888573+0.0133204j -0.0217015-0.0235519j 0.018687-0.0664149j 0.014903+0.0268472j -0.0885641-0.0978721j 0.0603311+0.0492761j 0.00781493-0.0132431j 0.0327658-0.108603j 0.0175782+0.00220849j -0.0188243-0.0677306j -0.0161787-0.0401563j -0.0586728+0.015689j 0.0769199+0.0354289j -0.0425496-0.0036529j -0.00410189-0.0408253j 0.0145792-0.00054999j 0.043691+0.0368226j -0.00346262+0.0150848j 0.0092106-0.0598476j -0.0230629-0.0606615j 0.00349821+0.0276839j -0.0326637-0.0246297j -0.0490414+0.0273707j 0.0477119+0.0320423j -0.0349207-0.0151088j 0.043981+0.0328482j -0.0327957+0.00426797j 0.00742252-0.0222022j -0.000313267-0.0122864j 0.0186924+0.0174886j -0.0115037-0.0080911j -0.0136887+0.00162301j -0.0497488-0.0211588j 0.00861752+0.0230851j 0.00232624-0.00344319j -0.0305291+0.00735629j 0.0226728-0.00750678j 0.0292617-0.0173545j 0.00984663+0.019356j 0.000657567+0.00445401j 0.00759537+0.00239677j 0.00520027-0.00278407j 0.0257641-0.00988473j 0.0204431+0.00636999j -0.00869604-0.0157347j 0.0203025+0.0217584j -0.0243174-0.00709745j 0.00146743+0.0234294j -0.0234011+0.00151744j -0.0136418+0.00928853j 0.00877909-0.00433924j -0.00538578+0.00635746j -0.012355+0.00553099j 0.00388811+0.0156324j 0.00100349-0.00459971j -0.0177966-0.0013803j -0.0163976-0.00332063j 
0.00498336+0.00483317j -0.00908794+0.00822044j 0.00565049-0.0189185j 0.0159325-0.0201596j -0.0115434-0.0102169j 0.0693405-0.0231502j -0.0289218-0.0521182j -0.0440108+0.0307437j -0.00271843+0.0411102j 0.0346305+0.0169769j -0.0434382+0.00569581j -0.0248372+0.0273084j 0.0316228+0.00720966j -0.0210732-0.0430863j -0.0162013+0.0200407j 0.0138481-0.010702j 0.0276386-0.0254004j -0.0230678-0.0133813j -0.0579278-0.0138768j -0.118585+0.0155486j 0.0806267+0.044331j 0.126019+0.0300315j 0.0246201+0.0463089j 0.130458-0.0452998j -0.0427915+0.00276232j -0.0699769-0.0469846j 0.00494442+0.0413937j 0.154356-0.0331385j 0.0461896-0.0520322j -0.0753328-0.0665325j 0.0913029+0.062301j -0.0359005-0.0233924j -0.0941493+0.0576407j -0.185581+0.044005j -0.0641409-0.0332617j -0.0607559+0.0160005j 0.0327586+0.0461673j 0.0554689-0.0251068j -0.0779238+0.0340665j -0.122545-0.0558125j -0.0338827+0.011028j -0.0346613+0.0349616j 0.0938679+0.0304265j -0.0112524+0.0179746j 0.0361029-0.010629j -0.0160654+0.00488486j 0.0767603+0.061437j -0.0552924+0.0597758j -0.0661886+0.0385778j -0.0285249+0.0226885j -0.0202113-0.00850734j 0.0352715+0.0224298j -0.012626+0.0264926j 0.019714+0.0250384j 0.00417374+0.00373868j -0.0316631+0.00091244j -0.0298548-0.000125135j -0.030938-0.0119735j -0.017023-0.00273266j -0.000270541+0.0296427j -0.00724613+0.000548746j 0.0435769+0.0145147j -0.00891534+0.0123231j -0.0121273-0.0274781j -0.000474947-0.0251072j 0.029255+0.00462357j -0.0166612+0.027625j 0.00524536-0.0154973j 0.0164829+0.00906943j -0.0035006-0.0187231j -0.00743129+0.00416964j -0.0194795-0.00556101j 0.00187272+0.0187424j -0.00761475+0.00951183j -0.00117592-0.00832356j -0.00579996+0.00832999j 0.0171785-0.00942323j -0.00457127-0.00134755j 0.00268195+0.00980358j 0.00156988-0.00418592j -0.000645596+0.0104133j -0.0125593-0.0091781j -0.0203103+0.000269422j 0.0101506-0.0167522j -0.0138515-0.0203534j 0.0237984-0.0187296j 0.0305586+0.0112269j -0.00219833+0.00544704j -0.0122364-0.0140705j -0.00501242-0.011692j 0.00758076+0.0064007j 0.0043871-0.00389517j 
-0.00886099+0.0291436j 0.00946757-0.0201486j 0.0102508+0.0231891j 0.0106302-0.0118559j -0.0353259-0.0127449j 0.0124051+0.00318283j -0.0246087-0.0180983j 0.00232551+0.0377544j 0.0777514+0.00635572j -0.0742982-0.0632432j -0.0251101+0.0610819j 0.0314771+0.0075896j -0.118656-0.0650016j -0.0362986+0.161941j 0.0139375-0.0180463j 0.0404484+0.0861935j 0.0908694-0.0361732j 0.0408605+0.00921813j -0.0530211-0.0170183j 0.0208016+0.000246076j -0.16506+0.0405978j 0.0813232-0.0358818j 0.11265+0.0631217j 0.160709-0.00510845j 0.113523-0.103039j 0.101619+0.0525073j -0.0695031-0.07395j -0.0814766+0.0455245j 0.0644512-0.0366142j 0.116459-0.063048j -0.0543646+0.229754j 0.0495294+0.0938052j -0.0859723+0.0595402j 0.0704807-0.0801409j -0.0197126+0.0695388j 0.0125548+0.140168j -0.0093502-0.0102812j 0.183738-0.107534j 0.00236803+0.00681871j -0.097114-0.0341815j 0.0658626+0.00244344j 0.00982907+0.0198484j -0.142534-0.00989026j 0.00434305-0.101859j -0.0590575-0.0107886j 0.00193745+0.00350162j -0.0896254-0.00829661j 0.0169131+0.0234652j -0.0415259-0.0171473j -0.00394945-0.0254913j -0.0260946-0.0165896j 0.0383733+0.0517409j -0.100394-0.00627743j 0.0252989+0.0109916j 0.0720002-0.0213998j -0.00398434-0.0227507j -0.0161689-0.0219527j -0.0476148+0.00527206j 0.028821-0.0306317j 0.034681-0.0163372j 0.0236009+0.0230076j -0.0599997+0.0027351j -0.022302-0.0102325j -0.0126702+0.0310727j -0.0256377+0.00466257j -0.0102949-0.00511822j -0.00938182-0.0303552j 0.0132546-0.0277041j -0.0243558+0.00615213j -0.00605561+0.0182769j 0.0148634-0.00868376j 0.0365672+0.0490587j 0.0108687-0.00265602j -0.0130338-0.0141066j -0.0273791+0.0284231j -0.0165118-0.00416662j -0.0141798+0.00181645j 0.0124494-0.0131556j 0.0104298-0.00714185j -0.00685847+0.00323172j -0.00644755+0.0238403j -0.0183016-0.0011225j 0.00900213+0.0183142j 0.00432318-0.00301102j -0.0164391-0.00716798j 0.0125729+0.0140314j -0.0386289+0.00793958j -0.0139717-0.00592367j -0.0195219-0.00105391j -0.00251635-0.0036707j 0.000681414-0.00762615j 0.0118677-0.00837682j 
0.000739627+0.00971717j 0.010789+0.0130097j 0.00604314+0.0381191j 0.0118195-0.0238742j -0.00753891+0.0243026j 0.0384511+0.00613912j 0.0379719-0.00282283j -0.0300196+0.00697714j 0.0747074+0.116339j 0.000956472-0.063283j -0.0922984+0.00140659j 0.013528+0.0716972j 0.0394367-0.0341405j -0.0689734-0.0724866j -0.0307408-0.073406j 0.0678506-0.0313647j -0.0316545-0.0365815j 0.0515019-0.0651497j 0.0188358-0.0302853j 0.0251548+0.0277475j 0.0678794+0.00464633j -0.150581+0.056668j 0.140675-0.0858406j 0.0630004+0.171624j 0.0463513-0.183868j -0.146865+0.0214557j -0.0191403+0.119749j 0.0586991-0.00307672j -0.0206695-0.119279j -0.033795-0.0545125j 0.0389859+0.0347569j -0.0173686-0.0785328j 0.100968-0.153702j 0.162247-0.0124259j -0.00860958+0.00399737j -0.0318536+0.0329753j 0.0760075-0.0206422j -0.0639087-0.0478244j 0.0408926-0.0614778j -0.0315592-0.145124j -0.0154748-0.117707j 0.12156-0.00202626j 0.0793882-0.0875697j 0.0414803-0.0845249j -0.0388532-0.0130221j 0.0304815-0.0681529j -0.130185-0.041436j -0.0669896-0.0140899j -0.0359503+0.0173213j -0.00141791-0.028815j -0.0571165-0.00574215j -0.0191057-0.00755386j 0.00664978-0.0342573j 0.0786532-0.00210201j 0.0202833+0.0185387j -0.0179136-0.0375022j -0.0276471-0.00295216j -0.0386288+0.0240859j -5.95085e-05-0.0281588j 0.034546+0.0248723j 0.0260382-0.011406j 0.0333585+0.00490138j 0.0151252+0.000332208j -0.00948793+0.00951785j 0.0195004-0.0113788j 0.0313052+0.00394853j -0.0108269+0.0230643j -0.0296138-0.0107083j 0.00927409-0.000955663j -0.00987665+0.00504785j 0.00647913+0.00612799j 0.00801643-0.00207043j -0.00509969-0.00848875j -0.00688711-0.0134743j -0.0015793-0.00699666j -0.0196552-0.00845807j 0.00364769+0.010443j 0.0150758-0.0145564j 0.0108509+0.0103163j -0.0260338-0.000421451j 0.00714603+0.0205524j -0.0032908+0.0161684j -0.0243861+0.0174235j -0.0117637-0.0098145j -0.0319794+0.0017357j 0.0289212-0.0135295j -0.0036354+0.0125472j -0.0300293-0.0128274j -0.0151188-0.00212423j -0.00119301+0.00182976j 0.00411185+0.0114439j 0.00645341+0.00545213j 
0.00619404-0.0238097j -0.00135843-0.000380349j -0.00733908+0.0586879j -0.0172476-0.00647068j -0.0423737+0.0413516j 0.0306947-0.0638331j -0.0239678-0.0270961j -0.0465623-0.0016668j 0.0118658-0.0302503j -0.00522588-0.0623884j -0.00963742+0.0542539j 0.0387475+0.0159464j -0.0347489-0.0747783j -0.0293421+0.0388339j -0.0390184-0.0690895j 0.0190955-0.0495911j -0.125093+0.0603001j 0.00158839-0.0268935j 0.0905875-0.00208668j 0.0171094-0.115973j -0.0285962+0.0455992j -0.0688462+0.0250471j -0.0228364+0.0297119j -0.0541322+0.0110946j 0.0509307+0.212199j 0.0496821-0.170295j -0.0226484-0.0220019j -0.00456325-0.181725j -0.0109164+0.191315j 0.11033+0.0880136j 0.0216975+0.0631226j -0.0997784+0.0457732j -0.102025+0.0012046j -0.0492145+0.0868855j 0.136338-0.243009j -0.101463-0.137546j -0.0914437-0.108704j -0.0716796-0.0515556j -0.0118289-0.108664j -0.0409399+0.0313883j 0.0196877-0.0115346j 0.0868564+0.0891094j -0.00431892-0.0858605j -0.023183-0.0101409j -0.041178+0.0604206j -0.0286214-0.0142108j -0.114301+0.051087j -0.0317815+0.00357171j -0.00735702+0.0126035j 0.0148413-0.0293762j -0.0045621+0.0110944j -0.0190737-0.0777012j -0.035068-0.00805043j 0.011644+0.0216695j -0.0665954-0.0134343j 0.0205693+0.0376348j 0.00550977+0.0666937j 0.0190714-0.0264923j 0.0166216+0.00732033j -0.00535865+0.00275948j 0.000390255-0.0313813j 0.0115022-0.0111366j -0.0071575+0.0174641j 0.00817909-0.012543j -0.00170532+5.9225e-05j 0.0341155+0.0323577j -0.0163082+0.0042737j -0.0113799-0.00325422j -0.00905886+0.0327864j 0.00850905-0.00107627j -0.00184666-0.0167575j 0.00444342-0.00730091j -0.00576005-0.0242203j 0.0116475+0.0202889j -0.0192405-0.00396993j -0.00224774+0.0209134j 0.0213085+0.0103736j -0.0126395-0.0260201j 0.000132169+0.0306423j 0.00105674-0.00259485j 0.0291364+0.0152068j 0.00736502+0.0232274j -0.00197761-0.00357564j -0.0164623-0.00969162j 0.000385442+0.00247357j 0.0312077-0.00664343j -0.0130203+0.0318206j -0.0260439-0.0174441j 0.01848-0.00509604j -0.00429679+0.0127872j 0.000597785+0.0180355j 0.00820382-0.0104856j 
0.00753019-0.0315159j 0.00760856+0.00478392j -0.00581346+0.0582488j 0.000316729-0.0056073j -0.00512091+0.0185936j 0.0156363-0.0578358j -0.0531958-0.00111336j 0.0332222-0.030995j -0.0540462-0.0124736j 0.00915046+0.0432454j 0.066673-0.0807704j -0.00583186-0.0592517j 0.0528178-0.0560042j 0.00764286-0.0768985j -0.0145335-0.104429j 0.0182222-0.0216808j 0.0214581-0.00952222j -0.0304151-0.0678564j 0.018564+0.107376j -0.0864657+0.0526867j -0.106991+0.0965126j 0.136851-0.0353422j 0.0755868+0.121513j 0.0457467+0.145551j -0.0480437+0.0396607j 0.0366554+0.02999j -0.00198259+0.0588709j 0.0503927-0.0715258j -0.140603-0.192881j 0.0554874+0.0174431j -0.0249991-0.0272513j -0.128991+0.00749722j 0.0020164-0.0514633j -0.0259493-0.097339j -0.020317+0.0316197j 0.0041689-0.0729328j -0.0309449-0.00956544j 0.0940879-0.100944j 0.00134833+0.0368527j 0.0331448+0.077966j -0.04285+0.0157269j 0.00559323+0.0342111j 0.0709837+0.0751072j 0.10413-0.0501789j -0.0931647+0.0910201j -0.0240573-0.0697856j -0.0456351+0.0105812j -0.0460044-0.0283874j 0.0148919+0.0181905j 0.0029258+0.0737807j -0.0127072+0.0113101j -0.0501137-0.0295544j -0.0597518+0.0757632j -0.0370085-0.00605962j -0.00449669-0.000146272j 0.0127949-0.0205366j -0.0263578-0.0355133j -0.0178181-0.0278501j 0.0550942-0.0107556j -4.15999e-05+0.0409864j 0.0111861+0.0239776j 0.0359218+0.00406694j -0.0254103-0.00549099j 0.00725529+0.00884288j 0.0270921-0.0179888j 0.010354-0.00867128j 0.00337115+0.00894231j -0.026784-0.000298329j 0.00915922+0.0208239j 0.0221396+0.0100363j 0.00398842-0.0158372j 0.0198917+0.000165602j -0.00132661-0.0273135j -0.0162388+0.00720181j -0.00281981-0.00246074j 0.0102979+0.00135624j 0.0128912+0.0115588j 0.00870995-0.00391073j -0.0124259-0.00782804j -0.0303366-0.00409355j -0.0242977+0.00288266j 0.0109044-0.0184162j -0.0181205-0.0324856j 0.0037917-0.0249159j -0.00417548+0.0311301j -0.0100765+0.00942693j -0.0218025+0.0125732j -0.0267768+0.0136785j 0.0227867-0.0106172j 0.00319779+0.00101341j -0.00150353+0.00739429j -0.0070496-0.0175339j 
-0.0064277-0.00555965j 0.00452048-0.0117043j 0.0316003+0.0325774j -0.0191407+0.0220453j -0.0018075-0.00670424j 0.001303-0.0231378j 0.00939201-0.00231946j -0.0148699-0.0659957j -0.0608206+0.0179374j 0.00101138-8.37566e-05j 0.0758169-0.0300136j -0.0866239+0.0341221j -0.0307841-0.0240948j -0.0887058+0.00210568j -0.100267+0.0246425j -0.105479+0.00802401j 0.0870909-0.0554865j -0.0111212+0.203247j 0.00604178+0.208057j -0.19351-0.0421003j -0.0124346+0.110956j 0.0785994+0.117315j -0.0455301+0.118024j 0.0172317-0.0148094j 0.0416344-0.0424211j -0.0637808+0.0818173j -0.00760056+0.0657116j 0.0828178+0.111145j -0.00389006-0.243268j -0.113709+0.0779384j 0.0437605-0.0753316j -0.0179449-0.0454692j 0.0351769-0.0672157j -0.158321-0.0373563j -0.0422066+0.0239362j -0.0560119-0.0488252j 0.0219847-0.0351017j 0.0189815+0.0133723j -0.0450211-0.0163197j 0.0319483-0.0156191j 0.0340722+0.0848473j -0.0176537+0.0553674j -0.0115224-0.0784163j -0.00947192+0.102579j -0.0116719+0.0111426j -0.0962187+0.0330056j -0.0397087+0.0291113j 0.0313505+0.0388588j -0.0541733+0.0101255j 0.00377917-0.00313331j 0.0617724+0.0178834j 0.0287585-0.0509759j -0.0347872-0.016589j 0.00665455+0.058492j 0.038621-0.0253086j 0.0570385+0.00443836j 0.0130364-0.0087766j -0.0150644-0.0396566j 0.000139307-0.0266243j 0.000376066+0.00820994j -0.00630822-0.00554121j 0.0261787+0.00910603j -0.0226789+0.0139711j 0.0118569+0.00527391j 0.024845+0.0140136j 0.0105387+0.0010728j -0.0112657+0.0162498j 0.0174444+0.00780197j -0.0106889-0.0103887j 0.00239818-0.00424419j -0.00674367+0.00418806j 0.0167604-0.00101722j 0.000429338-0.00448852j 0.0013417+0.00348334j -0.0108419-0.0303372j -0.00818323+0.00322957j -0.00630109+0.00330153j 0.00195994-0.0147601j -0.00748919+0.00302584j 0.0114205-0.0111225j -0.00965797+0.00541608j 0.00388742-0.00873749j 0.0110458-0.0137646j -0.00402054-0.00817837j 0.01075+0.00178096j 0.00955673+0.00682762j -0.0197391+0.00548933j -0.00216824-0.0164369j 0.0106724-0.00135913j -0.00433481+0.0200916j -0.00286745+0.00932942j 0.00709194+0.00253931j 
