-0.016385-0.06494j -0.0049655-0.0126327j 0.000734416-0.0342175j 0.0143272-0.0370376j -0.00302483-0.0431981j 0.0170757-0.0276285j 0.0311266-0.0423843j 0.0119012-0.0400495j 0.0137786+0.0427133j 0.0285003-0.066512j -0.0293716-0.015601j -0.0129164+0.0140559j -0.0105281+0.0261202j -0.00545128-0.0288283j 0.0402653-0.0232119j 0.0130938-0.0177153j 0.0266454+0.00914551j -0.016639+0.0392998j -0.00290936-0.00516792j -0.0112369+0.0332891j 0.0100061-0.00422905j -0.00786029+0.0106827j -0.0444459-0.00327892j 0.046718-0.0429235j 0.0264725-0.00583674j 0.00321758-0.00353846j -0.00766648+0.0131068j -0.0139582+0.0380821j 0.0394046-0.0509798j -0.0514675+0.0131554j -0.0291229+0.0107131j 0.0273665+0.0002774j -0.00862859-0.020054j -0.0400247+0.0122102j 0.0138819-0.0126455j 0.011274-0.0647606j -0.00654209+0.0589404j 0.0232011-0.072892j -0.0184162+0.0392043j 0.00762978-0.000846474j -0.0325596+0.0616739j -0.000911805-0.0307965j 0.0316035-0.055393j 0.0180734-0.0129785j 0.0274847-0.0199139j 0.0507284-0.0395882j -0.0743023-0.0058283j -0.0674811+0.0764642j -0.0641883-0.0222165j -0.099673+0.0845166j 0.120182-0.0472351j 0.045882-0.0657951j -0.0070862+0.060375j -0.228128+0.227033j 0.115453+0.0695752j -0.0418944+0.0228767j -0.175522+0.079044j 0.12833-0.116578j -0.00131225-0.0732226j -0.0349783-0.0238214j 0.018237+0.00395152j -0.0152621-0.01268j 0.0547276-0.0733832j 0.0579361-0.0657435j 0.0350447-0.0188517j -0.0428323+0.157718j 0.139292-0.0626884j -0.0966464+0.152042j 0.130408-0.0560402j 
-0.00908859-0.0354449j -0.0466311-0.026884j -0.0491333+0.00451099j -0.0374934-0.0389844j 0.0363644-0.0193056j -0.0187179-0.00213826j 0.0351991+0.101722j 0.110849+0.0217263j 0.0723622+0.0130964j 0.0148177-0.0501209j -0.0744218-0.120531j -0.0343429+0.073079j 0.111162+0.0824806j -0.108246-0.148189j 0.100178-0.0091241j 0.0311937+0.122458j 0.00874377+0.0384118j -0.0413318-0.0278741j 0.0306595+0.0173522j -0.0673391-0.0939036j 0.0832206+0.0578144j -0.0121556+0.0446725j -0.152418-0.0694606j 0.0231469+0.0835637j -0.0117357+0.015282j 0.00410371-0.0865354j 0.0427059+0.14016j 0.0324701-0.05561j 0.108438+0.052704j -0.033679-0.0158159j -0.109304-0.127871j 0.0286818-0.0912274j 0.0756346-0.00744938j -0.157313+0.104244j 0.0695802+0.0378492j 0.0391908-0.0232621j -0.0667666-0.0564413j -0.0075776-0.00279733j -0.0622982+0.016226j 0.0434397+0.00755699j -0.110097+0.00536974j -0.0040124-0.0224551j -0.0132462-0.0457578j -0.00194573-0.0228322j 0.0544719+0.0130745j 0.0435099+0.0373708j 0.0295852-0.0291968j 0.0276227-0.00387029j -0.024493-0.0424287j 0.0143241+0.0118045j -0.0342867+0.0267025j 0.0521075+0.0267078j -0.0124876-0.00890971j -0.0359201-0.0307478j 0.0827816+0.0654228j -0.0247589-0.0130818j -0.0596567-0.0333395j -0.0189229+0.00729226j -0.034844-0.0406807j -0.0316735-0.0229793j 0.00651719+0.00567335j -0.0377111+0.00647077j 0.010993+0.0020531j 0.0441343+0.040693j 0.0484281-0.0011513j -0.0443618+0.0102128j -0.032024-0.0285331j 0.0155162+0.00667184j 0.032704+0.0459661j 
0.0348758-0.037549j -0.000589435-0.0648717j 0.0530798-0.0529004j 0.0258871+0.0909369j 0.0078879+0.0291013j -0.0440867-0.0504761j 0.124417+0.0148362j -0.0219649+0.036042j -0.113261+0.127847j 0.0748858+0.137582j 0.0401965-0.13874j 0.127092-0.115671j -0.102081-0.0948949j -0.111391-0.0633532j 0.0918436+0.0323275j 0.0762004-0.0706507j 0.138284-0.0163801j -0.0748655+0.04695j 0.0498761+0.0312865j -0.077828-0.0143467j -0.0788946+0.0261356j 0.0377013+0.00349396j -0.0316434+0.0520447j 0.0674179+0.0522169j 0.0010124-0.121203j -0.0571889-0.0145591j 0.0343103-0.0409962j -0.123086+0.0278778j 0.0381188+6.02975e-05j 0.0402236+0.0477196j 0.0606497-0.0698177j -0.032971-0.025999j 0.150913-0.0721715j 0.138333-0.0276977j -0.000418935-0.0539007j -0.0764287+0.0352559j -0.0863404+0.0391438j 0.0644033-0.0137664j 0.0131992-0.00475125j 0.0281037-0.00741837j 0.00141336+0.00905072j 0.0250063+0.0334642j 0.0348988+0.0377864j -0.0422384-0.0191483j 0.0384995+0.0212985j -0.0468442+0.0312541j 0.00924593-0.0250773j 0.0285387+0.0229158j 0.018255-0.0341525j 0.0505167-0.0419865j -0.0299431+0.0380644j 0.022758-0.0127013j -0.00688058-0.0205011j -0.00220148-0.0115455j -0.0279842-0.00487588j 0.00474253+0.0070808j 0.0113087+0.0342908j 0.00753508+0.00674004j -0.00765494+0.0240789j 0.00478603+0.0355914j 0.0122708-0.0019012j 0.0288301-0.00517501j -0.00202857+0.000402094j 0.00806382-0.00794211j -0.0141428-0.000524174j -0.0207895+0.007037j -0.0178095+0.0170382j -0.0179861+0.0121742j -0.0125773-0.0168366j 
0.0282176-0.0832536j -0.0845113+0.0245439j -0.0550417-0.00139275j -0.010074-0.0439543j 0.0149969-0.0458685j -0.049346-0.0244514j 0.0833203+0.00698681j -0.0419616-0.0563301j -0.00366442+0.122087j 0.191493-0.0505238j 0.00814126-0.0211831j 0.0668344+0.19813j 0.0218061-0.0817052j -0.0331003-0.0191243j 0.123779-0.0236251j 0.132178+0.110481j 0.0120299+0.0670096j -0.0662793+0.0052153j -0.0547157+0.0334482j -0.0340389-0.036619j 0.00147683-0.0260837j 0.0918055-0.0486786j -0.0096088+0.0125533j -0.0548765-0.0236319j 0.0287428+0.0376721j -0.0360012+0.00381652j 0.0363228+0.0383208j -0.0392958-0.0459636j 0.102495-0.0400024j -0.0373928-0.075877j 0.0830891-0.00641837j 0.0658519-0.0407333j 0.0495519-0.0433406j -0.0122086+0.0681477j 0.0428667+0.00816769j -0.0752511-0.0367042j -0.16313-0.0437526j -0.0862559+0.0808001j 0.0232999+0.00622775j 0.0557537-0.00620805j -0.0440205+0.0431959j -0.020634+0.0202879j -0.0712351+0.0217079j -0.0585217-0.04515j 0.0152099-0.0241808j -0.0286366-0.0411787j 0.069925-0.0103396j 0.0250949-0.0132765j 0.00318658+0.0123025j 0.109124+0.0122768j -0.0950116-0.0585392j 0.0573271-0.00739423j 0.0639776+0.0191703j 0.038846+0.00903222j 0.123332+0.0338008j -0.0185991-0.0121106j -0.0375671-0.0386743j -0.0415945-0.00132837j -0.0830219-0.021989j -0.0211668-0.0229018j -0.00446305+0.00511819j 0.0141385+0.0379088j 0.0243909-0.00682767j 0.0389687-0.0261527j 0.0138975-0.019289j -0.0127565+0.0210661j -0.0879732-0.0234917j 0.0513006+0.0211916j 0.00649867+0.0298532j 
0.04731+0.0565626j 0.0602752-0.0461017j -0.0433364+0.14502j -0.161464-0.0580217j -0.0749545-0.0188491j 0.0103328+0.092008j -0.0346104-0.00644727j 0.0756632-0.0282806j -0.177671-0.0724652j -0.248701+0.133398j 0.086943+0.10707j 0.0935745-0.234844j 0.239602+0.11854j -0.0277678+0.113716j 0.024789-0.143072j -0.0104695-0.00811766j 0.0366387+0.0310739j -0.0135907+0.102465j 0.0718079-0.114051j 0.10103+0.0935479j 0.0741669+0.0724654j 0.0163569-0.113426j -0.07736-0.0337031j -0.067671-0.147184j 0.044275+0.126275j -0.0147198+0.118281j 0.0518227-0.129237j 0.125251+0.050204j 0.0469049+0.00280053j 0.0363152-0.00165317j -0.0991184+0.0972132j 0.037179-0.0454908j 0.0325547+0.0476184j -0.0600312-0.0264989j 0.0134051+0.0846401j 0.0200795-0.0348021j -0.0978716+0.0429101j 0.0748953+0.00845599j 0.0110614-0.0176486j 0.0224089-0.0167993j -0.0156878+0.0663689j 0.0118909+0.0164393j 0.0237302+0.0213264j -0.0178444-0.00651029j 0.0178083-0.0347267j 0.027742+0.0369603j 0.0485896-0.0489638j -0.00301947-0.0415588j 0.0158904-0.0197453j 0.00548585-0.0543413j -0.0651934+0.0563745j 0.0817042+0.000391889j -0.0117885+0.0192628j -0.004356-0.0157912j 0.00420152-0.0109362j 8.25659e-05-0.00491079j 0.00693454-0.0303315j -0.0112583+0.0424878j -0.0209077-0.00197807j 0.00264067-0.0416905j -0.015021+0.0230208j -0.00778198+0.0402364j 0.0251459-0.00511675j 0.0290686-0.0137532j 0.0340073-0.0139605j -0.0428257-0.000677783j -0.0140781+0.00932143j -0.0031243-0.00991661j -0.000787903+0.00676613j 
-0.101279+0.00602811j 0.0345438+0.103012j -0.0216388-0.065475j 0.0435488-0.0204846j -0.122317-0.00800379j -0.0270687+0.0287514j -0.00937478-0.0481094j -0.0520633-0.140542j 0.203655+0.00326798j -0.0994226-0.0941184j -0.109305+0.0748158j 0.0906954+0.135123j 0.0833568-0.124454j 0.136801+0.0529002j 0.0726801+0.0523385j -0.0335712+0.104036j -0.038518-0.153221j 0.0399043-0.0932699j -0.0558155-0.0684822j -0.0286541-0.0401285j 0.049393-0.0751614j -0.10754+0.00529748j -0.0403351+0.109179j -0.0350548+0.0121167j 0.155172+0.0429179j 0.111373+0.000371194j -0.0485129+0.0406017j -0.00531366-0.0524338j 0.0624388-0.0163731j -0.155295-0.0122342j 0.0176606+0.102998j 0.0333474+0.0369223j -0.0414694-0.0118466j -0.0928537-0.0612945j 0.0134364-0.02418j -0.0102672-0.02489j 0.0149622-0.0611862j -0.0101468+0.0447143j -0.030921-0.0606826j -0.0268885+0.0362448j -0.00260689-0.0233482j -0.0201072-0.0293491j -0.0169626+0.00780456j 0.0739335-0.0277106j 0.0298356-0.0674478j 0.00857906-0.0518732j -0.0565533+0.0382288j -0.0156604-0.0771212j -0.0176398+0.015653j -0.0227856-0.00198249j 0.0223635-0.00574022j -0.00263591+0.0296129j -0.0182533+0.0325839j -0.0413812-0.0222544j -0.0507837+0.0199694j -0.00195568+0.00194856j -0.0377778-0.0301946j 0.0174171+0.0151549j 0.0316354-0.0341875j 0.0121378-0.00192811j 0.0395116-0.0398916j -0.0139273+0.00279993j -0.030664+0.047208j 0.00141566+0.0132833j -0.0214796+0.0066439j 0.0365663-0.0111822j 0.00339204+0.0358993j -0.0304454-0.0163691j 0.00734136+0.0110729j 
0.0577253-0.0176641j -0.0142513-0.0353774j -0.0649915+0.0673747j -0.0102247-0.0953287j 0.0182138-0.050236j 0.0377608-0.0225738j -0.0394527+0.0553193j 0.0077013+0.00599568j -0.0424773-0.0107301j 0.0173935-0.0252738j 0.00290271-0.0273074j -0.091667+0.0902167j 0.0430368+0.125146j 0.0369315-0.0550818j -0.0385876-0.0902022j -0.00549145-0.00336799j -0.0878484+0.147732j -0.0151778+0.0704496j -0.0436729-0.00109508j 0.0173933+0.0233352j 0.0996485+0.00276451j 0.0120884-0.00403082j 0.0689402-0.0852786j -0.0144577+0.0182204j -0.0401872+0.058642j -0.0265814-0.0346364j -0.0245883+0.0423142j 0.0373262-0.0340838j -0.0489459+0.0141696j 0.037895-0.0191541j 0.0183152-0.0990979j 0.0101714-0.0442378j -0.0586771-0.00680916j -0.017633+0.0716611j -0.0432911+0.0292949j 0.0128776+0.0083183j 0.00648243+0.0109491j -0.0556736+0.0627227j -0.0120443-0.00390242j -0.00795388-0.0234849j 0.0306094-0.0108734j -0.035463+0.0155275j -0.00733072+0.0244443j -0.0445855-0.00478192j -0.0341399+0.0349352j -0.0276815-0.0080489j 0.0398168+0.0352728j -0.00203267-0.000301076j 0.0439481-0.0177848j 0.0402564-0.0231484j -0.0268119-0.0409563j -0.00534415+0.035225j 0.0153968-0.0184832j 0.0333856+0.00220039j -0.0254801-0.0331629j -0.0020774-8.49853e-05j 0.0323157-0.0233476j -0.0066967-0.0061838j 0.00810767+0.0242158j 0.0249311-0.00264557j -0.0292936+0.0185697j -0.00522464+0.0199034j 0.0440983-0.0100913j -0.0260613-0.0232092j -0.0232936+0.00350212j 0.001104-0.00404788j -0.0164047-0.00881872j 0.0032536-0.0018427j -0.0360949-0.00607844j 
-0.0265809-0.0454804j -0.0788454+0.0392409j -0.0724086-0.0130113j -0.0142227+0.0660755j 0.158467+0.0717761j 0.020466+0.0385267j 6.24337e-05-0.00432512j 0.139969-0.0497552j 0.127175+0.0863803j 0.0604386+0.0170906j 0.0260408+0.0734278j -0.00491564+0.00687578j -0.0521465-0.200105j -0.0180699+0.0699262j -0.120016+0.00106942j 0.0667845+0.0654049j -0.0142557-0.059364j -0.0389437-0.0937117j 0.0316195-0.0382716j -0.00044726+0.000356508j 0.00996526-0.0572192j 0.0105465-0.0644029j -0.0470215+0.0474759j 0.0225454-0.0343196j -0.14451+0.0291201j -0.0486972+0.0293872j 0.0111999-0.0149604j 0.0021908+0.00842372j -0.060062-0.0622402j -0.0379866+0.0202312j -0.0727035+0.128166j 0.0418244+0.0559973j -0.0193991+0.0195217j 0.00583115-0.0917561j 0.112082+0.0123031j 0.127373+0.0373431j -0.0368704+0.0122865j -0.0885232-0.0209741j 0.0112289-0.0133936j 0.0623966-0.017005j -0.0513766-0.0217689j 0.0147405-0.0101692j 0.0200948-0.0344299j -6.70274e-05+0.00257817j -0.0440435-0.0137043j 0.0345446-0.0295419j 0.0882013-0.0231417j 0.0428871+0.00165793j 0.014596+0.0535445j -0.00881307+0.00871775j -0.0708923+0.00286231j -0.00907941-0.0285514j -0.0126989+0.030202j 0.0911205+0.00226531j 0.0682891+0.0132061j -0.00866203-0.000467159j 0.0201576-0.0123629j -0.083512+0.0111354j -0.0539739-0.0226974j -0.0390058-0.031742j -0.0222604-0.0103197j -0.0101633-0.0109036j -0.0142948+0.0063269j -0.00778074-0.0125349j 0.0556847-0.00469903j -0.0400897-0.000579697j -0.0439535-0.0111152j 0.064999+0.00930054j -0.00447762+0.0222301j 
0.0796081-0.0564127j -0.0137515-0.113852j -0.0370983+0.0509703j 0.0553844+0.0727557j 0.0845135-0.126536j 0.0422716+0.0861347j -0.127332+0.0207527j -0.000692164-0.104979j -0.0170106+0.0524369j 0.150726+0.104302j 0.0171905-0.0932758j -0.0291786-0.0398157j -0.101839+0.042713j 0.00412086-0.124297j -0.066629-0.00686261j -0.0356305+0.0201108j -0.106617-0.0254295j 0.00566004+0.115935j 0.0329792-0.0123377j 0.010892+0.0243222j 0.0206693-0.0413922j 0.00384091-0.0647371j 0.137898+0.0942299j 0.0045562-0.0468575j -0.115307+0.0652454j -0.0844888-0.0621757j -0.0218753-0.00268426j -0.0600684-0.0379003j -0.0747663+0.0208129j -0.00927919+0.0115621j -0.000227366+0.0209659j -0.0579145-0.0679391j -0.058853+0.0354274j 0.00215869+0.0573512j -0.0501399-0.0491648j 0.0370667-0.115794j -0.0204154+0.116434j -0.0180406+0.0231573j -0.0334934-0.0415878j 0.0400306-0.0815449j -0.0286058+0.0878987j 0.0281717-0.0449928j 0.0346323-0.0631939j -0.0350853-0.0206517j -0.0515128-0.064438j -0.0333162-0.0379626j 0.0514368-0.0960509j 0.031835-0.0438775j 0.059207-0.0633316j -0.00243581+0.0275304j -0.0659491+0.0602889j -0.0142258-0.0372139j -0.00419078+0.0141749j 0.000957896-0.00847896j -0.0111043-0.0279555j 0.011506-0.017071j 0.0271467+0.0120266j 0.00905773+0.0101647j 0.00295013+0.0341447j 0.0186642+0.00170835j -0.0343551-0.00172791j 0.0164155+0.0234408j 0.0221135-0.0148475j -0.018549-0.0114769j 0.00200838-0.0709522j -0.0496547+0.0657459j -0.00579666+0.00626484j -0.00458382+0.0124348j -0.0234609-0.0165396j 
0.0134552-0.0711401j -0.0448092+0.0467006j -0.000350642-0.0994709j 0.028336+0.0396317j 0.104937+0.205096j 0.0503619-1.87854e-05j 0.026006-0.0949461j -0.00301678-0.0106698j 0.0644415+0.121234j 0.0135882-0.0528845j -0.00618073-0.0583655j -0.0388311-0.0810483j -0.055677-0.175264j -0.0368788+0.0525834j -0.0637354-0.142158j 0.0752886-0.0331443j -0.0148496-0.0519537j -0.0677919-0.0801322j -0.00841354-0.0657531j -0.018025-0.000621159j 0.0451991+0.0455083j 0.00302283+0.0244418j -0.0378662+0.00233959j -0.00268702+0.0451801j -0.0306582-0.125852j 0.00313902-0.0223992j 0.0428287-0.0061015j 0.0137258+0.0191266j 0.00733556-0.0839496j 0.0355937+0.0144626j 0.0210527+0.0284401j -0.00198099+0.0525782j -0.0085119-0.0577451j -0.0281198-0.110774j 0.020284-0.00293002j 0.0505763+0.0721872j -0.00966232+0.0676126j -0.00861972-0.04595j 0.00457801-0.0140879j -0.0142522+0.00182047j -0.0238096-0.0413609j 0.0114357+0.0188659j -0.0277338+0.0202777j -0.00979696-0.0134445j 0.00124316-0.0128635j -0.00390693-0.0358379j 0.0494721+0.0447948j -0.00743413+0.00964684j 0.0177003+0.0148764j 0.0183492-0.0365455j -0.0344357+0.0149038j 0.0145545-0.0452158j 0.0050013-0.00532123j 0.00605377-0.00828364j -0.0131047+0.00695036j -0.00968788-0.0100015j -0.00277835-0.0268654j -0.00715294-0.00278604j 0.0104281-0.00418429j 0.00257297+0.00478379j 0.00110234-0.0204439j 0.00404833-0.0306826j 0.0124343+0.0172692j 0.00901938-0.0370337j -0.00950129+0.00906272j -0.00779629+0.0082785j -0.0304122+0.030096j -0.00395291+0.000636694j -0.0121168+0.0115528j 
0.00857431+0.0583056j -0.0921651+0.0714278j 0.0694423+0.0580439j 0.0556849+0.0891412j 0.0711647+0.0695272j -0.0768592+0.0325076j 0.00639715-0.0867115j 0.0182412+0.0753445j 0.0354742-0.0498283j 0.127148+0.0147179j 0.031712+0.104122j -0.0788318-0.0153344j -0.0509406-0.0905656j 0.00786009+0.0691483j -0.033273+0.0161927j -0.0765329-0.0203915j 0.0187935-0.0867537j 0.060592-0.0273438j -0.0203776+0.0552456j -0.00555091-0.0366287j -0.046886+0.0365207j 0.0341374-0.0513399j -0.00933117+0.00848462j -0.0153905-0.0140769j 0.0268442+0.025488j 0.0561259+0.0152414j -0.00833109+0.00474866j 0.041145-0.00604204j 0.0254667+0.029289j 0.0273334-0.000895572j -0.0150769-0.0393371j -0.0123459-0.0551581j 0.00272698+0.030443j -0.00436314+0.0031191j -0.0149204+0.0288172j -0.0134562+0.0220606j -0.000729047-0.0929409j -0.00943651+0.0369474j 0.018965+0.0141982j -0.00056811+0.0148919j 0.0456783+0.00975997j -0.0163572+0.0238911j 0.0392686-0.0123543j -0.008321+0.0221655j -0.011496+0.0201874j 0.0294522+0.00793916j 0.00969918+0.027641j 0.00214497-0.0147295j 0.00951995-0.0497724j -0.0137295+0.00402385j -0.00133448-0.00511427j 0.0133049+0.0222215j -0.00258286-0.00495525j 0.0679674-0.0257964j -0.0123318-0.000327023j 0.0183217-0.000110328j 0.0577368-0.0247875j -0.0451614+0.0257867j -0.00532155-0.00680335j 0.0078767-0.0154412j -0.00147038+0.0104109j 0.00619416+0.0264551j -0.00643701+0.000190244j -0.0296712+0.0430731j 0.0081473+0.0211202j -0.0087029-0.0245794j -0.0124965-0.0100506j 0.036303-0.0148732j -0.0406663+0.0215889j 
-0.102296+0.0788237j 0.00752689-0.0222439j 0.0137652-0.114462j 0.0915858+0.0572996j -0.111088+0.0728447j -0.0144949+0.019071j 0.00228077+0.0783952j 0.0337669+0.123967j 0.0880397-0.0278974j -0.0251454+0.0200754j -0.0419986-0.040928j -0.000864878-0.0901819j -0.0627912+0.10303j -0.0358563-0.029152j 0.0598651+0.0379042j -0.041777+0.0414052j -0.0325462-0.0282184j 0.0191714-0.107942j 0.0537324+0.0443504j 0.000160794-0.0205651j 0.0363347+0.0903627j -0.067246+0.0298949j -0.000898259-0.0508597j -0.00634697+0.0283065j 0.052496-0.0296696j -0.0175035+0.00226618j -0.0303312-0.00111571j -0.00552034-0.0125466j 0.0192433+0.0171968j -0.00750712-0.000368712j -0.0488416-0.0196949j -0.0357061+0.048087j 0.0390264-0.0135746j 0.0405451+0.008966j 0.00526477+0.00307929j -0.028766+0.0619971j 0.0179511-0.0116963j 0.0442467-0.0224408j 0.0288248-0.0186757j -0.00231646-0.00883668j 0.0541971-0.014585j -0.00283521-0.00281089j -0.002789-0.0101489j 0.0307307-0.00688348j -0.0018303-0.00927468j 0.00304095+0.0536221j -0.0374359-0.020192j -0.00615415+0.0122461j -0.0602365-0.013784j -0.0102978+0.00425574j 0.0305475+0.0395173j -0.00141825-0.015073j 0.0190278-0.0292935j -0.00238422-0.0150799j 0.0419712-0.024664j -0.00279428-0.012529j -0.032431+0.0373794j 0.00340083+0.0130592j -0.0144371+0.0303186j -0.0255636+0.00902637j 0.0362565-0.00806344j 0.0354209-0.0121824j -0.049407+0.0121509j 0.0132101+0.0213271j -0.00877161-0.0138704j 0.0369776-0.00886996j 0.00369114+0.0125138j 0.018103-0.0216257j 0.0380231-0.017445j 
0.117896+0.178001j -0.128956-0.0808832j 0.0150396+0.158373j 0.140238+0.0586373j 0.0432779+0.0542279j 0.0240071+0.00882691j 0.0869465+0.0952939j 0.00556008+0.0454257j -0.0468142-0.153749j 0.296641+0.198267j -0.0312965+0.0806511j -0.166265-0.143078j 0.0261667+0.00288358j -0.0642761+0.0141074j 0.0531143+0.00228679j 0.0207184+0.00120096j -0.00561093+0.00273683j -0.0429668-0.0454352j 0.0024778+0.0170841j -0.0186863-0.0608133j 0.00844072-0.0214019j 0.0535149+0.03984j 0.0166995-0.0207008j 0.0322204+0.00216186j -0.0149639+0.0507381j -0.0135842+0.0729595j -0.0212894+0.016152j -0.0693441-0.00016873j 0.0236011+0.0544811j 0.0256667+0.0195372j 0.016246+0.0160243j 0.00417303-0.0173193j -0.0463327+0.0305743j 0.0132216+0.00898073j -0.0227001-0.00247275j -0.00107753+0.00158279j 0.00588403-0.047327j -0.0624794+0.0135318j -0.0225413-0.0423871j 0.015114-0.0123675j -0.0249876-0.0237692j 0.0151576+0.0159063j -0.0155285-0.000455824j -0.0267703-0.00810391j 0.0107316+0.0247977j -0.00317228+0.0325105j -0.00778485+0.00181377j 0.0100534-0.0230227j -0.0549984-0.0263062j 0.000742275-0.0189796j 0.0265531+0.033259j 0.0100105+0.0491833j 0.0237321-0.0119662j -0.0249122-0.048307j 0.0503314-0.027728j -0.00859869+0.00241857j -0.0190059+0.0174647j 0.0402153+0.0555906j 0.00485237+0.0298585j -0.00377946+0.00680309j -0.00904949-0.00912357j -0.00393313+0.0152375j 0.0210926+0.0424832j 0.0124383+0.0427798j 0.000730042+0.00113134j 0.0151545-0.0354405j 0.0167216+0.0292002j 0.00407737-0.0567787j 0.0147027-0.0135088j 
0.145224+0.0753199j 0.106119+0.176303j 0.146972+0.0646498j -0.0182134-0.146819j 0.0197814+0.0501693j 0.070407+0.0764448j -0.0306961-0.0766174j 0.0555416+0.0115477j -0.299926-0.189005j -0.031057-0.172848j 0.164165+0.116068j -0.0761946+0.0525839j -0.0187169-0.0580573j 0.0662102+0.0708473j -0.0165803-0.0733325j -0.026354-0.00610067j -0.0457302-0.0272919j -0.0394883+0.008618j 0.0351242-0.0192271j -0.0308861-0.00971604j -0.0432652-0.0505603j 0.0170049-0.00555669j 0.020077+0.0265573j 0.00452857+0.0109375j -0.0127476-0.0669456j 0.017635-0.00964198j 0.00494767+0.0219159j 0.00929876+0.0232463j -0.0550871-0.0507075j 0.0347521+0.011529j 0.017832+0.0265j -0.0483514-0.0447108j 0.0590081+0.0273846j 0.0687064-0.00226408j 0.0327635+0.0437173j -0.0519231-0.0353314j 0.00755079+0.00406614j -0.0466781-0.0131429j 0.017261+0.0165498j 0.0354774+0.010439j 0.0254407-0.0194865j -0.0190908+0.00831361j -0.0378087-0.0357028j 0.0440156+0.0428359j -0.00482346+0.039735j -0.00410247-0.0241716j -0.0222452-0.00249049j 0.02224-0.00897529j -0.0197891-0.0313233j 0.0447708+0.00329383j 0.0331042+0.051139j -0.0528634-0.0402192j 0.00258103-0.00584054j 0.035921-0.0219529j -0.0103271+0.000503043j 0.00889766+0.00294347j 0.034824-0.0262675j -0.00193242+0.0190737j -0.0138188-0.0300374j -0.0091951+0.00428069j 0.00706132-0.00781008j -0.00132879-0.0318629j -0.0285952-0.0120025j 0.0139013+0.0380056j -0.0130141+0.0356533j 0.0224434+0.0236097j -0.000949621+0.0362955j 0.00733649-0.0211485j -0.012188+0.051438j 
