0.00960303-0.00174945j -0.0593645+0.0408034j -0.060535-0.0135621j -0.0172202-0.000857568j -0.0184892-0.00712754j -0.0336792-0.00220966j -0.0112216+0.00772208j 0.0379651+0.0531234j 0.00443186+0.000982138j 0.00529817+0.00877557j 0.0115851+0.0118189j -0.00792213+0.0261841j 0.00708813+0.0290913j -0.0013376-0.00287461j -0.0029867+0.00669563j 9.07506e-05+0.00614408j -0.00891912-0.00368468j 0.0117154-0.0295414j -0.0100416-0.00832659j 0.00544388-0.00315164j 0.00496933+0.0136882j -0.00366823-0.00553367j 0.0173322-0.0179699j 0.0016554+0.00961724j 0.00178604-0.0045605j -0.0059768+0.0298635j 0.0108117+0.0202976j -0.00665286+0.00237257j -0.00766099-0.00940534j 0.0141926+0.00512541j 0.0133227+0.00541543j -0.00793034+0.0191914j 0.0201364-0.0395303j -0.00694685+0.0168148j -0.00948798+0.0392445j 0.00517351-0.00443915j -0.00110708-0.00470252j -0.0113973-0.0238917j 0.0134251-0.0165408j -0.00339181-0.00465472j 0.0734973-0.0161969j 0.0396529-0.0663345j -0.0883125-0.0546581j -0.0133165+0.0649809j -0.0589371-0.00295963j -0.0210335+0.0152932j -0.00362305+0.0728919j -0.00917805+0.00502679j 0.0550198-0.00628036j 0.00776265+0.0812899j 0.0178173-0.0173195j 0.0738226-0.119077j 
-0.0202903+0.024996j -0.0326277+0.00602j -0.0303557-0.00550032j 0.00847687-0.0755236j -0.00656158+0.0207003j 0.0321622+0.0444742j -0.0554123-0.0186985j -0.00569569-0.00893366j -0.0246649+0.00571672j -0.039782+0.0166219j 0.0234307+0.0068895j -0.0255274-0.00953887j 0.00651905+0.00947533j 0.043905-0.0220116j -0.0104611+0.00276835j 0.0467099-0.000795495j 0.0191865+0.0396284j -0.00935222+0.0383772j 0.0622928-0.00571294j 0.0149996+0.103755j 0.0439557+8.02312e-05j 0.000193362+0.0339128j -0.00149837+0.0184168j 0.0703276+0.089931j -0.134917+0.0517024j 0.0389196+0.00576281j 0.0422451-0.0288182j -0.150814-0.0578578j -0.0864534+0.015988j -0.123761-0.0441301j 0.0531853+0.135423j 0.00213668+0.0201589j 0.0225544-0.0205182j -0.0367006-0.0839637j 0.115021-0.0143583j 0.0928677-0.0179667j -0.00839915-4.48008e-05j 0.0987339-0.0400901j -0.00180149-0.118406j 0.0380547-0.0634941j 0.00469369+0.0183909j -0.0291974+0.199346j -0.0361133+0.0610273j -0.047361-0.114645j -0.00884893+0.0622725j 0.0762427+0.0131206j -0.00279395-0.041625j -0.0304331-0.0442783j 0.0306674-0.0741562j -0.0937239-0.0765692j -0.0605757-0.031905j 0.0119076+0.0423716j 
-0.00968216+0.0180436j 0.0483405+0.0392371j -0.0199529-0.0469428j -0.0160724+0.0639832j 0.0676329-0.022022j -0.0443227-0.0425325j -0.00274498+0.0331489j -0.0546124-0.00543328j 0.0427679-0.0155557j -0.0727803+0.0403398j 0.0119893+0.0668787j 0.0326989+0.0208282j -0.101875+0.00152573j -0.0138977+0.0205907j -0.000552362+0.020596j -0.01511+0.0720133j -0.0199794-0.0104848j 0.0124701-0.0187286j -0.0264505+0.000208047j -0.0216796+0.0229047j -0.036516-0.0697321j -0.129175-0.119994j -0.0307819+0.0281706j -0.0419473+0.00522309j 0.0199498-0.0266136j 0.00416159+0.0278094j -0.0482255-0.0108286j -0.111862-0.13202j 0.00612743+0.11422j 0.0548141+0.000622496j -0.0220014+0.0131747j -0.0266477-0.0203862j 0.0750948-0.0160463j 0.0828262-0.0857645j -0.0708315+0.0350334j 0.0581488-0.0513351j 0.0778301-0.0330448j 0.0189488-0.0412009j -0.0336181-0.0453548j -0.0900856+0.0600994j -0.062395-0.0741203j 0.107625+0.00786564j 2.08866e-05+0.0346963j -0.0325461-0.0540926j -0.0487311+0.0117898j -0.0448995-0.0609707j -0.0169081-0.0121458j 0.101032+0.00150091j 0.120228+0.0900927j 0.0289989-0.0634235j 0.00812722-0.0227301j -0.0359392+0.00592434j 
-0.0337226+0.0487185j 0.00104873+0.0181736j 0.0607882+0.0344516j -0.019381+0.0348518j -0.0101195-0.0286192j 0.0421775+0.00156176j 0.016813-0.0239587j 0.0326164+0.0308997j -0.0844161-0.00386101j 0.0648593-0.0579508j -0.00504768-0.00727083j -0.0514754-0.00343148j 0.024513+0.0782617j 0.0647899-0.00242568j -0.00480014+0.0646639j -0.00931109-0.0103699j -0.0190661-0.0389263j -0.0250284-0.0285178j 0.0362764+0.0122317j 0.0305788+0.0391242j -0.0515855+0.00231425j 0.0106561-0.0116993j -0.0795198+0.1547j -0.00822587+0.0590391j 0.163442+0.0897144j -0.165376-0.0340189j 0.00685016-0.0446155j -0.126191-0.108138j -0.05699+0.123238j -0.0710601-0.0385883j 0.00624111-0.0380212j -0.0935621-0.0501441j -0.0425452-0.039887j 0.0601497-0.0365931j 0.0992414-0.0249374j 0.0260575-0.156523j -0.0391016-0.000519476j -0.0159142+0.0829535j -0.0158462+0.00919176j 0.0851443-0.132046j 0.139138+0.00746515j 0.0308459+0.0965807j 0.0189734+0.0336327j -0.066958+0.0389065j -0.0467935-0.0437643j 0.0815805+0.0426313j -0.098716-0.0240266j -0.110416+0.00724805j -0.0268079+0.0400513j 0.00665651+0.0431432j -0.0462759-0.0165596j 0.0357896+0.0523199j 
0.0145543-0.0338325j 0.0207897+0.0256211j -0.00970264-0.0010817j 0.0389666+0.0298402j -0.00102267+0.000475746j -0.00195873-0.06438j 0.0115457+0.0142247j -0.0303152-0.0105485j 0.0543988-0.00312237j -0.0264195+0.0185572j 0.0174262+0.0226615j -0.0085313+0.0293765j -0.053047-0.0023484j 0.0271614-0.0244141j 0.0792221+0.0213899j -0.0446936+0.0406872j -0.0127921-0.00215561j 0.0134231+0.0235274j 0.0136688-0.000800957j -0.0124822-0.0482389j 0.0941899-0.0394342j 0.0209996+0.0507473j -0.0591833+0.037137j -0.0130092-0.0419029j -0.0694931-0.0213104j -0.0604135+0.201692j -0.0795087+0.0825621j 0.135349+0.0879823j -0.0481618+0.0482469j -0.198079-0.0859055j -0.0493684-0.0533832j 0.0427225+0.153591j 0.00729138-0.0373628j 0.00778096-0.123425j 0.0233773+0.0580263j 0.18602-0.0337965j 0.0126594-0.0353594j 0.0427052+0.0190366j -0.187291-0.0175713j 0.0307895-0.0256689j 0.109033+0.033637j -0.00598794+0.0182799j -0.144978+0.00319689j -0.0517911-0.00332029j -0.00490483+0.0298539j -0.000278448-0.00067459j -0.0317334-0.0640375j 0.0797532-0.0154213j 0.045766+0.00046966j 0.0210294-0.0190668j 0.00948389+0.035093j -0.0469562-0.0362662j 
-0.00619074-0.0166567j 0.024994+0.00525511j 0.020831-0.0182998j 0.0240455+0.00555731j 0.0136467+0.0223874j 0.0185185-0.0171384j 0.0121704+0.0203192j -0.0618918-0.0487796j -0.00374537-0.0371342j -0.0391273-0.00862615j -0.0287364-0.00986792j 0.00786601+0.010953j -0.117944+0.00408303j 0.030489-0.0569436j 0.0059686+0.0576786j -0.0364955+0.0221546j 0.0511235-0.00885623j 0.00648192-0.0676941j -0.0189588-0.0273626j -0.0576138-0.0774894j 0.00431712+0.0573714j -0.0541506+0.0398993j -0.0873419-0.0106653j 0.0895809-0.025272j 0.0908962-0.178966j -0.0276773-0.00618646j -0.0709544+0.0403949j -0.0938831+0.0269301j 0.175845+0.00588455j -0.00585126+0.00529255j 0.0601771+0.122799j -0.00797732+0.0102445j -0.00923742-0.126975j 0.0907589-0.0530487j 0.0412021-0.0656296j -0.254258-0.0293609j -0.0917908+0.0350855j -0.0491973+0.00843013j 0.0968762-0.00984052j 0.00954692-0.0115018j -0.0657575-0.0434064j -0.0663819-0.00280277j -0.106802+0.0495062j 0.0638326-0.0396714j 0.0368422+0.0760844j -0.028755-0.0129436j 0.0401027-0.0355888j 0.0278415-0.00992949j 0.0196997-0.00644128j 0.0356496-0.0384468j -0.0116058+0.0351989j -0.0150829+0.0173156j 
-0.0128097+0.0131809j 0.0185013-0.019908j -0.00142232-0.0158733j 0.0288461-0.0191435j 0.0387458+0.00898235j -0.0129502-0.0109117j 0.000242964+0.0540022j 0.0173853-0.0280411j 0.0447871-0.0263379j -0.0872991+0.0302996j 0.0068613+0.118849j 0.00218905-0.0277957j -0.0470501-0.0202512j -0.035494+0.0323142j -0.0426909+0.0601657j 0.0169871-0.0498692j 0.0865603-0.0430932j -0.0361632-0.005169j -0.00913432+0.00194101j -0.0930109-0.0420533j 0.105787-0.0195696j 0.0308057-0.0708402j -0.0100708-0.104456j -0.0985722-0.0327174j 0.0097614-0.0490107j 0.160139-0.00248586j -0.0539909-0.102901j 0.0482357-0.0513669j -0.194532-0.0180061j 0.0608162+0.0614069j 0.0320532+0.075088j 0.0763942-0.0340557j 0.00481505-0.140978j 0.0468837+0.0188454j -0.062017+0.0059303j -0.0764128-0.0850911j -0.0911198-0.00356512j 0.181528-0.056745j 0.0150334-0.0660947j 0.0325662+0.00450991j -0.0509917-0.133911j 0.028222-0.114521j 0.0249112+0.0413037j -0.0483969-0.0612235j -0.0238766+0.0763895j -0.0455976+0.0115586j 0.0179054+0.0463581j 0.0731776-0.00197946j -0.00463918-0.0399838j -0.0354684-0.0307196j -0.00308724+0.0251818j 0.0334644+0.0164079j 
-0.0226514+0.024241j -0.00403626+0.00838699j 0.0185423-0.0482234j -0.0542487+0.0315488j 0.0288769-0.0381343j 0.0517005+0.0310891j -0.00569119-0.0385692j -0.0586739-0.036833j 0.00312851-0.0392061j -0.0474624-0.0132769j -0.0281137-0.0303807j 0.0270207-0.00313628j -0.0272193+0.0532558j -0.011397-0.0887235j 0.0305172-0.0423558j -0.00783763+0.0144729j 0.0420494+0.0789123j 0.0460024+0.00480393j 0.00992332+0.12218j 0.0233746+0.0798727j 0.0810161+0.0784386j -0.0707134+0.0356007j 0.0334346-0.00621066j -0.0952914+0.0719366j 0.00895052+0.000607559j -0.00575853-0.0391186j 0.143404-0.0887765j 0.0250488+0.0304714j -0.108218-0.0564114j 0.0663665+0.0193358j -0.140199-0.101388j 0.00967027+0.0144221j -0.108467+0.152321j -0.105954-0.00413557j 0.0385989-0.0437128j 0.0962163+0.130475j 0.00312248+0.0205144j -0.0377621+0.0976457j -0.155694-0.121602j -0.114026+0.0828731j -0.028957+0.0443245j -0.0244348-0.000833527j 0.083363+0.00443655j 0.105909+0.0164997j 0.0415565+0.0133758j 0.00541227-0.00077969j 0.0389712-0.0456459j 0.0303698+0.0348324j -0.000471757+0.063001j -0.0162036-0.00515908j 0.00669164-0.0363789j -0.0164517+0.0475179j 
0.00550274-0.00823033j -0.00563817+0.0315628j 0.0186881-0.0450682j -0.0149286+0.0147046j 0.00596169+0.0250769j -0.0398603+0.0452239j 0.0165062+0.048373j -0.0624567-0.0143325j -0.0179565+0.0626211j -0.0614875+0.0486661j -0.0111843+0.0402331j 0.024977+0.0141323j -0.0072829+0.0158285j -0.0593897+0.0349645j -0.0298864+0.0202684j -0.0543644+0.00577511j 0.0299568+0.00261979j 0.0382015+0.0125162j -0.0397652-0.0086414j 0.0601858+0.0017885j -0.0156912+0.114084j -0.118287-0.093401j 0.0996854-0.0407195j -0.0225526+0.00991084j -0.0167217+0.0359074j 0.0175354-0.00993783j 0.0338906+0.132891j 0.133356+0.0588716j -0.00145226+0.0577883j -0.0618566-0.0673595j 0.0984817-0.0866333j -0.061321-0.0153742j -0.0352994+0.0690815j 0.054615-0.000597991j 0.00574354-0.127501j -0.0588521+0.0848004j 0.0454039+0.0597999j -0.100164-0.0734089j -0.110821+0.00397566j -0.0535031+0.140616j -0.0412406+0.0961625j -0.00614256-0.0124813j -0.0749171-0.166418j 0.0674966-0.0215764j 0.0117662-0.0146064j -0.0884757-0.0688427j 0.010085+0.0225721j -0.000454706-0.0508328j 0.0646358+0.0544984j 0.0167268-0.0655979j -0.004318-0.0253925j -0.042118+0.0147505j 
-0.0286559+0.0239228j 0.0172927+0.0250707j 0.0292201+0.0207368j -0.00168477+0.0280846j 0.0357012+0.00229494j -0.0401303-0.00352655j -0.0102171+0.0331578j -0.057307+0.0402434j -0.075829+0.0801895j -0.0113074-0.0119582j 0.000948149+0.0914305j -0.0198951-0.00898259j -0.030467+0.00719138j 0.0415396+0.0160466j -0.00498731+0.0443381j -0.00223188-0.0464327j -0.0376804+0.158031j 0.00460769+0.0233816j 0.0596684+0.135272j -0.0128532-0.00501984j 0.00808116+0.108467j 0.0427864+0.0948902j -0.0371521-0.0940331j -0.0409725+0.0818692j 0.0848788-0.101417j 0.065098-0.0178543j -0.00234366+0.00544337j -0.0899337+0.190846j 0.063958-0.141468j -0.144776-0.00780186j -0.0295062+0.0723329j 0.113167+0.045j 0.00983755+0.0249651j -0.0560531-0.0309642j 0.0504765+0.0442678j -0.111094+0.0513254j 0.0100864+0.0221555j 0.00933262+0.0263182j -0.0129231-0.0692525j 0.042278-0.0339176j 0.0533449+0.0933776j -0.0631758+0.0955539j -0.118615-0.115065j -0.0489532-0.0807401j -0.0169988-0.0322272j 0.050395-0.0339002j -0.0497446+0.00166184j 0.00131788+0.0285502j -0.0106498+0.0243656j 0.0369435-0.0258792j -0.0305413-0.0148441j -0.0123194+0.0313756j 
-0.00171847-0.000429665j 0.0229314+0.0225812j -0.0680584-0.0100026j 0.0551666-0.0346472j 0.00963601+0.00890872j 0.0203704+0.0331259j -0.00510875-0.0253858j -0.000587243-0.0217071j 0.046617+0.0269806j -0.0230366-0.0731902j 0.0255995+0.0146777j 0.0205159+0.0598838j 0.00875492-0.0408207j -0.0385073+0.00355054j 0.0368942+0.00950678j -0.00933841-0.0408689j -0.188622-0.0338024j 0.0665906+0.0975005j -0.0154047-0.0646829j 0.0356552-0.0802085j 0.0576726-0.00534901j 0.00849426+0.0363544j 0.0721493-0.172477j 0.0233252-0.00412391j -0.0683638+0.074496j 0.0727833-0.0232498j 0.101503-0.0484066j -0.0910832-0.00108688j 0.16307-0.0503955j 0.0531614+0.087611j -0.0465687+0.00382805j 0.000925622+0.200177j 0.102452+0.020874j -0.11414+0.0327234j -0.00303605+0.100655j 0.0636783+0.0474488j -0.0510595-0.101019j -0.0990216-0.0588157j 0.0436793-0.0365625j -0.0448926-0.0559124j -0.07498+0.125037j -0.0138467-0.0374961j -0.0314843-0.11195j 0.0630898+0.0443755j 0.0589327+0.00946977j 0.00500913+0.0202591j 0.0471934+0.0312748j 0.0284621-0.0168419j -0.0266564-0.0630369j -0.0259207+0.00671233j -0.0114163+0.00613301j -0.0410761-0.0272829j 
-0.0128061-0.0040541j -0.0108598+0.0191955j -0.0391382-0.00995196j 0.0203037-0.0129612j 0.0126008+0.0124253j 0.0125232-0.0111761j 0.0309003+0.0122392j 0.031945+0.0158802j 0.0206935-0.0223408j 0.0609249+0.0605326j -0.0514286+0.0187323j 0.0176394+0.0119234j 0.0274257+0.0482635j -0.0258621-0.0589754j -0.0050024-0.0342404j 0.000580865+0.0512261j -0.0710369+0.0134166j 0.0112976+0.00123204j -0.11953+0.00996233j 0.00737289-0.0399944j 0.0619009-0.081335j -0.0486533-0.025592j 0.0353974-0.0537861j 0.0242733+0.0429814j 0.0797513-0.00455842j -0.0568488+0.0404396j 0.0210504-0.0765549j -0.115807+0.0312104j 0.0385457-0.0529909j 0.142051-0.115169j -0.00882454-0.0270252j -0.110276+0.0751893j 0.0309237-0.0368801j 0.0299351+0.053618j -0.17121+0.00532309j 0.0968305+0.0795349j -0.0454206-0.0207029j 0.0624461+0.145207j 0.0564273-0.132667j -0.0726792+0.0182695j -0.0547125-0.00172175j 0.125724-0.040441j 0.0871095+0.0216546j -0.0306236-0.0123862j -0.0509957+0.0472147j -0.0636758+0.0714163j -0.00103254+0.00846499j 0.00351588-0.0153852j 0.0153988-0.0193774j -0.0642854+0.00344621j -0.00592437+0.0117725j 0.022865-0.031019j 
0.0369011-0.00881919j -0.00169957+0.00169018j -0.0341085-0.00872756j 0.022772-0.0165438j -0.0197792+0.0265462j -0.00291971-0.0135159j 0.0424854+0.0215692j 0.0122488-0.0363722j 0.0177712+0.0676994j -0.0751942+0.0239324j 0.00364089+0.13436j -0.00407956+0.00137848j -0.0322245+0.0353984j -0.0143837+0.0829014j 0.00496829+0.00890329j -0.020311-0.035948j 0.0248854-0.0412827j -0.011978+0.0491402j -0.0221679-0.0542465j 0.0328134-0.0436988j 0.0737772+0.0805377j 0.0185131-0.0653176j 0.0527998-0.100848j -0.0766661+0.0660786j 0.127274-0.00123352j 0.0152194+0.0100475j -0.00973095+0.0564028j 0.0707041+0.0745397j -0.062908+0.166372j -0.0858833-0.027979j 0.0426884-0.0254565j -0.043563-0.0870825j 0.0567948-0.00865143j 0.0357319+0.112506j 0.00979584-0.0452312j -0.0973961-0.00552875j 0.0330849-0.0942568j -0.106494-0.0985087j -0.0293129+0.0564214j 0.0127383+0.00745149j 0.0233057+0.0100299j 0.0566534+0.0198831j -0.0334728-0.0927732j -0.0237955-0.014825j 0.00829905+0.00366239j -0.0105405-0.0177372j 0.0157274+0.00455091j 0.0167179-0.0612658j 0.0185941-0.01861j -0.0286079-0.000116254j 0.011568+0.0117547j -0.0142443-0.0459246j 
0.0134127-0.0163018j -0.00608309-0.0217513j -0.0312802+0.0153887j 0.0244341-0.0593532j -0.00931858+0.0189653j 0.0239255-0.060893j -0.0224577+0.00984702j 0.0321684+0.0333424j 0.0594707+0.00214849j -0.0156664+0.0786627j 0.0895129-0.0077821j 0.022046-0.0209608j -0.0506533+0.00186732j 0.0788441+0.00731295j 0.0714842-0.0694114j 0.00605516-0.0555029j -0.0255154+0.0671617j -0.035795+0.00790574j -0.225615+0.1119j 0.067738+0.0860556j -0.10998-0.0976633j -0.0576946+0.0227098j -0.0989611+0.109414j -0.137936+0.0720693j 0.0454369+0.0171855j -0.00377243+0.101581j -0.0122472+0.0523762j 0.0144073+0.11727j 0.0468705-0.0314734j 0.0931367-0.0658345j -0.0320015-0.0341j 0.0313037-0.201431j 0.00856046+0.0144421j -0.0964263-0.0399303j -0.00807393-0.0393052j -0.0168773+0.00353625j 0.026808-0.0354966j -0.0445878+0.0492036j 0.013418-0.095271j 0.0182332+0.0773279j 0.0940017-0.0883242j 0.039353-0.00858746j 0.00922962+0.0679531j -0.0777696-0.0480113j -0.0921143+0.000481683j -0.0375208-0.00842805j -0.0055103-0.0183324j 0.0303004-0.0439712j 0.0219844-0.0721617j -0.037143+0.00446714j 0.012587+0.0180306j 0.0175591-0.0235441j 
-0.0057745+0.05104j 0.0646329-0.0188923j 0.0142839-0.0149516j -0.0101346+0.0482669j 0.0778627+0.0315892j 0.00625939+0.0114415j 0.0831597+0.0625025j -0.000360583-0.0373275j -0.0487955+0.024239j -0.0370949-0.0105453j -0.0926844+0.0613904j 0.0430481+0.0678483j -0.0509082-0.0611473j 0.0694643+0.0587034j 0.00173146-0.0576539j 0.0149229+0.0357336j -0.0652558+0.0421383j 0.0272386-0.0120369j -0.0640107-0.0104025j -0.0485481-0.0604017j -0.0514917-0.0263982j 0.0122451-0.0679957j 0.131659-0.0120426j -0.0005612+0.00557455j -0.0264834+0.0738175j -0.044308-0.00156859j 0.0157999+0.108871j -0.0711905-0.0126198j 0.0119857+0.0235886j 0.100452-0.110151j -0.0239415-0.0731961j -0.0736091+0.0168225j -0.0420472+0.0407087j 0.0603267-0.0417976j -0.055242+0.0166373j 0.0773035+0.0253171j 0.0324402-0.00183412j -0.00333817+0.0672931j 0.0290256-0.0612595j -0.014888-0.063333j 0.0176215+0.0525867j -0.101072+0.0236356j 0.00476096-0.0211174j 0.0303267+0.0131539j -0.0374316+0.00571113j -0.0029614+0.0803262j 0.00587863+0.00764198j -0.0374589+0.0747393j -0.0148327-0.0140979j 0.00758899-0.0218881j -0.0656633+0.0212121j 0.0335313+0.0433766j 
0.000315649-0.0103737j -0.0117134-0.00760417j 0.0699554+0.0796357j -0.0428229+0.0749845j 0.0469687-0.0416592j -0.00123527-0.0216755j 0.0794235+0.0381897j -0.0747218-0.0753678j -0.0486195-0.0924449j -0.042044+0.0222519j 0.0073808+0.043202j 0.0551774+0.0744107j -0.0348781-0.00422487j -0.0436354+0.0521994j 0.0625289+0.0571446j 0.0513562+0.125967j 0.0466096-0.0779037j -0.0869255-0.0685255j 0.0185969-0.0371966j 0.115958-0.0833222j 0.141596-0.100694j 0.0413486+0.0734147j 0.0485146-0.134004j -0.0209531+0.0720934j -0.0378098+0.0940099j 0.137468+0.114858j -0.114706+0.0792577j -0.0738459+0.0966642j 0.0448817+0.111908j 0.0631877-0.114511j 0.0851438+0.0317434j -0.0441015-0.161702j 0.0293409-0.133182j -0.0179134+0.0521949j -0.0970987-0.0576502j -0.047999+0.0439102j 0.109304-0.0542289j -0.101992-0.00581256j -0.0466551+0.115353j -0.0876362+0.0185318j 0.072631-0.0607038j 0.0188092+0.0592963j -0.0172375+0.0166278j -0.0990583-0.00399641j -0.0741477+0.0246046j 0.106551+0.0179111j -0.00837939-0.0205958j 0.0143341+0.0347495j -0.0252767+0.0694335j 0.092741+0.0297743j -0.00854019-0.00910223j -0.0162274-0.000163876j 
0.0124381-0.000157466j 0.0225949-0.0448924j 0.0160516+0.0581046j -0.0392138+0.0739914j 0.0532225+0.0141601j -0.00143717-0.0711292j 0.0137558+0.0608062j -0.0475765-0.00568248j 0.0068805-0.0410589j 0.0022694+0.116006j 0.0170447-0.0331235j -0.0248034-0.0345901j 0.066233-0.0199153j -0.0940618-0.0593724j -0.0573664-0.0323711j -0.0278197-0.00410687j -0.011398+0.00244931j -0.0109448-0.137634j 0.0542827-0.0055173j 0.0564966-0.0604312j -0.00867408+0.0719528j 0.038282+0.0445004j 0.118221-0.0540834j 0.0428321-0.177697j -0.110396+0.000193589j -0.0509161+0.0267237j -0.0631463-0.0147308j -0.132284+0.0714209j 0.0542823-0.0673813j 0.095959-0.0356504j 0.0218122-0.0139973j 0.0645787+0.0382268j 0.0565963-0.0115261j -0.0122706-0.0931971j -0.0561909-0.0909607j -0.0542341+0.0344578j 0.0492411+0.0516371j -0.00826629+0.0637164j -0.0126326+0.0333812j 0.026112+0.0665981j -0.0277492+0.0803164j 0.0274303-0.0323797j 0.0974428+0.0611612j -0.0536243-0.0632845j 0.0768582-0.059389j -0.0216371+0.0453977j -0.0499616-0.0675891j -0.0970871+0.0350593j -0.0644539-0.0666373j 0.0443546+0.0635809j -0.0313703+0.00249191j 0.0231832+0.0154871j 
-0.0304304+0.0302444j 0.00129413+0.00455305j -0.039011+0.0171688j 0.0621122+0.0568046j 0.0910038-0.0357882j -0.0257511-0.0674213j 0.0257362-0.0314851j -0.0660057+0.0645566j 0.0377873-0.0427551j 0.0200311+0.06034j 0.030129-0.00565641j 0.039372+0.0719982j -0.0128965+0.0857956j -0.000868744+0.0229638j -0.0842112-0.0552242j -0.0575568+0.0349335j 0.0819539+0.0643979j -0.0133815-0.0192502j -0.0913075-0.145146j -0.0646203+0.0421889j 0.0250843-0.063845j -0.0631137-0.101778j -0.00336562+0.037358j -0.0128937+0.0878358j -0.135123-0.00770065j -0.0320684+0.0549463j 0.0648187+0.0300133j 0.0409227+0.0512182j 0.0670517+0.140497j 0.0634237+0.0476152j -0.100602+0.0684114j -0.0363592-0.0524168j 0.0601859+0.101053j -0.128125+0.0680635j -0.0316615-0.0650945j 0.0991701-0.0215093j -0.0412043-0.0509494j 0.0624251+0.0445165j -0.027201+0.0609016j -0.0109034-0.0488193j 0.0281651-0.0594431j 0.0041864-0.0120474j 0.0691898+0.0467912j 0.0190724+0.0264952j 0.0283957-0.0754962j -0.00966078+0.0580636j -0.0565218-0.00806814j 0.013882+0.0659377j -0.090497-0.0363702j -0.0327067+0.00315258j -0.0274973-0.0247751j -0.0154811-0.0213399j 
0.0175591+0.0235441j 0.012587-0.0180306j -0.037143-0.00446714j -0.0219844-0.0721617j 0.0303004+0.0439712j -0.0055103+0.0183324j -0.0375208+0.00842805j -0.0921143-0.000481683j -0.0777696+0.0480113j 0.00922962-0.0679531j -0.039353-0.00858746j 0.0940017+0.0883242j 0.0182332-0.0773279j -0.013418-0.095271j 0.0445878+0.0492036j 0.026808+0.0354966j -0.0168773-0.00353625j -0.00807393+0.0393052j -0.0964263+0.0399303j -0.00856046+0.0144421j -0.0313037-0.201431j -0.0320015+0.0341j -0.0931367-0.0658345j -0.0468705-0.0314734j -0.0144073+0.11727j 0.0757721+0.0200089j 0.074752+0.0386863j -0.0454369+0.0171855j 0.137936+0.0720693j 0.0989611+0.109414j -0.0576946-0.0227098j 0.10998-0.0976633j -0.067738+0.0860556j -0.225615-0.1119j -0.035795-0.00790574j -0.0255154-0.0671617j 0.00605516+0.0555029j -0.0714842-0.0694114j -0.0788441+0.00731295j -0.0506533-0.00186732j 0.022046+0.0209608j -0.0895129-0.0077821j -0.0156664-0.0786627j 0.0594707-0.00214849j 0.0321684-0.0333424j -0.0224577-0.00984702j 0.0239255+0.060893j -0.00931858-0.0189653j -0.0244341-0.0593532j -0.0312802-0.0153887j -0.00608309+0.0217513j 0.0134127+0.0163018j 
-0.0142443+0.0459246j 0.011568-0.0117547j -0.0286079+0.000116254j -0.0185941-0.01861j 0.0167179+0.0612658j 0.0157274-0.00455091j -0.0105405+0.0177372j 0.00829905-0.00366239j -0.0237955+0.014825j -0.0334728+0.0927732j -0.0566534+0.0198831j 0.0233057-0.0100299j 0.0127383-0.00745149j 0.0293129+0.0564214j 0.106494-0.0985087j 0.0330849+0.0942568j -0.0973961+0.00552875j 0.00979584+0.0452312j 0.0357319-0.112506j -0.0567948-0.00865143j 0.043563-0.0870825j 0.0426884+0.0254565j 0.0858833-0.027979j 0.062908+0.166372j -0.0707041+0.0745397j 0.0533193+0.0243902j -0.0105589+0.00769603j -0.127274-0.00123352j 0.0766661+0.0660786j -0.0527998-0.100848j 0.0185131+0.0653176j -0.0737772+0.0805377j -0.0328134-0.0436988j -0.0221679+0.0542465j -0.011978-0.0491402j 0.0248854+0.0412827j -0.020311+0.035948j -0.00496829+0.00890329j 0.0143837+0.0829014j -0.0322245-0.0353984j -0.00407956-0.00137848j -0.00364089+0.13436j -0.0751942-0.0239324j 0.0177712-0.0676994j 0.0122488+0.0363722j 0.0424854-0.0215692j -0.00291971+0.0135159j -0.0197792-0.0265462j -0.022772-0.0165438j -0.0341085+0.00872756j -0.00169957-0.00169018j 0.0369011+0.00881919j 
-0.022865-0.031019j 0.00592437+0.0117725j 0.0642854+0.00344621j 0.0153988+0.0193774j -0.00351588-0.0153852j 0.00103254+0.00846499j 0.0636758+0.0714163j 0.0509957+0.0472147j 0.0306236-0.0123862j -0.0871095+0.0216546j 0.125724+0.040441j 0.0547125-0.00172175j 0.0726792+0.0182695j 0.0564273+0.132667j 0.0624461-0.145207j 0.0454206-0.0207029j -0.0968305+0.0795349j 0.17121+0.00532309j -0.0299351+0.053618j 0.0309237+0.0368801j -0.110276-0.0751893j 0.00882454-0.0270252j 0.142051+0.115169j 0.0385457+0.0529909j -0.115807-0.0312104j 0.0605177+0.0332266j -0.0786434+0.0148235j 0.0797513+0.00455842j 0.0242733-0.0429814j 0.0353974+0.0537861j 0.0486533-0.025592j 0.0619009+0.081335j 0.00737289+0.0399944j 0.11953+0.00996233j -0.0112976+0.00123204j 0.0710369+0.0134166j -0.000580865+0.0512261j -0.0050024+0.0342404j -0.0258621+0.0589754j -0.0274257+0.0482635j -0.0176394+0.0119234j -0.0514286-0.0187323j -0.0609249+0.0605326j -0.0206935-0.0223408j -0.031945+0.0158802j -0.0309003+0.0122392j -0.0125232-0.0111761j -0.0126008+0.0124253j 0.0203037+0.0129612j 0.0391382-0.00995196j 0.0108598+0.0191955j 0.0128061-0.0040541j 
