0.413586-0j -0.00123336-0j 6.07115e-07-0j -8.79057e-11-0j 4.42039e-15-0j -6.85776e-19-0j -0.000100499-0j 4.08879e-08-0j -4.58572e-12-0j 1.64823e-16-0j 1.18039e-20-0j 1.09114e-09-0j -1.09738e-13-0j 2.79253e-18-0j -1.1812e-15-0j -4.13409e-20-0j -6.52629e-06-0j 1.63672e-09-0j -1.16395e-13-0j 2.42896e-18-0j 4.9295e-11-0j -3.06882e-15-0j 3.75499e-20-0j -3.00188e-17-0j 8.84734e-13-0j -3.18398e-17-0j -2.85423e-19-0j -3.4046e-07-0j 5.39999e-11-0j -2.3771e-15-0j -4.80337e-20-0j 1.29224e-12-0j -4.6505e-17-0j -2.94784e-19-0j 2.5553e-14-0j -4.42176e-19-0j 2.73814e-16-0j -1.43656e-08-0j 1.44477e-12-0j -3.67654e-17-0j 2.69353e-14-0j -4.66095e-19-0j 3.95216e-16-0j 3.88101e-18-0j -4.90597e-10-0j 3.05417e-14-0j -3.73707e-19-0j 4.22504e-16-0j 4.01723e-18-0j -1.345e-11-0j 4.84039e-16-0j 4.3391e-18-0j 
-8.64497e-10-0j -2.1254e-06-0j 3.80237e-05-0j -0.000161244-0j -9.0295e-06-0j 3.3925e-09-0j -1.9147e-07-0j -0.000187294-0j 0.00049785-0j -1.27754e-06-0j 1.63607e-10-0j -5.79016e-06-0j 5.56756e-05-0j -5.31267e-08-0j -2.64862e-08-0j -5.82429e-10-0j 1.77628e-06-0j 0.000994943-0j 0.000118621-0j -6.91136e-08-0j 2.32572e-05-0j 7.88294e-06-0j -2.14932e-09-0j -2.48182e-09-0j 3.91837e-06-0j 3.01553e-07-0j -7.09977e-11-0j -1.36138e-05-0j -0.00291852-0j 1.22655e-05-0j -2.04198e-09-0j 5.72314e-06-0j 4.40446e-07-0j -7.33261e-11-0j 5.72985e-07-0j 1.25999e-08-0j 2.26377e-08-0j -0.0263505-0j 0.253375-0j -0.000241775-0j -0.000208775-0j -4.59095e-06-0j -1.12946e-05-0j -3.33701e-07-0j -0.000231461-0j -7.84531e-05-0j 2.13906e-08-0j 3.49308e-08-0j 9.99267e-10-0j -5.95683e-05-0j -4.58431e-06-0j 1.07933e-09-0j 
-4.76003e-14-0j -4.03805e-10-0j -8.65138e-07-0j 2.50009e-05-0j -0.000179235-0j -1.02509e-05-0j -2.53967e-11-0j -1.25674e-07-0j -0.000118798-0j 0.000629168-0j -7.44024e-07-0j -3.90711e-09-0j -6.42692e-06-0j 3.97137e-05-0j -5.67685e-08-0j -1.5403e-08-0j 3.54352e-10-0j 1.34861e-06-0j 0.000777477-0j 0.000104085-0j 4.86583e-08-0j 3.39388e-05-0j 3.22738e-06-0j -1.62664e-08-0j -2.25176e-07-0j 3.97013e-06-0j -9.34728e-10-0j -4.54756e-09-0j -1.22655e-05-0j -0.00299834-0j 6.1773e-06-0j -3.28891e-07-0j 5.79874e-06-0j -9.65383e-10-0j 1.22809e-06-0j 3.33218e-07-0j 1.48372e-07-0j -1.77809e-05-0j -0.0292484-0j 0.180734-0j -0.000447472-0j -0.000121413-0j -7.40268e-05-0j -4.39338e-06-0j -4.84261e-07-0j -0.000337768-0j -3.21198e-05-0j 2.28943e-07-0j 1.3156e-08-0j 3.4232e-06-0j -6.03552e-05-0j 1.42101e-08-0j 
-5.70847e-19-0j -1.11234e-14-0j -8.24255e-11-0j -1.88225e-07-0j 9.16862e-06-0j -0.000135547-0j -5.99153e-16-0j -8.33018e-12-0j -3.98448e-08-0j -4.86355e-05-0j 0.000749169-0j -2.59055e-13-0j -2.15244e-09-0j -4.60429e-06-0j -3.86463e-11-0j -1.01542e-07-0j 1.11556e-14-0j 1.3432e-10-0j 5.24581e-07-0j 0.000452772-0j 5.39266e-12-0j 3.4707e-08-0j 4.28636e-05-0j 6.23152e-10-0j -5.0203e-11-0j -2.28469e-07-0j -4.10209e-09-0j -2.00663e-13-0j -2.04198e-09-0j -6.1773e-06-0j -0.00307826-0j -7.33261e-11-0j -3.33701e-07-0j -4.23662e-09-0j 8.36046e-10-0j 2.19669e-06-0j -5.68402e-09-0j -1.17894e-09-0j -9.79555e-06-0j -0.0209537-0j -3.04626e-07-0j -0.000800395-0j 2.83591e-06-0j -1.92805e-05-0j -5.36692e-11-0j -3.45413e-07-0j -0.00042659-0j -8.77064e-09-0j 5.77354e-08-0j 7.63203e-10-0j 3.47327e-06-0j 6.23614e-08-0j 
2.32827e-11-0j -6.67071e-10-0j 8.93683e-09-0j -5.09936e-08-0j 5.91513e-08-0j -5.46773e-11-0j -1.42517e-06-0j 2.03835e-05-0j -8.37563e-05-0j -3.92997e-06-0j 7.58799e-10-0j -0.000218795-0j 0.000507594-0j -7.41873e-07-0j 8.48186e-05-0j -3.27536e-08-0j -9.6068e-08-0j 9.49449e-07-0j -1.55753e-06-0j 1.85867e-09-0j 0.000900354-0j 7.3172e-05-0j -1.99801e-08-0j 7.97489e-06-0j 1.1839e-05-0j -2.44705e-08-0j 1.51872e-07-0j 9.84875e-07-0j -5.72314e-06-0j -3.28891e-07-0j 7.33261e-11-0j -0.00297999-0j 6.15946e-06-0j 3.14616e-07-0j 3.53547e-06-0j -1.36526e-09-0j 2.1044e-07-0j 0.00288057-0j -0.00668279-0j 9.76721e-06-0j 0.222-0j -8.57275e-05-0j -0.000104994-0j -4.14211e-06-0j 5.19955e-05-0j 4.22569e-06-0j -1.15385e-09-0j -5.59595e-05-0j 1.24036e-08-0j -0.000179981-0j 3.7201e-07-0j -2.30881e-06-0j 
1.02455e-15-0j 5.4114e-12-0j -2.72499e-10-0j 5.87428e-09-0j -5.639e-08-0j 1.36794e-07-0j -1.34698e-10-0j -4.65141e-07-0j 1.29478e-05-0j -0.000104086-0j -4.60764e-06-0j -7.29155e-08-0j -0.000120188-0j 0.000740487-0j -6.49884e-06-0j 4.93988e-05-0j -1.27298e-11-0j -3.62468e-08-0j 7.408e-07-0j -2.78683e-06-0j 6.0486e-07-0j 0.000642253-0j 6.05308e-05-0j 3.4592e-05-0j 2.44705e-08-0j 1.21593e-05-0j 1.99949e-06-0j 1.96187e-10-0j 4.40446e-07-0j -5.79874e-06-0j -3.33701e-07-0j -6.15946e-06-0j -0.00306061-0j 4.14211e-06-0j -2.70889e-07-0j 2.05907e-06-0j 9.12808e-07-0j 9.59977e-07-0j 0.00158235-0j -0.00974896-0j -0.0170097-0j 0.129294-0j -0.000455424-0j -5.45335e-05-0j 3.49308e-08-0j 3.70902e-05-0j 3.49566e-06-0j -0.00024273-0j 1.633e-07-0j -3.7201e-07-0j -0.00018485-0j -3.03969e-05-0j 
-7.08573e-18-0j 3.99435e-16-0j -1.28814e-14-0j 2.59055e-13-0j -3.11346e-12-0j 1.83315e-11-0j 2.57075e-12-0j -1.034e-10-0j 2.15244e-09-0j -2.3138e-08-0j 8.79379e-08-0j -1.90993e-07-0j 4.59091e-06-0j -4.2739e-05-0j -8.5976e-05-0j 0.000653518-0j 1.38471e-13-0j -4.82335e-12-0j 8.19811e-11-0j -6.23152e-10-0j -2.3138e-08-0j 4.30806e-07-0j -2.31551e-06-0j 0.000459431-0j -6.23152e-10-0j 8.20418e-09-0j 1.76006e-05-0j -2.49076e-12-0j 7.33261e-11-0j -9.65383e-10-0j 4.23662e-09-0j 3.14616e-07-0j -4.14211e-06-0j -0.00312353-0j 1.03776e-08-0j -7.88816e-08-0j -7.05538e-08-0j -1.46337e-08-0j 3.51752e-07-0j -3.27463e-06-0j 0.00130704-0j -0.00993503-0j 3.52012e-05-0j -0.000239322-0j -6.66178e-10-0j 1.24036e-08-0j -6.66671e-08-0j 3.76317e-05-0j 7.1665e-07-0j 9.47337e-09-0j -1.24723e-07-0j -0.00026757-0j 
-5.11688e-13-0j 1.88638e-11-0j -3.54352e-10-0j 3.38366e-09-0j -1.20939e-08-0j -4.14406e-10-0j -2.73006e-10-0j 5.87087e-09-0j -4.86583e-08-0j 8.51527e-08-0j -5.0203e-11-0j -4.20002e-08-0j 3.00235e-07-0j 1.62664e-08-0j -6.10243e-07-0j 7.19554e-10-0j -8.76532e-07-0j 1.44971e-05-0j -7.32782e-05-0j -3.2416e-06-0j -0.000120362-0j 0.000364831-0j -3.04185e-07-0j 4.02368e-05-0j 0.00111642-0j 8.55406e-05-0j 4.63437e-06-0j -4.88848e-08-0j 5.72985e-07-0j -1.22809e-06-0j 8.36046e-10-0j -3.53547e-06-0j -2.70889e-07-0j -1.03776e-08-0j -0.00303783-0j 3.58199e-06-0j 1.59495e-06-0j -0.000191139-0j 0.00136634-0j 7.40268e-05-0j -0.00481018-0j 5.67182e-06-0j 0.183114-0j -4.72274e-05-0j -5.20565e-06-0j 1.57789e-05-0j -1.3156e-08-0j 2.46106e-06-0j -3.25428e-05-0j 3.67983e-05-0j 2.8195e-06-0j 1.52754e-07-0j 
-1.06286e-17-0j -6.86363e-14-0j 4.44623e-12-0j -1.3432e-10-0j 2.15399e-09-0j -1.58598e-08-0j -1.11556e-14-0j -5.14007e-11-0j 2.14932e-09-0j -3.4707e-08-0j 1.76003e-07-0j -4.82335e-12-0j -1.32814e-08-0j 2.48366e-07-0j -7.19554e-10-0j -6.26556e-07-0j -4.77955e-11-0j -1.90719e-07-0j 6.51149e-06-0j -7.43499e-05-0j -2.31045e-08-0j -4.92798e-05-0j 0.000532054-0j -2.66986e-06-0j 4.31118e-07-0j 0.000650209-0j 3.52267e-05-0j -3.73615e-12-0j -1.25999e-08-0j 3.33218e-07-0j -2.19669e-06-0j -1.36526e-09-0j -2.05907e-06-0j -7.88816e-08-0j -3.58199e-06-0j -0.00311904-0j -1.05831e-07-0j -2.19506e-08-0j -6.04426e-05-0j 0.00113029-0j -5.67182e-06-0j -0.00493878-0j -0.0121503-0j -0.000358983-0j -9.99267e-10-0j -2.13134e-06-0j 2.30113e-05-0j -1.633e-07-0j -0.000247364-0j 1.42101e-08-0j 2.14315e-05-0j 1.16111e-06-0j 
8.53111e-15-0j -3.93337e-13-0j 9.86048e-12-0j -1.41504e-10-0j 1.01804e-09-0j -1.97482e-09-0j 6.50824e-12-0j -1.96187e-10-0j 2.7187e-09-0j -1.45491e-08-0j -4.82692e-10-0j 1.75644e-09-0j -2.52731e-08-0j 7.75163e-08-0j 1.04265e-07-0j 6.91837e-09-0j -1.05997e-10-0j 2.63466e-09-0j -2.68061e-08-0j 6.71311e-08-0j -2.92252e-08-0j 2.70889e-07-0j 1.27099e-08-0j -8.33275e-07-0j 2.03758e-07-0j -8.83822e-07-0j -9.66098e-08-0j -4.70291e-07-0j 9.21664e-06-0j -6.04077e-05-0j -2.31417e-06-0j -8.56779e-05-0j 0.000371637-0j 2.8725e-05-0j 0.000649363-0j 4.30875e-05-0j -0.00438388-0j 7.9934e-06-0j -0.000115016-0j 0.00035277-0j 0.000821862-0j 5.45335e-05-0j -0.00379216-0j 0.130725-0j 2.90857e-07-0j -2.69596e-06-0j -1.26492e-07-0j 1.1728e-05-0j 1.35975e-06-0j -3.0976e-06-0j 1.34362e-05-0j 1.4687e-06-0j 
-6.59645e-17-0j 3.71854e-15-0j -1.19919e-13-0j 2.41167e-12-0j -2.89847e-11-0j 1.70657e-10-0j -6.92354e-14-0j 2.78476e-12-0j -5.79694e-11-0j 6.23152e-10-0j -2.36834e-09-0j -2.99353e-11-0j 7.19554e-10-0j -6.69869e-09-0j -4.46579e-09-0j 3.39452e-08-0j 1.28909e-12-0j -4.49029e-11-0j 7.63203e-10-0j -5.80123e-09-0j 6.23152e-10-0j -1.16025e-08-0j 6.23614e-08-0j 7.20087e-08-0j -5.80123e-09-0j 7.63768e-08-0j -4.74019e-07-0j -2.31878e-11-0j 6.82629e-10-0j -8.98723e-09-0j 3.94408e-08-0j -8.47324e-09-0j 1.11555e-07-0j -4.89565e-07-0j 9.66098e-08-0j -7.34348e-07-0j -6.5682e-07-0j -2.7286e-07-0j 6.55873e-06-0j -6.10585e-05-0j -7.05042e-05-0j 0.000535915-0j 0.000656359-0j -0.00446238-0j -6.20178e-09-0j 1.15471e-07-0j -6.20637e-07-0j -1.0135e-06-0j 6.67165e-06-0j 8.81923e-08-0j -1.16111e-06-0j 7.2062e-06-0j 
2.03969e-07-0j -3.12029e-06-0j 1.65767e-05-0j -1.49522e-05-0j 2.89107e-08-0j -4.30878e-12-0j 2.57083e-05-0j -0.000108379-0j -6.56543e-06-0j 3.61728e-09-0j -2.07706e-13-0j 0.000185597-0j -7.17716e-07-0j 1.6913e-10-0j -2.59231e-08-0j 2.97703e-12-0j -0.000178194-0j 0.000278396-0j -7.61253e-07-0j 1.4647e-10-0j 7.05762e-05-0j -6.73502e-08-0j 5.46916e-12-0j -1.81809e-09-0j 5.78641e-06-0j -1.92837e-09-0j -4.1572e-11-0j 0.000902434-0j 7.73124e-05-0j -5.21692e-08-0j 3.459e-12-0j 8.4516e-06-0j -2.81657e-09-0j -4.29354e-11-0j 5.60802e-07-0j -6.44031e-11-0j 1.65835e-08-0j -0.0024435-0j 9.44917e-06-0j -2.22669e-09-0j 5.91137e-07-0j -6.78868e-11-0j 2.39362e-08-0j 5.65271e-10-0j 0.283377-0j -0.000270424-0j 2.19597e-08-0j -1.03237e-05-0j -2.3606e-07-0j -8.7967e-05-0j 2.93158e-08-0j 6.31992e-10-0j 
2.64001e-11-0j 8.66484e-08-0j -2.33181e-06-0j 1.99869e-05-0j -3.09348e-05-0j 3.57592e-08-0j 9.37713e-09-0j 1.53638e-05-0j -0.000126811-0j -8.93819e-06-0j 2.30271e-09-0j 7.17716e-07-0j 0.000190743-0j -5.59992e-07-0j -1.85309e-07-0j -8.19748e-09-0j -1.08931e-07-0j -0.000123328-0j 0.000406392-0j -7.28505e-07-0j -5.92401e-06-0j 5.51524e-05-0j -3.02509e-08-0j -2.61601e-08-0j 1.34242e-05-0j 3.17857e-06-0j -9.99267e-10-0j 1.11674e-06-0j 0.0007434-0j 8.58146e-05-0j -2.87401e-08-0j 1.96073e-05-0j 4.6426e-06-0j -1.03204e-09-0j 4.00884e-06-0j 1.77339e-07-0j 2.38617e-07-0j -9.44917e-06-0j -0.00251124-0j 7.37264e-06-0j 4.22569e-06-0j 1.86931e-07-0j 3.44414e-07-0j 1.35874e-08-0j -0.023786-0j 0.221447-0j -0.000121463-0j -0.000148546-0j -5.67417e-06-0j -0.000204079-0j -4.83217e-05-0j 1.51912e-08-0j 
8.2147e-16-0j 8.71543e-12-0j 2.4919e-08-0j -1.08223e-06-0j 1.56172e-05-0j -5.05644e-05-0j 6.26686e-13-0j 4.34705e-09-0j 6.87058e-06-0j -0.000111272-0j -7.40472e-06-0j 1.6913e-10-0j 5.59992e-07-0j 0.000195896-0j 1.00398e-08-0j -1.53295e-07-0j -1.02066e-11-0j -5.83779e-08-0j -6.77433e-05-0j 0.000513421-0j -2.81412e-09-0j -6.00227e-06-0j 3.21198e-05-0j -8.0237e-08-0j 1.96201e-08-0j 1.95834e-05-0j -9.30267e-09-0j 1.573e-10-0j 7.09368e-07-0j 0.000530273-0j 6.14781e-05-0j 2.8657e-08-0j 2.86034e-05-0j -9.60775e-09-0j -2.17194e-07-0j 3.31628e-06-0j 7.31874e-07-0j -2.22669e-09-0j -7.37264e-06-0j -0.00257909-0j -2.28943e-07-0j 3.49566e-06-0j 1.05637e-06-0j 1.26492e-07-0j -1.12992e-05-0j -0.0241002-0j 0.128967-0j -0.000455612-0j -5.28236e-05-0j -2.98271e-07-0j -0.000297714-0j 1.41422e-07-0j 
-5.47017e-13-0j 2.01663e-11-0j -3.78818e-10-0j 3.61728e-09-0j -1.29289e-08-0j -4.43018e-10-0j 5.02965e-08-0j -1.0816e-06-0j 8.96443e-06-0j -1.56879e-05-0j 9.249e-09-0j 1.55205e-05-0j -0.000110947-0j -6.01096e-06-0j 0.000338584-0j -3.99233e-07-0j 4.07217e-09-0j -6.73502e-08-0j 3.40434e-07-0j 1.50597e-08-0j -9.63647e-05-0j 0.000292092-0j -2.43537e-07-0j 6.46159e-05-0j -2.5877e-06-0j -1.98271e-07-0j 1.85117e-06-0j -5.226e-08-0j 6.12547e-07-0j -1.31288e-06-0j 8.93771e-10-0j 0.000651347-0j 4.99065e-05-0j 3.83485e-06-0j 1.41131e-05-0j -1.66411e-08-0j 1.70508e-06-0j 5.91137e-07-0j -4.22569e-06-0j -2.28943e-07-0j -0.00256371-0j 3.02295e-06-0j 2.46106e-06-0j 1.4606e-07-0j 0.0022452-0j -0.00680544-0j 5.67417e-06-0j 0.182925-0j -6.09955e-05-0j 3.93391e-05-0j 3.01418e-06-0j -2.81421e-05-0j 
-1.13624e-17-0j -7.33752e-14-0j 4.75322e-12-0j -1.43594e-10-0j 2.30271e-09-0j -1.69549e-08-0j 2.05522e-12-0j 9.46966e-09-0j -3.95974e-07-0j 6.39414e-06-0j -3.24254e-05-0j 1.78239e-09-0j 4.90793e-06-0j -9.17795e-05-0j 3.99233e-07-0j 0.000347635-0j 2.22047e-13-0j 8.86037e-10-0j -3.02509e-08-0j 3.45413e-07-0j -1.8498e-08-0j -3.94545e-05-0j 0.000425975-0j -4.2875e-06-0j -9.99267e-10-0j -1.50709e-06-0j 1.40711e-05-0j -3.99411e-12-0j -1.34698e-08-0j 3.56225e-07-0j -2.34836e-06-0j 2.51524e-07-0j 0.000379348-0j 2.91494e-05-0j 1.66411e-08-0j 1.44904e-05-0j -1.13138e-07-0j 6.78868e-11-0j 1.86931e-07-0j -3.49566e-06-0j -3.02295e-06-0j -0.00263225-0j -1.633e-07-0j 1.11023e-06-0j 4.30984e-07-0j 0.000919249-0j -0.00992476-0j -0.0121377-0j -0.000463637-0j 1.51912e-08-0j 2.29113e-05-0j -0.000213913-0j 
8.83053e-15-0j -4.07142e-13-0j 1.02066e-11-0j -1.4647e-10-0j 1.05377e-09-0j -2.04414e-09-0j 6.73667e-12-0j -2.03073e-10-0j 2.81412e-09-0j -1.50597e-08-0j -4.99633e-10-0j 1.81809e-09-0j -2.61601e-08-0j 8.0237e-08-0j 1.07925e-07-0j 7.1612e-09-0j 2.52472e-08-0j -6.27543e-07-0j 6.38489e-06-0j -1.59898e-05-0j 6.96107e-06-0j -6.45224e-05-0j -3.02733e-06-0j 0.000198476-0j -9.72762e-05-0j 0.000421946-0j 4.61225e-05-0j 1.69092e-09-0j -3.31382e-08-0j 2.17194e-07-0j 8.32056e-09-0j 3.08053e-07-0j -1.33621e-06-0j -1.0328e-07-0j 0.000537257-0j 3.56489e-05-0j 7.86741e-06-0j -2.39362e-08-0j 3.44414e-07-0j -1.05637e-06-0j -2.46106e-06-0j -1.633e-07-0j -0.00261306-0j 1.35975e-06-0j -0.000121463-0j 0.00112585-0j 5.28236e-05-0j -0.00489769-0j 0.130666-0j -3.20632e-06-0j 1.39078e-05-0j 1.52024e-06-0j 
-9.46112e-17-0j 5.3334e-15-0j -1.71997e-13-0j 3.459e-12-0j -4.1572e-11-0j 2.44769e-10-0j -9.93026e-14-0j 3.99411e-12-0j -8.3144e-11-0j 8.93771e-10-0j -3.39685e-09-0j -4.29354e-11-0j 1.03204e-09-0j -9.60775e-09-0j -6.40517e-09-0j 4.86868e-08-0j 1.84891e-12-0j -6.44031e-11-0j 1.09464e-09-0j -8.32056e-09-0j 8.93771e-10-0j -1.66411e-08-0j 8.94433e-08-0j 1.0328e-07-0j -8.32056e-09-0j 1.09545e-07-0j -6.79874e-07-0j 9.5745e-09-0j -2.81866e-07-0j 3.71093e-06-0j -1.62856e-05-0j 3.4987e-06-0j -4.60625e-05-0j 0.000202147-0j -3.98913e-05-0j 0.000303221-0j 0.00054336-0j 5.65271e-10-0j -1.35874e-08-0j 1.26492e-07-0j 1.4606e-07-0j -1.11023e-06-0j -1.35975e-06-0j -0.00266139-0j 3.58866e-06-0j -6.68172e-05-0j 0.000359132-0j 0.000586459-0j -0.00386055-0j 1.26492e-07-0j -1.66534e-06-0j 1.03357e-05-0j 
-8.04803e-09-0j 1.72723e-07-0j -1.53831e-06-0j 4.34262e-06-0j 1.82255e-07-0j -5.47566e-11-0j -1.78249e-06-0j 1.52207e-05-0j -2.01413e-05-0j 3.44066e-08-0j -3.30232e-12-0j -5.39035e-05-0j -4.52454e-06-0j 2.14932e-09-0j -2.46573e-07-0j 4.73318e-11-0j 1.65363e-05-0j -8.08552e-05-0j -4.799e-06-0j 1.86137e-09-0j 0.000216512-0j -6.40617e-07-0j 8.69541e-11-0j -2.31045e-08-0j 3.6478e-05-0j -2.4506e-08-0j -6.60953e-10-0j -0.000126738-0j 0.000237177-0j -4.9622e-07-0j 5.49946e-11-0j 5.32795e-05-0j -3.57934e-08-0j -6.82629e-10-0j 5.3342e-06-0j -1.02394e-09-0j 2.10746e-07-0j 0.000709672-0j 5.95683e-05-0j -2.82971e-08-0j 5.62274e-06-0j -1.07933e-09-0j 3.04185e-07-0j 8.98723e-09-0j -0.00215479-0j 6.37559e-06-0j -8.6539e-10-0j 3.25188e-07-0j 9.30267e-09-0j 0.255771-0j -0.000171828-0j -4.63437e-06-0j 
-6.26687e-13-0j -2.64662e-09-0j 9.98661e-08-0j -1.43248e-06-0j 6.83159e-06-0j 2.92739e-07-0j -3.34363e-10-0j -8.23691e-07-0j 1.37133e-05-0j -3.60497e-05-0j 2.83586e-08-0j -5.14395e-08-0j -4.21233e-05-0j -4.58431e-06-0j -7.47392e-07-0j -1.00954e-07-0j 4.66526e-09-0j 8.83903e-06-0j -8.97471e-05-0j -5.96382e-06-0j 6.40617e-07-0j 0.000222442-0j -3.72549e-07-0j -2.14157e-07-0j -2.96458e-06-0j 2.6021e-05-0j -1.23063e-08-0j -5.98714e-08-0j -8.03906e-05-0j 0.000346109-0j -3.53943e-07-0j -4.33005e-06-0j 3.80061e-05-0j -1.27099e-08-0j 1.61686e-05-0j 2.18398e-06-0j 1.95341e-06-0j 6.77233e-07-0j 0.000554579-0j 6.03552e-05-0j 1.70431e-05-0j 2.30211e-06-0j 2.8195e-06-0j 1.67333e-07-0j -6.37559e-06-0j -0.0022138-0j 3.70771e-06-0j 3.01418e-06-0j 1.73206e-07-0j -0.0207866-0j 0.18245-0j -8.62873e-05-0j 
-9.20463e-18-0j -1.194e-13-0j -4.39168e-10-0j 2.67287e-08-0j -6.44343e-07-0j 6.33214e-06-0j -9.66105e-15-0j -8.94172e-11-0j -2.12295e-07-0j 6.90643e-06-0j -5.26494e-05-0j -4.17714e-12-0j -2.31045e-08-0j -2.45319e-05-0j -6.23152e-10-0j -1.08996e-06-0j 1.79879e-13-0j 1.44181e-09-0j 2.795e-06-0j -6.42954e-05-0j 8.69541e-11-0j 3.72549e-07-0j 0.00022838-0j 1.0048e-08-0j -8.09499e-10-0j -2.45242e-06-0j -6.61442e-08-0j -3.2356e-12-0j -2.19189e-08-0j -3.2913e-05-0j 0.000437125-0j -1.18235e-09-0j -3.58199e-06-0j -6.83135e-08-0j 1.34808e-08-0j 2.35795e-05-0j -9.16521e-08-0j 5.49946e-11-0j 3.04185e-07-0j 0.000322977-0j 1.42101e-08-0j 2.4855e-05-0j -1.32288e-07-0j 8.99388e-07-0j -8.6539e-10-0j -3.70771e-06-0j -0.00227289-0j -1.41422e-07-0j 9.30955e-07-0j -5.67593e-06-0j -0.0171955-0j -0.000463781-0j 
9.53807e-15-0j -4.39764e-13-0j 1.10243e-11-0j -1.58206e-10-0j 1.1382e-09-0j -2.20792e-09-0j -1.25397e-09-0j 3.78003e-08-0j -5.23825e-07-0j 2.80324e-06-0j 9.30024e-08-0j -6.78806e-07-0j 9.76721e-06-0j -2.99575e-05-0j -6.05009e-05-0j -4.01445e-06-0j -1.18508e-10-0j 2.94564e-09-0j -2.99702e-08-0j 7.50549e-08-0j 5.63094e-06-0j -5.21934e-05-0j -2.44887e-06-0j 0.000322034-0j 2.27808e-07-0j -9.88143e-07-0j 1.86143e-05-0j 1.8264e-09-0j -3.57934e-08-0j 2.34597e-07-0j 8.98723e-09-0j -5.73414e-05-0j 0.000248724-0j 3.8561e-05-0j -2.52184e-06-0j -1.67333e-07-0j 8.49778e-06-0j -2.58541e-08-0j 3.7201e-07-0j -1.14101e-06-0j 0.000458106-0j 3.03969e-05-0j 1.22655e-05-0j 1.4687e-06-0j 3.25188e-07-0j -3.01418e-06-0j -1.41422e-07-0j -0.0022597-0j 1.52024e-06-0j 0.00159731-0j -0.00692852-0j 0.130517-0j 
-9.89468e-17-0j 5.57781e-15-0j -1.79879e-13-0j 3.61751e-12-0j -4.3477e-11-0j 2.55986e-10-0j -1.03853e-13-0j 4.17714e-12-0j -8.69541e-11-0j 9.34728e-10-0j -3.55251e-09-0j -4.49029e-11-0j 1.07933e-09-0j -1.0048e-08-0j -6.69869e-09-0j 5.09178e-08-0j -4.44952e-10-0j 1.5499e-08-0j -2.63432e-07-0j 2.00239e-06-0j -2.15091e-07-0j 4.00478e-06-0j -2.15251e-05-0j -2.4855e-05-0j 4.01349e-06-0j -5.284e-05-0j 0.000327942-0j -3.47816e-11-0j 1.02394e-09-0j -1.34808e-08-0j 5.91612e-08-0j -1.27099e-08-0j 1.67333e-07-0j -7.34348e-07-0j -3.33465e-05-0j 0.000253472-0j -9.85231e-07-0j 5.91174e-10-0j -1.42101e-08-0j 1.32288e-07-0j 1.52754e-07-0j -1.16111e-06-0j 0.000327231-0j 9.66814e-06-0j -9.30267e-09-0j 1.73206e-07-0j -9.30955e-07-0j -1.52024e-06-0j -0.00230283-0j -6.10144e-05-0j 0.000803291-0j -0.00498549-0j 
