0.000201772+0.00237498j 0.0333224-0.00252747j 0.0435937-0.00165074j 0.0153669-0.00466832j -0.0102543-0.00454718j 0.000526479-0.0054674j -0.0218402+0.00404785j -0.0454634+0.00426257j -0.0120251-0.00865633j -0.0194277-0.0096789j -0.00222556+0.00939963j 0.015483+0.00857837j 0.0345055-0.0101696j 0.0179076+0.01375j 0.0174692+0.000841684j 0.0218307+0.00421755j -0.0471895-0.00527655j -0.0537831+0.00431845j -0.0334009+0.00191167j -0.0934589+0.00982064j 0.00886372+0.0257456j 0.0884521-0.0164404j 0.0919091+0.00794868j 0.104411-0.0130832j 0.00443012-0.0495647j 0.0329665-0.00678348j 0.0357768-0.0148395j -0.0173443+0.0132584j -0.0339544+0.00896444j 0.0217814-0.00613818j -0.0380566+0.00139119j -0.0166277-0.0113739j 0.00740333-0.025332j 0.0176246-0.0058869j 0.0461066+0.0128776j 0.0039517+0.00611585j -0.0333281-0.00110123j 0.000807464-0.00339532j 0.061458-0.0148719j 0.0119957-0.0139609j -0.0183833+0.00972798j 0.00515887-0.0044392j -0.00913968+0.00824752j -0.00757498-0.0124659j 0.0106376+0.00992282j 0.0199412+0.000115147j 0.00243223-0.00395182j -0.0420663+0.0254993j 0.0144565-0.00071842j 0.0229199-0.0138517j -0.0586717-0.00689834j 0.00370257-0.00721627j 0.00337176+0.00109018j -0.0104307-0.00612491j -0.042369-0.00259901j 0.0367999-0.0193608j 0.0358835+0.00639747j 0.079019-0.0154008j -0.0445934+0.0440805j 0.0397746-0.0375121j 0.0862549-0.0281556j 0.0860993-0.0178481j 0.306146+0.0509982j -0.101979+0.00774675j -0.124014+0.046242j -0.0618513+0.0198935j -0.118994+0.0197375j 0.0272941+6.39517e-05j -0.0495345+0.0169599j 0.141454-0.0711333j 0.0372179-0.0174419j -0.0237073-0.0157016j 0.0369149-0.00582718j -0.00329492-0.00833556j -0.00741389-4.73605e-05j 0.0284201+0.0153903j 0.017956+0.00117262j 0.050666+0.00939402j 0.058304+0.00250511j -0.00122298-0.0102738j 0.00847592-0.00755292j 0.0266941+0.0131018j 0.0110314-0.00394552j -0.017405+0.0106796j -0.0261879+0.00276599j -0.00737367+0.0185983j -0.037173-0.0101823j -0.0347356+0.0103449j -0.0205998+0.0125451j -0.0706364+0.00404765j 0.0197878+0.0110731j 0.349233-0.00111674j 
0.0466977-0.0249218j -0.010936-0.0124048j -0.0241478-0.0194478j -0.0175594-0.0159457j 0.0824082-0.00569858j -0.0985678+0.134494j -0.0510211+0.112725j 0.0587143-0.143329j 0.118988+0.000674166j 0.0183987+0.0579534j 0.0127628-0.0306159j 0.0661388-0.00198466j -0.0361364+0.0719327j 0.062732-0.0864041j -0.116555+0.0409782j -0.0566104+0.0466041j 0.0828805-0.100605j -0.0274436-0.0836325j 0.0365411+0.0211952j -0.113962+0.00922965j -0.00266857+0.0228177j 0.0776804-0.158348j 0.0418129-0.131122j 0.00477227+0.0187785j 0.0329327-0.0369333j -0.0519324-0.0151228j 0.0132549+0.02947j 0.0549732-0.0363933j 0.000421619-0.0533817j -0.00373641+0.00888516j 0.0298646+0.0740752j 0.00114714-0.00712617j -0.0967244+0.156507j 0.0123902-0.0150778j 0.0137823-0.0986371j -0.0288859+0.0127374j 0.032442+0.0535728j -0.00572245+0.0221156j 0.00633691-0.00714819j 0.0182962-0.0454006j 0.0813635-0.0231874j 0.0117732+0.023258j 0.0233888+0.00349998j -0.0813639+0.0323784j 0.0796596+0.03364j -0.0210448+0.00426713j -0.0117353+0.0385598j 0.00315824+0.00672856j -0.0582755+0.00872427j -0.0369673+0.0234063j -0.0179184+0.0982041j 0.120042-0.0121231j 0.0608559-0.00655942j -0.0306355+0.0380338j 0.086798-0.0104896j 0.0990365-0.0226259j -0.0216773-0.0200774j 0.0383932+0.0552758j -0.0357671+0.0578306j -0.0617772+0.0471738j 0.0354803+0.05588j 0.0323531-0.0100463j -0.0159285+0.114109j 0.00649039+0.0224214j 0.0272642+0.0251052j 0.00768098+0.034354j 0.00191692-0.00661139j 0.026153-0.00583046j 0.00703274+0.00631458j -0.0273244-0.0314469j 0.00418507-0.0259558j 0.0143963-0.0215316j 0.0320729-0.00658383j 0.0037147-0.00818447j -0.0129583-0.00249388j -0.001066+0.0117627j -0.00222221-0.0395029j -0.0201976+0.0533363j -0.0452591+0.0331255j 0.018337-0.0476539j 0.0149772+0.0370915j 0.0159977+0.0480173j -0.0314354-0.0226514j -0.0445226-0.0261933j 0.00561152-0.0224604j 0.0394872+0.058753j -0.00615831-0.00765566j 0.0438054-0.0229381j -0.00777188+0.0171722j 0.00509617-0.0168318j -0.0104445-0.00593147j 0.0117938-0.000946908j 
-0.0061434+0.00924781j 0.00345636-0.00172787j 0.0175286+0.0281607j -0.0136114-0.0221908j -0.002875+0.00182932j 0.0457769+0.0434668j 0.0451336+0.0148973j -0.0260501+0.00648167j 0.116941+0.142506j 0.0162764+0.0186162j -0.158177-0.11982j -0.0272987-0.00343579j -0.165058-0.159807j -0.0215174-0.037542j 0.0980463+0.0780443j -0.018648+0.00944956j -0.025743+0.0386018j -7.12482e-05+0.0561491j -0.0293407+0.0631687j 0.00366449+0.0615329j -0.0135561+0.0251364j -0.0632826-0.0883776j 0.023812-0.0377464j 0.0814221+0.0298136j 0.0258105-0.072431j 0.026924+0.000239054j 0.0773599+0.126856j 0.0103137+0.0417175j 0.0216031+0.0419651j 0.0135205-0.0269437j 0.0681658+0.105222j 0.000188966+0.0811729j 0.0281784-0.00687259j -0.0102652+0.00774743j -0.0331321-0.0459456j 0.050995-0.0386201j -0.0205252+0.0370192j 0.0262282-0.0241547j 0.0246831-0.018094j 0.000486258+0.0244219j 0.00501259-0.0291526j -0.00515301+0.0167174j -0.042327-0.0054255j 0.0357973-0.0226074j -0.0195494+0.0225576j -0.0267557+0.0179554j 0.03548-0.00413624j 0.0126307+0.0209059j -0.0013531-0.00401024j 0.0310282-0.0547492j -0.0117606+0.0410507j -0.0926816+0.00317848j -0.0651644+0.0203866j -0.0700651+0.0162375j -0.0511175+0.0491183j -0.189109-0.0928463j 0.0246181-0.0795832j -0.0657863+0.117794j 0.0403737+0.0182766j 0.0591274+0.0428274j -0.0189074+0.0893955j -0.0514974+0.0379605j 0.0101758+0.0809241j -0.0360619+0.00361366j -0.00765929-0.0357702j 0.00311646+0.0161884j 0.0122697-0.0999761j -0.0355987+0.0536724j 0.00444203-0.0428915j 0.0302104+0.0763849j -0.0454964-0.0159354j -0.00132345+0.00412565j -0.0116677-0.0362279j 0.00781897-0.0117917j 0.0147801+0.0335114j 0.0199312+0.0243273j 0.00611614-0.0174268j 0.0624791+0.0477595j 0.0193163+0.0317094j -0.0202843-0.0152962j 0.0207061+0.0188375j 0.0205356+0.0219465j -0.0108122-0.0194678j 0.0300899-0.0173786j -0.0124118-0.0443275j -0.0125205+0.0331677j 0.0191861+0.00215284j 0.00671956-0.0545719j 0.0414436+0.00201586j 0.0156058-0.02941j 0.0036641+0.00374925j 0.00206468+0.0062896j 
0.0161131-0.0229475j 0.0108599+0.0176686j -0.0235559+0.120878j -0.0484466-0.0124254j 0.0475105-0.0686805j 0.0152191-0.0730698j 0.0288175-0.0918796j -0.01059-0.00580233j 0.122713-0.00878425j 0.0764534-0.25387j -0.100517+0.0196492j 0.0337609+0.0933476j -0.0656813-0.133621j 0.0789955-0.0163047j -0.00262601-0.10576j 0.0637423-0.160711j -0.00422096+0.0664538j -0.0730762+0.150005j 0.0503491+0.0188161j -0.0319794+0.0753642j 0.0172081+0.0422408j -0.0088826-0.0372052j 0.0306409-0.103762j 0.0062825-0.128918j -0.00510921+0.0593793j -0.0313196+0.0878784j 0.0502741-0.0016115j 0.0320093-0.0111823j 0.0203214+0.0350354j 0.0134793-0.0355531j 0.0202372+0.02886j 0.0198235-0.0420956j -0.031746+0.0526196j 0.00851206-0.0482727j -0.0342928+0.00393552j 0.0347408-0.0748115j -0.0341329+0.0217474j -0.0217234+0.000183534j 0.0205413+0.0715879j -0.0141041+0.0748838j 0.0256489+0.00749665j -0.0091198-0.0188966j -0.00865189+0.017498j 0.00563597+0.010502j 0.0561625-0.0451057j -0.00341345+0.00112743j 0.00730233-0.0645345j 0.0301244-0.0292392j -0.0306113-0.040746j -0.0813311+0.0473772j 0.0151644-0.110393j 0.0756526-0.0283215j 0.02194-0.050082j -0.00479497-0.0856812j 0.0190826-0.0576595j 0.0471157+0.0240646j -0.0246816+0.0234032j 0.0545812-0.120962j -0.0244502-0.0732017j -0.0319181+0.034426j 0.00328776+0.0589578j 0.00679684-0.0155423j -0.0122059+0.0865812j 0.00995775-0.0570562j 0.00341864-0.0224111j 0.00630421-0.0456943j 0.0103878+0.000830479j -0.00237293-0.0173248j 0.00113088+0.0231214j 0.00566324-0.0255323j 0.0114488+0.0310308j 0.000151818-0.0326505j 0.0344275+0.0437641j 0.00865122+0.0080499j -0.0122726-0.0510064j -0.00761605+0.0163989j -0.00368444+0.0240748j -0.00998224-0.0140209j -0.0172942+0.0206011j 0.00368287+0.0131846j -0.00893346-0.0147064j 0.00838654-0.000587947j -0.0114646-0.000436101j -0.0257288-0.00283838j 0.00343759+0.00197181j 0.00886663-0.0226169j -0.0236027-0.0218781j -0.00316801+0.00752927j -0.013366-0.00718893j 0.00866197-0.0049005j 0.0103715+0.00371731j -0.000743345+0.00140039j 
-0.012608+0.0308995j -0.0102295+0.00228693j 0.0108177-0.0538125j 0.00775419-0.00699362j 0.00537234+0.0477574j 0.0758995-0.0156455j 0.066703+0.00894594j -0.0112126+0.0627217j 0.15284+0.0416536j 0.0170846+0.141787j -0.0555671-0.0711159j 0.00906125-0.0219054j -0.0345458-0.0255925j 0.112507+0.0409881j 0.080919+0.0334354j 0.120522+0.0418919j -0.010277+0.0173323j -0.0551573-0.0441975j 0.0790792+0.020209j -0.0336836-0.034313j 0.0714742-0.00884045j -0.0293596+0.0539047j -0.0227721+0.120434j -0.0680195+0.0531506j -0.0538827-0.0267609j -0.0382605-0.0363975j 0.0298951+0.0503397j 0.038105+0.0318314j 0.0294633+0.0100217j -0.00613981+0.00424117j 0.0382243-0.00838542j 0.000819314+0.0540691j -0.0127045-0.0879833j -0.0627426+0.049553j -0.0661737+0.0278148j 0.00062504+0.0393549j -0.0665198-0.00362079j -0.0453155-0.0225545j -0.00042298-0.024376j 0.000737117-0.0154656j -0.062169+0.00410722j -0.0102593+0.0173184j 0.0259076-0.0207091j 0.0518143-0.0474546j 0.100673+0.010858j 0.018318-0.000242277j -0.0207841+0.0206233j 0.0396303+0.0162939j -0.0909834+0.00781888j -0.245946-0.00920981j 0.0670051+0.0106206j 0.128805+0.00385703j 0.0784603+0.030233j 0.081132-0.00980337j 0.00858557+0.0516815j 0.185738-0.0564275j 0.0298751-0.0382626j 0.162695+0.0385007j -0.0726155+0.0249139j -0.062403-0.0257092j 0.0150716-0.0144679j 0.0116612+0.0189553j -0.0234896-0.0675243j 0.0164701+0.00838021j 0.0304397-0.0170688j 0.0193848+0.00450278j 0.0252246-0.0391232j 0.023465+0.0246304j -0.0073162-0.0273765j 0.035344+0.0447446j 0.0578369-0.0103846j -0.0159108+0.0146466j 0.0638959-0.0229063j -0.012852+0.00362127j -0.0252567+0.0370426j -0.0194856+0.000237124j -0.0134562+0.00514618j 0.00169082+0.00127827j 0.0113742-0.0106817j -0.0140658+0.0131928j -0.0580959-0.00609662j -0.00950619-0.0126598j 0.00865215+0.00538703j -0.0741989+0.00541741j 0.0194662-0.0108178j -0.0341078-0.00958297j -0.0217738+0.0148191j -0.0618764-0.0179524j -0.0351294-0.00130753j 0.0150963-0.00118669j 0.0222597+0.00250732j -0.00884643+0.00313108j 
0.0300939+0.00832872j -0.0205596-0.00729442j 0.0290612-0.0119049j -0.0594316+0.0594057j 0.0510282+0.0103674j -0.096016-0.0696053j -0.0888108-0.0701172j 0.0823815+0.0987631j 0.164229+0.0563031j -0.0111695-0.0237067j -0.110166+0.00815045j 0.0317785-0.0523693j -0.188821+0.0623126j -0.0482097+0.121854j -0.0504289-0.0273553j -0.133968-0.0106276j 0.13355+0.0644799j 0.0559097+0.0169136j 0.00666543-0.0100614j -0.0133342-0.0495357j -0.0267956+0.00806968j 0.0334656+0.118596j 0.036897+0.108127j 0.0663346-0.00230729j 0.0239915-0.0186051j -0.0268654-0.028721j 0.041974-0.00588857j 0.0749801+0.0239954j 0.0402331+0.00633235j -0.00831184+0.0159897j 0.0968295+0.0012311j 0.000758506+0.0135863j -0.10854-0.117537j 0.00091349+0.00908831j 0.0288282+0.0535898j 0.0185256+0.010228j -0.00288111-0.0550982j 0.00396544-0.00180462j 0.0144997+0.00264471j 0.0479373+0.0256772j 0.126142-0.00639456j -0.0179914-0.0168971j -0.0117812-0.0115213j -0.0876088-0.0332072j 0.0244207-0.026579j -0.0410346+0.00293981j 0.0194283-0.0165301j -0.0766752-0.018826j -0.0620926+0.0186616j 0.0276959-0.0390501j 0.0137929-0.00546708j 0.0461585-0.0143701j -0.00347645+0.0498047j -0.0759683-0.00353301j 0.0992087+0.0491189j -0.0927864+0.0788103j 0.0319225+0.0302005j 0.0183554-0.0134182j 0.00376791-0.0176974j -0.0257811-0.0273014j 0.0622498-0.0624293j 0.00422447-0.0284121j 0.0492837-0.1136j -0.0541941+0.0150442j -0.0314443+0.00591036j -0.016158-0.00109835j -0.015517+0.0149943j -0.00380848-0.000176027j 0.0194341+0.00645569j -0.0226475+0.014653j -0.018579-0.00161924j 0.0138353+0.0208753j 0.0114947-0.00601711j 0.0211057+0.00595809j -0.00235442+0.0179896j -0.00449358-0.00944514j 0.00272063-0.00198115j -0.0400573-0.0104145j -0.0565966-0.0135466j 0.0308651+0.0138958j 0.0126523+0.00276865j -0.0244587-0.0189026j -0.0330211+0.0107686j 0.000905855+0.00289623j -0.00327196+0.016103j 0.0330744-0.0161954j 0.0127307+0.00791221j 0.035623+0.0104959j 0.014319-0.0122324j 0.0325842+0.0165507j -0.0273397+0.0018709j 0.0327949-0.00193104j 
0.00328446-0.00830074j 0.016988-0.00925103j 0.0644348+0.0548169j -0.00565269+0.0598647j -0.0547736-0.0264382j 0.00583701-0.0206953j -0.0253562-0.0739266j 0.0263652+0.0339229j -0.0148682+0.0410062j -0.127117-0.12565j 0.191941-0.0146081j -0.0147022-0.0517778j -0.0679841+0.0329381j -0.0657428+0.0613435j 0.0332785+0.00161019j -0.0707547-0.00590807j 0.0285739+0.0511988j 0.0688958+0.086907j -0.0413137+0.00770254j -0.0996805+0.0481608j -0.00841749+0.0412642j 0.0403833+0.0146077j -0.136432+0.0123002j -0.0166055-0.0407984j 0.0969562-0.05874j 0.034775+0.00373923j -0.0357575-0.0180262j 0.012548+0.0101027j -0.0196917+0.0344341j -0.0253725-0.00455635j 0.0246555+0.018639j -0.0564855-0.00504079j -0.0141235-0.030207j -0.0687307-0.0231913j 0.0533067+0.00132898j -0.0034066-0.0381251j 0.0123809-0.0353258j 0.0277909-0.00653147j 0.0172166-0.00292886j 0.0315816+0.0494227j -0.0962661-0.0281941j 0.0127202-0.0329052j 0.080254-0.0137541j -0.045511+0.0293969j -0.0350807-0.0444193j -0.0389883-0.00645973j -0.104201+0.000566535j 0.0869301-0.0370585j -0.0216147-0.0107378j -0.125884-0.0137585j -0.198806+0.0614836j 0.114285-0.0494392j 0.0193944+0.0393523j -0.0452855+0.0449109j -0.0868456+0.00708122j 0.119802+0.00837726j 0.00868174+0.0207916j -0.0394938+0.0523438j -0.0652906-0.00977922j -0.104105+0.06178j -0.036412+0.0434536j -0.00853706-0.0275746j -0.0430042+0.00635717j -0.00743798+0.0126012j 0.0267612-0.0225302j 0.010166+0.00945671j 0.0023531-0.0112537j 0.0522348-0.00492607j -0.0134397-0.0110754j 0.0374303+0.0561238j 0.0251603+0.00411249j 0.00413884+0.0303209j 0.012157-0.0211591j -0.0218472-0.00575973j -7.84295e-05+0.00398726j 0.0121197-0.0277671j -0.0323172-0.0176217j 0.0582105+0.00348828j 0.0105676-0.00859435j -0.0444161-0.00509506j -0.0230366+0.00632921j 0.02926-0.00279633j 0.00950965+0.00930144j -0.00868001+0.0135404j 0.0532903+0.0140256j 0.0692236+0.000368864j 0.00966421-0.00312196j 0.071609+0.00272058j 0.0361658-0.0124546j -0.0559287+0.00163281j 0.00542813+0.00182893j -0.0108903-0.00248359j 
-0.0417305-0.00837145j 0.0151773-0.0328586j 0.00873661+0.0539115j -0.0180407+0.102184j -0.00888758-0.055668j -0.00290474+0.0780231j 0.0277031-0.0256882j -0.0344117-0.0264344j -0.0473491+0.121378j -0.0159768-0.137532j -0.0259291+0.0613842j 0.0326833-0.082505j 0.0393862+0.153781j -0.0173182+0.105706j 0.0129473+0.014357j 0.0126342+0.0804387j 0.0073238+0.0190404j 0.0315913+0.0712467j 0.0445335-0.0206125j 0.0864215-0.0375306j 0.0274916+0.117028j -0.0365683-0.0513344j -0.0349353-0.0609796j -0.0575406-0.0594601j -0.0560885-0.120181j 0.00845622-0.0177069j -0.00482222+0.00288352j -0.0220748+0.0706307j 0.0129665-0.0257315j -0.014383+0.0180241j -0.043125+0.160354j -0.0153024+0.0306305j 0.0597357+0.084046j -0.00731544-0.0407337j -0.023868-0.0289816j -0.0277526-0.0160075j 0.0262857-0.0575794j -0.0131538+0.0249887j -0.0322104+0.0176051j -0.0167938+0.0689884j 0.0391092-0.0363888j -0.0217241+0.00271823j 0.000952884+0.0147358j 0.0284268+0.0984863j 0.0173543-0.0607738j 0.0168941-0.0526447j -0.0110346+0.00308117j -0.0345058+0.00370571j -0.00829704+0.0222149j 0.00389542-0.0731452j 0.118377+0.00570912j -0.0201554+0.128541j -0.00414822+0.0293427j 0.0860426+0.0730576j -0.0118992+0.122373j 0.0635042+0.217326j 0.0621957-0.0358625j 0.0667014+0.052505j -0.000758987-0.0798761j 0.0273112-0.0581524j 0.0139899+0.0534006j 0.0212595-0.0589307j 0.0358132+0.0158718j 0.0103714+0.0553252j -0.00929372+0.0100142j -0.00352001+0.0192854j -0.00461451-0.0817001j -0.00829071+0.0435482j -4.23283e-05-0.000720903j -0.0094794-0.0106814j 0.0184555+0.00936463j -0.0123677+0.000646538j -0.00829099+0.0119272j 0.000540488-0.00430941j -0.000786722-0.00790444j 0.00333781-0.0140344j -0.0194465-0.019176j -0.0143169+0.0413116j 0.0281858+0.0334302j 0.00465137-0.0212276j 0.00614666+0.0232257j -0.0468996+0.0160145j 0.0183452-0.000991422j -0.0128659-0.0631706j -0.0129553+0.00566889j -0.0633235+0.0520833j -0.000656217+0.00436814j -0.0511685-0.0297642j -0.0403584-0.00201313j 0.00395052-0.00568438j 0.00209726-0.00405714j 0.00809428+0.00232912j 
0.0522225+0.00274182j -0.0125081-0.00408239j -0.0940597-0.0066402j 0.033567+0.0223817j 0.0984906+0.00108216j -0.0145889-0.0111919j 0.0265443-0.00145302j 0.0246564+0.0440809j 0.0205629+0.0497389j 0.0954671+0.00101701j 0.0267227+0.00992657j -0.0482002-0.0198466j 0.0844438+0.0480904j 0.0990891+0.0860924j 0.000959595+0.00019931j 0.152908+0.0338729j -0.0884785+0.053643j -0.164573+0.0150732j -0.0442784+0.0138556j -0.104549+0.0272002j -0.0657419+0.0287175j 0.0952977+0.0305469j 0.168216+0.0130848j 0.115286-0.0453436j 0.00413894-0.0513541j -0.0160978-0.0711241j -0.00467754-0.0243947j -0.0075217+0.0331943j -0.0412372+0.0211475j 0.0485826-0.00130475j -0.087141-0.0220249j 0.0471032+0.0204944j -0.121586-0.0759157j 0.0658174+0.000748555j 0.00396895+0.00868707j 0.0481555+0.00986253j -0.0258262-0.0221238j -0.0213929-0.0134857j -0.0235341-0.0450231j -0.0508567+0.0212359j -0.0118274-0.00865285j 0.00357519-0.0168884j -0.0512301-0.0096099j -0.0307057+0.00866025j 0.00369747-0.0122989j 0.0267807-0.00705355j 0.0301067-0.00525516j 0.0965782-0.0119103j 0.105475-0.00532363j 0.0381135-0.0703449j -0.0104181+0.0352218j -0.00075344+0.03229j 0.033459+0.0617706j -0.0709233+0.0957193j 0.0788533+0.0512292j -0.0354165+0.169458j -0.155762+0.0418132j -0.0554442+0.0953189j 0.0271449-0.0411722j 0.029093+0.00891664j -0.0306974-0.00593991j -0.012326-0.01169j -0.0901268+0.0106856j 0.0628145+0.0110067j 0.0277944-0.0215015j 0.0235184+0.00399676j -0.00450301-0.0085348j -0.0168488-0.00498661j -0.00594263-0.0186994j -0.00587425+0.0641719j -0.0253269+0.0249302j 0.0130229+0.0388807j 0.0324949-0.00109451j 0.0145691-0.00405339j -0.0162769+0.0165248j -0.0291414-0.0457729j 0.0352878-0.00134448j -0.00299324-0.0017136j -0.0414471-0.0173435j 0.0121499+0.00147869j 0.0158241+0.00174596j 0.0644289-0.00804526j -0.0184909+0.0243377j -0.0155822-0.00432174j 0.0136507+0.0361329j 0.0383382-0.012365j 0.0197617-0.00626996j -0.00824572+0.012061j 0.031306-0.0136146j 0.0127953+0.00149092j 0.0151277+0.00160226j -0.0407314-0.00253174j 
-0.00263189-0.00267748j -0.000920802-0.00382239j 0.0179324-0.0178687j -0.0448374-0.010118j 0.0170882+0.00274434j 0.0611191+0.00583808j 0.0260338+0.0293271j 0.010055-0.00339959j 0.0698031+0.016075j -0.0590796+0.0123273j -0.0684475+0.0234679j 0.0291477+0.00842973j -0.0855067-0.00448163j -0.0888379-0.00184003j 0.100551+0.0056786j 0.0656158+0.0118435j 0.0640183-0.018828j -0.0352307-0.013612j -0.0287543+0.0184715j 0.0519656-0.0176596j -0.0159083-0.0218705j 0.027532-0.0336926j -0.0961726-0.00482905j -0.0429454+0.0044973j 0.0410079-0.00848762j 0.0005078+0.0199662j 0.0701522-0.00574592j 0.0032664+0.0151906j 0.0152403-0.0120778j -0.00639766-0.00290998j 0.0932235-0.00244249j -0.0266516+0.000431436j 0.0384056+0.00758728j -0.0278815+0.00414627j -0.0523262+0.0237681j -0.00265274+0.0172127j -0.0732885-0.000575994j -0.0765527+0.00272282j 0.0528772-0.0052161j 0.015645-0.0185916j -0.0663572+0.0596853j -0.00937199+0.0100062j 0.0412168+0.00557221j -0.0222458-0.017323j 0.0890153+0.0418209j -0.0515426+0.0528492j -0.0863942-0.00361841j 0.149445-0.0187735j 0.280539-0.0362163j 0.216918-0.0270803j -0.0589757+0.0204617j 0.0882146+0.027525j 0.106086-0.0598601j 0.0930254-0.0278057j -0.114451+0.0938066j 0.0950781+0.0310667j -0.176424+0.0371917j -0.0215366-0.008973j 0.109225-0.0389138j -0.0271131-0.0128083j -0.0487451+0.0200575j 0.0578481+0.0448702j 0.0561994-0.0255978j 0.00141582+0.0150822j -0.0124467+0.00836119j 0.00631495+0.00314038j -0.00869058+0.014997j 0.016824+0.00334097j -0.00860968+0.00924741j -0.0175824-0.0260964j 0.0351093-0.00353712j 0.0356014-0.00766976j -0.0178456+0.00516412j -0.0234271-0.00391382j 0.021994+0.000952952j -0.026005+0.00138145j -0.00960774+0.00241935j 0.00561511+0.0233172j 0.00832338+0.00463062j 0.00960568-0.00537624j 0.00778586-0.00982883j 0.10553+0.0167458j 0.046832+0.00597789j 0.00351122-0.00855987j 0.0239264+0.00586548j -0.00969716+0.00436365j -0.044404-0.0054689j 0.00395811-0.0011633j 0.000697736+0.00277716j 0.0407831-0.00146462j -0.0269068-0.0038888j 0.0281472-0.000745521j 
0.0103827+0.0051026j 0.00849466+0.0125835j 0.0101091-0.0186976j 0.0248879-0.0575352j 0.0206299+0.00419037j -0.0600091-0.0265254j -0.0883625+0.038956j 0.0514368+0.0171949j 0.031081-0.0334956j 0.0476837+0.032268j -0.0238552+0.0259719j 0.0366737+0.0574561j 0.0200518-0.0844498j 0.0539481-0.0180189j -0.0865641-0.00130008j -0.050531-0.00156616j 0.0931887+0.00749381j 0.0405138-0.017359j -0.0639151+0.0610372j 0.0740914+0.0087669j 0.0478614-0.012202j 0.0847728-0.0230219j -0.0245509-0.029943j 0.0102822-0.0640773j 0.0294751-0.00112115j -0.121495+0.010183j -0.0124956-0.0248834j -0.00947814+0.00749243j 0.00522861+0.0216276j -0.0270968-0.0291084j 0.010908-0.0597078j 0.0290745-0.025955j -0.082989-0.0202214j -0.0348816-0.0246591j -0.0984622+0.0301851j -0.0463256-0.0133365j 0.059128+0.00125301j 0.0213739-0.032557j -0.0264833-0.0152227j 0.0557303-0.0276259j -0.00879188+0.0441802j -0.00361147+0.00827568j -0.0888702+0.0662272j -0.0237461-0.0386753j -0.131906+0.129253j -0.116022+0.0565838j 0.0820222-0.0303737j -0.0630582+0.0208787j -0.0741982-0.0291096j -0.0983072-0.0950601j -0.133423+0.0443854j -0.11121+0.119727j 0.0614095-0.0467934j 0.120807+0.0252849j -0.182974+0.0701612j -0.0253448+0.189372j 0.051306+0.0405011j 0.0479258+0.0672365j -0.0383139-0.0509059j -0.0222751+0.0169125j 0.00113081+0.0271649j -0.0492814+0.0830751j 0.0067631+0.00200523j -0.0304108+0.00437665j -0.017193-0.00991193j -0.00793886-0.00285473j 0.0123987+0.0252457j -0.0420301+0.0008157j -0.0126221-0.00439056j -0.00934856+0.0113105j -0.0208667+0.0292057j -0.0236466+0.0168835j -0.0136465+0.0274705j 0.0159255-0.0216062j -0.0154733+0.00812321j 0.0228797-0.0183749j 0.0294071+0.00153257j 0.055778+0.00293049j 0.0130826-0.0178735j -0.0353327-0.0064609j -0.038712-0.0252328j 0.0442906+0.00746829j 0.015218+0.0209615j 0.0468749-0.00343954j 0.0577368+0.0313795j -0.0173805-0.0151114j -0.0539107-0.0148407j -0.0591379+0.0155728j -0.0171303-0.0089744j -0.0240285-0.00270838j 0.0182468-0.00337879j 0.0086243-0.00191788j 
