0.000201772+0.00237498j 0.0333224-0.00252747j 0.0435937-0.00165074j 0.0153669-0.00466832j -0.0102543-0.00454718j 0.000526479-0.0054674j -0.0218402+0.00404785j -0.0454634+0.00426257j -0.0120251-0.00865633j -0.0194277-0.0096789j -0.00222556+0.00939963j 0.015483+0.00857837j 0.0345055-0.0101696j 0.0179076+0.01375j 0.0174692+0.000841684j 0.0218307+0.00421755j -0.0471895-0.00527655j -0.0537831+0.00431845j -0.0334009+0.00191167j -0.0934589+0.00982064j 0.00886372+0.0257456j 0.0884521-0.0164404j 0.0919091+0.00794868j 0.104411-0.0130832j 0.00443012-0.0495647j 0.0329665-0.00678348j 0.0357768-0.0148395j -0.0173443+0.0132584j -0.0339544+0.00896444j 0.0217814-0.00613818j -0.0380566+0.00139119j -0.0166277-0.0113739j 0.00740333-0.025332j 0.0176246-0.0058869j 0.0461066+0.0128776j 0.0039517+0.00611585j -0.0333281-0.00110123j 0.000807464-0.00339532j 0.061458-0.0148719j 0.0119957-0.0139609j -0.0183833+0.00972798j 0.00515887-0.0044392j -0.00913968+0.00824752j -0.00757498-0.0124659j 0.0106376+0.00992282j 0.0199412+0.000115147j 0.00243223-0.00395182j -0.0420663+0.0254993j 0.0144565-0.00071842j 0.0229199-0.0138517j -0.0586717-0.00689834j 0.00370257-0.00721627j 0.00337176+0.00109018j -0.0104307-0.00612491j -0.042369-0.00259901j 0.0367999-0.0193608j 0.0358835+0.00639747j 0.079019-0.0154008j -0.0445934+0.0440805j 0.0397746-0.0375121j 0.0862549-0.0281556j 0.0860993-0.0178481j 0.306146+0.0509982j -0.101979+0.00774675j -0.124014+0.046242j -0.0618513+0.0198935j -0.118994+0.0197375j 0.0272941+6.39517e-05j -0.0495345+0.0169599j 0.141454-0.0711333j 0.0372179-0.0174419j -0.0237073-0.0157016j 0.0369149-0.00582718j -0.00329492-0.00833556j -0.00741389-4.73605e-05j 0.0284201+0.0153903j 0.017956+0.00117262j 0.050666+0.00939402j 0.058304+0.00250511j -0.00122298-0.0102738j 0.00847592-0.00755292j 0.0266941+0.0131018j 0.0110314-0.00394552j -0.017405+0.0106796j -0.0261879+0.00276599j -0.00737367+0.0185983j -0.037173-0.0101823j -0.0347356+0.0103449j -0.0205998+0.0125451j -0.0706364+0.00404765j 0.0197878+0.0110731j 0.349233-0.00111674j 
0.0144049-0.00963466j -0.000219161-0.00917065j 0.012185+0.00599057j 0.0128545+0.037862j -0.0243357-0.0135669j -0.044606+0.00819675j 0.0128069-0.00318273j -0.00877272-0.00508284j -0.0151269-0.0763321j -0.0142341-0.0522532j -0.0316557-0.196551j 0.0389351-0.17569j 0.0336117-0.12317j 0.0530985-0.0888702j 0.159908-0.000976235j -0.167941+0.0583454j 0.0113467+0.0662635j -0.08443-0.259063j 0.0427839-0.138187j 0.0758271+0.15364j 0.00576617+0.12945j 0.0045934-0.0816051j -0.00737234+0.10387j -0.0513294+0.0423208j -0.00196129-0.0136835j -0.0051455+0.110144j -0.0162103-0.0972814j 0.0176076+0.0756856j -0.0175606+0.023816j 0.0228448-0.0503587j 0.0118589-0.043162j 0.0120075+0.0333285j 0.0015837+0.0156754j -0.0222945-0.00617357j 0.0267505+0.0149246j 0.0292002+0.0434672j 0.00763889+0.0399545j -0.0186179+0.01526j 0.0101604-0.00991095j -0.0355823+0.0427493j -0.0142281-0.0208277j 0.00263877-0.0316132j -0.0477667-0.00242692j 0.0135487+0.0513851j -0.0310749-0.103047j 0.0482911-0.0140668j 0.0212662-0.0359412j -0.0299142+0.00467421j -0.00108707-0.0115579j -0.0283837+0.0235685j -0.0218443-0.0371794j -0.019987+0.0611449j -0.0212155-0.00839302j -0.0264402+0.000638303j 0.00703727+0.0268137j 0.0132957+0.0332748j -0.0215097+0.0138717j 0.0233748+0.0242168j -0.0192583-0.0571604j -0.036191-0.0394827j 0.0157994+0.00708187j -0.0159109-0.0024401j -0.00557447-0.011669j -0.0152339+0.00132014j -0.0054946-0.00369985j 0.00276265-0.0207879j -0.0152793-0.00349306j 0.00819274+0.00965008j -0.0160731+0.000502633j 0.0111508-0.00724282j -0.00216989+0.0206817j -0.00871525+0.0175748j 0.0107502+0.0150903j 0.0113222+0.0100155j 0.000548878-0.0125758j 0.0104041-0.00357767j 0.0272681+0.0398644j -0.00165415-0.000600627j -0.00164601+0.0087939j 0.0118261+0.0171368j -0.00686836-0.00299406j 0.000923879-0.00331863j -0.00214789+0.011119j 0.0118759-0.00971067j -0.0032642+0.0100296j 0.0402335-0.00279193j -0.0241796+0.00230798j 0.00746366-0.00680018j 0.00923805-0.00728347j 0.0203863+0.00361943j 0.00277178+0.00300131j 0.0150077-0.00200627j 
0.00163183+0.00393723j 0.0065795-0.000686153j -0.0206535-0.00898597j -0.0282069+0.0060709j 0.0185709+0.0287193j -0.00384183+0.0433325j 0.0373582-0.00264804j -0.0368215-0.0296704j 0.0106513+0.0311456j 0.00579639+0.0270979j 0.0639598+0.170413j 0.0437338-0.245924j 0.0693818-0.138428j 0.0454826+0.107775j 0.0768457-0.256228j -0.115752-0.078111j -0.0276072-0.0418604j -0.0103355+0.0215544j 0.110209+0.057067j -0.0208981-0.155125j -0.0444559+0.00531697j 0.0339907+0.0196735j -0.0410911-0.0712607j -0.0310656+0.101282j 0.0259766-0.0289229j -0.011155-0.117105j 0.0263133-0.0275373j -0.00271062+0.086897j 0.00263766+0.21913j 0.0198123+0.00438007j 0.00592567-0.0404543j 0.00392943-0.0141711j 0.020724+0.0396109j 0.00126371+0.00188584j 0.0175145-0.0102807j -0.006099-0.0265126j 0.00991142+0.0258935j -0.0186373+0.0381161j 0.025405-0.015858j -0.0449292-0.0193801j 0.0313344+0.0314219j 0.036176-0.0414055j 0.00187433+0.0504776j -0.0257116+0.0359934j 0.00873104-0.00280614j 0.0223658+0.0210746j 0.0440341-0.00641872j 0.0112447+0.0671081j -0.0114542+0.0257994j 0.0253548+0.001837j -0.00486572+0.0490801j -0.0155377-0.0211323j 0.0177765-0.0416357j -0.00810323+0.0523253j -0.0293689-0.0783836j 0.000206543-0.00408365j -0.0409273-0.026681j 0.0324695+0.0166379j 0.0262303+0.0430921j 0.000377494+0.0510804j -0.0034382+0.00273622j -0.0235004+0.0421774j 0.00704297+0.0124792j -0.0130596-0.0204037j -0.00750278-0.0245131j 0.0137723-0.013521j -0.00656203-0.0268883j -0.0029403+0.0149877j -0.0039567-0.0351768j -0.0212979+0.059875j -0.00424016-0.0122516j 0.0103721+0.0157009j -0.00599312+0.00442368j -0.00274887+0.0136655j 0.0206257+0.00348221j -0.0061636+0.016054j 0.0258254+0.00928462j 0.00202629-0.0104871j -0.00928077-0.00922553j 0.00702861-0.00115979j 2.32608e-05-0.00214282j 0.0236028+0.0105164j 0.00282363+0.00247028j 0.000671589+0.00776044j -0.0285093-0.0142753j -0.0109538-0.00793087j -0.0382423+0.00228676j -0.000342794-0.0031577j 0.00459966-0.00677383j 0.00601387-0.00508113j -0.00189396+0.00314595j 0.00608896-1.85997e-05j 
-0.011598-0.000923852j -0.00569377+0.00113396j -0.0118897-0.0200222j 0.0137581+0.00554274j 0.0296669+0.0554509j 0.0383907+0.00658418j -0.0317106-0.0132946j 0.00035915-0.0334946j -0.018437-0.0600182j 0.00121296-0.0108393j -0.0375071-0.0356531j -0.0638447-0.10661j -0.0563232-0.0040995j -0.0448628+0.0269898j -0.116357+0.105118j 0.071821-0.488119j -7.80891e-05-0.100436j 0.0245022-0.176091j -0.062428-0.0486082j 0.0114878+0.0413962j 0.0523836+0.0886387j -0.0378727-0.0112511j 0.0395597+0.0243886j 0.0395122-0.0473883j -0.035118-0.0731367j 0.00247788-0.00120461j -0.0084059-0.0414166j -0.00641588+0.00665025j 0.0230901+0.0378435j -0.00980456+0.0677934j -0.0103426-0.0302116j -0.00228857+0.0550493j 0.00358995+0.0113182j 0.01759+0.00478584j -0.0182159-0.010656j -0.0051058+0.0353448j 0.00468995+0.0137036j 0.0206269+0.0465678j -0.0112366+0.000204988j 0.0213603-0.057277j 0.0138063+0.0339004j -0.00601855+0.00141016j 0.0158934-0.0448117j -0.00187196-0.00709501j -0.00843467-0.0864452j -0.0374423+0.0230755j -0.0196174+0.0614073j 0.0251+0.045968j 0.0338144+0.0421249j 0.0260118+0.0118801j 0.00356546-0.00440943j 0.0413173+0.0542245j -0.00428576-0.0359732j 0.0295343+0.0129249j 0.00717224-0.00314259j 0.0217889+0.0746603j -0.002238-0.043285j -0.0140756+0.049397j -0.0104576+0.00421512j -3.05114e-05+0.00073321j -0.0191184-0.000262233j 0.0412776+0.0206014j -0.00285407-0.0215905j 0.00960385-0.00377054j -0.00694486-0.00813234j -0.015967-0.00339941j -0.00198662-0.0189098j 0.0105342+0.00831115j 0.00870909-0.0140602j 0.0128365+0.019481j 0.00574509-0.0118749j -0.00222519+0.0170976j 0.00513067+0.0257892j 0.00555158+0.0313478j -0.00754594+0.0185011j -0.00246433+0.00216815j -0.0294172+0.0177837j 0.00445767-0.0018058j 0.0210748-0.00894681j -0.0143324+0.0087042j 0.0314899+0.00677245j -0.00538051-0.00155999j 0.0177514+0.0117529j -0.01991-0.0148624j 0.0192175+0.00166331j -0.00148446-0.000294476j 0.0249542+0.00533412j 0.0151585-0.00728562j -0.00408681-0.010123j -0.00411162-0.00204576j 0.00503197+0.00325546j -0.00144147+0.000670415j 
0.0107184+0.0127431j 0.0152983+0.00272256j -0.00526058+0.0228585j -0.0244914+0.00251203j -0.0228542-0.0440949j -0.0506552-0.0148822j 0.0413357+0.036306j -0.00681121+0.0158126j -0.0162173+0.0193878j -0.00964034+0.0060463j 0.0542871+0.0175245j 0.1164+0.0847839j 0.132902+0.136105j 0.0148836+0.0956659j 0.194591+0.27787j -0.14254-0.196379j 0.00147974-0.101419j -0.0276221+0.0360031j 0.0777278+0.177589j 0.0218534+0.10914j -0.0593486-0.0383431j 0.045961+0.0540071j -0.0470372-0.059502j -0.0652623-0.123398j 0.0310795-0.00132288j -0.00231508-0.0374892j 0.0138192+0.0197632j -0.00746414-0.0186684j -0.0534291-0.04572j 0.0202624+0.0715365j 0.0111861+0.00733988j 0.0169275-0.000439641j 0.01087-0.0565402j -0.01487+0.0302949j 0.0335661+0.051878j 0.00987522-0.00969147j -0.0124633-0.023617j -0.034319-0.0334123j 0.023639+0.00468587j -0.0404745-0.0399837j 0.00943905-0.0549282j 0.036912+0.0335686j -0.030912-0.0361443j -0.0370977-0.03552j 0.0182031-0.00611759j 0.0423206+0.0252633j 0.0504002+0.047011j -0.0469205+0.00018088j -0.0187766+0.00489967j -0.0201733-0.0264973j -0.0154771-0.062934j -0.0452322-0.00767083j 0.0222417-0.012496j -0.0411769-0.0352956j 0.0273506+0.0119518j -0.00622985-0.0297932j -0.0246717-0.0457058j 0.0341649+0.02751j 0.022578+0.00289599j -0.0204571+0.00738439j 0.0283489+0.0320256j -0.0435761+0.0107761j -0.00184768+0.0172979j -0.0078189-0.0184801j 0.00559819-0.0191535j 0.0283783+0.000433403j -0.0113502-0.0229074j -0.00354615+0.00416373j -0.0195907-0.0206906j -0.00762111+0.0470613j -0.00393441-0.00498128j -0.00700427-0.00435865j -0.00543974-0.0156547j -0.00466428-0.00384599j 0.0149584+0.0178457j 0.0164608+0.0151229j 0.0475059-0.00258895j -0.018333-0.00823195j -0.011447+0.0087082j 0.0209522+0.00638179j -0.0279552+0.00174109j 0.0302123-0.0139217j -0.0287812-0.000558701j 0.0101964-0.000415815j -0.0222311-0.0138953j 0.00690565-0.0152566j -0.0403566+0.000131663j -0.00319611-0.0153499j 0.00487465-0.00601461j 0.0251019-0.0109231j -0.00188101+0.0043657j 0.0120738+0.00426481j 
-0.0263699+0.00433949j -0.00221136+0.00359844j -0.00370163-0.020229j -0.0208766-0.00959584j 0.0364264+0.0412121j 0.0636104-0.0152432j -0.00252029-0.00856201j -0.0593851+0.0144216j 0.0683323+0.0212779j -0.0226227-0.00971552j 0.0142803+0.0777182j -0.0248164-0.00449239j -0.0355532+0.0218188j 0.00788465-0.0069622j 0.0280982-0.00998878j -0.11824-0.0982638j -0.0352238+0.0468768j 0.00643843-0.051126j 0.0257112+0.0196027j -0.130784-0.100539j 0.0241555-0.0241622j -0.045649+0.0683259j -0.013991+0.00689791j 0.000382046-0.00654563j -0.0325737-0.0314986j 0.0134675-0.0150306j 0.0448502+0.0170254j -0.0371201-0.00744794j 0.0239869-0.00649835j 0.0314093+0.0400207j 0.0307264+0.0109149j -0.00600977+0.0203444j 0.0646234+0.0236574j -0.0060781+0.0174744j -0.0105415-0.0273112j 0.0152846-0.0220585j 0.0198059-0.00767908j 0.0491302+0.0306528j 0.0478163+0.00446896j -0.019124-0.022865j -0.0219357+0.0383688j -0.00271923+0.00719286j -0.0480594+0.0137846j 0.0488953+0.00208426j -0.00141112+0.00603094j -0.00511776-0.00270689j 0.0327799+0.025194j 0.0354883-0.000935061j -0.0344659+0.010276j -0.046574+0.029738j 0.0212565+0.0259174j -0.020167+0.00332908j -0.0188561+1.38478e-05j -0.0215381+0.0281259j -0.0385743-0.0160507j 0.00213471+0.0300747j 0.0177997+0.000772886j 0.00342042-0.0142956j 0.00894784+0.0279514j 0.0158576+0.00382689j -0.0214063-0.00908155j -0.029603-0.0267992j -0.0171508-0.0147552j 0.00392012+0.00384792j 0.0287802+0.00836175j -0.00135734+0.0143182j 0.0299473+0.00555134j -0.00942463-0.00688618j 0.00735796+0.00684141j 0.00178135-0.00903797j -0.0269166-0.00987985j 0.0197136-0.00534708j 0.00882028+0.0114617j 0.00238382+0.0112426j 0.00822115-0.00232367j 0.0023177-0.0118404j 0.0159964-0.0138446j 0.022905-0.00318265j -0.00528541-0.0148917j 0.00165819-0.0122982j 0.0167892-0.000348147j 0.0178839+0.000990743j 0.00454308+0.00139152j -0.00156368-0.00115414j -0.00602408+0.0105976j -0.0448662+0.00350501j 0.00140996+0.00249437j -0.00935245+0.00899792j -0.0172611+0.00113304j -0.0323443+0.00416068j 0.00343692-0.00233791j -0.0341478-0.00069975j 
-0.00758493-0.00117578j 0.00281976+0.0138894j 0.00731915+0.0107966j 0.000551855+0.0409713j 0.0175869-0.0199394j 0.0307344-0.0015315j -0.0246202+0.0104694j 0.00566596-0.0567125j 0.0265055-0.22596j 0.0170958+0.0511364j -0.0395105-0.00846214j 0.00952264-0.031615j -0.0209795+0.138412j -0.0620632+0.0113199j -0.0531417-0.134629j 0.0486415+0.117746j -0.0216441-0.155995j 0.116608+0.157434j 0.0474884+0.101608j -0.00014095+0.187786j 0.0140201+0.0159156j -0.0416858-0.082869j 0.0302687+0.0812836j 0.0330325-0.0262176j -0.0259201-0.00184316j -0.0141414-0.0772625j 0.0148185-0.158545j -0.00312659-0.030824j 0.0238288+0.0584911j -0.00945355-0.0391292j 0.0379855-0.0422498j 0.0123164-0.0766452j -0.00329977-0.0210635j 0.0119539-0.0160029j -0.0111664+0.0610064j 0.00226097+0.0767714j -0.0111485+0.0246244j 0.0301373+0.0375512j 0.00138585-0.0367274j 0.0146002-0.0280148j -0.00601017-0.0346642j 0.00981195-0.00943108j -0.00395719+0.00109611j -0.0198551+0.016613j 0.010544-0.0464581j -0.018138-0.0045136j 0.013856-0.0123877j 0.0020713+0.0553449j 0.0215355+0.0326525j 0.0012656+0.0199986j -0.00544643-0.0995256j 0.0457859+0.0386814j 0.0103197-0.00786086j -0.0196984-0.00783624j 0.0338115-0.00583672j -0.0242243-0.0301321j -0.000336338-0.106119j 0.020054+0.0704857j 0.00841189-0.0613708j 0.00665717+0.0183813j -0.013221+0.0616617j 0.0102651+0.0865366j -0.00657574-0.0145385j -0.0122429-0.0253739j -0.0213319-0.0737206j -0.0268818-0.046897j -0.0180889-0.0437999j 0.00714996+0.0266334j 0.00690308-0.0585502j 0.0179502+0.120717j 0.0109398+0.0341177j -0.00878491+0.0193246j -0.00251852-0.0249321j -0.00403511-0.0158616j -0.00421444+0.0173956j 0.0110205+0.00729753j -0.0133839+0.0469637j 0.0127915-0.0265395j 0.0411314+0.0198653j -0.0119531+0.0401246j 0.0139803-0.0120721j 0.0263158-0.0259225j -0.0128129+0.00524427j -0.0202181-0.00241256j 0.0201167-0.0392625j -0.000635516-0.0326411j 0.0119265+0.00706872j 0.0116662-0.0366518j 0.0114905-0.0226677j 0.0314404-0.0119126j 0.0184156+0.0140854j 0.0135119+0.00383417j 
-0.00115963-0.0110856j 0.00529212+0.00982892j 0.000680836+0.0214001j -0.00639699-0.00757412j -0.00205135+0.00275706j 0.00950534-0.00534442j -0.0304587+0.0602463j 0.0505604-0.0992651j -0.052871+0.135235j -0.0571165+0.0927229j 0.0963285-0.244458j -0.0755282+0.127077j -0.00725461-0.0801145j -0.130765+0.351707j 0.0401436-0.119804j 0.0115662+0.0259456j 0.0228856-0.11218j 0.0237081-0.121657j 0.0122265+0.0041064j -0.0134406-0.0115997j -0.0382385+0.0587291j 0.0401045-0.101442j 0.00355579-0.0128732j 0.0495042-0.0948858j -0.0182119+0.0251614j -0.00606742+0.0181329j -0.0232059+0.174645j -0.00639141+0.0455859j 0.00733602+0.0559928j -0.0118408-0.0593407j -0.0174103+0.0308037j -0.00054703-0.0229964j -0.0337425+0.0406566j -0.00262505+0.00596751j 0.0267028+0.0698257j 0.00102418+0.0689853j 0.00275604+0.0209025j 0.016866-0.0112699j -0.0383692+0.0367095j 0.006721+0.0218346j -0.001249-0.0364027j 0.00369957-0.00300553j 0.03524-0.0368119j -0.0140891+0.0063781j -0.0276174+0.0368384j -0.00856794+0.00775319j 0.00568564-0.0087841j -0.000997237+0.0194214j 0.00960265-0.0278196j -0.0152989+0.00737323j 0.0251854-0.0361194j 0.000481621-0.00458247j 0.00564365-0.0506037j 0.0186136-0.0193736j 0.0222983-0.0957977j -0.0159728+0.0307449j -0.00219336+0.0105706j 0.00671085-0.0594142j -0.0114942-0.0307365j 0.0116653+0.0315016j 0.00485467+0.0210337j -0.00105357-0.0287468j -0.00359592-0.050379j -0.0128762-0.015653j -0.000365737-0.020966j -0.00948578-0.0180634j -0.0049751-0.00492027j 0.00608733-0.00734483j 0.00705601+0.0064469j -0.0124848-0.00782072j 0.00958357+0.00710167j 0.00333332-0.0055336j -0.00372063+0.0221317j -0.0072627+0.0238476j -0.0103165-0.0226562j -0.0133564+0.0098276j -0.00506813+0.0117475j -0.0195513-0.0315346j -0.000957028-0.0114981j -0.002288+0.0137214j -0.00905026-0.0122287j -0.0050535-0.00766642j -0.00179844-0.00338975j -0.00544892+0.00411112j 0.00818466+0.00302955j -0.00792571-0.0311238j 0.00424841+0.0018407j -0.0203051+0.0156959j -0.00479561-0.0119159j 0.000439828+0.00941481j 0.00508874+0.00432394j -0.00853209-0.00226754j 
-0.0121481+0.00370604j -0.00902742+0.00623923j -0.0145481+0.0346695j 0.0106423+0.00192423j 0.0140285-0.065845j -0.0284018+0.0349026j -0.00488617+0.043393j -0.0785105+0.0455514j -0.0330416+0.0989854j 0.118893-0.0602596j -0.0801338-0.0216508j 0.126734-0.0710832j 0.100004-0.17246j 0.147588+0.119581j -0.229091+0.20267j 0.0179307+0.0891548j -0.0660536-0.0806343j 0.0791553+0.00917264j 0.0271175-0.0368832j 0.0133683+0.0158735j 0.0888011-0.0256378j -0.0677105-0.0415458j -0.00588763-0.0742417j -0.0861637+0.0190666j 0.0251354+0.00944279j -0.00974359+0.0487481j 0.000214567+0.0199191j -0.0263718+0.0687409j 0.0134524+0.0692681j 0.00129576+0.0104059j -0.0189603-0.0104559j -0.00353558+0.0138074j 0.0299213-0.0940011j 0.0496586+0.00411332j -0.00142665+0.0658357j -0.0257521+0.00102975j 0.0417473-0.0548461j 0.0256801-0.0241168j 0.0378505+0.035819j -0.00288261+0.0135824j 0.0263862-0.0876473j -0.005886-0.0164547j -0.0279077-0.00317415j 0.013717+0.0286859j 0.0508247+0.0114369j 0.0202593+0.0215861j -0.0250332-0.0110583j 0.0267975+0.0249739j 0.0231951+0.0184428j 0.0577504-0.0812083j -0.0489356-0.0245042j 0.0614768-0.0812899j -0.00354091-0.0187699j -0.0114859-0.00750248j -0.0193772-0.0751867j 0.0723964-0.0404262j -0.00394403+0.0706479j 0.00788015+0.0229251j 0.0119035-0.0325189j -0.0273789+0.0501278j -0.0159521-0.0513729j 0.0500041+0.0374743j 0.00740932-0.0724855j 0.0128499-0.00789998j -0.0190817-0.00682729j -0.0249274-0.0262185j -0.0246969+0.00991853j 0.00366002-0.00231487j 0.000300599-0.00595261j 0.00510708+0.011493j 0.0142875+0.00105131j 0.00228304+0.033698j -0.0141423-0.0216153j 0.00709267-0.00210288j 0.0180945+0.010014j 0.000537251+0.00139636j -0.0277777+0.0121647j 0.000866796-0.0476492j 0.0103346-0.0236031j -0.00742794+0.0277316j 0.0309996-0.00794075j -0.00256117-0.0195457j 0.0158645+0.00586871j -0.00987229+0.0308211j 0.0121973+0.00900124j 0.00809587-0.040642j 0.0139471+0.00558009j 0.044754+0.0285375j 0.00877952-0.0115278j -0.0134813+0.0151398j -0.00268538+0.00287365j 0.0192382-0.0027852j 
0.0193294-0.00286969j -0.0113221+0.0199055j -0.0267522+0.0310195j -0.00172277-0.0183397j 0.0294585-0.0768551j 0.0313018+0.0813571j -0.0267491+0.0393429j 0.113157+0.0135548j 0.0100431-0.0318905j -0.0809107-0.118658j 0.102409+0.134391j -0.137972-0.121732j -0.0561655-0.149275j -0.187963-0.0924535j 0.149067+0.228506j 0.040547+0.075474j 0.0653264-0.0723866j -0.00345479+0.0110558j 0.00691393-0.00732381j -0.00658558+0.00142854j -0.0465022-0.0209034j 0.0645596-0.0310257j 0.0635522-0.106503j 0.114179+0.0828216j -0.0567822-0.0154109j -0.0563129+0.0459427j -0.0311794-0.0819777j 0.00557629+0.0341661j 0.00341649+0.0221095j -0.0116956+0.0528862j -0.013537-0.00663894j 0.0179757-0.0148069j -0.0894892-0.0251888j -0.00439979-0.0051547j 0.00939322+0.0113107j 0.0130135-0.0431505j -0.0314606-0.0447026j 0.0143768-0.00478321j -0.07665+0.0419941j -0.010012+0.00822715j -0.0220402-0.0602068j 0.00603069-0.0203165j 0.0443987+0.0233169j -0.0363539+0.0376501j -0.0476265-0.0171253j -0.0167485+0.0231361j 0.0284435+0.00021249j -0.01645+0.02186j 0.0367152+0.0184654j -0.0670485-0.0447704j 0.0990545-0.0173771j -0.0102504-0.0573208j 0.047857-0.0206499j 0.0526369-0.011659j 0.0570158-0.0591665j -0.017992-0.0454079j -0.00548273+0.0499848j 0.0615162+0.0144499j -0.0102681-0.0114956j 0.0273121+0.0500751j 0.00908067-0.0286493j -0.00554921+0.0336058j -0.00366061-0.0457001j -0.0119697-0.0058021j -0.011774-0.00836126j 0.00105839-0.0151319j 0.00840769+0.0208514j 0.01258+0.00339774j 0.0148496-0.000812902j -0.0190329+0.00204326j 0.00858092+0.00639952j 0.00823642+0.0246387j 0.0196525-0.0232419j -0.000587387-0.0162428j -0.0300886+0.00138679j -0.0258311-0.00204371j 0.00200411+0.0153908j -0.0254242-0.0235158j -0.0102764-0.003653j -0.00179566+0.0171926j -0.0294575+0.00061943j 0.000536182-0.00914998j -0.00940607+0.000210113j -0.0276046+0.0176367j 0.0323864-0.00450893j -0.0389973-0.0279138j 0.0347307+0.00612853j -0.0707744+0.0127769j -0.00757917-0.00415125j 0.0159352+0.00784951j 0.00672447+0.000840872j -0.0110677-0.000723384j 
0.0081041+0.0195863j -0.00656578-0.00355172j -0.0502196+0.00338477j 0.0187155-0.0366772j 0.0437602+0.0489938j -0.0355638-0.0677006j -0.0528853-0.0662186j 0.041521+0.0953823j -0.113773+0.0879068j -0.0105122+0.0122986j 0.16449-0.0774881j 0.012297+0.0472841j 0.169376-0.14652j -0.139605-0.120292j -0.0926034-0.0619024j 0.003916-0.0876322j 0.0427374+0.174353j 0.0480279+0.10343j 0.0293239+0.0301077j 0.00509049+0.0236157j 0.00894482-0.00238255j 0.0486632+0.0250074j 0.0389531+0.0618983j -0.0119158+0.0291679j -0.0319502-0.00855295j -0.0281067-0.00323159j -0.051437+0.0835139j -0.0149341+0.0225576j -0.0295027+0.0411852j -0.022172-0.0480261j -0.0343536+0.0320626j 0.0252861+0.0935941j -0.00917954-0.0722801j 0.0436563+0.0134682j 0.0338349-0.0324611j -0.0316009-0.0544362j 0.0481583+0.0502972j 0.00390299+0.0110683j -0.0616633-0.0363087j -0.00938412+0.0151487j 0.0658098+0.0542617j 0.0232908+0.0113461j 0.0431332+0.0178956j -0.043521-0.0611086j -0.00310106-0.00495794j -0.00883917+0.0116606j 0.00227959-0.0252041j -0.0277883+0.0270597j 0.0255873-0.000652797j 0.0322131-0.011284j 0.0392404-0.00281245j 0.0383206+0.0248283j 0.0414132+0.0224381j 0.0660054-0.0189506j 0.084457+0.0895023j 0.0859565-0.0593475j -0.0356844-0.0696192j 0.0391773+0.0459088j -0.0155268+0.0205134j -0.025879-0.024022j 0.0264783+0.0337582j 0.0425597+0.0466829j 0.0171701+0.0868855j 0.0257129-0.00811922j -0.00883356-0.0263447j -0.0109283-0.00248622j -0.023827-0.0737106j 0.0327599+0.0461059j -0.000134568-0.0369204j -0.0343419+0.0521985j 0.0167204-0.00814427j -0.0033507-0.0150271j -0.0114141-0.00645166j -0.00945938-0.00649791j -0.0123051+0.0261216j 0.00915618+0.0349903j -0.021506+0.00613574j -0.0273669+0.0446008j 0.0201556+0.0323087j 0.00378577-0.00143629j 0.0311375+0.00576686j -0.00151074+0.0158573j -0.0109723-0.00969901j -0.0371819-0.0160389j 0.0148528-0.0320134j 0.00229634+0.0273344j -0.00962315-0.00249138j 0.00500302-0.0474676j -0.0291577+0.0047014j 0.0429012-0.0285258j -0.011718+0.00287848j 0.0309394+0.00850371j 
