0.0606867+0.145287j -0.190189-0.119708j -0.080895-0.188014j 0.0250144-0.26048j 0.0555346+0.0171613j -0.0847716-0.130997j 0.0442505-0.0708109j 0.09007+0.0402267j -0.182505+0.00771214j 0.207482+0.164666j 0.156197-0.199365j 0.0544551-0.0333746j -0.0928042-0.198124j 0.27915+0.0631864j 0.0626477-0.0201152j -0.0450799-0.00965957j 0.0623762+0.105607j -0.00500795+0.0449106j 0.00726473-0.0499463j 0.033507-0.0373908j 0.00729885+0.0368533j -0.0521142+0.0057061j -0.0179547+0.0134651j -0.00709016+0.0190874j -0.0220873-0.0297386j -0.0165594+0.0294486j -0.0447826-0.0196909j 0.0249698-0.0425408j 0.0336725-0.00293245j 0.00785435-0.00583212j -0.092312-0.00837243j -0.0099834-0.0202455j -0.00371378+0.0723581j -0.0607825-0.0228026j -0.0121223-0.0339836j 0.0448889+0.0136161j -0.0369199-0.0431913j -0.0104994+0.0121005j -0.0287583-0.0213812j -0.0285528-0.0282675j 0.00878614-0.00323007j -0.00137795+0.00427187j -0.0103497+0.020328j -0.0115126+0.020905j 0.0221826-0.00801936j 0.0115769-0.0141576j -0.00590174-0.00456723j 0.00438276+0.0110012j 0.0110217-0.00644429j 0.0147533-0.00310471j 0.0425549-0.00120053j 0.00107727-0.00444969j -0.00150033-0.00245261j 0.00916434+0.00395448j 0.017075-0.00552019j -0.00165816-0.0115303j -0.0201952-0.00282184j -0.0210265-0.00263455j 0.0162958+4.33186e-05j 0.0220999+0.00427034j 0.00693762+0.00213615j -0.000548289-0.00325706j -0.0216693-0.00340314j 0.00991923-0.00746794j 0.011249-0.010486j -0.0159314-0.0101142j -0.00598139-0.00285576j 0.0176866+0.0102744j -0.00367381-0.00153137j -0.00455421+0.0159356j 0.025247-0.00498191j -0.00704156-0.0197843j -0.0118692-0.00644618j 0.00103817+0.0154195j 0.0409153+0.0222648j 0.0050406-0.000900487j -0.00503216+0.0278934j -0.00357479+0.0374475j -0.010179-0.0170694j -0.0164268+0.0132178j 0.0268654-0.0157059j 0.00401862-0.0163046j -0.0276219+0.0187473j 0.0286711+0.0112264j -0.00873477+0.00315751j 0.0218053-0.0164663j 0.01635+0.0551867j 0.0643238+0.00559597j 0.00399122+0.0106339j -0.0130136+0.0318272j -0.000801628-0.017306j 0.00532407+0.00260802j 0.0595063+0.0477834j -0.0161344-0.000775911j -0.0521492-0.0661855j 
0.00412602-0.00594093j -0.0028537+0.00142358j 0.00414674-0.0104902j 0.00676244-0.00131167j -0.00313792-0.00666118j 0.00180036-0.00172749j 0.00738986-0.00444381j 0.00156227+0.00139106j -0.000539157-0.000419894j -0.00132988-0.00171938j 0.0032513-0.0031202j -0.0154423+0.00807843j 0.0100148+0.0117683j 0.0041644-0.0130001j 0.00723859-0.00392508j -0.00481417-0.00506308j 0.00772526+0.0112307j 0.00161982-0.0149521j 0.00345327-0.00049168j -0.000836181-0.00492443j -0.00637162+0.00228256j -0.00314279+0.0031566j -0.00360082-0.000299369j 0.00252813+0.00148035j 0.00169942+0.00625947j 0.00223995+0.0016081j -0.000276099-0.00347168j -0.00329659+0.0028397j -0.00979267-0.0113538j -0.000742652+0.00263698j -0.00988374-0.00278861j -0.00349352-0.00227934j -0.00252097-0.00329669j 0.00142252+0.012786j -0.0203289+0.0073372j -0.00281966-0.00324491j 0.00210453+0.0105105j -0.00698281-0.00498813j 0.0087236-0.00117431j 0.000651856-0.00599837j 0.00116765-0.00066823j 0.00316671-0.0114295j 0.00153219-0.00747199j 0.00586977-0.00393923j -0.00344263-0.00379215j 0.00718065-0.000416893j -0.00876848+0.00566164j 0.0029953-0.000680162j 0.00906715-0.00712603j 0.00796264-0.00264051j 0.00590506+0.00180949j -0.00382505-0.00369921j -0.00894189+0.00623559j 0.00356727-0.00612002j -0.00183686+0.00424238j 0.00645319+0.0152275j 0.00102437+0.00382875j -0.00234553-0.0169879j 0.00138598-2.42609e-05j 0.00244226-0.00412707j -0.000524363-0.00655216j 0.0126518+0.0096585j -0.00131627-0.00242057j -0.00129465+0.00108282j 0.00475157+0.00532266j 0.00541409-0.00453157j 0.00130201-0.00433482j 0.00628966-0.0157637j 0.00590138-0.0105315j 0.00180678+0.00251756j -0.0141463+0.00535786j 0.0107988-0.0071781j 0.00199251+0.00484033j 0.00344999+0.0086987j -0.00247115-0.0117056j 0.00144965-0.00159674j -0.00906918+0.0120476j -0.00252489+0.0134306j 0.0089285+0.00594159j -0.00768115-0.0106893j -0.00423432-0.0142751j -0.0165137+0.00689747j -0.00410108-0.000791208j 0.00632904-0.0163447j 0.00162708-0.00311551j 0.000297428+0.0130903j 0.00874613+0.000298873j 0.00330175-0.00257583j -0.00823161-0.00205686j -0.00211519-0.00248025j 0.00132303-0.0120583j 0.00181276+0.00187689j -0.00343415+0.0118698j -0.00629471+0.00353513j -0.000468981+0.0123723j 
-0.00711873-0.000124481j -0.00384429-0.00479322j -0.00431314+0.00239899j -0.00273703+0.00165163j 0.000296656+0.00234405j -0.00227628-0.00397257j 0.000349164+0.00229159j 0.00308571-0.00126856j -0.00246186+0.0032749j -0.00317783+0.00606285j -0.0059757+0.00122075j 0.00440646+0.00361291j -0.00137201+0.000305296j -0.000398144+0.00902405j -0.00965689-0.00324831j 0.0157079+0.000282122j 0.00141299-0.0121266j -0.00275312+0.0111047j -0.00449897+0.000978603j -0.00155973+0.00868573j 0.00362313-0.00710113j -0.00469287-0.00328013j 0.00520514+0.000660883j 0.00633559-0.00183089j -0.0228504-0.00370994j 0.00191077-0.0134738j -0.00334619+0.00461481j 0.0128343-0.0197237j 0.00951892+0.00101721j 0.00880404+0.00476819j 0.0210015+0.00478206j -0.00210348-0.0122195j -0.000499476+0.00514776j -0.0101215-0.0010407j -0.0103869-0.0157821j -0.0106148+0.0133174j 0.0164306+0.0110307j 0.00192689+0.0154691j -0.012676+0.011387j -0.00361204-0.01141j 0.00186912-0.0106479j -0.00301154+0.0219565j 0.00415943+0.0127447j -0.00988027+0.00562823j -0.0138162+0.0214551j 0.00640985+0.000701697j 0.000938394-0.00318172j -0.00331582-0.00838185j -0.0147074+0.0051006j -0.00546813-0.00345365j 0.00861972+0.00532752j -0.00065633+0.00103275j 0.0212014-0.0169413j -0.00288308+0.00696809j 0.019433+0.00491105j -0.00613995-0.0179542j 0.0017838-0.000428457j -0.0137989+0.0212725j 0.00347906-0.00848545j -0.00892511+0.0090771j -0.00356242+0.00251081j -0.00675793-0.0151947j -0.0105988+0.0168861j -0.0133821+0.00254702j -0.00696951-0.0149553j -0.00665232-0.0127551j 0.00415921+0.00883141j 0.0188891-0.00320302j 0.00330522+0.0276778j 0.00157035+0.00278221j 0.034525-0.00139631j -0.0202626+0.0131048j 0.0030444+0.0154839j 0.0173725-0.018562j -0.00939747+0.0126887j 0.00730479-0.00100025j 0.00629143-0.0111495j -0.00173567+0.012836j -0.0233728-0.0172314j -0.0104671+0.0168614j 0.0245667+0.0174591j 0.0286187-0.0027883j 0.00485697-0.0135652j -0.0160646+0.0265733j -0.0238351+0.00189087j -0.0113495-0.0116189j -0.0213786-0.0140298j -0.0018813+0.0137693j 0.0208519-0.000146128j -0.000498623-0.0150456j 0.0162148-0.00053389j -0.0114753-0.0186684j 0.0212152-0.0249704j 0.0159531-0.00175473j 0.000946393-0.0178584j 
0.000815538-0.00482844j 0.00911747+0.0120594j 0.0043519+0.000477433j 0.00637817-0.00144976j -0.00363092-0.00384521j -0.00695645+0.00106255j 0.00132282-0.00161038j -0.00305339-9.20061e-05j 0.000674741+0.0040871j 0.00452083-0.00716453j -0.00265952+0.00215719j 0.00160538-0.00592251j 0.0113439-0.00331993j -0.00384823+0.004488j 0.00364121+0.0020541j 0.0149122+0.0198099j 0.0116023+0.0144725j 0.0147961-0.0034697j 0.000139506+0.0129889j 0.00781983-0.00627009j -0.00748972-0.0129769j 0.00727972+0.0112981j 0.00495759+0.000620517j 0.0131614+0.00140496j -0.004385-0.00736486j 0.00347444+0.0103604j -0.00980362-0.0102418j 0.00591245-0.00394604j -0.00750516-0.0143434j 0.00417604+0.00837699j 0.00326613+0.00503366j -0.00953062-0.00503672j -0.0141619-0.00465371j 0.00374302-0.0138495j 0.00925632+0.00526457j 0.0119914-0.0257984j -0.00966072-0.00455146j -0.00566322-0.000694657j 0.00500953-0.0324879j -0.00689231-0.00867253j -0.000297902-0.00593463j 0.00827044-0.0319274j 0.0232305+0.0059055j -0.0200733-0.00961501j -0.0112214-0.00490221j -0.0365586+0.0150173j -0.0105671-0.00538641j -0.00650406+0.013461j 0.00113983-0.000459361j -0.0321039-0.00602984j -0.00616755+0.0196569j -0.0364188+0.0118149j 0.000641202+0.00535703j 0.0173362+0.011573j 0.0214352-0.00769435j -0.0197838-0.0257976j 0.00347415-0.0177703j -0.00869193+0.00362444j 0.0163904-0.0131303j 0.0309365+0.011598j -0.000957248-0.00730831j 0.00631037+0.00185243j 0.00173784+0.0402626j 0.00982287+0.0223132j 0.00313685-0.0238215j -0.00282293-0.0226699j -0.0116849+0.0119873j -0.000381244+0.0277556j 0.00448758+0.019316j -0.0171023+0.0111207j 0.00713816+0.0179269j -0.0239506+0.0111445j -0.0315836+0.0127113j 0.00225953+0.0134412j -0.0199976+0.034732j -0.00597233+0.0492545j 0.00913282-0.00116445j 0.0269073-6.80586e-05j -0.000603808+0.0251926j 0.00230589+0.0500262j -0.0165156+0.0314348j 0.00290717-0.0266011j 0.00595799+0.00284053j -0.00146875+0.00052599j 0.00944931-0.00369473j -0.00373523+0.0186334j -0.00502341+0.00114133j 0.013361+0.0220902j -0.00766596-0.0137266j 0.0111106+0.0234745j -0.0219206-0.00252708j -0.0433278+0.018709j -0.0244266-0.0238521j -0.0142967-0.00786205j 0.00931632+0.00535461j 
-0.00322721-0.00262471j -0.0052508-0.00381774j 0.000742037+0.00432299j -0.001702+0.000793496j -6.73004e-05-0.00530246j 0.000501139+0.0025334j -0.00137304-0.00119442j 0.00675798+0.0074703j -0.00135941+0.00127971j -0.00858507+0.00126869j -0.00393558+0.00802544j 0.00042642+0.00305083j -0.000705465-0.00941517j 0.00147427+0.00227725j -0.0157394+0.00449846j -0.0103759+0.00835059j 0.00992196-0.00251538j 0.0100815+0.0195755j 0.00255859+0.00898079j 0.00153164+0.0133085j 0.0138262-0.00822741j -0.000539341-0.00134104j -0.0037419-0.000347929j -0.00286973-0.0020192j -0.00668022-0.0045505j 0.00315599-0.0114779j -0.00545312+0.000572656j -0.00427314-0.00534362j 0.00849749+0.00369186j 0.0117857-0.00722071j 0.00945549-0.00420562j -0.0123959+0.0102964j -0.00116376+0.00395959j -0.0109256-0.0126139j 0.00780452+0.00356069j 0.00416835-0.00714328j -0.00860901-0.00734573j -0.0105617+0.00882528j -0.00033538-0.0215277j -0.0187131+0.0175087j 0.00582546+0.0125212j 0.00768892+0.000296281j 0.00979418+0.00166869j -0.00377136-0.0166725j 0.0348285-0.0109612j -0.0193335+0.0109293j 0.0117366-0.00871769j -0.00701664+0.00269648j -0.00439799-0.00823975j -0.00198782-0.00125474j 0.00974728+0.00735868j 0.00457353-0.00100161j -0.00350218+0.00218115j 0.00836901-0.000126274j 0.0186149-0.0113572j -0.0275982+0.00190766j -0.000342044-0.000768223j -0.0112086-0.00144026j 0.00417697-0.00256124j 0.0202231-0.000239775j -0.0207553+0.0171188j -0.0127341-0.0179331j -0.00466462-0.0159891j 0.00130048-0.00833382j 0.0159081+0.016851j -2.62784e-05+0.0106032j -0.0173829+0.0164654j 0.000431923+0.00222308j -0.00692339+0.0142759j 0.0166481+0.00196572j 0.00935774-0.00440433j 0.021151+0.0107762j 0.0162082+0.00355636j 0.00147565-0.0256604j 0.00588009+0.0444181j 0.0102128-0.00511872j 0.010529-0.0292399j -0.00787064+0.0400153j 0.024805+0.0525125j -0.00731059+0.00168815j -0.0150412-0.0201865j -0.0154319-0.00663197j 0.00730721+0.0448776j 0.040683-0.0360837j 0.00520628-0.000782409j 0.0202042-0.0031519j 0.0261839+0.0224857j 0.0123049+0.0118832j 0.00409257-0.00510735j 0.00338589+0.00940383j -0.018233+0.00507707j 0.0162354+0.00371823j -0.0120046+0.013659j -0.0139195+0.0116349j 0.0111028+0.00801972j 
-0.00415109+0.00803016j -0.00695783-0.00875751j -0.00146282+0.012147j 0.00098219+0.0047026j -0.0020408+0.00368558j -0.00665884-0.00107604j -0.00376199+0.00320753j -0.00224878-0.00489435j 0.00154945-9.40646e-05j 0.00863515-0.00117288j -0.00142468-0.00742786j 0.0080391-0.00962506j 0.00047484+0.000243599j 0.00307893+0.00152286j 0.00106501-0.00110448j 0.0142349-0.00912565j -0.0126932-0.0174686j -0.0135193+0.026985j -0.00774893-0.00800195j 0.00336451-0.0024598j 0.00824954+0.00168937j 0.0176816-0.00908827j 0.0059957-0.00174148j -0.00717254-0.00150443j 0.0136808-0.0082462j 0.000137506+0.00552911j 0.00591934+0.00467715j -0.00811428+0.0168759j 0.00776124-0.00189097j -0.00624565-0.0129104j -0.00149902+0.0025061j -0.00451176+0.0190649j -0.0121788+0.0113417j -0.0130806-0.0117119j 0.0129865+0.00861843j -0.000295286-0.0112891j -0.0133123-0.0010569j 0.00562693+0.000629276j 0.00558659-0.00680583j 0.00186098+0.00272857j 0.00181771-0.0203598j 0.00644362+0.00804527j -0.00133108+0.010813j -0.0127612+0.0107103j -0.00297554+0.0120249j -0.00611724-0.00453791j 0.00899167+0.00642746j -0.00677034+0.00663768j -0.00756716+0.00354725j 0.00158783+0.0086471j -0.00731907+0.00260131j 0.00183011-0.0124452j -0.0118987+0.0122163j 0.00394099+0.0074923j -0.0304167-0.00654143j 0.0157865-0.0178419j -0.00227855+0.00508167j 0.00650873+0.0319622j -0.0138826-0.011365j -0.00832059+0.0218444j 0.00593562+0.00285986j -0.0160631-0.00674939j 0.00149304+0.00300482j 0.0255239+0.00162888j -0.010139+0.0103058j 0.000203023+0.00666114j 0.00650636-0.00208827j -0.0309203+0.00794402j 0.00357356+0.00274465j -5.64599e-06-0.0161917j 0.00821864-0.0111305j -0.0379995-0.0150533j -0.0200871+0.00186732j 0.0231858-0.00125352j -0.0108396-0.025749j 0.0131767-0.0160613j 0.00736695+0.00978589j 0.00109217-0.0452292j -0.0170467+0.0144407j 0.0146292-0.00679731j -0.00541724+0.00829961j 0.00899871-0.00995028j 0.0139225-0.0134473j -0.00711208+0.0102298j 0.0110364-0.0260173j 0.0168392+0.00563808j -0.0161243+0.00241604j -0.0148804-0.000334099j 0.0136515-0.00476746j 0.00752769-0.00350187j 0.000760544+0.00824268j 0.00605437-0.00641032j 0.00870968-0.0175093j -0.000228102-0.00292573j -0.00422969-0.00586113j 
-0.00531753+0.00879645j 0.00535078-0.00622272j -0.00423201+0.0014947j 0.00592074-0.00408522j 0.000738839+0.00758649j -0.0034871+0.00137751j -0.000494562+0.00408479j -0.000398403-0.0036326j 0.00750485+0.0030451j 0.00460637+0.0106769j -0.000889106+0.0074272j -0.00287915-0.0128307j -0.00579712-0.00197892j -0.00486264+0.00116814j 0.00479235-0.00499397j 0.0087384-0.00541605j 0.0179096-0.0124185j -0.0162365-0.00105344j 0.0208716+0.000981259j 0.00960071-0.00376535j -0.00852729-0.00199528j -0.0094355+0.000901076j -0.013624-0.00881308j 5.27357e-05-0.00660504j -0.000700094+0.00909863j -0.0025293-0.0136512j -0.0160226+0.00790128j 0.00196622-0.00880254j -0.00422235-0.0249631j 0.00969774+0.00258162j 0.0109572-0.000957356j 0.00396463+0.00708853j 0.00376261+0.012139j -0.00117643-0.00186498j 0.0114381+0.0175405j -0.0138008+0.00332694j -0.00973043+0.00310687j -0.00441442-0.00673745j -0.00529626+0.0146898j 0.00283756+0.00458476j -0.00329232+0.00342428j -0.0137227-0.00828286j -0.00609369-0.00721787j 0.0191985+0.00814404j -0.00531732+0.00905011j 0.0389118-0.00296291j 0.00440079+0.00592835j 0.00933256+0.0231339j 0.00157287+0.00856483j 0.0178878-0.00324888j -0.0115795-0.00421618j 0.00141432+0.0183945j 0.0117992-0.0100173j -0.00457648-0.0189192j 0.0270815+0.0110737j -0.00285076+0.0143434j 0.00897279+0.0144719j -0.0292642-0.0147619j 0.0141638-0.00779461j 0.0171-0.0358311j 0.0077464+0.000700241j 0.0286557+0.0117259j 0.0170468-0.020922j -0.02372-0.00702566j -0.00546324+0.00467329j -0.00471897-0.0111716j -0.00912575+0.00432422j 0.00572598+0.0234444j 0.00418526-0.0159967j 0.00743394-0.00590265j -0.0126988-0.00620015j 0.0277679+0.0191397j 0.0247237+0.00892983j 0.009681+0.0145618j -0.00407629+0.00813085j -0.0262328+0.00922287j -0.00916198+0.0322613j -0.0208725+0.0431459j -0.013251-0.0289178j -0.00246256-0.00101753j 0.00525908-0.00264301j -0.000409835+0.0293306j -0.00276717-0.0143582j -0.00898807+0.00290951j 0.0235052-0.0152611j 0.00358922+0.00755229j -0.0171205-0.00295523j 0.0189053-0.00118968j -0.00790366+0.00313224j -4.56127e-05-0.00475766j 0.0108118+0.00953258j -0.00802201-0.028708j 0.0250662+0.00939196j 0.0125987+0.00937347j 0.0161517-0.0105427j 
-0.00285758-0.00265758j 0.00387677+0.0032425j 0.0103001+0.00418262j 0.0118948+0.00834361j -0.00502188-0.0110016j -0.00675853-0.00360626j 0.00572706-0.0111684j -0.00589057+0.00237754j -0.00113655+0.0132263j 0.00924974-0.00275559j 0.00248267+0.00159117j -0.000865693+0.000286009j 0.0138788+0.0133134j 0.000357066-0.00197899j -0.0166194-0.00366371j 0.00655433-0.015343j 0.00299259-0.00549578j -0.00956861+0.00648575j -0.00165914-0.000235292j -0.00179007-0.00609954j 0.000410374-0.00201896j 0.0119726+0.00271062j 0.00137002+0.000578981j 0.00482826-0.00378526j -0.00783057-0.00590506j 0.00419292-0.00433869j -0.00600466-0.00251581j -0.00372906-0.0120965j 0.00249142-0.000698747j 0.013213-0.00443511j 0.0128542-0.00666606j -0.00595999+0.0166495j 0.00214063+0.0157065j -0.00777591-0.0106151j 0.0179735+0.00527136j 0.00566764-0.00358897j -0.00213013-0.00293805j -0.00508817-0.00376285j 0.00548697+0.00788785j 0.000393817-0.00461554j 0.000630266-0.00803607j -0.000738225+0.00200635j -0.00981331-0.00116444j 0.00292454+0.0112456j -0.0113905+0.0132443j 0.0130265-0.0036165j 0.00367299+0.00414325j 0.000206265+0.00531716j -0.000155719+0.00371136j 0.00498555+2.45205e-05j -0.00589556+0.00389007j -0.0035825-0.00490582j 0.00116157-0.00280995j 0.00888492-0.00135179j -0.00308715+0.00316398j -0.0011258+0.00848829j -0.000585597+0.0149905j -0.0112669+0.00522916j -0.00212023-0.00239739j -0.0064317+2.89414e-05j 0.00103148-0.00481788j -0.00312859-0.00210631j 0.000148654-0.0067056j 0.00183857-0.00414977j -0.0110897+0.00813183j -0.0051319-0.0147502j -0.00380984-0.00134871j -0.00107848+0.0042396j -1.99376e-05-0.00768839j -0.00887067+0.0123359j 0.00820364-0.0151726j 0.00775873-0.00923318j -0.00516043+0.00261402j 0.0102453-0.0104259j -0.00993812-0.0090589j 0.00731644+0.00450743j -0.0136905-0.00375716j -0.00778455+0.00280564j -0.0146924-0.00517527j 0.00512062+0.00924805j 0.00367198+0.000170679j 0.00614191+0.0201866j 0.00885064-0.00230928j -0.00217804+0.0126298j -0.00673085-0.0174472j 0.0103949-0.00197024j -0.012899+0.00380702j -0.0041008+0.0010576j 0.00109662-0.00148107j 0.00152082-0.00498401j 0.0023439-0.00419292j 0.000238527-0.0109488j 0.00627968+0.00115737j 0.0108574-0.000170761j 0.00176862-0.0017257j 
-0.00316722+0.00490064j 0.000495342-0.00694339j 0.000702478+0.00771115j 0.000552686+0.00435778j 0.00340789-0.00110332j -0.00182394-0.00378013j -0.00182332-0.00449729j -0.00462453-0.00685227j 0.0040199-0.00143769j 0.0100935+0.00353121j 0.00595371-0.00319732j 0.000629417+0.00214379j 0.00584321+0.0094526j -0.00327415-0.00485481j 0.0038997-0.0063543j 0.00407923-0.00507548j -0.000513823-0.0124965j 0.00149481+0.0202463j 0.000826468-0.00922979j 0.00262345+0.00471535j 0.00115072-0.00791232j 0.000807389+0.0100473j -0.00387618-0.0107051j -0.00423611+0.00565202j 0.01073+0.0121268j -0.00395794-0.00791493j -0.00112933+0.0144375j 0.00176313-0.00203037j -0.0118166+0.000286053j 0.00436134-0.00547985j 0.00488332+0.00122679j -0.0169548-0.00100326j -0.00162043-0.00217569j -0.00495569+0.0122178j -0.0127569-0.00089545j 0.000792424-0.0122461j -0.0149761+0.00469323j -0.00552308+0.0128747j 0.000597719+0.00040951j 0.00679726-0.0189496j -0.00777042-0.0152403j 5.92219e-05+0.0216039j -0.00637954+0.0259713j -0.00440915-0.00315315j 0.00544562+0.0029566j -0.021589-0.0160878j -0.000853749-0.0116445j 7.68643e-05-0.0093692j 0.00405263+0.00937332j 0.00376966-0.00166646j -0.0034268-0.0140966j -0.011921-0.015475j -0.00466869+0.0116382j 0.00633903-0.00939454j -0.0102042+0.00924273j 0.0101117-0.00118814j 0.0160338+0.0156193j -0.00344367-0.0141125j 0.00281768-0.00867333j -0.00197077+0.00679269j 0.00797453+0.0188227j 0.0153867+0.0142646j -0.0153897-0.00615789j -0.0136285-0.0326659j -0.00625626-0.0250057j 0.0038043-0.00527197j 0.014388+0.0041896j 0.00753394+0.0221439j -0.0124063-0.0034613j 0.0198868+0.0143816j -0.011285+0.0190648j 0.0228466+0.0198857j -0.00135614+0.00300226j 0.000830942+0.0112775j 0.0048862-0.00355729j 0.040872-0.0216453j 0.0158414-0.0180596j -0.0129367-0.00601336j -0.00821136+0.0131667j 0.00151821+0.00192505j 0.00507362-0.0109205j -0.00322434+0.013805j -0.0171563-0.00668049j 0.0148666+0.0220508j -0.0130808+0.0111617j -0.00193301+0.00653588j -0.0206442+0.0358304j 0.0149974-0.0308224j 0.00135188+0.000738163j 0.0109023-0.00619104j -0.00230621+0.00576432j 0.0175043-0.00523873j 0.0102299+0.00526464j -0.0137962+0.0107615j 0.00485323+0.00184131j 
0.00321185-0.00157156j 0.000335135-0.00495121j 0.00264501+0.00259562j -0.0020452-0.0076226j -0.00275399-0.00386145j 0.001001+0.0139706j -0.00157595-0.00922769j 0.00545933+0.00594588j -0.00229805-0.00540868j 0.00339028-0.0145398j 0.000835179+0.00600855j -0.00695061+0.000604974j 0.0177368-0.00838132j -0.00520743-0.00503162j 0.00148426+0.000773358j 0.00124229+0.00740044j 0.000311324-0.00497059j -0.00318928+0.00836871j 0.00145246-0.00176197j -0.000406076+0.00386464j 0.00338319+0.00399011j -0.0131857+0.00144823j -0.00652918-0.00292141j -0.0137749-0.000728217j -8.12143e-05+0.00232262j -0.00934946-0.000131017j 0.00530113+0.0052197j 0.0047668+0.00909617j -0.00692281-0.0108422j -0.015343-0.00488405j -0.00188896+0.000749329j 0.00888343-0.00891173j -0.00148759+0.0158551j -0.0129402+0.0079274j -0.00432157-0.00454697j 0.00727808+0.00212242j -6.4835e-05-0.0141392j 0.00353901+0.00111433j -0.0027338-0.0114659j -0.000797421+0.000165052j -0.00670794-0.00362973j -0.00208988-0.00479083j 0.0107317+0.0103575j -0.00131114-0.00408533j 0.00143782+0.000403004j -0.00570618+0.0037756j -0.00150647+0.00547785j 0.00309833+0.00966786j 0.00535906+0.00715626j 0.0147969-0.000239177j 0.000800065-0.00951248j 0.0042409+0.00876122j 0.00942383+0.00172149j -0.0105492-0.00412146j -0.0202183+0.00380181j 0.00876754-0.0239455j 0.0146125+0.00509031j 0.00311592-0.00239629j 0.00144277-0.010725j -0.000728914+0.00481935j -0.00120061-0.0013642j -0.00856982+0.0190346j -0.0189683-0.00262844j -0.0104884-0.00867052j 0.00799505-0.00648122j 0.00126941-0.0125572j -0.00695684+0.00455314j -0.0378855+0.000971507j 0.000851615-0.000989141j 0.00961823-0.0127619j 0.00080821-0.00537106j 0.00326576+0.00132614j 0.00109585-0.00985374j 0.0015911-0.0306978j -0.00349952+0.00199661j -0.00544704+0.00716852j 0.00102425+0.00668215j 8.71399e-05-0.00481299j 0.00314475-0.00659705j -0.00359432-0.0116508j 0.00444068+0.00416836j 0.00102794+0.00777962j 0.025554+0.00058777j -0.00245385+0.00905343j -0.00177846-0.0028591j -0.00297884-0.00504794j -0.00832802+0.00618211j 0.0186299-0.00395488j -0.00120821-0.0114701j -0.0102468-0.00271786j -0.00210273-0.00255899j -0.0033907+0.00205485j 0.000261559+0.00352561j -0.0118593-0.0024349j 0.00223947-0.00358941j 
0.00569537+0.000361667j 0.00027682+0.00747389j 5.36418e-05-0.00504477j -0.000857824-0.0072308j 0.00154011-0.00137441j 0.00237443-0.00296978j -0.00395879+0.00524596j 0.00213097+5.0884e-05j 0.00168817+0.00453j -0.0069617+0.00556539j 0.00192179+0.0080784j -0.0080053-0.00882931j -0.00949513-0.000577442j -0.0101237-0.00242416j 0.00943934-0.00170424j -0.00842511+0.00532355j 0.00151796+0.0106316j 0.0154596-0.00434305j 0.00252822+0.000445024j 0.0038641-0.0014786j -0.00580803-0.00506448j 0.00287587+0.0144342j -0.0003167+0.00659201j 0.0012719+0.00167511j 0.00189633-0.00201071j -0.00872678+0.000926459j -0.00031909-0.00383493j 0.00117092-0.0157637j -0.00467449-0.00332405j 0.00787383-0.000658558j 0.0157682+0.00679154j -0.0181296-0.00664747j -0.00988816+0.0129006j -0.0150454+0.00107863j -0.00483617+0.00289268j 0.00490297+0.00510764j 0.00600005+0.00879462j -0.00814048+0.00242227j 0.00906692-0.0130236j -0.00432159-0.00702401j -0.00291325-0.00304689j 0.00874968-0.00125815j 0.00160296+0.00161868j 0.00195786+2.66915e-05j 0.00249528-0.00413227j -0.00649459-0.0107501j 0.00227059-0.00872261j -0.00275662-0.00472073j 0.0188204-0.00447366j 0.00921225-0.00838978j 0.00350699+0.00483941j -0.00933193-0.00859029j -0.0255707+0.00831584j 0.0201793+0.00956576j -0.0306992+0.00322795j 0.0176458-0.0027302j 0.000921946+0.00218958j 0.0139963-0.00139986j -0.00415661-0.000173039j -0.00455859+0.0102404j -0.00854371-0.00661975j -0.00944423+0.00565724j -0.0266319+0.00509747j 0.00408752-0.00373447j 0.0097578+0.0066087j 0.00354961-0.027722j -0.00297452+0.011498j -0.00963719-0.00504803j 0.0109062-0.0106699j -0.0143952-0.00884752j 0.00601225+0.000358188j 0.00128974-0.0155104j -0.00653707+0.0026908j 0.00233689-0.0347065j 0.00420273-0.0217308j 0.00256384+0.000839647j 0.00672356-0.0258328j 0.0145206-0.0165068j 0.0186499+0.00256341j -0.0183148+0.00576536j -0.0114051-0.0159448j -0.00704617+0.00182307j 0.0237093+0.00683582j 0.000108921+0.00132855j 0.00449954+0.00218697j 0.000774503+0.000151725j 0.00278702-0.00203904j 0.0013611-0.00494434j -0.0054182-0.00807069j 0.0138072+0.00529595j -0.00192114+0.00222495j 0.0126914+0.0134962j -0.0119495+0.0103754j -0.0089191+0.00660306j 0.000380187+0.00505864j 
