0.0606867+0.145287j -0.190189-0.119708j -0.080895-0.188014j 0.0250144-0.26048j 0.0555346+0.0171613j -0.0847716-0.130997j 0.0442505-0.0708109j 0.09007+0.0402267j -0.182505+0.00771214j 0.207482+0.164666j 0.156197-0.199365j 0.0544551-0.0333746j -0.0928042-0.198124j 0.27915+0.0631864j 0.0626477-0.0201152j -0.0450799-0.00965957j 0.0623762+0.105607j -0.00500795+0.0449106j 0.00726473-0.0499463j 0.033507-0.0373908j 0.00729885+0.0368533j -0.0521142+0.0057061j -0.0179547+0.0134651j -0.00709016+0.0190874j -0.0220873-0.0297386j -0.0165594+0.0294486j -0.0447826-0.0196909j 0.0249698-0.0425408j 0.0336725-0.00293245j 0.00785435-0.00583212j -0.092312-0.00837243j -0.0099834-0.0202455j -0.00371378+0.0723581j -0.0607825-0.0228026j -0.0121223-0.0339836j 0.0448889+0.0136161j -0.0369199-0.0431913j -0.0104994+0.0121005j -0.0287583-0.0213812j -0.0285528-0.0282675j 0.00878614-0.00323007j -0.00137795+0.00427187j -0.0103497+0.020328j -0.0115126+0.020905j 0.0221826-0.00801936j 0.0115769-0.0141576j -0.00590174-0.00456723j 0.00438276+0.0110012j 0.0110217-0.00644429j 0.0147533-0.00310471j 0.0425549-0.00120053j 0.00107727-0.00444969j -0.00150033-0.00245261j 0.00916434+0.00395448j 0.017075-0.00552019j -0.00165816-0.0115303j -0.0201952-0.00282184j -0.0210265-0.00263455j 0.0162958+4.33186e-05j 0.0220999+0.00427034j 0.00693762+0.00213615j -0.000548289-0.00325706j -0.0216693-0.00340314j 0.00991923-0.00746794j 0.011249-0.010486j -0.0159314-0.0101142j -0.00598139-0.00285576j 0.0176866+0.0102744j -0.00367381-0.00153137j -0.00455421+0.0159356j 0.025247-0.00498191j -0.00704156-0.0197843j -0.0118692-0.00644618j 0.00103817+0.0154195j 0.0409153+0.0222648j 0.0050406-0.000900487j -0.00503216+0.0278934j -0.00357479+0.0374475j -0.010179-0.0170694j -0.0164268+0.0132178j 0.0268654-0.0157059j 0.00401862-0.0163046j -0.0276219+0.0187473j 0.0286711+0.0112264j -0.00873477+0.00315751j 0.0218053-0.0164663j 0.01635+0.0551867j 0.0643238+0.00559597j 0.00399122+0.0106339j -0.0130136+0.0318272j -0.000801628-0.017306j 0.00532407+0.00260802j 0.0595063+0.0477834j -0.0161344-0.000775911j -0.0521492-0.0661855j 
-0.00177754+0.00347319j -0.0207858-0.0145146j -0.00557855-0.0117892j -0.00578657-0.00312713j 0.00425424-0.00420816j -0.00341309-0.00610024j -0.00941341-0.000739117j 0.0129038-0.00133557j -0.00516869+0.000719941j 0.0161259+0.00189454j 0.00616525-0.0109058j 0.00418721+0.00877804j -0.0145786+0.00462711j -0.0150985+0.005647j -0.0301298+0.0220964j 0.0028596-0.0300343j -0.0176977+0.000710643j -0.0143401+0.00250146j -0.0110592-0.0100657j -0.00774953-0.00745502j 0.0109383+0.00444848j -0.000896904+0.00309443j 0.00720571-0.00138986j 0.00113662+0.00077881j -0.00911945+0.00346079j 0.00760446+0.000827141j 0.00299515-0.00131495j 0.00224265-0.00486133j 0.00564788+0.00713365j 0.00509903-0.00122237j -0.0103193+0.00232086j -0.0117374+0.00195928j -0.00421445-0.0028818j -0.012436-0.00697672j -0.0106759-0.0200297j 0.00551553+0.00450014j 0.0135848+0.0115335j 0.00688095-0.00681969j 0.011569+0.0146649j 0.0169479-0.00566746j 0.00293653-0.0137104j 0.0119156+0.00865783j -0.0275607+0.0045548j 0.000347206+0.0126662j 0.00921857+0.0079162j -0.0310475-0.00275753j 0.000523551+0.0012619j -0.00529754-0.0080734j -0.0116693-0.00329299j -0.016239+0.00525681j -0.0166433-0.00405694j -0.0100074-0.0121614j 0.01004-0.00116782j 0.00152566+0.000811766j -0.000704815+0.000460546j 0.00136601+0.0106062j -0.0160187+0.00361782j 0.00163364-0.00508483j 0.00526769+0.0032881j 0.0070516-0.00723853j -0.0011941-0.0069681j -0.0118444+0.00477695j 0.00789424+0.0138319j -0.00186575-0.0109026j 0.00656615-0.00674144j 0.00418437-0.00189037j 0.00655617+0.00388907j -0.00604509+0.00927765j -0.000183162-0.0164415j 0.00217157-0.00395851j 0.0149419+0.00219142j -0.0281924-0.0341416j -0.0107809-0.00404937j 0.00280573-0.000647844j 0.013365-0.0232537j 0.00715656-0.0105439j -0.0237486+0.0133001j -0.0147297+0.0224071j -0.00158616+0.0114184j 0.00258658+0.010029j -0.0179613+0.0115793j 0.0041033-0.0086418j 0.0296688+0.0133452j -0.0384736-0.00766671j 0.00162831-0.0169933j 0.00994296-0.0255177j 0.0203204+0.0102374j -0.0147648+0.000579823j -0.00721505+0.00360179j 0.0202559+0.000661172j -0.00147218+0.00737104j 0.0061443-0.0148765j 0.0223386+0.0138832j 0.00217626-0.0258881j -0.0399507+0.00898745j 
-0.0116197+0.00501992j 0.00565212-0.00849611j -0.00250368-0.00515034j 0.00596343-0.0131481j -0.0024109+0.000975205j -0.0019351-0.00384614j 0.00501678-0.00551696j -0.00149878+0.00131499j 0.00157603-0.00353088j 0.000931569+0.00514018j 0.0026087+0.00306357j -0.00509801+0.00557443j 0.0107151-0.00745801j 0.0116432-0.00653167j -0.00697854+0.00275623j 0.0289656+0.0135064j 0.0207999+0.00222954j -0.00336749+0.00209975j 0.0103554+0.0103045j 0.0147149+0.00478584j -0.0101229-0.00213825j 0.000615706-0.00900503j -0.0051103-0.000658384j 0.00566303+0.00496771j 0.00665973+0.00651335j -0.00512566-0.00702214j -0.00203918-0.00326796j -0.00247444-0.00107115j -0.017378-0.0127185j -0.00293101-0.00500155j 0.0107844-0.00206838j 0.00535077+0.0121334j -0.00537151+0.0215883j 0.00552198+0.0218687j -0.0133288-0.00405954j -0.0016456-0.027515j -0.00941975+0.00166828j 0.0139422+0.00969309j -0.0155068+0.00124601j -0.0204153+0.0146716j 0.0307773-0.0025316j -0.00179612-0.00488889j 0.00665484-0.00414852j -0.0254-0.0016972j -0.0232179-0.0107967j 0.060816+0.00697753j 0.0169819-0.000185626j -0.0153692-0.00844374j 0.00915496-0.015143j 0.0344837+0.0250688j 0.00998789-0.00583237j -0.00816711+0.00232876j -0.0218905-0.00211746j -0.0158787-0.0426888j 0.027116-0.00211511j 0.0224341+0.00903639j 0.018627+0.018553j 0.01385-0.00513923j -0.0053903-0.0341481j 0.0120083+0.00108012j 0.0054482-0.0130204j -0.00501424-0.00712855j -0.00322382+0.0152466j 0.0217089+0.01834j -0.0208261+0.028739j -0.0129519+0.000367774j -0.0110225-0.0117106j 0.0418518+0.00345036j 0.00574836+0.00382533j 0.0370449+0.0105241j -0.0132895-0.0324482j -0.00335524+0.0463128j 0.0173878+0.0564519j 0.0354218+0.00551469j -0.0255621+0.0209735j 0.0025274-0.00525829j 0.0122219+0.035944j -0.00950791-0.0284429j -0.0268948+0.0162945j -0.00509078-0.0295112j 0.00462438+0.0184896j 0.00663405+0.0157321j -0.0505744-0.0194979j 0.0540156+0.0264505j -0.00299226+0.0282056j -0.00700465-0.0111238j -0.00524623-0.0351044j 0.0201217-0.0126439j -0.0215695-0.00115685j 0.00083599+0.0311729j -0.0262219-0.00197604j -0.00411925-0.00228973j 0.00258794-0.0139074j 0.0498265-0.0140061j 0.00301385-0.052559j 
-0.00372029-0.0142529j 0.00744738-0.00857097j 0.00483853-0.00564979j 0.00259324+0.00654983j 0.0017036-0.00277949j 0.00343238-0.00332476j -0.00256566+0.00113916j 0.00369263-0.0019006j -0.000439399-0.00205345j 0.00122261-0.00667061j 0.0024122-0.00658118j -0.00756936+0.00101996j -0.00782738+0.0118371j -0.00578953-0.00385352j -0.00127117+0.0103193j 0.00122284+0.00593061j 0.0159995-0.00299163j 0.0151325+0.00620152j 0.0141028+0.00529213j 0.00768953+0.0150007j -0.00437162-0.00285942j -0.00209855+0.00505851j -0.0140389-0.00311645j -0.00527669-0.00156982j 0.00101652+0.00608804j -0.00477015+0.00199807j -0.000310392+0.0115091j -0.00415479-0.00653803j 0.000449663-0.00726009j -0.0090359-0.00394071j -0.00214262+0.00138047j 0.0209467-0.00743181j 0.00380452+0.0192893j 0.0235817-0.0162196j 0.0216106+0.0277878j -0.00741936-0.0025871j -0.00363275-0.0139098j 0.0166499+0.00108264j -0.0176661+0.00374493j -0.024765+0.00898439j -0.00312965+0.00744419j -0.0125665+0.0120174j -0.0126033+0.00802442j -0.000121034+0.00877132j -0.00221034-0.00976772j 0.0244223-0.00471696j 0.0246304-0.00793911j -0.00172599+0.000668338j -0.00654094+0.0165432j 0.00851793+0.00211025j 0.000128224-0.0155805j 0.00411286+0.0267418j 0.0141341-0.00775419j -0.00224446+0.00486535j -0.00203145-0.00120026j 0.000294929-0.0242687j 0.0109607-0.0117377j -0.00221018+0.0172771j -0.00933459+0.00582638j 0.00226532+0.00817602j -0.000257206-0.010144j 0.00493301-0.00513115j 0.00254016-0.0242141j 0.00267395-0.00406355j -0.0093989-0.00362287j -0.000421246+0.0171055j -0.012218+0.00265843j 0.0110189+0.00832428j -0.00987+0.0274589j -0.0324089+0.00265955j -0.0298825+0.0246468j 0.0262631+0.0492953j 0.00378141-0.0106071j -0.0102268-0.0083594j -0.0190278+0.0458214j 0.00449462+0.001367j 0.0461509-0.0205304j 0.00613519-0.0371246j 0.0184731-0.0286015j 0.018746+0.0137111j 0.0263793-0.0320804j 0.0242185-0.0029726j -0.0414421-0.00990399j 0.00521139+0.00185712j 0.00667648+0.00581454j -0.0258339-0.00427449j 0.00375789-0.0177604j 0.0184284+0.00339938j 0.00769362+0.0383543j -0.028489-0.00589553j 0.0173063-0.0284487j -0.00870113+0.00808778j -0.00545685-0.0280542j 0.0193235+0.0229774j 0.02842-0.0291182j 
-0.00434531-0.0125609j -0.0101601-0.00537657j 0.00312016-0.00723158j 0.00442729+0.00170594j 0.00333455-0.00277723j -0.00574937-0.00817639j 0.00364606-0.00270404j -0.00210809+0.00149571j -0.00335053-0.000315444j 0.00116056+0.00263181j -0.00273285-0.000639656j -0.000846052-0.000377883j 0.00788094+0.00381909j -0.00388081-0.00277814j 0.00104932+2.8169e-05j 0.017863+0.0153546j -0.0272133-0.00777761j 0.00897587-0.0255377j 0.00587469-0.00174068j 0.019103+0.0177052j 0.00413142-0.0132795j 0.00395728+0.0236686j 0.00733613+0.00668853j 0.0120077+0.00594565j -0.00927331-4.52365e-05j -0.0198426-0.00667677j 0.00244128+0.00505836j 0.00341127-0.0055824j 0.00799077+0.00282013j 0.00487894-0.00427762j -0.00379779-0.00311144j -0.0225969-0.00128776j -0.00571349-0.012697j 0.0207212+0.0101784j 0.00773999+0.020875j -0.0175926-0.00921971j -0.00534577+0.0261753j 0.0342137-0.0169786j 0.00298474-0.0018348j 0.00532911+0.00374206j 0.00374434+0.00495799j -0.00918043+0.00532065j -0.0162791-0.00970876j -0.0483265-0.00448138j -0.0401172-0.0328844j -0.0321653+0.00763029j 0.0186192+0.0131269j -0.00796935-0.00884633j 0.0107569+0.0135255j -0.0130848-0.0159117j -0.0545893-0.0417128j -0.0378323+0.00169312j 0.0316939+0.0146093j -0.0212702-0.0251152j 0.0263548+0.0212986j -0.0143887-0.00349759j 0.0568614+0.0199358j 0.0207184+0.00355346j -0.0205434-0.00866288j 0.0196911+0.0230791j -0.0259005-0.0166435j 0.00796892-0.015419j 0.0113858-0.0114824j 0.0203563+0.0129537j -0.0342914-0.0230791j 0.0164149-0.00193528j 0.0108135-0.0046917j 0.0248172+0.0462203j 0.00079732+0.00922808j -0.00543224+0.016684j 0.031884-0.0166445j -0.0484334-0.000441421j -0.00987059+0.0225736j -0.0201112+0.00617158j 0.0103564-0.0591083j -0.0153421-0.0767963j 0.0293835-0.042216j -0.0240432+0.0420439j 0.00945451-0.00262517j -0.00769361-0.0164024j -0.033899+0.0198019j 0.0189087-0.0349892j 0.0202764-0.00886246j -0.000238988+0.01361j -0.00668291-0.00766904j -0.0022757-0.0200704j -0.0176295-0.0130312j -0.00387006-0.0790279j 0.0113143-0.0225001j -0.00813181+0.00139611j 0.00122081-0.0111397j 0.00128725+0.00876319j -0.00642327-0.0416465j 0.003663-0.0563118j -0.0693103+0.00953431j 
0.00653152-0.00445413j 0.00226885+0.00232355j 0.00450657-0.00427156j 0.00157199-0.00252112j 0.000380168+0.0002135j 0.00119505-0.00324617j 0.00164105+0.00180004j 0.0010843+0.00123677j 0.000326218-0.00292131j -0.000411338+0.00321658j 0.00158322+0.00213599j -0.00123718-0.0012986j -0.000624539+0.00438698j 0.000343666-0.000865429j 0.00122267-0.000632667j -0.0148348+0.0257196j 0.00614607+0.0124706j 0.0228724-0.0195712j 0.00417647-0.000790335j 0.0113532+0.00816576j 0.00371299+0.000857116j -0.00381434-0.00340338j -0.000818193+0.0142797j 0.000116842+0.013469j -0.000233297-0.00348027j 0.00199935-0.00701003j -0.00782845-0.00040616j 0.00313385+0.00516598j 0.00555498-0.00771066j -0.005098+0.00911398j 0.00603722-0.00321175j 0.0110522+0.0121525j 0.00464658+0.0109037j 0.00112031+0.0109232j 0.00185792+0.0228886j -0.0144294+0.0115682j 0.0255424+0.00912363j -0.00504748+0.000711967j 0.0184048-0.0446725j -0.0268594+0.0253895j 0.0127209+0.00511444j 0.0117055-0.0225843j 0.0401055-0.0392861j -0.0283893-0.0228583j 0.00505258-0.0281157j -0.010686+0.00507039j -0.00981613+0.0106836j -0.00772256+0.00189378j 0.0142758-0.0355502j 0.00310327-0.0106514j -0.00348213-0.00605282j 0.00973033-0.00567783j -0.0287683+0.0357101j -0.0120815-0.0242953j 0.0293103+0.00727297j -0.00621168+0.00901999j 0.0166557-0.00220667j 0.00762097+0.0159507j -0.00739602+0.00178642j -0.00862595+0.00593383j -0.00983623+0.0349504j 0.0148197+0.00753906j 0.00421036+0.00929843j 0.00305321-0.00701764j -0.0155375+0.00486363j 0.00307639-0.0278445j 0.01196-0.0209875j 0.00631689-0.0227339j -0.00587642-0.0114623j -0.0170463+0.000337508j -0.0037157-0.0229427j -0.0354951-0.0193394j 0.00350233-0.0128681j 0.00367716-0.00440421j -0.00436925-0.021419j 0.0168501-0.0890205j 0.00630519+0.0043197j 0.0453596+0.0300631j 0.074126-0.0289082j -0.00568505+0.00353491j -0.0340511+0.00122571j -0.0569742+0.00457399j 0.0143063-0.0026217j 0.0415241+0.00861835j -0.0106401+0.0390161j -0.0241598+0.0269148j -0.032317+0.0322571j -0.000965629-0.0435615j -0.00438528-0.0291481j 0.00234998+0.0190518j -0.0185908+0.00270355j 0.0204045+0.0248894j -0.0077641+0.00498923j -0.0261412+0.0104543j 0.000775966+0.0230808j 
0.0186767-0.0163561j 0.00764858-0.00795331j 0.0127484-0.00563858j 0.00573468-0.00167047j 0.00370779-0.00298608j 0.00635541-0.00401309j 0.0056135-0.00486536j -0.00407141+0.00335326j -0.00306328-0.00643821j -0.00388408-0.00495782j 0.00209925-0.00227574j -0.0112086+0.0120144j 0.0096077-0.000120969j 0.00323028-0.00733542j -0.00275304+0.00370842j -0.0308298+0.031926j 0.0171595-0.00162426j 0.0478783+0.00414169j 0.025015-0.0013894j 0.0108182+0.0204756j -0.00743602-0.00218686j -0.00898822+0.00679698j -0.0157959+0.00571909j -0.0121103+0.00140909j 0.0125045-0.0114043j -0.0149891+0.00327194j 0.00172945+0.00263125j 0.00454752+0.00678137j -0.00616337+0.0142133j -0.00650756-0.00951653j -0.00781146+0.0162293j -0.00198666-0.0147046j -0.00180199-0.011536j 0.0116694-0.00356114j -0.00607196-0.00380758j 0.00476983-0.013896j -0.0265562-0.00161886j -0.0147265+0.016198j -0.0042122-0.0130288j -0.016225+0.0249416j 0.00632146+0.0109198j 0.00284633+0.0263597j 0.0329638-0.0022548j -0.0139266-0.0179748j 0.0305849-0.014758j 0.0159969-0.0234503j 0.0105837-0.0380557j -0.0123958-0.0163349j -0.011025-0.00513884j 0.00751413-0.000823875j 0.0164643-0.0125482j 0.0121696+0.0120205j -0.0282338-0.00102181j 0.0231512+0.0265948j 0.00906706-0.00640232j 0.0105967-0.0477208j -0.00629015-0.0113859j -0.00403374+0.0257254j 0.0141652+0.00464919j -0.010608+0.00572162j 0.0145626+0.0060465j -0.00435242+0.00943372j 0.0159864+0.00293727j -0.0168008+0.013791j 0.0146473+0.0241976j 0.00536814-0.0114172j -0.0188839-0.000255232j 0.00271049+0.0124971j -0.00664999+0.0248037j 0.000798877-0.0289644j -0.0126361-0.0136575j -0.00191178+0.000445147j -0.000181358+0.0040955j -0.0144095+0.0169938j 0.0332286+0.0135137j -0.0510075+0.0171859j 0.0317189-0.0115316j -0.020048+0.00869358j -0.0118768+0.0204231j 0.0191712-0.0236067j -0.0076868+0.00521065j 0.00172047-0.0313661j -0.0042164-0.0238258j 0.0248312-0.0185656j 0.000221051+0.00560793j -0.013435-0.00717927j -0.00128136+0.0198754j 0.00737013+0.0151143j 0.00936935-0.0172336j 0.00519933+0.0143801j -0.0178282+0.0090139j 0.0255864-0.0264622j 0.00682531+0.018987j -0.0365283+0.0386235j 0.0181233+0.0255827j 
0.00398102-0.00702199j 0.00209454+0.00987955j 0.00394825+0.00119727j 7.10547e-05+0.00597513j 0.00463293-0.00270576j -0.00114731-0.00190533j 0.00279172+0.00312643j 0.00286187+0.00087325j -0.000259789+0.0028758j 0.0034878+0.00298912j 0.00264034-2.41833e-05j -7.39226e-05-0.00307103j -0.0085614+0.0100308j 0.000626938+0.00203357j 0.000496891+0.00372427j -0.011956+0.0147447j 0.00147535+0.0128045j 0.0142956-0.000721232j -0.00406492-0.00204408j 0.00905604-0.00238247j 0.0100583-0.00546053j -0.00387778+0.000848708j 0.00944958+0.0105714j 0.00984145+0.00682236j -0.00334915-0.00248655j 0.00129611+0.000553104j 0.00574322+0.00333371j -0.00553597-0.00527758j -0.00477807+0.00603577j 0.00115288-0.000685967j 0.00832308-0.00261616j -0.00256284-0.0185367j -0.00550829-0.00587108j -0.00521465-0.00639036j -0.0038773-0.0124548j 0.0117397+0.00556886j 0.0150768-0.0106687j -0.0230206+0.0063238j 0.00600533-0.0379409j 0.00591308-0.00920752j -0.0113111-0.0147217j 0.00772646-0.0208438j 0.0472049+0.00306226j -0.0145974-8.65128e-05j -0.00199556-0.00354787j -0.0466217+0.00676497j -0.0292391-0.0118914j -0.0147617+0.0101006j -0.0118589-0.00588177j -0.000201098-0.00624863j -0.01199+0.00520348j -0.0124871+0.0147598j 0.00454856+0.0152833j 0.0213931+0.00558676j 0.0191259+0.0181936j -0.0155319-0.0358135j -0.0134535-0.00852264j 0.0100432+0.0152632j 0.0231195+0.00943307j 0.00407246-0.00406647j -0.0249006-0.029198j -0.00311321+0.0200298j 0.0110747+0.0380154j -0.0229235+0.000436917j 0.0205219+0.00836873j 0.0296934-0.00979575j -0.00967338-0.0239519j -0.0248129+0.00334845j -0.0080937-0.00949065j 0.00373012-0.0322833j -0.00902292-0.0204262j 0.0205993-0.0166598j 0.00523799+0.00287974j 0.00188023+0.0357688j -0.0288112+0.0706936j 0.0366523+0.0236779j 0.026417+0.00352503j -0.0130935+0.0138572j 0.0101188+0.0329542j 0.013126-0.0047554j -0.0156791-0.0380108j -0.00948331-0.0343578j -0.00466321+0.046563j 0.0124058-0.0202797j -0.0020504+0.00925594j 0.00553748+0.0068428j 0.0180351+0.0301969j -0.0175137+0.0247165j 0.021655-0.00400464j 0.00693343-0.0237758j 0.0206257+0.00243804j -0.0166294+0.0153879j -0.00351339-0.0122361j -0.017122-0.00125466j -0.00609166+0.0063232j 
0.000666733+0.00200682j -0.0106823-0.00313808j -0.00149156+0.00233862j -0.00120988+0.0099895j 0.00534941+0.000428981j 0.000338055-0.00828826j 0.00402651+0.000857802j 0.000724918-0.00589152j -0.00591204-0.00289863j 0.00315809+0.00415577j 0.00165441-0.00450441j 0.000387719+0.000897025j 0.0030531+0.0125138j 0.00131312-0.00482145j -0.0002469-0.00438637j 0.00640445-0.00775582j -0.0232881+0.000814666j -0.0135342-0.00513246j 0.000221039+0.00677406j 0.00851545+0.0224246j 0.0117646+0.00277186j 0.00195499-0.00142289j 0.00421466+0.00390961j 0.000435281+0.00608348j 0.000377892+0.000991901j -0.0051758-0.0140544j 0.00564521+0.0170265j 0.00669971-0.0103204j 0.0136341+0.00358315j 0.00416336+0.000617067j 0.0201805+0.0106014j -0.00719942-0.0058267j -0.00984568+0.00659031j -0.00883715-0.000896868j -0.000234035-0.00411921j -0.021625+0.0153809j 0.00818412+0.0188767j 0.00411178-0.00838787j -0.00772001-0.00798847j 0.0134845+0.00791527j -0.00342425+0.0137263j -0.00355113-0.0135779j -0.00569488-0.00320711j 0.00246331-0.0018365j 0.0153654-0.0154966j -0.0223383+0.000616908j -0.00105667+6.17619e-05j -0.0047757+0.00389036j 0.00483466+0.0107768j 0.00613217+0.0112543j -0.0406929-0.0146052j 0.0162806-0.00123342j -0.00812903+0.00392447j -0.00993521-0.00438944j -0.00172094-0.00870888j -0.00145534+0.0171596j 0.000563628-0.00854826j 0.0268984-0.000306427j -0.0200637+0.0172315j -0.0194815-0.0229461j 0.00743437+0.00760146j -0.00623-0.0073166j 0.0142603+0.00197974j -0.00169996-0.0351669j 0.000796034-0.0215481j -0.00173853+0.00417573j -0.00793432-0.0111053j -0.029148+0.0404236j 0.00520384+0.00506924j -0.00153899-0.0217406j -0.0134361+0.00563158j -0.019978-0.0036648j 0.00908168+0.00107874j 0.0246033+0.00220941j 0.00990636-0.00761877j -0.016712-0.00278429j -0.0029589+0.0273533j 0.02512-0.0385228j 0.0134304-0.0214873j 0.00389044-0.00587j -0.0213859+0.0171609j 0.00347215-0.0302797j 0.0119152-0.015488j 0.00690488-0.0028312j 0.0142261-0.00352273j 0.017811-0.00810343j 0.00848052-0.00398542j -0.00627112-0.0292002j -0.0418301-0.011314j 0.0100122-0.01081j 0.0162836+0.0115465j 0.0130155+0.0498527j -0.032469+0.00969328j 0.00152676+0.00398245j -0.00313502+0.00312557j 
-0.00745099-0.00291737j 0.0040502+0.00538149j -0.00123678-0.00198012j 0.00610789-0.00203342j -0.00110388-0.00537346j -0.0107891+0.00560684j 0.0057861-0.00427827j -0.00551988+0.00410614j 0.000788554+0.0061672j 0.00827206-0.00364631j -0.00525493+0.00260516j -0.00363197-0.00552884j 0.00510038+0.00459681j -0.00210317+0.0084251j -0.0124107+0.00296509j 0.00708674-0.00641341j 0.00456635-0.00165478j -0.00355103-0.0140237j 0.0102871+0.00579342j 0.00601057-0.00369516j -0.0133886-0.00461907j 0.0113579+0.0035207j -0.00447101-0.00737128j 0.00434655+0.00157068j 0.00507514+0.0101605j -0.00932699+0.00808328j -0.00924698+0.00587619j -0.00206334-0.0040667j -0.0096394-0.021947j -0.00383912-0.0110831j -0.00335454+0.0144343j 0.0129895-0.00424653j -0.0140853-0.0161001j -0.000198499+0.0080291j -0.0170466+0.00505981j -0.0195642-0.00487935j -0.00388611+0.0203485j -0.0112615-0.00705328j 0.00943567+0.00519855j 0.0147691-0.000919756j 0.00492016-0.00599008j 0.0105169-0.0121814j 0.00598432-0.00258405j 0.0175459+0.00462579j -0.00991637+0.00971461j 0.0238848-0.00203821j 0.000624065+0.00667615j -0.00808306-0.000593563j 0.0054274+0.00012152j 0.00583441+0.00298906j -0.0110981+0.00253066j -0.0110427-0.00928814j -0.0231237-0.00238376j 0.0215545+0.00495652j -0.00386088+0.00509395j 0.0116538+0.0209944j -0.0120077-0.00481501j -0.0131523-0.00767559j 0.00358957+0.0104618j 0.00558223+0.0113311j 0.0106666-0.00981533j 0.00664482-0.000196533j 0.00576302-0.00697477j -0.00326166-0.0073722j 0.00657091+0.011625j 0.00102689-0.00715654j -0.0262834+0.000367346j 0.0230783-0.00964377j 0.0120622+0.0427893j -0.0080293-0.00769508j -0.0165959+0.0373206j -0.00396944-0.00998828j -0.000395551+0.0161041j 0.0421841+0.0102681j 0.00261746-0.0206167j -0.00625787-0.00625125j -0.00155628+0.002785j -0.0111885-0.0176145j 0.0263442-0.000405395j -0.0064357+0.0262785j 0.00453412-0.018664j 0.00421027+0.0115955j -0.0151324+0.0137987j -0.0029884-0.00683191j -0.00634069+0.00978062j 0.00370142-0.011351j -0.00513996-0.0180985j -0.00522374+0.0272328j -0.00641967+0.00132433j 0.0399992+0.00152021j -0.00249578+0.0355715j -0.00840466+0.00729616j -0.0042994-0.00937212j 0.0162746+0.00524882j 0.0114698+0.000995374j 
0.0150141+0.0158742j 0.00209532-0.00120711j -0.00214805+0.00923331j -0.00271877+0.000935326j -0.00159344+0.00859797j -0.000945433-0.00375508j -0.00269883+0.00204132j -0.00313709-0.0134362j 0.0023981-0.00398767j 0.00876256+0.00061193j 0.00173408-0.0055034j 0.00952633+0.000870826j 0.0137742-0.00314925j -8.74697e-05+0.00280828j 0.0104988-0.0124219j 0.000623399-0.00218796j 0.00205189-2.29595e-06j -0.0124442+0.00322469j 0.000516828-0.00163197j -0.00176364-0.00354847j -0.000706047+0.00218823j 0.00423352-0.0041566j -0.00101031-0.00375228j -0.000984087-0.00247148j -0.00350751-3.69254e-05j -4.79983e-06+0.00256374j -0.00845525+0.00918332j -0.00811877-0.00531459j 0.011375-0.00889947j 0.00502673-0.00555688j 0.00409707-0.0108544j 0.0016241-0.0021912j -0.000686971-0.00965743j -0.00627966-0.0078769j -0.00298183-0.0050906j -0.00843389+0.00863808j -0.00329551+0.00730643j -0.0158604-0.00268113j 0.00545249-0.00825684j 0.00905194+0.000138952j -0.0018011+0.00190904j 0.00588058-0.0133945j 0.00954206+0.0010647j 0.0190065-0.00307526j 0.00799232+0.0119503j -0.00246818+0.00639886j -0.00246726+0.00362954j 0.000681478+0.0111794j 0.00128847+0.00157585j 0.000338597+0.00269398j -0.000837319+0.00782973j -0.00137351+0.00182258j 0.00613476-0.00510714j 0.0101802-0.000189264j -0.00182527+0.0128737j -0.0105179+0.0119338j -0.0114624+0.00285918j -0.0149297-0.00746505j 0.00712354+0.00702551j 0.0070724+0.00525855j -0.0134757-6.98301e-05j -0.00245549-0.00808102j -0.000801764-0.0199982j -0.0063141-0.0100321j 0.0166545+0.0107395j 0.005449+0.0113803j -0.018326+0.00675775j -0.000849807-0.0185399j -0.00677687+0.0169704j 0.000185409-0.0122221j -0.0015179+0.0118854j 0.0311436-0.00517647j 0.0108518-0.0123998j 0.0113115-0.00576382j -0.00429661+0.0105149j 0.01353+0.000512293j -0.0106614-0.0203892j -0.019752+0.0209713j 0.0144283+0.0164907j -0.00724788+0.00688911j 0.00660522-0.0389465j 0.000729189+0.00491054j 0.00715123+0.0427401j 0.0113137-0.017246j 0.0025931-0.0126168j 0.00630532-0.0118666j 0.0146951+0.0106416j 0.000529137+0.0242248j 0.0132739+0.00163125j 0.00532392+0.0100101j -0.00439249+0.00829541j 0.00319387-0.00628814j -0.000519018+0.00449111j -0.00432419+0.0147454j 0.0136089+0.00209144j 
