0.00887174+0.00315024j 0.00815053-0.0514434j -0.00975123-0.0124032j 0.0380466+0.0260662j 0.00747566-0.00486304j -0.0215332-0.0340737j -0.0124734-0.0568658j -0.0132029-0.0226025j 0.00332904-0.0204425j 0.00801919-0.0156559j -0.00273271-0.00511656j -0.00838083+0.0217193j -0.0103949-0.0260887j 0.00471731-0.0156722j 0.0158348-0.0080086j -0.00571981+0.0455152j -0.0190031+0.00575888j -0.0260581-0.0069191j 0.00734541+0.00208964j 0.0043147+0.0300281j 0.00139128+0.0064672j -0.0109029+0.00401219j 0.00813431+0.00763417j 0.00339699+0.00832987j -0.0131128-0.000542263j 0.00763612-0.00420133j -9.25342e-05+0.0215871j -0.0210346-0.00617996j -0.00950814+0.0264004j -0.00685533+0.0129822j 0.0113003+0.00576658j 0.00463346-0.0132003j -0.00876351+0.00710931j -0.0192876-0.0111885j -0.0087028-0.0205644j 0.00663715-0.0103773j 0.0100819+0.00556856j -0.0203337+0.0265398j -0.00429511-0.00861795j 0.0014971-0.010416j 0.0129359+0.0193163j 0.0162612-0.0359683j -0.00140875+0.00779529j 0.001185-0.0073506j -0.00565471+0.0102523j 0.0249885-0.0123328j -0.0172245+0.00933919j -0.00144565+0.00561194j -0.00405403+0.0500861j 0.00357093+0.0100591j 0.0294197-0.0195547j 0.0132888-0.0194532j 0.0149398-0.00443139j 0.0190848+0.00585399j 0.0129318-0.00859665j -0.00412951+0.048129j -0.0130861+0.0643062j 0.0385405+0.00284169j 0.00574661-0.0102132j 0.0140425+0.0355988j 0.00942528+0.0174226j 0.0340638-0.0347144j 0.0428669-0.0301726j 0.0158385-0.00128071j 0.00366927-0.0210344j 0.0354857-0.052025j -0.00324922+0.0173017j -0.0634911+0.00135115j -0.0568483+0.0735956j 0.0352779-0.00392688j -0.0875426+0.141446j -0.0494943-0.00617683j 
-0.0217458+0.0130128j 0.028203+0.0397593j 0.0337225-0.00271233j -0.0332182-0.0402277j 0.00905673-0.00316941j 0.00956816+0.00979761j 0.00666666+0.0273789j 0.0235673+0.0188122j -0.00028171-0.0414072j 0.0223741-0.0117093j 0.0180219+0.0197632j 0.0154984+0.030938j 0.024159+0.00990096j 0.0227475+0.00282297j -0.0425971+0.0298747j 0.070966-0.0129964j -0.0125816-0.0175289j 0.00901939+0.0190449j -0.0560075-0.034897j 0.00789973+0.00688018j 0.0323823+0.0180496j 0.0281966+0.0191141j 0.00832104-0.000856884j -0.0137507+0.0143216j 0.0126906+0.0112303j 0.000748047-0.0311812j -0.013048-0.0352271j 0.0288151-0.0123883j -0.0209433+0.0076116j 0.0229346+0.0122094j -0.00748844-0.0367511j -0.0146161-0.0102275j -0.00422684-0.0151957j -0.0270424-0.0254236j -0.0182226-0.00844798j 0.0190999+0.0134204j 0.00242397-0.0168323j -0.0287365+0.0153102j -0.00811486+0.00251866j -0.00566327-0.0212244j 0.0178372-0.00614302j 0.0213081-0.0350893j 0.0149597-0.00833977j 0.00970384+0.0303349j -0.0145995+0.0147111j -0.0134857+0.00464515j -0.00820158-0.0188587j -0.0202689-0.0207139j -0.0143277-0.012082j -0.0147934+0.0263284j 0.0111514-0.0100846j -0.0333679-0.00957787j 0.0186454-0.00453414j -0.00709236+0.0049061j -0.0201246-0.0206349j 0.018309-0.00400877j 0.00605643-0.00120644j 0.000183461-0.0364724j 0.02298+0.00759435j -0.0214322+0.032423j -0.0230071-0.0089682j 0.00340005-0.000944123j -0.00485034-0.00997488j -0.0056169-0.0101829j -0.00148511+0.0169417j -0.0051427+0.0165601j -0.0184558+0.00631391j -0.00493694-0.00996057j 0.00943853-0.0019321j -0.0126067+0.00233804j -0.0125003-0.0136401j -0.00708753-0.0163489j 
0.0197907+0.0152012j -0.0176513-0.0173259j -0.0338713+0.00439567j 0.00897232+0.0220116j -0.00145649+0.00400546j 0.00643369+0.0112658j -0.00318244-0.00526269j 0.0294034-0.00777455j 0.0221119+0.0268404j -0.0146707+0.0134777j 0.00746514-0.0114465j -0.0202039-0.0143456j 0.0225039+0.0307309j 0.0102557-0.0380856j 0.0464172-0.0192802j -0.027481+0.00983601j -0.0275721+0.00544554j 0.0131903+0.00592099j 0.0260483-0.00478712j -0.0279792+0.0592032j -0.0307495+0.0046359j -0.00306152+0.00498577j 0.022927+0.0155959j 0.0394986-0.00844781j -0.010607-0.00597647j -0.0124041+0.0194034j 0.0191005+0.0234945j -0.0204982-0.000568879j -0.0120823+0.00352008j -0.0166953+0.0112939j 0.00803635+0.0175511j -0.0303545-0.010491j -0.00913349+0.0145706j 0.0167962+0.0155984j 0.00124477-0.00737638j 0.0122555+0.00480165j 0.01944-0.00541729j 0.0109875+0.00623974j 0.0264805+0.00717518j 0.0106483+0.00767926j -0.0121416+0.0214305j -0.0326682+0.0109466j 0.000414328-0.000238855j 0.0116516-0.0075362j -0.00684832-0.000783633j 0.0142136+0.0208654j -0.0108916+0.0185049j 0.0207259+0.0105548j -0.00550126+0.00294387j -0.00188343+0.00821511j -0.0216961-0.00356262j -0.00236006+0.00411325j -0.018995-0.019151j -0.0102525-0.0245267j 0.0259911+0.0154074j -0.0305508+0.0202988j -0.0440533+0.00287599j -0.0268629+0.00959118j 0.014308-0.0322254j 0.00807303-0.0122304j -0.00373533+0.0188216j 0.00909155-0.00924817j 0.0108314-0.0144715j 0.0148033+0.00465915j 0.00868576+0.0146826j 0.0184801-0.0222224j 0.0288847+0.00527934j 0.0158638+0.0111459j 0.0107368+0.000117416j -0.0141446-0.00526707j 0.0240158-0.00289326j -0.0041828+0.00862556j 
0.0386509+0.0547608j 0.00586382-0.00228771j -0.0452193-0.0176107j -0.0116132+0.0381416j -0.0294913-0.0212023j -0.0227948+0.0117413j -0.0052267+0.00989923j 0.030679-0.000110619j -0.000346913+0.01856j -0.0387053+0.0275897j -0.0011176+0.0249586j -0.00350295+0.0234758j -0.00195583+0.0156635j 0.0224417-0.00273949j 0.0178349-0.0049621j -0.0204715+0.00227519j 0.0136719-0.0125591j 0.00415055+0.0465251j 0.00982093-0.0255748j -0.00567888+0.00288426j -0.03204-0.00539669j -0.0279694+0.03684j 0.0222298+0.0118493j 0.0161811+0.00368753j -0.00380798+0.0235816j 0.00896839+0.0167785j 0.0250585+0.00352101j -0.0255474+0.00635452j 0.0285378+0.0284332j -0.0603787+0.0256693j 0.0192281+0.0138819j 0.0161307+0.0201097j 0.0149702+0.00536769j 0.0180362+0.0021015j -0.0167351+0.00113243j 0.01427-0.0338699j 0.00385632-0.0407815j -0.00221451+0.0412883j 0.0192118-0.0154576j 0.0272889-0.00326822j 0.00751395+0.00199302j -0.021405+0.0102187j -0.0486555+0.00615415j -0.027763+0.00701248j 0.00465432-0.0234866j 0.010096+0.0218613j 0.00400365+0.00845482j -0.0156945+0.00102082j -0.0023646+0.00675779j -0.0157689+0.00136315j -0.0134272-0.0311496j 0.0293777-0.0342922j -0.00893803-0.0170571j -0.00818111-0.0237095j 0.0200174-0.00287167j -0.00667195-0.0026097j -0.0199326+0.0225732j -0.0224516-0.0102404j 0.00996447-0.0273742j 0.0172527+0.00492383j -0.00936422-0.0159079j -0.0066941-0.0224576j -0.00977877-0.00651825j 0.0274056-0.0204522j 0.0179625-0.00530958j 0.0176047-0.00408476j -0.0150719+0.026498j 0.00455609-0.0137571j -0.0113915-0.00690023j -0.0330759+0.0120697j 0.00212053-0.00316122j 0.00589318-0.0254347j 
0.0165483+0.0464948j 0.00547263-0.0025599j -0.0464899-0.00716958j -0.0252705+0.00771281j -0.0152115-0.00219928j -0.0242488-0.047752j 0.0581459-0.0081135j -0.00277734-0.00742091j 0.00262708+0.0280259j -0.0244186-0.0116957j 0.00319604+0.0392853j -0.00303689+0.00308584j -0.0285994+0.0201505j -0.00769678-0.0149944j -0.0280249-0.0317606j -0.00156064+0.0290947j 0.00110759+0.0235839j -0.008393+0.000502606j 0.00662358-0.00826747j 0.017408-0.0001424j 0.0085722+0.0101684j -0.0135481-0.00250708j -0.00980925-0.000355071j 0.0341175+0.022307j -0.00583799+0.0165427j 0.00995535+0.0111583j 0.0106634+0.00239759j -0.00312801+0.0116125j -0.0101417+0.00529685j -0.0117077+0.0283617j 0.00390391+0.0112098j -0.0151779-0.00157289j 0.00310606-0.0113251j -0.0148511-0.00520048j -0.018837+0.0100467j 0.0269882+0.00288872j 0.0131495-0.00995153j 0.00566401+0.0136488j 0.00870704-0.00626636j -0.0240596-0.0174033j -0.0119594+0.0204904j 0.0155567+0.0286604j 0.00220141+0.0200786j 0.000364951+0.0383064j -0.00402952+0.00607074j 0.0170834+5.17703e-05j -0.0264554-0.000792995j -0.0158533-0.0166064j -0.0187737+0.0176832j 0.00193294+0.0111157j 0.00884871-0.0133333j 0.00142087-0.023275j -0.00789422+0.0166166j 0.0243834-0.00166608j 0.0155047-0.0127468j -0.030248+0.00546131j -0.00438047+0.0099246j 0.0178688-0.0121636j 0.00835544-0.023202j 0.00723114-0.0256691j -0.0237747+0.000849212j 0.0182588-0.0303051j 0.0135128+0.0080884j -0.00526877-0.0104156j 0.00558074+0.0057682j 0.0135974-0.036317j -0.00728748+0.00600765j 0.00426088+9.47691e-05j -0.00831902+0.00193589j -0.0238552+0.00163224j 0.00677273+0.00196078j -0.00446916-0.0219385j 
-0.0205256-0.0291686j -0.0162827+0.00975085j -0.00998527+0.0101303j 0.0291657-0.00365591j 0.0207376+0.0131148j -0.0108827-0.0340776j 0.0334987-0.0183051j -0.0269463-0.0145072j 0.0361394-0.0305412j -0.017691+0.0284644j 0.0511922+0.00691674j 0.015368-0.0220566j 0.0112503+0.0114281j 0.0211238-0.016635j -0.0437201+0.00228554j -0.00526054+0.00721229j 0.0261773+0.00153519j 0.0335382-0.00161022j 0.00442267+0.00471699j 0.00564184-0.0431412j 0.0166527-0.00519441j 0.00331896-0.0392071j -0.0117581-0.0128032j 0.00424684+0.0329056j 0.0102695-0.0114983j -0.00299626-0.00731122j 0.000881373-0.0248391j -0.0157875+0.00980222j 0.0387026+0.00853945j -0.00872956-0.024695j -0.00735299+0.0253257j 0.0296894-0.00858252j -0.00376721-0.0104605j -0.00813879+0.00821427j 0.0142488+0.00308441j -0.0320903+0.0210095j -0.0154916+0.00975703j -0.00596769-0.0113873j 0.0204213+0.00716465j 0.016753-0.0119315j 0.0152884-0.0263854j 0.00937735-0.00111659j -0.0044439-0.00695799j -0.0251282-0.0268703j -0.00599047-0.0145296j -0.014498-0.00507517j 0.0260181-0.00150259j 0.000991701+0.00420614j 0.0412899+0.00990577j -0.00494401-0.0210752j -0.0314082+0.0130202j -0.00891182+0.0239521j -0.0153774-0.017417j 0.00472694+0.0164937j 0.0174963-0.00900656j 0.00537048-0.00881223j 0.0207508-0.0266263j -0.011364+0.00741405j 0.0144968+0.0316121j 0.000948631-0.00769241j -0.0112948-0.00743168j -0.00280526-0.00104918j -0.0162905-0.0112599j -0.0150508-0.00534053j -0.0269919-0.00301521j 0.00136824+0.0379817j -0.0213331-6.32093e-05j -0.0177513-0.00845236j 0.00550037-0.0190999j -0.0116888+0.0104814j 0.00505576-0.00864548j 0.0206674-0.00144999j 
-0.0153236-0.0349272j -0.0202954-0.0108416j -0.00496311+0.0114856j 0.0168911+0.000758762j 0.00273521+0.0231371j 0.0171316-0.000911475j 0.00878607-0.0215068j -0.00612404+0.010696j 0.00450517+0.0142473j -0.0104671-0.0145554j -0.00189783+0.00423226j 0.00546281-0.00415188j -0.00997146+0.0226128j 0.0265416+0.017014j -0.0142472+0.0190505j -0.0268-0.0154108j -0.00117204-4.33438e-05j 0.00760054-0.017642j -0.0243577+0.0287065j 0.0210048-0.0125674j 0.00401238+0.0113305j -0.00390294-0.0175002j -0.00235453+0.00274534j 0.0130127-0.00744036j 0.0148155+0.0026821j 0.0208661+0.00414988j -0.0176256-0.018051j 0.00129271-0.00471674j -0.00888766+0.00124591j 0.0110769-0.0103389j -0.0326763-0.00100999j 0.00255427+0.00568227j -0.0208496+0.012027j -0.0102045+0.01052j -0.00866716-0.0200812j 0.000727545+0.0128299j 0.00625756+0.0397887j -0.0090629+0.00707652j 0.0139618-0.00336932j 0.0152301-0.0057794j 0.010853-0.00576108j -0.0129367+0.0232354j 0.00875825-0.0247019j 0.0221036+0.0069911j -0.0160648+0.00478242j -0.0332165+0.0329878j -0.007533+0.00332637j -0.0100981-0.0180871j -0.00856874+0.00577132j 0.00586222-0.0122593j -0.010126+0.00538625j 0.00178781+0.0144794j 0.0132642+0.0232681j -0.0108684+0.00957954j 0.0100853-0.0100407j -0.0206142+0.000402843j -0.0133496+0.00323753j -0.00943024-0.0114279j -0.01454+0.0202888j -0.00477417-0.0125343j -0.0104249+0.0180214j 0.00431446+0.00117352j -0.000657993-0.00334793j 0.00250171+0.00562214j 0.00387273-0.00556526j -0.0127053+0.00057057j 0.011397-0.0267889j -0.00139781+0.00533065j 0.00885013+0.00184907j 0.0109697-0.00824537j 0.0151641+0.000535387j -0.00527303+0.0237898j 
0.0234683+0.00882681j 0.0262517+0.0129818j 0.0130461-0.029282j 0.00268004+0.0118248j 0.016115-0.0359941j -0.00634249+0.0519371j -0.0672444-0.00677062j 0.0100241+0.0311127j -0.0213803+0.00567991j -0.00204953+0.0407119j -0.010589+0.0171873j 0.00125959+0.0343776j 0.00387866-0.00979687j 0.0304418+0.0259743j 0.00678217+0.000644941j -0.0119952+0.0195898j 0.0128983-0.0469246j -0.000233032+0.00125963j 0.00529439-0.00588373j -0.0336328+0.00868504j -0.00914773-0.028031j 0.00939246+0.00408307j 0.00840981+0.0104203j -0.0433467+0.00103755j -0.0020772+0.034915j -0.0179266+0.0236223j 0.0184949-7.54654e-05j -0.0133795+0.00772587j 0.0145361-0.00453216j -0.0211518-0.0104768j -0.0155254+0.00443809j 0.00545189+0.0432229j -0.0133872+0.0347488j 0.0199044-0.0122986j 0.0127434-0.0106225j 0.0116825-0.00385082j -0.0375105+0.0020037j -0.00977289+0.00395303j -0.0207741-0.0131023j 0.0202654-0.0109626j -0.0068885+0.0187704j -0.00542245-0.00263171j -0.0123553+0.0243866j -0.000484967-0.022253j 0.0256763+0.00696823j 0.0183145+0.0200668j 0.011648-0.0106942j 0.0169757+0.01748j -0.0208631+0.0265308j 0.0125309+0.00592593j 0.00969825+0.0188859j 0.0256205-0.0238094j -0.010028-0.000266567j -0.0209541-0.0316661j -0.00567571+0.0121179j -0.0149104-0.0143163j -0.0168899+0.00565509j 0.0143961+0.0133498j -0.0335468-0.00847329j 0.000381037+0.00982099j 0.0191309-0.0217493j 0.000504844-0.00118979j -0.001595+0.00859477j 0.0218825-0.00808209j -0.00745696+0.00837186j -0.00139252+0.00460961j 0.0145976+0.00462629j -0.0039661-0.0182523j 0.00734475+0.0192257j 0.0257082+0.00873517j -0.0129523+0.0110882j -0.0186717+0.0118614j 
-0.0416058-0.025497j 0.0188136+0.0518736j 0.0273176+0.0114774j 0.00315116-0.0493398j 0.0398913-0.00783213j 0.0193971-0.0270959j 0.0191194-0.021431j -0.0266864+0.03699j 0.00173796-0.010129j -0.00589462+0.00981033j 0.0104591+0.0169798j 0.0279961-0.00815789j 0.0237993+0.0212195j 0.0464237+0.00788016j -0.0312288-0.012382j -0.00249182-0.0196545j 0.00996583+0.0219702j 0.0482601+0.0270258j -0.00349076-0.0564666j -0.0167322-0.0182477j 0.0220233+0.000419437j 0.031229+0.00211921j 0.00178578-0.0170643j -0.00758748+0.0429824j -0.0113086+0.0182717j -0.0204131+0.00216518j -0.00277149-0.0525198j -0.00142637+0.0188638j -0.00339438-0.0235444j -0.0147549+0.000780734j -0.0108917-0.0113088j -0.033128+0.0233932j -0.00851957-0.0185569j -0.0275238-0.0429706j -0.0173156+0.0067896j 0.0280678+0.0170266j -0.0030602-0.00683093j -0.0178118-0.0230999j 0.0106968+0.024032j -0.0166866-0.0435768j -0.0103181+0.00594204j 0.0277341-0.00428321j 0.0135585+0.0323364j 0.000361847+0.0253264j 0.00611219+0.00559001j 0.0232356+0.027175j -0.00362567-0.0401655j -0.00690112-0.00742774j -0.0101137-0.00399574j 0.000757843+0.0227124j 0.000570148+0.0179163j 0.0034173+0.0104467j 0.0248987+0.0025596j -0.00211848-0.00872827j -0.00311699-0.0268591j -0.00539253-0.031149j -0.0345311-0.0277547j -0.0101437-0.0211923j -0.00823425-0.000121214j 0.00966681+0.000826859j -0.00547442-0.0211497j 0.0286448-0.00925242j 0.00305725-0.00390627j 0.0291786-0.0141447j -0.0012314+0.0125086j -0.012936+0.0227819j -0.0101674+0.00138679j -0.0190371-0.000407464j 0.0238071-0.0142904j 0.00251077+0.00914487j -0.00921554-0.0129422j -0.000390966-0.00334573j 
0.0237005+0.0448085j 0.0315967+0.03063j 0.010252+0.00153392j -0.0358687+0.00738194j -0.0385106-0.007487j 0.0257061+0.0427696j -0.0169328+0.0595009j 0.020667-0.0045296j -0.0105216+0.0236688j 0.00492281+0.0469678j -0.011387+0.0231434j -0.00182523+0.0234099j -0.0042078-0.0224107j -0.0272348-0.00310256j 0.018562-0.0161844j -0.0346799+0.0304116j 0.0542882-0.00601015j -0.00945605+0.00193005j 0.0203855+0.0380959j -0.0302463+0.00501826j -0.0289604-0.0348125j -0.0238122+0.0021839j -0.0369281+0.0123681j 0.00310697-0.0319743j -0.00726345+0.0174288j -0.0210263-0.00108213j -0.00940801-0.00802261j -0.00524685+0.032986j -0.00807991+0.0120049j -0.00616096+0.00342349j -0.0185317+0.0314089j 0.0283115+0.0200481j 0.0118816+0.022344j 0.0208213+0.0224915j 0.00613117+0.00509068j 0.00725542-0.00768749j -0.00841861+0.000862158j -0.00163016+0.0209515j -0.0112828-0.00657302j 0.00921179-0.00234547j -0.00294519-0.000236109j 0.0066949+0.029922j -0.00231414+0.0188668j 0.00431162+0.0197001j 0.00486579-0.0135086j 0.000661154-0.0233228j 0.00362077+0.0101031j 0.00554941-0.00596817j -0.0153424+0.0117472j -0.0196149+0.0292278j 0.00194698+0.0302174j 0.0137063-0.025649j 0.00209876+0.0037949j -0.00200183-0.0286702j 0.00661791-0.000528235j -0.0150801-0.0285048j -0.0165297-0.00432215j -0.0139702-0.0251398j -0.0202474-0.0167319j -0.0190065-0.00878111j -0.0175162-0.0341117j -0.0106705-0.0243391j 0.0153216-0.00153058j 0.0147264+0.00220628j 0.000869778+0.0107614j -0.0222662-0.0145435j 0.00136663+0.00794812j 0.0163226+0.00362906j 0.0275459-0.0100518j -0.00881784-0.00172901j 0.0133388-0.0206472j -0.014653+0.00659696j 
-0.0123517-0.0029032j -0.0199994-0.0205545j -0.00348604+0.0203624j 0.0203377+0.0120809j -0.0183262+0.0241666j 0.00159436-0.0232054j 0.00464528+0.0113153j -0.030397-0.0315115j 0.0060757+0.00259074j 0.0168994+0.0210325j -0.0105469+0.00431881j -0.0216329-0.00566708j -0.0180695-0.0129441j -0.0348591-0.0159868j -0.00248444-0.0139864j -0.0195867+0.0283816j 0.0223922+0.00933692j 0.0144346-0.0248558j 0.024365+0.0219077j -0.000862931-0.00275746j 0.00492127-0.0186421j -0.0174356-0.0310385j -0.0428675-0.00215934j 0.00763995+0.00423723j -0.0219771-0.0298407j -0.0238587-0.00869807j -0.021391-0.00645031j 0.010986+0.0045765j -0.00527528+0.0179885j 0.0236049-0.00443395j -0.00786723+0.015163j 0.0202175-0.0166617j 0.0136373-0.0193519j -0.00146998+0.0129174j -0.000607858+0.0114398j -0.00628354-0.000317988j -0.00876958-0.00350878j 0.0129009+0.0139318j -0.0085308-0.00343632j -0.0135617+0.0103688j -0.00353279-0.0156616j 0.0312116+0.0146676j -0.0114866-0.00813589j 0.0112109+0.0070637j -0.00535691-0.0118507j 0.0150189-0.0463273j 0.0188733+0.0128762j 0.00433185-0.00323807j -0.00382828-0.00620461j -0.00389051-0.0288212j 0.00373719+0.00483645j -0.00442207-0.00112566j -0.00407363-0.00158196j 0.00978386+0.00529592j 0.00749547+0.00651455j 0.0184014+0.00265253j 0.0318111-0.00795635j 0.0229479-0.0038941j 0.0277577+0.0323394j -0.00509959-0.00857114j 0.00739981-0.0117004j 0.00668681+0.0102455j 0.00426878-0.00281786j -0.0100192+0.01609j -0.00980031+0.00619606j 0.0282012-0.0102541j -0.00590023+0.0158613j -0.00717711+0.00365758j -0.0229628+0.00565387j -0.000254068+0.0117876j -0.0093902+0.00906374j 0.0104967-0.0160143j 
0.0639921+0.057694j 0.014131-0.0388229j -0.0390189-0.0209496j -0.00392443+0.0370572j -0.0322251-0.0148883j -0.0444687+0.000805508j -0.0144841-0.00960128j 0.0131858-0.00281408j -0.000766467-0.0216801j -0.033362-0.0132749j 0.0148125+0.00659109j 0.0190363+0.0399178j 0.00791303-0.0147431j -0.00139062-0.0102259j -0.0112564+0.0182453j 0.0315948+0.0518644j -0.0104737-0.0176498j -0.00783268-0.0184911j 0.00725669+0.011799j -0.0228691-0.00840531j 0.00918352+0.0117657j 0.00535175+0.0153999j 0.0165074+0.0294283j -0.0178586+0.0189508j 0.0313415+0.0223824j -0.0171482-0.0122707j 0.0240911+0.0264642j 0.0042691+0.00423161j 0.0319841+0.0134453j -0.0285659+0.0185495j 0.0109308+0.0116488j 0.00825389+0.0170524j 0.0142496-0.00148423j -0.0176134+0.016558j 0.01322-0.0164463j -0.00566477+0.0249467j -0.0200888+0.0179215j -0.00735705-0.0023493j -0.0112879-0.00903858j 0.0111625+0.00153071j -0.00614237+0.0213831j -0.0379832-0.00722982j 0.00184198-0.020607j -0.0168767-0.0426741j 0.0354801+0.0264228j -0.00445152-0.0127026j 0.0261557+0.010475j 0.00234848+0.0118756j 0.01318+0.0383539j 0.0313201+0.000517899j -0.0141378-0.00239743j 0.00449128-0.0235874j -0.00483554+0.00259631j -0.00368909-0.0102742j 0.0109137+0.00709544j -0.00974529+0.0248726j 0.00905945+0.0360998j -0.00263325+0.019009j 0.0205407-0.00205047j 0.0083021+0.00423919j 0.000846699+0.0101221j -0.0177463-0.0114609j 0.0154105+0.00250065j -0.0202571+0.0152791j -0.014294+0.00265577j -0.00995429-0.0263672j 0.00729362-0.00864113j 0.0161134-0.0153925j -0.0111939+0.00911839j -0.0075028-0.00470334j 0.0188096+0.0121429j -0.00242252+0.000216859j 
0.0147457+0.0420808j 0.0491687+0.0562871j -0.00541486-0.0316288j -0.0615083-0.0263401j 0.0203115-0.035612j -0.0134415-0.0399453j 0.0621009-0.0028646j -0.00353003+0.0192162j 0.00587993+0.0207881j -0.0274601+0.00467964j 0.0187294+0.0249749j -0.0179094-0.0343928j 0.0147611-0.0231857j -0.0131368-0.0311373j 0.0200178+0.00103527j 0.0342522-0.00998981j -0.00657436+0.0130776j -0.025308+0.0397574j -0.0101236+0.0118929j -0.00973495+0.00411134j 0.000616795+0.0330411j -0.0161642+0.0356838j 0.0154254-0.0206837j 0.0363356-0.039338j -0.00571353+0.0431793j 0.0384345-0.0205802j 0.00356867+0.00319888j -0.0446141+0.012247j 0.0147532+0.0013694j -0.0229884+0.0124851j -0.0108496-0.0185174j 0.00692244+0.0133663j 0.0165405+0.0418062j 0.0293897+0.0283524j -0.0196154+0.0338927j -0.0166342-0.00482007j -0.0115403-0.0172328j 0.00558035-0.00938231j 0.00872893+0.00928382j 0.0107149-0.00458235j 0.0229844-0.0183082j -0.0148401+0.0145422j -0.00392753+0.0444075j -0.0168679+0.0473625j -0.0108022+0.0113274j 0.00277805-0.0151139j -0.00797743+0.00756736j -0.00901032-0.00548702j 0.0331058+0.0227993j -0.0172958+0.0230051j 0.00467382-0.00411403j -0.00235679-0.00378987j 0.0121651+0.0274245j 0.0249601-0.0155266j 0.00224806-0.0463645j 0.0188171+0.00202002j -0.0435117+0.0167556j -0.0174554-0.0382858j -0.0161832-0.0372818j 0.00514262+0.00948637j -0.0171369-0.0334737j 0.0138055-0.0250357j 0.00937352-0.0163463j 0.0197746+0.00292639j 0.00597682+0.0156441j -0.0118686+0.0354471j -0.0513971+0.0416884j -0.0356919-0.0125545j 0.0357389-0.00826178j -0.0228932+0.0153213j 0.00222786+0.000683607j -0.011007-0.021024j 
-0.0300269-0.0059126j 0.0394324+0.0294237j 0.0302577+0.00255976j 0.0142493-0.0211137j 0.0470273-0.0189305j -0.0271787+0.0271661j -0.0544891-0.0370508j -0.00518196+0.00705086j -0.0150148-0.00398695j 0.0318296+0.0316432j -0.029164-0.0255964j 0.0220108+0.0269539j -0.0160238-0.0394637j -0.00850475+0.0172237j -0.0228202-0.0419502j -0.0249667-0.0146342j -0.0200102-0.018054j -0.00556073+0.0495837j 0.0378378+0.00606879j 0.0112602+0.0279403j -0.00484949-0.0115738j -0.0117515+0.0116315j 0.00669012+0.0047137j -0.0375361-0.00273218j 0.0323084+0.00770454j -0.000292886+0.0132716j -0.0156872-0.00256266j 0.0133177-0.00418522j -0.0138019+0.00796246j 0.0017108-0.00957259j 0.0108004+0.00935047j 0.00903881-0.0126327j 0.0255698+0.00596234j -0.0271646+0.00953262j -0.0195814-0.00355051j 0.0168221+0.00471373j -0.0155424-0.0019836j 0.00373337+0.00930538j -0.0172118-0.0171537j 0.0023861-0.0153736j 0.00572685-0.00497512j 0.0205546-0.00653623j 0.00186602+0.0214316j 0.0137621-0.0099575j -0.0045096-0.000521105j 0.00390771-0.00475446j -0.0161432-0.0268076j -0.0228353-0.00686063j -0.0180573+0.000842905j -0.00161274-0.00215469j 0.00240461-0.00992914j 0.0197584-0.0131661j -0.000742618-0.00255414j 0.0093333+0.000750934j -0.0216259-0.0119376j -0.00441035+0.0141557j -0.0137716+0.00995056j 0.0262722+0.0126987j -0.0374574-0.00245904j 0.00557586+0.0135405j 0.0207687+0.000994446j -0.00306706+0.000454076j 0.0152093+0.0117044j 0.0308439+0.0145859j 0.011684+0.007694j -0.000899704-0.00605772j 0.0420146-0.0115369j -0.00313302-0.00108945j -0.00695185+0.0270337j 0.0354551-0.00746319j -0.0240585+0.0188633j -0.0190582+0.0227604j 
-0.00850523+0.0123928j 0.0371373+0.0351278j 0.00304748-0.0151257j -0.0254537-0.0164707j 0.0393337-0.0173358j -0.0354008-0.0238041j 0.00916623-0.00147298j 6.90727e-05-0.0175517j 0.0256831-0.00229403j 0.0177283+0.0467125j 0.0337281+0.0175385j 0.0103443-0.00185433j 0.00739663+0.00170286j -0.000758355-0.0324737j -0.0267151-0.00738772j -0.00913445+0.0205824j -0.0451274+0.00884627j 0.0429792+0.0499371j 0.0435509-0.0125885j 0.00922375+0.018559j -0.0340621-0.0242467j 0.0103058-0.00835008j 0.0133693+0.0339452j -0.00331591-0.00682106j 0.0310977+0.00433098j -0.0302101+0.0352574j -0.00680783-0.00125145j 0.0134314+0.0109774j 0.00614035+0.0247454j 0.0332605+0.010156j -0.00746987-0.00120062j -0.000514482-0.0125827j -0.0055139+0.00710395j -0.0367144+0.0213514j -0.00448856-0.0176358j 0.0116673-0.00700623j 0.00396133+0.00547783j 0.0220258+0.0289378j -0.0109438-0.00158827j -0.00495015-0.00191365j -0.00826424+0.00240063j -0.00179344-0.00188087j 0.013962+0.00563566j -0.00223375-0.036449j 0.0249596+0.00877901j -0.0250609-0.00605788j -0.016733+0.00539167j 0.00433195-0.000453055j 0.00107082+0.00941906j -0.00346329+0.000542955j -0.0411616-0.0219579j -0.0122523-0.012105j -0.016723-0.00503858j 0.0123788-0.0236454j -0.00304652-0.0309991j 0.00556568+0.0368978j 0.0113642+0.0223972j -0.00562696-0.0206452j -0.00414762+0.0262234j -0.00051912+0.0213777j 0.0109744-0.0112947j -0.0201271+0.00972235j 0.0129474+0.00369003j -0.00617278+0.0173014j -0.0156138+0.0107157j -0.000276095+0.0250047j -0.00178874+0.00719819j -0.00934946-0.0219j 0.00811419+0.0125163j -0.0126369+0.00649083j -0.00565974+0.00936093j -0.00322952-0.00959993j 
