-0.0159973+0.0111808j 0.101306-0.122751j -0.108667+0.000608676j -0.0197138-0.039589j -0.0144283-0.00808869j -0.0332603-0.00362927j 0.00109704-0.015343j 0.0270021-0.0349258j 0.0176072+0.0204923j -0.0481029+0.0367151j -0.0129874-0.00115864j -0.0119788+0.0121879j 0.0160346-0.0658276j 0.00926599+0.0584118j 0.041531-0.00997346j 0.0897866-0.030404j 0.0393813+0.00352823j 0.0960975-0.0262601j 0.0391697+0.0291784j -0.0582933+0.0428656j 0.0326357+0.00832586j -0.0429352-0.00182605j -0.0226238+0.0235916j -0.0428819+0.0304864j 0.0320416-0.0277943j 0.00554867+0.0267217j 0.0485917+0.0299102j 0.019622+0.0039008j -0.00264404+0.0130327j 0.012422-0.0115808j -0.00878281-0.00334283j 0.00925399-0.0261428j 0.0135076+0.00270672j 0.00539432-0.00991696j -0.00612883+0.00302079j -0.00181893+0.00475308j 0.00833956+0.0187132j 0.0270629-0.000174968j -0.050507+0.0842689j -0.0131794+0.00807995j -0.00834672+0.0642308j -0.0413456+0.0222546j 0.0201841-0.102239j -0.00122233+0.0804601j 0.118195-0.0304442j 0.0941108-0.0892251j -0.0456618-0.0992384j -0.00694408-0.0250578j -0.0153032-0.0396844j -0.039677+0.0385375j -0.0210617-0.0456576j -0.00836089-0.0205983j 0.0173679+0.0244218j 0.0448542-0.00552805j -0.0108431+0.0722266j 0.0345069-0.00465175j -0.0674061-0.0358674j -0.0333837+0.0147357j -0.0108318-0.049129j -0.0214567-0.0636679j -0.0650286+0.0199912j 0.0150961-0.10529j -0.0504606-0.164696j -0.218401+0.254221j -0.0506596+0.0574945j -0.0338135-0.0262808j 0.0445773+0.0179794j -0.125241-0.0221778j 0.103182+0.197246j 
0.0885297-0.0165906j 0.0549533-0.0504908j 0.0528892-0.0722595j -0.0211426-0.00777847j -0.084623-0.0172302j 0.0188165+0.0346444j 0.0113747-0.00507202j -0.00423565+0.051858j 0.0244243+0.0216257j -0.011061-0.0276796j 0.0485811+0.0077851j 0.0126536+0.0534969j -0.00739801+0.00746052j 0.0127174+0.0229913j -0.0497207+0.115016j 0.0488927+0.0135464j -0.119158-0.0179871j -0.112369+0.0378267j 0.0415378+0.0546815j 0.0231401+0.0112526j 0.0265383+0.00937387j -0.0140091-0.0680794j 0.022283+0.0327264j 0.0234753+0.00371942j 0.000498975+0.0827832j 0.00593488-0.0772885j 0.061129+0.00378401j -0.03287-0.0704327j -0.00870447+0.0567645j 0.0142174+0.0174655j -0.0132218+0.013367j -0.0229273+0.0588719j -0.0892041-0.068069j -0.0405997+0.0108292j 0.0414907-0.0204553j -0.0485279-0.00094622j 0.0136347-0.0275963j 0.0271645-0.0047934j -0.00109084+0.00820049j 0.00324925-0.0199275j 0.0215216-0.0128905j 0.000229755+0.0803001j 0.0134934+0.0303256j 0.0127246+0.0422927j -0.0484622-0.0930256j 0.0135913-0.0385315j -0.0137231-0.00214018j -0.0147551-0.130375j 0.0139898+0.0020677j -0.0943853-0.100018j 0.088803+0.0572081j -0.0251705+0.0385708j -0.00120349-0.0736395j -0.025059+0.09553j 0.0340175+0.0914187j 0.043686+0.104206j 0.0256312-0.0122831j 0.0241654+0.0468484j 0.013443-0.0517923j -0.0254711-0.046407j -0.0136245-0.0389094j -0.0823991+0.0183929j -0.0237091-0.0239929j -0.0123513+0.072784j 0.101437-0.0366122j -0.0289319-0.0481742j 0.0625376-0.0233861j -0.0144685-0.0205439j -0.0312902+0.0489151j 
-0.0159537-0.21049j 0.16016-0.0663006j 0.0171235+0.0511114j 0.0859359-0.0436349j -0.0111956-0.0393154j -0.0781683+0.040237j -0.00614116-0.0113091j -0.00297255+0.0209912j -0.0347773-0.0186029j 0.0208382+0.0137146j -0.0472553+0.0131483j 0.00210441-0.0625342j 0.0439435-0.066569j 0.0092496-0.0359263j 0.0556315-0.0473506j -0.00138882+0.0224643j 0.098892-0.0257827j 0.00974804-0.0254751j -0.0371939-0.0550624j -0.140046+0.0599635j 0.0554577+0.0201159j 0.122151+0.0334191j -0.0303257+0.0703656j 0.0270331-0.0589245j -0.0336571-0.137137j -0.00629976+0.0407596j -0.0599206-0.024862j 0.00996936-0.100907j 0.0375579-0.0995733j -0.0516055-0.00613176j -0.0426534+0.0906182j -0.015967+0.039389j 0.0977331-0.0116451j 0.0183802-0.0281558j 0.00232889-0.0158156j 0.0253074+0.0286522j 0.0775489-0.0160333j 0.0827409+0.0104014j 0.0489679+0.0449531j 0.0550151+0.0104589j -0.0413527-0.0209651j 0.00903441+0.00537776j 0.0549696+0.0465367j 0.0480179-0.00406412j 0.0823131+0.0909404j 0.00148598+0.0847967j 0.0850442+0.0652683j 0.105168-0.0777637j -0.113777+0.0187342j -0.0152278+0.032373j -0.144795-0.0244965j 0.0370495+0.0653151j -0.000397044-0.0771168j -0.0190086-0.0322326j -0.0180264-0.0295918j 0.081442-0.0119413j -0.0749863-0.0284891j -0.0938438+0.111328j 0.0149669+0.0307153j -0.0894152+0.0302676j 0.0298106-0.0499837j 0.0395884-0.0253326j 0.0198078+0.0556794j 0.095455+0.00624977j -0.00587682-0.0232971j 0.000993775+0.0163616j 0.00699034-0.0470052j 0.00445331+0.0228181j -0.0259178-0.0558444j 
-0.111952-0.0607756j 0.0466091-0.148886j 0.0755965-0.104026j -0.00782535-0.0135324j 0.0327988-0.0537844j -0.0307229+0.0310502j 0.00169552+0.00847796j -0.025494-0.00534674j -0.0297468+0.0356533j 0.0514805-0.0168531j 0.00708508+0.000297636j -0.0323383+0.000303897j -0.0327363-0.0468878j -0.0083945-0.02154j -0.108075+0.148695j 0.0615764+0.0624572j 0.0344922-0.0753203j 0.0625098+0.0175087j 0.0614865+0.0404688j 0.0602244-0.0635792j 0.00315268-0.0719976j 0.110827+0.0184242j 0.0202312+0.00915426j 0.0101777+0.019138j 0.0337628-0.0725383j 0.00907678-0.0296802j -0.0831199+0.0374072j 0.11063-0.0673076j -0.00941186-0.0504535j -0.000372344+0.0029006j -0.0475422+0.0490789j -0.0489644+0.0262471j 0.0636523-0.0125187j -0.0645411+0.00642126j 0.0531816-0.0414071j -0.0311152-0.00748621j -0.00452452-0.00733043j -0.045293-0.00586899j -0.0858783+0.0561598j -0.0365133+0.0335628j -0.0111157-0.00903425j 0.00637007-0.00902841j -0.00853602+0.0329064j 0.0253613+0.0276278j 0.00992074+0.030537j -0.060682+0.0178927j -0.0446907+0.0639399j 0.117174-0.118711j -0.0245994+0.0361515j -0.00763657+0.036398j -0.0989233-0.0346357j -0.0442543-0.0591594j 0.0724601+0.0903935j 0.0275231+0.0331567j 0.0038483-0.0285855j -0.0023077-0.00630781j 0.0661617+0.0282463j -0.128405-0.00555811j 0.133321-0.023901j -0.0165913-0.0390974j 0.104623-0.0448043j -0.0529279-0.00120504j -0.0158542+0.0339456j -0.0133445+0.0240859j -0.0537051-0.0249233j -0.25563-0.0678187j 0.0290708-0.0342536j -0.0228032+0.0292404j 0.000432394+0.00924196j 
-0.167453+0.115762j -0.0812962-0.0974102j -0.0234706+0.0308502j -0.0121802-0.00667585j 0.000763852+0.0337885j 0.0901125-0.000816004j -0.0154961+0.0555403j 0.0493804-0.0108906j -0.0131618+0.0507098j -0.0537483-0.021969j 0.00934114-0.0228452j -0.0508517+0.0462627j -0.012257+0.0804234j -0.0441843-0.00507499j 0.0194531+0.0614532j -0.0659553-0.102223j -0.00768427+0.158596j -0.0114551+0.00643938j 0.0461937+0.0313012j -0.0394101+0.0178513j 0.0837002-4.59791e-05j -0.0100025-0.0227222j -0.0431627-0.0951509j -0.00820387+0.0630145j 0.021565-0.0101985j -0.00679742+0.0488796j -0.0888085-0.0389498j -0.0775899+0.0918266j 0.0190855+0.063601j 0.0115861-0.0272545j 0.0483494-0.0924428j 0.00658326-0.0216978j -0.0529474-0.0476688j 0.000278481-0.031482j 0.0519443+0.0206151j -0.0206116-0.0169436j 0.0676963+0.0178514j -0.024752+0.0598761j -0.0842533+0.00136204j 0.0285547+0.0696122j -0.108681+0.0184257j 0.00702667+0.0141548j -0.0239543-0.0728391j 0.0865654+0.0718976j 0.0427147+0.0344424j -0.0697522-0.052211j -0.0593786-0.080979j -0.0792287-0.0299759j 0.00894571+0.00917313j 0.0414326+0.117431j 0.00405008+0.0181289j -0.041471+0.0227218j 0.0621883-0.00893066j 0.0179552-0.0951775j 0.0112411-0.0139569j 0.00580824-0.034276j 0.0193199-0.0317057j -0.0235373-0.00686386j 0.0387556-0.0431248j 0.000440557+0.0710547j 0.0192767+0.0286099j -0.0072546+0.022548j -0.0399878-0.0817722j -0.0798207-0.0534153j -0.0300455+0.00156275j -0.0250211-0.0165113j -0.00791243+0.125436j -0.00585062-0.00312067j 0.0244146+0.023621j 
0.0734603+0.0441123j 0.0771873-0.0540365j 0.160099+0.0981649j 0.0947353+0.0694918j -0.0167119-0.039694j -0.105552-0.0964567j 0.00206034+0.0175437j -0.0705524-0.0323799j 0.0101717+0.0195614j 0.0560462+0.0496427j 0.002743-0.00685741j -0.0196489-0.024088j -0.0229886-0.0382319j 0.0239204+0.048675j -0.0682302-0.0339458j 0.0570266+0.137783j -0.0949266+0.0398586j -0.137452-0.0436984j 0.0533654+0.0997233j 0.122696+0.0573559j 0.0573967+0.115989j -0.0332608+0.0255518j 0.0434996+0.0366832j 0.0242313-0.0478165j 0.0222957-0.0140819j 0.0233001-0.0251578j 0.0188869+0.0352708j 0.0588748+0.048939j -0.00643131-0.0338954j 0.00724231-0.0195186j -0.0538324-0.0228711j -0.00369695+0.0511838j -0.0365566-0.0186389j -0.0753444-0.0548367j -0.0109388+0.00455257j -0.00941876-0.0531261j 0.0412843+0.00485984j 0.0267345-0.0582313j -0.010639-0.0202665j -0.0170304+0.137143j 0.100239+0.019656j -0.1101-0.07464j -0.0419327-0.0451327j -0.0499562-0.0572514j -0.0375174-0.0422643j -0.138505-0.120123j -0.0172512+0.0619875j -0.124997-0.101654j 0.0179809-0.102932j -0.00964582-0.0518065j 0.0282352-0.0571357j 0.0362602-0.00543283j -0.0742797-0.00918979j -0.113317-0.0168584j -0.0626326+0.00509301j 0.0079564+0.00203821j 0.0370356-0.184765j 0.0244257-0.0367987j 0.00799751-0.0299j 0.0145471+0.0336943j 0.0172934+0.0528531j -0.0582858-0.0591739j -0.0130161+0.0250035j -0.00763668-0.0294809j -0.0402125-0.0331202j -0.029786-0.0132681j 0.0795267+0.0323414j 0.0714353-0.108646j -0.0402997+0.0363604j 
-0.00694812-0.0835445j 0.105968-0.00806287j -0.029466+0.015815j 0.0646692+0.0204718j -0.0275439-0.00128997j 0.0322196+0.0220401j -0.0394823-0.00778121j 0.00480533+0.00438188j -0.0249922-0.0216779j 0.000265261+0.002748j -0.00170552-0.0312604j 0.000449925-0.0606725j 0.00893535-0.00492516j -0.00166979-0.0282023j 0.004949+0.000204008j 0.000715796+0.0958397j -0.0777214+0.072913j -0.141736-0.0413135j -0.0142841+0.0997964j -0.0282739-0.0192157j 0.0146722-0.037378j -0.0103426+0.0160303j -0.0754412-0.0101773j -0.0065654+0.0447831j -0.0452897+0.0388655j 0.0408807-0.0169347j 0.00671531+0.000865469j -0.00738768-0.066329j 0.00932565+0.0410264j -0.00929879-0.00973844j 0.0206491-0.0157782j -0.0239101+0.00127161j 0.0209975-0.00371205j 0.0261481+0.0325378j 0.0643421-0.0175515j -0.0274115-0.0035619j 0.012524-0.0381047j 0.0276602+0.0349523j -0.000830769-0.0184966j 0.00462952+0.0218416j -0.119524-0.0206008j 0.0409595-0.0507668j 0.0119666-0.0475187j 0.0400689-0.0214012j -0.0291179-0.0679452j 0.0529391-0.017192j 0.0360689-0.00903408j 0.0678416-0.00751189j 0.0182581+0.0915655j -0.0350588+0.0160647j 0.0424089+0.050619j -0.00822215+0.00901505j -0.0303499-0.0241816j -0.0972396-0.0272516j 0.0258919+0.050148j 0.0592477-0.0213265j 0.0274171-0.0129943j 0.0265713-0.00577016j 0.000857966+0.00564229j 0.00640284+0.093306j -0.0463103+0.0185976j -0.0736338-0.0518296j -0.0338831-0.0642485j 0.0123047+0.0509306j 0.00155694-0.0101061j 0.00376884-0.0330248j -0.0153732+0.0388858j -0.0657533+0.0121567j 0.0329294-0.0369007j 
-0.0728759-0.00834757j -0.0300113-0.0774149j -0.00410459-0.0144191j -0.0258243-0.134101j 0.0595457-0.0789035j 0.0185318+0.00525009j -0.0352124+0.047709j -0.0277341+0.0438944j 0.0117498-0.040553j 0.0051675+0.0218964j 0.0270293-0.0163253j -0.0335064+0.0570258j -0.0201241-0.0297693j -0.0304089+0.0106407j -0.0806769+0.0205862j -0.0580771+0.151881j -0.116815+0.0552872j 0.120902-0.0458647j 0.0203002-0.0800313j -0.0283978-0.0539106j -0.0552349-0.0227221j 0.0657196+0.0494j -0.0156593+0.0479319j 0.0185273-0.0763519j -0.0913821-0.0522811j 0.00525115-0.0369927j -0.0463694-0.0252063j -0.0564849-0.022046j -0.0275686-0.0460089j -0.0016975-0.000379359j 0.0255011+0.0526245j 0.000975097-0.000758695j 0.00086416+0.0190579j -0.0292068-0.0118156j 0.0243122+0.0331412j -0.0116782-0.0388011j 0.0152591+0.0135398j -0.0215774-0.0836042j -0.0297354-0.0266248j -0.0178852+0.107619j -0.0401781-0.0283508j 0.0394912-0.0758694j -0.0129421+0.069298j 0.0272034+0.09871j -0.00230429+0.0965039j -0.064549-0.0324848j -0.00830736+0.0745159j 0.0356595+0.100225j 0.0012413-0.093863j 0.00754026-0.00492723j 0.0103583-0.0554585j 0.0159716+0.0115115j -0.011826-0.000212397j 0.00595308+0.023327j 0.0214951-0.0511518j -0.0567024-0.00381306j 0.101032-0.0429474j 0.0478335-0.0283612j 0.00751933+0.0193743j -0.123507-0.0513975j -0.0530652-0.0294357j -0.0531891-0.0196205j 0.0245796+0.103229j -0.0799542+0.0182634j -0.0147437-0.000354571j 0.00940032+0.00882846j -0.0076274-0.0810126j -0.0483553+0.00759628j 0.0755519-0.0577712j 
-0.0680818+0.0332105j 0.0391641+0.0362601j 0.12495+0.246867j -0.0272361+0.0141367j 0.00915487-0.000621505j 0.00929218-0.0785003j 0.018067+0.0202654j 0.0175082-0.0338326j -0.0443762-0.0273887j 0.0251369+0.0366715j -0.0169601-0.0253459j -0.014523-0.0580782j 0.0346579+0.0225626j -0.0169063-0.0170851j -0.108455-0.127897j 0.0329802+0.0711391j 0.168525+0.135648j -0.0808568-0.125747j -0.0724694-0.164317j -0.00948539+0.0589646j -0.00788825+0.04903j 0.083045-0.0325786j -0.00123883+0.0333148j -0.00178097+0.0709509j 0.0195748+0.0720688j -0.0332088+0.0262208j 0.0271722-0.0267177j -0.0353671+0.0330038j -0.0225239+0.00630775j -0.0224881+0.0147701j 0.0193528-0.00823789j 0.0458318-0.0150314j 0.0230533-0.0453032j -0.0101743-0.0246099j 0.00070557-0.00654537j 0.0017725-0.018067j -0.0286718-0.00708299j 0.0356324+0.03108j 0.039481-0.0451358j -0.00158838-0.0399978j -0.0657406-0.0354884j 0.0956205-0.062363j 0.003112+0.0100062j 0.0147066-0.0269516j -0.0112892-0.101962j 0.0572146-0.0938787j -0.075454-0.00663762j 0.00539074+0.0238517j 0.000404397+0.0436835j -0.00205521+0.0195352j -0.0362872-0.0036464j -0.0455373-0.0282627j 0.0689646+0.0441745j 0.0654093+0.0587697j 0.020442+0.0246926j 0.0286858+0.0435674j 0.000484982-0.0204752j -0.0133128+0.0366417j 0.0693502-0.00541025j -0.151916-0.0415057j -0.012428-0.0182577j 0.0914761+0.065792j 0.00958129-0.0433558j -0.0473068-0.0319348j 0.0491592+0.0365154j -0.0268471+0.0404939j -0.0714803-0.0694248j -0.00672136+0.0255772j 0.0460945-0.15582j 
-0.0777099-0.0642292j -0.0194986-0.0518503j -0.0428154+0.0184393j -0.0854461-0.209425j -0.00257641-0.0689242j 0.0424711+0.0113172j -0.00257343+0.0541219j 0.011826+0.0402658j 0.0101099-0.0110923j -0.0195564+0.00645596j 0.0221007+0.00908193j -0.0162307+0.0597916j -0.0427462-0.0769596j -0.0273009-0.00405519j -0.0753235-0.0429812j 0.0217787+0.214215j -0.0551775+0.160868j 0.129871+0.024434j 0.0685523-0.116884j -0.0341265-0.0510213j -0.0445112+0.00362159j 0.00717107+0.0485394j -0.0130046+0.0632245j 0.0138426+0.0309557j -0.0527817+0.0555412j 0.0108438-0.0453697j -0.0143511+0.00192011j -0.0375759-0.00957081j -0.0097167-0.0171162j 0.00640359-0.00762749j 0.0166028+0.0285815j -0.00626683+0.0357964j -0.0308425+0.0272559j -0.0174101+0.0136008j 0.0269063-0.0152279j -0.00348356-0.0336911j 0.0137693-0.140156j -0.022921+0.0200721j -0.03322+0.00649312j 0.0682617-0.0415817j 0.0785892-0.0698148j -0.0413562+0.0107339j -0.00176374-0.00435068j 0.0304702-0.0509256j 0.132686-0.113425j 0.094204-0.0220223j 0.078472+0.0534137j -0.00247351+0.102193j 0.0239027+0.0160677j 0.0166748-0.0354213j 0.0790993-0.0311195j 0.0455574-0.0277627j -0.0700786+0.0379866j -0.14488+0.0747409j -0.00652722+0.0325781j -0.0109257-0.0315033j -0.0359182+0.0444016j 0.0245678-0.0232832j -0.0589546+0.0367576j 0.0830002-0.0700248j -0.00187373-0.0545687j 0.033389+0.0252483j 0.0488179-0.0464393j 0.051142+0.045613j -0.00177916-0.00181478j 0.00448173+0.0192253j 0.102379+0.0519032j -0.0101986+0.117636j 0.00355051+0.0837687j 
-0.126421+0.0154334j 0.035139-0.21392j -0.015616-0.099169j 0.185791-0.0708716j 0.0597149-0.0934678j -0.014917+0.0284819j -0.0425484+0.0260577j 0.0196055+0.0364056j -0.0552703+0.0229826j -0.00908939-0.0104948j -0.044967+0.00885163j -0.0376243+0.0594278j 0.0885876-0.066871j -0.00256024+0.0359418j 0.136432+0.231362j -0.147766+0.165641j 0.0814594+0.00540445j 0.00139585+0.00863065j -0.0336319+0.00354932j -0.00764515+0.0514781j 0.00679301+0.0346907j 0.0518463-0.026155j -0.0551767+0.0452083j 0.00631473+0.0417715j 0.0223999+0.0208283j -0.00578877+0.0103234j -0.0321823+0.0281911j -0.0454168+0.0312171j 0.0215186-0.00411576j -0.0114297-0.00356921j 0.00110437-0.0164149j -0.00596828+0.0235858j 0.0284178+0.0210643j 0.0295965-0.0115536j -0.00310472-0.0192956j 0.0229649+0.00999948j 0.0240099-0.00223988j 0.0394634+0.0651769j 0.0184444-0.00352556j -0.0567263-0.100808j -0.12077-0.00432024j 0.121336-0.0304103j 0.0351912-0.0206468j 0.0232357-0.0785479j -0.00125345-0.124128j 0.0286041-0.0477231j -0.0244549-0.058963j -0.0344354-0.0150656j 0.0321519-0.0220747j 0.00443449-0.0019408j 0.00935977-0.0298383j 0.0103202-0.00439448j -0.0146549+0.0029418j -0.00882341+0.0153386j 0.0117787+0.0450917j 0.00752032-0.00807041j -0.0227387+0.00403672j -0.00909765-0.0298103j -0.0230142+0.010322j 0.0745885+0.0223143j 0.0333414+0.0443545j 0.0330486-0.0132838j 0.0375533-0.0342089j -0.0138366-0.0207294j -0.0125201-0.00946055j -0.0130432-0.0210289j -0.145903-0.062837j -0.0862058-0.0996047j -0.0244867-0.073922j 
-0.026993+0.198573j -0.099371-0.00185544j 0.178123-0.0264008j 0.013207+0.150494j 0.0847024+0.029765j 0.0185591-0.0335439j -0.0310477+0.0212622j -0.0633078-0.00763787j 0.00307038+0.00777315j 0.0247736-0.0153028j 0.00687559-0.0388781j -0.117963+0.000991259j 0.0205428+0.120427j -0.0541571+0.0176402j -0.21743+0.165326j -0.164368-0.179082j -0.088804+0.076085j -0.0334265-0.101139j 0.0151957-0.0142042j 0.0475328+0.0132518j -0.0326064-0.00327278j 0.0699697+0.0508985j 0.0553227-0.000737878j 0.0428586+0.0137799j -0.0419258-0.00346024j 0.0125511+0.0118973j -0.0696626-0.00387077j -0.0583794+0.00924593j -0.00710648+0.0174224j 0.00286649-0.0218787j -0.00651599-0.0375414j -0.0585681-0.0102124j -0.00288621+0.0346469j -0.0377508+0.0150324j -0.0149841-0.0120404j 0.00442456+0.00503754j 0.0394543-0.00408749j -0.101098+0.0285587j 0.00340325+0.0597895j 0.0712631-0.0414633j 0.0203618-0.089031j 0.0381598+0.117142j 0.000231266+0.0228639j 0.0615688+0.0596531j 0.0934791-0.0326092j -0.0566884+0.00793249j 0.0366283-0.0450744j -0.0116532-0.0444305j 0.0158758+0.00792727j -0.0195225+0.0212533j 0.00753524+0.00149189j 0.0115451+0.00993021j -0.0212874-0.010087j -0.0386498-0.0182289j -0.0111148-0.0189689j -0.0402442-0.0116461j 0.000773385+0.0109893j 0.00527656+0.00364524j -0.0342911+0.0262374j 0.0834406-0.0531878j -0.010488-0.0148187j 0.0426359+0.0121214j -0.00593712-0.0299561j 0.151966+0.0305243j -0.0108938+0.0101329j 0.0245307+0.00171634j 0.0781049+0.0175214j -0.0100465+0.0458853j -0.0559446-0.080456j 
