-0.0121355+0.0143971j 0.00207576+0.032972j 0.00268993-0.0428513j 0.00943769-0.0101441j -0.000748767+0.0283655j 0.00787897+0.0252533j -0.00711423+0.0285748j 0.00145523-0.0459702j -0.00200907-0.00895752j -0.00131506-0.0333706j -0.00613848+0.0203838j 0.000439019-0.0109355j -0.00136665-0.00801224j -0.00620429+0.00257137j 0.00121813+0.0829084j -0.000484964-0.0152592j 0.000220496-0.00472428j 0.000859841+0.0193978j -0.00330753+0.0356996j -0.000536437-0.00269803j 0.000346967+0.0216772j -0.00151474-0.0263093j -0.00210077-0.00254941j -0.00334173-0.0397353j 0.00161185+0.00467621j -0.000483935-0.0243115j 0.000748699-0.00406518j 0.000636215+0.0260606j -0.0039902+0.0236959j -0.0011779+0.0344643j 0.002534-0.0425776j 0.000476999+0.0382128j -0.00178189-0.0345392j 0.000779711-0.0100073j 0.000479908-0.0016061j -0.000109235-0.0153579j 0.000866047+0.0277347j 0.000153502-0.0101448j -0.000437307+0.0197964j 0.000748931+0.00762838j 0.000700512+0.0570414j 0.00291677+0.0254249j -0.000168712-0.00300539j -0.000768117+0.0015342j 0.00209856+0.0331439j -0.00182345+0.0447803j -0.00122691-0.0334143j -0.00183116+0.0352747j -0.000918248-0.0365929j 0.00195727+0.00738645j -0.00109703-0.00297517j 0.000360365-0.0446709j 0.00161412-0.016738j 0.000497819-0.00530299j -0.00333017+0.0346577j 0.000206059-0.038984j 0.00401869-0.0368053j -0.00172331-0.01315j -0.00234756+0.00460913j -0.00293309-0.0334462j -0.00398657-0.129659j -0.00317632-0.00809957j -0.00482685-0.0135063j -0.0024802+0.0435516j -0.00253708-0.0192617j 0.000164562+0.0487545j -0.00110447-0.0222842j 0.00158615-0.0791782j 0.00597532-0.00756644j 0.00518564+0.103033j -0.00103453+0.0590149j -0.00370156-0.00674675j 0.00395545-0.0397123j -0.00384305-0.070189j 0.000161387-0.151295j -0.00047174+0.115059j 0.00397064+0.281511j 0.000952342+0.100464j 0.00227983+0.0132639j 0.000850764+0.0221695j -0.00199841-0.0738029j 0.00225288-0.0183041j 0.0047613+0.587581j -0.00324358-0.163515j 0.00340282-0.197209j 0.00262148-0.105982j -0.00799339-0.0771839j 0.0044485+0.152222j 0.00572775-0.0533209j -0.00971009-0.0866247j 0.0018929-0.038661j -0.0277996+0.0186384j 0.00243906+0.111665j -0.0288652+0.0506584j -0.0262591+0.0306129j 0.013694+0.0787221j -0.0491077+0.0222692j 0.00936677-0.359213j 
0.000316161+0.000512694j 0.00357732-0.00141749j -0.00686339+0.0035054j -0.00265006+0.001277j -0.00453366-0.000536508j 0.00228015-0.00693122j 0.00737602-0.00396747j -0.00434584+0.0093281j 0.00143712-0.000584171j -0.00288582+0.0105044j 0.0112986+9.41585e-05j 0.0176827-0.0123517j 0.00363493-0.0116912j 0.00715194+0.000271398j 0.00832153-0.0500119j 0.0321927-0.041729j 0.00500209+0.00737523j 0.0209284-0.0370411j -0.00746802-0.0197622j -0.000648712-0.0333426j 0.00897123+0.0296394j 0.00653335-0.0378875j -0.0152879+0.0357768j 0.0248476-0.0589033j -0.00252786+0.00860148j -0.00370977+0.0460894j -0.00547062-0.00518569j 0.0226966-0.00133611j 0.00325428-0.0252041j 0.00698198-0.0443722j 0.0217468-0.0399088j 0.0212289+0.0334718j -0.0397907+0.00086623j 0.0201172+0.0183443j -0.0105729-0.103069j 0.00533006-0.0232951j -0.0259723-0.0471766j 0.00754354+0.0794242j -0.0224433-0.0986772j -0.0168885-0.0146966j -0.0133667-0.0472866j -0.0248164-0.0725308j 0.0161127+0.0587359j -0.0156766-0.144687j 0.0401971-0.134567j -0.00322862+0.015601j -0.0326139-0.0760034j 0.00843939+0.0559559j 0.0358791-0.187769j -0.00384113+0.29772j -0.0182587+0.189894j 0.0203355+0.113209j 0.00335447+0.000515632j -0.0183024-0.0138219j -0.00639665-0.0325847j 0.0146713+0.0161153j -0.0181542-0.0230996j -0.0149573-0.0382366j 0.0322173+0.0412109j 0.0131444-0.00927345j 0.000743967-0.000121692j 0.00363348-0.0173273j 0.00601718-0.0139299j 0.0307547-0.0120231j 0.0201521+0.0840261j 0.0335372+0.0423024j -0.00482526-0.0253764j 0.00636186-0.024348j 0.017988+0.00497626j 0.0100345+0.0236054j -0.0123178+0.0268237j -0.000116898-0.0467935j -0.00706872-0.0242251j 0.00176313-0.00589693j -0.00252969+0.0138881j 0.00312413+0.000131485j -0.00325028+0.0130677j 0.00361573+0.00998282j 0.00294391+0.0111803j 0.00305572+0.0414007j 0.0077921-0.0113452j 0.00548817-0.041394j 0.00323876+0.0128432j -0.000426345-0.0154799j 0.0117696+0.0734719j 0.000369204+0.00383974j 0.014885-0.00510338j -0.00635419+0.00242522j -0.00568784+0.017128j 0.00266097+0.000579338j 0.00486998+0.00396332j -0.00523294+0.0168874j 0.0220875+0.0214489j 0.00784033+0.0210769j -0.00495836+0.00698851j -0.00878996-0.00249457j 0.00220436-0.00224916j -0.00152328-0.000464233j 
-0.000841055+0.00125418j 0.00101289+0.000221691j -0.0016759-0.00355654j 0.0126372-0.00857769j 0.00635335-0.0130875j -0.0102443+0.00037343j 0.0155741+0.00597793j 0.0171424-0.00453624j -0.0174334+0.011985j 0.0176526+0.00271977j -0.0137113+0.0158477j 0.011+0.0169064j 0.0191333+0.00297726j -0.0114627+0.00244082j -0.00169803+0.0120088j -0.0136882+0.0134287j 0.0121481+0.00687093j -0.00994097+0.0375576j -0.00137838+0.0324155j -0.00638504+0.0578149j 0.0166581+0.0270996j -0.018291-0.00172564j -0.0030998-0.00908892j -0.00536199-0.0264857j 0.00374425+0.0182767j -0.00357351+0.0319978j -0.010781+0.042233j 0.00947181+0.00206709j 0.00793938-0.0535809j -0.0101968+0.0184443j -0.000206496-0.0617433j -0.00953192+0.0283604j 0.017451-0.0172678j -0.0159639-0.0939251j -0.00218799-0.0139273j 0.00580313-0.0167385j -0.000406803-0.00910238j 0.0195357+0.0306599j 0.0121891-0.0391721j -0.00642592-0.0107554j 0.0129248+0.141046j 0.0253904-0.105163j 0.0155078+0.0998832j 0.015066+0.0423401j -0.00201314-0.0483113j -0.00277196+0.0960371j 0.0125428+0.111621j 0.00735077+0.280559j -0.0247425-0.124759j -0.00635217+0.238347j -0.0111238+0.041335j -0.0032893+0.31887j 0.011734-0.0342402j 0.0353576-0.183495j 0.0150029-0.0398391j -0.00580368+0.0856073j -0.0214175-0.0484446j 0.00569445-0.0380545j 0.0164998-0.0441224j -0.0138276-0.00900253j 0.00495702+0.0348833j -0.00824923-0.0254848j 0.0103223+0.0462865j -0.0389812-0.0415504j 0.0124405-0.0257912j -0.0225-0.0320675j -0.0263935-0.0209966j 0.0091281-0.00340825j -0.00821907-0.00518137j -0.00750814-0.0166384j -0.0161469-0.0114875j -0.0113087+0.0264534j 0.0164319+0.0119369j 0.0105988+0.0121402j -0.0213479+0.00654903j 0.00551555-0.0162683j 0.0197272-0.0331273j 0.0192864+0.0251407j 0.00334906-0.0305711j -0.0275867+0.00752993j 0.0152642+0.0177888j -0.00687057+0.0158159j -0.0121186+0.023554j 0.0176243-0.0225374j 0.00767417+0.0493561j -0.0113425+0.0236703j -0.00523208+0.0464718j 0.0162686+0.0328737j -0.012783-0.0702498j -0.0121695+0.0038702j 0.00265383+0.0171827j 0.00666291-0.00584897j -0.00132176+0.0123206j -0.00486438-0.01228j 0.00789144+0.00261714j 0.00113553+0.000713806j 0.000267608+0.00516579j 0.000478574+0.0011483j 
-0.00781345+0.00485279j 7.7558e-06+0.00105248j 0.00220551-0.00233993j -0.00352892-0.00469781j -0.017997+0.0137048j -0.00536049-0.00383586j -0.0124309+0.0155619j -0.00936866-0.00201736j 0.0328807-0.0319268j -0.00860748-0.0077359j -0.000839836+0.00566993j 0.00045171-0.0302493j -0.0047854-0.017919j -0.0273937+0.00762757j -0.00197627+0.0055866j -0.0149408-0.000601533j -0.0204303+0.00630495j 0.00149758+0.0213491j 0.00279032-0.0407745j 0.0217104-0.0220453j -0.0415111-0.0277329j 6.53048e-05+0.0127969j 0.0216771+0.025591j -0.00888938-0.0287329j 0.00104627-0.0111667j -0.0158878-0.0685372j -0.0106156+0.0228742j -0.012198+0.0306389j -0.0130777+0.0377702j -0.00605159+0.036494j -0.030787+0.0551763j 0.0164401-0.0391364j 0.0178308+0.0169216j 0.0123769-0.0226578j -0.00177037-0.0729714j 0.0123085-0.0140569j 0.0134073+0.0196988j -0.0191936-0.127786j -0.00350382+0.0339025j -0.0164418-0.104605j -0.00863479-0.160213j -0.00387625+0.000742334j -0.0296394+0.0205812j 0.0207839-0.18125j -0.0366571+0.0315283j 0.0109693-0.0127999j 0.0161624+0.0712787j -0.00558723+0.00393443j 0.0115384-0.151272j 0.0152029-0.0429924j -0.00062442+0.0501751j -0.010843+0.137481j 0.00727348-0.00353738j 0.00295374-0.0213094j -0.00355479+0.0933937j 0.00654499+0.0582751j 0.00702784-0.0180016j -0.0371542-0.0311759j -0.0172229-0.0329217j 0.0137647+0.0221614j -0.0160357-0.0411492j -0.003653-0.0330708j -0.00416413-0.0231504j -0.0134193-0.0224785j -0.000362348+0.0385604j -0.00323325+0.00500433j 0.00742261+0.0171848j 0.00295358-0.00409315j -0.0028237+0.0187147j 0.00580566-0.0515575j 0.00782702+0.0133484j -0.00732713-0.0237328j -0.000594587-0.0165617j -0.0211576+0.00982278j -0.00913149+0.0178888j 0.0141465+0.00932302j -0.00352918+0.0338705j 0.0177504-0.00356933j -0.00118588-0.0124453j -0.0106208+0.00723655j 0.0128998-0.0358415j 0.0191326+0.00178717j -0.00469041-0.0140298j 0.00533746+0.00468711j 0.00146823+0.0348908j -0.00548543+0.00399795j 0.0196216+0.0444983j 0.000314294+0.00380347j 0.0103908+0.000134092j -0.00521341-0.0293188j -0.00750443-0.0111721j -0.00263399+0.0160773j 0.0203895+0.0134636j 0.00311764+0.0181817j -0.00435587+0.00904659j -0.0079559+0.00134364j -0.00196838+0.0037027j 0.00124774+0.00307694j 
0.00446239+0.00447621j 0.00371492+0.00116547j 0.0145548+0.00526316j -0.0128929+0.00307172j 0.00720535+0.00778385j -0.0141969+0.00192895j -0.0226294+0.000481383j 0.01224+0.00163486j -0.00187349-0.0370522j -0.00339304+0.0149172j 0.00752299+0.00606245j -0.0115614+0.0253454j 0.00353572-0.0106522j 0.0174043+0.00318228j 0.00178054+0.0488661j 0.00728486+0.0235496j 0.0121374-0.0489836j -0.000995077+0.011036j -0.00086024-0.0250493j 0.0232011-0.0477778j 0.0128997-0.0490516j 0.0128598-0.0287442j -0.00531376-0.0242964j 0.000113189-0.0312561j 0.00592651-0.0306938j 0.0068739-0.0398082j -0.00738329-0.000205646j 0.0015658-0.0802528j 0.00567314-0.00817995j 0.00142404-0.110568j 0.00764938-0.0398164j 0.0024797+0.0436182j 0.00804155+0.0889063j -0.00387741+0.0521709j -0.00541759-0.0473275j -0.0139067-0.0287281j 0.00682967+0.161743j 0.0102763-0.121225j 0.0133613-0.0285592j 0.00682287-0.14217j 0.0128041-0.0701425j -0.0069535-0.0960456j 0.00454996+0.24019j -0.0106128-0.310811j -0.00276943-0.114318j -0.00485238-0.0841228j 0.0246877-0.10311j -0.0165402+0.136708j -0.0168764-0.111131j 0.00922408-0.245724j -0.010203+0.115225j -0.00637678-0.013377j 0.00588889+0.0972347j 0.0174023+0.0422845j 0.00704739+0.0282116j -0.00917937+0.0393928j 0.0133515+0.049568j 0.014638+0.023169j -0.000916083-0.0241009j -0.0083124+0.00587334j 0.00451163-0.0211798j -0.0024834+0.0232501j 0.0162173+0.00537275j -0.0192201-0.0136378j -0.00582585+0.0425398j -0.00505029+0.00699348j -0.00948516+0.0311131j -0.00862504+0.0110224j -0.010903-0.00949541j -0.00494732+0.00211317j 0.00285162-0.00715974j -0.00133632-0.0358393j -0.0138312-0.0201587j -0.0014318-0.0346294j 0.0102385+0.00810304j 0.00148179+0.0223156j -0.00611264+0.0203232j -0.0203798+0.0135359j 0.00625118-0.0257856j 0.0135158-0.00425826j 0.0257076-0.018223j 0.00608163-0.00226425j 0.00874643-0.00615224j -0.00350612+0.0268257j 0.00657605+0.0484519j 0.00453828-0.0832523j 0.00464963-0.0211446j -0.00409475-0.00182156j 0.000508756-0.000382486j -0.00192371-0.0175237j -0.0134414-0.0332457j 0.00354344+0.0157309j 0.0150746+0.0123187j 0.00674608+0.0134407j 0.00467692+0.000657562j 0.014131+0.0225392j 0.00838009+0.00966838j 0.00755411+0.00140196j 
0.00705511-0.00319448j 0.00380208-0.00157637j 0.00195372+0.00452284j -5.82688e-05+0.0024596j 0.0200662-0.0127557j -0.0109585+0.00252243j 6.33648e-05-0.00804579j 0.00887249+0.0114264j -0.0153181+0.0131859j 0.0023467+0.00561682j -0.0233871+0.0114547j -0.0238258+0.0244791j -0.00866474-0.00282111j -0.0044756-0.00861501j 0.0147047+0.0070825j -0.0323112+0.0499624j -0.0138957-0.0246348j -0.00724464+0.0266299j 0.0250255+0.0039418j 0.00228243+0.0208125j -0.00917121-0.0453124j 0.0167916-0.00246675j 0.0167315-0.0144092j -0.00213391+0.0406013j -0.0169919+0.00502072j 0.0169427-0.0635601j 0.0176257-0.0180759j -0.00454357-0.0467983j -0.0131905+0.0516697j 0.00460243-0.00569253j -0.0157947+0.0210918j -0.00134919-0.0240811j 0.0101085+0.168753j 0.0150088+0.0306273j 0.00105384-0.0280642j 0.0188963+0.0255007j -0.00199378+0.0354673j -0.0187605-0.0604982j -0.0187817+0.0991925j 0.0101248+0.0220931j 0.00168027+0.13532j -0.0235437+0.0852241j -0.0220195-0.107592j -0.0170041-0.175239j 0.00445579+0.0109598j 0.0136741-0.279875j -0.0123946-0.00696555j -0.00917458+0.383873j 0.0234948+0.105633j -0.00921696+0.18453j 0.0194077+0.118839j 0.00903108+0.106911j -0.00765093+0.0374552j -0.0253812-0.0421415j -0.00381761-0.000341125j 0.00808636-0.069052j -0.00288198-0.00136829j -0.00164423-0.00139598j -0.01236+0.0657546j -0.00637125-0.0463268j -0.00223534+0.0231194j 0.000113077+0.0577284j -0.0170622+0.00844162j -0.00794231-0.030174j -0.0132368-0.0245436j -0.0119879-0.0173407j 0.0169698-0.0168642j -0.012762+0.0179694j -0.00888447-0.0386968j 0.0143944+0.0360408j 0.00643906-0.0145572j 0.00829426+0.0145744j -0.014063-0.00637021j 0.0113175-0.0296907j 0.0073016-0.000800759j -0.00575583-0.021117j -0.00441447-0.00626297j -0.0121865-0.00631712j 0.00661143+0.0102461j 0.0102859+0.0424588j 0.00578028+0.0155118j -0.000893779+0.068284j 0.00761769+0.0315145j -0.00511798-0.00993916j 0.00454099+0.034478j 0.0079733-0.0201128j -0.00675038-0.0347839j -0.0192191-0.0185196j 0.00208618+0.0264898j 0.00626533-0.000848004j -0.00938959-0.010624j 0.0108231+0.00866201j -0.00179338-0.00421799j 0.0041794-0.00972297j -0.000118602-0.0142533j 0.011127+0.00527553j 0.00346909-0.00232052j 0.00129211+0.000694441j 
-0.000329244+0.00205636j 0.00373972-0.00161436j 0.00398193-0.000314113j -0.000681014+0.00233715j 0.0118921+0.00263596j 0.00290055+0.000794506j 0.0144485-0.00841827j 0.0102101-0.021526j 0.00390408-0.0184064j 0.0345871-0.00845436j -0.00467109+0.0197854j -0.0206264+0.0436615j 0.0245493+0.00819153j -0.0118368+0.0201205j 0.0311765+0.00899401j 0.00372409+0.00238792j -0.0165961+0.011194j 0.0104571+0.016963j 0.0129336+0.024286j 0.00709702-0.0103695j -0.0132969+0.00817514j 0.0268521-0.0347291j 0.00582816+0.0418131j 0.0132994+0.0271538j -0.00660239+0.00818502j 0.0247996-0.0247019j 0.00300128-0.0699935j 0.017866-0.0327532j -0.0123321+0.00131454j 0.00679147-0.0322355j -0.00238913+0.00736975j 0.034622+0.0378942j -0.00307553+0.0498089j 0.0180104-0.0911296j -0.00370727-0.0303629j 0.018443+0.0410717j -0.0101306+0.105106j -0.00165368-0.0498948j -0.0252506+0.10218j 0.00149825-0.01709j -0.00117058+0.121654j -0.0246684-0.182685j -0.0153336+0.073748j -0.0135979+0.171661j 0.00834439+0.00328612j -0.00816148-0.127589j -0.00955529-0.224355j -0.0127778-0.0874435j 0.0290248-0.0533281j -0.00882824-0.214647j -0.00237305-0.108728j 0.00838638-0.0868746j -0.000949007-0.00804235j -0.0148086-0.0584291j 0.00168827-0.0815051j 0.0112772+0.0704781j -0.0200553-0.00935239j -0.0232486+0.0149743j -0.00656483-0.0623128j 0.0114023-0.0392874j 0.000169166+0.0171897j -0.00519301-0.0361322j 0.0051503+0.0317738j -0.0102192+0.0034121j -0.00481476-0.056421j 0.00162486-0.024467j -0.00567334+0.0143575j -0.00504996-0.0296061j -0.0106266-0.0192168j 0.00418427-0.00226911j -0.012778-0.0134662j -0.00243637+0.00508113j -0.00975932+0.020437j 0.0020415-0.0202762j -0.00390745-0.00989672j 0.00141067+0.00803511j 0.00593577-0.00964614j -0.00545988-0.0175448j -0.00244554-0.0159828j -0.00334127-0.0649068j 0.0203734+0.054084j 0.000726192+0.00486203j -0.00268684+0.006032j 0.00397625+0.0294996j -0.000671916-0.00353886j 0.00260011-0.0321437j -0.0111476+0.0132875j 0.0145665+0.00399342j -0.0235623-0.0830613j -0.00889243+0.0105824j 0.00689707-0.000278297j -0.000409482-0.0215994j -0.00599741+0.0122971j -0.00762959-0.00112863j 0.0053963+0.0115526j -0.00609527-0.010926j 0.00225051+0.00393287j -0.00350555-0.0036306j 
0.00659263+0.000228923j 0.00499587-0.00246654j 0.00747775-0.000799399j -0.0186623+0.0131242j 0.00918905+0.00834179j 0.020351-0.0116985j -0.0215838-0.0210764j -0.0248118+0.00711925j 0.0135297-0.0344609j 0.013984-0.00270688j 0.0313341-0.0167414j -0.0208037+0.0144993j 0.0134838-0.0137174j 0.0163473+0.0443605j -0.0118027+0.0133214j 0.0130075-0.00239756j -0.0140918-0.0036348j 0.0148793-0.0377805j -0.00741267+0.0138872j 0.0105589-0.0813233j -0.0206613+0.0335334j -2.1995e-05+0.0053143j -0.00465956+0.0102184j 0.00186473+0.12648j 0.0117513-0.0114913j 0.00908325+0.0143364j -0.00546246-0.0531304j -0.00215862-0.073544j -0.0017929+0.132918j 0.00373473-0.0379492j 0.00832721-0.0466692j 0.00782589+0.13j -0.00239838-0.0669575j 0.0031457+0.0700549j -0.00100512+0.0802242j -0.00642374+0.0633978j 0.00781671-0.0906679j -0.00755494-0.131189j -0.00237289-0.0912126j -0.00745751+0.11813j -0.00127881+0.114278j -0.00709962+0.179403j 0.0027514+0.0187744j -0.00539497-0.194016j -0.00290264-0.107712j -0.00287065+0.189097j 0.00612014+0.292969j 0.00179628+0.166949j 0.00628375-0.000691122j 0.0102618-0.0263386j -0.0112585-0.0476548j -0.00121244+0.149374j -0.00681138+0.107162j -0.012316-0.0330591j -0.00325321-0.115362j -0.00264906-0.109392j 0.00780501-0.0248005j -0.00746929-0.0283909j 0.00526033-0.0129397j 0.0129886+0.0241039j 0.010443-0.0284899j -0.00128787-0.0224069j 0.00896373+0.0103407j 0.0177222+0.0724507j -0.000657299-0.0680027j 0.0138105-0.011745j -0.0103908-0.0222099j 0.00506349+0.0686188j 0.0116358+0.0408877j 0.00251783+0.0332341j 0.00876378-0.0390209j 0.0182182+0.00414121j 0.0142349+0.0169895j 0.000605182+0.00162046j 0.00347969+0.0060253j 0.0140453-0.0456599j -0.00241326-0.0440746j 0.00435775+0.0308512j 0.0128954+0.00699656j -0.00208511+0.0216018j -0.0131912-0.0673049j 0.00136296+0.0328177j -0.00379304-0.00523575j -0.000430674-0.0546386j 0.00317819-0.0476874j 0.00217261-0.0349562j -0.00641977+0.0135491j 0.0145109+0.00981616j -0.0166151-0.024515j 0.000398584+0.0486108j 0.00431949+0.000502292j 0.00238812-0.0181115j -0.0030454+0.00618614j -0.00724708+0.00490334j 0.00515759+0.00927148j -0.00387043-0.00963525j 0.00504074+0.00288167j -0.00058478-0.000437823j 
0.00194706-0.001174j -0.0184132+0.00837494j -0.00396367-0.0103236j 9.05232e-05-0.000558881j -0.0257012+0.00773661j -0.0252684+0.0207563j -0.0177005+0.0168384j 0.0145565-0.0129531j 0.0029889+0.0267801j -0.00121478-0.0138587j -0.011632-0.0423195j -0.0340575+0.0186336j -0.00228477-0.00272517j 0.00978318-0.0181963j 0.0304254+0.0147828j 0.0123401-0.0036555j -0.00449114-0.0159783j 0.0109484+0.0455389j 0.00809394-0.0413222j 0.0321902-0.0544898j 0.00530401+0.0345601j 0.0268864-0.058934j -0.00468062+0.0277724j 0.0269059+0.0259988j 0.00161306+0.0200098j 0.0193171-0.0452421j -0.00992162-0.039637j 0.0219833+0.0515537j -0.0135241-0.0522882j 0.0162641-0.0657397j 0.0107643-0.00142588j 0.0133968-0.0124052j -0.0134776-0.023983j 0.0229318+0.0372009j -0.0118016-0.0898898j 0.00776895-0.174874j -0.006019-0.13883j -0.00693063-0.0500691j -0.0163849+0.0874761j 0.0024699-0.112625j 0.0103953+0.000156998j -0.0306459+0.0358047j 0.00472917-0.210785j -0.0293891-0.00975744j 0.0133325+0.0999917j -0.0116927+0.0490988j -0.000840708+0.232683j -0.0144048-0.0951987j 0.00997649+0.0898604j 0.00145959-0.067837j -0.00764985-0.0380532j 0.000159909+0.0757082j 0.00510908-0.163597j -0.010404+0.0119782j 0.00267663+0.0290834j 0.0151621-0.0337983j -0.000358062-0.0765914j 0.0118803+0.0694309j 0.0244821-0.0389154j -0.00376143+0.0295581j 0.0112836-0.00391839j 0.00977132-0.0117867j 0.0011995-0.0325447j -0.0132832+0.0148309j -0.0045432+0.00303784j 0.0116667-0.0204558j -0.0181284+0.0189834j 0.00966648+0.0135447j 0.0172132+0.00739348j 0.00741486-0.0575705j -0.00767019+0.0168277j 0.00478083+0.03819j 0.0257498+0.0173542j 0.0146086+0.0127218j -0.0147766-0.0285742j 0.00280239-0.0014434j 0.00593249+0.0294682j 0.0103645+0.0036784j -0.0136849-0.0166419j -0.0153596-0.0208881j -0.0198226-0.0431981j 0.00989427+0.0465366j 0.000470939-0.00812922j 0.00713233-0.00255428j -0.00427958-0.0151293j 0.00472988+0.0782163j 0.0175978+0.0358681j 0.00950457-0.00861848j 0.00759806+0.0107694j -0.00166006-0.0013193j -0.00324925+0.000278552j -0.00991486-0.00284761j 0.0110438+0.00485133j -0.00778922-0.0077863j 0.0040573-0.00249959j -7.37868e-05+0.00434422j -0.00239872+0.00345324j 0.00608807-0.002278j 
0.00298757-0.000367719j 0.00646916+0.00129086j 0.0203607-0.00596422j -0.0141954-0.000339362j 0.0184467+0.00419496j -0.00840739+0.0145j 0.0348276-0.020011j 0.0150516-0.0220135j -0.013994-0.0427477j -0.000158154-0.0252246j -0.0211796+0.0374792j 0.0536322+0.0280755j 0.0100359-0.0181491j -0.0194162-0.0360281j 0.00579803-0.0352313j 0.00339994+0.0217442j 0.0137488+0.0523447j -0.00570643-0.0409103j 0.0205228-0.0526322j -0.0299424+0.0780115j 0.00871629-0.07893j 0.013502+0.0433107j -0.0067292-0.00328567j -0.0010867-0.078174j -0.0151231+0.00170618j -0.0113304-0.0246006j 0.0248212+0.0138092j 0.0118793+0.0251426j 0.0123864+0.116039j 0.000583185+0.115353j 0.00584979+0.0305401j -0.00399974+0.0864171j -0.0123708-0.081369j -0.010836+0.165345j 0.00972739+0.0628026j 0.0107843+0.129679j -0.0171118+0.179744j 0.00725074+0.114091j -0.0209343-0.0593342j 0.00774819-0.0319441j -0.00276527-0.0911027j -0.00638001+0.122249j -0.00917016+0.012278j -0.00104783-0.00683542j 0.00917928+0.11916j -0.00486881+0.139722j -0.0220756+0.216447j 0.0119086-0.0763256j -0.00145822-0.0436875j -0.0134818-0.178472j 0.00200757+0.0673722j 0.0166609+0.00409081j -0.00577101-0.0143284j -0.00501742-0.0538256j -0.00489362+0.0466641j -0.0161781+0.0312084j -0.0125888-0.0433759j 0.0111474+0.0360121j 0.0115408-0.0323484j -0.00642676+0.0187284j 0.00549188-0.00523751j -0.0143563+0.00361467j -0.0122051-0.0216146j 0.0201326+0.0113877j 0.02342+0.0102076j -0.00306118-0.0122676j 0.00112708-0.00354521j 0.00185612+0.0259662j 0.00156448+0.0296704j -0.0268336-0.030712j -0.00199552-0.0262635j 0.00527035+0.0206926j 0.00279754+0.0325321j -0.015694+0.0315875j -0.00529022+0.00380562j 0.00532631+0.0410437j -0.00268637+0.0205896j 0.0135384-0.00392017j 0.00556878-0.0431482j -0.00631797+0.0203152j -0.0052438-0.0362753j -0.00239459+0.02209j -0.0166117-0.0173538j -0.00624968-0.0157503j -0.0275191-0.046284j -0.00532959-0.0132246j 0.0271084+0.045988j 0.00905713-0.0246491j 0.00651101-0.00479509j -0.000821449-0.00442514j -0.0180786-0.035844j -3.83294e-06+0.00564787j -0.00264524-0.00405721j 0.00853633+0.00780872j -0.0028394-0.0119019j 0.0146987+0.0135055j 0.00700859+0.00445441j -0.00267782-0.00883498j 
-0.00510857+0.00500758j -0.00774945+0.00335979j 0.0349196-0.0189711j -0.00261259-0.0196968j -0.0231884+0.0110869j 0.0355799-0.0258361j 0.0106616+0.000999768j 0.0244264-0.0616429j 0.0165232-0.0170276j -0.015034-0.0290682j 0.0207558-0.00873621j 0.0291597+0.00510985j 0.00378174+0.00677569j 0.00381299-0.00319277j 0.00382603+0.0295587j 0.043188-0.0685989j 0.00303617+0.0213423j 0.0148035-0.0460058j -0.0267349-0.0302594j -0.00991645+0.0523547j -0.0239177+0.0225697j 0.000961022+0.0358347j -0.00745804+0.0351916j 0.00311498+0.0164413j -0.00220621+0.0116212j -0.0101847+0.0190644j -0.00944895-0.012134j 0.0125945+0.0477051j 0.000847423+0.0677955j 0.00267671-0.00888253j 0.0188973+0.00575421j 0.0132341-0.0418086j -0.0266409+0.0513908j 0.00194744+0.134484j 0.000223346+0.0977433j -0.0105734+0.0210586j 0.00289843+0.00813108j -0.00136181+0.126253j -0.0016294+0.0292487j -0.00712185-0.0032521j -0.00735023-0.0245289j 0.0124881-0.0150673j 0.00962117-0.120278j 0.0124967+0.150348j -0.0173042-0.000430323j -0.0120435-0.337492j -0.00392669+0.0404165j -0.000619825+0.179348j -0.00541187+0.106033j 0.0064955+0.0654555j -0.0104907-0.0634105j 0.00874921+0.0505021j 0.00133763+0.0100676j 0.00101553-0.030375j -0.00677942+0.0621901j -0.0127724-0.0630132j 0.0145141+0.00532066j 0.00127481+0.0225216j 0.00667553+0.0138824j 0.00767659-0.0260183j 0.00281291+0.0115j -0.00520155-0.039342j -0.00858607+0.0120896j 0.00492756+0.028221j -0.0126631-0.0759077j -0.000487224-0.0171927j -0.00322308+0.0116502j 0.00135985-0.0383559j -0.00383452-0.0415365j 0.000733169+0.0646796j 0.00809616+0.0247063j -0.00688338+0.0228011j 0.000370867-0.000585253j -0.00267578-0.00922208j -0.0029352-0.0161076j -0.00968028-0.0109661j 0.00382448-0.00959167j -0.00837207+0.00227368j 0.00515178+0.0209622j -0.00227571-0.0036133j 0.0043052+0.0595632j 0.00932697+0.0683659j 0.00133909-0.014683j -0.00196139-0.00978855j -0.000468694-0.00198124j -0.000797025-0.0176435j -0.00578478+0.0183644j -0.0108443+0.00207193j 0.00251021-0.000524816j -0.00741332-0.00533622j -0.0161981-0.00106196j 0.00825441+0.0305051j 0.00712552+0.0341827j -0.00770226-0.00865447j -0.000611739-0.00215947j 0.00381959-0.00302827j 0.00282373+0.0110346j 0.00763395+0.00287286j 
