-7.1377e-13-0.221649j -4.35633e-14+0.191763j 3.07514e-15-0.10553j 2.90032e-15-0.183779j 2.55259e-15+0.0750578j 1.30912e-15-0.0557643j -1.10017e-15+0.0318248j -7.5659e-16-0.0162848j 1.64995e-15-0.0838409j -1.39113e-14-0.144112j 1.62394e-16-0.00848093j 1.95822e-15+0.049725j -2.70097e-15+0.150215j -3.22391e-15+0.140017j -1.19741e-15+0.00641913j 3.14092e-15+0.0425919j -1.72753e-14+0.0832968j -1.69501e-14-0.0723952j 2.29147e-14-0.208971j -1.84231e-14-0.0252898j -5.9939e-14-0.173541j -3.87186e-15+0.0270576j -5.06002e-15+0.169254j 9.73216e-15+0.0391338j 2.0678e-15-0.147838j -2.34885e-14-0.108271j 1.1053e-14-0.0572889j -9.64233e-14+0.146855j -1.77462e-14+0.00894277j -6.38662e-14-0.136335j 3.81921e-14+0.057958j -5.06002e-14-0.192739j 6.79598e-13-0.0785091j -4.20472e-14+0.0788708j -1.01742e-13+0.203267j 8.70035e-15+0.0014208j 1.54726e-14+0.0234448j -4.42944e-14+0.0684904j 8.81269e-14-0.042435j 8.76862e-16+0.00180857j -1.05183e-14+0.0701494j -7.17705e-14+0.0808264j 1.9508e-14+0.088079j -3.6792e-15-0.102689j -1.14671e-14+0.146436j 2.04363e-14-0.0529715j -1.9639e-14-0.00875069j -1.11643e-14+0.127358j -8.46634e-15-0.274954j -8.87733e-16+0.0207918j -1.83947e-14-0.112779j -2.39385e-14-0.0684978j 4.21213e-15+0.0794012j -7.3916e-15+0.00193463j -3.97937e-15+0.0451215j 1.89767e-15+0.0400549j -6.90148e-13-0.0737295j -1.84684e-15+0.00502064j 7.10315e-15+0.0478258j -1.88073e-15+0.0353828j -9.80993e-15+0.113592j -2.88064e-15-0.0715054j -2.24345e-15-0.0535886j 4.09073e-15+0.0612724j -9.89384e-16+0.0837428j -4.61134e-15+0.1563j 3.28132e-15-0.0248547j -5.46333e-15-0.00833799j -3.8708e-16-0.0530087j 1.0447e-15-0.0942649j -2.24507e-15-0.00665459j 1.66184e-15-0.0845531j -1.27622e-15+0.0420089j 5.26973e-15-0.0566254j -1.65838e-14-0.241596j 1.98608e-14+0.204234j -2.5627e-13-0.139815j 
2.40922e-15+0.000600911j 1.43474e-16+0.00166575j -4.11827e-17+0.00150271j 2.50756e-17-0.00144273j -5.07551e-17-0.000903748j -1.85862e-17+0.000868966j -3.37794e-17-0.001156j -6.08069e-17+0.00111116j -4.11075e-17+0.000743657j -1.55126e-16-0.000933458j -1.10819e-16-0.000810934j -3.50692e-17-0.00131245j -5.05569e-17+0.00217938j -3.4021e-17+0.00105864j -7.59094e-17-0.000210424j 8.47144e-17-0.00202131j -3.74959e-16+0.00131701j -1.21188e-16+0.000290166j 9.21775e-17-0.000595233j -8.43241e-18-0.00151283j -4.67658e-16-0.00104457j 2.13391e-17-0.000116326j 9.20437e-18+0.000649145j 3.45864e-17-0.000502909j -2.10163e-17+0.000419538j -1.23198e-16-0.000892648j -1.25094e-16-0.000602325j -1.37867e-16-0.000294446j -7.9925e-17+0.00125768j 2.76494e-18-0.000955034j -8.05858e-17-0.00215386j 1.46828e-16+0.000961655j -3.10757e-15+0.000353658j -1.576e-16-7.66957e-05j -4.76435e-16+0.000724858j -7.20315e-15-0.000893871j -1.56259e-16+0.000475633j -3.15749e-16+0.00140447j -3.49513e-16+0.000708234j 1.80904e-15-0.00154733j -4.0549e-16+0.00251188j 8.70887e-16-0.000916425j -4.25995e-17-0.00134431j 1.77577e-17-0.000283571j -1.0762e-16-0.000426442j -1.1657e-16+5.37359e-05j -7.39724e-16+0.00136928j -2.86366e-16+0.0016349j -4.34698e-18+0.000633511j 1.85451e-15+0.00133256j 3.85732e-16+0.000132829j -6.95579e-16-0.00200421j -2.68623e-17-0.000251332j -1.01201e-16+7.33656e-05j -9.16712e-18+0.000372645j 5.55668e-17+0.000680761j -2.70491e-14-0.00288052j -9.12706e-17-0.000337398j -2.52514e-16-0.00123385j -1.83725e-16-0.000396816j 5.25358e-17+0.000554278j 1.47064e-16+0.000939901j -2.80201e-17-0.000587858j 2.36282e-17+0.00206431j 8.4608e-17+0.00117524j 3.65655e-17-7.11586e-05j -1.06167e-17-6.85925e-05j 1.38651e-15+0.00221946j -1.43775e-17+0.00157939j 4.00353e-17-9.93022e-06j 9.91436e-17+0.000164534j -9.2186e-19+0.000265289j 4.42046e-17+0.000590388j 2.20812e-17-0.00210557j 6.5973e-17+0.000153185j -1.67171e-16+0.00158208j 2.33641e-15+0.00150826j 
-1.10401e-16+7.60225e-05j 5.95219e-16-0.00148586j 2.01519e-16-0.000429352j -2.99151e-16+0.000455068j 6.69899e-16-0.00147831j 1.34812e-16-0.000107154j 5.76534e-16-0.00115386j 4.82676e-16-0.0009229j 4.80824e-16-0.00128253j 2.22704e-16-0.00122591j 7.79086e-17+0.000392964j 6.31607e-17+0.000147009j 2.76568e-16-0.000891455j -4.32357e-16+0.000821555j 2.79108e-16-0.000499557j -3.53447e-16+0.00118159j 6.22743e-16-0.00114242j 1.4663e-17+0.000380852j -5.69993e-16+0.00110362j -3.54298e-16+0.00112043j 7.47099e-17-0.00154139j 2.00472e-16-0.000627597j 6.02406e-16-0.00112507j 2.91929e-16-0.00113801j -2.15001e-16+0.000378545j -1.8423e-16+5.48831e-05j -3.57967e-17+0.000637275j -4.95703e-16+0.000729849j 3.98279e-16-0.0011064j -2.80752e-16-2.41152e-05j -2.88713e-16+0.00117534j 5.80657e-16-0.000163941j -1.04422e-14+0.00101541j 2.32036e-16+0.000504228j 4.85152e-16-0.000664527j 1.08092e-14+0.00135074j -5.40847e-17+0.00264555j 3.22339e-16+0.000222568j -2.13562e-15+0.00103924j 4.32017e-15-0.00220322j 3.85094e-16-0.000694442j -5.65286e-16+0.00037379j -4.20964e-17+0.000342666j -7.44524e-16+0.00073874j 3.04733e-16+0.000106102j 7.16262e-16-0.000724915j 2.12711e-15-0.00238212j 1.09731e-15-0.001773j -1.37892e-16+0.000570058j 2.69003e-16-0.000443261j -3.90789e-16+0.00174582j 6.28392e-17+0.000914305j 1.34666e-16-9.4811e-06j 2.12973e-16-0.000155855j 3.48396e-17-0.000246549j 4.23471e-17-0.000321063j 7.50484e-15+0.000808011j -4.39896e-16+0.0014825j 2.30495e-17-0.000298301j -3.36421e-17-0.00044688j -1.25701e-16+0.000374124j 4.13476e-16-0.00232116j 2.28367e-17+0.000166452j 4.87862e-17-0.000197728j -4.93528e-16+0.001176j -1.76465e-16+0.000279009j 3.16031e-16-0.000840848j -1.6647e-17+0.000262045j 2.2214e-16-0.000628064j -2.1e-16+0.000136287j -8.71099e-16+0.0020879j 4.2604e-17-2.01306e-05j -4.46729e-16+0.00120288j -3.32129e-16+0.000451275j -2.6783e-16+0.000651902j 6.01872e-16-0.00150124j -1.71818e-16-0.000275539j 
-7.8037e-16-0.000236952j -1.56165e-16+7.3069e-05j -3.56037e-17+0.000256128j 8.19956e-17-0.00177952j -7.82038e-17+0.00111731j -3.3411e-17+0.00113691j -9.20941e-17+0.00147162j -9.07001e-17+0.00173159j -6.51368e-17-0.00013073j -2.28763e-16-0.00148685j 2.28578e-16+0.00205512j -1.65064e-17+0.00125435j -8.28683e-17-0.000657975j 3.30552e-17-0.0015657j -6.41987e-18+0.000842032j 3.49791e-17+0.00106712j 9.61814e-17-0.00103989j 7.86853e-17+0.000203146j 2.44829e-16-0.00102582j -1.28088e-17+0.00105024j -2.07608e-16-0.000697567j -4.24057e-17-3.80762e-05j -4.81457e-17+0.000155205j -8.76233e-17-0.000965168j -1.10243e-16-0.00125224j -3.33132e-16-0.00249665j -8.06257e-17+0.00174817j 4.1528e-17-0.000135588j -2.05695e-16+0.000785029j -5.79285e-16-0.00176174j 3.8083e-16+0.000100614j -1.16257e-15-0.000253639j 1.98044e-14-0.00201485j -3.20038e-16+0.00158298j -9.9678e-16+0.00118057j 1.10931e-14+0.00131706j 9.22304e-16+0.00142413j -9.16614e-16+0.00223991j 1.69716e-15-0.000402973j -2.72222e-15+0.00212033j 1.7898e-16-0.00122557j 1.43999e-15-0.00155495j 2.18809e-16+0.000441265j 1.83225e-16-0.0027546j -1.27975e-16+0.00174224j -4.20686e-16+0.00201849j -5.51077e-16+0.000218478j -1.65567e-16-3.21329e-05j 8.43892e-18+0.000366227j 1.54467e-15+0.00123812j 4.09105e-16+9.48293e-05j -2.66294e-16-0.000911995j 1.27224e-16+0.000934472j 5.34455e-17+0.000193747j -1.06723e-17-0.00184949j -4.06249e-17-9.2225e-06j 1.78993e-14+0.00191907j 1.65339e-16+4.30793e-05j -1.34291e-16-0.00177674j -1.62497e-16-0.00170985j -2.29593e-16+0.00139036j -3.60446e-16-0.00216449j 6.52776e-17+0.000246825j -1.82073e-17-0.000198029j 9.92813e-17-0.00105192j 4.42157e-17-0.000662664j 1.26262e-16-0.00145743j -4.89531e-16-0.000786423j -7.90963e-17-8.49172e-05j 1.86616e-17-0.00215566j 3.00486e-17-0.00203668j 6.35103e-18+0.000217383j 5.33358e-17+0.000369773j 8.68859e-17-0.0019609j 3.07873e-17-0.000879437j -1.08342e-16-0.000171774j 7.05589e-17+4.44328e-05j 
7.90865e-16+0.000161049j -2.90322e-17+0.00121177j -9.29727e-17+0.00100556j 9.50235e-17-0.00192971j 6.266e-17-0.000858667j -6.83838e-17+0.00108761j 8.82996e-17-0.00121301j -4.14983e-17+0.00103596j 1.87652e-17+0.000558977j -1.26421e-16-0.00218785j -3.58174e-17-0.000128194j 4.77466e-17-0.00100441j -1.10726e-16+0.00133423j -1.75736e-16+0.00122932j -1.27423e-17+0.000384723j -3.43265e-17-0.000634737j -1.78983e-16-6.12599e-05j -1.54659e-16+0.00134201j 6.81144e-17-0.00101958j -3.143e-17-0.00218535j -5.32494e-16-0.00174128j -2.27311e-18+0.000193659j 2.79371e-17+0.000481022j 1.32306e-16+0.000191661j -1.20184e-16+0.000345821j -1.2523e-16-0.00110366j -2.53102e-16+0.000693151j 3.63136e-16-0.00074924j -4.14694e-18+0.000395726j 1.15442e-16-0.000582178j -1.26479e-16-0.00131211j -2.82117e-16+0.000634312j 4.59322e-15-0.000457618j -3.70331e-16+0.00120825j -8.27877e-16+0.000913234j -4.38611e-15-0.000567729j 5.2069e-17+0.00165532j 1.15895e-15-6.73137e-05j -3.7972e-15+0.00225559j 9.6272e-16-0.000789441j -4.00317e-16+0.00195877j 6.41668e-16-0.000693454j -4.31756e-17+0.000139597j 1.2045e-16-0.00129321j -1.84629e-16+0.00134204j -2.33257e-16+0.000797232j -1.08847e-15+0.00179675j -2.94895e-16+0.000518009j -1.05273e-16+0.00128747j 1.11641e-15+0.00104017j 1.38838e-16-0.000585098j -3.77645e-16-0.000997157j 9.07769e-17+0.000954515j -3.35699e-16+0.00101565j -1.06537e-16-0.00128966j 3.88072e-17+0.000339909j -1.79518e-14-0.00192411j -1.18865e-16+0.00110773j -6.10981e-17-0.00165478j -1.3135e-16-0.000165617j -1.31224e-16+0.000871815j 1.13949e-16-0.000250134j 2.26891e-17-0.000476839j -1.1753e-16+0.00292501j -6.96755e-17+0.000232584j -2.88243e-17+0.00033868j 2.63337e-16-0.00136075j 1.01502e-15+0.0018113j -4.36565e-17+0.00126637j 3.11681e-17-0.000499206j -3.87375e-17+2.84007e-05j -2.19299e-17+0.000481863j -6.8024e-17+0.00161153j 1.34406e-16-0.00242631j 6.67441e-18-0.000516193j -1.73396e-16+0.00101828j 1.45391e-15+0.000981868j 
-3.77367e-15-0.00111547j -2.64262e-16+6.21224e-05j 5.17224e-17-0.00143368j 3.33089e-18+0.000694335j -6.53701e-17+0.000947401j 3.13781e-18-0.000980043j -2.31636e-17+0.00024733j -1.86712e-17-0.000911316j -5.26551e-17+0.000169923j 9.97223e-17+0.000978265j -5.9625e-17-0.000558404j -5.10113e-18+0.000417746j -3.0776e-17+0.000374054j 9.69227e-17-6.11081e-05j -5.47513e-17+0.000268348j 6.95943e-17-8.85335e-05j -6.04249e-17+0.000399557j -4.03533e-17-0.000659254j 6.73184e-17-0.00069573j 6.38869e-17-0.000649009j 2.60405e-16+0.00120368j -3.06345e-17+0.000502786j -2.04651e-16+0.000880883j 4.90034e-18+0.00127883j 1.36066e-16-0.000642015j 6.95383e-17+0.00112787j 1.60957e-16-0.00112948j -1.56743e-16+0.000416693j 3.76845e-17-0.000740011j 3.79836e-16+0.00121905j -3.03057e-17+3.51493e-05j 6.48324e-17-0.00138739j 2.73829e-16-0.000104268j -1.8549e-16-6.48884e-05j -4.65863e-17+0.000419895j -6.56679e-15-0.000778526j -5.10079e-16-0.00219639j 4.31957e-16-0.00161194j 2.23446e-16-0.000630307j -1.33188e-15+0.000739344j -1.03212e-16+0.00016493j -8.92348e-16+0.000971061j -3.2051e-17+0.00122984j 1.04296e-16+0.000352247j -1.46789e-16+0.000330193j 7.97488e-17-0.000733281j -5.00606e-16+0.000777699j -2.10126e-16+0.000338891j -3.88113e-17-0.00148582j -1.74521e-15-0.000961423j -4.44491e-16-0.00147358j 2.31926e-16+0.000776636j -4.86329e-17+0.000464483j 9.81631e-17-0.000321559j 3.44994e-17+0.000336969j -1.88882e-17+0.000306347j 1.60749e-16+1.08167e-05j 4.90339e-17-0.000725238j 1.79152e-16+0.00196035j 1.75769e-16+0.00139256j 1.30048e-16-0.000822631j 5.00279e-17+0.00123591j -3.44342e-17-0.000168051j -8.85946e-18-0.000400246j 3.55461e-17-0.000928114j -4.66584e-18+0.000695773j -1.22709e-16+0.000832094j -6.06492e-16-0.00104272j -2.07587e-17-0.000402248j 1.68077e-18+0.000579646j 6.52257e-17-0.000213316j -9.54809e-18-0.000420366j 1.09459e-17-0.000443509j 1.28396e-17+0.00162375j -6.83409e-17-0.000995159j 1.37422e-16+0.000232928j -2.29667e-15-0.00136681j 
5.35774e-16+0.00016686j 8.28881e-17-0.000677893j 1.17293e-16+0.000394124j 4.65825e-17-0.00160678j -6.49917e-17-0.000914306j 6.17817e-17+0.000717737j -9.16311e-17-0.000349635j -1.133e-17+0.00144161j 4.15905e-17+0.000203934j -1.98335e-16-0.00130602j -1.28386e-17-6.145e-05j -1.30762e-16+0.000280998j 4.6284e-18+0.000163317j -6.29793e-18-0.000100543j -7.28258e-17+0.000415888j 2.34527e-17-0.0014498j -1.69381e-17-0.00022863j 1.29803e-16+0.000280602j 1.50862e-16-0.00100494j -2.11511e-17-0.00101349j -1.50194e-16-0.000207477j 5.82405e-17-0.000237336j 1.10434e-16-0.000827526j -7.55214e-17-0.000662198j -4.68011e-17+0.000173696j -1.75036e-16-0.00142832j -1.92434e-17+0.00062872j -4.84292e-16+0.000606256j -1.32794e-16-1.57629e-05j 3.28218e-16-2.32813e-05j -2.42736e-16-0.00127157j -4.18187e-16+0.000656753j 1.01573e-14-0.00099638j -1.18215e-16+0.000513537j -5.52761e-16+0.000603971j 5.914e-15+0.000719721j 3.28688e-16+0.000942025j -4.17676e-17+0.00160745j -7.53125e-16+0.00104828j 3.68401e-16-0.000328927j -2.60594e-16+0.00180844j 1.27402e-15-0.00140568j -2.73401e-17+0.000127742j -5.0122e-17-0.000587843j -2.13183e-16+0.0010859j -2.55532e-16+0.00117363j -4.25898e-16+0.000621314j -8.73855e-17+7.82509e-05j 1.26414e-16+0.00126697j 1.18088e-15+0.000954299j 2.4703e-16-0.00038677j -5.8672e-16-0.00151298j 3.89451e-17+0.000729842j 2.96386e-16-0.000411208j 6.52198e-17-0.00140009j 9.48424e-18+0.000623227j -5.23093e-15-0.000545747j 2.53851e-17+0.000158115j -2.40959e-16-0.0012668j -1.68761e-16-0.000295263j 2.49717e-17+2.85464e-05j -4.53431e-17-0.000671482j 2.08934e-17-8.59464e-05j 1.19192e-16+0.00071714j 1.31928e-16-0.00057315j 2.25547e-17-0.000657635j -6.49027e-17-0.000324871j 8.68131e-16+0.00129891j 6.29513e-17+0.000883955j 7.55566e-17-0.00109386j 4.47758e-17-0.000217j 7.22974e-17-4.5477e-05j 2.01192e-17+0.00122177j -5.19923e-17-0.00182056j 1.35871e-16-0.000167163j -7.13323e-18-0.000742669j 8.56301e-16+0.000380043j 
-1.37012e-15-0.000321875j -2.23778e-17-0.00138082j 1.15354e-16-0.000934287j -1.11316e-16+0.000291734j -1.30114e-16+0.000143937j 3.98983e-17-0.000275099j -9.57037e-17+0.000222024j 4.99756e-17-7.97904e-06j 3.94879e-18-5.4161e-06j -8.28543e-17+0.000270883j -6.64261e-17+0.00010746j -9.15392e-17+0.000862139j 7.30088e-17-0.000655481j 1.75049e-16-0.000819262j -3.96006e-17+0.000405903j -7.82646e-17-0.000249905j 1.83355e-16-0.00052836j 1.5099e-16-0.000302272j -5.24425e-17-0.000306586j -7.81894e-17-6.82827e-05j 2.49545e-16+0.00110434j 2.10953e-17+2.19221e-05j -4.87802e-17-0.000503801j -5.84398e-17+9.33658e-05j 8.54233e-17-0.000282438j -6.47187e-17+0.000140271j 1.0837e-16-4.55977e-06j -1.81207e-16+0.000563784j -4.14396e-17-0.00082635j 4.72992e-16+0.00105567j -2.02426e-16-0.000163881j -9.83094e-17-0.000498105j 4.82841e-15-0.000517986j -3.68e-17+0.000246862j 4.41712e-18+3.64822e-05j 3.77393e-15+0.000475842j 4.77428e-17-0.0006875j 1.38318e-16-0.000138156j 2.24081e-16-9.51764e-05j -8.56676e-16+0.000522714j 1.80246e-16+5.36459e-05j 1.8302e-16-0.000239207j -5.26648e-18+0.00100716j 5.99932e-18+7.65866e-05j -6.20915e-17+0.000626242j -4.93394e-17+0.000271736j -5.09417e-17+7.90957e-05j 4.32443e-17-0.000580966j 7.23566e-17+0.000134813j -6.60294e-16-0.000392607j -2.17183e-16-0.000563079j -3.29906e-17+0.000267867j 4.8944e-17+0.000578417j 3.43616e-16-0.000640692j 7.45142e-17-0.000798913j 4.92206e-18+0.000299355j 8.5212e-15+0.000926347j 1.18428e-16-0.000316152j -1.46696e-17+0.00065905j 1.0324e-16+0.000448054j 6.80422e-17-0.00071543j -6.11772e-17-0.000174143j -1.49696e-17+0.000151387j 1.42715e-16-0.00076391j 9.54892e-17-0.00125704j 3.9507e-17-0.000307516j -9.30329e-17+0.000293346j -2.03278e-16-0.000613546j 7.15614e-17-0.000170247j -1.14129e-17-0.000203365j 6.6861e-17-0.000202173j 1.69695e-18-0.00020105j 7.98585e-17+0.000236341j -1.4254e-16+0.0006694j -1.2313e-17-0.000214304j 1.47316e-16-0.00132727j -1.1213e-15-0.000810676j 
4.07721e-15+0.0011695j 2.79518e-16+0.000361522j -3.94672e-19+0.00143466j -2.09819e-17-0.000695392j -3.1872e-17-0.000705664j -1.6233e-17+0.00117427j 1.54805e-17-0.000687704j 6.38878e-18+0.00115852j 1.23992e-18+0.000384627j -9.91813e-17-0.000760626j -1.68831e-17+0.000397547j -4.013e-17-0.00059434j -2.89704e-17+0.000931247j -2.3027e-17-0.000274906j -2.75188e-17-0.000174817j -1.80344e-17-0.00100192j -5.95434e-17+0.000323045j 1.07899e-17+0.000218704j -4.98908e-18+0.000418799j -2.70267e-17+0.000252318j -2.0689e-16-0.000782551j 2.55126e-17-0.000482228j 3.24663e-17-4.84933e-05j -2.94983e-17-0.00157787j -4.84799e-18+0.000175038j -1.78108e-16-0.00119648j -1.22472e-16+0.000126088j 1.72683e-17-0.000440517j -6.07962e-17+0.00117572j -1.42594e-16-0.00121805j 5.20218e-18-0.0016306j 2.26582e-16+0.00098797j -3.54268e-15+0.000403824j -4.636e-17+0.000258203j -2.95889e-16+0.000162902j 1.59669e-15+0.00017307j 2.32375e-16+0.00126138j -9.91869e-16+0.00229172j 1.02079e-15+6.57895e-05j 1.69932e-15-0.0012152j 2.85612e-17+0.000742867j 1.33496e-15-0.00148016j -2.35065e-18-0.00137446j -2.45011e-17-0.000602035j -8.40553e-18-0.000670221j -8.22972e-17+0.000409988j -3.52528e-17+0.000166647j 1.18092e-17+0.000570147j 5.7154e-17+0.00127732j 2.26628e-15+0.0013204j 5.6488e-16+0.0014831j -5.13462e-16-0.00149571j -5.66322e-19-0.000455916j 8.62802e-17-0.000282593j 7.83549e-17-0.00010099j 1.86066e-17+0.000390754j -9.07087e-15-0.000953042j -4.92643e-17-0.000384754j -2.82759e-16-0.00157625j -1.89032e-16-0.00144954j -7.02021e-17+0.000740234j 3.11809e-17-0.000419534j 1.9489e-17-0.00015461j -1.3983e-18+0.000810312j 5.56101e-17+0.000866968j 1.62624e-17-0.000806982j 9.41795e-17-0.000501653j 8.22026e-16+0.00125429j 1.62435e-18+0.00111758j 2.21282e-18-0.000305345j 1.16692e-17-2.17749e-05j -9.51584e-18+0.000535975j 2.04201e-18+0.000422453j -4.29005e-17-0.00169662j 1.111e-16+0.000922731j -1.5257e-16+0.000173908j 2.62791e-15+0.00157058j 
-2.31161e-15-0.000654769j -1.54859e-16-9.32219e-05j -9.14473e-17-0.00100685j 1.23073e-16+0.000880657j 1.4293e-16+0.00145202j -3.53495e-17-0.00055217j 4.94265e-17+0.00107387j -1.01105e-16-0.000604967j -4.8861e-17-0.000200596j 1.81129e-16+0.00100785j 1.9902e-16+0.000664314j 8.18492e-17+0.000866024j -1.00698e-17-0.000434648j -3.61667e-17-0.00104309j 3.16697e-17+0.000163982j 2.01503e-16+0.00106092j 5.8372e-17-0.000101697j -4.12539e-17-0.000773588j 9.0038e-17+4.85048e-05j 1.7681e-16+0.00123302j 3.44236e-16+0.000872157j -1.66337e-17+0.000203499j -1.88452e-17+0.000688992j -2.85492e-17+0.000247031j -4.96768e-17-0.00101037j 5.13647e-17+0.000399639j 6.98941e-17-0.000373064j -7.48996e-17+0.000126232j 8.19144e-18-0.000114377j -2.0658e-16+2.52615e-05j 2.83069e-16+0.000757888j -2.60421e-16-0.00122794j 1.44501e-15-0.000201138j 7.99801e-18+9.90879e-05j 4.8029e-17+0.000172055j 3.7791e-16+5.82734e-05j -1.60386e-16-0.00127761j -6.72652e-16-0.000302383j 2.17662e-15-0.00158872j -1.72657e-15+0.00135514j 3.58686e-17-0.00166579j -4.11638e-16+0.000491406j 1.68011e-16+0.000614377j -6.13824e-18-0.00032548j -1.06667e-17-6.61181e-05j 8.09493e-18-0.000306456j 9.68835e-17-0.000349969j -2.24739e-17-2.96378e-05j -1.46738e-16-0.00136698j -9.17289e-16-0.000590703j -1.14051e-16-0.000144628j 4.51445e-16+0.0008332j -9.98404e-18-1.00428e-05j 7.97786e-17-0.000323354j 6.63648e-17+0.000366603j -4.92041e-17-0.000129941j 1.42893e-14+0.00150797j -1.95925e-19-0.000810235j 2.60328e-16+0.00119832j 8.23338e-17+3.73403e-05j 1.87026e-17-8.09707e-05j -1.11698e-16+1.33891e-05j 3.42246e-18+0.000171818j -1.12483e-16-0.00139782j -4.70337e-17-0.000636835j 3.5274e-17+0.00016807j -6.69166e-17+0.000324771j -1.32272e-15-0.00181573j -1.12149e-16-0.000864593j 1.49646e-17+3.92506e-05j -7.08802e-17-0.000764106j 6.90061e-18-0.000190611j -7.22333e-17-0.000968943j 1.76217e-16+0.00142074j -1.00538e-16-0.000505659j 1.00655e-16-3.93429e-05j -1.76431e-15-0.000999417j 
-1.04005e-15-0.000343728j 6.59597e-17+0.00102845j -2.14486e-17+0.000366828j -5.25054e-17-0.000271619j 4.77016e-17+0.000260461j -7.94712e-17-0.000810079j 6.53048e-17+0.0011703j -2.40248e-17+1.19891e-05j -4.09834e-17+3.74232e-05j 2.10246e-16+0.00125993j -2.31019e-16-0.00130654j 4.2711e-18-0.000266393j 5.19046e-17-0.000350115j 1.01949e-16+0.000772946j -4.46039e-17-0.000349029j -4.06728e-17-0.000599634j -1.00602e-16+0.0010963j -1.89905e-16-0.000422122j -5.0485e-17-0.000554645j -3.33071e-18-0.000490144j 2.01583e-16+0.000701762j 5.25274e-17+0.000288173j 5.93134e-17-0.000287851j 1.42447e-16+0.00129002j -5.21072e-17+0.000692658j 2.40918e-16+0.00051299j -2.15319e-18-0.000248512j -1.2975e-16+0.000379288j 3.96469e-17+0.00038043j -2.53622e-16+9.20198e-05j 1.35873e-16+0.00111967j -3.88518e-16+0.000787043j 5.57564e-15-0.000514966j 3.00502e-18-0.00184464j 5.98048e-16-0.000367118j -4.58105e-15-0.000527986j -5.97417e-16-0.00148124j 7.79335e-17-0.000675386j 7.1797e-16-0.000533879j -1.5826e-15+0.00121449j -2.08699e-16+0.00044651j -6.40465e-16+0.000906332j -1.5125e-16-0.000869936j 1.52279e-16+0.00114483j 6.00187e-18-0.000620751j -5.99353e-17+5.11142e-05j 3.05297e-18+3.94283e-06j 5.9348e-17+0.000908862j -2.03091e-16-0.00107415j -8.14719e-16-0.000268509j -4.74245e-16-0.00139443j -2.31886e-16-0.000342667j -2.07207e-16-0.000741907j -2.51521e-16+0.000388147j 4.72788e-17+0.00132697j 9.95478e-18-0.000473791j -6.31835e-15-0.000671661j -9.76268e-17-0.000133104j 8.32822e-17+0.0003308j 1.63805e-16+0.000992543j 9.58874e-17-0.000591892j 2.91582e-16+0.00164906j -5.19994e-17+0.000104336j -5.1168e-17-0.000715529j 6.09625e-17+0.000251186j 6.14554e-17+0.000210802j -8.11953e-17+0.00134828j 1.82319e-16+0.000292685j -4.36049e-17-0.000444381j -1.19863e-17+1.14482e-05j -3.23513e-17-0.000453853j -8.86227e-17-0.000660823j -1.00518e-16-0.00129791j 2.68961e-17+0.000117445j -1.1622e-16-0.000320859j 1.71572e-16+0.00125505j -3.8284e-16-0.000109375j 
-2.90409e-15-0.000835513j -3.40948e-17+0.000292943j -1.81459e-17-0.000862331j -1.6125e-17+6.61152e-05j 6.74819e-17+0.000612452j -1.0605e-16-0.000180086j 1.17071e-16-4.93404e-05j -7.68204e-17-0.000642379j -8.60698e-17-0.000525685j 1.23621e-19-0.00061216j 2.80416e-17+0.000727347j 2.56575e-17+0.000414513j -2.54476e-17+0.00029084j 1.33682e-16+8.2188e-05j -3.64866e-17+9.11014e-05j 9.63415e-17+0.00126772j 1.7245e-16-0.000330748j -8.15691e-17-0.000167488j 8.90892e-18-0.000169888j 8.99872e-18+0.000672663j -3.22949e-16-0.000819739j -4.35408e-17+7.8992e-05j -2.17323e-17+0.000918902j 9.95933e-17-0.000113521j 4.72778e-17-0.000973171j -8.07968e-17-0.000119175j 1.29996e-17-0.000110564j -1.71676e-17+0.000206417j 1.57239e-17-0.000284987j -3.96699e-16-0.000483075j 4.48066e-16+0.000538035j 1.51485e-17-0.00138495j -1.85731e-15+0.000117179j -2.69471e-16+0.000980937j -4.15026e-16+0.000641338j 1.4721e-15+0.000172048j 2.33578e-16+0.000464517j -1.62714e-16-0.000163272j 1.30579e-16-0.000318836j 2.4599e-16-0.000100121j 1.34031e-16-0.000933849j -3.1653e-16+0.000486628j 6.19402e-17+0.000867367j 5.1678e-17-0.000737865j -3.43167e-17+0.000610615j 8.56083e-17-0.000523249j 3.5389e-18-0.000439313j 9.96828e-17-0.000197772j -2.6501e-16-0.00104534j -3.19089e-16-0.000272389j -5.27073e-17+0.000266437j 3.16429e-16+0.000665822j -4.38112e-18+0.000451179j 4.364e-17+3.64436e-05j 1.78189e-16-7.08496e-05j -9.44135e-17+1.31092e-05j 6.22518e-15+0.000663397j 8.37496e-17+0.000156691j 1.64795e-16+0.000523186j 6.34247e-17-0.00018803j -6.01015e-17+0.000661156j -9.73464e-17-0.000990129j 1.08866e-17-0.000119544j -9.06957e-17+4.01682e-05j 1.03698e-16+0.000214036j 7.34603e-17+0.000723827j 1.73989e-16-0.000640743j -5.97131e-16-0.000900457j -1.38235e-16-0.000544641j -1.71738e-17-8.4794e-05j 1.07305e-17+0.000163087j -7.57035e-17-4.84522e-05j -1.1618e-16+0.000259155j 7.97159e-17+0.000531096j -1.60804e-16-0.000774561j 2.60678e-16+0.000266142j -1.46204e-15-0.00080513j 
