-7.1377e-13-0.221649j -4.35633e-14+0.191763j 3.07514e-15-0.10553j 2.90032e-15-0.183779j 2.55259e-15+0.0750578j 1.30912e-15-0.0557643j -1.10017e-15+0.0318248j -7.5659e-16-0.0162848j 1.64995e-15-0.0838409j -1.39113e-14-0.144112j 1.62394e-16-0.00848093j 1.95822e-15+0.049725j -2.70097e-15+0.150215j -3.22391e-15+0.140017j -1.19741e-15+0.00641913j 3.14092e-15+0.0425919j -1.72753e-14+0.0832968j -1.69501e-14-0.0723952j 2.29147e-14-0.208971j -1.84231e-14-0.0252898j -5.9939e-14-0.173541j -3.87186e-15+0.0270576j -5.06002e-15+0.169254j 9.73216e-15+0.0391338j 2.0678e-15-0.147838j -2.34885e-14-0.108271j 1.1053e-14-0.0572889j -9.64233e-14+0.146855j -1.77462e-14+0.00894277j -6.38662e-14-0.136335j 3.81921e-14+0.057958j -5.06002e-14-0.192739j 6.79598e-13-0.0785091j -4.20472e-14+0.0788708j -1.01742e-13+0.203267j 8.70035e-15+0.0014208j 1.54726e-14+0.0234448j -4.42944e-14+0.0684904j 8.81269e-14-0.042435j 8.76862e-16+0.00180857j -1.05183e-14+0.0701494j -7.17705e-14+0.0808264j 1.9508e-14+0.088079j -3.6792e-15-0.102689j -1.14671e-14+0.146436j 2.04363e-14-0.0529715j -1.9639e-14-0.00875069j -1.11643e-14+0.127358j -8.46634e-15-0.274954j -8.87733e-16+0.0207918j -1.83947e-14-0.112779j -2.39385e-14-0.0684978j 4.21213e-15+0.0794012j -7.3916e-15+0.00193463j -3.97937e-15+0.0451215j 1.89767e-15+0.0400549j -6.90148e-13-0.0737295j -1.84684e-15+0.00502064j 7.10315e-15+0.0478258j -1.88073e-15+0.0353828j -9.80993e-15+0.113592j -2.88064e-15-0.0715054j -2.24345e-15-0.0535886j 4.09073e-15+0.0612724j -9.89384e-16+0.0837428j -4.61134e-15+0.1563j 3.28132e-15-0.0248547j -5.46333e-15-0.00833799j -3.8708e-16-0.0530087j 1.0447e-15-0.0942649j -2.24507e-15-0.00665459j 1.66184e-15-0.0845531j -1.27622e-15+0.0420089j 5.26973e-15-0.0566254j -1.65838e-14-0.241596j 1.98608e-14+0.204234j -2.5627e-13-0.139815j 
-2.78951e-15-0.000838065j -9.74117e-17+0.000525617j -4.82704e-17-0.000664465j 1.01233e-16-0.000183913j 9.35673e-17+0.000337642j -5.84193e-17-0.00059722j 6.59302e-18+3.2899e-05j -8.14911e-17-0.000211557j 3.15052e-17+5.77475e-05j 1.84711e-16+0.000427573j -1.29952e-16-0.000745643j -4.84003e-18+0.000156428j 8.5966e-17+0.000971552j -1.12891e-17+0.000328594j -4.58175e-17-2.52215e-05j 2.21479e-17-0.000937809j -5.73493e-17+0.00096032j -1.62961e-16-0.000824672j 5.606e-17-0.000870131j -1.80146e-17-0.00051544j 2.2042e-16+0.000478049j 5.48842e-17+0.000159419j 4.5131e-17+0.000703413j 8.56574e-17+0.0004156j -6.90814e-19-0.000487476j 8.29034e-17+0.000225745j -3.43596e-17-0.00116429j -5.68929e-16+0.000845048j -6.9668e-17-5.71688e-05j 2.31478e-16+0.000278297j -7.07549e-17-0.000517446j -1.01258e-16-0.000809128j 4.74393e-17-4.47999e-05j -1.74756e-16-0.00033685j -1.40427e-16+0.000681808j -4.17496e-15-0.000474386j -6.66003e-16-0.00140303j -4.50487e-16+0.000110858j 1.06908e-15-0.000695648j 2.1831e-17-0.000112041j -1.7198e-16+0.00102875j -2.52487e-16+0.000351624j 6.80988e-17+0.00024221j 1.61347e-17+0.000362257j -1.69649e-16-2.19201e-05j 9.3757e-18-0.00060755j -1.51035e-16+0.000417822j -3.59159e-17+0.000950012j -1.68516e-16-0.00133193j -4.92031e-16-0.000162531j -2.83333e-16-0.000877648j -1.65044e-16-0.000479505j -6.31684e-17+7.44342e-05j 9.11082e-17-0.000600783j 1.55395e-16+0.000691628j 6.39351e-17+0.000531097j -8.02369e-15-0.000852106j -1.85239e-16-0.00087015j 2.21864e-16+0.00105506j 1.48571e-16+0.000761013j 3.35514e-17-0.000368075j 2.71969e-16+0.000958431j -5.97952e-17-0.000297118j -2.5777e-17-0.000148865j -1.80687e-17+5.47895e-06j 4.03844e-17+0.000441681j -2.9023e-17+0.000881109j -6.46937e-17+1.46484e-05j -1.72933e-18+4.61154e-05j 9.66383e-17+0.000147757j -1.5182e-17-1.23893e-05j -1.65586e-17-0.000507504j -9.37013e-17-0.000249972j 1.5516e-16+0.00046329j -1.00323e-16-0.00079138j 1.75681e-16+0.000682283j -1.28573e-15-0.000692562j 
2.51568e-15+0.000701314j 2.29862e-16+0.0007161j -5.78548e-17+0.000192466j 4.16543e-17+0.00192708j 3.0914e-17+0.00167276j -8.90498e-18+0.000155047j -7.79394e-17+0.000577995j -8.4948e-17-0.000772102j -1.43036e-17+0.000622771j 1.57611e-16+0.00155707j 1.54926e-16+0.00106498j -5.07715e-17-0.000327522j 1.49587e-16-5.78716e-05j 9.0174e-17-0.00135379j 4.32455e-17+1.99755e-05j 7.10443e-17+0.00160699j 6.62993e-17-0.00012461j -8.63758e-18+4.36791e-05j -2.15973e-17+0.00145081j 6.88373e-17+0.00127401j 1.93459e-16+0.000792255j -6.50408e-17+0.000331559j -4.33888e-17+0.00129051j 1.82277e-17+0.000268556j 4.46225e-17-0.000511827j 1.44636e-16+0.00110572j -1.67049e-16-0.000329005j 9.3886e-16-0.00192271j 3.09463e-16+0.000740107j -3.50545e-16-0.000249248j 1.1016e-16+0.000193623j 3.57686e-16-0.000414976j -8.48571e-15+0.000844537j 8.2373e-17+0.000163773j 3.6415e-16-0.000583839j -8.55134e-15-0.00104062j -2.53136e-16-0.00123073j -3.48475e-16-0.00127479j 1.53921e-15-0.00143906j -1.88269e-15+0.00122531j 3.40757e-16-0.00257164j -3.88003e-16+0.000404955j -4.37757e-17-0.000306703j 1.38616e-16-0.000615272j 3.9528e-17-0.0012418j -9.89366e-17-0.000460636j -8.36661e-17+0.000499124j -5.59172e-17+3.464e-05j -7.67548e-17-0.000263293j -3.93909e-16-0.000435071j 1.59768e-16+0.000866844j 6.28557e-16+0.00144072j -4.09568e-17-0.000656885j -2.05228e-16+0.000536935j -3.83342e-18+0.000692394j -2.21031e-17-0.000529422j 1.00551e-14+0.00108369j 2.15758e-17-0.000807324j 1.31035e-16+0.000729473j 4.50222e-17-0.000599717j 4.36682e-17+0.000224221j 6.9745e-17+0.00083961j -5.87469e-17+0.000164913j 6.52937e-17-0.000461115j 2.15864e-17-0.000260705j 6.93673e-17-8.40127e-05j 2.41178e-17-0.000233665j -1.16467e-15-0.00183866j -2.0188e-17-0.000303294j 5.44064e-17+0.00105649j 1.0811e-17-0.000970472j 2.41435e-17+0.000787951j 2.46041e-17-0.00148065j 5.54655e-17+0.00142153j -1.13572e-17+0.000685187j 1.61999e-17+0.0005688j 6.035e-16+0.000415611j 
5.01232e-16+0.000289192j 5.73512e-17-0.00211924j 2.00043e-17-0.000845432j -5.24561e-17+0.000777707j -2.74453e-17+0.000753351j 3.53277e-18+6.03643e-05j -1.79369e-17+0.000753786j 9.46898e-18+0.000722051j -2.67797e-17+0.000630221j 6.97895e-17+0.00130322j 4.49595e-17+0.00053656j -2.18822e-17+0.001406j 3.01529e-17-0.000641286j 9.0401e-17-0.00262015j -3.34144e-17+0.000677496j 5.60435e-17-0.00123881j 1.81184e-16-0.000334238j 1.56215e-16-0.00098762j -6.44166e-17-0.00011063j 1.13254e-16+0.000556197j 9.06419e-16+0.00271716j 8.91086e-17-0.000126378j -6.79331e-17-0.000567286j -1.46617e-16-0.000653127j 7.1333e-19-0.000719378j -1.39151e-16-0.000129375j 1.1505e-16-0.000442103j -2.42233e-16+0.000474918j -1.14149e-16-0.000321197j 8.23489e-16+0.0012517j -2.71774e-16-0.00152023j -2.73873e-16-0.000416011j 6.90913e-15-0.00073586j -1.48602e-17+0.000106242j 6.63385e-17+4.76334e-05j 4.66419e-15+0.000592055j -3.18166e-16-0.00199616j -1.04233e-15+0.00124604j 2.9723e-15-0.00143726j -1.73987e-15+0.00122339j 1.17208e-16-6.35342e-05j 1.22253e-15-0.00141336j 1.39904e-16+0.000655241j -2.54647e-17-0.000206122j -1.17676e-16+1.17132e-05j -2.00427e-16+0.000722244j -2.59079e-16+0.00058312j -4.68862e-17-0.000203437j 1.76358e-17+0.000550352j -7.4227e-17+4.43996e-06j -9.87324e-17-0.000232683j -2.31144e-16-0.000424006j 6.50887e-17+0.00034248j 6.54752e-16-0.0016501j 1.88002e-16-0.000961952j 2.51601e-17+0.000804023j 1.39516e-14+0.00149983j 2.09873e-17-0.00189677j 3.42703e-19+0.000825043j 1.09925e-16-0.000110252j 1.11596e-16-0.00118841j -6.03169e-17+0.000376812j -1.03453e-18+0.000281996j 1.61439e-17-0.00178162j 2.86152e-17-0.00222695j 8.48564e-17-0.00140443j -1.86371e-16+0.00089925j -6.7786e-16-0.00113835j -1.44166e-18+0.000293776j -3.18037e-17-0.000334056j -3.78271e-17-0.00124396j -1.44532e-17-2.17968e-05j 3.31347e-17-0.000380833j -4.85966e-17+0.000834498j -1.52654e-17+0.000332235j 6.75233e-17-0.00210878j -6.30017e-16-0.000518247j 
2.83825e-16+0.000194928j 1.92935e-17-0.00159664j -3.79303e-17-0.00167177j 4.53113e-17+0.00232147j -1.30677e-17+1.6755e-05j -3.44177e-18+0.00024761j -3.54203e-17-0.00261013j -7.58674e-17-0.00164762j -2.2443e-17+0.00052826j -7.71014e-17-0.000335051j 1.47059e-16+0.000948355j -9.2937e-18-0.000101928j 3.99338e-17+0.0013175j 5.92621e-17-0.000922712j -9.39247e-18+0.000484925j 1.56356e-16+0.000572892j 2.1092e-16-0.00111087j 1.37821e-16+0.000333485j -1.08382e-16+0.00125597j 9.5419e-17-0.000305036j -2.11652e-17+0.00037455j -6.72478e-17+5.00141e-05j -1.31015e-16+0.00138973j -5.82799e-17-0.000556023j 1.89923e-16-0.00102512j -8.228e-17+0.00156472j -3.7787e-17-0.00137225j 5.82737e-16-0.000971986j 1.48916e-16-0.00143845j 1.04812e-15+0.00181547j -3.54775e-16-0.00224764j 1.25436e-15-0.0022004j -2.11309e-14+0.00200213j -8.85868e-17+0.00244016j -4.19771e-16+0.000193684j -6.50068e-15-0.000804421j -1.06853e-16-0.000229768j 7.49459e-16-0.00173932j -2.2617e-15+0.000602571j 2.57466e-15-0.00230559j 2.23675e-16-0.000336667j -8.34181e-17-7.21571e-05j 1.04179e-16+0.00218071j -1.22949e-16-0.000517384j -9.41576e-17+0.000216328j 1.49024e-16-0.00164276j -4.30629e-16+0.00104872j -1.42327e-16-0.00125499j -3.43954e-17+0.000829213j -8.75557e-16-0.000941865j 1.72907e-16+0.0012651j 8.51874e-16+0.00194014j 2.23188e-16+0.00111453j 4.12273e-16-0.000783308j 1.36156e-16-0.00114978j -2.19877e-17+0.00099644j 1.92587e-15+0.000202216j 9.28656e-17-0.000511884j 2.52981e-16+0.00190163j 7.46221e-17+0.000170441j 8.12161e-17-0.000366885j -1.42547e-16-0.000352501j -1.74768e-17-0.000431026j 4.313e-17+0.00126304j -1.29166e-17-0.000878347j 5.06078e-17+0.000403475j 1.08166e-16-0.00106286j -7.38454e-16-0.00114935j -1.67256e-17+0.000682282j 5.5715e-17+0.00184826j 1.3931e-16+0.00134676j 3.66323e-17+0.00102155j 7.0099e-17+0.00148951j 5.60332e-17+0.00220411j -2.19774e-17+0.000481534j 4.38135e-17-0.0017932j -8.33588e-16-0.000597248j 
-3.17855e-15-0.000890335j -2.46299e-16-0.000225639j -1.57143e-16-0.00121535j 1.50423e-16+0.000502508j 5.96924e-17+0.000299199j -3.86423e-17-0.000164479j -1.00534e-16-0.000540981j -1.82455e-16-0.00130993j -6.6065e-17-0.00122547j -1.84724e-16-0.00129036j 2.75144e-16+0.00139667j 7.26881e-17+0.000558818j 3.74448e-17-8.76654e-05j 2.41336e-17+0.000281198j 5.58491e-17-0.000107065j 1.98261e-16+0.00252172j 1.69447e-16-0.00107293j 4.59486e-17+4.25995e-05j 9.61005e-17+0.000544889j 4.59442e-18+0.00165537j -6.37185e-16-0.00181798j -1.07769e-16-0.000177263j 9.96144e-17+0.000813944j -4.06971e-17-0.000754273j -2.31759e-17-0.00115975j -4.14564e-17-9.44143e-05j -7.72451e-18+0.000238273j -5.49283e-17+0.000286842j -1.25615e-16-0.000743169j -5.27936e-16-0.000795967j 4.36958e-16+0.00129456j 1.43937e-16-0.00188363j -7.94259e-15+0.000732104j 1.14693e-16+0.00162891j -4.32466e-16+0.000441633j 6.70885e-15+0.000794499j 8.52722e-16+0.00190248j -2.2611e-16-0.000172181j -3.50496e-16-6.33075e-05j 1.46379e-15-0.00102142j 3.02903e-16-0.00197995j -6.52043e-16+0.000782674j 3.3615e-16+0.00121343j -1.6215e-16-0.000811384j 1.656e-16+0.0007124j 1.68744e-16-0.00100913j 6.65152e-16-0.00167473j 1.38661e-16-0.00114615j -1.1223e-16-0.00101313j -3.63333e-16-0.00054715j 2.93532e-16+0.00141501j 8.70024e-16+0.00147546j 1.81541e-16+0.000503616j -8.39346e-19+9.62676e-05j 1.74151e-17-0.000201076j -6.21131e-17-0.000235876j 1.38199e-14+0.00146004j 1.69355e-16+0.000872374j 3.05681e-16+0.00047682j -2.69691e-17-0.000678954j -1.37611e-16+0.00117707j -4.47697e-16-0.00243816j 2.11087e-17-4.02713e-05j 1.57533e-17-5.02408e-05j 1.37673e-17+0.000838007j 6.35162e-17+0.00102398j 1.16126e-16-0.00139916j -9.41991e-16-0.00127697j -9.56409e-17-0.00103099j 8.09763e-17+2.89159e-05j 1.55054e-16+0.00105126j 3.92914e-17+8.84386e-05j 7.04086e-17+0.000764643j 2.14535e-16+0.000967867j -1.06767e-16-0.00056318j 6.01208e-17-0.000310542j -1.83294e-15-0.00103755j 
1.12303e-15+0.000230622j 4.6102e-17+0.00150476j -3.10778e-17-8.7395e-05j 1.76573e-17+0.00199035j 6.77117e-18+0.00282656j 8.48665e-18-0.000142131j -5.37507e-17+0.00142933j -1.09477e-17-0.000885276j 1.60929e-17+0.00121024j 2.77834e-16+0.00224901j 1.28647e-16+0.000904358j -2.85234e-17-0.000347145j 1.1342e-16-0.000220465j 4.63679e-17-0.00152286j 7.16187e-17+0.000491961j -4.66985e-17+0.00204583j -2.12899e-17-6.82303e-05j -9.3122e-17+0.000290958j -5.67223e-18+0.000788892j 5.05052e-17+0.000299851j 4.77424e-16+0.00163141j -9.58051e-17+0.00103703j -2.33807e-16+0.00197956j 9.15829e-17+0.00192748j 6.39916e-17-0.000645651j 2.01652e-16+0.00171276j -1.84519e-16-0.000253358j 1.4333e-15-0.00268989j 4.82261e-16+0.000719816j -2.44505e-16+0.000325415j -6.68476e-18+0.000616475j 2.12061e-17-0.000649788j -9.23962e-16+4.9431e-05j -1.44018e-16+0.000122862j 3.61901e-16-0.000417942j -1.64484e-14-0.0019984j -7.27248e-16-0.00278444j 6.57222e-16-0.00321408j 6.30888e-16-0.00143292j -4.74926e-15+0.00321274j 2.86057e-16-0.00289739j -1.04951e-15+0.00103997j -1.66888e-16+0.000368799j 3.70658e-16-0.00107734j -7.55595e-17-0.00066284j -1.97584e-16-5.20833e-05j -8.69187e-16+0.0019826j -3.20603e-16+0.000409753j -6.83956e-17-0.000774479j -1.56848e-15-0.000873584j -2.78602e-16-0.000838223j 6.97436e-16+0.00209487j -6.08552e-17-0.000223375j -5.08507e-16+0.00134477j -1.84857e-16+0.000478153j 2.7981e-18-0.000801089j 1.1515e-14+0.00123561j -1.36672e-17-0.000849258j 1.99472e-16+0.00133007j 1.55766e-16+0.000292751j 4.60726e-17-0.000113866j 2.3492e-16+0.00209382j -7.9637e-17+0.000180585j 2.79771e-17-0.000205725j -8.81404e-17-0.00141667j -9.33037e-18+0.000287442j 4.47848e-17-8.4044e-05j -1.6253e-15-0.00262757j 8.69086e-18-0.000507874j 9.23954e-18+0.00116635j -8.8299e-17-0.0021449j 1.26467e-17+0.000795446j 1.88162e-17-0.00212852j 3.15224e-17+0.00179831j -4.85656e-17-9.61783e-05j -1.98554e-17+0.00138296j -1.97272e-16-1.7558e-05j 
-6.98158e-16-0.000129652j -3.7698e-17-0.00120182j 7.80948e-18+0.000335757j -8.47425e-18-0.00127684j -2.2827e-17-0.00100951j 1.9383e-17-0.000330552j -8.60197e-17+0.00133444j 3.98753e-18+0.00103265j 1.27965e-17-0.00116425j -7.91584e-17-0.000159173j -5.79786e-17-0.000378679j -7.37047e-18+0.00106302j 4.2432e-17-0.00178531j 2.08266e-17+0.000102572j -4.46901e-19-0.000433178j -6.02924e-17-0.000705987j 9.31757e-17-2.9254e-06j 1.09616e-16-0.000737371j 2.8915e-17-0.000459907j -7.34979e-17+0.00125966j 1.10121e-16-4.39622e-05j 9.18264e-17-0.000694012j 2.53671e-16-0.0023272j -1.15794e-16-0.00100131j -1.47003e-16+0.00062588j 1.57537e-17-0.00140828j 1.39451e-16+0.00105519j -1.06394e-15+0.00209015j -3.77203e-16-3.02208e-05j -3.19406e-16-0.000685338j 1.33793e-16+0.0015234j -7.72469e-16+0.0012119j 1.25037e-14-0.00116908j 3.68774e-16-0.00147532j 3.95591e-16-0.000414166j 1.73834e-14+0.00213604j 5.68433e-16+0.00113833j -1.21923e-15+0.00266547j 2.3471e-15-0.000445575j 1.04763e-16+0.000300301j 3.25766e-17+0.000290021j 6.11279e-16-0.000538338j 1.54091e-16-0.00102118j -1.78749e-16+0.00103854j 1.76691e-16+4.0721e-06j -3.01245e-17+0.000976941j 1.20564e-15-0.00244665j 3.89283e-16-0.000359282j 1.04041e-16-6.06149e-05j 7.37991e-16+0.000471674j 4.61656e-17+0.000183013j -4.99141e-16-0.00140223j -3.68599e-17-0.000611253j 2.39388e-16-0.000771369j 6.37211e-17+0.000219554j 2.30137e-17-0.000317014j 8.97667e-15+0.000963205j 2.55388e-17+0.000359042j -1.15739e-16-0.00115936j -3.69486e-17-0.00042772j -5.95781e-17-0.000159336j -1.80261e-16-0.00137038j 3.81739e-17+0.000521788j 5.69983e-17-0.00211076j 6.29752e-17+0.00049514j 3.13034e-17-0.000835462j -1.80275e-16+0.000860936j 5.07405e-16+0.000776011j 4.29092e-17-0.000741864j 1.11905e-17-0.00160994j 2.71925e-17+0.000143164j 6.11263e-18-0.00100687j 3.48917e-17-0.000193992j -2.88352e-17-0.00100257j 3.92767e-17+0.000166262j 2.08697e-17-0.00101213j -1.77742e-16-0.000186879j 
-1.08184e-15-0.000310094j -1.36485e-16+6.85691e-05j -4.09955e-18+7.32892e-05j 9.34192e-17-0.000415372j 1.37788e-16+0.000837369j -1.707e-16-0.000298015j 4.0097e-16+0.00188181j -3.86521e-17+0.00047628j -1.74031e-16-0.000247195j 3.66031e-16+0.000649017j 3.92922e-17+0.000226324j 1.69845e-16+0.00073044j -3.92353e-16-0.00146217j -6.39527e-17-0.000552131j -6.52755e-17+0.000142211j 1.57298e-16+0.000667144j 5.21366e-17-0.000173319j -1.5542e-16-0.000225155j 1.37501e-16-0.000449906j 3.91209e-16+0.000682213j 4.00041e-16+0.000615609j -1.49979e-17+0.000171317j -1.88203e-16-0.000603955j 3.51649e-17+0.000584504j -4.57478e-17+1.27992e-05j 9.26165e-17-0.000413142j 1.5371e-16+0.000926334j 1.16212e-16+0.000207722j 6.44931e-18+0.000244194j -5.06808e-16-0.000364968j 7.04738e-16+0.00159688j -7.00249e-16+0.000430386j 1.33398e-14-0.00132772j -2.88383e-16-0.000750019j 7.29565e-17-0.000208636j 4.7561e-15+0.000565806j -3.12834e-18-0.000484045j -1.46601e-16+8.36498e-05j 1.0507e-15-0.000730904j -2.53246e-15+0.00230135j -3.33205e-16-0.00111116j 4.44391e-17+0.000178502j -1.60313e-16-0.00018001j 3.05637e-16-0.000168261j -1.28588e-16+0.00029881j -1.0949e-16+0.00100632j -2.76374e-16-0.000455176j -1.36796e-17-2.09847e-05j -2.38044e-16-0.000533946j -5.01977e-16-5.61115e-05j -2.02134e-16-0.000851544j 2.80076e-17+6.99666e-06j -2.7041e-16-0.000170694j -1.31087e-16+0.000369531j 1.69417e-16+8.46863e-06j -2.15051e-16-0.000653581j 1.32412e-14+0.00137383j 3.01654e-17+0.000100035j 4.84712e-17-0.000308401j 2.92248e-17+2.93773e-06j -8.71775e-17-5.72736e-05j -8.16373e-17-7.9085e-05j 1.39677e-16+0.000447019j -5.37684e-16-0.00136511j 4.45067e-17-0.000651707j -5.45386e-17-0.000287274j 1.33444e-16+0.000368385j -7.04536e-16-0.000774286j -3.13864e-16-0.000847103j -1.22882e-16-0.000915245j -1.77205e-16-0.00125134j -1.47111e-16-0.000408438j -3.55204e-16-0.00101261j 1.7626e-16-0.000142361j 7.60096e-18-0.00040887j 1.08177e-17+0.000141007j -7.32118e-16-0.000364786j 
7.02903e-17+7.20885e-05j -2.05407e-17-0.000734429j -4.46089e-18-0.000334048j 7.12636e-17+0.0018322j 4.41444e-17-0.000902697j -9.33299e-17-0.00141169j 1.75391e-16-3.8157e-05j -3.56578e-17-0.00168962j -9.2678e-17-0.00140363j 3.87609e-16+0.00167513j -1.41682e-16-0.000997406j 1.08035e-16-1.40907e-05j -1.44978e-16-0.000733352j 2.31331e-17+0.000847541j -4.82594e-17-0.00151065j 8.56159e-17+0.000144452j 9.27356e-17+0.000857382j -5.96237e-17-0.00139704j -5.02017e-17+0.00174146j 2.11286e-16+0.00241682j 2.61614e-16+7.95745e-05j -1.02011e-17-0.000755712j -2.25543e-17-0.00104667j -7.29524e-17-0.000910216j 1.76595e-16+0.000650842j 3.71173e-16+0.00135105j 2.7479e-16-0.00119401j -7.38475e-16+0.00158624j -1.34215e-16-0.000336083j -3.66437e-16-4.65152e-05j 5.03666e-16+0.00183475j 1.00786e-15+7.13228e-05j -1.88096e-14+0.00195225j 4.35311e-16-0.00225093j 1.05877e-15-0.00146901j 6.00875e-15+0.000752162j -8.61164e-17-8.30672e-05j -1.41293e-15+0.000730529j 2.99458e-15-0.00168438j 3.24101e-15-0.00202369j 1.04387e-16-0.000971441j -1.08797e-15+0.00138816j -5.07083e-17-0.00150185j -1.35323e-16+0.00299787j 2.54391e-16-0.00257309j 5.71486e-16-0.0020914j 1.91098e-15-0.00360872j 5.39521e-16-0.000438454j -1.62533e-17-0.00153096j -6.6178e-16-0.00100087j 5.8136e-17+0.00188245j 4.17911e-16+0.00056838j -3.18587e-16-0.00201552j 1.45936e-16-0.00108672j 3.12336e-16+0.00288701j -1.22408e-16-0.00051497j 2.69646e-15+0.000264117j -3.09126e-17-0.000309121j 1.58128e-16+0.00129608j 1.15244e-16+0.000140439j -8.07089e-18-0.000580962j -1.85982e-17-5.01389e-05j 6.36286e-17+0.000272899j -2.94105e-16-0.00254694j 4.29436e-17+0.00232364j -5.96517e-17+0.000187057j -4.65907e-17+0.00168908j -1.5624e-16-0.00012644j -1.25441e-16-0.00128578j -7.52949e-18+0.00109808j 8.34186e-17+0.00215716j -8.17059e-17-0.000802279j -1.86811e-16-0.00126263j 9.97009e-17+0.0022088j 8.77709e-17+0.0012277j 4.15193e-17-0.000420054j -6.71824e-16-0.000402639j 
4.45308e-16+0.000128472j 5.67403e-17+7.08299e-05j 3.78746e-18+0.000103862j -1.39732e-17+0.00110958j -2.90976e-18+0.00202386j -1.89627e-17-0.000517788j -4.48664e-17+0.0029777j -6.05322e-18-0.000112952j -1.53038e-17-0.000259886j 2.67216e-16+0.00219884j 8.45934e-17+0.000990525j -2.09114e-17+0.00095887j 9.79152e-17-0.00239252j 1.25644e-16-0.00172516j 5.57015e-17-4.47344e-05j -9.17327e-17+0.00203669j 2.06307e-16-0.000346969j 1.88853e-17-0.000575303j 4.40994e-18+0.000770726j 2.74353e-17+0.00245673j 5.88883e-16+0.00146592j -2.62721e-17+0.000223524j -2.44579e-17-0.000379971j -1.82039e-17+0.000577383j -2.90888e-17-0.000232054j 2.15875e-16+0.000314772j -2.1265e-18+0.000944914j 4.37311e-16-0.00059696j 1.32672e-16+0.000672444j -8.15681e-16-0.00063605j 3.8845e-16+0.00265361j -6.20187e-16+0.000332475j 9.64759e-15-0.000931459j 1.81982e-16-0.00126338j 8.00051e-16-0.00101046j 3.8141e-15+0.000482437j 2.14203e-17-0.00133862j -8.80927e-16-0.000344432j 3.66742e-15-0.00231259j -4.52364e-15+0.00356167j 4.63102e-16-0.003542j -4.77026e-16+0.000600777j -4.41456e-17-0.000675766j 2.31561e-16-9.7799e-05j 1.28279e-16-0.000859522j -1.53313e-16+0.000775992j 6.18596e-16-0.00117236j 2.07842e-16-0.000297949j -2.55799e-17-0.00102071j -8.28566e-16-0.000535879j -1.75604e-16-5.08917e-05j 3.65239e-16+0.0010736j -1.58709e-16-0.00101761j -2.22543e-16+0.000503971j -9.68091e-18+0.000838613j -5.01437e-17-0.00132086j 2.75392e-14+0.00294943j 6.68587e-17-0.00047232j 9.59112e-17+0.00023954j 1.3192e-16-0.000510297j -6.14594e-17-6.64354e-05j -8.90259e-18+0.000162937j -7.12504e-18+0.000839785j -1.13359e-17-0.00286884j 2.70087e-17-0.000744017j 2.40533e-17-0.000578532j -4.72781e-17+0.00062089j -1.44699e-15-0.00238667j -1.96219e-17-0.00163632j -1.4781e-17-0.000449275j -7.65068e-17-0.00193773j -2.66723e-17-0.000175817j -3.01869e-17-0.00252633j 8.0903e-19+0.00118647j -1.43018e-17+0.000239246j 7.10626e-17+0.000120224j -5.64805e-16-0.000328299j 
5.39805e-15+0.00159706j 3.46457e-16-0.000734469j 7.45883e-17+0.00112412j 7.13593e-17+0.0011878j 8.67534e-17+0.000686353j -4.98978e-18+5.33814e-05j 1.42356e-16+0.00164862j 6.64624e-17+0.00102311j 6.67275e-17+0.00123395j 5.5599e-16+0.00301264j -8.16153e-17-0.000477751j -3.63533e-17+9.30459e-05j -2.60788e-17-0.00115078j -1.15205e-16-0.0021573j -2.45976e-17+2.50771e-06j -6.58438e-17-0.00167028j 1.26964e-17+0.000706187j -1.01384e-17-0.000671571j -2.77196e-17+0.000824139j 2.6432e-16+0.000470937j 1.35759e-15+0.00327318j 1.16277e-16-8.40861e-06j -5.83112e-17-0.00113772j -6.56427e-17+0.000143438j -1.3911e-17+0.000871096j 2.63815e-16+0.000608864j -3.50935e-17-0.000235848j 2.43348e-16-0.000735777j 1.89133e-16+0.00102206j 4.30743e-16+0.000820686j -2.87606e-16-0.00072582j -9.1848e-17+0.0018827j 5.0318e-15-0.000415005j 1.20041e-16-0.00216021j 9.67156e-16-0.0013662j -3.36767e-15-0.000372776j -1.03501e-15-0.00284208j -9.73877e-16+0.000586765j 3.33258e-15-0.00179432j -2.75563e-15+0.00214864j -1.4136e-16-0.000329374j 8.55761e-16-0.000974458j -2.7917e-16-0.00170377j 1.91207e-16+0.00101412j -1.69098e-16-0.00197163j -2.58027e-16+0.00099423j -6.79733e-17+0.000703917j 1.17786e-17+0.000605613j 7.8496e-17+0.000988062j 1.20384e-16+0.00018311j -8.68633e-17-0.000280745j -3.86594e-16-0.000713088j -2.96363e-16-0.00135107j 1.23023e-16-0.00062221j 1.5571e-16+0.000707745j 5.05473e-18-0.000166629j 5.14532e-15+0.000552813j -2.45521e-16-0.00187173j -1.03808e-16+5.08634e-05j 6.92758e-17-6.99211e-05j 1.01076e-16-0.00150874j 4.30658e-16+0.00242203j 1.12601e-17+0.00055143j -1.89425e-16-0.0020584j -6.22733e-17-0.00133815j -5.27108e-17-0.00189109j -1.37343e-16+0.00187615j -2.92523e-16-0.000373554j 1.33093e-17+0.000382411j 8.66262e-18+0.000259654j -2.28261e-16-0.00177088j -1.17268e-17+0.000127j -2.06898e-16-0.00216822j 2.62944e-18+0.000431911j 2.07934e-16+0.0015753j -1.14697e-16-0.000674195j 1.95132e-15+0.00107068j 
