9.75395e-15-0.106775j -3.63631e-14+0.312657j 1.90485e-15-0.0569335j 5.0716e-15-0.106503j -1.31816e-15-0.115223j 3.75956e-17-0.0449625j 1.00315e-15+0.109059j -2.39191e-15+0.0645381j -5.99124e-16+0.0336133j 4.70192e-16-0.125388j 1.32822e-15-0.00742589j -4.52944e-16+0.0198816j -2.96228e-15-0.205727j 2.34419e-15+0.0928517j -1.74226e-14+0.0527922j -6.1123e-14+0.197192j -1.01563e-14-0.115831j 1.04425e-14+0.00954048j -1.85429e-12-0.0167318j -2.09825e-14-0.145923j -8.25912e-15-0.141728j 1.45337e-14+0.0754838j 2.56116e-13-0.184807j -3.57974e-14-0.000491364j -3.53131e-15-0.150957j 4.08844e-15-0.0360482j -2.67704e-14-0.0160959j 1.87043e-14-0.0728093j -4.7481e-13-0.171568j -1.77625e-14+0.0226279j -2.9833e-15+0.16626j -9.28826e-15+0.100294j -9.03392e-15+0.0383003j -1.24303e-14-0.00230593j -1.73641e-14-0.229748j -1.09593e-14-0.00252421j 5.99224e-15-0.0567547j 1.3197e-14+0.00528964j 5.24018e-15-0.0722888j -6.62661e-14-0.120955j -7.60655e-14-0.0584329j -6.38885e-14-0.115019j 4.23283e-15-0.114371j 6.80428e-15-0.167765j 4.31827e-15-0.120767j 2.64279e-15-0.0288416j 3.59204e-15-0.0249856j -1.60231e-15-0.012644j -7.2099e-16+0.0707572j 9.82923e-16+0.127962j -2.39853e-15+0.058701j -2.02038e-15-0.00214831j -3.20272e-15+0.0361195j -3.93283e-15+0.179537j -1.75291e-13-0.296081j -4.01858e-14+0.0732402j 
-7.05565e-17-0.000142731j 4.72732e-17+0.000191285j -6.98646e-17-0.000136604j -7.63863e-17-0.000402687j -2.54618e-17-0.000113154j -2.82841e-17+0.000251225j 3.27074e-17-0.000107099j 7.71604e-17+0.000364484j 5.40775e-17-7.75701e-05j -9.27446e-17-0.000866583j -4.26838e-17+0.000591169j 2.00929e-17+5.88373e-05j -1.74948e-17-0.000160314j 3.07642e-17-0.00058301j 2.52864e-17-0.000387417j 5.3034e-17+3.97842e-05j -1.11649e-16-0.000189306j 7.16884e-17+0.000796138j -2.58808e-14-0.00023514j -1.807e-16-0.000617873j -1.42892e-16-0.000214849j 3.10919e-18+2.55086e-05j 1.82274e-15-0.00132677j 3.6912e-17+0.000508153j -9.39237e-17-1.6473e-05j -6.58812e-17-0.000206839j 3.71387e-16-0.00101914j -4.69151e-17+0.000683345j 9.93802e-16+0.000425638j -2.17079e-16+0.00068251j 1.05974e-16+0.000485176j -4.05164e-17+0.0001848j -3.74474e-17-0.000109194j 6.40803e-17+0.000652932j -6.90847e-17+8.71276e-06j 3.41594e-17+0.000247948j -6.11299e-17+0.000151104j -2.24782e-16+0.00121843j -2.07226e-16+0.000398748j -3.68946e-16-0.0004945j -2.39582e-17-0.000222778j -3.37781e-17+0.000166974j 1.80061e-17-0.000666352j -1.30419e-17+0.000267492j -4.13288e-17-0.000458179j -3.2614e-17+0.000629022j -2.0884e-17-0.000142173j -3.0664e-18+0.00040565j 6.59803e-17+0.000633052j 3.00844e-17+7.52306e-05j 5.41451e-17-2.6013e-06j 4.20262e-17+0.000458738j 1.98127e-17+0.000438294j 9.98189e-17+0.00024117j -1.31266e-16-0.000116038j 4.5606e-17+4.32982e-05j 
-7.64599e-18-0.0004991j 2.19361e-16-0.00148481j 4.72702e-17-0.000934514j -1.04857e-18-0.000191408j -5.35636e-18+0.00019316j 1.72082e-17-0.000442481j 2.39699e-17-0.000221225j -6.53941e-18+0.000312401j -1.30839e-17+0.000361918j -8.22935e-18+0.000281377j 4.2749e-18-0.000518928j -4.1996e-17+0.000570481j -3.98954e-17+0.00177722j 1.21699e-18-0.00024869j 1.05108e-17+0.000413397j 2.04886e-16-0.000616174j -1.53626e-17-0.000159707j 2.34759e-16-0.000153526j 1.67682e-13+0.00150976j 1.50578e-17+0.000391845j -2.79019e-17-0.000237516j -1.57885e-16-0.000999903j -2.28154e-16+0.000149063j -4.895e-17-0.000677165j -5.12862e-17+0.000270703j 4.73588e-17-0.0005691j 3.68552e-17+0.000528648j -1.17767e-16+0.000609191j 2.7754e-15+0.00103521j 2.79005e-16-0.000720829j -1.4051e-17+0.00105027j 9.80814e-17-0.000935932j 3.08167e-17+0.000117521j 7.69978e-18-0.000282171j -5.74267e-17+0.000258128j -1.46647e-17-0.000468669j -2.79273e-17+0.000372561j -5.00696e-17-0.000278197j -1.39183e-17+0.000188775j -2.90307e-16-0.000466028j 4.73399e-16+0.00100708j 5.4772e-16+0.000317259j -6.38999e-17+0.00130903j -9.87408e-17+0.00149318j -1.62885e-17+0.00029767j 1.19465e-18-0.000459928j -1.4115e-17+0.000452253j 1.06866e-17-0.000306041j 1.30095e-17+8.95777e-05j 2.5621e-17-0.000330236j -1.19412e-17+0.000494691j -2.72481e-17+0.000474949j 1.78327e-17-0.000265169j -1.62448e-17+0.000424927j 9.56819e-16+0.00150935j 1.96134e-16+0.000605988j 
3.1616e-17+0.000256165j 9.26067e-17-0.000577722j 6.2184e-17+0.000103697j 3.72499e-17+0.000757322j -2.39557e-17-0.000439647j 1.23025e-17-0.000147157j 3.54987e-17+0.000639684j -4.14063e-17-0.000473773j -5.85386e-17-0.000486086j 1.17611e-16+0.00150537j 5.61651e-17+0.000280201j -1.70184e-17+0.000208423j 5.61314e-17+0.00153946j -3.19943e-17-0.000542369j 6.29928e-18+0.000584108j -2.0213e-17-8.27715e-05j 9.49004e-18-0.000195827j -1.33134e-16-0.000384536j -4.32482e-14-0.000387589j 4.95423e-17+0.000100935j 8.63738e-17+0.000437679j 7.95696e-17+7.45429e-05j -7.20624e-16+0.000525673j -1.92176e-16-0.000742025j 5.25435e-17+0.000675571j 1.51526e-16+0.000790754j -3.51845e-16+0.00101205j 1.74115e-16-0.000528058j -2.33427e-15-0.000874391j -6.83621e-17+0.000606631j -9.64727e-18+0.000345592j 6.04306e-17-0.000489307j 7.83895e-17-0.000641981j 6.74684e-18-0.000235646j 1.30663e-18+0.000271461j -4.57585e-18-0.000138992j -2.79475e-17+0.000187519j 1.60816e-16-0.000559589j 1.29525e-16-0.000425272j 2.99537e-16+0.000497598j -1.87053e-16-0.000580463j -1.87675e-16+0.000159266j -1.50509e-17+0.000939657j -2.05948e-17+0.0012963j 3.21324e-17+0.000668516j 1.82825e-19-0.000173594j 6.0439e-17+0.00115993j -1.65828e-17-0.000603262j -2.80125e-17-0.000543484j 4.68752e-17+0.000568191j -3.56201e-17-0.000225024j -5.86726e-17-0.000639215j -6.83446e-18-0.000639396j -4.42479e-17-0.000292048j 3.08607e-16+0.000545647j 3.53892e-17-3.07944e-05j 
8.60875e-17+0.000222833j -3.44286e-17+0.0007166j 8.46152e-17+0.000390525j 1.18745e-16+0.000157154j -7.67782e-17-0.000171423j 1.31487e-17+0.000237886j 1.04987e-16+1.16942e-05j -8.81384e-17-0.000281749j -9.11114e-17-0.000242564j 1.86322e-16-0.000236448j 7.86747e-17+0.000444795j -1.06791e-17-0.000248653j 5.68802e-17-0.00103065j -4.06151e-17-3.30428e-06j 3.97063e-17-0.000284192j -3.84727e-17+0.000248763j -4.18181e-17-8.03662e-05j -1.88046e-16+0.000258289j -1.11328e-13-0.00100082j -5.18685e-17-0.000304701j 8.64807e-17+0.000204596j 1.81556e-16+0.000471134j 4.66512e-16-0.000263478j -4.4344e-19+0.000426008j 9.54857e-17-0.000112923j 1.20832e-16+9.32343e-05j 1.28986e-16-0.000509447j -7.91662e-17-0.000370999j -1.71989e-15-0.000543794j -6.04079e-17+0.000584699j -5.04788e-17-0.000524433j -4.03474e-17+0.000456866j -1.22929e-16-0.000131865j 1.62488e-17+0.000465308j 4.96277e-17-7.62895e-05j 5.50827e-17+0.000212555j -1.97406e-17-4.53438e-05j -6.38968e-17+0.000312018j -8.25722e-17-0.000118471j 2.05123e-16+0.000148184j -3.92162e-16-0.000554242j -2.55923e-16-3.82033e-05j 4.60372e-17-0.000860978j 7.44587e-17-0.000776634j 7.53451e-17-0.000242999j 1.19052e-17+0.000393474j 1.1886e-16-0.000134478j -6.27018e-17+0.000192649j -9.15037e-17-0.000100094j 1.0144e-16+0.000122602j -7.06499e-17-0.000289909j -1.25194e-16-0.000150101j -7.02557e-17+8.34521e-05j -7.15543e-17-0.000170366j -5.25023e-16-0.000707475j -1.53447e-16-0.000267521j 
2.54752e-17+5.05148e-05j -3.57091e-16+0.00158962j -6.60477e-17+0.000467648j 3.10837e-17-0.000365514j 8.98156e-17-0.000550438j -1.00432e-17+0.00029791j -1.76404e-16+0.000817784j -4.92232e-17+0.000440341j 4.73599e-17-0.000294386j -5.75367e-17-0.000446725j -3.24199e-17+0.000609879j 1.70389e-17-0.00019323j -4.69246e-17-0.000600115j 2.18734e-17-0.000221711j -1.23365e-16-5.52474e-05j -4.33606e-16+0.000972588j 2.29447e-17-0.000117991j -6.89525e-18+0.000354702j -8.35215e-14-0.00075282j -4.13213e-17-0.000939546j 3.2363e-17-0.000435775j 8.57728e-17+0.00087795j 1.86169e-15-0.00126805j -8.11777e-17+0.000362235j -1.99722e-17-0.000267221j -1.07829e-16+0.000838411j -7.82587e-17-0.000369232j 1.55496e-16+0.000114013j -2.34726e-15-0.000906466j -3.88109e-16+0.000961729j -1.21997e-16+0.000505883j -1.09348e-16+0.000760518j 1.2653e-17-0.000227972j 6.68234e-17-1.84159e-05j 6.28225e-17-0.00069302j -6.4313e-17+0.000507374j 7.21324e-17-0.000425822j -4.39115e-17+0.000803831j -6.83735e-17-4.05537e-06j -6.73633e-17-0.000128393j -4.85052e-16-0.00111017j -5.52e-16-0.000486589j 4.49717e-18-0.000795318j -1.76367e-17-0.000267106j 1.21042e-17-0.000413311j 1.67158e-17+0.000396767j -3.19384e-17-0.000122753j 3.34365e-17+0.000192716j -5.19497e-17+0.000671289j -1.72706e-16+0.000954865j 3.39009e-18-0.000145197j 9.96094e-17-0.000292099j -3.67196e-17+0.000515181j -3.23213e-17+0.000222524j -8.12755e-16-0.00154733j -1.99186e-16-0.000211563j 
-2.06849e-17-2.41419e-05j 3.12879e-16-0.00072159j 8.10684e-17-0.000422882j -1.36622e-16+0.000676772j -1.62037e-17-0.000155424j 4.53093e-17-4.17152e-05j 1.08965e-16-0.000828138j 1.35971e-16-0.00105102j 2.00057e-17-0.000256352j -1.11922e-16-5.5396e-05j -7.52241e-18+0.000653213j -6.25407e-17+0.000178603j -1.04488e-16-0.000667716j 5.30044e-17-0.000412404j 1.44397e-17-0.000339729j 3.03984e-16-0.000694459j -1.47984e-16-0.000723498j -1.7136e-16+0.000607329j -1.30753e-13-0.00117791j -1.10497e-16-3.33475e-05j -1.13743e-16+0.000788888j 3.93103e-18-0.00040101j 6.56938e-17-6.09787e-05j 1.87243e-16+0.000253026j -7.9181e-18+0.000241096j -3.75975e-17-0.00122833j 1.20193e-16-0.000921799j 4.58539e-17-0.000708388j -2.26487e-16-2.85878e-05j -2.13497e-16+0.000718849j 4.35904e-17-0.000540938j 5.6552e-17-0.000328552j 9.33022e-18-0.000304893j 8.14316e-17+0.00161181j -1.4345e-17+0.000588119j 1.95884e-16-0.000342805j -1.92477e-16+0.000860865j 1.83563e-17+0.000255683j 9.53225e-17-0.000275376j -1.53843e-16-0.000154268j 2.60123e-16+0.000113053j 2.65929e-16+0.000788401j -4.64345e-17-0.000738554j -1.03894e-16-0.000299711j -5.26697e-17-0.000205999j -1.04115e-18+0.000599538j -1.24569e-16+0.000554811j 3.95573e-17+4.56185e-05j 1.2741e-16-0.000818199j 1.02266e-16-0.000623677j 1.75449e-17-0.000258405j -2.7629e-17+0.000376248j 1.30843e-16-0.000600867j 3.91587e-17-4.12695e-05j 2.79498e-16+0.00078973j 8.01707e-17+0.000165413j 
-5.08767e-17+0.00109822j 9.29229e-17-0.00107371j -2.59611e-17+0.000842276j -4.69986e-17+0.00191051j 7.30099e-18-0.000586347j -1.17612e-17+0.000323328j -2.59865e-17+0.000402701j 1.02968e-17-0.00160657j -9.42663e-18-0.00132286j 6.59478e-17+0.00229313j 2.77909e-17+0.00138878j 2.26045e-17-7.66799e-05j 1.00166e-16+0.00136772j -2.67923e-17-0.00136667j 5.17949e-17+0.000144434j 5.95423e-17-0.000620917j -7.23237e-17-0.000215048j -4.64777e-16+2.56262e-05j -2.66638e-13-0.00239948j 8.34267e-17+0.000118559j 1.10133e-16+0.00166699j 8.56518e-17+0.000472549j -1.16281e-15+0.000874705j -5.12038e-17-0.000364747j 1.11117e-16+0.00147741j -1.50869e-17+0.00117277j -3.77259e-16+0.000480119j 3.45387e-16-0.00120451j -3.98958e-15-0.00152331j -5.21707e-16+0.00203206j 5.35102e-17-0.000928364j -1.60461e-17-0.000475257j 1.5635e-16-0.00142879j 1.81549e-16+0.000842745j 1.4191e-16+0.001277j 8.90143e-17+7.03493e-05j -8.14897e-17+0.000658448j 1.83876e-16-0.000174872j 2.03376e-16-0.00059373j 6.80955e-16+0.00132838j -1.61159e-16-0.00154685j -3.30206e-16+0.000819624j 2.41099e-17+0.000276945j -7.19181e-18+0.00139347j 4.52249e-18+0.00098604j -2.33566e-17+0.00067351j 2.8229e-17+0.00180335j -2.68925e-18-0.000528457j -4.31338e-18-0.00136356j -1.18503e-17+0.000469576j 1.8558e-17-0.00106951j 2.70009e-17-0.00105945j 2.22641e-17-0.00108113j 2.93631e-17-0.00133735j 5.84455e-16+0.00100555j 1.39793e-16-0.000675144j 
6.36473e-17-0.000229123j 2.25573e-16-0.000469495j 1.04565e-16-0.000317857j 1.62655e-16-0.00050533j -9.10954e-17+3.67152e-05j 2.06349e-18+5.6123e-05j 6.43236e-17+0.000138712j -1.8486e-16+0.000722908j -8.1867e-17+8.20999e-05j 1.37753e-16-0.000335118j 5.71919e-17+0.000122647j -6.25481e-17+0.000250118j -2.0961e-16+0.00119849j 5.34435e-17-0.00061512j 3.32028e-17+7.15346e-06j 1.23827e-16-0.000105128j -5.58133e-17+5.89104e-05j 1.35147e-16+0.000366403j 8.85686e-14+0.000799192j -9.08099e-17-0.000274123j 6.46023e-17-0.000424687j 1.00934e-16-0.000290025j 1.41612e-15-0.000913481j -4.56761e-17-3.4285e-05j -7.62192e-17+0.000203849j 1.13462e-16+0.000152341j 3.20604e-16-0.000196423j -3.70944e-16+0.00108309j 1.75116e-15+0.000796206j 1.39656e-16+0.000127252j -1.74088e-16+0.00102558j 9.15975e-17-0.000246045j -8.27739e-17-5.84948e-05j 8.74482e-17-0.000144277j -6.91634e-17+8.23433e-05j -1.59223e-17+0.000125853j -2.76794e-17+4.73597e-05j -3.37856e-16+0.00079221j -3.42853e-16+0.000512043j -1.42677e-16-0.000438337j -9.48419e-17+0.000133068j 9.34538e-17+9.36322e-05j -1.27358e-16+0.000429858j -2.44891e-16+0.00127066j 1.63628e-17-3.87759e-05j -1.93251e-18+0.000144501j 8.6369e-17+5.63512e-05j -5.3226e-17+0.000132999j -1.66255e-16+0.000771532j 7.13694e-17+0.000160871j -8.75049e-17+0.000230755j -1.42245e-16+0.000381449j -1.10375e-16+0.000375812j -6.24293e-17+0.000261179j 1.58171e-16+0.000508327j 1.83241e-17+0.000188752j 
6.98962e-17-0.000847471j -1.46515e-16+0.0010461j 4.28201e-17-0.000800524j 7.04502e-17-0.00107655j -2.09415e-17-0.00067054j 1.92023e-17+1.27543e-05j 4.2372e-17+0.000316231j -2.75845e-17+0.000916213j -2.50615e-17+9.76828e-05j 4.95895e-17-0.00161105j 2.68146e-17+0.000738916j -3.14281e-17+0.000420987j 5.0007e-17-0.000284285j -3.48237e-17-0.000673757j -6.52319e-17-0.000144259j -2.20054e-16+0.000690765j -1.57108e-16-0.000890887j 2.14789e-16+0.00118525j 8.50246e-15+7.47975e-05j -2.83673e-16-0.00145487j -9.0439e-17-0.000995753j 4.83306e-17+8.87566e-06j 3.98036e-15-0.00277715j -1.39688e-16+0.000445007j -3.68505e-17-0.000499656j 6.08943e-17-0.000587987j 4.63661e-16-0.00134022j -7.00334e-17+0.00091711j 1.74101e-16+0.00018778j -2.23978e-16+0.00098247j -4.66674e-17+0.00193731j -9.62201e-17+0.000317732j -1.66768e-16-4.36541e-05j 8.58549e-17+0.000875295j -3.41545e-17-0.000866292j 2.12911e-17+0.00018668j -4.44555e-17+0.000149691j -3.17634e-16+0.00176318j -2.96045e-16+0.000325489j -7.79752e-16-0.00141905j -3.03593e-16-0.000308097j -7.38078e-17-0.000105806j 5.09056e-17-0.000934555j 5.15304e-17+0.000416497j 6.07413e-17-0.00105185j 1.50482e-17+0.000666362j 6.37038e-17-1.23417e-05j -2.1852e-17+0.000388396j -1.65116e-17+0.00127301j 3.38018e-17+0.000635486j -3.93941e-17+0.000410607j -4.16575e-17+0.000804888j -4.28726e-17+0.000667291j -5.86002e-17+0.0012903j -4.40155e-16-0.000849969j -1.2891e-16+0.00061279j 
-3.16969e-16+0.0011519j 2.25913e-16-0.000960864j -2.99977e-16+0.00104273j -3.44449e-16+0.0014113j -2.87786e-17+0.000200564j -1.21077e-16+0.000517579j 1.51971e-17-0.000382626j 2.83853e-16-0.00128648j 1.80437e-16-0.00082133j -2.73916e-16+0.00124384j -1.39491e-16+0.000802783j 1.46523e-16-0.000451007j 6.3206e-17+6.90888e-05j 7.66972e-17-0.000629907j 1.6552e-16-0.000448274j 3.34309e-16-0.00083089j -1.12717e-16+0.000431561j -3.4866e-16+2.65398e-05j -2.03194e-13-0.00183221j 5.22505e-20+0.000558993j -2.10511e-16+0.0015081j -7.36895e-17+0.000354806j -2.0329e-15+0.001264j 1.54003e-16+0.000273442j -9.46482e-17+0.00099943j -2.79324e-16+0.000649819j -1.0786e-16-0.000107853j 2.91369e-16-0.000738867j -9.86053e-16-0.000462066j -4.49638e-16+0.000987893j 4.657e-16-0.00192019j -2.99056e-17-0.000100808j 2.23303e-16-0.000720951j 5.25104e-17+0.000664207j -8.63303e-17+0.00136914j 5.03897e-17+0.000203006j -8.25894e-17+0.00037081j 1.44978e-16-0.000105559j 1.50612e-16-0.000127845j 4.07545e-16+0.00131052j 2.60172e-16-0.00078058j -1.94723e-16+0.000694039j 6.72864e-17-0.000270208j 4.17959e-17+8.00272e-05j -1.7389e-16+0.000696014j -1.17133e-16+0.000624j -9.94255e-17+0.000519163j 1.11043e-17+1.53787e-05j 2.31033e-16-0.00110397j 2.58433e-17-0.000370289j 2.30764e-16-0.000958481j 2.09781e-16-0.000631011j 1.28828e-16-0.000545877j 3.76516e-16-0.00153554j 3.43408e-16+0.000849782j 3.2748e-16-0.000890836j 
1.07382e-17-0.000491898j 3.92984e-17+0.00167877j 3.08401e-17-0.000327504j -5.92665e-17-0.000305123j -1.13027e-16-0.000366725j -4.14128e-18-0.000102416j 2.07016e-16-0.000444208j 9.944e-17-0.000385532j -7.84546e-18+0.000220453j -1.44337e-17-0.00142028j 1.20635e-17+0.000195975j 2.43521e-18-0.000105861j -9.04444e-18-0.00297413j 3.2703e-17+0.000783684j 1.7112e-17-0.000386606j -6.78422e-18+0.00062292j -1.95183e-16-0.000829201j -1.22452e-16+0.000513404j -1.16385e-13-0.00104863j -2.35888e-16-0.000661408j -1.65365e-16-0.000222144j 1.26113e-16+0.000285193j 1.06548e-15-0.000821948j 1.48234e-17+0.000706649j -7.17352e-18-0.00105934j 1.12093e-17-0.00138372j 1.79359e-16-0.00123664j -2.1624e-17-0.000936788j -2.16427e-15-0.000682142j -9.98363e-17+0.000187029j 1.52404e-16-0.000352981j -5.16232e-17+0.00076371j -1.45623e-16+0.000396193j -8.19308e-17+0.00119681j -1.5426e-16-0.000896015j 8.68363e-17-0.000126262j -9.00102e-17+8.50641e-05j 1.85882e-17+0.000232066j 8.01387e-18-0.000453268j -4.15492e-16-0.000700741j -2.84273e-16-3.74138e-06j -1.76049e-16-0.000210732j 6.8135e-17-0.00186691j 9.6599e-17-0.00243001j -5.48178e-18-0.00109308j -1.21633e-17+0.000335725j 1.7996e-17-0.000577028j -4.58083e-17+0.000328905j 8.63652e-17-0.0001684j 1.9559e-16-0.000189607j 1.66635e-17+9.0403e-05j -8.25883e-17+0.000400579j 3.65318e-17+7.40355e-05j 7.45949e-17+0.000792133j -1.16697e-15-0.00156359j -1.94644e-16+0.000292024j 
3.39744e-17+0.000377616j 3.06871e-16+0.000469656j 1.30495e-16+0.000648948j -3.57578e-17+0.000258084j -2.2522e-16-0.000651412j 3.3922e-18+6.10072e-05j 4.32613e-16+0.00164872j 1.5379e-16+0.000378632j -1.37143e-16-0.000579328j 2.60347e-16+0.00153248j 1.25107e-16+0.000288924j 2.18344e-17+2.801e-05j 3.47323e-16+0.00203846j -1.22368e-16-0.000603943j 1.41794e-16+0.00080804j 5.21394e-17+0.00076141j 1.19061e-16+0.000221785j -1.15078e-16-0.000574432j -8.92432e-15-7.8655e-05j -2.07633e-16-0.000344322j -1.08512e-16-0.000185927j 4.51639e-16+0.000763142j -1.99448e-16-6.77352e-05j -4.74166e-16-0.000791553j -1.2434e-17+0.000575426j 7.10253e-16+0.00216196j -2.14816e-16+0.00148949j 3.33641e-16+3.4305e-05j -3.83774e-15-0.00132681j 7.19363e-17+0.000805622j 3.74802e-16+0.00100579j 1.717e-16-3.87637e-07j -5.64355e-18-0.000704238j -3.6612e-16-0.00126776j -3.15944e-16-0.000304172j 9.30578e-18+0.000354713j -1.41213e-16-0.000516393j 2.13712e-16-0.000261143j -1.14374e-17-0.000230653j 3.93614e-16+0.000617818j -1.0236e-15-0.00132161j -9.48137e-16-0.000501064j 1.06885e-16+0.00116448j 2.57584e-16+0.00171449j 6.32022e-17+0.000715037j -5.68034e-17-0.000302731j 2.05416e-16+0.000931704j -1.0339e-16-0.00058346j 1.75837e-16+0.000291773j 4.44866e-16+0.00151314j -1.92503e-17-0.00019683j -2.29895e-16-0.00108809j 5.57896e-17-5.3864e-05j 5.29609e-17-0.0002616j -7.19304e-16-0.000529432j -1.16059e-16-0.000283546j 
-1.36905e-17+0.000952398j 2.05792e-16-0.00120478j 4.00928e-17+0.000774598j -1.6578e-17+0.00157246j -3.29651e-18+0.000571268j 8.63468e-18-4.22619e-05j 3.83613e-18-0.000643024j -2.37913e-17-0.00160844j -2.92557e-17-0.000271351j 3.85906e-17+0.00180773j 2.17454e-17-0.0004889j -2.4566e-18-0.000433888j -6.4804e-17-0.000284749j 2.48153e-17+0.000671623j 7.64951e-17+3.51905e-05j 2.86771e-16-0.000934685j 9.68197e-17+0.000588829j -3.82531e-16-0.00109022j -9.58403e-14-0.000859865j 3.01926e-16+0.00153961j 1.63773e-16+0.00149094j -5.90539e-18-4.67221e-05j -4.34193e-15+0.00309766j 1.96527e-16-0.000369749j 1.21827e-16+0.000581547j -4.24149e-17+0.00013228j -4.87869e-16+0.00110241j 3.61945e-17-0.00159191j -1.21329e-15-0.000531325j 1.90873e-16-0.000682321j -2.72e-17-0.00249769j 9.48336e-17-0.000385233j 1.26194e-16-0.000108563j -2.59851e-17-0.000207195j 1.04842e-16+0.00110151j 5.38716e-17-0.000358827j 2.84015e-18+0.00018005j 3.50334e-16-0.00195222j 3.60989e-16-0.000627897j 9.19373e-16+0.00155819j 3.0548e-16+0.000246537j 1.53312e-16+0.000396575j -5.55165e-17+0.00054848j -6.59153e-17-0.000877886j -2.58908e-17+0.00103357j 4.16692e-18-0.000476364j -3.60441e-17+0.000283682j 5.22897e-18-0.000447268j -3.57499e-17-0.0018895j 9.69655e-18-0.000893256j -1.0393e-17-0.000620231j -3.28684e-17-0.000838733j 2.96036e-17-0.00106534j -4.40002e-18-0.00143789j 4.96298e-16+0.00101843j 9.89642e-17-0.000633392j 
9.66451e-18+0.000863845j -1.07909e-16-0.00106257j -8.19426e-18+0.000762632j 2.09546e-17+0.000870889j 1.05181e-16+0.000893243j 3.05309e-17+0.000355092j -1.34113e-16-0.0011287j -2.81098e-17-0.000979464j 3.07848e-18-0.000110432j 6.96996e-18+0.000397246j -5.67304e-18-0.000155191j 9.09423e-18-0.000559731j 7.82488e-17-0.000887169j -5.65757e-17+0.000339485j 4.01398e-17-0.000678792j 1.81716e-16-0.00104437j 1.33281e-16+0.000799542j -2.18492e-16-0.000242289j -8.01599e-14-0.000721152j 2.87369e-16+0.00113123j 1.77497e-16+0.00117307j -1.34619e-16-9.74082e-05j -2.50591e-15+0.00187547j 3.94523e-16+0.000478583j 1.73241e-16+0.000398983j -1.68104e-16-0.00023895j 2.96705e-17-0.000241364j -5.86951e-17-0.00048244j 1.81658e-15+0.000569094j 9.2743e-17-0.00048727j -1.18277e-16-0.00243744j -6.21182e-17-3.85114e-05j 1.20333e-17+0.000111509j 9.16621e-17+0.000310548j 3.21093e-16+0.00122989j 8.89937e-17+8.52722e-06j 5.26376e-17+0.000178752j 7.11906e-17-0.000560794j 1.59077e-16+0.000112483j 6.68444e-16+0.00105397j 4.94309e-16+0.000396374j 4.04465e-16+0.000525932j 3.75367e-17-0.000323776j 9.10872e-17-0.00105637j 2.62995e-17+0.000459881j 3.59651e-17+0.000172236j -5.27848e-17-0.000514308j 3.93163e-17+0.000270346j -5.09529e-17-0.00101049j -1.45507e-16-0.00122643j -1.48725e-17-0.00056991j 5.95002e-17-0.000134629j 5.69594e-18-0.000284253j -7.97116e-17-0.00133964j 7.1698e-16+0.000927549j 8.39721e-17-0.000727647j 
-9.57281e-17+0.00131655j -2.19204e-16+0.00353572j -1.8678e-16+0.00274116j -8.52452e-17-0.000574833j -1.00011e-16-0.000109592j -1.12143e-16+0.00126848j 7.44335e-17+0.00175947j 1.04561e-16+0.00113804j 6.89454e-17-0.000639276j -5.44292e-17-0.000384108j -5.71546e-17+0.000585335j 1.45238e-16-0.00142315j -2.15095e-18-0.00164521j 7.35072e-17+0.000308506j 6.5511e-17-0.000529455j -3.69097e-16+0.00200459j 2.37185e-16+0.00162976j -2.34424e-16-0.000205533j -1.58693e-13-0.00142927j -1.54817e-16-0.000896364j -1.10945e-16-0.000539825j 5.64366e-16+0.00264423j 7.36148e-16-0.000698877j -1.1057e-16+0.00114833j -1.66682e-16-0.000381912j 1.7446e-16+0.00349955j -6.7511e-18+1.4022e-05j 2.02889e-16+0.000517122j -4.46801e-15-0.0016465j -3.83669e-16+0.00101665j 2.60352e-16-0.00113256j -2.2892e-17+0.00225802j 2.26947e-17-0.000139525j -2.95963e-16-0.00170457j -2.45752e-16-0.000884008j -1.27857e-16+0.00173755j 6.79141e-17-0.00192439j -1.32721e-17+0.000968322j -2.84359e-16+0.000443551j 7.29602e-16+0.00129239j -1.52272e-15-0.00255645j -1.82782e-15-0.00153815j 5.41692e-17-0.00141677j 1.0296e-16-0.00149952j -6.48386e-17-0.000122951j -8.65766e-17+0.000475545j 4.52213e-17-0.00154232j -5.22475e-17+0.000721485j 7.35143e-17+0.00139246j 9.00458e-17+0.00171937j 1.00795e-16-0.00081654j 4.95609e-17-0.00147332j -2.63627e-17+0.00164389j 2.22408e-16-0.00115581j -2.65987e-15-0.00369206j -4.04177e-16-0.00170475j 
