-6.87756e-15-0.0940107j -3.60726e-15-0.23473j -3.71293e-16-0.115374j 1.19612e-15+0.120846j -1.0191e-14-0.191901j -1.26045e-15+0.0815614j 3.73859e-15+0.245897j 5.13154e-15-0.244223j -8.74763e-15+0.154982j -1.12107e-14+0.0209826j 3.73841e-14-0.309908j 1.94802e-15+0.0784754j -1.62629e-14-0.0484402j 1.03956e-14-0.197642j -5.97672e-15+0.170559j 8.38898e-15+0.277198j -5.73853e-13+0.116714j 1.69467e-14+0.166175j 1.6905e-14-0.143505j -1.26938e-14-0.238288j 3.13915e-14+0.0467315j -1.32166e-14-0.175076j -1.75577e-14-0.0729266j -8.22811e-14-0.285615j -1.63923e-15+0.0833066j -1.42377e-15+0.0182058j 1.56412e-15+0.206376j 1.87906e-15-0.0890421j 1.28619e-13+0.0721576j -3.55867e-13-0.153323j 2.41145e-13-0.0769943j 4.06843e-14-0.339938j 6.9061e-16+0.0331631j -2.11375e-16+0.0071345j 1.45407e-16-0.0303197j -4.63319e-16-0.0087204j 3.57998e-16+0.00825716j -1.15096e-16-0.00234934j 3.49301e-16+0.000804108j -2.3195e-16-0.00419552j 6.42853e-16+0.0144147j -6.65332e-16+0.0137045j 1.20648e-15+0.00748582j -4.73159e-15-0.014133j 1.17228e-16+0.00062495j -2.22744e-15+0.0114657j -8.38517e-16+0.00666728j -4.48989e-16-0.0133237j -6.39779e-16-0.000353815j -2.2992e-15-0.0157287j -3.16612e-13+0.00561642j -8.91888e-16+0.00542701j -4.14223e-15+0.00803402j -8.73517e-16+0.00517648j 2.52039e-16-0.0237987j 4.64731e-16+0.00348142j 2.53753e-16+0.00876899j -5.61098e-16-0.00849042j -9.98452e-16-0.000887699j -6.65433e-16-0.0165366j -4.89923e-16+0.00209783j -3.22326e-16+0.0227617j 2.18241e-16-0.0152398j 2.55599e-16-0.0081633j 6.48497e-17+0.00719473j 3.15401e-16+0.0457488j -9.26838e-17+0.00462833j -5.25587e-16-0.0115055j 3.23685e-17-0.0357339j -1.48543e-16+0.00478952j -1.42528e-15-0.0829636j 1.8573e-15+0.00852148j 
2.60417e-18+0.000159177j -2.26405e-17-4.45249e-05j 4.23587e-18+0.000394309j 5.16514e-18+0.000201373j -3.66056e-18+0.000515181j -5.27786e-17-0.000281053j 3.5994e-17+0.000466637j 3.23189e-18+0.000266605j 6.12766e-17+4.62897e-05j -3.32638e-16-0.000679412j -4.53086e-17+0.000179705j -9.47075e-18-0.000647098j -1.24369e-16-0.000445407j -3.3155e-17+0.000352647j -4.50114e-18+0.000321807j 3.29511e-17+0.000212703j -1.53875e-15+0.000315451j -3.0734e-17-0.000464985j -8.78512e-17+0.000592207j -3.66777e-17+1.86198e-05j 2.5993e-16+0.000539639j 1.03062e-17+0.000194685j -2.84232e-17-0.000502637j 3.25662e-17+0.000209419j 1.98461e-17+0.000242715j 1.62486e-17+0.000543549j 1.38383e-18-0.000520912j 8.47052e-18-0.000131298j 2.44605e-16-0.000120769j -6.50591e-16-0.000367936j 3.98524e-16-0.000191261j 4.63492e-17-0.000193969j 3.25693e-18-0.000127236j 1.87484e-17+0.000126182j -4.04012e-18-4.58858e-05j 2.10325e-17+0.000331267j 7.66313e-18+0.000419551j 2.21724e-17+0.000354881j -2.19708e-17-0.000380223j 1.13144e-17+0.000197884j -1.57082e-17-0.000184269j 3.4255e-17+0.000553907j 1.21629e-17+0.000183586j 1.27631e-16+0.000302217j -9.2138e-17-0.000578738j 4.0149e-17-0.000122259j -1.8469e-17+0.000218434j 3.39508e-18+0.000184372j -4.49625e-17-0.000473202j 4.0942e-17+0.00042348j 4.11516e-15-7.32954e-05j 4.86828e-17+0.00020087j 2.92711e-16-0.000630006j -1.36907e-16+0.000540791j -1.5247e-17-8.78519e-05j -2.28272e-17-0.000511319j -2.03818e-17-6.51788e-05j -4.34301e-19+0.00037747j -1.01319e-17-0.00032318j -2.21731e-17+2.11546e-05j 1.60911e-17+0.000442863j 1.70122e-17+0.000240292j -2.03445e-17-0.000256607j -2.21243e-17-0.000377996j 3.32916e-17+0.000467779j -8.29698e-18-0.000393143j -3.50473e-18+2.1433e-05j -6.14723e-18+2.22882e-05j 1.49626e-17+0.000290607j -1.25612e-17-0.000206099j -1.64424e-17+0.000106599j 1.46661e-17+0.000111398j 
-4.06537e-18+0.000137723j 3.69162e-17-0.00111668j -1.13033e-17+0.00041401j -4.8135e-18+0.000873947j -2.51621e-17+5.04871e-05j -7.10127e-17-0.000247566j 2.71582e-17+0.00117952j 4.1621e-17-0.000254981j 1.00455e-17+0.000319135j -2.66978e-16-0.000468113j 5.98997e-17-0.000513163j -3.06906e-18-0.000402834j -1.81359e-16-0.000648405j 2.81596e-18-0.000167324j -3.25043e-17+0.000724386j 1.99825e-17+0.00086195j -2.54913e-15+0.000519043j -1.49765e-17-5.58844e-05j -4.29196e-17+0.000127912j -5.21551e-17-0.000489868j 3.01275e-16+0.000572394j -1.39696e-17-0.000432613j -5.05035e-17-0.000867051j -1.19799e-16-0.000337899j 9.63608e-18+0.000322122j 5.81869e-18+0.000396189j -1.36615e-18+0.00021887j -7.85399e-18-0.000173725j 6.24513e-16+0.000487552j -1.83815e-15-0.000750715j 4.35401e-16-0.000136439j 5.87238e-17-0.000617137j -1.3463e-17+0.000969242j -1.47115e-17+0.00036149j -3.05009e-19-0.000472551j -7.8701e-18+7.37739e-05j 3.60849e-17-0.000912302j -1.96238e-17-0.000479313j 3.82109e-19+0.000512603j -3.49687e-18-0.000653317j 1.311e-17+0.000132127j 3.88918e-18-0.000390748j -1.04753e-17+0.000341264j -1.44786e-16-0.000330301j 5.68612e-17+0.000564581j 1.49753e-16-0.00070442j 8.21276e-17-0.00162717j 7.84425e-17+0.000265533j 8.1763e-17+0.00101154j -1.10562e-16-0.00140688j -1.7184e-14+0.00030468j -6.35204e-17-0.000401572j -2.06907e-16+0.000332708j 1.03907e-16-0.000291225j 9.03728e-19+0.000383617j 1.33722e-17-0.00063592j 3.70935e-17-0.000654083j 7.10944e-17-0.00124416j 3.31131e-17+0.000906468j 7.55841e-17+0.000162642j 2.19993e-17-0.000879789j -1.14295e-17-2.98778e-06j 2.19644e-17+6.09945e-05j 7.23505e-19+0.000600301j -2.4109e-17-7.62353e-05j -2.9113e-17+0.000461791j 7.65257e-18-0.000645438j 1.77285e-17-0.00103935j 6.1731e-19-5.20741e-05j 9.77442e-18-0.000889426j 3.3033e-17-0.000660847j 1.00775e-17+0.000669522j 
1.10472e-16+0.00042421j 2.20864e-16+0.000720065j 1.4694e-17+0.000176591j -5.0708e-17-0.000326048j 7.10784e-17+0.000235115j -6.50024e-20-0.00011915j -1.34506e-16-0.000693839j 4.0107e-17+7.07602e-05j -3.63817e-17-4.49754e-05j 1.16898e-16+0.000204955j 5.80782e-17+0.000295939j 1.93946e-17+0.000199794j 1.62446e-16+0.000360926j 5.21292e-17+0.000149716j -3.22268e-17-0.00032962j -9.40325e-17-0.000430102j 1.13669e-15-0.000237472j -3.84191e-17+1.19616e-05j 2.87984e-17-0.000165134j 7.77103e-17+0.000283685j -1.39432e-16-0.000212171j 6.81284e-17+0.000311937j 7.1349e-17+0.000406562j 9.27021e-17+0.000152802j -2.73687e-17-0.000200605j -5.06552e-17-0.000411456j 1.06235e-17+0.000231708j -3.54247e-17-0.000183515j -2.10583e-16-0.00016288j 2.83519e-16+8.62722e-05j -9.4786e-16+0.000536113j -1.48191e-16+0.000231034j -1.96605e-17+5.72126e-05j 1.08058e-17+0.000442441j -6.24578e-17-0.000439552j 8.96296e-17+0.000880272j 1.33427e-16+0.000630461j -2.0961e-17+0.000347684j -5.63593e-17-0.000745779j 2.19881e-17+0.000280959j 2.7769e-17-0.000209865j 1.28137e-16+0.00114796j -8.49389e-17+0.000356235j 5.2914e-16+0.000894166j -3.54782e-16-0.00137467j 1.22724e-16-0.000619949j 1.13544e-17+8.93665e-06j -3.34438e-18+0.000441834j -6.55791e-17-0.000683322j 2.55809e-16+0.000830681j 1.54115e-14-0.000275757j 1.56175e-16+0.000465282j 5.5665e-16-0.00162723j -2.75472e-16+0.00103399j 3.55886e-17+0.00013831j -8.06681e-17-0.00136793j -4.69916e-17-0.000356195j 1.28644e-16+0.000706496j -1.42265e-16-0.000677878j 8.22164e-17+0.00032771j 5.69771e-17+0.000753907j -4.56633e-17+0.000226261j -3.0039e-17-0.000543212j -5.22696e-17-0.000657586j 7.36959e-18+0.000724906j -1.94345e-16-0.00105247j -4.64438e-18-0.000134167j 4.28151e-17+8.0704e-07j 7.75595e-17+0.00070992j -6.45395e-17-0.000619796j 2.33302e-16+0.000733728j -2.93356e-17+0.000220752j 
-3.49405e-17-0.000224808j 1.23282e-16+0.000334552j -1.02708e-16-0.000380613j -3.50594e-18-3.96871e-05j -6.58069e-17-0.000184552j 4.50222e-17+0.00017165j 4.79243e-17+0.000199479j -7.67857e-18+2.64665e-07j 3.11257e-17+3.72519e-05j -1.09376e-16-0.000149876j -3.69989e-17-0.000140421j 4.00551e-18-4.83098e-05j -3.01454e-17-7.28531e-05j -2.40917e-17-5.74441e-05j 3.46049e-17+0.000148246j 7.08703e-17+0.000194177j -7.26912e-16+0.000157355j 2.04873e-17-7.75511e-06j -2.15644e-18+0.000102263j -8.01703e-17-0.000210958j 9.37684e-17+0.000121941j -2.90353e-17-6.57751e-05j -3.65458e-17-8.05637e-05j -1.31547e-16-0.000201323j 6.24611e-17+0.000197433j 5.60557e-17+0.000270389j -1.17638e-17-0.000176027j -4.34316e-17-0.000109048j -2.0155e-16-0.000494662j 9.11078e-17-0.000106121j 6.69425e-16-0.000331315j -2.59887e-17-0.000453779j -1.34478e-16-0.000602418j -1.35417e-16-0.000554597j 4.60922e-17+0.000336435j -8.6252e-17-0.000461479j 1.60459e-16+0.000530875j -6.79254e-17-0.000143283j 4.0783e-17+0.000163896j 2.26666e-17+0.000139824j 1.01959e-16+0.000279834j -6.15158e-17-0.000313856j -2.00293e-16-0.000648255j 1.53354e-16+9.07445e-05j -1.86409e-17+0.000114741j -3.49145e-17+0.000653365j 2.16635e-16+0.00101881j -2.12184e-16-0.000571307j -5.77324e-17-0.000143142j 3.22926e-16+0.000755859j 1.38289e-14-0.000246686j 5.40754e-17+7.12647e-05j -1.38615e-16+0.000265478j -1.43574e-18-0.000457713j 4.41407e-18-0.000145426j 2.31197e-16+0.00111096j 1.23758e-16+0.00058483j 1.44392e-16+0.000587362j -2.13185e-16-0.000512438j 2.36784e-17+2.71701e-05j 8.06058e-18+7.0987e-05j -1.09441e-16-0.00032324j 6.28412e-17+0.000301296j 1.42599e-17+4.35925e-05j -1.59054e-16-0.00055984j -6.4587e-17-4.24259e-05j 1.01967e-16+0.000451653j 1.71371e-16+0.000684079j -7.5639e-17-0.000353154j 1.49831e-16+0.000736688j 2.13343e-16+0.000491588j -1.81288e-16-0.000613405j 
7.7311e-17+0.000617066j 3.90739e-17+0.00181192j 1.53308e-17+7.09557e-05j 1.52305e-17-0.000257895j 3.19635e-17+0.000486414j -9.09676e-18-0.000239561j -1.36353e-18-0.000694504j -1.90638e-17+0.000807296j 4.23332e-17-0.000395634j -4.30737e-17-0.000195693j -1.10486e-16+0.000864524j -1.86672e-18-0.000174295j 5.9649e-17+0.000165229j -2.7565e-17+0.00057338j 2.67458e-17-0.000337361j -8.67077e-19-0.000648772j 7.80845e-16-0.000155814j -5.66483e-17-0.000524212j -6.15553e-17+0.000392553j 1.86146e-17+0.000457795j -1.16618e-18+2.42258e-05j 1.98924e-17+0.000475743j 1.07846e-17+0.000100117j 1.45547e-16+0.000554037j 1.31156e-17-1.47044e-05j -9.65912e-18+7.57782e-06j 2.7125e-17-0.000405745j 5.44685e-18-0.000236568j -2.914e-16-0.00119587j 7.70982e-16-2.64661e-05j -7.23753e-16+0.000369614j -1.4536e-16+0.000277968j 3.96444e-17-0.000256307j 2.01596e-17-0.000439319j -4.37009e-17-0.000249426j 2.96417e-17+1.62273e-05j -7.64224e-19+0.00076131j -2.97969e-17-0.00080211j 2.16911e-18+0.000292259j -1.54066e-17-0.000229666j 1.50536e-17+0.000692915j 3.00729e-17-0.000117921j -1.01412e-16-0.000914308j 4.80195e-16+0.00102813j -1.12875e-16-0.000598904j -1.57986e-17-0.000154653j -5.55069e-17+0.000285917j -1.23907e-17-0.000563367j 4.92189e-17+0.000343863j 1.30092e-16+0.00113446j 3.67932e-14-0.000653214j 7.79366e-17+0.000175738j 3.5588e-16-0.000910622j 6.11159e-17-0.000495879j 2.60392e-17+0.000566367j -6.82082e-17+0.00037012j -4.60784e-17+0.000116857j -3.16473e-17+0.000707735j -1.60475e-17-0.000924849j 2.4093e-17+0.000894055j -1.70221e-17-0.00022425j -1.1696e-17-0.000854578j -9.93332e-18+0.000338653j 1.21297e-17+0.000276158j -5.9379e-18-0.000917582j -3.70308e-17-0.00105513j -2.87721e-17+6.94005e-05j -2.99899e-17+0.000457052j 1.86322e-17+4.08378e-05j -5.59082e-17-7.07894e-05j 7.54816e-17+0.00194156j -2.87131e-17-0.000525897j 
-1.03251e-16-0.0010947j -1.21975e-16-0.00143508j -9.58039e-18-0.000538188j 1.19058e-17-0.000321179j -4.03304e-17-0.00065399j 5.50713e-17+0.000545809j 3.29019e-17+0.000206184j -2.84666e-17-0.00069023j -2.0966e-17+0.000205735j 1.48047e-16+0.000384085j 4.55509e-17-0.000671298j -1.95998e-18+0.000321j -4.93109e-18+0.000114519j 3.62093e-18-0.000523444j 1.22852e-17-1.91884e-05j 3.45812e-17+0.000253292j 4.28413e-16-8.67699e-05j 9.12671e-17+0.000556666j 7.12834e-17-0.000339929j -2.3844e-17-0.000250996j -1.36337e-16-0.000316041j -3.21674e-17-0.00027652j -6.97658e-18+0.000365381j -1.1354e-16-0.000393991j -1.47158e-20-9.68811e-05j 2.43577e-17+5.37302e-06j -1.54813e-17-1.03002e-05j -1.27313e-17+0.000501507j -1.43582e-16+0.000943535j 5.38796e-16+0.000606378j 1.19939e-15-0.000696449j 1.9966e-16+2.62352e-05j -1.58968e-17-0.000789416j -2.30323e-18-0.000111519j 3.72991e-17+0.00103338j -1.92241e-17-0.000545997j -3.99738e-17-0.000175981j 4.51768e-17+0.00131395j 3.66095e-19-0.00052451j 8.73726e-18+0.000833521j -2.24669e-17-0.000854178j -4.39066e-17+3.55608e-06j 1.57381e-16+0.000525523j -5.78549e-16-0.00130018j 1.45737e-16+0.000773195j -2.57049e-16+0.00126953j -3.20508e-17+0.00144479j -6.97629e-17+0.000143722j -1.29437e-16-0.00117556j -7.64941e-17-0.000214963j -3.26048e-14+0.000579611j -6.85194e-17-6.61467e-06j -6.01236e-16+0.00151781j -1.50264e-17+0.000396681j -1.56747e-17-0.00117206j 3.73625e-17+0.000941049j 1.65914e-17+0.000757775j -4.52575e-17+0.000168488j -2.01231e-17+0.000430971j -9.3021e-17-0.00139793j -7.44577e-18+0.000847255j 2.6684e-17+0.000921686j -1.52624e-17-0.000196474j -9.94597e-18-0.000655148j 3.04707e-17+0.000825094j 7.39646e-17+0.00127305j 1.70892e-17+0.000689953j 2.52927e-18+0.000570739j -2.39728e-17-0.00035611j 3.91111e-17+0.00133979j -1.30004e-16-0.00197982j 3.6304e-17-0.000201499j 
4.81444e-18+0.000628067j -1.48528e-17+0.000210714j 1.65683e-19+0.000590188j -1.45966e-17+0.000713486j 1.17575e-18+0.000546784j -7.33896e-17-0.000508439j 3.1903e-17+0.000614988j 1.80455e-17+0.000584971j 4.67688e-17-0.000134421j -2.97886e-16-0.000662562j -5.7616e-17+0.000374373j -1.64413e-17-0.00065315j -1.57596e-16-0.000584409j -3.01932e-17+0.000412661j -2.16891e-17+0.000388444j 4.4635e-18+0.000210872j -1.65201e-15+0.000336704j -7.17897e-17-0.000615465j -1.02157e-16+0.00058508j -1.8754e-17+2.5597e-05j 2.87194e-16+0.000587896j 1.60842e-17-1.78805e-05j -1.72931e-17-0.000859009j 7.90312e-17+0.000342366j 1.16451e-17+0.000261005j 1.21841e-17+0.000455197j -1.7836e-17-0.000301698j 3.15595e-17-0.000193268j 3.91278e-16-0.000369625j -1.0061e-15-0.000651138j -2.2155e-16+0.000126741j -2.06117e-17-7.06448e-05j -1.94956e-17+0.000910689j 6.33533e-18-4.65484e-05j 2.54441e-17-0.000588346j -7.50649e-18-0.000161633j 9.59951e-18-0.00073744j 4.27554e-17-0.00131552j -3.39523e-17+0.00107291j 2.8846e-17-0.00104133j -3.80014e-17+0.000743674j 2.92068e-17-0.000945841j -2.29794e-17-0.000419235j 2.70274e-18+0.000137183j 8.41093e-17+0.000648142j 1.70471e-16-0.000790324j 1.19069e-16-0.00175094j 1.15575e-16-0.000235185j 7.52758e-17+0.0017025j -9.60722e-17-0.00105468j 3.57381e-15-6.28551e-05j -5.0409e-17-0.000496605j -1.26066e-16+0.000199288j 3.21268e-16-0.00107266j -4.16907e-17+0.000895175j -2.03728e-17-5.07657e-05j 4.40361e-17-0.000596208j 5.0466e-17-0.00115754j 7.66832e-17+0.000591617j 2.62501e-17+0.000807498j 6.43368e-17-0.00147111j 4.79673e-17-0.000778859j -9.05669e-19+0.000526798j -2.89617e-17+0.00115449j 3.64758e-17-0.00105287j 2.01574e-17+8.18002e-06j 1.49664e-17-0.000685595j 9.12908e-18-0.000867477j 4.72442e-18-0.000205248j 2.79329e-17-0.000921347j -4.38532e-17+0.000607203j -1.68451e-18+0.000306096j 
1.6973e-17+0.000458069j 1.38514e-16+0.000412034j 5.11081e-17+7.53485e-05j -2.08551e-16+0.000540311j 1.12954e-16-1.39021e-05j -4.41095e-17-0.000182499j -2.57644e-16+0.00038148j 1.12822e-16+0.000144075j -8.08923e-17+1.48155e-05j -3.87005e-17-0.000164131j 1.98106e-16-5.13737e-05j -6.80664e-18-6.58367e-05j 4.96644e-17-0.000218359j 1.18456e-16-1.92082e-05j -1.88093e-16+0.000294573j -2.35698e-16+0.000295264j -1.25336e-15+0.000229932j -8.66428e-17-0.000104164j 3.16533e-17+2.14609e-06j 1.78235e-16-0.000239828j 3.87646e-17+0.000241978j 1.56268e-16-0.000243918j 1.44551e-16-0.00045732j 1.29729e-16-0.000159603j -9.6909e-17+0.000200153j -6.79279e-17+7.04764e-05j -1.35049e-16+0.000285865j 1.0603e-16-0.000325182j 3.17256e-16-0.000492737j -5.86795e-16-0.000574683j -2.07546e-16+0.000216412j 2.35682e-16-0.000444674j -1.71218e-16+0.000730429j 6.89436e-17-0.000200505j 9.43148e-17-0.000585594j 1.28715e-16-0.000240911j 1.78387e-16-0.000463904j 3.17864e-16-0.00141684j -2.94243e-16+0.00104966j 2.31457e-16-0.000949956j -2.0725e-16+0.000893079j 3.07305e-16-0.000932479j 8.61157e-17-0.000671893j 1.61534e-16+0.000322123j -1.86773e-16+0.000495498j 1.72721e-16-0.000606698j 3.62843e-16-0.00132656j 2.0464e-16-0.000449259j -2.93279e-16+0.00159134j 1.95357e-16-0.000611306j 1.31492e-14-0.000232905j 9.28912e-17-0.000378254j -2.77993e-16+7.67726e-05j 6.31361e-16-0.00116804j -1.59868e-16+0.000873329j -1.94663e-16+0.000256622j 7.5363e-17-0.000387166j 2.84409e-16-0.000800873j -8.79856e-17+0.000260627j -8.55566e-17+0.000884473j 3.79914e-16-0.00135416j 2.05304e-16-0.000934764j -1.48045e-16+0.000575394j -2.8556e-16+0.0010951j 3.12812e-16-0.0012716j -1.12503e-16-0.000130047j 9.74329e-17-0.000506458j 1.30332e-16-0.000536163j 1.47839e-16-0.000304194j 8.32534e-17-0.000646773j -4.05406e-17+0.000943858j -2.07443e-17+3.17684e-05j 
-1.08789e-16-0.000913377j -5.25494e-17-0.00168985j -3.86702e-18-0.000824576j -7.17675e-17+0.00041172j -3.22192e-17-0.00126403j 3.61023e-17+0.000650733j -5.1264e-17+0.00113041j 2.69069e-17-0.00143732j -7.936e-17+0.000764892j 9.28473e-17+0.000405148j 2.4235e-16-0.00172123j 3.18786e-18+0.000625818j -2.39467e-17-9.4905e-05j 8.61591e-17-0.00119466j -7.25814e-17+0.000704685j -2.05178e-17+0.00132519j -2.13661e-15+0.000427023j 1.07347e-16+0.00107999j 1.45783e-16-0.000918253j -6.21361e-18-0.00119257j 5.55825e-18-3.48306e-05j -2.01609e-17-0.000977632j -1.57006e-17-0.000100926j -3.76423e-16-0.00149488j -3.86017e-17+0.000285535j -4.92727e-18-2.87251e-05j -5.99009e-17+0.00104727j 3.50707e-17-0.000148329j 5.02541e-16+0.000760717j -1.19411e-15-0.00036783j 1.49147e-15-0.000600624j 3.32309e-16-0.00146739j -1.08662e-16-8.15406e-05j 1.2976e-17-6.35019e-05j 8.25995e-17+0.0002956j 2.93662e-17-0.000412059j 7.66972e-17-0.000251901j 1.83239e-16+0.000351626j -1.34369e-16-8.87955e-06j 1.22282e-16+0.000196513j -1.04928e-16-0.000196667j 1.06348e-16-0.000207541j 1.37763e-16+0.000177307j -3.23299e-16-0.00074664j -1.1122e-18+0.000609409j -6.21175e-17+0.000594961j 1.78225e-16+0.000447402j 2.59594e-17-7.46109e-05j -2.47668e-16-0.000221229j 5.8827e-17-0.000413949j -1.74824e-14+0.00031094j 5.5396e-18-9.3644e-05j -4.68925e-16+0.000956728j 2.19649e-16-7.24149e-05j -9.83293e-17-0.000529802j -2.31378e-17+0.000604322j 6.60428e-17+0.000347914j 1.18556e-16-0.000199881j -7.60401e-17+0.000359165j -1.16911e-16-0.00064491j 1.76775e-16+0.000110244j 1.09755e-16+0.000374753j -7.32454e-17-2.49934e-05j -1.43785e-16-0.000102051j 1.57978e-16+0.000160831j 5.29586e-18+0.000919622j 7.43904e-17+0.000261612j 8.30329e-17+0.000113244j 3.89802e-17-0.000437414j 9.22678e-17+0.000608601j -1.15651e-16-0.00126301j 5.7299e-18-5.60994e-05j 
-6.50829e-17-0.000264612j -9.20202e-17+5.84704e-05j -6.10917e-18+0.000350201j -2.71792e-17-0.000265654j 3.35489e-18+0.000815322j -2.92696e-17-0.000228296j 2.18489e-17+0.000152348j -1.60973e-18+0.000800823j 8.48962e-17-0.000324063j -3.80124e-16-0.000891584j -1.1909e-16+0.000783816j -2.39879e-17-0.00101088j -1.33684e-16-0.000476929j -6.09475e-17+0.000787882j -2.04733e-17-5.08851e-06j 2.18763e-18-0.000316661j -5.94479e-16+0.000119753j -5.15655e-17-0.000885252j -1.28372e-16+0.00117534j 2.00896e-18+0.000506842j 2.05957e-16+0.000501424j 5.58375e-17+0.000593824j 2.87805e-17-0.000355267j 2.51155e-16+0.000873926j 2.1634e-17+0.000150063j 4.42021e-17+0.000900747j -5.91126e-17-0.00153301j 4.20438e-17+0.000355603j -1.82477e-16-0.00019297j 7.12767e-16+0.000263927j 9.65819e-16-0.000662891j 1.99305e-16+0.000574338j -5.31331e-17-0.00106647j 2.92573e-18-0.000356448j 6.789e-17+0.000871383j -1.56113e-17-0.00029275j -1.99036e-17+0.000624676j 9.53028e-17+0.000974454j -3.86372e-17-0.000503338j 5.11615e-17+0.000723233j -5.72508e-17-0.000503613j -3.23819e-18+0.000235958j 9.26873e-17+9.4713e-07j -1.97494e-16-0.000354737j 3.79901e-17+2.79834e-06j -1.49311e-16+0.000987828j 2.66216e-17+0.00163034j -7.53201e-17-9.24997e-05j -1.804e-16-0.00115626j 6.45542e-17+0.000788902j -4.76848e-15+8.55016e-05j 2.08337e-17+0.000185185j -8.35297e-17+0.000437952j -4.73672e-17+0.000382147j -6.20051e-17-0.000750626j 4.52854e-17+0.000786197j 2.39671e-17+0.000711907j -2.56525e-17+0.000821272j -3.53202e-17-0.000373271j -1.40412e-16-0.00068107j 4.15252e-17+0.000883976j 5.72428e-17+0.000454938j -3.39213e-17-7.89769e-05j -4.88303e-17-0.000630437j 6.81835e-17+0.000500302j 7.79724e-17+0.000180182j 4.03808e-17+0.000673697j 3.27262e-17+0.000785006j -1.59679e-17-5.43689e-05j 7.50328e-17+0.000989445j -1.31843e-16-0.000438896j -6.57931e-18-0.000416185j 
-2.56717e-17-5.8863e-05j -5.67769e-17-0.00078673j -9.89538e-19+0.000410411j 1.83566e-17+0.000284719j -1.75298e-17+0.000311431j -4.17901e-17-0.00020382j 5.80798e-17+0.000516799j -7.69976e-18+0.000101319j 4.45348e-17+2.50489e-05j -2.04686e-16-0.000409139j -4.49216e-17+4.02772e-05j -1.06114e-17-0.000476876j -1.33955e-16-0.000414399j -3.57029e-17+0.000169769j 8.78137e-18+0.000250586j 4.21091e-17+0.000211023j -9.23068e-16+0.00019103j -9.77314e-18-0.000273777j -6.42329e-17+0.000389609j -4.41695e-17+2.75639e-05j 1.76566e-16+0.000338284j -6.57331e-18+7.45394e-06j -2.65147e-17-0.000439997j 2.34242e-17+0.000208904j 1.93197e-17+9.71763e-05j 2.18989e-17+0.000376338j 5.84968e-18-0.000370889j -1.21867e-17+0.000161955j 2.25453e-16+0.000469367j -5.87593e-16-0.000120594j 3.55513e-16-0.000230603j 2.83511e-17+0.000143093j 9.4273e-18+0.000245286j 1.25347e-17+0.00024737j 2.73667e-19+7.12497e-05j 4.50603e-18+3.29098e-05j -1.13144e-17-0.000479821j 1.22491e-17+0.000297865j -6.04674e-18-2.98125e-05j -3.39822e-18-3.39348e-05j -1.23722e-17-0.000313436j 3.00211e-18-1.83294e-05j 6.7449e-17+0.000470982j -2.33971e-16-0.000488339j 5.37266e-17+0.000355136j 1.57481e-17-0.000100386j -2.01256e-18-0.000467476j 4.23828e-17+0.000329606j 3.8321e-18+3.44966e-05j -1.10091e-16-0.000753977j -1.95252e-14+0.00034674j -4.76519e-17-0.000172547j -1.8726e-16+0.000423976j 3.88908e-18+0.000186088j -8.44209e-18-0.000147174j -1.35171e-17-0.000332147j 3.0091e-18-0.000208426j 2.02301e-18-0.000550887j 3.59959e-17+0.000581819j 4.56376e-18-0.000331932j 7.25394e-18-7.44408e-05j 1.88693e-17+0.000375692j -5.32181e-18-0.000121873j -6.7362e-18+1.49118e-06j 2.04163e-17+0.000426852j 1.6456e-17+0.000469344j -5.45273e-18-0.000177648j -1.52886e-17-0.00043422j 1.2005e-18+4.14368e-05j -6.63428e-18-0.000209658j -5.58034e-17-0.000894558j 4.16507e-17+0.000390995j 
