-0.169339-0j -0.178702-0j -0.132529-0j -0.133902-0j 0.221774-0j -0.141145-0j -0.0823347-0j -0.104773-0j -0.100182-0j 0.237665-0j -0.0698488-0j -0.0748536-0j -0.106956-0j -0.0441171-0j -0.113168-0j -0.109331-0j 0.179658-0j 0.181519-0j -0.0808511-0j -0.0864335-0j -0.0666987-0j -0.0598829-0j 0.281695-0j -0.0873292-0j -0.0213106-0j -0.0605034-0j 0.150312-0j 0.196063-0j -0.0305588-0j -0.035652-0j 0.11437-0j -0.0956643-0j -0.062391-0j 0.311779-0j -0.0558042-0j -0.0363947-0j 0.120064-0j 0.107388-0j -0.00949446-0j -0.0378146-0j 0.153444-0j 0.246483-0j -0.0540322-0j -0.0394595-0j 0.0632924-0j 0.147891-0j 0.249037-0j -0.0222871-0j -0.0398684-0j 0.121308-0j -0.0180145-0j 0.266018-0j -0.0155977-0j 0.100074-0j -0.00397182-0j 0.101669-0j 0.155177-0j -0.0315188-0j 0.0319741-0j 0.177921-0j -0.0225181-0j 0.0353815-0j 0.103787-0j -0.00830765-0j -0.00287726-0j 0.0412784-0j 0.0270754-0j -0.00158627-0j -0.00712085-0j 0.0228434-0j -0.00656778-0j 0.00712269-0j -0.00342673-0j 0.00119942-0j -0.00113329-0j -0.000241393-0j -3.00214e-05-0j 
-0.000128298-0j -0.000135392-0j -0.000100409-0j -0.00010145-0j 0.000168025-0j -0.000106938-0j -6.23802e-05-0j 0.000232444-0j -7.59023e-05-0j 0.000180065-0j -5.29204e-05-0j -5.67122e-05-0j -8.10343e-05-0j -3.3425e-05-0j 0.000251069-0j -8.28335e-05-0j 0.000136116-0j 0.000137527-0j -6.12562e-05-0j 0.000191757-0j -5.05338e-05-0j -4.53698e-05-0j 0.000213424-0j 0.000193744-0j -1.61458e-05-0j -4.58399e-05-0j -0.000333475-0j 0.000148546-0j 0.000249694-0j -2.70114e-05-0j 8.66517e-05-0j 0.000212236-0j -4.727e-05-0j 0.000236217-0j 0.000123804-0j -2.75742e-05-0j -0.0006237-0j 8.13619e-05-0j -7.1934e-06-0j 0.000196437-0j 0.000116256-0j -0.000546834-0j 0.000280683-0j -2.98962e-05-0j 4.7953e-05-0j 0.000112048-0j -0.000552501-0j 0.000115776-0j -3.0206e-05-0j -0.000269128-0j -1.36485e-05-0j 0.000201546-0j 3.46043e-05-0j -0.000222019-0j -3.00922e-06-0j 7.70287e-05-0j 0.000117569-0j 6.99259e-05-0j -7.09362e-05-0j 0.0001348-0j 4.99575e-05-0j 2.68065e-05-0j 7.86335e-05-0j 1.84309e-05-0j -2.17993e-06-0j 3.12743e-05-0j 2.05135e-05-0j 3.51921e-06-0j -5.39505e-06-0j 1.73071e-05-0j -4.97602e-06-0j 5.39645e-06-0j -2.59624e-06-0j 9.08729e-07-0j -8.58624e-07-0j -1.8289e-07-0j -2.27455e-08-0j 
-0.00628662-0j 0.00637159-0j 0.00473136-0j 0.00496715-0j 0.00823325-0j -0.00483951-0j -0.00270083-0j -0.00388965-0j -0.00371921-0j -0.00847391-0j -0.0025931-0j 0.00812354-0j -0.0038154-0j -0.00767815-0j 0.00403499-0j 0.00389817-0j -0.00641389-0j -0.00673353-0j -0.00842709-0j 0.00308573-0j 0.00210401-0j 0.00213786-0j 0.0104578-0j 0.00323951-0j -0.00823902-0j 0.0022444-0j 0.00558026-0j 0.00672251-0j -0.00113448-0j 0.00646552-0j 0.00375169-0j -0.00328008-0j -0.00676572-0j -0.0111164-0j -0.00183055-0j 0.00609122-0j -0.00428086-0j -0.0116544-0j -0.00636633-0j 0.00410386-0j 0.00547375-0j -0.0087996-0j -0.00192747-0j -0.00687274-0j 0.0110154-0j 0.00549036-0j -0.00923813-0j -0.00387886-0j 0.0038231-0j 0.0126439-0j 0.00669757-0j 0.00912107-0j 0.00396457-0j -0.00315683-0j -0.00407423-0j -0.0184378-0j 0.00509028-0j -0.00571147-0j 0.0123617-0j 0.0192939-0j 0.0114566-0j 0.00863713-0j -0.0173704-0j 0.0053569-0j 0.0011504-0j -0.00661449-0j 0.0181549-0j -0.00230386-0j -0.0023267-0j -0.0258175-0j 0.00782605-0j -0.00702613-0j 0.0112243-0j 0.00233923-0j 0.00481162-0j 0.000584883-0j -0.000116247-0j 
-8.36745e-06-0j 8.48054e-06-0j -6.54856e-06-0j 6.61124e-06-0j -5.6361e-06-0j 6.69825e-06-0j -3.59478e-06-0j -5.17709e-06-0j 1.93722e-05-0j 5.80085e-06-0j -3.4514e-06-0j -3.69869e-06-0j 5.28081e-06-0j -1.02196e-05-0j 5.37054e-06-0j -2.03043e-05-0j -4.56577e-06-0j 4.60947e-06-0j 3.8369e-06-0j -4.27088e-06-0j -2.91211e-06-0j 2.61179e-05-0j -2.84726e-06-0j 4.31176e-06-0j -1.09661e-05-0j -2.63679e-05-0j 1.49491e-05-0j 4.78546e-06-0j -1.50999e-06-0j -1.76165e-06-0j -2.56824e-06-0j -1.77662e-05-0j 3.08047e-06-0j -1.18442e-05-0j 9.5347e-06-0j -8.43071e-06-0j 2.93048e-06-0j 1.06801e-05-0j -8.47354e-06-0j -1.86851e-06-0j -1.52485e-05-0j -2.49135e-06-0j 2.66777e-06-0j -7.3282e-06-0j 2.95094e-05-0j -6.78059e-07-0j 2.51519e-06-0j -5.16273e-06-0j 6.81192e-06-0j 2.96085e-06-0j 3.62768e-05-0j 1.61168e-06-0j -7.70722e-07-0j -2.24721e-06-0j 2.12213e-05-0j -1.02763e-06-0j -8.6495e-07-0j 1.5562e-06-0j -8.46227e-06-0j 1.79694e-06-0j -5.21623e-06-0j 8.63582e-07-0j -4.91791e-06-0j -7.41435e-06-0j -1.42172e-07-0j -9.26925e-07-0j -4.9429e-06-0j -3.06642e-06-0j 3.51582e-07-0j -6.04574e-06-0j -1.5214e-06-0j -5.00159e-06-0j -3.05826e-06-0j -1.60133e-06-0j -2.19076e-06-0j -8.09523e-07-0j -1.7572e-07-0j 
-0.000846726-0j -1.76854e-05-0j -0.000662668-0j 0.000643032-0j 0.00278816-0j -1.39686e-05-0j 0.000798932-0j -0.000523885-0j -0.00050093-0j 5.91386e-05-0j -0.000349257-0j -0.000374281-0j 0.000513629-0j 0.000644316-0j -1.11998e-05-0j -1.082e-05-0j 0.00225866-0j -0.00219174-0j -8.00151e-06-0j -0.000432183-0j 0.000647209-0j -0.000299425-0j -0.0018903-0j 0.000419377-0j 0.000415682-0j 0.000290553-0j 0.00188973-0j 4.87868e-05-0j -0.0001528-0j -0.000178266-0j -0.00279036-0j -9.46751e-06-0j 0.000299617-0j -4.14094e-05-0j 0.000541494-0j 0.000531534-0j 2.98757e-05-0j 0.00135009-0j 0.000231732-0j -0.00018908-0j -0.00185274-0j -0.00165401-0j 0.000259476-0j -3.90515e-06-0j -0.00232415-0j -0.0055903-0j 0.001605-0j 0.000325496-0j 0.000386862-0j 3.01853e-05-0j 0.000351389-0j -0.000118806-0j -7.79916e-05-0j -0.00244157-0j 0.000116407-0j -0.000682245-0j 0.0067951-0j 0.000151361-0j -0.00156814-0j 0.00114667-0j 0.00032887-0j 8.80405e-06-0j 0.00203424-0j 0.000202766-0j -1.43868e-05-0j -0.00100709-0j 0.000886866-0j 5.42655e-05-0j 3.41961e-05-0j -0.00112033-0j 9.59203e-05-0j -0.000524874-0j 8.36366e-05-0j -0.000117947-0j 3.87692e-05-0j 1.06242e-05-0j 1.61558e-06-0j 
-0.000777767-0j -1.62451e-05-0j 0.000585354-0j 0.000590662-0j -0.000523885-0j 1.23389e-05-0j 0.000733866-0j 0.00140912-0j -0.000460133-0j -1.11119e-05-0j -0.000320813-0j 0.00100503-0j -0.000453704-0j 0.000591842-0j 3.01246e-05-0j -9.93882e-06-0j 0.000408119-0j 0.00041182-0j 2.14858e-05-0j -0.00111788-0j -0.000571699-0j 0.000264491-0j -0.000264657-0j -0.00112802-0j 0.000381828-0j 0.00026689-0j 0.00103974-0j 8.8153e-06-0j 0.00151369-0j 0.0007999-0j 0.000524299-0j -2.44886e-05-0j -0.000804537-0j -5.79764e-06-0j -0.00145648-0j -0.000469519-0j 3.8489e-05-0j 0.000741574-0j 0.00021286-0j -0.00348117-0j -0.000334772-0j -0.000652097-0j 0.00157152-0j 1.75228e-05-0j 0.000436699-0j -6.30267e-05-0j -0.00065801-0j -0.00205-0j -0.00103881-0j -4.85503e-05-0j -0.000310392-0j 2.96889e-06-0j -0.00143626-0j 0.00129184-0j 0.000106927-0j 0.000466608-0j 0.000176578-0j 0.00198877-0j -0.000862797-0j -0.000469313-0j 0.00258588-0j 1.1326e-05-0j -0.000273886-0j 0.000524472-0j 0.000142325-0j -0.000924376-0j 0.000124168-0j -0.000145961-0j -0.000276676-0j -0.000615374-0j -0.000603242-0j -9.48396e-05-0j -0.000375286-0j 2.21618e-05-0j -0.000104104-0j -9.38467e-06-0j 1.48401e-06-0j 
-0.00314331-0j -6.56537e-05-0j 0.0120171-0j 0.00238713-0j -0.00211726-0j 0.000253312-0j 0.00296588-0j -0.00194482-0j -0.00185961-0j -4.49084e-05-0j -0.00129655-0j -0.0171159-0j -0.00931437-0j 0.0023919-0j -4.15771e-05-0j -4.01673e-05-0j 0.00837852-0j 0.00166435-0j -0.000365909-0j 0.00783739-0j -0.0117368-0j 0.0054299-0j -0.0010696-0j 0.00155686-0j 0.00154314-0j 0.00107862-0j -0.00143502-0j 0.000180975-0j -0.00056724-0j -0.00484359-0j 0.00211893-0j 0.000171688-0j 0.0137015-0j -2.34309e-05-0j 0.00201019-0j -0.00963905-0j -2.26869e-05-0j -0.0126292-0j 0.000860263-0j -0.00864663-0j -0.00687274-0j 0.00457181-0j -0.00470545-0j -0.000106105-0j 0.0017649-0j -0.000254719-0j 0.000908166-0j 0.00120834-0j 0.0176912-0j -0.000282364-0j -0.00637223-0j 6.09501e-05-0j 0.0188699-0j -0.00905699-0j 0.00043214-0j -0.00282543-0j 0.00071363-0j 0.00411256-0j 0.00119081-0j 0.00799254-0j 0.0150392-0j 0.000435729-0j -0.00562278-0j -0.00367704-0j 0.0317143-0j 0.00559732-0j 0.00050182-0j 0.000201451-0j -0.0317942-0j 0.01048-0j -0.0232077-0j -0.00194702-0j 0.00227245-0j 8.95659e-05-0j 0.00177291-0j -0.000192664-0j 7.68193e-06-0j 
0.000740885-0j -0.00151727-0j 0.000579834-0j 0.000517648-0j 0.000499042-0j -0.0011984-0j 0.00137676-0j -0.0013423-0j 0.000438314-0j -0.00103784-0j 0.0003056-0j 0.000327496-0j 0.000413478-0j 0.000236177-0j 0.00281361-0j -0.000928275-0j 0.00040427-0j 0.000360913-0j -0.000686469-0j -0.00110734-0j 0.0011153-0j 0.000261997-0j 0.000252107-0j -0.000988579-0j -0.00117126-0j 0.000233898-0j -0.000990434-0j -0.000856177-0j -0.00144191-0j 0.000155983-0j 0.000983604-0j 0.00237843-0j 0.000241195-0j -0.000541494-0j -0.00273241-0j 0.000194836-0j 0.00359483-0j 0.000241648-0j -0.00179393-0j -0.00113437-0j 0.000305091-0j -0.000645948-0j -0.00143219-0j -0.000335032-0j 0.000174267-0j 6.00379e-05-0j -0.000576671-0j -0.000818059-0j 0.000666659-0j 0.00155118-0j -0.000990098-0j -0.00028835-0j -0.00019983-0j -0.00252019-0j -0.00167341-0j 9.09901e-05-0j 0.000331266-0j -0.000356797-0j 0.00264662-0j 0.000140697-0j -0.000352994-0j -0.000154505-0j 0.000113654-0j 0.00459642-0j 1.25885e-05-0j 0.000355001-0j -0.00104646-0j 0.00360826-0j 2.75283e-05-0j -0.000645728-0j 3.516e-05-0j -0.00154344-0j -0.000647465-0j -0.000789698-0j -0.000880351-0j -0.000472174-0j -0.000118213-0j 
0.0025931-0j -0.00799276-0j 0.00202942-0j 0.00961256-0j -0.00339604-0j -0.00631298-0j 0.0015427-0j 0.0016044-0j 0.0015341-0j 0.01063-0j 0.0010696-0j 0.00114624-0j 0.00767815-0j -0.00929681-0j -0.00506165-0j -0.00489001-0j -0.00275111-0j -0.0130309-0j -0.00361621-0j 0.00132356-0j 0.00124973-0j 0.00091699-0j -0.00431361-0j 0.00626918-0j -0.00605635-0j 0.00434342-0j -0.00230174-0j 0.0087693-0j 0.000467949-0j 0.000545941-0j -0.00214295-0j -0.00427876-0j 0.00447892-0j 0.0139449-0j 0.0010456-0j -0.00766948-0j 0.00537007-0j -0.00164444-0j 0.00446271-0j 0.000579058-0j -0.0110154-0j -0.00377441-0j 0.00387886-0j -0.0017649-0j 0.0133376-0j -0.00226466-0j -0.0178779-0j -0.00469658-0j 0.000747013-0j 0.00542572-0j -0.00511962-0j 0.0118981-0j 0.000238849-0j -0.00187508-0j 0.0121653-0j -0.00155686-0j -0.00290755-0j 0.00226267-0j 0.00908688-0j -0.0127726-0j -0.00474525-0j 0.0015825-0j 0.0218711-0j 0.00390487-0j 4.40596e-05-0j -0.000773432-0j -0.0127263-0j 0.01403-0j 0.000511191-0j 0.00649198-0j -0.00138403-0j -0.0218162-0j 0.00161068-0j -0.0233944-0j 0.0100235-0j 0.00894896-0j 0.00308012-0j 
7.56005e-06-0j 7.97805e-06-0j 5.91668e-06-0j 5.97799e-06-0j -9.90099e-06-0j 6.30136e-06-0j 3.67579e-06-0j -1.36969e-05-0j 4.47259e-06-0j -1.06104e-05-0j 3.11836e-06-0j 3.3418e-06-0j 4.77499e-06-0j 1.96958e-06-0j -1.47944e-05-0j 4.88101e-06-0j -8.02072e-06-0j -8.10384e-06-0j 3.60956e-06-0j -1.12994e-05-0j 2.97773e-06-0j 2.67344e-06-0j -1.25761e-05-0j -1.14165e-05-0j 9.514e-07-0j 2.70114e-06-0j 1.96502e-05-0j -8.75315e-06-0j -1.47134e-05-0j 1.59166e-06-0j -5.106e-06-0j -1.25061e-05-0j 2.78541e-06-0j -1.39192e-05-0j -7.29524e-06-0j 1.62482e-06-0j 3.67519e-05-0j -4.7943e-06-0j 4.23875e-07-0j -1.15752e-05-0j -6.85042e-06-0j 3.22225e-05-0j -1.65394e-05-0j 1.76165e-06-0j -2.82565e-06-0j -6.60251e-06-0j 3.25564e-05-0j -6.82216e-06-0j 1.77991e-06-0j 1.58585e-05-0j 8.04247e-07-0j -1.18762e-05-0j -2.03908e-06-0j 1.30826e-05-0j 1.7732e-07-0j -4.53896e-06-0j -6.9278e-06-0j -4.12042e-06-0j 4.17995e-06-0j -7.94318e-06-0j -2.94377e-06-0j -1.57959e-06-0j -4.63352e-06-0j -1.08605e-06-0j 1.28454e-07-0j -1.84285e-06-0j -1.20877e-06-0j -2.07372e-07-0j 3.17906e-07-0j -1.01983e-06-0j 2.93215e-07-0j -3.17989e-07-0j 1.52985e-07-0j -5.35473e-08-0j 5.05949e-08-0j 1.07769e-08-0j -1.1094e-08-0j 
-0.000518512-0j -1.083e-05-0j -0.0004058-0j 0.000393775-0j 0.00170739-0j -8.55397e-06-0j 0.000489244-0j -0.000320813-0j -0.000306756-0j 3.62148e-05-0j -0.000213875-0j -0.0002292-0j 0.000314532-0j 0.000394561-0j -6.85844e-06-0j -6.62588e-06-0j 0.00138314-0j -0.00134216-0j -4.8999e-06-0j -0.000264657-0j 0.000396333-0j -0.00018336-0j -0.00115757-0j 0.000256815-0j 0.000254552-0j 0.000177926-0j 0.00115722-0j 2.98757e-05-0j -9.35704e-05-0j -0.000109165-0j -0.00170874-0j -5.79764e-06-0j 0.000183477-0j -2.5358e-05-0j 0.000331596-0j 0.000325496-0j 1.82951e-05-0j 0.000826759-0j 0.000141907-0j -0.000115787-0j -0.00113457-0j -0.00101287-0j 0.000158896-0j -2.39141e-06-0j -0.00142324-0j -0.00342335-0j 0.000982858-0j 0.000199325-0j 0.000236904-0j 1.84847e-05-0j 0.000215181-0j -7.27535e-05-0j -4.77599e-05-0j -0.00149515-0j 7.12847e-05-0j -0.000417788-0j 0.00416113-0j 9.26893e-05-0j -0.000960286-0j 0.000702188-0j 0.000201391-0j 5.39136e-06-0j 0.00124571-0j 0.000124168-0j -8.81008e-06-0j -0.000616717-0j 0.000543092-0j 3.32307e-05-0j 2.09407e-05-0j -0.000686062-0j 5.87389e-05-0j -0.000321419-0j 5.12168e-05-0j -7.22275e-05-0j 2.37412e-05-0j 6.50597e-06-0j 9.89339e-07-0j 
-0.000733286-0j -0.000773829-0j 0.00167764-0j -0.000579834-0j 0.000960345-0j 0.00178671-0j -0.000356533-0j -0.000453698-0j -0.000433818-0j 0.00102916-0j -0.000302465-0j -0.000275365-0j 0.00135392-0j -0.00019104-0j -0.00049005-0j -0.000473433-0j -0.00227423-0j 0.000786031-0j -0.000297428-0j 0.00109414-0j 0.000844319-0j 0.000758039-0j 0.00121982-0j -0.00037816-0j -9.22809e-05-0j -0.000261997-0j 0.000650895-0j -0.00248191-0j -0.000132328-0j -0.00190177-0j 0.000495256-0j 0.00121099-0j -0.000229518-0j 0.00135009-0j -0.000241648-0j 0.00046071-0j 0.00051991-0j 0.000395051-0j -4.11137e-05-0j -0.000139109-0j -0.0019424-0j -0.00312015-0j 0.000683977-0j -0.00210487-0j 0.000274074-0j 0.000640409-0j 0.0010784-0j -9.65096e-05-0j -0.000146664-0j 0.000446257-0j 0.00022804-0j -0.00336744-0j -0.00212648-0j -0.00126681-0j -1.71991e-05-0j 0.00542328-0j 0.000671961-0j -0.00168129-0j 0.000138457-0j 0.000654519-0j -8.28375e-05-0j 0.00482366-0j -0.00131381-0j 0.000105164-0j -0.0011575-0j 0.00220189-0j 0.000117244-0j -6.869e-06-0j -0.00179908-0j 8.40343e-05-0j -0.000895403-0j -9.0164e-05-0j -0.00018279-0j 5.19382e-06-0j -4.16903e-06-0j 3.05573e-06-0j -1.30001e-07-0j 
0.000158761-0j 3.31601e-06-0j -0.000119485-0j -0.000120568-0j 0.000106938-0j -2.51866e-06-0j -0.0001498-0j -0.000287635-0j 9.39243e-05-0j 2.26821e-06-0j 6.54856e-05-0j -0.00020515-0j 9.26119e-05-0j -0.000120809-0j -6.14916e-06-0j 2.02875e-06-0j -8.33069e-05-0j -8.40623e-05-0j -4.38577e-06-0j 0.000228186-0j 0.000116698-0j -5.3989e-05-0j 5.40229e-05-0j 0.000230256-0j -7.79404e-05-0j -5.44786e-05-0j -0.000212236-0j -1.79942e-06-0j -0.000308981-0j -0.000163279-0j -0.000107022-0j 4.99871e-06-0j 0.000164225-0j 1.18344e-06-0j 0.000297303-0j 9.58402e-05-0j -7.85654e-06-0j -0.000151373-0j -4.34498e-05-0j 0.00071059-0j 6.83351e-05-0j 0.000133109-0j -0.000320785-0j -3.57683e-06-0j -8.91409e-05-0j 1.28653e-05-0j 0.000134316-0j 0.000418454-0j 0.000212046-0j 9.91029e-06-0j 6.33585e-05-0j -6.06021e-07-0j 0.000293176-0j -0.000263695-0j -2.18264e-05-0j -9.5246e-05-0j -3.60437e-05-0j -0.000405956-0j 0.000176118-0j 9.57982e-05-0j -0.00052784-0j -2.3119e-06-0j 5.59068e-05-0j -0.000107057-0j -2.9052e-05-0j 0.000188687-0j -2.53457e-05-0j 2.97941e-05-0j 5.64763e-05-0j 0.000125613-0j 0.000123136-0j 1.93591e-05-0j 7.6605e-05-0j -4.52376e-06-0j 2.12501e-05-0j 1.91564e-06-0j -3.02922e-07-0j 
0.00317588-0j -0.00650395-0j -0.00726591-0j 0.00221896-0j 0.0021392-0j 0.0150171-0j 0.00590162-0j 0.00196498-0j 0.00187888-0j -0.00444883-0j 0.00130999-0j 0.00119261-0j -0.0051813-0j 0.0010124-0j -0.00411881-0j -0.00397915-0j -0.00506592-0j 0.00154709-0j -0.00249985-0j -0.00473873-0j -0.0139759-0j -0.00328309-0j 0.00108068-0j 0.00144717-0j -0.00502071-0j 0.00100263-0j 0.00144989-0j 0.0107288-0j 0.000573119-0j 0.0082366-0j 0.00421632-0j 0.0101782-0j 0.000878338-0j -0.00232117-0j 0.00399996-0j -0.00244149-0j -0.00224747-0j 0.000879986-0j -0.00768989-0j 0.000602485-0j -0.0038231-0j -0.00276426-0j -0.0026175-0j -0.0176912-0j 0.000747013-0j 0.000257359-0j 0.000844184-0j 0.000511445-0j 0.00242771-0j -0.00192908-0j 0.0124069-0j 0.00361332-0j 0.00920986-0j -0.0107849-0j -0.00717327-0j 0.00480469-0j 0.00142001-0j 0.00643409-0j -0.00387437-0j 0.000512364-0j 0.000438991-0j -0.0208517-0j -0.0014242-0j 0.0196698-0j 0.00501316-0j 0.0187457-0j -0.00448577-0j -0.00528211-0j 0.00688485-0j -0.00235149-0j 0.00474511-0j 0.0193409-0j -0.034189-0j -0.00338512-0j -0.00320589-0j 0.00591682-0j -0.000503365-0j 
0.000453698-0j -0.000929136-0j 0.000355075-0j 0.000316994-0j 0.0003056-0j -0.000733866-0j 0.000843089-0j -0.000821986-0j 0.000268411-0j -0.000635547-0j 0.000187141-0j 0.00020055-0j 0.000253203-0j 0.000144628-0j 0.00172297-0j -0.00056845-0j 0.000247564-0j 0.000221013-0j -0.000420375-0j -0.000678104-0j 0.00068298-0j 0.00016044-0j 0.000154383-0j -0.000605379-0j -0.000717244-0j 0.000143233-0j -0.000606515-0j -0.000524299-0j -0.000882986-0j 9.55198e-05-0j 0.000602332-0j 0.00145648-0j 0.000147701-0j -0.000331596-0j -0.00167325-0j 0.000119312-0j 0.00220138-0j 0.000147979-0j -0.00109856-0j -0.000694655-0j 0.000186829-0j -0.000395561-0j -0.000877031-0j -0.000205165-0j 0.000106716-0j 3.67656e-05-0j -0.000353138-0j -0.000500957-0j 0.000408244-0j 0.000949898-0j -0.000606308-0j -0.000176578-0j -0.00012237-0j -0.00154329-0j -0.00102475-0j 5.57199e-05-0j 0.000202858-0j -0.000218493-0j 0.00162072-0j 8.61592e-05-0j -0.000216164-0j -9.46148e-05-0j 6.95988e-05-0j 0.00281472-0j 7.70882e-06-0j 0.000217393-0j -0.000640824-0j 0.0022096-0j 1.68576e-05-0j -0.000395426-0j 2.1531e-05-0j -0.000945161-0j -0.00039649-0j -0.000483589-0j -0.000539103-0j -0.000289146-0j -7.19093e-05-0j 
-0.000449044-0j -0.000473872-0j 0.00102734-0j -0.000355075-0j 0.000588089-0j 0.00109414-0j -0.000218331-0j -0.000277832-0j -0.000265658-0j 0.000630227-0j -0.000185221-0j -0.000168626-0j 0.000829105-0j -0.000116987-0j -0.000300093-0j -0.000289917-0j -0.00139268-0j 0.000481344-0j -0.000182137-0j 0.000670018-0j 0.000517038-0j 0.000464202-0j 0.000746983-0j -0.000231575-0j -5.65103e-05-0j -0.00016044-0j 0.00039859-0j -0.00151985-0j -8.10343e-05-0j -0.00116459-0j 0.000303281-0j 0.000741574-0j -0.000140551-0j 0.000826759-0j -0.000147979-0j 0.000282126-0j 0.000318379-0j 0.000241918-0j -2.51769e-05-0j -8.51866e-05-0j -0.00118947-0j -0.0019107-0j 0.000418849-0j -0.00128896-0j 0.000167835-0j 0.000392169-0j 0.000660384-0j -5.90998e-05-0j -8.98132e-05-0j 0.000273275-0j 0.000139645-0j -0.00206213-0j -0.0013022-0j -0.000775757-0j -1.05323e-05-0j 0.00332107-0j 0.00041149-0j -0.00102958-0j 8.47873e-05-0j 0.000400809-0j -5.07274e-05-0j 0.00295387-0j -0.000804541-0j 6.43996e-05-0j -0.00070882-0j 0.00134838-0j 7.17972e-05-0j -4.20638e-06-0j -0.0011017-0j 5.14603e-05-0j -0.00054832-0j -5.52139e-05-0j -0.000111936-0j 3.18055e-06-0j -2.553e-06-0j 1.87124e-06-0j -7.96091e-08-0j 
0.00104777-0j -0.00106193-0j -0.00078856-0j -0.000827858-0j -0.00137221-0j 0.000806585-0j 0.000450138-0j 0.000648275-0j 0.000619869-0j 0.00141232-0j 0.000432183-0j -0.00135392-0j 0.000635901-0j 0.00127969-0j -0.000672499-0j -0.000649695-0j 0.00106898-0j 0.00112226-0j 0.00140451-0j -0.000514288-0j -0.000350668-0j -0.000356309-0j -0.00174296-0j -0.000539918-0j 0.00137317-0j -0.000374066-0j -0.000930044-0j -0.00112042-0j 0.00018908-0j -0.00107759-0j -0.000625282-0j 0.00054668-0j 0.00112762-0j 0.00185274-0j 0.000305091-0j -0.0010152-0j 0.000713477-0j 0.0019424-0j 0.00106106-0j -0.000683977-0j -0.000912292-0j 0.0014666-0j 0.000321245-0j 0.00114546-0j -0.0018359-0j -0.000915061-0j 0.00153969-0j 0.000646476-0j -0.000637183-0j -0.00210732-0j -0.00111626-0j -0.00152018-0j -0.000660762-0j 0.000526138-0j 0.000679039-0j 0.00307296-0j -0.000848379-0j 0.000951912-0j -0.00206029-0j -0.00321564-0j -0.00190943-0j -0.00143952-0j 0.00289506-0j -0.000892816-0j -0.000191734-0j 0.00110241-0j -0.00302582-0j 0.000383977-0j 0.000387783-0j 0.00430291-0j -0.00130434-0j 0.00117102-0j -0.00187071-0j -0.000389872-0j -0.000801937-0j -9.74806e-05-0j 1.93745e-05-0j 
0.000105841-0j 2.21067e-06-0j 8.28335e-05-0j -8.03789e-05-0j -0.00034852-0j 1.74607e-06-0j -9.98665e-05-0j 6.54856e-05-0j 6.26162e-05-0j -7.39232e-06-0j 4.36571e-05-0j 4.67852e-05-0j -6.42037e-05-0j -8.05395e-05-0j 1.39997e-06-0j 1.3525e-06-0j -0.000282333-0j 0.000273967-0j 1.00019e-06-0j 5.40229e-05-0j -8.09011e-05-0j 3.74281e-05-0j 0.000236288-0j -5.24221e-05-0j -5.19602e-05-0j -3.63191e-05-0j -0.000236217-0j -6.09836e-06-0j 1.91e-05-0j 2.22833e-05-0j 0.000348795-0j 1.18344e-06-0j -3.74521e-05-0j 5.17617e-06-0j -6.76867e-05-0j -6.64417e-05-0j -3.73446e-06-0j -0.000168761-0j -2.89666e-05-0j 2.3635e-05-0j 0.000231593-0j 0.000206752-0j -3.24345e-05-0j 4.88144e-07-0j 0.000290518-0j 0.000698787-0j -0.000200625-0j -4.06871e-05-0j -4.83577e-05-0j -3.77316e-06-0j -4.39236e-05-0j 1.48507e-05-0j 9.74894e-06-0j 0.000305196-0j -1.45509e-05-0j 8.52807e-05-0j -0.000849388-0j -1.89201e-05-0j 0.000196018-0j -0.000143333-0j -4.11087e-05-0j -1.10051e-06-0j -0.00025428-0j -2.53457e-05-0j 1.79835e-06-0j 0.000125887-0j -0.000110858-0j -6.78319e-06-0j -4.27451e-06-0j 0.000140042-0j -1.199e-05-0j 6.56093e-05-0j -1.04546e-05-0j 1.47434e-05-0j -4.84615e-06-0j -1.32803e-06-0j -2.01948e-07-0j 
