0.00302215-0j -0.0468069-0j 0.026819-0j -0.108166-0j -0.0785322-0j 0.0579526-0j -0.0211587-0j 0.165286-0j -0.142946-0j -0.0152122-0j 0.0290373-0j 0.0709749-0j 0.181553-0j -0.126819-0j -0.306851-0j -0.07148-0j 0.0879064-0j -0.145732-0j 0.0732112-0j 0.22393-0j -0.0274178-0j -0.147502-0j 0.107922-0j -0.114679-0j 0.115697-0j -0.0568039-0j -0.257925-0j -0.0893113-0j 0.208574-0j 0.073405-0j 0.11525-0j -0.202054-0j -0.00978351-0j -0.0411665-0j 0.049774-0j 0.00142976-0j -0.0306447-0j -0.0140446-0j -0.00683347-0j 0.00604665-0j 0.0423208-0j 0.0109063-0j 0.0907715-0j 0.0605299-0j 0.237034-0j 0.0307575-0j -0.096179-0j 0.0841124-0j 0.268596-0j 0.0356012-0j -0.150783-0j 0.0609695-0j -0.0917696-0j 0.0583281-0j -0.122175-0j -0.163139-0j -0.00144442-0j 0.184395-0j -0.0764138-0j 0.133025-0j -0.0544432-0j 0.0611429-0j 0.231172-0j 0.10719-0j -0.113826-0j 0.0425258-0j -0.0120505-0j 0.00125473-0j -0.127491-0j 0.142694-0j -0.019797-0j 0.0481733-0j -0.0708144-0j 0.0990736-0j 0.0251009-0j 0.044335-0j 0.00301217-0j 
-1.10196e-18-0j 1.70671e-17-0j -9.77896e-18-0j 3.94405e-17-0j 2.8635e-17-0j -2.11311e-17-0j 7.71504e-18-0j -6.02678e-17-0j 5.21221e-17-0j 5.54677e-18-0j -1.05878e-17-0j -2.58794e-17-0j -6.61994e-17-0j 4.62417e-17-0j 1.11886e-16-0j 2.60636e-17-0j -3.20531e-17-0j 5.31379e-17-0j -2.66948e-17-0j -8.16509e-17-0j 9.9973e-18-0j 5.37834e-17-0j -3.93512e-17-0j 4.18152e-17-0j -4.21862e-17-0j 2.07123e-17-0j 9.40465e-17-0j 3.25654e-17-0j -7.60518e-17-0j -2.67655e-17-0j -4.20233e-17-0j 7.36744e-17-0j 3.56734e-18-0j 1.50104e-17-0j -1.8149e-17-0j -5.21331e-19-0j 1.11739e-17-0j 5.12104e-18-0j 2.49167e-18-0j -2.20477e-18-0j -1.54313e-17-0j -3.97673e-18-0j -3.30978e-17-0j -2.20709e-17-0j -8.64291e-17-0j -1.1215e-17-0j 3.50695e-17-0j -3.06697e-17-0j -9.79374e-17-0j -1.29812e-17-0j 5.49797e-17-0j -2.22312e-17-0j 3.34617e-17-0j -2.1268e-17-0j 4.45482e-17-0j 5.94849e-17-0j 5.26677e-19-0j -6.72354e-17-0j 2.78626e-17-0j -4.85046e-17-0j 1.98515e-17-0j -2.22944e-17-0j -8.42915e-17-0j -3.90844e-17-0j 4.15042e-17-0j -1.55061e-17-0j 4.39395e-18-0j -4.57508e-19-0j 4.64869e-17-0j -5.20301e-17-0j 7.21854e-18-0j -1.75653e-17-0j 2.58209e-17-0j -3.6125e-17-0j -9.15249e-18-0j -1.61658e-17-0j -1.09832e-18-0j 
1.4238e-19-0j -2.20516e-18-0j 1.2635e-18-0j -5.09593e-18-0j -3.69981e-18-0j 2.73026e-18-0j -9.96827e-19-0j 7.78695e-18-0j -6.73448e-18-0j -7.16675e-19-0j 1.36801e-18-0j 3.34377e-18-0j 8.55334e-18-0j -5.9747e-18-0j -1.44563e-17-0j -3.36756e-18-0j 4.14144e-18-0j -6.86572e-18-0j 3.44912e-18-0j 1.05498e-17-0j -1.29171e-18-0j -6.94912e-18-0j 5.08441e-18-0j -5.40276e-18-0j 5.4507e-18-0j -2.67614e-18-0j -1.21513e-17-0j -4.20763e-18-0j 9.82632e-18-0j 3.45825e-18-0j 5.42964e-18-0j -9.51916e-18-0j -4.60921e-19-0j -1.93943e-18-0j 2.34495e-18-0j 6.7359e-20-0j -1.44373e-18-0j -6.61667e-19-0j -3.21938e-19-0j 2.84869e-19-0j 1.99382e-18-0j 5.13816e-19-0j 4.27643e-18-0j 2.85168e-18-0j 1.11671e-17-0j 1.44904e-18-0j -4.53118e-18-0j 3.9627e-18-0j 1.26541e-17-0j 1.67724e-18-0j -7.10369e-18-0j 2.87239e-18-0j -4.32345e-18-0j 2.74795e-18-0j -5.75589e-18-0j -7.68578e-18-0j -6.80496e-20-0j 8.6872e-18-0j -3.6e-18-0j 6.26707e-18-0j -2.56493e-18-0j 2.88056e-18-0j 1.08909e-17-0j 5.04993e-18-0j -5.36257e-18-0j 2.00347e-18-0j -5.67723e-19-0j 5.91127e-20-0j -6.00637e-18-0j 6.72259e-18-0j -9.32677e-19-0j 2.26954e-18-0j -3.33621e-18-0j 4.66755e-18-0j 1.18255e-18-0j 2.08871e-18-0j 1.41909e-19-0j 
1.14421e-06-0j -1.77214e-05-0j 1.01539e-05-0j -4.09525e-05-0j -2.97328e-05-0j 2.19412e-05-0j -8.01081e-06-0j 6.25783e-05-0j -5.41203e-05-0j -5.75942e-06-0j 1.09937e-05-0j 2.68716e-05-0j 6.87373e-05-0j -4.80145e-05-0j -0.000116176-0j -2.70628e-05-0j 3.32819e-05-0j -5.51751e-05-0j 2.77182e-05-0j 8.47811e-05-0j -1.03806e-05-0j -5.58452e-05-0j 4.08598e-05-0j -4.34182e-05-0j 4.38034e-05-0j -2.15063e-05-0j -9.76519e-05-0j -3.38138e-05-0j 7.89673e-05-0j 2.77916e-05-0j 4.36343e-05-0j -7.64988e-05-0j -3.7041e-06-0j -1.55859e-05-0j 1.88447e-05-0j 5.41317e-07-0j -1.16023e-05-0j -5.31736e-06-0j -2.58719e-06-0j 2.2893e-06-0j 1.60229e-05-0j 4.12918e-06-0j 3.43667e-05-0j 2.2917e-05-0j 8.97425e-05-0j 1.1645e-05-0j -3.64139e-05-0j 3.18455e-05-0j 0.000101692-0j 1.34789e-05-0j -5.70874e-05-0j 2.30834e-05-0j -3.47445e-05-0j 2.20834e-05-0j -4.62561e-05-0j -6.17653e-05-0j -5.46868e-07-0j 6.9813e-05-0j -2.89307e-05-0j 5.03641e-05-0j -2.06125e-05-0j 2.31491e-05-0j 8.7523e-05-0j 4.05828e-05-0j -4.30953e-05-0j 1.61005e-05-0j -4.56239e-06-0j 4.75047e-07-0j -4.8269e-05-0j 5.40248e-05-0j -7.49527e-06-0j 1.82387e-05-0j -2.68108e-05-0j 3.75099e-05-0j 9.50336e-06-0j 1.67855e-05-0j 1.14043e-06-0j 
1.44553e-19-0j -2.23882e-18-0j 1.28278e-18-0j -5.1737e-18-0j -3.75627e-18-0j 2.77193e-18-0j -1.01204e-18-0j 7.90579e-18-0j -6.83726e-18-0j -7.27612e-19-0j 1.38888e-18-0j 3.3948e-18-0j 8.68388e-18-0j -6.06588e-18-0j -1.4677e-17-0j -3.41896e-18-0j 4.20465e-18-0j -6.97051e-18-0j 3.50176e-18-0j 1.07108e-17-0j -1.31142e-18-0j -7.05517e-18-0j 5.162e-18-0j -5.48521e-18-0j 5.53388e-18-0j -2.71699e-18-0j -1.23368e-17-0j -4.27185e-18-0j 9.97629e-18-0j 3.51103e-18-0j 5.51251e-18-0j -9.66443e-18-0j -4.67955e-19-0j -1.96903e-18-0j 2.38074e-18-0j 6.8387e-20-0j -1.46577e-18-0j -6.71765e-19-0j -3.26851e-19-0j 2.89217e-19-0j 2.02425e-18-0j 5.21657e-19-0j 4.34169e-18-0j 2.89521e-18-0j 1.13376e-17-0j 1.47116e-18-0j -4.60033e-18-0j 4.02318e-18-0j 1.28472e-17-0j 1.70284e-18-0j -7.21211e-18-0j 2.91623e-18-0j -4.38943e-18-0j 2.78989e-18-0j -5.84373e-18-0j -7.80308e-18-0j -6.90882e-20-0j 8.81978e-18-0j -3.65495e-18-0j 6.36272e-18-0j -2.60407e-18-0j 2.92452e-18-0j 1.10572e-17-0j 5.127e-18-0j -5.44441e-18-0j 2.03405e-18-0j -5.76387e-19-0j 6.00148e-20-0j -6.09804e-18-0j 6.82518e-18-0j -9.46911e-19-0j 2.30418e-18-0j -3.38712e-18-0j 4.73879e-18-0j 1.2006e-18-0j 2.12059e-18-0j 1.44075e-19-0j 
-9.05835e-07-0j 1.40295e-05-0j -8.03851e-06-0j 3.24209e-05-0j 2.35386e-05-0j -1.73702e-05-0j 6.34193e-06-0j -4.95414e-05-0j 4.28455e-05-0j 4.55956e-06-0j -8.7034e-06-0j -2.12734e-05-0j -5.44173e-05-0j 3.80117e-05-0j 9.19728e-05-0j 2.14248e-05-0j -2.63483e-05-0j 4.36805e-05-0j -2.19437e-05-0j -6.71187e-05-0j 8.21799e-06-0j 4.42111e-05-0j -3.23475e-05-0j 3.43729e-05-0j -3.46779e-05-0j 1.70259e-05-0j 7.73082e-05-0j 2.67694e-05-0j -6.25162e-05-0j -2.20018e-05-0j -3.4544e-05-0j 6.05619e-05-0j 2.93243e-06-0j 1.23389e-05-0j -1.49188e-05-0j -4.28545e-07-0j 9.18519e-06-0j 4.2096e-06-0j 2.04821e-06-0j -1.81237e-06-0j -1.26849e-05-0j -3.26895e-06-0j -2.72071e-05-0j -1.81427e-05-0j -7.10465e-05-0j -9.21898e-06-0j 2.88279e-05-0j -2.52111e-05-0j -8.05066e-05-0j -1.06708e-05-0j 4.51945e-05-0j -1.82745e-05-0j 2.75062e-05-0j -1.74828e-05-0j 3.66196e-05-0j 4.88978e-05-0j 4.32939e-07-0j -5.52689e-05-0j 2.29036e-05-0j -3.98718e-05-0j 1.63183e-05-0j -1.83265e-05-0j -6.92894e-05-0j -3.21282e-05-0j 3.41173e-05-0j -1.27463e-05-0j 3.61192e-06-0j -3.76081e-07-0j 3.82132e-05-0j -4.27698e-05-0j 5.93379e-06-0j -1.44391e-05-0j 2.12253e-05-0j -2.96955e-05-0j -7.52354e-06-0j -1.32886e-05-0j -9.02844e-07-0j 
2.19299e-19-0j -3.39649e-18-0j 1.94609e-18-0j -7.84897e-18-0j -5.6986e-18-0j 4.20526e-18-0j -1.53535e-18-0j 1.19938e-17-0j -1.03727e-17-0j -1.10385e-18-0j 2.10706e-18-0j 5.15021e-18-0j 1.31742e-17-0j -9.20247e-18-0j -2.22663e-17-0j -5.18686e-18-0j 6.37882e-18-0j -1.05749e-17-0j 5.31248e-18-0j 1.62492e-17-0j -1.98954e-18-0j -1.07033e-17-0j 7.83121e-18-0j -8.32155e-18-0j 8.39539e-18-0j -4.12191e-18-0j -1.8716e-17-0j -6.48077e-18-0j 1.51349e-17-0j 5.32655e-18-0j 8.36296e-18-0j -1.46618e-17-0j -7.09929e-19-0j -2.9872e-18-0j 3.61179e-18-0j 1.03749e-19-0j -2.2237e-18-0j -1.01913e-18-0j -4.95862e-19-0j 4.38768e-19-0j 3.07096e-18-0j 7.914e-19-0j 6.58673e-18-0j 4.39228e-18-0j 1.72001e-17-0j 2.23188e-18-0j -6.97911e-18-0j 6.10351e-18-0j 1.94903e-17-0j 2.58336e-18-0j -1.09414e-17-0j 4.42418e-18-0j -6.65915e-18-0j 4.23251e-18-0j -8.86546e-18-0j -1.1838e-17-0j -1.04813e-19-0j 1.33804e-17-0j -5.54488e-18-0j 9.65281e-18-0j -3.95061e-18-0j 4.43676e-18-0j 1.67747e-17-0j 7.77812e-18-0j -8.25966e-18-0j 3.08583e-18-0j -8.7443e-19-0j 9.10478e-20-0j -9.25126e-18-0j 1.03544e-17-0j -1.43655e-18-0j 3.49564e-18-0j -5.13856e-18-0j 7.18916e-18-0j 1.82142e-18-0j 3.21712e-18-0j 2.18575e-19-0j 
-3.0437e-06-0j 4.71406e-05-0j -2.70102e-05-0j 0.000108938-0j 7.90921e-05-0j -5.83658e-05-0j 2.13095e-05-0j -0.000166464-0j 0.000143965-0j 1.53206e-05-0j -2.92443e-05-0j -7.14809e-05-0j -0.000182848-0j 0.000127723-0j 0.000309038-0j 7.19896e-05-0j -8.85331e-05-0j 0.000146771-0j -7.37331e-05-0j -0.000225526-0j 2.76133e-05-0j 0.000148554-0j -0.000108691-0j 0.000115497-0j -0.000116521-0j 5.72089e-05-0j 0.000259764-0j 8.9948e-05-0j -0.000210061-0j -7.39283e-05-0j -0.000116071-0j 0.000203494-0j 9.85326e-06-0j 4.146e-05-0j -5.01288e-05-0j -1.43996e-06-0j 3.08632e-05-0j 1.41447e-05-0j 6.88218e-06-0j -6.08976e-06-0j -4.26225e-05-0j -1.0984e-05-0j -9.14187e-05-0j -6.09615e-05-0j -0.000238724-0j -3.09767e-05-0j 9.68647e-05-0j -8.4712e-05-0j -0.000270511-0j -3.58551e-05-0j 0.000151858-0j -6.14041e-05-0j 9.24238e-05-0j -5.87439e-05-0j 0.000123046-0j 0.000164302-0j 1.45472e-06-0j -0.000185709-0j 7.69586e-05-0j -0.000133973-0j 5.48313e-05-0j -6.15788e-05-0j -0.00023282-0j -0.000107954-0j 0.000114638-0j -4.28289e-05-0j 1.21364e-05-0j -1.26367e-06-0j 0.0001284-0j -0.000143711-0j 1.99382e-05-0j -4.85167e-05-0j 7.13193e-05-0j -9.978e-05-0j -2.52799e-05-0j -4.46511e-05-0j -3.03365e-06-0j 
4.97459e-06-0j -7.70461e-05-0j 4.41452e-05-0j -0.000178046-0j -0.000129267-0j 9.53924e-05-0j -3.48281e-05-0j 0.000272068-0j -0.000235295-0j -2.50398e-05-0j 4.77966e-05-0j 0.000116828-0j 0.000298845-0j -0.000208749-0j -0.000505089-0j -0.000117659-0j 0.000144698-0j -0.000239881-0j 0.000120509-0j 0.000368597-0j -4.51309e-05-0j -0.000242795-0j 0.000177644-0j -0.000188767-0j 0.000190441-0j -9.35015e-05-0j -0.000424555-0j -0.00014701-0j 0.000343321-0j 0.000120828-0j 0.000189706-0j -0.000332589-0j -1.61041e-05-0j -6.77618e-05-0j 8.193e-05-0j 2.35345e-06-0j -5.04425e-05-0j -2.31179e-05-0j -1.12482e-05-0j 9.95303e-06-0j 6.96618e-05-0j 1.79522e-05-0j 0.000149414-0j 9.96348e-05-0j 0.000390167-0j 5.0628e-05-0j -0.000158315-0j 0.000138452-0j 0.000442119-0j 5.86011e-05-0j -0.000248195-0j 0.000100358-0j -0.000151057-0j 9.60104e-05-0j -0.000201104-0j -0.000268533-0j -2.37758e-06-0j 0.000303521-0j -0.00012578-0j 0.000218965-0j -8.96158e-05-0j 0.000100644-0j 0.000380518-0j 0.000176439-0j -0.000187363-0j 6.99991e-05-0j -1.98356e-05-0j 2.06533e-06-0j -0.000209856-0j 0.00023488-0j -3.25867e-05-0j 7.92952e-05-0j -0.000116563-0j 0.000163079-0j 4.13171e-05-0j 7.29773e-05-0j 4.95816e-06-0j 
3.28298e-19-0j -5.08465e-18-0j 2.91337e-18-0j -1.17502e-17-0j -8.53099e-18-0j 6.29542e-18-0j -2.29848e-18-0j 1.79551e-17-0j -1.55283e-17-0j -1.6525e-18-0j 3.15434e-18-0j 7.71004e-18-0j 1.97222e-17-0j -1.37764e-17-0j -3.33333e-17-0j -7.76491e-18-0j 9.54931e-18-0j -1.58309e-17-0j 7.95296e-18-0j 2.43256e-17-0j -2.97841e-18-0j -1.60232e-17-0j 1.17236e-17-0j -1.24576e-17-0j 1.25682e-17-0j -6.17063e-18-0j -2.80185e-17-0j -9.70193e-18-0j 2.26575e-17-0j 7.97402e-18-0j 1.25196e-17-0j -2.19492e-17-0j -1.06279e-18-0j -4.47194e-18-0j 5.40697e-18-0j 1.55316e-19-0j -3.32895e-18-0j -1.52567e-18-0j -7.42323e-19-0j 6.5685e-19-0j 4.59733e-18-0j 1.18475e-18-0j 9.86056e-18-0j 6.5754e-18-0j 2.57491e-17-0j 3.3412e-18-0j -1.0448e-17-0j 9.13717e-18-0j 2.91777e-17-0j 3.86738e-18-0j -1.63797e-17-0j 6.62314e-18-0j -9.96898e-18-0j 6.33621e-18-0j -1.32719e-17-0j -1.77218e-17-0j -1.56908e-19-0j 2.00309e-17-0j -8.30087e-18-0j 1.44506e-17-0j -5.91419e-18-0j 6.64198e-18-0j 2.51123e-17-0j 1.16441e-17-0j -1.2365e-17-0j 4.61959e-18-0j -1.30905e-18-0j 1.36302e-19-0j -1.38495e-17-0j 1.55009e-17-0j -2.15056e-18-0j 5.23309e-18-0j -7.6926e-18-0j 1.07624e-17-0j 2.72672e-18-0j 4.81614e-18-0j 3.27214e-19-0j 
2.18584e-06-0j -3.38542e-05-0j 1.93975e-05-0j -7.82339e-05-0j -5.68003e-05-0j 4.19156e-05-0j -1.53035e-05-0j 0.000119547-0j -0.000103389-0j -1.10026e-05-0j 2.10019e-05-0j 5.13343e-05-0j 0.000131313-0j -9.17249e-05-0j -0.000221937-0j -5.16996e-05-0j 6.35803e-05-0j -0.000105404-0j 5.29517e-05-0j 0.000161962-0j -1.98306e-05-0j -0.000106684-0j 7.80569e-05-0j -8.29443e-05-0j 8.36803e-05-0j -4.10847e-05-0j -0.00018655-0j -6.45965e-05-0j 0.000150856-0j 5.30919e-05-0j 8.33571e-05-0j -0.00014614-0j -7.07615e-06-0j -2.97746e-05-0j 3.60002e-05-0j 1.03411e-06-0j -2.21645e-05-0j -1.01581e-05-0j -4.94246e-06-0j 4.37338e-06-0j 3.06095e-05-0j 7.88821e-06-0j 6.56526e-05-0j 4.37797e-05-0j 0.00017144-0j 2.2246e-05-0j -6.95637e-05-0j 6.08362e-05-0j 0.000194268-0j 2.57494e-05-0j -0.000109057-0j 4.40976e-05-0j -6.63745e-05-0j 4.21871e-05-0j -8.83657e-05-0j -0.000117994-0j -1.04471e-06-0j 0.000133368-0j -5.52681e-05-0j 9.62135e-05-0j -3.93773e-05-0j 4.4223e-05-0j 0.0001672-0j 7.75277e-05-0j -8.23274e-05-0j 3.07577e-05-0j -8.71581e-06-0j 9.07511e-07-0j -9.22112e-05-0j 0.000103207-0j -1.43187e-05-0j 3.48425e-05-0j -5.12182e-05-0j 7.16573e-05-0j 1.81548e-05-0j 3.20664e-05-0j 2.17863e-06-0j 
1.19709e-19-0j -1.85404e-18-0j 1.06232e-18-0j -4.28453e-18-0j -3.1107e-18-0j 2.29553e-18-0j -8.38106e-19-0j 6.54706e-18-0j -5.66217e-18-0j -6.02561e-19-0j 1.15018e-18-0j 2.81135e-18-0j 7.19142e-18-0j -5.02337e-18-0j -1.21545e-17-0j -2.83136e-18-0j 3.48202e-18-0j -5.77252e-18-0j 2.89993e-18-0j 8.86996e-18-0j -1.08603e-18-0j -5.84264e-18-0j 4.27483e-18-0j -4.5425e-18-0j 4.5828e-18-0j -2.25003e-18-0j -1.02165e-17-0j -3.53767e-18-0j 8.26171e-18-0j 2.90761e-18-0j 4.5651e-18-0j -8.00346e-18-0j -3.8753e-19-0j -1.63063e-18-0j 1.97157e-18-0j 5.66336e-20-0j -1.21385e-18-0j -5.56312e-19-0j -2.70677e-19-0j 2.39511e-19-0j 1.67635e-18-0j 4.32003e-19-0j 3.59551e-18-0j 2.39762e-18-0j 9.38903e-18-0j 1.21832e-18-0j -3.8097e-18-0j 3.33173e-18-0j 1.06392e-17-0j 1.41018e-18-0j -5.9726e-18-0j 2.41503e-18-0j -3.63504e-18-0j 2.3104e-18-0j -4.8394e-18-0j -6.462e-18-0j -5.72143e-20-0j 7.30397e-18-0j -3.02679e-18-0j 5.26919e-18-0j -2.15652e-18-0j 2.4219e-18-0j 9.15682e-18-0j 4.24585e-18-0j -4.50871e-18-0j 1.68447e-18-0j -4.77326e-19-0j 4.97004e-20-0j -5.05e-18-0j 5.65217e-18-0j -7.8417e-19-0j 1.90817e-18-0j -2.80499e-18-0j 3.92436e-18-0j 9.9426e-19-0j 1.75613e-18-0j 1.19314e-19-0j 
4.39791e-06-0j -6.81145e-05-0j 3.90277e-05-0j -0.000157406-0j -0.000114282-0j 8.43341e-05-0j -3.07906e-05-0j 0.000240528-0j -0.000208019-0j -2.21371e-05-0j 4.22558e-05-0j 0.000103284-0j 0.000264201-0j -0.00018455-0j -0.000446536-0j -0.000104019-0j 0.000127923-0j -0.000212073-0j 0.000106539-0j 0.000325868-0j -3.98991e-05-0j -0.000214649-0j 0.00015705-0j -0.000166884-0j 0.000168364-0j -8.26624e-05-0j -0.000375338-0j -0.000129968-0j 0.000303522-0j 0.000106821-0j 0.000167714-0j -0.000294034-0j -1.42372e-05-0j -5.99065e-05-0j 7.24323e-05-0j 2.08063e-06-0j -4.45949e-05-0j -2.0438e-05-0j -9.94422e-06-0j 8.79922e-06-0j 6.15862e-05-0j 1.58711e-05-0j 0.000132093-0j 8.80846e-05-0j 0.000344937-0j 4.4759e-05-0j -0.000139962-0j 0.000122402-0j 0.000390867-0j 5.18078e-05-0j -0.000219423-0j 8.87242e-05-0j -0.000133545-0j 8.48804e-05-0j -0.000177791-0j -0.000237403-0j -2.10196e-06-0j 0.000268336-0j -0.000111199-0j 0.000193581-0j -7.9227e-05-0j 8.89766e-05-0j 0.000336406-0j 0.000155985-0j -0.000165642-0j 6.18845e-05-0j -1.75362e-05-0j 1.82591e-06-0j -0.000185529-0j 0.000207651-0j -2.88091e-05-0j 7.01029e-05-0j -0.000103051-0j 0.000144174-0j 3.65274e-05-0j 6.45174e-05-0j 4.38339e-06-0j 
-4.8012e-19-0j 7.43606e-18-0j -4.26065e-18-0j 1.7184e-17-0j 1.24762e-17-0j -9.20675e-18-0j 3.36141e-18-0j -2.62584e-17-0j 2.27094e-17-0j 2.41671e-18-0j -4.61306e-18-0j -1.12756e-17-0j -2.88428e-17-0j 2.01473e-17-0j 4.87484e-17-0j 1.13558e-17-0j -1.39654e-17-0j 2.3152e-17-0j -1.16308e-17-0j -3.5575e-17-0j 4.35578e-18-0j 2.34332e-17-0j -1.71452e-17-0j 1.82187e-17-0j -1.83803e-17-0j 9.02425e-18-0j 4.09757e-17-0j 1.41886e-17-0j -3.31354e-17-0j -1.16616e-17-0j -1.83094e-17-0j 3.20996e-17-0j 1.55427e-18-0j 6.53999e-18-0j -7.90743e-18-0j -2.27142e-19-0j 4.86843e-18-0j 2.23121e-18-0j 1.08561e-18-0j -9.60611e-19-0j -6.72337e-18-0j -1.73264e-18-0j -1.44206e-17-0j -9.61619e-18-0j -3.76568e-17-0j -4.88634e-18-0j 1.52796e-17-0j -1.33627e-17-0j -4.26709e-17-0j -5.65585e-18-0j 2.39544e-17-0j -9.68602e-18-0j 1.45791e-17-0j -9.26639e-18-0j 1.94095e-17-0j 2.59173e-17-0j 2.29471e-19-0j -2.92942e-17-0j 1.21396e-17-0j -2.11333e-17-0j 8.64922e-18-0j -9.71357e-18-0j -3.67255e-17-0j -1.70289e-17-0j 1.80832e-17-0j -6.75593e-18-0j 1.91442e-18-0j -1.99334e-19-0j 2.02541e-17-0j -2.26693e-17-0j 3.14509e-18-0j -7.65313e-18-0j 1.12501e-17-0j -1.57395e-17-0j -3.9877e-18-0j -7.04336e-18-0j -4.78534e-19-0j 
-2.85464e-06-0j 4.42125e-05-0j -2.53325e-05-0j 0.000102171-0j 7.41793e-05-0j -5.47404e-05-0j 1.99859e-05-0j -0.000156124-0j 0.000135023-0j 1.4369e-05-0j -2.74278e-05-0j -6.70409e-05-0j -0.00017149-0j 0.00011979-0j 0.000289843-0j 6.7518e-05-0j -8.30339e-05-0j 0.000137654-0j -6.91532e-05-0j -0.000211518-0j 2.58981e-05-0j 0.000139326-0j -0.00010194-0j 0.000108323-0j -0.000109284-0j 5.36554e-05-0j 0.000243628-0j 8.4361e-05-0j -0.000197013-0j -6.93363e-05-0j -0.000108862-0j 0.000190854-0j 9.24123e-06-0j 3.88847e-05-0j -4.70151e-05-0j -1.35051e-06-0j 2.89461e-05-0j 1.32661e-05-0j 6.4547e-06-0j -5.71149e-06-0j -3.9975e-05-0j -1.03018e-05-0j -8.57402e-05-0j -5.71749e-05-0j -0.000223895-0j -2.90526e-05-0j 9.08479e-05-0j -7.94502e-05-0j -0.000253708-0j -3.36279e-05-0j 0.000142426-0j -5.75901e-05-0j 8.6683e-05-0j -5.50951e-05-0j 0.000115403-0j 0.000154096-0j 1.36436e-06-0j -0.000174174-0j 7.21783e-05-0j -0.000125652-0j 5.14255e-05-0j -5.77538e-05-0j -0.000218358-0j -0.000101249-0j 0.000107517-0j -4.01686e-05-0j 1.13826e-05-0j -1.18518e-06-0j 0.000120425-0j -0.000134785-0j 1.86997e-05-0j -4.55031e-05-0j 6.68893e-05-0j -9.35822e-05-0j -2.37096e-05-0j -4.18776e-05-0j -2.84522e-06-0j 
6.48911e-19-0j -1.00503e-17-0j 5.75853e-18-0j -2.32253e-17-0j -1.68623e-17-0j 1.24435e-17-0j -4.54315e-18-0j 3.54899e-17-0j -3.06931e-17-0j -3.26633e-18-0j 6.23484e-18-0j 1.52396e-17-0j 3.89828e-17-0j -2.72303e-17-0j -6.58864e-17-0j -1.5348e-17-0j 1.88751e-17-0j -3.12913e-17-0j 1.57198e-17-0j 4.80817e-17-0j -5.8871e-18-0j -3.16714e-17-0j 2.31727e-17-0j -2.46237e-17-0j 2.48422e-17-0j -1.21968e-17-0j -5.53811e-17-0j -1.91768e-17-0j 4.47846e-17-0j 1.57614e-17-0j 2.47462e-17-0j -4.33846e-17-0j -2.1007e-18-0j -8.83919e-18-0j 1.06874e-17-0j 3.06996e-19-0j -6.57997e-18-0j -3.01562e-18-0j -1.46727e-18-0j 1.29832e-18-0j 9.08704e-18-0j 2.34177e-18-0j 1.94903e-17-0j 1.29969e-17-0j 5.08955e-17-0j 6.60418e-18-0j -2.06514e-17-0j 1.80604e-17-0j 5.76723e-17-0j 7.64423e-18-0j -3.23759e-17-0j 1.30913e-17-0j -1.97046e-17-0j 1.25241e-17-0j -2.62331e-17-0j -3.50288e-17-0j -3.10144e-19-0j 3.95929e-17-0j -1.64074e-17-0j 2.85629e-17-0j -1.16899e-17-0j 1.31285e-17-0j 4.96367e-17-0j 2.30156e-17-0j -2.44405e-17-0j 9.13105e-18-0j -2.58746e-18-0j 2.69413e-19-0j -2.73747e-17-0j 3.06389e-17-0j -4.25078e-18-0j 1.03437e-17-0j -1.52051e-17-0j 2.12729e-17-0j 5.38962e-18-0j 9.51953e-18-0j 6.46768e-19-0j 
3.22457e-06-0j -4.99418e-05-0j 2.86153e-05-0j -0.000115411-0j -8.3792e-05-0j 6.18341e-05-0j -2.25758e-05-0j 0.000176356-0j -0.00015252-0j -1.6231e-05-0j 3.09821e-05-0j 7.57286e-05-0j 0.000193713-0j -0.000135313-0j -0.000327402-0j -7.62675e-05-0j 9.3794e-05-0j -0.000155493-0j 7.81146e-05-0j 0.000238927-0j -2.92542e-05-0j -0.000157381-0j 0.00011515-0j -0.00012236-0j 0.000123446-0j -6.06084e-05-0j -0.0002752-0j -9.52931e-05-0j 0.000222543-0j 7.83214e-05-0j 0.000122969-0j -0.000215587-0j -1.04388e-05-0j -4.39237e-05-0j 5.31077e-05-0j 1.52552e-06-0j -3.26972e-05-0j -1.49852e-05-0j -7.29115e-06-0j 6.45163e-06-0j 4.51553e-05-0j 1.16367e-05-0j 9.68511e-05-0j 6.4584e-05-0j 0.000252909-0j 3.28175e-05-0j -0.000102621-0j 8.97459e-05-0j 0.000286585-0j 3.79857e-05-0j -0.000160882-0j 6.5053e-05-0j -9.7916e-05-0j 6.22347e-05-0j -0.000130357-0j -0.000174065-0j -1.54117e-06-0j 0.000196745-0j -8.15317e-05-0j 0.000141935-0j -5.80896e-05-0j 6.5238e-05-0j 0.000246655-0j 0.000114369-0j -0.00012145-0j 4.5374e-05-0j -1.28576e-05-0j 1.33876e-06-0j -0.00013603-0j 0.000152251-0j -2.1123e-05-0j 5.13998e-05-0j -7.55573e-05-0j 0.000105709-0j 2.67821e-05-0j 4.73044e-05-0j 3.21392e-06-0j 
