-0.0165693-0.00117437j -0.00520377-0.01448j 0.0126622+0.0002701j 0.0243325+0.00791626j 0.0153994-0.0198415j 0.00576819+0.0267631j -0.00503495-0.00546562j 0.0208227-0.0158737j -0.00255021-0.0020221j 0.0115317+0.0109931j 0.00797518+0.0105611j 0.0246597+0.000898409j -0.0250715-0.0116893j -0.00633149-0.003828j -0.0138317-0.0106669j 0.00546631-0.00552682j -0.0169665+0.023149j 0.00250824+0.00652518j 0.00848817-0.0190905j 0.0133815-0.00281984j -0.0010319-0.00484372j 0.00516202+0.00310732j 0.00452376-0.0211349j 0.00150122+0.0150633j -0.00761332+0.00468961j 0.00563119-0.00520434j 0.00645608+0.0013522j -0.000748047-0.0178724j -0.0109974-0.00125659j 0.00531117-6.04668e-05j 0.00746586+0.00689697j 0.017048-0.0122585j 0.0108047+0.00550632j -0.005882+0.0107146j -0.00113711+0.00928538j 0.0109102-0.0152357j -0.0039515+0.000315043j 0.0313116+0.00167503j 0.00315444+0.000381639j -0.0306286-0.0129209j 0.00876383-0.0163541j -0.0218557-0.00442078j -0.0151654-0.00883374j -0.00377796-0.00281944j -0.023611-0.0106355j 0.00486361-0.0124923j -0.016244-0.00673156j 0.00902996+0.0101038j -0.0117198+0.00133712j -0.00375944+0.0233101j -0.0117405+0.0259419j 0.0395133-0.00849494j 0.00455043+0.00966771j 0.0113403+0.0260098j -0.00752455-0.0130269j 0.0104914+0.0345516j 0.00725621+0.0156986j 0.0185633-0.00245761j -0.00532201-0.0315182j 0.0121221-0.0372801j -0.0133016-0.00109149j -0.00178245-0.0198282j -0.00769104+0.00211019j 0.0248955+0.00174141j 0.0043902-0.00522665j 0.020313-0.00342477j -0.00499385-0.00288095j -0.00948394-0.0208408j 0.0215864+0.0295063j 0.042607-0.0291872j 0.0307642-0.0288975j 0.0240631-0.0347082j 0.0443749+0.0515613j 0.0315305-0.0261552j -0.026861-0.0662898j -0.0120507-0.00452043j -0.012486-0.00316141j 
0.0110833-0.0107688j 0.0191287+0.0114559j -0.0107133-0.000304701j 0.0190307-0.01728j -0.0198655-0.00912292j 0.0019428+0.00343148j -0.00855197-0.00941951j -0.0334709-0.0095225j -0.0311929+0.0283343j -0.0245131+0.0401481j 0.0318807-0.0259209j -0.0773258-0.0341204j 0.0710896-0.026481j 0.0280274+0.00675274j -0.0293054+0.00244868j 0.0100348-0.0819152j 0.0606885+0.0180506j 0.0415912-0.00924583j -0.0764554-0.00389555j -0.0491607+0.047701j -0.0501981+0.00539282j 0.0670859-0.017941j -0.0166113-0.0219588j 0.0151414-0.0458527j 0.0878267+0.0583805j -0.0439642+0.0219412j -0.0312598-0.0102726j 0.00613441+0.110663j 0.0627513+0.108513j 0.0352198-0.133115j -0.0371963-0.0859172j -0.0901106+0.0665066j 0.00574013-0.0674231j -0.12929+0.0357568j 0.0369237-0.00047697j -0.001596+0.0766581j -0.0237532+0.0313458j -0.0343661-0.00942614j 0.0391142-0.0698934j 0.0461198+0.0184887j -0.0351226+0.0811685j 0.0704276-0.051563j 0.0433606+0.000517469j -0.0313005-0.03534j 0.12101+0.00461452j -0.0148615+0.0925442j 0.0179928-0.0747725j -0.025821+0.070279j 0.00523451-0.0128355j -0.0314837-0.00263456j 0.035701-0.0360723j 0.0464304+0.0592436j -0.0191919-0.149529j -0.122717-0.0439275j -0.0370291+0.0244872j -0.0720716+0.0346738j 0.0570124+0.0107713j 0.000790375-0.0224171j 0.0510823+0.0740932j 0.0318725+0.0289356j -0.000660156+0.052549j 0.0258413+0.0927223j -0.0348938+0.115763j -0.0314281+0.0150507j -0.0422361+0.089474j -0.0311379+0.0356341j 0.0120161+0.0194973j 0.0744338-0.0438398j -0.0235087+0.0120088j 0.00434602+0.0109075j -0.011849-0.0167408j 0.00544495-0.0146356j -0.0403425-0.0711964j 0.00811867+0.0305972j 0.0133131+0.0336866j -0.0102941-0.00910559j -0.0143244+0.0122746j 
-0.00263278-0.008702j 0.00851051+0.00136441j 0.00787351-0.0166934j 0.0155815-0.00661194j -0.0109447-0.0458557j -0.0124022+0.0348255j 0.0201736-0.0166022j 0.0259814+0.0085553j -0.0131399+0.00334977j -0.02282+0.0414475j 0.0364857+0.0598115j 0.0158581+0.0272371j -0.0175487+0.0309662j -0.0537084-0.103823j 0.108212+0.0510865j -0.0845316-0.0153781j 0.0523135-0.0569183j 0.0892928-0.111313j -0.0341129-0.0417434j -0.0218359-0.0153901j -0.00569372-0.0243306j -0.0683433-0.0367082j 0.0573198+0.0109365j 0.0406184+0.0510589j 0.0176068-0.00814316j 0.0674663-0.0122342j 0.0768976+0.0100263j -0.0210308+0.017502j -0.00207336-0.0537905j 0.0665804-0.028051j 0.0141332-0.0587352j -0.0616185+0.0422254j -0.0531601-0.0616039j -0.00877552+0.0153901j 0.0164221-0.0817692j 0.0143602+0.0144517j -0.0374477-0.111803j 0.0679178+0.00844489j 0.00715504-0.0305927j -0.0294081-0.00496725j 0.0109807+0.0309668j -0.048204+0.0807127j -0.00375772+0.0144495j -0.0404367+0.0278173j -0.0185204+0.0741667j 0.0100966+0.00954075j 0.0575559+0.0324691j 0.061641+0.0997739j 0.144102-0.0755194j -0.0748068-0.0576104j -0.0131216-0.137016j 0.0343404-0.0781446j -0.0331208+0.0327669j 0.0287131+0.0210168j 0.116007-0.0124072j -0.0224441+0.0478275j 0.0534804+0.0957098j -0.0445249-0.0394053j 0.107197-0.014962j 0.00790859-0.0141476j 0.012188-0.0266431j -0.0448784+0.0337023j -0.0286199-0.0383637j 0.00844729+0.0549879j -0.0845289-0.00603065j 0.0107415+0.00418934j 0.0300892-0.0119789j 0.0172557+0.0173175j 0.00906326+0.0697305j 0.00849367-0.0142652j 0.00874449-0.0348202j 0.00776471-0.0255166j 0.0110995-0.0135951j 0.0258284+0.000718087j -0.0226865+0.0235987j -0.00516708+0.00872693j 0.00648935+0.00118776j 
-0.00671481-0.00516114j 0.0079555-0.000505876j 0.00691314-0.0298011j 0.0166268+0.00763582j 0.0152737-0.0128431j 0.0570281+0.0049068j 0.0275245+0.0261657j 0.0303378+0.026805j 0.0303459+0.0626127j 0.0130529-0.0691304j -0.0134236+0.00350938j 0.00739027-0.012889j 0.0826322+0.0491634j -0.00718771+0.048422j 0.10159+0.0559504j 0.00619037+0.0199426j 0.00510149-0.0168135j -0.0343934-0.102302j -0.0148179+0.074259j -0.0315833-0.0112273j -0.0883903+0.0623772j 0.000872275-0.126921j -0.0538029-0.0217651j 0.00433956+0.0526578j -0.0194459-0.0293798j 0.116317+0.0660154j 0.0335304-0.0236511j -0.0580557-0.0397933j -0.029734-0.0387736j -0.0161908+0.0956726j -0.0237404+0.00836098j -0.0275105-0.0546849j -0.0207598-0.00352499j 0.0502355-0.0449796j -0.0115503-0.00245394j 0.0366611+0.00648908j 0.0158957+0.00520368j 0.0720329-0.0089503j -0.0285775+0.0283397j -0.045653-0.00884648j 0.0190293-0.0342506j 0.00642998+0.0222785j 0.0140726+0.0141888j 0.0432063-0.0150376j 0.00852625-0.0549198j -0.0250747+0.0207002j 0.0585908+0.124088j -0.0630581-0.0894441j 0.0196468+0.0117949j -0.0438127-0.0312837j -0.0260619-0.00395854j 0.0364448-0.0110781j -0.0747991+0.0758358j -0.0308117+0.0260356j -0.0162311-0.056376j 0.0319505+0.0182879j 0.0326368+0.0210739j -0.0568217-0.0157898j -0.0627757-0.0222498j -0.0364617-0.064479j -0.00332179-0.0368574j -0.00428777-0.0563276j -0.0280309-0.0711636j -0.027073-0.072394j -0.0219728-0.0608794j -0.00807981+0.0279618j -0.0199851+0.0378129j 0.0130054+0.0735137j 0.0129167+0.0326008j 0.0188081+0.00748553j -0.0267902+0.0202894j -0.0647239-0.0432021j 0.0127478-0.0302465j 0.0160975-0.0107916j -0.0148632+0.05523j -0.00286958+0.0145862j 0.00588421-0.00120203j 
-0.0205446-0.0122831j 0.0133563-0.0214519j 0.0311032+0.013118j -0.00037977+0.0312532j 0.0286127+0.0224124j -0.0249467-0.0141834j 0.019103+0.0161765j -0.0439653+0.0743052j -0.0229126+0.0241403j 0.0572773-0.0965885j 0.0160909+0.0268035j -0.00179751-0.0319804j -0.0241391+0.0459331j -0.118244-0.00626891j -0.0309103-0.0374155j 0.0392199-0.0449446j 0.0373+0.0299618j 0.00530136-0.0292205j 0.0670202-0.0494851j 0.0035394-0.0680462j 0.107029+0.00120685j -0.0768738-0.0770691j -0.0134142-0.00586445j 0.0209821-0.0198832j -0.00199217+0.0646652j -0.00381311-0.0775563j 0.0611824-0.015732j 0.0235452-0.0274659j 0.0787069-0.0160685j 0.0393584+0.00390043j -0.123522-0.0336461j -0.0401015-0.00438673j 0.01968-0.0204325j -0.0605787-0.0406463j -0.0342748-0.028193j 0.0645181+0.0113837j -0.00915657+0.0187376j 0.0597794+0.113474j -0.0261392-0.0773264j -0.0037526-0.115023j -0.14353+0.0526588j 0.00377089-0.0766158j -0.0497976-0.0380504j -0.0642354-0.0400609j -0.0145765+0.00206419j 0.0678735-0.00440615j 0.102683-0.0325432j 0.0684259+0.0294689j 0.0145653-0.0053802j -0.0342068+0.0328559j 0.00674843-0.00118663j 0.0664924-0.019167j 0.0148774+0.0245268j -0.0666419+0.00189212j 0.0484942-0.0456321j 0.051521+0.012269j 0.0280361+0.0571443j -0.01648-0.0254576j -0.067603-0.0421785j 0.0554977-0.0358019j -0.0943028-0.017513j -0.0195971-0.000470285j -0.0472494-0.024531j 0.0106718+0.0487698j 0.0176042-0.0364471j -0.0114333+0.0874147j 0.0392028+0.01536j 0.00240348+0.026754j -0.0128896+0.0414846j 0.0587713-0.00880166j -0.00918045+0.0116823j -0.0255-0.030143j 0.057318-0.0158216j 0.00842917-0.023604j -0.00403704+0.0185878j -0.00813427+0.0031723j 0.00459625+0.00060197j 
8.19838e-05-0.00259632j 0.0134622-3.62133e-05j -0.012354+0.0316916j 0.0183987-0.0270835j -0.0515936+0.0578397j 0.0503258-0.0452094j -0.0251755+0.0326858j -0.0529454-0.00189535j 0.0278404-0.0195298j -0.00618596-0.141026j -0.0126419-0.0637661j -0.0482539-0.0463427j -0.0350933+0.0673773j -0.0623463+0.0118569j -0.0550341+0.0224214j 0.0534552+0.0617938j 0.1203+0.0332163j -0.0209917+0.136548j -0.0857152-0.035214j -0.0324409-0.0427713j 0.0655436-0.0809113j -0.092102-0.0434745j 0.0271285+0.102201j 0.00330103-0.134355j 0.0400202-0.0945077j -0.185505-0.0622592j 0.0324021+0.160617j 0.0379424+0.0113776j -0.0235784+0.0129219j 0.0199951+0.042723j -0.162387-0.0199609j -0.0652816-0.00109917j -0.0664613+0.0736432j -0.108799+0.0335419j 0.00296292-0.0130013j 0.070903+0.0855887j 0.00703032+0.130121j -0.0928088+0.0936333j 0.0475897-0.0328143j 0.0555497-0.174943j -0.071925+0.0191689j 0.0515843-0.0985932j -0.0285638-0.0207644j -0.0333557-0.00672694j 0.0741973-0.123158j 0.0588767-0.0378444j 0.0585841+0.0547597j 0.025255-0.130884j -0.0658994-0.0201563j -0.0115271-0.0026462j -0.0126817+0.00121295j -0.0455901+0.0566085j 0.0194628+0.0178523j -0.0420381-0.0728568j -0.035644+0.077854j -0.0586151-0.0473624j 0.00142505-0.0214221j 0.00605402-0.049519j 0.0544938-0.0294268j -0.0676249-0.00585646j 0.00665769-0.0119471j -0.0376445-0.0119898j -0.0619241-0.00273219j -0.0284308-0.0199819j 0.0242993+0.0117112j 0.0457349+0.108066j 0.0713981-0.0108873j 0.0458172+0.0476643j 0.0103079-0.0260892j 0.013444+0.0152406j -0.0540545+0.0141772j -0.0350488-0.0173348j 0.00358897-0.00883968j -0.0206439+0.00370276j 0.0185575+0.00244785j -0.00727808-0.0154687j -0.0229757+0.00991464j 
0.00499957-0.0157349j 0.00983965+0.00261247j 0.0159338-0.00134207j 0.00903777+0.0394392j 0.0966195+0.00734104j 0.00870352+0.0558757j -0.054997+0.0388887j 0.0587556+0.00428788j 0.0707672-0.0286141j -0.034588-0.0898292j 0.00127643-0.0426255j -0.0542367-0.0141009j -0.0038068-0.0290837j 0.056361-0.0204092j -0.0270032+0.0598068j 0.0518992+0.0212224j 0.00368048+0.0370169j -0.0851582-0.0138155j 0.0400506-0.0587132j -0.00929704+0.0653521j -0.121031-0.023499j 0.0381476-0.0624024j 0.0486167+0.0592523j 0.0354736+0.0241208j 0.0351799-0.105115j 0.050553-0.0115375j -0.0847311-0.0328243j 0.0194464-0.0170552j 0.0320751+0.0602733j 0.0580881+0.00767468j -0.0534956+0.00486584j -0.0401015-0.059039j -0.0962048-0.0522267j -0.0515171+0.0152288j -0.00857365+0.034533j -0.00123943-0.0300696j -0.0109889+0.0610597j -0.00639892-0.0347687j 0.100237+0.0589898j -0.0668483+0.0108479j 0.00112678+0.0961876j 0.0294266-0.0584905j -0.00600568-0.0637923j 0.125225+0.0332173j 0.0386372-0.116679j 0.0372923+0.0790261j -0.0536019+0.0812453j -0.0756673-0.0132678j -0.0900346+0.071815j -0.0514611+0.0313831j -0.0575559+0.109265j 0.0333249+0.102408j -0.0233557-0.0314443j -0.00261949-0.0666607j -0.00349934-0.071851j -0.0473693+0.0135007j 0.0708957-0.0353403j 0.024478-0.0245935j 0.0590008+0.0270865j -0.0504796-0.0246051j 0.0314712-0.0621752j -0.0925649-0.0449834j -0.000630277-0.0400059j -0.00749479+0.0233975j -0.00283469+0.0201308j 0.0397037+0.00160193j 0.0493687-0.0160797j 0.0270468-0.0129433j 0.00926494+0.000457868j 0.00865622+0.0216102j -0.0226193+0.00237852j -0.000721713-0.0319849j -0.00781692+0.00102308j 0.00185309-0.0159426j 0.00750608-0.00389159j 0.0110953+0.000954216j 0.00414064-0.00950284j 
-0.00562738-0.00362011j -0.00261728-0.0106406j 0.0234834+0.0497404j 0.0293116+0.0301848j 0.0685422+0.0425723j -0.0282319+0.0472173j 0.00267041+0.0193626j 0.0526495+0.0274104j -0.0228879+0.069774j -0.00297145+0.0662663j 0.0270502-0.0120958j -0.0282316+0.0436956j 0.0497859-0.0655456j -0.00904841+0.0395611j -0.0178865-0.0711089j 0.0286303-0.0279417j 0.0163786+0.0872755j -0.0176306-0.0172275j -0.0404223-0.029971j -0.0338633+0.05742j -0.0672535+0.0947153j 0.050077-0.0566316j -0.0740329-0.121435j -0.011666-0.00909314j 0.0566169+0.0756008j 0.0926387+0.0399051j -0.0430512+0.0257886j -0.0958183+0.0137831j -0.0503217-0.00350742j -0.00182476+0.0189725j 0.00673363-0.0568584j 0.0114969-0.018508j 0.0753323+0.00178965j -0.048514+0.0191613j -0.0148938+0.0319341j 0.00565602+0.025757j -0.0187172+0.063149j 0.0764687+0.00329975j 0.0140023+0.0162255j -0.0673815+0.0260483j -0.0108984-0.0565396j -0.00502391-0.0902155j -0.00377109+0.0104522j -0.0286785-0.0360774j 0.0963443-0.0430115j -0.0374166+0.0551555j -0.00825787-0.00491456j -0.0541923+0.0385954j -0.0345507-0.0179783j 0.0276973+0.0253533j 0.017101+0.0652705j 0.0749989+0.0349779j 0.0149814-0.0411622j -0.0596011+0.0740159j -0.0269227+0.0335933j -0.0502042+0.0523796j 0.020756-0.0306424j -0.00508227+0.0249833j -0.0644328-0.00554105j -0.0127927-0.0974471j -0.0216396+0.0567953j 0.00223438-0.0146022j -0.0806863+0.0504607j 0.0148625-0.0326436j -0.000700195+0.0586458j -0.0236785-0.0352115j 0.0225833+0.0530117j 0.000323429-0.0820446j -0.0377884-0.0107824j -0.00205353-0.0114597j -0.00621639+0.00909795j 0.00987885-0.0124338j -0.000856355+0.0448961j -0.00881327-0.0109306j -0.00843111-0.0307657j 0.0147833+0.00398501j 0.00878531-0.00998599j 
0.000464209-0.00336066j -0.000239558+0.00348754j -0.0004472-0.0319838j -0.00051376+0.016863j 0.0420738-0.0320836j 0.0404354+0.0279777j -0.0351853+0.0132101j 0.0506393-0.0337097j 0.050567-0.0211123j 0.0107272-0.0250871j -0.0339332-0.0550587j -0.0322781+0.0118257j 0.0168449-0.0534554j 0.0806147-0.0162949j 0.0494479-0.0113676j 0.0543897-0.000866735j -0.000837714+0.0401209j -0.036687-0.0488222j 0.0405008+0.00252103j -0.0213093+0.00733132j -0.109797-0.0312222j 0.0667762-0.0184227j 0.0302585+0.0444413j -0.0358641+0.043726j -0.0289628-0.0284578j -0.00600388+0.0800934j -0.0773506-0.051052j -0.00948442-0.0153788j 0.0122313+0.0477969j -0.0277873-0.072403j 0.0191314-0.0284723j -0.00441313+0.0200494j -0.0381227-0.0545723j 0.0443149+0.0202252j -0.00265063+0.0617071j 0.0298071-0.0470598j 0.0141295+0.0253428j -0.030006-0.0634076j 0.01037+0.0642344j -0.0709426+0.0614965j 0.0302039+0.0448025j -0.0154468+0.0118641j -0.0112101-0.0522505j 0.0636924+0.036861j 0.0271527-0.035673j 0.0147032+0.0531418j -0.0156155+0.072426j -0.0769644-0.0136204j -0.0360568+0.0083316j -0.0157826+0.0255244j -0.018852+0.009581j -0.0215884+0.030277j -0.0398691-0.00741021j 0.00167113-0.0271413j -0.0812995-0.0363312j -0.05539+0.014947j -0.00389474-0.0380452j 0.0198724+0.0407432j -0.00284053+0.0207571j -0.0161588+0.00783189j 0.0683324-0.0687026j -0.0572964+0.0146179j -0.0246635-0.0501823j -0.00287185-0.0383978j 0.0270576-0.0068794j 0.00441726+0.013538j 0.00642013-0.00997744j -0.0208845-0.0159867j -0.0235913-0.02751j 0.0281045+0.0332801j -0.0180167+0.00168027j 0.03637-0.0174181j -0.0104817-0.0138944j 0.0126523+0.00190886j 0.00421656+0.00761843j -0.00460288+0.00465407j 0.00597702+0.00201761j 
-0.0191075-0.00512433j 0.00333405-0.00964468j 0.00935048-0.0512478j -0.0131376+0.0282899j 0.0425448-0.0544099j 0.0339819-0.0215417j 0.0299862+0.00513835j 0.000331714+0.00129259j 0.0214451+0.0120838j 0.0934812-0.0406736j -0.00638239-0.0198961j -0.000235452-0.0477605j 0.0125842-0.0402236j 0.00561421+0.017347j 0.0316046-0.0800349j 0.0485357-0.03924j -0.0217039+0.0532859j -0.0164598-0.105179j 0.0646835+0.0217263j 0.0219759-0.00602131j -0.0472908+0.0273687j 0.0453626-0.0430604j -0.0759515+0.0206785j -0.0981489+0.108822j -0.0943235+0.118314j -0.00544132+0.0924833j -0.0278389-0.0736961j -0.00770924-0.0246737j -0.0488396-0.0516131j -0.0569513+0.000745758j -0.00515777+0.0166013j 0.0492763+0.0159594j 0.0663511-0.0173771j 0.0525884+0.00466812j -0.011978+0.0485835j 0.0489629-0.00734403j -0.00689191-0.0274396j 0.0577812-0.0386369j -0.0503471-0.0556983j -0.0652933+0.0470195j -0.00720297-0.00298217j -0.0290983-0.0221997j -0.0551051+0.0220449j -0.0287777-0.0248735j 0.0376966-0.0177724j -0.00831681+0.0228313j 0.0545251+0.0352838j -0.0440639+0.0331783j 0.0495168-0.0195737j -0.0239016+0.0610809j 0.0107942-0.00105043j 0.0729484+0.00657864j -0.0108011-0.0140563j 0.0260792+0.019124j -0.0664406-0.0749049j -0.00511306-0.0252578j -0.0324945-0.0075437j -0.00772562+0.0495017j -0.0720543-0.0528401j -0.00152261-0.00754734j -0.0275914-0.0208234j 0.0199145+0.0182597j -0.00132754-0.0272513j 0.0156602-0.0711771j 0.0594706-0.0445792j -0.0397622+0.0584651j 0.000821298+0.0278758j -0.000762304+0.0379887j -0.00714381-0.0171562j 0.0507229-0.00606412j -0.0135735+0.0162136j -0.0271364-0.0404928j 0.0313575-0.00812063j 0.00289155-0.0171619j -0.0191454+0.0265084j -0.0129726+0.0155135j 0.0135121+0.00202369j 
0.000700345+0.0131386j -0.00533732+0.00113754j -0.0282244+0.0125565j 0.00240526-0.0142428j -0.0125539+0.0376408j 0.0573637-0.0560922j -0.00302052-0.0160114j 0.00925689-0.059788j 0.0650496-0.02488j 0.0711416-0.0118587j 0.0361003-0.0216881j 0.0317645-0.0219058j -0.00535721-0.00888777j 0.0512268-0.0510419j 0.0424564-0.0273958j -0.0195989+0.0527293j 0.0961628+0.0574087j 0.00693339-0.0394776j 0.0116036+0.101084j -0.0104296-0.0288057j -0.0475032-0.0289306j -0.012986+0.00500671j 0.0428842+0.105878j -0.0493702+0.0531212j -0.0571994+0.0317345j -0.0724235+0.0717822j 0.0242742-0.0219821j -0.0436614-0.0336209j -0.0129444-0.0726299j -0.00419702-0.0480079j -0.0236625+0.0173932j 0.0541993-0.0258616j 0.0131357-0.025861j 0.021896+0.0404546j 0.0314231+0.0469703j -0.0572754-0.0121268j -0.0132372-0.0209753j -0.0631675-0.00429204j -0.0220994-0.0369649j -0.0421193+0.0201933j -0.0200133-0.0153279j -0.0411371+0.0410843j 0.0106528-0.019253j -0.00721329+0.00499362j 0.0530994+0.000395443j -0.0321881-0.00370535j 0.049447+0.104331j -0.0085322-0.0224682j 0.0527099+0.075357j -0.012893-0.0180844j -0.0667182-0.0267349j -0.020781-0.0342095j -0.0616842-0.0318537j 0.0444534-0.0401563j -0.0274092-0.0110584j 0.0429441-0.0244765j 0.0132069-0.0300582j -0.0338227+0.0352161j 0.00027048-0.00783426j -0.0190104+0.0155614j 0.0198672+0.0139024j -0.0543748-0.00109495j -0.0567214-0.0371924j -0.0537297-0.0243654j -0.0466811-0.00713177j 0.0313522+0.0425286j 0.0664155-0.00728685j 0.0479096+0.0155439j -0.000558307-0.00569445j -0.0225259+0.0390945j -0.0348013+0.0087714j -0.0031472-0.0256062j -0.0434974-0.0029592j -0.0167451+0.0334364j 0.0178797+0.00662691j -0.00587582-0.00825001j -0.00755972+0.0130533j 
0.00751431-0.0102393j 0.00308154+0.00815745j 0.0111377-0.0163652j 0.0380606-0.000495443j 0.00439983-0.0339202j 0.0253941+0.0646695j 0.0301461+0.0135651j 0.0662092+0.00734173j -0.0138322+0.0534198j -0.0609111+0.0668508j 0.00230168-0.0162111j -0.036011+0.0597855j 0.0401644+0.00180849j -0.0202375-0.00306314j 0.0807553+0.0314958j -0.0104373-0.025909j 0.0722186-0.00465697j 0.0450412-0.0191124j -0.11974-0.0294011j -0.0416918+0.00485693j -0.0421821+0.0269811j -0.0177586-0.0584787j 0.0408243-0.0737212j 0.0211468-0.0194661j 0.0913643-0.0110182j 0.0729787+0.00998176j 0.0229003+0.0642943j -0.0349307+0.00374439j 0.0184542+0.00706421j 0.0489552-0.00966494j -0.00747493-0.103363j -0.0625845+0.0488796j -0.00143842-0.0367968j -0.0605549+0.0278975j 0.00297906-0.0261261j 0.0434735+0.0351456j -0.0260623+0.000248326j 0.0242546+0.000843814j 0.0187257+0.0152673j -0.0305607+0.0158429j 0.0330544-0.0138163j -0.0199-0.00437176j 0.0368189-0.014733j -0.0234907+0.00690243j 0.0536384+0.0171157j 0.0141454+0.03102j -0.0165268-0.00586563j 0.014393-0.0131578j 0.0655621-0.0281202j -0.0236017-0.0121667j -0.00124083-0.0305529j -0.037719-0.0194154j 0.0153847-0.0418823j -0.0168598+0.0327549j 0.00948651+0.0532075j -0.0358523+0.0569238j 0.0456944-0.00857431j -0.0111338-0.0210979j 0.0208943+0.0100763j -0.0169404-0.0314132j 0.0129404+0.00236492j -0.00576062+0.0298699j -0.0436688+0.0103118j -0.0195578-0.0262134j -0.0210088+0.00685293j -0.0229381-0.0230502j 0.000165861-0.00282407j 0.00500898-0.0397505j -0.0220901+0.00674131j 0.0113967+0.0175599j -0.01681-0.0206353j 0.019425-0.0166825j -0.00381786+0.00724502j 0.0127955+0.00708123j -0.00517926+0.00160601j -0.00140319+0.00434509j 0.00810517-0.00245689j 
-0.00832926+0.00866024j -0.0079985-0.00533552j -0.00934922+0.0113501j -0.00560629-0.00950776j -0.0110951+0.0139679j 0.00677669-0.00363493j -0.0189182-0.00574032j -0.0156431-0.0230756j 0.0169041+0.00898457j 0.0173551-0.0390282j -0.0642738-0.0144505j 0.00362953+0.0301234j -0.00322244-0.00829736j 0.00579926+0.00456021j 0.00560588-0.0642403j 0.0752879+0.0139406j -0.0282511+0.0417161j -0.00669756+0.0179257j 0.0292388-0.0224403j -0.0220561-0.0474879j 0.0214271-0.0219129j -0.00124396+0.0118219j -0.00583775+0.0413465j -0.0255199-0.0115424j -0.0150837+0.00917288j -0.059128+0.0155284j -0.00686273+0.0454608j 0.0137829-0.0183611j -0.0361287-0.0104208j -0.0404004-0.0050907j 0.0417991-0.0174575j 0.0248729-0.0145743j -0.0306992+0.00374635j 0.0531848-0.0154533j -0.0200754+0.029739j 0.0396473-0.0201861j 0.0460308+0.0298347j -0.00899772-0.00200005j -0.011781+0.00395705j -0.0112798-0.00134118j -0.0221589-0.00407332j -0.00880963-0.014862j -0.0401365+0.00590202j 0.00664114-0.00573046j -0.0118806-0.042303j -0.00155341-0.0264683j -0.0618979+0.00188963j 0.00603265-0.0477339j -0.0165084-0.0150186j -0.0304405+0.0531539j 0.0522895+0.00373553j -0.00963167-0.00199994j 0.0154257+0.0471573j -0.00191546-0.0302558j -0.0403691+0.0213483j 0.00100744+0.04264j -0.0336322-0.0260256j -0.000208621+0.0347723j -0.00931053-0.015321j -0.0113676-0.0281696j 0.0597654-0.0152807j -0.00204943+0.00534636j -0.0384588-0.02512j 0.0334448-0.0339632j 0.0304119+0.00451637j 0.00810877+0.0418844j -0.00763035-0.0116447j -0.03547-0.0108878j -0.0205743-0.00404005j 0.0286402-0.00671441j 0.0100011-0.00537793j 0.0135177+0.00288218j 0.0274535-0.0103784j 0.00555239-0.0131968j -0.00630599+0.00281563j -0.000248151+0.00356641j 0.00267319-0.000179432j 
0.00128964-0.00567661j -0.000999957+0.00715327j -0.0162216-0.00308139j 0.0619315-0.0144408j -0.0148976-0.00078654j 0.0889617+0.00360927j 0.0557068-0.0101866j 0.0967489-0.0506721j 0.052971+0.0510997j 0.00629125+0.0677302j 0.080284-0.0345504j 0.0414208+0.0145552j 0.00899015-0.0532864j 0.0358863+0.0248362j 0.00488067+0.0547233j -0.130465+0.0103719j 0.0230899+0.0154988j -0.03987+0.0293734j -0.0219602+0.0344439j -0.0806211-0.0337655j -0.0689244-0.0112299j 0.105652-0.02062j 0.0831942-0.0912867j 0.0632919+0.017354j 0.0270461+0.00398659j 0.0157799+0.142887j 0.110146+0.0285859j -0.000584587+0.0059798j 0.0200577+0.0322225j -0.0026514-0.0398129j 0.0081929+0.032988j -0.0840209+0.0438121j 0.0047148+0.0274256j 0.0141635+0.0129585j 0.0340014-0.0116479j 0.00561122+0.0542363j -0.0166009+0.0313849j 0.0228733-0.0480027j -0.0206199+0.0115648j 0.00669458+0.00524188j -0.00213962-0.0607451j -0.00310418-0.0115314j 0.0286262+0.00443263j 0.0075853-0.0917396j 0.0144266-0.0439665j 0.0033687+0.015334j 0.0317809+0.0214351j 0.0364332-0.0327977j -0.0351928+0.0552331j 0.00148783-0.0369449j -0.0499783+0.0289122j 0.0377766+0.0631046j -0.0191832+0.0192537j -0.0168069+0.00922969j 0.0393694-0.0183301j 0.000396397+0.0351832j -0.0206146+0.0293693j 0.0260004+0.0188221j -0.0214321+0.0352617j -0.0241949-0.0241676j -0.0291822+0.0408671j -0.0524291-0.02451j -0.0301195-0.0144357j -0.0184358+0.0227643j -0.0748606+0.028452j -0.0166438-0.000785262j 0.0342426+0.0275283j 0.0161465-0.000661045j 0.0386694+0.0380317j -0.0371136-0.0453823j 0.00208134-0.0189336j -0.0183364-0.0358131j -0.00992467+0.0163843j -0.020447+0.0112258j -0.025718-0.0148909j -0.0122351+0.00755116j 0.00581507+0.0094956j 
