-0.0070671+0.000779612j -0.00440262-0.00911296j -0.0110366-0.0067086j 0.0109022+0.00879987j -0.0176435+0.00225101j 0.0066723-0.01783j 0.00542334+0.00196346j -0.0176631+0.00431872j 0.00595403+0.00341816j -0.00475034-0.0154936j 0.00498565+0.0061236j -0.0100357-0.0119842j 0.00450811+0.00531266j 0.0112086+0.00970574j -0.000379999-0.00979647j 0.0121992-0.0118301j 0.0147589+0.00374073j -0.00170285-0.0051185j -0.0135626+0.00554343j 0.000744103+0.00171388j -0.00268794+0.00253926j 0.00425225+0.00927387j 0.012667-0.0106257j -0.00661949+0.0028656j -0.00427651+0.00531715j -0.0138415-0.00856924j -0.0119445+0.00447984j -0.0100238-0.00915821j -0.0036099+0.00116662j -0.0161365+0.00394284j 0.00135202+0.0134478j 0.00476031-0.00829421j 0.00465917-0.0110566j -0.00742897-0.0109156j 0.0145497+0.00945402j 0.00221755-0.00535811j 0.00761807-0.0125951j 0.00719221+0.0105709j -0.00703794-0.0183353j 0.0127098+0.0108308j 0.00522846-0.0122993j -0.00366184-0.00614257j 0.00368482+0.00598763j 0.00973647-0.000646904j -0.00467962+0.00492053j -0.00339026-0.00409283j 0.00346936+0.00924325j 0.00458592+0.00948491j 0.0164141-0.010408j 0.0107148-0.0110181j 0.0112025-0.0106938j -0.0201166-0.03047j 0.0109731-0.00666271j 0.011678+0.0389762j -0.000838137-0.000671j -0.00141558-0.00324684j 
0.00335157+0.00299244j 0.0017432+0.0071926j 0.0128026+0.004815j -0.00372755-0.0178403j 0.0230875+0.0118804j -0.00764423-0.00486638j 0.00320977+0.0118737j 0.0211418+0.00559834j -0.00670959-0.0100559j 0.0243869+0.00210009j -0.0314633-0.0064101j 0.0137331+0.00803259j -0.0147386-0.0218538j -0.00928877-0.00689762j 0.00907815-0.00904431j -0.0110502-0.0168824j -0.00417841-0.0123672j -0.00132417-2.99863e-05j 0.00573135+0.0100925j -3.05564e-05-0.00382864j 0.00222332+0.0135029j 0.0178883-0.0243013j 2.83101e-05+0.00849834j 0.0210201-0.00575216j -0.00917831-0.0112413j 0.0213517+0.0117951j -0.00379757-0.00423856j 0.0217648+0.00546304j 0.00454666-0.0155908j -0.00281984-0.00802786j 0.00502026-0.0110654j -0.00604993+0.002596j 0.00196211+0.0146188j 0.0106999+0.0191042j -0.000867026+0.0115587j -0.00379769+0.00632948j -0.00183427+0.00648682j 0.00113516-0.0187478j 0.000274088+0.000180957j -0.0210816+0.00179578j 0.00111424+0.0131265j 0.0103393+0.00894792j -0.00390829-0.0184028j 0.0017025-0.00343952j -0.00321379+0.00145965j 0.0123973+0.0085517j 0.0157286+0.0159785j -0.00284662-0.00291713j 0.00108599+0.000943912j -0.00850643-0.0021245j 0.013227+0.0137884j -0.0096277+0.0220338j 0.0102085-0.00381954j -0.00045806-0.0178953j -0.00370331-0.00136185j -0.00319558+0.00689298j 
4.52676e-05-0.0052054j 0.00226825+0.00257221j -0.00262573+0.00710701j 1.80102e-05-0.00115893j -0.0109824+0.0213901j 0.010308-0.0171979j -0.00716825-0.000472975j -0.018478+0.00122463j -0.0081542-0.0110481j 0.0111929-0.00945811j -0.00063842-0.0116125j -0.011739-0.00861151j 0.00319607-0.00302307j 0.00708422+0.0184793j 0.0214054+0.00502768j -0.00204345+0.0110574j -0.00215012-0.01038j -0.0168077-0.0181513j 0.00566142+0.0133904j -0.0161256-0.00444055j -0.00138385+0.00197861j -0.005845-0.00420804j 0.0160818-0.0274371j -0.00340448-0.0128031j -0.0216314+0.0175747j 0.00219803-0.00640523j -0.0163213-0.00120565j -0.0126851+0.00920833j -0.00418091+0.0024906j -0.0148287-0.00968797j -0.0143251+0.0165744j -0.00272008-0.00550525j 0.000520781-0.00698068j -0.0134936-0.00853311j 0.0195107+0.0157839j 0.00726865-0.0149327j 0.00928914-0.0149062j 0.0132957-0.00941132j -0.000100963-0.00458802j 0.0143561+0.00965848j 0.0226519+0.00466652j -9.64838e-05-0.00609075j -0.00807523+0.0110431j 0.00762593-0.00614358j 0.00750127-0.0118535j 0.00933367-0.000224725j 0.0171642-0.003091j 0.00165174-0.00210121j 0.0147667-0.00568692j 0.0091946-0.00747437j 0.00740405-0.00534061j -0.0298087-0.00540599j 0.000877482-0.0113471j 0.00732333+0.00377921j 0.00487254+0.00715588j 0.00462581-0.00494589j 
0.00432396+0.00503921j -0.000129198+0.00533493j 0.00713405+0.0106751j 0.00218384-0.0155622j 0.0353049+0.0235784j -0.00314555+0.00523387j -0.0299774+0.0118746j 0.0255727+0.00979212j 0.0119736-0.00399888j 0.0162347-0.0603741j -0.0139694-0.0012991j -0.00882367+0.0414557j 0.00818272-0.0312138j 0.0135128+0.0218889j 0.0140213+0.0296238j -0.029181+0.0339822j 0.000645489+0.0320806j 0.0200134+0.0125102j 0.0145159+0.00450582j 0.00308082-0.0105529j 0.000367873+0.0204996j 0.0131289-0.0221122j 0.00668051-0.0179308j 0.0262856+0.0174562j -0.00450261+0.00897091j 0.000712915-0.022767j 0.0189078-0.0395965j -0.00465702+0.0120366j 0.0138605-0.016709j 0.00495764-0.0124831j -0.0104001-0.00864447j -0.000392138+0.0461323j -0.0148155+0.0151059j -0.00972451+0.0388087j 0.0128319+0.0109211j 0.0243262+0.00427858j 0.0304285-0.00724006j 0.031422-0.00181324j 0.00888293-0.0124362j -0.0241133-0.0115826j 0.0170179-0.0261786j 0.020189+0.0456458j -0.0274902-0.00951442j 0.000328108-0.000844135j 0.000211142+0.0260084j 0.0380218-0.0138674j 0.00271215-0.0150329j 0.00954787-0.00408305j -0.0122652-0.0175382j 0.00460353-0.0111706j -0.00342493+0.0109481j -0.0155818+0.0165352j 0.00655008+0.000205225j 0.00913038-0.0108267j -0.00598474+0.0044953j 0.00264259+0.00556174j 
0.0017876+0.00378122j -0.00613598+0.00222516j 0.00948243-0.00937457j 0.0233608+0.000118996j 0.0106438-0.00784409j -0.0135635-0.0137916j -0.0190971-0.00878916j -0.0322623+0.00170827j -0.00834479-0.0323256j 0.0119622-0.0249202j -0.00262285-0.0105925j -0.00287596-0.0378372j 0.0112207-0.0206004j -0.00609399+0.000525083j 0.014375+0.0128348j 0.0135523-0.023968j -0.0254922+0.00452585j 0.0267315-0.00637526j 0.0272277-0.0112891j -0.0126543-0.0209068j -0.00200823+0.0195014j 0.00592517-0.0196179j 0.00232103-0.0104777j 0.0401762+0.0190864j 1.61706e-05+0.00287074j -0.00503044-0.00714513j 0.010328+0.00655401j -0.0138943-0.0264945j -0.000219185-0.0178317j -0.0107259+0.00511126j 0.00716588-0.0223427j 0.0138711+0.00672187j 0.0106298-0.0221104j 0.00527548-0.00136676j 0.01459-0.00492298j -4.70146e-05+0.0270366j 0.0149077+0.0118661j 0.022708-0.00309615j 0.00543968-0.0303156j -0.00652102+0.0276107j -0.0108143+0.00822064j -0.0203028-0.0104938j 0.00219118-0.0140973j -0.0137936-0.0125422j 0.00522927+0.00192367j -0.0112206-0.00770697j 0.01997+0.0195725j -0.00397386+0.00465524j -0.018281-0.00466067j 0.000162794-0.00742956j 0.00190647-0.00766943j -0.0115052-0.00444047j -0.000356922-0.000830011j 0.0134876+0.00412903j 0.00390712+0.00395074j 0.00275025+0.00045818j 
0.000270821-0.000261168j 0.00138214-0.000155419j 0.0039401-0.00599555j 0.0130181+0.00349929j 0.00206705-0.0135538j -0.000889895-0.00253429j 0.0141471+2.43498e-05j 0.00294445-0.0103088j -0.00795176-0.0232836j 0.0141857+0.0278891j 0.000808644-0.00601516j 0.00250069-0.000594438j 0.0131144+0.0117054j -0.0263603-0.020413j -0.00180061+0.00439203j 0.0116569-0.00944024j -0.00613133-0.00344013j -0.0116039-0.0083971j 0.0191389+0.00502023j -0.0153725+0.00574994j 0.0067194+0.0130708j 0.0185107-0.0116216j 0.00084992-0.00839196j -0.00055928-0.00887167j -0.00874971+0.00349083j 0.0113759+0.00932322j 0.0118331+0.006599j 0.00861227-0.0168402j 0.00529103+0.00787504j -0.0168222-0.00918241j -0.0120372-0.00352497j 0.00860244-0.00782737j -0.00735053-0.00133118j 0.0109888+0.00131528j -0.0166481-0.00851563j 0.000900218+0.00693337j -0.0236031-0.0160307j -0.027669-0.00387318j -0.00911512-0.00151817j 0.00184065+0.00628881j -0.0180743+0.00888719j -0.0120945-0.00883539j 0.0265075-0.0112172j -0.0141336-0.00131267j -0.00984297+0.0111112j -0.0165932+0.00208809j -0.00822452+0.0193249j 0.000995083+0.0134798j -0.0115378+0.00276889j -0.00924301-0.000435425j -0.00130798+0.00491536j 0.00754983+0.00813211j -0.00115203+0.00425804j -0.00378964-0.00186084j -0.00337284-0.00122631j 0.00032844+0.00225692j 
0.0021798-0.00118472j 0.00216956+0.00433831j -0.000218349+0.0180658j -0.0020114+0.00390081j -0.00499513+0.0187301j -0.0117502-0.00286504j -0.0155116-0.00269762j -0.0248083+0.01579j -0.00436168+0.0145821j -0.0079599-0.00264388j 0.023799-0.0241992j -0.00831323+0.00314849j -0.00820789+0.000393686j 0.0248039+0.00239482j -0.0151828+0.0133781j 0.00250688+0.0155457j -0.0179647-0.00625133j -0.00428003-0.0140354j -0.0102342-0.00440095j 0.0143431-0.012103j 0.00476953+0.0018753j -0.0228545+0.00509265j -1.84583e-05+0.00419407j -0.00818171+0.00150264j 0.000569232-0.0132481j -0.00946913-0.000915423j -0.0124439-0.00693125j -0.00714911+0.010573j 0.0146881+0.00252798j -0.00505833+0.00199785j -0.0132201-0.00645103j -0.000296606+0.00952576j 0.0211339-0.0157781j -0.00371368-0.01122j 0.00358015+0.00625541j -0.00195082+0.00707458j 0.0246694-0.00110464j 0.000615377-0.0034231j -0.00016806+0.0108157j 0.0215344-0.0112274j -0.000880085+0.00213996j -0.0047996+0.000536795j -0.00737443+0.020523j -0.00142977+0.0176412j -0.000764034+0.000444667j 0.00877346+0.00121422j -0.00732963-0.0196159j 0.0105393-0.0172308j 0.000556122-0.00320089j -0.00221694+0.0023355j -0.0116174-0.0141324j 0.000694911-0.0120087j -0.00499799+0.000139245j 0.00770447+0.00703832j 0.000118751+0.00336001j 0.000842476+0.00128455j 
0.00256733-0.00815412j 0.00377039+0.0031062j -0.00922517+0.016376j 0.00489543+0.00867532j -0.0248736+0.0142499j -0.0104928-0.00977692j -0.00202122+0.00057118j -0.0269237+7.38758e-06j -0.00908029+0.000954302j -0.00558068-0.00596074j 0.00435997-0.0242259j 0.00642-0.00156637j 0.00116348+0.0163818j -0.00342713+0.000394495j 0.0117059-0.00141983j -0.0159287-0.00934622j 0.00568812-0.0125851j 0.00164929-0.000300211j 0.0162704+0.0121112j -0.0189834+0.0060228j -0.0140207+0.00797084j -0.0122443-0.00248795j -0.014397-0.010499j -0.00474945-0.0169364j -0.0116709-0.0128398j -0.00386111-0.0116573j -0.0267574-0.00878533j 0.00155303+0.00650926j -0.00265629+0.00821392j -0.000107621-0.00654292j -0.00476498+0.00797146j 0.00698957+0.00719227j 0.0239831-0.008787j -0.00865166-0.0213746j -0.00345925+0.0143471j -0.000653746-0.0020352j 0.0078472+0.000112875j 0.00481514+0.00165961j 0.00242723+0.0163033j 0.0244127-0.00338596j 0.0201922+0.020279j 0.0145389+0.00297982j 0.0070335-0.00423645j -0.00498755-0.000979326j 0.00939744-0.0154014j -0.00659336-0.00445248j -0.00645933+0.011036j -0.00501856-0.00562019j 0.0103743+0.00439599j -0.0102732-0.00617257j -0.00757295-0.0108034j -0.00112976+0.0009717j -0.00131393-0.000131795j 0.000154025-0.000454657j -0.00241189+0.00434235j 0.00510046-0.00164278j 
-0.00014438-0.0058141j 0.00400864+0.00293651j 0.00787416+0.0288257j -0.00460241-0.00191059j 0.00143735+0.0179044j -0.0349128+0.0103439j -0.00653897-0.00657225j -0.00108274+0.0183747j -0.0025327+0.0164369j -0.0399728+0.0472478j -0.00222166-0.00714121j 0.0113081+0.00634186j -0.00704699+0.0020611j 0.00355281-0.0135046j -0.0156913-0.00895192j -0.00551476-0.0050005j 0.00201586+0.000723695j -0.03031+0.00672752j 0.00592273-0.00434727j -0.000404845-0.00349706j -0.0165979+0.00981277j -0.0338779+0.0233949j -0.00972475+0.0105651j -0.00583286-0.0109311j 0.00647737-0.0196602j 0.0215814+0.000523298j 0.00146452-0.00757854j 0.00703759+0.00637122j 0.00103915+0.000742244j 0.0128562-0.00035451j -0.0120349-0.00906984j 0.0115393-0.0143324j 0.0288581-0.0033247j 0.0038336-0.00465717j -0.0146298-0.0109586j -0.0187449+0.0377886j -0.00923899+0.00361938j -0.00465996+0.00370774j -0.00177635+0.0183915j 0.0114791+6.29874e-05j -0.00406833+0.0183204j -0.00438432-0.0246893j -0.00309022+0.0167585j -0.00501237-0.0130128j -0.00783231-0.023953j -0.00935025+0.00201757j -0.0163951-0.0103707j 0.00108386-0.0150643j 0.00902824+0.00511545j -0.0236465+0.00899052j -0.0274815-0.0159647j -0.00185462+0.0115368j -0.00453369-0.00445879j 0.00520098-0.0100117j -0.0056303+0.0035197j 0.000985061+0.00654177j 
-0.00433167+0.00133851j -0.000412069-0.010027j -0.0127512-0.0271461j -0.00871935+0.016422j -0.0126082-0.0376427j 0.0341772+0.0127213j 0.0202428+0.00149438j 0.0139193-0.0217702j -0.00536575+0.00144225j -0.00421371+0.00874752j -9.31667e-05+0.0130001j -0.00607188+0.0175725j -0.00480702+0.00142441j -0.00708565-0.00858624j -0.00596986-0.014366j 0.0145992+0.00205588j 0.00549751-4.31691e-05j 0.00562115+0.0269883j -0.033515+0.00238106j 0.000226882+0.00468297j 0.00547538-0.0230789j 0.0206739+0.0158698j -0.0182008+0.00551324j -0.014664-0.00629825j -0.0172758-0.0068776j -0.0253777+0.00235971j -0.00770284+0.028566j -0.00642114-0.0126835j -0.0105222+0.0132177j -0.00334739+0.00123496j 0.0129696+0.0108479j -0.00163556+0.00516059j -0.0182128+0.00842649j 0.00689374-0.0145795j -0.0120086-0.00928385j 0.0166196-0.0262335j -0.0161223-0.00119553j -0.00802857+0.0104137j 0.004669+0.00260172j 0.0129125-0.00772771j -0.00883673-0.00188765j -0.00455834-0.00032601j 0.0159268+0.000758916j 0.00559731+0.00838432j 0.00107097+0.00426904j -0.0215648-0.00425417j -0.00559314+0.00524631j -0.00425128+0.0130903j -0.00844947-0.00394271j 0.00441408+0.00903744j 0.00232004+0.00490812j 0.0113257+0.00317906j -0.00407245-0.000528853j -0.00497365-0.00522294j 0.00462951-0.00561386j -0.0028535-0.00246377j 
0.00321975+0.000659225j 0.00359445+0.0101858j -0.00118335+0.0162588j -0.0105079-0.00994138j 0.00418484+0.0238834j 0.00226785-0.00448036j 0.00308873+0.00386377j 0.00212874+0.00768583j -0.00376014+0.0178483j 0.031606+0.00218544j -0.000817046-0.0182678j -0.0048507+0.00573737j 0.000358951+0.00344661j -0.00364477-0.00184915j -0.00250028+0.0118767j -0.00927767+0.00233926j -0.00265414-0.0202801j -0.00242666-0.0309197j 0.0103559-0.00371703j 0.00995725+0.00836251j 0.0072103-0.0139107j -0.00736928-0.00282809j 0.00217327+0.00587376j -0.0151597-0.000466553j 0.00887895-0.0182622j 0.0060586+0.00739123j 0.00632935-0.0237418j 0.00359465+0.0146902j 0.0162366+0.00146809j 0.00192373+0.0100703j -0.00508936-0.00297172j -0.0159908-0.00306763j 0.00440362-0.00034275j 0.000663745+0.00959041j 0.00575163+0.0188679j -0.017719-0.00847955j 0.00559083+0.00174794j -0.0130844-0.0126622j -0.00395101+0.0160554j 0.00246964-0.0128011j 0.00635147+0.014197j 0.0196687+0.00419739j -0.0160481-0.00393484j -0.00692603+0.000111726j -9.17022e-06-0.00712666j 0.0265963+0.0164412j 0.00325776-0.00314781j 0.00893901-0.0193468j 0.00948979+0.0143729j -0.00147193+0.00591943j 0.0104054+0.00711296j 0.00532612-0.000257947j 0.00262287+0.00310927j -0.00993531-0.00373188j -0.00246667-0.00293446j -0.0019835+0.00150107j 
-0.00122276-0.00768039j 0.00260087+0.00455892j -0.00531176+0.0114845j 0.00515065-0.000119209j -0.0113434+0.00872703j -0.0115355+0.00569601j 0.0171243-0.012207j -0.000121858-0.0407327j -0.0120736-0.0218432j 0.00433862+0.0104023j -0.0152541+0.00542383j 0.00209894+0.0125562j 0.0169075-0.0231771j -0.0243966-0.00588292j -0.026783+0.0252705j 0.028886-1.33349e-05j 0.00115259+0.0208109j -0.0245033+0.00571542j 0.00624725+0.00688741j 0.0232301+0.0200109j 0.00239922+0.0214102j -0.00198518+0.00797957j 0.00234503+0.0115727j 0.00744705+0.00417278j -0.0012061+0.0257261j 0.0115571-0.00397557j 0.000880391-0.00155089j 0.00308369-0.0160629j -0.00623595+0.000631884j -0.0188164-0.00574819j -0.0205376+0.00463152j 0.0108441-0.0140554j -0.0178929+0.00269707j 0.00601519-0.00793813j -0.014169-0.0136857j -0.017334+0.000882185j -0.0287435-0.000146613j -0.00483924+0.0140527j 0.0117808-0.00173665j -0.0184973+0.00658174j -0.0143749+0.00677151j -0.00615328-0.01829j -0.0146591+0.00408336j -0.0102338-0.0106713j 0.00838547-0.00592558j 0.00709763-0.00326442j 0.00066336-0.0238923j 0.00909832+0.00108288j 0.006924+0.0187241j 9.62427e-05+0.0101469j -0.0138786-0.000165764j 0.00872278+0.00326146j 0.00578322+0.0011031j -0.0114855-0.0136747j -0.00165813-0.000820873j -0.000132281-0.0015835j 
-0.00262944+0.00463818j -0.00712327-0.00461838j 0.00350633-0.00047929j -0.015045-0.00810668j 0.0312017-0.000912032j 0.0191112+0.0253494j 0.0142269+0.0127066j 0.015134+0.0135232j 0.0145769+0.0273345j 0.00771854-0.00224637j -0.00929288+0.00168776j -0.0250175+0.00655564j 0.00407332+0.00219266j 0.0224311+0.00391103j -0.00838341-0.00214751j 0.012715-0.00309502j 0.0108669+0.0170007j 0.00261131-0.0335848j -0.0216063-0.0104136j 0.00176815-0.00926386j 0.00274017-0.0168704j 0.00652499+0.00253527j 0.0144416+0.00898605j -0.0164378-0.00391286j 0.0194173+0.0233672j -0.016305+0.00656972j 0.034459+0.00168686j -0.0192043+0.0122665j -0.0148397-0.0121279j 0.00283399+0.0124701j 0.00204588-0.00120855j -0.0074567+0.00365874j 0.00572186+0.00518106j 0.0110898+0.0179985j 0.0203005+0.00884051j 0.00129629+0.0111909j 0.0120759-0.00247215j 0.0157952-0.00020921j 0.0121321-0.000374012j 0.00465397-0.000797269j -0.000664976-0.00761098j 0.0103466+0.00520755j -0.00855389-0.000434663j 0.0104531-0.00983792j -0.0148001+0.0132417j 0.0162489+0.00500555j 0.0033527-0.00698684j 0.00662346-0.0121611j -0.00391366-0.00777574j 0.00872201-0.00302782j 0.00505103+0.0133055j -0.0105351+0.00216455j -0.00452429-0.00463472j 0.00276388+0.00602509j 0.00193844-0.00274101j -0.00210717-0.00240727j 
-0.005822+0.00681606j -0.000481038-0.0135235j -0.00625466-0.0221099j -0.0148814+0.0129496j 0.0032428-0.03068j 0.0252494+0.0275488j 0.0251447-0.000820459j 0.0221619+0.00196102j 0.00673017+0.0218248j -0.00335264+0.0136456j -0.0169759-0.00686459j -0.00233874+0.023645j -0.00925156-0.00366398j 0.0229482+0.00364831j -0.00820503-0.0477367j -0.0193143-0.0400072j 0.0499093+0.0261196j -0.000275334-0.017676j 0.00161206-0.00207274j -0.0178174+0.0167128j -0.023581-0.0176418j 0.0132255+0.025774j -0.010707+0.0120247j -0.0236523-0.0190393j 0.000876888+0.00263075j -0.0150123-0.0124869j -0.00104476-0.00187584j 0.0108447-0.0213691j -0.00571236+0.00584592j 0.00558788+0.0365319j 0.0289361-0.0148687j 0.0166057-0.00905627j -0.00845741+0.0164144j 0.00135863-0.00669416j 0.0103311-0.0129399j 0.0138789+0.0142304j -0.00938858-0.00410978j 0.0171199+0.00998765j -0.00902475+0.0109107j -0.00643191+0.00556935j 0.00671579-0.0187159j 0.0127572+0.0139718j 0.00314253-0.0101903j -0.00726171-0.0292419j -0.0130544-0.000813461j -0.00707593+0.0025485j -0.013527+0.0283188j -0.013597-0.00806024j 0.0017573+0.00764254j -0.00673709+0.00818471j 0.00214752+0.00511067j 0.00387658-0.00435384j -0.0123948-0.000446501j -0.00493508+0.0108606j 0.00209942-0.00788164j -0.00346855-0.0034604j 
-0.000227095+0.0134492j -0.00777538-0.000884236j 0.0108268-0.0320186j 0.00762803-0.00272128j 0.00625639-0.016953j -0.00408336-0.00803288j 0.00700636+0.00588422j -0.0445129+0.0266056j -0.0196358+0.00958584j -0.0134616-0.0330881j 0.0127924-0.0151636j 0.00347269-0.0356459j -0.0245633+0.0246307j 0.0169995+0.00945937j 0.0019116-0.00917952j 0.0136122-0.0339468j -0.0264961-0.00643676j 0.00381856-0.0219968j 0.00519477-0.0197561j -0.022057-0.0229968j -0.0225365-0.0147061j 0.0100635-0.00180548j 2.22972e-05+0.00599605j -0.0059252+0.0117745j 0.000869806-0.00919991j -0.0161131+0.013014j -0.00435275+0.0108694j -0.00836759-0.00154378j 0.00535528-0.00360563j -0.00361603+0.00711873j 0.0193859-0.00886179j -0.000950668-0.00801509j 0.00202383-0.0152893j 0.00010415-0.00044751j 0.0158619+0.000462751j 0.000244955+0.00433273j 0.0105806-0.0058343j -0.024209-0.00668517j -0.0162764-0.0134173j 0.00448611+0.021902j -0.0143744-0.0121487j -0.0148208+0.00346823j 0.0383082-0.00774713j -0.00253473+0.0170984j -0.0147689+0.0048629j -0.0130376+0.00620973j -0.00230655+0.0224289j -0.0113526+0.0144788j -0.000188251-0.00546983j 0.00938269-0.0192484j 0.0229425-0.0115095j 0.00413412-0.0315776j -0.00214078+0.00939865j 0.00471152+0.040314j 0.00551504-0.00304648j -0.00393471-0.0067878j 
-0.00628828-0.000263979j -0.00503947-0.000708207j 0.0127308-0.025684j 0.0229896+0.000446399j -0.00962966-0.0235198j 0.00119219+0.00889722j -0.00211212-0.0123372j -0.00371624-0.0148767j 0.020057-0.00878075j -0.0142823-0.0495353j 0.016922+0.0232311j 0.00902384-0.00143892j 0.0162593+0.000371526j -0.00453794+0.0190477j -0.00952327+0.00931498j -0.0165158-0.0115239j -0.0145457+0.000633648j 0.0125432+0.0205481j 0.0206648-0.00368649j -0.00915817-0.000940408j -0.00230345+0.019011j 0.0114501-0.00639912j -0.00416205+0.0116884j 0.0109335+0.00790024j 0.011136+0.0247378j -0.00558221-0.0190687j -0.000362069+0.00545212j 0.00383928-0.0347478j -0.00071096-0.00893799j 0.0229934+0.0030531j 0.0342225-0.0136073j 0.00208926+0.0151415j -0.0089924+0.00178433j -0.00840415-0.00936256j 0.00192945-0.0225216j 0.0146896-0.00308456j 0.0116677+0.0020491j 0.0120112+0.0100826j 0.000931326-0.00717267j -0.0235429+0.00259504j 0.00529601-0.0300647j -0.0116315+0.0352304j 0.00320432-0.00728985j -0.0119604+0.00664996j 0.00379921+0.012899j -0.0139481-0.0144492j -0.00572886+0.0181225j -0.0155285+0.0161224j -0.0139086-0.00341176j 0.0130188-0.0024654j 0.00464795+9.76537e-05j 0.0211142-0.0156257j -0.00732009+0.0105548j -0.00377831+0.0156575j 0.00294122-0.0049072j -0.00495624-0.00220774j 
0.000293282+0.00706171j -0.00406723+0.00431733j 0.014618-0.00972209j 0.00862307-0.0127661j 0.0342051+0.000459215j -0.0109519+0.00252768j -0.00789691+0.00145109j -0.00165216+0.0179026j -0.0123252-0.0249134j 0.0102286+0.00983571j -0.00392257-0.015108j -0.0220072-0.0137241j 0.00314135-0.0143456j 0.0140977+0.00457631j -0.00998122+0.00578826j 0.0145877+0.00104039j -0.0138556+0.0233737j -0.00528051-0.0312791j 0.0104206-0.00578466j -0.00333433-0.0252878j 0.00499282+0.016045j 0.0238656-0.0195602j 0.0149574-0.00450229j 0.00726275+0.0224921j 0.00819552+0.0311582j 0.0102703+0.00113368j 0.0240167-0.00910795j -0.00655224+0.000704026j -0.00613656-0.0090493j -0.0153653-0.00364231j -0.0145055-0.00658746j 0.0107872-0.0149145j -0.00240038-0.0283504j 0.0193169+0.0083628j 0.00874107-0.0151466j -0.00421176+0.024441j 0.0101927-0.0119052j 0.0114025+0.00717862j 0.00919105-0.0224705j -0.0154212+0.0200534j -0.0227748-0.00726403j -0.0116685-0.0120193j -0.00109481-0.0112275j 0.00335553-0.00548851j -0.0145308+0.0105325j 0.0152644-0.00468476j 0.00490506-0.0112061j 0.0110619+0.00424525j -0.00794095-0.00937659j 0.00103581-0.00643175j -0.00473552-0.00239077j -0.01828+0.00896226j -0.00115874-0.00504443j 0.00800401-0.00212664j -0.00209172+0.00435673j 0.00163459+0.00304296j 
-0.000614036-0.00810639j 0.0034637-0.00926103j -0.013619-0.00469721j 0.00450331+0.0224967j -0.0227427-0.00741308j -0.00214764+0.002977j -0.000244833-0.012162j 0.000583066-0.0223041j 0.00982913-0.0338222j -0.00367425+0.00314515j 0.000612524+0.00541234j 0.000393511-0.015228j -0.000111737+0.00718496j -0.0134025-0.000900596j 0.00576724-0.0251593j 0.00844056+0.000217893j 0.0271697-0.00968213j 0.000242382+0.0334695j -0.0050762+0.00988951j 0.00188122+0.0139451j 0.00838254+0.00879978j -0.00854747-0.00135947j -0.00771302-0.0183973j 0.011515-0.00211941j -0.00609103+0.0015767j 0.00579629-0.0186967j -0.00588326+0.00617295j -0.00964895-0.00475438j -0.010496-0.000742593j -0.00245929-0.0134084j -0.00822616+0.00876525j 0.0233841+0.0105565j -0.00703142-0.00732676j 0.00201062-0.0202193j -0.0130194-0.00173432j 0.00304486-0.00663683j -0.00836477-0.00219887j 0.0193774+0.00459737j -0.00021207-0.0100826j 0.00973784-0.00475336j 0.0214217+0.00422832j -0.0294671-0.0102526j 0.00312067+0.00389623j 0.00367726-0.00524909j 0.0127404-0.00861219j -0.0202888-0.0184365j 0.00348903+0.0135469j -0.00400124+0.0140312j -0.0023897-0.0101544j -0.000531274+0.00311175j -0.0171939-0.00531617j -0.00780375+0.00551968j -0.00162988-0.00761259j 0.00751176-0.012555j 0.00240034+0.00779081j 0.0064551+1.29801e-05j 
-0.00420283-0.00232177j -0.00396966+0.00231462j 0.00603275+0.0130899j 0.00313603-0.00702846j -0.00144598-0.00603253j -0.0341859-0.00605683j -0.0307635-0.0093627j -0.00568013+0.0286111j -0.0149997+0.0127922j -0.0308123+0.0222633j 0.0137632-0.0146548j -0.00088304-0.000239914j -0.0125169-0.00295936j 0.011024-0.00645461j -0.00473761-0.00748501j -0.0039206-0.00426331j -0.0134424+0.0136334j -0.00363876+0.00829616j -0.00686579-0.0230934j 0.00971493-0.0173591j -0.00767931-0.000649589j -0.0364245+0.0208667j -0.00204374+0.00896335j -0.00151987-0.005877j 0.00892991-0.014516j 0.0214698+0.000412907j -0.00458393+0.00338082j 0.0145128-0.00435684j 0.00905818+0.00281257j 0.0151635+0.0140559j 0.00154774-0.0147672j 0.00566304-0.0040039j 0.0105908-0.00056426j -0.000705839-0.00072296j -0.00774186-0.0221152j -0.0144803+0.00937837j -0.00632238+0.00577804j -0.0203067+0.00304771j -0.0055952+0.0134624j 0.00207964+0.00826974j -0.0104879+0.000885471j -0.0233052+0.00594194j 0.00427916+0.0126254j -0.00965393-0.00457069j -0.0116567-0.0219664j -0.00406713+0.010956j -0.0244874-0.025277j -0.000456924-0.00142104j 0.0112577+0.00307953j -0.0181286+0.0065304j -0.00904887-0.016722j 0.0107994-0.0111668j -0.000217004+0.00783925j 0.000150272+0.00600783j -0.005817+9.3026e-05j -0.000803225+0.00269949j 
