-0.0070671+0.000779612j -0.00440262-0.00911296j -0.0110366-0.0067086j 0.0109022+0.00879987j -0.0176435+0.00225101j 0.0066723-0.01783j 0.00542334+0.00196346j -0.0176631+0.00431872j 0.00595403+0.00341816j -0.00475034-0.0154936j 0.00498565+0.0061236j -0.0100357-0.0119842j 0.00450811+0.00531266j 0.0112086+0.00970574j -0.000379999-0.00979647j 0.0121992-0.0118301j 0.0147589+0.00374073j -0.00170285-0.0051185j -0.0135626+0.00554343j 0.000744103+0.00171388j -0.00268794+0.00253926j 0.00425225+0.00927387j 0.012667-0.0106257j -0.00661949+0.0028656j -0.00427651+0.00531715j -0.0138415-0.00856924j -0.0119445+0.00447984j -0.0100238-0.00915821j -0.0036099+0.00116662j -0.0161365+0.00394284j 0.00135202+0.0134478j 0.00476031-0.00829421j 0.00465917-0.0110566j -0.00742897-0.0109156j 0.0145497+0.00945402j 0.00221755-0.00535811j 0.00761807-0.0125951j 0.00719221+0.0105709j -0.00703794-0.0183353j 0.0127098+0.0108308j 0.00522846-0.0122993j -0.00366184-0.00614257j 0.00368482+0.00598763j 0.00973647-0.000646904j -0.00467962+0.00492053j -0.00339026-0.00409283j 0.00346936+0.00924325j 0.00458592+0.00948491j 0.0164141-0.010408j 0.0107148-0.0110181j 0.0112025-0.0106938j -0.0201166-0.03047j 0.0109731-0.00666271j 0.011678+0.0389762j -0.000838137-0.000671j -0.00141558-0.00324684j 
0.00337962+0.00682243j 0.0023064-0.00313865j -0.00461933-0.00987842j 0.0089083+0.00941516j -0.00619719-0.00860934j 0.0054635-0.000940875j 0.00818936-0.0156105j -0.0330574-0.00498178j -0.00223165+0.000967112j -0.00361451-0.0259716j 0.0176734+0.00333454j 0.0036677-0.0117172j -0.0106991-0.00291155j 0.00541558+0.0134996j -0.0299618+0.00230284j 0.0206707-0.0128258j -0.0127801+0.016059j -0.00363656-0.0181603j -0.00303369-0.00214372j 0.00325881+0.0140337j -0.000735779+0.00861517j -0.0055024+0.0198761j 0.00536768+0.00304928j 0.00329028+0.0177611j -0.00283457+0.00853998j -0.00691193-0.00372791j -0.0120875+0.00218562j 0.00750961-0.00990767j 0.0128097+0.00527088j -0.0110135+0.0138727j 0.00628316-0.00428833j -0.0056779-0.0162819j 0.0056421-0.015969j -0.00610836-0.00642377j 0.0161146-0.00701334j 0.00463506-0.00636854j 0.0068475-0.0028241j -0.00537931-0.00266316j -0.00919232-0.00346963j 0.00515908+0.0100812j -0.00870597-0.0120851j -0.00580354-0.000315069j -0.00408438+0.0100348j -0.0030682+0.00328793j 0.00303985+0.0171187j -0.000930001+0.00715267j -0.000139416+0.000786666j 0.00206346-0.00947318j -0.00549293+0.00244439j 0.000639645+0.00463991j 0.0067977-0.00300539j 0.00835569-0.0315209j -0.00575552+0.00712393j -0.00025662+0.0264447j 0.00429193-0.00191675j 0.00150957-0.00772152j 
-0.00644177+0.00366833j 0.0137796+0.00156314j -0.0114032-0.00877548j -0.0210221+0.00534908j -0.0319112-0.00243152j 0.0287605-0.013449j 0.00694244-0.0060564j 0.02086-0.0378563j 0.00272755-0.0076511j 0.0276022+0.0158021j -0.0306128+0.0226672j -0.00177621+0.00898042j 0.00660277-0.0140369j -0.000817361-0.000236074j -0.00472313+0.0216674j -0.002865+0.0230806j 0.0469228+0.0128032j -0.00213988+0.0008128j -0.0201714+0.0124566j 0.0306552+0.0235962j 0.0156959-0.00141615j 0.0153916-0.00157733j 0.0184245-0.0138459j -0.0109957-0.00984699j -0.0177425+0.0438774j 0.000250934-0.00542549j -0.00166801+0.0197293j -0.00419352-0.0199895j -0.000544499+0.00867609j -0.0299544+0.0115048j 0.00335559+0.0222362j 0.00258219-0.0147709j -0.0181344+0.0112968j 0.00878175-0.0110893j 0.0147062+0.0121862j 0.00746478-0.0242117j -0.0190346-0.00690969j 0.0143446+0.0205015j 0.00159598-0.0213334j -0.0163587+0.0055982j -0.0102208-0.00145924j 0.00612215-0.00653785j -0.0207002+0.0115541j 0.00943641-0.00626398j 0.00575334+0.0154033j 0.014747-0.0102102j 0.0351147-0.0173831j 0.0139425-0.00111458j 0.0069601+0.00591579j 0.0177948+0.0102175j 0.00774073+0.00914661j -0.0178112-0.00774296j 0.0152584-0.0100091j -0.0049147+0.00141256j 0.0077994+0.000510787j -0.00177807-0.00854831j 
-0.00114849-0.000112263j 0.00854508-0.00424883j 0.00444739-0.00614424j 0.00799376-0.000566783j -0.00321729-0.0123031j -0.0175704+0.00764532j -0.00962454-0.0189842j -0.0168264-0.00440151j -0.0147598-0.034966j -0.0255415-0.00959128j -0.00208017+0.00243543j -0.0046941+0.000385562j 0.0145849+0.00216623j -0.0130725-0.0125612j 0.00460557-0.000837289j 0.00793733-0.00112222j -0.00129585+0.000775302j 0.0084801+0.0351058j -0.0141501-0.0120036j -0.00307654+0.00541978j -0.000693745+0.0233463j -0.000732206+0.00421448j -0.00928199-0.00387871j 0.0304078+0.0061145j 0.00165675+0.0168689j 0.004219-0.0082315j 0.00197783+0.00976036j -0.0124867-0.00988617j -0.0134592-0.000804931j -0.00201902-0.0210732j -0.0128411-0.0115201j 0.0123363+0.0236716j -0.00221753-0.0200043j 0.009836-0.00973142j -0.0144552-0.028721j 0.000834106+0.00579635j -0.00434721+0.00984079j 0.0211656+0.0113027j 0.0143145-0.0182673j 0.0125255+0.00719473j -0.0069815-0.0154165j -0.0381721-0.00952824j 0.0132973-0.00190105j 0.00311966-0.00772643j 0.00560466-0.00466957j -0.0262573-0.0249818j -0.00498383-0.00782951j 0.00254271+0.0169367j -0.00934116-0.0198583j -0.00987889+0.00282738j -0.0186067-0.00899077j -0.003286+0.00601626j -0.00620286-0.00291943j 0.0119694-0.00682213j -0.00174192+0.00733174j 0.00323172+0.00362463j 
0.0101944+0.00797206j 0.00149566+0.00296953j 0.00770141-0.0178106j 0.0107379-0.000823269j -0.0192662-0.00383587j -0.0166262-0.00964372j -0.00489182-0.00366893j -0.021792-0.00442979j 0.00205868-0.00852375j -0.00431468-0.0223459j 0.0307771-0.00429983j 0.0236095-0.0233201j -0.00574791+0.00436104j -0.00740886+0.00662994j -0.0153817+0.0164353j 0.000593311-0.0114075j -0.042078-0.0209873j -0.0170204-0.00310705j 0.03291-0.00316306j -0.0108826+0.00210399j -0.000940825-0.00125861j -0.00385168-0.00212126j 0.00310947+0.00433789j 0.0116663+0.00686771j 0.00104055-0.005133j -0.00486364-0.000444997j -0.00745932-0.00149312j 0.00282282-0.0168026j 0.0150148+0.00848268j 0.00647347+0.0157748j 0.00972666-0.0151536j -0.00584116-0.00764097j 0.00245766-0.00362087j -0.0071183-0.00140612j -0.00345413-0.00785076j -0.00328673-0.0044416j -0.00635305+0.0114129j -0.0205645-0.0121455j 0.000957683+0.00302477j -0.0081322+0.00419962j -0.00172093+0.000422241j -0.0152736-0.000635582j 0.00151123-0.00383662j -0.0194154+0.00656795j 0.0140643+0.00666783j -0.0140087+0.0137765j -0.0060089+0.0139412j -0.0174994-0.00115754j -0.0114284+0.0149981j -0.00306018+0.00224462j 0.00833272+0.00163641j 0.0308739-0.0166922j -0.000276351+0.0161921j -0.00906831+0.0111684j -0.000916279-0.00649963j -0.000719055-0.0024396j 
-0.0141645+0.00598746j -0.0188273+0.00904115j 0.0339481-0.0223339j 0.012353-0.026567j 0.0623933-0.030553j 0.00838562+0.0245744j 0.0242307+0.019628j 0.0114486+0.0369042j -0.00785945+0.0322335j 0.0117763+0.00211402j 0.00922671-0.000265664j -0.0147686-0.00633549j -0.0222015+0.00809789j 0.0222115-0.00427617j -0.00563906+0.017072j 0.0112541-0.0112252j -0.0394249+0.0318508j 0.00285894-0.0436343j -0.00170759-0.0133647j -0.0203286-0.0378353j 0.00449754-0.00576066j 0.0136797-0.0176202j -0.00477008+0.0215004j -0.00426225+0.0339791j 0.00904628+0.0125849j 0.00846854+0.0295103j 0.0426048-0.0045649j 0.00872469+0.00772695j 0.0151567-0.00469109j 0.0113261+0.0210629j 0.0163839-0.0133965j -0.00758247-0.0138633j 0.000621463-0.0166026j 0.0244135+0.0322283j 0.0102715-0.0108915j -0.00319861+0.0120353j 0.00635163-0.00265088j -0.0322461-0.0120525j -0.00282224-0.00591807j -0.0176238+0.01184j -0.0302596-0.00402347j 0.0167334+0.0136407j 0.0172937-0.00806693j -0.00193841+0.00529437j -0.0289281+0.0270577j 0.0114347+0.0186745j -0.00855175+0.00775253j 0.00678593-0.000967982j -0.0259929-0.00997902j 0.00690824-0.00976827j 0.0105286+0.0173573j 0.0158808+0.0073648j -0.0131869+0.0114888j -0.00522358+0.010477j -0.00157953-0.012748j -0.00685519+0.00385393j 
0.0173466-0.00242581j 0.00422122-0.00616627j -0.0250843+0.0198327j -0.00462402+0.012295j 0.00295735+0.0291817j -0.0138591-0.00732312j -0.0147831-0.00328702j -0.00381283+0.00441044j -0.0161121-0.00288604j -0.0034265+0.00561218j -0.00871482-0.00726146j 0.00595228+0.00772327j -0.0111376-0.0237972j -0.00580908+0.0118149j 0.00267684+0.0146122j 0.00899139+0.0120452j 0.0140167+0.00272647j -0.00112746-0.0077669j 0.024309+0.00849641j 0.000468456+0.0148874j 0.00890703+0.015026j -0.0199237+0.001709j 0.00402107-0.014708j 0.00737334-0.00179026j -0.00523383-0.00333557j 0.0162103-0.0155987j -0.00585799-0.0114048j -0.00078169+0.0124431j 0.000560476+0.0046039j -0.00652392-0.0207508j -0.0255684+0.00143247j 0.00132279+0.00378064j 0.0125003-0.000905602j 0.00325749-0.000941693j -0.00322239+0.0122699j -0.0125271+0.0124368j -0.00385701+0.00741789j 0.0141569-0.00345808j 0.00394912+0.00381096j 0.00284847-0.00659419j -0.00105586+0.0100379j 0.0130616-0.00721483j -0.0146407+0.000719784j -0.0020615-0.00314762j 0.00872089-0.00917941j 0.01521-0.00450635j 0.00185336-0.0147343j 0.0160605-0.00625242j 0.00851467-0.000164762j -0.00630946-3.51746e-06j -0.0161085-0.00520228j -0.0149464+0.0154115j 0.00532883-0.0077593j 0.00406605-0.0215769j -0.0029618+0.00777226j 0.00621518+0.00359637j 
-0.0206319+0.0030467j 0.00625552+0.00320625j 0.00809832-0.0210874j -0.0107436-0.00500729j -0.00750908-0.0374072j 0.0365684+0.015792j 0.0167632-0.00236766j 0.0116543-0.0174244j 0.00673588+0.00590771j -0.000870422+0.00884707j -0.00865556+0.0249156j -0.0154474+0.00588661j 0.0103182+0.0156757j 0.00918164-0.011318j 0.0137935-0.00824509j -0.00855289+0.00493441j 0.00040863+0.0130939j 0.00983856+0.00935303j -0.0570324-0.000895321j 0.00488927-0.00598894j -0.000932624-0.0232209j 0.0156108-0.0017838j -0.0155169+0.0121538j -0.000329887+0.00166476j -0.0107247+0.0239942j -0.0147227+0.0141434j 0.0092396+0.0238027j -0.0137131-0.00524184j -0.0118379+0.00954523j 0.00850444+0.0121201j 0.0151175+0.00653157j -0.00887726+0.0163326j -0.0185774+0.00182798j 0.00821732-0.000501977j 0.00136477-0.00873732j 0.0158912-0.024312j -0.00504175+0.00857789j -0.00535826+0.0103607j 0.00130235-0.0133525j 0.00872922-0.00156693j -0.00579797-0.0126005j -0.00124848+0.0066212j 0.0128757+0.00574681j 0.0133458+0.00904851j -0.000142567+0.0074328j -0.0144878-0.0113574j 0.00798471+2.25269e-05j 0.00102323+0.0131312j -0.0136724-0.0132441j 0.0130387+0.00493377j 0.00631442+0.013818j 0.00874064+9.22918e-05j -0.00338536-0.00164092j -0.00406581+0.00666083j 0.00531584-0.00277542j -0.00257772-0.00546018j 
0.00851434+0.00667381j -0.0118619+0.00635939j 0.0185847-0.02635j 0.00350976-0.00175979j 0.0126703-0.010445j -0.022249-0.00532153j -0.00840121-0.00281199j 0.00324889-0.000503847j 0.000780025-0.00760747j 0.0155473-0.0234303j 0.0375648-0.00821053j 0.0213867+0.0163378j 0.0017288-0.042732j 0.0168695+0.00341105j -0.0300489+0.0450593j 0.00176945-0.0090409j -0.0270938-0.000977212j 0.00285551-0.00313374j 0.0394013-0.0144292j 0.0157812+0.00989351j -0.00408321+0.0275329j 0.00305122-0.00436023j 0.00724511+0.0217641j 0.0279795+0.0207966j 0.0148404+0.00661106j 0.00154286+0.00614891j 0.000203398-0.00638386j 0.0215384-0.0162327j 0.0212395-0.00402794j 0.00324778+0.00736837j 0.00803818-0.0216453j -0.00291039-0.00882945j -0.00562929-0.00273542j -0.00507951+0.00398914j -0.0107928-0.0317017j 0.00455697+0.00787568j 0.00462812+0.00303679j -0.0037227-0.00196919j 0.00275158+0.00322233j -0.0273733+0.00673289j -0.014203-0.0324319j -0.00922617+0.0179851j -0.00638734-0.00449748j -0.0171837+7.60743e-05j 0.00976317+0.0276924j 0.00158036+0.00641629j -0.0202182-0.00799401j -0.00201878-0.00130273j -0.024917+0.0119709j 0.000776539+0.00759682j -0.00754376+0.00708368j 0.0373467-0.0162738j -0.00784892+0.0181171j -0.00586818+0.010129j -0.00030415-0.0114673j -0.00831795+0.00236567j 
0.00880182-0.0136916j -0.0160069+0.00628199j 0.0218968+0.0404239j 0.0100315-0.0219164j 0.0519359+0.0345995j -0.0146614+0.00860205j 0.00319202-0.0133861j -5.00108e-05+0.0221263j -0.0108787-0.00880697j 0.0234246+0.00604116j -0.0269916-0.023827j 0.00773791+0.0111522j -0.00484799-0.0261736j -0.018478-0.00341584j 0.0267888+0.000364504j -0.0105455+0.0180806j -0.00875505-0.00777442j -0.00839024-0.0155448j 0.0489204+0.00235158j -0.0138181-0.0217231j -0.000615903+0.00559729j 0.000668605-0.0310075j 0.0094749-0.00380153j 0.0014972-0.00787618j 0.00537172-0.000204022j 0.0234956+0.00327406j 0.021588-0.0162504j 0.00799864+0.011729j 0.0164073-0.0176861j -0.00529532-0.00281757j -0.00707106-0.0121824j -0.00394861-0.00410958j 0.00624285+0.00583739j 0.00591994+0.0191344j -0.00471001+0.0125606j -0.020809+0.0176089j -0.00440279+0.00347625j -0.00953807-0.0130649j 0.00597314+0.00551605j -0.0347912-0.000858569j -0.00481771+0.0343065j 0.0193876+2.43861e-05j -0.0102608-0.0105933j -0.0132524-0.0168081j -0.0146248-0.0144511j 0.0337294+0.00963669j 0.0156442-0.00944553j -0.00344603-0.0139743j 0.0175596+0.010135j -0.0104844-0.00853446j 0.00816562-5.78469e-05j -0.01142+0.0286632j 0.0138445-0.00162215j -0.000405344-0.0278648j -0.0102554+0.00128842j -0.00308783+0.00925792j 
-0.00406782-0.000611605j -0.00233765+0.00513186j 0.00640199-0.0127951j 0.00895989+0.00383493j -0.0219728-0.0227902j 0.00313082-0.0191033j 0.00182799+0.00181236j -0.00991284-0.0121706j 0.00218407-0.00183227j -0.00183754-0.0278517j 0.00372832+0.0110502j 0.0154239-0.00673028j 0.00944306+0.00449363j -0.0084251+0.00829484j 0.00670709+0.00588129j -0.0148871-0.0148566j -0.0214877-0.00600504j 0.00870142+0.0158941j 0.00561055+0.00300327j -0.00357908+0.00793998j 0.00275347-0.00281959j 0.00891226-0.0151349j 0.00478566+0.00233678j 0.00808486+0.000432051j 0.00126824-0.00150122j -0.00253351+0.00462618j -0.00867445+0.00667833j 0.00921417-0.00514178j 0.00121173+0.0073614j 0.00208583+0.0019904j 0.0168185-0.0056388j 0.00108095+0.00355018j -0.00665118-0.00198926j -0.000981248-0.00659415j -0.00642306-0.00264109j 0.00700847-0.0172814j -0.00372377+0.00813007j -0.0138201-0.00489318j 0.00781097-0.00516992j -0.00918251+5.36949e-06j -0.00371753-0.00990023j -0.00328719+0.0148825j 0.0148077-0.00849685j -0.00750258+0.0055183j 0.0137122+0.0113698j -0.0123896-0.00130449j 0.00361272+0.0129057j -0.0222527+0.00692073j -0.00906171+0.00438487j 0.00318381-0.00394612j 0.00900082+0.00386376j 0.0244187-0.00646082j -0.00206864+0.0119122j -0.00803441+0.00813602j 0.00336352-0.00724941j 0.000148938-0.00452782j 
-0.00108431+0.00686518j -0.00628058+0.00110054j -0.00542664-0.00771486j 0.00687843+0.00535119j 0.0123756+0.0102451j -0.0134501-0.00560716j 0.0181189+0.0152001j -0.00826175+0.0110035j -0.0208533+0.00742214j 0.015264+0.00322373j -0.0159288-0.00800385j -0.0127831-0.024924j -0.00473956-0.00863768j -0.00747226+0.0013443j 0.00773198+0.0103558j 0.0142968-0.0122539j -0.014077+0.00186996j -0.00762277-0.0268033j 0.0295694-0.00194855j -0.0132713-0.0138169j -0.000826118+0.00544013j 0.0137248-0.0118345j 0.0232623-0.0128083j 0.0128102+0.0133769j 0.000930646+0.00580091j 0.00583702-0.00175129j 0.0137565-0.00474478j 0.00184669-0.000782456j 0.00641575-0.00158896j -0.021385+0.000815074j -0.00560462-0.00787969j 0.0019623-0.0198542j 0.00891715-0.0150148j 0.0144976+0.00352541j 0.0129893+0.00667865j -0.00558392+0.00834927j -0.00310944-0.0048215j -0.0193303-0.00803466j -0.000834158-0.0176957j -0.0051885+0.0145278j -0.0160401+0.0183613j -0.00951139-0.017737j 0.0177439-0.0108849j -0.00972847-0.00272516j -0.0137875-0.000294148j -0.0024993+0.00709036j 0.0125844+0.0120251j -0.00219176+0.00752479j 0.000234293-0.00096187j 0.00334175-0.0115567j 0.0125537-0.00212788j -0.0125158-0.00267448j 0.00434688-0.000778269j 0.0031623+0.00450301j 0.00299123-0.00136715j 0.00247666-0.000639108j 
0.0034677-0.0115724j -0.0126634-0.0140778j -0.010908+0.00345021j 0.0128271+0.0300715j -0.0126636-0.014707j 0.0276321-0.0122435j 0.00763007-0.0145674j -0.0160183-0.0279036j -0.00632861-0.0202989j 0.0224782+0.0059093j -0.0203702+0.0100339j 0.00295706-0.00368167j 0.00884087-0.0201597j -0.0116662+0.00469603j 0.0167656-0.00256862j 0.0163279+0.00882547j 0.013522+0.00278225j 0.012736+0.00677545j 0.000629365+0.013188j -0.00427167+0.00196403j 0.0062721-0.00463844j 0.0161427-0.00878369j 0.0136167-0.0144243j -0.00265815-0.00102779j -0.0113149+0.00869456j -0.00430487-0.0049919j -0.00499282+0.01271j -0.00725083-0.0101161j -0.0118832+0.00447025j -0.0178354-0.00140407j 0.00391413+0.0184458j 0.00864225-0.00221623j -0.0130147-0.00700495j -0.000113205-0.0108924j -0.00352703+0.00458217j 0.000755671-0.0144103j -0.011053-0.000525769j -0.00309785+0.0107764j 0.000180766-0.0199822j 0.00268704+0.0109264j -0.00311639+0.00611987j -0.0103352-0.0171342j 0.00668578+0.0106377j 0.00231807-0.00585436j 0.00504403+0.00128474j -0.000408102-0.00547508j 0.0234353+0.00417754j -0.00214059+0.0171582j 0.00462308-0.000619661j 0.00839024-0.00354466j 0.00985914+0.00618914j -0.00598838-0.00945634j 0.0058401-0.00360378j -0.000954182+0.00494037j 0.00431895+0.00193394j 0.000408817-0.00841643j 
-0.0099341+0.0028424j -0.00720353-0.00138923j 0.00941174-0.0247784j -0.000687329-0.00659403j 0.0312168-0.0196671j 0.0360121+0.00810014j 0.00479137+0.0195023j 0.0158423+0.0298484j 0.00902521+0.0288349j 0.0221495-0.0249738j -0.00225279+0.00160555j -0.0307201+0.000732991j 0.00286098+0.000594719j 0.0267782+0.00953279j -0.0150181-0.0191545j -0.0014291-0.00593617j 0.0177514+0.0320977j 0.00878683-0.0419654j -0.0110714+0.00577169j -0.0122317-0.0145738j -0.0039344-0.00603657j 0.0224588+0.00464103j 0.00442338-0.00414043j -0.00900491+0.011118j 0.00626397+0.0125894j -0.0129716-0.00298652j 0.0172001-0.000993398j -0.0030005-0.00922801j -0.00441124-0.0147577j -0.00316691+0.0176015j 0.0123273+0.00314246j 0.00298771-0.0101558j 0.00654286-0.00131719j 0.00904994+0.0260967j 0.0388154+0.0232496j 0.0125679+0.0187695j 0.0296192-0.0250964j 0.024585+0.00737707j -0.0114694-0.00888742j 0.0137513+0.00646822j 0.0024284-0.0217472j 0.0190142+0.0163733j -0.00208366-0.00972754j 0.0141499-0.00913623j -0.0225971+0.0278144j 0.00776253-0.0037764j 0.00894081+0.0284718j 0.0161192-0.0111724j -0.0118104-0.0219736j 0.00739829-0.00879355j 0.00790987+0.0145599j -0.0280898-0.0111652j -0.0174291-0.00766383j 0.00920193+0.0272689j 0.00759051-0.0024358j -0.00459135-0.00312498j 
-0.0061799+0.000679665j -0.0151149+0.00942449j 8.50866e-05-0.0145564j 0.0178367+0.0127573j -0.000137196-0.00299863j 0.00141953-0.0284402j -0.0038129-0.00721633j -0.0332415-0.00944235j -0.00509698-0.0209165j 0.0223476-0.0364715j 0.0182659-0.00110244j 0.00512745-0.0341949j 0.00771349-0.0323472j -0.000876476+0.0325703j 0.0107857+0.0269773j 0.0152705-0.0227124j -0.0337266-0.0050569j -0.00365421+0.00168116j 0.0489153-0.00513286j -0.00218459+0.0002498j -0.00152769+0.0267646j 0.0109187-0.0258813j 0.0312391-0.0095346j 0.0414679+0.020822j 0.00589549+0.00878612j -0.0124453-0.008981j -0.00415099+0.00651105j 0.000941096-0.0188338j 0.0223063-0.00566978j -0.0168606-0.00272176j 0.00480883-0.0205458j 0.0034174-0.00606193j -0.00391586-0.0173706j -0.00343389-0.0187117j 0.0169522-0.00224385j -0.000865283-0.00894477j 0.00902975+0.000942565j -0.00831025-0.0134078j -0.000394223-0.0227456j -0.0154552+0.0119854j -0.0152736-0.0143388j -0.024155+0.0113195j 0.0203469-0.0149355j -0.0157155+0.00850448j 0.00916509+0.0159762j -0.00683129-0.0048254j 0.0116968+0.0178891j -0.0119899+0.0141828j -0.00676177-0.00675338j 0.00573012-0.00920549j 0.0212857-0.000320396j 0.00952511-0.0321145j 0.000711628+0.00515801j 0.00340225+0.0255481j 0.0100933+0.000832889j -0.000239875-0.00973111j 
-0.00686476-0.00679945j 0.000627237+0.00661533j 0.00556042+0.0241497j 0.0215805-0.00784107j 0.00413917+0.0140071j -0.0211513-0.00355835j -0.0240846+0.00650962j -0.00192241+0.0112558j 0.00711406-0.0069499j -0.0121358-0.00539285j 0.006159-0.0116737j -0.0155624-0.00115704j 0.0200446-0.0124313j 0.00790533+0.0120205j -0.00969169-0.0024697j 0.0034684-0.00465245j -0.0101517+0.0178538j -0.00583015-0.00537011j 0.00789308+0.00415662j -0.00177889-0.0153163j -0.000366452+0.0290464j -0.014693+0.00213219j 0.00626064+0.00277998j 0.0200254+0.0153023j 0.00836364+0.004224j 0.00785982-0.0170057j 0.00162339-0.014207j 0.00110117-0.00259831j -0.00264213-0.0131622j -0.000262927-0.00549318j -0.0167011-0.0102061j 0.0131554+0.0039352j 0.0172843-0.0143664j 0.000474733+0.00465627j 0.0118959+0.00946331j 0.00423329+0.018242j 0.0247751-0.0104358j 0.025165+0.00648243j 0.0023607-0.00104111j 0.0137106+0.000820989j 0.00775942-0.00488706j 0.00078392+0.00623905j -0.00351103-0.00454605j 0.000461425-0.00442422j -5.15314e-05+0.00435932j -0.000196881-0.013792j -0.00378339-0.00193182j 0.0159622-0.0116894j -0.00903487-0.019783j -0.0104998-3.59331e-05j -0.0151025-0.0111563j -0.0240436+0.000856281j -0.00725528-0.0085092j 0.0187035+0.00544461j -0.00136801+0.00727642j 0.00395122+0.00355682j 
-0.00277683+0.0081115j 0.00635247-0.006042j -0.0021029-0.021924j 0.00414479+0.010432j -0.0165992-0.0196712j 0.0197088-0.0165713j 0.00635686+0.00463974j -0.0129957+0.0137098j 0.00308017+0.0172301j 0.00552688+0.0112941j 0.0077477+0.00295952j 0.00389174-0.0245996j -0.00159278+0.0202556j 0.00458102-0.00859998j -0.0249292-0.009886j 0.00878108-0.029393j 0.0115102+0.00547463j -0.00283913-0.0376585j -0.00122452+0.008078j -0.0069449+0.0137644j -0.00138465-0.0149051j 0.0015167+0.0185273j -0.000667362-0.00949831j -0.02252+0.015692j -0.00509768-0.0159868j -0.00622181+0.00185426j -0.0103437+0.00128886j 0.00990581-0.00770906j -0.0031403+0.00312194j -0.0128052+0.01019j 0.00635923+0.00559797j 0.0128587-0.0297845j 0.0183538-0.0164736j 0.000273063-0.00395525j 0.0124476+0.0095338j 0.00477005+0.00891621j 0.00865552-0.0150798j -0.00556207-0.00187084j -0.0116717+0.00146236j 0.0372074+0.0142303j 0.00102223+0.00334982j -0.000882494-0.023528j 0.0108988-0.00134669j -0.000300135-0.012601j -0.00280352+0.0117502j -0.0202235+0.0119403j 0.000591453+0.0326045j 0.00139104-0.0115841j -0.00817103+0.00171975j -0.00527745-0.00187527j 0.00206475+0.00373406j -0.00540589-0.0205115j -0.018145-0.00567562j 0.0058886+0.0249686j 0.00736307-0.00296184j -0.000530836-0.00492289j 
0.00755523+0.00368184j -0.00638202+0.000752932j -0.00343694+0.0194673j 0.00036921-0.00136391j 0.0190481+0.032839j -0.00649114-0.0157287j -0.0125176-0.00226513j -0.0171859+0.0114414j 0.00408353+0.000217572j 0.0170749-0.0406263j 0.0147123-0.0133527j -0.00208164+0.000969623j -0.00491136-0.0166158j 0.00898436+0.0262646j 0.0119512+0.0209661j 0.00368722+0.0196306j -0.0169413-0.00188145j -0.00213434-0.0127989j 0.0191624-0.00387903j 0.0135267-0.00356174j 0.00276312+0.0099591j -0.00437099-0.0217899j 0.0245642-0.0169317j 0.0101656+0.00198134j 0.000106298+0.000405039j -0.0102154-0.000513381j -0.00230053-0.00944425j 0.000224343+0.0143452j 0.0249657-0.00363313j -0.0138031+0.00208633j -0.00755645+0.00699152j -0.00743314+0.00124436j 0.00415412+0.00545864j -0.0159086+0.00290265j 0.0199287+0.0184832j 0.00605114-0.00991907j 0.0314105-0.00739158j -0.00593441-0.0146352j -0.00182755-0.00290611j -0.0160083-0.0023529j 0.0079041+0.00627121j 0.0167419+0.0247126j -0.0130303+0.00903196j -0.00707987+0.0104524j -0.00412275+0.00833077j 0.0392725+0.00660866j 0.0114123-0.0219127j 0.000452222-0.00229665j 0.0108487+0.00358573j 0.0144649-0.0156603j 0.0180266-0.00786057j -0.00185956-0.0154254j 0.00878526+0.00525325j 0.00406774+0.00455444j -0.000632325+0.00260745j 0.00250427+0.00044432j 
-0.00390394-0.00517361j -0.00665222-0.00409785j 0.0111766-0.0164796j 0.0186896-0.00102966j 0.0018785-0.0335326j -0.0162965+0.00474487j -0.0106393-0.00855601j 0.000228639+0.00374328j -0.00261502-0.0147746j -0.0300726-0.00273873j 0.018936+0.0088643j -0.00665539-0.0019421j 0.0225873-0.00928695j -0.00457012-0.00929335j -0.00620564+0.00785452j 0.00470391-0.0102454j -0.0243028+0.00818136j 0.0156945+0.0204567j -0.0014429-0.0120962j -0.00786966-0.0100866j -0.00161273+0.0169267j -0.00304773+0.00956151j -0.00805127+0.0119559j 0.0294262+0.0208321j 0.00727764+0.0129929j 0.00184053-0.00180828j 0.00651754+0.0061877j -0.00229457-0.0139068j -0.0096405-0.00158106j 0.0141918-0.00520757j 0.0026259-0.0152592j 0.00443334+0.00684324j -0.00112227-0.0205703j 0.00512622-0.00369556j -0.0122158-0.038283j 0.00715856+0.00754234j -0.00436741+0.0114381j 0.00395271+0.0113703j 0.00885301-0.0121829j -0.000944166+0.0101096j -0.0112784-0.0185551j -0.0291745-0.00688307j 0.0138937-0.00105982j -0.00264008-0.00345695j 0.00358865+0.00428133j -0.0317225-0.0122599j -0.0159367-0.00352733j -0.00250415+0.0142445j -0.020881-0.0177138j -0.00658432+0.00481748j -0.016501-0.00446789j 0.0130223+2.27433e-05j -0.010361+0.00523291j 0.00573289+0.00534422j -0.000871396-0.0025797j -0.00147055+0.00302466j 
