0.0640447-0j 0.0103352-0j 0.00843863-0j 0.00121801-0j 0.00105483-0j 0.000124313-0j 5.67408e-06-0j 0.0588852-0j 0.00931056-0j 0.00736065-0j 0.0049071-0j 0.00106242-0j 0.00122677-0j 0.00043373-0j 0.000102231-0j 0.000108433-0j 9.03605e-06-0j 3.36754e-07-0j 0.0384285-0j 0.0388267-0j 0.00599109-0j 0.00605318-0j 0.00464068-0j 0.00468877-0j 0.000669824-0j 0.00423634-0j 0.000676766-0j 0.00428024-0j 0.000748886-0j 0.000499258-0j 0.000756647-0j 6.24072e-05-0j 0.00043237-0j 0.000504431-0j 6.30539e-05-0j 0.00043685-0j 8.82571e-05-0j 4.41285e-05-0j 8.91717e-05-0j 5.2006e-06-0j 6.36941e-06-0j 4.45859e-05-0j 5.25449e-06-0j 6.43541e-06-0j 4.11143e-07-0j 4.15404e-07-0j 1.29498e-08-0j 1.3084e-08-0j 
1.62915e-07-0j -6.30322e-06-0j 2.14659e-08-0j 0.000142182-0j -6.4332e-07-0j -0.00207441-0j -0.40272-0j 1.4979e-07-0j -5.67833e-06-0j 1.87237e-08-0j 1.24825e-08-0j 0.000124019-0j -7.48186e-07-0j 1.10331e-09-0j -0.00170593-0j 1.26577e-05-0j 0.0142177-0j -0.151468-0j 9.7753e-08-0j 9.8766e-08-0j -3.65385e-06-0j -3.69171e-06-0j 1.18048e-08-0j 1.19271e-08-0j 7.81907e-05-0j 1.07763e-08-0j 7.9001e-05-0j 1.08879e-08-0j -4.56731e-07-0j -3.04487e-07-0j -4.61464e-07-0j -0.00104139-0j 1.09985e-09-0j -3.07643e-07-0j -0.00105218-0j 1.11124e-09-0j 1.03025e-05-0j -2.69131e-08-0j 1.04093e-05-0j 0.00818285-0j -0.000106286-0j -2.7192e-08-0j 0.00826765-0j -0.000107388-0j -0.0291811-0j -0.0294835-0j -0.0207506-0j -0.0209656-0j 
-0.000276533-0j -0.406998-0j -3.64364e-05-0j 0.000501207-0j 0.000214752-0j 7.69998e-05-0j 5.8739e-06-0j 0.000245445-0j -0.00182985-0j -0.00593448-0j 2.04537e-05-0j 0.0816327-0j -0.000241103-0j 1.80787e-06-0j -6.11281e-05-0j -4.30734e-05-0j -7.21657e-06-0j -4.0412e-07-0j -0.000165927-0j 0.000167546-0j 0.00121972-0j -0.00123162-0j -2.00376e-05-0j 2.02331e-05-0j 0.00027563-0j 0.00353813-0j -0.000278319-0j -0.00357265-0j -0.029491-0j 0.000101643-0j 0.0297788-0j -0.007477-0j -1.86689e-06-0j -0.000102635-0j 0.00754995-0j 1.8851e-06-0j 3.63175e-05-0j 8.9841e-06-0j -3.66718e-05-0j 4.30251e-06-0j 3.94523e-06-0j -9.07175e-06-0j -4.34449e-06-0j -3.98372e-06-0j 4.25623e-07-0j -4.29775e-07-0j 1.87906e-08-0j -1.89739e-08-0j 
-3.95047e-05-0j 0.000607555-0j 0.000751442-0j 0.482158-0j 6.20083e-05-0j -0.00104463-0j -0.000160612-0j -6.29312e-07-0j 9.48283e-06-0j -7.8664e-08-0j 1.51941e-05-0j -5.04743e-05-0j -0.000180378-0j -4.63532e-09-0j 0.00214873-0j -5.15151e-06-0j -2.64967e-06-0j -2.48249e-07-0j -2.37038e-05-0j 2.31196e-05-0j 0.000352187-0j -0.000343507-0j -2.86251e-06-0j 2.79196e-06-0j -0.00183671-0j 0.000377237-0j 0.00179144-0j -0.000367939-0j 4.40234e-05-0j -0.00850319-0j -4.29383e-05-0j -0.000524421-0j 3.85016e-05-0j 0.0082936-0j 0.000511495-0j -3.75526e-05-0j 0.0349372-0j 2.5941e-06-0j -0.034076-0j 0.0127066-0j -5.35235e-05-0j -2.53017e-06-0j -0.0123934-0j 5.22043e-05-0j -1.16379e-05-0j 1.13511e-05-0j -7.72461e-07-0j 7.53422e-07-0j 
0.000223472-0j 3.60627e-05-0j 0.406398-0j -0.00061355-0j -0.000707455-0j -4.14703e-05-0j 1.97987e-08-0j 0.000205469-0j 3.24875e-05-0j -0.00245549-0j -0.00496083-0j 3.70711e-06-0j 0.0590804-0j -0.000437099-0j -5.14969e-05-0j -7.27238e-05-0j -3.01439e-06-0j 1.17504e-09-0j -0.000130272-0j 0.000135479-0j -2.03097e-05-0j 2.11215e-05-0j 0.00150404-0j -0.00156416-0j -2.27069e-06-0j 0.00207322-0j 2.36145e-06-0j -0.00215609-0j 0.000242714-0j 0.000490356-0j -0.000252415-0j -2.11559e-07-0j -0.0406712-0j -0.000509955-0j 2.20015e-07-0j 0.0422968-0j -0.00412939-0j 4.32053e-05-0j 0.00429444-0j 2.54512e-06-0j 4.15024e-06-0j -4.49322e-05-0j -2.64685e-06-0j -4.31612e-06-0j 1.33252e-07-0j -1.38577e-07-0j -4.38996e-11-0j 4.56542e-11-0j 
-0.000239485-0j -0.35247-0j -3.15549e-05-0j 0.000434058-0j 0.000185981-0j 6.66838e-05-0j 5.08695e-06-0j -3.815e-06-0j 2.84417e-05-0j 9.22409e-05-0j -3.17917e-07-0j -0.00126884-0j 3.74752e-06-0j -2.81001e-08-0j 9.50128e-07-0j 6.695e-07-0j 1.12169e-07-0j 6.28133e-09-0j 0.000422909-0j 0.000140155-0j -0.00310879-0j -0.00103027-0j 5.10711e-05-0j 1.69253e-05-0j -0.000702518-0j -0.00901787-0j -0.000232819-0j -0.00298859-0j 0.0751658-0j -0.000259066-0j 0.0249105-0j 0.0190571-0j 4.75827e-06-0j -8.58562e-05-0j 0.00631567-0j 1.57692e-06-0j -9.25648e-05-0j -2.28984e-05-0j -3.06766e-05-0j -1.09661e-05-0j -1.00555e-05-0j -7.58868e-06-0j -3.63424e-06-0j -3.33246e-06-0j -1.08481e-06-0j -3.59515e-07-0j -4.78928e-08-0j -1.5872e-08-0j 
-3.42121e-05-0j 0.000260319-0j 0.000866452-0j 6.20083e-05-0j 0.485666-0j -0.00183104-0j 7.26707e-07-0j -5.45e-07-0j 4.0631e-06-0j 1.30943e-05-0j -4.54167e-08-0j 9.37105e-07-0j -0.000102902-0j -0.000222459-0j 1.35733e-07-0j 0.00174832-0j -3.08e-06-0j 8.97333e-10-0j -2.05281e-05-0j 2.00221e-05-0j 0.000150901-0j -0.000147182-0j 0.00047649-0j -0.000464746-0j 3.41004e-05-0j -2.26301e-06-0j -3.32599e-05-0j 2.20723e-06-0j -0.0036256-0j 1.25751e-05-0j 0.00353623-0j 4.78234e-06-0j -0.00422201-0j -1.22652e-05-0j -4.66447e-06-0j 0.00411795-0j -0.000863623-0j 0.0615952-0j 0.000842337-0j 5.32297e-07-0j 0.00892223-0j -0.060077-0j -5.19177e-07-0j -0.00870231-0j -1.01212e-05-0j 9.87178e-06-0j 2.32473e-09-0j -2.26743e-09-0j 
-3.22555e-05-0j 0.000496067-0j 0.00061355-0j 0.39368-0j 5.06296e-05-0j -0.000852935-0j -0.000131139-0j -2.96569e-05-0j 0.000446887-0j -3.70711e-06-0j 0.000716034-0j -0.00237865-0j -0.0085005-0j -2.18444e-07-0j 0.101261-0j -0.00024277-0j -0.000124868-0j -1.1699e-05-0j 1.88031e-05-0j -1.95547e-05-0j -0.000279374-0j 0.00029054-0j 2.27069e-06-0j -2.36145e-06-0j 0.00145698-0j -0.000299244-0j -0.00151521-0j 0.000311204-0j -3.49217e-05-0j 0.00674518-0j 3.63175e-05-0j 0.000415998-0j -3.05415e-05-0j -0.00701477-0j -0.000432625-0j 3.17622e-05-0j -0.027714-0j -2.05778e-06-0j 0.0288217-0j -0.0100796-0j 4.24577e-05-0j 2.14003e-06-0j 0.0104824-0j -4.41546e-05-0j 9.23183e-06-0j -9.60081e-06-0j 6.12757e-07-0j -6.37248e-07-0j 
-0.000225788-0j -3.64364e-05-0j -0.410609-0j 0.000619908-0j 0.000714787-0j 4.19001e-05-0j -2.00038e-08-0j 0.000200405-0j 3.16868e-05-0j -0.00239496-0j -0.00483856-0j 3.61574e-06-0j 0.0576242-0j -0.000426326-0j -5.02277e-05-0j -7.09313e-05-0j -2.94009e-06-0j 1.14608e-09-0j -0.000135479-0j 0.0001368-0j -2.11215e-05-0j 2.13275e-05-0j 0.00156416-0j -0.00157942-0j -2.36145e-06-0j 0.00215609-0j 2.38449e-06-0j -0.00217712-0j 0.000252415-0j 0.000509955-0j -0.000254877-0j -2.20015e-07-0j -0.0422968-0j -0.00051493-0j 2.22162e-07-0j 0.0427094-0j -0.00429444-0j 4.49322e-05-0j 0.00433633-0j 2.64685e-06-0j 4.31612e-06-0j -4.53706e-05-0j -2.67267e-06-0j -4.35823e-06-0j 1.38577e-07-0j -1.39929e-07-0j -4.56542e-11-0j 4.60997e-11-0j 
0.000197565-0j 0.290773-0j 2.60314e-05-0j -0.00035808-0j -0.000153426-0j -5.50113e-05-0j -4.19652e-06-0j -0.000353855-0j 0.00263807-0j 0.00855569-0j -2.94879e-05-0j -0.117689-0j 0.000347597-0j -2.60639e-06-0j 8.81279e-05-0j 6.20986e-05-0j 1.04041e-05-0j 5.82617e-07-0j -0.000115169-0j 0.000107537-0j 0.000846604-0j -0.000790501-0j -1.3908e-05-0j 1.29863e-05-0j 0.000191314-0j 0.0024558-0j -0.000178636-0j -0.00229306-0j -0.0204696-0j 7.05503e-05-0j 0.0191131-0j -0.00518976-0j -1.2958e-06-0j -6.58751e-05-0j 0.00484584-0j 1.20993e-06-0j 2.52078e-05-0j 6.23583e-06-0j -2.35373e-05-0j 2.98636e-06-0j 2.73837e-06-0j -5.82259e-06-0j -2.78845e-06-0j -2.5569e-06-0j 2.95423e-07-0j -2.75846e-07-0j 1.30425e-08-0j -1.21782e-08-0j 
4.03193e-06-0j -9.33378e-05-0j -5.07906e-05-0j 0.00104463-0j 0.00183104-0j 0.470279-0j -0.00234329-0j 6.42289e-08-0j -1.45683e-06-0j -7.67576e-07-0j 5.3524e-09-0j 1.5787e-05-0j 1.83519e-05-0j -1.36636e-07-0j -7.00869e-05-0j -0.000309699-0j 0.00244661-0j -4.84446e-06-0j 2.41926e-06-0j -2.35963e-06-0j -5.4106e-05-0j 5.27724e-05-0j -2.79314e-05-0j 2.72429e-05-0j 0.000574474-0j 2.66699e-07-0j -0.000560315-0j -2.60125e-07-0j 0.000646601-0j -4.50884e-06-0j -0.000630664-0j -0.00246941-0j -5.23192e-06-0j 4.3977e-06-0j 0.00240855-0j 5.10297e-06-0j -0.0072367-0j 0.000115101-0j 0.00705833-0j -0.000850087-0j 0.0484434-0j -0.000112264-0j 0.000829134-0j -0.0472493-0j 0.0162333-0j -0.0158331-0j -1.88757e-05-0j 1.84104e-05-0j 
-2.79341e-05-0j 0.000212549-0j 0.000707455-0j 5.06296e-05-0j 0.396545-0j -0.00149504-0j 5.93354e-07-0j -2.56836e-05-0j 0.000191477-0j 0.000617082-0j -2.1403e-06-0j 4.41619e-05-0j -0.00484934-0j -0.0104836-0j 6.39652e-06-0j 0.0823912-0j -0.000145148-0j 4.22877e-08-0j 1.6284e-05-0j -1.69348e-05-0j -0.000119703-0j 0.000124487-0j -0.000377977-0j 0.000393084-0j -2.70502e-05-0j 1.79514e-06-0j 2.81314e-05-0j -1.86689e-06-0j 0.00287602-0j -9.97525e-06-0j -0.00299097-0j -3.79361e-06-0j 0.00334912-0j 1.03739e-05-0j 3.94523e-06-0j -0.00348298-0j 0.000685072-0j -0.0488606-0j -0.000712453-0j -4.22246e-07-0j -0.00707758-0j 0.0508135-0j 4.39123e-07-0j 0.00736046-0j 8.0287e-06-0j -8.3496e-06-0j -1.8441e-09-0j 1.9178e-09-0j 
-0.000195538-0j -3.15549e-05-0j -0.355598-0j 0.000536856-0j 0.000619023-0j 3.62865e-05-0j -1.73238e-08-0j -3.11493e-06-0j -4.92514e-07-0j 3.72254e-05-0j 7.52067e-05-0j -5.62002e-08-0j -0.000895666-0j 6.62648e-06-0j 7.807e-07-0j 1.1025e-06-0j 4.56985e-08-0j -1.78137e-11-0j 0.000345304-0j 0.000114436-0j 5.38337e-05-0j 1.78409e-05-0j -0.00398667-0j -0.00132121-0j 6.01879e-06-0j -0.00549537-0j 1.99467e-06-0j -0.0018212-0j -0.000643347-0j -0.00129976-0j -0.00021321-0j 5.60768e-07-0j 0.107805-0j -0.000430749-0j 1.85842e-07-0j 0.0357272-0j 0.0109455-0j -0.000114522-0j 0.00362742-0j -6.7462e-06-0j -1.10008e-05-0j -3.79533e-05-0j -2.23574e-06-0j -3.64574e-06-0j -3.53202e-07-0j -1.17053e-07-0j 1.16362e-10-0j 3.85632e-11-0j 
3.25897e-05-0j -0.000501207-0j -0.000619908-0j -0.39776-0j -5.11543e-05-0j 0.000861774-0j 0.000132498-0j -2.89259e-05-0j 0.000435873-0j -3.61574e-06-0j 0.000698385-0j -0.00232002-0j -0.00829098-0j -2.1306e-07-0j 0.0987648-0j -0.000236786-0j -0.00012179-0j -1.14106e-05-0j 1.95547e-05-0j -1.97454e-05-0j -0.00029054-0j 0.000293374-0j 2.36145e-06-0j -2.38449e-06-0j 0.00151521-0j -0.000311204-0j -0.00152999-0j 0.000314241-0j -3.63175e-05-0j 0.00701477-0j 3.66718e-05-0j 0.000432625-0j -3.17622e-05-0j -0.00708321-0j -0.000436846-0j 3.20721e-05-0j -0.0288217-0j -2.14003e-06-0j 0.0291029-0j -0.0104824-0j 4.41546e-05-0j 2.16091e-06-0j 0.0105847-0j -4.45854e-05-0j 9.60081e-06-0j -9.69448e-06-0j 6.37248e-07-0j -6.43465e-07-0j 
-6.31229e-05-0j -0.0929034-0j -8.31717e-06-0j 0.000114408-0j 4.90204e-05-0j 1.75764e-05-0j 1.34081e-06-0j 0.000227123-0j -0.00169325-0j -0.00549148-0j 1.89269e-05-0j 0.075539-0j -0.000223105-0j 1.67292e-06-0j -5.6565e-05-0j -3.98581e-05-0j -6.67786e-06-0j -3.73953e-07-0j -3.78753e-05-0j -0.000401285-0j 0.00027842-0j 0.00294983-0j -4.57388e-06-0j -4.84598e-05-0j 6.29168e-05-0j 0.000807632-0j 0.000666597-0j 0.00855678-0j -0.00673178-0j 2.32017e-05-0j -0.0713225-0j -0.00170674-0j -4.26146e-07-0j 0.000245819-0j -0.0180827-0j -4.51498e-06-0j 8.29002e-06-0j 2.05076e-06-0j 8.78319e-05-0j 9.82113e-07-0j 9.00559e-07-0j 2.17276e-05-0j 1.04054e-05-0j 9.54133e-06-0j 9.71549e-08-0j 1.02935e-06-0j 4.28923e-09-0j 4.5444e-08-0j 
-1.84032e-07-0j 7.12025e-06-0j -2.42483e-08-0j -0.000160612-0j 7.26707e-07-0j 0.00234329-0j 0.454921-0j -2.93163e-09-0j 1.11134e-07-0j -3.66454e-10-0j -2.44303e-10-0j -2.42726e-06-0j 1.46432e-08-0j -2.15935e-11-0j 3.33879e-05-0j -2.47731e-07-0j -0.000278264-0j 0.00296448-0j -1.10424e-07-0j 1.07702e-07-0j 4.12746e-06-0j -4.02573e-06-0j -1.33349e-08-0j 1.30063e-08-0j -8.83258e-05-0j -1.21731e-08-0j 8.61488e-05-0j 1.1873e-08-0j 5.15933e-07-0j 3.43955e-07-0j -5.03216e-07-0j 0.00117637-0j -1.24241e-09-0j -3.35477e-07-0j -0.00114738-0j 1.21179e-09-0j -1.16379e-05-0j 3.04016e-08-0j 1.13511e-05-0j -0.00924351-0j 0.000120063-0j -2.96523e-08-0j 0.00901568-0j -0.000117104-0j 0.0329636-0j -0.0321511-0j 0.0234403-0j -0.0228626-0j 
0.000161311-0j 2.60314e-05-0j 0.293353-0j -0.000442884-0j -0.000510668-0j -2.99349e-05-0j 1.42914e-08-0j -0.000288922-0j -4.56825e-05-0j 0.0034528-0j 0.00697571-0j -5.21278e-06-0j -0.0830764-0j 0.00061463-0j 7.24128e-05-0j 0.000102261-0j 4.23871e-06-0j -1.65229e-09-0j -9.40352e-05-0j 8.78037e-05-0j -1.46603e-05-0j 1.36888e-05-0j 0.00108568-0j -0.00101373-0j -1.63907e-06-0j 0.00149653-0j 1.53045e-06-0j -0.00139736-0j 0.0001752-0j 0.000353958-0j -0.00016359-0j -1.52712e-07-0j -0.029358-0j -0.000330502-0j 1.42592e-07-0j 0.0274125-0j -0.00298075-0j 3.11873e-05-0j 0.00278322-0j 1.83717e-06-0j 2.9958e-06-0j -2.91205e-05-0j -1.71542e-06-0j -2.79727e-06-0j 9.6186e-08-0j -8.98119e-08-0j -3.16884e-11-0j 2.95885e-11-0j 
3.29206e-06-0j -7.621e-05-0j -4.14703e-05-0j 0.000852935-0j 0.00149504-0j 0.383981-0j -0.00191329-0j 3.02684e-06-0j -6.86547e-05-0j -3.61727e-05-0j 2.52237e-07-0j 0.000743977-0j 0.000864848-0j -6.43908e-06-0j -0.00330291-0j -0.0145949-0j 0.115299-0j -0.0002283-0j -1.91909e-06-0j 1.99579e-06-0j 4.29198e-05-0j -4.46352e-05-0j 2.21566e-05-0j -2.30422e-05-0j -0.000455703-0j -2.11559e-07-0j 0.000473917-0j 2.20015e-07-0j -0.000512918-0j 3.57665e-06-0j 0.000533419-0j 0.00195887-0j 4.15024e-06-0j -3.7196e-06-0j -0.00203716-0j -4.31612e-06-0j 0.00574053-0j -9.13043e-05-0j -0.00596997-0j 0.000674334-0j -0.0384278-0j 9.49536e-05-0j -0.000701286-0j 0.0399637-0j -0.0128771-0j 0.0133918-0j 1.49732e-05-0j -1.55716e-05-0j 
2.82235e-05-0j -0.000214752-0j -0.000714787-0j -5.11543e-05-0j -0.400654-0j 0.00151053-0j -5.99503e-07-0j -2.50506e-05-0j 0.000186758-0j 0.000601872-0j -2.08755e-06-0j 4.30734e-05-0j -0.00472981-0j -0.0102252-0j 6.23886e-06-0j 0.0803604-0j -0.00014157-0j 4.12454e-08-0j 1.69348e-05-0j -1.71001e-05-0j -0.000124487-0j 0.000125702-0j -0.000393084-0j 0.000396919-0j -2.81314e-05-0j 1.86689e-06-0j 2.84058e-05-0j -1.8851e-06-0j 0.00299097-0j -1.03739e-05-0j -0.00302015-0j -3.94523e-06-0j 0.00348298-0j 1.04752e-05-0j 3.98372e-06-0j -0.00351696-0j 0.000712453-0j -0.0508135-0j -0.000719404-0j -4.39123e-07-0j -0.00736046-0j 0.0513092-0j 4.43407e-07-0j 0.00743227-0j 8.3496e-06-0j -8.43106e-06-0j -1.9178e-09-0j 1.93652e-09-0j 
2.82235e-05-0j -0.000434058-0j -0.000536856-0j -0.34447-0j -4.43009e-05-0j 0.000746318-0j 0.000114747-0j 4.49602e-07-0j -6.77486e-06-0j 5.62002e-08-0j -1.08552e-05-0j 3.60606e-05-0j 0.000128869-0j 3.31163e-09-0j -0.00153512-0j 3.68041e-06-0j 1.89302e-06-0j 1.77358e-07-0j -4.98403e-05-0j -1.65174e-05-0j 0.000740518-0j 0.000245413-0j -6.01879e-06-0j -1.99467e-06-0j -0.00386192-0j 0.000793188-0j -0.00127987-0j 0.000262868-0j 9.25648e-05-0j -0.017879-0j 3.06766e-05-0j -0.00110266-0j 8.09544e-05-0j -0.00592523-0j -0.00036543-0j 2.68289e-05-0j 0.0734598-0j 5.45443e-06-0j 0.0243451-0j 0.0267173-0j -0.00011254-0j 1.80764e-06-0j 0.00885429-0j -3.72965e-05-0j -2.44703e-05-0j -8.10961e-06-0j -1.6242e-06-0j -5.38271e-07-0j 
2.44423e-05-0j -0.000185981-0j -0.000619023-0j -4.43009e-05-0j -0.346977-0j 0.00130816-0j -5.19185e-07-0j 3.89367e-07-0j -2.90282e-06-0j -9.35503e-06-0j 3.24472e-08-0j -6.695e-07-0j 7.35166e-05-0j 0.000158932-0j -9.6972e-08-0j -0.00124906-0j 2.20046e-06-0j -6.41086e-10-0j -4.3163e-05-0j -1.43045e-05-0j 0.000317289-0j 0.000105152-0j 0.00100188-0j 0.00033203-0j 7.17004e-05-0j -4.75827e-06-0j 2.3762e-05-0j -1.57692e-06-0j -0.00762328-0j 2.64408e-05-0j -0.00252641-0j 1.00555e-05-0j -0.00887732-0j 8.76266e-06-0j 3.33246e-06-0j -0.00294201-0j -0.00181588-0j 0.129512-0j -0.000601795-0j 1.11922e-06-0j 0.0187601-0j 0.0429211-0j 3.70918e-07-0j 0.00621723-0j -2.12812e-05-0j -7.05274e-06-0j 4.88804e-09-0j 1.61993e-09-0j 
-3.32618e-06-0j 7.69998e-05-0j 4.19001e-05-0j -0.000861774-0j -0.00151053-0j -0.387961-0j 0.00193312-0j 2.95224e-06-0j -6.69625e-05-0j -3.52811e-05-0j 2.4602e-07-0j 0.000725639-0j 0.000843531-0j -6.28037e-06-0j -0.0032215-0j -0.0142351-0j 0.112457-0j -0.000222673-0j -1.99579e-06-0j 2.01526e-06-0j 4.46352e-05-0j -4.50707e-05-0j 2.30422e-05-0j -2.3267e-05-0j -0.000473917-0j -2.20015e-07-0j 0.000478541-0j 2.22162e-07-0j -0.000533419-0j 3.7196e-06-0j 0.000538623-0j 0.00203716-0j 4.31612e-06-0j -3.75589e-06-0j -0.00205704-0j -4.35823e-06-0j 0.00596997-0j -9.49536e-05-0j -0.00602822-0j 0.000701286-0j -0.0399637-0j 9.588e-05-0j -0.000708128-0j 0.0403536-0j -0.0133918-0j 0.0135224-0j 1.55716e-05-0j -1.57236e-05-0j 
-1.50261e-07-0j 5.81366e-06-0j -1.97987e-08-0j -0.000131139-0j 5.93354e-07-0j 0.00191329-0j 0.371442-0j -1.38156e-07-0j 5.2373e-06-0j -1.72695e-08-0j -1.1513e-08-0j -0.000114387-0j 6.90075e-07-0j -1.01761e-09-0j 0.00157343-0j -1.16746e-05-0j -0.0131134-0j 0.139704-0j 8.75939e-08-0j -9.10949e-08-0j -3.27412e-06-0j 3.40498e-06-0j 1.0578e-08-0j -1.10008e-08-0j 7.00647e-05-0j 9.65632e-09-0j -7.28651e-05-0j -1.00423e-08-0j -4.09265e-07-0j -2.72843e-07-0j 4.25623e-07-0j -0.000933162-0j 9.85544e-10-0j 2.83749e-07-0j 0.000970459-0j -1.02493e-09-0j 9.23183e-06-0j -2.41162e-08-0j -9.60081e-06-0j 0.00733244-0j -9.52404e-05-0j 2.50801e-08-0j -0.00762551-0j 9.9047e-05-0j -0.0261484-0j 0.0271936-0j -0.0185941-0j 0.0193373-0j 
-2.32832e-05-0j 0.00035808-0j 0.000442884-0j 0.284174-0j 3.65464e-05-0j -0.000615681-0j -9.46613e-05-0j 4.17023e-05-0j -0.000628394-0j 5.21278e-06-0j -0.00100686-0j 0.00334475-0j 0.011953-0j 3.07166e-07-0j -0.142388-0j 0.000341372-0j 0.000175584-0j 1.64506e-05-0j 1.35728e-05-0j -1.26734e-05-0j -0.000201663-0j 0.000188299-0j 1.63907e-06-0j -1.53045e-06-0j 0.0010517-0j -0.000216006-0j -0.000982007-0j 0.000201691-0j -2.52078e-05-0j 0.00486893-0j 2.35373e-05-0j 0.000300284-0j -2.2046e-05-0j -0.00454627-0j -0.000280384-0j 2.0585e-05-0j -0.020005-0j -1.48538e-06-0j 0.0186793-0j -0.00727581-0j 3.06476e-05-0j 1.38695e-06-0j 0.00679365-0j -2.86166e-05-0j 6.66389e-06-0j -6.22228e-06-0j 4.42311e-07-0j -4.13e-07-0j 
-5.15396e-05-0j -8.31717e-06-0j -0.0937278-0j 0.000141503-0j 0.000163161-0j 9.56433e-06-0j -4.56618e-09-0j 0.000185445-0j 2.93214e-05-0j -0.00221618-0j -0.00447737-0j 3.34583e-06-0j 0.0533227-0j -0.000394501-0j -4.64782e-05-0j -6.56364e-05-0j -2.72062e-06-0j 1.06052e-09-0j -3.09251e-05-0j -0.000327648-0j -4.82129e-06-0j -5.10811e-05-0j 0.000357043-0j 0.00378283-0j -5.39037e-07-0j 0.00049216-0j -5.71104e-06-0j 0.00521438-0j 5.76175e-05-0j 0.000116405-0j 0.000610452-0j -5.02218e-08-0j -0.00965488-0j 0.0012333-0j -5.32095e-07-0j -0.102292-0j -0.000980271-0j 1.02565e-05-0j -0.0103859-0j 6.04183e-07-0j 9.8522e-07-0j 0.000108666-0j 6.40126e-06-0j 1.04383e-05-0j 3.16324e-08-0j 3.35142e-07-0j -1.04213e-11-0j -1.10412e-10-0j 
-2.88055e-06-0j 6.66838e-05-0j 3.62865e-05-0j -0.000746318-0j -0.00130816-0j -0.335984-0j 0.00167413-0j -4.58873e-08-0j 1.04081e-06-0j 5.48383e-07-0j -3.82394e-09-0j -1.12788e-05-0j -1.31112e-05-0j 9.76172e-08-0j 5.00725e-05-0j 0.00022126-0j -0.00174794-0j 3.46105e-06-0j 5.08681e-06-0j 1.6858e-06-0j -0.000113765-0j -3.77024e-05-0j -5.87293e-05-0j -1.94633e-05-0j 0.00120791-0j 5.60768e-07-0j 0.000400308-0j 1.85842e-07-0j 0.00135956-0j -9.4804e-06-0j 0.000450568-0j -0.00519225-0j -1.10008e-05-0j -3.14187e-06-0j -0.00172075-0j -3.64574e-06-0j -0.0152161-0j 0.000242015-0j -0.00504271-0j -0.00178742-0j 0.101858-0j 8.02054e-05-0j -0.000592362-0j 0.0337566-0j 0.0341325-0j 0.0113117-0j -3.96885e-05-0j -1.3153e-05-0j 
-2.01639e-05-0j 0.000153426-0j 0.000510668-0j 3.65464e-05-0j 0.286241-0j -0.00107918-0j 4.28305e-07-0j 3.61152e-05-0j -0.000269247-0j -0.000867714-0j 3.0096e-06-0j -6.20986e-05-0j 0.00681893-0j 0.0147416-0j -8.99451e-06-0j -0.115855-0j 0.0002041-0j -5.94631e-08-0j 1.17544e-05-0j -1.09755e-05-0j -8.64062e-05-0j 8.06802e-05-0j -0.000272838-0j 0.000254758-0j -1.95259e-05-0j 1.2958e-06-0j 1.82319e-05-0j -1.20993e-06-0j 0.00207602-0j -7.20051e-06-0j -0.00193844-0j -2.73837e-06-0j 0.00241753-0j 6.72335e-06-0j 2.5569e-06-0j -0.00225732-0j 0.000494511-0j -0.0352694-0j -0.00046174-0j -3.04794e-07-0j -0.00510887-0j 0.0329322-0j 2.84595e-07-0j 0.00477031-0j 5.79543e-06-0j -5.41137e-06-0j -1.33114e-09-0j 1.24293e-09-0j 
7.4391e-06-0j -0.000114408-0j -0.000141503-0j -0.0907948-0j -1.16767e-05-0j 0.000196713-0j 3.02447e-05-0j -2.67666e-05-0j 0.000403335-0j -3.34583e-06-0j 0.000646252-0j -0.00214683-0j -0.00767207-0j -1.97155e-07-0j 0.0913922-0j -0.00021911-0j -0.000112699-0j -1.05588e-05-0j 4.46365e-06-0j 4.72919e-05-0j -6.63201e-05-0j -0.000702655-0j 5.39037e-07-0j 5.71104e-06-0j 0.00034587-0j -7.10372e-05-0j 0.00366446-0j -0.000752631-0j -8.29002e-06-0j 0.00160123-0j -8.78319e-05-0j 9.87533e-05-0j -7.2502e-06-0j 0.0169648-0j 0.00104628-0j -7.68151e-05-0j -0.00657899-0j -4.88494e-07-0j -0.0697037-0j -0.00239277-0j 1.0079e-05-0j -5.17554e-06-0j -0.0253512-0j 0.000106786-0j 2.19153e-06-0j 2.32191e-05-0j 1.45462e-07-0j 1.54115e-06-0j 
