1.95577e-14-0.0521745j 9.98052e-15+0.0465741j 1.1345e-16+0.0661617j -1.55763e-16+0.0481208j -2.43858e-16-0.0508094j -2.27293e-16-0.000938166j 9.75532e-17-0.00071944j 4.80097e-15+0.0196948j -2.52208e-15+0.0237554j 1.85023e-15+0.00302975j 6.45982e-16+0.0159252j 1.84307e-16-0.00452547j 1.3997e-17+0.00213707j -8.69855e-16-0.0158466j 3.79882e-16+0.035956j 1.30296e-15-0.0122624j -6.6248e-16-0.00237915j 3.18784e-16-0.00122388j -6.97758e-16+0.0169317j -3.93568e-17+0.0110426j 1.54959e-17-0.00185962j 2.95138e-15-0.00611377j 1.82341e-17-0.0124968j -1.45072e-15-0.00186914j -6.41625e-16-0.0115318j 1.27267e-15-0.0302575j 2.37861e-15-0.0459893j 1.41152e-15-0.00826909j -2.27414e-15+0.0446154j 3.55433e-14+0.00875681j 6.00069e-13-0.0985912j 2.86081e-14-0.0162589j 4.67168e-14+0.0664843j 3.18259e-15+0.165326j 2.61549e-16-0.0452351j -1.75698e-15-0.138549j 3.20983e-15+0.124204j -4.6959e-15-0.245359j -2.12096e-15+0.288137j -1.19359e-15+0.141707j 2.36369e-15+0.205906j -6.24141e-15-0.131217j -5.70799e-13+0.143818j -2.97904e-15+0.0107996j -6.87954e-15-0.207449j 3.45526e-15-0.166744j -1.70478e-15-0.289259j 4.95038e-15-0.168269j -8.43298e-15+0.0539125j 3.03388e-16-0.00997607j 1.86029e-15+0.00188807j 1.9063e-15-0.0168785j -2.35334e-15-3.31908e-05j 7.43851e-15-0.0678104j 1.13813e-14+0.19933j -2.45648e-14-0.232671j -3.23724e-14-0.227132j -9.94416e-15+0.16469j 1.36034e-16-0.0720455j -6.07802e-15+0.145191j -9.0255e-15+0.171689j -7.11935e-15+0.196071j 1.6066e-15+0.0782357j -2.71435e-16-0.277784j -3.72091e-15+0.211313j -5.71251e-16+0.0511101j 1.1715e-15+0.0299882j 2.91152e-16-0.153928j 4.08595e-17-0.135695j -1.12156e-16+0.117818j -1.89831e-14+0.0711854j 5.64786e-14+0.0596305j 
-7.7285e-17+0.000206175j -3.94395e-17-0.000184044j -4.48316e-19-0.000261448j 6.15521e-19-0.000190156j 9.6364e-19+0.000200781j 8.98179e-19+3.7073e-06j -3.85496e-19+2.84297e-06j -1.89717e-17-7.78269e-05j 9.96635e-18-9.3873e-05j -7.31144e-18-1.19725e-05j -2.55269e-18-6.29308e-05j -7.28315e-19+1.7883e-05j -5.53113e-20-8.44494e-06j 3.43736e-18+6.26203e-05j -1.50116e-18-0.000142085j -5.14881e-18+4.84565e-05j 2.61789e-18+9.40153e-06j -1.25972e-18+4.83635e-06j 2.75729e-18-6.69081e-05j 1.55524e-19-4.36365e-05j -6.12341e-20+7.34854e-06j -1.16628e-17+2.41595e-05j -7.20548e-20+4.93829e-05j 5.73273e-18+7.38618e-06j 2.53547e-18+4.55697e-05j -5.02914e-18+0.000119567j -9.39943e-18+0.000181733j -5.57783e-18+3.26765e-05j 8.9866e-18-0.000176304j -1.40455e-16-3.46038e-05j -2.37126e-15+0.000389597j -1.13049e-16+6.42496e-05j -1.84608e-16-0.000262722j -1.25765e-17-0.000653311j -1.03355e-18+0.000178753j 6.94297e-18+0.000547497j -1.26841e-17-0.000490811j 1.85565e-17+0.00096957j 8.38129e-18-0.00113861j 4.71665e-18-0.000559975j -9.34046e-18-0.000813669j 2.46638e-17+0.000518523j 2.2556e-15-0.000568318j 1.17721e-17-4.26762e-05j 2.71855e-17+0.000819766j -1.36539e-17+0.000658911j 6.73669e-18+0.00114305j -1.95621e-17+0.000664937j 3.33241e-17-0.000213043j -1.19888e-18+3.94219e-05j -7.3512e-18-7.46099e-06j -7.53302e-18+6.66979e-05j 9.29956e-18+1.31158e-07j -2.93943e-17+0.000267962j -4.49747e-17-0.000787682j 9.70715e-17+0.000919435j 1.27924e-16+0.000897543j 3.92958e-17-0.000650794j -5.3756e-19+0.000284698j 2.40182e-17-0.000573744j 3.56656e-17-0.000678452j 2.81331e-17-0.000774804j -6.3487e-18-0.00030916j 1.07261e-18+0.0010977j 1.47037e-17-0.000835034j 2.25738e-18-0.000201969j -4.62934e-18-0.000118502j -1.15053e-18+0.00060827j -1.61462e-19+0.000536218j 4.432e-19-0.000465573j 7.50145e-17-0.000281299j -2.23183e-16-0.000235638j 
-1.85216e-16+0.000494105j -9.45179e-17-0.000441068j -1.0744e-18-0.000626568j 1.47512e-18-0.000455716j 2.30939e-18+0.000481177j 2.15252e-18+8.88466e-06j -9.23853e-19+6.81328e-06j -4.54663e-17-0.000186515j 2.38847e-17-0.00022497j -1.75221e-17-2.86925e-05j -6.11761e-18-0.000150816j -1.74543e-18+4.28573e-05j -1.32555e-19-2.02386e-05j 8.23774e-18+0.000150072j -3.59757e-18-0.000340512j -1.23393e-17+0.000116128j 6.27385e-18+2.25311e-05j -3.01896e-18+1.15905e-05j 6.60794e-18-0.000160347j 3.72718e-19-0.000104576j -1.4675e-19+1.7611e-05j -2.79503e-17+5.78989e-05j -1.72682e-19+0.000118348j 1.37387e-17+1.77012e-05j 6.07634e-18+0.000109209j -1.20525e-17+0.000286546j -2.2526e-17+0.00043553j -1.33674e-17+7.83103e-05j 2.15367e-17-0.000422518j -3.36604e-16-8.29291e-05j -5.6828e-15+0.000933683j -2.70925e-16+0.000153976j -4.4242e-16-0.000629623j -3.01399e-17-0.00156568j -2.47693e-18+0.000428388j 1.66391e-17+0.0013121j -3.03978e-17-0.00117624j 4.44713e-17+0.00232361j 2.0086e-17-0.00272873j 1.13036e-17-0.001342j -2.23847e-17-0.00194998j 5.91077e-17+0.00124266j 5.40561e-15-0.00136199j 2.82122e-17-0.000102275j 6.5151e-17+0.0019646j -3.27221e-17+0.0015791j 1.61447e-17+0.00273936j -4.68813e-17+0.00159354j 7.98623e-17-0.000510564j -2.87316e-18+9.44758e-05j -1.76174e-17-1.78805e-05j -1.80531e-17+0.000159844j 2.22867e-17+3.14325e-07j -7.04445e-17+0.000642181j -1.07783e-16-0.00188771j 2.32635e-16+0.00220346j 3.06574e-16+0.00215099j 9.41736e-17-0.00155965j -1.28828e-18+0.000682288j 5.75604e-17-0.001375j 8.54737e-17-0.00162593j 6.7422e-17-0.00185684j -1.52149e-17-0.000740911j 2.57056e-18+0.00263068j 3.52379e-17-0.00200119j 5.40988e-18-0.000484025j -1.10944e-17-0.000283995j -2.75728e-18+0.00145774j -3.86949e-19+0.00128506j 1.06214e-18-0.00111576j 1.79775e-16-0.000674143j -5.34866e-16-0.000564715j 
-4.94645e-18+1.31958e-05j -2.52423e-18-1.17793e-05j -2.86934e-20-1.67333e-05j 3.9395e-20-1.21705e-05j 6.16755e-20+1.28505e-05j 5.74859e-20+2.37277e-07j -2.46727e-20+1.81958e-07j -1.21424e-18-4.98113e-06j 6.37873e-19-6.00812e-06j -4.67952e-19-7.66271e-07j -1.63379e-19-4.02774e-06j -4.66141e-20+1.14456e-06j -3.54007e-21-5.40499e-07j 2.2e-19+4.00786e-06j -9.6078e-20-9.09385e-06j -3.29538e-19+3.10135e-06j 1.67552e-19+6.01723e-07j -8.06254e-20+3.09539e-07j 1.76474e-19-4.2823e-06j 9.95395e-21-2.79285e-06j -3.91915e-21+4.70326e-07j -7.4645e-19+1.54627e-06j -4.6117e-21+3.16064e-06j 3.6691e-19+4.72735e-07j 1.62277e-19+2.91658e-06j -3.21878e-19+7.6526e-06j -6.01589e-19+1.16314e-05j -3.56996e-19+2.09138e-06j 5.75166e-19-1.12839e-05j -8.98947e-18-2.21473e-06j -1.51767e-16+2.49353e-05j -7.23543e-18+4.11214e-06j -1.18154e-17-1.68149e-05j -8.04927e-19-4.18136e-05j -6.61498e-20+1.14407e-05j 4.44369e-19+3.50413e-05j -8.11816e-19-3.14132e-05j 1.18767e-18+6.20551e-05j 5.36425e-19-7.28744e-05j 3.01878e-19-3.58399e-05j -5.97814e-19-5.2077e-05j 1.57855e-18+3.31869e-05j 1.44364e-16-3.63738e-05j 7.53446e-19-2.73139e-06j 1.73994e-18+5.24672e-05j -8.73889e-19+4.21721e-05j 4.31166e-19+7.31582e-05j -1.25203e-18+4.25578e-05j 2.13283e-18-1.36353e-05j -7.67315e-20+2.5231e-06j -4.70496e-19-4.77524e-07j -4.82134e-19+4.26884e-06j 5.95196e-19+8.39448e-09j -1.88132e-18+1.71503e-05j -2.8785e-18-5.04137e-05j 6.21284e-18+5.88463e-05j 8.18748e-18+5.74452e-05j 2.51503e-18-4.16526e-05j -3.44052e-20+1.82214e-05j 1.53723e-18-3.67211e-05j 2.28269e-18-4.34227e-05j 1.8006e-18-4.95895e-05j -4.06334e-19-1.9787e-05j 6.86502e-20+7.0256e-05j 9.41076e-19-5.34444e-05j 1.44478e-19-1.29265e-05j -2.9629e-19-7.58447e-06j -7.36368e-20+3.89309e-05j -1.0334e-20+3.43194e-05j 2.8366e-20-2.97979e-05j 4.80113e-18-1.80039e-05j -1.42843e-17-1.50815e-05j 
-3.82643e-17+0.000102079j -1.95267e-17-9.11215e-05j -2.21964e-19-0.000129444j 3.04748e-19-9.41475e-05j 4.77104e-19+9.94077e-05j 4.44694e-19+1.83551e-06j -1.90861e-19+1.40757e-06j -9.39301e-18-3.85326e-05j 4.9344e-18-4.64771e-05j -3.61994e-18-5.92765e-06j -1.26385e-18-3.11574e-05j -3.60593e-19+8.85401e-06j -2.7385e-20-4.18114e-06j 1.70186e-18+3.10037e-05j -7.43232e-19-7.03474e-05j -2.54921e-18+2.39911e-05j 1.29613e-18+4.65476e-06j -6.23695e-19+2.39451e-06j 1.36515e-18-3.31266e-05j 7.70009e-20-2.16047e-05j -3.03174e-20+3.63831e-06j -5.77432e-18+1.19615e-05j -3.56748e-20+2.44498e-05j 2.83831e-18+3.65694e-06j 1.25533e-18+2.25618e-05j -2.48996e-18+5.91983e-05j -4.65372e-18+8.99772e-05j -2.76162e-18+1.61783e-05j 4.44932e-18-8.72892e-05j -6.954e-17-1.71325e-05j -1.17403e-15+0.000192892j -5.59712e-17+3.18104e-05j -9.14007e-17-0.000130075j -6.22669e-18-0.000323458j -5.11716e-19+8.85018e-05j 3.43751e-18+0.000271069j -6.27997e-18-0.000243003j 9.18746e-18+0.00048004j 4.14963e-18-0.000563735j 2.33524e-18-0.000277247j -4.62452e-18-0.000402853j 1.22112e-17+0.000256724j 1.11676e-15-0.000281378j 5.82845e-18-2.11293e-05j 1.34597e-17+0.000405871j -6.76015e-18+0.000326231j 3.33538e-18+0.000565931j -9.68534e-18+0.000329215j 1.6499e-17-0.000105479j -5.93573e-19+1.9518e-05j -3.63962e-18-3.69398e-06j -3.72965e-18+3.30225e-05j 4.60427e-18+6.49373e-08j -1.45533e-17+0.00013267j -2.22673e-17-0.000389986j 4.80607e-17+0.000455218j 6.3336e-17+0.000444379j 1.94556e-17-0.000322212j -2.66149e-19+0.000140956j 1.18915e-17-0.000284064j 1.76582e-17-0.000335906j 1.39289e-17-0.00038361j -3.14328e-18-0.000153067j 5.31058e-19+0.00054348j 7.27989e-18-0.000413431j 1.11764e-18-9.9996e-05j -2.29201e-18-5.86713e-05j -5.69633e-19+0.000301158j -7.99408e-20+0.000265485j 2.19431e-19-0.000230508j 3.71402e-17-0.000139273j -1.10499e-16-0.000116666j 
-6.70875e-17+0.000178971j -3.42355e-17-0.00015976j -3.89162e-19-0.00022695j 5.34305e-19-0.000165066j 8.3649e-19+0.000174288j 7.79667e-19+3.21813e-06j -3.3463e-19+2.46785e-06j -1.64684e-17-6.75579e-05j 8.65132e-18-8.14867e-05j -6.34672e-18-1.03928e-05j -2.21587e-18-5.46272e-05j -6.32216e-19+1.55234e-05j -4.80132e-20-7.33066e-06j 2.98381e-18+5.43577e-05j -1.30308e-18-0.000123338j -4.46944e-18+4.20628e-05j 2.27246e-18+8.16103e-06j -1.0935e-18+4.19821e-06j 2.39347e-18-5.80798e-05j 1.35003e-19-3.78788e-05j -5.31545e-20+6.37892e-06j -1.01239e-17+2.09717e-05j -6.25474e-20+4.2867e-05j 4.97631e-18+6.41159e-06j 2.20092e-18+3.95569e-05j -4.36556e-18+0.00010379j -8.1592e-18+0.000157754j -4.84185e-18+2.83649e-05j 7.80084e-18-0.000153041j -1.21922e-16-3.00379e-05j -2.05838e-15+0.000338191j -9.81324e-17+5.5772e-05j -1.6025e-16-0.000228057j -1.0917e-17-0.000567108j -8.97174e-19+0.000155167j 6.02687e-18+0.000475257j -1.10105e-17-0.00042605j 1.61081e-17+0.000841638j 7.27541e-18-0.000988377j 4.0943e-18-0.000486088j -8.10801e-18-0.000706308j 2.14095e-17+0.000450105j 1.95798e-15-0.00049333j 1.02188e-17-3.70452e-05j 2.35985e-17+0.0007116j -1.18523e-17+0.00057197j 5.8478e-18+0.000992227j -1.6981e-17+0.000577201j 2.89271e-17-0.000184932j -1.04069e-18+3.42203e-05j -6.38123e-18-6.47654e-06j -6.53906e-18+5.78973e-05j 8.07251e-18+1.13852e-07j -2.55158e-17+0.000232606j -3.90405e-17-0.000683749j 8.42632e-17+0.000798118j 1.11045e-16+0.000779115j 3.41108e-17-0.000564924j -4.6663e-19+0.000247133j 2.0849e-17-0.00049804j 3.09596e-17-0.000588932j 2.4421e-17-0.000672571j -5.51101e-18-0.000268367j 9.31086e-19+0.000952865j 1.27636e-17-0.000724854j 1.95952e-18-0.00017532j -4.01851e-18-0.000102866j -9.98718e-19+0.000528011j -1.40158e-19+0.000465465j 3.84721e-19-0.000404142j 6.51166e-17-0.000244183j -1.93735e-16-0.000204546j 
-2.60643e-17+6.95324e-05j -1.33009e-17-6.20688e-05j -1.51194e-19-8.8173e-05j 2.07584e-19-6.413e-05j 3.24987e-19+6.77131e-05j 3.0291e-19+1.25028e-06j -1.30008e-19+9.5879e-07j -6.39819e-18-2.62471e-05j 3.36114e-18-3.16586e-05j -2.46578e-18-4.03771e-06j -8.60893e-19-2.12233e-05j -2.45624e-19+6.03104e-06j -1.86537e-20-2.84805e-06j 1.15925e-18+2.11186e-05j -5.06264e-19-4.79182e-05j -1.73643e-18+1.63419e-05j 8.8288e-19+3.17066e-06j -4.24839e-19+1.63105e-06j 9.29894e-19-2.25647e-05j 5.24503e-20-1.47164e-05j -2.06512e-20+2.47829e-06j -3.93327e-18+8.14775e-06j -2.43004e-20+1.66543e-05j 1.93336e-18+2.49098e-06j 8.55086e-19+1.53683e-05j -1.69607e-18+4.03238e-05j -3.16995e-18+6.12894e-05j -1.88112e-18+1.10201e-05j 3.03072e-18-5.94584e-05j -4.73682e-17-1.16701e-05j -7.99705e-16+0.000131391j -3.81256e-17+2.16681e-05j -6.2259e-17-8.86029e-05j -4.2414e-18-0.000220329j -3.48563e-19+6.02843e-05j 2.34151e-18+0.000184643j -4.2777e-18-0.000165525j 6.25817e-18+0.000326986j 2.82658e-18-0.000383997j 1.59068e-18-0.000188851j -3.15006e-18-0.000274409j 8.31785e-18+0.000174871j 7.60698e-16-0.000191665j 3.97013e-18-1.43925e-05j 9.16829e-18+0.000276465j -4.60478e-18+0.000222217j 2.27194e-18+0.000385492j -6.59731e-18+0.000224249j 1.12385e-17-7.18485e-05j -4.04321e-19+1.3295e-05j -2.47919e-18-2.51621e-06j -2.54051e-18+2.24938e-05j 3.13627e-18+4.4233e-08j -9.91321e-18+9.03701e-05j -1.51677e-17-0.000265645j 3.27373e-17+0.000310078j 4.31422e-17+0.000302696j 1.32525e-17-0.00021948j -1.81291e-19+9.60141e-05j 8.10011e-18-0.000193494j 1.20282e-17-0.000228807j 9.48787e-18-0.000261302j -2.14109e-18-0.000104264j 3.61738e-19+0.0003702j 4.95881e-18-0.000281615j 7.61299e-19-6.81138e-05j -1.56124e-18-3.99649e-05j -3.88014e-19+0.000205139j -5.44529e-20+0.000180839j 1.49469e-19-0.000157014j 2.52986e-17-9.4868e-05j -7.52684e-17-7.94688e-05j 
1.52077e-17-4.05699e-05j 7.76066e-18+3.62151e-05j 8.82168e-20+5.14461e-05j -1.21118e-19+3.74178e-05j -1.89619e-19-3.95084e-05j -1.76738e-19-7.295e-07j 7.58555e-20-5.59423e-07j 3.73314e-18+1.53143e-05j -1.96112e-18+1.84718e-05j 1.4387e-18+2.35587e-06j 5.02303e-19+1.23831e-05j 1.43313e-19-3.51892e-06j 1.08838e-20+1.66175e-06j -6.76382e-19-1.2322e-05j 2.95389e-19+2.79587e-05j 1.01315e-18-9.53498e-06j -5.15132e-19-1.84998e-06j 2.4788e-19-9.51667e-07j -5.42563e-19+1.31658e-05j -3.06031e-20+8.58653e-06j 1.20493e-20-1.446e-06j 2.29494e-18-4.75395e-06j 1.41785e-20-9.71727e-06j -1.12805e-18-1.45341e-06j -4.98915e-19-8.96692e-06j 9.89603e-19-2.35276e-05j 1.84956e-18-3.57604e-05j 1.09757e-18-6.42988e-06j -1.76833e-18+3.4692e-05j 2.76378e-17+6.80912e-06j 4.66602e-16-7.66626e-05j 2.22451e-17-1.26426e-05j 3.63261e-17+5.16969e-05j 2.47472e-18+0.000128555j 2.03375e-19-3.5174e-05j -1.3662e-18-0.000107733j 2.4959e-18+9.65788e-05j -3.65144e-18-0.000190786j -1.64922e-18+0.00022405j -9.28113e-19+0.000110189j 1.83796e-18+0.000160109j -4.8532e-18-0.000102032j -4.43842e-16+0.00011183j -2.31644e-18+8.39757e-06j -5.3494e-18-0.000161309j 2.68674e-18-0.000129657j -1.32561e-18-0.000224922j 3.84932e-18-0.000130842j -6.55732e-18+4.19213e-05j 2.35908e-19-7.7572e-06j 1.44652e-18+1.46813e-06j 1.4823e-18-1.31244e-05j -1.82991e-18-2.58085e-08j 5.78404e-18-5.2728e-05j 8.84986e-18+0.000154995j -1.91011e-17-0.000180921j -2.51721e-17-0.000176613j -7.73238e-18+0.000128059j 1.05778e-19-5.60211e-05j -4.72615e-18+0.000112898j -7.01805e-18+0.000133502j -5.53587e-18+0.000152461j 1.24926e-18+6.08346e-05j -2.11063e-19-0.000215999j -2.89331e-18+0.000164313j -4.44193e-19+3.97422e-05j 9.10933e-19+2.33182e-05j 2.26394e-19-0.000119692j 3.17715e-20-0.000105514j -8.72101e-20+9.16126e-05j -1.47609e-17+5.53524e-05j 4.39167e-17+4.63675e-05j 
2.80811e-17-7.49126e-05j 1.43301e-17+6.68715e-05j 1.62893e-19+9.49955e-05j -2.23646e-19+6.90922e-05j -3.50133e-19-7.29525e-05j -3.26349e-19-1.34703e-06j 1.40068e-19-1.03298e-06j 6.89327e-18+2.8278e-05j -3.62122e-18+3.41082e-05j 2.65657e-18+4.35014e-06j 9.27507e-19+2.28655e-05j 2.64629e-19-6.49771e-06j 2.00971e-20+3.06842e-06j -1.24894e-18-2.27527e-05j 5.45437e-19+5.1626e-05j 1.87079e-18-1.76064e-05j -9.51195e-19-3.416e-06j 4.57712e-19-1.75726e-06j -1.00185e-18+2.43107e-05j -5.65088e-20+1.58551e-05j 2.22491e-20-2.67005e-06j 4.23761e-18-8.7782e-06j 2.61807e-20-1.7943e-05j -2.08295e-18-2.68373e-06j -9.2125e-19-1.65575e-05j 1.82731e-18-4.3444e-05j 3.41523e-18-6.60318e-05j 2.02667e-18-1.18728e-05j -3.26523e-18+6.40591e-05j 5.10334e-17+1.25731e-05j 8.61584e-16-0.000141558j 4.10757e-17-2.33447e-05j 6.70764e-17+9.54587e-05j 4.56959e-18+0.000237377j 3.75534e-19-6.4949e-05j -2.52269e-18-0.00019893j 4.6087e-18+0.000178333j -6.74241e-18-0.000352288j -3.0453e-18+0.000413709j -1.71377e-18+0.000203464j 3.39381e-18+0.000295642j -8.96146e-18-0.000188403j -8.19558e-16+0.000206495j -4.27733e-18+1.55062e-05j -9.8777e-18-0.000297858j 4.96108e-18-0.000239412j -2.44774e-18-0.000415321j 7.1078e-18-0.000241601j -1.21081e-17+7.7408e-05j 4.35607e-19-1.43237e-05j 2.67102e-18+2.71091e-06j 2.73708e-18-2.42343e-05j -3.37894e-18-4.76557e-08j 1.06803e-17-9.73627e-05j 1.63413e-17+0.0002862j -3.52704e-17-0.000334072j -4.64805e-17-0.000326117j -1.42779e-17+0.000236463j 1.95319e-19-0.000103443j -8.72687e-18+0.000208467j -1.29589e-17+0.000246512j -1.0222e-17+0.000281521j 2.30677e-18+0.000112331j -3.89729e-19-0.000398845j -5.34251e-18+0.000303405j -8.20206e-19+7.33843e-05j 1.68204e-18+4.30572e-05j 4.18038e-19-0.000221012j 5.86663e-20-0.000194832j -1.61034e-19+0.000169163j -2.72561e-17+0.000102209j 8.10924e-17+8.56179e-05j 
2.11704e-17-5.64769e-05j 1.08035e-17+5.04147e-05j 1.22806e-19+7.16175e-05j -1.68608e-19+5.20889e-05j -2.63967e-19-5.49992e-05j -2.46035e-19-1.01553e-06j 1.05598e-19-7.78766e-07j 5.19686e-18+2.13189e-05j -2.73005e-18+2.57143e-05j 2.0028e-18+3.27959e-06j 6.99251e-19+1.72384e-05j 1.99505e-19-4.89865e-06j 1.51513e-20+2.3133e-06j -9.41584e-19-1.71534e-05j 4.11207e-19+3.8921e-05j 1.4104e-18-1.32735e-05j -7.17109e-19-2.57533e-06j 3.45071e-19-1.32481e-06j -7.55296e-19+1.83279e-05j -4.26022e-20+1.19532e-05j 1.67737e-20-2.01296e-06j 3.19475e-18-6.61792e-06j 1.97377e-20-1.35273e-05j -1.57035e-18-2.02327e-06j -6.94534e-19-1.24828e-05j 1.37762e-18-3.27526e-05j 2.57476e-18-4.97816e-05j 1.52792e-18-8.95096e-06j -2.46167e-18+4.82944e-05j 3.84743e-17+9.4789e-06j 6.49552e-16-0.000106721j 3.09671e-17-1.75997e-05j 5.05691e-17+7.19667e-05j 3.44503e-18+0.000178959j 2.83117e-19-4.89653e-05j -1.90187e-18-0.000149974j 3.47451e-18+0.000134446j -5.08313e-18-0.000265591j -2.29586e-18+0.000311897j -1.29202e-18+0.000153392j 2.5586e-18+0.000222886j -6.75608e-18-0.000142037j -6.17868e-16+0.000155677j -3.2247e-18+1.16902e-05j -7.44684e-18-0.000224556j 3.74018e-18-0.000180494j -1.84536e-18-0.000313112j 5.3586e-18-0.000182144j -9.12837e-18+5.83582e-05j 3.28405e-19-1.07987e-05j 2.01369e-18+2.04377e-06j 2.0635e-18-1.82703e-05j -2.5474e-18-3.59278e-08j 8.0519e-18-7.34021e-05j 1.23198e-17+0.000215767j -2.65905e-17-0.000251858j -3.50418e-17-0.000245861j -1.07642e-17+0.00017827j 1.47252e-19-7.79864e-05j -6.57922e-18+0.000157164j -9.76975e-18+0.000185846j -7.70642e-18+0.00021224j 1.73908e-18+8.46871e-05j -2.93818e-19-0.00030069j -4.02774e-18+0.000228738j -6.18357e-19+5.53247e-05j 1.2681e-18+3.2461e-05j 3.1516e-19-0.000166621j 4.42288e-20-0.000146884j -1.21404e-19+0.000127533j -2.05485e-17+7.70555e-05j 6.11359e-17+6.45477e-05j 
2.26183e-17-6.03394e-05j 1.15424e-17+5.38626e-05j 1.31205e-19+7.65155e-05j -1.80139e-19+5.56513e-05j -2.8202e-19-5.87607e-05j -2.62862e-19-1.08498e-06j 1.1282e-19-8.32027e-07j 5.55228e-18+2.27769e-05j -2.91676e-18+2.7473e-05j 2.13977e-18+3.50388e-06j 7.47074e-19+1.84174e-05j 2.13149e-19-5.23367e-06j 1.61875e-20+2.47151e-06j -1.00598e-18-1.83265e-05j 4.3933e-19+4.15829e-05j 1.50686e-18-1.41813e-05j -7.66153e-19-2.75146e-06j 3.68671e-19-1.41541e-06j -8.06952e-19+1.95814e-05j -4.55158e-20+1.27707e-05j 1.79208e-20-2.15063e-06j 3.41325e-18-7.07053e-06j 2.10876e-20-1.44525e-05j -1.67775e-18-2.16165e-06j -7.42034e-19-1.33365e-05j 1.47183e-18-3.49926e-05j 2.75085e-18-5.31862e-05j 1.63241e-18-9.56313e-06j -2.63003e-18+5.15973e-05j 4.11056e-17+1.01272e-05j 6.93976e-16-0.00011402j 3.3085e-17-1.88033e-05j 5.40276e-17+7.68886e-05j 3.68064e-18+0.000191199j 3.02479e-19-5.23141e-05j -2.03194e-18-0.000160231j 3.71214e-18+0.000143641j -5.43077e-18-0.000283755j -2.45288e-18+0.000333228j -1.38038e-18+0.000163883j 2.73359e-18+0.000238129j -7.21814e-18-0.000151752j -6.60125e-16+0.000166324j -3.44524e-18+1.24897e-05j -7.95614e-18-0.000239914j 3.99598e-18-0.000192838j -1.97157e-18-0.000334526j 5.72508e-18-0.000194601j -9.75267e-18+6.23493e-05j 3.50866e-19-1.15372e-05j 2.15141e-18+2.18354e-06j 2.20462e-18-1.95199e-05j -2.72162e-18-3.83849e-08j 8.60258e-18-7.84222e-05j 1.31624e-17+0.000230524j -2.84091e-17-0.000269083j -3.74384e-17-0.000262676j -1.15003e-17+0.000190462j 1.57323e-19-8.332e-05j -7.02919e-18+0.000167912j -1.04379e-17+0.000198556j -8.23347e-18+0.000226755j 1.85802e-18+9.0479e-05j -3.13913e-19-0.000321255j -4.3032e-18+0.000244382j -6.60647e-19+5.91084e-05j 1.35483e-18+3.46811e-05j 3.36715e-19-0.000178017j 4.72536e-20-0.00015693j -1.29707e-19+0.000136255j -2.19538e-17+8.23254e-05j 6.53171e-17+6.89622e-05j 
-7.77958e-18+2.07538e-05j -3.97001e-18-1.85261e-05j -4.51278e-20-2.63175e-05j 6.19589e-20-1.91413e-05j 9.70008e-20+2.02108e-05j 9.04115e-20+3.7318e-07j -3.88043e-20+2.86176e-07j -1.90971e-18-7.83413e-06j 1.00322e-18-9.44934e-06j -7.35976e-19-1.20516e-06j -2.56956e-19-6.33467e-06j -7.33128e-20+1.80012e-06j -5.56769e-21-8.50075e-07j 3.46007e-19+6.30341e-06j -1.51108e-19-1.43024e-05j -5.18284e-19+4.87767e-06j 2.63519e-19+9.46366e-07j -1.26804e-19+4.86831e-07j 2.77551e-19-6.73503e-06j 1.56552e-20-4.39249e-06j -6.16388e-21+7.3971e-07j -1.17399e-18+2.43191e-06j -7.2531e-21+4.97093e-06j 5.77061e-19+7.43499e-07j 2.55223e-19+4.58708e-06j -5.06237e-19+1.20357e-05j -9.46155e-19+1.82934e-05j -5.61469e-19+3.28924e-06j 9.04599e-19-1.77469e-05j -1.41383e-17-3.48325e-06j -2.38693e-16+3.92172e-05j -1.13796e-17+6.46742e-06j -1.85828e-17-2.64459e-05j -1.26596e-18-6.57628e-05j -1.04038e-19+1.79934e-05j 6.98886e-19+5.51116e-05j -1.27679e-18-4.94054e-05j 1.86792e-18+9.75977e-05j 8.43668e-19-0.000114614j 4.74782e-19-5.63676e-05j -9.40219e-19-8.19046e-05j 2.48268e-18+5.2195e-05j 2.2705e-16-5.72073e-05j 1.18499e-18-4.29583e-06j 2.73652e-18+8.25184e-05j -1.37442e-18+6.63266e-05j 6.78121e-19+0.00011506j -1.96914e-18+6.69332e-05j 3.35443e-18-2.14451e-05j -1.2068e-19+3.96824e-06j -7.39978e-19-7.5103e-07j -7.58281e-19+6.71387e-06j 9.36101e-19+1.32025e-08j -2.95886e-18+2.69733e-05j -4.5272e-18-7.92887e-05j 9.7713e-18+9.25511e-05j 1.28769e-17+9.03475e-05j 3.95555e-18-6.55095e-05j -5.41112e-20+2.86579e-05j 2.41769e-18-5.77535e-05j 3.59013e-18-6.82936e-05j 2.83191e-18-7.79925e-05j -6.39066e-19-3.11203e-05j 1.0797e-19+0.000110496j 1.48009e-18-8.40553e-05j 2.2723e-19-2.03304e-05j -4.65993e-19-1.19286e-05j -1.15813e-19+6.1229e-05j -1.62529e-20+5.39762e-05j 4.46129e-20-4.6865e-05j 7.55103e-18-2.83159e-05j -2.24658e-17-2.37196e-05j 
