0.00583433+0.0741123j 0.0134581-0.0107032j -0.0235284+0.0412072j -0.0292181+0.031788j 0.00487105-0.0530062j -0.0142071+0.00152164j 0.0120912-0.0659339j 0.0382881-0.0336753j -0.0284517+0.00924079j -0.00570273-0.00936723j -0.0188888+0.0201101j 0.00607495+0.00885714j -0.00964598+0.0224836j -0.00722868-0.00195759j -0.0390787+0.0766296j 0.0142301-0.032923j -0.0128175-0.0344294j 0.0115963-0.0345471j 0.0146214-0.0128968j -0.00720391+0.0391849j -0.0284992-0.0154799j -0.010259-0.00799532j 0.00294849-0.00117077j 0.00676531+0.00830776j -0.040967+0.0228642j -0.025527+0.0128766j 0.0108976-0.00950681j 0.00608979+0.0101167j 0.0121049-0.00080373j 0.0212438-0.025055j 0.0152183-0.00245997j -0.020434+0.00719654j -0.000121586+0.0240213j -0.00793089+0.0185909j -0.00227446-0.000764904j -0.00028382+0.00664389j 0.00159498-0.00546646j 0.0163091+0.00585128j -0.0247011+0.0278801j -0.0143359-0.0121954j 0.013649-0.00511837j -0.0124947-0.00229569j -0.00428686-0.00473406j -0.0359095+0.0146683j 0.00820553-0.0090605j 0.0506369-0.0170023j 0.0077348+0.0392018j -0.0196346+0.00784536j -0.00868418+0.0247227j 0.00891868+0.0139189j 0.0170135-0.0180609j 0.0216793-0.0049854j 0.00552343-0.0254223j -0.00474286-0.0179403j -0.0538311+0.0134208j 0.00899102-0.00605891j 0.00173318-0.005273j -0.0201029-3.22342e-05j -0.0260622-0.0141523j -0.0224137+0.0115399j 0.0369619-0.0197816j -0.103888+0.00584883j -0.0396329-0.0107591j -0.0158553+0.00934652j 0.0230535-0.037866j -0.0756265+0.0511375j 0.0691761-0.0866686j -0.00781184+0.0753792j 0.0415379-0.0254933j 0.00384804-0.0478453j 0.00298255-0.0414484j -0.0143935-0.00761166j 0.00581209-0.0144698j 0.033824+0.00127853j 0.11479-0.10395j -0.103912+0.098574j 0.114004-0.135079j -0.104234+0.0872944j 0.094211-0.0173845j 0.0161293+0.031921j 0.0552242+0.00797313j 0.0235998+0.0187403j -0.0109757-0.043278j -0.173033+0.142069j 0.0276934+0.00661674j 0.0300206+0.00560707j -0.0175807-0.00228092j -0.00395944-0.0150337j -0.0753531+0.0796117j 0.0264999-0.030228j -0.00959386-0.000162876j -0.0238734+0.060205j -0.0669066+0.0322069j -0.107985+0.200634j 0.144815+0.0202202j -0.178686+0.220682j -0.086015+0.0420748j 
0.00495646+0.0148049j 0.0142185-0.00937197j 0.0185216+0.016854j 0.045941+0.00951485j -0.0080417+0.0242411j -0.045701-0.00137411j 0.0193162+0.00109316j -0.0176587-0.0245934j -0.017926-0.0267999j -0.0587058+0.0357883j -0.00213007-0.0410447j -0.0318086+0.00760074j -0.0027501-0.0440643j 0.0631202-0.0144286j 0.0393331+0.015784j 0.0131131+0.0071607j 0.00402356+0.0292338j -0.0628305-0.0460187j -0.039118-0.0154758j -0.0506794+0.0215214j 0.0294382+0.0079018j 0.0108976-0.0279985j -0.0535201+0.0771414j -0.0403837+0.0129806j 0.094358+0.0101591j -0.114794+0.0116686j -0.00500163+0.0366317j -0.0642055+0.0482493j -0.105639-0.0399778j 0.023029-0.00764089j 0.00376628-0.0279168j -0.0828388-0.110653j -0.0234521-0.10819j 0.0401117+0.0133714j -0.0212981-0.0413245j 0.140038+0.0422866j 0.106615+0.151056j -0.0888665+0.0461469j -0.176284-0.0903613j 0.0640435+0.0223133j 0.111468+0.122034j -0.0415163-0.140979j 0.0637121+0.0377149j 0.0974657-0.00926392j 0.0547026-0.0287435j 0.0872317+0.0527744j 0.0862052+0.0304203j 0.0963854+0.05248j 0.015596+0.0615579j -0.0429317+0.051332j -0.0231604+0.0187978j 0.0422367-0.0557622j -0.0691107+0.0147474j 0.0295925+0.0384651j 0.047462-0.00911863j -0.0744685-0.0943281j 0.0290149-0.000425059j -0.0228307+0.0855358j -0.0601101+0.0176622j 0.0558332-0.0302982j 0.0725106+0.0896707j -0.0295431-0.0529771j 0.0824703-0.0296992j 0.00635448+0.00755267j 0.0118386+0.01921j -0.007191-0.0958153j -0.0633698-0.0881765j -0.0405973+0.0161268j -0.0328009+0.00316356j 0.0102009-0.00775538j -0.0174119+0.0269029j -0.011989+0.00313927j -0.0214722+0.0135014j -0.0449154-0.027484j -0.0370677+0.02459j -0.00996958-0.0220538j -0.00317452+0.0228825j -0.00364262-0.0276726j -0.0526575+0.003487j 0.0032442-0.0445627j -0.0259228+0.0210864j 0.000920674+0.0309154j -0.00764736+0.00722716j 0.0255722+0.00304812j -0.0347376-0.0280528j -0.0084703-0.0245874j 0.0121994+0.00563622j -0.00310337+0.00600191j 0.0423224-0.0391895j 0.0149362+0.0170336j 0.0269071-0.0191047j -0.0556641-0.0252586j 0.0171534+0.0518936j 0.000908799+0.00359026j -0.0233149-0.00523907j 0.014928-0.022617j 0.000235433-0.0166616j 
0.00577397+0.0216819j -0.00453417-0.00164552j -0.0273145-0.0157717j 0.00509363-0.0193658j -0.0211906+0.0264824j -0.0352571+0.0169254j 0.0139993-0.00202814j -0.0376081+0.0218468j -0.00672613+0.0165439j -0.0171024+0.0151189j 0.00100797-0.0387941j -0.022452+0.0147875j 0.0531704-0.000541235j 0.0314623-0.0104329j 0.030522-0.0120265j -0.0024825-0.0369314j -0.025713-0.00611369j -0.0506458+0.0302021j -0.0430315-0.0248606j -0.0586192+0.00106637j -0.0759479-0.0474239j 0.0360961-0.0576351j 0.159977+0.0236998j -0.0314239+0.0529304j -0.0890037-0.0821944j -0.0257359+0.0565817j 0.0497061+0.0402155j -0.0324576+0.122117j 0.069081+0.0450033j 0.0820941+0.0268351j -0.164002+0.0524521j -0.0460502-0.0245138j -0.00773269+0.0533406j 0.0476513+0.0884798j -0.112399-0.0844389j -0.0440689-0.0183337j 0.00754029+0.0161076j 0.0379826+0.0405257j 0.0891505+0.104087j 0.083894-0.035981j -0.17961-0.142033j -0.0422999-0.0192224j 0.0689687+0.0263941j 0.0999645+0.0173316j 0.0417344+0.0100444j -0.00480912-0.00605701j -0.0180836-0.020143j 0.0389492-0.0164307j 0.0408738-0.00387226j -0.0742663-0.0270715j -0.0817706-0.0566362j -0.0772062-0.000617078j 0.0469906-0.071087j 0.02879-0.0450499j 0.00829008+0.0536194j 0.076716-0.0218953j 0.0217787+0.0553507j 0.0720385+0.0383346j -0.0555681+0.00719072j 0.116135+0.049442j -0.0616015-0.0244973j 0.0132392+0.00561424j -0.0243633-0.00417573j 0.0302445-0.0212046j 0.0519321+0.0528656j 0.00231965+0.0622123j -0.0609243-0.0875797j 0.00829586+0.0220245j 0.0271161+0.0181466j -0.00971585+0.0413572j -0.00530393+0.00119466j -0.0161987-0.00706255j -0.0183947-0.0205308j -0.0413637-0.00224092j -0.0201357-0.00656528j -0.0314588-0.0243706j -0.00527854-0.025146j -0.00839513+0.00727777j 0.0189148-0.00134571j -0.0502003-0.0552419j -0.0350752+0.00386807j -0.0294217+0.0131869j 0.0198901+0.02295j 0.054321+0.00604507j -0.0169473+0.000303317j -0.0293569+0.0267949j 0.0232079-0.00743701j 0.0296458-0.00539759j 0.000834403+0.0303143j -0.038063+0.0231465j -0.00938609-0.0108574j -0.0270071-0.0274582j 0.0163044+0.0199523j -0.0091421-0.000472591j -0.00399004-0.00826045j 0.0185715+0.0076852j 0.0281027+0.00569995j 
0.0188762-0.00390368j 0.0127737+0.00060066j -0.00290689+0.0224159j 0.0190766+0.00395175j -0.0280661+0.0171425j -0.0062981-0.0189587j -0.0101615-0.00446694j -0.015903+0.0122014j -0.0132789-0.0138183j -0.0630899-0.0165213j 0.0446528+0.0408795j 0.000326663-0.00353049j -0.00540615+0.00943416j 0.0215443+0.0184326j 0.0516211+0.0183636j 0.0929672+0.116352j -0.00979885+0.0599583j -0.028783+0.0255788j -0.0122557+0.0239069j -0.112386-0.00754483j -0.116802+0.0294403j 0.0065546-0.0263547j -0.0862333+0.0277484j -0.0496287+0.0222972j -0.0101834-0.0128627j -0.00757208+0.0613662j 0.0738933+0.013192j -0.0429896-0.0873904j -0.088822-0.216762j 0.13692-0.0086891j 0.0008893+0.132027j -0.0150207-0.04003j 0.0740286+0.074345j 0.0956323+0.0480946j 0.0382616-0.0865377j 0.00696133-0.00157305j -0.11564-0.155752j 0.033447-0.0113593j 0.0447006-0.0186496j 0.098633-0.061534j -0.0175404+0.0714313j -0.00169751+0.0316211j -0.0022954+0.0123448j 0.00943671-0.0444925j 0.113938-0.0478721j -0.00960694-0.0602404j 0.0731442+0.0253124j -0.0981276+0.0425563j -0.0436176+0.0575319j 0.020911+0.0324574j 0.0656622+0.0598185j -0.000708028-0.0759739j 0.0145005-0.0165677j 0.00961355-0.0369396j 0.0385437-0.0910983j -0.0513995-0.0350793j -0.00866355+0.0140646j 0.0538729-0.0147497j 0.0388807+0.0852545j 0.045389+0.0102555j -0.0325639+0.0480959j 0.0214321-0.0385652j -0.0277961-0.0246447j -0.0244624-0.023305j 0.00564809-0.000562534j -0.0298655-0.0412254j -0.00280737-0.0392402j -0.0200094-0.0164132j -0.0310989+0.00474938j -0.0598426+0.105019j 0.0294564+0.000432819j -0.0189814-0.0290711j 0.0169599-0.00183571j -0.0279889-0.0426348j 0.000414313-0.00677948j -0.000530456+0.0270619j 0.0339202+0.0753305j -0.0411632-0.0151667j -0.00795486-0.0120793j -0.00687893+0.0161694j 0.0452989+0.0186985j -0.0276829+0.0117785j 0.0335898+0.00913926j 0.0281214-0.00766423j -0.0229772+0.00144173j -0.00231277+0.0138833j -0.00988565-0.00439684j 0.0138845-0.0309926j -0.015876+0.0386817j -0.0571784-0.00904873j -0.00217988+0.0202534j 0.00239325-0.00873204j 0.0246999-0.0118101j 0.0132323-0.0274568j 0.0003605-0.0031521j -0.0219531-0.0128108j 0.00159359-0.00309924j 
0.00178727-0.0110284j -0.0138233-0.000887089j 0.000458543-0.00744585j -0.00836533-0.0016703j -0.0159582-0.0276881j 0.00500329+0.00149264j -0.0308272+0.0260133j 0.03389+0.0290901j 0.0233958+0.00661385j 0.0166168-0.033141j 0.0225203+0.0260684j -0.0289107-0.0530934j -0.0868393-0.0270441j -0.0347702+0.0164308j -0.0170241-0.0150368j -0.00279244-0.0191744j 0.102815-0.00785583j -0.100777-0.0271361j 0.0630705+0.0293864j 0.0397696-0.0355j 0.0063903-0.0222333j -0.027607-0.0114506j 0.113292-0.135834j 0.00756388-0.111907j 0.0766983+0.0362006j -0.00993856-0.128814j -0.0665869-0.0401941j 0.061916-0.117841j -0.107575+0.00118126j 0.118471-0.0667876j -0.109522-0.104629j -0.0794755+0.064179j -0.0712312+0.0022591j -0.0145025+0.0759754j -0.066012+0.12198j 0.0386842+0.135315j 0.0900613+0.151982j -0.0863146-0.0424723j -0.0662616-0.1238j -0.0654917+0.0290908j 0.0257597-0.0365336j -0.186191+0.137552j 0.0493047-0.0125788j -0.137827+0.0038787j 0.027453+0.0652662j -0.0290599-0.0152486j 0.00010605+0.0283857j 0.0764897+0.100279j 0.033965-0.0617581j -0.0159748-0.0407618j -0.110931+0.00973784j 0.152649-0.00623569j 0.037432-0.00381407j 0.0385757+0.000950569j -0.0651716-0.049432j -0.0271386+0.00244162j 0.0296332-0.00508497j 0.0462771-0.0723434j 0.0292163-0.0802648j -0.0459758+0.0523727j 0.122274+0.0101855j -0.0344809+0.0233689j 0.0319019+0.0457807j 0.0146073-0.0278654j 0.0313995-0.0484313j -0.0551731+0.0209751j -0.00328128+0.0382798j 0.0432204-0.0534357j -0.01384+0.0234023j -0.00460416+0.0266813j 0.027997-0.000929033j 0.034761+0.0114431j -0.027085-0.0261291j -0.000105492-0.0181282j 0.00460139+0.000308054j 0.0441311-0.000287706j -0.00827739-0.00191803j 0.00292387-0.00472127j 0.0108867+0.00638234j 0.00626511+0.0313694j 0.0324937-0.0261784j 0.00293302-0.0280565j -0.0462175+0.00737117j 0.023561-0.0403418j 0.0222405+0.0248754j -0.0144016+0.012073j 0.00199554+0.00325415j -0.0157591-0.00836876j -0.0187381+0.0171403j 0.0119251-0.0341056j 0.010344-0.00288203j 0.0221098-0.000815921j 0.00344391-0.0292113j 0.00777951-0.0266341j 0.0146889-0.00305591j 0.00826634-0.00691207j -0.0173542+0.00354936j 
0.00241241-0.00113009j -0.0288622-0.0121639j 0.0196239-0.00954145j 0.0010757+0.0235437j -0.0141344-0.0324557j 0.0392191-0.0034245j 0.0367165+0.00484346j -0.0323521+0.0112865j -0.033745-0.0116047j 0.0156882+0.0367693j -0.0311029-0.00296464j -0.0233797+0.0200189j 0.0308394-0.0288652j 0.0231751-0.0358837j 0.0270318-0.0172326j 0.0667391-0.00946316j -0.0466649+0.00728309j 0.0595693+0.0171692j 0.0253722-0.0173571j 0.0153623+0.0278604j -0.0837739-0.0235114j 0.0107904+0.0396234j -0.055924+0.22531j -0.0634872+0.0444278j -0.0121009+0.0557875j -0.068131-0.0856405j -0.002763-0.0343518j -0.0943363+0.0962552j 0.0295834+0.0561522j -0.0941431+0.0302576j 0.0108826+0.100977j 0.0258567-0.0291195j 0.0791762-0.095141j 0.111255-0.0908522j 0.0291786-0.151462j 0.0158438-0.124412j -0.0602677-0.102822j -0.00938604-0.0524288j 0.00962068+0.128117j 0.0364285-0.0753084j 0.00815101-0.0290043j 0.0509947-0.121946j -0.0568858+0.0679789j 0.0535612+0.056481j -0.0313061-0.0676211j 0.00316292-0.102261j -0.0504628+0.152651j 0.0459206-0.0573225j -0.0277731+0.0977936j 0.0615754+0.0389677j 0.0977318-0.00167303j -0.0905631-0.00731637j 0.0688984-0.120327j 0.00741205-0.0780152j -0.0865263+0.00944876j -0.0231218+0.0298767j -0.00942011-0.010366j -0.0117676+0.0179632j -0.0164218+0.080132j 0.0341508+0.0664925j -0.0452843-0.05045j -0.0753862+0.0490508j -0.0626863-0.00981759j -0.0119567+0.0422959j -0.00921921+0.00818093j -0.0191651-0.0632602j -0.0216348-0.02165j -0.0067472+0.035761j 0.0164372+0.0173788j 0.00340882-0.00470307j -0.0169379+0.00653289j -0.0327477-0.00174812j 0.00475491-0.00167574j -0.00890701+0.00720334j -0.00529135+0.00617469j -0.0168986+0.0218569j -0.0141923+0.0461705j -0.0318558+0.0213571j 0.0342854-0.0215883j -0.00548009-0.0194994j 0.0197037+0.0367442j 0.00127767+0.00566358j 0.0300663-0.0340622j -0.0164304+0.0221251j -0.00954617-0.0284065j 0.000611378-0.0128562j -0.0240838-0.0367677j -0.00707857-0.014872j -0.000361134-0.0130219j -0.000174656-0.00729975j -0.019738-0.0239886j 0.00770108-0.0170717j 0.00027283-0.02116j -0.0123061+0.0307674j -0.00632606-0.0297766j 0.01055-0.00410363j -0.00555575-0.0140945j 
-0.00106643+0.00214965j 0.00311215-0.00179429j -0.00167449+0.0257003j -0.0206311-0.0131088j 0.0207411-0.05109j 0.0455582+0.00912292j -0.0578403+0.00598494j -0.0339038-0.00265494j -0.0328214+0.0310594j 0.0504-0.0389246j 0.00455666+0.0162415j 0.0466346-0.0333764j 0.056437-0.0314128j -0.025165-0.0160902j -0.0232275+0.0142275j 0.0164319+0.00135239j 0.00367031-0.0236738j 0.0421049-0.0190104j -0.000332499+0.0425114j -0.0338211+0.00537083j -0.0427334-0.0222168j 0.0103531-0.0445788j 0.0242271-0.071524j -0.162485+0.0924367j -0.17245+0.109993j -0.00152029-0.0787022j 0.134785-0.03099j 0.0641396-0.0156829j 0.0949068-0.0104946j -0.177708+0.0588526j -0.118966-0.0315621j 0.0304975+0.0193725j 0.110094-0.0176958j 0.0669778+0.00788456j 0.102923-0.0143075j -0.115095+0.0512412j 0.074006+0.0471765j 0.221818-0.107326j 0.0768813-0.0139332j 0.0805751-0.0465015j -0.103263-0.0366643j 0.0218268+0.0183505j 0.034536+0.0267912j -0.141866+0.063298j -0.00508417+0.0641009j 0.0613619-0.070884j -0.0173256+0.0573641j -0.0191489+0.057713j -0.0323024+0.0582329j -0.00556738-0.0299223j -0.0108742-0.00252785j -0.112826+0.0257985j 0.0901468-0.0176931j -0.0234062-0.0202193j -0.103943+0.0563212j 0.0176873-0.0115182j -0.0899258+0.0420375j -0.0390482-0.0552419j 0.0368799+0.0134427j -0.0368339+0.0192677j -0.0543268-0.0348921j 0.0178417-0.0120972j -0.0402455-0.0243332j 0.0197043-0.0430849j -0.0491364+0.0108631j 0.0346803-0.0221486j 0.0108425-0.0356907j 0.0112539+0.00292851j -0.0138743-0.01176j 0.0647488+0.043774j -0.0252507+0.00670572j -0.0288606+0.000833087j -0.0107969-0.0292655j -0.00459083-0.00267118j -0.00309128+0.0133147j -0.0110892-0.0167265j -0.0140443-0.0251459j 0.0211159-0.0376588j 0.0075961+0.0371066j 0.0440233-0.0206989j 0.00680141+0.0359565j -0.0102802+0.00797457j -0.0159058+0.00438465j -0.0566358+0.0225462j 0.0381378+0.0101834j 0.0135528+0.0223946j 0.0188426+0.00950465j -0.0262956+0.00950184j 0.00454134+0.0156806j 0.00363624-0.0114089j -0.0265251-0.0178672j 0.0348217+0.00316924j 0.00369306-0.0187144j 0.0256681-0.0159484j 0.0105271+0.0322995j -0.00893873+0.0160066j -0.0034497-0.00241568j 
-0.0126826+0.0277045j -0.00561195+0.00024633j 0.0185139-0.0011033j 0.0131162+0.0122347j 0.0142419+0.038237j -0.00534166-0.00277272j -0.0334684+0.0447995j 0.0479469+0.0385118j 0.0262714-0.0105649j 0.0164118+0.0209379j 0.00315571-0.0114134j 0.0174947-0.0387755j 0.0397375-0.00407319j -0.043945-0.000696437j -0.0251095+0.00883295j -0.0214553+0.032015j -0.0408715-0.0858155j 0.0293946+0.00821106j 0.0211274+0.0161796j 0.013463-0.0176805j 0.0642307+0.0682402j -0.00987298-0.0343317j 0.00256003+0.0100498j -0.0526342-0.0503861j 0.0454872-0.0352584j -0.0707072+0.00952997j -0.0261028-0.0552961j 0.0846635-0.0372187j 0.0254328-0.0598747j -0.0857074-0.0964963j 0.0757886+0.0968171j 0.00232217+0.0190521j 0.0608591-0.0316387j 0.0494234+0.0411581j -0.0410492+0.02099j 0.0543921+0.0180223j -0.0143258-0.0593462j -0.0140079-0.0463319j -0.0107942-0.0654918j -0.0768067-0.0324012j 0.141865-0.00746717j 0.0867658-0.0778352j 0.0534918-0.0963036j 0.0881097-0.0707092j -0.111157+0.0511283j -0.0359053+0.0226625j 0.0612895+0.0224937j 0.0464654+0.0220688j -0.0397696+0.0260171j 0.0826231+0.0333152j -0.0187306+0.119611j -0.0267813-0.0229659j 0.113409-0.0278281j -0.00410472-0.0362764j 0.0899735-0.0562859j 0.0147418+0.0589479j -0.0226507-0.0276754j -0.0599268+0.0092227j 0.0764342+0.0118616j 0.0186404+0.0819301j 0.0155351+0.0655769j -0.0418579+0.0544812j -0.0405053-0.00108386j -0.02496-0.0458743j -0.0100585-0.0359815j 0.0295261+0.0420906j -0.0652097-0.0286561j 0.0322993+0.000237697j -1.66528e-05+0.033531j 0.0377275-0.00518775j 0.0242017+0.0370312j 0.0168373+0.0467716j -0.0252821+0.0207677j -0.0364223-0.049683j 0.0370253-0.0359269j 0.042055+0.0163942j 0.0125582-0.000966457j 0.0100255-0.0175608j 0.0577443+0.0241935j -0.00963816+0.0153034j 0.0352131+0.0874058j 0.0297026-0.0171229j 0.0162757+0.0151269j -0.0311743-0.0133856j 0.0232465+0.00496093j 0.0070352+0.0301141j 0.00463973+0.0202427j -0.00278866+0.000944855j -0.017694+0.0431288j -0.0316188-0.000189454j -0.0362341-0.0108427j 0.0134529+0.00666835j -0.000374942+0.0075893j -0.022625+0.0075042j -0.0147706-0.00063366j 0.0119747-0.0055359j -0.0113151-0.0173871j 
-0.0265824+0.0173554j -0.0072962-0.00134516j 0.0258368+0.0153832j -0.0195226-0.00964384j 0.00652059-0.0126218j 0.0320515+0.0137221j -0.0206568+0.0282262j -0.00819073+0.0561812j 0.0149459+0.0190359j 0.00787921-0.0406156j 0.00720129-0.0524514j 0.0593508+0.00389196j 0.00152828-0.0127552j -0.0284276-0.0166732j -0.0197641-0.0187676j -0.0353736-0.0567997j 0.019943-0.085503j 0.100422-0.00213418j 0.0405407-0.00833834j 0.0110913+0.0274274j 0.0788379-0.0109284j 0.00101419+0.0599242j -0.019662-0.0393356j 0.0759933+0.122091j 0.119162-0.000701185j 0.00827958+0.0484848j 0.0303177+0.0656591j 0.0671055+0.0968379j 0.0414917+0.126052j -0.0293079-0.00454057j -0.0149524-0.0938082j 0.0148084-0.0179348j -0.102995+0.0497302j -0.141282-0.043355j 0.0295612-0.0481797j -0.0429157-0.077492j -0.074993+0.00405245j -0.10095+0.0551492j -0.137179+0.050366j -0.121152+0.128215j 0.102778+0.00502025j -0.0166678-0.0109817j -0.0982759+0.102565j -0.0121858+0.0985181j -0.0153976+0.0190317j 0.0476711-0.0666017j 0.0439287+0.0213612j 0.029077-0.0442597j 0.162352+0.00488461j -0.0538147-0.000221994j 0.0980234-0.0783109j 0.0145483+0.00375626j -0.0293489+0.0497896j -0.0379457+0.0283149j 0.0288066+0.0655548j 0.0146793-0.0343401j 0.017784-0.0385067j -0.0847446-0.0223678j -0.00604291+0.100499j -0.0512516-0.0392426j -0.0856397-0.00980206j 0.024777-0.0614782j -0.0364359+0.0133085j 0.00617057+0.0362853j -0.0228895+0.0415162j -0.0115686+0.00803111j -0.0273853-0.0163615j -0.012789+0.0368942j -0.0515342-0.00515532j 0.0584984-0.00375491j 0.0341054-0.0147341j 0.0393708-0.00536875j 0.0553135-0.0309891j 0.0127895+0.0239625j 0.022764+0.0223062j 0.0215794-0.0466051j -0.0229942-0.0279828j -0.000946614-0.0349908j 0.00433849+0.045207j 0.0234348-0.0227724j 0.0283649+0.0114215j 0.0153364+0.0559189j 0.00454391-0.009571j -0.0382069+0.00428933j 0.0586282-0.0208828j 0.045865+0.00178983j 0.0263307-0.0145833j -0.00972787-0.00862051j -0.00291331+0.00473535j 0.00025529-0.0252728j -0.0390524-0.0180882j 0.0155211+0.0102006j -0.00623097-0.00169241j -0.00490444+0.0113259j -0.0375053+0.0394533j 0.00483826+0.00455553j -0.0176314-0.00561142j 
0.0136842+0.00144224j -0.00788376-0.00802002j 0.000745543-0.0116227j 0.00786621+0.00173495j -0.0443507+0.0520837j -0.0329833+0.0162838j -0.0175765+0.00155071j -0.0476161+0.0234528j 0.0446223+0.0635472j -0.0126045-0.0188916j 0.00501679-0.00241762j -0.0415203+0.00210836j -0.00752653+0.0106816j 0.00491952-0.0124276j 0.0421502-0.00987495j -0.0112546-0.0195997j -0.00992517-0.00538328j -0.0409457+0.0314542j -0.0160442-0.0391786j 0.031652+0.0220076j 0.00234954-0.0106689j 0.0225223+0.0237724j 0.0964239-0.0683792j -0.0123119-0.0409028j 0.0357835-0.0536035j -0.00354092+0.12144j -0.0765373+0.0286648j -0.0966116+0.0354576j 0.0403851+0.0145612j 0.0901434+0.067823j -0.0201642+0.00135565j 0.039626-0.0659356j -0.0365912+0.0329304j -0.0702982+0.0910547j 0.0179384-0.0391656j -0.0136052+0.0237605j -0.0542702-0.0312571j 0.0568112+0.0318413j 0.0151913-0.00377565j 0.0976096+0.0149597j -0.0710049+0.0305293j -0.00327669-0.0949014j -0.106502-0.0134441j 0.0070547-0.0368777j -0.0534323-0.0223222j 0.0179094+0.0622849j 0.0448005-0.00488896j -0.037302-0.0484416j -0.0643301-0.0863357j -0.014328+0.0305525j 0.015392-0.00863581j -0.0383851+0.00124725j -0.0496438-0.0137709j 0.00599004+0.0437092j 0.0403993+0.0295349j 0.0242251-0.0732979j 0.058366-0.00965488j 0.109684+0.0215823j -0.111396+0.0102394j 0.0409155-0.0838034j 0.0109697-0.0152759j -0.0230784+0.000176912j -0.0380231+0.030232j 0.000486394+0.0679014j 0.021336+0.0317567j -0.0357131+0.0644373j -0.0325864-0.043808j 0.0186907+0.00272095j 0.0117303-0.0349521j 0.00098563-0.0869309j 0.0251442+0.0370835j 0.00262428+0.0221014j 0.00534575+0.047458j 0.0086459-0.00396009j 0.019303-0.00667376j -0.0178368-0.00434612j 0.0268255+0.0175658j -0.0344244-0.00144104j -0.0101183-0.00673825j -0.0150011+0.00978766j -0.0183754+0.0374688j -0.0192363-0.0154447j 0.00941429-0.00468418j -0.0173777-0.0203176j 0.000879466+0.00353848j -0.0173446+0.0100269j 0.0156921+0.00633622j 0.0566612-0.00635337j -0.0530641+0.0101037j -0.0106786-0.0541787j -0.0260257-0.00585888j -0.0266067+0.00453777j 0.0132472+0.0327225j -0.0232708+0.0146881j 0.0151845-0.0101843j 0.00247631-0.00861591j 0.000918613-0.025749j 
0.00978973+0.0104926j 0.00456752-0.00673343j -0.011417-0.0111676j 0.026531+0.00136191j 0.0242185+0.0177288j -0.0118076+0.0213659j 0.0323577+0.0194418j -0.0315154-0.0868664j -0.00635877-0.00436906j -0.049859-0.00489179j 0.0535381-0.0715147j 0.0414195-0.0324689j 0.0411102-0.0156848j 0.035002+0.0126135j 0.0424403-0.0194748j -0.0455589+0.0996507j -0.0154396-0.0614708j 0.0146726+0.0935479j -0.0270554-0.0687577j 0.0457596+0.0217683j 0.16657+0.087505j 0.0620329+0.0695416j 0.0793786-0.0592848j 0.113895+0.00122875j 0.0159978+0.0982044j 0.147233-0.0823406j 0.105739-0.102695j 0.00597992-0.0388649j 0.0577876-0.073252j -0.0584947-0.201598j -0.084796+0.258329j -0.0965476+0.031416j -0.0726908+0.0802987j -0.208191-0.0249461j -0.0508933+0.127148j -0.103465-0.00243884j -0.0289109-0.0664232j -0.0549018+0.034455j -0.0609072+0.0633801j 0.0267835+0.147787j 0.115777+0.159216j -0.0692021-0.0499044j 0.0627273-0.0317844j -0.0120448-0.0376485j -0.133109-0.0315661j -0.0164092+0.0407094j 0.0589464+0.0621807j -0.0244597-0.0187313j 0.0798181-0.0433371j -0.0738837-0.0456614j -0.0506759+0.112262j -0.0336429-0.0320032j 0.0281784-0.0543023j 0.0121842-0.0441828j 0.0143242+0.0320859j 0.0386021-0.112495j -0.0269832-0.00704354j -0.0407921+0.0203117j 0.0324745+0.0609732j -0.0743421+0.0202853j 0.0105614-0.0156741j -0.00246953-0.0539579j 0.0118094+0.0187904j -0.0136898+0.00466649j -0.0127802-0.0354924j 0.00885366-0.0600417j 0.0238221-0.0237091j -0.021482-0.0204681j -0.0268398-0.014023j 0.0262132-0.000930136j -0.0309785-0.00968606j -0.0154775-0.0547486j 0.0248749-0.00699268j -0.001438+0.0217711j -0.0177378-0.000742908j 0.00304813-0.00119149j 0.0317627-0.0193149j 0.0168344-0.000783245j -0.00671123-0.0159868j 0.00983103-0.0281849j -0.0435784-0.0110778j 0.0112487+0.0515689j 0.00107076-0.00097102j 0.0158798-0.00281637j -0.00692271-0.0149394j -0.00386406-0.0018649j 0.0348279+0.0155501j 0.0096944-0.00639242j 0.0405323-0.0060203j 0.00929051+0.064512j 0.0108635-0.0108921j 0.000411189-0.0266721j -0.0103712+0.0134761j -0.00202202+0.00914263j 0.00715927-0.0137088j 0.0053582-0.00699755j 0.00920644-0.00815659j 
