-0.157287+0.0832594j -0.0768157-0.155812j 0.0833832-0.197716j 0.208128+0.0835531j -0.0132356-0.0151764j -0.0460148-0.0389187j -0.0255209+0.153309j 0.161317+0.0508318j 0.0564607-0.0775927j -0.00945358-0.0685607j -0.0625263-0.0279903j -0.0227437+0.0500832j -0.116057+0.00312714j -0.0404202+0.0493016j 0.0737337+0.047268j 0.0719696-0.0119905j -0.0198185-0.0984346j -0.0124762+0.0729066j 0.0845304-0.0722195j -0.0236331+0.0123297j 0.080666+0.157134j -0.0213818-0.0196151j -0.0699413-0.0277266j -0.0186985-0.110843j -0.030016+0.0046316j -0.0840274-0.0211454j 0.0253284-0.0544472j -0.0489905+0.0576797j 0.0645211-0.148616j 0.000597214-0.0117516j 0.00518125+0.0183466j 0.0473535+0.0134765j -0.0649986-0.0203308j -0.0143969-0.034113j 0.00741741-0.0121705j 0.00379831-0.0849146j -0.000968511-0.0330435j -0.0659528+0.0296505j -0.140154-0.0107487j 0.00436816+0.00108892j -0.0583085+0.017999j 0.105726-0.0578504j -0.102085-0.0234805j -0.0281451-0.01689j -0.0389694-0.0685379j 0.0608887+0.0593826j 0.0492899+0.00669846j 0.0305111-0.0476651j 0.0155401-0.00423483j -0.0438299+0.0656743j -0.0048349-0.0867604j -0.0719372-0.0306427j 0.0454537-0.0898437j -0.0818463+0.0602753j -0.0290178+0.0143012j -0.0315384-0.00894463j -0.0127267-0.0157681j 0.0153208-0.106918j 0.084141+0.00237029j -0.0259535-0.0250549j -0.0470046+0.0233364j 0.12328-0.00272839j -0.0717539-0.0482121j -0.0537263-0.106255j -0.00856597+0.0464435j 0.044177-0.0433912j -0.0237271+0.0263144j 0.0225258+0.021131j -0.0497481-0.0714046j -0.064099+0.154325j 0.0628025+0.0338163j -0.0307943+0.0979123j -0.156528-0.0404423j 0.131722-0.121116j -0.120182-0.125839j -0.178305+0.0297556j 0.0327496+0.183068j 
-0.000550106+0.00070355j -0.000886799-0.00103628j -9.41577e-05-0.00188901j 0.00129563+0.000415897j -0.00185567+0.00048375j -0.000194843+0.000896008j 5.86246e-05+4.12253e-05j 0.00218352-0.00033023j -3.6027e-05-0.000569984j 0.000460681+0.000817585j 3.3041e-05+0.000466003j 4.39153e-05+0.000496297j 0.000753516+0.00109464j -0.000882485+2.82845e-05j 0.000143598+0.000648697j 0.000388587+0.000480766j -0.0005442+0.000366152j 0.000673672+2.28257e-05j 0.000900619-0.000104406j -0.000185687+0.000617413j 0.00123991-6.21757e-05j -0.000861625-0.000159742j 0.000974869-0.000434589j -0.000754043-0.00118361j 0.000590901-0.00103577j -0.000388666-1.65568e-06j -0.000314465+0.000948987j -0.00079164+0.000476636j -0.000186809-0.00185178j 0.00060011-0.000462229j 0.000386531-0.00121138j -0.000528856-0.000113474j 0.000884102+1.72412e-05j 0.000329305+0.00174105j 0.000320575+0.000962566j -0.000443002+0.000349325j -0.000107513+6.53257e-05j 0.00139888+0.000454046j -0.00101484+0.000963882j 0.000826867+0.000723556j -0.00087449-0.000617753j 0.00255479+0.000523416j -0.000729463+0.00144748j 0.00117938-0.000648392j -0.00253807+0.00024251j -0.000446252+0.00129016j 0.000122768-0.000306736j 0.000423144+0.000214797j -0.00138385-0.00218182j 0.00153479+0.00105957j 0.000887833-0.00152176j -0.00104216+0.00299991j 0.00016876+9.44667e-07j 0.000516229-0.000988712j 0.000740428+0.000659268j 0.000960225-0.00137215j 0.000240758-0.000259505j 0.000963622+0.00176054j -0.00178586-0.000377117j -0.000289403+0.00236973j -0.000917559-0.000388295j 0.000566038+0.00234459j 0.00276015-0.00133836j 0.000352874-0.00188327j -0.00191431+0.0017431j 0.0016963-0.0011056j -0.000974826+0.00139377j 0.00104557+0.00321125j -0.00168077-0.00131894j -0.00149848-0.000132568j 0.000684241-0.000651486j -0.0020262+0.00153384j -0.000710814+0.00146522j 0.00100496+0.0019957j -0.0020152-0.0018736j -0.000810822-0.000422108j -6.85547e-05+0.0011676j 
-2.81163e-05+0.000157883j -0.00114941-0.000111241j -0.000870365-0.000323459j 0.000805844+0.00126484j 0.000381397+0.00179008j 0.00231056+0.00175802j -0.000864006+0.000310274j -7.0763e-06-0.00115973j -0.000292289-0.00134471j 0.00230255-0.000106773j 0.000369682+0.00144652j -0.00124399-0.000242654j 0.00200193-0.00205507j -0.00115694+0.000712722j 0.00108998+0.000962749j 0.0024826-0.000976492j -0.000323728-0.000947772j -0.00123117-0.00200456j -0.00047846-0.000198012j -0.000181102-0.000167753j -0.00127053+0.000238915j -0.00128445-0.00105698j -0.00244197-0.00203521j 0.000188389+0.0011243j -0.000892092-0.00117302j -0.000946964+0.000851226j 0.00256296+0.00154607j 0.000339437+0.000953712j -0.00076267-0.00222894j -0.00249434+0.000932357j 0.000149353+0.00133766j -0.000527709-0.00231439j -0.000569484+0.000418076j -0.000184885-0.000338636j 0.000192496-0.000136241j -0.00247105-3.91319e-05j 0.000639227+0.000143551j 0.00116182-0.00496217j -8.82988e-06-0.00232488j 0.000734925+0.000197384j 0.0010178+0.000563163j -0.000333524+0.000661956j -0.00171247+0.000447946j -0.000871551+0.000326621j 5.3613e-06+3.92516e-05j -0.000357299-0.000935987j 0.000623589-0.000936622j 0.00206692+0.00142136j 0.000321228+0.000602518j 1.86309e-05+0.0019167j 0.00088587-0.00245389j -0.000797796-0.00066782j 0.000901688-0.000934662j 0.000373619+0.00260346j -0.001567+0.000218404j -0.00123192+0.000847802j 0.000931449-0.000935044j 0.00351384+0.00157614j 0.00174624+0.0014499j 0.00150732-0.00245163j -0.00154477+0.00186769j 0.00148147-0.000353797j 0.00074936-0.00329957j -0.00339645+7.87239e-06j 0.00111521+0.00293937j -0.000180144+0.00131j 0.00211205+0.00225323j 0.00260262-0.000291589j -0.00150943+0.0031527j -0.0010123+0.000527795j -0.0005669-0.00200056j 0.000502097+0.000477626j 0.00281066+0.000520196j 0.00241362+0.00180712j -0.00106937+0.00317478j -0.000252995+0.000312702j 0.000865274-6.50538e-05j 
0.00137581+0.000133405j -4.20866e-05+0.000466016j -0.00069286-0.000683163j -0.00125818+0.000193455j -0.00190151-0.000553674j -0.000847036+0.00226972j 4.83488e-05-0.00155434j -0.000724317+0.000695583j 0.000874577-0.00106822j 0.0004524+0.00274657j -0.000147976+0.000264886j -0.000436047-0.000472988j 0.00128753+0.000859614j -0.00176837-0.00056381j -0.000864447+0.00156683j 0.000799988-0.0002227j -0.00123321-0.000901272j -6.04996e-05+0.000160203j 0.000334016+0.00210161j -0.00102201-0.000466704j 0.000209821-0.000768707j -0.000245016-0.000996052j 0.000213858-0.00129684j -0.000510614-0.00031243j 0.00123506+0.000224452j -0.000804136+0.000662315j -0.000981996+0.00128649j 0.000135412-0.000488202j -0.000358249-0.00195004j -0.000493775+0.00020867j 0.000581023-0.00123858j -0.00111103-0.000237445j 0.00118354+0.000660488j -0.000285297+0.00191644j 0.00099091+0.00166966j -2.77063e-05+0.000895027j -0.000650958+0.000501083j 0.00198751+0.00131543j -0.0002087+0.000445382j 0.000894547-0.00042855j 0.000296447-0.000827531j 0.000246102-0.000807224j -1.50717e-05-0.000179571j 0.00112383-0.00111052j -0.00114557+0.000684478j 0.000125317+0.000392792j -0.00047417-0.000144646j -0.000800201+0.000883175j -0.00119367-0.00123601j -0.000714483-0.000292206j -0.00129438-0.000224919j 8.96916e-05+0.000419256j 0.000440451+0.000829438j -0.00015869+0.000567913j 0.000528905-0.000823392j 0.00175454-0.00150692j 0.00106616-0.00147439j 0.000265001+0.00197215j -0.00156838-0.000351367j 0.00030793+0.00209587j -0.000462105-0.000240194j -0.000243402+0.00187278j 0.00198826+0.000236948j 0.000170033-0.000855038j -0.000906813+0.000571542j 0.000458554+0.000370982j -0.0010583+0.00106915j -0.000149096+0.00208254j -0.000918469-0.00155215j -0.000339999-0.00281233j 0.000727972+0.000249703j 0.000340302-0.00126318j -0.000486459+0.0013711j -0.00150696+0.00222227j -0.00182322-0.00232187j 0.00095368+0.000538494j 0.000635201-0.000244178j 
-0.00248397+0.0019264j -0.00281549-0.00277947j -0.000895864-0.00559503j 0.00458801+0.0011104j -0.00195361+0.000430544j 0.000856044+0.00128074j 0.000907857+0.00439519j 0.00233466-0.00306642j 0.000310252-0.00342509j 0.00249144-0.00123601j 0.000215137+0.00293355j -0.00129528+0.000816865j 0.00246196-0.00187449j -0.00120012-0.000635833j 0.00360889+0.000624552j 0.00307698-0.00435878j -0.0036161-0.00331066j -0.00196747-0.000496318j -0.000562174+0.00162384j -0.00146672-0.000699304j -0.00150312+0.00312017j -0.00554512-0.00175725j -0.00266548-0.00145878j -0.00184725-0.000818435j -0.000761866-0.0017808j -0.000519866+0.000177313j 0.00335835+0.000233952j -0.000637385+0.0042673j 0.00132345-0.00251736j -0.00251291+0.00235396j 0.00125506+0.00132421j -0.00116476-0.00494485j -0.00154939+0.000850879j 0.00038585+0.00166193j -0.000418515+0.00182839j -0.00373685+7.53735e-06j 0.000505225+0.00069719j -0.00106059-0.00273976j -0.000445728-0.00176012j 0.00305416+0.000845382j 0.00198496-0.000175028j 0.00141097+0.00256771j -0.00308734+5.16197e-05j -0.00124432-9.84259e-06j 6.03739e-05-0.00124154j -0.00184098+0.00149738j 0.000954154-0.000453579j 0.00568065+0.000148666j 0.000262927-0.000911191j 0.00119312+0.002792j 0.00151333-0.00570938j -0.00301994-0.00190968j 0.00128731-0.00109617j -0.00109594+0.00127599j 0.000512219+0.000733759j -0.0019324+0.000754433j 0.00107121-0.00234262j 0.00429703+0.00182033j 0.0033825+0.00167959j 0.00020731-0.00205263j -0.000997611+0.00231445j 0.00354686-0.000361465j -0.00138367-0.00204161j -0.00174219-0.000594098j 0.00108485+0.0041109j 0.00146268+0.00352371j 0.00117207+0.00141969j 0.00180869-0.000630051j 0.000549916+0.000915629j -0.00189674+0.000466614j 0.000277828-0.00479493j 0.000801287+0.00131202j -0.00188755-0.000687045j 0.00343568+0.0012298j -0.00136583+5.27533e-06j -0.00334178-0.00122007j -0.0012284+0.00332018j 
0.000813484+0.0052164j -0.00537721-0.000265405j -0.000527199-0.00172513j 0.00182588-0.000480254j 0.000321485-0.00206549j 0.00334479+0.00604086j -0.00136047-0.00401829j 0.00187796+0.00434673j 0.00271083+8.91198e-05j 0.000950217+0.000866705j -0.00414788+0.00281065j -0.00512727+0.00210861j -0.00350641-0.00143726j -0.00258923+0.00334097j -0.00150882+0.00489643j 0.002169+0.000578388j -0.00199123-0.00140777j -5.42949e-05+0.00188464j 0.0029972+0.000176624j -0.00136469+0.000294189j 0.00408394-0.000432243j 0.000751552+0.000326101j 0.00324429-0.00389672j -0.00351133-0.00324841j 0.000410772+0.00272073j -0.00312937-0.00131139j -0.00452423-0.00174103j 0.00248266+0.00140144j 0.000317868-0.0044062j -0.0017034-0.00191673j 0.00188694-0.00251859j -0.0015814+0.00327421j 0.00192158+0.0011823j -0.000314291+0.000726229j 0.00352345+0.00245165j -0.000241424+0.00200508j -0.00180949-0.000782374j 0.00257025+0.00284887j -0.000208506+0.00248209j 0.00296631-0.00293608j -0.00273648-0.00218052j 0.00685172-0.00520026j 0.000831863-0.00160055j 0.00305924-0.00127862j -0.00227618+0.00199333j 0.00482214+0.0040988j -0.00196547-0.000688762j -0.000804605-0.00300365j -0.005395-0.000845786j 0.00149441-0.00567832j -0.00307992-0.00327882j 0.00245801+0.00623068j 0.00031338-0.00024872j -0.00515828+0.000339105j 0.00437571-0.00157025j 0.00470322+3.08956e-05j 0.00235994-0.00275504j 0.00117914+0.00167288j -0.00111911+0.00171343j 0.00189773+0.00496342j -0.00188247-0.00123955j 0.00176856+0.00411419j 0.00472791-0.000221749j 0.00158282-0.00408467j -0.00296067+0.00138709j 0.00501022-0.000399634j -0.00427689-0.00061196j -8.73644e-05+0.000687205j -0.00423013-0.003055j -0.00553751-0.00356538j -0.000356713+0.00503326j -0.00206194+0.000644829j -0.00102121+0.000613013j 0.00274222+0.00193884j -0.00423111-0.00820515j -0.00511807+0.00543068j 0.00582369+0.00601908j 
-0.00132735+0.00171689j -0.00198855-0.00147399j 0.000139514-0.00191679j 0.00159009-0.00142313j 0.000668159+0.00200951j 0.00165899-1.57987e-05j -0.000863093-0.00138319j 0.00209775-0.00279672j 0.000342827-0.000845576j 0.00151016-0.00121069j -0.00128807+0.00143253j -0.00247157+0.00416066j 0.000699834-0.00114771j -0.0010502+0.000787168j 0.000290395+0.00141825j 0.00141874+0.000102848j -0.000125212-0.00140938j -0.000439382-0.000187343j -4.55163e-05-0.00165683j -0.000354785+0.00107982j 0.0025231+0.00145662j -0.00271993+0.00119153j 0.00119825-0.00114585j -0.000430984-0.00170791j -0.000695526-0.00162366j -0.00161203+0.000315647j 0.00153545+0.000375406j -0.00106201+0.000745381j 0.000666163-0.00336395j -0.000741309-0.000655153j 0.00014688-0.000977406j 0.000993015+0.000378336j 0.00186796+0.00181402j -0.000559342-0.000198417j -0.000292668-0.000774848j -0.00129769-3.43933e-05j 0.00192774+0.000476876j 0.00365011-0.00117681j -0.00201027+0.00242254j 0.000986445+0.00105696j 0.000890889-0.0002787j 0.00280524+0.00065527j -0.000235475+0.0019974j 0.000316309+0.00113027j -0.00260606+0.00156204j 0.00167778+0.00291174j -0.000697692-0.00213306j 0.00127757+0.00112208j -0.00160367-0.000509787j 0.00361143+0.00208558j 0.00186967-0.000754248j 6.1174e-05+0.00291483j 0.00136325-0.00233935j 3.25809e-05-0.00185252j -0.000468866+0.00172045j -0.000123595-0.00199411j 0.00146709-0.000862711j 0.00308889+0.000532683j -0.000797367-0.00038165j 0.001453+0.00101139j -0.00265863-0.000207374j 0.00107151+0.00359325j 0.000526896-0.00570235j -0.00286793-0.00217768j -0.00113233+0.00237025j 0.00157803-0.00278842j -0.000165694-0.00157231j 0.00264779+0.00221717j -0.00156519+0.000953172j 0.000813845+0.00104714j 0.000104458+0.00306654j -0.000750508+0.00350323j -0.00138694-0.00413235j 0.00115215+0.00152215j -0.0023326-0.00397154j -0.00321592+4.47817e-05j 0.000283955+0.00385321j 
-0.00591201+0.00180682j -0.00283171-0.00546269j -0.000337216-0.00590948j 0.00694918+0.000227918j 0.00076422+0.00392878j 0.000882188-0.00034291j 0.000372268+0.0041867j 0.0041841-0.00438199j -0.00120459-0.000609267j 0.00167137-0.00529857j -0.00176721+0.00234662j -0.00153277+0.00291065j -0.000332829-0.00394415j -0.00123614+0.00229115j 0.00189283+0.00153772j -0.000567131-0.00136734j -0.00123432-0.00112808j 0.000867633-0.000335426j -0.00100362-0.00423244j 0.000602844+1.52822e-05j 0.00201131+0.00702089j -0.00649544+0.000969893j -0.000322209+0.000117237j -0.00176727-0.00147963j -0.00219077-0.00221489j -0.00357717-0.00180475j 0.00567158-0.00184421j -0.0012062+0.00380595j 0.00143224-0.00323239j -0.000425802+0.000508369j -0.00175259+0.00157516j 5.66429e-05-0.00218177j -0.00190482+0.00123655j 0.00344466-0.00187584j -0.00060747-0.000881474j -0.00224369+0.000773591j 0.00507913+0.000818174j 0.00130948-0.0021294j -0.00300513+0.00256961j 0.00267019+0.00143201j 0.000487073+0.000377392j 0.00794641+0.00105652j -0.000716156+0.00402521j -0.00133394+0.00108972j -0.00224995+0.00155348j 0.00133741+0.00780612j 0.00204868-0.00164725j 0.00552112-0.00271947j -0.00441039-0.00148799j 0.00753397+0.00292257j 0.00286459-0.00507372j -0.00118516+0.0050264j 7.93957e-05-0.00151434j 0.00101733-0.0025353j 0.001924+0.00297674j -0.00440601-8.16567e-05j 0.000883446-0.000111845j 0.00482068+0.00315383j 0.00246816+0.000129364j -0.00146231-0.000710243j -0.00156017+0.00197946j 0.0037247+0.000928651j 0.00107659-0.00733702j -0.00411624-0.00256291j -0.000738389+0.00438519j 0.00422004-0.000798525j 0.00183997+0.000339358j 0.00456712+0.00522718j -0.00108797+0.0025239j -0.00240842+0.00222071j 0.00295587-0.00229977j -0.00816567+0.00614088j -0.00545643+0.000846051j 0.00736274+0.00303235j -0.00659484+0.00192679j -0.00725698-0.00473043j -0.00262161+0.00671382j 
0.00028842+0.00455172j -0.00465167+9.70366e-05j -0.000571144-0.00257941j 0.0022133+0.000152574j 0.00304737-0.00333255j 0.00253679+0.00342952j -0.000818927-0.000769635j -0.00114125+0.00227611j -0.00070712+0.00075587j -0.000937302-0.00082498j -0.0014275+0.00259073j -0.00227419+0.000733493j -0.00176752-0.00406967j -0.00190577+0.00246765j -0.00177349+0.00316127j 0.000741635-0.00104396j -0.00148206+0.000109917j -0.000953418+0.00139405j 0.000992012+0.00218644j -0.00183332+0.000661017j 0.00154558+0.00152514j 0.000107901+0.000213592j -0.000284807-0.00124918j -0.000707839-0.00141857j 0.000383462+0.00255752j -0.00256875+4.00277e-05j -6.05969e-05-0.00175007j 0.00132345-0.000535819j 0.000646877-0.0018236j -0.00209055-0.000725708j 0.000182073+0.000245831j -8.64243e-05+0.00182632j -0.00029433+0.00324039j 0.00016149-0.00215019j 0.000382028+0.00111533j -0.000488451+0.000455287j 0.00157851+0.000774959j 0.000576909+0.000442675j -0.000113867-0.000208615j 0.00194932-0.00223046j 0.000903531+8.57921e-05j 0.00136944-0.00428611j 0.00143975-0.000963018j -0.00113515-0.00220407j 0.00199523-2.86653e-05j 0.0030151+0.002478j 0.000721891+0.00074196j -0.0019499-0.00104785j -0.00117299+0.000537519j -0.0028432-0.00204041j -0.00501715-0.000355668j 0.00238757-0.000851396j 0.000631263+0.00291068j -0.00171254+0.00349047j 0.00358754-0.00350663j 0.002768+0.00214918j 0.0034248-0.00340916j 0.000683428+8.16913e-05j 0.00244517+0.000550534j 4.97082e-05+0.00121941j -1.75147e-05+0.00139441j 0.000945422+0.00158852j 0.000125416-0.00026983j 0.00114731+0.00191759j -0.00169784+0.000170366j 0.00221546+0.00141232j -0.00188288-0.000847694j -0.000726038-0.00171927j -0.000261089-0.0031939j -0.00229094-0.00622549j 0.00179109+0.003036j -0.00164681-0.00373884j -0.00638129+0.00165695j 0.00337998+0.00377129j -0.00451041-0.00513681j -0.00340237+0.00326217j 0.00462193+0.00426558j 
-0.00479778-7.5005e-05j -1.92747e-05-0.00402478j 0.00158779-0.00501244j 0.00597071+0.00118696j -0.00165704-0.000125377j -0.0015644-0.00256842j 0.00262587+0.00737128j 0.0051104-0.00367827j 0.000498171-0.000536437j -0.00120019-0.00274012j 0.000584216+0.000211184j 0.00073658-0.0013999j 0.000718728-0.000131169j 0.00267745-0.000721387j 0.00337037-0.00194031j 0.000182564-0.001669j -7.89471e-05-0.000495091j 0.000426666+0.000743178j -0.00138173-0.00119737j 0.000692462-0.00128567j -0.00158301+0.00349654j -0.00392847+0.000469637j -0.0010184+0.00280208j -0.000254518+0.00011771j -0.000764639-0.000623022j 0.00184046-0.00167535j 0.0031075-0.00181772j -0.000647818+0.00206553j 0.00122147+0.00107336j 0.000432753+6.17388e-05j -0.0011617+0.00141298j -0.000273927-0.00241046j -0.00219276-0.000875278j 0.00204273+6.51877e-05j -0.00280238-1.13508e-05j -0.00151168+0.000219984j 0.000738601+0.00139819j -0.00371863-0.000478654j -0.00247463+0.00089686j 0.00168003+0.00301894j -0.000290944+0.000653309j 0.00237238+0.00438153j -0.00201657+0.00283968j -0.00119135-0.000780428j -0.000644192-0.000189966j -0.0051394+0.00203955j 0.00195754+0.000801215j 0.00436119-0.000735665j 1.66962e-05-0.002023j 0.00345471+0.00260081j 0.00315133-0.00429207j -0.00245702+0.00100662j -0.00298085-0.000988183j 0.000144745-0.000825544j 0.00227223+0.00485985j -0.00398421-0.000292035j 0.000197099+0.00343284j -1.23552e-05+0.000454094j 0.00160138+0.00120012j -0.00187097-0.00239067j -0.00158378+0.00241873j 0.00146117-0.000281693j 0.000389887-0.000879514j -0.00116149-0.000925562j -6.53584e-05+0.00230581j -7.07359e-05+0.0011395j 0.00221165+0.00228161j 0.00180189+0.00184081j 0.000466392+0.00300508j -0.00249553+0.00405897j 0.00181817-0.00577722j -0.00395262+0.00584956j 0.00218253+0.00252633j 0.00490959-0.000894202j 0.00249237+0.00592141j -0.00303391-0.00481198j -0.00463635+0.00107779j 
-0.000598245+0.00260968j -0.00304838-0.00112558j -0.00104549-0.000204716j 0.000764112-0.000155027j 0.000211901+6.02921e-06j 0.0022491+0.00417051j -0.000209482-0.00215968j 0.00155264+0.00186808j 0.00132167+0.000693796j 0.000450278-0.000368396j -0.00223185+0.00209471j -0.00307349+0.000332795j -0.00227943-0.00142308j -0.00143059+0.00131236j -0.00103035+0.00195342j 0.0011184+0.000761922j -3.94312e-05+0.000510344j 0.000808029-0.00067461j 0.00205253-0.00146421j 0.000373255+0.000550559j 0.00175173+0.000654369j -0.000740813-2.53434e-05j 0.00197011-0.0017337j -0.00253746-0.00107695j 0.000695552+0.000225491j -0.00199966-0.00174281j -0.00205835+0.000490089j 0.00113971+0.00148025j 0.000203677-0.00327883j -0.000820806-0.00148737j 0.0013668-0.000881643j -0.00208851+0.00195405j -0.000169733+0.000438916j 8.76397e-05+0.000596839j 0.00253409+0.0010835j -0.000547269-6.47498e-05j -0.00104407-0.00106564j 0.0033531+0.000462406j 0.00272825+0.00225153j 0.000733741-0.00109158j -0.00223422-6.47916e-05j 0.00332551-0.00324196j -0.00157046-0.00189829j 0.00223479+0.000307418j -0.000356015+0.000195559j 0.00371574+0.00140926j -0.00129011-0.00051525j -6.69065e-05-0.00311641j -0.00489049+0.00108187j 0.00183922-0.0072172j -0.000994679-0.00403914j 0.00130163+0.00268814j -0.00111574+0.000133798j -0.0063626+0.000298552j 0.0033645-0.000307276j 0.00151496+0.000354526j 5.97525e-05-0.00216902j 0.00250078+0.00258587j 0.0016948-7.54781e-05j 0.000960217+0.00247936j 0.000606691-0.000668172j 0.0010273-0.00103716j 0.00294977+2.71759e-05j 0.0036234-0.00319619j -0.0025365+0.00226933j 0.00436261+0.000877786j -0.00168833-0.00123517j -0.00224672+0.00150118j -0.00458735-0.00211337j -0.00353039-0.00192074j -0.00147897+0.000535902j -0.00395996-0.000928561j -0.00234464+0.00334047j 0.000453718+0.00330119j -0.00373783-0.00152781j -0.00332238+0.00184095j 0.00277381+0.00397695j 
0.000599933+0.00252227j -0.00276271+0.000179904j -0.000731171-0.00278272j 0.00191825+0.000683944j -0.00131095-0.00226293j 0.001284+0.00227985j 0.000451548+0.000606745j -0.000383635+0.000262205j -0.000174619-0.00243725j 0.000357342+0.0017029j 0.000158815+0.00160387j -0.000608103-0.00232145j 0.00021735-0.00022045j -0.00154057-0.00113676j 0.000481521+0.000333998j 0.0023506-0.00239617j -0.00204826-0.00119797j -0.00116639-0.000723808j 0.00120244+0.00289237j -0.00131692+9.02987e-05j -0.000374607+0.000202352j 0.000154435-0.0020728j -0.0011775-0.00193792j -0.00158816+6.07042e-05j 0.000738342-0.000230574j 0.000841309+0.000510267j -0.00113178+0.000969503j 0.00161881+0.00166729j -0.000718357-0.0010254j -0.00173151+0.00238988j 0.0016849-0.000212258j -0.00186368-0.00237326j -0.00128843-6.09787e-05j -0.00101137+0.00296239j 0.000995662+0.00211918j -0.00155303+0.00114923j -0.00284755-0.000200445j -0.00186677-0.000849222j 0.00111311-0.00397446j 0.00261199-0.00117485j 0.000143872-0.000995168j -0.000332744+0.000171964j -0.00173733-0.000968601j 0.000444831-3.50043e-05j 0.00146307-0.00231965j -0.000667323-0.00226081j -9.39352e-05-6.83345e-05j 0.00222032-0.000597607j 0.000832176-0.000980909j -0.0032813-5.2602e-05j -0.00144982-0.00321008j -0.00288832-0.00142589j 0.00158705+0.000698114j -0.000165125+0.0040182j 0.000897618-0.00281176j 0.00205481+0.00303976j -0.000874142-0.00190276j 0.0012553+0.000530202j 0.000635958+0.000872061j 0.000145402-0.000276822j 0.00122193-0.000639032j 0.000702928-0.000875748j 0.000678026+0.00172359j 0.00207185-0.00056609j 0.00118289+0.00150527j 0.000702679+0.00421668j -0.00114629+0.00102447j -0.00049875-0.00391803j 0.0015177-0.000706645j -0.00235087-0.000999386j -0.00148469-0.00227087j 0.00193739-0.00304742j 0.000202115-0.00147002j 0.00179327+0.000116949j 0.00141554-0.00348202j -0.000900589+0.00255063j 0.00187233+0.00126115j 
-0.0016696-0.000554869j 0.000731314-0.00122493j -4.84526e-05+0.00260788j -0.00195755-0.000913009j 0.00232785+2.62313e-05j -0.00085278+0.000474169j 0.00187501+0.00160811j 0.0018077+0.000125654j 0.000614592+0.00172046j -0.00066628-0.00337214j -0.000746806+0.00100797j -0.00191778-0.000539857j -0.00111902-0.000565944j 0.00288689-0.00211736j 0.000294994-0.00186859j -0.000750436+0.000707712j 0.00186021+0.00178432j 0.00177774-0.0012327j 0.000678393-0.00287656j 0.0009857-0.00031666j -0.00109978-0.000336916j 0.000646441+0.00140954j 0.000626583+0.00116977j 0.000536485+0.000986061j -0.000349103-0.000871928j 0.00231513-0.00244853j -0.000652615+0.00172122j 0.00164062-0.00113749j 0.00154259+0.000628334j 0.000480336-0.00213223j 0.00124373+0.000417246j -0.00138495+0.000176866j -0.000541125+0.00137683j -0.0012157-0.0012685j -0.00158386-0.00257426j -0.0018355-0.00188898j -0.00129299+8.89056e-05j 0.00120353+0.00029925j 0.00252462-0.000968096j -0.00248822+0.00169572j -0.00101179+0.000588358j -0.00231776+0.00174607j -0.0040396-0.00136499j 0.0019582+0.000980506j 0.000866919-0.000901625j -0.000707243-0.00454499j 0.000542246+0.000299256j -0.000767353+1.51438e-06j 0.00203215+0.00260076j -0.000667548-0.00370367j 0.00246632+0.000121435j -0.000596315-0.00054535j -0.00401516-0.00273709j -0.00231879+0.00148799j -0.000347817+0.00441852j -0.00212692+0.000625691j -0.00198255+0.000363981j 0.000411572-0.000576109j 0.00208327+0.000449408j 0.000219789-0.0021693j -0.000433733-0.00109162j -0.0014851-0.000637369j -0.00208289+0.00141739j 0.00226462-0.000741827j -0.00178742+0.00131639j 0.00140066+0.00290548j 0.000239895-0.00279112j -0.00471128-0.00225188j 0.000196689+0.000892857j 0.00140811+0.0032462j -0.00199959-0.000806578j -0.000613858+0.000508579j -0.00141704-0.000250155j -0.00574725+0.000547599j 0.00394762+0.00557657j 3.01891e-05-0.00107449j -0.00150681-0.000244406j 
