-0.157287+0.0832594j -0.0768157-0.155812j 0.0833832-0.197716j 0.208128+0.0835531j -0.0132356-0.0151764j -0.0460148-0.0389187j -0.0255209+0.153309j 0.161317+0.0508318j 0.0564607-0.0775927j -0.00945358-0.0685607j -0.0625263-0.0279903j -0.0227437+0.0500832j -0.116057+0.00312714j -0.0404202+0.0493016j 0.0737337+0.047268j 0.0719696-0.0119905j -0.0198185-0.0984346j -0.0124762+0.0729066j 0.0845304-0.0722195j -0.0236331+0.0123297j 0.080666+0.157134j -0.0213818-0.0196151j -0.0699413-0.0277266j -0.0186985-0.110843j -0.030016+0.0046316j -0.0840274-0.0211454j 0.0253284-0.0544472j -0.0489905+0.0576797j 0.0645211-0.148616j 0.000597214-0.0117516j 0.00518125+0.0183466j 0.0473535+0.0134765j -0.0649986-0.0203308j -0.0143969-0.034113j 0.00741741-0.0121705j 0.00379831-0.0849146j -0.000968511-0.0330435j -0.0659528+0.0296505j -0.140154-0.0107487j 0.00436816+0.00108892j -0.0583085+0.017999j 0.105726-0.0578504j -0.102085-0.0234805j -0.0281451-0.01689j -0.0389694-0.0685379j 0.0608887+0.0593826j 0.0492899+0.00669846j 0.0305111-0.0476651j 0.0155401-0.00423483j -0.0438299+0.0656743j -0.0048349-0.0867604j -0.0719372-0.0306427j 0.0454537-0.0898437j -0.0818463+0.0602753j -0.0290178+0.0143012j -0.0315384-0.00894463j -0.0127267-0.0157681j 0.0153208-0.106918j 0.084141+0.00237029j -0.0259535-0.0250549j -0.0470046+0.0233364j 0.12328-0.00272839j -0.0717539-0.0482121j -0.0537263-0.106255j -0.00856597+0.0464435j 0.044177-0.0433912j -0.0237271+0.0263144j 0.0225258+0.021131j -0.0497481-0.0714046j -0.064099+0.154325j 0.0628025+0.0338163j -0.0307943+0.0979123j -0.156528-0.0404423j 0.131722-0.121116j -0.120182-0.125839j -0.178305+0.0297556j 0.0327496+0.183068j 
0.000353131-0.00291446j 0.00380659+0.000503875j 0.000983531+0.00392982j -0.00481647-0.0017753j 0.00120769-0.000179954j -0.00246453-0.00184757j 0.000115892-0.00128617j -0.000249142-0.00025069j 0.00168126+0.0037158j -0.00186476-0.000453387j -0.000386054-0.000849235j 0.000334217+0.000640224j -0.000743085+0.0017657j 0.00293555-0.000576615j -0.00112122+5.52357e-05j -0.00263377+0.00407727j 0.00332327+0.00169294j 0.00275852-0.000257888j -0.00122456-0.00228921j 0.00148595+2.59986e-05j 0.000558785-0.00181863j 0.00106627+0.000884746j 0.00176455+0.00168041j 0.00112397+0.00077103j 0.000232511+0.000798087j 0.000702365-0.000131563j -0.00033917+0.000463768j -0.000657172-0.00267766j 0.00189629+0.00349894j 0.00259774-0.0029407j -0.00262425-0.000152153j 0.00204338+0.00206943j 0.0010434+0.000258979j 0.000263636-0.00273596j -0.00225226-0.00366272j 0.00282233-0.00114404j 0.00169191+0.000568372j 0.0021823+0.00334738j 0.000639485+0.00288218j -0.00394057+0.00216197j -0.000621044+0.00109235j -0.00192508-0.00166646j 0.00196394-0.000596791j 0.000823519-0.000624319j -6.9413e-05+0.00240643j 0.000578834-0.00059359j -7.90123e-05+0.000924591j -0.00418285+0.00119202j 5.46518e-05+0.0015342j 0.00138478-0.00140097j 0.0016596+0.00457576j 0.00426591+0.000640826j -0.00236399-0.00155967j -0.000326144-0.00383386j -0.00117514+0.00271148j 0.000781349-0.00275924j 0.000322053+0.00340029j -0.00269688-0.00136216j -0.0014886-0.00138971j -2.75098e-05+0.000788657j -0.00245374-0.000654726j -0.00126001+0.00234577j -0.00178776-0.000738618j -0.00140384+0.00145584j -0.00209965-0.00280422j -0.000496815-0.00345956j 4.332e-05-0.00193904j -0.00194655+0.00288188j -0.00261028+0.000202794j 0.0049122-0.000240034j 0.000905362+0.00238599j -0.000943333+0.00278334j 0.00130788+0.000687533j -0.00630866+8.35764e-05j 0.00124989+0.0038665j 0.00248082-0.00210574j -0.00220623-0.00267945j 
-8.22958e-05-0.00265463j 0.00326248-1.6347e-05j 0.0011823+0.00195975j -0.00163712-0.00092304j -0.00172346+0.000379678j -0.000744958-0.00390774j -8.80262e-05-0.00326314j 0.000341367-0.000191994j 8.05761e-05+0.00134638j -0.0015176-0.00202315j -0.00186886-0.00210715j 0.000786268+0.00215901j 0.00114279+0.00175961j 0.00227179+0.00055154j -0.000230971-0.00190768j -0.00198188+0.00235961j 0.0014871+0.00127677j 0.000794683+0.00236294j -0.000941249-0.00121125j 0.00146262-8.65712e-05j -0.000733545-0.0024777j 0.000402579+0.00130204j 0.00189538+0.00347708j 0.00126415-0.000876302j 0.00152317+0.000161846j 0.000861464-0.00188482j -0.000268808-0.000350041j -0.00269262-0.00229188j 0.00153927+0.00151418j 0.00164187-0.00263316j -0.00120387-0.00120946j 0.00207784+0.00251653j 0.00124893-0.000374406j -0.00174216+0.000110255j -0.000807341-0.00141515j 0.00133744-0.00162931j -0.00137615+0.00183793j 0.00135037+0.0018807j -0.000600363+0.0042024j -0.00193807+0.00347451j -0.000964223+0.000346502j -0.00373067+0.000743412j -0.00149975-0.000651875j -0.0010084-0.00026065j -0.000741815+0.000686564j -0.000791854-0.000116032j -0.000948111+0.0013027j -0.00237528+0.00421351j 0.00214417-0.00082094j -0.00123435-0.00035586j 0.000654027+0.00506935j 0.00185807-0.00298148j -0.00111753-0.000990118j -0.00169651+2.66567e-05j -0.00160987+0.00143958j -0.00058846-0.00305277j 4.61551e-05+0.00242388j -0.00391387-0.00193278j -0.000768763-0.000163506j 0.000849234+0.00165362j -0.000766107-0.00188608j -0.000879722+0.00104689j -0.000583825+0.00138643j -0.00171086-0.000161454j -0.00216917-0.00317442j -0.000992513-0.00405741j -0.000988762+0.000434037j -0.00318187+0.0014895j 0.000142946-0.00306624j 0.00552705+0.00110366j 0.000511249-0.000302586j 0.000351338-0.00124146j 0.00305816-0.00137637j -0.0059369-0.00180164j 0.00236671-0.000149106j 0.00269745-0.000996335j -0.00200202-0.00231011j 
-0.00401588-0.00246118j 0.0030664-0.00319759j 0.00162059-7.01159e-05j 0.00141328+9.36346e-05j 0.00050838-0.000216695j -0.00279099-0.00278695j 0.0028061+0.00470041j 0.00167592-0.00135368j -0.000274494+0.000993065j 0.000101894-0.0026692j -0.00302174-0.000722282j -0.00152709-0.00402732j -0.00176423+0.00244623j 0.00167402-0.00173362j 2.04586e-05-0.00321462j -0.00129308+9.58642e-05j 0.00313653-0.000705991j 0.00109425-0.00192684j -0.00239306-0.00566924j 0.00316857-0.00171486j -0.000273643+0.00304764j 0.000372433-0.00251817j 0.000755348+0.00231931j 0.000998349+0.00084704j -0.00187898-6.68563e-05j 0.00319258-0.00198438j 6.93982e-05+0.000382299j 0.000830401+0.00222893j 0.00133162+0.00456872j 0.000269091+0.000373021j 4.36058e-05+0.00283626j 0.000539918-0.00110709j -0.00547107-0.00084182j -0.000968499-0.0034135j -0.000436386-0.00306394j -0.000441513-0.00117466j 0.000370676-0.00234307j -0.00095318+0.000830517j 0.000750672-0.00274512j -0.00423492+0.00246j -0.00054058+0.00145189j -0.00012492+0.00559386j -0.00162296-0.000954819j -0.00066786+0.00749812j 0.00115104-0.00182621j -0.00185642-0.00126947j 0.0002212-0.00309996j 0.0035965-0.00313035j 0.00120394+0.00087305j 0.00306309+0.000209739j 0.00349605-0.000438167j -0.0053492+0.000382365j -0.00525157-0.00335311j 0.00196315-0.00191422j -0.00443893+0.00453339j -0.00853318+0.00389288j -0.00442978+0.00618614j -0.00248821-0.000692352j -8.92997e-05+0.00158071j -0.00476425-0.00612308j 0.00306874-0.00154399j -0.00277988-0.00623329j -0.00349498+0.00194168j 0.00176476-0.00351769j 0.00213871-0.00238529j -0.000657758+0.00549278j -0.000907518-0.00228994j -0.00501785-0.00132837j 0.00563644+0.00182981j 0.00155882+0.0108757j -0.0010488-0.00550076j -0.00259392+0.00462879j 0.00332285-0.00148246j -0.00190734-0.00797651j 0.00813798+0.00783573j -0.00110767-0.00411469j -0.00617087-0.00117318j 
-0.00182785+0.000484796j -0.000561312-0.00103402j 0.00188651-0.00219183j 0.00523404+0.00146374j -0.000433045-6.21307e-05j 0.00111658-0.0020236j 0.00191345+0.00209078j 0.00243943-8.81324e-05j -0.00173203-0.00307875j -0.00036696-0.00277686j -0.000225489-0.00210411j -0.000630597+0.00104517j 0.000951062-0.00153523j 0.00157516-0.00146545j 0.00155805-0.00424922j 0.00184004-0.00371085j -0.00300319-0.000374291j -0.00397303+0.00432051j 0.000920784+0.00145865j -0.00135185-0.000990032j -0.00369843+0.00133761j -0.00280978+0.00204217j -0.0013096+0.00533099j 0.00237217-2.16758e-05j -0.0010192-0.000210451j 0.00143497-0.00272827j 0.00171465-0.00279886j -0.000488553+0.00056883j 0.00189911-0.00397412j 0.000787033+0.000707157j 0.00364359+0.00146507j -0.00347927-0.000400798j 0.000357636+0.00154604j -0.00208764+0.00190967j -0.00208686+0.00172013j -0.00376041-0.00134369j -0.00279985+0.00321512j -0.00178459-0.000342656j -0.00465162+0.0021073j 0.00298507+0.00205534j 0.00247994+0.000136604j -0.00365714+0.00589429j -0.00652315-0.000138598j -0.00252549+0.00152326j -0.000647596-0.00188732j -0.00622771+0.000355148j -0.000339023-0.000697583j 0.00368929+0.00312951j 0.00138827-0.000778193j 0.000673459+0.000840342j 0.000133637-0.00247262j -0.00295968-0.00474343j -0.00239399-0.00230806j -0.0018988+0.00283163j 0.00140255+0.00405528j -0.00260061-0.0015666j 0.00299893-0.00145342j -0.000765213+0.000822539j 0.00444417+0.00364858j 0.00357107-0.00190476j 0.00165733+0.00190597j 0.000276534-0.0033146j 0.00214722+0.00212647j 0.00115996-0.000123335j -0.000809858+0.00125983j -0.00286523+0.000703237j 0.00386109+0.00248575j -0.00141708-0.00587254j 0.00690102-0.000339734j -0.00414382+0.00449667j -0.00124897-0.0053288j 0.00349144-0.000371027j 0.00302018+0.000178892j 0.00288878-0.00468766j 0.00579114+0.00157784j -0.00109201-0.000395561j -0.0016958-0.000207351j 
0.00549153-0.005618j 0.00622429+0.00413453j 0.00140488+0.00309066j -0.00632385+3.7573e-05j -0.00775447+0.000627586j -0.00463619-0.00226472j -0.00205449-0.000635842j 0.000791311+0.0016026j -0.000591313-0.000721214j 0.00267956+0.00573528j 0.000790771-0.00199619j 0.00396009+0.000547386j 0.00364547+0.010299j -0.00124122-0.00310042j -0.000352966-0.00201827j -0.00354531-0.00125277j -0.000826634-0.00174915j 0.000739518+0.0012943j 0.00113946+0.00232153j 0.00217453+0.00377831j -0.00182699-0.0040697j 0.000709017-0.00686835j 0.000881751+6.03323e-05j -0.00101443-0.00156927j 0.00218291-0.000924262j 0.00177412+0.000887442j -0.00534299+0.00360656j -0.00175719+0.000810949j 0.00193612+0.00420186j 0.00292405+0.000906152j -0.0011213-0.00160868j 0.00382793-0.0019159j 0.000228399-0.00517639j 0.00051554+0.00410578j 0.00153044+0.000886884j 0.0033716-0.00303508j -0.00619084+0.00237552j -3.55713e-05+0.00646506j -5.31439e-05-0.00626873j -0.00148472-0.0004993j 0.000294879-0.00134702j -0.00572278+0.00260913j -0.00133704-0.00219106j -0.00126506-0.0025011j -0.00202268-0.00326731j -0.00375395-0.00238067j 0.000687894+0.00213462j 0.000278857+0.00386792j 0.0094588-0.00618953j -0.00474237+0.00770172j -0.00119538+0.00913593j -0.00439218-0.00444473j 0.00520213-0.000455345j 0.00500926-0.00434235j -0.00645072-0.00414538j 0.00365369-0.0034277j -0.00448014+0.00112758j -0.0105519-0.00493098j -0.00678405-5.17475e-05j 0.00187572+0.00318747j 0.00322474-0.00268557j 0.000977379-0.00245374j -0.00190845+0.00947625j 0.00481846-0.000842648j 0.000974008-0.0023427j -0.00369464-0.00393247j -0.00441857+0.00534114j -0.00571401-9.44218e-05j 0.00413129-0.00991159j 0.00687469+0.00536572j -0.00398339-0.00175279j 0.0155841-0.004335j 0.00138452-0.00767232j -0.0143125-0.00812685j 0.00525478-0.010669j 0.0101136+0.00125453j -0.00370067-0.00694563j 
0.00429717+0.00243748j -0.00343158+0.00399242j -0.00190188+0.00422665j -0.00527757-0.000325892j 0.00294339-0.000981968j 0.00639759+0.00328148j -0.00414963-0.00419634j -0.00110722+0.00229194j -0.000488126+0.00127166j 0.000419167+6.34351e-05j 0.00307965+0.00516352j 0.000824236+0.00145009j 0.0015692+0.0025318j -0.0011637+0.000259979j -0.00266485+0.00352816j 0.000881923+0.00166186j 0.00275413+0.00322244j -0.00202865-0.0016759j 0.00152197-0.00031906j 0.0023032+0.000432614j 0.000485298-0.0055087j 0.00123752+0.00232905j 0.00247949-0.00546742j -0.000505579+0.00320242j 0.000613848-0.00392774j -0.00125636+0.00166438j -0.00499017+0.00805489j 0.00378315-0.00334442j -0.00453316-0.00313279j 0.000809964-0.00103585j 0.00430761-0.00562364j 0.000396141+0.00492978j 0.00144977-0.000804027j -0.000764752+0.00321514j 0.00344563-0.000760666j -0.000774844-0.00132041j -0.00566599-0.00167599j 0.00743283-0.00614702j 0.00633009-0.00680988j -0.00449413-0.00227952j -0.00206754+0.00181464j -0.00367699-0.00300941j -0.00572222-0.00229621j 0.00507353-0.00278711j -0.000280412-0.00430918j 0.000642787-0.00809802j -0.00274152+0.00150644j -0.00677099+0.000135912j -0.00018213+0.00387679j -0.0120447-0.00499262j -0.00342981+0.00110714j -0.00188572-0.000976496j 0.00361152+0.0037157j -0.00445761+0.00704127j -0.00024669-0.00347898j 0.004705-0.000831986j -0.00323061-0.0037725j 0.0065108-0.000956493j -0.00215173-0.000902793j 0.00379421+0.00641923j 0.00219061-0.00707537j -0.00421693-0.00228689j 0.000220934+0.000352955j 0.00584307-0.0089103j 0.00236992+0.00459738j 0.00216646+0.00121931j -0.00175592-0.00247232j -0.00395139-0.000207213j -0.0101638-0.00944921j 0.00577494-0.00438639j -0.0109986+0.00702016j 0.00226816-0.0140421j -0.00835853+0.00237522j -0.00988884+0.0106585j -0.00627176-0.00752602j 0.00418877+0.00628739j 0.00794456+0.000987503j 
0.00125543-0.000389348j 0.000199846+0.00117456j -0.000697563+0.00130624j -0.00201898-0.000404917j 0.000838765+0.000686467j 0.000584579+0.00112833j -0.000735532-2.65731e-05j -0.00141813+0.000268943j 0.000375725-4.86376e-05j 0.00159703+0.000384741j 0.000224646+0.000761288j -0.000362891-0.00011212j 8.45736e-05-0.000269579j -0.00100324-0.001484j -0.000298774+0.000832444j 9.74368e-05-0.00104585j -0.000250236-0.000391157j -0.000629045-0.000116739j 0.000553114+0.000248404j 0.000336256+0.000104983j -0.00101097-5.51762e-05j -0.00117998+5.20046e-05j -0.000541049-0.000719118j 0.000288733+0.00045328j -0.00141497-6.65548e-05j 7.61496e-05+0.0019183j 0.000659088+0.000698099j 0.00114148+0.000859581j 0.000489659-0.000942789j 0.00137174+0.000219987j 0.00188963-0.00055903j -0.000423134-0.00027775j 0.000634818+3.73738e-05j 0.000610379+0.00100925j -0.00143894+0.00115646j -0.00102157-0.000889377j 0.00122919-0.000535566j 0.00109912-0.00113475j 0.000465651-0.0013743j -0.00209574-0.000624228j 0.00105555+5.4525e-05j -0.0028671-4.09772e-05j -0.000354331-7.79724e-05j 0.00175882-0.000133852j -0.000927758-0.000626719j 0.000679343-0.000303804j -0.00150518-0.000280419j -0.000713119-0.00227104j 0.000495002+0.00218092j 0.00131479-0.000221764j 2.549e-05-7.02993e-05j -8.21669e-06+0.000191133j -0.00147711-0.00162754j -0.00213714-0.00136231j -1.5041e-06+0.00148201j 3.85075e-05-0.00332605j 0.000600504-0.00247244j 0.00116852+0.000342283j -0.000159149-0.000701114j 0.00225082-0.00123914j 0.000107069-0.00046435j -0.0010558-0.0021387j -0.00192351+0.000673679j 0.00227206+0.00030753j -0.00108112+0.00226621j -0.00189241-0.00104069j 0.000754909-0.000937175j 0.000215008+0.000398313j -0.00114559+0.00117563j -0.00179786-0.000514546j -0.0012466+0.00106321j 0.00142395-0.000750963j -0.00106358-0.000400815j -0.000967359+0.000941823j -0.00141912+0.000248036j 0.000874917+0.000591589j 0.000845988-0.000382836j 
-0.00184898+0.00193232j -0.00233958-0.00131181j -0.00171556+0.000971853j 6.23646e-05-0.00159573j 0.00359499+0.00102794j 0.00302525+0.000445318j -0.000254127-0.00207443j -0.00164273-0.00176415j 0.00083235+0.00175613j -0.00077131-0.00283319j -0.000420181+0.00220792j -0.00211091+0.00140804j -0.0011475-0.00319329j 0.000697968+0.00299727j -0.0013183+0.00188879j -0.000246658+0.0024487j 0.00205399+6.95782e-05j -0.000491987-0.00187102j -0.00134594-0.00179003j 0.00193287-0.00202513j 0.00221597+0.000113976j -0.00017618+0.00263133j 0.00121217-0.00212455j -0.000779077+0.00090914j 0.00030585-0.00203323j -0.00117524-0.000765154j 0.00110292+0.00258103j -4.81925e-05-0.00112095j -0.00347229+0.000126362j -0.00237235-0.000181504j -0.000562878-0.000990614j 0.00255909+0.00219036j -0.00129919+0.000818389j -0.00186898-0.00124855j 0.00362926-0.00452525j 0.000819535-0.000361057j -0.00158531-0.001579j 0.00172997-0.00643533j 0.00425554+0.001907j -3.84935e-05+3.59684e-05j -0.00167993+0.000129206j 0.00266458-0.0030783j -8.10479e-06-0.00163049j 0.00241524+0.00275539j 0.00178301+0.000413657j 0.00458021-0.0018344j -0.00303594-4.15524e-06j -0.000860716-0.00175476j -0.00497376+0.00341473j -0.00135905-0.00634453j 0.00017256-0.00119011j 0.000267177+0.00112856j 0.00225745+0.000655507j -0.00369492+0.00243279j -0.000538149-0.000528398j -0.00137236+0.00479605j -0.00133561+0.000118747j 0.00416456+0.00218578j 0.0007132-0.00222582j -0.00197107+0.00242759j 0.00308-0.00372735j -0.00401709-0.0007655j 0.000503638-0.00349294j -0.00192306-0.00654364j 0.00141012-0.00106228j 0.00501752+0.00102302j -0.00100972-0.00341576j 0.0017309+0.00411235j -0.00663245+0.00201141j 0.00275936-0.00233875j -0.000902396+0.00440766j -0.00848245-0.00118828j -0.00320863+0.00244999j 0.000835768+0.0060497j -0.00473929+0.00231584j -0.0031931+0.000390996j 0.00292536+0.00368489j 
-0.00253608-0.00192475j 0.00221281-0.00249278j -0.00194675-0.000801204j 0.000324955-0.00195798j -0.00269956+0.00141453j -0.00352595-0.00214871j 0.000875781+0.0015979j -0.00259482-0.00141075j 0.00206839+0.00128288j -0.00084826-0.00260363j -0.00196995-0.00077307j 0.00039827+0.00174482j -0.00231057-0.00123243j 0.00129407+0.00276501j 0.00182492+0.00141997j -0.00446268-0.00133991j -0.00292435-0.00393507j 0.00237475+0.0031851j 0.000936058+0.00375902j 0.000913-0.0020829j -1.56615e-05+0.00162211j -0.000782241+0.00145488j -0.000302491+0.000802588j -0.000711314-0.00275922j 0.00260715+0.00125994j -0.000196281-0.00102006j 0.00141915-0.00293359j -0.00176876+0.00151469j 0.000220211+0.00270055j -0.000156781+0.000167072j -0.00361564+0.00255029j 0.00282083+9.06258e-05j -0.00130869-0.00345181j 0.000106408+0.000869284j 0.00211292+8.59248e-05j 0.0042816+0.00106339j -0.00180255+0.00120747j -0.00115413+0.00162336j -7.6469e-05+0.00415386j 0.00699323-0.000613194j -0.000900956-0.00668091j 0.00193654-0.00343915j 0.00589901-0.00321031j -0.000699403+0.00260927j -0.00172861+0.00234202j 0.00574535+0.00630233j -0.00153552-0.00180689j 0.00498726+0.00146632j -0.00226573-0.000487531j 0.00515089+0.0027387j 0.00191274+0.00418397j 0.0032878+0.000631847j 0.00814514-0.00399106j 0.00328372-0.00348365j -0.00499793-0.00347293j -0.00233633+0.0019821j 0.00286524+1.67165e-05j -0.00409914+0.00323773j -0.000125022-0.00227905j 0.000773792+0.00265795j 0.00472468+0.000293952j 0.0020922+6.24276e-05j -0.000534572-0.00298869j -0.00599889+0.00175302j -0.000623673-0.00329106j 0.00312659-0.00352219j 0.000389492+0.00228172j 0.00577308+0.00293701j 0.0032228+0.0054279j 0.00106922-0.00189516j 0.0067481-0.00251933j -0.00430589+0.00459259j -0.000496394-0.00247193j 0.00118754-0.00166745j -0.00249458+0.0039411j -0.00240541-0.00312156j -0.00253077+0.00132276j 
-0.00234418+0.000597507j -0.000468646-0.00179978j -0.0021912-0.00048545j 0.000747339-0.00297666j 0.0033082-0.000333596j -0.000672258+0.000810675j 0.00110927+0.00169298j -0.00213287-0.00132485j 0.00368944+0.00310054j -0.00131141-0.00428625j -0.00160749+0.00262646j -0.00235813+0.00112025j -0.00166718-0.00335225j 0.00204824+0.00142708j 0.00124912+0.00489742j -0.00184688+0.000647139j -0.000400112-0.00384494j 0.000326658+0.00231663j -0.00234537+0.000122029j 0.00150972-0.00596824j 0.000299018-0.000384578j -0.00199591+0.00496222j 0.00185298-0.00220561j 0.000200293+0.000622455j -0.00103667+0.00115831j 0.000303703+0.00216662j -0.000168744-6.44119e-05j 0.00359021+0.0017295j -0.000954721-0.000471404j -0.000675573-0.00177667j 0.00225187+0.000929754j 0.0025929+0.00483815j -3.36509e-05-7.30105e-05j -0.0017804-0.00291344j 0.00078885-0.00333405j -0.000267555-0.00140609j -0.000470664-0.000776333j 0.00370279-0.00545203j 0.00274974-0.000690297j 0.000638303-0.00171863j 0.0019769-0.00256038j 0.000123907-0.000621641j 6.65187e-06-0.00341125j 0.00476791+0.00501481j -0.00255407+0.00523579j 0.00541873-0.000144026j -0.00546991-0.00134697j -0.000770267-0.0023724j -0.00550646+0.00796368j -0.00121722-0.00707525j 0.00125139+0.00242525j 0.00336276+0.000805413j -0.00135836-0.00383821j -0.00527833-0.000445166j -0.00545458+0.00298553j -0.00643035+0.00102216j 0.00238055-0.00336465j 0.00406363+0.00422925j 0.00204156+6.3105e-05j 0.00119904-0.00156282j 0.00467298-0.0062899j -0.00712612-0.00486875j -0.00503518-0.00381735j -0.00350894-0.00535637j 0.00215525-0.00361488j 0.0026473+0.000265306j 0.0011034-0.00614227j -0.000134446+0.00821941j -0.00705573+0.00171639j 0.000215143-0.0035318j -0.000618479+0.00660946j -0.0103721+0.000565844j -0.000280276+0.00300687j 0.000122178+0.00364939j -0.00462779+0.00513705j -0.00425173-0.000991058j 0.00134855+0.00381726j 
0.00095426-0.00293492j 0.00336928+0.000607833j 0.000347863-0.000732202j -0.00157671+0.000315216j -0.000280205-0.00026988j -0.00313627+0.000654951j 0.000188383+0.00228472j -0.00193727-0.000249239j 0.00167684+0.000470651j 0.00135978+0.00198052j -0.000711078+0.000111793j 0.000652665-0.00317154j -0.000555549+0.00149792j -0.000865289-0.00244979j 0.00126187+0.00312324j -0.000789759+0.00257074j 0.000528393-0.00046667j 0.00191584-0.000493089j -0.00303694-0.000984011j 0.000834293-0.00107636j 0.000886525-0.000662067j 0.000493803-0.00293331j -0.000621123-0.00169589j -0.000232124-0.000359768j -0.0015369+0.00180163j 0.000245605+0.00301571j -0.0016787-0.000470083j -0.000358783-0.000416664j 0.000357755+0.00391217j 0.00160167+0.00258369j 0.000100145+0.0019797j 0.00107663-0.00119264j 0.000583729-0.000991358j 0.000643072-0.00522874j -0.00198515+0.00129279j 0.00367583+0.000150397j 0.00725633-0.00218076j 0.000487847+0.00285733j -0.00153437+0.000781798j -0.0042611-0.00405958j 0.00305933+0.000319197j 0.00422497-0.0018567j 0.00688929-0.000868711j -0.00207198+0.0020103j 9.93955e-05+0.00368574j 0.00177716+0.00447377j -0.000934069-0.00323465j -0.000702027-0.00393752j -0.00346937+0.000928436j 0.00376201+0.00075833j -0.000637178+0.00221123j 0.00102799+0.00411587j -0.00336553-0.000913197j 0.00279532-0.00690104j 1.26812e-05+3.29029e-05j -0.00220442-0.000333535j 0.000243804+0.00177247j -0.00119715+0.00134136j -0.00181231+0.000437053j -0.00249444-0.00287462j -0.00116499+0.0002898j -0.00102507+0.00234574j -0.0028431+0.000626478j -0.00297569+0.00450681j -0.00044504-0.00245158j -0.00280058-0.000872204j -0.000261067+0.00100959j 0.00273123+0.00516067j 0.00132343+0.00482583j -0.00121509-0.00117503j 0.00478594+0.00143455j 0.0012074+0.00471849j 0.00269366+0.000715907j 0.00104921-0.00215396j -0.00090202+0.00327281j 0.000575602-0.00286165j -0.00295696-0.00172534j 
0.00173713-0.00227452j 0.00189187+0.00119572j -0.00213127-0.000367567j -0.00161954-0.00032212j -0.0026203+0.000761948j -0.00156764+0.00238701j 0.000261033+0.00240312j -0.00272881-0.000771583j 0.00213021-0.00106436j 0.0028457+0.00166204j 0.000647361+0.00163972j 0.000174951-0.0029126j 8.08082e-05+0.000365452j -0.00228297-0.00254608j 0.00325774+0.00298933j -0.000621041-0.00240833j -0.00309973-0.0030079j 0.000519724-0.000256808j -0.000567549+0.00341907j 0.000663378-0.00152498j -0.000129208+8.02241e-05j -0.00247631-0.00418318j -0.00190067-0.0044284j -0.00206648-3.68985e-05j 0.00023023+0.000382139j 0.000588768+0.00362774j -0.0017315+0.00207352j 0.0023133+0.00255774j 0.000159694+0.00169059j -0.001659+0.00536943j 0.002536+0.000955631j -0.000386908-0.00271514j -0.000706663-0.000966183j 0.000992776+0.000800715j -0.000115639+0.0031993j 0.00144621+0.00210876j 0.00247894-0.00105803j 0.000131608-0.000261299j 0.000656639-0.00543067j -0.00124362-0.00276371j 0.000578486-0.00195412j 0.00158117-0.00130352j 0.00401169-0.00133173j 0.000194431+0.000339141j -0.00146062+0.00159764j 0.00241073+0.00193498j -0.00180025-0.00396148j 0.00231672-0.0045821j -0.00212016+0.00178843j 0.000827497+0.00120086j -0.00173913+6.08304e-05j -7.15142e-05+0.00282822j 0.000229972-0.00109237j 0.00067034-0.0031891j -0.00197044-0.00264453j -0.00223342+0.00339531j -0.00205279-6.53601e-05j 0.000740134+0.00127457j -0.00115272+0.00117789j 0.000230281-0.0014867j 0.00384466-0.00192379j -0.000972753-0.00158226j -0.00384061+0.00154891j 0.000581514+0.00188621j 0.00182228-0.00156432j -0.001381+0.001534j -0.000218885+0.00239021j 0.00286849+0.00328421j 5.60747e-05+0.00228197j -0.00351085-0.00202902j 0.000997997+5.92945e-05j 0.00235373+0.000651037j 0.000886103+7.73492e-05j 0.000595595-0.000539675j -0.00197975+0.00110507j 0.000628075-0.00111924j -0.00124352-0.000605642j 
