-0.291009-0j -0.294025-0j -0.0341882-0j -0.0423057-0j -0.0246783-0j -0.0208702-0j -0.00301236-0j -0.0243486-0j -0.0149104-0j -0.00351442-0j -0.021305-0j -0.00215213-0j -0.00307512-0j -0.00878788-0j -0.00126842-0j -0.0151937-0j -0.00268588-0j -0.000223824-0j -0.0171631-0j -0.0140136-0j -0.00303403-0j -0.0141588-0j -0.000252836-0j -0.0122619-0j -0.00247727-0j -0.00250295-0j -0.00020644-0j -0.0101155-0j -0.00216762-0j -0.000208579-0j -0.00323196-0j -0.000180635-0j -0.00178819-0j -0.000149016-0j -0.000571336-0j -4.76113e-05-0j 0.0597428-0j 0.00995713-0j 0.00609747-0j -0.0132528-0j 0.00124464-0j 7.33412e-05-0j -0.0104772-0j -0.00220879-0j -0.00698481-0j -0.0105858-0j -0.0013526-0j -0.000276099-0j -0.0122234-0j -0.0017462-0j -1.62693e-05-0j -0.00116414-0j -0.00432163-0j -0.00106933-0j -0.00713033-0j -0.0017643-0j -0.000712884-0j -0.00756286-0j -0.00108041-0j -0.000218275-0j -0.000145517-0j -0.00203724-0j -0.000220537-0j -1.2862e-05-0j -0.00441167-0j -0.00124755-0j -0.000720272-0j -8.57467e-06-0j -0.00118839-0j -1.29953e-05-0j -0.00115089-0j -0.000441075-0j -0.000254655-0j -0.00126048-0j -0.000727736-0j -9.0034e-05-0j -0.000771881-0j -1.50057e-05-0j -0.000735278-0j -0.000148549-0j -0.00015756-0j -0.000450264-0j -5.3053e-06-0j -8.75331e-06-0j -0.000191815-0j -9.19097e-05-0j -0.000117462-0j -9.28428e-06-0j -2.39769e-05-0j -5.41583e-06-0j -1.41285e-06-0j 
0.021305-0j -0.0207799-0j -0.0049223-0j 5.36623e-05-0j -0.00351954-0j 0.433546-0j -0.000654537-0j 0.00580687-0j -0.104363-0j -8.76678e-06-0j 0.143954-0j 0.00015756-0j -0.000217331-0j 0.180265-0j -0.000272151-0j 0.00111234-0j -0.0187994-0j 1.63863e-05-0j -6.46125e-05-0j -0.00201763-0j 0.001092-0j 0.0019679-0j -9.51832e-07-0j 1.55535e-05-0j 0.0340995-0j -0.033259-0j -2.97225e-05-0j -0.00144264-0j -0.000262865-0j 2.89899e-05-0j -0.000925961-0j 2.29124e-07-0j 0.0243817-0j -2.12521e-05-0j 0.0156494-0j -1.36407e-05-0j 0.000876624-0j 0.000146104-0j -0.0171971-0j 1.68103e-05-0j -0.00174604-0j 1.07616e-06-0j -0.00227653-0j 2.80172e-06-0j -0.00252267-0j 0.00222042-0j -0.000329774-0j -3.34823e-05-0j -3.04916e-05-0j -0.000379422-0j 2.06366e-08-0j -0.000420444-0j 0.00031639-0j 0.0446595-0j 0.00199984-0j 0.00037007-0j 0.0494881-0j -0.000534497-0j -0.0435588-0j 0.00453433-0j 0.00502458-0j -5.08193e-06-0j -0.00442257-0j -2.7947e-06-0j -0.000946562-0j 0.000598164-0j 5.27317e-05-0j -3.09686e-06-0j 0.000333307-0j 2.72582e-06-0j -0.00041253-0j -0.00620675-0j 6.07322e-05-0j -8.90829e-05-0j -0.0392317-0j -0.000630178-0j 0.0104854-0j -3.74319e-08-0j -0.00015776-0j -0.00398323-0j 0.0010646-0j 0.0185691-0j 3.88406e-07-0j 2.45504e-06-0j -6.8755e-05-0j 0.00188534-0j 0.00809275-0j -6.56157e-07-0j 0.000821666-0j -1.16201e-06-0j -5.06428e-07-0j 
0.00196503-0j 0.00178258-0j -0.0220009-0j 0.0530344-0j -0.0610485-0j 0.000140926-0j 0.090424-0j -0.00032028-0j 0.000100682-0j -0.205506-0j 0.000129165-0j 0.064602-0j 0.0828782-0j 7.10433e-05-0j 0.0455845-0j -0.000407865-0j 0.00687138-0j -0.0818541-0j -0.000225762-0j 9.46262e-05-0j 0.00380346-0j 8.58402e-05-0j -0.045308-0j -0.000161292-0j -0.00159419-0j -0.00144617-0j 0.0189904-0j 0.00026257-0j 0.00271732-0j 0.0172272-0j -0.000277953-0j -0.0323696-0j -0.00442357-0j 0.052695-0j 0.00468272-0j -0.0557821-0j 8.08538e-05-0j -0.00128426-0j 8.2521e-06-0j 0.000693034-0j 0.00748814-0j 0.00272343-0j 7.0747e-05-0j -0.0110079-0j 4.71647e-05-0j 6.41782e-05-0j 7.07325e-05-0j 0.0641842-0j -0.000160786-0j -0.00112372-0j 0.0233437-0j -0.000749149-0j 2.91817e-05-0j 7.22059e-06-0j 0.000185083-0j -0.00101939-0j 4.81373e-06-0j 4.58511e-05-0j 6.55016e-06-0j 0.00655212-0j 0.00436808-0j 0.00255388-0j 0.00594376-0j 0.002383-0j 3.5665e-05-0j -1.64102e-05-0j -0.000463512-0j 0.00158867-0j -0.0029398-0j 0.00216174-0j -0.000339219-0j 2.97834e-06-0j -0.014891-0j -0.000728285-0j 1.88899e-05-0j 0.00270261-0j 4.67966e-06-0j -0.00541583-0j -0.000566491-0j 0.0171411-0j 0.00424643-0j 3.64004e-06-0j 0.000982938-0j 0.00623422-0j 0.00538804-0j 0.00330305-0j -3.46214e-05-0j 0.00154442-0j -0.0314162-0j 0.00120132-0j -0.011426-0j 
-0.038397-0j 0.0131818-0j 0.00153274-0j -0.005582-0j 0.00110639-0j 0.265492-0j -0.00040082-0j -0.104363-0j -0.0567352-0j 0.00015756-0j 0.268753-0j 8.56547e-05-0j -0.000405744-0j -0.0376666-0j 5.68662e-05-0j 0.000681167-0j -0.0115122-0j 1.00345e-05-0j -0.00228369-0j -0.00184901-0j 0.0385961-0j 0.000634772-0j -3.3642e-05-0j 0.000488022-0j 0.0312497-0j -0.0107281-0j -2.72385e-05-0j -0.00133469-0j -0.00824793-0j 9.35107e-06-0j 0.000144896-0j 7.18924e-06-0j 0.0225572-0j -1.96618e-05-0j -0.00244886-0j 2.13453e-06-0j 0.00053682-0j 8.94701e-05-0j -0.010531-0j 0.000594151-0j -0.00106922-0j 6.59009e-07-0j 0.00410288-0j 9.90252e-05-0j 0.000313145-0j -0.00140853-0j -0.0116557-0j -0.00118341-0j -0.00161281-0j 0.000683813-0j 7.2939e-07-0j 5.21909e-05-0j 0.0024204-0j -0.0804877-0j 0.000319669-0j -0.000234755-0j -0.00614309-0j 0.000301001-0j 0.0276317-0j -0.008172-0j -0.000623714-0j -0.000268802-0j 0.00280547-0j 5.03676e-06-0j -0.000582095-0j 0.0316391-0j 0.000403399-0j 3.84422e-07-0j 5.32782e-05-0j -1.72914e-06-0j 5.15971e-05-0j -0.0474818-0j 0.00321235-0j 5.01668e-05-0j -0.00627107-0j -0.00482088-0j -0.00590484-0j -1.97991e-06-0j -9.70158e-05-0j -0.000636708-0j -0.000599525-0j 0.0114192-0j 2.97132e-06-0j 3.92431e-07-0j 8.59952e-06-0j 0.0011594-0j -0.0010122-0j 3.69513e-07-0j -0.00010277-0j -7.14589e-07-0j 6.33415e-08-0j 
-0.00307512-0j 0.00299932-0j -0.0677096-0j 0.00073816-0j -0.0484136-0j 0.000654537-0j 0.41998-0j 8.76678e-06-0j -0.00015756-0j 0.00562515-0j 0.000217331-0j -0.101097-0j 0.139449-0j 0.000272151-0j 0.174624-0j -0.000160553-0j 0.00270486-0j -0.0322211-0j 9.32601e-06-0j 0.00029122-0j -0.000157117-0j -0.000284042-0j 0.00187163-0j -2.24495e-06-0j -0.00490623-0j 0.00478531-0j 0.0584446-0j 0.000208227-0j 3.78211e-05-0j -0.0570041-0j 0.000133651-0j -0.000450537-0j -0.00350804-0j 0.041789-0j -0.00225164-0j 0.0268223-0j -0.00012653-0j 0.00200976-0j -1.29139e-05-0j -2.42636e-06-0j -0.0117183-0j -0.00426195-0j 0.000328589-0j 3.85395e-05-0j 0.000364115-0j -0.00032049-0j -2.47639e-07-0j -0.000224713-0j 4.40108e-06-0j -0.0052192-0j -8.17281e-05-0j -0.00578349-0j -4.5667e-05-0j 3.35365e-05-0j -0.000288652-0j 0.00509056-0j 3.71624e-05-0j 7.7148e-05-0j -3.27099e-05-0j 0.0304317-0j 0.0337219-0j -6.99053e-05-0j -0.0296816-0j 0.011068-0j 0.000136624-0j 4.49183e-07-0j 0.00072536-0j 0.0122646-0j 0.00458486-0j -0.0107952-0j 5.95435e-05-0j -4.66087e-06-0j 0.000407598-0j -0.00122539-0j -2.94605e-05-0j -0.00422937-0j 7.87389e-06-0j 0.000148243-0j -0.0021701-0j -0.0267331-0j 0.00714493-0j 1.39442e-05-0j -0.00153822-0j -0.0097228-0j -0.000945771-0j 0.0126532-0j 6.07714e-06-0j 0.00259861-0j 0.00551453-0j 0.00460197-0j 0.00200563-0j 
-0.0119503-0j 0.0124279-0j -0.00712886-0j -0.00173729-0j 0.00104311-0j -0.084338-0j 0.000127327-0j 0.4854-0j 0.177331-0j -0.000732821-0j 0.0836441-0j -0.000267722-0j -0.00012628-0j -0.0355124-0j 5.3614e-05-0j 0.00064221-0j -0.0108538-0j 9.46065e-06-0j 0.000725454-0j 0.0028389-0j -0.0122607-0j -0.00295237-0j 1.06869e-05-0j -0.00152536-0j -0.0479796-0j 0.0498973-0j 4.1821e-05-0j -0.000415395-0j 0.0257797-0j -4.34925e-05-0j 0.00013661-0j -2.24706e-05-0j 0.00702048-0j -6.11934e-06-0j -0.0023088-0j 2.01245e-06-0j 0.000506119-0j 8.43532e-05-0j -0.00992873-0j 0.000560171-0j -0.00100807-0j 6.2132e-07-0j -0.000430247-0j 9.33619e-05-0j 0.00198843-0j 0.000447444-0j -0.0109891-0j -0.00111573-0j 0.00247625-0j -7.17079e-05-0j 6.87675e-07-0j 0.000331406-0j -0.00089774-0j 0.00844032-0j -0.0014868-0j 7.45739e-05-0j -0.0390078-0j -0.000940807-0j -0.00877767-0j 0.000856955-0j -0.00396051-0j 0.000412708-0j -0.000891206-0j -5.28178e-07-0j -0.000181165-0j -0.0485775-0j -0.000149623-0j 2.44103e-06-0j -0.000247801-0j 5.49289e-07-0j 4.86462e-05-0j 0.0176113-0j -0.00493212-0j -0.000156801-0j 0.0291672-0j 0.00178809-0j 0.0184562-0j 3.03988e-06-0j -3.01942e-05-0j 0.00296138-0j 0.00187387-0j 0.00355398-0j -1.10208e-06-0j -1.82522e-06-0j 8.10771e-06-0j 0.00036084-0j -0.000954311-0j -1.15495e-06-0j -9.68923e-05-0j -2.22401e-07-0j 5.97189e-08-0j 
0.0181112-0j 0.0188238-0j -0.00219008-0j -0.0025417-0j -0.00141939-0j -0.379353-0j 0.00057272-0j -0.143954-0j -0.268753-0j 0.000217331-0j 0.12669-0j 0.000405744-0j -0.000191268-0j 0.254377-0j -0.00038404-0j -0.000973298-0j 0.0164495-0j -1.4338e-05-0j -0.00315003-0j 0.000872147-0j 0.0532378-0j 0.000906461-0j -4.64043e-05-0j -0.00223164-0j -0.0147399-0j -0.0153199-0j 1.28479e-05-0j 0.000565238-0j 0.0377164-0j 1.33534e-05-0j -0.00217105-0j -3.28752e-05-0j -0.00955295-0j 8.32675e-06-0j 0.0366923-0j -3.19825e-05-0j -0.000767046-0j -0.000127841-0j 0.0150474-0j 0.000819546-0j 0.00152778-0j -9.41638e-07-0j -0.00193526-0j 0.000136591-0j -0.000447444-0j -0.0020114-0j -0.0160773-0j -0.00163235-0j -0.000734375-0j -0.000322543-0j 1.00609e-06-0j -7.45739e-05-0j 0.00136056-0j 0.0379647-0j -0.000410105-0j -0.000335233-0j 0.00877767-0j -0.00142498-0j 0.0394583-0j 0.00385459-0j 0.000891206-0j -0.000122396-0j 0.00400625-0j -2.37575e-06-0j 0.0012977-0j 0.0144065-0j 0.000226761-0j -5.49289e-07-0j -6.83508e-05-0j -2.46922e-06-0j -0.00134014-0j -0.0266907-0j 0.00146271-0j -0.000237496-0j 0.00804518-0j -0.00270994-0j 0.0279543-0j -9.0153e-07-0j 0.000216283-0j 0.000816836-0j 0.00283823-0j -0.0254574-0j 1.67025e-06-0j -5.03451e-07-0j -0.000223356-0j -0.00258471-0j 0.0262899-0j -1.74933e-06-0j 0.00266925-0j 1.59307e-06-0j -1.64517e-06-0j 
0.00554213-0j -0.00190263-0j 0.0210838-0j -0.0767842-0j 0.0152191-0j 0.00040082-0j 0.257184-0j -0.00015756-0j -8.56547e-05-0j -0.101097-0j 0.000405744-0j -0.0549598-0j 0.260343-0j -5.68662e-05-0j -0.0364879-0j -9.8318e-05-0j 0.00165638-0j -0.0197313-0j 0.000329623-0j 0.000266882-0j -0.00555321-0j -9.16214e-05-0j 0.0661517-0j -7.04399e-05-0j -0.00449621-0j 0.00154356-0j 0.0535603-0j 0.000192646-0j 0.00118671-0j -0.0183874-0j -2.0914e-05-0j -0.0141365-0j -0.00324554-0j 0.0386619-0j 0.000352342-0j -0.00419721-0j -7.74834e-05-0j 0.00123072-0j -7.90811e-06-0j -8.57584e-05-0j -0.00717599-0j -0.0026099-0j -0.0005922-0j 0.00136216-0j -4.51986e-05-0j 0.000203304-0j -8.75268e-06-0j -0.00794237-0j 0.000232789-0j 0.00940631-0j -0.00288863-0j 0.00071792-0j -0.000349354-0j -6.04411e-05-0j -4.61403e-05-0j -0.00322921-0j -4.61307e-06-0j -4.34457e-05-0j 2.07496e-05-0j -0.0548456-0j -0.004186-0j -0.00369755-0j 0.0188287-0j -0.0199473-0j 8.40181e-05-0j 2.3759e-05-0j 0.00554903-0j -0.00152244-0j 0.000732877-0j 0.00684797-0j -7.4474e-06-0j -3.56558e-05-0j 0.0215594-0j 0.000690078-0j -4.70917e-06-0j -0.0323548-0j -4.43416e-06-0j 0.00784114-0j -0.00133452-0j -0.0042732-0j -0.00402365-0j 8.57506e-06-0j -0.0117674-0j -0.00155416-0j 0.000118292-0j 0.0077812-0j -7.60098e-07-0j -0.0014634-0j -0.000689729-0j 0.00283002-0j -0.000250854-0j 
-0.0124279-0j 0.0125492-0j 0.00720274-0j 0.00174412-0j -0.000946259-0j 0.085212-0j -0.000128647-0j 0.473436-0j 0.0608784-0j -0.000714758-0j -0.086935-0j -9.19097e-05-0j 0.000131248-0j 0.169585-0j -0.000256027-0j -0.000648865-0j 0.0109663-0j -9.55869e-06-0j 0.000707573-0j 0.00295237-0j -0.0119585-0j -0.00298117-0j 1.04235e-05-0j 0.000505514-0j -0.0498973-0j 0.0503841-0j 4.34925e-05-0j -0.000387867-0j -0.00854357-0j -4.39168e-05-0j -0.00144736-0j 7.44693e-06-0j 0.00655525-0j -5.71382e-06-0j 0.0244616-0j -2.13217e-05-0j -0.000511364-0j -8.52274e-05-0j 0.0100316-0j 0.000546364-0j 0.00101852-0j -6.27759e-07-0j -0.000447444-0j 9.10607e-05-0j -0.00200904-0j 0.000451809-0j -0.0107182-0j -0.00108823-0j -0.00248598-0j -7.45739e-05-0j 6.70726e-07-0j -0.00033484-0j -0.000184561-0j 0.00877767-0j 0.00134876-0j 7.53015e-05-0j 0.0394121-0j 0.000322788-0j -0.0088633-0j 0.000891206-0j 0.00400155-0j -0.000414331-0j -0.000899901-0j -5.49289e-07-0j -0.00089048-0j 0.0487685-0j -3.07602e-05-0j -2.46633e-06-0j 0.000224793-0j 5.54648e-07-0j -0.000893424-0j 0.0036206-0j 0.00495152-0j 5.3798e-05-0j -0.026459-0j 0.000367604-0j -0.00633225-0j -3.05183e-06-0j -0.000148413-0j -0.00268641-0j -0.00064292-0j 0.0174689-0j -2.2657e-07-0j 1.65575e-06-0j -0.000148904-0j 0.00177363-0j 0.0175266-0j 3.9626e-07-0j 0.0017795-0j -1.09317e-06-0j -1.09678e-06-0j 
0.00172488-0j -0.00179382-0j -0.0980623-0j -0.0238975-0j 0.0143487-0j -0.000127327-0j -0.0816988-0j 0.000732821-0j 0.000267722-0j 0.47021-0j 0.00012628-0j 0.171782-0j 0.0810266-0j -5.3614e-05-0j -0.0344011-0j -9.26951e-05-0j 0.00156165-0j -0.0186029-0j -0.00010471-0j -0.00040976-0j 0.00176407-0j 0.000426138-0j -0.0210142-0j 0.000220166-0j 0.00690331-0j -0.00717922-0j -0.0822344-0j 5.99571e-05-0j -0.00370919-0j 0.0855212-0j -1.97179e-05-0j 0.044185-0j -0.00101011-0j 0.0120327-0j 0.000332191-0j -0.00395717-0j -7.3052e-05-0j 0.00116033-0j -7.45584e-06-0j -8.08538e-05-0j -0.00676559-0j -0.00246064-0j 6.21008e-05-0j 0.00128426-0j -0.000287006-0j -6.45829e-05-0j -8.2521e-06-0j -0.00748814-0j -0.000357416-0j -0.00098639-0j -0.00272343-0j 0.00455871-0j 0.000129578-0j 6.33814e-06-0j 0.000214602-0j 0.00102581-0j -2.92924e-05-0j 0.000135794-0j -6.59147e-06-0j 0.00575137-0j -0.0265806-0j 0.00567708-0j -0.00598124-0j 0.00209177-0j 2.61489e-05-0j -3.64786e-05-0j -0.00205817-0j -0.00966733-0j -0.00340866-0j -0.00217537-0j -7.02148e-06-0j 1.3225e-05-0j -0.0331015-0j -0.0021569-0j 2.19027e-05-0j 0.0120006-0j 1.38594e-05-0j -0.012039-0j -0.000415341-0j 0.019875-0j 0.0125763-0j 2.66882e-06-0j 0.00436461-0j 0.00722851-0j 0.000111527-0j 0.00242174-0j -7.16627e-07-0j 0.004574-0j -0.000650283-0j 0.000880785-0j -0.000236507-0j 
-0.00261413-0j -0.00271698-0j -0.030126-0j -0.0349628-0j -0.0195246-0j -0.00057272-0j -0.367482-0j -0.000217331-0j -0.000405744-0j -0.139449-0j 0.000191268-0j -0.260343-0j 0.122726-0j 0.00038404-0j 0.246417-0j 0.000140483-0j -0.00236675-0j 0.0281935-0j 0.000454667-0j -0.000125884-0j -0.00765986-0j -0.000130836-0j 0.0912467-0j 0.00032211-0j 0.00212078-0j 0.00220423-0j -0.0252635-0j -8.15851e-05-0j -0.00542664-0j -0.0262574-0j 0.000313364-0j 0.0646439-0j 0.00137448-0j -0.0163732-0j -0.0052793-0j 0.0628887-0j 0.000110714-0j -0.00175854-0j 1.12997e-05-0j -0.000118291-0j 0.0102536-0j 0.00372921-0j 0.00027933-0j 0.0018789-0j 6.45829e-05-0j 0.00029032-0j -1.20731e-05-0j -0.0109554-0j 0.000105998-0j -0.00443679-0j -0.00398445-0j -0.00102581-0j -0.000196381-0j 2.8509e-05-0j 5.91935e-05-0j -0.00461135-0j 6.59147e-06-0j 0.000205678-0j 2.96307e-05-0j 0.0258697-0j 0.00598124-0j -0.00168364-0j 0.0268875-0j 0.00940879-0j -0.000187306-0j 1.08184e-05-0j 0.00311925-0j 0.00217537-0j -0.000940211-0j 0.00977897-0j 0.000193432-0j -2.0043e-05-0j 0.00981681-0j -0.00326692-0j 6.04142e-06-0j -0.0181875-0j 2.09919e-05-0j 0.00357037-0j 0.00297511-0j 0.00548211-0j 0.0190485-0j -1.91169e-05-0j -0.00661477-0j 0.00199384-0j -0.00307241-0j -0.0173471-0j 1.97421e-05-0j 0.00692793-0j 0.0179144-0j -0.00630911-0j 0.00651545-0j 
0.00768939-0j 0.0367197-0j 0.000903361-0j -0.00327609-0j 0.000780689-0j 0.156475-0j -0.000236235-0j 0.180265-0j -0.0376666-0j -0.000272151-0j -0.254377-0j 5.68662e-05-0j 0.00038404-0j 0.308861-0j -0.000466296-0j 0.000401465-0j -0.00678506-0j 5.91414e-06-0j 0.0039446-0j 0.000370284-0j -0.0666667-0j 0.00176824-0j 5.81094e-05-0j -0.00094954-0j -0.00625807-0j -0.0298846-0j 5.45479e-06-0j 0.000320001-0j 0.0160479-0j 2.60486e-05-0j -0.00159001-0j -1.3988e-05-0j -0.00540826-0j 4.71406e-06-0j 0.0268724-0j -2.34231e-05-0j 0.00031639-0j 5.27317e-05-0j -0.00620675-0j -0.00102627-0j -0.000630178-0j 3.88406e-07-0j -0.000821643-0j -0.000171045-0j 0.000184561-0j -0.00392365-0j 0.0201327-0j 0.0020441-0j -0.000946562-0j -0.000136941-0j -1.25987e-06-0j 3.07602e-05-0j 0.000114191-0j 0.0161185-0j 0.000225565-0j -0.000653941-0j -0.0036206-0j 0.000944497-0j 0.0769717-0j 0.00163653-0j -0.000367604-0j -0.00015776-0j 0.00781501-0j -1.00866e-06-0j -0.00162181-0j 0.0185691-0j 1.90319e-05-0j 2.2657e-07-0j 3.75942e-05-0j -4.81673e-06-0j 0.000956211-0j -0.00224013-0j 0.00188534-0j 0.000157416-0j -0.00442499-0j -0.000227443-0j -0.0185285-0j -1.16201e-06-0j -0.000270302-0j -0.000449274-0j -0.00188122-0j 0.0318157-0j 1.40183e-07-0j 2.76907e-07-0j 0.000159368-0j 0.00323029-0j -0.0187583-0j 1.15948e-06-0j -0.00190455-0j -1.99097e-06-0j 1.17386e-06-0j 
0.0447965-0j 0.0148459-0j 0.00351666-0j 0.000112832-0j 0.00251448-0j 0.104363-0j -0.00015756-0j -0.00414863-0j 0.0661911-0j 6.26329e-06-0j 0.302681-0j -9.99304e-05-0j -0.000456965-0j -0.128788-0j 0.000194434-0j -0.000794695-0j 0.0134309-0j -1.1707e-05-0j -1.55535e-05-0j -0.00424232-0j 0.000262865-0j -0.00140594-0j -2.29124e-07-0j -9.86462e-06-0j 0.0716984-0j 0.0237614-0j -6.24953e-05-0j -0.00303334-0j 0.000166719-0j -2.07114e-05-0j 0.000661539-0j -1.4532e-07-0j 0.0512657-0j -4.46853e-05-0j -0.0111805-0j 9.74539e-06-0j -0.000626291-0j -0.000104382-0j 0.0122862-0j -1.20099e-05-0j 0.00124743-0j -7.68844e-07-0j 0.00161281-0j -2.00165e-06-0j 0.00180228-0j 0.000534497-0j 0.000235602-0j 2.39209e-05-0j -6.41124e-05-0j 0.000268802-0j -1.47435e-08-0j 0.00030038-0j -0.00282379-0j -0.0316391-0j -0.00142876-0j 8.90829e-05-0j -0.035356-0j 0.000338999-0j -0.0104854-0j -0.00321235-0j -0.00358973-0j -1.06854e-05-0j -0.0010646-0j 1.97991e-06-0j -0.00199027-0j 0.00125772-0j -0.000470632-0j 2.21251e-06-0j -0.000238126-0j 6.56157e-07-0j 0.000294726-0j 0.0553954-0j 0.000127697-0j 5.64999e-05-0j 0.0280284-0j 0.00562436-0j -0.00665027-0j -7.87054e-08-0j -0.000331711-0j 0.00284576-0j -0.000675209-0j 0.0390438-0j -3.46654e-06-0j -1.75396e-06-0j 4.91209e-05-0j 0.00396416-0j -0.00578174-0j 4.16161e-07-0j -0.000587026-0j -2.44328e-06-0j 3.6181e-07-0j 
0.00179382-0j -0.00181132-0j 0.0990785-0j 0.0239915-0j -0.0130164-0j 0.000128647-0j 0.0825454-0j 0.000714758-0j 9.19097e-05-0j 0.45862-0j -0.000131248-0j 0.0589733-0j -0.0842146-0j 0.000256027-0j 0.164278-0j 9.36557e-05-0j -0.00157783-0j 0.0187957-0j -0.000102129-0j -0.000426138-0j 0.00172059-0j 0.000430295-0j -0.0204962-0j -7.29647e-05-0j 0.00717922-0j -0.00724927-0j -0.0855212-0j 5.59838e-05-0j 0.00122925-0j 0.0863556-0j 0.000208909-0j -0.0146432-0j -0.00094317-0j 0.0112353-0j -0.00351953-0j 0.0419258-0j 7.38091e-05-0j -0.00117236-0j 7.5331e-06-0j -7.88609e-05-0j 0.0068357-0j 0.00248614-0j 6.45829e-05-0j 0.0012526-0j 0.00028998-0j -6.5213e-05-0j -8.04871e-06-0j -0.00730357-0j 0.000358821-0j -0.00102581-0j -0.0026563-0j -0.00460595-0j 2.66391e-05-0j 6.59147e-06-0j -0.000194676-0j 0.00103582-0j 2.9596e-05-0j -4.65904e-05-0j -6.65578e-06-0j 0.00598124-0j 0.026856-0j -0.0056994-0j -0.00603959-0j 0.00217537-0j 0.00012853-0j 3.6622e-05-0j -0.000423127-0j 0.00976751-0j 0.00309217-0j -0.0021966-0j 0.000128955-0j 2.71884e-06-0j 0.0332316-0j 0.000740027-0j -1.9869e-05-0j 0.00246714-0j -4.75512e-06-0j 0.0120863-0j -0.00204153-0j -0.0180296-0j -0.00431489-0j 1.3118e-05-0j 0.000897295-0j -0.00655735-0j -0.00204827-0j 0.0119036-0j 1.31614e-05-0j -0.00156932-0j 0.0119429-0j 0.00432932-0j 0.00434363-0j 
-0.00110987-0j -0.00530003-0j 0.0124263-0j -0.0450648-0j 0.0107389-0j 0.000236235-0j 0.151579-0j 0.000272151-0j -5.68662e-05-0j 0.174624-0j -0.00038404-0j -0.0364879-0j -0.246417-0j 0.000466296-0j 0.299196-0j -5.79465e-05-0j 0.000976235-0j -0.0116292-0j -0.000569354-0j -5.34458e-05-0j 0.00959201-0j -0.000255224-0j -0.114263-0j 0.000137054-0j 0.000900412-0j 0.0042998-0j -0.010726-0j -4.61882e-05-0j -0.00230898-0j -0.0512206-0j 0.000229499-0j 0.0275053-0j 0.00077814-0j -0.00926946-0j -0.00386641-0j 0.0460579-0j -4.5667e-05-0j 0.00072536-0j -4.66087e-06-0j 0.00014813-0j -0.00422937-0j -0.00153822-0j 0.000118594-0j -0.00235284-0j -2.66391e-05-0j 0.00056633-0j 1.51184e-05-0j 0.0137188-0j 0.000136624-0j -0.00188371-0j 0.0049895-0j 0.000423127-0j -1.64821e-05-0j 1.21039e-05-0j -3.25575e-05-0j -0.0089954-0j -2.71884e-06-0j -0.000136326-0j 5.78008e-05-0j 0.0109834-0j -0.00246714-0j -0.0021701-0j 0.0524497-0j 0.00399465-0j 0.000234089-0j 1.39442e-05-0j 0.000261796-0j -0.000897295-0j 0.000517133-0j 0.0190759-0j -0.000138017-0j -1.6822e-06-0j 0.0126532-0j 0.00216536-0j -3.32289e-06-0j -0.00152646-0j -1.39138e-05-0j 0.00460197-0j -0.00371819-0j -0.00301526-0j -0.0126256-0j 2.38916e-05-0j -0.000555173-0j -0.00109665-0j 0.00219222-0j 0.0216797-0j -1.40863e-05-0j -0.00459194-0j -0.0127822-0j 0.0078849-0j -0.00464889-0j 
0.0262035-0j -0.0038447-0j -0.000447048-0j 0.00380936-0j -0.000322696-0j 0.0260907-0j -3.93899e-05-0j 0.0304392-0j 0.59408-0j -4.59549e-05-0j -0.183407-0j -0.000896898-0j 0.000276895-0j 0.0109861-0j -1.6586e-05-0j -0.000198674-0j 0.00335773-0j -2.92674e-06-0j -0.000224426-0j 0.00126183-0j 0.00379296-0j -0.000185142-0j -3.3061e-06-0j -0.00511012-0j -0.0213259-0j 0.00312904-0j 1.85886e-05-0j 0.00091084-0j 0.0863649-0j -2.7274e-06-0j -4.22614e-05-0j -7.52792e-05-0j -0.0153939-0j 1.34179e-05-0j 0.00071425-0j -6.2257e-07-0j -0.000156573-0j -2.60954e-05-0j 0.00307154-0j -0.000173294-0j 0.000311857-0j -1.92211e-07-0j 0.000943407-0j -2.88824e-05-0j -9.1334e-05-0j -0.000138421-0j 0.00339958-0j 0.000345163-0j 0.00110064-0j 0.000157235-0j -2.12739e-07-0j -1.52223e-05-0j 0.00376617-0j -0.0185072-0j -9.32368e-05-0j -2.30701e-05-0j 0.00179173-0j -0.00315181-0j 0.00271545-0j -0.00187905-0j 0.000181917-0j 0.00018344-0j 0.000275703-0j 1.15814e-06-0j 0.000397243-0j -0.0215917-0j 0.000627695-0j -1.12123e-07-0j -1.55395e-05-0j -1.69928e-07-0j -1.50492e-05-0j -0.0738823-0j -0.00219223-0j -0.000525301-0j 0.00182906-0j -0.00750135-0j 0.0618302-0j 1.35117e-06-0j 6.62071e-05-0j 0.000185707-0j 0.00627768-0j -0.00779285-0j 4.62341e-06-0j -1.14459e-07-0j -2.50819e-06-0j -0.000791217-0j 0.000295225-0j -3.86921e-06-0j 2.99745e-05-0j 4.87661e-07-0j -1.84746e-08-0j 
