-0.000483671+1.49333e-16j -0.000103582+3.24791e-17j -0.000949552+5.26814e-18j 0.00041958-5.85352e-18j -0.000828946+1.02707e-18j -0.000872286+6.88693e-18j -0.000715754-3.09923e-19j -0.00053821-1.89892e-18j -0.00126397+6.71167e-19j -0.00103682+2.79195e-18j 0.00142475-3.68638e-18j -0.000638739+5.65878e-18j 0.00066509+1.03965e-18j -0.00208046+9.72032e-18j -0.00216466+3.14166e-17j 0.000172703-2.03682e-17j -0.000363678-1.57653e-17j 0.00124207+1.46092e-17j -0.00033407-8.45759e-18j 0.000976733+2.89259e-19j 0.000822322+7.07211e-18j 0.000522858+2.74771e-18j -7.5076e-05-2.71151e-18j -0.000122086-3.83666e-19j 0.000597401-4.41409e-18j 0.00108174+6.70011e-18j -0.000716762+4.31912e-18j 0.00285973-1.84067e-17j -5.51777e-05-5.19942e-17j -0.000708402-1.4551e-17j -0.00106106-1.99921e-17j 0.000580077-1.21758e-17j 0.000120303+6.20161e-18j 9.4105e-05+6.07558e-19j -0.000531249+2.98191e-18j -0.000827428-6.44964e-18j -0.000978035+1.18036e-17j -0.000399799-1.33464e-17j -0.00122844-4.5603e-17j 0.000351858-4.49167e-18j 7.68548e-05-2.12543e-17j 0.00215427-1.09514e-17j -0.00204384-1.4714e-17j 0.000670969-3.94276e-18j 0.000658679+8.88579e-18j 0.00139043+9.72142e-18j -0.00101178-2.39235e-18j -0.00122794-1.6301e-18j -0.000535728-1.39338e-18j -0.000706206-9.26845e-19j -0.000863078+4.92348e-19j -0.000819146+4.94421e-19j 0.000417491-4.40249e-18j 0.000941297-3.86995e-18j -0.000103223+4.37462e-17j 0.000481274-2.00656e-16j 
-0.00218967+6.76058e-16j -0.000468935+1.47039e-16j -0.0042988+2.38499e-17j 0.00189952-2.65e-17j -0.0037528+4.64976e-18j -0.003949+3.11784e-17j -0.00324035-1.40308e-18j -0.00243658-8.59677e-18j -0.00572224+3.0385e-18j -0.00469387+1.26397e-17j 0.00645012-1.66889e-17j -0.00289169+2.56184e-17j 0.00301099+4.70667e-18j -0.00941862+4.40057e-17j -0.00979983+1.42229e-16j 0.000781861-9.22106e-17j -0.00164644-7.13727e-17j 0.00562311+6.61387e-17j -0.0015124-3.82891e-17j 0.00442185+1.30953e-18j 0.00372281+3.20168e-17j 0.00236708+1.24394e-17j -0.000339883-1.22755e-17j -0.000552708-1.73693e-18j 0.00270455-1.99834e-17j 0.00489722+3.03327e-17j -0.00324492+1.95535e-17j 0.0129465-8.33306e-17j -0.0002498-2.35388e-16j -0.00320707-6.58753e-17j -0.00480362-9.05079e-17j 0.00262612-5.5122e-17j 0.000544636+2.80759e-17j 0.000426031+2.75053e-18j -0.00240506+1.34997e-17j -0.00374593-2.91987e-17j -0.00442775+5.34373e-17j -0.00180997-6.04215e-17j -0.00556138-2.06453e-16j 0.00159293-2.03347e-17j 0.000347936-9.62223e-17j 0.00975278-4.9579e-17j -0.00925283-6.66132e-17j 0.0030376-1.78496e-17j 0.00298196+4.02277e-17j 0.00629476+4.40107e-17j -0.0045805-1.08306e-17j -0.00555909-7.37975e-18j -0.00242534-6.30807e-18j -0.00319713-4.196e-18j -0.00390732+2.22895e-18j -0.00370843+2.23834e-18j 0.00189006-1.99309e-17j 0.00426143-1.752e-17j -0.000467309+1.98047e-16j 0.00217882-9.08408e-16j 
-1.97762e-17+6.10586e-30j -4.23521e-18+1.32799e-30j -3.88249e-17+2.15402e-31j 1.71556e-17-2.39336e-31j -3.38936e-17+4.19946e-32j -3.56657e-17+2.8159e-31j -2.92654e-17-1.2672e-32j -2.20061e-17-7.76423e-32j -5.16808e-17+2.74424e-32j -4.2393e-17+1.14156e-31j 5.82547e-17-1.50727e-31j -2.61165e-17+2.31374e-31j 2.71939e-17+4.25086e-32j -8.50649e-17+3.97441e-31j -8.85078e-17+1.28455e-30j 7.06143e-18-8.32806e-31j -1.48699e-17-6.44607e-31j 5.07855e-17+5.97336e-31j -1.36593e-17-3.45811e-31j 3.99362e-17+1.18271e-32j 3.36228e-17+2.89162e-31j 2.13784e-17+1.12347e-31j -3.06968e-18-1.10867e-31j -4.99181e-18-1.56872e-32j 2.44263e-17-1.80482e-31j 4.42295e-17+2.73952e-31j -2.93067e-17+1.76599e-31j 1.16927e-16-7.52605e-31j -2.25608e-18-2.12592e-30j -2.89648e-17-5.94957e-31j -4.33842e-17-8.17427e-31j 2.3718e-17-4.97838e-31j 4.91891e-18+2.53569e-31j 3.84773e-18+2.48416e-32j -2.17215e-17+1.21923e-31j -3.38316e-17-2.6371e-31j -3.99895e-17+4.82623e-31j -1.63468e-17-5.45701e-31j -5.0228e-17-1.8646e-30j 1.43866e-17-1.83654e-31j 3.14241e-18-8.69038e-31j 8.80829e-17-4.47776e-31j -8.35676e-17-6.01622e-31j 2.74343e-17-1.6121e-31j 2.69318e-17+3.63319e-31j 5.68515e-17+3.97485e-31j -4.13691e-17-9.78175e-32j -5.02073e-17-6.66507e-32j -2.19046e-17-5.69718e-32j -2.88751e-17-3.78965e-32j -3.52892e-17+2.01309e-32j -3.34929e-17+2.02157e-32j 1.70702e-17-1.80007e-31j 3.84874e-17-1.58233e-31j -4.22053e-18+1.78868e-30j 1.96781e-17-8.20434e-30j 
-4.35023e-17+1.34313e-29j -9.31635e-18+2.92123e-30j -8.54045e-17+4.73826e-31j 3.77378e-17-5.26476e-31j -7.4557e-17+9.23769e-32j -7.8455e-17+6.19423e-31j -6.43762e-17-2.78751e-32j -4.84076e-17-1.70792e-31j -1.13684e-16+6.0366e-32j -9.32534e-17+2.51113e-31j 1.28145e-16-3.31559e-31j -5.74494e-17+5.08961e-31j 5.98194e-17+9.35076e-32j -1.8712e-16+8.74264e-31j -1.94694e-16+2.82567e-30j 1.55333e-17-1.83195e-30j -3.27099e-17-1.41796e-30j 1.11715e-16+1.31398e-30j -3.00468e-17-7.60692e-31j 8.78491e-17+2.60165e-32j 7.39612e-17+6.36079e-31j 4.70269e-17+2.47135e-31j -6.75247e-18-2.43878e-31j -1.09807e-17-3.45076e-32j 5.37313e-17-3.97012e-31j 9.72933e-17+6.02621e-31j -6.44669e-17+3.8847e-31j 2.57209e-16-1.65553e-30j -4.96278e-18-4.67645e-30j -6.3715e-17-1.30875e-30j -9.54337e-17-1.79812e-30j 5.21732e-17-1.09511e-30j 1.08203e-17+5.57784e-31j 8.46398e-18+5.46449e-32j -4.77815e-17+2.68198e-31j -7.44205e-17-5.80092e-31j -8.79663e-17+1.06164e-30j -3.59587e-17-1.2004e-30j -1.10488e-16-4.10162e-30j 3.16468e-17-4.0399e-31j 6.91247e-18-1.91165e-30j 1.93759e-16-9.84988e-31j -1.83826e-16-1.32341e-30j 6.03482e-17-3.54619e-31j 5.92428e-17+7.99205e-31j 1.25058e-16+8.74362e-31j -9.1001e-17-2.15172e-31j -1.10443e-16-1.46614e-31j -4.81844e-17-1.25323e-31j -6.35175e-17-8.33622e-32j -7.76269e-17+4.42827e-32j -7.36755e-17+4.44691e-32j 3.755e-17-3.95968e-31j 8.4662e-17-3.4807e-31j -9.28405e-18+3.93461e-30j 4.32867e-17-1.80474e-29j 
1.40033e-17-4.32349e-30j 2.99891e-18-9.40337e-31j 2.74915e-17-1.52524e-31j -1.21477e-17+1.69471e-31j 2.39997e-17-2.97359e-32j 2.52545e-17-1.99391e-31j 2.07225e-17+8.97291e-33j 1.55823e-17+5.49776e-32j 3.65946e-17-1.94317e-32j 3.0018e-17-8.08326e-32j -4.12495e-17+1.06728e-31j 1.84928e-17-1.63833e-31j -1.92557e-17-3.00999e-32j 6.02335e-17-2.81423e-31j 6.26714e-17-9.09576e-31j -5.00012e-18+5.89701e-31j 1.05292e-17+4.56439e-31j -3.59606e-17-4.22967e-31j 9.672e-18+2.44865e-31j -2.82784e-17-8.37465e-33j -2.38079e-17-2.04752e-31j -1.51378e-17-7.9552e-32j 2.1736e-18+7.85037e-32j 3.53465e-18+1.11079e-32j -1.7296e-17+1.27797e-31j -3.13185e-17-1.93982e-31j 2.07517e-17-1.25047e-31j -8.2795e-17+5.32912e-31j 1.59751e-18+1.50534e-30j 2.05097e-17+4.21282e-31j 3.07199e-17+5.78811e-31j -1.67944e-17+3.52514e-31j -3.48303e-18-1.79549e-31j -2.72453e-18-1.759e-32j 1.53807e-17-8.63324e-32j 2.39558e-17+1.8673e-31j 2.83161e-17-3.4174e-31j 1.1575e-17+3.86405e-31j 3.55659e-17+1.3203e-30j -1.0187e-17+1.30043e-31j -2.22511e-18+6.15356e-31j -6.23705e-17+3.17065e-31j 5.91733e-17+4.26002e-31j -1.94259e-17+1.14151e-31j -1.90701e-17-2.57262e-31j -4.02559e-17-2.81455e-31j 2.9293e-17+6.92635e-32j 3.55512e-17+4.71946e-32j 1.55104e-17+4.03411e-32j 2.04461e-17+2.68341e-32j 2.49879e-17-1.42545e-32j 2.3716e-17-1.43145e-32j -1.20872e-17+1.27461e-31j -2.72525e-17+1.12043e-31j 2.98851e-18-1.26654e-30j -1.39339e-17+5.8094e-30j 
0.00345407-1.06644e-15j 0.000739715-2.31945e-16j 0.00678109-3.76217e-17j -0.00299637+4.18021e-17j 0.0059198-7.3347e-18j 0.00622931-4.9182e-17j 0.00511145+2.21327e-18j 0.00384355+1.35609e-17j 0.00902647-4.79304e-18j 0.00740429-1.99383e-17j -0.0101747+2.63257e-17j 0.00456146-4.04114e-17j -0.00474964-7.42448e-18j 0.0148573-6.94163e-17j 0.0154586-2.24357e-16j -0.00123334+1.45456e-16j 0.00259715+1.12586e-16j -0.0088701-1.0433e-16j 0.00238571+6.03987e-17j -0.0069752-2.0657e-18j -0.0058725-5.05045e-17j -0.00373392-1.96224e-17j 0.000536144+1.93638e-17j 0.000871862+2.7399e-18j -0.00426625+3.15226e-17j -0.00772506-4.78479e-17j 0.00511865-3.08444e-17j -0.0204223+1.31449e-16j 0.000394044+3.71309e-16j 0.00505895+1.03914e-16j 0.00757741+1.4277e-16j -0.00414254+8.69516e-17j -0.000859128-4.42879e-17j -0.000672037-4.33879e-18j 0.00379384-2.12949e-17j 0.00590896+4.60591e-17j 0.0069845-8.4294e-17j 0.00285511+9.53112e-17j 0.00877273+3.25667e-16j -0.00251275+3.20766e-17j -0.000548848+1.51785e-16j -0.0153844+7.82078e-17j 0.0145958+1.05078e-16j -0.00479163+2.81567e-17j -0.00470386-6.34566e-17j -0.00992959-6.94241e-17j 0.00722545+1.70846e-17j 0.00876912+1.16411e-17j 0.00382583+9.95059e-18j 0.00504327+6.61893e-18j 0.00616355-3.51603e-18j 0.00584981-3.53083e-18j -0.00298145+3.14397e-17j -0.00672213+2.76367e-17j 0.000737151-3.12407e-16j -0.00343695+1.43296e-15j 
2.14922e-16-6.63569e-29j 4.60272e-17-1.44323e-29j 4.21939e-16-2.34093e-30j -1.86442e-16+2.60104e-30j 3.68347e-16-4.56386e-31j 3.87605e-16-3.06024e-30j 3.18049e-16+1.37716e-31j 2.39156e-16+8.43795e-31j 5.61652e-16-2.98237e-31j 4.60716e-16-1.24062e-30j -6.33096e-16+1.63806e-30j 2.83827e-16-2.51451e-30j -2.95536e-16-4.61972e-31j 9.24462e-16-4.31928e-30j 9.61878e-16-1.39601e-29j -7.67417e-17+9.05071e-30j 1.61602e-16+7.00542e-30j -5.51923e-16-6.49168e-30j 1.48446e-16+3.75818e-30j -4.34016e-16-1.28534e-31j -3.65403e-16-3.14253e-30j -2.32335e-16-1.22096e-30j 3.33604e-17+1.20487e-30j 5.42497e-17+1.70484e-31j -2.65458e-16+1.96142e-30j -4.80675e-16-2.97723e-30j 3.18497e-16-1.91922e-30j -1.27074e-15+8.17911e-30j 2.45185e-17+2.31039e-29j 3.14782e-16+6.46583e-30j 4.71488e-16+8.88358e-30j -2.5776e-16+5.41037e-30j -5.34574e-17-2.75572e-30j -4.18161e-17-2.69971e-31j 2.36063e-16-1.32503e-30j 3.67672e-16+2.86593e-30j 4.34595e-16-5.24501e-30j 1.77653e-16+5.93053e-30j 5.45864e-16+2.02639e-29j -1.5635e-16+1.9959e-30j -3.41509e-17+9.44447e-30j -9.57261e-16+4.86631e-30j 9.08189e-16+6.53826e-30j -2.98149e-16+1.75199e-30j -2.92687e-16-3.94845e-30j -6.17847e-16-4.31976e-30j 4.49588e-16+1.06305e-30j 5.45639e-16+7.24342e-31j 2.38054e-16+6.19154e-31j 3.13806e-16+4.11849e-31j 3.83513e-16-2.18777e-31j 3.63992e-16-2.19698e-31j -1.85514e-16+1.95627e-30j -4.1827e-16+1.71963e-30j 4.58676e-17-1.94389e-29j -2.13857e-16+8.91626e-29j 
-0.0170395+5.26093e-15j -0.00364915+1.14423e-15j -0.0334523+1.85594e-16j 0.0147816-2.06217e-16j -0.0292034+3.61834e-17j -0.0307303+2.42624e-16j -0.0252157-1.09185e-17j -0.0189609-6.68982e-17j -0.0445292+2.36449e-17j -0.0365267+9.83591e-17j 0.0501934-1.29869e-16j -0.0225025+1.99357e-16j 0.0234308+3.66263e-17j -0.0732936+3.42443e-16j -0.0762601+1.10679e-15j 0.00608427-7.17562e-16j -0.0128122-5.55407e-16j 0.0437578+5.14677e-16j -0.0117691-2.97958e-16j 0.0344099+1.01905e-17j 0.0289701+2.49148e-16j 0.0184201+9.68008e-17j -0.00264489-9.55253e-17j -0.00430105-1.35164e-17j 0.0210462-1.55507e-16j 0.0381091+2.36042e-16j -0.0252512+1.52161e-16j 0.100747-6.4846e-16j -0.00194389-1.83173e-15j -0.0249567-5.12627e-16j -0.0373807-7.04312e-16j 0.0204359-4.28948e-16j 0.00423823+2.1848e-16j 0.00331528+2.1404e-17j -0.0187157+1.05051e-16j -0.02915-2.27218e-16j -0.0344558+4.15838e-16j -0.0140847-4.70187e-16j -0.0432775-1.60657e-15j 0.0123958-1.5824e-16j 0.00270756-7.48781e-16j 0.075894-3.85813e-16j -0.0720035-5.18369e-16j 0.023638-1.38902e-16j 0.023205+3.13043e-16j 0.0489844+3.42481e-16j -0.0356444-8.42815e-17j -0.0432596-5.74276e-17j -0.0188735-4.9088e-17j -0.0248793-3.26524e-17j -0.0304059+1.73452e-17j -0.0288582+1.74182e-17j 0.014708-1.55098e-16j 0.0331615-1.36337e-16j -0.0036365+1.54116e-15j 0.0169551-7.06903e-15j 
-0.0193898+5.98656e-15j -0.00415246+1.30205e-15j -0.0380663+2.11193e-16j 0.0168204-2.3466e-16j -0.0332314+4.1174e-17j -0.0349688+2.76088e-16j -0.0286936-1.24244e-17j -0.0215761-7.61252e-17j -0.050671+2.69062e-17j -0.0415647+1.11926e-16j 0.0571165-1.47782e-16j -0.0256062+2.26853e-16j 0.0266626+4.1678e-17j -0.0834028+3.89675e-16j -0.0867784+1.25945e-15j 0.00692346-8.16534e-16j -0.0145794-6.32012e-16j 0.0497932+5.85665e-16j -0.0133924-3.39054e-16j 0.0391559+1.1596e-17j 0.0329658+2.83512e-16j 0.0209607+1.10152e-16j -0.0030097-1.08701e-16j -0.00489428-1.53807e-17j 0.023949-1.76955e-16j 0.0433654+2.68599e-16j -0.0287341+1.73148e-16j 0.114643-7.379e-16j -0.002212-2.08438e-15j -0.0283989-5.83332e-16j -0.0425365-8.01456e-16j 0.0232545-4.88111e-16j 0.0048228+2.48614e-16j 0.00377255+2.43562e-17j -0.0212971+1.19541e-16j -0.0331705-2.58558e-16j -0.0392082+4.73193e-16j -0.0160274-5.35038e-16j -0.0492466-1.82816e-15j 0.0141055-1.80065e-16j 0.00308101-8.52058e-16j 0.0863618-4.39027e-16j -0.0819347-5.89867e-16j 0.0268983-1.5806e-16j 0.0264056+3.5622e-16j 0.0557407+3.89719e-16j -0.0405608-9.59062e-17j -0.0492263-6.53484e-17j -0.0214767-5.58586e-17j -0.0283109-3.7156e-17j -0.0345997+1.97376e-17j -0.0328385+1.98207e-17j 0.0167367-1.7649e-16j 0.0377354-1.55141e-16j -0.00413807+1.75373e-15j 0.0192937-8.04404e-15j 
0.0129501-3.99833e-15j 0.00277337-8.69616e-16j 0.0254239-1.41053e-16j -0.0112341+1.56726e-16j 0.0221947-2.74995e-17j 0.0233551-1.84395e-16j 0.019164+8.29808e-18j 0.0144104+5.08429e-17j 0.0338424-1.79703e-17j 0.0277604-7.47534e-17j -0.0381472+9.87014e-17j 0.017102-1.51512e-16j -0.0178075-2.78361e-17j 0.0557035-2.60258e-16j 0.057958-8.41169e-16j -0.00462407+5.45351e-16j 0.00973734+4.22112e-16j -0.0332561-3.91157e-16j 0.00894459+2.26449e-16j -0.0261517-7.74482e-18j -0.0220174-1.89353e-16j -0.0139993-7.35691e-17j 0.00201013+7.25996e-17j 0.00326882+1.02725e-17j -0.0159952+1.18186e-16j -0.0289631-1.79393e-16j 0.0191911-1.15643e-16j -0.0765682+4.92833e-16j 0.00147736+1.39213e-15j 0.0189672+3.89599e-16j 0.0284095+5.3528e-16j -0.0155314+3.26002e-16j -0.00322108-1.66046e-16j -0.00251963-1.62671e-17j 0.014224-7.98395e-17j 0.0221541+1.72687e-16j 0.0261865-3.16038e-16j 0.0107045+3.57344e-16j 0.0328911+1.221e-15j -0.00942088+1.20263e-16j -0.00205776+5.69077e-16j -0.0576798+2.93219e-16j 0.054723+3.93963e-16j -0.0179649+1.05566e-16j -0.0176359-2.37914e-16j -0.0372284-2.60287e-16j 0.0270899+6.40543e-17j 0.0328775+4.36452e-17j 0.0143439+3.73071e-17j 0.0189084+2.4816e-17j 0.0231086-1.31824e-17j 0.0219323-1.32379e-17j -0.0111782+1.17875e-16j -0.0252029+1.03616e-16j 0.00276375-1.17129e-15j -0.0128859+5.37249e-15j 
0.052668-1.62612e-14j 0.0112793-3.53672e-15j 0.103399-5.7366e-16j -0.045689+6.37403e-16j 0.0902658-1.1184e-16j 0.0949852-7.49933e-16j 0.07794+3.37482e-17j 0.0586068+2.06778e-16j 0.137637-7.30849e-17j 0.112902-3.04021e-16j -0.155144+4.01418e-16j 0.0695537-6.16197e-16j -0.0724231-1.13209e-16j 0.226546-1.05847e-15j 0.235715-3.42103e-15j -0.0188061+2.21794e-15j 0.0396017+1.71672e-15j -0.135252-1.59083e-15j 0.0363776+9.20966e-16j -0.106359-3.14981e-17j -0.0895445-7.70098e-16j -0.0569352-2.99205e-16j 0.00817519+2.95262e-16j 0.0132942+4.17783e-17j -0.0650523+4.8066e-16j -0.117793-7.2959e-16j 0.0780498-4.70319e-16j -0.311402+2.00435e-15j 0.00600842+5.66176e-15j 0.0771394+1.58449e-15j 0.115541+2.17698e-15j -0.0631659+1.32585e-15j -0.0131001-6.75307e-16j -0.0102473-6.61583e-17j 0.0578488-3.24707e-16j 0.0901005+7.02315e-16j 0.1065-1.28533e-15j 0.043535+1.45332e-15j 0.133768+4.96581e-15j -0.0383146+4.89108e-16j -0.0083689+2.31443e-15j -0.234583+1.19252e-15j 0.222558+1.60224e-15j -0.0730633+4.29336e-16j -0.071725-9.67593e-16j -0.151408-1.05859e-15j 0.110175+2.60508e-16j 0.133713+1.77505e-16j 0.0583367+1.51728e-16j 0.0769003+1.00926e-16j 0.0939825-5.36128e-17j 0.0891986-5.38385e-17j -0.0454616+4.79397e-16j -0.1025+4.21407e-16j 0.0112402-4.76362e-15j -0.052407+2.18499e-14j 
-8.98901e-16+2.77535e-28j -1.92507e-16+6.03623e-29j -1.76474e-15+9.79082e-30j 7.79787e-16-1.08787e-29j -1.54059e-15+1.90881e-30j -1.62114e-15+1.27993e-29j -1.33023e-15-5.75991e-31j -1.00026e-15-3.52914e-30j -2.34909e-15+1.24736e-30j -1.92692e-15+5.18882e-30j 2.6479e-15-6.85111e-30j -1.18709e-15+1.05168e-29j 1.23607e-15+1.93218e-30j -3.86652e-15+1.80652e-29j -4.02301e-15+5.83877e-29j 3.20969e-16-3.78542e-29j -6.75894e-16-2.92998e-29j 2.30839e-15+2.71512e-29j -6.20867e-16-1.57184e-29j 1.81525e-15+5.37587e-31j 1.52828e-15+1.31435e-29j 9.7173e-16+5.10662e-30j -1.39528e-16-5.03933e-30j -2.26897e-16-7.13042e-31j 1.11027e-15-8.20357e-30j 2.0104e-15+1.24521e-29j -1.3321e-15+8.02707e-30j 5.3148e-15-3.42088e-29j -1.02548e-16-9.6631e-29j -1.31656e-15-2.7043e-29j -1.97198e-15-3.71552e-29j 1.07807e-15-2.26286e-29j 2.23583e-16+1.15257e-29j 1.74894e-16+1.12914e-30j -9.87323e-16+5.54187e-30j -1.53777e-15-1.19866e-29j -1.81768e-15+2.1937e-29j -7.43025e-16-2.48042e-29j -2.28305e-15-8.4753e-29j 6.53927e-16-8.34776e-30j 1.42834e-16-3.95011e-29j 4.0037e-15-2.03531e-29j -3.79846e-15-2.7346e-29j 1.24699e-15-7.32761e-30j 1.22415e-15+1.65142e-29j 2.58412e-15+1.80672e-29j -1.88038e-15-4.44617e-30j -2.28211e-15-3.02953e-30j -9.95649e-16-2.58958e-30j -1.31248e-15-1.72254e-30j -1.60403e-15+9.15026e-31j -1.52238e-15+9.18879e-31j 7.75906e-16-8.18201e-30j 1.7494e-15-7.19228e-30j -1.91839e-16+8.13021e-29j 8.94446e-16-3.72918e-28j 
0.0129263-3.99097e-15j 0.00276826-8.68014e-16j 0.0253771-1.40793e-16j -0.0112134+1.56437e-16j 0.0221538-2.74489e-17j 0.0233121-1.84055e-16j 0.0191287+8.28279e-18j 0.0143838+5.07492e-17j 0.03378-1.79371e-17j 0.0277093-7.46157e-17j -0.0380769+9.85195e-17j 0.0170705-1.51233e-16j -0.0177747-2.77848e-17j 0.0556008-2.59779e-16j 0.0578512-8.39619e-16j -0.00461555+5.44346e-16j 0.0097194+4.21334e-16j -0.0331948-3.90436e-16j 0.00892812+2.26032e-16j -0.0261035-7.73055e-18j -0.0219768-1.89004e-16j -0.0139736-7.34335e-17j 0.00200643+7.24659e-17j 0.00326279+1.02536e-17j -0.0159657+1.17968e-16j -0.0289097-1.79063e-16j 0.0191557-1.1543e-16j -0.0764272+4.91925e-16j 0.00147464+1.38956e-15j 0.0189323+3.88881e-16j 0.0283572+5.34294e-16j -0.0155027+3.25401e-16j -0.00321514-1.6574e-16j -0.00251499-1.62372e-17j 0.0141978-7.96924e-17j 0.0221133+1.72369e-16j 0.0261383-3.15456e-16j 0.0106848+3.56686e-16j 0.0328305+1.21875e-15j -0.00940352+1.20041e-16j -0.00205397+5.68028e-16j -0.0575735+2.92679e-16j 0.0546222+3.93237e-16j -0.0179319+1.05372e-16j -0.0176034-2.37476e-16j -0.0371598-2.59808e-16j 0.02704+6.39363e-17j 0.0328169+4.35648e-17j 0.0143175+3.72384e-17j 0.0188736+2.47702e-17j 0.023066-1.31581e-17j 0.0218919-1.32135e-17j -0.0111576+1.17658e-16j -0.0251564+1.03425e-16j 0.00275866-1.16913e-15j -0.0128622+5.36259e-15j 
0.00473294-1.46129e-15j 0.00101359-3.17822e-16j 0.00929179-5.15511e-17j -0.00410577+5.72793e-17j 0.00811161-1.00504e-17j 0.0085357-6.73916e-17j 0.00700397+3.03273e-18j 0.00526662+1.85818e-17j 0.0123685-6.56766e-18j 0.0101457-2.73204e-17j -0.0139418+3.60728e-17j 0.00625035-5.53737e-17j -0.0065082-1.01734e-17j 0.0203582-9.51177e-17j 0.0211822-3.07426e-16j -0.00168998+1.99312e-16j 0.00355875+1.54271e-16j -0.0121543-1.42958e-16j 0.00326902+8.27613e-17j -0.00955776-2.83053e-18j -0.00804678-6.92037e-17j -0.0051164-2.68876e-17j 0.000734651+2.65333e-17j 0.00119467+3.75434e-18j -0.00584583+4.31938e-17j -0.0105853-6.55636e-17j 0.00701383-4.22645e-17j -0.0279837+1.80118e-16j 0.000539938+5.08786e-16j 0.00693202+1.42388e-16j 0.0103829+1.95631e-16j -0.00567631+1.19145e-16j -0.00117722-6.06855e-17j -0.000920859-5.94522e-18j 0.0051985-2.91793e-17j 0.00809675+6.31125e-17j 0.00957051-1.15504e-16j 0.00391221+1.306e-16j 0.0120208+4.46245e-16j -0.00344309+4.3953e-17j -0.000752059+2.07983e-16j -0.0210805+1.07164e-16j 0.0199998+1.43983e-16j -0.00656573+3.85817e-17j -0.00644546-8.69514e-17j -0.013606-9.51283e-17j 0.00990067+2.34102e-17j 0.0120159+1.59512e-17j 0.00524234+1.36348e-17j 0.00691053+9.06959e-18j 0.0084456-4.81784e-18j 0.00801571-4.83812e-18j -0.00408534+4.30803e-17j -0.009211+3.78691e-17j 0.00101008-4.28076e-16j -0.00470948+1.96351e-15j 
0.00952783-2.94171e-15j 0.00204046-6.39805e-16j 0.0187052-1.03777e-16j -0.00826529+1.15308e-16j 0.0163294-2.02323e-17j 0.0171831-1.35665e-16j 0.0140996+6.10517e-18j 0.0106022+3.74068e-17j 0.0248989-1.32213e-17j 0.0204243-5.49985e-17j -0.0280662+7.26178e-17j 0.0125825-1.11472e-16j -0.0131016-2.048e-17j 0.0409829-1.9148e-16j 0.0426416-6.18875e-16j -0.00340208+4.01232e-16j 0.00716408+3.10561e-16j -0.0244676-2.87787e-16j 0.00658083+1.66606e-16j -0.0192406-5.69812e-18j -0.0161989-1.39313e-16j -0.0102998-5.41272e-17j 0.00147892+5.34139e-17j 0.00240498+7.55783e-18j -0.0117682+8.69531e-17j -0.0213091-1.31985e-16j 0.0141195-8.50823e-17j -0.0563338+3.62593e-16j 0.00108694+1.02423e-15j 0.0139548+2.86641e-16j 0.0209018+3.93823e-16j -0.0114269+2.3985e-16j -0.00236985-1.22165e-16j -0.00185377-1.19683e-17j 0.0104651-5.87406e-17j 0.0162995+1.27051e-16j 0.0192663-2.3252e-16j 0.00787563+2.6291e-16j 0.024199+8.98333e-16j -0.00693125+8.84814e-17j -0.00151396+4.18688e-16j -0.0424369+2.15731e-16j 0.0402615+2.89852e-16j -0.0132174+7.76684e-17j -0.0129753-1.75041e-16j -0.0273902-1.91502e-16j 0.019931+4.71269e-17j 0.0241891+3.21112e-17j 0.0105533+2.74481e-17j 0.0139115+1.82579e-17j 0.0170018-9.69875e-18j 0.0161363-9.73958e-18j -0.00822416+8.67245e-17j -0.0185426+7.6234e-17j 0.00203338-8.61755e-16j -0.00948061+3.95272e-15j 
